Word	Pashto-ps	Valence	Arousal	Dominance
subatomic	سباتومیک	0.385	0.538	0.491
subcommittee	فرعي کمیټه	0.396	0.467	0.600
subconscious	ناڅاپه	0.531	0.375	0.415
subcutaneous	لرې	0.396	0.444	0.376
subdivide	فرعي ویډیو	0.538	0.433	0.348
subdivision	فرعي اړخ	0.592	0.455	0.430
subduction	ضمیمه	0.350	0.569	0.445
subdue	subdue	0.275	0.640	0.784
subdued	ماتول	0.236	0.463	0.223
subdural	فرعي	0.381	0.491	0.425
subito	NO TRANSLATION	0.372	0.627	0.577
subject	موضوع	0.602	0.344	0.558
subjected	تابع شوی	0.286	0.520	0.221
subjection	موضوع	0.354	0.408	0.539
subjective	مضامین	0.510	0.350	0.432
subjugation	ضمیمه	0.280	0.610	0.377
sublet	فرعي برخه	0.469	0.551	0.545
sublevel	فرعي	0.365	0.298	0.333
sublimation	لنډیز	0.510	0.390	0.538
sublime	لنډمهاله	0.784	0.333	0.585
subliminal	د	0.410	0.528	0.464
submarine	سبارین	0.572	0.481	0.549
submerge	خپور کړئ	0.517	0.643	0.456
submerged	غرونه	0.337	0.528	0.357
submersible	فرعي	0.406	0.459	0.540
submission	تسلیم کول	0.531	0.580	0.633
submissive	مطابقت	0.480	0.217	0.173
submit	تسلیم کړئ	0.635	0.448	0.500
submitting	وسپارل	0.667	0.610	0.611
subordinate	ماتول	0.276	0.392	0.121
subordination	فرعي همغږي	0.270	0.527	0.343
subplot	subplot	0.469	0.413	0.446
subpoena	فرعي	0.281	0.634	0.555
subscribe	ګډون وکړئ	0.660	0.344	0.591
subscriber	ګډون کوونکی	0.562	0.398	0.570
subscription	ګډون	0.583	0.333	0.651
subsequence	وروسته	0.438	0.510	0.413
subsequent	وروسته	0.449	0.385	0.400
subsequently	وروسته بیا	0.380	0.337	0.336
subservient	ماتونکی	0.255	0.402	0.339
subset	سبوټ	0.429	0.358	0.404
subside	سبا	0.375	0.308	0.209
subsidence	سبا	0.320	0.509	0.452
subsidiary	فرعي برخې	0.541	0.295	0.500
subsidize	سبسایډیز	0.604	0.615	0.589
subsidy	سبسایډي	0.573	0.462	0.517
subsist	ماتول	0.573	0.418	0.472
subsistence	پاتې کیدل	0.510	0.404	0.491
subsoil	خاوره	0.429	0.240	0.382
subspace	فرعي	0.470	0.453	0.475
substance	ماده	0.615	0.422	0.528
substandard	معياري	0.235	0.333	0.150
substantial	د پام وړ	0.590	0.490	0.690
substantially	د پام وړ	0.646	0.471	0.684
substantiate	ثابت کړئ	0.531	0.549	0.636
substantive	اصلي	0.500	0.350	0.455
substation	سب سټیشن	0.469	0.461	0.491
substitute	بدله	0.427	0.406	0.398
substituted	بدل شوی	0.271	0.545	0.394
substitution	بدیل	0.406	0.480	0.353
substructure	فرعي جوړښت	0.441	0.358	0.587
subterranean	خاوره	0.469	0.306	0.432
subtext	ضمیمه	0.635	0.276	0.412
subtitle	فرعي مضمون	0.445	0.202	0.347
subtle	فرعي	0.708	0.167	0.228
subtlety	فرعي	0.615	0.176	0.363
subtract	لرې کړئ	0.208	0.330	0.283
subtraction	کموالی	0.163	0.382	0.349
subtype	فرعي ټوک	0.427	0.296	0.420
suburb	ناببره	0.354	0.566	0.441
suburban	ښاروال	0.439	0.450	0.453
suburbia	سببربیا	0.438	0.490	0.421
suburbs	سبزیجونه	0.510	0.571	0.286
subversion	ماتول	0.347	0.608	0.415
subversive	منفي	0.198	0.765	0.500
subvert	اړول	0.357	0.557	0.536
subway	دمځکي لاندی لار	0.418	0.300	0.464
succeed	بریالیتوب	0.926	0.755	0.926
succeeding	بریالی	0.867	0.755	0.849
success	بریالیتوب	0.959	0.880	0.981
successful	بریالیتوب	0.949	0.724	0.938
succession	خوځښت	0.698	0.481	0.587
successive	بریالي	0.635	0.471	0.518
successor	بریالیتوب	0.729	0.531	0.648
succinct	ناڅاپه	0.510	0.413	0.566
succubus	سکاکبوس	0.417	0.647	0.509
succulent	باوري	0.823	0.538	0.556
succumb	خندا	0.202	0.787	0.292
suck	خوله	0.344	0.706	0.377
sucker	کڅوړی	0.265	0.393	0.204
sucking	خوله	0.227	0.528	0.377
suckling	خوله کول	0.596	0.558	0.518
sucks	خوله	0.115	0.683	0.302
suction	سکشن	0.460	0.593	0.526
sudden	ناڅاپه	0.449	0.660	0.435
suddenly	ناڅاپي	0.670	0.510	0.456
suds	سوډان	0.458	0.365	0.255
sue	مقدمه	0.219	0.731	0.679
suede	سابر	0.542	0.259	0.259
suffer	ځورول	0.082	0.910	0.259
sufferer	ځورونکی	0.156	0.690	0.278
suffering	درد	0.020	0.719	0.235
suffice	پوره دی	0.643	0.326	0.504
sufficiency	پوره کول	0.594	0.438	0.576
sufficient	بس	0.833	0.330	0.588
sufficiently	په کافی اندازه	0.776	0.367	0.714
suffix	کافي	0.430	0.420	0.364
suffocate	ناڅاپه	0.219	0.764	0.440
suffocating	ماتول	0.133	0.774	0.429
suffocation	تاوان	0.020	0.830	0.462
sugar	شګه	0.896	0.382	0.402
suggest	وړاندیز وکړئ	0.573	0.471	0.517
suggestion	وړاندیز	0.646	0.365	0.558
suggestive	وړاندیز	0.552	0.500	0.555
suicidal	ځان وژونکی	0.021	0.867	0.382
suicide	ځان وژنه	0.030	0.873	0.429
suicidebombing	NO TRANSLATION	0.031	0.957	0.627
suit	سوټ	0.776	0.282	0.482
suitable	مناسب	0.792	0.298	0.722
suitcase	لاسلیک	0.562	0.212	0.318
suite	سوټ	0.790	0.420	0.400
suitor	سکټور	0.708	0.639	0.546
sulfate	سلفیٹ	0.427	0.352	0.429
sulfur	سلفر	0.173	0.530	0.364
sulk	سلام	0.250	0.580	0.406
sullen	سويډن	0.250	0.407	0.263
sully	سپوږمۍ	0.378	0.550	0.370
sulphur	سلفر	0.260	0.450	0.233
sultan	سلطان	0.529	0.423	0.821
sultry	زړورتیا	0.735	0.696	0.627
sum	مقدار	0.792	0.340	0.420
summarily	لنډیز	0.469	0.431	0.543
summarize	لنډیز	0.590	0.323	0.471
summary	لنډیز	0.729	0.260	0.427
summation	لنډیز	0.766	0.337	0.594
summer	اوړي	0.812	0.373	0.550
summerhouse	د اوړي کور	0.796	0.308	0.443
summertime	لنډمهاله	0.837	0.500	0.455
summit	غونډه	0.625	0.618	0.764
summon	بلنه	0.521	0.560	0.664
summons	سمن	0.552	0.604	0.598
sumo	سومو	0.480	0.394	0.564
sump	ټوپک	0.365	0.451	0.340
sumptuous	سمه ده	0.698	0.550	0.555
sun	لمر	0.877	0.400	0.681
sunbeam	سوربام	0.729	0.440	0.505
sunburn	لمر	0.061	0.755	0.447
sundae	سویډی	0.743	0.414	0.404
sunday	یک شنبه	0.776	0.196	0.394
sundial	سوډالیل	0.643	0.225	0.406
sundown	سوډان	0.812	0.276	0.445
sundry	وچه	0.543	0.369	0.407
sunflower	د لمر ګل	0.878	0.231	0.270
sunglass	د ګوتو رنګ	0.684	0.264	0.324
sunglasses	ګوتې	0.844	0.443	0.364
sunk	لمر	0.146	0.531	0.185
sunken	لرې	0.103	0.476	0.173
sunless	لمر	0.245	0.280	0.273
sunlight	د لمر روښان	0.906	0.407	0.639
sunny	دوامداره	0.740	0.348	0.481
sunrise	لمر	0.823	0.347	0.640
sunroof	سورروف	0.681	0.325	0.425
sunscreen	د لمر سکري	0.656	0.387	0.462
sunset	لمر	0.875	0.231	0.298
sunshine	لمر	0.885	0.297	0.769
suntan	سنیان	0.620	0.510	0.366
sunup	لمر	0.760	0.304	0.620
sup	sup	0.551	0.358	0.385
super	سپر	0.844	0.663	0.780
superannuation	لوړې کچې	0.448	0.412	0.562
superb	ښه	0.980	0.708	0.852
superficial	سرپرست	0.357	0.407	0.309
superfluous	ډیر ښه	0.316	0.469	0.393
superhero	سپیریر	0.910	0.820	0.893
superhuman	بې رحمه	0.810	0.745	0.895
superimposed	سپک شوی	0.490	0.529	0.683
superintendent	سرپرست	0.592	0.570	0.942
superior	غوره	0.801	0.697	0.940
superiority	غورهتوب	0.582	0.602	0.959
superlative	لوېدیځ	0.714	0.566	0.737
superman	سپرمین	0.945	0.794	0.929
supermarket	لوی پلورنځی	0.690	0.547	0.571
supermodel	سپرمرمیل	0.880	0.663	0.698
supernatant	سپرنټینټ	0.500	0.500	0.565
supernatural	سترګی	0.622	0.824	0.733
supernova	سرنووا	0.729	0.673	0.827
superposition	سپوږمکۍ	0.480	0.570	0.806
superpower	ځواکمن	0.806	0.784	0.972
supersede	سپیسر	0.479	0.510	0.518
superstar	سپرټار	0.885	0.860	0.880
superstition	سپړنه	0.177	0.640	0.418
superstitious	سپوږمکۍ	0.281	0.545	0.514
superstore	ستورپوهنه	0.719	0.600	0.640
supervise	څارنه وکړئ	0.698	0.555	0.889
supervision	څارنه	0.459	0.578	0.825
supervisor	څارونکي	0.615	0.479	0.933
supper	ډوډۍ	0.708	0.429	0.552
suppertime	سپپرئټ	0.792	0.388	0.461
supplant	وړاندې کوونکي	0.344	0.558	0.463
supple	ډک	0.812	0.528	0.436
supplement	ضمیمه	0.745	0.406	0.491
supplemental	ضمیمه	0.604	0.404	0.555
supplementary	ضمیمه	0.625	0.352	0.541
supplication	دعا	0.469	0.570	0.309
supplier	عرضه کوونکي	0.615	0.462	0.736
supplies	توکي	0.698	0.390	0.595
supply	عرضه	0.708	0.519	0.603
support	ملاتړ	0.811	0.472	0.737
supported	ملاتړ شوی	0.853	0.408	0.613
supporter	ملاتړي	0.721	0.510	0.698
supporters	ملاتړي	0.763	0.539	0.558
supporting	ملاتړ کول	0.634	0.490	0.764
supportive	ملاتړ کوونکی	0.875	0.420	0.635
suppose	فکر وکړئ	0.551	0.343	0.348
supposed	اټکل شوی	0.296	0.378	0.379
supposing	سپکوز کول	0.449	0.451	0.357
supposition	سپک	0.531	0.408	0.526
suppress	ماتول	0.281	0.559	0.509
suppression	ماتونه	0.267	0.541	0.537
supremacy	لویوالی	0.794	0.706	0.943
supreme	ستره	0.812	0.700	0.974
supremely	په لویه کچه	0.833	0.725	0.897
surcharge	سرکونه	0.375	0.528	0.500
sure	ډاډمن	0.724	0.270	0.793
surety	ډاډمن	0.776	0.365	0.750
surf	سرف	0.847	0.650	0.500
surface	سطحه	0.448	0.375	0.604
surfboard	سرفبورډ	0.729	0.730	0.387
surfer	سروې	0.704	0.701	0.554
surge	زیاتوالی	0.449	0.684	0.500
surgeon	سرجن	0.500	0.598	0.793
surgery	جراحي	0.286	0.769	0.600
surgical	جراحي	0.327	0.696	0.723
surly	سروی	0.221	0.469	0.493
surmise	زخم	0.529	0.400	0.347
surname	نوم	0.670	0.250	0.493
surpassing	پاسپورت	0.719	0.660	0.720
surplus	اضافه	0.602	0.680	0.630
surprise	حیرانتیا	0.875	0.875	0.562
surprised	حیرانتیا	0.784	0.855	0.539
surprises	حیرانتیا	0.875	0.769	0.632
surprising	حیرانتیا	0.888	0.790	0.692
surprisingly	حیرانتیا	0.847	0.793	0.819
surreal	سوریایی	0.550	0.529	0.670
surrender	تسلیم کول	0.115	0.396	0.186
surrendering	تسلیم کول	0.198	0.411	0.245
surrogate	سرغړونه	0.406	0.590	0.472
surround	شاوخوا	0.542	0.623	0.627
surrounding	شاوخوا	0.531	0.422	0.669
surroundings	شاوخوا	0.600	0.346	0.492
surveillance	څارنه	0.365	0.720	0.718
survey	سروې	0.580	0.357	0.379
surveying	سروې کول	0.488	0.455	0.682
surveyor	سروکار	0.545	0.337	0.648
survival	بقا	0.541	0.798	0.879
survive	ژوندی پاتې	0.770	0.824	0.726
surviving	ژوندي پاتې کیدل	0.646	0.836	0.721
survivor	ژوندی	0.677	0.750	0.815
susceptibility	حساسیت	0.458	0.627	0.364
susceptible	حساسیت لري	0.438	0.449	0.304
sushi	سوشي	0.698	0.343	0.394
suspect	شکمن	0.133	0.750	0.509
suspected	شکمن	0.173	0.755	0.452
suspend	ځنډول	0.240	0.320	0.368
suspended	معطل شوی	0.224	0.402	0.368
suspenders	ځنډول	0.391	0.333	0.500
suspense	شک	0.286	0.775	0.402
suspension	تعلیق	0.288	0.530	0.426
suspicion	شکمن	0.204	0.711	0.377
suspicions	شکونه	0.208	0.745	0.500
suspicious	شکمن	0.153	0.745	0.431
sustain	دوام	0.635	0.358	0.593
sustained	دوام لري	0.649	0.340	0.580
sustenance	روزي	0.820	0.519	0.679
suture	سیون	0.240	0.510	0.510
suv	suv	0.552	0.431	0.446
sux	NO TRANSLATION	0.406	0.531	0.331
swab	سواب	0.470	0.364	0.259
swag	توره	0.656	0.676	0.654
swagger	خندا	0.333	0.731	0.538
swallow	نوبل	0.466	0.608	0.436
swami	سوامي	0.510	0.547	0.491
swamp	ډډه کول	0.245	0.425	0.235
swamped	ډډه وکړه	0.156	0.480	0.270
swampy	خندا	0.306	0.390	0.412
swan	سوان	0.781	0.225	0.357
swank	سوځول	0.490	0.500	0.442
swap	سوځول	0.552	0.500	0.509
swarm	توره	0.302	0.735	0.458
swarming	تیریدل	0.375	0.600	0.435
swastika	سویسټیکا	0.316	0.472	0.491
swat	سوات	0.380	0.694	0.571
sway	لرې	0.690	0.596	0.721
swear	قسم وخورئ	0.601	0.577	0.658
swearing	سوغات کول	0.333	0.559	0.586
sweat	پسې	0.388	0.579	0.297
sweater	سویټ	0.704	0.245	0.295
sweating	خوله کول	0.292	0.667	0.265
sweatshirt	سویټشاټ	0.510	0.368	0.353
sweatshop	پسې ورکشاپ	0.385	0.797	0.602
sweaty	خوله	0.281	0.540	0.304
sweep	ژړا	0.448	0.385	0.383
sweeper	سویډر	0.470	0.549	0.414
sweeping	پاکول	0.344	0.431	0.355
sweet	خواږه	0.668	0.418	0.382
sweeten	خوږه	0.908	0.455	0.423
sweetened	خوږه	0.940	0.461	0.398
sweetener	خواږه	0.670	0.333	0.330
sweetest	خوږه	0.959	0.500	0.370
sweetheart	خواږه	0.959	0.423	0.509
sweetie	خوږه	0.990	0.549	0.560
sweetness	خواږه	0.906	0.474	0.528
sweets	خواږه	0.910	0.422	0.321
swell	سوځول	0.360	0.679	0.348
swelling	سوزول	0.323	0.608	0.250
sweltering	سوځول	0.204	0.644	0.362
swerve	سیند	0.276	0.612	0.357
swift	چټک	0.760	0.776	0.698
swiftly	په چټکۍ سره	0.660	0.885	0.618
swig	swig	0.604	0.481	0.406
swill	سوډه	0.427	0.528	0.322
swim	توره	0.688	0.461	0.529
swimmer	توره	0.657	0.698	0.610
swimming	تیاری	0.760	0.559	0.524
swimsuit	ښکلی	0.740	0.373	0.269
swindle	خوږه	0.122	0.740	0.439
swindler	سوډرلر	0.125	0.721	0.575
swine	سوین	0.340	0.519	0.277
swing	غرونه	0.602	0.510	0.481
swinger	تلوار	0.459	0.778	0.482
swinging	سوځول	0.656	0.510	0.312
swipe	سوځول	0.573	0.450	0.266
swirl	توره	0.490	0.726	0.639
swish	سوش	0.562	0.510	0.474
switch	څاه	0.500	0.538	0.509
switchblade	بڼلړ	0.357	0.596	0.528
switchboard	سویچبورډ	0.571	0.519	0.558
swivel	سوځول	0.562	0.480	0.500
swollen	سوځول	0.236	0.510	0.277
swoon	ژوندی	0.292	0.510	0.160
swoop	سوځول	0.479	0.618	0.446
sword	تلوار	0.438	0.653	0.713
swordfish	يوډول لوى سمندري كب چې اوږد تيره ور بوزلري	0.564	0.520	0.442
swordplay	تلوار پلیټ	0.616	0.750	0.528
swordsman	تلواران	0.395	0.857	0.696
sycamore	ښکاري	0.500	0.401	0.527
syllable	شاتړ	0.448	0.250	0.417
syllabus	لنډيز	0.736	0.370	0.643
symbiotic	سمبوليک	0.832	0.425	0.406
symbol	نښه	0.643	0.388	0.527
symbolic	سمبولیک	0.670	0.385	0.574
symbolically	سمبولیک	0.582	0.385	0.648
symbolism	سمبول	0.688	0.347	0.640
symbolize	سمبول	0.633	0.327	0.673
symmetric	سمه	0.745	0.212	0.588
symmetrical	سمه	0.542	0.263	0.569
symmetry	سمه	0.604	0.274	0.500
sympathetic	زړه پورې	0.796	0.434	0.609
sympathize	همدرد	0.770	0.627	0.644
sympathy	همدرد	0.827	0.497	0.634
symphonic	سمفوني	0.775	0.545	0.566
symphony	سمفوني	0.765	0.490	0.600
symposium	سمپوزیم	0.573	0.394	0.644
symptom	علامه	0.380	0.529	0.434
symptomatic	علامه	0.367	0.434	0.491
synagogue	عبادت کونکي	0.531	0.300	0.544
synapse	نوبت	0.660	0.471	0.491
synaptic	synaptic	0.573	0.553	0.622
sync	هممهاله	0.802	0.440	0.670
synchronize	همغږي کول	0.781	0.361	0.654
synchronous	همیشه	0.600	0.538	0.545
syncope	مطابقت	0.245	0.538	0.398
syndicate	سنډیکټ	0.439	0.491	0.673
syndrome	سنډوموم	0.229	0.510	0.246
synergistic	synergistic	0.571	0.550	0.547
synergy	همغږۍ	0.667	0.510	0.720
synod	سنتوډ	0.469	0.377	0.574
synonym	مترجم	0.615	0.210	0.433
synonymous	مترجم	0.480	0.323	0.400
synopsis	ترکیبونه	0.541	0.390	0.482
synoptic	synoptic	0.561	0.510	0.596
syntax	نخښه	0.531	0.346	0.559
synthesis	ترکیب	0.604	0.315	0.377
synthesizer	سنګیسزر	0.500	0.410	0.592
synthetic	مصنوعي	0.396	0.350	0.519
syphilis	سیفیلس	0.071	0.606	0.245
syringe	سرنج	0.250	0.680	0.330
syrup	شربت	0.620	0.223	0.318
system	سیسټم	0.615	0.346	0.764
systematic	سیسټمیکه	0.617	0.444	0.594
systematically	په سیسټمیک ډول	0.690	0.390	0.651
t-shirt	ټي شرټ	0.815	0.286	0.284
tab	ټب	0.594	0.208	0.308
tabasco	Tabasco	0.375	0.546	0.404
tabby	تڼی	0.510	0.426	0.387
tabernacle	خیمه	0.408	0.480	0.605
table	ميز	0.551	0.170	0.284
tableau	NO TRANSLATION	0.531	0.302	0.321
tablecloth	ميزان	0.480	0.165	0.215
tablespoon	ټوپونه	0.490	0.353	0.245
tablet	ټابلیټ	0.562	0.330	0.438
tableware	د میز دستګاه	0.677	0.250	0.276
tabloid	ټیوب	0.438	0.365	0.444
taboo	ممنوع	0.198	0.794	0.482
tabular	تڼۍ	0.438	0.330	0.462
tabulate	خوله کول	0.480	0.403	0.598
tabulation	جدول	0.396	0.346	0.526
tachometer	ټاکرموم	0.398	0.394	0.518
tacit	ټیکټ	0.459	0.340	0.473
tack	ټیک	0.365	0.431	0.431
tackle	ټکی	0.365	0.686	0.569
tackled	ټوټه شوی	0.438	0.612	0.569
tackling	له منځه وړل	0.480	0.694	0.613
tacky	ټوټه	0.245	0.490	0.373
taco	ټکو	0.561	0.353	0.277
tact	تاکتیک	0.550	0.417	0.417
tactful	تاکتیک	0.704	0.292	0.537
tactic	تاکتيک	0.531	0.434	0.798
tactical	تکتيکي	0.594	0.481	0.684
tactics	تاکتيکونه	0.583	0.676	0.774
tactile	تاکتيک	0.573	0.410	0.491
tad	NO TRANSLATION	0.459	0.240	0.250
tadpole	ټالپول	0.350	0.434	0.218
taffeta	تفاوت	0.604	0.279	0.405
taffy	خفه	0.448	0.431	0.204
tag	نښه	0.612	0.353	0.375
tail	پټه	0.480	0.272	0.293
tailed	پاتې شوی	0.438	0.358	0.351
tailgate	ټګیټیټ	0.323	0.340	0.398
tailings	پایګانې	0.439	0.311	0.446
taillight	ټیلیټیټ	0.479	0.367	0.283
tailor	درز	0.573	0.206	0.450
tailoring	خوله کول	0.673	0.540	0.566
tailpipe	خوله	0.460	0.429	0.409
taint	خیر	0.141	0.425	0.226
take	واخلئ	0.828	0.537	0.348
takeoff	الوتل	0.755	0.884	0.626
takeout	وباسل	0.736	0.392	0.368
takeover	واک اخیستل	0.663	0.531	0.861
taker	ټیکونکی	0.375	0.521	0.618
talcum	talcum	0.500	0.196	0.291
tale	کيسې	0.663	0.300	0.336
talent	وړتیا	0.959	0.607	0.811
talented	وړتیا لري	0.939	0.635	0.938
talisman	تالیفین	0.704	0.542	0.642
talk	خبرې اترې	0.833	0.346	0.594
talkative	خبرې اترې	0.562	0.673	0.535
talker	خبریال	0.500	0.604	0.552
tall	اوږد	0.725	0.591	0.538
tallies	تیلیفونونه	0.551	0.290	0.402
tallow	قد	0.344	0.283	0.290
tally	ټیلیفون	0.542	0.420	0.518
talon	talon	0.344	0.569	0.475
talons	NO TRANSLATION	0.320	0.698	0.525
tambourine	توربینین	0.622	0.548	0.348
tame	NO TRANSLATION	0.560	0.604	0.642
tamer	لمر	0.385	0.783	0.815
taming	ټکیفون	0.569	0.514	0.575
tamper	ټوټه ټوټه	0.184	0.802	0.545
tampon	ټیمپون	0.396	0.394	0.345
tan	ټان	0.643	0.460	0.444
tandem	ټنډیم	0.552	0.406	0.485
tang	ټانګ	0.594	0.383	0.340
tangent	ټانګینټ	0.573	0.373	0.454
tangerine	كينو	0.571	0.271	0.395
tangible	ښایسته	0.646	0.350	0.679
tangle	ټنګل	0.354	0.545	0.254
tangled	ټکی شوی	0.260	0.539	0.316
tango	ټانګو	0.622	0.560	0.430
tank	ټانک	0.431	0.454	0.634
tank top	ټانک لوړ	0.610	0.371	0.371
tanker	ټانکر	0.520	0.647	0.713
tanned	بند شوی	0.615	0.550	0.491
tantalizing	تاوان کول	0.525	0.788	0.625
tantamount	خساره	0.633	0.288	0.670
tantrum	نیت	0.219	0.817	0.404
taoism	توبیزم	0.490	0.250	0.456
tap	ټوپ کړئ	0.461	0.370	0.349
tape	ټپ	0.531	0.277	0.254
tape measure	د ټپ اندازه	0.406	0.250	0.360
taper	ټيټ	0.541	0.410	0.415
tapering	نخشه	0.344	0.380	0.237
tapestry	ټوپۍ	0.520	0.176	0.362
tapeworm	ټوپ ویټ	0.357	0.334	0.331
tapioca	ټيپايکا	0.594	0.297	0.324
taps	نلونه	0.448	0.378	0.409
tar	ټر	0.438	0.440	0.570
tarantula	توراتول	0.260	0.718	0.544
tardiness	سختۍ	0.296	0.452	0.260
tardy	ستړی	0.204	0.592	0.293
target	هدف	0.633	0.573	0.798
targeted	نښه شوی	0.573	0.537	0.573
targeting	نښه کول	0.510	0.420	0.580
tariff	تعرفې	0.459	0.402	0.491
tarmac	ټرمک	0.357	0.302	0.398
tarnish	تورنیش	0.204	0.441	0.342
tarot	تور	0.479	0.422	0.430
tarp	NO TRANSLATION	0.479	0.210	0.364
tarry	تیری	0.392	0.413	0.388
tart	ټیټ	0.719	0.380	0.219
tartan	ټيټان	0.448	0.423	0.389
tartar	ټيټار	0.214	0.351	0.212
task	دنده	0.550	0.353	0.500
tassel	ټاسیل	0.552	0.330	0.307
taste	خوند	0.802	0.406	0.465
tasteful	خوندور	0.918	0.458	0.625
tasteless	بې رحمه	0.146	0.196	0.148
tasting	چک کول	0.781	0.603	0.600
tasty	خوږه	0.959	0.786	0.555
tat	ټیټ	0.429	0.380	0.404
tattler	ټټلر	0.417	0.530	0.434
tattletale	ټیلټیلیټ	0.633	0.406	0.317
tattoo	ټایټ	0.490	0.602	0.525
taught	زده کړه	0.814	0.481	0.642
taunt	تاو	0.083	0.696	0.355
taupe	taupe	0.406	0.340	0.386
taut	ټکی	0.432	0.704	0.457
tavern	تڼی	0.516	0.577	0.475
tawdry	تلویزیون	0.375	0.510	0.398
tawny	تڼی	0.551	0.398	0.400
tax	مالیه	0.260	0.481	0.534
taxed	مالیه شوی	0.255	0.456	0.500
taxi	ټیکسي	0.542	0.362	0.430
taxicab	ټکسي موټر	0.479	0.430	0.355
taxonomy	ماليات	0.370	0.410	0.630
taxpayer	مالیه ورکوونکی	0.592	0.528	0.647
tea	چاى	0.698	0.163	0.370
teach	ښوونه	0.840	0.510	0.852
teacher	ښوونکی	0.760	0.404	0.885
teaching	تدریس	0.822	0.444	0.736
teacup	خواړه	0.633	0.135	0.277
teahouse	خواهش	0.802	0.314	0.288
teal	خواږه	0.540	0.293	0.321
team	ټیم	0.708	0.461	0.688
teamjesus	NO TRANSLATION	0.673	0.453	0.536
teammate	ټیم	0.865	0.449	0.660
teamwork	ټیم کار	0.918	0.490	0.773
teapot	خواږه	0.479	0.110	0.309
tear	خوله	0.404	0.620	0.327
tearful	خندا	0.208	0.500	0.184
tearsofjoy	NO TRANSLATION	0.926	0.740	0.455
teary	تیري	0.167	0.473	0.216
tease	ټکي	0.317	0.790	0.432
teaser	ټیسټر	0.510	0.558	0.534
teasing	چڑول	0.235	0.725	0.352
teaspoon	خواږه	0.521	0.330	0.221
teat	خواړه	0.612	0.469	0.328
teatime	د چای وخت	0.847	0.159	0.339
tech	ټیک	0.684	0.491	0.732
technical	تخنیکي	0.510	0.490	0.736
technicality	تخنیکي	0.632	0.471	0.661
technician	تخنیکان	0.592	0.510	0.713
technique	تخنیک	0.760	0.414	0.593
techno	ټیکنالوژي	0.561	0.539	0.500
technological	ټیکنالوژي	0.680	0.452	0.815
technology	ټیکنالوژي	0.776	0.490	0.825
ted	ټکی	0.712	0.453	0.336
teddy bear	نانځکه ییږه	0.890	0.170	0.192
tedious	ستړی	0.104	0.406	0.241
tedium	تیمیم	0.224	0.331	0.298
tee	ټي	0.459	0.373	0.377
teeming	خواړه	0.582	0.550	0.727
teen	ځوانان	0.729	0.531	0.568
teenage	ځوان	0.667	0.673	0.558
teenager	ځوان	0.781	0.593	0.527
teens	تنکي ځوانان	0.653	0.660	0.440
teensy	ځوانان	0.520	0.427	0.347
teeny	ځوانۍ	0.427	0.418	0.216
teeth	غاښونه	0.520	0.388	0.427
teething	ټکي	0.396	0.471	0.474
teflon	ټلفون	0.354	0.245	0.434
telegram	ټیلگرام	0.561	0.542	0.550
telegraph	ټیلګراف	0.594	0.423	0.400
telekinesis	ټلیفونینسونه	0.582	0.646	0.667
telemetry	تلیفون	0.460	0.382	0.611
telepathic	تلیفون	0.602	0.490	0.642
telepathy	تلیفون	0.594	0.510	0.588
telephone	تليفون	0.694	0.520	0.425
telescope	telescope	0.531	0.340	0.500
telescopic	تلیسیکیک	0.490	0.290	0.660
telethon	ټیلفون	0.643	0.641	0.473
teletype	ټلیټپټ	0.532	0.392	0.455
televised	تلویزیون	0.625	0.519	0.518
television	تلويزيون	0.633	0.391	0.547
tell	ووایی	0.551	0.350	0.457
teller	غږونکی	0.500	0.395	0.443
telling	وایی	0.719	0.441	0.527
telltale	ټیلیټیل	0.240	0.663	0.426
temp	ټکی	0.490	0.440	0.314
temper	تشناب	0.633	0.623	0.818
tempera	تودوخه	0.458	0.318	0.245
temperament	مزاج	0.420	0.625	0.703
temperamental	مزمن	0.316	0.774	0.608
temperance	تودوخی	0.500	0.294	0.639
temperate	تودوخې	0.469	0.394	0.593
temperature	دحرارت درجه	0.521	0.559	0.473
tempered	تودوخه	0.583	0.437	0.667
tempest	تر ټولو غوره	0.245	0.843	0.653
template	کينډۍ	0.479	0.311	0.411
temple	مندر	0.612	0.269	0.660
tempo	NO TRANSLATION	0.582	0.337	0.500
temporal	لنډمهال	0.500	0.413	0.360
temporarily	لنډمهاله	0.500	0.365	0.373
temporary	لنډمهاله	0.458	0.415	0.324
tempt	سرغړونه	0.210	0.677	0.500
temptation	تنفس	0.365	0.817	0.560
tempting	سرغړونه	0.615	0.740	0.519
temptress	ټیپوټریټریس	0.427	0.787	0.667
ten	لس	0.562	0.260	0.406
tenable	پایښت	0.741	0.412	0.636
tenacious	لسګونه	0.724	0.658	0.692
tenacity	استعداد	0.740	0.657	0.889
tenancy	کرايه	0.500	0.458	0.605
tenant	کرايه	0.385	0.360	0.398
tend	خواړه	0.604	0.398	0.412
tendency	تمرین	0.684	0.500	0.675
tender	داوطلبۍ	0.630	0.520	0.509
tenderfoot	تڼیفټ	0.469	0.421	0.438
tenderness	سختۍ	0.949	0.276	0.367
tending	تمویل	0.622	0.556	0.594
tendon	تاوان	0.341	0.271	0.463
tenement	کرایه	0.470	0.384	0.550
tenet	اصول	0.667	0.333	0.636
tenets	اصول	0.734	0.357	0.667
tenfold	لس ځله	0.469	0.418	0.500
