Word	Spanish-es	Valence	Arousal	Dominance
stillwaiting	NO TRANSLATION	0.344	0.393	0.420
stilts	zancos	0.439	0.577	0.300
stimulant	estimulante	0.441	0.794	0.745
stimulate	estimular	0.792	0.798	0.754
stimulating	estimulante	0.740	0.804	0.809
stimulation	estímulo	0.708	0.821	0.702
stimulus	estímulo	0.771	0.779	0.750
sting	picadura	0.163	0.651	0.373
stinger	aguijón	0.279	0.625	0.508
stinging	escozor	0.260	0.730	0.459
stingy	tacaño	0.094	0.548	0.283
stink	hedor	0.042	0.481	0.180
stinker	canalla	0.163	0.567	0.275
stinking	maloliente	0.041	0.657	0.264
stinky	apestoso	0.092	0.558	0.176
stint	escatimar	0.490	0.326	0.342
stipend	estipendio	0.604	0.546	0.614
stipulate	estipular	0.570	0.546	0.623
stipulation	estipulación	0.469	0.622	0.654
stir	remover	0.448	0.773	0.453
stirring	emocionante	0.582	0.702	0.558
stitch	puntada	0.306	0.538	0.357
stitching	puntadas	0.510	0.382	0.345
stock	valores	0.594	0.418	0.407
stockade	estacada	0.375	0.402	0.500
stockbroker	corredor de valores	0.417	0.676	0.802
stockholder	accionista	0.573	0.625	0.716
stocking	media	0.594	0.324	0.688
stockings	medias	0.458	0.365	0.382
stockpile	reservas	0.542	0.315	0.425
stockroom	almacén	0.562	0.312	0.406
stocks	cepo	0.573	0.598	0.586
stoic	estoico	0.427	0.473	0.602
stole	estola	0.135	0.760	0.384
stolen	robado	0.156	0.646	0.308
stomach	estómago	0.367	0.402	0.438
stomachache	dolor de estómago	0.030	0.745	0.316
stomp	pisar muy fuerte	0.365	0.565	0.438
stomped	pisoteado	0.229	0.684	0.406
stone	piedra	0.216	0.183	0.561
stoned	drogado	0.177	0.796	0.375
stonewall	Pared de piedra	0.337	0.457	0.655
stoneware	gres	0.458	0.300	0.443
stony	pedregoso	0.356	0.494	0.525
stooge	secuaz	0.438	0.406	0.163
stool	taburete	0.448	0.269	0.302
stools	taburetes	0.459	0.382	0.327
stoop	agacharse	0.490	0.430	0.284
stoopid	stoopid	0.280	0.431	0.382
stop	detener	0.280	0.510	0.490
stopover	escala	0.531	0.327	0.575
stoppage	paro	0.224	0.491	0.445
stopper	tapón	0.365	0.336	0.390
stopping	parada	0.388	0.382	0.473
stopwatch	cronógrafo	0.469	0.521	0.482
storage	almacenamiento	0.698	0.406	0.564
store	almacenar	0.646	0.538	0.407
storefront	escaparate	0.580	0.217	0.457
storehouse	almacén	0.570	0.250	0.491
storeroom	Trastero	0.560	0.217	0.588
storing	almacenamiento	0.630	0.378	0.548
storm	tormenta	0.188	0.940	0.543
storming	asalto	0.265	0.910	0.669
stormy	Tormentoso	0.146	0.870	0.562
story	historia	0.653	0.406	0.704
storybook	libro de cuentos	0.854	0.306	0.383
storyteller	cuentista	0.730	0.357	0.462
storytelling	contar historias	0.643	0.375	0.472
stound	stound	0.490	0.473	0.446
stout	cerveza negra	0.656	0.657	0.817
stove	estufa	0.466	0.391	0.405
stow	estibar	0.615	0.365	0.523
stowaway	polizón	0.224	0.481	0.357
straddle	montar a horcajadas	0.306	0.550	0.444
straight	Derecho	0.667	0.298	0.669
straighten	enderezar	0.677	0.500	0.685
straightforward	sencillo	0.780	0.150	0.380
straightway	inmediatamente	0.667	0.444	0.565
strain	tensión	0.190	0.750	0.380
strained	tenso	0.122	0.656	0.580
strait	estrecho	0.438	0.433	0.412
straitjacket	camisa de fuerza	0.224	0.719	0.579
straits	estrecheces	0.408	0.269	0.410
strand	hebra	0.396	0.406	0.538
stranded	varado	0.292	0.459	0.219
strange	extraño	0.314	0.663	0.395
stranger	desconocido	0.330	0.449	0.302
strangle	estrangular	0.094	0.927	0.527
strangulation	estrangulación	0.040	0.886	0.542
strap	Correa	0.380	0.417	0.382
strapless	sin tirantes	0.314	0.462	0.273
strapping	fornido	0.552	0.413	0.454
strata	Estratos	0.500	0.457	0.411
strategic	estratégico	0.786	0.708	0.861
strategist	estratega	0.571	0.594	0.810
strategy	estrategia	0.704	0.667	0.858
stratification	estratificación	0.531	0.490	0.651
stratosphere	estratosfera	0.604	0.583	0.636
stratum	estrato	0.365	0.307	0.510
stratus	estrato	0.448	0.520	0.509
straw	Paja	0.480	0.290	0.163
strawberry	fresa	0.833	0.270	0.336
stray	extraviado	0.133	0.760	0.281
streak	racha	0.440	0.608	0.511
streaked	rayado	0.458	0.426	0.393
stream	corriente	0.449	0.537	0.559
streamer	serpentina	0.615	0.530	0.429
streaming	transmisión	0.592	0.481	0.582
streamline	línea de corriente	0.656	0.573	0.618
street	calle	0.594	0.324	0.398
streetcar	tranvía	0.390	0.569	0.566
streetlight	luz de la calle	0.673	0.268	0.390
strength	fuerza	0.802	0.682	0.858
strengthen	fortalecer	0.802	0.796	0.971
strengthening	fortalecimiento	0.913	0.627	0.945
strenuous	agotador	0.104	0.660	0.481
strep	estreptococo	0.365	0.594	0.353
stress	estrés	0.173	0.843	0.317
stressed	tensionado	0.167	0.740	0.502
stresses	estreses	0.115	0.817	0.396
stressfree	NO TRANSLATION	0.833	0.080	0.528
stressful	lleno de tensión	0.153	0.873	0.389
stressin	NO TRANSLATION	0.146	0.810	0.367
stressing	estresante	0.163	0.866	0.462
stressrelief	NO TRANSLATION	0.627	0.417	0.475
stretch	tramo	0.604	0.578	0.500
stretcher	camilla	0.438	0.196	0.295
stricken	afligido	0.163	0.720	0.368
strict	estricto	0.500	0.646	0.878
stride	paso	0.490	0.670	0.434
strife	lucha	0.344	0.898	0.630
strike	Huelga	0.271	0.811	0.571
strikeout	tachar	0.316	0.520	0.371
striker	huelguista	0.500	0.589	0.696
striking	sorprendentes	0.357	0.827	0.657
strikingly	sorprendentemente	0.690	0.684	0.811
string	cuerda	0.385	0.398	0.445
strings	instrumentos de cuerda	0.457	0.292	0.355
stringy	fibroso	0.430	0.510	0.527
strip	tira	0.427	0.500	0.436
stripe	raya	0.629	0.302	0.361
striped	a rayas	0.344	0.373	0.385
stripped	despojado	0.255	0.615	0.278
stripper	estriptista	0.625	0.848	0.453
striptease	estriptís	0.607	0.918	0.608
strive	esforzarse	0.582	0.837	0.769
strobe	luz estroboscópica	0.490	0.633	0.537
stroke	carrera	0.562	0.440	0.570
stroll	paseo	0.745	0.415	0.444
stroller	paseante	0.786	0.398	0.314
strolling	vagante	0.755	0.515	0.340
strong	fuerte	0.912	0.745	0.895
stronghold	fortaleza	0.708	0.636	0.954
strongly	fuertemente	0.630	0.817	0.885
structural	estructural	0.582	0.425	0.690
structure	estructura	0.562	0.356	0.712
strudel	strudel	0.627	0.417	0.397
struggle	lucha	0.365	0.820	0.741
strut	puntal	0.580	0.480	0.464
stub	talón	0.396	0.320	0.367
stubbed	aplastado	0.323	0.642	0.241
stubble	rastrojo	0.333	0.442	0.264
stubborn	obstinado	0.157	0.702	0.575
stubbornness	testarudez	0.156	0.673	0.508
stubby	achaparrado	0.417	0.370	0.393
stucco	estuco	0.439	0.292	0.279
stuck	atascado	0.153	0.644	0.285
stuckup	NO TRANSLATION	0.281	0.480	0.363
stud	semental	0.564	0.531	0.509
studded	tachonado	0.396	0.412	0.425
student	estudiante	0.634	0.318	0.537
studied	estudió	0.786	0.306	0.806
studio	estudio	0.677	0.265	0.620
study	estudiar	0.653	0.361	0.768
stuff	cosas	0.622	0.367	0.263
stuffed animal	Peluche	0.684	0.255	0.306
stuffing	Relleno	0.417	0.324	0.304
stuffy	cargado	0.323	0.615	0.406
stumble	tropezón	0.153	0.716	0.259
stump	tocón	0.449	0.510	0.340
stumped	perplejo	0.344	0.604	0.392
stun	aturdir	0.333	0.710	0.451
stunned	aturdido	0.306	0.663	0.356
stunner	persona maravillosa	0.418	0.780	0.492
stunning	maravilloso	0.888	0.673	0.858
stunt	truco	0.387	0.555	0.526
stunted	enano	0.194	0.472	0.275
stuntman	especialista	0.490	0.482	0.500
stupefaction	estupefacción	0.294	0.704	0.480
stupefy	dejar estupefacto	0.200	0.740	0.412
stupendous	estupendo	0.823	0.690	0.798
stupid	estúpido	0.133	0.510	0.200
stupidity	estupidez	0.060	0.418	0.151
stupidpeople	NO TRANSLATION	0.073	0.675	0.196
stupidrain	NO TRANSLATION	0.260	0.520	0.317
stupor	estupor	0.323	0.590	0.330
sturdy	robusto	0.580	0.642	0.824
sturgeon	esturión	0.417	0.473	0.465
stutter	tartamudear	0.250	0.469	0.258
sty	orzuelo	0.296	0.500	0.225
style	estilo	0.745	0.472	0.586
styling	estilismo	0.823	0.378	0.652
stylish	elegante	0.885	0.490	0.689
stylist	estilista	0.760	0.445	0.500
suave	afable	0.724	0.265	0.269
sub	sub	0.510	0.370	0.312
subatomic	subatómico	0.385	0.538	0.491
subcommittee	subcomisión	0.396	0.467	0.600
subconscious	subconsciente	0.531	0.375	0.415
subcutaneous	subcutáneo	0.396	0.444	0.376
subdivide	subdividir	0.538	0.433	0.348
subdivision	subdivisión	0.592	0.455	0.430
subduction	subducción	0.350	0.569	0.445
subdue	dominar	0.275	0.640	0.784
subdued	suave	0.236	0.463	0.223
subdural	subdural	0.381	0.491	0.425
subito	NO TRANSLATION	0.372	0.627	0.577
subject	tema	0.602	0.344	0.558
subjected	sometido	0.286	0.520	0.221
subjection	sujeción	0.354	0.408	0.539
subjective	subjetivo	0.510	0.350	0.432
subjugation	subyugación	0.280	0.610	0.377
sublet	subarrendar	0.469	0.551	0.545
sublevel	subnivel	0.365	0.298	0.333
sublimation	sublimación	0.510	0.390	0.538
sublime	sublime	0.784	0.333	0.585
subliminal	subliminal	0.410	0.528	0.464
submarine	submarino	0.572	0.481	0.549
submerge	sumergir	0.517	0.643	0.456
submerged	sumergido	0.337	0.528	0.357
submersible	sumergible	0.406	0.459	0.540
submission	sumisión	0.531	0.580	0.633
submissive	sumiso	0.480	0.217	0.173
submit	enviar	0.635	0.448	0.500
submitting	sumisión	0.667	0.610	0.611
subordinate	subordinar	0.276	0.392	0.121
subordination	subordinación	0.270	0.527	0.343
subplot	subtrama	0.469	0.413	0.446
subpoena	citación	0.281	0.634	0.555
subscribe	suscribir	0.660	0.344	0.591
subscriber	abonado	0.562	0.398	0.570
subscription	suscripción	0.583	0.333	0.651
subsequence	subsecuencia	0.438	0.510	0.413
subsequent	subsecuente	0.449	0.385	0.400
subsequently	después	0.380	0.337	0.336
subservient	subordinado	0.255	0.402	0.339
subset	subconjunto	0.429	0.358	0.404
subside	disminuir	0.375	0.308	0.209
subsidence	hundimiento	0.320	0.509	0.452
subsidiary	subsidiario	0.541	0.295	0.500
subsidize	subvencionar	0.604	0.615	0.589
subsidy	subvención	0.573	0.462	0.517
subsist	subsistir	0.573	0.418	0.472
subsistence	subsistencia	0.510	0.404	0.491
subsoil	subsuelo	0.429	0.240	0.382
subspace	subespacio	0.470	0.453	0.475
substance	sustancia	0.615	0.422	0.528
substandard	deficiente	0.235	0.333	0.150
substantial	sustancial	0.590	0.490	0.690
substantially	sustancialmente	0.646	0.471	0.684
substantiate	justificar	0.531	0.549	0.636
substantive	sustantivo	0.500	0.350	0.455
substation	subestación	0.469	0.461	0.491
substitute	sustituir	0.427	0.406	0.398
substituted	sustituido	0.271	0.545	0.394
substitution	sustitución	0.406	0.480	0.353
substructure	infraestructura	0.441	0.358	0.587
subterranean	subterráneo	0.469	0.306	0.432
subtext	sentido solapado	0.635	0.276	0.412
subtitle	subtitular	0.445	0.202	0.347
subtle	sutil	0.708	0.167	0.228
subtlety	sutileza	0.615	0.176	0.363
subtract	sustraer	0.208	0.330	0.283
subtraction	sustracción	0.163	0.382	0.349
subtype	subtipo	0.427	0.296	0.420
suburb	suburbio	0.354	0.566	0.441
suburban	suburbano	0.439	0.450	0.453
suburbia	suburbia	0.438	0.490	0.421
suburbs	afueras	0.510	0.571	0.286
subversion	subversión	0.347	0.608	0.415
subversive	subversivo	0.198	0.765	0.500
subvert	subvertir	0.357	0.557	0.536
subway	subterraneo	0.418	0.300	0.464
succeed	tener éxito	0.926	0.755	0.926
succeeding	subsiguiente	0.867	0.755	0.849
success	éxito	0.959	0.880	0.981
successful	exitoso	0.949	0.724	0.938
succession	sucesión	0.698	0.481	0.587
successive	sucesivo	0.635	0.471	0.518
successor	sucesor	0.729	0.531	0.648
succinct	sucinto	0.510	0.413	0.566
succubus	súcubo	0.417	0.647	0.509
succulent	suculento	0.823	0.538	0.556
succumb	sucumbir	0.202	0.787	0.292
suck	chupar	0.344	0.706	0.377
sucker	ventosa	0.265	0.393	0.204
sucking	succión	0.227	0.528	0.377
suckling	mamón	0.596	0.558	0.518
sucks	apesta	0.115	0.683	0.302
suction	succión	0.460	0.593	0.526
sudden	repentino	0.449	0.660	0.435
suddenly	repentinamente	0.670	0.510	0.456
suds	jabonaduras	0.458	0.365	0.255
sue	demandar	0.219	0.731	0.679
suede	ante	0.542	0.259	0.259
suffer	sufrir	0.082	0.910	0.259
sufferer	víctima	0.156	0.690	0.278
suffering	sufrimiento	0.020	0.719	0.235
suffice	satisfacer	0.643	0.326	0.504
sufficiency	suficiencia	0.594	0.438	0.576
sufficient	suficiente	0.833	0.330	0.588
sufficiently	suficientemente	0.776	0.367	0.714
suffix	sufijo	0.430	0.420	0.364
suffocate	sofocar	0.219	0.764	0.440
suffocating	sofocante	0.133	0.774	0.429
suffocation	asfixia	0.020	0.830	0.462
sugar	azúcar	0.896	0.382	0.402
suggest	sugerir	0.573	0.471	0.517
suggestion	sugerencia	0.646	0.365	0.558
suggestive	sugestivo	0.552	0.500	0.555
suicidal	suicida	0.021	0.867	0.382
suicide	suicidio	0.030	0.873	0.429
suicidebombing	NO TRANSLATION	0.031	0.957	0.627
suit	traje	0.776	0.282	0.482
suitable	adecuado	0.792	0.298	0.722
suitcase	maleta	0.562	0.212	0.318
suite	suite	0.790	0.420	0.400
suitor	pretendiente	0.708	0.639	0.546
sulfate	sulfato	0.427	0.352	0.429
sulfur	azufre	0.173	0.530	0.364
sulk	estar mohíno	0.250	0.580	0.406
sullen	hosco	0.250	0.407	0.263
sully	manchar	0.378	0.550	0.370
sulphur	azufre	0.260	0.450	0.233
sultan	sultán	0.529	0.423	0.821
sultry	bochornoso	0.735	0.696	0.627
sum	suma	0.792	0.340	0.420
summarily	sumariamente	0.469	0.431	0.543
summarize	resumir	0.590	0.323	0.471
summary	resumen	0.729	0.260	0.427
summation	suma	0.766	0.337	0.594
summer	verano	0.812	0.373	0.550
summerhouse	Casa de verano	0.796	0.308	0.443
summertime	Hora de verano	0.837	0.500	0.455
summit	cumbre	0.625	0.618	0.764
summon	convocar	0.521	0.560	0.664
summons	citación	0.552	0.604	0.598
sumo	sumo	0.480	0.394	0.564
sump	sumidero	0.365	0.451	0.340
sumptuous	suntuoso	0.698	0.550	0.555
sun	sol	0.877	0.400	0.681
sunbeam	rayo de sol	0.729	0.440	0.505
sunburn	bronceado	0.061	0.755	0.447
sundae	helado con frutas y nueces	0.743	0.414	0.404
sunday	domingo	0.776	0.196	0.394
sundial	reloj de sol	0.643	0.225	0.406
sundown	puesta del sol	0.812	0.276	0.445
sundry	diversos	0.543	0.369	0.407
sunflower	girasol	0.878	0.231	0.270
sunglass	gafas de sol	0.684	0.264	0.324
sunglasses	Gafas de sol	0.844	0.443	0.364
sunk	hundido	0.146	0.531	0.185
sunken	hundido	0.103	0.476	0.173
sunless	sin sol	0.245	0.280	0.273
sunlight	luz de sol	0.906	0.407	0.639
sunny	soleado	0.740	0.348	0.481
sunrise	amanecer	0.823	0.347	0.640
sunroof	techo solar	0.681	0.325	0.425
sunscreen	protector solar	0.656	0.387	0.462
sunset	puesta de sol	0.875	0.231	0.298
sunshine	sol	0.885	0.297	0.769
suntan	bronceado	0.620	0.510	0.366
sunup	salida del sol	0.760	0.304	0.620
sup	cenar	0.551	0.358	0.385
super	súper	0.844	0.663	0.780
superannuation	jubilación	0.448	0.412	0.562
superb	magnífico	0.980	0.708	0.852
superficial	superficial	0.357	0.407	0.309
superfluous	superfluo	0.316	0.469	0.393
superhero	superhéroe	0.910	0.820	0.893
superhuman	sobrehumano	0.810	0.745	0.895
superimposed	superpuesto	0.490	0.529	0.683
superintendent	superintendente	0.592	0.570	0.942
superior	superior	0.801	0.697	0.940
superiority	superioridad	0.582	0.602	0.959
superlative	superlativo	0.714	0.566	0.737
superman	superhombre	0.945	0.794	0.929
supermarket	supermercado	0.690	0.547	0.571
supermodel	supermodelo	0.880	0.663	0.698
supernatant	flotante	0.500	0.500	0.565
supernatural	sobrenatural	0.622	0.824	0.733
supernova	supernova	0.729	0.673	0.827
superposition	superposición	0.480	0.570	0.806
superpower	superpotencia	0.806	0.784	0.972
supersede	reemplazar	0.479	0.510	0.518
superstar	superestrella	0.885	0.860	0.880
superstition	superstición	0.177	0.640	0.418
superstitious	supersticioso	0.281	0.545	0.514
superstore	hipermercado	0.719	0.600	0.640
supervise	supervisar	0.698	0.555	0.889
supervision	supervisión	0.459	0.578	0.825
supervisor	supervisor	0.615	0.479	0.933
supper	cena	0.708	0.429	0.552
suppertime	hora de cenar	0.792	0.388	0.461
supplant	suplantar	0.344	0.558	0.463
supple	flexible	0.812	0.528	0.436
supplement	suplemento	0.745	0.406	0.491
supplemental	hecho suplementario	0.604	0.404	0.555
supplementary	suplementario	0.625	0.352	0.541
supplication	súplica	0.469	0.570	0.309
supplier	proveedor	0.615	0.462	0.736
supplies	suministros	0.698	0.390	0.595
supply	suministro	0.708	0.519	0.603
support	apoyo	0.811	0.472	0.737
supported	soportado	0.853	0.408	0.613
supporter	seguidor	0.721	0.510	0.698
supporters	partidarios	0.763	0.539	0.558
supporting	secundario	0.634	0.490	0.764
supportive	apoyo	0.875	0.420	0.635
suppose	suponer	0.551	0.343	0.348
supposed	supuesto	0.296	0.378	0.379
supposing	suponiendo que	0.449	0.451	0.357
supposition	suposición	0.531	0.408	0.526
suppress	reprimir	0.281	0.559	0.509
suppression	supresión	0.267	0.541	0.537
supremacy	supremacía	0.794	0.706	0.943
supreme	supremo	0.812	0.700	0.974
supremely	supremamente	0.833	0.725	0.897
surcharge	recargo	0.375	0.528	0.500
sure	Por supuesto	0.724	0.270	0.793
surety	garantía	0.776	0.365	0.750
surf	navegar	0.847	0.650	0.500
surface	superficie	0.448	0.375	0.604
surfboard	tabla de surf	0.729	0.730	0.387
surfer	tablista	0.704	0.701	0.554
surge	oleada	0.449	0.684	0.500
surgeon	cirujano	0.500	0.598	0.793
surgery	cirugía	0.286	0.769	0.600
surgical	quirúrgico	0.327	0.696	0.723
surly	hosco	0.221	0.469	0.493
surmise	conjetura	0.529	0.400	0.347
surname	apellido	0.670	0.250	0.493
surpassing	incomparable	0.719	0.660	0.720
surplus	superávit	0.602	0.680	0.630
surprise	sorpresa	0.875	0.875	0.562
surprised	sorprendido	0.784	0.855	0.539
surprises	sorpresas	0.875	0.769	0.632
surprising	sorprendente	0.888	0.790	0.692
surprisingly	asombrosamente	0.847	0.793	0.819
surreal	surrealista	0.550	0.529	0.670
surrender	Rendición	0.115	0.396	0.186
surrendering	rendirse	0.198	0.411	0.245
surrogate	sustituto	0.406	0.590	0.472
surround	rodear	0.542	0.623	0.627
surrounding	rodeando	0.531	0.422	0.669
surroundings	alrededores	0.600	0.346	0.492
surveillance	vigilancia	0.365	0.720	0.718
survey	encuesta	0.580	0.357	0.379
surveying	agrimensura	0.488	0.455	0.682
surveyor	topógrafo	0.545	0.337	0.648
survival	supervivencia	0.541	0.798	0.879
survive	sobrevivir	0.770	0.824	0.726
surviving	sobreviviente	0.646	0.836	0.721
survivor	sobreviviente	0.677	0.750	0.815
susceptibility	susceptibilidad	0.458	0.627	0.364
susceptible	susceptible	0.438	0.449	0.304
sushi	Sushi	0.698	0.343	0.394
suspect	sospechar	0.133	0.750	0.509
suspected	sospecha	0.173	0.755	0.452
suspend	suspender	0.240	0.320	0.368
suspended	suspendido	0.224	0.402	0.368
suspenders	tirantes	0.391	0.333	0.500
suspense	suspenso	0.286	0.775	0.402
suspension	suspensión	0.288	0.530	0.426
suspicion	sospecha	0.204	0.711	0.377
suspicions	sospechas	0.208	0.745	0.500
suspicious	suspicaz	0.153	0.745	0.431
sustain	sostener	0.635	0.358	0.593
sustained	sostenido	0.649	0.340	0.580
sustenance	sustento	0.820	0.519	0.679
suture	sutura	0.240	0.510	0.510
suv	suv	0.552	0.431	0.446
sux	NO TRANSLATION	0.406	0.531	0.331
swab	torunda	0.470	0.364	0.259
swag	Swag	0.656	0.676	0.654
swagger	pavonearse	0.333	0.731	0.538
swallow	golondrina	0.466	0.608	0.436
swami	swami	0.510	0.547	0.491
swamp	pantano	0.245	0.425	0.235
swamped	hundido	0.156	0.480	0.270
swampy	pantanoso	0.306	0.390	0.412
swan	cisne	0.781	0.225	0.357
swank	presumir	0.490	0.500	0.442
swap	intercambiar	0.552	0.500	0.509
swarm	enjambre	0.302	0.735	0.458
swarming	enjambre	0.375	0.600	0.435
swastika	esvástica	0.316	0.472	0.491
swat	aplastar	0.380	0.694	0.571
sway	influencia	0.690	0.596	0.721
swear	jurar	0.601	0.577	0.658
swearing	jurando	0.333	0.559	0.586
sweat	sudor	0.388	0.579	0.297
sweater	suéter	0.704	0.245	0.295
sweating	transpiración	0.292	0.667	0.265
sweatshirt	camisa de entrenamiento	0.510	0.368	0.353
sweatshop	fábrica con explotación exagerada	0.385	0.797	0.602
sweaty	sudoroso	0.281	0.540	0.304
sweep	barrer	0.448	0.385	0.383
sweeper	barrendero	0.470	0.549	0.414
sweeping	barrido	0.344	0.431	0.355
sweet	dulce	0.668	0.418	0.382
sweeten	endulzar	0.908	0.455	0.423
sweetened	endulzado	0.940	0.461	0.398
sweetener	edulcorante	0.670	0.333	0.330
sweetest	más dulce	0.959	0.500	0.370
sweetheart	novio	0.959	0.423	0.509
sweetie	cariño	0.990	0.549	0.560
sweetness	dulzura	0.906	0.474	0.528
sweets	dulces	0.910	0.422	0.321
swell	hinchar	0.360	0.679	0.348
swelling	hinchazón	0.323	0.608	0.250
sweltering	sofocante	0.204	0.644	0.362
swerve	viraje	0.276	0.612	0.357
swift	rápido	0.760	0.776	0.698
swiftly	rápidamente	0.660	0.885	0.618
swig	trago	0.604	0.481	0.406
swill	bazofia	0.427	0.528	0.322
swim	nadar	0.688	0.461	0.529
swimmer	nadador	0.657	0.698	0.610
swimming	nadando	0.760	0.559	0.524
swimsuit	traje de baño	0.740	0.373	0.269
swindle	estafa	0.122	0.740	0.439
swindler	estafador	0.125	0.721	0.575
swine	cerdo	0.340	0.519	0.277
swing	oscilación	0.602	0.510	0.481
swinger	mundano	0.459	0.778	0.482
swinging	balanceo	0.656	0.510	0.312
swipe	golpe fuerte	0.573	0.450	0.266
swirl	remolino	0.490	0.726	0.639
swish	silbido	0.562	0.510	0.474
switch	cambiar	0.500	0.538	0.509
switchblade	navaja de muelle	0.357	0.596	0.528
switchboard	tablero de conmutadores	0.571	0.519	0.558
swivel	girar	0.562	0.480	0.500
swollen	hinchado	0.236	0.510	0.277
swoon	desmayo	0.292	0.510	0.160
swoop	redada	0.479	0.618	0.446
sword	espada	0.438	0.653	0.713
swordfish	pez espada	0.564	0.520	0.442
swordplay	esgrima	0.616	0.750	0.528
swordsman	espadachín	0.395	0.857	0.696
sycamore	sicomoro	0.500	0.401	0.527
syllable	sílaba	0.448	0.250	0.417
syllabus	silaba	0.736	0.370	0.643
symbiotic	simbiótico	0.832	0.425	0.406
symbol	símbolo	0.643	0.388	0.527
symbolic	simbólico	0.670	0.385	0.574
symbolically	simbólicamente	0.582	0.385	0.648
symbolism	simbolismo	0.688	0.347	0.640
symbolize	simbolizar	0.633	0.327	0.673
symmetric	simétrico	0.745	0.212	0.588
symmetrical	simétrico	0.542	0.263	0.569
symmetry	simetría	0.604	0.274	0.500
sympathetic	simpático	0.796	0.434	0.609
sympathize	compadecerse	0.770	0.627	0.644
sympathy	simpatía	0.827	0.497	0.634
symphonic	sinfónico	0.775	0.545	0.566
symphony	sinfonía	0.765	0.490	0.600
symposium	simposio	0.573	0.394	0.644
symptom	síntoma	0.380	0.529	0.434
symptomatic	sintomático	0.367	0.434	0.491
synagogue	sinagoga	0.531	0.300	0.544
synapse	sinapsis	0.660	0.471	0.491
synaptic	sináptico	0.573	0.553	0.622
sync	sincronización	0.802	0.440	0.670
synchronize	sincronizar	0.781	0.361	0.654
synchronous	sincrónico	0.600	0.538	0.545
syncope	síncope	0.245	0.538	0.398
syndicate	sindicato	0.439	0.491	0.673
syndrome	síndrome	0.229	0.510	0.246
synergistic	sinérgico	0.571	0.550	0.547
synergy	sinergia	0.667	0.510	0.720
synod	sínodo	0.469	0.377	0.574
synonym	sinónimo	0.615	0.210	0.433
synonymous	sinónimo	0.480	0.323	0.400
synopsis	sinopsis	0.541	0.390	0.482
synoptic	sinóptico	0.561	0.510	0.596
syntax	sintaxis	0.531	0.346	0.559
synthesis	síntesis	0.604	0.315	0.377
synthesizer	sintetizador	0.500	0.410	0.592
synthetic	sintético	0.396	0.350	0.519
syphilis	sífilis	0.071	0.606	0.245
syringe	jeringuilla	0.250	0.680	0.330
syrup	jarabe	0.620	0.223	0.318
system	sistema	0.615	0.346	0.764
systematic	sistemático	0.617	0.444	0.594
systematically	sistemáticamente	0.690	0.390	0.651
t-shirt	camiseta	0.815	0.286	0.284
tab	lengüeta	0.594	0.208	0.308
tabasco	Tabasco	0.375	0.546	0.404
tabby	atigrado	0.510	0.426	0.387
tabernacle	tabernáculo	0.408	0.480	0.605
table	mesa	0.551	0.170	0.284
tableau	NO TRANSLATION	0.531	0.302	0.321
tablecloth	Manteles	0.480	0.165	0.215
tablespoon	cucharada	0.490	0.353	0.245
tablet	tableta	0.562	0.330	0.438
tableware	vajilla	0.677	0.250	0.276
tabloid	tabloide	0.438	0.365	0.444
taboo	tabú	0.198	0.794	0.482
tabular	tabular	0.438	0.330	0.462
tabulate	tabular	0.480	0.403	0.598
tabulation	tabulación	0.396	0.346	0.526
tachometer	tacómetro	0.398	0.394	0.518
tacit	tácito	0.459	0.340	0.473
tack	virar	0.365	0.431	0.431
tackle	entrada	0.365	0.686	0.569
tackled	abordado	0.438	0.612	0.569
tackling	abordando	0.480	0.694	0.613
tacky	pegajoso	0.245	0.490	0.373
taco	taco	0.561	0.353	0.277
tact	tacto	0.550	0.417	0.417
tactful	diplomático	0.704	0.292	0.537
tactic	táctica	0.531	0.434	0.798
tactical	táctico	0.594	0.481	0.684
tactics	táctica	0.583	0.676	0.774
tactile	táctil	0.573	0.410	0.491
tad	NO TRANSLATION	0.459	0.240	0.250
tadpole	renacuajo	0.350	0.434	0.218
taffeta	tafetán	0.604	0.279	0.405
taffy	caramelo	0.448	0.431	0.204
tag	etiqueta	0.612	0.353	0.375
tail	cola	0.480	0.272	0.293
tailed	atado	0.438	0.358	0.351
tailgate	portón	0.323	0.340	0.398
tailings	relaves	0.439	0.311	0.446
taillight	luz de la cola	0.479	0.367	0.283
tailor	Sastre	0.573	0.206	0.450
tailoring	sastrería	0.673	0.540	0.566
tailpipe	tubo de escape	0.460	0.429	0.409
taint	mancha	0.141	0.425	0.226
take	tomar	0.828	0.537	0.348
takeoff	quitarse	0.755	0.884	0.626
takeout	eliminar	0.736	0.392	0.368
takeover	tomar el control	0.663	0.531	0.861
taker	tomador	0.375	0.521	0.618
talcum	talco	0.500	0.196	0.291
tale	cuento	0.663	0.300	0.336
talent	talento	0.959	0.607	0.811
talented	talentoso	0.939	0.635	0.938
talisman	talismán	0.704	0.542	0.642
talk	hablar	0.833	0.346	0.594
talkative	hablador	0.562	0.673	0.535
talker	hablador	0.500	0.604	0.552
tall	alto	0.725	0.591	0.538
tallies	recuento	0.551	0.290	0.402
tallow	sebo	0.344	0.283	0.290
tally	cuenta	0.542	0.420	0.518
talon	garra	0.344	0.569	0.475
talons	NO TRANSLATION	0.320	0.698	0.525
