Word	Macedonian-mk	Valence	Arousal	Dominance
trickery	измама	0.146	0.798	0.336
trickle	браздичка	0.500	0.196	0.231
trickster	измамник	0.375	0.680	0.446
tricky	слабо	0.219	0.651	0.500
tricycle	трицикл	0.633	0.402	0.368
trident	трезент	0.403	0.606	0.609
trifle	Ситница	0.271	0.296	0.221
trifling	безначаен	0.375	0.418	0.183
trig	триг	0.438	0.417	0.415
trigger	чкрапало	0.271	0.804	0.660
trigonometry	тригонометрија	0.396	0.400	0.616
trillion	трилиони	0.592	0.420	0.623
trilogy	трилогија	0.615	0.520	0.664
trim	трим	0.500	0.466	0.430
trimester	триместар	0.783	0.336	0.538
trimmer	тример	0.260	0.548	0.529
trimming	кастрење	0.500	0.478	0.325
trine	trine	0.396	0.365	0.317
trinity	тројство	0.635	0.346	0.660
trinket	тринка	0.521	0.352	0.368
trio	трио	0.521	0.613	0.473
trip	патување	0.875	0.643	0.538
tripartite	трипартитното	0.500	0.480	0.539
tripe	тропа	0.312	0.361	0.438
triple	тројно	0.585	0.385	0.481
triplet	тројка	0.622	0.510	0.618
triplicate	трипати	0.684	0.545	0.717
tripod	статив	0.406	0.388	0.483
tripping	трипал	0.276	0.594	0.293
trite	банален	0.458	0.418	0.290
tritium	тритиум	0.412	0.471	0.422
triumph	триумф	0.969	0.798	0.926
triumphant	триумфално	0.949	0.837	0.972
trivia	тривијални	0.690	0.490	0.473
trivial	тривијална	0.406	0.387	0.337
troll	трол	0.378	0.627	0.327
trolley	количка	0.562	0.558	0.464
trombone	тромбон	0.562	0.500	0.500
troop	војници	0.375	0.696	0.750
trooper	војник	0.458	0.694	0.713
troops	војници	0.385	0.718	0.804
trophy	трофеј	0.947	0.643	0.676
tropic	тропски	0.740	0.529	0.536
tropical	тропски	0.740	0.461	0.509
tropics	тропските предели	0.740	0.383	0.412
trot	кас	0.531	0.664	0.396
trouble	проблеми	0.135	0.811	0.452
troubled	проблематичен	0.167	0.627	0.385
troublemaker	бељаџија	0.260	0.900	0.596
troubles	проблеми	0.051	0.854	0.269
troublesome	проблематично	0.283	0.894	0.404
trough	преку	0.500	0.308	0.340
troupe	трупа	0.625	0.406	0.557
trousers	панталони	0.625	0.314	0.442
trout	пастрмка	0.516	0.387	0.298
trowel	мистрија	0.470	0.418	0.250
truce	примирје	0.688	0.441	0.453
truck	камион	0.531	0.368	0.546
trucker	камионџија	0.494	0.609	0.500
truckload	камион	0.480	0.450	0.534
truculent	нервозен	0.210	0.731	0.498
true	ИСТИНА	0.896	0.436	0.777
truelove	вистинска љубов	0.860	0.600	0.587
truffle	тартуфи	0.677	0.323	0.418
truism	тврдизам	0.521	0.422	0.480
trump	адут	0.640	0.716	0.898
trumpet	труба	0.573	0.570	0.393
trumpeter	трубач	0.673	0.600	0.676
truncate	скратувам	0.323	0.600	0.412
truncated	скратена	0.316	0.602	0.439
trundle	trundle	0.507	0.270	0.414
trunk	багажникот	0.271	0.167	0.404
truss	бандаж	0.521	0.482	0.569
trust	доверба	0.888	0.547	0.741
trustee	повереник	0.531	0.442	0.658
trusting	доверба	0.857	0.508	0.750
trustworthy	сигурен	0.969	0.315	0.824
trusty	сигурен	0.863	0.398	0.696
truth	вистина	0.971	0.400	0.685
truthful	вистинито	0.708	0.467	0.807
truthfulness	вистинитост	0.920	0.549	0.808
try	обидете се	0.604	0.551	0.556
tryout	проба	0.459	0.539	0.472
tryouts	tryouts	0.490	0.602	0.594
tsunami	цунами	0.042	0.944	0.684
tub	када	0.449	0.235	0.265
tuba	туба	0.542	0.402	0.381
tubby	тубус	0.427	0.423	0.353
tube	цевка	0.418	0.279	0.409
tuberculosis	туберкулоза	0.214	0.519	0.424
tubing	цевки	0.438	0.363	0.358
tubular	тубуларен	0.458	0.361	0.464
tubule	тубула	0.500	0.330	0.333
tuck	навивам	0.367	0.473	0.361
tucker	такелер	0.475	0.558	0.429
tuesday	вторник	0.469	0.184	0.330
tufted	тафтуван	0.500	0.510	0.406
tug	затегнување	0.320	0.604	0.558
tugboat	tugboat	0.271	0.510	0.652
tuition	школувањето	0.531	0.372	0.436
tulip	лале	0.730	0.189	0.356
tumble	сушење	0.276	0.556	0.272
tumbler	NO TRANSLATION	0.520	0.260	0.352
tumbleweed	супа	0.312	0.471	0.427
tummy	стомак	0.427	0.365	0.230
tumor	тумор	0.102	0.664	0.324
tumour	тумор	0.092	0.627	0.464
tumult	метеж	0.271	0.640	0.636
tumultuous	бурни	0.208	0.622	0.590
tun	NO TRANSLATION	0.386	0.413	0.364
tuna	туна	0.531	0.386	0.304
tunable	подесување	0.510	0.364	0.582
tune	мелодија	0.708	0.479	0.426
tunic	туника	0.531	0.248	0.391
tuning	подесување	0.719	0.390	0.635
tunnel	тунел	0.312	0.490	0.412
turban	турбан	0.469	0.386	0.426
turbidity	заматеност	0.184	0.607	0.393
turbine	турбина	0.520	0.549	0.575
turbo	турбо	0.583	0.729	0.596
turbulence	турбуленција	0.062	0.922	0.532
turbulent	турбулентен	0.302	0.792	0.612
turd	турдар	0.240	0.519	0.383
turf	трева	0.531	0.192	0.295
turkey	Турција	0.634	0.245	0.247
turmeric	куркума	0.542	0.316	0.312
turmoil	превирања	0.198	0.888	0.417
turn	пак	0.531	0.398	0.482
turnaround	сврти се	0.560	0.654	0.407
turned	се сврте	0.630	0.538	0.583
turning	вртење	0.510	0.684	0.420
turnip	репка	0.561	0.183	0.254
turnkey	клуч на рака	0.531	0.382	0.427
turnoff	NO TRANSLATION	0.312	0.560	0.327
turnout	одѕивот	0.641	0.692	0.898
turnover	промет	0.490	0.392	0.512
turnpike	турпик	0.459	0.434	0.462
turntable	грамофон	0.531	0.455	0.406
turpentine	терпентин	0.320	0.539	0.571
turquoise	тиркиз	0.786	0.226	0.357
turret	бедем	0.494	0.500	0.588
turtle	желка	0.291	0.102	0.271
turtleneck	гајтан	0.583	0.398	0.327
tussle	битка	0.333	0.919	0.691
tutelage	туторство	0.393	0.442	0.609
tutor	учител	0.750	0.346	0.826
tutoring	туторство	0.663	0.402	0.702
tutu	туту	0.583	0.276	0.233
tux	tux	0.531	0.365	0.462
tuxedo	смокинг	0.694	0.354	0.519
tv	телевизија	0.622	0.380	0.393
twain	Twain	0.541	0.255	0.370
twat	twat	0.292	0.459	0.404
twats	twats	0.406	0.588	0.383
tweak	tweak	0.440	0.462	0.452
tweed	твид	0.510	0.440	0.412
tweet	чуруликам	0.659	0.490	0.537
tweezers	пинцети	0.493	0.408	0.295
twelfth	дванаесетти	0.521	0.292	0.527
twelve	дванаесет	0.490	0.298	0.412
twentieth	дваесеттиот	0.469	0.297	0.346
twenty	дваесет	0.520	0.292	0.286
twerp	twerp	0.408	0.443	0.384
twig	гранче	0.378	0.288	0.236
twilight	самракот	0.622	0.341	0.633
twill	крпа	0.449	0.415	0.353
twin	близнак	0.688	0.363	0.453
twine	канап	0.521	0.380	0.337
twinge	twinge	0.316	0.720	0.471
twinkle	треперат	0.719	0.724	0.610
twins	близнаци	0.760	0.473	0.602
twirl	twirl	0.552	0.647	0.409
twist	пресврт	0.375	0.469	0.337
twisted	изопачено	0.071	0.736	0.311
twister	twister	0.330	0.680	0.647
twit	twit	0.194	0.653	0.198
twitch	грч	0.510	0.740	0.548
twitching	грчеви	0.292	0.700	0.482
twitchy	грч	0.094	0.918	0.281
two	два	0.520	0.200	0.404
two step	два чекори	0.583	0.314	0.327
twofaced	NO TRANSLATION	0.387	0.620	0.384
twofold	двократно	0.573	0.333	0.551
twosome	twosome	0.583	0.544	0.500
tycoon	магнат	0.682	0.596	0.867
tyke	тике	0.500	0.388	0.300
type	тип	0.500	0.284	0.364
typewriter	машина за пишување	0.542	0.373	0.418
typhoid	тифоид	0.265	0.458	0.401
typhoon	тајфун	0.323	0.796	0.697
typical	типичен	0.635	0.206	0.426
typically	обично	0.569	0.377	0.559
typist	машинист	0.551	0.559	0.528
typo	грешка	0.224	0.415	0.255
typography	типографија	0.480	0.334	0.574
tyrannical	тирански	0.167	0.860	0.731
tyranny	тиранија	0.112	0.792	0.705
tyrant	тиранин	0.115	0.850	0.683
tyre	гума	0.480	0.358	0.407
ubiquitous	сеприсутна	0.635	0.571	0.884
ubiquity	сеприсутност	0.578	0.490	0.595
ugliness	грдотија	0.094	0.407	0.267
ugly	грдо	0.167	0.630	0.254
uhoh	NO TRANSLATION	0.320	0.622	0.284
ukulele	ukulele	0.513	0.358	0.365
ulcer	чир	0.286	0.596	0.377
ulterior	еднтер	0.375	0.509	0.490
ultimate	крајно	0.648	0.645	0.544
ultimately	на крајот	0.385	0.480	0.558
ultimatum	ултиматум	0.219	0.855	0.837
ultimo	NO TRANSLATION	0.375	0.363	0.300
ultrasound	ултразвук	0.573	0.594	0.600
ultraviolet	ултравиолетови	0.604	0.448	0.673
umbilical	папочна врвца	0.398	0.406	0.333
umbra	umbra	0.408	0.400	0.337
umbrella	чадор	0.583	0.246	0.255
umpire	судија	0.520	0.592	0.755
umpteen	безброј	0.510	0.460	0.611
unabashed	нескриено	0.292	0.614	0.488
unabated	со несмалено темпо	0.532	0.420	0.466
unable	не може	0.132	0.459	0.193
unacceptable	неприфатливо	0.133	0.479	0.330
unaccompanied	без придружба	0.292	0.376	0.297
unaccountable	неопределен	0.180	0.600	0.543
unaccounted	неисcounted	0.410	0.338	0.361
unacknowledged	непознат	0.240	0.269	0.116
unadulterated	неизменет	0.570	0.420	0.528
unaffected	непроменета	0.542	0.265	0.571
unafraid	Не плашете се	0.500	0.520	0.655
unaided	без помош	0.290	0.410	0.336
unaltered	непроменета	0.571	0.269	0.598
unambiguous	недвосмислена	0.406	0.390	0.578
unanimity	едногласност	0.490	0.407	0.706
unanimous	едногласно	0.656	0.380	0.682
unanimously	едногласно	0.686	0.333	0.738
unannounced	ненајавено	0.240	0.588	0.291
unanswered	неодговорени	0.276	0.361	0.219
unanticipated	неочекувано	0.255	0.775	0.327
unappreciated	невнимателен	0.143	0.431	0.209
unapproved	неодобрени	0.184	0.471	0.254
unarmed	невооружени	0.427	0.420	0.241
unassisted	без помош	0.302	0.320	0.211
unassuming	непретенциозен	0.490	0.230	0.471
unattached	неприкосновен	0.192	0.439	0.283
unattainable	недостижно	0.220	0.635	0.571
unattended	без надзор	0.255	0.400	0.167
unattractive	непривлечна	0.177	0.307	0.208
unauthorized	неовластено	0.260	0.448	0.259
unavailable	недостапен	0.323	0.281	0.159
unavoidable	неизбежни	0.350	0.580	0.445
unaware	несвесно	0.208	0.355	0.310
unbalanced	неурамнотежен	0.302	0.596	0.343
unbearable	неподнослива	0.125	0.798	0.447
unbeatable	непобедлива	0.735	0.719	0.681
unbeaten	непобедлив	0.854	0.760	0.828
unbecoming	недостоен	0.123	0.471	0.288
unbelief	неверување	0.265	0.582	0.407
unbelievable	неверојатно	0.771	0.790	0.717
unbiased	непристрасен	0.625	0.378	0.618
unborn	неродени	0.312	0.300	0.216
unbound	неврзан	0.354	0.402	0.283
unbounded	неограничен	0.646	0.600	0.736
unbreakable	нераскинлива	0.653	0.573	0.759
unbridled	неограничен	0.396	0.759	0.448
unbroken	непрекинат	0.550	0.224	0.602
unbutton	раскрсница	0.479	0.539	0.311
uncalled	неоправдан	0.344	0.294	0.222
uncanny	чуден	0.469	0.461	0.430
uncaring	нерешителност	0.177	0.245	0.321
uncensured	NO TRANSLATION	0.438	0.649	0.509
uncertain	неизвесно	0.363	0.500	0.164
uncertainty	неизвесност	0.064	0.494	0.282
unchallenged	неоспорван	0.552	0.394	0.545
unchangeable	непроменлив	0.375	0.442	0.709
unchanged	непроменет	0.490	0.204	0.237
uncharted	неизследвани	0.188	0.406	0.413
uncherished	NO TRANSLATION	0.250	0.412	0.280
uncivilized	нецивилизиран	0.133	0.600	0.400
unclaimed	неподигнати	0.316	0.346	0.278
uncle	чичко	0.653	0.255	0.578
unclean	нечист	0.133	0.529	0.134
unclear	нејасно	0.229	0.463	0.202
uncomfortable	непријатно	0.188	0.610	0.214
uncommon	невообичаено	0.459	0.429	0.373
uncommonly	невообичаено	0.626	0.490	0.778
uncomplicated	некомплицирано	0.740	0.260	0.453
uncompromising	бескомпромисен	0.320	0.531	0.613
unconcerned	незаинтересиран	0.562	0.283	0.298
unconditional	безусловна	0.760	0.493	0.715
unconfirmed	непотврдени	0.334	0.321	0.339
unconnected	неповрзан	0.188	0.265	0.213
unconscionable	несвесно	0.208	0.618	0.429
unconscious	несвесен	0.240	0.356	0.195
unconsciousness	несвесност	0.177	0.440	0.121
unconstitutional	неуставен	0.230	0.588	0.491
unconstrained	неограничен	0.653	0.640	0.635
uncontested	неоспорен	0.510	0.471	0.689
uncontrollable	неконтролирано	0.265	0.790	0.626
uncontrolled	неконтролирано	0.188	0.891	0.544
unconventional	неконвенционален	0.177	0.509	0.288
unconvinced	неубедени	0.409	0.458	0.228
unconvincing	неубедливо	0.190	0.532	0.144
uncooked	неварен	0.312	0.321	0.241
uncooperative	не соработува	0.250	0.422	0.246
uncorrelated	неповрзани	0.333	0.327	0.316
uncouth	непослушен	0.080	0.761	0.350
uncover	открие	0.771	0.552	0.648
uncritical	некритички	0.480	0.367	0.412
uncut	несечени	0.448	0.422	0.278
undead	Undead	0.367	0.635	0.406
undecided	неопределени	0.286	0.433	0.127
undefeated	непоразен	0.833	0.752	0.825
undefined	недефинирано	0.260	0.418	0.350
undeniable	непобитен	0.552	0.473	0.778
underage	малолетничка	0.469	0.461	0.300
underbelly	underbelly	0.406	0.423	0.361
undercover	прикриен	0.388	0.627	0.483
undercurrent	потиснати	0.357	0.582	0.520
underdog	недоволно	0.250	0.410	0.226
underestimate	потценувајте	0.413	0.464	0.193
undergo	подлежат	0.398	0.554	0.339
undergraduate	додипломски	0.583	0.500	0.559
underground	под земја	0.396	0.455	0.452
underhanded	недоволно	0.188	0.415	0.527
underlay	подлога	0.521	0.365	0.458
underlie	лежи во основата	0.323	0.378	0.275
underline	подвлече	0.480	0.412	0.509
underlying	основните	0.480	0.445	0.452
undermine	поткопуваат	0.316	0.491	0.413
undermined	поткопана	0.365	0.409	0.394
underneath	под	0.450	0.265	0.158
underpaid	недоволно платени	0.146	0.413	0.209
underpants	гаќи	0.448	0.473	0.276
underprivileged	непривилегиран	0.167	0.449	0.172
underrated	потценети	0.208	0.520	0.333
underscore	подвлече	0.375	0.275	0.306
undersea	подморскиот	0.545	0.490	0.425
undersecretary	под секретар	0.459	0.377	0.594
undersized	подредени	0.316	0.425	0.298
understaffed	недоволно вработени	0.148	0.444	0.302
understand	разбере	0.760	0.374	0.643
understandable	разбирливо	0.776	0.363	0.566
understanding	разбирање	0.865	0.304	0.689
understatement	потценување	0.347	0.480	0.473
understood	разбира	0.780	0.441	0.686
understudy	разумен	0.378	0.402	0.420
undertake	преземе	0.796	0.702	0.754
undertaker	подружница	0.363	0.696	0.611
undertaking	друштво	0.667	0.530	0.696
undertow	преземе	0.327	0.639	0.231
underwear	долна облека	0.610	0.546	0.375
underwood	underwood	0.510	0.453	0.510
underworld	подземјето	0.177	0.676	0.613
underwrite	преземи	0.416	0.520	0.423
underwriter	осигурувач	0.571	0.327	0.620
undeserved	незаслужено	0.219	0.552	0.283
undesirable	непожелни	0.177	0.644	0.260
undesired	несакани	0.156	0.441	0.235
undetectable	невидливи	0.438	0.539	0.604
undetected	неоткриени	0.224	0.304	0.268
undetermined	неопределено	0.265	0.256	0.353
undeveloped	неразвиени	0.292	0.330	0.254
undignified	недостоен	0.122	0.627	0.308
undirected	ненасочени	0.330	0.417	0.310
undisclosed	непозната	0.479	0.361	0.314
undiscovered	неоткриени	0.438	0.347	0.261
undisputed	неоспорен	0.646	0.588	0.673
undisturbed	непречено	0.725	0.287	0.434
undivided	неподелена	0.510	0.380	0.490
undo	вратите	0.365	0.444	0.349
undoing	поништување	0.219	0.452	0.298
undoubted	несомнено	0.592	0.461	0.740
undress	се соблечам	0.438	0.900	0.336
undressed	соблечени	0.375	0.755	0.356
undue	непотребно	0.156	0.573	0.318
undying	бесмртни	0.708	0.500	0.773
unearned	незаработена	0.177	0.340	0.213
unearth	откопаат	0.427	0.635	0.545
uneasiness	нелагодност	0.190	0.798	0.241
uneasy	непријатно	0.115	0.598	0.349
uneducated	необразован	0.177	0.350	0.246
unemployed	невработен	0.094	0.481	0.230
unemployment	невработеност	0.094	0.400	0.297
unencumbered	неизточен	0.604	0.280	0.472
unending	бесконечно	0.385	0.519	0.454
unequal	нееднаков	0.118	0.433	0.202
unequalled	совршеност	0.562	0.470	0.769
unequivocal	недвосмислено	0.604	0.415	0.615
unequivocally	недвосмислено	0.521	0.668	0.554
unethical	неетички	0.104	0.433	0.269
uneven	нерамномерно	0.125	0.457	0.240
uneventful	нерамномерно	0.510	0.343	0.410
unexpected	неочекувано	0.500	0.720	0.333
unexpectedly	неочекувано	0.354	0.759	0.462
unexplainable	необјасниво	0.260	0.448	0.610
unexplained	необјаснето	0.271	0.531	0.349
unexplored	неистражена	0.401	0.640	0.388
unfailing	непресушен	0.625	0.635	0.594
unfair	нефер	0.173	0.472	0.190
unfairness	неправедност	0.170	0.817	0.336
unfaithful	неверен	0.031	0.806	0.298
unfamiliar	непознат	0.219	0.558	0.273
unfavorable	неповолно	0.133	0.450	0.232
unfeeling	бесчувствително	0.235	0.377	0.345
unfettered	неограничен	0.569	0.650	0.586
unfinished	недовршени	0.188	0.368	0.264
unfit	непогодни	0.250	0.368	0.185
unflinching	непокорни	0.667	0.606	0.882
unfold	се расплетува	0.612	0.510	0.520
unfollow	се појави	0.281	0.337	0.293
unforeseen	непредвидени	0.255	0.714	0.500
unforgettable	незаборавно	0.833	0.561	0.660
unforgivable	непростлив	0.276	0.743	0.490
unforgiving	Непростлив	0.406	0.630	0.793
unfortunate	несреќно	0.073	0.487	0.195
unfortunately	за жал	0.104	0.494	0.281
unfounded	неосновани	0.271	0.520	0.410
unfreeze	одмрзне	0.458	0.297	0.375
unfriendly	непријателски	0.173	0.670	0.458
unfulfilled	неисполнет	0.184	0.426	0.268
unfurnished	без мебел	0.316	0.333	0.272
unglued	отпаднат	0.378	0.446	0.352
ungodly	безбожнички	0.296	0.423	0.388
ungrateful	неблагодарна	0.219	0.461	0.275
unguarded	необезбеден	0.156	0.578	0.205
unhand	NO TRANSLATION	0.406	0.360	0.361
unhappiness	несреќа	0.083	0.630	0.222
unhappy	несреќни	0.112	0.500	0.155
unharmed	неповреден	0.740	0.378	0.491
unhealthy	нездраво	0.115	0.549	0.214
unheard	нечуено	0.344	0.539	0.500
unhelpful	бескорисно	0.104	0.320	0.118
unhindered	непречено	0.729	0.441	0.725
unholy	несреќен	0.327	0.560	0.445
unhook	отфрли	0.375	0.592	0.310
unicorn	еднорог	0.776	0.510	0.480
unidentified	неидентификуван	0.385	0.361	0.199
unification	обединување	0.688	0.345	0.788
unified	унифициран	0.729	0.439	0.764
uniform	униформа	0.570	0.245	0.655
uniformed	униформиран	0.469	0.519	0.589
uniformity	униформност	0.745	0.353	0.538
uniformly	рамномерно	0.625	0.333	0.704
unimaginable	незамисливо	0.573	0.634	0.589
unimpeachable	незапирлив	0.684	0.550	0.784
unimpeached	немоќен	0.458	0.335	0.433
unimportant	неважно	0.281	0.240	0.175
unimpressed	неопределен	0.198	0.302	0.327
unimproved	неоправдано	0.163	0.377	0.144
uninfected	неинфицирани	0.688	0.304	0.389
uninformed	неинформирани	0.156	0.370	0.182
uninhabited	ненаселени	0.301	0.230	0.221
uninitiated	непосветен	0.271	0.288	0.288
uninspired	неинспириран	0.163	0.243	0.260
unintelligible	неразбирливо	0.208	0.472	0.283
unintended	ненамерно	0.438	0.385	0.349
unintentional	ненамерно	0.333	0.538	0.306
unintentionally	ненамерно	0.460	0.490	0.286
uninterested	незаинтересирани	0.365	0.240	0.328
uninteresting	неинтересен	0.153	0.235	0.228
uninterrupted	непрекинато	0.500	0.434	0.527
uninvited	непоканети	0.090	0.385	0.307
union	унија	0.854	0.226	0.766
unique	уникатен	0.823	0.347	0.661
unisex	унисекс	0.492	0.417	0.417
unison	унисон	0.510	0.439	0.583
unit	единица	0.562	0.235	0.578
unitary	унитарна	0.531	0.239	0.641
unite	обедини	0.781	0.375	0.610
united	обединета	0.781	0.431	0.783
unity	единство	0.837	0.288	0.658
universal	универзален	0.802	0.417	0.833
universality	универзалност	0.796	0.410	0.840
universe	универзумот	0.694	0.454	0.839
university	универзитет	0.735	0.574	0.741
unjust	неправеден	0.115	0.625	0.278
unjustifiable	неоправдано	0.115	0.596	0.394
unjustified	неоправдано	0.288	0.541	0.314
unkind	нељубезен	0.135	0.409	0.310
unknowable	непознати	0.347	0.540	0.396
unknown	непознат	0.357	0.450	0.204
unlawful	незаконско	0.094	0.759	0.402
unleash	ослободете се	0.479	0.775	0.559
unlicensed	нелиценциран	0.306	0.574	0.196
unlike	за разлика од	0.439	0.439	0.418
unlikely	малку веројатно	0.271	0.293	0.245
unlimited	неограничено	0.750	0.623	0.679
unlisted	не се на списокот	0.365	0.265	0.218
unload	разтоварвам	0.656	0.639	0.573
unloaded	истоварен	0.469	0.380	0.331
unlock	отклучи	0.582	0.442	0.592
unlucky	несреќен	0.073	0.395	0.198
unmanageable	неуправа	0.177	0.666	0.482
unmanned	беспилотни летала	0.235	0.441	0.324
unmarked	необележани	0.416	0.294	0.433
unmarried	немажени	0.438	0.480	0.545
unmask	демаскирам	0.323	0.690	0.520
unmatched	неспоредлив	0.776	0.536	0.771
unmistakable	непогрешлив	0.602	0.571	0.765
unmitigated	неопуштен	0.649	0.427	0.422
unmoved	непоколеблив	0.184	0.355	0.360
unnamed	неименуван	0.316	0.189	0.284
unnatural	неприродно	0.153	0.587	0.434
unnecessary	непотребно	0.219	0.358	0.190
unneeded	непотребни	0.177	0.375	0.245
unnoticed	незабележано	0.302	0.440	0.260
unnumbered	ненумериран	0.406	0.255	0.331
unobserved	незабележан	0.398	0.255	0.257
unobstructed	непречено	0.583	0.440	0.573
unobtrusive	ненаметлива	0.447	0.327	0.402
unoccupied	ненаселени	0.258	0.245	0.412
unofficial	неофицијален	0.260	0.302	0.255
unopened	неотворена	0.542	0.340	0.265
unopposed	неприфатен	0.615	0.375	0.537
unordered	неподреден	0.224	0.482	0.190
unorganised	неорганизирано	0.250	0.500	0.212
unorganized	неорганизирано	0.260	0.657	0.173
unorthodox	необично	0.340	0.480	0.441
unpack	отпакувај	0.531	0.528	0.445
unpaid	неплатено	0.300	0.413	0.365
unparalleled	неспоредлив	0.708	0.306	0.538
unpleasant	непријатно	0.122	0.612	0.185
unpleasantness	непријатност	0.062	0.724	0.264
unplug	исклучете го	0.239	0.441	0.404
unplugged	исклучен	0.367	0.375	0.318
unpopular	непопуларен	0.073	0.441	0.164
unprecedented	без преседан	0.500	0.491	0.658
unpredictable	непредвидливо	0.429	0.769	0.515
unprepared	неподготвени	0.204	0.450	0.152
unpretentious	скромен	0.510	0.296	0.410
unproductive	непродуктивни	0.100	0.324	0.237
unprofessional	непрофесионално	0.042	0.370	0.170
unprofitable	непрофитабилен	0.163	0.376	0.217
unprotected	незаштитени	0.150	0.582	0.197
unproven	непроверен	0.296	0.427	0.216
unprovoked	неиспровоциран	0.565	0.327	0.385
unpublished	необјавени	0.406	0.480	0.481
unpunished	неказнети	0.292	0.594	0.519
unqualified	неквалификуван	0.170	0.433	0.173
unquestionable	несомнено	0.469	0.450	0.843
unquestionably	несомнено	0.500	0.630	0.750
unquestioned	несомнено	0.562	0.509	0.746
unquote	unquote	0.388	0.363	0.517
unravel	разреши	0.378	0.598	0.455
unreachable	недостапен	0.208	0.679	0.557
unread	непрочитано	0.458	0.240	0.214
unreal	нереален	0.173	0.431	0.296
unrealistic	нереално	0.229	0.500	0.245
unreasonable	неразумно	0.115	0.702	0.264
unrecorded	нерегистрирани	0.241	0.351	0.350
unregistered	нерегистрирани	0.255	0.337	0.266
unregulated	нерегулиран	0.344	0.454	0.421
unrelated	неповрзани	0.302	0.270	0.264
unrelenting	неуморен	0.500	0.790	0.875
unreliable	несигурен	0.108	0.480	0.240
unremarkable	незабележително	0.271	0.155	0.230
unrepentant	непокајнички	0.240	0.445	0.413
unrequited	невработени	0.143	0.441	0.179
unresolved	нерешено	0.135	0.441	0.173
unresponsive	не реагира	0.108	0.282	0.244
unrest	немири	0.102	0.577	0.231
unrestrained	неограничен	0.385	0.775	0.627
unrestricted	неограничен	0.698	0.458	0.644
unromantic	неромантичен	0.208	0.316	0.307
unruly	непослушен	0.240	0.745	0.547
unsafe	небезбедно	0.115	0.562	0.147
unsanitary	нехигиенски	0.063	0.592	0.269
unsatisfactory	незадоволително	0.122	0.520	0.189
unsatisfied	незадоволни	0.200	0.547	0.241
unsavory	непристојни	0.071	0.637	0.353
unscathed	неповреден	0.625	0.308	0.611
unscheduled	непланирано	0.312	0.436	0.300
unscientific	ненаучно	0.396	0.317	0.321
unscrew	одвртете	0.333	0.462	0.396
unscrupulous	бескрупулозните	0.094	0.727	0.465
unseat	откачете	0.229	0.500	0.312
unseen	невидена	0.427	0.351	0.421
unselfish	несебичен	0.615	0.353	0.377
unsettled	несмирен	0.208	0.647	0.170
unsightly	непристоен	0.226	0.559	0.373
unsolicited	несакани	0.094	0.339	0.280
unsolved	нерешено	0.146	0.390	0.235
unsophisticated	несофистицирани	0.327	0.491	0.339
unsound	нездраво	0.146	0.222	0.272
unspeakable	неописливо	0.327	0.567	0.393
unspecified	неодреден	0.240	0.365	0.165
unspoken	неизговорена	0.177	0.260	0.208
unstable	нестабилен	0.167	0.587	0.150
unsteady	нестабилен	0.122	0.500	0.190
unstoppable	незапирлив	0.625	0.887	0.862
unsuccessful	неуспешни	0.140	0.318	0.106
unsuitable	несоодветни	0.188	0.528	0.300
unsung	unsung	0.296	0.330	0.314
unsupervised	без надзор	0.478	0.481	0.442
unsupported	неподдржан	0.260	0.450	0.221
unsure	несигурен	0.143	0.580	0.217
unsurpassed	ненадмината	0.694	0.569	0.798
unsuspecting	доверчив	0.302	0.509	0.413
unsustainable	неодржлив	0.255	0.650	0.406
unsweetened	незасладен	0.396	0.263	0.300
unsympathetic	несимпатичен	0.163	0.620	0.281
untamed	нескротлив	0.429	0.778	0.709
untenable	неодржлива	0.143	0.637	0.425
untested	непроверени	0.302	0.296	0.348
unthinkable	незамисливо	0.365	0.480	0.481
untidy	неуреден	0.106	0.610	0.254
untie	одврзете	0.542	0.463	0.472
untimely	ненавремено	0.245	0.676	0.233
untitled	без наслов	0.213	0.240	0.240
untold	нераскажано	0.240	0.367	0.191
untouchable	недопирливи	0.490	0.602	0.683
untouched	недопрени	0.531	0.276	0.600
untoward	незгодно	0.122	0.555	0.291
untraceable	неповратни	0.321	0.674	0.574
untrained	необучен	0.149	0.529	0.282
untranslated	не преведени	0.271	0.188	0.264
untroubled	неспорен	0.750	0.213	0.653
untrue	невистинити	0.031	0.500	0.188
untrustworthy	неверодостојно	0.097	0.449	0.287
unturned	неутрален	0.312	0.255	0.316
unused	неискористен	0.344	0.231	0.234
unusual	необично	0.429	0.433	0.361
unusually	невообичаено	0.385	0.406	0.358
unutterable	неизреклив	0.406	0.592	0.538
unveil	открива	0.439	0.442	0.562
unveiling	разоткривање	0.569	0.570	0.675
unverified	непотврдени	0.214	0.365	0.180
unwanted	несакани	0.177	0.546	0.205
unwarranted	неоправдан	0.091	0.500	0.345
unwary	невнимателен	0.286	0.417	0.402
unwashed	неизмиени	0.365	0.427	0.360
unwavering	непоколеблива	0.740	0.630	0.858
unwed	невнимателен	0.541	0.595	0.459
unwelcome	несакана	0.115	0.480	0.269
unwell	добро	0.143	0.640	0.221
unwilling	не сака	0.302	0.316	0.179
unwillingly	неволно	0.204	0.548	0.182
unwillingness	неподготвеност	0.204	0.311	0.113
unwind	развивам	0.837	0.181	0.394
unwise	неразумно	0.141	0.610	0.304
unwitting	невешт	0.260	0.526	0.344
