Word	Swahili-sw	Valence	Arousal	Dominance
sweetie	sweetie	0.990	0.549	0.560
sweetness	uzuri	0.906	0.474	0.528
sweets	pipi	0.910	0.422	0.321
swell	tamaa	0.360	0.679	0.348
swelling	uvimbe	0.323	0.608	0.250
sweltering	kupungua	0.204	0.644	0.362
swerve	swerve	0.276	0.612	0.357
swift	mwepesi	0.760	0.776	0.698
swiftly	haraka	0.660	0.885	0.618
swig	swig	0.604	0.481	0.406
swill	swill	0.427	0.528	0.322
swim	kuogelea	0.688	0.461	0.529
swimmer	kuogelea	0.657	0.698	0.610
swimming	kuogelea	0.760	0.559	0.524
swimsuit	swimsuit	0.740	0.373	0.269
swindle	piga	0.122	0.740	0.439
swindler	mpangaji	0.125	0.721	0.575
swine	nguruwe	0.340	0.519	0.277
swing	swing	0.602	0.510	0.481
swinger	swinger	0.459	0.778	0.482
swinging	kugeuka	0.656	0.510	0.312
swipe	swipe	0.573	0.450	0.266
swirl	swirl	0.490	0.726	0.639
swish	swish	0.562	0.510	0.474
switch	kubadili	0.500	0.538	0.509
switchblade	kubadili	0.357	0.596	0.528
switchboard	switchboard	0.571	0.519	0.558
swivel	inaonekana	0.562	0.480	0.500
swollen	kuvimba	0.236	0.510	0.277
swoon	swoon	0.292	0.510	0.160
swoop	swoop	0.479	0.618	0.446
sword	upanga	0.438	0.653	0.713
swordfish	swordfish	0.564	0.520	0.442
swordplay	swordplay	0.616	0.750	0.528
swordsman	swordsman	0.395	0.857	0.696
sycamore	sycamore	0.500	0.401	0.527
syllable	silaha	0.448	0.250	0.417
syllabus	mtaala	0.736	0.370	0.643
symbiotic	usaidizi	0.832	0.425	0.406
symbol	ishara	0.643	0.388	0.527
symbolic	mfano	0.670	0.385	0.574
symbolically	mfano	0.582	0.385	0.648
symbolism	mfano	0.688	0.347	0.640
symbolize	ishara	0.633	0.327	0.673
symmetric	ulinganifu	0.745	0.212	0.588
symmetrical	ulinganifu	0.542	0.263	0.569
symmetry	ulinganifu	0.604	0.274	0.500
sympathetic	huruma	0.796	0.434	0.609
sympathize	huruma	0.770	0.627	0.644
sympathy	huruma	0.827	0.497	0.634
symphonic	sauti	0.775	0.545	0.566
symphony	symphony	0.765	0.490	0.600
symposium	kikao	0.573	0.394	0.644
symptom	dalili	0.380	0.529	0.434
symptomatic	dalili	0.367	0.434	0.491
synagogue	sinagogi	0.531	0.300	0.544
synapse	synapse	0.660	0.471	0.491
synaptic	synaptic	0.573	0.553	0.622
sync	kusawazisha	0.802	0.440	0.670
synchronize	onanisha	0.781	0.361	0.654
synchronous	synchronous	0.600	0.538	0.545
syncope	syncope	0.245	0.538	0.398
syndicate	muungano	0.439	0.491	0.673
syndrome	syndrome	0.229	0.510	0.246
synergistic	ushirikiano	0.571	0.550	0.547
synergy	synergy	0.667	0.510	0.720
synod	synod	0.469	0.377	0.574
synonym	sawa	0.615	0.210	0.433
synonymous	sawa	0.480	0.323	0.400
synopsis	kielelezo	0.541	0.390	0.482
synoptic	synoptic	0.561	0.510	0.596
syntax	syntax	0.531	0.346	0.559
synthesis	awali	0.604	0.315	0.377
synthesizer	synthesizer	0.500	0.410	0.592
synthetic	synthetic	0.396	0.350	0.519
syphilis	syphilis	0.071	0.606	0.245
syringe	sindano	0.250	0.680	0.330
syrup	syrup	0.620	0.223	0.318
system	mfumo	0.615	0.346	0.764
systematic	utaratibu	0.617	0.444	0.594
systematically	kwa utaratibu	0.690	0.390	0.651
t-shirt	t-shirt	0.815	0.286	0.284
tab	tab	0.594	0.208	0.308
tabasco	tabasco	0.375	0.546	0.404
tabby	tabby	0.510	0.426	0.387
tabernacle	hema	0.408	0.480	0.605
table	meza	0.551	0.170	0.284
tableau	NO TRANSLATION	0.531	0.302	0.321
tablecloth	kitambaa	0.480	0.165	0.215
tablespoon	kijiko	0.490	0.353	0.245
tablet	kibao	0.562	0.330	0.438
tableware	tableware	0.677	0.250	0.276
tabloid	tabloid	0.438	0.365	0.444
taboo	taboo	0.198	0.794	0.482
tabular	tabular	0.438	0.330	0.462
tabulate	tabulate	0.480	0.403	0.598
tabulation	tabulation	0.396	0.346	0.526
tachometer	tachometer	0.398	0.394	0.518
tacit	tacit	0.459	0.340	0.473
tack	tack	0.365	0.431	0.431
tackle	kukabiliana	0.365	0.686	0.569
tackled	imefungwa	0.438	0.612	0.569
tackling	kukabiliana	0.480	0.694	0.613
tacky	tacky	0.245	0.490	0.373
taco	taco	0.561	0.353	0.277
tact	ujasiri	0.550	0.417	0.417
tactful	ujasiri	0.704	0.292	0.537
tactic	mbinu	0.531	0.434	0.798
tactical	tactical	0.594	0.481	0.684
tactics	mbinu	0.583	0.676	0.774
tactile	tactile	0.573	0.410	0.491
tad	NO TRANSLATION	0.459	0.240	0.250
tadpole	tadpole	0.350	0.434	0.218
taffeta	taffeta	0.604	0.279	0.405
taffy	taffy	0.448	0.431	0.204
tag	tag	0.612	0.353	0.375
tail	mkia	0.480	0.272	0.293
tailed	tailed	0.438	0.358	0.351
tailgate	tailgate	0.323	0.340	0.398
tailings	tailings	0.439	0.311	0.446
taillight	taillight	0.479	0.367	0.283
tailor	taa	0.573	0.206	0.450
tailoring	kusambaza	0.673	0.540	0.566
tailpipe	mkia	0.460	0.429	0.409
taint	taint	0.141	0.425	0.226
take	kuchukua	0.828	0.537	0.348
takeoff	ondoka	0.755	0.884	0.626
takeout	kidokezo	0.736	0.392	0.368
takeover	kuchukua	0.663	0.531	0.861
taker	taker	0.375	0.521	0.618
talcum	Talcum	0.500	0.196	0.291
tale	hadithi	0.663	0.300	0.336
talent	talanta	0.959	0.607	0.811
talented	wenye vipaji	0.939	0.635	0.938
talisman	talisman	0.704	0.542	0.642
talk	majadiliano	0.833	0.346	0.594
talkative	kuongea	0.562	0.673	0.535
talker	msemaji	0.500	0.604	0.552
tall	mrefu	0.725	0.591	0.538
tallies	tallies	0.551	0.290	0.402
tallow	tallow	0.344	0.283	0.290
tally	tally	0.542	0.420	0.518
talon	taloni	0.344	0.569	0.475
talons	NO TRANSLATION	0.320	0.698	0.525
tambourine	ngoma	0.622	0.548	0.348
tame	NO TRANSLATION	0.560	0.604	0.642
tamer	tamer	0.385	0.783	0.815
taming	kupiga	0.569	0.514	0.575
tamper	tamper	0.184	0.802	0.545
tampon	tampon	0.396	0.394	0.345
tan	tani	0.643	0.460	0.444
tandem	tandem	0.552	0.406	0.485
tang	tang	0.594	0.383	0.340
tangent	tangent	0.573	0.373	0.454
tangerine	tangerine	0.571	0.271	0.395
tangible	inayoonekana	0.646	0.350	0.679
tangle	tangle	0.354	0.545	0.254
tangled	tangled	0.260	0.539	0.316
tango	tango	0.622	0.560	0.430
tank	tank	0.431	0.454	0.634
tank top	tank juu	0.610	0.371	0.371
tanker	tanker	0.520	0.647	0.713
tanned	tanned	0.615	0.550	0.491
tantalizing	tantalizing	0.525	0.788	0.625
tantamount	sawa	0.633	0.288	0.670
tantrum	tamaa	0.219	0.817	0.404
taoism	taoism	0.490	0.250	0.456
tap	bomba	0.461	0.370	0.349
tape	mkanda	0.531	0.277	0.254
tape measure	tape kipimo	0.406	0.250	0.360
taper	taper	0.541	0.410	0.415
tapering	kupiga	0.344	0.380	0.237
tapestry	tapestry	0.520	0.176	0.362
tapeworm	vidole	0.357	0.334	0.331
tapioca	tapioca	0.594	0.297	0.324
taps	bomba	0.448	0.378	0.409
tar	tar	0.438	0.440	0.570
tarantula	tarantula	0.260	0.718	0.544
tardiness	muda mrefu	0.296	0.452	0.260
tardy	tardy	0.204	0.592	0.293
target	lengo	0.633	0.573	0.798
targeted	walengwa	0.573	0.537	0.573
targeting	kulenga	0.510	0.420	0.580
tariff	ushuru	0.459	0.402	0.491
tarmac	silaha	0.357	0.302	0.398
tarnish	tarnish	0.204	0.441	0.342
tarot	tarot	0.479	0.422	0.430
tarp	NO TRANSLATION	0.479	0.210	0.364
tarry	tamaa	0.392	0.413	0.388
tart	tart	0.719	0.380	0.219
tartan	tartani	0.448	0.423	0.389
tartar	tartar	0.214	0.351	0.212
task	kazi	0.550	0.353	0.500
tassel	tassel	0.552	0.330	0.307
taste	ladha	0.802	0.406	0.465
tasteful	ladha	0.918	0.458	0.625
tasteless	haifai	0.146	0.196	0.148
tasting	kulainisha	0.781	0.603	0.600
tasty	kitamu	0.959	0.786	0.555
tat	tanga	0.429	0.380	0.404
tattler	tattler	0.417	0.530	0.434
tattletale	tamaa	0.633	0.406	0.317
tattoo	tattoo	0.490	0.602	0.525
taught	alifundishwa	0.814	0.481	0.642
taunt	kumtukana	0.083	0.696	0.355
taupe	taupe	0.406	0.340	0.386
taut	taut	0.432	0.704	0.457
tavern	tavern	0.516	0.577	0.475
tawdry	tawdry	0.375	0.510	0.398
tawny	tawny	0.551	0.398	0.400
tax	Kodi	0.260	0.481	0.534
taxed	zilizopakiwa	0.255	0.456	0.500
taxi	teksi	0.542	0.362	0.430
taxicab	teksi	0.479	0.430	0.355
taxonomy	utawala	0.370	0.410	0.630
taxpayer	walipa kodi	0.592	0.528	0.647
tea	chai	0.698	0.163	0.370
teach	kufundisha	0.840	0.510	0.852
teacher	mwalimu	0.760	0.404	0.885
teaching	kufundisha	0.822	0.444	0.736
teacup	teacup	0.633	0.135	0.277
teahouse	chai	0.802	0.314	0.288
teal	teal	0.540	0.293	0.321
team	timu	0.708	0.461	0.688
teamjesus	NO TRANSLATION	0.673	0.453	0.536
teammate	wenzake	0.865	0.449	0.660
teamwork	kazi ya timu	0.918	0.490	0.773
teapot	teapot	0.479	0.110	0.309
tear	tamaa	0.404	0.620	0.327
tearful	machozi	0.208	0.500	0.184
tearsofjoy	NO TRANSLATION	0.926	0.740	0.455
teary	teary	0.167	0.473	0.216
tease	tease	0.317	0.790	0.432
teaser	teaser	0.510	0.558	0.534
teasing	kupiga	0.235	0.725	0.352
teaspoon	kijiko	0.521	0.330	0.221
teat	teat	0.612	0.469	0.328
teatime	teatime	0.847	0.159	0.339
tech	tech	0.684	0.491	0.732
technical	kiufundi	0.510	0.490	0.736
technicality	kiufundi	0.632	0.471	0.661
technician	fundi	0.592	0.510	0.713
technique	mbinu	0.760	0.414	0.593
techno	techno	0.561	0.539	0.500
technological	teknolojia	0.680	0.452	0.815
technology	teknolojia	0.776	0.490	0.825
ted	ted	0.712	0.453	0.336
teddy bear	teddy bear	0.890	0.170	0.192
tedious	kuvutia	0.104	0.406	0.241
tedium	tedium	0.224	0.331	0.298
tee	tee	0.459	0.373	0.377
teeming	kupungua	0.582	0.550	0.727
teen	kijana	0.729	0.531	0.568
teenage	vijana	0.667	0.673	0.558
teenager	kijana	0.781	0.593	0.527
teens	vijana	0.653	0.660	0.440
teensy	vijana	0.520	0.427	0.347
teeny	teeny	0.427	0.418	0.216
teeth	meno	0.520	0.388	0.427
teething	mvuto	0.396	0.471	0.474
teflon	teflon	0.354	0.245	0.434
telegram	telegram	0.561	0.542	0.550
telegraph	telegraph	0.594	0.423	0.400
telekinesis	telekinesis	0.582	0.646	0.667
telemetry	telemetry	0.460	0.382	0.611
telepathic	telepathic	0.602	0.490	0.642
telepathy	telepathy	0.594	0.510	0.588
telephone	simu	0.694	0.520	0.425
telescope	darubini	0.531	0.340	0.500
telescopic	telescopic	0.490	0.290	0.660
telethon	telethon	0.643	0.641	0.473
teletype	teletype	0.532	0.392	0.455
televised	televisheni	0.625	0.519	0.518
television	televisheni	0.633	0.391	0.547
tell	sema	0.551	0.350	0.457
teller	mwambiaji	0.500	0.395	0.443
telling	kuwaambia	0.719	0.441	0.527
telltale	kusema	0.240	0.663	0.426
temp	temp	0.490	0.440	0.314
temper	hasira	0.633	0.623	0.818
tempera	tempera	0.458	0.318	0.245
temperament	temperament	0.420	0.625	0.703
temperamental	hasira	0.316	0.774	0.608
temperance	ujasiri	0.500	0.294	0.639
temperate	hasira	0.469	0.394	0.593
temperature	joto	0.521	0.559	0.473
tempered	hasira	0.583	0.437	0.667
tempest	msimu	0.245	0.843	0.653
template	template	0.479	0.311	0.411
temple	hekalu	0.612	0.269	0.660
tempo	NO TRANSLATION	0.582	0.337	0.500
temporal	muda	0.500	0.413	0.360
temporarily	kwa muda	0.500	0.365	0.373
temporary	muda mfupi	0.458	0.415	0.324
tempt	jaribu	0.210	0.677	0.500
temptation	majaribu	0.365	0.817	0.560
tempting	kujaribu	0.615	0.740	0.519
temptress	mshambuliaji	0.427	0.787	0.667
ten	kumi	0.562	0.260	0.406
tenable	inawezekana	0.741	0.412	0.636
tenacious	wanastahili	0.724	0.658	0.692
tenacity	ujasiri	0.740	0.657	0.889
tenancy	ustawi	0.500	0.458	0.605
tenant	mpangaji	0.385	0.360	0.398
tend	tamaa	0.604	0.398	0.412
tendency	tabia	0.684	0.500	0.675
tender	zabuni	0.630	0.520	0.509
tenderfoot	zabuni	0.469	0.421	0.438
tenderness	huruma	0.949	0.276	0.367
tending	kutetea	0.622	0.556	0.594
tendon	tendon	0.341	0.271	0.463
tenement	tenement	0.470	0.384	0.550
tenet	tenet	0.667	0.333	0.636
tenets	vitendo	0.734	0.357	0.667
tenfold	mara kumi	0.469	0.418	0.500
tennis	tennis	0.622	0.519	0.431
tenor	tamaa	0.587	0.451	0.500
tense	wakati	0.396	0.439	0.655
tensile	tamaa	0.458	0.510	0.618
tension	mvutano	0.304	0.810	0.529
tent	hema	0.510	0.275	0.333
tentacle	kambi	0.370	0.559	0.398
tentative	tamaa	0.582	0.657	0.534
tenth	kumi	0.510	0.349	0.382
tenths	ya kumi	0.406	0.294	0.284
tenuous	tenuous	0.398	0.263	0.276
tenure	umiliki	0.615	0.472	0.611
tepee	tepee	0.500	0.337	0.373
tepid	tepid	0.337	0.327	0.237
tequila	tequila	0.612	0.710	0.536
teriyaki	teriyaki	0.646	0.449	0.431
term	muda	0.450	0.255	0.598
terminal	terminal	0.316	0.434	0.483
terminate	kusitisha	0.171	0.410	0.441
termination	kukomesha	0.344	0.472	0.545
terminator	terminator	0.370	0.663	0.737
terminology	taaluma	0.612	0.284	0.566
terminus	terminus	0.281	0.382	0.615
termite	muda mrefu	0.265	0.480	0.408
terms	maneno	0.490	0.362	0.645
tern	tern	0.573	0.365	0.309
ternary	ternary	0.550	0.406	0.480
terrace	mtaro	0.615	0.269	0.411
terrain	ardhi ya eneo	0.540	0.300	0.472
terrestrial	duniani	0.542	0.413	0.582
terrible	mbaya	0.061	0.849	0.604
terribly	sana	0.061	0.731	0.430
terrier	terrier	0.562	0.540	0.431
terrific	kali	0.859	0.650	0.821
terrified	hofu	0.090	0.902	0.387
terrifies	inatisha	0.083	0.923	0.500
terrify	hofu	0.052	0.889	0.509
terrifying	kutisha	0.031	0.836	0.602
territorial	eneo	0.405	0.600	0.766
territory	eneo	0.625	0.469	0.676
terror	hofu	0.069	0.902	0.415
terrorism	ugaidi	0.060	0.971	0.673
terrorist	kigaidi	0.019	0.930	0.679
terrorists	magaidi	0.062	0.967	0.688
terrorize	kutisha	0.041	0.907	0.577
terse	tamaa	0.542	0.393	0.409
tertiary	ya juu	0.500	0.350	0.431
test	mtihani	0.449	0.500	0.509
testament	agano	0.594	0.420	0.806
testicle	kitambulisho	0.458	0.651	0.410
testicular	ushahidi	0.388	0.680	0.453
testify	kushuhudia	0.521	0.650	0.741
testimonial	ushuhuda	0.541	0.538	0.750
testimony	ushuhuda	0.615	0.578	0.643
testosterone	testosterone	0.573	0.840	0.775
testy	NO TRANSLATION	0.135	0.640	0.357
tetanus	tetanasi	0.133	0.577	0.368
tether	tether	0.323	0.620	0.407
tethered	hutumiwa	0.260	0.472	0.351
tetrahedral	tetrahedral	0.595	0.468	0.423
text	maandishi	0.604	0.157	0.402
textbook	Kitabu cha maandishi	0.622	0.235	0.526
textile	nguo	0.604	0.235	0.395
textural	maandishi	0.660	0.296	0.445
texture	texture	0.615	0.215	0.412
tgif	tgif	0.542	0.471	0.436
thank	asante	0.958	0.353	0.526
thankful	shukrani	0.969	0.344	0.714
thankgod	Asante Mungu	0.823	0.451	0.466
thanking	kushukuru	0.917	0.538	0.658
thankless	bila shukrani	0.146	0.500	0.497
thanks	shukrani	0.918	0.472	0.461
thanksalot	NO TRANSLATION	0.908	0.428	0.525
thanksgiving	Shukrani	0.927	0.449	0.637
thankyougod	NO TRANSLATION	0.900	0.446	0.651
thankyoujesus	NO TRANSLATION	0.878	0.406	0.604
thankyoulord	NO TRANSLATION	0.809	0.388	0.466
thatch	tochi	0.337	0.245	0.161
thatmoment	NO TRANSLATION	0.667	0.389	0.340
thaumaturgy	thaumaturgy	0.510	0.546	0.618
thaw	tamaa	0.438	0.321	0.327
theater	sinema	0.760	0.635	0.516
theatrical	maonyesho	0.720	0.690	0.546
theatrics	maonyesho	0.694	0.539	0.486
thebest	Bora	0.760	0.596	0.719
theft	wizi	0.135	0.867	0.394
theism	theism	0.460	0.431	0.481
theistic	theistic	0.397	0.365	0.509
thelife	thelife	0.688	0.566	0.629
thelittlethings	NO TRANSLATION	0.571	0.240	0.324
theme	mandhari	0.541	0.176	0.427
theocracy	theocracy	0.490	0.427	0.722
theocratic	kitheokrasi	0.380	0.480	0.605
theologian	mtaalamu	0.521	0.304	0.759
theological	teolojia	0.480	0.363	0.683
theology	Theolojia	0.448	0.330	0.711
theorem	theorem	0.500	0.296	0.615
theoretical	kinadharia	0.615	0.270	0.546
theory	nadharia	0.583	0.314	0.529
therapeutic	matibabu	0.625	0.275	0.680
therapeutics	matibabu	0.552	0.343	0.625
therapist	mtaalamu	0.468	0.430	0.679
therapy	tiba	0.490	0.353	0.607
thereabouts	huko	0.427	0.365	0.285
thereof	yake	0.542	0.265	0.281
therewith	na hayo	0.462	0.317	0.398
thermal	joto	0.480	0.360	0.509
thermocouple	thermocouple	0.406	0.406	0.422
thermodynamics	thermodynamics	0.510	0.594	0.678
thermometer	thermometer	0.400	0.327	0.473
thermos	thermos	0.582	0.255	0.328
thermostat	thermostat	0.439	0.480	0.321
thesaurus	thesaurus	0.520	0.480	0.509
thesis	thesis	0.583	0.582	0.552
thick	nene	0.449	0.433	0.596
thicken	piga	0.406	0.398	0.509
thickening	kuenea	0.448	0.355	0.434
thicket	mfupa	0.385	0.373	0.324
thickness	unene	0.552	0.370	0.443
thief	mwizi	0.088	0.888	0.443
thigh	pua	0.469	0.433	0.588
thimble	thimble	0.490	0.192	0.218
thin	nyembamba	0.469	0.337	0.356
thing	kitu	0.449	0.222	0.260
things	vitu	0.519	0.250	0.368
thingy	kitu	0.458	0.312	0.158
think	fikiria	0.786	0.408	0.618
thinker	mtaalamu	0.706	0.386	0.764
thinking	kufikiri	0.720	0.308	0.595
third	cha tatu	0.551	0.187	0.304
thirds	theluthi	0.402	0.327	0.345
thirst	kiu	0.298	0.519	0.307
thirsty	kiu	0.281	0.660	0.310
thirteen	kumi na tatu	0.459	0.385	0.331
thirteenth	kumi na tatu	0.408	0.330	0.425
thirty	thelathini	0.562	0.349	0.316
thistle	shaba	0.427	0.423	0.357
thither	huko	0.500	0.270	0.316
thong	thong	0.467	0.596	0.269
thorn	mwiba	0.296	0.541	0.427
thorny	miiba	0.177	0.690	0.500
thorough	vizuri	0.467	0.350	0.558
thoroughbred	kabisa	0.669	0.740	0.716
thoroughfare	thoroughfare	0.582	0.481	0.490
thought	mawazo	0.780	0.315	0.571
thoughtful	kuzingatia	0.667	0.290	0.527
thoughtfulness	kufikiri	0.867	0.269	0.667
thoughtless	wasio na mawazo	0.194	0.580	0.452
thoughts	mawazo	0.745	0.382	0.691
thousand	elfu	0.663	0.355	0.480
thrash	tamaa	0.260	0.510	0.472
thread	thread	0.646	0.184	0.209
threat	tishio	0.135	0.865	0.667
threaten	tishia	0.104	0.958	0.590
threatened	kutishiwa	0.052	0.928	0.354
threatening	kutishia	0.071	0.875	0.652
three	tatu	0.653	0.225	0.377
threefold	mara tatu	0.521	0.400	0.534
threesome	tamaa	0.490	0.676	0.560
thresh	fanya	0.490	0.417	0.500
threshold	kizingiti	0.531	0.519	0.575
thrice	tatu	0.469	0.442	0.462
thrift	tamaa	0.760	0.217	0.649
thrifty	tamaa	0.604	0.380	0.676
thrill	furaha	0.888	0.837	0.711
thrilled	furaha	0.898	0.818	0.807
thriller	kusisimua	0.490	0.796	0.645
thrilling	kusisimua	0.930	0.827	0.782
thrive	kustawi	0.948	0.529	0.772
thriving	kustawi	0.865	0.521	0.779
throat	koo	0.350	0.538	0.346
throb	koa	0.500	0.673	0.556
throbbing	kupiga	0.645	0.808	0.491
throes	koo	0.146	0.760	0.235
throne	kiti cha enzi	0.724	0.606	0.887
throng	umati	0.480	0.810	0.706
throttle	pigo	0.562	0.804	0.750
throw	kutupa	0.344	0.770	0.623
throwback	kutupa	0.280	0.454	0.356
thrower	thrower	0.470	0.690	0.717
thrown	kutupwa	0.500	0.550	0.619
thrush	thrush	0.306	0.490	0.454
thrust	fanya	0.510	0.647	0.663
thruster	thruster	0.698	0.812	0.719
thud	thud	0.255	0.686	0.620
thug	mhuni	0.240	0.882	0.667
thumb	kidole	0.673	0.271	0.361
thumbprint	thumbprint	0.510	0.347	0.451
thump	thump	0.280	0.792	0.608
thumper	thumper	0.354	0.623	0.457
thumping	kupiga	0.214	0.755	0.566
thunder	ngurumo	0.296	0.916	0.526
thunderbolt	umeme	0.418	0.719	0.642
thunderclap	sauti	0.390	0.833	0.607
thundering	umeme	0.337	0.778	0.700
thunderstorm	mvua	0.135	0.860	0.784
thunderstruck	radi	0.194	0.716	0.509
thwart	tamaa	0.281	0.684	0.409
thx	Asante	0.562	0.425	0.461
thyme	thyme	0.561	0.255	0.325
thyroid	tezi	0.234	0.455	0.373
tiara	tiara	0.719	0.300	0.472
tibia	tibia	0.450	0.302	0.425
tic	tic	0.271	0.438	0.250
tick	Jiza	0.521	0.386	0.412
ticked	ticked	0.469	0.386	0.455
ticker	ticker	0.479	0.471	0.509
ticket	tiketi	0.684	0.387	0.434
tickle	tamaa	0.760	0.727	0.342
tickled	kukumbwa	0.755	0.707	0.364
ticklish	ticklish	0.823	0.814	0.345
tidal	tidal	0.592	0.539	0.519
tidal wave	mawimbi ya bahari	0.240	0.894	0.736
tidbit	tidbit	0.552	0.382	0.385
tide	wimbi	0.541	0.556	0.420
tidings	habari	0.610	0.510	0.694
tidy	tidy	0.760	0.208	0.647
tie	tamaa	0.663	0.464	0.431
tier	tier	0.520	0.245	0.560
tiff	tiff	0.531	0.415	0.343
tiger	tiger	0.479	0.765	0.664
tighten	kaza	0.388	0.487	0.627
tightness	tightness	0.344	0.606	0.759
tightrope	tightrope	0.354	0.653	0.279
tights	tights	0.583	0.343	0.269
tilde	tilde	0.520	0.314	0.321
tile	tile	0.429	0.245	0.348
tiling	kupiga	0.600	0.330	0.315
till	NO TRANSLATION	0.490	0.327	0.319
tillage	kupitisha	0.552	0.591	0.540
tiller	tiller	0.448	0.410	0.290
tilt	tilt	0.365	0.549	0.463
tilting	kuchochea	0.459	0.384	0.340
timber	mbao	0.332	0.202	0.386
timberland	timberland	0.550	0.415	0.571
timbre	timbre	0.460	0.480	0.296
time	wakati	0.604	0.288	0.609
timeless	bila wakati	0.408	0.468	0.583
timeliness	ufanisi	0.760	0.404	0.582
timely	wakati	0.865	0.387	0.591
timeout	muda umeisha	0.344	0.433	0.322
timepiece	kipande cha muda	0.650	0.279	0.461
timer	timer	0.469	0.433	0.500
times	nyakati	0.490	0.279	0.439
timetable	ratiba	0.561	0.189	0.491
timewasters	NO TRANSLATION	0.391	0.535	0.291
timid	wasiwasi	0.327	0.276	0.132
timidity	aibu	0.333	0.358	0.153
timing	muda	0.521	0.311	0.577
tin	NO TRANSLATION	0.469	0.370	0.217
tincture	tincture	0.440	0.360	0.402
tine	NO TRANSLATION	0.438	0.373	0.284
tinfoil	takfoil	0.448	0.284	0.311
tinge	tinge	0.469	0.292	0.264
tingle	tundu	0.460	0.560	0.264
tingling	kusonga	0.427	0.615	0.340
tinker	tinker	0.396	0.528	0.275
tinkering	kuchochea	0.531	0.490	0.448
tinkle	NO TRANSLATION	0.562	0.529	0.356
tinkling	kupiga	0.612	0.530	0.324
tinnitus	tinnitus	0.384	0.536	0.411
tinsel	batili	0.663	0.521	0.473
tint	tint	0.582	0.292	0.273
tiny	vidogo	0.479	0.196	0.125
tip	ncha	0.708	0.221	0.518
tipper	tipper	0.427	0.571	0.431
tipster	tipster	0.490	0.462	0.490
tipsy	tipsy	0.510	0.625	0.570
tiptoe	tiptoe	0.510	0.490	0.407
tirade	tirade	0.378	0.587	0.532
tire	tairi	0.438	0.385	0.381
tired	amechoka	0.125	0.317	0.191
tiredness	uchovu	0.387	0.408	0.242
tiredofit	NO TRANSLATION	0.300	0.270	0.204
tireless	bila kujali	0.657	0.750	0.645
tiresome	tete	0.240	0.542	0.153
tiring	Kuchosha	0.153	0.510	0.176
tissue	tishu	0.558	0.236	0.345
tistheseason	NO TRANSLATION	0.646	0.548	0.435
tit	t	0.402	0.539	0.388
titan	titan	0.598	0.653	0.811
titanic	titanic	0.427	0.786	0.795
titanium	titani	0.520	0.470	0.704
tithe	ya kumi	0.507	0.276	0.385
title	cheo	0.708	0.356	0.574
titled	yenye jina	0.677	0.240	0.658
titty	titty	0.561	0.548	0.294
titular	NO TRANSLATION	0.704	0.385	0.760
toad	kitambaa	0.302	0.452	0.196
toast	toast	0.740	0.382	0.356
toaster	toaster	0.542	0.337	0.387
toasty	toasty	0.698	0.461	0.396
tobacco	tumbaku	0.327	0.546	0.387
toby	toby	0.427	0.375	0.330
tod	tod	0.469	0.330	0.384
today	leo	0.806	0.306	0.362
toddler	mtoto mdogo	0.812	0.469	0.368
toe	toe	0.406	0.221	0.293
toenail	toenail	0.530	0.380	0.306
toffee	toffee	0.658	0.510	0.396
tofu	tofu	0.521	0.330	0.283
toga	NO TRANSLATION	0.698	0.393	0.373
together	pamoja	0.874	0.392	0.658
togetherness	ushirikiano	0.906	0.360	0.635
toil	kazi	0.558	0.510	0.583
toilet	choo	0.490	0.290	0.233
toils	misumari	0.480	0.710	0.482
token	ishara	0.510	0.418	0.414
tolerable	kustahiki	0.750	0.350	0.374
tolerance	uvumilivu	0.875	0.206	0.649
tolerant	kuvumilia	0.765	0.192	0.618
tolerate	kuvumilia	0.724	0.430	0.588
toleration	uvumilivu	0.776	0.442	0.727
toll	toll	0.296	0.422	0.453
tomahawk	tomahawk	0.510	0.642	0.504
tomato	nyanya	0.550	0.183	0.275
tomatoes	nyanya	0.615	0.240	0.272
tomb	kaburi	0.112	0.500	0.343
tombstone	jiwe la kaburi	0.204	0.441	0.311
tomcat	tomcat	0.520	0.412	0.386
tome	kwangu	0.429	0.316	0.492
tomorrow	kesho	0.792	0.377	0.407
ton	NO TRANSLATION	0.560	0.418	0.604
tone	toni	0.551	0.355	0.411
toner	toner	0.448	0.300	0.368
tong	NO TRANSLATION	0.475	0.480	0.370
tongs	viboko	0.500	0.459	0.321
tongue	ulimi	0.542	0.432	0.482
tonic	tonic	0.541	0.360	0.500
tonnage	tonnage	0.323	0.382	0.590
tonsils	tonsils	0.347	0.373	0.283
toocold	NO TRANSLATION	0.420	0.550	0.379
tool	chombo	0.490	0.350	0.594
toolbox	chombo cha zana	0.531	0.316	0.472
tooling	zana	0.510	0.406	0.634
toomuchtodo	NO TRANSLATION	0.420	0.688	0.355
toot	toot	0.500	0.481	0.373
tooth	jino	0.439	0.250	0.367
toothache	maumivu ya meno	0.188	0.853	0.412
toothbrush	shayiri ya meno	0.517	0.330	0.321
toothed	toothed	0.449	0.394	0.352
toothless	wasio na hatia	0.312	0.541	0.272
toothpaste	dawa ya meno	0.510	0.290	0.371
toothpick	toothpick	0.561	0.216	0.185
toots	toots	0.552	0.480	0.451
top	juu	0.760	0.400	0.554
topaz	Topazi	0.643	0.325	0.384
topic	mada	0.520	0.276	0.427
topical	topical	0.561	0.340	0.500
