Word	Finnish-fi	Valence	Arousal	Dominance
ravage	runnella	0.214	0.755	0.575
rave	rave	0.490	0.637	0.420
raven	korppi	0.479	0.446	0.426
ravenous	ahnas	0.406	0.700	0.509
ravine	rotko	0.354	0.673	0.413
raving	raivoava	0.312	0.764	0.358
ravioli	ravioli	0.656	0.281	0.308
ravishing	hurmaava	0.745	0.833	0.830
raw	raaka	0.143	0.349	0.342
rawhide	nahas	0.292	0.360	0.327
rawr	rawr	0.457	0.635	0.406
ray	säde	0.550	0.670	0.538
razor	partaveitsi	0.260	0.610	0.481
reach	saavuttaa	0.719	0.625	0.690
react	suhtautua	0.500	0.716	0.717
reaction	reaktio	0.470	0.811	0.706
reactionary	taantumuksellinen	0.406	0.573	0.690
reactive	reagoiva	0.434	0.817	0.721
reactor	reaktori	0.438	0.794	0.772
read	lukea	0.740	0.283	0.611
reader	lukija	0.776	0.224	0.602
readership	lukijakunta	0.698	0.306	0.422
readily	helposti	0.740	0.290	0.547
readiness	valmius	0.708	0.531	0.700
reading	lukeminen	0.781	0.183	0.415
readjustment	uudelleenjärjestely	0.560	0.563	0.510
readout	lukea ääneen	0.590	0.250	0.518
ready	valmis	0.770	0.388	0.648
readytogo	readytogo	0.667	0.654	0.578
reaffirm	vahvistavat	0.750	0.559	0.654
reagent	reagenssin	0.385	0.698	0.642
real	todellinen	0.719	0.510	0.717
realism	realismi	0.740	0.545	0.670
realist	realisti	0.720	0.572	0.809
realistic	realistinen	0.700	0.520	0.783
reality	todellisuus	0.786	0.365	0.787
realization	oivallus	0.554	0.510	0.836
realize	ymmärtää	0.757	0.462	0.647
realm	valtakunta	0.708	0.509	0.878
realtor	kiinteistönvälittäjä	0.429	0.471	0.582
realty	realty	0.633	0.471	0.648
ream	riisi	0.490	0.173	0.346
reap	niittää	0.677	0.422	0.623
reaper	elonkorjaaja	0.340	0.565	0.464
reappear	ilmestyä uudelleen	0.688	0.625	0.632
rear	takaosa	0.459	0.520	0.284
rearrange	järjestää uudelleen	0.656	0.510	0.729
rearrangement	toisiintuminen	0.542	0.527	0.769
reason	syy	0.781	0.455	0.712
reasonable	kohtuullinen	0.902	0.337	0.726
reasonableness	kohtuullisuus	0.729	0.448	0.665
reasoning	perustelut	0.729	0.365	0.729
reasons	syyt	0.583	0.460	0.571
reassemble	koota	0.552	0.540	0.589
reassign	siirtää	0.359	0.490	0.559
reassignment	siirtämisellä	0.551	0.480	0.415
reassurance	varmuus	0.875	0.127	0.593
reassure	vakuuttaa	0.837	0.306	0.630
reassured	vakuutti	0.854	0.186	0.519
reassuring	rauhoittava	0.847	0.308	0.691
rebate	hyvitys	0.667	0.569	0.510
rebel	kapinallinen	0.235	0.830	0.555
rebellion	kapina	0.245	0.843	0.746
rebellious	kapinallinen	0.344	0.880	0.663
rebels	kapinalliset	0.135	0.860	0.609
rebirth	uudestisyntyminen	0.781	0.712	0.780
reboot	reboot	0.673	0.577	0.519
reborn	uudestisyntynyt	0.802	0.618	0.737
rebound	ponnahtaa	0.521	0.480	0.506
rebuild	uudistaa	0.656	0.557	0.519
rebuke	nuhtelu	0.115	0.677	0.429
rebut	kiistää	0.154	0.519	0.573
rebuttal	kiistäminen	0.312	0.690	0.540
recalcitrant	niskoitteleva	0.357	0.624	0.580
recall	palauttaa mieleen	0.583	0.351	0.525
recant	luopua	0.333	0.575	0.482
recap	kertaus	0.602	0.578	0.667
recapture	vallata takaisin	0.333	0.656	0.658
recast	uudelleenlaatiminen	0.367	0.481	0.500
recede	häipyä	0.231	0.449	0.245
receding	väistymässä	0.224	0.418	0.333
receipt	kuitti	0.542	0.230	0.415
receipts	tulot	0.320	0.333	0.381
receive	vastaanottaa	0.740	0.462	0.551
received	otettu vastaan	0.646	0.436	0.561
receiver	vastaanotin	0.583	0.464	0.586
receiving	vastaanotetaan	0.719	0.562	0.623
recent	viimeaikainen	0.592	0.365	0.589
receptacle	astia	0.500	0.451	0.426
reception	vastaanotto	0.694	0.375	0.567
receptionist	vastaanottovirkailija	0.677	0.430	0.385
receptive	vastaanottavainen	0.729	0.519	0.639
receptor	-reseptorin	0.417	0.360	0.510
recess	syvennys	0.646	0.510	0.367
recesses	syvennykset	0.367	0.470	0.379
recession	lama	0.368	0.398	0.373
recharge	ladata	0.584	0.702	0.664
recheck	tarkista	0.440	0.490	0.529
recherche	NO TRANSLATION	0.458	0.490	0.363
recidivism	uusintarikollisuus	0.245	0.520	0.558
recipe	resepti	0.698	0.271	0.415
recipient	vastaanottaja	0.604	0.324	0.679
reciprocal	vastavuoroinen	0.677	0.520	0.660
reciprocate	vastavuoroisesti	0.760	0.460	0.618
reciprocity	vastavuoroisuus	0.740	0.673	0.556
recital	kappaleessa	0.838	0.440	0.572
recitation	lausunta	0.708	0.519	0.462
recite	lausua	0.688	0.398	0.453
reckless	holtiton	0.262	0.788	0.279
recklessness	piittaamattomuus	0.292	0.763	0.380
reckon	arvella	0.643	0.420	0.472
reckoning	reckoning	0.418	0.622	0.532
reclaim	pelastaa	0.469	0.724	0.648
reclamation	talteenotto	0.573	0.750	0.548
recline	kallistaa	0.460	0.404	0.418
reclining	makuuasentoon	0.448	0.312	0.317
recluse	erakko	0.240	0.490	0.446
recognition	tunnustus	0.833	0.587	0.726
recognizable	tunnistettava	0.625	0.400	0.609
recognize	tunnistaa	0.760	0.315	0.600
recognized	tunnistettu	0.875	0.458	0.786
recoil	rekyyli	0.089	0.429	0.259
recollect	muistaa	0.688	0.491	0.602
recollection	muistikuva	0.722	0.337	0.566
recombinant	rekombinantti	0.561	0.519	0.463
recombination	rekombinaatio	0.510	0.492	0.602
recommend	suositella	0.812	0.439	0.672
recommendation	suositus	0.912	0.388	0.664
recompense	hyvittää	0.844	0.620	0.853
recon	tiedustelu	0.500	0.447	0.400
reconcile	sovittaa yhteen	0.760	0.470	0.625
reconciliation	sovinto	0.896	0.570	0.604
reconfigure	reconfigure	0.429	0.500	0.658
reconnaissance	tiedustelu	0.729	0.604	0.712
reconnect	uudelleen	0.630	0.548	0.667
reconsider	harkita uudelleen	0.448	0.442	0.582
reconsideration	uudelleenkäsittelyä	0.531	0.459	0.611
reconstitution	saattamisen	0.587	0.461	0.783
reconstruct	rekonstruoida	0.740	0.618	0.718
reconstruction	jälleenrakennus	0.625	0.719	0.667
reconstructive	korjaavaan	0.596	0.444	0.722
reconvene	kutsumaan	0.490	0.529	0.560
record	ennätys	0.552	0.421	0.500
recorder	nauhuri	0.551	0.374	0.481
recording	äänite	0.573	0.537	0.474
recount	tarkistuslaskenta	0.479	0.402	0.509
recoup	saada takaisin	0.719	0.422	0.575
recourse	turvautua	0.402	0.337	0.598
recover	toipua	0.918	0.510	0.647
recoverable	kerrytettävissä	0.780	0.388	0.709
recovery	elpyminen	0.781	0.402	0.737
recreate	luoda uudestaan	0.724	0.545	0.616
recreation	virkistys	0.909	0.632	0.660
recreational	virkistys-	0.896	0.686	0.479
recruit	rekrytoida	0.551	0.654	0.633
recruiter	rekrytoija	0.662	0.630	0.690
recruiting	rekrytointi	0.448	0.787	0.693
recruitment	rekrytointi	0.479	0.645	0.591
recruits	rekrytoi	0.396	0.653	0.593
rectal	rektaalisesti	0.344	0.618	0.410
rectangle	suorakulmio	0.479	0.225	0.438
rectangular	suorakulmainen	0.438	0.240	0.307
rectification	oikaisua	0.449	0.560	0.695
rectify	korjata	0.625	0.480	0.634
rector	rehtori	0.458	0.406	0.862
rectory	pappila	0.490	0.373	0.704
rectum	peräsuoli	0.438	0.443	0.491
recumbent	makaava	0.429	0.370	0.352
recuperation	toipuminen	0.688	0.418	0.500
recur	toistua	0.479	0.500	0.416
recurrence	toistuminen	0.490	0.538	0.615
recurrent	toistuva	0.552	0.500	0.561
recurring	toistuva	0.370	0.560	0.445
recursion	rekursio	0.312	0.580	0.543
recursive	rekursiivinen	0.459	0.590	0.561
recursively	rekursiivisesti	0.427	0.519	0.618
recycle	kierrättää	0.521	0.392	0.526
recycled	kierrätetään	0.561	0.316	0.409
recycling	kierrätys	0.552	0.320	0.509
red	punainen	0.427	0.385	0.377
reddish	punertava	0.521	0.337	0.328
redecorate	kunnostaa	0.602	0.444	0.490
redeem	lunastaa	0.633	0.469	0.491
redeemed	lunastettu	0.625	0.378	0.434
redemption	lunastus	0.376	0.408	0.545
redesign	uudistaa	0.622	0.460	0.396
redhead	punapää	0.677	0.549	0.518
redheaded	punatukkainen	0.510	0.520	0.428
redirect	kääntää	0.469	0.360	0.648
redneck	punaniska	0.401	0.500	0.348
redness	punaisuus	0.151	0.470	0.417
redo	tehdä uudelleen	0.481	0.500	0.535
redress	korjata	0.677	0.558	0.649
reduce	vähentää	0.219	0.304	0.336
reduced	pelkistetty	0.229	0.365	0.204
reduction	vähentäminen	0.365	0.382	0.240
redundancy	irtisanominen	0.316	0.262	0.589
redundant	tarpeeton	0.210	0.500	0.527
redwood	punapuu	0.592	0.350	0.443
reed	ruoko	0.490	0.350	0.307
reef	riutta	0.583	0.490	0.456
reefer	pilveä	0.500	0.453	0.421
reefs	riuttoja	0.531	0.471	0.455
reek	haista	0.177	0.480	0.311
reel	kela	0.449	0.332	0.395
reelection	uudelleenvalinnan	0.541	0.673	0.681
reeling	rullata	0.327	0.542	0.267
reenactment	reenactment	0.771	0.592	0.768
reentry	paluu	0.604	0.449	0.500
reestablish	palauttamaan	0.635	0.490	0.692
ref	viite	0.469	0.380	0.368
refer	viitata	0.506	0.358	0.558
referee	tuomari	0.531	0.644	0.778
reference	viite	0.633	0.312	0.595
referendum	kansanäänestys	0.510	0.469	0.643
referral	lähete	0.694	0.314	0.603
refill	täyttää	0.670	0.400	0.464
refine	jalostaa	0.653	0.460	0.640
refined	puhdistettu	0.850	0.430	0.653
refinement	hienostuneisuus	0.719	0.387	0.709
refinery	jalostamo	0.646	0.444	0.565
refining	jalostus	0.694	0.466	0.664
refit	olla korjattavana	0.500	0.577	0.506
reflect	heijastaa	0.698	0.342	0.472
reflecting	heijastava	0.590	0.408	0.471
reflection	heijastus	0.710	0.500	0.528
reflective	heijastava	0.656	0.292	0.735
reflector	heijastin	0.479	0.510	0.500
reflex	refleksi	0.583	0.460	0.538
reflux	refluksi	0.281	0.559	0.347
reform	uudistaa	0.531	0.490	0.797
reformation	uudistaminen	0.809	0.500	0.558
reformer	uskonpuhdistaja	0.562	0.569	0.905
refraction	taittuminen	0.388	0.471	0.526
refractor	refractor	0.510	0.541	0.433
refractory	tulenkestävä	0.520	0.357	0.588
refrain	pidättäytyä	0.314	0.373	0.277
refraining	pidättäytymällä	0.418	0.453	0.404
refresh	virkistää	0.719	0.640	0.689
refreshed	virkeänä	0.910	0.377	0.480
refreshing	virkistävä	0.936	0.520	0.571
refreshment	virvoke	0.667	0.410	0.352
refrigerate	jäähdyttää	0.635	0.357	0.457
refrigeration	jäähdytys	0.735	0.392	0.500
refrigerator	jääkaappi	0.677	0.260	0.391
refuel	tankata	0.592	0.445	0.500
refuge	turvapaikka	0.640	0.238	0.481
refugee	pakolainen	0.379	0.607	0.327
refund	maksun palautus	0.541	0.528	0.430
refurbish	kunnostaa	0.656	0.633	0.541
refusal	epääminen	0.052	0.610	0.321
refuse	kieltäytyä	0.180	0.520	0.331
refused	kieltäytyi	0.163	0.475	0.188
refusing	epäämisestä	0.143	0.670	0.203
refutation	kumottu	0.312	0.726	0.566
refute	kumota	0.312	0.731	0.583
regain	saada takaisin	0.729	0.520	0.759
regal	loistelias	0.643	0.459	0.556
regalia	arvonmerkit	0.760	0.441	0.556
regard	ottaa huomioon	0.802	0.336	0.809
regatta	regatta	0.740	0.471	0.435
regency	holhoojahallitus	0.520	0.472	0.630
regenerate	uudistua	0.782	0.607	0.767
regeneration	uudistuminen	0.760	0.640	0.845
regent	valtionhoitaja	0.680	0.529	0.675
reggae	reggae	0.698	0.520	0.500
regime	järjestelmä	0.290	0.668	0.773
regimen	kuuri	0.428	0.538	0.840
regiment	rykmentti	0.469	0.722	0.755
regimental	rykmentin-	0.292	0.637	0.817
region	alue	0.540	0.295	0.712
regional	alueellinen	0.620	0.400	0.607
regionalism	regionalismi	0.640	0.500	0.773
register	ilmoittautua	0.490	0.412	0.654
registrar	kirjaaja	0.599	0.537	0.574
registration	rekisteröinti	0.622	0.396	0.574
registry	kirjaamo	0.573	0.320	0.583
regress	taantua	0.255	0.442	0.300
regression	regressio	0.312	0.500	0.324
regressive	regressiivinen	0.302	0.434	0.363
regret	katua	0.230	0.623	0.331
regretful	pahoillaan	0.167	0.480	0.188
regrettable	valitettava	0.104	0.374	0.245
regretted	pahoitteli	0.352	0.540	0.368
regretting	pahoittelee	0.255	0.567	0.273
regroup	järjestyä uudelleen	0.633	0.602	0.797
regular	säännöllinen	0.435	0.188	0.558
regularity	säännöllisyys	0.663	0.337	0.585
regulars	vakituisesti	0.729	0.327	0.508
regulate	säännellä	0.510	0.275	0.481
regulated	säännelty	0.531	0.269	0.483
regulation	säätö	0.542	0.425	0.667
regulator	säädin	0.500	0.336	0.668
regulatory	sääntelyn	0.531	0.448	0.528
regurgitation	pulauttelu	0.160	0.647	0.315
rehab	kuntoutus	0.531	0.450	0.593
rehabilitate	kuntouttaa	0.671	0.538	0.642
rehabilitation	kuntoutus	0.406	0.528	0.606
rehash	toistaminen	0.405	0.451	0.403
rehearsal	harjoitus	0.667	0.470	0.500
rehearse	harjoitella	0.588	0.622	0.500
reign	vallita	0.806	0.567	0.873
reigning	Hallitseva	0.677	0.632	0.870
reimburse	hyvittää	0.680	0.418	0.527
reimbursement	korvaus	0.653	0.610	0.567
rein	ohjat	0.500	0.357	0.438
reincarnation	reinkarnaatio	0.786	0.747	0.676
reindeer	poro	0.592	0.336	0.396
reinforce	vahvistaa	0.604	0.583	0.760
reinforcement	vahvistaminen	0.729	0.702	0.902
reinforcements	vahvistukset	0.646	0.719	0.875
reins	ohjakset	0.480	0.448	0.545
reinstall	asenna	0.458	0.500	0.745
reinstate	palauttaa	0.760	0.551	0.596
reinstatement	palauttamista	0.729	0.521	0.707
reinvest	investoivat	0.570	0.627	0.763
reinvestment	uudelleeninvestointi	0.582	0.622	0.782
reiterate	toistaa	0.422	0.451	0.655
reject	hylätä	0.060	0.647	0.370
rejected	hylätty	0.102	0.480	0.250
rejection	hylkäys	0.080	0.704	0.330
rejects	hylkää	0.083	0.637	0.422
rejoice	iloita	0.827	0.650	0.698
rejoicing	riemu	0.811	0.637	0.592
rejoin	liittyä	0.655	0.548	0.556
rejuvenate	nuorentaa	0.776	0.588	0.767
rejuvenated	nuorennusleikkauksen	0.809	0.673	0.700
rekindle	sytyttää uudestaan	0.656	0.520	0.788
relapse	uusiutuminen	0.173	0.460	0.303
relate	koskea	0.653	0.500	0.623
related	liittyvä	0.677	0.365	0.519
relation	suhde	0.857	0.604	0.625
relationship	yhteys	0.867	0.566	0.589
relative	suhteellinen	0.500	0.378	0.386
relativity	suhteellisuus	0.594	0.393	0.615
relax	rentoutua	0.927	0.250	0.375
relaxant	relaxant	0.878	0.087	0.357
relaxation	rentoutuminen	0.873	0.161	0.381
relaxed	rento	0.865	0.090	0.382
relaxing	rentouttava	0.854	0.157	0.475
relay	rele	0.738	0.542	0.543
release	julkaisu	0.740	0.606	0.741
released	julkaisi	0.844	0.490	0.651
relegation	putoaminen	0.375	0.500	0.434
relentless	säälimätön	0.333	0.713	0.904
relevance	merkityksellisyys	0.710	0.599	0.791
relevancy	merkityksellisyys	0.724	0.481	0.673
relevant	merkityksellinen	0.719	0.608	0.764
reliability	luotettavuus	0.917	0.380	0.696
reliable	luotettava	0.912	0.241	0.875
reliance	riippuvuus	0.844	0.431	0.853
relic	jäänne	0.646	0.452	0.591
relics	pyhäinjäännöksiä	0.719	0.580	0.579
relief	helpotus	0.844	0.278	0.481
relieve	lievittää	0.813	0.183	0.536
relieved	helpottunut	0.896	0.314	0.391
relieving	lievittää	0.740	0.255	0.455
relight	relight	0.560	0.588	0.519
religion	uskonto	0.646	0.320	0.755
religious	uskonnollinen	0.740	0.238	0.696
relinquish	luovuttaa	0.265	0.606	0.286
relish	nautittavuus	0.854	0.610	0.632
relive	kokea uudelleen	0.750	0.650	0.693
reload	ladata	0.562	0.611	0.571
relocate	uudelleensijoittaa	0.500	0.594	0.640
relocation	siirtäminen	0.396	0.500	0.475
reluctance	haluttomuus	0.240	0.606	0.373
reluctant	vastahakoinen	0.292	0.630	0.432
rely	luottaa	0.812	0.429	0.616
remain	jäädä jäljelle	0.709	0.365	0.731
remainder	loput	0.398	0.357	0.324
remaining	jäljelle jäänyt	0.449	0.290	0.296
remains	jäännökset	0.610	0.240	0.565
remake	tehdä uudelleen	0.583	0.488	0.642
remand	tutkintavankeus	0.245	0.446	0.318
remark	huomautus	0.561	0.325	0.716
remarkable	huomattava	0.880	0.573	0.720
remarkably	huomattavasti	0.688	0.618	0.868
remarry	mennä uudestaan ​​naimisiin	0.653	0.791	0.540
rematch	uusintaottelua	0.469	0.798	0.627
remedial	parantava	0.369	0.418	0.509
remedy	parannuskeino	0.625	0.283	0.491
remember	muistaa	0.776	0.422	0.454
remembered	muistetaan	0.916	0.333	0.588
remembering	muistaminen	0.535	0.386	0.509
remembrance	muisto	0.812	0.250	0.519
remind	muistuttaa	0.721	0.415	0.563
reminder	muistutus	0.552	0.423	0.589
reminisce	muistella menneitä	0.903	0.490	0.363
reminiscent	muistuttaa	0.500	0.481	0.611
reminiscing	muistelee	0.688	0.431	0.418
remiss	huolimaton	0.190	0.650	0.325
remission	remissio	0.418	0.330	0.518
remit	vastuualueeseen	0.510	0.509	0.473
remittance	rahalähetys	0.684	0.479	0.454
remnant	jäännös	0.367	0.312	0.388
remodel	uudistaa	0.604	0.647	0.693
remorse	katumus	0.103	0.673	0.377
remorseful	katuvainen	0.347	0.429	0.250
remote	etä	0.458	0.333	0.477
remoteness	syrjäinen	0.323	0.510	0.339
removal	poistaminen	0.245	0.540	0.368
remove	poistaa	0.292	0.539	0.472
remover	poistoaine	0.337	0.443	0.526
remuneration	korvaus	0.792	0.760	0.607
renaissance	renessanssi	0.771	0.670	0.767
renal	munuais-	0.300	0.480	0.415
rencontre	NO TRANSLATION	0.510	0.452	0.463
rend	NO TRANSLATION	0.429	0.423	0.385
render	tehdä	0.541	0.395	0.448
rendering	tulkinta	0.531	0.434	0.667
rendezvous	kohtaaminen	0.750	0.490	0.658
rendition	esitys	0.417	0.360	0.398
renegade	luopio	0.140	0.640	0.509
renegotiate	neuvotella	0.580	0.702	0.708
renew	uudistaa	0.868	0.481	0.713
renewal	uusiminen	0.770	0.710	0.672
renounce	kieltää	0.156	0.490	0.552
renovate	kunnostaa	0.878	0.549	0.755
renovated	remontoitu	0.783	0.406	0.657
renovation	kunnostus	0.816	0.590	0.779
renown	kuuluisuus	0.693	0.475	0.693
renowned	kuuluisa	0.844	0.481	0.697
rent	vuokrata	0.344	0.429	0.446
rental	vuokra	0.510	0.370	0.308
renter	vuokraaja	0.590	0.301	0.371
renunciation	luopuminen	0.260	0.578	0.336
reopen	uudelleen	0.656	0.528	0.568
reorganization	uudelleenjärjestely	0.622	0.587	0.754
reorganize	järjestää uudelleen	0.667	0.590	0.722
rep	edustaja	0.520	0.510	0.640
repaint	maalaa	0.622	0.382	0.308
repair	korjaus	0.583	0.460	0.589
repairman	korjaaja	0.582	0.426	0.707
reparation	hyvitys	0.531	0.615	0.732
repay	maksaa takaisin	0.469	0.632	0.592
repayment	takaisinmaksu	0.479	0.490	0.474
repeal	kumota	0.260	0.480	0.482
repeat	toistaa	0.490	0.529	0.552
repeated	toistettu	0.429	0.472	0.314
repeatedly	toistuvasti	0.479	0.575	0.500
repeater	toistin	0.479	0.426	0.430
repel	hylkiä	0.224	0.620	0.441
repellant	karkote	0.292	0.620	0.426
repellent	hylkivä	0.286	0.500	0.491
repelling	hylkivä	0.184	0.633	0.429
repent	katua	0.449	0.422	0.386
repentance	katumus	0.417	0.604	0.324
repentant	katuvainen	0.326	0.500	0.200
repertoire	ohjelmisto	0.633	0.594	0.667
repertory	skaala	0.562	0.473	0.528
repetition	kertaus	0.375	0.519	0.396
repetitive	toistuva	0.320	0.438	0.362
rephrase	muotoilla uudelleen	0.547	0.451	0.549
replace	korvata	0.417	0.520	0.500
replacement	korvaus	0.385	0.519	0.500
replay	uusinta	0.612	0.522	0.761
replenish	täydentää	0.615	0.336	0.689
replete	kylläinen	0.552	0.497	0.670
replica	kopio	0.480	0.520	0.493
replicate	toistaa	0.480	0.630	0.585
replication	replikointi	0.342	0.618	0.510
reply	Vastaa	0.762	0.290	0.596
report	raportti	0.583	0.444	0.575
reported	raportoitu	0.418	0.442	0.567
reporter	reportteri	0.531	0.550	0.604
repose	levätä	0.469	0.100	0.330
reposition	asemoida	0.408	0.529	0.509
repository	säilytyspaikka	0.406	0.396	0.500
repossess	ottaa haltuunsa	0.418	0.667	0.552
reprehensible	tuomittava	0.316	0.569	0.351
represent	edustaa	0.781	0.433	0.861
representation	edustus	0.677	0.542	0.750
representative	edustaja	0.704	0.366	0.694
represented	edustettuina	0.724	0.444	0.688
representing	edustavat	0.796	0.464	0.833
repress	tukahduttaa	0.208	0.612	0.536
repressed	tukahdutettu	0.188	0.337	0.311
repression	tukahduttaminen	0.214	0.764	0.481
reprieve	lykkäys	0.531	0.471	0.574
reprimand	nuhtelu	0.153	0.528	0.465
reprint	uusintapainos	0.510	0.449	0.527
reprisal	kosto	0.125	0.788	0.545
reprise	Reprise	0.459	0.500	0.464
reproach	moite	0.240	0.755	0.384
reproduce	jäljentää	0.823	0.622	0.760
reproduction	jäljentäminen	0.800	0.736	0.713
reproductive	lisääntymis-	0.770	0.604	0.856
reprogram	ohjelmoida	0.519	0.404	0.557
reptile	matelija	0.350	0.566	0.365
republic	tasavalta	0.635	0.340	0.830
republican	tasavaltalainen	0.398	0.551	0.664
repudiation	kieltäminen	0.167	0.686	0.274
repugnance	vastenmielisyys	0.062	0.684	0.425
repugnant	vastenmielinen	0.061	0.735	0.453
repulsion	vastenmielisyys	0.247	0.673	0.353
repulsive	vastenmielinen	0.146	0.775	0.425
repurchase	takaisinosto	0.531	0.592	0.557
reputable	hyvämaineinen	0.781	0.462	0.919
reputation	maine	0.740	0.542	0.721
repute	maine	0.729	0.500	0.702
reputed	väitetty	0.439	0.528	0.627
request	pyyntö	0.625	0.471	0.618
requiem	sielumessu	0.475	0.382	0.426
require	vaatia	0.398	0.439	0.560
required	edellytetään	0.583	0.509	0.700
requirement	vaatimus	0.510	0.439	0.728
requisite	tarvittava	0.448	0.363	0.609
requisition	pakkoluovutus	0.478	0.510	0.649
reread	kertausta	0.448	0.377	0.492
reroute	ohjata kiertoteitse	0.540	0.598	0.598
rerun	uusinta	0.333	0.620	0.529
reschedule	uudelleenjärjestelystä	0.438	0.422	0.537
rescind	kumota	0.347	0.380	0.391
rescission	purkaminen	0.333	0.529	0.360
rescue	pelastaa	0.806	0.926	0.850
research	tutkimus	0.633	0.663	0.741
researcher	tutkija	0.569	0.510	0.857
resection	resektio	0.375	0.482	0.500
resemblance	yhdennäköisyys	0.743	0.216	0.570
resemble	muistuttaa	0.602	0.388	0.463
resembling	muistuttavat	0.592	0.250	0.529
resent	paheksua	0.073	0.553	0.163
resentful	ärtynyt	0.120	0.608	0.324
resentment	kauna	0.163	0.745	0.528
reservation	varaus	0.688	0.343	0.561
reserve	varata	0.585	0.289	0.589
reserved	varattu	0.594	0.316	0.583
reserves	varaukset	0.653	0.363	0.520
reservoir	varasto	0.531	0.276	0.462
reset	asettaa uudelleen	0.490	0.450	0.574
reside	asua	0.451	0.440	0.455
residence	asuinpaikka	0.615	0.382	0.585
residences	asuntoja	0.618	0.418	0.509
residency	residenssi	0.694	0.357	0.679
resident	asukas	0.592	0.327	0.500
residential	asuin-	0.720	0.210	0.589
residual	jäljelle jäävä	0.448	0.288	0.327
residue	jäännös	0.354	0.330	0.183
resign	erota	0.250	0.543	0.273
resignation	eroaminen	0.145	0.392	0.310
resigned	alistunut	0.240	0.170	0.268
resilience	kimmoisuus	0.531	0.440	0.667
resilient	kimmoisa	0.542	0.540	0.801
resin	hartsi	0.284	0.308	0.400
resist	vastustaa	0.414	0.676	0.651
resistance	vastus	0.427	0.694	0.796
resistant	kestävä	0.592	0.585	0.815
resisting	vastustavat	0.408	0.776	0.789
resistive	resistiivinen	0.396	0.519	0.651
resolute	päättäväinen	0.771	0.510	0.712
resolutely	päättäväisesti	0.714	0.453	0.805
resolution	päätöslauselma	0.780	0.550	0.745
resolve	ratkaista	0.710	0.472	0.750
resolved	ratkaistu	0.735	0.357	0.683
resonance	resonanssi	0.541	0.426	0.629
resonant	kaikuva	0.542	0.633	0.663
resonate	värähdellä	0.582	0.610	0.644
resonator	resonaattori	0.469	0.608	0.519
resort	lomakeskus	0.573	0.441	0.632
resounding	raikuva	0.490	0.708	0.596
resource	resurssi	0.740	0.357	0.749
resourceful	neuvokas	0.906	0.704	0.886
resources	voimavarat	0.604	0.348	0.627
respect	kunnioittaminen	0.927	0.344	0.758
respectability	kunniallisuus	0.875	0.407	0.912
respectable	kunniallinen	0.850	0.350	0.889
respected	arvostettu	0.908	0.441	0.853
respectful	kunnioittava	0.951	0.386	0.814
respecting	kunnioittaen	0.837	0.321	0.720
respective	kunkin	0.625	0.413	0.721
respects	suhteissa	0.840	0.387	0.824
respiration	hengitys	0.760	0.377	0.669
respirator	hengityssuojain	0.433	0.398	0.453
respiratory	hengitys	0.500	0.450	0.552
respite	hengähdystauko	0.600	0.373	0.420
resplendent	häikäisevä	0.905	0.673	0.755
respond	vastata	0.573	0.435	0.594
respondent	vastaaja	0.449	0.455	0.480
response	vastaus	0.615	0.500	0.472
responsibility	vastuu	0.760	0.500	0.852
responsible	vastuullinen	0.837	0.527	0.833
responsive	herkkä	0.816	0.569	0.573
rest	levätä	0.907	0.167	0.300
restart	uudelleenkäynnistää	0.531	0.519	0.554
restaurant	ravintola	0.847	0.406	0.500
rested	levännyt	0.792	0.235	0.462
restful	rauhallinen	0.781	0.116	0.413
restitution	palautus	0.583	0.542	0.643
restless	levoton	0.219	0.810	0.304
restlessness	levottomuus	0.083	0.794	0.397
restock	täydentää	0.510	0.538	0.645
restoration	entisöinti	0.755	0.426	0.734
restorative	vahvistava	0.633	0.510	0.703
restore	palauttaa	0.765	0.490	0.625
restored	palautettu	0.892	0.410	0.728
restoring	palauttaminen	0.820	0.490	0.783
restrain	hillitä	0.134	0.696	0.434
restrained	hillitty	0.354	0.590	0.509
restraining	hillitsevä	0.296	0.702	0.672
restraint	rajoitus	0.167	0.618	0.520
restrict	rajoittaa	0.115	0.539	0.577
restricted	rajoitettu	0.276	0.500	0.407
restriction	rajoitus	0.130	0.590	0.569
restrictive	rajoittava	0.215	0.596	0.500
restroom	wC	0.653	0.279	0.267
result	tulos	0.812	0.490	0.652
resultant	tuloksena	0.670	0.441	0.637
resume	jatkaa	0.573	0.411	0.586
resumption	jatkaminen	0.637	0.528	0.653
resurrect	elvyttää	0.781	0.725	0.817
resurrection	ylösnousemus	0.708	0.740	0.759
resuscitate	elvyttää	0.531	0.696	0.818
resuscitation	elvytys	0.753	0.768	0.795
retail	jälleenmyynti	0.510	0.353	0.411
retailer	jälleenmyyjä	0.708	0.439	0.595
retain	säilyttää	0.367	0.451	0.630
retainer	pidike	0.396	0.422	0.356
retaining	säilyttäen	0.417	0.559	0.632
retake	uusintaotos	0.616	0.471	0.591
retaliate	kostaa	0.111	0.812	0.595
retaliation	kosto	0.156	0.812	0.491
retaliatory	vastatoimet	0.194	0.865	0.598
retard	kehitysvammainen	0.194	0.347	0.222
retardation	jälkeenjääneisyys	0.125	0.360	0.155
retarded	kehitysvammainen	0.302	0.462	0.161
retards	hidastaa	0.362	0.434	0.218
retention	säilyttäminen	0.344	0.490	0.558
