Word	Samoan-sm	Valence	Arousal	Dominance
superhuman	superhuman	0.810	0.745	0.895
superimposed	sili atu	0.490	0.529	0.683
superintendent	pule sili	0.592	0.570	0.942
superior	sili	0.801	0.697	0.940
superiority	maualuga	0.582	0.602	0.959
superlative	silisili	0.714	0.566	0.737
superman	alii sili	0.945	0.794	0.929
supermarket	supermarket	0.690	0.547	0.571
supermodel	supermodel	0.880	0.663	0.698
supernatant	supernatant	0.500	0.500	0.565
supernatural	mea ofoofogia	0.622	0.824	0.733
supernova	supernova	0.729	0.673	0.827
superposition	puleaina	0.480	0.570	0.806
superpower	pule malosi	0.806	0.784	0.972
supersede	sili atu	0.479	0.510	0.518
superstar	sili atu	0.885	0.860	0.880
superstition	talitonuga faanuupo	0.177	0.640	0.418
superstitious	taufaasese	0.281	0.545	0.514
superstore	fale faʻapitoa	0.719	0.600	0.640
supervise	vaavaaia	0.698	0.555	0.889
supervision	vaavaaiga	0.459	0.578	0.825
supervisor	supavaisa	0.615	0.479	0.933
supper	talisuaga	0.708	0.429	0.552
suppertime	taimi talisuaga	0.792	0.388	0.461
supplant	sui	0.344	0.558	0.463
supple	supple	0.812	0.528	0.436
supplement	faʻaopoopoga	0.745	0.406	0.491
supplemental	faʻaopoopoga	0.604	0.404	0.555
supplementary	faaopoopo	0.625	0.352	0.541
supplication	talosaga	0.469	0.570	0.309
supplier	tagata faʻatau	0.615	0.462	0.736
supplies	sapalai	0.698	0.390	0.595
supply	sapalai	0.708	0.519	0.603
support	lagolago	0.811	0.472	0.737
supported	lagolagoina	0.853	0.408	0.613
supporter	lagolago	0.721	0.510	0.698
supporters	lagolago	0.763	0.539	0.558
supporting	lagolago	0.634	0.490	0.764
supportive	lagolago	0.875	0.420	0.635
suppose	manatu	0.551	0.343	0.348
supposed	manatu	0.296	0.378	0.379
supposing	manatu	0.449	0.451	0.357
supposition	manatu	0.531	0.408	0.526
suppress	taofia	0.281	0.559	0.509
suppression	tapunia	0.267	0.541	0.537
supremacy	supavaisa	0.794	0.706	0.943
supreme	sili	0.812	0.700	0.974
supremely	sili atu	0.833	0.725	0.897
surcharge	tau faaopoopo	0.375	0.528	0.500
sure	mautinoa	0.724	0.270	0.793
surety	faʻamaoni	0.776	0.365	0.750
surf	galulolo	0.847	0.650	0.500
surface	luga	0.448	0.375	0.604
surfboard	laupapa	0.729	0.730	0.387
surfer	togi	0.704	0.701	0.554
surge	vaʻaia	0.449	0.684	0.500
surgeon	fomai tipitipi	0.500	0.598	0.793
surgery	taotoga	0.286	0.769	0.600
surgical	taotoga	0.327	0.696	0.723
surly	luga	0.221	0.469	0.493
surmise	masini	0.529	0.400	0.347
surname	igoa ole igoa	0.670	0.250	0.493
surpassing	sili atu	0.719	0.660	0.720
surplus	tupe faasili	0.602	0.680	0.630
surprise	faateia	0.875	0.875	0.562
surprised	ofo	0.784	0.855	0.539
surprises	mea faateʻia	0.875	0.769	0.632
surprising	ofo	0.888	0.790	0.692
surprisingly	ofo	0.847	0.793	0.819
surreal	luga	0.550	0.529	0.670
surrender	toe faafoi	0.115	0.396	0.186
surrendering	tuʻuina atu	0.198	0.411	0.245
surrogate	togi	0.406	0.590	0.472
surround	siosiomia	0.542	0.623	0.627
surrounding	siosiomia	0.531	0.422	0.669
surroundings	siosiomaga	0.600	0.346	0.492
surveillance	mataʻituina	0.365	0.720	0.718
survey	suʻesuʻega	0.580	0.357	0.379
surveying	siaki	0.488	0.455	0.682
surveyor	fuafanua	0.545	0.337	0.648
survival	ola	0.541	0.798	0.879
survive	ola	0.770	0.824	0.726
surviving	ola pea	0.646	0.836	0.721
survivor	tagata ola	0.677	0.750	0.815
susceptibility	faʻafitauli	0.458	0.627	0.364
susceptible	faʻafitauli	0.438	0.449	0.304
sushi	sushi	0.698	0.343	0.394
suspect	masalosalo	0.133	0.750	0.509
suspected	masalomia	0.173	0.755	0.452
suspend	taofi le tumau	0.240	0.320	0.368
suspended	taofia lē tumau	0.224	0.402	0.368
suspenders	tagata faʻapitoa	0.391	0.333	0.500
suspense	masalosalo	0.286	0.775	0.402
suspension	faʻamalolo	0.288	0.530	0.426
suspicion	masalosalo	0.204	0.711	0.377
suspicions	masalosaloga	0.208	0.745	0.500
suspicious	masalosalo	0.153	0.745	0.431
sustain	lagolagoina	0.635	0.358	0.593
sustained	lagolagoina	0.649	0.340	0.580
sustenance	meaʻai	0.820	0.519	0.679
suture	suture	0.240	0.510	0.510
suv	suv	0.552	0.431	0.446
sux	NO TRANSLATION	0.406	0.531	0.331
swab	swab	0.470	0.364	0.259
swag	swag	0.656	0.676	0.654
swagger	swagger	0.333	0.731	0.538
swallow	foloina	0.466	0.608	0.436
swami	swami	0.510	0.547	0.491
swamp	aau	0.245	0.425	0.235
swamped	fafati	0.156	0.480	0.270
swampy	aau	0.306	0.390	0.412
swan	swan	0.781	0.225	0.357
swank	swank	0.490	0.500	0.442
swap	swap	0.552	0.500	0.509
swarm	sosolo	0.302	0.735	0.458
swarming	sosolo	0.375	0.600	0.435
swastika	swastika	0.316	0.472	0.491
swat	fesuiaʻi	0.380	0.694	0.571
sway	sisi	0.690	0.596	0.721
swear	tauto	0.601	0.577	0.658
swearing	tauto	0.333	0.559	0.586
sweat	afu	0.388	0.579	0.297
sweater	ofu mafanafana	0.704	0.245	0.295
sweating	sosolo	0.292	0.667	0.265
sweatshirt	suti	0.510	0.368	0.353
sweatshop	uila	0.385	0.797	0.602
sweaty	afu	0.281	0.540	0.304
sweep	salu	0.448	0.385	0.383
sweeper	salu	0.470	0.549	0.414
sweeping	salu	0.344	0.431	0.355
sweet	suamalie	0.668	0.418	0.382
sweeten	suamalie	0.908	0.455	0.423
sweetened	suamalie	0.940	0.461	0.398
sweetener	suamalie	0.670	0.333	0.330
sweetest	sili ona manaia	0.959	0.500	0.370
sweetheart	manamea	0.959	0.423	0.509
sweetie	suamalie	0.990	0.549	0.560
sweetness	suamalie	0.906	0.474	0.528
sweets	sweets	0.910	0.422	0.321
swell	fuga	0.360	0.679	0.348
swelling	fulafula	0.323	0.608	0.250
sweltering	sweltering	0.204	0.644	0.362
swerve	sui	0.276	0.612	0.357
swift	vave	0.760	0.776	0.698
swiftly	vave	0.660	0.885	0.618
swig	fuga	0.604	0.481	0.406
swill	telefoni	0.427	0.528	0.322
swim	aau	0.688	0.461	0.529
swimmer	aau aau	0.657	0.698	0.610
swimming	aau	0.760	0.559	0.524
swimsuit	aau	0.740	0.373	0.269
swindle	faasee	0.122	0.740	0.439
swindler	fesuiaʻi	0.125	0.721	0.575
swine	puaa	0.340	0.519	0.277
swing	fesuiaʻi	0.602	0.510	0.481
swinger	swinger	0.459	0.778	0.482
swinging	faasee	0.656	0.510	0.312
swipe	swipe	0.573	0.450	0.266
swirl	faʻanoanoa	0.490	0.726	0.639
swish	swish	0.562	0.510	0.474
switch	fesuiaiga	0.500	0.538	0.509
switchblade	fesuiaiga	0.357	0.596	0.528
switchboard	laupapa	0.571	0.519	0.558
swivel	soʻo	0.562	0.480	0.500
swollen	fufula	0.236	0.510	0.277
swoon	sopo	0.292	0.510	0.160
swoop	supa	0.479	0.618	0.446
sword	pelu	0.438	0.653	0.713
swordfish	pelu	0.564	0.520	0.442
swordplay	pelu	0.616	0.750	0.528
swordsman	tagata faʻatau	0.395	0.857	0.696
sycamore	sycamore	0.500	0.401	0.527
syllable	syllable	0.448	0.250	0.417
syllabus	syllabus	0.736	0.370	0.643
symbiotic	faailoga	0.832	0.425	0.406
symbol	faailoga	0.643	0.388	0.527
symbolic	faatusa	0.670	0.385	0.574
symbolically	faatusa	0.582	0.385	0.648
symbolism	faailoga	0.688	0.347	0.640
symbolize	faatusa	0.633	0.327	0.673
symmetric	foliga tutusa	0.745	0.212	0.588
symmetrical	tutusa	0.542	0.263	0.569
symmetry	foliga tutusa	0.604	0.274	0.500
sympathetic	alofagia	0.796	0.434	0.609
sympathize	alofagia	0.770	0.627	0.644
sympathy	lagona alofa	0.827	0.497	0.634
symphonic	symphonic	0.775	0.545	0.566
symphony	faʻalogo	0.765	0.490	0.600
symposium	faʻasalalauga	0.573	0.394	0.644
symptom	uiga	0.380	0.529	0.434
symptomatic	faailoga	0.367	0.434	0.491
synagogue	sunako	0.531	0.300	0.544
synapse	synapse	0.660	0.471	0.491
synaptic	synaptic	0.573	0.553	0.622
sync	sync	0.802	0.440	0.670
synchronize	faʻafetaui	0.781	0.361	0.654
synchronous	felagolagomaʻi	0.600	0.538	0.545
syncope	syncope	0.245	0.538	0.398
syndicate	faʻatasi	0.439	0.491	0.673
syndrome	maʻi	0.229	0.510	0.246
synergistic	synergistic	0.571	0.550	0.547
synergy	synergy	0.667	0.510	0.720
synod	synod	0.469	0.377	0.574
synonym	synonym	0.615	0.210	0.433
synonymous	tutusa	0.480	0.323	0.400
synopsis	otootoga	0.541	0.390	0.482
synoptic	synoptic	0.561	0.510	0.596
syntax	syntax	0.531	0.346	0.559
synthesis	sifi	0.604	0.315	0.377
synthesizer	synthesizer	0.500	0.410	0.592
synthetic	gaosia	0.396	0.350	0.519
syphilis	syphilis	0.071	0.606	0.245
syringe	tui	0.250	0.680	0.330
syrup	syrup	0.620	0.223	0.318
system	faiga	0.615	0.346	0.764
systematic	faʻatulagaina	0.617	0.444	0.594
systematically	faʻapitoa	0.690	0.390	0.651
t-shirt	t-mitiafu	0.815	0.286	0.284
tab	tab	0.594	0.208	0.308
tabasco	tabasco	0.375	0.546	0.404
tabby	mautinoa	0.510	0.426	0.387
tabernacle	tapeneko	0.408	0.480	0.605
table	laulau	0.551	0.170	0.284
tableau	NO TRANSLATION	0.531	0.302	0.321
tablecloth	ie laulau	0.480	0.165	0.215
tablespoon	sipuni tele	0.490	0.353	0.245
tablet	papa	0.562	0.330	0.438
tableware	laulau	0.677	0.250	0.276
tabloid	tabloid	0.438	0.365	0.444
taboo	taboo	0.198	0.794	0.482
tabular	faʻamau	0.438	0.330	0.462
tabulate	faʻamaonia	0.480	0.403	0.598
tabulation	faʻamatalaga	0.396	0.346	0.526
tachometer	tachometer	0.398	0.394	0.518
tacit	tacit	0.459	0.340	0.473
tack	tack	0.365	0.431	0.431
tackle	toso	0.365	0.686	0.569
tackled	osofaia	0.438	0.612	0.569
tackling	osofaia	0.480	0.694	0.613
tacky	tacky	0.245	0.490	0.373
taco	taco	0.561	0.353	0.277
tact	togafiti	0.550	0.417	0.417
tactful	atamai	0.704	0.292	0.537
tactic	togafiti	0.531	0.434	0.798
tactical	maaleale	0.594	0.481	0.684
tactics	auala	0.583	0.676	0.774
tactile	mataʻutia	0.573	0.410	0.491
tad	NO TRANSLATION	0.459	0.240	0.250
tadpole	tadpole	0.350	0.434	0.218
taffeta	taffeta	0.604	0.279	0.405
taffy	taffy	0.448	0.431	0.204
tag	tag	0.612	0.353	0.375
tail	siʻuʻu	0.480	0.272	0.293
tailed	faʻatonutonuina	0.438	0.358	0.351
tailgate	laina	0.323	0.340	0.398
tailings	tosoina	0.439	0.311	0.446
taillight	faʻalelei	0.479	0.367	0.283
tailor	faʻatonutonu	0.573	0.206	0.450
tailoring	faʻatatau	0.673	0.540	0.566
tailpipe	tailpipe	0.460	0.429	0.409
taint	taʻavale	0.141	0.425	0.226
take	ave	0.828	0.537	0.348
takeoff	aveese mai	0.755	0.884	0.626
takeout	ave ese	0.736	0.392	0.368
takeover	sui tulaga	0.663	0.531	0.861
taker	taʻavale	0.375	0.521	0.618
talcum	taleni	0.500	0.196	0.291
tale	tala	0.663	0.300	0.336
talent	taleni	0.959	0.607	0.811
talented	taleni	0.939	0.635	0.938
talisman	talisman	0.704	0.542	0.642
talk	talanoa	0.833	0.346	0.594
talkative	talanoa	0.562	0.673	0.535
talker	tagata tautala	0.500	0.604	0.552
tall	umi	0.725	0.591	0.538
tallies	umi	0.551	0.290	0.402
tallow	taliga	0.344	0.283	0.290
tally	Tally	0.542	0.420	0.518
talon	tolo	0.344	0.569	0.475
talons	NO TRANSLATION	0.320	0.698	0.525
tambourine	toluse	0.622	0.548	0.348
tame	NO TRANSLATION	0.560	0.604	0.642
tamer	tamamea	0.385	0.783	0.815
taming	faʻamalosi	0.569	0.514	0.575
tamper	faʻamalolo	0.184	0.802	0.545
tampon	tampon	0.396	0.394	0.345
tan	tan	0.643	0.460	0.444
tandem	aogā	0.552	0.406	0.485
tang	tang	0.594	0.383	0.340
tangent	tanu	0.573	0.373	0.454
tangerine	tangerine	0.571	0.271	0.395
tangible	tino	0.646	0.350	0.679
tangle	tafaʻi	0.354	0.545	0.254
tangled	faanatinati	0.260	0.539	0.316
tango	tango	0.622	0.560	0.430
tank	tane	0.431	0.454	0.634
tank top	fagu luga	0.610	0.371	0.371
tanker	vaʻavaʻa	0.520	0.647	0.713
tanned	tanned	0.615	0.550	0.491
tantalizing	faʻamaonia	0.525	0.788	0.625
tantamount	tutusa	0.633	0.288	0.670
tantrum	ita	0.219	0.817	0.404
taoism	taoʻaga	0.490	0.250	0.456
tap	tap	0.461	0.370	0.349
tape	lipine	0.531	0.277	0.254
tape measure	lipine fua	0.406	0.250	0.360
taper	taper	0.541	0.410	0.415
tapering	tapering	0.344	0.380	0.237
tapestry	tapuni	0.520	0.176	0.362
tapeworm	lipine mata	0.357	0.334	0.331
tapioca	tapioca	0.594	0.297	0.324
taps	taps	0.448	0.378	0.409
tar	ta	0.438	0.440	0.570
tarantula	tarantula	0.260	0.718	0.544
tardiness	tuai	0.296	0.452	0.260
tardy	tuai	0.204	0.592	0.293
target	taulaʻi	0.633	0.573	0.798
targeted	tulimatai	0.573	0.537	0.573
targeting	tulimatai	0.510	0.420	0.580
tariff	faasologa o tiute	0.459	0.402	0.491
tarmac	tarmac	0.357	0.302	0.398
tarnish	tarnish	0.204	0.441	0.342
tarot	talotiti	0.479	0.422	0.430
tarp	NO TRANSLATION	0.479	0.210	0.364
tarry	tuai	0.392	0.413	0.388
tart	tart	0.719	0.380	0.219
tartan	tartan	0.448	0.423	0.389
tartar	tartar	0.214	0.351	0.212
task	galuega	0.550	0.353	0.500
tassel	au	0.552	0.330	0.307
taste	tofo	0.802	0.406	0.465
tasteful	tofo	0.918	0.458	0.625
tasteless	leai se mea	0.146	0.196	0.148
tasting	tofo	0.781	0.603	0.600
tasty	fiafia	0.959	0.786	0.555
tat	tat	0.429	0.380	0.404
tattler	tattler	0.417	0.530	0.434
tattletale	tattletale	0.633	0.406	0.317
tattoo	peʻa	0.490	0.602	0.525
taught	aoao atu	0.814	0.481	0.642
taunt	taufaaleaga	0.083	0.696	0.355
taupe	taupe	0.406	0.340	0.386
taut	tautua	0.432	0.704	0.457
tavern	tavern	0.516	0.577	0.475
tawdry	toso	0.375	0.510	0.398
tawny	tawny	0.551	0.398	0.400
tax	lafoga	0.260	0.481	0.534
taxed	lafoga	0.255	0.456	0.500
taxi	taxi	0.542	0.362	0.430
taxicab	lafoga	0.479	0.430	0.355
taxonomy	lafoga	0.370	0.410	0.630
taxpayer	tagata fai lafoga	0.592	0.528	0.647
tea	lauti	0.698	0.163	0.370
teach	aʻoaʻo	0.840	0.510	0.852
teacher	faiaoga	0.760	0.404	0.885
teaching	aʻoaʻoga	0.822	0.444	0.736
teacup	teacup	0.633	0.135	0.277
teahouse	tea	0.802	0.314	0.288
teal	leal	0.540	0.293	0.321
team	au	0.708	0.461	0.688
teamjesus	NO TRANSLATION	0.673	0.453	0.536
teammate	au uo	0.865	0.449	0.660
teamwork	galulue faatasi	0.918	0.490	0.773
teapot	taapot	0.479	0.110	0.309
tear	loimata	0.404	0.620	0.327
tearful	loimata	0.208	0.500	0.184
tearsofjoy	NO TRANSLATION	0.926	0.740	0.455
teary	teary	0.167	0.473	0.216
tease	tamaʻitaʻi	0.317	0.790	0.432
teaser	teaser	0.510	0.558	0.534
teasing	taufaalili	0.235	0.725	0.352
teaspoon	teaspoon	0.521	0.330	0.221
teat	leat	0.612	0.469	0.328
teatime	taatime	0.847	0.159	0.339
tech	tekinolosi	0.684	0.491	0.732
technical	tekinolosi	0.510	0.490	0.736
technicality	tomai	0.632	0.471	0.661
technician	tekinisia	0.592	0.510	0.713
technique	metotia	0.760	0.414	0.593
techno	tekinolosi	0.561	0.539	0.500
technological	tekinolosi	0.680	0.452	0.815
technology	tekonolosi	0.776	0.490	0.825
ted	Ted	0.712	0.453	0.336
teddy bear	teli pea	0.890	0.170	0.192
tedious	mataʻutia	0.104	0.406	0.241
tedium	tedium	0.224	0.331	0.298
tee	tee	0.459	0.373	0.377
teeming	teu	0.582	0.550	0.727
teen	talavou	0.729	0.531	0.568
teenage	talavou	0.667	0.673	0.558
teenager	talavou	0.781	0.593	0.527
teens	talavou	0.653	0.660	0.440
teensy	talavou	0.520	0.427	0.347
teeny	talavou	0.427	0.418	0.216
teeth	nifo	0.520	0.388	0.427
teething	leething	0.396	0.471	0.474
teflon	Teflon	0.354	0.245	0.434
telegram	telefoni	0.561	0.542	0.550
telegraph	telefoni	0.594	0.423	0.400
telekinesis	telefoni	0.582	0.646	0.667
telemetry	telefoni	0.460	0.382	0.611
telepathic	Telepathic	0.602	0.490	0.642
telepathy	telepathy	0.594	0.510	0.588
telephone	telefoni	0.694	0.520	0.425
telescope	telescope	0.531	0.340	0.500
telescopic	telescopic	0.490	0.290	0.660
telethon	teleton	0.643	0.641	0.473
teletype	teletupe	0.532	0.392	0.455
televised	televised	0.625	0.519	0.518
television	televise	0.633	0.391	0.547
tell	taʻu	0.551	0.350	0.457
teller	au	0.500	0.395	0.443
telling	tala	0.719	0.441	0.527
telltale	tala	0.240	0.663	0.426
temp	temp	0.490	0.440	0.314
temper	ita	0.633	0.623	0.818
tempera	fua	0.458	0.318	0.245
temperament	uiga masani	0.420	0.625	0.703
temperamental	uiga masani	0.316	0.774	0.608
temperance	le gaoia	0.500	0.294	0.639
temperate	taugofie	0.469	0.394	0.593
temperature	vevela	0.521	0.559	0.473
tempered	faʻafefe	0.583	0.437	0.667
tempest	afā	0.245	0.843	0.653
template	ata	0.479	0.311	0.411
temple	malumalu	0.612	0.269	0.660
tempo	NO TRANSLATION	0.582	0.337	0.500
temporal	faaletino	0.500	0.413	0.360
temporarily	mo sina taimi	0.500	0.365	0.373
temporary	lē tumau	0.458	0.415	0.324
tempt	faaosooso	0.210	0.677	0.500
temptation	faaosoosoga	0.365	0.817	0.560
tempting	faaosooso	0.615	0.740	0.519
temptress	faaosooso	0.427	0.787	0.667
ten	sefulu	0.562	0.260	0.406
tenable	faʻamalosi	0.741	0.412	0.636
tenacious	faʻamalosi	0.724	0.658	0.692
tenacity	faʻamalosi	0.740	0.657	0.889
tenancy	nofoia	0.500	0.458	0.605
tenant	tagata nofoia	0.385	0.360	0.398
tend	taugofie	0.604	0.398	0.412
tendency	naunauga	0.684	0.500	0.675
tender	vaivai	0.630	0.520	0.509
tenderfoot	uila	0.469	0.421	0.438
tenderness	agavaivai	0.949	0.276	0.367
tending	tausiga	0.622	0.556	0.594
tendon	tendon	0.341	0.271	0.463
tenement	tenement	0.470	0.384	0.550
tenet	tenet	0.667	0.333	0.636
tenets	pepa	0.734	0.357	0.667
tenfold	faasefulu	0.469	0.418	0.500
tennis	tenisi	0.622	0.519	0.431
tenor	tenor	0.587	0.451	0.500
tense	tens	0.396	0.439	0.655
tensile	faletupe	0.458	0.510	0.618
tension	popolega	0.304	0.810	0.529
tent	faleʻie	0.510	0.275	0.333
tentacle	faʻailoga	0.370	0.559	0.398
tentative	taumafaiga	0.582	0.657	0.534
tenth	tulaga sefulu	0.510	0.349	0.382
tenths	sefulu vae	0.406	0.294	0.284
tenuous	mataga	0.398	0.263	0.276
tenure	nofo	0.615	0.472	0.611
tepee	lepela	0.500	0.337	0.373
tepid	lepid	0.337	0.327	0.237
tequila	Tequila	0.612	0.710	0.536
teriyaki	teriyaki	0.646	0.449	0.431
term	taimi	0.450	0.255	0.598
terminal	faʻaiʻuga	0.316	0.434	0.483
terminate	muta	0.171	0.410	0.441
termination	faʻaiʻuga	0.344	0.472	0.545
terminator	tagata faʻamavae	0.370	0.663	0.737
terminology	faaupuga	0.612	0.284	0.566
terminus	ua maeʻa	0.281	0.382	0.615
termite	vaitaimi	0.265	0.480	0.408
terms	fuaitau	0.490	0.362	0.645
tern	tern	0.573	0.365	0.309
ternary	ternary	0.550	0.406	0.480
terrace	terrace	0.615	0.269	0.411
terrain	fanua	0.540	0.300	0.472
terrestrial	terrestrial	0.542	0.413	0.582
terrible	mataʻutia	0.061	0.849	0.604
terribly	tele	0.061	0.731	0.430
terrier	terrier	0.562	0.540	0.431
terrific	mataʻutia	0.859	0.650	0.821
terrified	fefe	0.090	0.902	0.387
terrifies	fefefe	0.083	0.923	0.500
terrify	fefefe	0.052	0.889	0.509
terrifying	mataʻu	0.031	0.836	0.602
territorial	teritori	0.405	0.600	0.766
territory	teritori	0.625	0.469	0.676
terror	fefe	0.069	0.902	0.415
terrorism	faiga faatupu faalavelave	0.060	0.971	0.673
terrorist	tagata faatupu faalavelave	0.019	0.930	0.679
terrorists	tagata faatupu faalavelave	0.062	0.967	0.688
terrorize	fefefe	0.041	0.907	0.577
terse	tala	0.542	0.393	0.409
tertiary	aoga maualuga	0.500	0.350	0.431
test	suega	0.449	0.500	0.509
testament	molimau	0.594	0.420	0.806
testicle	suʻesuʻega	0.458	0.651	0.410
testicular	testicular	0.388	0.680	0.453
testify	molimau	0.521	0.650	0.741
testimonial	molimau	0.541	0.538	0.750
testimony	molimau	0.615	0.578	0.643
testosterone	testosterone	0.573	0.840	0.775
testy	NO TRANSLATION	0.135	0.640	0.357
tetanus	tetanus	0.133	0.577	0.368
tether	tether	0.323	0.620	0.407
tethered	tosoina	0.260	0.472	0.351
tetrahedral	tetrahedral	0.595	0.468	0.423
text	tusiga	0.604	0.157	0.402
textbook	tusi aoga	0.622	0.235	0.526
textile	textile	0.604	0.235	0.395
textural	textural	0.660	0.296	0.445
texture	ituaiga	0.615	0.215	0.412
tgif	tgif	0.542	0.471	0.436
thank	faafetai	0.958	0.353	0.526
thankful	faafetai	0.969	0.344	0.714
thankgod	faafetai	0.823	0.451	0.466
thanking	faʻafetai	0.917	0.538	0.658
thankless	faafetai	0.146	0.500	0.497
thanks	fa'afetai	0.918	0.472	0.461
thanksalot	NO TRANSLATION	0.908	0.428	0.525
thanksgiving	faafetai	0.927	0.449	0.637
thankyougod	NO TRANSLATION	0.900	0.446	0.651
thankyoujesus	NO TRANSLATION	0.878	0.406	0.604
thankyoulord	NO TRANSLATION	0.809	0.388	0.466
thatch	lena	0.337	0.245	0.161
thatmoment	NO TRANSLATION	0.667	0.389	0.340
thaumaturgy	talatala	0.510	0.546	0.618
thaw	malulu	0.438	0.321	0.327
theater	fale faafiafia	0.760	0.635	0.516
theatrical	tafaoga	0.720	0.690	0.546
theatrics	mataitusi	0.694	0.539	0.486
thebest	o le sili lava	0.760	0.596	0.719
theft	gaoi	0.135	0.867	0.394
theism	talitonuga	0.460	0.431	0.481
theistic	Theist	0.397	0.365	0.509
thelife	le ola	0.688	0.566	0.629
thelittlethings	NO TRANSLATION	0.571	0.240	0.324
theme	autu	0.541	0.176	0.427
theocracy	leocracy	0.490	0.427	0.722
theocratic	aʻoga	0.380	0.480	0.605
theologian	leologian	0.521	0.304	0.759
theological	aʻoaʻoga faʻalelotu	0.480	0.363	0.683
theology	aʻoaʻoga	0.448	0.330	0.711
theorem	aʻoaʻoga	0.500	0.296	0.615
theoretical	faʻamatalaga	0.615	0.270	0.546
theory	aʻoaʻoga	0.583	0.314	0.529
therapeutic	togafiti	0.625	0.275	0.680
therapeutics	togafitiga	0.552	0.343	0.625
therapist	fomaʻi	0.468	0.430	0.679
therapy	togafitiga	0.490	0.353	0.607
thereabouts	o loʻo i ai	0.427	0.365	0.285
thereof	o ia mea	0.542	0.265	0.281
therewith	i ai	0.462	0.317	0.398
thermal	vevela	0.480	0.360	0.509
thermocouple	thermocouple	0.406	0.406	0.422
thermodynamics	faʻamafanafana	0.510	0.594	0.678
thermometer	thermometer	0.400	0.327	0.473
thermos	vevela	0.582	0.255	0.328
thermostat	telefoni	0.439	0.480	0.321
thesaurus	lesaurus	0.520	0.480	0.509
thesis	suʻesuʻega	0.583	0.582	0.552
thick	mafiafia	0.449	0.433	0.596
thicken	mafiafia	0.406	0.398	0.509
thickening	mafiafia	0.448	0.355	0.434
thicket	vao	0.385	0.373	0.324
thickness	mafiafia	0.552	0.370	0.443
thief	gaoi	0.088	0.888	0.443
thigh	ogavae	0.469	0.433	0.588
thimble	tala faʻatatau	0.490	0.192	0.218
thin	mimiti	0.469	0.337	0.356
thing	mea	0.449	0.222	0.260
things	mea	0.519	0.250	0.368
thingy	mea mea	0.458	0.312	0.158
think	mafaufau	0.786	0.408	0.618
thinker	mafaufau	0.706	0.386	0.764
thinking	mafaufau	0.720	0.308	0.595
third	tulaga tolu	0.551	0.187	0.304
thirds	lona tolu	0.402	0.327	0.345
thirst	fiainu	0.298	0.519	0.307
thirsty	fiainu	0.281	0.660	0.310
thirteen	sefulu ma le tolu	0.459	0.385	0.331
thirteenth	tulaga sefulu ma le tolu	0.408	0.330	0.425
thirty	tolu sefulu	0.562	0.349	0.316
thistle	vao tuitui	0.427	0.423	0.357
thither	iina	0.500	0.270	0.316
thong	laina	0.467	0.596	0.269
thorn	talatala	0.296	0.541	0.427
thorny	tuitui	0.177	0.690	0.500
thorough	maeʻa	0.467	0.350	0.558
thoroughbred	lapisi	0.669	0.740	0.716
thoroughfare	auala lautele	0.582	0.481	0.490
thought	manatu	0.780	0.315	0.571
thoughtful	mafaufau loloto	0.667	0.290	0.527
thoughtfulness	mafaufauga	0.867	0.269	0.667
thoughtless	leai se mafaufau	0.194	0.580	0.452
thoughts	mafaufauga	0.745	0.382	0.691
thousand	afe	0.663	0.355	0.480
thrash	tuʻituʻi	0.260	0.510	0.472
thread	filo	0.646	0.184	0.209
threat	taufaamatau	0.135	0.865	0.667
threaten	taufaamatau	0.104	0.958	0.590
threatened	faamataʻuina	0.052	0.928	0.354
threatening	taufaamatau	0.071	0.875	0.652
three	tolu	0.653	0.225	0.377
threefold	tolu	0.521	0.400	0.534
threesome	tolu	0.490	0.676	0.560
thresh	solo	0.490	0.417	0.500
threshold	paepae	0.531	0.519	0.575
thrice	tolu	0.469	0.442	0.462
thrift	taugofie	0.760	0.217	0.649
thrifty	taugofie	0.604	0.380	0.676
thrill	fiafia	0.888	0.837	0.711
thrilled	fiafia	0.898	0.818	0.807
thriller	tagata faʻatau	0.490	0.796	0.645
thrilling	fiafia	0.930	0.827	0.782
thrive	manuia	0.948	0.529	0.772
thriving	ola manuia	0.865	0.521	0.779
throat	gutu	0.350	0.538	0.346
throb	togi	0.500	0.673	0.556
throbbing	togi	0.645	0.808	0.491
throes	togi	0.146	0.760	0.235
throne	nofoalii	0.724	0.606	0.887
throng	toatele	0.480	0.810	0.706
throttle	togi	0.562	0.804	0.750
throw	togi	0.344	0.770	0.623
throwback	togi	0.280	0.454	0.356
thrower	toso	0.470	0.690	0.717
thrown	lafo	0.500	0.550	0.619
thrush	vevela	0.306	0.490	0.454
thrust	lafo	0.510	0.647	0.663
thruster	gaogao	0.698	0.812	0.719
thud	tolu	0.255	0.686	0.620
thug	uʻu	0.240	0.882	0.667
thumb	limamatua	0.673	0.271	0.361
thumbprint	limamatua	0.510	0.347	0.451
thump	solo	0.280	0.792	0.608
thumper	gaugau	0.354	0.623	0.457
thumping	osofaʻi	0.214	0.755	0.566
thunder	faititili	0.296	0.916	0.526
thunderbolt	faititili	0.418	0.719	0.642
thunderclap	faititili	0.390	0.833	0.607
thundering	faititili	0.337	0.778	0.700
thunderstorm	faititili o le faititili	0.135	0.860	0.784
thunderstruck	faititili	0.194	0.716	0.509
thwart	faʻailoga	0.281	0.684	0.409
