Word	Sundanese-su	Valence	Arousal	Dominance
quotient	Bagi	0.615	0.290	0.580
rabbi	rabi	0.459	0.362	0.723
rabbit	kalinci	0.685	0.330	0.241
rabble	rabble	0.184	0.602	0.292
rabid	rabid	0.089	0.827	0.454
rabies	rabies	0.115	0.750	0.382
raccoon	rakun	0.541	0.435	0.320
race	balapan	0.592	0.426	0.658
racehorse	racehorse	0.719	0.702	0.600
racer	racer	0.480	0.631	0.678
racetrack	liliwatan balapan	0.708	0.808	0.624
racial	ras	0.292	0.519	0.513
racism	tindakan maliding ka bangsa nu beda-beda	0.122	0.673	0.487
racist	jelema nu maliding pisan ka hal suku bangsa	0.061	0.673	0.482
rack	rak	0.385	0.373	0.409
racket	raket	0.520	0.356	0.352
racketeering	racketeering	0.167	0.877	0.697
racking	racking	0.411	0.442	0.375
racquetball	racquetball	0.582	0.667	0.444
racy	racy	0.427	0.566	0.390
radar	radar	0.521	0.615	0.579
radial	radial	0.439	0.404	0.500
radiance	radiance	0.796	0.625	0.719
radiant	radian	0.888	0.717	0.791
radiate	radiate	0.719	0.735	0.738
radiation	radiasi	0.167	0.741	0.536
radiator	radiator	0.385	0.452	0.475
radical	radikal	0.500	0.792	0.811
radically	radikal	0.552	0.731	0.715
radio	radio	0.573	0.402	0.358
radioactive	radioaktip	0.190	0.798	0.741
radioactivity	radioaktivitas	0.240	0.910	0.696
radiograph	radiograph	0.561	0.490	0.491
radiography	radiography	0.469	0.614	0.543
radiologist	radiologist	0.490	0.423	0.634
radiology	radiology	0.459	0.460	0.574
radish	lobak	0.500	0.316	0.398
radium	radium	0.469	0.360	0.517
radius	radius	0.521	0.324	0.500
radon	Radon	0.323	0.418	0.375
raffle	raffle	0.640	0.510	0.454
raft	getek	0.510	0.229	0.228
rag	lap	0.255	0.226	0.180
rage	ambek-ambekan	0.082	0.888	0.658
ragemode	ragemode	0.363	0.663	0.454
ragetweet	NO TRANSLATION	0.398	0.551	0.431
ragged	ragged	0.198	0.519	0.226
raggedy	raggedy	0.198	0.531	0.314
raging	raging	0.219	0.927	0.598
rags	rags	0.434	0.309	0.198
ragtime	ragtime	0.469	0.602	0.398
raid	ngoroyok	0.350	0.726	0.560
raider	raider	0.302	0.860	0.525
rail	rel	0.470	0.500	0.526
railing	cekelanana tangga	0.551	0.298	0.440
railroad	erel kereta	0.591	0.592	0.500
railway	kareta api	0.613	0.615	0.623
raiment	raiment	0.667	0.402	0.377
rain	hujan	0.542	0.388	0.330
rainbow	katumbiri	0.878	0.350	0.462
rainbow trout	katumbiri trout	0.700	0.462	0.330
rainbows	rainbows	0.875	0.517	0.402
raincoat	jas hujan	0.458	0.300	0.525
raindrops	raindrops	0.698	0.337	0.311
rainfall	curah hujan	0.604	0.314	0.378
rainforest	rainforest	0.612	0.375	0.398
rainmaker	rainmaker	0.448	0.509	0.544
rainstorm	rainstorm	0.392	0.535	0.377
rainy	loba hujanna	0.610	0.451	0.433
rainyday	rainyday	0.520	0.380	0.315
raise	ngangkat	0.885	0.685	0.765
raised	diangkat	0.656	0.326	0.643
raisin	kismis	0.594	0.235	0.246
raising	raising	0.735	0.519	0.643
rake	ngagaro	0.410	0.286	0.314
rally	rally	0.612	0.680	0.554
ram	Ram	0.406	0.452	0.388
ramble	ramble	0.615	0.464	0.440
rambling	rambling	0.448	0.510	0.528
ramp	lamping	0.490	0.517	0.357
rampage	rampage	0.240	0.875	0.509
rampant	rampant	0.490	0.788	0.526
rampart	rampart	0.322	0.520	0.538
ramrod	ramrod	0.406	0.408	0.349
ranch	tempat keur sasato piaraan	0.357	0.420	0.409
rancher	rancher	0.510	0.520	0.543
rancid	rancid	0.156	0.451	0.214
random	acak	0.490	0.520	0.321
randomly	acak	0.410	0.594	0.302
randomness	randomness	0.418	0.449	0.433
randy	Randy	0.490	0.394	0.481
range	jajaran	0.490	0.472	0.615
ranger	ranger	0.526	0.545	0.705
rank	pangkat	0.531	0.380	0.686
ranking	ranking	0.540	0.592	0.680
ransom	tebusan	0.582	0.800	0.565
rant	gembor	0.219	0.774	0.482
ranting	ranting	0.181	0.755	0.500
rap	rap	0.604	0.575	0.464
rape	maksa mirusa	0.062	0.856	0.527
rapid	gancang	0.667	0.788	0.768
rapidity	rapidity	0.667	0.798	0.806
rapids	rapids	0.573	0.817	0.788
rapist	rapist	0.062	0.906	0.571
rapper	rapper	0.550	0.755	0.482
rapping	rapping	0.565	0.716	0.417
rapport	NO TRANSLATION	0.771	0.664	0.567
rapt	rapt	0.521	0.736	0.510
raptor	raptor	0.270	0.773	0.612
raptors	raptors	0.280	0.565	0.591
rapture	suka bungah	0.439	0.883	0.567
rare	jarang	0.396	0.413	0.236
rarely	jarang	0.408	0.367	0.366
rarity	kingkilaban	0.646	0.548	0.364
rascal	rascal	0.169	0.706	0.445
rash	baruntus	0.219	0.820	0.491
raspberries	raspberries	0.802	0.278	0.333
raspberry	buah raspberry	0.735	0.336	0.291
rat	beurit	0.271	0.567	0.255
ratchet	ratchet	0.449	0.520	0.343
rate	meunteun	0.521	0.297	0.407
ratification	ratification	0.653	0.577	0.609
ratify	ngasahkeun	0.750	0.462	0.716
rating	rating	0.663	0.679	0.637
ratio	babandingan	0.560	0.461	0.741
ration	rangsom	0.521	0.346	0.390
rational	kaasup di akal	0.775	0.347	0.632
rationale	rationale	0.656	0.400	0.815
rationalism	rasionalisme	0.562	0.500	0.676
rationality	rationality	0.633	0.510	0.767
rationalize	medar	0.633	0.400	0.746
rationing	rationing	0.396	0.404	0.540
rattan	Rattan	0.434	0.334	0.377
rattle	meletok	0.490	0.429	0.268
rattled	rattled	0.354	0.641	0.330
rattler	rattler	0.396	0.730	0.455
rattlesnake	oray ngencring	0.188	0.803	0.613
ratty	ratty	0.354	0.450	0.358
raucous	raucous	0.316	0.740	0.538
ravage	ngajadikeun amburadul	0.214	0.755	0.575
rave	rave	0.490	0.637	0.420
raven	manuk gagak	0.479	0.446	0.426
ravenous	ravenous	0.406	0.700	0.509
ravine	jurang	0.354	0.673	0.413
raving	raving	0.312	0.764	0.358
ravioli	ravioli	0.656	0.281	0.308
ravishing	ravishing	0.745	0.833	0.830
raw	atah	0.143	0.349	0.342
rawhide	rawhide	0.292	0.360	0.327
rawr	rawr	0.457	0.635	0.406
ray	cahaya	0.550	0.670	0.538
razor	peso keur nyukur	0.260	0.610	0.481
reach	ngahontal	0.719	0.625	0.690
react	mere tanggapan	0.500	0.716	0.717
reaction	réaksi	0.470	0.811	0.706
reactionary	reactionary	0.406	0.573	0.690
reactive	réaktif	0.434	0.817	0.721
reactor	reaktor	0.438	0.794	0.772
read	maca	0.740	0.283	0.611
reader	nu maca	0.776	0.224	0.602
readership	readership	0.698	0.306	0.422
readily	gampang	0.740	0.290	0.547
readiness	kesiapan	0.708	0.531	0.700
reading	bacaan	0.781	0.183	0.415
readjustment	readjustment	0.560	0.563	0.510
readout	bacakeun sing tarik	0.590	0.250	0.518
ready	siap	0.770	0.388	0.648
readytogo	readytogo	0.667	0.654	0.578
reaffirm	reaffirm	0.750	0.559	0.654
reagent	réagen	0.385	0.698	0.642
real	asli	0.719	0.510	0.717
realism	paham nu dumasar kanyataan	0.740	0.545	0.670
realist	jelema nu tindakanana dumasar kanyataan	0.720	0.572	0.809
realistic	realistis	0.700	0.520	0.783
reality	kanyataan	0.786	0.365	0.787
realization	realisasi	0.554	0.510	0.836
realize	nyadar	0.757	0.462	0.647
realm	realm	0.708	0.509	0.878
realtor	realtor	0.429	0.471	0.582
realty	realty	0.633	0.471	0.648
ream	ream	0.490	0.173	0.346
reap	Fedi	0.677	0.422	0.623
reaper	reaper	0.340	0.565	0.464
reappear	datang deui	0.688	0.625	0.632
rear	pungkur	0.459	0.520	0.284
rearrange	nyusun balik	0.656	0.510	0.729
rearrangement	nyusun ulang	0.542	0.527	0.769
reason	alesan	0.781	0.455	0.712
reasonable	boga alesan	0.902	0.337	0.726
reasonableness	reasonableness	0.729	0.448	0.665
reasoning	pertimbangan	0.729	0.365	0.729
reasons	alesan	0.583	0.460	0.571
reassemble	reassemble	0.552	0.540	0.589
reassign	reassign	0.359	0.490	0.559
reassignment	reassignment	0.551	0.480	0.415
reassurance	nengtremkeun ati	0.875	0.127	0.593
reassure	nengtremkeun ati	0.837	0.306	0.630
reassured	reassured	0.854	0.186	0.519
reassuring	reassuring	0.847	0.308	0.691
rebate	potongan harga	0.667	0.569	0.510
rebel	jelema nu baha	0.235	0.830	0.555
rebellion	babahaan	0.245	0.843	0.746
rebellious	resep baruntak	0.344	0.880	0.663
rebels	pemberontak	0.135	0.860	0.609
rebirth	rebirth	0.781	0.712	0.780
reboot	reboot	0.673	0.577	0.519
reborn	reborn	0.802	0.618	0.737
rebound	rebound	0.521	0.480	0.506
rebuild	ngawangun deui	0.656	0.557	0.519
rebuke	rebuke	0.115	0.677	0.429
rebut	manten	0.154	0.519	0.573
rebuttal	rebuttal	0.312	0.690	0.540
recalcitrant	recalcitrant	0.357	0.624	0.580
recall	ngelingan	0.583	0.351	0.525
recant	recant	0.333	0.575	0.482
recap	recap	0.602	0.578	0.667
recapture	nangkep balik	0.333	0.656	0.658
recast	recast	0.367	0.481	0.500
recede	surud	0.231	0.449	0.245
receding	surut	0.224	0.418	0.333
receipt	kuitansi	0.542	0.230	0.415
receipts	kuitansi	0.320	0.333	0.381
receive	narima	0.740	0.462	0.551
received	nampi	0.646	0.436	0.561
receiver	panarima	0.583	0.464	0.586
receiving	narima	0.719	0.562	0.623
recent	panganyarna	0.592	0.365	0.589
receptacle	ngawadahan	0.500	0.451	0.426
reception	resepsi	0.694	0.375	0.567
receptionist	nu narima tatamu	0.677	0.430	0.385
receptive	receptive	0.729	0.519	0.639
receptor	reséptor	0.417	0.360	0.510
recess	reureuh	0.646	0.510	0.367
recesses	recesses	0.367	0.470	0.379
recession	resesi	0.368	0.398	0.373
recharge	ngecas	0.584	0.702	0.664
recheck	parios deui	0.440	0.490	0.529
recherche	NO TRANSLATION	0.458	0.490	0.363
recidivism	recidivism	0.245	0.520	0.558
recipe	resep	0.698	0.271	0.415
recipient	nu narima	0.604	0.324	0.679
reciprocal	pulang tarima	0.677	0.520	0.660
reciprocate	ngabales	0.760	0.460	0.618
reciprocity	timbal balik	0.740	0.673	0.556
recital	recital	0.838	0.440	0.572
recitation	recitation	0.708	0.519	0.462
recite	mawakeun	0.688	0.398	0.453
reckless	gagabah	0.262	0.788	0.279
recklessness	recklessness	0.292	0.763	0.380
reckon	reckon	0.643	0.420	0.472
reckoning	reckoning	0.418	0.622	0.532
reclaim	meunang balik	0.469	0.724	0.648
reclamation	reclamation	0.573	0.750	0.548
recline	ngagoler	0.460	0.404	0.418
reclining	reclining	0.448	0.312	0.317
recluse	recluse	0.240	0.490	0.446
recognition	pangakuan	0.833	0.587	0.726
recognizable	recognizable	0.625	0.400	0.609
recognize	ngaku	0.760	0.315	0.600
recognized	diaku	0.875	0.458	0.786
recoil	recoil	0.089	0.429	0.259
recollect	recollect	0.688	0.491	0.602
recollection	recollection	0.722	0.337	0.566
recombinant	rékombinan	0.561	0.519	0.463
recombination	rékombinasi	0.510	0.492	0.602
recommend	nyarankeun	0.812	0.439	0.672
recommendation	rekomendasi	0.912	0.388	0.664
recompense	recompense	0.844	0.620	0.853
recon	recon	0.500	0.447	0.400
reconcile	reconcile	0.760	0.470	0.625
reconciliation	rekonsiliasi	0.896	0.570	0.604
reconfigure	reconfigure	0.429	0.500	0.658
reconnaissance	pangintipan	0.729	0.604	0.712
reconnect	sambungkeun	0.630	0.548	0.667
reconsider	nimbangkeun balik	0.448	0.442	0.582
reconsideration	reconsideration	0.531	0.459	0.611
reconstitution	reconstitution	0.587	0.461	0.783
reconstruct	ngarekonstruksikeun	0.740	0.618	0.718
reconstruction	rekonstruksi	0.625	0.719	0.667
reconstructive	reconstructive	0.596	0.444	0.722
reconvene	reconvene	0.490	0.529	0.560
record	catetan	0.552	0.421	0.500
recorder	recorder	0.551	0.374	0.481
recording	rekaman	0.573	0.537	0.474
recount	recount	0.479	0.402	0.509
recoup	recoup	0.719	0.422	0.575
recourse	recourse	0.402	0.337	0.598
recover	cageur	0.918	0.510	0.647
recoverable	recoverable	0.780	0.388	0.709
recovery	kacageureun	0.781	0.402	0.737
recreate	deui	0.724	0.545	0.616
recreation	pelesir	0.909	0.632	0.660
recreational	rekreasi	0.896	0.686	0.479
recruit	manggih	0.551	0.654	0.633
recruiter	Recruiter	0.662	0.630	0.690
recruiting	recruiting	0.448	0.787	0.693
recruitment	rekrutmen	0.479	0.645	0.591
recruits	recruits	0.396	0.653	0.593
rectal	rectal	0.344	0.618	0.410
rectangle	sagi opat	0.479	0.225	0.438
rectangular	rectangular	0.438	0.240	0.307
rectification	rectification	0.449	0.560	0.695
rectify	menerkeun	0.625	0.480	0.634
rector	rektor	0.458	0.406	0.862
rectory	rectory	0.490	0.373	0.704
rectum	bool	0.438	0.443	0.491
recumbent	recumbent	0.429	0.370	0.352
recuperation	recuperation	0.688	0.418	0.500
recur	recur	0.479	0.500	0.416
recurrence	kanceuh	0.490	0.538	0.615
recurrent	kumat	0.552	0.500	0.561
recurring	ngulang	0.370	0.560	0.445
recursion	recursion	0.312	0.580	0.543
recursive	recursive	0.459	0.590	0.561
recursively	recursively	0.427	0.519	0.618
recycle	ngajadikeun bisa dipake deui	0.521	0.392	0.526
recycled	didaur	0.561	0.316	0.409
recycling	daur ulang	0.552	0.320	0.509
red	beureum	0.427	0.385	0.377
reddish	beureum saulas	0.521	0.337	0.328
redecorate	redecorate	0.602	0.444	0.490
redeem	redeem	0.633	0.469	0.491
redeemed	ditebus	0.625	0.378	0.434
redemption	panebusan	0.376	0.408	0.545
redesign	redesign	0.622	0.460	0.396
redhead	redhead	0.677	0.549	0.518
redheaded	redheaded	0.510	0.520	0.428
redirect	alihan	0.469	0.360	0.648
redneck	redneck	0.401	0.500	0.348
redness	redness	0.151	0.470	0.417
redo	redo	0.481	0.500	0.535
redress	redress	0.677	0.558	0.649
reduce	ngurangan	0.219	0.304	0.336
reduced	ngurangan	0.229	0.365	0.204
reduction	pangurangan	0.365	0.382	0.240
redundancy	redundancy	0.316	0.262	0.589
redundant	kaleuleuwihan	0.210	0.500	0.527
redwood	Redwood	0.592	0.350	0.443
reed	Reed	0.490	0.350	0.307
reef	karang	0.583	0.490	0.456
reefer	reefer	0.500	0.453	0.421
reefs	karang	0.531	0.471	0.455
reek	reek	0.177	0.480	0.311
reel	reel	0.449	0.332	0.395
reelection	reelection	0.541	0.673	0.681
reeling	reeling	0.327	0.542	0.267
reenactment	reenactment	0.771	0.592	0.768
reentry	reentry	0.604	0.449	0.500
reestablish	reestablish	0.635	0.490	0.692
ref	ref	0.469	0.380	0.368
refer	nunjuk	0.506	0.358	0.558
referee	wasit	0.531	0.644	0.778
reference	rujukan	0.633	0.312	0.595
referendum	referendum	0.510	0.469	0.643
referral	rujukan	0.694	0.314	0.603
refill	ngeusian	0.670	0.400	0.464
refine	nyaring	0.653	0.460	0.640
refined	refined	0.850	0.430	0.653
refinement	Perbaikan	0.719	0.387	0.709
refinery	kilang lisah	0.646	0.444	0.565
refining	pemurnian	0.694	0.466	0.664
refit	refit	0.500	0.577	0.506
reflect	sarua jeung	0.698	0.342	0.472
reflecting	reflecting	0.590	0.408	0.471
reflection	kalangkang	0.710	0.500	0.528
reflective	reflective	0.656	0.292	0.735
reflector	pemantul	0.479	0.510	0.500
reflex	repleks	0.583	0.460	0.538
reflux	réfluks	0.281	0.559	0.347
reform	carana ngalereskeun	0.531	0.490	0.797
reformation	Reformasi	0.809	0.500	0.558
reformer	pembaharu	0.562	0.569	0.905
refraction	réfraksi	0.388	0.471	0.526
refractor	refractor	0.510	0.541	0.433
refractory	refractory	0.520	0.357	0.588
refrain	refrain	0.314	0.373	0.277
refraining	refraining	0.418	0.453	0.404
refresh	nyegerkeun	0.719	0.640	0.689
refreshed	refreshed	0.910	0.377	0.480
refreshing	refreshing	0.936	0.520	0.571
refreshment	refreshment	0.667	0.410	0.352
refrigerate	refrigerate	0.635	0.357	0.457
refrigeration	refrigeration	0.735	0.392	0.500
refrigerator	lomari es	0.677	0.260	0.391
refuel	ngeusian bengsin	0.592	0.445	0.500
refuge	enggon panyumputan	0.640	0.238	0.481
refugee	jelema nu ngungsi	0.379	0.607	0.327
refund	ngabalikeun duit	0.541	0.528	0.430
refurbish	refurbish	0.656	0.633	0.541
refusal	panolakan	0.052	0.610	0.321
refuse	nolak	0.180	0.520	0.331
refused	nampik	0.163	0.475	0.188
refusing	nampik	0.143	0.670	0.203
refutation	refutation	0.312	0.726	0.566
refute	refute	0.312	0.731	0.583
regain	meunang balik	0.729	0.520	0.759
regal	regal	0.643	0.459	0.556
regalia	regalia	0.760	0.441	0.556
regard	hal	0.802	0.336	0.809
regatta	regatta	0.740	0.471	0.435
regency	Kabupaten	0.520	0.472	0.630
regenerate	baranahan	0.782	0.607	0.767
regeneration	kaderisasi	0.760	0.640	0.845
regent	bupati	0.680	0.529	0.675
reggae	reggae	0.698	0.520	0.500
regime	réjim	0.290	0.668	0.773
regimen	regimen	0.428	0.538	0.840
regiment	barisan tentara	0.469	0.722	0.755
regimental	regimental	0.292	0.637	0.817
region	daerah	0.540	0.295	0.712
regional	regional	0.620	0.400	0.607
regionalism	regionalism	0.640	0.500	0.773
register	ngadaptar	0.490	0.412	0.654
registrar	tukang daptar	0.599	0.537	0.574
registration	daptaran	0.622	0.396	0.574
registry	pendaptaran	0.573	0.320	0.583
regress	regress	0.255	0.442	0.300
regression	regression	0.312	0.500	0.324
regressive	regressive	0.302	0.434	0.363
regret	kaduhung	0.230	0.623	0.331
regretful	regretful	0.167	0.480	0.188
regrettable	regrettable	0.104	0.374	0.245
regretted	regretted	0.352	0.540	0.368
regretting	regretting	0.255	0.567	0.273
regroup	regroup	0.633	0.602	0.797
regular	biasa	0.435	0.188	0.558
regularity	aya aturanana	0.663	0.337	0.585
regulars	regulars	0.729	0.327	0.508
regulate	ngatur	0.510	0.275	0.481
regulated	diatur	0.531	0.269	0.483
regulation	aturan	0.542	0.425	0.667
regulator	regulator	0.500	0.336	0.668
regulatory	pangaturan	0.531	0.448	0.528
regurgitation	regurgitation	0.160	0.647	0.315
rehab	rehab	0.531	0.450	0.593
rehabilitate	rehabilitate	0.671	0.538	0.642
rehabilitation	rehabilitasi	0.406	0.528	0.606
rehash	rehash	0.405	0.451	0.403
rehearsal	latihan	0.667	0.470	0.500
rehearse	latihan	0.588	0.622	0.500
reign	kakuasaan	0.806	0.567	0.873
reigning	reigning	0.677	0.632	0.870
reimburse	mayar malik deui	0.680	0.418	0.527
reimbursement	reimbursement	0.653	0.610	0.567
rein	rein	0.500	0.357	0.438
reincarnation	reinkarnasi	0.786	0.747	0.676
reindeer	reindeer	0.592	0.336	0.396
reinforce	nguatkeun	0.604	0.583	0.760
reinforcement	hal nu bisa nguatkeun	0.729	0.702	0.902
reinforcements	bala	0.646	0.719	0.875
reins	reins	0.480	0.448	0.545
reinstall	reinstall	0.458	0.500	0.745
reinstate	reinstate	0.760	0.551	0.596
reinstatement	reinstatement	0.729	0.521	0.707
reinvest	reinvest	0.570	0.627	0.763
reinvestment	reinvestment	0.582	0.622	0.782
reiterate	reiterate	0.422	0.451	0.655
reject	nolak	0.060	0.647	0.370
rejected	ditampik	0.102	0.480	0.250
rejection	panolakan	0.080	0.704	0.330
rejects	rejects	0.083	0.637	0.422
rejoice	gumbira	0.827	0.650	0.698
rejoicing	rejoicing	0.811	0.637	0.592
rejoin	ngumpulkeun deui	0.655	0.548	0.556
rejuvenate	rejuvenate	0.776	0.588	0.767
rejuvenated	rejuvenated	0.809	0.673	0.700
rekindle	rekindle	0.656	0.520	0.788
relapse	kambuh	0.173	0.460	0.303
relate	nyaritakeun	0.653	0.500	0.623
related	patali	0.677	0.365	0.519
relation	dulur	0.857	0.604	0.625
relationship	hubungan	0.867	0.566	0.589
relative	dulur	0.500	0.378	0.386
relativity	rélativitas	0.594	0.393	0.615
relax	reureuhan	0.927	0.250	0.375
relaxant	relaxant	0.878	0.087	0.357
relaxation	reureuh	0.873	0.161	0.381
relaxed	santai	0.865	0.090	0.382
relaxing	reureuh	0.854	0.157	0.475
relay	relay	0.738	0.542	0.543
release	ngabebaskeun	0.740	0.606	0.741
released	dileupaskeun	0.844	0.490	0.651
relegation	relegation	0.375	0.500	0.434
relentless	cengeng	0.333	0.713	0.904
relevance	relevansi	0.710	0.599	0.791
relevancy	relevancy	0.724	0.481	0.673
relevant	relevan	0.719	0.608	0.764
reliability	réliabilitas	0.917	0.380	0.696
reliable	bisa dipercaya	0.912	0.241	0.875
reliance	reliance	0.844	0.431	0.853
relic	relic	0.646	0.452	0.591
relics	titilar	0.719	0.580	0.579
relief	pitulung	0.844	0.278	0.481
relieve	ngagentos	0.813	0.183	0.536
relieved	bungangang	0.896	0.314	0.391
relieving	relieving	0.740	0.255	0.455
relight	relight	0.560	0.588	0.519
religion	agama	0.646	0.320	0.755
religious	agama	0.740	0.238	0.696
relinquish	relinquish	0.265	0.606	0.286
relish	relish	0.854	0.610	0.632
relive	relive	0.750	0.650	0.693
reload	ngamuat	0.562	0.611	0.571
relocate	nampanan	0.500	0.594	0.640
relocation	relokasi	0.396	0.500	0.475
reluctance	kahoream	0.240	0.606	0.373
reluctant	hoream	0.292	0.630	0.432
rely	mercayakeun	0.812	0.429	0.616
remain	tetep	0.709	0.365	0.731
remainder	sesa	0.398	0.357	0.324
remaining	sesa	0.449	0.290	0.296
remains	nu sesa	0.610	0.240	0.565
remake	diaransemén	0.583	0.488	0.642
remand	remand	0.245	0.446	0.318
remark	nyarios	0.561	0.325	0.716
remarkable	teu biasa	0.880	0.573	0.720
remarkably	estu	0.688	0.618	0.868
remarry	remarry	0.653	0.791	0.540
rematch	rematch	0.469	0.798	0.627
remedial	dirémidi	0.369	0.418	0.509
remedy	ubar	0.625	0.283	0.491
remember	ngelingan	0.776	0.422	0.454
remembered	inget	0.916	0.333	0.588
remembering	remembering	0.535	0.386	0.509
remembrance	ingetan	0.812	0.250	0.519
remind	ngelingkeun	0.721	0.415	0.563
reminder	panginget	0.552	0.423	0.589
reminisce	dzikir	0.903	0.490	0.363
reminiscent	reminiscent	0.500	0.481	0.611
reminiscing	reminiscing	0.688	0.431	0.418
remiss	remiss	0.190	0.650	0.325
remission	remisi	0.418	0.330	0.518
remit	ngirimkeun	0.510	0.509	0.473
remittance	pamayaran	0.684	0.479	0.454
remnant	remnant	0.367	0.312	0.388
remodel	remodel	0.604	0.647	0.693
remorse	kaduhungan pisan	0.103	0.673	0.377
remorseful	kahudung pisan	0.347	0.429	0.250
remote	kapencil	0.458	0.333	0.477
remoteness	remoteness	0.323	0.510	0.339
removal	panyabutan	0.245	0.540	0.368
remove	mindahkeun	0.292	0.539	0.472
remover	remover	0.337	0.443	0.526
remuneration	imbuhan	0.792	0.760	0.607
renaissance	Renaissance	0.771	0.670	0.767
renal	renal	0.300	0.480	0.415
rencontre	NO TRANSLATION	0.510	0.452	0.463
rend	NO TRANSLATION	0.429	0.423	0.385
render	ngarobah	0.541	0.395	0.448
rendering	Rendering	0.531	0.434	0.667
rendezvous	rendezvous	0.750	0.490	0.658
rendition	rendition	0.417	0.360	0.398
renegade	renegade	0.140	0.640	0.509
renegotiate	renegotiate	0.580	0.702	0.708
renew	nganyaran	0.868	0.481	0.713
renewal	carana nganyaran	0.770	0.710	0.672
renounce	renounce	0.156	0.490	0.552
renovate	ngahadean	0.878	0.549	0.755
renovated	direnovasi	0.783	0.406	0.657
renovation	ngaropea	0.816	0.590	0.779
renown	renown	0.693	0.475	0.693
renowned	renowned	0.844	0.481	0.697
rent	nyewa	0.344	0.429	0.446
rental	rental	0.510	0.370	0.308
renter	renter	0.590	0.301	0.371
renunciation	renunciation	0.260	0.578	0.336
reopen	reopen	0.656	0.528	0.568
reorganization	reorganisasi	0.622	0.587	0.754
reorganize	ngaorganisasikeun deui	0.667	0.590	0.722
rep	rep	0.520	0.510	0.640
repaint	repaint	0.622	0.382	0.308
repair	ngalereskeun	0.583	0.460	0.589
repairman	repairman	0.582	0.426	0.707
reparation	reparation	0.531	0.615	0.732
repay	mayar malik deui	0.469	0.632	0.592
repayment	pamayaran malik	0.479	0.490	0.474
repeal	pancabutan	0.260	0.480	0.482
repeat	malikan deui	0.490	0.529	0.552
repeated	terus-terusan	0.429	0.472	0.314
repeatedly	sababaraha kali	0.479	0.575	0.500
repeater	repeater	0.479	0.426	0.430
repel	nolak	0.224	0.620	0.441
repellant	repellant	0.292	0.620	0.426
repellent	panolak	0.286	0.500	0.491
repelling	tolak	0.184	0.633	0.429
repent	tobat	0.449	0.422	0.386
repentance	tobat	0.417	0.604	0.324
repentant	repentant	0.326	0.500	0.200
repertoire	repertoire	0.633	0.594	0.667
repertory	repertory	0.562	0.473	0.528
repetition	balik deui	0.375	0.519	0.396
repetitive	repetitive	0.320	0.438	0.362
rephrase	rephrase	0.547	0.451	0.549
replace	ngagentos	0.417	0.520	0.500
replacement	gagantianana	0.385	0.519	0.500
replay	replay	0.612	0.522	0.761
replenish	replenish	0.615	0.336	0.689
replete	replete	0.552	0.497	0.670
replica	replica	0.480	0.520	0.493
replicate	ngayakeun réplikasi	0.480	0.630	0.585
replication	réplikasi	0.342	0.618	0.510
reply	walon	0.762	0.290	0.596
report	laporan	0.583	0.444	0.575
reported	dilaporkeun	0.418	0.442	0.567
reporter	wartawan	0.531	0.550	0.604
repose	repose	0.469	0.100	0.330
reposition	reposition	0.408	0.529	0.509
repository	Repository	0.406	0.396	0.500
repossess	repossess	0.418	0.667	0.552
reprehensible	reprehensible	0.316	0.569	0.351
represent	jadi wawakil	0.781	0.433	0.861
representation	wawakil	0.677	0.542	0.750
representative	wakil	0.704	0.366	0.694
represented	digambarkeun	0.724	0.444	0.688
representing	ngalambangkeun	0.796	0.464	0.833
repress	nindes	0.208	0.612	0.536
repressed	repressed	0.188	0.337	0.311
repression	panindesan	0.214	0.764	0.481
reprieve	reprieve	0.531	0.471	0.574
reprimand	tegoran	0.153	0.528	0.465
reprint	reprint	0.510	0.449	0.527
reprisal	pamalesan kanyeri	0.125	0.788	0.545
reprise	reprise	0.459	0.500	0.464
reproach	reproach	0.240	0.755	0.384
reproduce	ngahasilkeun deui	0.823	0.622	0.760
reproduction	reproduksi	0.800	0.736	0.713
reproductive	réproduktif	0.770	0.604	0.856
reprogram	reprogram	0.519	0.404	0.557
reptile	reptil	0.350	0.566	0.365
republic	republik	0.635	0.340	0.830
republican	Republik	0.398	0.551	0.664
repudiation	repudiation	0.167	0.686	0.274
repugnance	repugnance	0.062	0.684	0.425
repugnant	repugnant	0.061	0.735	0.453
repulsion	repulsion	0.247	0.673	0.353
repulsive	pikageuleuhan	0.146	0.775	0.425
repurchase	repurchase	0.531	0.592	0.557
reputable	reputable	0.781	0.462	0.919
reputation	alus namina	0.740	0.542	0.721
repute	repute	0.729	0.500	0.702
reputed	reputed	0.439	0.528	0.627
request	kahoyong	0.625	0.471	0.618
requiem	requiem	0.475	0.382	0.426
require	ngabutuhkeun	0.398	0.439	0.560
required	diperlukeun	0.583	0.509	0.700
requirement	sarat	0.510	0.439	0.728
requisite	requisite	0.448	0.363	0.609
requisition	requisition	0.478	0.510	0.649
reread	reread	0.448	0.377	0.492
reroute	reroute	0.540	0.598	0.598
rerun	rerun	0.333	0.620	0.529
reschedule	ngajadwalkeun deui	0.438	0.422	0.537
rescind	rescind	0.347	0.380	0.391
rescission	rescission	0.333	0.529	0.360
rescue	nyalametkeun	0.806	0.926	0.850
research	panalungtikan	0.633	0.663	0.741
researcher	panalungtik	0.569	0.510	0.857
resection	resection	0.375	0.482	0.500
resemblance	kasaruaan	0.743	0.216	0.570
