Word	Nepali-ne	Valence	Arousal	Dominance
spoonful	चौंरी	0.582	0.208	0.308
sporadic	स्पोरडिक	0.333	0.394	0.500
spore	खाली	0.480	0.408	0.231
sport	खेल	0.865	0.700	0.657
sporting	खेलकुद	0.917	0.656	0.675
sports	खेलकुद	0.833	0.683	0.587
sports car	खेल कार	0.759	0.696	0.669
sportsman	खेलकुद	0.755	0.735	0.713
sportsmanship	खेलकुद	0.890	0.582	0.694
sportswriter	खेलकुद	0.760	0.551	0.566
sporty	खेलकुद	0.735	0.713	0.648
spot	स्थान	0.510	0.180	0.336
spotless	निर्दोष	0.792	0.327	0.726
spotlight	स्पॉटलाइट	0.688	0.353	0.519
spotted	देखा पर्यो	0.354	0.472	0.295
spotter	हाजिर	0.542	0.491	0.644
spotty	spotty	0.281	0.606	0.241
spousal	spousal	0.656	0.582	0.632
spouse	पति	0.750	0.600	0.645
spout	हिँड्नु	0.438	0.357	0.309
sprain	मर्काइ	0.063	0.580	0.384
sprawl	फैलिएको छ	0.600	0.596	0.672
spray	स्प्रे	0.438	0.410	0.333
spread	फिंजाउनु	0.570	0.583	0.651
spreader	फैलाउने	0.510	0.480	0.500
spree	मजाक	0.564	0.663	0.474
spring	वसन्त	0.837	0.370	0.481
springtime	वसंत समय	0.837	0.439	0.722
sprinkle	छर्कनु	0.635	0.404	0.380
sprinkler	छिटो	0.510	0.434	0.473
sprinkling	छिटो	0.677	0.510	0.466
sprint	स्प्रिन्ट	0.549	0.649	0.528
sprite	स्प्रेइट	0.561	0.438	0.625
sprout	sprout	0.582	0.565	0.443
spruce	spruce	0.604	0.288	0.380
spud	spud	0.403	0.423	0.349
spunk	घाउ	0.438	0.632	0.473
spunky	spunky	0.646	0.879	0.755
spur	spur	0.378	0.545	0.340
spurious	अचम्म	0.178	0.480	0.343
spurred	हिँड्यो	0.562	0.684	0.472
spurt	द्रुत	0.448	0.550	0.475
spy	जासूस	0.260	0.686	0.530
squabble	चक्कु	0.173	0.850	0.500
squad	squad	0.552	0.711	0.806
squadron	स्क्वाडोन	0.469	0.686	0.787
squall	अनुहार	0.191	0.833	0.655
squamous	squamous	0.344	0.446	0.418
squander	squander	0.240	0.755	0.529
square	वर्ग	0.509	0.340	0.291
squash	स्क्वाश	0.531	0.667	0.410
squat	squat	0.330	0.550	0.453
squatter	स्क्टर	0.390	0.361	0.565
squaw	squaw	0.428	0.441	0.398
squawk	चक्कु	0.265	0.480	0.245
squeak	चक्कु	0.271	0.679	0.300
squeaky	स्क्वायर	0.229	0.771	0.367
squeal	squeal	0.250	0.731	0.375
squealer	squealer	0.541	0.519	0.330
squeamish	squeamish	0.176	0.656	0.453
squeeze	निचोड गर्नुहोस्	0.458	0.676	0.532
squeezing	निचोड	0.260	0.598	0.557
squelch	झलक	0.271	0.510	0.462
squid	squid	0.497	0.398	0.357
squint	चकलेट	0.385	0.461	0.452
squire	squire	0.479	0.459	0.710
squirm	चकलेट	0.235	0.824	0.373
squirrel	गिलहरी	0.592	0.358	0.333
squirt	squirt	0.406	0.460	0.255
squish	चिसो	0.260	0.788	0.481
squishy	स्क्वाइटी	0.516	0.333	0.307
stab	आँसु	0.167	0.882	0.595
stabbed	बाँदर	0.031	0.875	0.431
stability	स्थिरता	0.812	0.264	0.849
stabilize	स्थिर	0.839	0.427	0.722
stabilizer	स्थिरता	0.688	0.353	0.767
stable	स्थिर	0.725	0.204	0.735
staccato	staccato	0.396	0.500	0.427
stack	स्ट्याक	0.470	0.282	0.427
stadium	स्टेडियम	0.635	0.679	0.611
staff	कर्मचारी	0.745	0.274	0.627
stag	stag	0.594	0.250	0.389
stage	चरण	0.592	0.306	0.473
stagecoach	stagecoach	0.516	0.519	0.627
stagehand	stagehand	0.420	0.684	0.555
stagger	स्टैगर	0.531	0.620	0.458
staggering	अचम्म	0.520	0.657	0.683
stagnant	स्थिर	0.300	0.500	0.208
stagnation	ठहराव	0.276	0.324	0.396
staid	दाँत	0.385	0.290	0.634
stain	दाग	0.453	0.324	0.264
stained	दाग	0.245	0.460	0.209
stainless	स्टेनलेस	0.594	0.329	0.618
stair	सीढी	0.375	0.354	0.345
staircase	सीढ़ी	0.469	0.347	0.440
stairs	सीढीहरू	0.510	0.439	0.342
stairway	सीढ़ी	0.562	0.510	0.407
stairwell	सीढी	0.510	0.292	0.333
stake	दाँत	0.406	0.608	0.460
stakeout	दावी	0.344	0.546	0.600
stale	स्टेल	0.235	0.461	0.286
stalemate	stalemate	0.296	0.354	0.267
stalk	स्टक	0.436	0.272	0.395
stalker	stalker	0.177	0.930	0.639
stall	stall	0.370	0.245	0.292
stallion	stallion	0.628	0.596	0.779
stalls	स्टाल्स	0.582	0.378	0.451
stalwart	स्टलवार्ट	0.812	0.430	0.691
stamina	stamina	0.664	0.694	0.877
stamp	स्टाम्प	0.438	0.327	0.441
stampede	स्टाम्फर	0.235	0.875	0.683
stance	रुख	0.604	0.333	0.609
stand	खडा	0.600	0.324	0.509
standard	मानक	0.673	0.143	0.605
standardize	मानक बनाउनुहोस्	0.684	0.353	0.729
standardized	मानकीकृत	0.610	0.324	0.607
standby	तयारीमा बस्नू	0.260	0.224	0.386
standing	उभिएको छ	0.604	0.317	0.425
standoff	अवरोध	0.333	0.840	0.558
standpoint	बिन्दु	0.585	0.388	0.652
standstill	स्ट्यान्डिल	0.441	0.203	0.500
standup	स्ट्यान्डअप	0.633	0.583	0.550
stanza	स्टेनजा	0.612	0.343	0.297
staph	staph	0.375	0.480	0.412
staple	स्टेपल	0.542	0.306	0.438
stapler	स्टेपलर	0.370	0.264	0.394
star	तारा	0.833	0.418	0.560
star fruit	तारा फल	0.701	0.433	0.427
starboard	स्टारबोर्ड	0.531	0.388	0.558
starch	स्टार्च	0.507	0.354	0.312
stardom	भण्डार	0.844	0.786	0.689
stardust	स्टर्डस्ट	0.843	0.410	0.549
stare	घट्छ	0.541	0.430	0.538
starfish	स्टारफिश	0.680	0.320	0.421
stargazing	stargazing	0.802	0.461	0.709
staring	घट्छ	0.542	0.306	0.423
stark	स्टार्क	0.330	0.630	0.577
starlet	स्टारलेट	0.806	0.471	0.587
starlight	तारा चिन्ह	0.908	0.368	0.611
starling	तारा	0.500	0.490	0.514
starry	तारा चिन्ह	0.438	0.643	0.434
stars	ताराहरू	0.796	0.521	0.484
starship	ताराङ्गी	0.740	0.719	0.704
start	सुरू गर्नुहोस्	0.684	0.430	0.589
starter	स्टार्टर	0.667	0.461	0.827
startle	सुरुवात	0.276	0.817	0.417
startled	सुरु भएको	0.333	0.865	0.526
startling	सुरुवात	0.750	0.768	0.830
starvation	भुटान	0.240	0.592	0.284
starve	भोक लाग्यो	0.073	0.729	0.402
starved	भोक लाग्यो	0.097	0.689	0.219
starving	भोक लाग्यो	0.163	0.670	0.336
stash	चोरी	0.344	0.630	0.361
stat	stat	0.479	0.460	0.395
state	राज्य	0.562	0.320	0.604
stately	आकस्मिक	0.830	0.728	0.915
statement	विवरण	0.688	0.608	0.825
stateroom	stateroom	0.653	0.380	0.441
stateside	राजमार्ग	0.643	0.480	0.708
statesman	राजदूत	0.510	0.490	0.736
static	स्थिर	0.297	0.250	0.366
staticky	NO TRANSLATION	0.357	0.278	0.358
statics	तथ्याङ्कहरू	0.542	0.290	0.527
station	स्टेशन	0.688	0.367	0.519
stationary	स्थिर	0.408	0.240	0.484
stationery	स्टेशनरी	0.570	0.120	0.455
statistic	तथ्याङ्क	0.508	0.420	0.609
statistical	सांख्यिकीय	0.714	0.353	0.627
statistician	सांख्यिकीय	0.571	0.360	0.703
stator	stator	0.281	0.453	0.557
statuary	statuary	0.561	0.281	0.500
statue	मूर्ति	0.542	0.153	0.570
statuette	मूर्ति	0.677	0.433	0.518
stature	कपाल	0.470	0.353	0.664
status	स्थिति	0.658	0.377	0.588
statute	नियम	0.592	0.330	0.673
statutory	वैधानिक	0.510	0.376	0.539
staunch	staunch	0.480	0.363	0.833
stave	चकलेट	0.417	0.333	0.424
stay	रहन	0.604	0.275	0.516
stayaway	NO TRANSLATION	0.369	0.284	0.526
stayed	बस्यो	0.497	0.270	0.395
stays	रहन्छ	0.633	0.363	0.564
stead	ढोका	0.551	0.214	0.510
steadfast	स्थिर	0.771	0.433	0.800
steady	स्थिर	0.680	0.186	0.763
steak	स्टेक	0.625	0.359	0.315
steakhouse	स्टिकहाउस	0.802	0.379	0.547
steal	चोरी	0.021	0.856	0.528
stealing	चोरी	0.086	0.913	0.455
stealth	चुपचाप	0.520	0.270	0.452
stealthily	चुपचाप	0.763	0.294	0.458
stealthy	चुपचाप	0.380	0.363	0.534
steam	भाप	0.469	0.413	0.421
steamboat	steamboat	0.708	0.500	0.633
steamer	स्टीमर	0.510	0.442	0.528
steaming	भोलि	0.592	0.553	0.402
steamroller	steamroller	0.396	0.567	0.667
steamship	भाप	0.469	0.490	0.569
steamy	भाप	0.479	0.538	0.445
steel	इस्पात	0.521	0.420	0.714
steep	खडा	0.312	0.612	0.321
steeple	स्टीपल	0.625	0.519	0.500
steer	उचाल्दै	0.469	0.490	0.527
steering	स्टीयरिंग	0.580	0.431	0.660
stellar	stellar	0.796	0.580	0.769
stem	स्टेम	0.615	0.191	0.336
stench	स्टिक	0.104	0.570	0.298
stencil	स्टन्सिल	0.500	0.327	0.421
stenographer	स्टेनोग्राफर	0.510	0.408	0.589
step	कदम	0.531	0.321	0.347
stepdaughter	साैतैनि छोरी	0.510	0.510	0.432
stepfather	दाजुभाइ	0.396	0.491	0.611
stepmother	सौतेनी आमा	0.427	0.530	0.484
steppe	steppe	0.427	0.321	0.379
steps	चरणहरू	0.511	0.349	0.373
stepson	सौतेनी छोरा	0.614	0.406	0.480
stereo	स्टीरियो	0.617	0.519	0.500
stereoscopic	स्टेरोस्कोपिक	0.363	0.417	0.574
stereotype	स्टेरियोटाइप	0.151	0.422	0.612
stereotyped	स्टेरियोटाइप	0.375	0.510	0.436
sterile	बाँझ	0.302	0.471	0.291
sterility	बाँदर	0.201	0.519	0.414
sterilize	बाँदर	0.406	0.510	0.520
sterling	स्टर्लिंग	0.529	0.481	0.615
stern	stern	0.552	0.394	0.415
sternum	sternum	0.520	0.422	0.436
steroid	स्टेरॉयड	0.360	0.706	0.681
stethoscope	स्टेथोस्कोप	0.427	0.377	0.490
stew	stew	0.667	0.373	0.250
steward	भण्डार	0.633	0.238	0.550
stewardess	भण्डारी	0.625	0.491	0.491
stewardship	भण्डारी	0.551	0.440	0.617
stfu	stfu	0.292	0.500	0.390
stick	छडी	0.396	0.364	0.382
sticker	स्टिकर	0.583	0.306	0.346
sticking	स्टिक गर्दै	0.486	0.425	0.356
stickler	स्टिकर	0.385	0.471	0.417
stickup	स्टिकअप	0.453	0.537	0.434
sticky	चिपचिपा	0.385	0.569	0.292
stiff	कठोर	0.158	0.459	0.569
stiffen	कडा	0.360	0.582	0.719
stiffness	कठोरता	0.323	0.500	0.657
stifle	स्टाइल	0.240	0.764	0.427
stifled	ठुलो	0.229	0.731	0.193
stifling	stifling	0.163	0.858	0.608
stigma	stigma	0.327	0.500	0.470
stile	NO TRANSLATION	0.750	0.359	0.691
stiletto	stiletto	0.396	0.430	0.427
stillbirth	शुरुवात	0.092	0.809	0.291
stillborn	stillborn	0.271	0.519	0.337
stillness	स्थिरता	0.729	0.125	0.339
stillwaiting	NO TRANSLATION	0.344	0.393	0.420
stilts	स्टाइलहरू	0.439	0.577	0.300
stimulant	उत्तेजना	0.441	0.794	0.745
stimulate	उत्तेजित	0.792	0.798	0.754
stimulating	उत्तेजना	0.740	0.804	0.809
stimulation	उत्तेजना	0.708	0.821	0.702
stimulus	stimulus	0.771	0.779	0.750
sting	स्टिंग	0.163	0.651	0.373
stinger	अनुहार	0.279	0.625	0.508
stinging	झुकिरहेका छन्	0.260	0.730	0.459
stingy	अनुहार	0.094	0.548	0.283
stink	हल्लाउँदै	0.042	0.481	0.180
stinker	पतला	0.163	0.567	0.275
stinking	हल्लाउँदै	0.041	0.657	0.264
stinky	दुलही	0.092	0.558	0.176
stint	stint	0.490	0.326	0.342
stipend	stipend	0.604	0.546	0.614
stipulate	जरुरी छ	0.570	0.546	0.623
stipulation	अनुशासन	0.469	0.622	0.654
stir	हलचल	0.448	0.773	0.453
stirring	उत्तेजित	0.582	0.702	0.558
stitch	सिलाई	0.306	0.538	0.357
stitching	सिलाई	0.510	0.382	0.345
stock	स्टक	0.594	0.418	0.407
stockade	stockade	0.375	0.402	0.500
stockbroker	धितो दलाल	0.417	0.676	0.802
stockholder	स्टकहोल्डर	0.573	0.625	0.716
stocking	भण्डारण	0.594	0.324	0.688
stockings	मोजा	0.458	0.365	0.382
stockpile	भंडार	0.542	0.315	0.425
stockroom	स्टकरूम	0.562	0.312	0.406
stocks	स्टक	0.573	0.598	0.586
stoic	stoic	0.427	0.473	0.602
stole	चोरी	0.135	0.760	0.384
stolen	चोरी	0.156	0.646	0.308
stomach	पेट	0.367	0.402	0.438
stomachache	पेट दुखाइ	0.030	0.745	0.316
stomp	stomp	0.365	0.565	0.438
stomped	stomped	0.229	0.684	0.406
stone	पत्थर	0.216	0.183	0.561
stoned	चोरी	0.177	0.796	0.375
stonewall	स्टोनवेयर	0.337	0.457	0.655
stoneware	पत्थर	0.458	0.300	0.443
stony	स्टेनी	0.356	0.494	0.525
stooge	स्टिज	0.438	0.406	0.163
stool	स्टूल	0.448	0.269	0.302
stools	स्टूल	0.459	0.382	0.327
stoop	बन्द	0.490	0.430	0.284
stoopid	स्टूपड	0.280	0.431	0.382
stop	रोक	0.280	0.510	0.490
stopover	रोक्न	0.531	0.327	0.575
stoppage	चोटी	0.224	0.491	0.445
stopper	अवरोध	0.365	0.336	0.390
stopping	रोक्दै	0.388	0.382	0.473
stopwatch	स्टडवाक	0.469	0.521	0.482
storage	भण्डारण	0.698	0.406	0.564
store	भण्डार	0.646	0.538	0.407
storefront	storefront	0.580	0.217	0.457
storehouse	भण्डार	0.570	0.250	0.491
storeroom	भण्डार	0.560	0.217	0.588
storing	भण्डारण गर्दै	0.630	0.378	0.548
storm	तूफान	0.188	0.940	0.543
storming	आँसु	0.265	0.910	0.669
stormy	तूफान	0.146	0.870	0.562
story	कथा	0.653	0.406	0.704
storybook	कथा किताब	0.854	0.306	0.383
storyteller	कथाकार	0.730	0.357	0.462
storytelling	कथा कथा	0.643	0.375	0.472
stound	घाउ	0.490	0.473	0.446
stout	स्टाउट	0.656	0.657	0.817
stove	स्टोव	0.466	0.391	0.405
stow	स्टाउ	0.615	0.365	0.523
stowaway	stowaway	0.224	0.481	0.357
straddle	straddle	0.306	0.550	0.444
straight	सीधा	0.667	0.298	0.669
straighten	सीधा	0.677	0.500	0.685
straightforward	सीधा	0.780	0.150	0.380
straightway	सीधा बाटो	0.667	0.444	0.565
strain	तनाव	0.190	0.750	0.380
strained	तनाव	0.122	0.656	0.580
strait	बिग्रेको छ	0.438	0.433	0.412
straitjacket	Straitjacket	0.224	0.719	0.579
straits	स्ट्राट्स	0.408	0.269	0.410
strand	असहाय	0.396	0.406	0.538
stranded	बिग्रिएको	0.292	0.459	0.219
strange	अजीब	0.314	0.663	0.395
stranger	अजनबी	0.330	0.449	0.302
strangle	अङ्ग्रेजी	0.094	0.927	0.527
strangulation	अतिक्रमण	0.040	0.886	0.542
strap	पट्टा	0.380	0.417	0.382
strapless	स्ट्राप्पेस	0.314	0.462	0.273
strapping	स्ट्रेपिंग	0.552	0.413	0.454
strata	strata	0.500	0.457	0.411
strategic	रणनीतिक	0.786	0.708	0.861
strategist	रणनीतिकवादी	0.571	0.594	0.810
strategy	रणनीति	0.704	0.667	0.858
stratification	स्तरीकरण	0.531	0.490	0.651
stratosphere	एकता	0.604	0.583	0.636
stratum	stratum	0.365	0.307	0.510
stratus	गठबन्धन	0.448	0.520	0.509
straw	स्ट्रा	0.480	0.290	0.163
strawberry	स्ट्रबेरी	0.833	0.270	0.336
stray	भरी छ	0.133	0.760	0.281
streak	लकीर	0.440	0.608	0.511
streaked	streaked	0.458	0.426	0.393
stream	स्ट्रिम	0.449	0.537	0.559
streamer	streamer	0.615	0.530	0.429
streaming	streaming	0.592	0.481	0.582
streamline	स्ट्रीमलाइन	0.656	0.573	0.618
street	सडक	0.594	0.324	0.398
streetcar	streetcar	0.390	0.569	0.566
streetlight	streetlight	0.673	0.268	0.390
strength	बल	0.802	0.682	0.858
strengthen	बलियो बनाउनुहोस्	0.802	0.796	0.971
strengthening	बलियो बनाउन	0.913	0.627	0.945
strenuous	साहसी	0.104	0.660	0.481
strep	strep	0.365	0.594	0.353
stress	तनाव	0.173	0.843	0.317
stressed	जोडिएको	0.167	0.740	0.502
stresses	तनाव	0.115	0.817	0.396
stressfree	NO TRANSLATION	0.833	0.080	0.528
stressful	तनावपूर्ण	0.153	0.873	0.389
stressin	NO TRANSLATION	0.146	0.810	0.367
stressing	तनाव	0.163	0.866	0.462
stressrelief	NO TRANSLATION	0.627	0.417	0.475
stretch	खिच्नुहोस्	0.604	0.578	0.500
stretcher	स्ट्रेचर	0.438	0.196	0.295
stricken	विचलित	0.163	0.720	0.368
strict	सख्त	0.500	0.646	0.878
stride	दृढता	0.490	0.670	0.434
strife	संघर्ष	0.344	0.898	0.630
strike	स्ट्राइक	0.271	0.811	0.571
strikeout	स्ट्राइकआउट	0.316	0.520	0.371
striker	स्ट्राइकर	0.500	0.589	0.696
striking	हिसाब	0.357	0.827	0.657
strikingly	हिसाबले	0.690	0.684	0.811
string	string	0.385	0.398	0.445
strings	तारहरू	0.457	0.292	0.355
stringy	stringy	0.430	0.510	0.527
strip	पट्टी	0.427	0.500	0.436
stripe	पट्टी	0.629	0.302	0.361
striped	धारीदार	0.344	0.373	0.385
stripped	स्ट्रिङ	0.255	0.615	0.278
stripper	लिपर	0.625	0.848	0.453
striptease	स्ट्रिपटीज	0.607	0.918	0.608
strive	प्रयास गर्नुहोस्	0.582	0.837	0.769
strobe	स्ट्रोब	0.490	0.633	0.537
stroke	झड्का	0.562	0.440	0.570
stroll	टहल	0.745	0.415	0.444
stroller	घुमक्कड	0.786	0.398	0.314
strolling	घुमिरहेको छ	0.755	0.515	0.340
strong	बलियो	0.912	0.745	0.895
stronghold	गोरखा	0.708	0.636	0.954
strongly	दृढतापूर्वक	0.630	0.817	0.885
structural	संरचनात्मक	0.582	0.425	0.690
structure	संरचना	0.562	0.356	0.712
strudel	स्ट्रिडेल	0.627	0.417	0.397
struggle	संघर्ष	0.365	0.820	0.741
strut	स्ट्रट	0.580	0.480	0.464
stub	स्टब	0.396	0.320	0.367
stubbed	चुरोट	0.323	0.642	0.241
stubble	धब्बा	0.333	0.442	0.264
stubborn	जिद्दी	0.157	0.702	0.575
stubbornness	जिद्दीपन	0.156	0.673	0.508
stubby	घुसपैठ	0.417	0.370	0.393
stucco	stucco	0.439	0.292	0.279
stuck	अक्टोबर	0.153	0.644	0.285
stuckup	NO TRANSLATION	0.281	0.480	0.363
stud	स्टड	0.564	0.531	0.509
studded	अध्ययन गरियो	0.396	0.412	0.425
student	विद्यार्थी	0.634	0.318	0.537
studied	अध्ययन गरियो	0.786	0.306	0.806
studio	स्टूडियो	0.677	0.265	0.620
study	अध्ययन गर्नुहोस्	0.653	0.361	0.768
stuff	सामान	0.622	0.367	0.263
stuffed animal	भरिएको पशु	0.684	0.255	0.306
stuffing	भान्सा	0.417	0.324	0.304
stuffy	भद्दा	0.323	0.615	0.406
stumble	ठोकर	0.153	0.716	0.259
stump	स्टम्प	0.449	0.510	0.340
stumped	स्टम्प गरिएको	0.344	0.604	0.392
stun	चुरोट	0.333	0.710	0.451
stunned	बन्द भयो	0.306	0.663	0.356
stunner	stunner	0.418	0.780	0.492
stunning	आश्चर्यजनक	0.888	0.673	0.858
stunt	स्टंट	0.387	0.555	0.526
stunted	बन्द भयो	0.194	0.472	0.275
stuntman	स्टंटमैन	0.490	0.482	0.500
stupefaction	मूर्खता	0.294	0.704	0.480
stupefy	stupefy	0.200	0.740	0.412
stupendous	मूर्खता	0.823	0.690	0.798
stupid	मूर्ख	0.133	0.510	0.200
stupidity	मूर्खता	0.060	0.418	0.151
stupidpeople	NO TRANSLATION	0.073	0.675	0.196
stupidrain	NO TRANSLATION	0.260	0.520	0.317
stupor	मूर्ख	0.323	0.590	0.330
sturdy	बलियो	0.580	0.642	0.824
sturgeon	स्टर्जन	0.417	0.473	0.465
stutter	stutter	0.250	0.469	0.258
sty	स्टाइल	0.296	0.500	0.225
style	शैली	0.745	0.472	0.586
styling	स्टाइलिंग	0.823	0.378	0.652
stylish	स्टाइलिश	0.885	0.490	0.689
stylist	स्टाइलिस्ट	0.760	0.445	0.500
suave	suave	0.724	0.265	0.269
sub	उप	0.510	0.370	0.312
subatomic	उपत्यका	0.385	0.538	0.491
subcommittee	उपसमिति	0.396	0.467	0.600
subconscious	अव्यवस्थित	0.531	0.375	0.415
subcutaneous	subcutaneous	0.396	0.444	0.376
subdivide	सबडिभाइड	0.538	0.433	0.348
subdivision	उपज	0.592	0.455	0.430
subduction	सबमिशन	0.350	0.569	0.445
subdue	subdue	0.275	0.640	0.784
subdued	घटाइएको	0.236	0.463	0.223
subdural	subdural	0.381	0.491	0.425
subito	NO TRANSLATION	0.372	0.627	0.577
subject	विषय	0.602	0.344	0.558
subjected	विषय	0.286	0.520	0.221
subjection	विषय	0.354	0.408	0.539
subjective	विषयक	0.510	0.350	0.432
subjugation	उपज	0.280	0.610	0.377
sublet	सबलेट	0.469	0.551	0.545
sublevel	sublevel	0.365	0.298	0.333
sublimation	sublimation	0.510	0.390	0.538
sublime	sublime	0.784	0.333	0.585
subliminal	subliminal	0.410	0.528	0.464
submarine	पनडुब्बी	0.572	0.481	0.549
submerge	विलय गर्नुहोस्	0.517	0.643	0.456
submerged	जमघट	0.337	0.528	0.357
submersible	पनडुब्बी	0.406	0.459	0.540
submission	सबमिशन	0.531	0.580	0.633
submissive	विनम्र	0.480	0.217	0.173
submit	पेश गर्नुहोस्	0.635	0.448	0.500
submitting	पेश गर्दै	0.667	0.610	0.611
subordinate	अधीनस्थ	0.276	0.392	0.121
subordination	उपनिवेश	0.270	0.527	0.343
subplot	उपप्लट	0.469	0.413	0.446
subpoena	subpoena	0.281	0.634	0.555
subscribe	सदस्यता लिनुहोस्	0.660	0.344	0.591
subscriber	ग्राहक	0.562	0.398	0.570
subscription	सदस्यता	0.583	0.333	0.651
subsequence	पछि	0.438	0.510	0.413
subsequent	पछि	0.449	0.385	0.400
subsequently	पछि	0.380	0.337	0.336
subservient	ग्राहक	0.255	0.402	0.339
subset	उप समूह	0.429	0.358	0.404
subside	सब्सिडी	0.375	0.308	0.209
subsidence	सबूत	0.320	0.509	0.452
subsidiary	सहायक	0.541	0.295	0.500
subsidize	सब्सिडीज गर्नुहोस्	0.604	0.615	0.589
subsidy	सब्सिडी	0.573	0.462	0.517
subsist	subsist	0.573	0.418	0.472
subsistence	निर्वाह	0.510	0.404	0.491
subsoil	सबसोल	0.429	0.240	0.382
subspace	उपन्यास	0.470	0.453	0.475
substance	पदार्थ	0.615	0.422	0.528
substandard	असामान्य	0.235	0.333	0.150
substantial	पर्याप्त	0.590	0.490	0.690
substantially	पर्याप्त	0.646	0.471	0.684
substantiate	प्रमाणित	0.531	0.549	0.636
substantive	ठोस	0.500	0.350	0.455
substation	सबटेशन	0.469	0.461	0.491
substitute	स्थानान्तरण गर्नुहोस्	0.427	0.406	0.398
substituted	प्रतिस्थापित	0.271	0.545	0.394
substitution	प्रतिस्थापन	0.406	0.480	0.353
substructure	substructure	0.441	0.358	0.587
subterranean	subterranean	0.469	0.306	0.432
subtext	उपदेश	0.635	0.276	0.412
subtitle	उपशीर्षक	0.445	0.202	0.347
subtle	सूक्ष्म	0.708	0.167	0.228
subtlety	सूक्ष्म	0.615	0.176	0.363
subtract	घटाउनुहोस्	0.208	0.330	0.283
subtraction	घटाउ	0.163	0.382	0.349
subtype	उपप्रकार	0.427	0.296	0.420
suburb	suburb	0.354	0.566	0.441
suburban	उपनगरीय	0.439	0.450	0.453
suburbia	suburbia	0.438	0.490	0.421
suburbs	उपनगर	0.510	0.571	0.286
subversion	subversion	0.347	0.608	0.415
subversive	विपरित	0.198	0.765	0.500
subvert	घटाउनुहोस्	0.357	0.557	0.536
subway	मेट्रो	0.418	0.300	0.464
succeed	सफल	0.926	0.755	0.926
succeeding	सफल	0.867	0.755	0.849
success	सफलता	0.959	0.880	0.981
successful	सफल	0.949	0.724	0.938
succession	सफलता	0.698	0.481	0.587
successive	निरन्तर	0.635	0.471	0.518
successor	उत्तराधिकारी	0.729	0.531	0.648
succinct	सजिलो	0.510	0.413	0.566
succubus	सुकब्यूबस	0.417	0.647	0.509
succulent	सुशील	0.823	0.538	0.556
succumb	कुकुर	0.202	0.787	0.292
suck	चूसना	0.344	0.706	0.377
sucker	sucker	0.265	0.393	0.204
sucking	sucking	0.227	0.528	0.377
suckling	suckling	0.596	0.558	0.518
sucks	बेकार	0.115	0.683	0.302
suction	चूषण	0.460	0.593	0.526
sudden	अचानक	0.449	0.660	0.435
suddenly	अचानक	0.670	0.510	0.456
suds	सुड्स	0.458	0.365	0.255
sue	मुकदमा	0.219	0.731	0.679
suede	साबर	0.542	0.259	0.259
suffer	पीडा	0.082	0.910	0.259
sufferer	पीडा	0.156	0.690	0.278
suffering	पीडा	0.020	0.719	0.235
suffice	पर्याप्त छ	0.643	0.326	0.504
sufficiency	क्षमता	0.594	0.438	0.576
sufficient	पर्याप्त	0.833	0.330	0.588
sufficiently	पर्याप्त	0.776	0.367	0.714
suffix	प्रत्यय	0.430	0.420	0.364
suffocate	ढोका	0.219	0.764	0.440
suffocating	घुमिरहेको छ	0.133	0.774	0.429
suffocation	गुप्तचर	0.020	0.830	0.462
sugar	चीनी	0.896	0.382	0.402
suggest	सुझाव दिनुहोस्	0.573	0.471	0.517
suggestion	सुझाव	0.646	0.365	0.558
suggestive	सुझावकारी	0.552	0.500	0.555
suicidal	आत्मिक	0.021	0.867	0.382
suicide	आत्महत्या	0.030	0.873	0.429
suicidebombing	NO TRANSLATION	0.031	0.957	0.627
suit	सूट	0.776	0.282	0.482
suitable	उपयुक्त	0.792	0.298	0.722
suitcase	सूटकेस	0.562	0.212	0.318
suite	suite	0.790	0.420	0.400
suitor	सटर	0.708	0.639	0.546
sulfate	सल्फेट	0.427	0.352	0.429
sulfur	सल्फर	0.173	0.530	0.364
sulk	sulk	0.250	0.580	0.406
sullen	sullen	0.250	0.407	0.263
sully	sully	0.378	0.550	0.370
sulphur	सल्फर	0.260	0.450	0.233
sultan	sultan	0.529	0.423	0.821
sultry	सौर्यरी	0.735	0.696	0.627
sum	sum	0.792	0.340	0.420
summarily	संक्षेपमा	0.469	0.431	0.543
summarize	संक्षेप गर्नुहोस्	0.590	0.323	0.471
summary	सारांश	0.729	0.260	0.427
summation	सारांश	0.766	0.337	0.594
summer	गर्मी	0.812	0.373	0.550
summerhouse	summerhouse	0.796	0.308	0.443
summertime	गर्मीयाम	0.837	0.500	0.455
summit	शिखर सम्मेलन	0.625	0.618	0.764
summon	बुबा	0.521	0.560	0.664
summons	Summons	0.552	0.604	0.598
sumo	sumo	0.480	0.394	0.564
sump	sump	0.365	0.451	0.340
sumptuous	राम्रो	0.698	0.550	0.555
sun	सूर्य	0.877	0.400	0.681
sunbeam	sunbeam	0.729	0.440	0.505
sunburn	सनबर्न	0.061	0.755	0.447
sundae	sundae	0.743	0.414	0.404
sunday	आइतबार	0.776	0.196	0.394
sundial	sundial	0.643	0.225	0.406
sundown	सन्डाउन	0.812	0.276	0.445
sundry	sundry	0.543	0.369	0.407
sunflower	सूरजमुखी	0.878	0.231	0.270
sunglass	धूमपान	0.684	0.264	0.324
sunglasses	धूप काँच	0.844	0.443	0.364
