Word	Yoruba-yo	Valence	Arousal	Dominance
seer	ariran	0.604	0.481	0.740
seesaw	seesaw	0.570	0.559	0.410
seething	nitorina	0.312	0.821	0.642
segment	apakan	0.469	0.290	0.440
segregate	segregate	0.290	0.627	0.440
segregated	ti pin	0.164	0.575	0.411
segregation	ipinya	0.302	0.545	0.390
seismic	isẹmi	0.323	0.925	0.578
seize	mu	0.656	0.644	0.673
seizure	ijidii	0.177	0.775	0.462
seldom	lakoko	0.323	0.379	0.287
select	yan	0.615	0.406	0.602
selection	aṣayan	0.594	0.340	0.595
selective	a yan	0.612	0.347	0.706
selectman	yanyan	0.552	0.547	0.609
selenium	selenium	0.469	0.408	0.336
self	ara	0.704	0.370	0.500
selfharm	NO TRANSLATION	0.350	0.620	0.407
selfish	amotaraenikan	0.061	0.637	0.495
selfishness	amotaraeninikan	0.200	0.686	0.453
selfless	selfless	0.521	0.235	0.396
selflove	NO TRANSLATION	0.854	0.630	0.661
selfworth	NO TRANSLATION	0.704	0.460	0.594
sell	ta	0.618	0.608	0.605
seller	eniti o ta	0.635	0.471	0.635
sellout	sellout	0.398	0.490	0.465
seltzer	seltzer	0.448	0.452	0.406
semantics	semanticics	0.698	0.394	0.569
semaphore	ọsẹ ọsẹ	0.552	0.374	0.598
semblance	semblance	0.500	0.471	0.442
semen	ọbẹ	0.500	0.755	0.471
semester	igba ikawe	0.521	0.327	0.482
semi	ologbele	0.296	0.345	0.304
semiautomatic	NO TRANSLATION	0.469	0.510	0.522
semicolon	semicolon	0.378	0.255	0.318
seminal	seminal	0.459	0.413	0.566
seminar	apero	0.583	0.360	0.623
seminary	seminary	0.594	0.367	0.589
semiotics	titọju	0.449	0.417	0.596
senate	igbimọ	0.490	0.349	0.836
senator	igbimọ	0.391	0.422	0.821
send	firanṣẹ	0.663	0.480	0.537
sender	Oluṣẹ	0.542	0.449	0.509
senescence	aifọwọyi	0.378	0.456	0.394
senile	aṣalara	0.280	0.211	0.305
senior	oga	0.561	0.415	0.536
seniority	agbalagba	0.408	0.427	0.602
senor	Senor	0.527	0.217	0.630
senorita	senorita	0.765	0.550	0.500
sensation	aibale okan	0.781	0.663	0.673
sensational	sensational	0.938	0.827	0.858
sense	ori	0.781	0.417	0.474
senseless	alaimọ	0.125	0.388	0.136
senses	ogbon	0.740	0.461	0.693
sensibility	imọran	0.583	0.423	0.448
sensible	ogbon	0.625	0.454	0.312
sensibly	alaafia	0.786	0.337	0.396
sensitive	kókó	0.714	0.426	0.254
sensitivity	ifamọ	0.750	0.417	0.395
sensor	sensọ	0.571	0.377	0.542
sensory	sensory	0.583	0.480	0.442
sensual	ti ara ẹni	0.730	0.790	0.642
sensuality	iwa-ara	0.844	0.840	0.632
sensuous	o ni igbalara	0.854	0.798	0.625
sentence	gbolohun	0.625	0.265	0.548
sentencing	idaja	0.120	0.782	0.561
sentient	awọn eniyan	0.583	0.417	0.363
sentiment	itara	0.765	0.451	0.639
sentimental	sentimental	0.583	0.378	0.312
sentimentality	sentimentality	0.771	0.548	0.319
sentinel	sentinel	0.531	0.602	0.845
sentry	sentry	0.470	0.547	0.684
separable	Apejọ	0.469	0.390	0.368
separate	lọtọ	0.240	0.514	0.349
separately	lọtọ	0.310	0.365	0.368
separation	Iyapa	0.198	0.592	0.409
separatist	olutọtọ	0.245	0.627	0.537
sepia	Sepia	0.448	0.270	0.345
sepsis	sepsis	0.229	0.452	0.327
sept	meje	0.521	0.333	0.361
septic	septic	0.281	0.462	0.425
septum	septum	0.276	0.423	0.410
sequel	atele	0.650	0.480	0.574
sequence	ọkọọkan	0.543	0.350	0.529
sequent	sequent	0.531	0.423	0.591
sequestered	ti ṣagbe	0.160	0.863	0.427
sequestration	iṣẹ-ṣiṣe	0.177	0.860	0.500
serenade	serenade	0.875	0.570	0.491
serendipity	serendipity	0.677	0.413	0.500
serene	serene	0.802	0.132	0.370
serenity	isinmi	0.900	0.122	0.557
sergeant	Sergeant	0.408	0.600	0.833
serial	ni tẹlentẹle	0.469	0.350	0.472
serialize	serialize	0.500	0.455	0.593
series	jara	0.622	0.431	0.420
serif	Serif	0.531	0.417	0.415
serious	pataki	0.500	0.455	0.619
seriousness	pataki	0.439	0.365	0.750
sermon	Iwaasu	0.417	0.507	0.615
serpent	ejo	0.115	0.696	0.679
serpentine	serpentine	0.576	0.646	0.329
serrated	jumẹ	0.388	0.435	0.418
serum	omi ara	0.520	0.231	0.443
servant	iranṣẹ	0.340	0.408	0.331
serve	sin	0.622	0.400	0.384
server	olupin	0.656	0.356	0.536
service	iṣẹ	0.684	0.408	0.535
serviceable	iṣẹ-ṣiṣe	0.834	0.400	0.684
servile	iṣẹ-ṣiṣe	0.439	0.327	0.415
servitude	isinku	0.250	0.490	0.250
sesame	sesame	0.673	0.250	0.382
sess	NO TRANSLATION	0.418	0.481	0.411
session	igba	0.510	0.481	0.491
sessions	awọn akoko	0.646	0.578	0.650
set	ṣeto	0.521	0.482	0.630
setback	setback	0.198	0.451	0.250
sett	NO TRANSLATION	0.560	0.413	0.500
setter	olupin	0.541	0.455	0.473
settle	yanju	0.833	0.520	0.772
settled	wa	0.521	0.510	0.473
settlement	pinpin	0.635	0.412	0.723
settler	alagbegbe	0.573	0.453	0.519
settlor	settlar	0.531	0.434	0.534
setup	ṣeto	0.667	0.398	0.635
seven	meje	0.672	0.265	0.373
seventeen	mẹtadinlogun	0.585	0.296	0.321
seventh	keje	0.500	0.245	0.288
seventy	aadọrin	0.625	0.353	0.446
sever	sever	0.156	0.635	0.451
severable	ti o nira	0.406	0.451	0.398
severally	ni pato	0.719	0.298	0.600
severance	iyatọ	0.396	0.620	0.541
severe	àìdá	0.164	0.735	0.635
severely	ṣofintoto	0.219	0.673	0.700
severity	idibajẹ	0.260	0.712	0.661
sew	ran	0.510	0.340	0.340
sewage	omiwe omi	0.255	0.343	0.339
sewer	koto idoti	0.286	0.367	0.282
sewerage	isokuso	0.208	0.450	0.198
sewing	mimu	0.625	0.337	0.356
sex	ibalopo	0.803	0.939	0.704
sexist	oni ibaṣan	0.255	0.798	0.411
sexual	ibalopo	0.584	0.959	0.640
sexuality	ibalopo	0.670	0.898	0.657
sexy	sexy	0.865	0.945	0.802
shabby	shabby	0.235	0.519	0.259
shack	shack	0.396	0.425	0.339
shackle	shackle	0.276	0.580	0.414
shade	iboji	0.388	0.265	0.278
shades	shades	0.490	0.300	0.380
shading	shading	0.420	0.324	0.318
shadow	ojiji	0.302	0.343	0.158
shadowy	ojiji	0.135	0.373	0.330
shady	shady	0.323	0.509	0.375
shaft	ọpa	0.549	0.275	0.472
shag	shag	0.417	0.462	0.340
shaggy	shaggy	0.510	0.302	0.321
shake	gbọn	0.439	0.689	0.539
shakedown	shakedown	0.286	0.692	0.481
shaken	mì	0.344	0.657	0.333
shaker	shaker	0.520	0.728	0.518
shaking	gbigbọn	0.275	0.849	0.255
shaky	gbigbọn	0.260	0.734	0.223
shall	yoo	0.510	0.385	0.412
shallow	aijinile	0.427	0.298	0.351
shallows	awọn shallows	0.388	0.368	0.368
sham	sham	0.354	0.602	0.395
shaman	shaman	0.490	0.531	0.604
shambles	awọn ipalara	0.271	0.696	0.287
shame	itiju	0.060	0.670	0.155
shamed	itiju	0.135	0.567	0.218
shameful	itiju	0.040	0.680	0.264
shameless	itiju	0.274	0.713	0.407
shampoo	gbigbọn	0.604	0.180	0.250
shanghai	shanghai	0.551	0.450	0.509
shank	shank	0.530	0.393	0.286
shanty	shanty	0.427	0.459	0.255
shape	apẹrẹ	0.592	0.240	0.422
shapely	shapely	0.771	0.441	0.830
shard	shard	0.388	0.407	0.426
share	ipin	0.759	0.548	0.545
shareholder	agbasọpọ	0.656	0.632	0.915
sharing	pinpin	0.827	0.462	0.545
shark	eja Shaki	0.260	0.845	0.596
sharp	didasilẹ	0.459	0.585	0.585
sharpen	ṣe atunṣe	0.582	0.694	0.611
sharpened	didasilẹ	0.573	0.647	0.727
sharpener	ṣe atunṣe	0.532	0.435	0.327
sharpness	sharpness	0.729	0.385	0.653
sharpshooter	Sharpshooter	0.240	0.929	0.764
shatter	shatter	0.108	0.821	0.464
shattered	ti fọ	0.097	0.806	0.309
shattering	fifọ	0.135	0.760	0.475
shave	irun	0.521	0.410	0.480
shaver	irun	0.418	0.450	0.392
shaving	gbigbọn	0.500	0.469	0.353
shawl	shawl	0.720	0.365	0.230
sheaf	ọfọ	0.396	0.387	0.456
shear	rirẹ-kuru	0.286	0.647	0.388
shears	shears	0.429	0.527	0.254
sheath	apofẹlẹfẹlẹ	0.460	0.314	0.342
sheathing	iṣiro	0.378	0.480	0.642
shed	ta	0.427	0.402	0.470
sheen	o ni	0.812	0.510	0.712
sheep	agutan	0.604	0.206	0.161
sheepdog	agutan	0.684	0.442	0.529
sheepish	agutan	0.326	0.441	0.205
sheer	lasan	0.604	0.250	0.481
sheet	dì	0.439	0.174	0.302
sheik	Sheik	0.521	0.579	0.708
shelf	selifu	0.561	0.202	0.366
shell	ikarahun	0.615	0.408	0.391
shellfish	shellfish	0.594	0.412	0.393
shelling	ọgbẹ	0.337	0.917	0.773
shelter	ohun koseemani	0.704	0.229	0.569
sheltered	ti dabobo	0.590	0.377	0.717
shelters	awọn ipamọ	0.582	0.333	0.482
shelved	ti dabobo	0.306	0.166	0.321
shepherd	oluṣọ-agutan	0.656	0.304	0.610
sherbet	sherbet	0.592	0.363	0.348
sheriff	Sheriff	0.602	0.541	0.802
sherry	sherry	0.594	0.477	0.315
shield	apata	0.510	0.373	0.663
shift	yipada	0.479	0.610	0.491
shifting	ayipada	0.518	0.548	0.546
shifty	shifty	0.365	0.687	0.483
shilling	shilling	0.521	0.342	0.430
shimmer	shimmer	0.745	0.562	0.656
shimmering	shimmering	0.844	0.648	0.904
shimmy	shimmy	0.478	0.476	0.462
shin	shin	0.459	0.500	0.231
shindig	shindig	0.552	0.560	0.491
shine	tàn	0.844	0.539	0.741
shiner	shiner	0.740	0.510	0.556
shingle	shingle	0.510	0.200	0.410
shining	didan	0.885	0.673	0.812
shiny	danmeremere	0.885	0.604	0.787
ship	ọkọ	0.646	0.500	0.439
shipment	sowo	0.582	0.440	0.452
shipping	sowo	0.622	0.327	0.443
shipshape	ọkọ omi	0.594	0.480	0.474
shipwreck	ọkọ oju omi	0.268	0.768	0.373
shipyard	shipyard	0.398	0.583	0.595
shire	shire	0.479	0.257	0.609
shirt	seeti	0.698	0.186	0.231
shit	nik	0.000	0.678	0.294
shitday	NO TRANSLATION	0.281	0.658	0.390
shitfaced	shitfaced	0.214	0.695	0.380
shithead	shithead	0.120	0.645	0.302
shitless	shitless	0.271	0.545	0.333
shitload	shitload	0.020	0.606	0.161
shittest	NO TRANSLATION	0.076	0.673	0.232
shitty	shitty	0.020	0.679	0.163
shiver	shiver	0.260	0.765	0.236
shivering	shivering	0.122	0.663	0.373
shoals	awọn igbiyanju	0.396	0.408	0.375
shock	mọnamọna	0.286	0.821	0.453
shocked	ibanujẹ	0.292	0.773	0.375
shocker	shocker	0.235	0.804	0.616
shocking	iyalenu	0.378	0.853	0.833
shockingly	iyara	0.510	0.924	0.721
shoddy	bii	0.082	0.463	0.179
shoe	bata	0.517	0.225	0.288
shoelace	bata	0.396	0.280	0.307
shoemaker	alagbasilẹ	0.396	0.269	0.491
shoes	bata	0.729	0.324	0.210
shoeshine	bata	0.392	0.387	0.325
shook	gbon	0.163	0.759	0.509
shoot	titu	0.092	0.926	0.625
shooter	ayanbon	0.224	0.814	0.774
shooting	ibon yiyan	0.276	0.931	0.602
shootout	shootout	0.080	0.927	0.615
shop	itaja	0.725	0.632	0.565
shopkeeper	oniṣowo	0.677	0.510	0.730
shoplifter	shoplifter	0.167	0.830	0.500
shoplifting	shoplifting	0.152	0.833	0.441
shopper	shopper	0.646	0.615	0.741
shopping	ohun tio wa	0.915	0.445	0.630
shore	eti okun	0.542	0.304	0.204
shoreline	eti okun	0.677	0.296	0.529
shorn	kukuru	0.396	0.415	0.400
short	kukuru	0.184	0.264	0.237
short story	kukuru itan	0.697	0.321	0.348
shortage	aito	0.094	0.455	0.198
shortcake	kukuru	0.677	0.359	0.398
shortcoming	aṣiṣe	0.195	0.370	0.258
shortcut	ọna abuja	0.594	0.308	0.426
shorten	kuru	0.302	0.382	0.460
shortening	kikuru	0.286	0.333	0.385
shorthand	kukuru	0.459	0.450	0.461
shortly	ni kete	0.582	0.310	0.360
shortness	kukuru	0.459	0.280	0.272
shorts	awọn awọ	0.622	0.481	0.287
shortstop	kukuru	0.418	0.529	0.450
shortwave	kukuru kukuru	0.460	0.271	0.368
shot	shot	0.144	0.750	0.569
shotgun	ibọn kekere	0.200	0.868	0.684
shoulder	ejika	0.562	0.286	0.406
shout	kigbe	0.229	0.925	0.444
shove	gbin	0.306	0.690	0.602
shovel	bii	0.427	0.308	0.267
shoveling	gbigbọn	0.265	0.620	0.537
show	show	0.673	0.771	0.719
showbiz	showbiz	0.661	0.713	0.598
showboat	showboat	0.618	0.625	0.509
showcase	Ifihan	0.521	0.255	0.415
showdown	showdown	0.302	0.950	0.692
shower	iwe	0.669	0.346	0.336
showgirl	showgirl	0.633	0.694	0.481
showing	fifihan	0.622	0.540	0.491
showoff	se karimi	0.344	0.598	0.463
showroom	showroom	0.740	0.441	0.536
showy	showy	0.698	0.657	0.661
shrapnel	shrapnel	0.240	0.740	0.681
shred	shred	0.224	0.750	0.627
shrew	dabaru	0.306	0.463	0.390
shrewd	ologbon	0.551	0.673	0.816
shriek	gbigbe	0.459	0.827	0.491
shrill	Ija	0.312	0.721	0.640
shrimp	awọn ede	0.571	0.361	0.425
shrine	ibudo	0.802	0.255	0.574
shrink	sisun	0.385	0.453	0.272
shrinking	mimu	0.190	0.400	0.217
shrivel	ti kuna	0.160	0.409	0.143
shroud	shroud	0.417	0.457	0.389
shrub	abemiegan	0.531	0.340	0.340
shrubbery	shrubbery	0.490	0.267	0.332
shrug	shrug	0.208	0.296	0.278
shrunk	shrunk	0.163	0.354	0.218
shrunken	shrunken	0.500	0.373	0.221
shudder	shudder	0.344	0.791	0.559
shuddering	ibanujẹ	0.302	0.802	0.638
shuffle	shuffle	0.459	0.450	0.556
shuffleboard	shuffleboard	0.531	0.459	0.377
shuffling	shuffling	0.521	0.408	0.293
shun	shun	0.418	0.604	0.389
shunned	shunned	0.271	0.464	0.367
shunt	shunt	0.312	0.500	0.470
shut	pa	0.240	0.352	0.311
shutdown	paade	0.173	0.367	0.418
shuteye	NO TRANSLATION	0.521	0.430	0.431
shutit	NO TRANSLATION	0.281	0.442	0.480
shutter	oju	0.191	0.380	0.482
shuttle	opo	0.531	0.591	0.547
shutup	NO TRANSLATION	0.333	0.560	0.491
shy	itiju	0.280	0.153	0.132
shyness	itiju	0.312	0.265	0.246
shyster	shyster	0.292	0.567	0.424
sib	NO TRANSLATION	0.698	0.298	0.593
sibling	sibling	0.857	0.340	0.636
sic	sic	0.370	0.459	0.380
sick	aisan	0.104	0.431	0.136
sickbay	bajẹ aisan	0.296	0.510	0.345
sicken	sicken	0.051	0.500	0.294
sickening	aisan	0.074	0.618	0.259
sickle	aisan	0.427	0.585	0.370
sickly	aisan	0.188	0.550	0.191
sickness	aisan	0.094	0.704	0.288
side	ẹgbẹ	0.439	0.288	0.395
sidearm	ẹgbẹ	0.410	0.474	0.500
sidebar	lagbegbe	0.469	0.364	0.405
sideboard	ẹgbẹ oju-iwe	0.590	0.259	0.426
sideburns	sideburns	0.777	0.327	0.308
sidecar	ti gba	0.552	0.449	0.500
sidekick	ẹgbẹkick	0.602	0.439	0.509
sideline	sideline	0.440	0.382	0.517
sideshow	bakanna	0.458	0.594	0.658
sidestep	awọn oju-iwe	0.378	0.559	0.407
sidewalk	ẹgbẹ oju-iwe	0.479	0.192	0.348
sideways	ni ẹgbẹ	0.788	0.245	0.291
sidewinder	sidewinder	0.500	0.500	0.439
siege	idoti	0.271	0.750	0.567
siesta	siesta	0.740	0.046	0.295
sieve	sieve	0.459	0.250	0.333
sift	sift	0.542	0.412	0.461
sifting	aworan	0.571	0.469	0.474
sigh	sigh	0.469	0.387	0.273
sight	oju	0.684	0.250	0.528
sighting	Wiwo	0.582	0.560	0.627
sightseeing	Wiwa	0.875	0.552	0.697
sigma	sigma	0.490	0.472	0.535
sign	ami	0.620	0.481	0.397
signal	ifihan agbara	0.615	0.417	0.464
signature	Ibuwọlu	0.570	0.422	0.657
significance	pataki	0.820	0.460	0.644
significant	pataki	0.827	0.649	0.786
signification	itọkasi	0.583	0.337	0.530
signify	fihan	0.453	0.422	0.634
signpost	atokole	0.510	0.400	0.446
silence	ipalọlọ	0.438	0.200	0.223
silencer	silencer	0.417	0.356	0.482
silent	ipalọlọ	0.469	0.125	0.280
silently	laiparuwo	0.448	0.185	0.306
silhouette	ojiji biribiri	0.582	0.410	0.288
silicon	ohun alumọni	0.439	0.448	0.445
silicone	silikoni	0.480	0.340	0.333
silk	siliki	0.760	0.115	0.300
silken	silken	0.730	0.265	0.394
silky	silky	0.802	0.397	0.271
sill	sill	0.433	0.375	0.324
silliness	silliness	0.327	0.368	0.192
silly	aimọgbọn	0.384	0.349	0.161
silo	silo	0.400	0.365	0.357
silt	silt	0.510	0.269	0.200
silver	fadaka	0.684	0.451	0.615
silverware	awọn ohun elo fadaka	0.663	0.365	0.409
silvery	silvery	0.543	0.460	0.517
similar	iru	0.562	0.250	0.423
similarity	bakanna	0.729	0.255	0.518
simile	NO TRANSLATION	0.615	0.363	0.464
simmer	simmer	0.650	0.293	0.393
simmering	simmering	0.382	0.613	0.412
simple	rọrun	0.653	0.130	0.314
simples	NO TRANSLATION	0.724	0.240	0.263
simpleton	simẹnti	0.429	0.144	0.358
simplicity	ayedero	0.667	0.250	0.337
simplify	simplify	0.565	0.347	0.602
simplistic	simplistic	0.490	0.245	0.391
simply	nìkan	0.535	0.148	0.393
simulate	simulate	0.551	0.375	0.417
simulated	ti a ṣe simẹnti	0.500	0.461	0.356
simulating	sisọpọ	0.552	0.462	0.481
simulation	kikopa	0.552	0.574	0.567
simulator	olopa	0.677	0.559	0.583
simultaneous	nigbakanna	0.691	0.577	0.554
simultaneously	ni nigbakannaa	0.656	0.490	0.609
sin	NO TRANSLATION	0.177	0.712	0.449
sincere	otitọ	0.918	0.265	0.725
sincerity	otitọ	0.908	0.351	0.686
sinful	ẹlẹṣẹ	0.143	0.788	0.417
sing	kọrin	0.858	0.606	0.420
singer	akorin	0.802	0.735	0.628
singing	orin	0.885	0.594	0.528
single	nikan	0.291	0.354	0.259
singly	lẹkankan	0.553	0.354	0.466
singular	ọkan	0.610	0.302	0.482
singularity	singularity	0.582	0.348	0.654
singularly	bakannaa	0.571	0.330	0.527
sinister	ọdajẹ	0.125	0.896	0.581
sink	rì	0.375	0.439	0.322
sinker	sinker	0.302	0.557	0.538
sinking	sinking	0.135	0.439	0.342
sinner	ẹlẹṣẹ	0.237	0.667	0.356
sinning	sinning	0.170	0.700	0.422
sinus	ẹṣẹ	0.531	0.563	0.340
sip	sip	0.375	0.380	0.213
siphon	siphon	0.354	0.333	0.435
sipping	sipping	0.469	0.349	0.377
sir	sir	0.622	0.306	0.778
sire	nibi	0.854	0.452	0.808
siren	siren	0.570	0.627	0.500
sirloin	sirloin	0.546	0.418	0.373
sissy	sissy	0.333	0.562	0.232
sister	arabinrin	0.916	0.324	0.562
sisterhood	sisterhood	0.837	0.415	0.696
sit	joko	0.561	0.230	0.368
sitcom	sitcom	0.562	0.537	0.407
site	Aaye	0.677	0.265	0.452
sith	sith	0.439	0.564	0.373
sitter	Sitter	0.656	0.429	0.404
sitting	joko	0.561	0.146	0.353
situate	Situ	0.510	0.310	0.483
situated	o wa	0.542	0.231	0.543
situation	ipo	0.531	0.387	0.600
six	mefa	0.500	0.154	0.271
sixpence	onopence	0.469	0.417	0.463
sixteen	mẹrindilogun	0.583	0.290	0.324
sixth	kẹfa	0.521	0.275	0.366
sixty	ọgọta	0.694	0.240	0.433
sizable	sizable	0.727	0.337	0.657
size	iwọn	0.531	0.336	0.569
sizzle	sizzle	0.427	0.704	0.368
ska	NO TRANSLATION	0.458	0.575	0.245
skate	sikate	0.740	0.653	0.508
skateboard	skateboard	0.677	0.550	0.353
skater	skater	0.633	0.774	0.652
skating	skating	0.745	0.673	0.435
skedaddle	skedaddle	0.427	0.596	0.422
skeet	skeet	0.469	0.549	0.413
skein	skein	0.449	0.372	0.287
skeletal	egungun	0.306	0.558	0.318
skeleton	egungun	0.183	0.464	0.343
skeptic	skeptic	0.135	0.440	0.500
skeptical	skeptical	0.207	0.500	0.452
skepticism	skepticism	0.229	0.480	0.582
sketch	Sketch	0.704	0.276	0.420
sketching	sita	0.729	0.327	0.400
sketchy	aala	0.333	0.479	0.241
skewed	skewed	0.340	0.480	0.361
skewer	skewer	0.470	0.365	0.457
ski	siki	0.684	0.670	0.471
skid	skid	0.357	0.640	0.440
skier	skier	0.802	0.788	0.639
skiff	skiff	0.479	0.375	0.472
skiing	sikiini	0.823	0.824	0.620
skijump	NO TRANSLATION	0.635	0.647	0.482
skill	ọgbọn	0.847	0.701	0.833
skilled	oye	0.886	0.614	0.929
skillet	skillet	0.510	0.296	0.345
skillful	ọlọgbọn	0.802	0.616	0.908
skim	skim	0.418	0.328	0.322
skimpy	skimpy	0.302	0.349	0.208
skin	awọ ara	0.569	0.350	0.395
skinny	alara	0.333	0.333	0.298
skip	foju	0.458	0.804	0.439
skipper	skipper	0.440	0.577	0.692
skirmish	skirmish	0.290	0.640	0.474
skirt	yeri	0.602	0.463	0.226
skirting	skirting	0.449	0.529	0.386
skirts	skirts	0.622	0.538	0.241
skit	skit	0.438	0.434	0.421
skittish	skittish	0.156	0.815	0.172
skull	agbọn	0.276	0.558	0.574
skunk	skunk	0.284	0.491	0.380
sky	õrùn	0.958	0.234	0.401
skylight	õrùn	0.708	0.314	0.343
skyline	oju ọrun	0.592	0.412	0.662
skyscraper	oṣupa	0.622	0.696	0.798
slab	ipalara	0.398	0.265	0.264
slack	slack	0.521	0.283	0.446
slag	slag	0.266	0.600	0.254
slam	slam	0.459	0.577	0.480
slammer	slammer	0.417	0.565	0.391
slander	egan	0.184	0.604	0.454
slanderous	slanderous	0.057	0.800	0.337
slang	slang	0.479	0.418	0.491
slant	slant	0.469	0.396	0.536
slap	labara	0.100	0.804	0.518
slash	slash	0.260	0.500	0.509
slashes	awọn ipalara	0.330	0.328	0.410
slate	ile sileti	0.531	0.283	0.431
slates	awọn ileti	0.500	0.270	0.342
slaughter	ipakupa	0.052	0.953	0.602
slaughterhouse	ipakoko	0.146	0.794	0.472
slaughtering	ipaniyan	0.133	0.947	0.714
slave	ẹrú	0.171	0.795	0.151
slavery	ifiwo	0.052	0.783	0.218
slay	Pa	0.133	0.920	0.585
slayer	apaniyan	0.041	0.930	0.661
sleaze	sleaze	0.312	0.538	0.405
sleazy	sleazy	0.292	0.674	0.370
sled	NO TRANSLATION	0.635	0.547	0.446
sledding	sledding	0.625	0.547	0.422
sledge	sledge	0.646	0.500	0.361
sledgehammer	sledgehammer	0.449	0.479	0.482
sleek	ọṣọ	0.750	0.484	0.643
sleep	orun	0.719	0.090	0.339
sleeper	alara	0.640	0.154	0.254
sleeping	sisun	0.704	0.091	0.312
sleepless	alara	0.213	0.410	0.207
sleeplessness	isinmi	0.104	0.604	0.202
sleepover	sleepover	0.815	0.519	0.340
sleepy	sisun	0.604	0.125	0.250
sleepyhead	Sleepyhead	0.327	0.350	0.294
sleet	iwo ẹsẹ	0.410	0.355	0.395
sleeve	apo aso	0.531	0.270	0.273
sleeveless	sleeveless	0.638	0.290	0.200
sleigh	si iworo	0.742	0.551	0.396
sleight	ologun	0.719	0.677	0.379
slender	ti o kere ju	0.812	0.548	0.664
sleuth	sleuth	0.460	0.633	0.676
slice	bibẹrẹ	0.583	0.375	0.303
slick	slick	0.388	0.383	0.349
slicker	slicker	0.727	0.387	0.519
slide	ifaworanhan	0.615	0.435	0.432
slider	Ifaworanhan	0.585	0.491	0.518
sliding	sisun	0.356	0.730	0.491
slight	diẹ	0.521	0.240	0.155
slight anticipation	diẹ ifojusona	0.562	0.490	0.445
slight disgust	diẹ ipalara	0.156	0.578	0.318
slight surprise	diẹ iyalenu	0.677	0.746	0.557
slight trust	diẹ iṣọkan	0.306	0.400	0.245
slightly	die die	0.470	0.274	0.255
slightly negative	die-die odi	0.190	0.472	0.259
slightly positive	die-die rere	0.792	0.480	0.567
slim	tẹẹrẹ	0.562	0.180	0.296
slime	slime	0.300	0.370	0.183
slimy	slimy	0.177	0.500	0.309
sling	sling	0.417	0.423	0.404
slingshot	slingshot	0.323	0.654	0.474
slink	bọọ	0.460	0.546	0.314
slinky	slinky	0.400	0.637	0.603
slip	isokuso	0.316	0.714	0.321
slipper	slipper	0.635	0.298	0.245
slippers	slippers	0.573	0.413	0.236
slippery	slippery	0.219	0.740	0.343
slit	Ifaworanhan	0.406	0.490	0.366
sliver	sliver	0.388	0.347	0.291
slob	slob	0.275	0.365	0.300
slobber	slobber	0.350	0.375	0.278
slogan	akokọ ọrọ	0.550	0.216	0.564
sloop	sloop	0.480	0.375	0.380
slop	NO TRANSLATION	0.306	0.409	0.325
slope	ite	0.347	0.438	0.279
sloppy	sloppy	0.303	0.441	0.183
slot	Iho	0.469	0.337	0.337
sloth	sloth	0.198	0.140	0.125
slouch	slouch	0.365	0.450	0.328
slough	slough	0.265	0.390	0.200
slow	o lọra	0.357	0.073	0.131
slowly	laiyara	0.427	0.185	0.295
slowness	simi	0.302	0.212	0.191
sludge	sludge	0.354	0.396	0.229
slug	slug	0.276	0.370	0.160
slugger	slugger	0.458	0.500	0.518
sluggish	ẹlẹra	0.224	0.124	0.155
sluice	sluice	0.427	0.520	0.365
slum	giramu	0.292	0.528	0.302
slumber	irọra	0.592	0.191	0.426
slump	sisi	0.194	0.438	0.130
slur	slur	0.115	0.814	0.427
slurp	slurp	0.540	0.528	0.411
slush	slush	0.427	0.283	0.296
slut	Ifaworanhan	0.071	0.808	0.309
slutty	slutty	0.224	0.810	0.371
sly	sly	0.573	0.690	0.750
smack	smack	0.323	0.662	0.381
small	kekere	0.542	0.205	0.120
smaller	kere sii	0.300	0.310	0.179
smallest	kere julọ	0.281	0.340	0.129
smallpox	smallpox	0.156	0.583	0.222
smart	smati	0.906	0.607	0.923
smartass	smartass	0.364	0.520	0.620
smarten	smarten	0.602	0.490	0.551
smarty	smarty	0.673	0.510	0.848
smash	fọ	0.195	0.692	0.530
smashed	ti fọ	0.143	0.660	0.256
smattering	sisẹ	0.448	0.460	0.500
smear	smear	0.230	0.433	0.400
smell	orun	0.510	0.520	0.330
smelling	gbigbọn	0.458	0.481	0.349
smelly	smelly	0.100	0.528	0.245
smelt	smelt	0.333	0.441	0.345
smidgen	smidgen	0.367	0.385	0.357
smile	aririn	0.906	0.598	0.618
smiled	rẹrinrin	0.949	0.530	0.536
smiles	awọn musẹ	0.892	0.606	0.607
smiley	smiley	0.865	0.470	0.571
smiling	mimẹrin	0.981	0.679	0.625
smirk	smirk	0.792	0.596	0.583
smite	lu	0.303	0.846	0.682
smith	smith	0.677	0.333	0.529
smithereens	apaniyan	0.281	0.561	0.409
smitten	ti pa	0.153	0.760	0.204
smock	smock	0.429	0.250	0.250
smog	smog	0.271	0.480	0.382
smoke	ẹfin	0.188	0.500	0.391
smoker	smoker	0.208	0.528	0.311
smokey	smokey	0.494	0.462	0.430
smoking	siga	0.176	0.557	0.384
smoky	smoky	0.459	0.420	0.327
smoldering	smoldering	0.635	0.781	0.764
smooch	smooch	0.796	0.731	0.491
smooth	dan	0.823	0.127	0.281
smoothie	smoothie	0.806	0.333	0.281
smoothly	laisiyonu	0.821	0.134	0.488
smoothness	didan	0.833	0.221	0.412
smother	mimu	0.292	0.685	0.420
