Word	Luxembourgish-lb	Valence	Arousal	Dominance
rant	rant	0.219	0.774	0.482
ranting	gewaart	0.181	0.755	0.500
rap	Rap	0.604	0.575	0.464
rape	Geriicht	0.062	0.856	0.527
rapid	séier	0.667	0.788	0.768
rapidity	Rapiditéit	0.667	0.798	0.806
rapids	rapids	0.573	0.817	0.788
rapist	rapist	0.062	0.906	0.571
rapper	Rapper	0.550	0.755	0.482
rapping	rapping	0.565	0.716	0.417
rapport	NO TRANSLATION	0.771	0.664	0.567
rapt	rappt	0.521	0.736	0.510
raptor	Raptor	0.270	0.773	0.612
raptors	Raptor	0.280	0.565	0.591
rapture	ophale kënnt	0.439	0.883	0.567
rare	seelen	0.396	0.413	0.236
rarely	selten	0.408	0.367	0.366
rarity	Seelenheet	0.646	0.548	0.364
rascal	gehalen	0.169	0.706	0.445
rash	z'erspueren	0.219	0.820	0.491
raspberries	Hambieren	0.802	0.278	0.333
raspberry	Hambier	0.735	0.336	0.291
rat	Rass	0.271	0.567	0.255
ratchet	Ratten	0.449	0.520	0.343
rate	Zënssaz	0.521	0.297	0.407
ratification	Ratifizéierung	0.653	0.577	0.609
ratify	ratifizéieren	0.750	0.462	0.716
rating	Rating	0.663	0.679	0.637
ratio	Verhältnis	0.560	0.461	0.741
ration	Ration	0.521	0.346	0.390
rational	rational sinn	0.775	0.347	0.632
rationale	Begleedung	0.656	0.400	0.815
rationalism	Rationalismus	0.562	0.500	0.676
rationality	Verstand	0.633	0.510	0.767
rationalize	rationaliséieren	0.633	0.400	0.746
rationing	rationéieren	0.396	0.404	0.540
rattan	Rattan	0.434	0.334	0.377
rattle	Rass	0.490	0.429	0.268
rattled	geréckelt	0.354	0.641	0.330
rattler	Rattlefeler	0.396	0.730	0.455
rattlesnake	Schlécker	0.188	0.803	0.613
ratty	Ratty	0.354	0.450	0.358
raucous	raucous	0.316	0.740	0.538
ravage	rau	0.214	0.755	0.575
rave	z'erreechen	0.490	0.637	0.420
raven	Raven	0.479	0.446	0.426
ravenous	biergop	0.406	0.700	0.509
ravine	Schlof	0.354	0.673	0.413
raving	raving	0.312	0.764	0.358
ravioli	Ravioli	0.656	0.281	0.308
ravishing	iwwerrascht	0.745	0.833	0.830
raw	rau	0.143	0.349	0.342
rawhide	rauszekommen	0.292	0.360	0.327
rawr	rawr	0.457	0.635	0.406
ray	ray	0.550	0.670	0.538
razor	Raséierapparat	0.260	0.610	0.481
reach	erreechen	0.719	0.625	0.690
react	reagéiert	0.500	0.716	0.717
reaction	Reaktioun	0.470	0.811	0.706
reactionary	reaktionär	0.406	0.573	0.690
reactive	reaktiv	0.434	0.817	0.721
reactor	Reaktor	0.438	0.794	0.772
read	gelies	0.740	0.283	0.611
reader	Lieser	0.776	0.224	0.602
readership	Lieserhip	0.698	0.306	0.422
readily	einfach	0.740	0.290	0.547
readiness	ze preparéieren	0.708	0.531	0.700
reading	Liesen	0.781	0.183	0.415
readjustment	verännert	0.560	0.563	0.510
readout	gelies	0.590	0.250	0.518
ready	prett	0.770	0.388	0.648
readytogo	prett fir ze goen	0.667	0.654	0.578
reaffirm	bekrämpelt	0.750	0.559	0.654
reagent	Reagent	0.385	0.698	0.642
real	real	0.719	0.510	0.717
realism	realistesch ass	0.740	0.545	0.670
realist	realistesch ass	0.720	0.572	0.809
realistic	realistesch	0.700	0.520	0.783
reality	Realitéit	0.786	0.365	0.787
realization	Realiséierung	0.554	0.510	0.836
realize	realiséieren	0.757	0.462	0.647
realm	Räich	0.708	0.509	0.878
realtor	Realtor	0.429	0.471	0.582
realty	Realty	0.633	0.471	0.648
ream	ream	0.490	0.173	0.346
reap	géifen	0.677	0.422	0.623
reaper	Reaper	0.340	0.565	0.464
reappear	erëm eran	0.688	0.625	0.632
rear	Heck	0.459	0.520	0.284
rearrange	ëmzestellen	0.656	0.510	0.729
rearrangement	Neesarréierung	0.542	0.527	0.769
reason	Grond	0.781	0.455	0.712
reasonable	raisonnabel	0.902	0.337	0.726
reasonableness	Begrënnung	0.729	0.448	0.665
reasoning	Begrënnung	0.729	0.365	0.729
reasons	Grënn	0.583	0.460	0.571
reassemble	reassembelen	0.552	0.540	0.589
reassign	nei ze maachen	0.359	0.490	0.559
reassignment	ëmgewandelt	0.551	0.480	0.415
reassurance	Versécherung	0.875	0.127	0.593
reassure	versécheren	0.837	0.306	0.630
reassured	berouegt	0.854	0.186	0.519
reassuring	encouragéieren	0.847	0.308	0.691
rebate	ze bréngen	0.667	0.569	0.510
rebel	Rebell	0.235	0.830	0.555
rebellion	Rebellioun	0.245	0.843	0.746
rebellious	Rebellen	0.344	0.880	0.663
rebels	Rebellen	0.135	0.860	0.609
rebirth	Reinkarnatioun	0.781	0.712	0.780
reboot	neistarten	0.673	0.577	0.519
reborn	gefrot	0.802	0.618	0.737
rebound	Ball ofgefaangen	0.521	0.480	0.506
rebuild	opzebauen	0.656	0.557	0.519
rebuke	behaapten	0.115	0.677	0.429
rebut	opgeriicht	0.154	0.519	0.573
rebuttal	rebuttal	0.312	0.690	0.540
recalcitrant	recalcitrant	0.357	0.624	0.580
recall	erënneren	0.583	0.351	0.525
recant	gekuckt	0.333	0.575	0.482
recap	recap	0.602	0.578	0.667
recapture	erëm hecken	0.333	0.656	0.658
recast	gemach	0.367	0.481	0.500
recede	ze loossen	0.231	0.449	0.245
receding	Ofkierzung	0.224	0.418	0.333
receipt	Receptioun	0.542	0.230	0.415
receipts	Festivitéiten	0.320	0.333	0.381
receive	kréien	0.740	0.462	0.551
received	kruten	0.646	0.436	0.561
receiver	Receiver	0.583	0.464	0.586
receiving	kréien	0.719	0.562	0.623
recent	rezent	0.592	0.365	0.589
receptacle	gespaart	0.500	0.451	0.426
reception	Rezeptioun	0.694	0.375	0.567
receptionist	Opnahm	0.677	0.430	0.385
receptive	arrangéiert	0.729	0.519	0.639
receptor	Rezeptor	0.417	0.360	0.510
recess	zréck	0.646	0.510	0.367
recesses	Ausstoussen	0.367	0.470	0.379
recession	Recessioun	0.368	0.398	0.373
recharge	opzelueden	0.584	0.702	0.664
recheck	recheck	0.440	0.490	0.529
recherche	NO TRANSLATION	0.458	0.490	0.363
recidivism	residivismus	0.245	0.520	0.558
recipe	Rezepter	0.698	0.271	0.415
recipient	Empfänger	0.604	0.324	0.679
reciprocal	reciprocal	0.677	0.520	0.660
reciprocate	Receptioun	0.760	0.460	0.618
reciprocity	Rezeptioun	0.740	0.673	0.556
recital	de Recital	0.838	0.440	0.572
recitation	Rezitatioun	0.708	0.519	0.462
recite	ofschléissen	0.688	0.398	0.453
reckless	onkloer	0.262	0.788	0.279
recklessness	der Suerge maachen	0.292	0.763	0.380
reckon	wichtegst	0.643	0.420	0.472
reckoning	ze rechnen	0.418	0.622	0.532
reclaim	reklaméiert	0.469	0.724	0.648
reclamation	Reklamatioun	0.573	0.750	0.548
recline	agefouert	0.460	0.404	0.418
reclining	Liewe ginn	0.448	0.312	0.317
recluse	zouloossen	0.240	0.490	0.446
recognition	Unerkennung	0.833	0.587	0.726
recognizable	erkennbar sinn	0.625	0.400	0.609
recognize	erkennen	0.760	0.315	0.600
recognized	unerkannt	0.875	0.458	0.786
recoil	Reparat	0.089	0.429	0.259
recollect	erënneren	0.688	0.491	0.602
recollection	Erënnerung	0.722	0.337	0.566
recombinant	rekombinanteiert	0.561	0.519	0.463
recombination	Rekombinatioun	0.510	0.492	0.602
recommend	recommandéiert	0.812	0.439	0.672
recommendation	Recommandatioun	0.912	0.388	0.664
recompense	rechnen	0.844	0.620	0.853
recon	Rekonktioun	0.500	0.447	0.400
reconcile	ze bréngen	0.760	0.470	0.625
reconciliation	Reconciliatioun	0.896	0.570	0.604
reconfigure	änneren	0.429	0.500	0.658
reconnaissance	Aufgab	0.729	0.604	0.712
reconnect	nei erstallt	0.630	0.548	0.667
reconsider	iwwerpréiwen	0.448	0.442	0.582
reconsideration	Iwwerleeungen	0.531	0.459	0.611
reconstitution	Rekonstitutioun	0.587	0.461	0.783
reconstruct	rekonstruéieren	0.740	0.618	0.718
reconstruction	Rekonstruktioun	0.625	0.719	0.667
reconstructive	Rekonstruktioun	0.596	0.444	0.722
reconvene	erfeieren	0.490	0.529	0.560
record	Rekord	0.552	0.421	0.500
recorder	Recorder	0.551	0.374	0.481
recording	opgeholl	0.573	0.537	0.474
recount	verschafft	0.479	0.402	0.509
recoup	Recouption	0.719	0.422	0.575
recourse	Réckgrëff	0.402	0.337	0.598
recover	ze erhuelen	0.918	0.510	0.647
recoverable	erreechbar sinn	0.780	0.388	0.709
recovery	Heelung	0.781	0.402	0.737
recreate	erstallt	0.724	0.545	0.616
recreation	Fräizäitaktivitéiten	0.909	0.632	0.660
recreational	Fräizäitaktivitéiten	0.896	0.686	0.479
recruit	rekrutéieren	0.551	0.654	0.633
recruiter	Recruteur	0.662	0.630	0.690
recruiting	astellen	0.448	0.787	0.693
recruitment	Rekrutement	0.479	0.645	0.591
recruits	rekritsen	0.396	0.653	0.593
rectal	rectal	0.344	0.618	0.410
rectangle	Rechtepol	0.479	0.225	0.438
rectangular	véierfäeg sinn	0.438	0.240	0.307
rectification	Rectifikatioun	0.449	0.560	0.695
rectify	ze berouegen	0.625	0.480	0.634
rector	Rektor	0.458	0.406	0.862
rectory	Rektoritéit	0.490	0.373	0.704
rectum	Rektum	0.438	0.443	0.491
recumbent	Léierpersonal	0.429	0.370	0.352
recuperation	Erhuelung	0.688	0.418	0.500
recur	Cours	0.479	0.500	0.416
recurrence	erëmfonnt	0.490	0.538	0.615
recurrent	Ëmlafbunn	0.552	0.500	0.561
recurring	permanent	0.370	0.560	0.445
recursion	Rekrutioun	0.312	0.580	0.543
recursive	recursiv	0.459	0.590	0.561
recursively	recursiv	0.427	0.519	0.618
recycle	recycléieren	0.521	0.392	0.526
recycled	recycléiert	0.561	0.316	0.409
recycling	recycling	0.552	0.320	0.509
red	rout	0.427	0.385	0.377
reddish	roud	0.521	0.337	0.328
redecorate	redecoréieren	0.602	0.444	0.490
redeem	erliewen	0.633	0.469	0.491
redeemed	erlöscht	0.625	0.378	0.434
redemption	Erléisung	0.376	0.408	0.545
redesign	nei designt	0.622	0.460	0.396
redhead	Roudechkeet	0.677	0.549	0.518
redheaded	redheaded	0.510	0.520	0.428
redirect	Viruleedung	0.469	0.360	0.648
redneck	redneck	0.401	0.500	0.348
redness	Roudeugkeet	0.151	0.470	0.417
redo	rezent	0.481	0.500	0.535
redress	Entschiedegung	0.677	0.558	0.649
reduce	reduzéieren	0.219	0.304	0.336
reduced	reduzéiert	0.229	0.365	0.204
reduction	Reduktioun	0.365	0.382	0.240
redundancy	Redundanz	0.316	0.262	0.589
redundant	entlooss goufen	0.210	0.500	0.527
redwood	Roude Kräiz	0.592	0.350	0.443
reed	Bengel	0.490	0.350	0.307
reef	Riff	0.583	0.490	0.456
reefer	reefer	0.500	0.453	0.421
reefs	RIFF	0.531	0.471	0.455
reek	Reek	0.177	0.480	0.311
reel	Reel	0.449	0.332	0.395
reelection	Receptioun	0.541	0.673	0.681
reeling	Reeling	0.327	0.542	0.267
reenactment	reenactment	0.771	0.592	0.768
reentry	Neiegkeet	0.604	0.449	0.500
reestablish	erëm erstallt	0.635	0.490	0.692
ref	Ref	0.469	0.380	0.368
refer	bezitt	0.506	0.358	0.558
referee	Arbiter	0.531	0.644	0.778
reference	Referenz	0.633	0.312	0.595
referendum	Referendum	0.510	0.469	0.643
referral	Referral	0.694	0.314	0.603
refill	oppassen	0.670	0.400	0.464
refine	verfeinert	0.653	0.460	0.640
refined	raffinéiert	0.850	0.430	0.653
refinement	Verfeinerung	0.719	0.387	0.709
refinery	Raffinerie	0.646	0.444	0.565
refining	raffinéiert	0.694	0.466	0.664
refit	ze refuséieren	0.500	0.577	0.506
reflect	reflektéieren	0.698	0.342	0.472
reflecting	reflektéieren	0.590	0.408	0.471
reflection	Reflexioun	0.710	0.500	0.528
reflective	reflektiv	0.656	0.292	0.735
reflector	Reflektor	0.479	0.510	0.500
reflex	Reflex	0.583	0.460	0.538
reflux	Reflux	0.281	0.559	0.347
reform	Reform	0.531	0.490	0.797
reformation	Reformatioun	0.809	0.500	0.558
reformer	Reformer	0.562	0.569	0.905
refraction	Refraktioun	0.388	0.471	0.526
refractor	Refrakter	0.510	0.541	0.433
refractory	refractaire	0.520	0.357	0.588
refrain	ze refrainéieren	0.314	0.373	0.277
refraining	ze refraktéieren	0.418	0.453	0.404
refresh	erfrëscht	0.719	0.640	0.689
refreshed	erfrëscht ze sinn	0.910	0.377	0.480
refreshing	erfrëschend	0.936	0.520	0.571
refreshment	Erfrëschung	0.667	0.410	0.352
refrigerate	ze killen	0.635	0.357	0.457
refrigeration	Frigoen	0.735	0.392	0.500
refrigerator	Frigoen	0.677	0.260	0.391
refuel	tanken	0.592	0.445	0.500
refuge	Buedem	0.640	0.238	0.481
refugee	Fluch	0.379	0.607	0.327
refund	Remboursement	0.541	0.528	0.430
refurbish	renovéiere loossen	0.656	0.633	0.541
refusal	Verweigerung	0.052	0.610	0.321
refuse	ze refuséieren	0.180	0.520	0.331
refused	refuséiert	0.163	0.475	0.188
refusing	refuséieren	0.143	0.670	0.203
refutation	Verzweiflung	0.312	0.726	0.566
refute	widerstoen	0.312	0.731	0.583
regain	erëm ze kréien	0.729	0.520	0.759
regal	Regal	0.643	0.459	0.556
regalia	Regalia	0.760	0.441	0.556
regard	virgoen	0.802	0.336	0.809
regatta	Regatta	0.740	0.471	0.435
regency	Regentschaft	0.520	0.472	0.630
regenerate	regeneréiert	0.782	0.607	0.767
regeneration	regeneratioun	0.760	0.640	0.845
regent	Regent	0.680	0.529	0.675
reggae	Reggae	0.698	0.520	0.500
regime	Regime	0.290	0.668	0.773
regimen	Regime	0.428	0.538	0.840
regiment	Regiment	0.469	0.722	0.755
regimental	Regiment	0.292	0.637	0.817
region	Regioun	0.540	0.295	0.712
regional	regional	0.620	0.400	0.607
regionalism	Regionalismus	0.640	0.500	0.773
register	aschreiwen	0.490	0.412	0.654
registrar	Registrar	0.599	0.537	0.574
registration	ageschriwwen hunn	0.622	0.396	0.574
registry	Registry	0.573	0.320	0.583
regress	Regress	0.255	0.442	0.300
regression	Regressioun	0.312	0.500	0.324
regressive	Regressiv	0.302	0.434	0.363
regret	bedauert	0.230	0.623	0.331
regretful	bedauerlech sinn	0.167	0.480	0.188
regrettable	bedauerlech sinn	0.104	0.374	0.245
regretted	bedauert	0.352	0.540	0.368
regretting	bedauere géif	0.255	0.567	0.273
regroup	Ännerung	0.633	0.602	0.797
regular	regelméisseg	0.435	0.188	0.558
regularity	Regularitéit	0.663	0.337	0.585
regulars	reagéiert	0.729	0.327	0.508
regulate	reglementéieren	0.510	0.275	0.481
regulated	geregelt	0.531	0.269	0.483
regulation	Reglement	0.542	0.425	0.667
regulator	Reguléierung	0.500	0.336	0.668
regulatory	Regulatiounssystemer	0.531	0.448	0.528
regurgitation	Regurgitatioun	0.160	0.647	0.315
rehab	Reha	0.531	0.450	0.593
rehabilitate	ze rehabilitéieren	0.671	0.538	0.642
rehabilitation	Rehabilitatioun	0.406	0.528	0.606
rehash	ophalen	0.405	0.451	0.403
rehearsal	Prouf	0.667	0.470	0.500
rehearse	schwätzen	0.588	0.622	0.500
reign	regéieren	0.806	0.567	0.873
reigning	Herrschaft	0.677	0.632	0.870
reimburse	Suen ze bezuelen	0.680	0.418	0.527
reimbursement	Remboursement	0.653	0.610	0.567
rein	reent	0.500	0.357	0.438
reincarnation	Reinkarnatioun	0.786	0.747	0.676
reindeer	Rendez - vous	0.592	0.336	0.396
reinforce	verstärkt	0.604	0.583	0.760
reinforcement	Verstäerkung	0.729	0.702	0.902
reinforcements	Verstärkung	0.646	0.719	0.875
reins	Rei	0.480	0.448	0.545
reinstall	installéieren	0.458	0.500	0.745
reinstate	reestaléieren	0.760	0.551	0.596
reinstatement	erëmgewielt gëtt	0.729	0.521	0.707
reinvest	investéieren	0.570	0.627	0.763
reinvestment	revestéiert	0.582	0.622	0.782
reiterate	widderhuelen	0.422	0.451	0.655
reject	ze refuséieren	0.060	0.647	0.370
rejected	refuséiert ginn	0.102	0.480	0.250
rejection	Oflehnung	0.080	0.704	0.330
rejects	refuséiert	0.083	0.637	0.422
rejoice	iwwerglécklech	0.827	0.650	0.698
rejoicing	Freed ze maachen	0.811	0.637	0.592
rejoin	zréckgeruff	0.655	0.548	0.556
rejuvenate	ze verjiewen	0.776	0.588	0.767
rejuvenated	verjéngert	0.809	0.673	0.700
rekindle	widderhuelen	0.656	0.520	0.788
relapse	Réckwee	0.173	0.460	0.303
relate	bezéien	0.653	0.500	0.623
related	verbonnen	0.677	0.365	0.519
relation	Relatioun	0.857	0.604	0.625
relationship	Bezéiung	0.867	0.566	0.589
relative	relativ	0.500	0.378	0.386
relativity	Relativitéitstheorie	0.594	0.393	0.615
relax	entspanen	0.927	0.250	0.375
relaxant	entspanen	0.878	0.087	0.357
relaxation	Entspanung	0.873	0.161	0.381
relaxed	entspaant	0.865	0.090	0.382
relaxing	entspaant	0.854	0.157	0.475
relay	Relais	0.738	0.542	0.543
release	Verëffentlechung	0.740	0.606	0.741
released	verëffentlecht	0.844	0.490	0.651
relegation	Relegatioun	0.375	0.500	0.434
relentless	Opbauaarbecht	0.333	0.713	0.904
relevance	Relevanz	0.710	0.599	0.791
relevancy	Relevanz	0.724	0.481	0.673
relevant	relevant	0.719	0.608	0.764
reliability	Zouverlässegkeet	0.917	0.380	0.696
reliable	zouverléisseg	0.912	0.241	0.875
reliance	Reliance	0.844	0.431	0.853
relic	Reliquien	0.646	0.452	0.591
relics	Reliquien	0.719	0.580	0.579
relief	Erliichterung	0.844	0.278	0.481
relieve	entlaascht	0.813	0.183	0.536
relieved	erliichtert	0.896	0.314	0.391
relieving	ze verginn	0.740	0.255	0.455
relight	Héichschoul	0.560	0.588	0.519
religion	Relioun	0.646	0.320	0.755
religious	reliéis	0.740	0.238	0.696
relinquish	ofgëtt	0.265	0.606	0.286
relish	genéissen	0.854	0.610	0.632
relive	erliichtert	0.750	0.650	0.693
reload	lueden	0.562	0.611	0.571
relocate	markéiere loossen	0.500	0.594	0.640
relocation	Delokalisatoun	0.396	0.500	0.475
reluctance	Verzweiflung	0.240	0.606	0.373
reluctant	verhënneren	0.292	0.630	0.432
rely	vertrauen	0.812	0.429	0.616
remain	bleiwen	0.709	0.365	0.731
remainder	Rescht	0.398	0.357	0.324
remaining	bleiwen	0.449	0.290	0.296
remains	bleiwt	0.610	0.240	0.565
remake	Remake	0.583	0.488	0.642
remand	Rendez - vous	0.245	0.446	0.318
remark	Remarque	0.561	0.325	0.716
remarkable	bemierkenswäert	0.880	0.573	0.720
remarkably	bemierkenswäert	0.688	0.618	0.868
remarry	Erënnerung	0.653	0.791	0.540
rematch	Rematch	0.469	0.798	0.627
remedial	remedial	0.369	0.418	0.509
remedy	Abberédung	0.625	0.283	0.491
remember	erënneren	0.776	0.422	0.454
remembered	erënnert	0.916	0.333	0.588
remembering	erënneren	0.535	0.386	0.509
remembrance	Erënnerung un	0.812	0.250	0.519
remind	erënneren	0.721	0.415	0.563
reminder	Erënnerung	0.552	0.423	0.589
reminisce	erënneren	0.903	0.490	0.363
reminiscent	erënneren un	0.500	0.481	0.611
reminiscing	erënneren	0.688	0.431	0.418
remiss	Remise	0.190	0.650	0.325
remission	Vergëftung	0.418	0.330	0.518
remit	uginn	0.510	0.509	0.473
remittance	Remittance	0.684	0.479	0.454
remnant	Iwwerreschter	0.367	0.312	0.388
remodel	Remodel	0.604	0.647	0.693
remorse	Remus	0.103	0.673	0.377
remorseful	remorzvoll sinn	0.347	0.429	0.250
remote	Fernzuch	0.458	0.333	0.477
remoteness	Eelefmeter	0.323	0.510	0.339
removal	Entfernung	0.245	0.540	0.368
remove	ze läschen	0.292	0.539	0.472
remover	eraushuelen	0.337	0.443	0.526
remuneration	Remuneratioun	0.792	0.760	0.607
renaissance	Rennaissance	0.771	0.670	0.767
renal	Nieren	0.300	0.480	0.415
rencontre	NO TRANSLATION	0.510	0.452	0.463
rend	NO TRANSLATION	0.429	0.423	0.385
render	ze maachen	0.541	0.395	0.448
rendering	Rendering	0.531	0.434	0.667
rendezvous	rendezvous	0.750	0.490	0.658
rendition	Reegatioun	0.417	0.360	0.398
renegade	Renegade	0.140	0.640	0.509
renegotiate	renégociéieren	0.580	0.702	0.708
renew	erneieren	0.868	0.481	0.713
renewal	Erneierung	0.770	0.710	0.672
renounce	ze refuséieren	0.156	0.490	0.552
renovate	renovéieren	0.878	0.549	0.755
renovated	renovéiert	0.783	0.406	0.657
renovation	renovéieren	0.816	0.590	0.779
renown	bekannt	0.693	0.475	0.693
renowned	Renomee genannt	0.844	0.481	0.697
rent	ze lounen	0.344	0.429	0.446
rental	Locatioun	0.510	0.370	0.308
renter	Mueren	0.590	0.301	0.371
renunciation	Verzunn gesat	0.260	0.578	0.336
reopen	eran	0.656	0.528	0.568
reorganization	reorganiséieren	0.622	0.587	0.754
reorganize	reorganiséieren	0.667	0.590	0.722
rep	rep	0.520	0.510	0.640
repaint	repaint	0.622	0.382	0.308
repair	Reparatur	0.583	0.460	0.589
repairman	Reparaturen	0.582	0.426	0.707
reparation	Reparatioun	0.531	0.615	0.732
repay	Remboursement	0.469	0.632	0.592
repayment	Remboursement	0.479	0.490	0.474
repeal	Widerufsdélai	0.260	0.480	0.482
repeat	widderhuelen	0.490	0.529	0.552
repeated	widderholl ginn	0.429	0.472	0.314
repeatedly	ëmmer erëm	0.479	0.575	0.500
repeater	Reparaturen	0.479	0.426	0.430
repel	repetéiert	0.224	0.620	0.441
repellant	repellant sinn	0.292	0.620	0.426
repellent	oppassen	0.286	0.500	0.491
repelling	repetéiert	0.184	0.633	0.429
repent	ëmkéieren	0.449	0.422	0.386
repentance	widderhëlt	0.417	0.604	0.324
repentant	widderhëlt	0.326	0.500	0.200
repertoire	Repertoire	0.633	0.594	0.667
repertory	Repertoire	0.562	0.473	0.528
repetition	Wieder	0.375	0.519	0.396
repetitive	Wiederhol	0.320	0.438	0.362
rephrase	Iwwerpréifung	0.547	0.451	0.549
replace	ersat gëtt	0.417	0.520	0.500
replacement	Ersatz	0.385	0.519	0.500
replay	Replay	0.612	0.522	0.761
replenish	ergänzen	0.615	0.336	0.689
replete	fonnt	0.552	0.497	0.670
replica	Replica	0.480	0.520	0.493
replicate	ze replicéieren	0.480	0.630	0.585
replication	Replikatioun	0.342	0.618	0.510
reply	geäntwert	0.762	0.290	0.596
report	Rapport	0.583	0.444	0.575
reported	gemellt	0.418	0.442	0.567
reporter	Reporter	0.531	0.550	0.604
repose	Rendez - vous	0.469	0.100	0.330
reposition	repositionéiert	0.408	0.529	0.509
repository	Repository	0.406	0.396	0.500
repossess	Repossess	0.418	0.667	0.552
reprehensible	veruerteelt sinn	0.316	0.569	0.351
represent	vertrieden	0.781	0.433	0.861
representation	Representatioun	0.677	0.542	0.750
representative	representativ	0.704	0.366	0.694
represented	vertrieden	0.724	0.444	0.688
representing	representativ sinn	0.796	0.464	0.833
repress	ze repressivéieren	0.208	0.612	0.536
repressed	verwonnt hunn	0.188	0.337	0.311
repression	Repressioun	0.214	0.764	0.481
reprieve	ze bestoen	0.531	0.471	0.574
reprimand	z'ënnerstëtzen	0.153	0.528	0.465
reprint	nach ze reprinten	0.510	0.449	0.527
reprisal	Repressalien	0.125	0.788	0.545
reprise	zréckzezéien	0.459	0.500	0.464
reproach	Schauspiller	0.240	0.755	0.384
reproduce	reproduzéiere kann	0.823	0.622	0.760
reproduction	Reproduktioun	0.800	0.736	0.713
reproductive	Reproduktiv	0.770	0.604	0.856
reprogram	reprogramm	0.519	0.404	0.557
reptile	Reptil	0.350	0.566	0.365
republic	Republik	0.635	0.340	0.830
republican	Republikaner	0.398	0.551	0.664
repudiation	Ausgrenzung	0.167	0.686	0.274
repugnance	Rehabilitatiouns	0.062	0.684	0.425
repugnant	zréckzeginn	0.061	0.735	0.453
repulsion	repulsioun	0.247	0.673	0.353
repulsive	repulsiv sinn	0.146	0.775	0.425
repurchase	zréckbezuelen	0.531	0.592	0.557
reputable	Richteg	0.781	0.462	0.919
reputation	Ruff	0.740	0.542	0.721
repute	Rutsch	0.729	0.500	0.702
reputed	renomméiert	0.439	0.528	0.627
request	Ufro	0.625	0.471	0.618
requiem	requiem	0.475	0.382	0.426
require	verlaangen	0.398	0.439	0.560
required	erfuerderlech sinn	0.583	0.509	0.700
requirement	erfordert	0.510	0.439	0.728
requisite	néideg sinn	0.448	0.363	0.609
requisition	requisitionnéiert	0.478	0.510	0.649
reread	rëm	0.448	0.377	0.492
reroute	reroute	0.540	0.598	0.598
rerun	rerun	0.333	0.620	0.529
reschedule	Reeschaafen	0.438	0.422	0.537
rescind	Récktrëtt	0.347	0.380	0.391
rescission	zréckkommen	0.333	0.529	0.360
rescue	Rettung	0.806	0.926	0.850
research	Fuerschung	0.633	0.663	0.741
researcher	Fuerscher	0.569	0.510	0.857
resection	Resektioun	0.375	0.482	0.500
resemblance	Ähnlechkeet	0.743	0.216	0.570
resemble	gläichen	0.602	0.388	0.463
resembling	ähnlech	0.592	0.250	0.529
resent	sichen	0.073	0.553	0.163
resentful	verwinnt	0.120	0.608	0.324
resentment	Ressentiment	0.163	0.745	0.528
reservation	reservéieren	0.688	0.343	0.561
reserve	reservéiert	0.585	0.289	0.589
reserved	reservéiert	0.594	0.316	0.583
reserves	Reserven	0.653	0.363	0.520
reservoir	Reservoir	0.531	0.276	0.462
reset	zréckgesat	0.490	0.450	0.574
reside	wunnen	0.451	0.440	0.455
residence	wunnt	0.615	0.382	0.585
residences	Wunnengen	0.618	0.418	0.509
residency	Wunnsëtz	0.694	0.357	0.679
resident	Awunner	0.592	0.327	0.500
residential	Wunnhaus	0.720	0.210	0.589
residual	Rescht	0.448	0.288	0.327
residue	Rescht	0.354	0.330	0.183
resign	zrécktrieden	0.250	0.543	0.273
resignation	Récktrëtt	0.145	0.392	0.310
resigned	zréckgetrueden	0.240	0.170	0.268
resilience	Widerstandsfäegkeet	0.531	0.440	0.667
resilient	Wëllen	0.542	0.540	0.801
resin	Harz	0.284	0.308	0.400
resist	widderstoen	0.414	0.676	0.651
resistance	Widderstand	0.427	0.694	0.796
resistant	resistent	0.592	0.585	0.815
resisting	widderstoen	0.408	0.776	0.789
resistive	resistesch sinn	0.396	0.519	0.651
resolute	fest	0.771	0.510	0.712
resolutely	enttäuschend	0.714	0.453	0.805
resolution	ze léisen	0.780	0.550	0.745
resolve	ze léisen	0.710	0.472	0.750
resolved	geléist hunn	0.735	0.357	0.683
resonance	Resonanz	0.541	0.426	0.629
resonant	Resonanz	0.542	0.633	0.663
resonate	ze resonéieren	0.582	0.610	0.644
resonator	Resonator	0.469	0.608	0.519
resort	ze resorts	0.573	0.441	0.632
resounding	klor	0.490	0.708	0.596
resource	Ressourcen	0.740	0.357	0.749
resourceful	opzefëllen	0.906	0.704	0.886
resources	Ressourcen	0.604	0.348	0.627
respect	respektéieren	0.927	0.344	0.758
respectability	respektabilitéit	0.875	0.407	0.912
respectable	respektab	0.850	0.350	0.889
respected	respektéiert ginn	0.908	0.441	0.853
respectful	Respekt	0.951	0.386	0.814
respecting	respektéiert	0.837	0.321	0.720
respective	jeweileg	0.625	0.413	0.721
respects	respektéiert	0.840	0.387	0.824
respiration	respektéieren	0.760	0.377	0.669
respirator	respektéieren	0.433	0.398	0.453
respiratory	respektéiert	0.500	0.450	0.552
respite	Zeitung	0.600	0.373	0.420
resplendent	beandrockt	0.905	0.673	0.755
respond	äntwerten	0.573	0.435	0.594
respondent	Gespréichspartner	0.449	0.455	0.480
response	Äntwert	0.615	0.500	0.472
responsibility	Responsabilitéit	0.760	0.500	0.852
responsible	verantwortlech	0.837	0.527	0.833
