Word	Marathi-mr	Valence	Arousal	Dominance
surprises	आश्चर्यांसाठी	0.875	0.769	0.632
surprising	आश्चर्यकारक	0.888	0.790	0.692
surprisingly	आश्चर्याची गोष्ट म्हणजे	0.847	0.793	0.819
surreal	अवास्तव	0.550	0.529	0.670
surrender	शरण जाणे	0.115	0.396	0.186
surrendering	आत्मसमर्पण	0.198	0.411	0.245
surrogate	बिशपचा प्रतिनिधिक दुय्यम	0.406	0.590	0.472
surround	आजूबाजूला	0.542	0.623	0.627
surrounding	आसपासचे	0.531	0.422	0.669
surroundings	आसपासच्या	0.600	0.346	0.492
surveillance	पाळत ठेवणे	0.365	0.720	0.718
survey	सर्वेक्षण	0.580	0.357	0.379
surveying	सर्वेक्षण	0.488	0.455	0.682
surveyor	सर्वेक्षक	0.545	0.337	0.648
survival	जगण्याची	0.541	0.798	0.879
survive	टिकून राहा	0.770	0.824	0.726
surviving	हयात	0.646	0.836	0.721
survivor	वाचलेली व्यक्ती	0.677	0.750	0.815
susceptibility	संवेदनशीलता	0.458	0.627	0.364
susceptible	संवेदनाक्षम	0.438	0.449	0.304
sushi	सुशी	0.698	0.343	0.394
suspect	संशय	0.133	0.750	0.509
suspected	संशयित	0.173	0.755	0.452
suspend	स्थगित करा	0.240	0.320	0.368
suspended	निलंबित	0.224	0.402	0.368
suspenders	ब्रेस्न्डर्स	0.391	0.333	0.500
suspense	रहस्य	0.286	0.775	0.402
suspension	निलंबन	0.288	0.530	0.426
suspicion	संशय	0.204	0.711	0.377
suspicions	शंका	0.208	0.745	0.500
suspicious	संशयास्पद	0.153	0.745	0.431
sustain	टिकून राहा	0.635	0.358	0.593
sustained	निरंतर	0.649	0.340	0.580
sustenance	अन्नधान्य	0.820	0.519	0.679
suture	सिवारी	0.240	0.510	0.510
suv	एसयूव्ही	0.552	0.431	0.446
sux	NO TRANSLATION	0.406	0.531	0.331
swab	स्वाब	0.470	0.364	0.259
swag	स्वॅग	0.656	0.676	0.654
swagger	स्वॅगर	0.333	0.731	0.538
swallow	गिळणे	0.466	0.608	0.436
swami	स्वामी	0.510	0.547	0.491
swamp	दलदलीचा प्रदेश	0.245	0.425	0.235
swamped	दोरखंड	0.156	0.480	0.270
swampy	दलदलीचा	0.306	0.390	0.412
swan	हंस	0.781	0.225	0.357
swank	हंसणे	0.490	0.500	0.442
swap	स्वॅप	0.552	0.500	0.509
swarm	थवा	0.302	0.735	0.458
swarming	झुंड	0.375	0.600	0.435
swastika	स्वस्तिक	0.316	0.472	0.491
swat	स्वात	0.380	0.694	0.571
sway	बोलणे	0.690	0.596	0.721
swear	शपथ घे	0.601	0.577	0.658
swearing	शपथ घेणे	0.333	0.559	0.586
sweat	घाम	0.388	0.579	0.297
sweater	स्वेटर	0.704	0.245	0.295
sweating	घाम येणे	0.292	0.667	0.265
sweatshirt	स्वेटरशेट	0.510	0.368	0.353
sweatshop	घाम घालणे दुकान	0.385	0.797	0.602
sweaty	घाम काढणारा	0.281	0.540	0.304
sweep	स्वीप	0.448	0.385	0.383
sweeper	स्वीपर	0.470	0.549	0.414
sweeping	भरमसाट	0.344	0.431	0.355
sweet	गोड	0.668	0.418	0.382
sweeten	गोड करणे	0.908	0.455	0.423
sweetened	गोड करणे	0.940	0.461	0.398
sweetener	स्वीटनर	0.670	0.333	0.330
sweetest	मधुर	0.959	0.500	0.370
sweetheart	प्रेमी युगुलापैकी कोणीही	0.959	0.423	0.509
sweetie	स्वीटी	0.990	0.549	0.560
sweetness	गोडवा	0.906	0.474	0.528
sweets	गोड	0.910	0.422	0.321
swell	फुगणे	0.360	0.679	0.348
swelling	सूज	0.323	0.608	0.250
sweltering	फुगणे	0.204	0.644	0.362
swerve	चपळ	0.276	0.612	0.357
swift	चपळ	0.760	0.776	0.698
swiftly	पटकन	0.660	0.885	0.618
swig	स्विंग	0.604	0.481	0.406
swill	swill	0.427	0.528	0.322
swim	पोहणे	0.688	0.461	0.529
swimmer	पोहणारा	0.657	0.698	0.610
swimming	जलतरण	0.760	0.559	0.524
swimsuit	स्विमिंग सूट	0.740	0.373	0.269
swindle	घोटाळा	0.122	0.740	0.439
swindler	ठिसूळ	0.125	0.721	0.575
swine	स्वाइन	0.340	0.519	0.277
swing	स्विंग	0.602	0.510	0.481
swinger	स्विंगर	0.459	0.778	0.482
swinging	झोकायची	0.656	0.510	0.312
swipe	स्वाइप करा	0.573	0.450	0.266
swirl	झुंड	0.490	0.726	0.639
swish	स्विस	0.562	0.510	0.474
switch	स्विच करा	0.500	0.538	0.509
switchblade	स्विचबॅलेड	0.357	0.596	0.528
switchboard	स्विचबोर्ड	0.571	0.519	0.558
swivel	वळणे	0.562	0.480	0.500
swollen	सुजलेल्या	0.236	0.510	0.277
swoon	अस्वस्थता	0.292	0.510	0.160
swoop	झटापट	0.479	0.618	0.446
sword	तलवार	0.438	0.653	0.713
swordfish	स्वोर्डफिश	0.564	0.520	0.442
swordplay	तलवारबाजी	0.616	0.750	0.528
swordsman	तलवारबहाद्दर	0.395	0.857	0.696
sycamore	वृक्षाचे फळ	0.500	0.401	0.527
syllable	शब्दावयव	0.448	0.250	0.417
syllabus	अभ्यासक्रम	0.736	0.370	0.643
symbiotic	सहजीवनविषयक	0.832	0.425	0.406
symbol	चिन्ह	0.643	0.388	0.527
symbolic	प्रतिकात्मक	0.670	0.385	0.574
symbolically	प्रतिकात्मक म्हणून	0.582	0.385	0.648
symbolism	प्रतीकवाद	0.688	0.347	0.640
symbolize	प्रतीक	0.633	0.327	0.673
symmetric	प्रमाणबद्ध	0.745	0.212	0.588
symmetrical	बांधेसूद	0.542	0.263	0.569
symmetry	सममिती	0.604	0.274	0.500
sympathetic	सहानुभूतीशील	0.796	0.434	0.609
sympathize	सहानुभूती वाटणे	0.770	0.627	0.644
sympathy	सहानुभूती	0.827	0.497	0.634
symphonic	सिम्फोनिक	0.775	0.545	0.566
symphony	सिंफनी	0.765	0.490	0.600
symposium	परिसंवाद	0.573	0.394	0.644
symptom	लक्षणं	0.380	0.529	0.434
symptomatic	रोगसूचक	0.367	0.434	0.491
synagogue	सभास्थान	0.531	0.300	0.544
synapse	अंतर्गोल	0.660	0.471	0.491
synaptic	अनियतकालिक	0.573	0.553	0.622
sync	समक्रमित करा	0.802	0.440	0.670
synchronize	समक्रमित करा	0.781	0.361	0.654
synchronous	समकालिक	0.600	0.538	0.545
syncope	तुकडे	0.245	0.538	0.398
syndicate	सिंडिकेट	0.439	0.491	0.673
syndrome	सिंड्रोम	0.229	0.510	0.246
synergistic	सहकर्मीचा	0.571	0.550	0.547
synergy	तालबद्धता	0.667	0.510	0.720
synod	synod	0.469	0.377	0.574
synonym	पर्यायी शब्द	0.615	0.210	0.433
synonymous	समानार्थी	0.480	0.323	0.400
synopsis	सारांश	0.541	0.390	0.482
synoptic	सारांशित	0.561	0.510	0.596
syntax	मांडणी	0.531	0.346	0.559
synthesis	संश्लेषण	0.604	0.315	0.377
synthesizer	सिंथेसाइजर	0.500	0.410	0.592
synthetic	कृत्रिम	0.396	0.350	0.519
syphilis	सिफिलीस	0.071	0.606	0.245
syringe	इंजक्शन देणे	0.250	0.680	0.330
syrup	सिरप	0.620	0.223	0.318
system	प्रणाली	0.615	0.346	0.764
systematic	व्यवस्थित	0.617	0.444	0.594
systematically	पद्धतशीरपणे	0.690	0.390	0.651
t-shirt	टी-शर्ट	0.815	0.286	0.284
tab	टॅब	0.594	0.208	0.308
tabasco	टॅबाको	0.375	0.546	0.404
tabby	टॅबी	0.510	0.426	0.387
tabernacle	निवासमंडप	0.408	0.480	0.605
table	सारणी	0.551	0.170	0.284
tableau	NO TRANSLATION	0.531	0.302	0.321
tablecloth	टेबल क्लॉथ	0.480	0.165	0.215
tablespoon	चमचे	0.490	0.353	0.245
tablet	टॅबलेट	0.562	0.330	0.438
tableware	टेबलवेअर	0.677	0.250	0.276
tabloid	वृत्तपत्रे	0.438	0.365	0.444
taboo	निषिद्ध	0.198	0.794	0.482
tabular	सारणीयुक्त	0.438	0.330	0.462
tabulate	टॅब्लेट करा	0.480	0.403	0.598
tabulation	सारणी	0.396	0.346	0.526
tachometer	टॅकोमीटर	0.398	0.394	0.518
tacit	संदेश	0.459	0.340	0.473
tack	ओढा	0.365	0.431	0.431
tackle	हाताळणी	0.365	0.686	0.569
tackled	घेरले	0.438	0.612	0.569
tackling	सामना	0.480	0.694	0.613
tacky	चिकट	0.245	0.490	0.373
taco	टॅको	0.561	0.353	0.277
tact	कुशलता	0.550	0.417	0.417
tactful	व्यवहारचतुर	0.704	0.292	0.537
tactic	युक्ती	0.531	0.434	0.798
tactical	रणनीतिकखेळ	0.594	0.481	0.684
tactics	घोटाळे	0.583	0.676	0.774
tactile	स्पर्शाने जाणलेला	0.573	0.410	0.491
tad	NO TRANSLATION	0.459	0.240	0.250
tadpole	ताटभाव	0.350	0.434	0.218
taffeta	तपकिरी	0.604	0.279	0.405
taffy	टॉफी	0.448	0.431	0.204
tag	टॅग	0.612	0.353	0.375
tail	शेपटी	0.480	0.272	0.293
tailed	पूड	0.438	0.358	0.351
tailgate	शेपटी	0.323	0.340	0.398
tailings	खाण	0.439	0.311	0.446
taillight	पाठीमागचा दिवा	0.479	0.367	0.283
tailor	शिंपी	0.573	0.206	0.450
tailoring	टेलरिंग	0.673	0.540	0.566
tailpipe	टेलपाइप	0.460	0.429	0.409
taint	दाग	0.141	0.425	0.226
take	घ्या	0.828	0.537	0.348
takeoff	टेकऑफ	0.755	0.884	0.626
takeout	टेकआउट	0.736	0.392	0.368
takeover	अधिग्रहण	0.663	0.531	0.861
taker	धारक	0.375	0.521	0.618
talcum	तालकुम	0.500	0.196	0.291
tale	कथा	0.663	0.300	0.336
talent	प्रतिभा	0.959	0.607	0.811
talented	प्रतिभावान	0.939	0.635	0.938
talisman	एक प्रकारचा संरक्षक ताईत	0.704	0.542	0.642
talk	बोलणे	0.833	0.346	0.594
talkative	बडबड्या	0.562	0.673	0.535
talker	बोलणारा	0.500	0.604	0.552
tall	उंच	0.725	0.591	0.538
tallies	उंच	0.551	0.290	0.402
tallow	कातडी तुकडा	0.344	0.283	0.290
tally	ताळा	0.542	0.420	0.518
talon	कौशल्य	0.344	0.569	0.475
talons	NO TRANSLATION	0.320	0.698	0.525
tambourine	डफ	0.622	0.548	0.348
tame	NO TRANSLATION	0.560	0.604	0.642
tamer	दंडक	0.385	0.783	0.815
taming	taming	0.569	0.514	0.575
tamper	लुडबुड	0.184	0.802	0.545
tampon	रक्तदाब	0.396	0.394	0.345
tan	टॅन	0.643	0.460	0.444
tandem	अग्रानुष्य	0.552	0.406	0.485
tang	स्पर्श	0.594	0.383	0.340
tangent	स्पर्शरेषा	0.573	0.373	0.454
tangerine	एक प्रकारचा अर्क	0.571	0.271	0.395
tangible	मूर्त	0.646	0.350	0.679
tangle	गुंतागुंत	0.354	0.545	0.254
tangled	गुंतागुंतीचा	0.260	0.539	0.316
tango	टँगो	0.622	0.560	0.430
tank	टाकी	0.431	0.454	0.634
tank top	टॅंक टॉप	0.610	0.371	0.371
tanker	टॅंकर	0.520	0.647	0.713
tanned	tanned	0.615	0.550	0.491
tantalizing	टेंटलाइझिंग	0.525	0.788	0.625
tantamount	समान संख्या	0.633	0.288	0.670
tantrum	क्रोधाचा झटका	0.219	0.817	0.404
taoism	ताओइझम	0.490	0.250	0.456
tap	टॅप करा	0.461	0.370	0.349
tape	टेप	0.531	0.277	0.254
tape measure	मोज पट्टी	0.406	0.250	0.360
taper	बारीक मेणबत्ती	0.541	0.410	0.415
tapering	निमुळता होत गेलेला	0.344	0.380	0.237
tapestry	वेलबुट्टीदार कापड	0.520	0.176	0.362
tapeworm	जंतू	0.357	0.334	0.331
tapioca	टॅपिओका	0.594	0.297	0.324
taps	नळ	0.448	0.378	0.409
tar	टार	0.438	0.440	0.570
tarantula	दरारालूट	0.260	0.718	0.544
tardiness	सुस्ती	0.296	0.452	0.260
tardy	सुस्त	0.204	0.592	0.293
target	लक्ष्य	0.633	0.573	0.798
targeted	लक्ष्यित	0.573	0.537	0.573
targeting	लक्ष्यीकरण	0.510	0.420	0.580
tariff	आयात मालावरील जकात	0.459	0.402	0.491
tarmac	दोरखंड	0.357	0.302	0.398
tarnish	धूसर	0.204	0.441	0.342
tarot	टॅरो	0.479	0.422	0.430
tarp	NO TRANSLATION	0.479	0.210	0.364
tarry	थांबा	0.392	0.413	0.388
tart	आंबट	0.719	0.380	0.219
tartan	रशिया	0.448	0.423	0.389
tartar	दारू	0.214	0.351	0.212
task	कार्य	0.550	0.353	0.500
tassel	गोंडा	0.552	0.330	0.307
taste	चव	0.802	0.406	0.465
tasteful	चवदार	0.918	0.458	0.625
tasteless	अरसिक	0.146	0.196	0.148
tasting	टेस्टिंग	0.781	0.603	0.600
tasty	स्वादिष्ट	0.959	0.786	0.555
tat	तोट	0.429	0.380	0.404
tattler	नखरेबाज	0.417	0.530	0.434
tattletale	टॅट्लेटेल	0.633	0.406	0.317
tattoo	टॅटू	0.490	0.602	0.525
taught	शिकवले	0.814	0.481	0.642
taunt	टोना	0.083	0.696	0.355
taupe	टॉपी	0.406	0.340	0.386
taut	दमटपणा	0.432	0.704	0.457
tavern	खानावळ	0.516	0.577	0.475
tawdry	कोसळणे	0.375	0.510	0.398
tawny	पिवळसर तपकिरी रंगाचा	0.551	0.398	0.400
tax	कर	0.260	0.481	0.534
taxed	कर आकारला	0.255	0.456	0.500
taxi	टॅक्सी	0.542	0.362	0.430
taxicab	टॅक्सीकॅब	0.479	0.430	0.355
taxonomy	वर्गीकरण	0.370	0.410	0.630
taxpayer	करदात्यास	0.592	0.528	0.647
tea	चहा	0.698	0.163	0.370
teach	शिकवा	0.840	0.510	0.852
teacher	शिक्षक	0.760	0.404	0.885
teaching	शिक्षण	0.822	0.444	0.736
teacup	चहाचा कप	0.633	0.135	0.277
teahouse	टीहाउस	0.802	0.314	0.288
teal	टीळ	0.540	0.293	0.321
team	संघ	0.708	0.461	0.688
teamjesus	NO TRANSLATION	0.673	0.453	0.536
teammate	सहकारी	0.865	0.449	0.660
teamwork	टीमवर्क	0.918	0.490	0.773
teapot	चमत्कारी	0.479	0.110	0.309
tear	झीज तूट	0.404	0.620	0.327
tearful	रडण्यासारखे	0.208	0.500	0.184
tearsofjoy	NO TRANSLATION	0.926	0.740	0.455
teary	टीरी	0.167	0.473	0.216
tease	चिडवणे	0.317	0.790	0.432
teaser	टीझर	0.510	0.558	0.534
teasing	छेडछाड	0.235	0.725	0.352
teaspoon	चमचे	0.521	0.330	0.221
teat	टीट	0.612	0.469	0.328
teatime	चहाची वेळ	0.847	0.159	0.339
tech	टेक	0.684	0.491	0.732
technical	तांत्रिक	0.510	0.490	0.736
technicality	तांत्रिक	0.632	0.471	0.661
technician	तंत्रज्ञ	0.592	0.510	0.713
technique	तंत्र	0.760	0.414	0.593
techno	टेक्नो	0.561	0.539	0.500
technological	तांत्रिक	0.680	0.452	0.815
technology	तंत्रज्ञान	0.776	0.490	0.825
ted	टेड	0.712	0.453	0.336
teddy bear	टेडी बियर	0.890	0.170	0.192
tedious	दमवणारा	0.104	0.406	0.241
tedium	टेडियम	0.224	0.331	0.298
tee	टी	0.459	0.373	0.377
teeming	भरतकाम	0.582	0.550	0.727
teen	पौगंड	0.729	0.531	0.568
teenage	किशोरवयीन	0.667	0.673	0.558
teenager	किशोरवयीन	0.781	0.593	0.527
teens	युवा	0.653	0.660	0.440
teensy	किशोरवयीन	0.520	0.427	0.347
teeny	नूतन	0.427	0.418	0.216
teeth	दात	0.520	0.388	0.427
teething	दमवणारा	0.396	0.471	0.474
teflon	टेफ्लॉन	0.354	0.245	0.434
telegram	तार	0.561	0.542	0.550
telegraph	तार	0.594	0.423	0.400
telekinesis	टेलिकनेसिस	0.582	0.646	0.667
telemetry	टेलीमेट्री	0.460	0.382	0.611
telepathic	टेलिपॅथिक	0.602	0.490	0.642
telepathy	टेलिपॅथी	0.594	0.510	0.588
telephone	दूरध्वनी	0.694	0.520	0.425
telescope	दुर्बिणी	0.531	0.340	0.500
telescopic	दुर्बिणीसंबंधी	0.490	0.290	0.660
telethon	टेलिथॉन	0.643	0.641	0.473
teletype	टेलिटाइप	0.532	0.392	0.455
televised	दूरदर्शन	0.625	0.519	0.518
television	टेलिव्हिजन	0.633	0.391	0.547
tell	सांगा	0.551	0.350	0.457
teller	टेलर	0.500	0.395	0.443
telling	सांगत आहे	0.719	0.441	0.527
telltale	गमतीदार	0.240	0.663	0.426
temp	तात्पुरता	0.490	0.440	0.314
temper	मनन	0.633	0.623	0.818
tempera	नीलमणी	0.458	0.318	0.245
temperament	स्वभाव	0.420	0.625	0.703
temperamental	मनमिळाऊ	0.316	0.774	0.608
temperance	संयम	0.500	0.294	0.639
temperate	समशीतोष्ण	0.469	0.394	0.593
temperature	तपमान	0.521	0.559	0.473
tempered	सौम्य	0.583	0.437	0.667
tempest	वादळे	0.245	0.843	0.653
template	टेम्पलेट	0.479	0.311	0.411
temple	मंदिर	0.612	0.269	0.660
tempo	NO TRANSLATION	0.582	0.337	0.500
temporal	ऐहिक	0.500	0.413	0.360
temporarily	तात्पुरते	0.500	0.365	0.373
temporary	तात्पुरता	0.458	0.415	0.324
tempt	परीक्षा	0.210	0.677	0.500
temptation	प्रलोभन	0.365	0.817	0.560
tempting	मोहक	0.615	0.740	0.519
temptress	भुरळ पाडणारी स्त्री	0.427	0.787	0.667
ten	दहा	0.562	0.260	0.406
tenable	तात्विक	0.741	0.412	0.636
tenacious	दृढता	0.724	0.658	0.692
tenacity	दृढता	0.740	0.657	0.889
tenancy	भाडेकरू	0.500	0.458	0.605
tenant	भाडेकरी	0.385	0.360	0.398
tend	कल	0.604	0.398	0.412
tendency	प्रवृत्ती	0.684	0.500	0.675
tender	निविदा	0.630	0.520	0.509
tenderfoot	निळसर पाय	0.469	0.421	0.438
tenderness	प्रेमळपणा	0.949	0.276	0.367
tending	टेंडिंग	0.622	0.556	0.594
tendon	कंटाळवाणा	0.341	0.271	0.463
tenement	घरबांधणी	0.470	0.384	0.550
tenet	सिद्धांत	0.667	0.333	0.636
tenets	नियम	0.734	0.357	0.667
tenfold	दहापट	0.469	0.418	0.500
tennis	टेनिस	0.622	0.519	0.431
tenor	कालावधी	0.587	0.451	0.500
tense	ताण	0.396	0.439	0.655
tensile	ताणासंबंधी	0.458	0.510	0.618
tension	ताण	0.304	0.810	0.529
tent	तंबू	0.510	0.275	0.333
tentacle	स्पर्शिका	0.370	0.559	0.398
tentative	प्रायोगिक	0.582	0.657	0.534
tenth	दहावा भाग	0.510	0.349	0.382
tenths	दशांश	0.406	0.294	0.284
tenuous	निरुपयोगी	0.398	0.263	0.276
tenure	कालावधी	0.615	0.472	0.611
tepee	टीपी	0.500	0.337	0.373
tepid	चिडखोर	0.337	0.327	0.237
tequila	कशिला	0.612	0.710	0.536
teriyaki	तारीकी	0.646	0.449	0.431
term	संज्ञा	0.450	0.255	0.598
terminal	टर्मिनल	0.316	0.434	0.483
terminate	समाप्त करा	0.171	0.410	0.441
termination	संपुष्टात आणणे	0.344	0.472	0.545
terminator	टर्मिनेटर	0.370	0.663	0.737
terminology	परिभाषा	0.612	0.284	0.566
terminus	टर्मिनस	0.281	0.382	0.615
termite	दीडा	0.265	0.480	0.408
terms	अटी	0.490	0.362	0.645
tern	टर्न	0.573	0.365	0.309
ternary	तीन-तीन	0.550	0.406	0.480
terrace	टेरेस	0.615	0.269	0.411
terrain	भूप्रदेश	0.540	0.300	0.472
terrestrial	जमिनीवर राहणारा	0.542	0.413	0.582
terrible	भयानक	0.061	0.849	0.604
terribly	आतिशय	0.061	0.731	0.430
terrier	टेरियर	0.562	0.540	0.431
terrific	भयानक	0.859	0.650	0.821
terrified	भीतीपोटी	0.090	0.902	0.387
terrifies	भयावह	0.083	0.923	0.500
terrify	भयावह	0.052	0.889	0.509
terrifying	वेगळाच	0.031	0.836	0.602
territorial	प्रादेशिक	0.405	0.600	0.766
territory	प्रदेश	0.625	0.469	0.676
terror	दहशतवादी	0.069	0.902	0.415
terrorism	दहशतवाद	0.060	0.971	0.673
terrorist	दहशतवादी	0.019	0.930	0.679
terrorists	अतिरेकी	0.062	0.967	0.688
terrorize	दहशत बसवणे	0.041	0.907	0.577
terse	संक्षेप	0.542	0.393	0.409
tertiary	दर्जा	0.500	0.350	0.431
test	चाचणी	0.449	0.500	0.509
testament	मृत्युलेख	0.594	0.420	0.806
testicle	अंडकोष	0.458	0.651	0.410
testicular	वृषणासंबंधीचा	0.388	0.680	0.453
testify	साक्ष द्या	0.521	0.650	0.741
testimonial	प्रशंसापत्र	0.541	0.538	0.750
testimony	साक्ष	0.615	0.578	0.643
testosterone	टेस्टोस्टेरोन	0.573	0.840	0.775
testy	NO TRANSLATION	0.135	0.640	0.357
tetanus	धनुर्वात	0.133	0.577	0.368
tether	लहान तुकडा	0.323	0.620	0.407
tethered	टिहेरड	0.260	0.472	0.351
tetrahedral	टेट्राहेड्रल	0.595	0.468	0.423
text	मजकूर	0.604	0.157	0.402
textbook	पाठ्यपुस्तक	0.622	0.235	0.526
textile	कापड	0.604	0.235	0.395
textural	वस्त्रांच्या	0.660	0.296	0.445
texture	पोत	0.615	0.215	0.412
tgif	टीजीआयएफ	0.542	0.471	0.436
thank	आभार	0.958	0.353	0.526
thankful	आभारी	0.969	0.344	0.714
thankgod	आभारी	0.823	0.451	0.466
thanking	आभारी आहे	0.917	0.538	0.658
thankless	कृतघ्न	0.146	0.500	0.497
thanks	धन्यवाद	0.918	0.472	0.461
thanksalot	NO TRANSLATION	0.908	0.428	0.525
thanksgiving	थँक्सगिव्हिंग	0.927	0.449	0.637
thankyougod	NO TRANSLATION	0.900	0.446	0.651
thankyoujesus	NO TRANSLATION	0.878	0.406	0.604
thankyoulord	NO TRANSLATION	0.809	0.388	0.466
thatch	छप्पर	0.337	0.245	0.161
thatmoment	NO TRANSLATION	0.667	0.389	0.340
thaumaturgy	अमाप	0.510	0.546	0.618
thaw	जवळीक	0.438	0.321	0.327
theater	थिएटर	0.760	0.635	0.516
theatrical	नाटकीय	0.720	0.690	0.546
theatrics	नाटके	0.694	0.539	0.486
thebest	उत्तम	0.760	0.596	0.719
theft	चोरी	0.135	0.867	0.394
theism	आस्तिकता	0.460	0.431	0.481
theistic	ईश्श्वस्त	0.397	0.365	0.509
thelife	द लाइफ	0.688	0.566	0.629
thelittlethings	NO TRANSLATION	0.571	0.240	0.324
theme	थीम	0.541	0.176	0.427
theocracy	लोकशाही	0.490	0.427	0.722
theocratic	ईश्वरशासित	0.380	0.480	0.605
theologian	ब्रह्मज्ञानी	0.521	0.304	0.759
theological	ब्रह्मज्ञानविषयक	0.480	0.363	0.683
theology	वेदान्त	0.448	0.330	0.711
theorem	प्रमेय	0.500	0.296	0.615
theoretical	सैद्धांतिक	0.615	0.270	0.546
theory	सिद्धांत	0.583	0.314	0.529
therapeutic	उपचारात्मक	0.625	0.275	0.680
therapeutics	उपचारात्मक	0.552	0.343	0.625
therapist	थेरपिस्ट	0.468	0.430	0.679
therapy	उपचार	0.490	0.353	0.607
thereabouts	आस-पास	0.427	0.365	0.285
thereof	त्याचा	0.542	0.265	0.281
therewith	त्याचबरोबर	0.462	0.317	0.398
thermal	थर्मल	0.480	0.360	0.509
thermocouple	थर्माकोम्पल	0.406	0.406	0.422
thermodynamics	उष्णताविज्ञान	0.510	0.594	0.678
thermometer	थर्मामीटर	0.400	0.327	0.473
thermos	थर्मॉस	0.582	0.255	0.328
thermostat	थर्मोस्टॅट	0.439	0.480	0.321
thesaurus	ज्ञानकोश	0.520	0.480	0.509
thesis	प्रबंध	0.583	0.582	0.552
thick	जाड	0.449	0.433	0.596
thicken	गोठणे	0.406	0.398	0.509
thickening	जाडसर	0.448	0.355	0.434
thicket	झाडाची पाने	0.385	0.373	0.324
thickness	जाडी	0.552	0.370	0.443
thief	चोर	0.088	0.888	0.443
thigh	मांडी	0.469	0.433	0.588
thimble	टोपण	0.490	0.192	0.218
thin	पातळ	0.469	0.337	0.356
thing	गोष्ट	0.449	0.222	0.260
things	गोष्टी	0.519	0.250	0.368
thingy	वस्तू	0.458	0.312	0.158
think	विचार करा	0.786	0.408	0.618
thinker	विचारवंत	0.706	0.386	0.764
thinking	विचार	0.720	0.308	0.595
third	तिसऱ्या	0.551	0.187	0.304
thirds	तृतियांश	0.402	0.327	0.345
thirst	तहान	0.298	0.519	0.307
thirsty	तहानलेला	0.281	0.660	0.310
thirteen	तेरा	0.459	0.385	0.331
thirteenth	तेरावा	0.408	0.330	0.425
thirty	तीस	0.562	0.349	0.316
thistle	थिएसल	0.427	0.423	0.357
thither	तिथून	0.500	0.270	0.316
thong	पेटी	0.467	0.596	0.269
thorn	काटा	0.296	0.541	0.427
thorny	काटेरी	0.177	0.690	0.500
thorough	कसून	0.467	0.350	0.558
thoroughbred	अंगावर काकुडी	0.669	0.740	0.716
thoroughfare	thoroughfare	0.582	0.481	0.490
thought	विचार	0.780	0.315	0.571
thoughtful	विचारशील	0.667	0.290	0.527
thoughtfulness	विचारशीलपणा	0.867	0.269	0.667
thoughtless	अविचारी	0.194	0.580	0.452
thoughts	विचार	0.745	0.382	0.691
thousand	हजार	0.663	0.355	0.480
thrash	झोडपणे	0.260	0.510	0.472
thread	थ्रेड	0.646	0.184	0.209
threat	धमकी	0.135	0.865	0.667
threaten	धमकावणे	0.104	0.958	0.590
threatened	धोक्यात	0.052	0.928	0.354
threatening	धमकी	0.071	0.875	0.652
three	तीन	0.653	0.225	0.377
threefold	तिप्पट	0.521	0.400	0.534
threesome	तिघांचा गट	0.490	0.676	0.560
thresh	मळणी	0.490	0.417	0.500
threshold	थ्रेशोल्ड	0.531	0.519	0.575
thrice	तीनदा	0.469	0.442	0.462
thrift	काटकसर	0.760	0.217	0.649
thrifty	मितभाषी	0.604	0.380	0.676
thrill	थ्रिल	0.888	0.837	0.711
thrilled	थरारक	0.898	0.818	0.807
thriller	थ्रिलर	0.490	0.796	0.645
thrilling	थरारक	0.930	0.827	0.782
thrive	पोसणे	0.948	0.529	0.772
thriving	जोमदार	0.865	0.521	0.779
throat	घसा	0.350	0.538	0.346
throb	धडधड	0.500	0.673	0.556
throbbing	धडधड	0.645	0.808	0.491
throes	दंड	0.146	0.760	0.235
throne	सिंहासन	0.724	0.606	0.887
throng	गर्दी	0.480	0.810	0.706
throttle	थ्रॉटल	0.562	0.804	0.750
throw	फेकणे	0.344	0.770	0.623
throwback	फेरबॅक	0.280	0.454	0.356
thrower	थरथर	0.470	0.690	0.717
thrown	फेकले	0.500	0.550	0.619
thrush	झटकून टाकणे	0.306	0.490	0.454
thrust	जोरदार	0.510	0.647	0.663
thruster	थ्रस्टर	0.698	0.812	0.719
thud	थड	0.255	0.686	0.620
thug	ठक	0.240	0.882	0.667
thumb	अंगठा	0.673	0.271	0.361
thumbprint	थंबप्रिंट	0.510	0.347	0.451
thump	ठोसा	0.280	0.792	0.608
thumper	थंबर	0.354	0.623	0.457
thumping	प्रचंड	0.214	0.755	0.566
thunder	मेघगर्जना	0.296	0.916	0.526
thunderbolt	गडगडाटा	0.418	0.719	0.642
thunderclap	गडगडाटा	0.390	0.833	0.607
thundering	पावसाळी	0.337	0.778	0.700
thunderstorm	गडगडाटी वादळ	0.135	0.860	0.784
thunderstruck	गडगडाटा	0.194	0.716	0.509
thwart	आडवा करणे	0.281	0.684	0.409
thx	आभारी आहे	0.562	0.425	0.461
thyme	अजमोदा (व पुष्कळदा)	0.561	0.255	0.325
thyroid	थायरॉईड	0.234	0.455	0.373
tiara	मुकुट	0.719	0.300	0.472
tibia	टिबिअ	0.450	0.302	0.425
tic	टिक	0.271	0.438	0.250
tick	टिक	0.521	0.386	0.412
ticked	चेक केले	0.469	0.386	0.455
