Word	Haitian Creole-ht	Valence	Arousal	Dominance
sheep	mouton	0.604	0.206	0.161
sheepdog	bèf	0.684	0.442	0.529
sheepish	mouton	0.326	0.441	0.205
sheer	absoli	0.604	0.250	0.481
sheet	fèy	0.439	0.174	0.302
sheik	sheik	0.521	0.579	0.708
shelf	etajè	0.561	0.202	0.366
shell	koki	0.615	0.408	0.391
shellfish	kristase	0.594	0.412	0.393
shelling	bonm	0.337	0.917	0.773
shelter	abri	0.704	0.229	0.569
sheltered	sheltered	0.590	0.377	0.717
shelters	abri	0.582	0.333	0.482
shelved	aranje	0.306	0.166	0.321
shepherd	gadò mouton	0.656	0.304	0.610
sherbet	sherbet	0.592	0.363	0.348
sheriff	cherif la	0.602	0.541	0.802
sherry	Sherry	0.594	0.477	0.315
shield	pwoteje	0.510	0.373	0.663
shift	chanjman	0.479	0.610	0.491
shifting	chanje	0.518	0.548	0.546
shifty	sere	0.365	0.687	0.483
shilling	shilling	0.521	0.342	0.430
shimmer	blende	0.745	0.562	0.656
shimmering	zonyon	0.844	0.648	0.904
shimmy	shimmy	0.478	0.476	0.462
shin	shin	0.459	0.500	0.231
shindig	Shindig	0.552	0.560	0.491
shine	klere	0.844	0.539	0.741
shiner	Shiner	0.740	0.510	0.556
shingle	briye	0.510	0.200	0.410
shining	klere byen bèl	0.885	0.673	0.812
shiny	klere	0.885	0.604	0.787
ship	bato	0.646	0.500	0.439
shipment	chajman	0.582	0.440	0.452
shipping	anbake	0.622	0.327	0.443
shipshape	bato	0.594	0.480	0.474
shipwreck	batiman koule	0.268	0.768	0.373
shipyard	SHIPYARD	0.398	0.583	0.595
shire	shire	0.479	0.257	0.609
shirt	chemiz	0.698	0.186	0.231
shit	kaka	0.000	0.678	0.294
shitday	NO TRANSLATION	0.281	0.658	0.390
shitfaced	shitfaced	0.214	0.695	0.380
shithead	kochon	0.120	0.645	0.302
shitless	kèlkonk	0.271	0.545	0.333
shitload	shitload	0.020	0.606	0.161
shittest	NO TRANSLATION	0.076	0.673	0.232
shitty	èkstrèmeman	0.020	0.679	0.163
shiver	tranble	0.260	0.765	0.236
shivering	tranble	0.122	0.663	0.373
shoals	shoals	0.396	0.408	0.375
shock	chòk	0.286	0.821	0.453
shocked	choke	0.292	0.773	0.375
shocker	chokan	0.235	0.804	0.616
shocking	chokan	0.378	0.853	0.833
shockingly	chokan	0.510	0.924	0.721
shoddy	chod	0.082	0.463	0.179
shoe	soulye	0.517	0.225	0.288
shoelace	shoelace	0.396	0.280	0.307
shoemaker	chodyè	0.396	0.269	0.491
shoes	soulye	0.729	0.324	0.210
shoeshine	shoeshine	0.392	0.387	0.325
shook	t'ap tranble anba pye	0.163	0.759	0.509
shoot	tire	0.092	0.926	0.625
shooter	tirè	0.224	0.814	0.774
shooting	tire	0.276	0.931	0.602
shootout	fiziyad	0.080	0.927	0.615
shop	magazen	0.725	0.632	0.565
shopkeeper	magazen	0.677	0.510	0.730
shoplifter	shoplifter	0.167	0.830	0.500
shoplifting	shoplifting	0.152	0.833	0.441
shopper	achtè	0.646	0.615	0.741
shopping	fè makèt	0.915	0.445	0.630
shore	rivaj	0.542	0.304	0.204
shoreline	lanmè	0.677	0.296	0.529
shorn	chire	0.396	0.415	0.400
short	kout	0.184	0.264	0.237
short story	kout istwa	0.697	0.321	0.348
shortage	mank	0.094	0.455	0.198
shortcake	ti kras	0.677	0.359	0.398
shortcoming	ensifizans	0.195	0.370	0.258
shortcut	chemen kout	0.594	0.308	0.426
shorten	diminye	0.302	0.382	0.460
shortening	mantèg	0.286	0.333	0.385
shorthand	kout wòch	0.459	0.450	0.461
shortly	yon ti tan	0.582	0.310	0.360
shortness	kout	0.459	0.280	0.272
shorts	bout pantalon	0.622	0.481	0.287
shortstop	kout kouto	0.418	0.529	0.450
shortwave	koutwave	0.460	0.271	0.368
shot	piki	0.144	0.750	0.569
shotgun	fizi	0.200	0.868	0.684
shoulder	zepòl	0.562	0.286	0.406
shout	rele	0.229	0.925	0.444
shove	bouskile	0.306	0.690	0.602
shovel	pèl	0.427	0.308	0.267
shoveling	pèl	0.265	0.620	0.537
show	montre	0.673	0.771	0.719
showbiz	showbiz	0.661	0.713	0.598
showboat	montreboat	0.618	0.625	0.509
showcase	montre	0.521	0.255	0.415
showdown	konfwontasyon	0.302	0.950	0.692
shower	douch	0.669	0.346	0.336
showgirl	montregirl	0.633	0.694	0.481
showing	montre	0.622	0.540	0.491
showoff	montre	0.344	0.598	0.463
showroom	choroum	0.740	0.441	0.536
showy	éklatan	0.698	0.657	0.661
shrapnel	shrapnel	0.240	0.740	0.681
shred	ti kras	0.224	0.750	0.627
shrew	mare	0.306	0.463	0.390
shrewd	malen	0.551	0.673	0.816
shriek	rèl	0.459	0.827	0.491
shrill	tranble	0.312	0.721	0.640
shrimp	kribich	0.571	0.361	0.425
shrine	chapèl	0.802	0.255	0.574
shrink	retresi	0.385	0.453	0.272
shrinking	réduction	0.190	0.400	0.217
shrivel	ranmase	0.160	0.409	0.143
shroud	dra	0.417	0.457	0.389
shrub	ti pyebwa	0.531	0.340	0.340
shrubbery	ti pyebwa	0.490	0.267	0.332
shrug	osman	0.208	0.296	0.278
shrunk	reta	0.163	0.354	0.218
shrunken	réduite	0.500	0.373	0.221
shudder	tranble	0.344	0.791	0.559
shuddering	bouche	0.302	0.802	0.638
shuffle	chefeul	0.459	0.450	0.556
shuffleboard	Shuffleboard	0.531	0.459	0.377
shuffling	mélanger	0.521	0.408	0.293
shun	koupe	0.418	0.604	0.389
shunned	shunned	0.271	0.464	0.367
shunt	chantye	0.312	0.500	0.470
shut	fèmen	0.240	0.352	0.311
shutdown	fèmen	0.173	0.367	0.418
shuteye	NO TRANSLATION	0.521	0.430	0.431
shutit	NO TRANSLATION	0.281	0.442	0.480
shutter	vole	0.191	0.380	0.482
shuttle	navèt	0.531	0.591	0.547
shutup	NO TRANSLATION	0.333	0.560	0.491
shy	timid	0.280	0.153	0.132
shyness	timidite	0.312	0.265	0.246
shyster	Shyster	0.292	0.567	0.424
sib	NO TRANSLATION	0.698	0.298	0.593
sibling	frè ak sè	0.857	0.340	0.636
sic	sic	0.370	0.459	0.380
sick	malad	0.104	0.431	0.136
sickbay	malad	0.296	0.510	0.345
sicken	sèk	0.051	0.500	0.294
sickening	danjere	0.074	0.618	0.259
sickle	brouyar	0.427	0.585	0.370
sickly	malad	0.188	0.550	0.191
sickness	maladi	0.094	0.704	0.288
side	bò	0.439	0.288	0.395
sidearm	sidearm	0.410	0.474	0.500
sidebar	Sidebar	0.469	0.364	0.405
sideboard	sideboard	0.590	0.259	0.426
sideburns	sideburns	0.777	0.327	0.308
sidecar	Sidecar	0.552	0.449	0.500
sidekick	sidekick	0.602	0.439	0.509
sideline	sideline	0.440	0.382	0.517
sideshow	fèy	0.458	0.594	0.658
sidestep	eskwadwon	0.378	0.559	0.407
sidewalk	twotwa	0.479	0.192	0.348
sideways	sou kote	0.788	0.245	0.291
sidewinder	sidewinder	0.500	0.500	0.439
siege	sènen toupatou	0.271	0.750	0.567
siesta	sòsya	0.740	0.046	0.295
sieve	Van	0.459	0.250	0.333
sift	Sift	0.542	0.412	0.461
sifting	tamize	0.571	0.469	0.474
sigh	soupi	0.469	0.387	0.273
sight	je	0.684	0.250	0.528
sighting	wè	0.582	0.560	0.627
sightseeing	fè touris	0.875	0.552	0.697
sigma	sigma	0.490	0.472	0.535
sign	siyen	0.620	0.481	0.397
signal	siyal	0.615	0.417	0.464
signature	siyati	0.570	0.422	0.657
significance	siyifikasyon	0.820	0.460	0.644
significant	siyifikatif	0.827	0.649	0.786
signification	siyifikasyon	0.583	0.337	0.530
signify	siyifye	0.453	0.422	0.634
signpost	siy	0.510	0.400	0.446
silence	silans	0.438	0.200	0.223
silencer	silansye	0.417	0.356	0.482
silent	silans	0.469	0.125	0.280
silently	an silans	0.448	0.185	0.306
silhouette	silwèt	0.582	0.410	0.288
silicon	Silisyòm	0.439	0.448	0.445
silicone	silikone	0.480	0.340	0.333
silk	swa	0.760	0.115	0.300
silken	silken	0.730	0.265	0.394
silky	swa	0.802	0.397	0.271
sill	rebò	0.433	0.375	0.324
silliness	silliness	0.327	0.368	0.192
silly	komik	0.384	0.349	0.161
silo	silo	0.400	0.365	0.357
silt	silt	0.510	0.269	0.200
silver	ajan	0.684	0.451	0.615
silverware	ajan	0.663	0.365	0.409
silvery	ajan	0.543	0.460	0.517
similar	menm jan an	0.562	0.250	0.423
similarity	resanblans	0.729	0.255	0.518
simile	NO TRANSLATION	0.615	0.363	0.464
simmer	mitone	0.650	0.293	0.393
simmering	Fremisman	0.382	0.613	0.412
simple	senp	0.653	0.130	0.314
simples	NO TRANSLATION	0.724	0.240	0.263
simpleton	senplèt	0.429	0.144	0.358
simplicity	senplisite	0.667	0.250	0.337
simplify	senplifye	0.565	0.347	0.602
simplistic	senplist	0.490	0.245	0.391
simply	Senpleman	0.535	0.148	0.393
simulate	simulation	0.551	0.375	0.417
simulated	simulation	0.500	0.461	0.356
simulating	similye	0.552	0.462	0.481
simulation	simulation	0.552	0.574	0.567
simulator	similatè	0.677	0.559	0.583
simultaneous	similtane	0.691	0.577	0.554
simultaneously	ansanm	0.656	0.490	0.609
sin	NO TRANSLATION	0.177	0.712	0.449
sincere	sensè	0.918	0.265	0.725
sincerity	senserite	0.908	0.351	0.686
sinful	peche	0.143	0.788	0.417
sing	chante	0.858	0.606	0.420
singer	chantè	0.802	0.735	0.628
singing	chante	0.885	0.594	0.528
single	sèl	0.291	0.354	0.259
singly	singly	0.553	0.354	0.466
singular	sengilye	0.610	0.302	0.482
singularity	singularité	0.582	0.348	0.654
singularly	endividyèlman	0.571	0.330	0.527
sinister	dezas	0.125	0.896	0.581
sink	koule	0.375	0.439	0.322
sinker	Zenk	0.302	0.557	0.538
sinking	l ap desann	0.135	0.439	0.342
sinner	pechè	0.237	0.667	0.356
sinning	fè peche	0.170	0.700	0.422
sinus	sinis	0.531	0.563	0.340
sip	sote	0.375	0.380	0.213
siphon	siphon	0.354	0.333	0.435
sipping	sipping	0.469	0.349	0.377
sir	mesye	0.622	0.306	0.778
sire	sire	0.854	0.452	0.808
siren	sirèn	0.570	0.627	0.500
sirloin	sirloin	0.546	0.418	0.373
sissy	sissy	0.333	0.562	0.232
sister	sè	0.916	0.324	0.562
sisterhood	sèhoodhood	0.837	0.415	0.696
sit	chita	0.561	0.230	0.368
sitcom	sitcom	0.562	0.537	0.407
site	sit	0.677	0.265	0.452
sith	sith	0.439	0.564	0.373
sitter	sitter	0.656	0.429	0.404
sitting	chita	0.561	0.146	0.353
situate	kote	0.510	0.310	0.483
situated	sitiye	0.542	0.231	0.543
situation	sitiyasyon	0.531	0.387	0.600
six	sis	0.500	0.154	0.271
sixpence	sisans	0.469	0.417	0.463
sixteen	sèz	0.583	0.290	0.324
sixth	sizyèm	0.521	0.275	0.366
sixty	swasant	0.694	0.240	0.433
sizable	sizable	0.727	0.337	0.657
size	gwosè	0.531	0.336	0.569
sizzle	sizzle	0.427	0.704	0.368
ska	NO TRANSLATION	0.458	0.575	0.245
skate	monte paten	0.740	0.653	0.508
skateboard	skateboard	0.677	0.550	0.353
skater	skèyte	0.633	0.774	0.652
skating	artistik	0.745	0.673	0.435
skedaddle	skedaddle	0.427	0.596	0.422
skeet	skeet	0.469	0.549	0.413
skein	krache	0.449	0.372	0.287
skeletal	skelèt	0.306	0.558	0.318
skeleton	skelèt	0.183	0.464	0.343
skeptic	dout	0.135	0.440	0.500
skeptical	ensèten	0.207	0.500	0.452
skepticism	dout	0.229	0.480	0.582
sketch	trase	0.704	0.276	0.420
sketching	eskiz	0.729	0.327	0.400
sketchy	eskiz	0.333	0.479	0.241
skewed	fwote	0.340	0.480	0.361
skewer	bwason	0.470	0.365	0.457
ski	ski	0.684	0.670	0.471
skid	glise	0.357	0.640	0.440
skier	skye	0.802	0.788	0.639
skiff	skiff	0.479	0.375	0.472
skiing	ski	0.823	0.824	0.620
skijump	NO TRANSLATION	0.635	0.647	0.482
skill	konpetans	0.847	0.701	0.833
skilled	kalifye	0.886	0.614	0.929
skillet	sote	0.510	0.296	0.345
skillful	abil	0.802	0.616	0.908
skim	gade	0.418	0.328	0.322
skimpy	chape	0.302	0.349	0.208
skin	po	0.569	0.350	0.395
skinny	mens	0.333	0.333	0.298
skip	sote	0.458	0.804	0.439
skipper	skipper	0.440	0.577	0.692
skirmish	akrochaj	0.290	0.640	0.474
skirt	jip	0.602	0.463	0.226
skirting	longan	0.449	0.529	0.386
skirts	jip	0.622	0.538	0.241
skit	koule	0.438	0.434	0.421
skittish	skittish	0.156	0.815	0.172
skull	zo bwa tèt	0.276	0.558	0.574
skunk	skunk	0.284	0.491	0.380
sky	syèl	0.958	0.234	0.401
skylight	lenn	0.708	0.314	0.343
skyline	skyline	0.592	0.412	0.662
skyscraper	gratsyèl	0.622	0.696	0.798
slab	slab	0.398	0.265	0.264
slack	kanson	0.521	0.283	0.446
slag	salop	0.266	0.600	0.254
slam	slam	0.459	0.577	0.480
slammer	slammer	0.417	0.565	0.391
slander	kalomnye	0.184	0.604	0.454
slanderous	kondane	0.057	0.800	0.337
slang	jagon	0.479	0.418	0.491
slant	pant	0.469	0.396	0.536
slap	kalòt	0.100	0.804	0.518
slash	koupe	0.260	0.500	0.509
slashes	bar	0.330	0.328	0.410
slate	adwaz	0.531	0.283	0.431
slates	kouch	0.500	0.270	0.342
slaughter	touye	0.052	0.953	0.602
slaughterhouse	labatwa	0.146	0.794	0.472
slaughtering	touye	0.133	0.947	0.714
slave	esklav	0.171	0.795	0.151
slavery	esklavaj	0.052	0.783	0.218
slay	touye	0.133	0.920	0.585
slayer	touye	0.041	0.930	0.661
sleaze	Sleaze	0.312	0.538	0.405
sleazy	sleazy	0.292	0.674	0.370
sled	NO TRANSLATION	0.635	0.547	0.446
sledding	treno	0.625	0.547	0.422
sledge	treno	0.646	0.500	0.361
sledgehammer	sledgehammer	0.449	0.479	0.482
sleek	dous	0.750	0.484	0.643
sleep	dòmi	0.719	0.090	0.339
sleeper	Travelers	0.640	0.154	0.254
sleeping	dòmi	0.704	0.091	0.312
sleepless	dòmi	0.213	0.410	0.207
sleeplessness	blesi	0.104	0.604	0.202
sleepover	sleepover	0.815	0.519	0.340
sleepy	dòmi	0.604	0.125	0.250
sleepyhead	dòmi	0.327	0.350	0.294
sleet	zèb	0.410	0.355	0.395
sleeve	manch	0.531	0.270	0.273
sleeveless	manch	0.638	0.290	0.200
sleigh	karyol	0.742	0.551	0.396
sleight	sleight	0.719	0.677	0.379
slender	Mens	0.812	0.548	0.664
sleuth	sleuth	0.460	0.633	0.676
slice	tranch	0.583	0.375	0.303
slick	Slick	0.388	0.383	0.349
slicker	Slicker	0.727	0.387	0.519
slide	glise	0.615	0.435	0.432
slider	kurseur	0.585	0.491	0.518
sliding	glise	0.356	0.730	0.491
slight	ti tay	0.521	0.240	0.155
slight anticipation	ti antisipasyon	0.562	0.490	0.445
slight disgust	ti degout	0.156	0.578	0.318
slight surprise	ti sipriz	0.677	0.746	0.557
slight trust	ti fè konfyans	0.306	0.400	0.245
slightly	yon ti kras	0.470	0.274	0.255
slightly negative	yon ti kras negatif	0.190	0.472	0.259
slightly positive	yon ti kras pozitif	0.792	0.480	0.567
slim	mens	0.562	0.180	0.296
slime	limon	0.300	0.370	0.183
slimy	mens	0.177	0.500	0.309
sling	fistibal	0.417	0.423	0.404
slingshot	fistibal	0.323	0.654	0.474
slink	koule	0.460	0.546	0.314
slinky	slinky	0.400	0.637	0.603
slip	glise	0.316	0.714	0.321
slipper	soulye	0.635	0.298	0.245
slippers	pantouf	0.573	0.413	0.236
slippery	glise	0.219	0.740	0.343
slit	déchirure	0.406	0.490	0.366
sliver	tranbleman	0.388	0.347	0.291
slob	slob	0.275	0.365	0.300
slobber	Slobber	0.350	0.375	0.278
slogan	eslogan	0.550	0.216	0.564
sloop	sloop	0.480	0.375	0.380
slop	NO TRANSLATION	0.306	0.409	0.325
slope	pant	0.347	0.438	0.279
sloppy	sloppy	0.303	0.441	0.183
slot	plas	0.469	0.337	0.337
sloth	paresseux	0.198	0.140	0.125
slouch	slouch	0.365	0.450	0.328
slough	ti kras	0.265	0.390	0.200
slow	ralanti	0.357	0.073	0.131
slowly	tou dousman	0.427	0.185	0.295
slowness	lamè	0.302	0.212	0.191
sludge	depo	0.354	0.396	0.229
slug	paresseux	0.276	0.370	0.160
slugger	slugger	0.458	0.500	0.518
sluggish	paresseux	0.224	0.124	0.155
sluice	sluice	0.427	0.520	0.365
slum	bidonvil	0.292	0.528	0.302
slumber	dòmi	0.592	0.191	0.426
slump	glisman	0.194	0.438	0.130
slur	Slur	0.115	0.814	0.427
slurp	kriye	0.540	0.528	0.411
slush	glase	0.427	0.283	0.296
slut	souyon	0.071	0.808	0.309
slutty	slutty	0.224	0.810	0.371
sly	sounwa	0.573	0.690	0.750
smack	santi'w	0.323	0.662	0.381
small	ti	0.542	0.205	0.120
smaller	pi piti	0.300	0.310	0.179
smallest	pi piti	0.281	0.340	0.129
smallpox	ti piti	0.156	0.583	0.222
smart	entelijan	0.906	0.607	0.923
smartass	smartass	0.364	0.520	0.620
smarten	souri	0.602	0.490	0.551
smarty	smarty	0.673	0.510	0.848
smash	kraze	0.195	0.692	0.530
smashed	kraze	0.143	0.660	0.256
smattering	kraze	0.448	0.460	0.500
smear	tès	0.230	0.433	0.400
smell	pran sant	0.510	0.520	0.330
smelling	pran sant	0.458	0.481	0.349
smelly	sere	0.100	0.528	0.245
smelt	melanje	0.333	0.441	0.345
smidgen	smidgen	0.367	0.385	0.357
smile	souri	0.906	0.598	0.618
smiled	souri	0.949	0.530	0.536
smiles	souri	0.892	0.606	0.607
smiley	Smiley	0.865	0.470	0.571
smiling	souri	0.981	0.679	0.625
smirk	smirk	0.792	0.596	0.583
smite	frape	0.303	0.846	0.682
smith	smith	0.677	0.333	0.529
smithereens	smithereens	0.281	0.561	0.409
smitten	frape	0.153	0.760	0.204
smock	tranble	0.429	0.250	0.250
smog	smog	0.271	0.480	0.382
smoke	lafimen	0.188	0.500	0.391
smoker	fimè	0.208	0.528	0.311
smokey	fimen	0.494	0.462	0.430
smoking	fimen	0.176	0.557	0.384
smoky	fume	0.459	0.420	0.327
smoldering	bri	0.635	0.781	0.764
smooch	smooch	0.796	0.731	0.491
smooth	lis	0.823	0.127	0.281
smoothie	smoothie	0.806	0.333	0.281
smoothly	san pwoblèm	0.821	0.134	0.488
smoothness	Glouton	0.833	0.221	0.412
smother	pran tranble	0.292	0.685	0.420
smudge	bèbè	0.327	0.429	0.245
smug	kontwole	0.198	0.552	0.587
smuggle	kontwole	0.194	0.775	0.570
smuggler	kontrebann	0.062	0.867	0.645
smuggling	kontrebann	0.229	0.783	0.510
smut	konba	0.357	0.360	0.349
snack	goute	0.646	0.407	0.345
snacks	ti goute	0.781	0.480	0.306
snafu	snafu	0.375	0.549	0.274
snag	chape	0.417	0.250	0.339
snags	koulèv	0.177	0.721	0.490
snail	kalmason	0.480	0.104	0.296
snake	koulèv	0.276	0.750	0.549
snakes	koulèv	0.176	0.662	0.606
snakeskin	snakeskin	0.276	0.696	0.391
snap	menen	0.344	0.517	0.352
snapper	pwograme	0.417	0.429	0.245
snappy	rapid	0.573	0.592	0.418
snapshot	snapshot	0.573	0.578	0.588
snare	pèlen	0.229	0.850	0.466
snarl	snarl	0.430	0.787	0.455
snarling	snarling	0.312	0.704	0.491
snatch	rache	0.219	0.861	0.691
snatcher	Snatcher	0.122	0.867	0.563
snazzy	snazzy	0.735	0.370	0.660
sneak	fofile	0.281	0.745	0.449
sneaker	sniker	0.794	0.479	0.389
sneakers	tenis	0.604	0.548	0.349
sneaking	fofile	0.203	0.755	0.545
sneaky	sournwa	0.240	0.740	0.560
sneer	sèpan	0.133	0.755	0.345
sneeze	estènye	0.271	0.442	0.336
sneezing	etènye	0.434	0.570	0.345
snicker	snicker	0.708	0.693	0.409
snide	kriye	0.186	0.723	0.455
sniff	pran plezi	0.396	0.500	0.318
snip	baskile	0.417	0.327	0.268
snipe	kritike	0.198	0.915	0.491
sniper	tirè pwofesyonèl	0.167	0.870	0.853
snippet	bri	0.612	0.410	0.368
snippy	snippy	0.418	0.491	0.481
snitch	pike	0.300	0.598	0.333
snob	snob	0.296	0.520	0.309
snoop	snoop	0.134	0.740	0.434
snoopy	snoopy	0.573	0.534	0.291
snooty	snooty	0.390	0.455	0.446
snooze	repete	0.235	0.357	0.282
snore	rayi	0.245	0.610	0.481
snorkel	snorkel	0.510	0.470	0.327
snort	snort	0.469	0.531	0.413
snot	snot	0.214	0.340	0.269
snotty	moustik	0.180	0.382	0.200
snout	koulèv	0.276	0.385	0.241
snow	nèj	0.667	0.363	0.309
snowball	Snowball	0.717	0.444	0.321
snowboard	planch	0.663	0.680	0.511
snowboarder	snobord	0.719	0.754	0.545
snowday	nèj	0.602	0.500	0.440
snowfall	Lanèj ki Tonbe an	0.675	0.280	0.455
snowflake	Snowflake	0.748	0.192	0.260
snowing	nèj	0.586	0.490	0.387
snowmageddon	Snowmageddon	0.375	0.575	0.472
snowman	bonom	0.776	0.291	0.323
snowplow	Snowplow	0.449	0.480	0.493
snowstorm	tanpèt nèj	0.204	0.833	0.629
snowy	lanèj	0.656	0.304	0.357
snub	snub	0.229	0.412	0.228
snubbed	snubbed	0.265	0.528	0.279
snuff	mourrir	0.357	0.470	0.377
snug	konjwen	0.867	0.173	0.500
snuggle	mele	0.781	0.390	0.350
snuggled	snuggled	0.552	0.439	0.314
snuggles	nèg	0.670	0.340	0.287
snuggling	nouri	0.683	0.585	0.373
soak	tranpe	0.480	0.370	0.240
soaked	tranpe	0.365	0.462	0.358
soaking	tranpe	0.438	0.324	0.375
soangry	NO TRANSLATION	0.327	0.650	0.482
soannoyed	NO TRANSLATION	0.271	0.529	0.426
soap	savon	0.531	0.163	0.311
soapbox	savon	0.500	0.415	0.393
soapy	savon	0.552	0.373	0.355
soar	transande	0.790	0.740	0.718
soaring	soaring	0.708	0.704	0.650
sob	NO TRANSLATION	0.115	0.480	0.212
sober	Kenbe modere	0.729	0.216	0.568
soblessed	NO TRANSLATION	0.542	0.395	0.287
sobriety	zanmitay	0.680	0.310	0.583
soc	soc	0.427	0.431	0.380
soccer	foutbòl	0.698	0.837	0.644
sociable	sosyabl	0.854	0.459	0.627
social	sosyal	0.806	0.370	0.614
socialanxiety	NO TRANSLATION	0.270	0.588	0.426
socialism	sosyalis	0.510	0.500	0.560
socialist	sosyalis	0.448	0.400	0.543
socialite	sosyalite	0.684	0.668	0.570
socialize	sosyalize	0.907	0.683	0.726
society	sosyete a	0.674	0.464	0.782
sociology	sosyoloji	0.615	0.439	0.694
sociopath	sosyopat	0.104	0.863	0.439
sock	chosèt	0.500	0.167	0.290
socket	priz	0.583	0.469	0.377
sod	Gazon	0.427	0.383	0.333
soda	soda	0.688	0.314	0.364
soda/pop	soda / pòp	0.581	0.410	0.382
sodding	sodding	0.240	0.500	0.400
sodium	sodyòm	0.490	0.340	0.291
sofa	sofa	0.583	0.106	0.263
soft	mou	0.760	0.179	0.232
softball	softball	0.735	0.630	0.518
soften	adousi	0.694	0.194	0.392
softener	adousisan	0.745	0.300	0.373
softening	ralantisman	0.700	0.255	0.361
softly	dousman	0.517	0.206	0.304
softness	mou	0.875	0.086	0.402
software	lojisyèl	0.561	0.280	0.570
soggy	mou	0.312	0.350	0.241
sohappy	sohappy	0.949	0.673	0.681
soil	tè	0.350	0.180	0.356
soiled	sal	0.106	0.529	0.213
soiree	Soteire	0.729	0.692	0.578
sojourn	viv	0.514	0.243	0.509
solace	solace	0.776	0.294	0.453
solar	solèy	0.622	0.452	0.645
solarium	solaryom	0.602	0.356	0.421
solder	soude	0.439	0.510	0.611
soldering	soude	0.573	0.536	0.538
soldier	sòlda	0.392	0.708	0.768
sole	sèl	0.427	0.194	0.279
solemn	solanèl	0.708	0.370	0.709
solicit	mande	0.620	0.490	0.604
solicitation	solisyon	0.612	0.519	0.415
solicitor	jurist	0.600	0.479	0.802
solid	solid	0.667	0.304	0.763
solidarity	solidarite	0.792	0.407	0.781
solidification	solidifikasyon	0.480	0.500	0.827
solidified	solidifye	0.633	0.415	0.745
solidify	solidifye	0.583	0.318	0.754
solidity	solidite	0.745	0.444	0.850
solitaire	solitèr	0.365	0.227	0.279
solitary	klè	0.224	0.202	0.268
solitude	solitid	0.208	0.226	0.358
solo	solo	0.438	0.190	0.325
solubility	solubility	0.506	0.360	0.442
soluble	idrosolubl	0.542	0.272	0.409
solucky	solucky	0.573	0.529	0.615
solution	solisyon	0.790	0.339	0.664
solve	rezoud	0.656	0.530	0.688
solvency	solvabilite	0.604	0.296	0.605
solvent	sòlvan	0.635	0.316	0.573
somad	NO TRANSLATION	0.429	0.490	0.463
somatic	somatik	0.438	0.406	0.444
somber	dousman	0.184	0.500	0.380
some anticipation	kèk antisipasyon	0.423	0.482	0.472
some disgust	kèk degout	0.094	0.657	0.321
some surprise	kèk sipriz	0.827	0.849	0.500
some trust	Gen kèk konfyans	0.594	0.451	0.547
somersault	somersault	0.214	0.769	0.519
somethingigetalot	NO TRANSLATION	0.573	0.567	0.509
somewhat negative	yon ti jan negatif	0.208	0.480	0.150
somewhat positive	yon ti jan pozitif	0.920	0.510	0.667
somuchtodo	NO TRANSLATION	0.510	0.598	0.441
son	pitit gason	0.792	0.365	0.528
sonar	sonar	0.541	0.480	0.414
sonata	sonata	0.643	0.406	0.425
sonervous	NO TRANSLATION	0.344	0.655	0.373
song	chante	0.854	0.413	0.500
songwriter	konpoziteur	0.844	0.558	0.713
sonic	sonic	0.594	0.500	0.481
sonice	NO TRANSLATION	0.500	0.356	0.421
sonnet	sonèt	0.718	0.294	0.404
sonorous	sonorous	0.646	0.580	0.442
soot	swi	0.375	0.328	0.292
soothe	kalme	0.817	0.194	0.412
soothing	kalme	0.625	0.179	0.519
sophisticated	sofistike	0.865	0.481	0.845
sophistication	sofistike	0.792	0.472	0.704
sophomore	sophomore	0.653	0.415	0.427
sopissed	NO TRANSLATION	0.276	0.577	0.433
soppy	Sopot	0.510	0.355	0.297
soprano	soprano	0.552	0.550	0.685
sorcerer	majisyen	0.377	0.633	0.632
sorcery	sorselri	0.279	0.740	0.640
sordid	sordid	0.219	0.555	0.447
sore	fè mal	0.094	0.650	0.224
soready	soready	0.622	0.500	0.545
sorely	gravman	0.284	0.727	0.370
soreness	doulè	0.113	0.843	0.302
sorghum	sorgo	0.469	0.358	0.420
sorority	Sorority	0.635	0.637	0.627
sorrow	lapenn	0.052	0.235	0.164
sorrowful	lapenn	0.049	0.422	0.163
sorry	regrèt	0.406	0.362	0.212
sort	sòt	0.673	0.389	0.674
sorter	NO TRANSLATION	0.594	0.412	0.823
sortie	NO TRANSLATION	0.490	0.450	0.311
sorting	klasman	0.469	0.400	0.642
sos	NO TRANSLATION	0.354	0.675	0.386
soscared	sòsya	0.229	0.652	0.319
soscary	sosyal	0.301	0.660	0.414
soslow	sòs	0.347	0.312	0.284
sostressed	NO TRANSLATION	0.435	0.481	0.578
sosweet	sosweet	0.755	0.354	0.417
sothankful	NO TRANSLATION	0.729	0.526	0.418
sou	NO TRANSLATION	0.480	0.390	0.412
soul	nanm	0.770	0.220	0.510
soulful	soulful	0.755	0.331	0.500
soulless	initil	0.125	0.591	0.400
soulmate	soulmate	0.890	0.500	0.628
sound	son	0.765	0.623	0.398
sounding	kònen klewon	0.690	0.500	0.558
soundness	sonite	0.780	0.377	0.893
soundproof	ensonorize	0.490	0.390	0.409
soundtrack	Soundtrack	0.630	0.559	0.518
soup	soup	0.602	0.245	0.269
sour	tounen	0.276	0.594	0.373
source	sous	0.740	0.318	0.684
sourpuss	sourpuss	0.188	0.620	0.382
