Word	Japanese-ja	Valence	Arousal	Dominance
retinal	網膜	0.531	0.343	0.475
retire	引退する	0.398	0.392	0.186
retired	引退した	0.270	0.259	0.301
retirement	退職	0.250	0.324	0.255
retiring	退職する	0.408	0.376	0.214
retold	書き直す	0.459	0.385	0.352
retort	レトルト	0.417	0.520	0.481
retrace	リトレース	0.250	0.482	0.317
retract	収縮する	0.316	0.443	0.358
retraction	後退	0.312	0.491	0.427
retractor	開創器	0.354	0.590	0.557
retreat	退却	0.500	0.519	0.312
retrenchment	縮退	0.230	0.650	0.384
retrial	再審	0.500	0.577	0.593
retribution	報復	0.625	0.490	0.708
retrieval	検索	0.700	0.440	0.704
retrieve	検索する	0.740	0.576	0.705
retriever	レトリーバー	0.459	0.500	0.464
retro	レトロ	0.650	0.276	0.321
retroactive	遡及	0.521	0.452	0.655
retrograde	逆行性の	0.208	0.464	0.415
retrospect	振り返る	0.406	0.500	0.538
retrospective	回顧	0.594	0.481	0.528
retrospectively	遡及的に	0.516	0.400	0.560
return	リターン	0.602	0.412	0.463
reunion	再会	0.837	0.500	0.672
reunite	再会する	0.656	0.550	0.657
reunited	再会された	0.708	0.439	0.658
rev	レヴェ	0.367	0.422	0.353
reveal	明らかにする	0.493	0.637	0.526
revel	礼拝	0.740	0.705	0.684
revelation	啓示	0.879	0.500	0.865
revelations	啓示	0.729	0.655	0.600
revels	歓声	0.827	0.683	0.647
revenge	復讐	0.230	0.940	0.627
revenue	収入	0.873	0.510	0.854
reverberation	残響	0.390	0.639	0.551
revere	敬老	0.750	0.562	0.608
reverence	畏敬の念	0.643	0.347	0.516
reverend	牧師	0.650	0.337	0.576
reverent	敬虔な	0.551	0.490	0.694
reverie	悔い改め	0.667	0.413	0.471
reversal	逆転	0.380	0.510	0.591
reverse	逆	0.539	0.415	0.461
reversion	復帰	0.458	0.538	0.425
revert	元に戻す	0.380	0.451	0.519
reverting	元に戻す	0.562	0.385	0.544
review	レビュー	0.667	0.408	0.636
reviewer	レビューア	0.562	0.344	0.500
revise	修正する	0.500	0.469	0.509
revision	リビジョン	0.417	0.459	0.710
revisit	再訪する	0.552	0.530	0.509
revival	復活	0.823	0.664	0.597
revive	復活する	0.676	0.780	0.778
revocation	失効	0.260	0.610	0.673
revoke	取り消す	0.251	0.696	0.737
revolt	反乱	0.343	0.878	0.658
revolting	反乱	0.102	0.690	0.300
revolution	革命	0.417	0.902	0.798
revolutionary	革命的な	0.635	0.887	0.824
revolutionize	革命を起こす	0.684	0.816	0.904
revolve	回転する	0.592	0.546	0.402
revolver	リボルバー	0.194	0.796	0.750
revolving	回転する	0.602	0.570	0.580
revue	レビュー	0.594	0.350	0.420
revulsion	嫌悪	0.104	0.765	0.343
revving	回心	0.604	0.875	0.879
reward	褒賞	0.948	0.694	0.783
rewarding	報酬	0.958	0.637	0.783
rewind	巻き戻し	0.460	0.551	0.431
rewire	再結線する	0.365	0.462	0.406
rewrite	リライト	0.490	0.500	0.434
rhapsody	ラプソディー	0.708	0.490	0.460
rhetoric	レトリック	0.417	0.429	0.504
rhetorical	修辞的	0.417	0.569	0.635
rheumatism	リウマチ	0.219	0.472	0.418
rhinestone	ラインストーン	0.531	0.551	0.408
rhino	ライノ	0.531	0.549	0.555
rhinoceros	サイコロ	0.556	0.656	0.569
rhubarb	ダイオウ	0.582	0.304	0.340
rhyme	韻	0.667	0.249	0.481
rhyming	韻	0.729	0.410	0.500
rhythm	リズム	0.771	0.759	0.573
rhythmic	リズミカルな	0.714	0.642	0.664
rhythmical	リズミカルな	0.844	0.694	0.632
rib	リブ	0.490	0.349	0.351
ribbed	肋骨	0.365	0.378	0.409
ribbon	リボン	0.719	0.288	0.357
rice	ご飯	0.667	0.208	0.330
rich	リッチ	0.882	0.627	0.905
riches	富	0.958	0.694	0.880
richness	豊か	0.896	0.833	0.922
rick	リック	0.459	0.420	0.444
rickety	ぎこちない	0.224	0.402	0.241
rickshaw	人力車	0.438	0.594	0.402
ricochet	突っ込み	0.287	0.618	0.430
rid	除去する	0.194	0.408	0.327
riddance	呪われた	0.323	0.562	0.472
riddle	謎	0.521	0.583	0.543
riddled	謎の	0.281	0.861	0.422
ride	ライド	0.806	0.465	0.472
rider	ライダー	0.635	0.627	0.574
ridge	リッジ	0.484	0.402	0.349
ridicule	嘲笑	0.143	0.745	0.255
ridiculed	馬鹿げた	0.112	0.806	0.212
ridiculous	ばかげた	0.159	0.594	0.245
riding	ライディング	0.694	0.654	0.620
rife	蔓延	0.570	0.561	0.692
riff	リフ	0.521	0.551	0.343
riffraff	リフラフ	0.360	0.404	0.397
rifle	ライフル	0.329	0.900	0.718
rifleman	ライフルン	0.245	0.863	0.767
rifles	ライフル	0.337	0.864	0.765
rift	リフト	0.246	0.519	0.289
rig	リグ	0.542	0.382	0.746
rigged	装備	0.188	0.510	0.412
rigging	リギング	0.510	0.518	0.440
right	右	0.740	0.352	0.710
righteous	正義の	0.823	0.385	0.790
righteousness	正義	0.802	0.660	0.897
rightful	正当な	0.837	0.358	0.821
rightly	正しく	0.740	0.471	0.782
righty	右	0.750	0.314	0.786
rigid	堅い	0.357	0.552	0.591
rigidity	剛性	0.198	0.530	0.726
rigor	厳しい	0.375	0.745	0.713
rigorous	厳しい	0.438	0.818	0.847
rim	リム	0.510	0.397	0.302
rind	皮	0.542	0.280	0.491
ring	リング	0.677	0.427	0.464
ringer	リンガー	0.573	0.604	0.347
ringing	鳴る	0.724	0.598	0.693
ringleader	首謀者	0.520	0.550	0.640
ringmaster	リングマスター	0.630	0.622	0.732
ringside	リングサイド	0.500	0.644	0.411
rink	リンク	0.551	0.392	0.392
rinse	リンス	0.663	0.168	0.409
riot	暴動	0.061	0.946	0.586
rioting	暴動	0.156	0.949	0.560
riotous	暴動	0.163	0.837	0.588
riots	暴動	0.099	0.882	0.564
rip	RIP	0.146	0.676	0.365
riparian	河岸の	0.552	0.408	0.412
ripe	熟した	0.671	0.337	0.670
ripen	熟す	0.755	0.373	0.671
ripening	熟成	0.615	0.490	0.759
ripper	リッパー	0.219	0.887	0.642
ripple	波紋	0.500	0.453	0.370
rippling	波打ち	0.500	0.480	0.327
rise	上昇	0.667	0.593	0.745
rising	上昇する	0.750	0.602	0.696
risk	リスク	0.240	0.816	0.438
risky	リスキーな	0.224	0.922	0.700
risotto	リゾット	0.802	0.454	0.234
rite	儀式	0.378	0.570	0.606
ritual	儀式	0.375	0.520	0.508
ritualistic	儀式的	0.450	0.583	0.540
rival	ライバル	0.286	0.605	0.574
rivalry	競争	0.192	0.765	0.538
river	川	0.688	0.392	0.605
riverbank	河岸	0.684	0.300	0.330
riverbed	河床	0.610	0.233	0.421
riverboat	リバーボート	0.561	0.347	0.462
rivet	リベット	0.458	0.306	0.405
riveted	リベット	0.385	0.439	0.443
riveting	リベット打ち	0.448	0.544	0.394
roach	ローチ	0.146	0.598	0.259
road	道路	0.656	0.404	0.404
roadblock	ロードブロッキング	0.337	0.669	0.490
roadhouse	ロードハウス	0.500	0.620	0.458
roadie	ロード	0.500	0.566	0.455
roadrage	NO TRANSLATION	0.458	0.567	0.565
roadrunner	ロードランナー	0.490	0.702	0.590
roads	道路	0.677	0.448	0.496
roadside	道端	0.500	0.569	0.472
roadster	ロードスター	0.531	0.622	0.473
roadtrip	ロードトリップ	0.677	0.596	0.519
roadway	道路	0.562	0.206	0.509
roadworks	道路工事	0.562	0.538	0.509
roam	ローミングする	0.510	0.550	0.444
roar	轟音	0.427	0.816	0.675
roaring	轟音	0.449	0.817	0.634
roast	ロースト	0.521	0.541	0.311
roasted	ローストされた	0.615	0.520	0.339
rob	奪う	0.112	0.840	0.500
robber	強盗	0.135	0.772	0.481
robbery	強盗	0.133	0.843	0.435
robe	ローブ	0.594	0.216	0.298
robin	ロビン	0.552	0.363	0.393
robot	ロボット	0.441	0.337	0.543
robotic	ロボット	0.417	0.602	0.657
robotics	ロボット工学	0.592	0.600	0.763
robust	ロバストな	0.667	0.604	0.719
roc	ロール	0.427	0.510	0.415
rock	岩	0.623	0.236	0.557
rocker	ロッカー	0.615	0.704	0.625
rocket	ロケット	0.664	0.824	0.774
rocks	岩	0.365	0.209	0.543
rod	ロッド	0.479	0.319	0.355
rodent	齧歯類	0.323	0.577	0.279
rodeo	ロデオ	0.490	0.676	0.588
roe	卵	0.490	0.382	0.398
rogue	不正	0.334	0.713	0.636
role	役割	0.552	0.260	0.464
roll	ロール	0.469	0.510	0.172
roller	ローラー	0.521	0.394	0.345
rollercoaster	ジェットコースター	0.802	0.910	0.651
rollers	ローラー	0.490	0.365	0.336
rollicking	曲がりくねった	0.878	0.806	0.552
rolling	圧延	0.510	0.606	0.321
roman	ローマ人	0.615	0.475	0.639
romance	ロマンス	0.980	0.682	0.587
romantic	ロマンチック	0.936	0.531	0.598
romanticism	ロマン主義	0.854	0.521	0.593
romp	ロープ	0.610	0.640	0.417
roof	ルーフ	0.602	0.226	0.342
rooftop	屋上	0.571	0.471	0.461
rook	ルーク	0.380	0.400	0.510
rookie	ルーキー	0.583	0.370	0.198
room	ルーム	0.729	0.283	0.445
roomful	一杯の	0.786	0.425	0.634
roommate	ルームメイト	0.750	0.481	0.480
rooms	部屋	0.677	0.241	0.386
roomy	広々	0.760	0.342	0.736
roost	ねぐら	0.500	0.410	0.345
rooster	雄鶏	0.459	0.385	0.275
root	ルート	0.602	0.279	0.508
root beer	ルートビール	0.582	0.520	0.415
rooted	根付いた	0.510	0.527	0.718
rope	ロープ	0.385	0.280	0.345
ropes	ロープ	0.458	0.304	0.402
rosary	ロザリオ	0.806	0.140	0.430
rose	ローズ	0.865	0.276	0.386
rosemary	ローズマリー	0.688	0.381	0.425
rosette	ロゼット	0.469	0.410	0.310
roster	名簿	0.531	0.306	0.381
rosy	バラ	0.940	0.528	0.755
rot	腐敗	0.031	0.558	0.301
rota	ロータ	0.320	0.462	0.209
rotary	ロータリー	0.573	0.462	0.528
rotate	回転する	0.458	0.470	0.492
rotation	回転	0.670	0.520	0.550
rote	ロット	0.561	0.481	0.696
rotor	ローター	0.500	0.458	0.404
rotten	腐った	0.104	0.590	0.327
rotting	腐っている	0.188	0.462	0.255
rotunda	円形劇場	0.500	0.464	0.393
rouge	ルージュ	0.562	0.400	0.382
rough	荒い	0.406	0.794	0.632
roughly	大まかに	0.448	0.539	0.463
roughneck	荒れ狂う	0.323	0.640	0.491
roughness	粗さ	0.214	0.578	0.490
roulette	ルーレット	0.326	0.690	0.422
round	円形	0.552	0.434	0.311
roundabout	ラウンドアバウト	0.490	0.425	0.495
rounded	丸みを帯びた	0.592	0.391	0.396
roundup	切り上げする	0.520	0.580	0.474
rouse	呼び起こす	0.521	0.490	0.463
rouser	ルーザー	0.480	0.540	0.423
rousing	呼吸する	0.714	0.517	0.692
rout	敗走	0.163	0.625	0.233
route	ルート	0.583	0.353	0.518
routine	ルーチン	0.365	0.219	0.333
rove	ローブ	0.457	0.400	0.400
rover	ローバー	0.510	0.538	0.421
roving	ロービング	0.583	0.442	0.491
row	行	0.427	0.275	0.406
rowboat	漕艇	0.455	0.393	0.353
rowdy	乱暴な	0.255	0.900	0.518
rowing	ローイング	0.458	0.443	0.467
royal	ロイヤル	0.796	0.430	0.759
royalty	ロイヤリティ	0.832	0.571	0.833
rub	こする	0.521	0.565	0.400
rubber	ゴム	0.460	0.217	0.315
rubbers	ゴム	0.604	0.360	0.414
rubbing	こする	0.406	0.569	0.440
rubbish	ごみ	0.198	0.454	0.164
rubble	瓦礫	0.308	0.509	0.289
rubdown	こすります	0.561	0.491	0.404
rubric	ルーブリック	0.427	0.260	0.500
ruby	ルビー	0.663	0.408	0.544
ruckus	一口	0.271	0.706	0.411
rudder	ラダー	0.439	0.469	0.509
ruddy	ルディ	0.490	0.630	0.395
rude	失礼	0.061	0.821	0.402
rudeness	無礼	0.280	0.819	0.692
rudimentary	初歩的な	0.286	0.321	0.509
rudiments	基礎	0.385	0.520	0.373
rue	後ろの	0.323	0.394	0.246
rueful	後悔する	0.173	0.429	0.225
ruff	ラフ	0.365	0.510	0.375
ruffian	ルフィアン	0.130	0.824	0.463
ruffle	フリル	0.443	0.561	0.518
rug	ラグ	0.520	0.240	0.245
rugby	ラグビー	0.677	0.820	0.708
rugged	頑丈な	0.561	0.569	0.793
ruin	台無し	0.125	0.588	0.192
ruination	破滅	0.184	0.582	0.209
ruined	台無し	0.135	0.564	0.194
ruinous	破滅的な	0.255	0.690	0.275
ruins	遺跡	0.250	0.490	0.248
rule	ルール	0.567	0.427	0.593
ruler	ルーラー	0.440	0.400	0.631
ruling	支配	0.177	0.566	0.410
rum	ラム	0.561	0.377	0.451
rumba	ルンバ	0.781	0.827	0.615
rumble	ランブル	0.367	0.745	0.613
rummage	轍	0.243	0.615	0.289
rumor	噂	0.255	0.582	0.282
rumored	噂	0.427	0.604	0.318
rump	尻	0.449	0.425	0.396
rumpus	塊茎	0.448	0.531	0.422
run	走る	0.542	0.787	0.543
runaround	走り回る	0.448	0.519	0.349
runaway	逃げる	0.271	0.770	0.402
rundown	流れ落ちる	0.520	0.296	0.465
runes	ルーン	0.438	0.300	0.304
rung	ラング	0.510	0.355	0.368
runner	ランナー	0.459	0.747	0.632
running	ランニング	0.730	0.858	0.442
running shoes	ランニングシューズ	0.653	0.573	0.491
runny	鼻水	0.540	0.439	0.325
runt	NO TRANSLATION	0.370	0.500	0.445
runway	滑走路	0.585	0.373	0.406
rupture	破裂	0.125	0.633	0.430
rural	農村	0.562	0.245	0.408
ruse	NO TRANSLATION	0.531	0.640	0.546
rush	ラッシュ	0.406	0.809	0.546
rushing	急ぐ	0.398	0.821	0.529
rust	さびた	0.281	0.265	0.321
rusted	錆びた	0.286	0.357	0.302
rustic	素朴な	0.369	0.657	0.491
rustle	ほほ笑む	0.333	0.538	0.394
rustler	さびれた	0.281	0.830	0.429
rusty	さびた	0.271	0.345	0.231
rut	まぶしい	0.333	0.310	0.392
ruth	ルース	0.469	0.427	0.444
ruthless	無慈悲な	0.208	0.850	0.670
rye	ライ麦	0.490	0.298	0.411
sabbatical	安息日	0.771	0.240	0.427
saber	NO TRANSLATION	0.551	0.620	0.553
sable	セーブル	0.449	0.596	0.500
sabotage	サボタージュ	0.135	0.906	0.500
saboteur	サボテール	0.250	0.804	0.407
sac	サック	0.344	0.245	0.226
sack	袋	0.385	0.337	0.264
sacrament	聖餐	0.690	0.316	0.700
sacred	神聖	0.833	0.375	0.862
sacrifice	犠牲	0.208	0.833	0.534
sacrifices	犠牲	0.281	0.717	0.538
sacrificial	犠牲	0.198	0.755	0.452
sacrilege	悲惨な	0.281	0.708	0.491
sacrilegious	神聖な	0.146	0.736	0.449
sad	悲しい	0.225	0.333	0.149
sadday	NO TRANSLATION	0.520	0.418	0.411
saddens	悲しい	0.104	0.436	0.144
saddle	サドル	0.510	0.509	0.306
sadist	サディスト	0.042	0.918	0.500
sadistic	サディスティック	0.031	0.906	0.618
sadly	悲しいことに	0.047	0.255	0.216
sadness	悲しみ	0.052	0.288	0.164
safari	サファリ	0.663	0.673	0.640
safe	安全	0.898	0.306	0.759
safeguard	保障措置	0.786	0.624	0.700
safekeeping	保管	0.653	0.510	0.586
safety	安全性	0.708	0.491	0.868
saffron	サフラン	0.443	0.373	0.349
sag	たるみ	0.153	0.578	0.445
saga	サガ	0.635	0.440	0.600
sage	セージ	0.781	0.327	0.693
saggy	激しい	0.370	0.429	0.300
sail	帆	0.615	0.220	0.325
sailboat	ヨット	0.719	0.392	0.381
sailing	セーリング	0.667	0.520	0.500
sailor	船員	0.500	0.588	0.500
saint	聖人	0.812	0.240	0.693
sainted	聖人	0.708	0.296	0.676
saintly	聖人	0.865	0.286	0.591
sake	酒	0.490	0.573	0.407
salad	サラダ	0.750	0.260	0.307
salamander	サラマンダー	0.410	0.362	0.309
salami	サラミ	0.667	0.360	0.339
salary	給料	0.786	0.480	0.652
sale	販売	0.647	0.602	0.573
salesgirl	売り子	0.582	0.490	0.605
salesman	セールスマン	0.643	0.559	0.664
salient	顕著な	0.600	0.573	0.702
saline	生理食塩水	0.430	0.340	0.385
saliva	唾液	0.214	0.265	0.236
sally	サリー	0.604	0.390	0.451
salmon	サーモン	0.760	0.250	0.444
salmonella	サルモネラ	0.167	0.608	0.312
salon	サロン	0.531	0.296	0.463
saloon	サルーン	0.630	0.300	0.364
salsa	サルサ	0.742	0.500	0.370
salt	塩	0.323	0.312	0.306
salted	塩漬け	0.333	0.400	0.304
saltwater	塩水	0.327	0.330	0.364
salty	塩辛い	0.388	0.531	0.288
salutary	有益な	0.885	0.360	0.686
salutation	挨拶	0.878	0.417	0.500
salute	敬礼	0.833	0.542	0.681
salvage	サルベージ	0.622	0.510	0.832
salvation	救い	0.857	0.480	0.800
salve	軟膏	0.612	0.390	0.500
samba	サンバ	0.781	0.740	0.465
sameness	同一性	0.531	0.330	0.484
sample	サンプル	0.521	0.187	0.452
samurai	武士	0.562	0.736	0.838
sanatorium	サナトリウム	0.469	0.490	0.491
sanctification	聖化	0.770	0.431	0.816
sanctified	神聖な	0.792	0.240	0.612
sanctify	神聖化する	0.673	0.443	0.783
sanctimonious	聖なる	0.240	0.365	0.327
sanction	制裁	0.201	0.750	0.517
sanctioned	認可された	0.323	0.696	0.391
sanctity	尊厳	0.771	0.330	0.628
sanctuary	聖域	0.863	0.226	0.575
sanctum	聖域	0.521	0.438	0.657
sand	砂	0.582	0.279	0.304
sandal	サンダル	0.490	0.283	0.333
sandbox	サンドボックス	0.573	0.274	0.264
sander	サンダー	0.438	0.580	0.445
sandman	サンドマン	0.479	0.469	0.388
sandpaper	サンドペーパー	0.417	0.425	0.404
sands	砂	0.646	0.304	0.377
sandstorm	砂嵐	0.324	0.821	0.629
sandwich	サンドイッチ	0.672	0.314	0.310
sandy	砂の	0.406	0.265	0.296
sane	元気	0.760	0.235	0.670
sanguine	楽しい	0.520	0.560	0.545
sanitarium	サニタリウム	0.448	0.645	0.570
sanitary	サニタリー	0.458	0.320	0.425
sanitation	衛生	0.742	0.312	0.500
sanity	正気	0.667	0.333	0.655
sans	NO TRANSLATION	0.459	0.294	0.246
santa	サンタ	0.735	0.286	0.509
sap	汁	0.470	0.298	0.258
sapiens	サピエンス	0.480	0.453	0.584
sapphire	サファイア	0.770	0.472	0.651
sappy	愚かな	0.583	0.469	0.330
sarcasm	皮肉	0.125	0.685	0.346
sarcastic	皮肉な	0.397	0.781	0.298
sarcoma	肉腫	0.260	0.519	0.402
sarcophagus	石棺	0.271	0.561	0.435
sardine	イワシ	0.541	0.236	0.236
sardonic	霊性	0.208	0.679	0.446
sarsaparilla	サルサパリ	0.542	0.488	0.345
sash	サッシ	0.480	0.298	0.333
sashimi	刺身	0.704	0.310	0.359
sassafras	サッサフラス	0.469	0.388	0.471
sassy	生意気	0.271	0.704	0.320
satanic	悪魔的な	0.062	0.843	0.720
satchel	サッチェル	0.521	0.306	0.345
sate	NO TRANSLATION	0.667	0.400	0.472
satellite	衛星	0.562	0.409	0.764
satin	サテン	0.519	0.396	0.481
satire	風刺	0.458	0.655	0.472
satirical	風刺的な	0.323	0.615	0.538
satisfaction	満足	0.939	0.637	0.673
satisfactorily	満足に	0.765	0.570	0.802
satisfactory	満足のいく	0.959	0.569	0.702
satisfied	満足	0.959	0.510	0.685
satisfy	満たす	0.867	0.790	0.705
satisfying	満足する	0.890	0.606	0.814
saturate	飽和させる	0.281	0.680	0.467
saturated	飽和した	0.474	0.700	0.442
saturation	飽和	0.255	0.582	0.583
satyr	サティア	0.280	0.639	0.500
sauce	ソース	0.562	0.515	0.288
saucepan	鍋	0.347	0.264	0.321
saucer	皿	0.510	0.327	0.337
saucy	生意気	0.250	0.653	0.391
sauerkraut	ザウアークラウト	0.531	0.454	0.336
sauna	サウナ	0.781	0.350	0.455
sausage	ソーセージ	0.542	0.429	0.300
savage	野蛮人	0.204	0.931	0.605
savagery	野蛮人	0.219	0.907	0.711
savanna	サバンナ	0.606	0.147	0.394
savannah	サバンナ	0.729	0.212	0.309
savant	サバント	0.781	0.451	0.818
save	セーブ	0.770	0.439	0.682
saver	セーバー	0.745	0.382	0.802
saving	貯蓄	0.663	0.230	0.621
savings	節約	0.776	0.431	0.608
savior	救世主	0.920	0.469	0.804
savor	味わう	0.827	0.552	0.526
savory	おいしい	0.812	0.717	0.619
savvy	精通した	0.719	0.520	0.706
saw	見た	0.316	0.541	0.518
sawdust	おがくず	0.398	0.279	0.241
sawmill	製材所	0.427	0.378	0.434
sax	サックス	0.573	0.465	0.409
saxophone	サクソフォン	0.688	0.444	0.482
say	いう	0.571	0.310	0.482
sayonara	NO TRANSLATION	0.560	0.398	0.402
scab	疥癬	0.354	0.330	0.272
scabbard	鞘	0.325	0.219	0.217
scaffold	足場	0.480	0.500	0.336
scaffolding	足場	0.496	0.366	0.545
scalding	鱗屑	0.271	0.540	0.381
scale	規模	0.310	0.350	0.577
scales	スケール	0.439	0.330	0.491
scallop	ホタテ貝	0.490	0.363	0.331
scalp	頭皮	0.347	0.346	0.302
scalpel	メス	0.302	0.700	0.482
scaly	鱗片状	0.281	0.481	0.358
scam	詐欺	0.042	0.745	0.418
scamp	スラム	0.458	0.464	0.371
scampi	スクランピ	0.531	0.448	0.224
scan	スキャン	0.479	0.423	0.470
scandal	スキャンダル	0.122	0.821	0.557
scandalous	スキャンダル	0.135	0.907	0.556
scanner	スキャナ	0.531	0.356	0.567
scanty	乏しい	0.287	0.333	0.127
scape	スケープ	0.290	0.625	0.536
scapegoat	呪われた	0.184	0.685	0.481
scar	傷跡	0.146	0.500	0.397
scarab	スカラブ	0.406	0.458	0.267
scarce	乏しい	0.292	0.324	0.218
scarcely	ほとんどない	0.082	0.412	0.160
scarcity	希少	0.167	0.500	0.182
scare	恐怖	0.122	0.910	0.264
scarecrow	かかし	0.219	0.274	0.349
scared	怖い	0.146	0.828	0.185
scares	恐怖	0.122	0.847	0.386
scarf	スカーフ	0.750	0.224	0.224
scarier	恐ろしい	0.156	0.846	0.472
scariest	恐るべき	0.167	0.863	0.538
scarlet	スカーレット	0.507	0.390	0.411
scary	怖い	0.062	0.952	0.528
scat	スキャット	0.337	0.548	0.409
scatter	散乱	0.229	0.620	0.404
scattered	散在する	0.208	0.380	0.238
scattering	散乱	0.347	0.550	0.394
scavenger	スカベンジャー	0.177	0.578	0.408
scenario	シナリオ	0.667	0.510	0.683
scene	シーン	0.570	0.340	0.578
scenery	風景	0.745	0.253	0.592
scenic	風光明媚な	0.684	0.548	0.756
scent	香り	0.633	0.410	0.491
scented	香りの	0.865	0.509	0.431
scepter	笏	0.630	0.300	0.670
sceptical	懐疑的な	0.214	0.387	0.466
scepticism	懐疑論	0.292	0.444	0.550
schadenfreude	Schadenfreude	0.354	0.640	0.463
schedule	スケジュール	0.510	0.380	0.480
schematic	回路図	0.490	0.284	0.647
scheme	スキーム	0.521	0.269	0.577
schilling	シリング	0.367	0.410	0.418
schism	分裂	0.280	0.569	0.386
schizophrenia	統合失調症	0.092	0.880	0.435
schizophrenic	統合失調症	0.102	0.958	0.433
schlep	シュレプ	0.302	0.426	0.382
schmuck	NO TRANSLATION	0.363	0.412	0.375
schnapps	シュナップス	0.583	0.567	0.417
schnitzel	シュニッツェル	0.365	0.430	0.382
scholar	学者	0.694	0.421	0.731
scholarly	学者	0.750	0.466	0.709
scholarship	奨学金	0.866	0.490	0.625
scholastic	学問的	0.500	0.470	0.491
school	学校	0.765	0.423	0.633
schoolboy	男子生徒	0.623	0.385	0.441
schoolgirl	女子高生	0.760	0.521	0.415
schoolhouse	学校	0.602	0.407	0.672
schooling	学校教育	0.582	0.462	0.640
schoolmaster	校長	0.667	0.368	0.852
schoolteacher	NO TRANSLATION	0.521	0.380	0.632
schoolwork	学校の勉強	0.479	0.500	0.481
schoolyard	校庭	0.684	0.529	0.440
schooner	スクーナー	0.635	0.408	0.427
sciatica	坐骨神経痛	0.286	0.443	0.393
science	科学	0.588	0.429	0.741
scientific	科学的	0.653	0.510	0.836
scientist	科学者	0.562	0.500	0.790
scifi	SF	0.592	0.570	0.394
scintilla	NO TRANSLATION	0.476	0.528	0.385
scintillating	シンチレーション	0.650	0.736	0.612
scintillation	シンチレーション	0.576	0.579	0.573
scintillator	シンチレータ	0.583	0.670	0.510
scion	サイオン	0.490	0.380	0.451
scissors	はさみ	0.458	0.462	0.302
scoff	嘲笑する	0.125	0.686	0.306
scold	叱る	0.194	0.755	0.626
scolding	叱る	0.071	0.833	0.417
scone	スコーン	0.418	0.287	0.229
scoop	スクープ	0.583	0.543	0.640
scoot	スクート	0.510	0.490	0.412
scooter	スクーター	0.510	0.587	0.371
scope	範囲	0.656	0.386	0.718
scorch	スコーチ	0.214	0.689	0.491
scorching	焦げる	0.406	0.635	0.464
score	スコア	0.670	0.388	0.589
scoreboard	スコアボード	0.667	0.484	0.472
scorer	スコアラー	0.730	0.608	0.764
scores	得点	0.594	0.469	0.629
scorn	軽蔑	0.110	0.721	0.356
scorned	蔑まれた	0.062	0.529	0.226
scornful	敬遠する	0.173	0.608	0.368
scorpion	サソリ	0.198	0.745	0.600
scotch	スコッチ	0.578	0.520	0.615
scoundrel	悪党	0.094	0.740	0.412
scour	精査	0.388	0.602	0.632
scourge	惨めさ	0.214	0.640	0.302
scout	スカウト	0.656	0.611	0.763
scowl	臆病者	0.302	0.600	0.413
scrabble	スクラブル	0.625	0.412	0.399
scram	スクラム	0.306	0.485	0.409
scramble	スクランブル	0.469	0.744	0.500
scrambled	スクランブル	0.451	0.535	0.539
scrambler	スクランブラー	0.417	0.550	0.444
scrambling	スクランブリング	0.421	0.810	0.731
scrap	スクラップ	0.156	0.339	0.173
scrapbook	スクラップブック	0.562	0.274	0.432
scrape	擦り傷	0.365	0.615	0.384
scrapie	スクレイピー	0.306	0.706	0.231
scraping	削る	0.265	0.479	0.305
scrappy	スクラピー	0.301	0.375	0.406
scratch	スクラッチ	0.276	0.625	0.270
scratchy	掻き集める	0.235	0.610	0.436
scrawny	細かい	0.276	0.422	0.245
scream	悲鳴	0.188	0.863	0.594
screamer	スクリーマー	0.156	0.670	0.392
screaming	悲鳴を上げる	0.245	0.901	0.460
screech	酔っぱらい	0.214	0.802	0.306
screen	画面	0.670	0.300	0.417
screening	スクリーニング	0.562	0.570	0.709
screenplay	脚本	0.500	0.406	0.518
screenwriter	脚本家	0.571	0.500	0.712
screw	スクリュー	0.385	0.460	0.377
screwball	スクリューボール	0.271	0.680	0.505
screwdriver	ドライバー	0.520	0.519	0.439
screwed	ねじ込まれた	0.302	0.520	0.464
screwy	ねじれた	0.344	0.596	0.450
screwyou	NO TRANSLATION	0.260	0.647	0.509
scribble	落書き	0.429	0.453	0.358
scribe	スクライブ	0.541	0.264	0.491
scrimmage	スクリメージ	0.367	0.660	0.411
scrip	スクリプト	0.430	0.462	0.455
script	スクリプト	0.610	0.450	0.527
scriptural	聖書の	0.551	0.250	0.596
scripture	聖書	0.745	0.270	0.630
scroll	スクロール	0.375	0.630	0.409
scrotum	陰嚢	0.396	0.653	0.361
scrounge	スクロール	0.210	0.565	0.397
scrounger	スローガン	0.323	0.490	0.358
scrub	スクラブ	0.417	0.420	0.500
scruffy	ぎこちない	0.194	0.435	0.176
scrumptious	素晴らしい	0.959	0.650	0.566
scrupulous	綿密な	0.545	0.685	0.602
scrutinize	吟味する	0.458	0.587	0.573
scrutiny	精査	0.500	0.653	0.658
scuba	スキューバ	0.542	0.494	0.456
scuff	かすかな	0.165	0.560	0.376
scuffle	乱闘	0.146	0.800	0.529
scullery	彫刻	0.469	0.337	0.353
sculptor	彫刻家	0.653	0.431	0.694
sculpture	彫刻	0.750	0.346	0.490
sculptured	彫刻された	0.708	0.373	0.557
scum	スカム	0.357	0.380	0.218
scumbag	かす袋	0.240	0.591	0.278
