Word	Corsican-co	Valence	Arousal	Dominance
pterodactyl	pterodactyl	0.354	0.716	0.625
ptsd	ptsd	0.373	0.520	0.346
pub	pub	0.592	0.637	0.446
puberty	pubertà	0.552	0.786	0.504
pubes	pubbi	0.490	0.513	0.349
pubescent	pubescente	0.550	0.570	0.455
pubic	pubicu	0.406	0.570	0.509
public	publicu	0.592	0.510	0.664
publication	pubblicazione	0.549	0.470	0.600
publicist	publicista	0.562	0.531	0.676
publicity	publicità	0.590	0.622	0.679
publicly	publicamente	0.740	0.481	0.632
publicspeaking	NO TRANSLATION	0.448	0.917	0.632
publish	publicà	0.714	0.547	0.603
published	publicatu	0.667	0.429	0.570
publisher	editore	0.571	0.392	0.691
publishing	publicazione	0.708	0.615	0.660
puck	puck	0.398	0.490	0.349
pucker	pucker	0.327	0.427	0.315
pudding	pudding	0.750	0.255	0.202
puddle	puddle	0.396	0.302	0.298
pudgy	puditu	0.310	0.428	0.300
puff	bocca	0.531	0.367	0.260
puffing	rossu	0.396	0.612	0.375
puffy	puffy	0.333	0.540	0.387
pug	pug	0.600	0.298	0.462
puke	puzzu	0.204	0.545	0.292
pull	pull	0.450	0.685	0.473
pulley	pulley	0.480	0.333	0.413
pullover	ritardà	0.657	0.340	0.439
pulmonary	pulmonary	0.276	0.471	0.544
pulp	pulp	0.469	0.231	0.324
pulpit	pulpitu	0.469	0.449	0.517
pulsar	pulsar	0.490	0.500	0.618
pulsation	pulsazioni	0.448	0.567	0.585
pulse	pulse	0.507	0.412	0.492
puma	puma	0.615	0.704	0.561
pump	pump	0.417	0.882	0.681
pumped	pumped	0.615	0.700	0.528
pumpkin	zucca	0.539	0.177	0.355
pun	NO TRANSLATION	0.653	0.529	0.457
punch	punch	0.229	0.787	0.608
punched	punched	0.188	0.634	0.452
punching	punching	0.332	0.915	0.623
punchy	punchy	0.520	0.618	0.745
punctual	puntuale	0.745	0.337	0.636
punctuality	puntualità	0.810	0.406	0.758
punctually	puntualmente	0.760	0.380	0.728
punctuation	punctuazione	0.561	0.385	0.592
puncture	puncture	0.198	0.777	0.420
pundit	pundit	0.644	0.582	0.833
pungent	pungente	0.347	0.755	0.535
punish	punizza	0.061	0.808	0.610
punishable	puniscibile	0.198	0.588	0.433
punished	punitu	0.177	0.735	0.481
punishing	punizioni	0.094	0.898	0.471
punishment	punizioni	0.083	0.825	0.536
punitive	punitivu	0.281	0.576	0.605
punk	punk	0.429	0.630	0.358
punt	punt	0.365	0.480	0.393
puny	puny	0.312	0.324	0.135
pup	pupu	0.755	0.427	0.302
pupil	pupulari	0.729	0.406	0.368
puppet	pupu	0.459	0.433	0.298
puppeteer	puparu	0.337	0.491	0.390
puppy	cucciolo,	0.908	0.461	0.324
purchase	compra	0.625	0.500	0.616
purchaser	cumpraturi	0.510	0.549	0.673
purchasing	cumprà	0.667	0.653	0.661
pure	pura	0.811	0.306	0.652
purebliss	NO TRANSLATION	0.625	0.451	0.526
puree	puree	0.708	0.255	0.208
purely	puramente	0.684	0.441	0.536
purgatory	purgatariu	0.255	0.705	0.413
purge	purge	0.125	0.566	0.327
purification	purificazione	0.847	0.452	0.774
purify	purificà	0.823	0.304	0.746
purist	purista	0.625	0.418	0.575
purity	purità	0.823	0.205	0.712
purple	purpura	0.700	0.298	0.330
purport	purport	0.663	0.377	0.684
purpose	scopu	0.800	0.534	0.782
purposely	purtamentu	0.646	0.706	0.703
purr	purr	0.604	0.460	0.302
purring	rrussu	0.748	0.330	0.271
purse	purse	0.656	0.176	0.306
pursuance	seguitu	0.552	0.500	0.559
pursue	persequitarete	0.417	0.783	0.536
pursuing	persighjani	0.483	0.906	0.690
pursuit	truvallu	0.643	0.453	0.617
purveyor	purveyor	0.643	0.480	0.843
purview	purview	0.635	0.480	0.681
pus	pus	0.135	0.431	0.226
push	push	0.417	0.608	0.524
pusher	pusher	0.323	0.828	0.585
pushing	spinghja	0.396	0.644	0.731
pushover	pushover	0.347	0.558	0.375
pushy	pushy	0.080	0.906	0.741
puss	puss	0.306	0.582	0.236
pussy	pussy	0.323	0.759	0.409
pussycat	pussycat	0.541	0.290	0.196
put	mette	0.520	0.398	0.510
putative	putativa	0.510	0.480	0.410
putrid	putru	0.146	0.620	0.385
puts	mette	0.428	0.407	0.369
putt	putt	0.480	0.500	0.418
putter	putter	0.371	0.394	0.381
putty	putty	0.438	0.304	0.314
puzzle	puzzle	0.537	0.471	0.525
puzzled	sbiguttimentu	0.204	0.500	0.272
puzzling	ricò	0.296	0.644	0.353
pygmy	pygmy	0.357	0.373	0.317
pylon	pylon	0.417	0.288	0.370
pyramid	piramide	0.740	0.390	0.635
pyramidal	piramide	0.613	0.385	0.600
pyrotechnics	pirotecnichi	0.561	0.821	0.532
python	pitone	0.219	0.618	0.618
quack	quack	0.530	0.451	0.625
quad	quad	0.520	0.441	0.391
quadrangle	quadrangle	0.458	0.589	0.573
quadrant	quadrant	0.500	0.269	0.482
quadratic	quadratu	0.430	0.385	0.471
quadrature	quadratura	0.458	0.363	0.472
quadruple	quadruple	0.510	0.400	0.589
quadrupole	quadrupole	0.450	0.425	0.386
quagmire	quagmire	0.318	0.480	0.413
quail	codora	0.500	0.318	0.287
quaint	quaint	0.625	0.463	0.474
quake	quake	0.110	0.824	0.672
qualifications	qualifiche	0.776	0.576	0.750
qualified	qualified	0.760	0.520	0.815
qualify	qualificà	0.730	0.594	0.520
qualifying	qualificazione	0.788	0.577	0.789
qualities	qualità	0.844	0.510	0.731
quality	qualità	0.896	0.443	0.852
quandary	quandary	0.208	0.575	0.422
quantify	quantificà	0.719	0.459	0.721
quantitative	quantità	0.604	0.460	0.667
quantitatively	quantità	0.510	0.491	0.713
quantity	quantità	0.520	0.472	0.783
quantum	quantum	0.704	0.500	0.600
quarantine	quarantine	0.160	0.577	0.589
quarrel	disputa	0.112	0.929	0.496
quarry	a cava	0.378	0.426	0.450
quart	quart	0.439	0.265	0.436
quarter	trimestre	0.568	0.296	0.509
quarterback	quarterback	0.677	0.726	0.767
quartered	quatrata	0.296	0.870	0.395
quarterly	trimestru	0.604	0.380	0.448
quartermaster	quartermaster	0.551	0.580	0.661
quarters	quartieri	0.510	0.412	0.480
quartet	quartet	0.479	0.377	0.472
quartile	quartile	0.438	0.445	0.445
quarto	NO TRANSLATION	0.458	0.396	0.393
quartz	quartz	0.704	0.292	0.481
quash	quash	0.271	0.689	0.518
quasi	quasi	0.510	0.343	0.330
quaternary	quaternariu	0.491	0.370	0.509
quay	NO TRANSLATION	0.542	0.209	0.442
queasiness	cosi	0.230	0.594	0.135
queasy	brisera	0.250	0.587	0.225
queen	riggina	0.875	0.692	0.860
queer	chianci	0.286	0.610	0.304
quell	quell	0.388	0.696	0.434
quench	scegli	0.385	0.344	0.333
query	quistione	0.521	0.420	0.467
quest	a ricerca	0.643	0.716	0.545
question	quistione	0.510	0.410	0.509
questionable	dubbiute	0.268	0.551	0.365
questioning	dumanda	0.438	0.696	0.509
questionnaire	questionnaire	0.385	0.327	0.606
queue	cola	0.458	0.344	0.365
queues	colori	0.385	0.479	0.269
quibble	quibble	0.312	0.685	0.466
quiche	quiche	0.500	0.456	0.396
quick	prestu	0.704	0.755	0.750
quicken	quicken	0.686	0.750	0.799
quickie	quickie	0.600	0.700	0.431
quickly	rapidamente	0.784	0.850	0.636
quickness	rapidità	0.774	0.635	0.740
quicksand	quicksand	0.219	0.740	0.508
quicksilver	quicksilver	0.417	0.441	0.529
quid	quid	0.479	0.378	0.327
quiescent	quiescent	0.500	0.160	0.305
quiet	tranquillità	0.792	0.105	0.431
quietly	in silenziu	0.561	0.125	0.321
quill	piuma	0.521	0.216	0.263
quilt	quilt	0.643	0.123	0.226
quince	codre	0.557	0.368	0.474
quinine	quinina	0.418	0.461	0.375
quintet	quintet	0.560	0.560	0.500
quirk	quirk	0.490	0.384	0.618
quirky	peccati	0.708	0.373	0.564
quit	sgagiatu	0.469	0.559	0.488
quits	Quits	0.229	0.480	0.352
quitter	NO TRANSLATION	0.260	0.460	0.321
quiver	quiver	0.320	0.452	0.335
quivering	tremu	0.407	0.776	0.342
quiz	quiz	0.462	0.610	0.527
quorum	quorum	0.615	0.544	0.602
quota	quota	0.427	0.410	0.400
quotation	citazione	0.796	0.590	0.461
quote	quota	0.680	0.550	0.430
quotes	quotes	0.625	0.578	0.520
quotient	coecu	0.615	0.290	0.580
rabbi	rabbi	0.459	0.362	0.723
rabbit	rabbit	0.685	0.330	0.241
rabble	rabble	0.184	0.602	0.292
rabid	rabid	0.089	0.827	0.454
rabies	rabbia	0.115	0.750	0.382
raccoon	raccoon	0.541	0.435	0.320
race	razza	0.592	0.426	0.658
racehorse	cavallo di cavalli	0.719	0.702	0.600
racer	racer	0.480	0.631	0.678
racetrack	racetrack	0.708	0.808	0.624
racial	racial	0.292	0.519	0.513
racism	racismu	0.122	0.673	0.487
racist	razzista	0.061	0.673	0.482
rack	rack	0.385	0.373	0.409
racket	rachetta	0.520	0.356	0.352
racketeering	racketeering	0.167	0.877	0.697
racking	racking	0.411	0.442	0.375
racquetball	racquetball	0.582	0.667	0.444
racy	racy	0.427	0.566	0.390
radar	radar	0.521	0.615	0.579
radial	radiale	0.439	0.404	0.500
radiance	radiance	0.796	0.625	0.719
radiant	radianti	0.888	0.717	0.791
radiate	radiate	0.719	0.735	0.738
radiation	radiazzioni	0.167	0.741	0.536
radiator	radiaturi	0.385	0.452	0.475
radical	radicali	0.500	0.792	0.811
radically	radicali	0.552	0.731	0.715
radio	radiu	0.573	0.402	0.358
radioactive	radiuattivu	0.190	0.798	0.741
radioactivity	radiuattività	0.240	0.910	0.696
radiograph	radiograph	0.561	0.490	0.491
radiography	radiografia	0.469	0.614	0.543
radiologist	radiologu	0.490	0.423	0.634
radiology	radiologu	0.459	0.460	0.574
radish	ravanu	0.500	0.316	0.398
radium	radiu	0.469	0.360	0.517
radius	raiu	0.521	0.324	0.500
radon	radun	0.323	0.418	0.375
raffle	rifflione	0.640	0.510	0.454
raft	raft	0.510	0.229	0.228
rag	rag rag	0.255	0.226	0.180
rage	furore	0.082	0.888	0.658
ragemode	ragemode	0.363	0.663	0.454
ragetweet	ravasivu	0.398	0.551	0.431
ragged	ragged	0.198	0.519	0.226
raggedy	raggedy	0.198	0.531	0.314
raging	raging	0.219	0.927	0.598
rags	raggi	0.434	0.309	0.198
ragtime	U ragtime	0.469	0.602	0.398
raid	raid	0.350	0.726	0.560
raider	raider	0.302	0.860	0.525
rail	rail	0.470	0.500	0.526
railing	barca	0.551	0.298	0.440
railroad	ferruviu	0.591	0.592	0.500
railway	ferruviu	0.613	0.615	0.623
raiment	vistimenti	0.667	0.402	0.377
rain	piova	0.542	0.388	0.330
rainbow	arcubalenu	0.878	0.350	0.462
rainbow trout	trota rainbow	0.700	0.462	0.330
rainbows	arcuni	0.875	0.517	0.402
raincoat	capannagliu	0.458	0.300	0.525
raindrops	a spalle	0.698	0.337	0.311
rainfall	a plu	0.604	0.314	0.378
rainforest	pioggia	0.612	0.375	0.398
rainmaker	capitaire	0.448	0.509	0.544
rainstorm	plu	0.392	0.535	0.377
rainy	pluie	0.610	0.451	0.433
rainyday	rainyday	0.520	0.380	0.315
raise	suscitarà	0.885	0.685	0.765
raised	risuscitatu	0.656	0.326	0.643
raisin	u raisin	0.594	0.235	0.246
raising	raising	0.735	0.519	0.643
rake	rake	0.410	0.286	0.314
rally	rallegra	0.612	0.680	0.554
ram	ram	0.406	0.452	0.388
ramble	ramble	0.615	0.464	0.440
rambling	cammura	0.448	0.510	0.528
ramp	rampa	0.490	0.517	0.357
rampage	rampage	0.240	0.875	0.509
rampant	rampant	0.490	0.788	0.526
rampart	rampart	0.322	0.520	0.538
ramrod	ramrod	0.406	0.408	0.349
ranch	ranch	0.357	0.420	0.409
rancher	rancher	0.510	0.520	0.543
rancid	rancid	0.156	0.451	0.214
random	aleatoriu	0.490	0.520	0.321
randomly	in azella	0.410	0.594	0.302
randomness	aleatura	0.418	0.449	0.433
randy	randy	0.490	0.394	0.481
range	rigistru	0.490	0.472	0.615
ranger	ranger	0.526	0.545	0.705
rank	rangu	0.531	0.380	0.686
ranking	ranking	0.540	0.592	0.680
ransom	R resome	0.582	0.800	0.565
rant	lagnu	0.219	0.774	0.482
ranting	ranting	0.181	0.755	0.500
rap	rap	0.604	0.575	0.464
rape	violazzioni	0.062	0.856	0.527
rapid	rapidu	0.667	0.788	0.768
rapidity	rapidità	0.667	0.798	0.806
rapids	rapidi	0.573	0.817	0.788
rapist	rapist	0.062	0.906	0.571
rapper	rapper	0.550	0.755	0.482
rapping	rapping	0.565	0.716	0.417
rapport	NO TRANSLATION	0.771	0.664	0.567
rapt	rapitu	0.521	0.736	0.510
raptor	raptur	0.270	0.773	0.612
raptors	raptors	0.280	0.565	0.591
rapture	rapture	0.439	0.883	0.567
rare	raru	0.396	0.413	0.236
rarely	raramenti	0.408	0.367	0.366
rarity	rarità	0.646	0.548	0.364
rascal	babbu	0.169	0.706	0.445
rash	rash	0.219	0.820	0.491
raspberries	raspberries	0.802	0.278	0.333
raspberry	raspberry	0.735	0.336	0.291
rat	rat	0.271	0.567	0.255
ratchet	ratchet	0.449	0.520	0.343
rate	rate	0.521	0.297	0.407
ratification	ratificazione	0.653	0.577	0.609
ratify	ratificà	0.750	0.462	0.716
rating	qualificazione	0.663	0.679	0.637
ratio	ratio	0.560	0.461	0.741
ration	racioni	0.521	0.346	0.390
rational	raziunale	0.775	0.347	0.632
rationale	rationale	0.656	0.400	0.815
rationalism	raziunalismu	0.562	0.500	0.676
rationality	razziunalitati	0.633	0.510	0.767
rationalize	raziunalisazione	0.633	0.400	0.746
rationing	raziunamentu	0.396	0.404	0.540
rattan	Ratanu	0.434	0.334	0.377
rattle	rattle	0.490	0.429	0.268
rattled	rattled	0.354	0.641	0.330
rattler	rattler	0.396	0.730	0.455
rattlesnake	cascavelle	0.188	0.803	0.613
ratty	ratty	0.354	0.450	0.358
raucous	raucous	0.316	0.740	0.538
ravage	ravage	0.214	0.755	0.575
rave	rave	0.490	0.637	0.420
raven	raven	0.479	0.446	0.426
ravenous	ravenous	0.406	0.700	0.509
ravine	ravina	0.354	0.673	0.413
raving	raving	0.312	0.764	0.358
ravioli	ravioli	0.656	0.281	0.308
ravishing	ravishing	0.745	0.833	0.830
raw	crudu	0.143	0.349	0.342
rawhide	peccato	0.292	0.360	0.327
rawr	rawr	0.457	0.635	0.406
ray	ray	0.550	0.670	0.538
razor	razor	0.260	0.610	0.481
reach	culleghju	0.719	0.625	0.690
react	riagiriscenu	0.500	0.716	0.717
reaction	riazzioni	0.470	0.811	0.706
reactionary	riazzionariu	0.406	0.573	0.690
reactive	reattivu	0.434	0.817	0.721
reactor	reactore	0.438	0.794	0.772
read	leghjite	0.740	0.283	0.611
reader	lettore	0.776	0.224	0.602
readership	i lecturi	0.698	0.306	0.422
readily	faciule	0.740	0.290	0.547
readiness	pienza	0.708	0.531	0.700
reading	lettura	0.781	0.183	0.415
readjustment	riaffacciu	0.560	0.563	0.510
readout	lettura	0.590	0.250	0.518
ready	pronta	0.770	0.388	0.648
readytogo	prumplante	0.667	0.654	0.578
reaffirm	riaffirma	0.750	0.559	0.654
reagent	reactiu	0.385	0.698	0.642
real	veru	0.719	0.510	0.717
realism	realismu	0.740	0.545	0.670
realist	realista	0.720	0.572	0.809
realistic	realisticu	0.700	0.520	0.783
reality	rialità	0.786	0.365	0.787
realization	realizazione	0.554	0.510	0.836
realize	capisce micca	0.757	0.462	0.647
realm	regnu	0.708	0.509	0.878
realtor	realtor	0.429	0.471	0.582
realty	realità	0.633	0.471	0.648
ream	pesu	0.490	0.173	0.346
reap	racogli	0.677	0.422	0.623
reaper	segadoru	0.340	0.565	0.464
reappear	riappariscenu	0.688	0.625	0.632
rear	darreri	0.459	0.520	0.284
rearrange	reordenar	0.656	0.510	0.729
rearrangement	riarranāamentu	0.542	0.527	0.769
reason	mutivu	0.781	0.455	0.712
reasonable	raielu	0.902	0.337	0.726
reasonableness	ragiunezza	0.729	0.448	0.665
reasoning	raghjunamentu	0.729	0.365	0.729
reasons	mutivi	0.583	0.460	0.571
reassemble	reassemble	0.552	0.540	0.589
reassign	riassignà	0.359	0.490	0.559
reassignment	reassignment	0.551	0.480	0.415
reassurance	assicuranza	0.875	0.127	0.593
reassure	assicurà	0.837	0.306	0.630
reassured	tranquillu	0.854	0.186	0.519
reassuring	rassicurante	0.847	0.308	0.691
rebate	rimbattutu	0.667	0.569	0.510
rebel	ribellu	0.235	0.830	0.555
rebellion	ribellioni	0.245	0.843	0.746
rebellious	ribellu	0.344	0.880	0.663
rebels	ribelli	0.135	0.860	0.609
rebirth	rinviviscia	0.781	0.712	0.780
reboot	reboot	0.673	0.577	0.519
reborn	rinatu	0.802	0.618	0.737
rebound	riclamà	0.521	0.480	0.506
rebuild	ricustruisce	0.656	0.557	0.519
rebuke	riprughju	0.115	0.677	0.429
rebut	réfuta	0.154	0.519	0.573
rebuttal	refutazione	0.312	0.690	0.540
recalcitrant	recalcitrant	0.357	0.624	0.580
recall	richiamari	0.583	0.351	0.525
recant	recant	0.333	0.575	0.482
recap	recap	0.602	0.578	0.667
recapture	ritagliu	0.333	0.656	0.658
recast	ricastru	0.367	0.481	0.500
recede	recede	0.231	0.449	0.245
receding	ricuddà	0.224	0.418	0.333
receipt	avè ricivutu	0.542	0.230	0.415
receipts	receta	0.320	0.333	0.381
receive	riceve	0.740	0.462	0.551
received	ricivutu	0.646	0.436	0.561
receiver	riciventi	0.583	0.464	0.586
receiving	avè ricivutu	0.719	0.562	0.623
recent	ricenti	0.592	0.365	0.589
receptacle	preso	0.500	0.451	0.426
reception	accolta	0.694	0.375	0.567
receptionist	réceptionnaire	0.677	0.430	0.385
receptive	ricivu	0.729	0.519	0.639
receptor	receptor	0.417	0.360	0.510
recess	rimane	0.646	0.510	0.367
recesses	riposizione	0.367	0.470	0.379
recession	ricessione	0.368	0.398	0.373
recharge	recarga	0.584	0.702	0.664
recheck	ricaricà	0.440	0.490	0.529
recherche	NO TRANSLATION	0.458	0.490	0.363
recidivism	recidivism	0.245	0.520	0.558
recipe	ricetta	0.698	0.271	0.415
recipient	destinatariu	0.604	0.324	0.679
reciprocal	riccu	0.677	0.520	0.660
reciprocate	ricunquistà	0.760	0.460	0.618
reciprocity	ricustituzione	0.740	0.673	0.556
recital	recita	0.838	0.440	0.572
recitation	recitation	0.708	0.519	0.462
recite	recite	0.688	0.398	0.453
reckless	imprudente	0.262	0.788	0.279
recklessness	imprudenza	0.292	0.763	0.380
reckon	cuntesta	0.643	0.420	0.472
reckoning	ricunniscenza	0.418	0.622	0.532
reclaim	ripivà	0.469	0.724	0.648
reclamation	rimborsu	0.573	0.750	0.548
recline	ripusà	0.460	0.404	0.418
reclining	reclinenti	0.448	0.312	0.317
recluse	recluse	0.240	0.490	0.446
recognition	ricunniscenza	0.833	0.587	0.726
recognizable	ricunnisciutu	0.625	0.400	0.609
recognize	ricunnosce	0.760	0.315	0.600
recognized	ricunnisciutu	0.875	0.458	0.786
recoil	rinculo	0.089	0.429	0.259
recollect	ricurdativi	0.688	0.491	0.602
recollection	ricurdimentu	0.722	0.337	0.566
recombinant	recombinante	0.561	0.519	0.463
recombination	recombinante	0.510	0.492	0.602
recommend	ricumandemu	0.812	0.439	0.672
recommendation	recommandation	0.912	0.388	0.664
recompense	ricumpensa	0.844	0.620	0.853
recon	ricunniscenza	0.500	0.447	0.400
reconcile	cunciliari	0.760	0.470	0.625
reconciliation	riconciliazione	0.896	0.570	0.604
reconfigure	cunfigurazione	0.429	0.500	0.658
reconnaissance	reconnaissance	0.729	0.604	0.712
reconnect	torna cunghjettu	0.630	0.548	0.667
reconsider	ricurdà	0.448	0.442	0.582
reconsideration	reconsiderazioni	0.531	0.459	0.611
reconstitution	ricustituzione	0.587	0.461	0.783
reconstruct	ricustruisce	0.740	0.618	0.718
reconstruction	ricustruzzione	0.625	0.719	0.667
reconstructive	reconstructive	0.596	0.444	0.722
reconvene	riunite	0.490	0.529	0.560
record	scurdà	0.552	0.421	0.500
recorder	recorder	0.551	0.374	0.481
recording	gravure	0.573	0.537	0.474
recount	recount	0.479	0.402	0.509
recoup	recoup	0.719	0.422	0.575
recourse	ricorsu	0.402	0.337	0.598
recover	ricuperà	0.918	0.510	0.647
recoverable	salvà	0.780	0.388	0.709
recovery	ripresa	0.781	0.402	0.737
recreate	ricreà	0.724	0.545	0.616
recreation	ricrezione	0.909	0.632	0.660
recreational	ricreativi	0.896	0.686	0.479
recruit	ricrutari	0.551	0.654	0.633
recruiter	recruiter	0.662	0.630	0.690
recruiting	recluti	0.448	0.787	0.693
recruitment	reclruitment	0.479	0.645	0.591
recruits	recluti	0.396	0.653	0.593
rectal	rectal	0.344	0.618	0.410
rectangle	rectangulu	0.479	0.225	0.438
rectangular	Rectangular	0.438	0.240	0.307
rectification	a rectificazione	0.449	0.560	0.695
rectify	rimettisce	0.625	0.480	0.634
rector	rectoru	0.458	0.406	0.862
rectory	rettoriu	0.490	0.373	0.704
rectum	rectum	0.438	0.443	0.491
recumbent	recumbent	0.429	0.370	0.352
recuperation	salvezza	0.688	0.418	0.500
recur	recurrà	0.479	0.500	0.416
recurrence	recurrenza	0.490	0.538	0.615
recurrent	recurrente	0.552	0.500	0.561
recurring	recurring	0.370	0.560	0.445
recursion	recursione	0.312	0.580	0.543
recursive	recursivu	0.459	0.590	0.561
recursively	recursivamente	0.427	0.519	0.618
recycle	riciclate	0.521	0.392	0.526
recycled	riciclate	0.561	0.316	0.409
recycling	riciclamentu	0.552	0.320	0.509
red	rossu	0.427	0.385	0.377
reddish	vermiglianti	0.521	0.337	0.328
redecorate	redecorate	0.602	0.444	0.490
redeem	riscattà	0.633	0.469	0.491
redeemed	riscattatu	0.625	0.378	0.434
redemption	redenzione	0.376	0.408	0.545
redesign	redissiminu	0.622	0.460	0.396
redhead	rossa	0.677	0.549	0.518
redheaded	redheaded	0.510	0.520	0.428
redirect	redirect	0.469	0.360	0.648
redneck	redneck	0.401	0.500	0.348
redness	redness	0.151	0.470	0.417
redo	riavverna	0.481	0.500	0.535
redress	riparazione	0.677	0.558	0.649
reduce	riduce	0.219	0.304	0.336
reduced	riduzzione	0.229	0.365	0.204
reduction	riduzzione	0.365	0.382	0.240
redundancy	redundanza	0.316	0.262	0.589
redundant	redundant	0.210	0.500	0.527
redwood	scogliera	0.592	0.350	0.443
reed	canna	0.490	0.350	0.307
reef	scogliera	0.583	0.490	0.456
reefer	reefer	0.500	0.453	0.421
reefs	u focu	0.531	0.471	0.455
reek	reek	0.177	0.480	0.311
reel	u carrettu	0.449	0.332	0.395
reelection	reelection	0.541	0.673	0.681
reeling	annullò	0.327	0.542	0.267
reenactment	rienzione	0.771	0.592	0.768
reentry	rientrizione	0.604	0.449	0.500
reestablish	ristabbiliri	0.635	0.490	0.692
ref	ref	0.469	0.380	0.368
refer	cunsultate	0.506	0.358	0.558
referee	referee	0.531	0.644	0.778
reference	riferimentu	0.633	0.312	0.595
referendum	referendum	0.510	0.469	0.643
referral	riferimentu	0.694	0.314	0.603
refill	ricordu	0.670	0.400	0.464
refine	rinfurzà	0.653	0.460	0.640
refined	raffinati	0.850	0.430	0.653
refinement	rifinimentu	0.719	0.387	0.709
refinery	a refineria	0.646	0.444	0.565
refining	i raffinamentu	0.694	0.466	0.664
refit	ricustruisce	0.500	0.577	0.506
reflect	riflette	0.698	0.342	0.472
reflecting	riflette	0.590	0.408	0.471
reflection	riflessa	0.710	0.500	0.528
reflective	riflittenti	0.656	0.292	0.735
reflector	riflariu	0.479	0.510	0.500
reflex	riflittura	0.583	0.460	0.538
reflux	reflux	0.281	0.559	0.347
reform	riforma	0.531	0.490	0.797
reformation	riformazione	0.809	0.500	0.558
reformer	rifurmatore	0.562	0.569	0.905
refraction	rifrazzioni	0.388	0.471	0.526
refractor	refrattorale	0.510	0.541	0.433
refractory	refrattari	0.520	0.357	0.588
refrain	quellu chì	0.314	0.373	0.277
refraining	u penseru	0.418	0.453	0.404
refresh	ricaricà	0.719	0.640	0.689
refreshed	freschezza	0.910	0.377	0.480
refreshing	freschezza	0.936	0.520	0.571
refreshment	freschezza	0.667	0.410	0.352
refrigerate	refrigerate	0.635	0.357	0.457
refrigeration	frigoristica	0.735	0.392	0.500
refrigerator	fridge	0.677	0.260	0.391
refuel	refuel	0.592	0.445	0.500
refuge	rifuggiu	0.640	0.238	0.481
refugee	refugettu	0.379	0.607	0.327
refund	rimborsu	0.541	0.528	0.430
refurbish	rimanighjà	0.656	0.633	0.541
refusal	rifiutu	0.052	0.610	0.321
refuse	ricusate	0.180	0.520	0.331
refused	rifiutò	0.163	0.475	0.188
refusing	ricusate	0.143	0.670	0.203
refutation	refutazione	0.312	0.726	0.566
refute	refuta	0.312	0.731	0.583
regain	ritruvà	0.729	0.520	0.759
regal	regalu	0.643	0.459	0.556
regalia	regalia	0.760	0.441	0.556
regard	cunsiderebbe	0.802	0.336	0.809
regatta	regatta	0.740	0.471	0.435
regency	riggenza	0.520	0.472	0.630
regenerate	rinviviscenu	0.782	0.607	0.767
regeneration	regenerazione	0.760	0.640	0.845
regent	riggenti	0.680	0.529	0.675
reggae	reggae	0.698	0.520	0.500
regime	regime	0.290	0.668	0.773
regimen	reginu	0.428	0.538	0.840
regiment	regimentu	0.469	0.722	0.755
regimental	regimentu	0.292	0.637	0.817
region	rigioni	0.540	0.295	0.712
regional	riggiunali	0.620	0.400	0.607
regionalism	regionalisimu	0.640	0.500	0.773
register	arregistrà	0.490	0.412	0.654
registrar	registratu	0.599	0.537	0.574
registration	arrigistramentu	0.622	0.396	0.574
registry	registratu	0.573	0.320	0.583
regress	regress	0.255	0.442	0.300
regression	regressione	0.312	0.500	0.324
regressive	rigressiva	0.302	0.434	0.363
regret	rigrettu	0.230	0.623	0.331
regretful	dispiacu	0.167	0.480	0.188
regrettable	lamentable	0.104	0.374	0.245
regretted	dispiacìanu	0.352	0.540	0.368
regretting	lamenta	0.255	0.567	0.273
regroup	riunificà	0.633	0.602	0.797
regular	regular	0.435	0.188	0.558
regularity	regularità	0.663	0.337	0.585
regulars	regulares	0.729	0.327	0.508
regulate	regulate	0.510	0.275	0.481
regulated	regulatu	0.531	0.269	0.483
regulation	regulamentu	0.542	0.425	0.667
regulator	regulatore	0.500	0.336	0.668
regulatory	regulatori	0.531	0.448	0.528
regurgitation	regurgitation	0.160	0.647	0.315
rehab	rehab	0.531	0.450	0.593
rehabilitate	riabilitari	0.671	0.538	0.642
rehabilitation	riabilitazioni	0.406	0.528	0.606
rehash	rinfriscà	0.405	0.451	0.403
rehearsal	assaig	0.667	0.470	0.500
rehearse	assestate	0.588	0.622	0.500
reign	regnu	0.806	0.567	0.873
reigning	rignanti	0.677	0.632	0.870
reimburse	rimbursà	0.680	0.418	0.527
reimbursement	rimborsu	0.653	0.610	0.567
rein	rein	0.500	0.357	0.438
reincarnation	reincarnazione	0.786	0.747	0.676
reindeer	renne	0.592	0.336	0.396
reinforce	rinfurzà	0.604	0.583	0.760
reinforcement	rinfurzà	0.729	0.702	0.902
reinforcements	rinfurzazioni	0.646	0.719	0.875
reins	rimane	0.480	0.448	0.545
reinstall	reinstall	0.458	0.500	0.745
reinstate	reinstate	0.760	0.551	0.596
reinstatement	riintramentu	0.729	0.521	0.707
reinvest	reinvestitu	0.570	0.627	0.763
reinvestment	reinvestimentu	0.582	0.622	0.782
reiterate	ripetite	0.422	0.451	0.655
reject	rifiutanu	0.060	0.647	0.370
rejected	riittatu	0.102	0.480	0.250
rejection	rejetione	0.080	0.704	0.330
rejects	rifiutta	0.083	0.637	0.422
rejoice	si rallegri	0.827	0.650	0.698
rejoicing	raligratu	0.811	0.637	0.592
