Word	Telugu-te	Valence	Arousal	Dominance
tin	NO TRANSLATION	0.469	0.370	0.217
tincture	టింక్చర్	0.440	0.360	0.402
tine	NO TRANSLATION	0.438	0.373	0.284
tinfoil	NO TRANSLATION	0.448	0.284	0.311
tinge	చేరిక	0.469	0.292	0.264
tingle	జలదరించు	0.460	0.560	0.264
tingling	జలదరింపు	0.427	0.615	0.340
tinker	టింకర్	0.396	0.528	0.275
tinkering	tinkering	0.531	0.490	0.448
tinkle	NO TRANSLATION	0.562	0.529	0.356
tinkling	గణగణ మ్రోగే	0.612	0.530	0.324
tinnitus	జీవితంలో చెవిలో హోరుకు	0.384	0.536	0.411
tinsel	మెరియు తేలికైన లోహపు రేకు	0.663	0.521	0.473
tint	రంగు	0.582	0.292	0.273
tiny	చిన్న	0.479	0.196	0.125
tip	కొన	0.708	0.221	0.518
tipper	టిప్పర్	0.427	0.571	0.431
tipster	గుర్రపు పందెంలో ఏది జయించునని ఊహించి చెప్పువాడు	0.490	0.462	0.490
tipsy	తాగి మత్తెక్కిన	0.510	0.625	0.570
tiptoe	జాగ్రత్తగా ఆతృతతో	0.510	0.490	0.407
tirade	తిట్ల	0.378	0.587	0.532
tire	టైర్	0.438	0.385	0.381
tired	అలసిన	0.125	0.317	0.191
tiredness	అలసట	0.387	0.408	0.242
tiredofit	NO TRANSLATION	0.300	0.270	0.204
tireless	అలుపెరుగని	0.657	0.750	0.645
tiresome	శ్రమతో కూడిన	0.240	0.542	0.153
tiring	అలసిపోయాము	0.153	0.510	0.176
tissue	కణజాలం	0.558	0.236	0.345
tistheseason	NO TRANSLATION	0.646	0.548	0.435
tit	తునక	0.402	0.539	0.388
titan	టైటాన్	0.598	0.653	0.811
titanic	టైటానిక్	0.427	0.786	0.795
titanium	టైటానియం	0.520	0.470	0.704
tithe	దశమ భాగము	0.507	0.276	0.385
title	టైటిల్	0.708	0.356	0.574
titled	పేరుతో	0.677	0.240	0.658
titty	టిట్టీ	0.561	0.548	0.294
titular	NO TRANSLATION	0.704	0.385	0.760
toad	టోడ్	0.302	0.452	0.196
toast	తాగడానికి	0.740	0.382	0.356
toaster	టోస్టర్	0.542	0.337	0.387
toasty	toasty	0.698	0.461	0.396
tobacco	పొగాకు	0.327	0.546	0.387
toby	టోబి	0.427	0.375	0.330
tod	D కు	0.469	0.330	0.384
today	నేడు	0.806	0.306	0.362
toddler	పసిపిల్లలకు	0.812	0.469	0.368
toe	బొటనవేలు	0.406	0.221	0.293
toenail	toenail	0.530	0.380	0.306
toffee	చేసిన మిఠాయి	0.658	0.510	0.396
tofu	టోఫు	0.521	0.330	0.283
toga	NO TRANSLATION	0.698	0.393	0.373
together	కలిసి	0.874	0.392	0.658
togetherness	togetherness	0.906	0.360	0.635
toil	పనులు	0.558	0.510	0.583
toilet	ముఖము కడుగుకొని, తలదువ్వుకొని, దుస్తులు ధరించు పద్ధతి	0.490	0.290	0.233
toils	నిరాటంకంగా	0.480	0.710	0.482
token	టోకెన్	0.510	0.418	0.414
tolerable	తట్టుకొలేక	0.750	0.350	0.374
tolerance	సహనం	0.875	0.206	0.649
tolerant	సహనంతో	0.765	0.192	0.618
tolerate	తట్టుకోలేని	0.724	0.430	0.588
toleration	సహనంలో	0.776	0.442	0.727
toll	టోల్	0.296	0.422	0.453
tomahawk	టోమాహాక్	0.510	0.642	0.504
tomato	టమోటా	0.550	0.183	0.275
tomatoes	టమోటాలు	0.615	0.240	0.272
tomb	సమాధి	0.112	0.500	0.343
tombstone	సమాధి	0.204	0.441	0.311
tomcat	టామ్క్యాట్కు	0.520	0.412	0.386
tome	నాకు	0.429	0.316	0.492
tomorrow	రేపు	0.792	0.377	0.407
ton	NO TRANSLATION	0.560	0.418	0.604
tone	టోన్	0.551	0.355	0.411
toner	టోనర్	0.448	0.300	0.368
tong	NO TRANSLATION	0.475	0.480	0.370
tongs	పటకారు	0.500	0.459	0.321
tongue	నాలుక	0.542	0.432	0.482
tonic	టానిక్	0.541	0.360	0.500
tonnage	సామర్ధ్యాన్ని	0.323	0.382	0.590
tonsils	టాన్సిల్స్	0.347	0.373	0.283
toocold	NO TRANSLATION	0.420	0.550	0.379
tool	సాధనం	0.490	0.350	0.594
toolbox	టూల్ బాక్స్	0.531	0.316	0.472
tooling	సాధన	0.510	0.406	0.634
toomuchtodo	NO TRANSLATION	0.420	0.688	0.355
toot	టూట్	0.500	0.481	0.373
tooth	పంటి	0.439	0.250	0.367
toothache	సహాయ పడతారు	0.188	0.853	0.412
toothbrush	టూత్ బ్రష్	0.517	0.330	0.321
toothed	పంటి	0.449	0.394	0.352
toothless	దంతాలులేని	0.312	0.541	0.272
toothpaste	టూత్ పేస్టు	0.510	0.290	0.371
toothpick	టూత్పిక్	0.561	0.216	0.185
toots	టూ	0.552	0.480	0.451
top	టాప్	0.760	0.400	0.554
topaz	పుష్యరాగం	0.643	0.325	0.384
topic	విషయం	0.520	0.276	0.427
topical	సమయోచిత	0.561	0.340	0.500
topless	లేకుండా	0.625	0.765	0.414
topographic	నైసర్గిక	0.604	0.378	0.558
topographical	నైసర్గిక	0.438	0.350	0.538
topography	స్థలాకృతి	0.469	0.357	0.506
topple	జయించాయి	0.198	0.820	0.573
topside	topside	0.708	0.466	0.598
tor	కర్త	0.337	0.430	0.418
torch	మంట	0.531	0.630	0.545
torment	హింసకు	0.057	0.750	0.387
tormented	బాధ	0.071	0.855	0.323
torn	నలిగిపోయే	0.153	0.510	0.283
tornado	సుడిగాలి	0.260	0.896	0.784
torpedo	టార్పెడో	0.219	0.794	0.707
torque	టార్క్	0.466	0.375	0.406
torrent	టొరెంట్	0.541	0.745	0.676
torrid	అత్యుష్ణ	0.281	0.625	0.517
torsion	పురి	0.312	0.651	0.402
torso	మొండెం	0.408	0.394	0.473
tort	వికర్మ	0.229	0.635	0.455
tortious	తోర్శియాస్	0.312	0.724	0.491
tortoise	తాబేలు	0.673	0.078	0.250
tortuous	చుట్టగానుండు	0.194	0.755	0.382
torture	హింస	0.115	0.878	0.555
tortured	హింసించారు	0.062	0.890	0.361
toss	టాస్	0.418	0.725	0.575
tot	NO TRANSLATION	0.602	0.431	0.311
total	మొత్తం	0.771	0.286	0.714
totality	సంపూర్ణమైన	0.688	0.443	0.717
totally	పూర్తిగా	0.820	0.422	0.702
tote	tote	0.510	0.398	0.625
totem	టోటెమ్	0.639	0.350	0.571
touch	టచ్	0.646	0.477	0.455
touchdown	touchdown	0.667	0.770	0.586
touched	తాకిన	0.592	0.380	0.404
touching	హత్తుకునే	0.760	0.439	0.491
touchy	మండిపాటు	0.323	0.510	0.343
tough	కఠినమైన	0.344	0.588	0.742
toughen	కఠినపరచు	0.458	0.683	0.711
toughness	దృఢత్వం	0.552	0.618	0.837
toupee	కృత్రిమ వెంట్రుకలు	0.323	0.270	0.324
tour	పర్యటన	0.663	0.545	0.543
tourism	పర్యాటక	0.823	0.531	0.545
tourist	పర్యాటక	0.745	0.480	0.430
tourmaline	tourmaline	0.448	0.513	0.441
tournament	టోర్నమెంట్	0.694	0.740	0.611
tourniquet	దమనిని అదిమి గాయం నుండి రక్తస్రావం కలగకుండా ఆపే కట్టు	0.335	0.521	0.398
tout	NO TRANSLATION	0.480	0.538	0.375
tow	టో	0.531	0.500	0.508
towel	టవల్	0.630	0.208	0.286
tower	టవర్	0.606	0.380	0.644
towering	మహోన్నత	0.500	0.690	0.806
town	పట్టణం	0.551	0.299	0.627
townhouse	ప్రాసాద	0.622	0.400	0.443
township	టౌన్షిప్	0.531	0.292	0.667
townspeople	పట్టణ	0.677	0.466	0.569
toxic	విష	0.008	0.885	0.492
toxicity	విషపూరితం	0.104	0.865	0.491
toxicology	టాక్సికాలజీ	0.302	0.736	0.574
toxin	టాక్సిన్	0.115	0.654	0.456
toy	బొమ్మ	0.878	0.420	0.275
toymaker	బొమ్మల తయారీదారు	0.755	0.510	0.536
trace	ట్రేస్	0.573	0.346	0.483
traceable	గుర్తించదగిన	0.602	0.370	0.535
tracer	ట్రేసర్	0.573	0.327	0.645
traces	జాడలు	0.482	0.448	0.389
trachea	నాళం	0.448	0.509	0.387
tracing	చేసేదిగా	0.418	0.591	0.565
track	ట్రాక్	0.448	0.433	0.526
tracker	ట్రాకర్	0.398	0.744	0.731
tract	నాళం	0.406	0.422	0.339
tractable	సులభతరమైంది	0.635	0.500	0.469
traction	ట్రాక్షన్	0.429	0.585	0.648
tractor	ట్రాక్టర్	0.449	0.580	0.619
trade	వాణిజ్య	0.561	0.544	0.690
trademark	ట్రేడ్మార్క్	0.667	0.344	0.750
trader	వ్యాపారి	0.562	0.632	0.854
tradesman	వర్తకుడు	0.531	0.431	0.664
trading	ట్రేడింగ్	0.635	0.602	0.705
tradition	సంప్రదాయం	0.830	0.430	0.750
traditional	సంప్రదాయకమైన	0.677	0.221	0.604
traffic	ట్రాఫిక్	0.323	0.559	0.518
traffic light	ట్రాఫిక్ లైట్	0.490	0.469	0.479
trafficking	అక్రమ	0.250	0.710	0.399
tragedies	విషాదాల	0.100	0.910	0.442
tragedy	విషాదం	0.052	0.843	0.340
tragic	విషాద	0.048	0.904	0.396
trail	కాలిబాట	0.600	0.322	0.455
trailer	ట్రైలర్	0.541	0.490	0.473
train	రైలు	0.666	0.705	0.620
train set	రైలు సెట్	0.604	0.598	0.464
trained	శిక్షణ	0.771	0.538	0.645
trainee	ట్రైనీ	0.627	0.408	0.352
trainer	శిక్షణ	0.698	0.719	0.824
training	శిక్షణ	0.714	0.776	0.788
trait	లక్షణం	0.469	0.365	0.453
traitor	దేశద్రోహి	0.112	0.796	0.491
traitorous	మోసగాడు	0.073	0.745	0.412
trajectory	పథం	0.653	0.558	0.779
tram	ట్రామ్	0.667	0.628	0.492
tramp	ట్రాంప్	0.108	0.510	0.182
trample	కాలితో నలుపు	0.235	0.764	0.562
trampoline	ట్రామ్పోలిన్	0.604	0.690	0.391
tramway	ట్రామ్వే	0.615	0.538	0.543
trance	ట్రాన్స్	0.469	0.481	0.382
tranquil	ప్రశాంత	0.917	0.094	0.355
tranquility	ప్రశాంతతను	0.840	0.135	0.442
tranquilizer	ట్రాంక్విలైజర్	0.510	0.236	0.596
transact	లావాదేవీలు	0.521	0.625	0.680
transaction	లావాదేవీ	0.650	0.577	0.579
transatlantic	అట్లాంటిక్	0.724	0.596	0.706
transceiver	తరంగాలు	0.510	0.490	0.537
transcend	మించిపోయిందని	0.604	0.771	0.726
transcendence	అధిగమించడం	0.656	0.608	0.754
transcendent	అతిగా	0.667	0.600	0.824
transcendental	పారమార్థిక	0.635	0.652	0.842
transcribe	ప్రతిలిఖించడానికి	0.500	0.394	0.573
transcriber	transcriber	0.490	0.420	0.615
transcript	ట్రాన్స్క్రిప్ట్	0.639	0.398	0.528
transcription	ట్రాన్స్క్రిప్షన్	0.592	0.455	0.615
transfer	బదిలీ	0.702	0.490	0.519
transference	బదిలీ	0.592	0.294	0.551
transferred	బదిలీ	0.480	0.450	0.409
transfixed	నిశ్చేష్టుణ్ణి	0.427	0.660	0.528
transform	అనుకరిస్తే	0.735	0.667	0.696
transformation	పరివర్తన	0.796	0.618	0.770
transformer	ట్రాన్స్ఫార్మర్	0.582	0.582	0.723
transfusion	మార్పిడి	0.417	0.730	0.557
transgression	అతిక్రమణ	0.158	0.890	0.611
transient	అశాశ్వతమైన	0.510	0.405	0.430
transistor	ట్రాన్సిస్టర్	0.480	0.480	0.444
transit	రవాణా	0.439	0.590	0.588
transition	పరివర్తన	0.605	0.561	0.558
transitional	పరివర్తన	0.573	0.472	0.491
transitive	సకర్మక	0.479	0.377	0.414
transitory	తాత్కాలిక	0.438	0.450	0.407
translate	అనువదించడానికి	0.604	0.423	0.462
translation	అనువాదం	0.633	0.435	0.598
translator	అనువాదకుడు	0.760	0.412	0.473
translocation	త్రాన్సలోకేషన్	0.367	0.612	0.564
translucent	అపారదర్శక	0.600	0.500	0.389
transmission	ప్రసార	0.688	0.490	0.611
transmit	ప్రసారం	0.836	0.581	0.673
transmitter	ట్రాన్స్మిటర్	0.520	0.511	0.719
transmutation	రూపపరివర్తన	0.438	0.740	0.737
transom	అడ్డకమ్మీని	0.375	0.385	0.417
transparency	పారదర్శకత	0.847	0.260	0.587
transparent	పారదర్శక	0.542	0.330	0.667
transplant	మార్పిడి	0.445	0.806	0.620
transplantation	మార్పిడి	0.531	0.694	0.610
transponder	ట్రాన్స్పాండర్	0.564	0.575	0.565
transport	రవాణా	0.613	0.627	0.605
transportation	రవాణా	0.667	0.560	0.472
transporter	రవాణా	0.615	0.625	0.750
transpose	పరస్పర	0.440	0.585	0.467
transposition	మార్పిడి	0.312	0.451	0.555
transsexual	లింగమార్పిడి	0.264	0.815	0.423
transverse	విలోమ	0.429	0.429	0.525
transvestite	సెక్స్ మార్పిడి చేయిన్చుక్కొన్న	0.270	0.675	0.373
trap	ఉచ్చు	0.104	0.610	0.391
trapdoor	ట్రాప్డోర్	0.094	0.670	0.462
trapeze	ట్రాపెజె	0.542	0.625	0.566
trapped	చిక్కుకున్న	0.135	0.615	0.380
trapper	పండు షూటర్	0.296	0.654	0.491
trapping	బంధించడం	0.333	0.621	0.491
trappings	అలంకారాలను	0.458	0.462	0.370
traps	ఉచ్చులు	0.235	0.673	0.481
trash	చెత్త	0.163	0.541	0.154
trashy	trashy	0.071	0.380	0.161
trauma	గాయం	0.112	0.792	0.453
traumatic	బాధాకరమైన	0.062	0.885	0.427
travail	NO TRANSLATION	0.500	0.677	0.620
travel	ప్రయాణ	0.931	0.689	0.535
traveler	ప్రయాణికుడు	0.837	0.571	0.700
traveling	ప్రయాణించే	0.900	0.750	0.582
traverse	ప్రయాణించేందుకు	0.571	0.590	0.629
travesty	అవహేళనగా	0.354	0.644	0.407
trawl	ఈడ్చుకొనిపోవు	0.255	0.590	0.464
trawler	ట్రాలర్	0.316	0.430	0.405
tray	ట్రే	0.549	0.250	0.345
treacherous	ప్రమాదకరమైన	0.112	0.815	0.402
treachery	ద్రోహానికి	0.104	0.852	0.448
tread	గడుచు	0.510	0.520	0.426
treadmill	ట్రెడ్మిల్	0.459	0.636	0.436
treason	రాజద్రోహం	0.094	0.806	0.552
treasure	ట్రెజర్	0.927	0.592	0.821
treasured	ఐశ్వర్యవంతుడైన	0.849	0.471	0.730
treasurer	కోశాధికారిగా	0.694	0.456	0.755
treasures	సంపద	0.867	0.771	0.842
treasury	ట్రెజరీ	0.812	0.541	0.736
treat	చికిత్స	0.573	0.571	0.436
treatable	చికిత్స చేయగల	0.780	0.302	0.560
treatise	గ్రంధము	0.604	0.407	0.613
treatment	చికిత్స	0.663	0.386	0.620
treaty	ఒప్పందం	0.646	0.382	0.667
treble	ట్రెబెల్	0.358	0.471	0.466
tree	చెట్టు	0.670	0.118	0.442
trees	చెట్లు	0.653	0.137	0.537
trek	ట్రెక్	0.469	0.530	0.535
trellis	ట్రేల్లిస్	0.299	0.500	0.389
tremble	కంపించును	0.177	0.878	0.388
trembling	వణుకుతున్నట్టుగా	0.177	0.824	0.324
tremendous	విపరీతమైన	0.600	0.888	0.773
tremendously	అద్భుతంగా	0.719	0.722	0.661
tremor	ప్రకంపనం	0.104	0.833	0.455
trench	కందకం	0.429	0.760	0.429
trend	ధోరణి	0.625	0.458	0.706
trending	తీరు	0.750	0.472	0.600
trendy	అధునాతన	0.713	0.520	0.536
trepidation	వణుకు	0.582	0.594	0.464
trespass	అపరాధ పరిహారార్థ	0.229	0.670	0.613
triad	త్రయాన్ని	0.469	0.413	0.528
triage	చిక్సితకు	0.398	0.433	0.479
trial	విచారణ	0.438	0.663	0.612
triangle	త్రిభుజం	0.562	0.269	0.352
triangular	ముక్కోణపు	0.430	0.320	0.397
triangulate	త్రిభుజాకారంగా	0.408	0.380	0.517
triathlon	ట్రైయాతలాన్	0.521	0.853	0.663
tribal	గిరిజన	0.417	0.404	0.482
tribe	తెగ	0.664	0.486	0.516
tribulation	ప్రతిక్రియ	0.448	0.612	0.484
tribunal	ట్రిబ్యునల్	0.410	0.670	0.797
tribune	ట్రిబ్యూన్	0.610	0.585	0.556
tributary	ఉపనది	0.615	0.463	0.616
tribute	నివాళి	0.684	0.573	0.700
trick	ట్రిక్	0.542	0.700	0.409
trickery	జిత్తుల	0.146	0.798	0.336
trickle	ట్రికెల్	0.500	0.196	0.231
trickster	చెణుకులను	0.375	0.680	0.446
tricky	గమ్మత్తైన	0.219	0.651	0.500
tricycle	ట్రైసైకిల్	0.633	0.402	0.368
trident	త్రిశూలాన్ని	0.403	0.606	0.609
trifle	విలువ లేని వస్తువు	0.271	0.296	0.221
trifling	అల్పమైన	0.375	0.418	0.183
trig	trig	0.438	0.417	0.415
trigger	ట్రిగ్గర్	0.271	0.804	0.660
trigonometry	త్రికోణమితి	0.396	0.400	0.616
trillion	ట్రిలియన్	0.592	0.420	0.623
trilogy	త్రయం	0.615	0.520	0.664
trim	ట్రిమ్	0.500	0.466	0.430
trimester	త్రైమాసికంలో	0.783	0.336	0.538
trimmer	క్రమపరచువాడు	0.260	0.548	0.529
trimming	కత్తిరించడం	0.500	0.478	0.325
trine	Trine	0.396	0.365	0.317
trinity	త్రిమూర్తులు	0.635	0.346	0.660
trinket	విలువ లేని వస్తువు	0.521	0.352	0.368
trio	త్రయం	0.521	0.613	0.473
trip	యాత్ర	0.875	0.643	0.538
tripartite	త్రైపాక్షిక	0.500	0.480	0.539
tripe	tripe	0.312	0.361	0.438
triple	ట్రిపుల్	0.585	0.385	0.481
triplet	చేరిక	0.622	0.510	0.618
triplicate	మూడు ప్రతులు	0.684	0.545	0.717
tripod	త్రిపాద	0.406	0.388	0.483
tripping	ట్రిప్పింగ్	0.276	0.594	0.293
trite	సామాన్యమైన	0.458	0.418	0.290
tritium	ట్రిటియంలో	0.412	0.471	0.422
triumph	విజయం	0.969	0.798	0.926
triumphant	విజయవంతమైన	0.949	0.837	0.972
trivia	ట్రివియా	0.690	0.490	0.473
trivial	చిన్నవిషయం	0.406	0.387	0.337
troll	ట్రోల్	0.378	0.627	0.327
trolley	ట్రాలీ	0.562	0.558	0.464
trombone	ఇత్తడి బాకా	0.562	0.500	0.500
troop	దళాల	0.375	0.696	0.750
trooper	సైనికుడు	0.458	0.694	0.713
troops	దళాలు	0.385	0.718	0.804
trophy	ట్రోఫీ	0.947	0.643	0.676
tropic	ట్రాపిక్	0.740	0.529	0.536
tropical	ఉష్ణమండల	0.740	0.461	0.509
tropics	ఉష్ణమండల	0.740	0.383	0.412
trot	వేగంగా నడవడం	0.531	0.664	0.396
trouble	ఇబ్బంది	0.135	0.811	0.452
troubled	సమస్యాత్మక	0.167	0.627	0.385
troublemaker	కష్టాలు	0.260	0.900	0.596
troubles	సమస్యల	0.051	0.854	0.269
troublesome	సమస్యాత్మకమైన	0.283	0.894	0.404
trough	పతన	0.500	0.308	0.340
troupe	బృందంలో	0.625	0.406	0.557
trousers	ప్యాంటు	0.625	0.314	0.442
trout	ట్రౌట్	0.516	0.387	0.298
trowel	తాపీ	0.470	0.418	0.250
truce	సంధి	0.688	0.441	0.453
truck	ట్రక్	0.531	0.368	0.546
trucker	Trucker	0.494	0.609	0.500
truckload	ట్రక్లోడ్	0.480	0.450	0.534
truculent	మొరటైన	0.210	0.731	0.498
true	TRUE	0.896	0.436	0.777
truelove	నిజమైన ప్రేమ	0.860	0.600	0.587
truffle	కుక్కగొడుగుల	0.677	0.323	0.418
truism	ప్రపంచానికి తెలిసిన సత్యము	0.521	0.422	0.480
trump	ట్రంప్	0.640	0.716	0.898
trumpet	బాకా	0.573	0.570	0.393
trumpeter	ట్రంపెటర్	0.673	0.600	0.676
truncate	ఖండించు	0.323	0.600	0.412
truncated	కత్తిరించబడింది	0.316	0.602	0.439
trundle	దొర్లు	0.507	0.270	0.414
trunk	ట్రంక్	0.271	0.167	0.404
truss	ట్రస్	0.521	0.482	0.569
trust	ట్రస్ట్	0.888	0.547	0.741
trustee	ట్రస్టీ	0.531	0.442	0.658
trusting	నమ్మదగిన	0.857	0.508	0.750
trustworthy	నమ్మదగిన	0.969	0.315	0.824
trusty	నమ్మదగిన	0.863	0.398	0.696
truth	సత్యం	0.971	0.400	0.685
truthful	నిజాయితీ	0.708	0.467	0.807
truthfulness	యదార్ధం	0.920	0.549	0.808
try	ప్రయత్నించండి	0.604	0.551	0.556
tryout	ప్రయత్నించు	0.459	0.539	0.472
tryouts	ప్రయత్నాలను	0.490	0.602	0.594
tsunami	సునామీ	0.042	0.944	0.684
tub	టబ్	0.449	0.235	0.265
tuba	తుబా	0.542	0.402	0.381
tubby	తొట్టి వంటి ఆకారం	0.427	0.423	0.353
tube	ట్యూబ్	0.418	0.279	0.409
tuberculosis	క్షయ	0.214	0.519	0.424
tubing	గొట్టాలు	0.438	0.363	0.358
tubular	గొట్టపు	0.458	0.361	0.464
tubule	మూత్రమును తయారు చేయు	0.500	0.330	0.333
tuck	మడత	0.367	0.473	0.361
tucker	టక్కర్	0.475	0.558	0.429
tuesday	మంగళవారం	0.469	0.184	0.330
tufted	ధృఢమైన	0.500	0.510	0.406
tug	టగ్	0.320	0.604	0.558
tugboat	టగ్ బోట్	0.271	0.510	0.652
tuition	ట్యూషన్	0.531	0.372	0.436
tulip	తులిప్	0.730	0.189	0.356
tumble	జారిపడు	0.276	0.556	0.272
tumbler	NO TRANSLATION	0.520	0.260	0.352
tumbleweed	tumbleweed	0.312	0.471	0.427
tummy	కడుపు	0.427	0.365	0.230
tumor	కణితి	0.102	0.664	0.324
tumour	కణితి	0.092	0.627	0.464
tumult	సువిశాల	0.271	0.640	0.636
tumultuous	గందరగోళ	0.208	0.622	0.590
tun	NO TRANSLATION	0.386	0.413	0.364
tuna	ట్యూనా	0.531	0.386	0.304
tunable	ట్యూనుచేయగల	0.510	0.364	0.582
tune	ట్యూన్	0.708	0.479	0.426
tunic	లోదుస్తులు	0.531	0.248	0.391
tuning	ట్యూనింగ్	0.719	0.390	0.635
tunnel	సొరంగం	0.312	0.490	0.412
turban	తలపాగా	0.469	0.386	0.426
turbidity	సంక్షుబ్దం	0.184	0.607	0.393
turbine	టర్బైన్	0.520	0.549	0.575
turbo	టర్బో	0.583	0.729	0.596
turbulence	అల్లకల్లోలం	0.062	0.922	0.532
turbulent	కల్లోల	0.302	0.792	0.612
turd	turd	0.240	0.519	0.383
turf	టర్ఫ్	0.531	0.192	0.295
turkey	టర్కీ	0.634	0.245	0.247
turmeric	పసుపు	0.542	0.316	0.312
turmoil	సంక్షోభం	0.198	0.888	0.417
turn	మలుపు	0.531	0.398	0.482
turnaround	చుట్టూ	0.560	0.654	0.407
turned	మారిన	0.630	0.538	0.583
turning	టర్నింగ్	0.510	0.684	0.420
turnip	టర్నిప్	0.561	0.183	0.254
turnkey	చెరశాల కావలివాడు	0.531	0.382	0.427
turnoff	NO TRANSLATION	0.312	0.560	0.327
turnout	పోలింగ్	0.641	0.692	0.898
turnover	టర్నోవర్	0.490	0.392	0.512
turnpike	రహదారి సుంక	0.459	0.434	0.462
turntable	భ్రమణ తలం	0.531	0.455	0.406
turpentine	టర్పెంటైన్	0.320	0.539	0.571
turquoise	మణి	0.786	0.226	0.357
turret	ఆయుధములను	0.494	0.500	0.588
turtle	తాబేలు	0.291	0.102	0.271
turtleneck	turtleneck	0.583	0.398	0.327
tussle	జగడము	0.333	0.919	0.691
tutelage	శిక్షణలో	0.393	0.442	0.609
tutor	ట్యూటర్	0.750	0.346	0.826
tutoring	శిక్షణ	0.663	0.402	0.702
tutu	టుటు	0.583	0.276	0.233
tux	Tux	0.531	0.365	0.462
tuxedo	తక్సేడో	0.694	0.354	0.519
tv	TV	0.622	0.380	0.393
twain	రెండుగా	0.541	0.255	0.370
twat	ట్వాట్	0.292	0.459	0.404
twats	twats	0.406	0.588	0.383
tweak	సర్దుబాటు	0.440	0.462	0.452
tweed	ట్వీడ్	0.510	0.440	0.412
tweet	ట్వీట్	0.659	0.490	0.537
tweezers	పట్టకార్లు	0.493	0.408	0.295
twelfth	పన్నెండో	0.521	0.292	0.527
twelve	పన్నెండు	0.490	0.298	0.412
twentieth	ఇరవయ్యో	0.469	0.297	0.346
twenty	ఇరవై	0.520	0.292	0.286
twerp	twerp	0.408	0.443	0.384
twig	చిన్న కొమ్మ	0.378	0.288	0.236
twilight	ట్విలైట్	0.622	0.341	0.633
twill	లావైన గట్టి గుడ్డ	0.449	0.415	0.353
twin	జంట	0.688	0.363	0.453
twine	ట్వైన్	0.521	0.380	0.337
twinge	శూల	0.316	0.720	0.471
twinkle	ట్వింకిల్	0.719	0.724	0.610
twins	కవలలు	0.760	0.473	0.602
twirl	తిరుగు	0.552	0.647	0.409
twist	ట్విస్ట్	0.375	0.469	0.337
twisted	వక్రీకృత	0.071	0.736	0.311
twister	ట్విస్టర్	0.330	0.680	0.647
twit	దెప్పు	0.194	0.653	0.198
twitch	పట్టేయడం	0.510	0.740	0.548
twitching	సంకోచించడం	0.292	0.700	0.482
twitchy	అసహనం	0.094	0.918	0.281
two	రెండు	0.520	0.200	0.404
two step	రెండు అడుగులు	0.583	0.314	0.327
twofaced	NO TRANSLATION	0.387	0.620	0.384
twofold	రెట్టింపయ్యాయి	0.573	0.333	0.551
twosome	టూసం	0.583	0.544	0.500
tycoon	వ్యాపారవేత్త	0.682	0.596	0.867
tyke	టైక్	0.500	0.388	0.300
type	రకం	0.500	0.284	0.364
typewriter	టైప్రైటర్	0.542	0.373	0.418
typhoid	టైఫాయిడ్	0.265	0.458	0.401
typhoon	టైఫూన్	0.323	0.796	0.697
typical	సాధారణ	0.635	0.206	0.426
typically	సాధారణంగా	0.569	0.377	0.559
typist	టైపు కొట్టువారు	0.551	0.559	0.528
typo	అక్షర దోషం	0.224	0.415	0.255
typography	టైపోగ్రఫీ	0.480	0.334	0.574
tyrannical	నిరంకుశ	0.167	0.860	0.731
tyranny	నిరంకుశత్వం	0.112	0.792	0.705
tyrant	క్రూర	0.115	0.850	0.683
tyre	టైర్	0.480	0.358	0.407
ubiquitous	సర్వవ్యాప్తి	0.635	0.571	0.884
ubiquity	సర్వవ్యాపకత్వం	0.578	0.490	0.595
ugliness	కురూపాన్ని	0.094	0.407	0.267
ugly	అందములేని	0.167	0.630	0.254
uhoh	NO TRANSLATION	0.320	0.622	0.284
ukulele	యుకులేలే	0.513	0.358	0.365
ulcer	పుండు	0.286	0.596	0.377
ulterior	నిగూఢ	0.375	0.509	0.490
ultimate	అంతిమ	0.648	0.645	0.544
ultimately	చివరికి	0.385	0.480	0.558
ultimatum	అల్టిమేటం	0.219	0.855	0.837
ultimo	NO TRANSLATION	0.375	0.363	0.300
ultrasound	అల్ట్రాసౌండ్	0.573	0.594	0.600
ultraviolet	అతినీలలోహిత	0.604	0.448	0.673
umbilical	బొడ్డు	0.398	0.406	0.333
umbra	నల్లని నీడ	0.408	0.400	0.337
umbrella	గొడుగు	0.583	0.246	0.255
umpire	అంపైర్	0.520	0.592	0.755
umpteen	అసంఖ్యాకమైన	0.510	0.460	0.611
unabashed	తడబాటు	0.292	0.614	0.488
unabated	తరగని	0.532	0.420	0.466
unable	చేయలేక	0.132	0.459	0.193
unacceptable	ఆమోదనీయం	0.133	0.479	0.330
unaccompanied	ఒంటరైన	0.292	0.376	0.297
unaccountable	లెక్కచేయని	0.180	0.600	0.543
unaccounted	ఊహించిన	0.410	0.338	0.361
unacknowledged	గుర్తింపు పొందని	0.240	0.269	0.116
unadulterated	నిర్మలమైనది	0.570	0.420	0.528
unaffected	చెక్కుచెదరక	0.542	0.265	0.571
unafraid	ఒక్కడే అని తెలిసి	0.500	0.520	0.655
unaided	అన్ ఎయిడెడ్	0.290	0.410	0.336
unaltered	ఏమాత్రం మార్పులేకుండా	0.571	0.269	0.598
unambiguous	నిర్ద్వంద్వంగా	0.406	0.390	0.578
