Word	Afrikaans-af	Valence	Arousal	Dominance
stapler	masjien	0.370	0.264	0.394
star	ster	0.833	0.418	0.560
star fruit	sterfruit	0.701	0.433	0.427
starboard	stuurboord	0.531	0.388	0.558
starch	stysel	0.507	0.354	0.312
stardom	ster	0.844	0.786	0.689
stardust	Stardust	0.843	0.410	0.549
stare	staar	0.541	0.430	0.538
starfish	seesterre	0.680	0.320	0.421
stargazing	sterrekyk	0.802	0.461	0.709
staring	staar	0.542	0.306	0.423
stark	skrille	0.330	0.630	0.577
starlet	Ster	0.806	0.471	0.587
starlight	Starlight	0.908	0.368	0.611
starling	Starling	0.500	0.490	0.514
starry	sterrehemel	0.438	0.643	0.434
stars	sterre	0.796	0.521	0.484
starship	sterre skip	0.740	0.719	0.704
start	begin	0.684	0.430	0.589
starter	voorgereg	0.667	0.461	0.827
startle	skrik	0.276	0.817	0.417
startled	geskrik	0.333	0.865	0.526
startling	verrassende	0.750	0.768	0.830
starvation	honger	0.240	0.592	0.284
starve	om honger te lei	0.073	0.729	0.402
starved	uitgehongerd	0.097	0.689	0.219
starving	honger	0.163	0.670	0.336
stash	stoor	0.344	0.630	0.361
stat	stat	0.479	0.460	0.395
state	staat	0.562	0.320	0.604
stately	statige	0.830	0.728	0.915
statement	verklaring	0.688	0.608	0.825
stateroom	shut	0.653	0.380	0.441
stateside	stateside	0.643	0.480	0.708
statesman	staatsman	0.510	0.490	0.736
static	statiese	0.297	0.250	0.366
staticky	NO TRANSLATION	0.357	0.278	0.358
statics	statika	0.542	0.290	0.527
station	stasie	0.688	0.367	0.519
stationary	stilstaande	0.408	0.240	0.484
stationery	skryfbehoeftes	0.570	0.120	0.455
statistic	statistiek	0.508	0.420	0.609
statistical	statistiese	0.714	0.353	0.627
statistician	statistikus	0.571	0.360	0.703
stator	stator	0.281	0.453	0.557
statuary	standbeelde	0.561	0.281	0.500
statue	standbeeld	0.542	0.153	0.570
statuette	beeldjie	0.677	0.433	0.518
stature	statuur	0.470	0.353	0.664
status	status	0.658	0.377	0.588
statute	wet	0.592	0.330	0.673
statutory	statutêre	0.510	0.376	0.539
staunch	stoere	0.480	0.363	0.833
stave	verhoed	0.417	0.333	0.424
stay	bly	0.604	0.275	0.516
stayaway	NO TRANSLATION	0.369	0.284	0.526
stayed	gebly	0.497	0.270	0.395
stays	verblyf	0.633	0.363	0.564
stead	plek	0.551	0.214	0.510
steadfast	standvastig	0.771	0.433	0.800
steady	bestendige	0.680	0.186	0.763
steak	steak	0.625	0.359	0.315
steakhouse	steakhouse	0.802	0.379	0.547
steal	steel	0.021	0.856	0.528
stealing	steel	0.086	0.913	0.455
stealth	stealth	0.520	0.270	0.452
stealthily	sluip	0.763	0.294	0.458
stealthy	onderduimse	0.380	0.363	0.534
steam	stoom	0.469	0.413	0.421
steamboat	stoomboot	0.708	0.500	0.633
steamer	stoomskip	0.510	0.442	0.528
steaming	stomende	0.592	0.553	0.402
steamroller	stoomroller	0.396	0.567	0.667
steamship	stoomskip	0.469	0.490	0.569
steamy	stomende	0.479	0.538	0.445
steel	staal	0.521	0.420	0.714
steep	steil	0.312	0.612	0.321
steeple	toring	0.625	0.519	0.500
steer	stuur	0.469	0.490	0.527
steering	stuur	0.580	0.431	0.660
stellar	ster	0.796	0.580	0.769
stem	stam	0.615	0.191	0.336
stench	stank	0.104	0.570	0.298
stencil	sjabloon	0.500	0.327	0.421
stenographer	snelskrywer	0.510	0.408	0.589
step	stap	0.531	0.321	0.347
stepdaughter	stief dogter	0.510	0.510	0.432
stepfather	stiefpa	0.396	0.491	0.611
stepmother	stiefma	0.427	0.530	0.484
steppe	steppe	0.427	0.321	0.379
steps	stappe	0.511	0.349	0.373
stepson	stiefseun	0.614	0.406	0.480
stereo	stereo	0.617	0.519	0.500
stereoscopic	stereoskopiese	0.363	0.417	0.574
stereotype	stereotipe	0.151	0.422	0.612
stereotyped	stereotipe	0.375	0.510	0.436
sterile	steriele	0.302	0.471	0.291
sterility	steriliteit	0.201	0.519	0.414
sterilize	steriliseer	0.406	0.510	0.520
sterling	sterling	0.529	0.481	0.615
stern	Stern	0.552	0.394	0.415
sternum	sternum	0.520	0.422	0.436
steroid	steroïde	0.360	0.706	0.681
stethoscope	stetoskoop	0.427	0.377	0.490
stew	bredie	0.667	0.373	0.250
steward	opsigter	0.633	0.238	0.550
stewardess	stewardess	0.625	0.491	0.491
stewardship	rentmeesterskap	0.551	0.440	0.617
stfu	Stfu	0.292	0.500	0.390
stick	stok	0.396	0.364	0.382
sticker	plakker	0.583	0.306	0.346
sticking	knelpunt	0.486	0.425	0.356
stickler	voorstander	0.385	0.471	0.417
stickup	rooftog	0.453	0.537	0.434
sticky	taai	0.385	0.569	0.292
stiff	styf	0.158	0.459	0.569
stiffen	styf	0.360	0.582	0.719
stiffness	styfheid	0.323	0.500	0.657
stifle	onderdruk	0.240	0.764	0.427
stifled	gesmoor	0.229	0.731	0.193
stifling	versmorende	0.163	0.858	0.608
stigma	stigma	0.327	0.500	0.470
stile	NO TRANSLATION	0.750	0.359	0.691
stiletto	stilet	0.396	0.430	0.427
stillbirth	stilgeboorte	0.092	0.809	0.291
stillborn	doodgebore	0.271	0.519	0.337
stillness	stilte	0.729	0.125	0.339
stillwaiting	wag nog steeds	0.344	0.393	0.420
stilts	stelte	0.439	0.577	0.300
stimulant	stimulant	0.441	0.794	0.745
stimulate	stimuleer	0.792	0.798	0.754
stimulating	stimulerende	0.740	0.804	0.809
stimulation	stimulasie	0.708	0.821	0.702
stimulus	stimulus	0.771	0.779	0.750
sting	angel	0.163	0.651	0.373
stinger	angel	0.279	0.625	0.508
stinging	branderige	0.260	0.730	0.459
stingy	suinig	0.094	0.548	0.283
stink	stink	0.042	0.481	0.180
stinker	schurk	0.163	0.567	0.275
stinking	stinkende	0.041	0.657	0.264
stinky	stinkende	0.092	0.558	0.176
stint	karig	0.490	0.326	0.342
stipend	toelae	0.604	0.546	0.614
stipulate	stipuleer	0.570	0.546	0.623
stipulation	bepaling	0.469	0.622	0.654
stir	opskudding	0.448	0.773	0.453
stirring	roer	0.582	0.702	0.558
stitch	steek	0.306	0.538	0.357
stitching	stiksels	0.510	0.382	0.345
stock	voorraad	0.594	0.418	0.407
stockade	palissade	0.375	0.402	0.500
stockbroker	aandelemakelaar	0.417	0.676	0.802
stockholder	aandeelhouer	0.573	0.625	0.716
stocking	kous	0.594	0.324	0.688
stockings	kouse	0.458	0.365	0.382
stockpile	ophoop	0.542	0.315	0.425
stockroom	voorraadkamer	0.562	0.312	0.406
stocks	aandele	0.573	0.598	0.586
stoic	stoïsch	0.427	0.473	0.602
stole	gesteel	0.135	0.760	0.384
stolen	gesteel	0.156	0.646	0.308
stomach	maag	0.367	0.402	0.438
stomachache	maagpyn	0.030	0.745	0.316
stomp	stamp	0.365	0.565	0.438
stomped	gestamp	0.229	0.684	0.406
stone	klip	0.216	0.183	0.561
stoned	gestenig	0.177	0.796	0.375
stonewall	klipmuur	0.337	0.457	0.655
stoneware	steengoed	0.458	0.300	0.443
stony	klipperige	0.356	0.494	0.525
stooge	assistent	0.438	0.406	0.163
stool	stoel	0.448	0.269	0.302
stools	stoelgange	0.459	0.382	0.327
stoop	Stoop	0.490	0.430	0.284
stoopid	stoopid	0.280	0.431	0.382
stop	stop	0.280	0.510	0.490
stopover	oorstaan	0.531	0.327	0.575
stoppage	inhouding	0.224	0.491	0.445
stopper	prop	0.365	0.336	0.390
stopping	stop	0.388	0.382	0.473
stopwatch	stophorlosie	0.469	0.521	0.482
storage	stoor	0.698	0.406	0.564
store	winkel	0.646	0.538	0.407
storefront	gebou	0.580	0.217	0.457
storehouse	stoorkamer	0.570	0.250	0.491
storeroom	stoorkamer	0.560	0.217	0.588
storing	stoor	0.630	0.378	0.548
storm	storm	0.188	0.940	0.543
storming	storm	0.265	0.910	0.669
stormy	stormagtige	0.146	0.870	0.562
story	storie	0.653	0.406	0.704
storybook	storieboek	0.854	0.306	0.383
storyteller	storieverteller	0.730	0.357	0.462
storytelling	storievertelling	0.643	0.375	0.472
stound	stound	0.490	0.473	0.446
stout	stout	0.656	0.657	0.817
stove	stoof	0.466	0.391	0.405
stow	Stow	0.615	0.365	0.523
stowaway	verstekeling	0.224	0.481	0.357
straddle	straddle	0.306	0.550	0.444
straight	reguit	0.667	0.298	0.669
straighten	reguit	0.677	0.500	0.685
straightforward	eenvoudig	0.780	0.150	0.380
straightway	dadelik	0.667	0.444	0.565
strain	druk	0.190	0.750	0.380
strained	gespanne	0.122	0.656	0.580
strait	seestraat	0.438	0.433	0.412
straitjacket	dwangbuis	0.224	0.719	0.579
straits	Straits	0.408	0.269	0.410
strand	strand	0.396	0.406	0.538
stranded	gestrand	0.292	0.459	0.219
strange	vreemde	0.314	0.663	0.395
stranger	vreemdeling	0.330	0.449	0.302
strangle	wurg	0.094	0.927	0.527
strangulation	verwurging	0.040	0.886	0.542
strap	band	0.380	0.417	0.382
strapless	strapless	0.314	0.462	0.273
strapping	strapping	0.552	0.413	0.454
strata	strata	0.500	0.457	0.411
strategic	strategiese	0.786	0.708	0.861
strategist	strateeg	0.571	0.594	0.810
strategy	strategie	0.704	0.667	0.858
stratification	stratifikasie	0.531	0.490	0.651
stratosphere	stratosfeer	0.604	0.583	0.636
stratum	stratum	0.365	0.307	0.510
stratus	stratus	0.448	0.520	0.509
straw	strooi	0.480	0.290	0.163
strawberry	aarbei	0.833	0.270	0.336
stray	verdwaalde	0.133	0.760	0.281
streak	streep	0.440	0.608	0.511
streaked	strepe	0.458	0.426	0.393
stream	stroom	0.449	0.537	0.559
streamer	streamer	0.615	0.530	0.429
streaming	streaming	0.592	0.481	0.582
streamline	meer vaartbelyn	0.656	0.573	0.618
street	straat	0.594	0.324	0.398
streetcar	tram	0.390	0.569	0.566
streetlight	straat lig	0.673	0.268	0.390
strength	krag	0.802	0.682	0.858
strengthen	versterk	0.802	0.796	0.971
strengthening	versterking	0.913	0.627	0.945
strenuous	strawwe	0.104	0.660	0.481
strep	strep	0.365	0.594	0.353
stress	spanning	0.173	0.843	0.317
stressed	beklemtoon	0.167	0.740	0.502
stresses	spanning	0.115	0.817	0.396
stressfree	NO TRANSLATION	0.833	0.080	0.528
stressful	stresvolle	0.153	0.873	0.389
stressin	NO TRANSLATION	0.146	0.810	0.367
stressing	beklemtoon	0.163	0.866	0.462
stressrelief	NO TRANSLATION	0.627	0.417	0.475
stretch	rek	0.604	0.578	0.500
stretcher	draagbaar	0.438	0.196	0.295
stricken	geteisterde	0.163	0.720	0.368
strict	streng	0.500	0.646	0.878
stride	stride	0.490	0.670	0.434
strife	twis	0.344	0.898	0.630
strike	staking	0.271	0.811	0.571
strikeout	Halen	0.316	0.520	0.371
striker	doelskieter	0.500	0.589	0.696
striking	treffende	0.357	0.827	0.657
strikingly	treffend	0.690	0.684	0.811
string	string	0.385	0.398	0.445
strings	snare	0.457	0.292	0.355
stringy	draderig	0.430	0.510	0.527
strip	strook	0.427	0.500	0.436
stripe	streep	0.629	0.302	0.361
striped	gestreepte	0.344	0.373	0.385
stripped	gestroop	0.255	0.615	0.278
stripper	stripper	0.625	0.848	0.453
striptease	striptease	0.607	0.918	0.608
strive	streef	0.582	0.837	0.769
strobe	strobe	0.490	0.633	0.537
stroke	beroerte	0.562	0.440	0.570
stroll	wandeling	0.745	0.415	0.444
stroller	buggy	0.786	0.398	0.314
strolling	loop	0.755	0.515	0.340
strong	sterk	0.912	0.745	0.895
stronghold	vesting	0.708	0.636	0.954
strongly	sterk	0.630	0.817	0.885
structural	strukturele	0.582	0.425	0.690
structure	struktuur	0.562	0.356	0.712
strudel	strudel	0.627	0.417	0.397
struggle	stryd	0.365	0.820	0.741
strut	stut	0.580	0.480	0.464
stub	stomp	0.396	0.320	0.367
stubbed	doodgedruk	0.323	0.642	0.241
stubble	stoppels	0.333	0.442	0.264
stubborn	hardnekkige	0.157	0.702	0.575
stubbornness	hardkoppigheid	0.156	0.673	0.508
stubby	stomp	0.417	0.370	0.393
stucco	pleisterwerk	0.439	0.292	0.279
stuck	vas	0.153	0.644	0.285
stuckup	NO TRANSLATION	0.281	0.480	0.363
stud	stoet	0.564	0.531	0.509
studded	besaaide	0.396	0.412	0.425
student	student	0.634	0.318	0.537
studied	bestudeer	0.786	0.306	0.806
studio	studio	0.677	0.265	0.620
study	studie	0.653	0.361	0.768
stuff	dinge	0.622	0.367	0.263
stuffed animal	opgestopte dier	0.684	0.255	0.306
stuffing	vulsel	0.417	0.324	0.304
stuffy	bedompige	0.323	0.615	0.406
stumble	struikel	0.153	0.716	0.259
stump	stomp	0.449	0.510	0.340
stumped	gestonk	0.344	0.604	0.392
stun	stun	0.333	0.710	0.451
stunned	stomgeslaan	0.306	0.663	0.356
stunner	knaller	0.418	0.780	0.492
stunning	stunning	0.888	0.673	0.858
stunt	stunt	0.387	0.555	0.526
stunted	vertraagde	0.194	0.472	0.275
stuntman	stuntman	0.490	0.482	0.500
stupefaction	verwarring	0.294	0.704	0.480
stupefy	bedwelmen	0.200	0.740	0.412
stupendous	ontsaglike	0.823	0.690	0.798
stupid	onnosel	0.133	0.510	0.200
stupidity	onnoselheid	0.060	0.418	0.151
stupidpeople	NO TRANSLATION	0.073	0.675	0.196
stupidrain	NO TRANSLATION	0.260	0.520	0.317
stupor	stupor	0.323	0.590	0.330
sturdy	stewige	0.580	0.642	0.824
sturgeon	steur	0.417	0.473	0.465
stutter	stutter	0.250	0.469	0.258
sty	hok	0.296	0.500	0.225
style	styl	0.745	0.472	0.586
styling	stilering	0.823	0.378	0.652
stylish	aantreklike	0.885	0.490	0.689
stylist	stilis	0.760	0.445	0.500
suave	suave	0.724	0.265	0.269
sub	sub	0.510	0.370	0.312
subatomic	subatomiese	0.385	0.538	0.491
subcommittee	subkomitee	0.396	0.467	0.600
subconscious	onderbewussyn	0.531	0.375	0.415
subcutaneous	onderhuidse	0.396	0.444	0.376
subdivide	onderverdeel	0.538	0.433	0.348
subdivision	onderverdeling	0.592	0.455	0.430
subduction	subduksie	0.350	0.569	0.445
subdue	onderwerp	0.275	0.640	0.784
subdued	gedempte	0.236	0.463	0.223
subdural	subdurale	0.381	0.491	0.425
subito	NO TRANSLATION	0.372	0.627	0.577
subject	onderwerp	0.602	0.344	0.558
subjected	onderwerp	0.286	0.520	0.221
subjection	onderdanigheid	0.354	0.408	0.539
subjective	subjektiewe	0.510	0.350	0.432
subjugation	onderwerping	0.280	0.610	0.377
sublet	onderverhuur	0.469	0.551	0.545
sublevel	Persvrystellings	0.365	0.298	0.333
sublimation	sublimasie	0.510	0.390	0.538
sublime	sublieme	0.784	0.333	0.585
subliminal	subliminale	0.410	0.528	0.464
submarine	ondersese	0.572	0.481	0.549
submerge	dompel	0.517	0.643	0.456
submerged	onderwater	0.337	0.528	0.357
submersible	dompelpomp	0.406	0.459	0.540
submission	voorlegging	0.531	0.580	0.633
submissive	onderdanig	0.480	0.217	0.173
submit	Indien	0.635	0.448	0.500
submitting	indiening	0.667	0.610	0.611
subordinate	ondergeskikte	0.276	0.392	0.121
subordination	ondergeskiktheid	0.270	0.527	0.343
subplot	subplot	0.469	0.413	0.446
subpoena	dagvaarding	0.281	0.634	0.555
subscribe	skryf	0.660	0.344	0.591
subscriber	intekenaar	0.562	0.398	0.570
subscription	inskrywing	0.583	0.333	0.651
subsequence	deelstring	0.438	0.510	0.413
subsequent	daaropvolgende	0.449	0.385	0.400
subsequently	daarna	0.380	0.337	0.336
subservient	onderdanige	0.255	0.402	0.339
subset	onderafdeling	0.429	0.358	0.404
subside	bedaar	0.375	0.308	0.209
subsidence	insakking	0.320	0.509	0.452
subsidiary	filiaal	0.541	0.295	0.500
subsidize	subsidieer	0.604	0.615	0.589
subsidy	subsidie	0.573	0.462	0.517
subsist	bly bestaan	0.573	0.418	0.472
subsistence	bestaansboere	0.510	0.404	0.491
subsoil	ondergrond	0.429	0.240	0.382
subspace	deelruimte	0.470	0.453	0.475
substance	stof	0.615	0.422	0.528
substandard	substandaard	0.235	0.333	0.150
substantial	aansienlike	0.590	0.490	0.690
substantially	aansienlik	0.646	0.471	0.684
substantiate	staaf	0.531	0.549	0.636
substantive	substantiewe	0.500	0.350	0.455
substation	substasie	0.469	0.461	0.491
substitute	plaasvervanger	0.427	0.406	0.398
substituted	vervang	0.271	0.545	0.394
substitution	vervanging	0.406	0.480	0.353
substructure	onderbou	0.441	0.358	0.587
subterranean	ondergrondse	0.469	0.306	0.432
subtext	subteks	0.635	0.276	0.412
subtitle	subtitel	0.445	0.202	0.347
subtle	subtiele	0.708	0.167	0.228
subtlety	subtiliteit	0.615	0.176	0.363
subtract	aftrek	0.208	0.330	0.283
subtraction	aftrek	0.163	0.382	0.349
subtype	subtipe	0.427	0.296	0.420
suburb	voorstad	0.354	0.566	0.441
suburban	voorstedelike	0.439	0.450	0.453
suburbia	voorstede	0.438	0.490	0.421
suburbs	voorstede	0.510	0.571	0.286
subversion	ondermyning	0.347	0.608	0.415
subversive	ondermynende	0.198	0.765	0.500
subvert	ondermyn	0.357	0.557	0.536
subway	metro	0.418	0.300	0.464
succeed	slaag	0.926	0.755	0.926
succeeding	daaropvolgende	0.867	0.755	0.849
success	sukses	0.959	0.880	0.981
successful	suksesvol	0.949	0.724	0.938
succession	opvolging	0.698	0.481	0.587
successive	opeenvolgende	0.635	0.471	0.518
successor	opvolger	0.729	0.531	0.648
succinct	bondige	0.510	0.413	0.566
succubus	Succubus	0.417	0.647	0.509
succulent	sappige	0.823	0.538	0.556
succumb	swig	0.202	0.787	0.292
suck	suig	0.344	0.706	0.377
sucker	sucker	0.265	0.393	0.204
sucking	suig	0.227	0.528	0.377
suckling	suigling	0.596	0.558	0.518
sucks	suig	0.115	0.683	0.302
suction	suiging	0.460	0.593	0.526
sudden	skielike	0.449	0.660	0.435
suddenly	skielik	0.670	0.510	0.456
suds	Suds	0.458	0.365	0.255
sue	Sue	0.219	0.731	0.679
suede	suede	0.542	0.259	0.259
suffer	ly	0.082	0.910	0.259
sufferer	lyer	0.156	0.690	0.278
suffering	ly	0.020	0.719	0.235
suffice	voldoende	0.643	0.326	0.504
sufficiency	genoegsaamheid	0.594	0.438	0.576
sufficient	voldoende	0.833	0.330	0.588
sufficiently	voldoende	0.776	0.367	0.714
suffix	agtervoegsel	0.430	0.420	0.364
suffocate	versmoor	0.219	0.764	0.440
suffocating	versmoor	0.133	0.774	0.429
suffocation	versmoring	0.020	0.830	0.462
sugar	suiker	0.896	0.382	0.402
suggest	stel	0.573	0.471	0.517
suggestion	voorstel	0.646	0.365	0.558
suggestive	suggestief	0.552	0.500	0.555
suicidal	selfmoord	0.021	0.867	0.382
suicide	selfmoord	0.030	0.873	0.429
suicidebombing	NO TRANSLATION	0.031	0.957	0.627
suit	pak	0.776	0.282	0.482
suitable	geskik	0.792	0.298	0.722
suitcase	tas	0.562	0.212	0.318
suite	suite	0.790	0.420	0.400
suitor	minnaar	0.708	0.639	0.546
sulfate	sulfate	0.427	0.352	0.429
sulfur	swael	0.173	0.530	0.364
sulk	pruil	0.250	0.580	0.406
sullen	nors	0.250	0.407	0.263
sully	Sully	0.378	0.550	0.370
sulphur	swael	0.260	0.450	0.233
sultan	sultan	0.529	0.423	0.821
sultry	soel	0.735	0.696	0.627
sum	som	0.792	0.340	0.420
summarily	summier	0.469	0.431	0.543
summarize	som	0.590	0.323	0.471
summary	opsomming	0.729	0.260	0.427
summation	opsomming	0.766	0.337	0.594
summer	somer	0.812	0.373	0.550
summerhouse	somer huis	0.796	0.308	0.443
summertime	Somer tyd	0.837	0.500	0.455
summit	beraad	0.625	0.618	0.764
summon	dagvaar	0.521	0.560	0.664
summons	dagvaarding	0.552	0.604	0.598
sumo	sumo	0.480	0.394	0.564
sump	vergaarbak	0.365	0.451	0.340
sumptuous	weelderige	0.698	0.550	0.555
sun	son	0.877	0.400	0.681
sunbeam	Sunbeam	0.729	0.440	0.505
sunburn	sonbrand	0.061	0.755	0.447
sundae	sundae	0.743	0.414	0.404
sunday	Sondag	0.776	0.196	0.394
sundial	sonwyser	0.643	0.225	0.406
sundown	sononder	0.812	0.276	0.445
sundry	diverse	0.543	0.369	0.407
sunflower	sonneblom	0.878	0.231	0.270
sunglass	sonbril	0.684	0.264	0.324
sunglasses	sonbrille	0.844	0.443	0.364
sunk	gesink	0.146	0.531	0.185
sunken	gesink	0.103	0.476	0.173
sunless	Sunless	0.245	0.280	0.273
sunlight	sonlig	0.906	0.407	0.639
sunny	sonnige	0.740	0.348	0.481
sunrise	sonsopkoms	0.823	0.347	0.640
sunroof	sondak	0.681	0.325	0.425
sunscreen	sonskerm	0.656	0.387	0.462
sunset	sonsondergang	0.875	0.231	0.298
sunshine	sonskyn	0.885	0.297	0.769
suntan	zonnebrand	0.620	0.510	0.366
sunup	sonop	0.760	0.304	0.620
sup	sup	0.551	0.358	0.385
super	super	0.844	0.663	0.780
superannuation	emeritaatlesing	0.448	0.412	0.562
superb	uitstekende	0.980	0.708	0.852
superficial	oppervlakkige	0.357	0.407	0.309
superfluous	oorbodig	0.316	0.469	0.393
superhero	superheld	0.910	0.820	0.893
superhuman	bomenslike	0.810	0.745	0.895
superimposed	gesuperponeer	0.490	0.529	0.683
superintendent	superintendent	0.592	0.570	0.942
superior	beter	0.801	0.697	0.940
superiority	meerderwaardigheid	0.582	0.602	0.959
superlative	oortreffende	0.714	0.566	0.737
superman	Superman	0.945	0.794	0.929
supermarket	supermark	0.690	0.547	0.571
supermodel	supermodel	0.880	0.663	0.698
supernatant	supernatant	0.500	0.500	0.565
supernatural	bonatuurlike	0.622	0.824	0.733
supernova	supernova	0.729	0.673	0.827
superposition	superposisie	0.480	0.570	0.806
superpower	supermoondheid	0.806	0.784	0.972
supersede	vervang	0.479	0.510	0.518
superstar	superster	0.885	0.860	0.880
superstition	bygeloof	0.177	0.640	0.418
superstitious	bygelowige	0.281	0.545	0.514
superstore	winkel	0.719	0.600	0.640
supervise	toesig	0.698	0.555	0.889
supervision	toesig	0.459	0.578	0.825
supervisor	toesighouer	0.615	0.479	0.933
supper	aandete	0.708	0.429	0.552
suppertime	aandete	0.792	0.388	0.461
supplant	verdring	0.344	0.558	0.463
supple	soepel	0.812	0.528	0.436
supplement	aanvulling	0.745	0.406	0.491
supplemental	aanvullende	0.604	0.404	0.555
supplementary	aanvullende	0.625	0.352	0.541
supplication	smeking	0.469	0.570	0.309
supplier	verskaffer	0.615	0.462	0.736
supplies	voorrade	0.698	0.390	0.595
supply	toevoer	0.708	0.519	0.603
support	ondersteuning	0.811	0.472	0.737
supported	ondersteun	0.853	0.408	0.613
supporter	ondersteuner	0.721	0.510	0.698
supporters	ondersteuners	0.763	0.539	0.558
supporting	ondersteun	0.634	0.490	0.764
supportive	ondersteunend	0.875	0.420	0.635
suppose	veronderstel	0.551	0.343	0.348
supposed	veronderstel	0.296	0.378	0.379
supposing	gedink	0.449	0.451	0.357
supposition	veronderstelling	0.531	0.408	0.526
suppress	onderdruk	0.281	0.559	0.509
suppression	onderdrukking	0.267	0.541	0.537
supremacy	oppergesag	0.794	0.706	0.943
supreme	hoogste	0.812	0.700	0.974
supremely	uiters	0.833	0.725	0.897
surcharge	toeslag	0.375	0.528	0.500
sure	seker	0.724	0.270	0.793
surety	borg	0.776	0.365	0.750
surf	surf	0.847	0.650	0.500
surface	oppervlak	0.448	0.375	0.604
surfboard	branderplank	0.729	0.730	0.387
surfer	surfer	0.704	0.701	0.554
surge	oplewing	0.449	0.684	0.500
surgeon	chirurg	0.500	0.598	0.793
surgery	chirurgie	0.286	0.769	0.600
surgical	chirurgiese	0.327	0.696	0.723
surly	nors	0.221	0.469	0.493
surmise	vermoed	0.529	0.400	0.347
surname	Van	0.670	0.250	0.493
surpassing	oortref	0.719	0.660	0.720
surplus	surplus	0.602	0.680	0.630
surprise	verras	0.875	0.875	0.562
surprised	verbaas	0.784	0.855	0.539
surprises	verrassings	0.875	0.769	0.632
surprising	verbasend	0.888	0.790	0.692
surprisingly	verbasend	0.847	0.793	0.819
surreal	surrealistiese	0.550	0.529	0.670
surrender	oorgawe	0.115	0.396	0.186
surrendering	oorhandiging	0.198	0.411	0.245
surrogate	surrogaat	0.406	0.590	0.472
surround	surround	0.542	0.623	0.627
surrounding	omliggende	0.531	0.422	0.669
surroundings	omgewing	0.600	0.346	0.492
surveillance	toesig	0.365	0.720	0.718
survey	opname	0.580	0.357	0.379
surveying	opmeting	0.488	0.455	0.682
surveyor	landmeter	0.545	0.337	0.648
survival	oorlewing	0.541	0.798	0.879
survive	oorleef	0.770	0.824	0.726
surviving	oorleef	0.646	0.836	0.721
survivor	oorlewende	0.677	0.750	0.815
susceptibility	vatbaarheid	0.458	0.627	0.364
susceptible	vatbaar	0.438	0.449	0.304
sushi	sushi	0.698	0.343	0.394
suspect	verdagte	0.133	0.750	0.509
suspected	vermoed	0.173	0.755	0.452
suspend	op te skort	0.240	0.320	0.368
suspended	opgeskort	0.224	0.402	0.368
suspenders	bretels	0.391	0.333	0.500
suspense	spanning	0.286	0.775	0.402
suspension	opskorting	0.288	0.530	0.426
suspicion	agterdog	0.204	0.711	0.377
suspicions	vermoedens	0.208	0.745	0.500
suspicious	verdagte	0.153	0.745	0.431
sustain	in stand te hou	0.635	0.358	0.593
sustained	opgedoen	0.649	0.340	0.580
sustenance	lewensmiddele	0.820	0.519	0.679
suture	hegting	0.240	0.510	0.510
suv	SUV	0.552	0.431	0.446
sux	sux	0.406	0.531	0.331
swab	depper	0.470	0.364	0.259
swag	buit	0.656	0.676	0.654
swagger	windmakerig	0.333	0.731	0.538
swallow	sluk	0.466	0.608	0.436
swami	Swami	0.510	0.547	0.491
swamp	moeras	0.245	0.425	0.235
swamped	oorval	0.156	0.480	0.270
swampy	moerasagtige	0.306	0.390	0.412
swan	Swan	0.781	0.225	0.357
swank	Swank	0.490	0.500	0.442
swap	swap	0.552	0.500	0.509
swarm	swerm	0.302	0.735	0.458
swarming	uitzwerming	0.375	0.600	0.435
swastika	swastika	0.316	0.472	0.491
swat	slaan	0.380	0.694	0.571
sway	swaai	0.690	0.596	0.721
swear	sweer	0.601	0.577	0.658
swearing	vloek	0.333	0.559	0.586
sweat	sweet	0.388	0.579	0.297
sweater	trui	0.704	0.245	0.295
sweating	sweet	0.292	0.667	0.265
sweatshirt	sweater	0.510	0.368	0.353
sweatshop	slawe	0.385	0.797	0.602
sweaty	sweet	0.281	0.540	0.304
sweep	sweep	0.448	0.385	0.383
sweeper	sweeper	0.470	0.549	0.414
sweeping	vee	0.344	0.431	0.355
sweet	soet	0.668	0.418	0.382
sweeten	versoet	0.908	0.455	0.423
sweetened	versoete	0.940	0.461	0.398
sweetener	versoeter	0.670	0.333	0.330
sweetest	soetste	0.959	0.500	0.370
sweetheart	liefling	0.959	0.423	0.509
sweetie	sweetie	0.990	0.549	0.560
sweetness	soet	0.906	0.474	0.528
sweets	lekkers	0.910	0.422	0.321
swell	deining	0.360	0.679	0.348
swelling	swelsel	0.323	0.608	0.250
sweltering	snikhete	0.204	0.644	0.362
swerve	swenk	0.276	0.612	0.357
swift	vinnige	0.760	0.776	0.698
swiftly	vinnig	0.660	0.885	0.618
swig	sluk	0.604	0.481	0.406
swill	draf	0.427	0.528	0.322
swim	swem	0.688	0.461	0.529
swimmer	swemmer	0.657	0.698	0.610
swimming	swem	0.760	0.559	0.524
swimsuit	swembroek	0.740	0.373	0.269
swindle	afsettery	0.122	0.740	0.439
swindler	bedrieër	0.125	0.721	0.575
swine	varke	0.340	0.519	0.277
swing	swaai	0.602	0.510	0.481
swinger	swinger	0.459	0.778	0.482
swinging	swaaiende	0.656	0.510	0.312
swipe	krap	0.573	0.450	0.266
swirl	krul	0.490	0.726	0.639
swish	swish	0.562	0.510	0.474
