Word	Frisian-fy	Valence	Arousal	Dominance
savage	wyld	0.204	0.931	0.605
savagery	savagery	0.219	0.907	0.711
savanna	savanna	0.606	0.147	0.394
savannah	savannah	0.729	0.212	0.309
savant	savant	0.781	0.451	0.818
save	rêde	0.770	0.439	0.682
saver	saver	0.745	0.382	0.802
saving	sparjen	0.663	0.230	0.621
savings	savings	0.776	0.431	0.608
savior	ferlosser	0.920	0.469	0.804
savor	smaak	0.827	0.552	0.526
savory	savory	0.812	0.717	0.619
savvy	bewust	0.719	0.520	0.706
saw	seach	0.316	0.541	0.518
sawdust	sjippe	0.398	0.279	0.241
sawmill	sjippe	0.427	0.378	0.434
sax	sax	0.573	0.465	0.409
saxophone	saxofoan	0.688	0.444	0.482
say	sizze	0.571	0.310	0.482
sayonara	NO TRANSLATION	0.560	0.398	0.402
scab	scab	0.354	0.330	0.272
scabbard	scabbard	0.325	0.219	0.217
scaffold	scaffold	0.480	0.500	0.336
scaffolding	scaffolding	0.496	0.366	0.545
scalding	scalding	0.271	0.540	0.381
scale	skala	0.310	0.350	0.577
scales	skalen	0.439	0.330	0.491
scallop	scallop	0.490	0.363	0.331
scalp	skalp	0.347	0.346	0.302
scalpel	skalpel	0.302	0.700	0.482
scaly	skaly	0.281	0.481	0.358
scam	scam	0.042	0.745	0.418
scamp	scamp	0.458	0.464	0.371
scampi	scampi	0.531	0.448	0.224
scan	scan	0.479	0.423	0.470
scandal	skandaal	0.122	0.821	0.557
scandalous	skandalich	0.135	0.907	0.556
scanner	scanner	0.531	0.356	0.567
scanty	skutterich	0.287	0.333	0.127
scape	scape	0.290	0.625	0.536
scapegoat	scapegoat	0.184	0.685	0.481
scar	skar	0.146	0.500	0.397
scarab	scarab	0.406	0.458	0.267
scarce	knar	0.292	0.324	0.218
scarcely	koartsein	0.082	0.412	0.160
scarcity	kâns	0.167	0.500	0.182
scare	eangst	0.122	0.910	0.264
scarecrow	skare	0.219	0.274	0.349
scared	skare	0.146	0.828	0.185
scares	skare	0.122	0.847	0.386
scarf	sjaal	0.750	0.224	0.224
scarier	skarier	0.156	0.846	0.472
scariest	skriklik	0.167	0.863	0.538
scarlet	skarlach	0.507	0.390	0.411
scary	skriklik	0.062	0.952	0.528
scat	scat	0.337	0.548	0.409
scatter	streekje	0.229	0.620	0.404
scattered	scattered	0.208	0.380	0.238
scattering	streekje	0.347	0.550	0.394
scavenger	scavenger	0.177	0.578	0.408
scenario	senario	0.667	0.510	0.683
scene	sêne	0.570	0.340	0.578
scenery	lânskip	0.745	0.253	0.592
scenic	lânskip	0.684	0.548	0.756
scent	geur	0.633	0.410	0.491
scented	skompe	0.865	0.509	0.431
scepter	scepter	0.630	0.300	0.670
sceptical	skeptysk	0.214	0.387	0.466
scepticism	skepsis	0.292	0.444	0.550
schadenfreude	schadenfreude	0.354	0.640	0.463
schedule	skema	0.510	0.380	0.480
schematic	schematysk	0.490	0.284	0.647
scheme	skema	0.521	0.269	0.577
schilling	schilling	0.367	0.410	0.418
schism	schism	0.280	0.569	0.386
schizophrenia	skizophrenia	0.092	0.880	0.435
schizophrenic	schizophrenisch	0.102	0.958	0.433
schlep	sliepe	0.302	0.426	0.382
schmuck	NO TRANSLATION	0.363	0.412	0.375
schnapps	snapps	0.583	0.567	0.417
schnitzel	Schnitzel	0.365	0.430	0.382
scholar	gelearde	0.694	0.421	0.731
scholarly	wittenskiplik	0.750	0.466	0.709
scholarship	gelearde	0.866	0.490	0.625
scholastic	scholastysk	0.500	0.470	0.491
school	skoalle	0.765	0.423	0.633
schoolboy	skoalle	0.623	0.385	0.441
schoolgirl	skoalle	0.760	0.521	0.415
schoolhouse	skoalle	0.602	0.407	0.672
schooling	skoalle	0.582	0.462	0.640
schoolmaster	skoalmaster	0.667	0.368	0.852
schoolteacher	NO TRANSLATION	0.521	0.380	0.632
schoolwork	Skoal wurk	0.479	0.500	0.481
schoolyard	skoalle	0.684	0.529	0.440
schooner	schooner	0.635	0.408	0.427
sciatica	sciatica	0.286	0.443	0.393
science	wittenskip	0.588	0.429	0.741
scientific	wittenskiplik	0.653	0.510	0.836
scientist	wittenskipper	0.562	0.500	0.790
scifi	scifi	0.592	0.570	0.394
scintilla	NO TRANSLATION	0.476	0.528	0.385
scintillating	scintillating	0.650	0.736	0.612
scintillation	scintillaasje	0.576	0.579	0.573
scintillator	scintillator	0.583	0.670	0.510
scion	scion	0.490	0.380	0.451
scissors	skjirre	0.458	0.462	0.302
scoff	scoff	0.125	0.686	0.306
scold	scold	0.194	0.755	0.626
scolding	scolding	0.071	0.833	0.417
scone	scone	0.418	0.287	0.229
scoop	scoop	0.583	0.543	0.640
scoot	scoot	0.510	0.490	0.412
scooter	scooter	0.510	0.587	0.371
scope	omfang	0.656	0.386	0.718
scorch	skorch	0.214	0.689	0.491
scorching	skorching	0.406	0.635	0.464
score	skoare	0.670	0.388	0.589
scoreboard	scoreboard	0.667	0.484	0.472
scorer	skoaring	0.730	0.608	0.764
scores	scores	0.594	0.469	0.629
scorn	skuorre	0.110	0.721	0.356
scorned	fersmiten	0.062	0.529	0.226
scornful	skandalich	0.173	0.608	0.368
scorpion	scorpion	0.198	0.745	0.600
scotch	scotch	0.578	0.520	0.615
scoundrel	skuldrel	0.094	0.740	0.412
scour	skuorre	0.388	0.602	0.632
scourge	skodzje	0.214	0.640	0.302
scout	scout	0.656	0.611	0.763
scowl	scowl	0.302	0.600	0.413
scrabble	skrabble	0.625	0.412	0.399
scram	scram	0.306	0.485	0.409
scramble	skramble	0.469	0.744	0.500
scrambled	skrambleare	0.451	0.535	0.539
scrambler	scrambler	0.417	0.550	0.444
scrambling	skrambling	0.421	0.810	0.731
scrap	skrappe	0.156	0.339	0.173
scrapbook	scrapbook	0.562	0.274	0.432
scrape	skrape	0.365	0.615	0.384
scrapie	scrapie	0.306	0.706	0.231
scraping	skrappen	0.265	0.479	0.305
scrappy	skrappy	0.301	0.375	0.406
scratch	skram	0.276	0.625	0.270
scratchy	scratchy	0.235	0.610	0.436
scrawny	skrawny	0.276	0.422	0.245
scream	skreau	0.188	0.863	0.594
screamer	screamer	0.156	0.670	0.392
screaming	skreauwe	0.245	0.901	0.460
screech	screech	0.214	0.802	0.306
screen	skerm	0.670	0.300	0.417
screening	screening	0.562	0.570	0.709
screenplay	skriuwen	0.500	0.406	0.518
screenwriter	skriuwer	0.571	0.500	0.712
screw	skroef	0.385	0.460	0.377
screwball	skroeie	0.271	0.680	0.505
screwdriver	skriuwer	0.520	0.519	0.439
screwed	skreaun	0.302	0.520	0.464
screwy	skroeven	0.344	0.596	0.450
screwyou	NO TRANSLATION	0.260	0.647	0.509
scribble	skribble	0.429	0.453	0.358
scribe	skriuwer	0.541	0.264	0.491
scrimmage	scrimmage	0.367	0.660	0.411
scrip	skrip	0.430	0.462	0.455
script	skrift	0.610	0.450	0.527
scriptural	skriftlik	0.551	0.250	0.596
scripture	skrift	0.745	0.270	0.630
scroll	scrollen	0.375	0.630	0.409
scrotum	skrotum	0.396	0.653	0.361
scrounge	scrounge	0.210	0.565	0.397
scrounger	scrounger	0.323	0.490	0.358
scrub	scrub	0.417	0.420	0.500
scruffy	skruten	0.194	0.435	0.176
scrumptious	scrumptious	0.959	0.650	0.566
scrupulous	skriklik	0.545	0.685	0.602
scrutinize	scrutinize	0.458	0.587	0.573
scrutiny	skruten	0.500	0.653	0.658
scuba	scuba	0.542	0.494	0.456
scuff	scuff	0.165	0.560	0.376
scuffle	scuffle	0.146	0.800	0.529
scullery	scullery	0.469	0.337	0.353
sculptor	byldhouwer	0.653	0.431	0.694
sculpture	skulptuer	0.750	0.346	0.490
sculptured	skulptuer	0.708	0.373	0.557
scum	scum	0.357	0.380	0.218
scumbag	scumbag	0.240	0.591	0.278
scurry	scurry	0.398	0.647	0.509
scurvy	scurvy	0.354	0.462	0.312
scuttle	scuttle	0.438	0.398	0.430
sea	see	0.833	0.353	0.589
seaboard	seaboard	0.663	0.356	0.507
seafood	seafood	0.656	0.500	0.328
seagull	seagull	0.635	0.245	0.314
seal	segel	0.490	0.218	0.518
seals	sealen	0.412	0.241	0.402
seam	naad	0.427	0.250	0.414
seaman	seaman	0.520	0.510	0.672
seamless	seamless	0.459	0.140	0.302
seamstress	seamstress	0.535	0.288	0.389
seaport	haven	0.594	0.317	0.491
sear	sear	0.490	0.553	0.600
search	sykje	0.635	0.580	0.462
searching	sykje	0.534	0.657	0.466
searchlight	sykmasine	0.622	0.510	0.552
seared	seared	0.229	0.410	0.398
seashore	seefarder	0.796	0.310	0.375
seasick	seasick	0.115	0.683	0.245
seaside	seaside	0.887	0.520	0.508
season	seizoen	0.792	0.410	0.519
seasonal	sa	0.592	0.273	0.305
seasoned	geweldig	0.812	0.570	0.509
seasoning	sûkerjen	0.633	0.388	0.479
seat	sit	0.542	0.281	0.434
seatbelt	seatbelt	0.656	0.314	0.726
seating	sitten	0.552	0.265	0.286
seawater	seewater	0.760	0.197	0.491
seaweed	seewâl	0.446	0.286	0.382
sec	sek	0.490	0.385	0.380
secession	ôfskieding	0.323	0.561	0.509
secluded	ôfsletten	0.357	0.265	0.240
seclusion	ôfskieding	0.230	0.558	0.505
second	twadde	0.490	0.210	0.250
second cousin	twadde neef	0.698	0.360	0.441
secondary	sekundêr	0.636	0.375	0.260
secondhand	twaddehâns	0.194	0.389	0.283
secrecy	geheim	0.294	0.549	0.475
secret	geheim	0.479	0.580	0.509
secretariat	sekretariaat	0.518	0.459	0.597
secretary	sekretaris	0.612	0.426	0.561
secrete	secrete	0.427	0.567	0.518
secretion	secretion	0.354	0.582	0.529
secretive	secretive	0.390	0.250	0.538
secretly	geheim	0.525	0.404	0.479
sect	sekt	0.265	0.667	0.526
sectarian	sektarysk	0.260	0.606	0.517
section	ôfdieling	0.500	0.269	0.421
sectional	seksje	0.427	0.415	0.464
sector	sektor	0.594	0.190	0.569
secular	wrâldlik	0.463	0.461	0.520
secularism	sekularisme	0.367	0.440	0.559
secure	feilich	0.844	0.380	0.914
securities	securities	0.750	0.304	0.852
security	feiligens	0.837	0.360	0.821
sedan	NO TRANSLATION	0.480	0.423	0.680
sedate	sedate	0.656	0.157	0.345
sedation	sedaasje	0.510	0.270	0.398
sedative	sedative	0.314	0.273	0.352
sedentary	sedintary	0.292	0.185	0.273
sedge	sedge	0.406	0.396	0.339
sediment	sediment	0.438	0.306	0.372
sedimentary	sedimintêr	0.398	0.265	0.500
sedition	sedysje	0.327	0.557	0.591
seduce	ferjitte	0.462	0.864	0.689
seducer	seducer	0.704	0.812	0.775
seducing	ferrifelje	0.569	0.794	0.708
seduction	ferlieding	0.510	0.891	0.618
seductive	ferrifeljend	0.771	0.821	0.667
see	sjen	0.635	0.269	0.312
seed	sied	0.656	0.135	0.306
seedling	seedling	0.406	0.343	0.423
seeds	sied	0.731	0.269	0.418
seedy	seedich	0.229	0.390	0.325
seek	sykje	0.622	0.429	0.482
seeker	seeker	0.646	0.464	0.553
seem	lykje	0.471	0.302	0.298
seemingly	seemingly	0.490	0.410	0.356
seer	seer	0.604	0.481	0.740
seesaw	Sawol	0.570	0.559	0.410
seething	seething	0.312	0.821	0.642
segment	segment	0.469	0.290	0.440
segregate	segregate	0.290	0.627	0.440
segregated	segregearre	0.164	0.575	0.411
segregation	segregaasje	0.302	0.545	0.390
seismic	seismysk	0.323	0.925	0.578
seize	seizgje	0.656	0.644	0.673
seizure	oanfal	0.177	0.775	0.462
seldom	selden	0.323	0.379	0.287
select	útkieze	0.615	0.406	0.602
selection	seleksje	0.594	0.340	0.595
selective	selektearjend	0.612	0.347	0.706
selectman	seleksje	0.552	0.547	0.609
selenium	selenium	0.469	0.408	0.336
self	sels	0.704	0.370	0.500
selfharm	NO TRANSLATION	0.350	0.620	0.407
selfish	eigennamme	0.061	0.637	0.495
selfishness	selssucht	0.200	0.686	0.453
selfless	sels sûnens	0.521	0.235	0.396
selflove	NO TRANSLATION	0.854	0.630	0.661
selfworth	NO TRANSLATION	0.704	0.460	0.594
sell	ferkeapje	0.618	0.608	0.605
seller	ferkeaper	0.635	0.471	0.635
sellout	útferkeapje	0.398	0.490	0.465
seltzer	seltzer	0.448	0.452	0.406
semantics	semantika	0.698	0.394	0.569
semaphore	semafoar	0.552	0.374	0.598
semblance	semblance	0.500	0.471	0.442
semen	semen	0.500	0.755	0.471
semester	semester	0.521	0.327	0.482
semi	semi	0.296	0.345	0.304
semiautomatic	NO TRANSLATION	0.469	0.510	0.522
semicolon	semikolon	0.378	0.255	0.318
seminal	seminal	0.459	0.413	0.566
seminar	seminar	0.583	0.360	0.623
seminary	seminary	0.594	0.367	0.589
semiotics	semiotika	0.449	0.417	0.596
senate	senate	0.490	0.349	0.836
senator	senator	0.391	0.422	0.821
send	stjoere	0.663	0.480	0.537
sender	sender	0.542	0.449	0.509
senescence	senescence	0.378	0.456	0.394
senile	senile	0.280	0.211	0.305
senior	senior	0.561	0.415	0.536
seniority	seniority	0.408	0.427	0.602
senor	senor	0.527	0.217	0.630
senorita	senorita	0.765	0.550	0.500
sensation	sensaasje	0.781	0.663	0.673
sensational	sensationele	0.938	0.827	0.858
sense	sin	0.781	0.417	0.474
senseless	sinnich	0.125	0.388	0.136
senses	Sinnes	0.740	0.461	0.693
sensibility	sensibiliteit	0.583	0.423	0.448
sensible	ferstannich	0.625	0.454	0.312
sensibly	sensibel	0.786	0.337	0.396
sensitive	gefoelich	0.714	0.426	0.254
sensitivity	gefoelichheid	0.750	0.417	0.395
sensor	sensor	0.571	0.377	0.542
sensory	sensory	0.583	0.480	0.442
sensual	sensueel	0.730	0.790	0.642
sensuality	sinnichens	0.844	0.840	0.632
sensuous	sinnich	0.854	0.798	0.625
sentence	sin	0.625	0.265	0.548
sentencing	oanstjoeren	0.120	0.782	0.561
sentient	sentient	0.583	0.417	0.363
sentiment	sentimint	0.765	0.451	0.639
sentimental	sentiminteel	0.583	0.378	0.312
sentimentality	sentimentaliteit	0.771	0.548	0.319
sentinel	sentinel	0.531	0.602	0.845
sentry	Wetter - Agrarwetter	0.470	0.547	0.684
separable	ôfsletten	0.469	0.390	0.368
separate	skiede	0.240	0.514	0.349
separately	apart	0.310	0.365	0.368
separation	skieding	0.198	0.592	0.409
separatist	separatist	0.245	0.627	0.537
sepia	sepia	0.448	0.270	0.345
sepsis	sepsis	0.229	0.452	0.327
sept	sept	0.521	0.333	0.361
septic	septysk	0.281	0.462	0.425
septum	septum	0.276	0.423	0.410
sequel	fjirder	0.650	0.480	0.574
sequence	folchoarder	0.543	0.350	0.529
sequent	folgje	0.531	0.423	0.591
sequestered	sekerearre	0.160	0.863	0.427
sequestration	ferhuzing	0.177	0.860	0.500
serenade	serenade	0.875	0.570	0.491
serendipity	serendipity	0.677	0.413	0.500
serene	serene	0.802	0.132	0.370
serenity	eare	0.900	0.122	0.557
sergeant	sergeant	0.408	0.600	0.833
serial	serial	0.469	0.350	0.472
serialize	serialize	0.500	0.455	0.593
series	searje	0.622	0.431	0.420
serif	serif	0.531	0.417	0.415
serious	serieus	0.500	0.455	0.619
seriousness	serieus	0.439	0.365	0.750
sermon	preek	0.417	0.507	0.615
serpent	slang	0.115	0.696	0.679
serpentine	serpentine	0.576	0.646	0.329
serrated	serrated	0.388	0.435	0.418
serum	serum	0.520	0.231	0.443
servant	tsjinstfeint	0.340	0.408	0.331
serve	tsjinje	0.622	0.400	0.384
server	server	0.656	0.356	0.536
service	betsjinning	0.684	0.408	0.535
serviceable	serviceable	0.834	0.400	0.684
servile	servile	0.439	0.327	0.415
servitude	servitude	0.250	0.490	0.250
sesame	sesam	0.673	0.250	0.382
sess	NO TRANSLATION	0.418	0.481	0.411
session	sitting	0.510	0.481	0.491
sessions	sesjes	0.646	0.578	0.650
set	set	0.521	0.482	0.630
setback	setback	0.198	0.451	0.250
sett	NO TRANSLATION	0.560	0.413	0.500
setter	setter	0.541	0.455	0.473
settle	settje	0.833	0.520	0.772
settled	fêstige	0.521	0.510	0.473
settlement	koloanje	0.635	0.412	0.723
settler	kolonist	0.573	0.453	0.519
settlor	settlor	0.531	0.434	0.534
setup	opsette	0.667	0.398	0.635
seven	sân	0.672	0.265	0.373
seventeen	santjin	0.585	0.296	0.321
seventh	sânde	0.500	0.245	0.288
seventy	santich	0.625	0.353	0.446
sever	sever	0.156	0.635	0.451
severable	ôfbrekke	0.406	0.451	0.398
severally	hielendal	0.719	0.298	0.600
severance	ôfstân	0.396	0.620	0.541
severe	strang	0.164	0.735	0.635
severely	swier	0.219	0.673	0.700
severity	hurdens	0.260	0.712	0.661
sew	naaie	0.510	0.340	0.340
sewage	sewage	0.255	0.343	0.339
sewer	rioel	0.286	0.367	0.282
sewerage	rioel	0.208	0.450	0.198
sewing	sewing	0.625	0.337	0.356
sex	seks	0.803	0.939	0.704
sexist	seksist	0.255	0.798	0.411
sexual	seksueel	0.584	0.959	0.640
sexuality	seksualiteit	0.670	0.898	0.657
sexy	sexy	0.865	0.945	0.802
shabby	shabby	0.235	0.519	0.259
shack	shack	0.396	0.425	0.339
shackle	shackle	0.276	0.580	0.414
shade	skaad	0.388	0.265	0.278
shades	skaden	0.490	0.300	0.380
shading	shading	0.420	0.324	0.318
shadow	skaad	0.302	0.343	0.158
shadowy	shadowy	0.135	0.373	0.330
shady	shady	0.323	0.509	0.375
shaft	shaft	0.549	0.275	0.472
shag	shag	0.417	0.462	0.340
shaggy	shaggy	0.510	0.302	0.321
shake	skodzje	0.439	0.689	0.539
shakedown	shakedown	0.286	0.692	0.481
shaken	skodzje	0.344	0.657	0.333
shaker	shaker	0.520	0.728	0.518
shaking	shaking	0.275	0.849	0.255
shaky	shaky	0.260	0.734	0.223
shall	sille	0.510	0.385	0.412
shallow	ûndjip	0.427	0.298	0.351
shallows	wetter	0.388	0.368	0.368
sham	sham	0.354	0.602	0.395
shaman	shaman	0.490	0.531	0.604
shambles	shambles	0.271	0.696	0.287
shame	skamte	0.060	0.670	0.155
shamed	shamed	0.135	0.567	0.218
shameful	skamje	0.040	0.680	0.264
shameless	shameless	0.274	0.713	0.407
shampoo	shampoo	0.604	0.180	0.250
shanghai	shanghai	0.551	0.450	0.509
shank	shank	0.530	0.393	0.286
shanty	shanty	0.427	0.459	0.255
shape	foarm	0.592	0.240	0.422
shapely	shapely	0.771	0.441	0.830
shard	shard	0.388	0.407	0.426
share	diele	0.759	0.548	0.545
shareholder	shareholder	0.656	0.632	0.915
sharing	dieling	0.827	0.462	0.545
shark	haai	0.260	0.845	0.596
sharp	skerp	0.459	0.585	0.585
sharpen	skerp	0.582	0.694	0.611
sharpened	skerp	0.573	0.647	0.727
sharpener	sharpener	0.532	0.435	0.327
sharpness	skerpte	0.729	0.385	0.653
sharpshooter	sharpshooter	0.240	0.929	0.764
shatter	shatter	0.108	0.821	0.464
shattered	shattered	0.097	0.806	0.309
shattering	skerp	0.135	0.760	0.475
shave	shave	0.521	0.410	0.480
shaver	shaver	0.418	0.450	0.392
shaving	shaving	0.500	0.469	0.353
shawl	shawl	0.720	0.365	0.230
sheaf	sheaf	0.396	0.387	0.456
shear	skuorre	0.286	0.647	0.388
shears	skippen	0.429	0.527	0.254
sheath	heide	0.460	0.314	0.342
sheathing	skuorre	0.378	0.480	0.642
shed	shed	0.427	0.402	0.470
sheen	Sheen	0.812	0.510	0.712
sheep	skiep	0.604	0.206	0.161
sheepdog	skiep	0.684	0.442	0.529
sheepish	skiep	0.326	0.441	0.205
sheer	skerp	0.604	0.250	0.481
sheet	fel	0.439	0.174	0.302
sheik	sheik	0.521	0.579	0.708
shelf	shelf	0.561	0.202	0.366
shell	shell	0.615	0.408	0.391
shellfish	shellfish	0.594	0.412	0.393
shelling	shelling	0.337	0.917	0.773
shelter	skûlplak	0.704	0.229	0.569
sheltered	beskerme	0.590	0.377	0.717
shelters	shelters	0.582	0.333	0.482
shelved	helle	0.306	0.166	0.321
shepherd	hoeder	0.656	0.304	0.610
sherbet	sherbet	0.592	0.363	0.348
sheriff	sheriff	0.602	0.541	0.802
sherry	sherry	0.594	0.477	0.315
shield	shield	0.510	0.373	0.663
shift	feroarje	0.479	0.610	0.491
shifting	ferskowende	0.518	0.548	0.546
shifty	shifty	0.365	0.687	0.483
shilling	shilling	0.521	0.342	0.430
shimmer	shimmer	0.745	0.562	0.656
shimmering	shimmering	0.844	0.648	0.904
shimmy	shimmy	0.478	0.476	0.462
shin	shin	0.459	0.500	0.231
shindig	shindig	0.552	0.560	0.491
shine	shine	0.844	0.539	0.741
shiner	shiner	0.740	0.510	0.556
shingle	shingle	0.510	0.200	0.410
shining	shining	0.885	0.673	0.812
shiny	shiny	0.885	0.604	0.787
ship	skip	0.646	0.500	0.439
shipment	ferfier	0.582	0.440	0.452
shipping	skipfeart	0.622	0.327	0.443
shipshape	shipshape	0.594	0.480	0.474
shipwreck	skipwolde	0.268	0.768	0.373
shipyard	skipswerf	0.398	0.583	0.595
shire	shire	0.479	0.257	0.609
shirt	shirt	0.698	0.186	0.231
shit	shit	0.000	0.678	0.294
shitday	NO TRANSLATION	0.281	0.658	0.390
shitfaced	shitfaced	0.214	0.695	0.380
shithead	shithead	0.120	0.645	0.302
shitless	shitless	0.271	0.545	0.333
shitload	shitload	0.020	0.606	0.161
shittest	NO TRANSLATION	0.076	0.673	0.232
shitty	shitty	0.020	0.679	0.163
shiver	shiver	0.260	0.765	0.236
shivering	huverje	0.122	0.663	0.373
shoals	shoals	0.396	0.408	0.375
shock	skok	0.286	0.821	0.453
shocked	shocked	0.292	0.773	0.375
shocker	shocker	0.235	0.804	0.616
shocking	shocking	0.378	0.853	0.833
shockingly	shockingly	0.510	0.924	0.721
shoddy	shoddy	0.082	0.463	0.179
shoe	skoe	0.517	0.225	0.288
shoelace	shoelace	0.396	0.280	0.307
shoemaker	shoemaker	0.396	0.269	0.491
shoes	shoes	0.729	0.324	0.210
shoeshine	shoeshine	0.392	0.387	0.325
shook	skodde	0.163	0.759	0.509
shoot	skine	0.092	0.926	0.625
shooter	Shooter	0.224	0.814	0.774
shooting	toerisme	0.276	0.931	0.602
shootout	skutter	0.080	0.927	0.615
shop	winkel	0.725	0.632	0.565
shopkeeper	winkelhâlder	0.677	0.510	0.730
shoplifter	shoplifter	0.167	0.830	0.500
shoplifting	shoplifting	0.152	0.833	0.441
shopper	keapman	0.646	0.615	0.741
shopping	winkeljen	0.915	0.445	0.630
shore	wâl	0.542	0.304	0.204
shoreline	shoreline	0.677	0.296	0.529
shorn	shorn	0.396	0.415	0.400
short	koart	0.184	0.264	0.237
short story	koart ferhaal	0.697	0.321	0.348
shortage	tekoart	0.094	0.455	0.198
shortcake	shortcake	0.677	0.359	0.398
shortcoming	ferkear	0.195	0.370	0.258
shortcut	ferpleatse	0.594	0.308	0.426
shorten	koartsje	0.302	0.382	0.460
shortening	koartsing	0.286	0.333	0.385
shorthand	shorthand	0.459	0.450	0.461
shortly	koart	0.582	0.310	0.360
shortness	koarting	0.459	0.280	0.272
shorts	shorts	0.622	0.481	0.287
shortstop	shortstop	0.418	0.529	0.450
shortwave	shortwave	0.460	0.271	0.368
shot	skot	0.144	0.750	0.569
shotgun	fjochtsjen	0.200	0.868	0.684
shoulder	skouder	0.562	0.286	0.406
shout	roppe	0.229	0.925	0.444
shove	skodzje	0.306	0.690	0.602
shovel	shovel	0.427	0.308	0.267
shoveling	shoveling	0.265	0.620	0.537
show	sjen	0.673	0.771	0.719
showbiz	showbiz	0.661	0.713	0.598
showboat	showboat	0.618	0.625	0.509
showcase	showcase	0.521	0.255	0.415
showdown	showdown	0.302	0.950	0.692
shower	dûs	0.669	0.346	0.336
showgirl	showgirl	0.633	0.694	0.481
showing	sjen	0.622	0.540	0.491
showoff	opskeppe	0.344	0.598	0.463
showroom	showroom	0.740	0.441	0.536
showy	showy	0.698	0.657	0.661
shrapnel	shrapnel	0.240	0.740	0.681
shred	shred	0.224	0.750	0.627
shrew	shrew	0.306	0.463	0.390
shrewd	shrewd	0.551	0.673	0.816
shriek	shriek	0.459	0.827	0.491
shrill	shrill	0.312	0.721	0.640
shrimp	shrimp	0.571	0.361	0.425
shrine	shrine	0.802	0.255	0.574
shrink	skjin	0.385	0.453	0.272
shrinking	krimpe	0.190	0.400	0.217
shrivel	shrivel	0.160	0.409	0.143
shroud	shroud	0.417	0.457	0.389
shrub	shrub	0.531	0.340	0.340
shrubbery	gloede	0.490	0.267	0.332
shrug	shrug	0.208	0.296	0.278
shrunk	shrunk	0.163	0.354	0.218
shrunken	shrunken	0.500	0.373	0.221
shudder	skodder	0.344	0.791	0.559
shuddering	shuddering	0.302	0.802	0.638
shuffle	shuffle	0.459	0.450	0.556
shuffleboard	shuffleboard	0.531	0.459	0.377
shuffling	shuffling	0.521	0.408	0.293
shun	shun	0.418	0.604	0.389
shunned	shunned	0.271	0.464	0.367
shunt	shunt	0.312	0.500	0.470
shut	sliepe	0.240	0.352	0.311
shutdown	ofslúte	0.173	0.367	0.418
shuteye	NO TRANSLATION	0.521	0.430	0.431
shutit	NO TRANSLATION	0.281	0.442	0.480
shutter	shutter	0.191	0.380	0.482
shuttle	shuttle	0.531	0.591	0.547
shutup	NO TRANSLATION	0.333	0.560	0.491
shy	shy	0.280	0.153	0.132
shyness	shyness	0.312	0.265	0.246
shyster	shyster	0.292	0.567	0.424
sib	NO TRANSLATION	0.698	0.298	0.593
sibling	sibling	0.857	0.340	0.636
sic	sic	0.370	0.459	0.380
sick	siik	0.104	0.431	0.136
sickbay	sickbay	0.296	0.510	0.345
sicken	sicken	0.051	0.500	0.294
sickening	skriklik	0.074	0.618	0.259
sickle	Soarch	0.427	0.585	0.370
sickly	siik	0.188	0.550	0.191
sickness	sykte	0.094	0.704	0.288
side	side	0.439	0.288	0.395
sidearm	sidearm	0.410	0.474	0.500
sidebar	sideebar	0.469	0.364	0.405
sideboard	sideboard	0.590	0.259	0.426
sideburns	sideburns	0.777	0.327	0.308
sidecar	sidecar	0.552	0.449	0.500
sidekick	sidekick	0.602	0.439	0.509
sideline	sideline	0.440	0.382	0.517
sideshow	sideshow	0.458	0.594	0.658
sidestep	sidestep	0.378	0.559	0.407
sidewalk	sidewalk	0.479	0.192	0.348
sideways	sideways	0.788	0.245	0.291
sidewinder	sidewinder	0.500	0.500	0.439
siege	belegje	0.271	0.750	0.567
siesta	siesta	0.740	0.046	0.295
sieve	Sieb	0.459	0.250	0.333
sift	sift	0.542	0.412	0.461
sifting	sifting	0.571	0.469	0.474
sigh	sigh	0.469	0.387	0.273
sight	eagen	0.684	0.250	0.528
sighting	besjen	0.582	0.560	0.627
sightseeing	sightseeing	0.875	0.552	0.697
sigma	sigma	0.490	0.472	0.535
sign	teken	0.620	0.481	0.397
signal	sinjaal	0.615	0.417	0.464
signature	hantekening	0.570	0.422	0.657
significance	betsjutting	0.820	0.460	0.644
significant	wichtich	0.827	0.649	0.786
signification	signification	0.583	0.337	0.530
signify	signify	0.453	0.422	0.634
signpost	signpost	0.510	0.400	0.446
silence	stilte	0.438	0.200	0.223
silencer	silencer	0.417	0.356	0.482
silent	stil	0.469	0.125	0.280
silently	stil	0.448	0.185	0.306
silhouette	silhouette	0.582	0.410	0.288
silicon	silizium	0.439	0.448	0.445
silicone	silicone	0.480	0.340	0.333
silk	side	0.760	0.115	0.300
silken	silken	0.730	0.265	0.394
silky	silky	0.802	0.397	0.271
sill	sill	0.433	0.375	0.324
silliness	swierens	0.327	0.368	0.192
silly	dúdlik	0.384	0.349	0.161
silo	silo	0.400	0.365	0.357
silt	silt	0.510	0.269	0.200
silver	sulver	0.684	0.451	0.615
silverware	sulveren	0.663	0.365	0.409
silvery	sulveren	0.543	0.460	0.517
similar	likegoed	0.562	0.250	0.423
similarity	oerienkomst	0.729	0.255	0.518
simile	NO TRANSLATION	0.615	0.363	0.464
