Word	Vietnamese-vi	Valence	Arousal	Dominance
rue	rue	0.323	0.394	0.246
rueful	buồn rầu	0.173	0.429	0.225
ruff	ruff	0.365	0.510	0.375
ruffian	ruffian	0.130	0.824	0.463
ruffle	ruffle	0.443	0.561	0.518
rug	tấm thảm	0.520	0.240	0.245
rugby	bóng bầu dục	0.677	0.820	0.708
rugged	gồ ghề	0.561	0.569	0.793
ruin	làm hỏng	0.125	0.588	0.192
ruination	đổ nát	0.184	0.582	0.209
ruined	hủy hoại	0.135	0.564	0.194
ruinous	hủy hoại	0.255	0.690	0.275
ruins	tàn tích	0.250	0.490	0.248
rule	qui định	0.567	0.427	0.593
ruler	cái thước	0.440	0.400	0.631
ruling	sự cai trị	0.177	0.566	0.410
rum	Rum	0.561	0.377	0.451
rumba	rumba	0.781	0.827	0.615
rumble	ầm ầm	0.367	0.745	0.613
rummage	lục lọi	0.243	0.615	0.289
rumor	tin đồn	0.255	0.582	0.282
rumored	tin đồn	0.427	0.604	0.318
rump	rump	0.449	0.425	0.396
rumpus	rumpus	0.448	0.531	0.422
run	chạy	0.542	0.787	0.543
runaround	Chạy vòng quanh	0.448	0.519	0.349
runaway	chạy trốn	0.271	0.770	0.402
rundown	chạy xuống	0.520	0.296	0.465
runes	rune	0.438	0.300	0.304
rung	thanh ngang	0.510	0.355	0.368
runner	Á hậu	0.459	0.747	0.632
running	đang chạy	0.730	0.858	0.442
running shoes	giày chạy bộ	0.653	0.573	0.491
runny	run rẩy	0.540	0.439	0.325
runt	NO TRANSLATION	0.370	0.500	0.445
runway	đường băng	0.585	0.373	0.406
rupture	vỡ	0.125	0.633	0.430
rural	nông thôn	0.562	0.245	0.408
ruse	NO TRANSLATION	0.531	0.640	0.546
rush	vội vã	0.406	0.809	0.546
rushing	đổ xô	0.398	0.821	0.529
rust	rỉ sét	0.281	0.265	0.321
rusted	rỉ sét	0.286	0.357	0.302
rustic	mộc mạc	0.369	0.657	0.491
rustle	xào xạc	0.333	0.538	0.394
rustler	gỉ sắt	0.281	0.830	0.429
rusty	gỉ	0.271	0.345	0.231
rut	rut	0.333	0.310	0.392
ruth	ruth	0.469	0.427	0.444
ruthless	tàn nhẫn	0.208	0.850	0.670
rye	lúa mạch đen	0.490	0.298	0.411
sabbatical	nghỉ phép	0.771	0.240	0.427
saber	NO TRANSLATION	0.551	0.620	0.553
sable	đen	0.449	0.596	0.500
sabotage	phá hoại	0.135	0.906	0.500
saboteur	saboteur	0.250	0.804	0.407
sac	túi	0.344	0.245	0.226
sack	bao	0.385	0.337	0.264
sacrament	bí tích	0.690	0.316	0.700
sacred	Linh thiêng	0.833	0.375	0.862
sacrifice	sự hy sinh	0.208	0.833	0.534
sacrifices	hy sinh	0.281	0.717	0.538
sacrificial	hy sinh	0.198	0.755	0.452
sacrilege	sacrilege	0.281	0.708	0.491
sacrilegious	thiêng liêng	0.146	0.736	0.449
sad	buồn	0.225	0.333	0.149
sadday	NO TRANSLATION	0.520	0.418	0.411
saddens	saddens	0.104	0.436	0.144
saddle	Yên xe	0.510	0.509	0.306
sadist	người tàn bạo	0.042	0.918	0.500
sadistic	tàn bạo	0.031	0.906	0.618
sadly	thật đáng buồn	0.047	0.255	0.216
sadness	nỗi buồn	0.052	0.288	0.164
safari	safari	0.663	0.673	0.640
safe	an toàn	0.898	0.306	0.759
safeguard	bảo vệ	0.786	0.624	0.700
safekeeping	bảo vệ	0.653	0.510	0.586
safety	sự an toàn	0.708	0.491	0.868
saffron	nghệ tây	0.443	0.373	0.349
sag	sag	0.153	0.578	0.445
saga	saga	0.635	0.440	0.600
sage	Hiền nhân	0.781	0.327	0.693
saggy	saggy	0.370	0.429	0.300
sail	cánh buồm	0.615	0.220	0.325
sailboat	thuyền buồm	0.719	0.392	0.381
sailing	thuyền buồm	0.667	0.520	0.500
sailor	thủy thủ	0.500	0.588	0.500
saint	thánh	0.812	0.240	0.693
sainted	sainted	0.708	0.296	0.676
saintly	thánh thiện	0.865	0.286	0.591
sake	lợi ích	0.490	0.573	0.407
salad	rau xà lách	0.750	0.260	0.307
salamander	kỳ nhông	0.410	0.362	0.309
salami	xúc xích Ý	0.667	0.360	0.339
salary	tiền lương	0.786	0.480	0.652
sale	buôn bán	0.647	0.602	0.573
salesgirl	nhân viên bán hàng	0.582	0.490	0.605
salesman	người bán hàng	0.643	0.559	0.664
salient	nổi bật	0.600	0.573	0.702
saline	nước muối	0.430	0.340	0.385
saliva	nước bọt	0.214	0.265	0.236
sally	sally	0.604	0.390	0.451
salmon	cá hồi	0.760	0.250	0.444
salmonella	salmonella	0.167	0.608	0.312
salon	salon	0.531	0.296	0.463
saloon	saloon	0.630	0.300	0.364
salsa	điệu Salsa	0.742	0.500	0.370
salt	Muối	0.323	0.312	0.306
salted	muối	0.333	0.400	0.304
saltwater	nước muối	0.327	0.330	0.364
salty	mặn	0.388	0.531	0.288
salutary	- số nhiều	0.885	0.360	0.686
salutation	lời chào	0.878	0.417	0.500
salute	chào	0.833	0.542	0.681
salvage	cứu vớt	0.622	0.510	0.832
salvation	sự cứu rỗi	0.857	0.480	0.800
salve	cứu vớt	0.612	0.390	0.500
samba	samba	0.781	0.740	0.465
sameness	sự giống nhau	0.531	0.330	0.484
sample	mẫu vật	0.521	0.187	0.452
samurai	samurai	0.562	0.736	0.838
sanatorium	nhà điều dưỡng	0.469	0.490	0.491
sanctification	sự thánh hóa	0.770	0.431	0.816
sanctified	thánh hóa	0.792	0.240	0.612
sanctify	thánh hóa	0.673	0.443	0.783
sanctimonious	nghiêm túc	0.240	0.365	0.327
sanction	phê chuẩn	0.201	0.750	0.517
sanctioned	bị xử phạt	0.323	0.696	0.391
sanctity	sự thiêng liêng	0.771	0.330	0.628
sanctuary	Thánh địa	0.863	0.226	0.575
sanctum	thánh đường	0.521	0.438	0.657
sand	cát	0.582	0.279	0.304
sandal	sandal	0.490	0.283	0.333
sandbox	hộp cát	0.573	0.274	0.264
sander	sander	0.438	0.580	0.445
sandman	sandman	0.479	0.469	0.388
sandpaper	giấy nhám	0.417	0.425	0.404
sands	cát	0.646	0.304	0.377
sandstorm	bão cát	0.324	0.821	0.629
sandwich	bánh mì sandwich	0.672	0.314	0.310
sandy	cát	0.406	0.265	0.296
sane	lành mạnh	0.760	0.235	0.670
sanguine	lạc quan	0.520	0.560	0.545
sanitarium	sanitarium	0.448	0.645	0.570
sanitary	vệ sinh	0.458	0.320	0.425
sanitation	vệ sinh	0.742	0.312	0.500
sanity	sự tỉnh táo	0.667	0.333	0.655
sans	NO TRANSLATION	0.459	0.294	0.246
santa	santa	0.735	0.286	0.509
sap	nhựa cây	0.470	0.298	0.258
sapiens	sapiens	0.480	0.453	0.584
sapphire	sapphire	0.770	0.472	0.651
sappy	tánh vui vẻ	0.583	0.469	0.330
sarcasm	mỉa mai	0.125	0.685	0.346
sarcastic	châm biếm	0.397	0.781	0.298
sarcoma	sarcoma	0.260	0.519	0.402
sarcophagus	sarcophagus	0.271	0.561	0.435
sardine	sardine	0.541	0.236	0.236
sardonic	sardonic	0.208	0.679	0.446
sarsaparilla	sarsaparilla	0.542	0.488	0.345
sash	sash	0.480	0.298	0.333
sashimi	sashimi	0.704	0.310	0.359
sassafras	sassafras	0.469	0.388	0.471
sassy	hỗn láo	0.271	0.704	0.320
satanic	thuộc về satan	0.062	0.843	0.720
satchel	satchel	0.521	0.306	0.345
sate	NO TRANSLATION	0.667	0.400	0.472
satellite	vệ tinh	0.562	0.409	0.764
satin	satin	0.519	0.396	0.481
satire	châm biếm	0.458	0.655	0.472
satirical	châm biếm	0.323	0.615	0.538
satisfaction	sự thỏa mãn	0.939	0.637	0.673
satisfactorily	thỏa đáng	0.765	0.570	0.802
satisfactory	đạt yêu cầu	0.959	0.569	0.702
satisfied	hài lòng	0.959	0.510	0.685
satisfy	thỏa mãn	0.867	0.790	0.705
satisfying	thỏa mãn	0.890	0.606	0.814
saturate	bão hòa	0.281	0.680	0.467
saturated	bảo hòa	0.474	0.700	0.442
saturation	độ bão hòa	0.255	0.582	0.583
satyr	satyr	0.280	0.639	0.500
sauce	Nước xốt	0.562	0.515	0.288
saucepan	cái chảo	0.347	0.264	0.321
saucer	chiếc đĩa	0.510	0.327	0.337
saucy	saucy	0.250	0.653	0.391
sauerkraut	NO TRANSLATION	0.531	0.454	0.336
sauna	phòng tắm hơi	0.781	0.350	0.455
sausage	Lạp xưởng	0.542	0.429	0.300
savage	dã man	0.204	0.931	0.605
savagery	dã man	0.219	0.907	0.711
savanna	savanna	0.606	0.147	0.394
savannah	savannah	0.729	0.212	0.309
savant	savant	0.781	0.451	0.818
save	tiết kiệm	0.770	0.439	0.682
saver	người tiết kiệm	0.745	0.382	0.802
saving	tiết kiệm	0.663	0.230	0.621
savings	tiết kiệm	0.776	0.431	0.608
savior	vị cứu tinh	0.920	0.469	0.804
savor	hương thơm	0.827	0.552	0.526
savory	ngon	0.812	0.717	0.619
savvy	hiểu	0.719	0.520	0.706
saw	cái cưa	0.316	0.541	0.518
sawdust	mạt cưa	0.398	0.279	0.241
sawmill	xưởng cưa	0.427	0.378	0.434
sax	sax	0.573	0.465	0.409
saxophone	saxophone	0.688	0.444	0.482
say	Nói	0.571	0.310	0.482
sayonara	NO TRANSLATION	0.560	0.398	0.402
scab	vảy	0.354	0.330	0.272
scabbard	bao kiếm	0.325	0.219	0.217
scaffold	giàn giáo	0.480	0.500	0.336
scaffolding	đoạn đầu đài	0.496	0.366	0.545
scalding	mở rộng	0.271	0.540	0.381
scale	tỉ lệ	0.310	0.350	0.577
scales	quy mô	0.439	0.330	0.491
scallop	sò điệp	0.490	0.363	0.331
scalp	da đầu	0.347	0.346	0.302
scalpel	dao mổ	0.302	0.700	0.482
scaly	có vảy	0.281	0.481	0.358
scam	lừa đảo	0.042	0.745	0.418
scamp	scamp	0.458	0.464	0.371
scampi	scampi	0.531	0.448	0.224
scan	quét	0.479	0.423	0.470
scandal	vụ bê bối	0.122	0.821	0.557
scandalous	tai tiếng	0.135	0.907	0.556
scanner	máy quét	0.531	0.356	0.567
scanty	dơ bẩn	0.287	0.333	0.127
scape	scape	0.290	0.625	0.536
scapegoat	vật tế thần	0.184	0.685	0.481
scar	vết sẹo	0.146	0.500	0.397
scarab	scarab	0.406	0.458	0.267
scarce	khan hiếm	0.292	0.324	0.218
scarcely	hiếm hoi	0.082	0.412	0.160
scarcity	sự khan hiếm	0.167	0.500	0.182
scare	sợ hãi	0.122	0.910	0.264
scarecrow	bù nhìn	0.219	0.274	0.349
scared	sợ hãi	0.146	0.828	0.185
scares	sợ hãi	0.122	0.847	0.386
scarf	khăn quàng cổ	0.750	0.224	0.224
scarier	đáng sợ hơn	0.156	0.846	0.472
scariest	đáng sợ nhất	0.167	0.863	0.538
scarlet	đỏ tươi	0.507	0.390	0.411
scary	đáng sợ	0.062	0.952	0.528
scat	scat	0.337	0.548	0.409
scatter	tiêu tan	0.229	0.620	0.404
scattered	rải rác	0.208	0.380	0.238
scattering	sự tán xạ	0.347	0.550	0.394
scavenger	người nhặt rác	0.177	0.578	0.408
scenario	kịch bản	0.667	0.510	0.683
scene	bối cảnh	0.570	0.340	0.578
scenery	phong cảnh	0.745	0.253	0.592
scenic	danh lam thắng cảnh	0.684	0.548	0.756
scent	hương thơm	0.633	0.410	0.491
scented	có mùi thơm	0.865	0.509	0.431
scepter	vương trượng	0.630	0.300	0.670
sceptical	hoài nghi	0.214	0.387	0.466
scepticism	hoài nghi	0.292	0.444	0.550
schadenfreude	schadenfreude	0.354	0.640	0.463
schedule	lịch trình	0.510	0.380	0.480
schematic	sơ đồ	0.490	0.284	0.647
scheme	kế hoạch	0.521	0.269	0.577
schilling	schilling	0.367	0.410	0.418
schism	chủ nghĩa tôn giáo	0.280	0.569	0.386
schizophrenia	tâm thần phân liệt	0.092	0.880	0.435
schizophrenic	tâm thần phân liệt	0.102	0.958	0.433
schlep	schlep	0.302	0.426	0.382
schmuck	NO TRANSLATION	0.363	0.412	0.375
schnapps	schnapps	0.583	0.567	0.417
schnitzel	schnitzel	0.365	0.430	0.382
scholar	học giả	0.694	0.421	0.731
scholarly	học thuật	0.750	0.466	0.709
scholarship	học bổng	0.866	0.490	0.625
scholastic	học thuật	0.500	0.470	0.491
school	trường học	0.765	0.423	0.633
schoolboy	học sinh	0.623	0.385	0.441
schoolgirl	nữ sinh	0.760	0.521	0.415
schoolhouse	trường học	0.602	0.407	0.672
schooling	đi học	0.582	0.462	0.640
schoolmaster	hiệu trưởng	0.667	0.368	0.852
schoolteacher	NO TRANSLATION	0.521	0.380	0.632
schoolwork	việc học	0.479	0.500	0.481
schoolyard	sân trường	0.684	0.529	0.440
schooner	schooner	0.635	0.408	0.427
sciatica	đau thân kinh toạ	0.286	0.443	0.393
science	khoa học	0.588	0.429	0.741
scientific	thuộc về khoa học	0.653	0.510	0.836
scientist	nhà khoa học	0.562	0.500	0.790
scifi	scifi	0.592	0.570	0.394
scintilla	NO TRANSLATION	0.476	0.528	0.385
scintillating	sờn	0.650	0.736	0.612
scintillation	sự nhấp nháy	0.576	0.579	0.573
scintillator	scintillator	0.583	0.670	0.510
scion	chồi	0.490	0.380	0.451
scissors	cây kéo	0.458	0.462	0.302
scoff	chế nhạo	0.125	0.686	0.306
scold	mắng	0.194	0.755	0.626
scolding	la mắng	0.071	0.833	0.417
scone	scone	0.418	0.287	0.229
scoop	muỗng, xúc	0.583	0.543	0.640
scoot	sự đánh nhau	0.510	0.490	0.412
scooter	xe tay ga	0.510	0.587	0.371
scope	phạm vi	0.656	0.386	0.718
scorch	scorch	0.214	0.689	0.491
scorching	thiêu đốt	0.406	0.635	0.464
score	ghi bàn	0.670	0.388	0.589
scoreboard	bảng điểm	0.667	0.484	0.472
scorer	người ghi bàn	0.730	0.608	0.764
scores	điểm số	0.594	0.469	0.629
scorn	khinh bỉ	0.110	0.721	0.356
scorned	khinh bỉ	0.062	0.529	0.226
scornful	khinh bỉ	0.173	0.608	0.368
scorpion	bọ cạp	0.198	0.745	0.600
scotch	scotch	0.578	0.520	0.615
scoundrel	scoundrel	0.094	0.740	0.412
scour	vết sẹo	0.388	0.602	0.632
scourge	tai họa	0.214	0.640	0.302
scout	trinh sát	0.656	0.611	0.763
scowl	cau có	0.302	0.600	0.413
scrabble	gải	0.625	0.412	0.399
scram	scram	0.306	0.485	0.409
scramble	tranh giành	0.469	0.744	0.500
scrambled	tranh giành	0.451	0.535	0.539
scrambler	người lừa đảo	0.417	0.550	0.444
scrambling	xáo trộn	0.421	0.810	0.731
scrap	sắt vụn	0.156	0.339	0.173
scrapbook	sổ lưu niệm	0.562	0.274	0.432
scrape	cạo	0.365	0.615	0.384
scrapie	đồ cạo	0.306	0.706	0.231
scraping	cạo	0.265	0.479	0.305
scrappy	khờ dại	0.301	0.375	0.406
scratch	vết trầy	0.276	0.625	0.270
scratchy	trầy xước	0.235	0.610	0.436
scrawny	scrawny	0.276	0.422	0.245
scream	hét lên	0.188	0.863	0.594
screamer	chim kêu	0.156	0.670	0.392
screaming	la hét	0.245	0.901	0.460
screech	kêu lên	0.214	0.802	0.306
screen	màn	0.670	0.300	0.417
screening	sàng lọc	0.562	0.570	0.709
screenplay	kịch bản	0.500	0.406	0.518
screenwriter	biên kịch	0.571	0.500	0.712
screw	Đinh ốc	0.385	0.460	0.377
screwball	screwball	0.271	0.680	0.505
screwdriver	Cái vặn vít	0.520	0.519	0.439
screwed	hơi say	0.302	0.520	0.464
screwy	hơi say	0.344	0.596	0.450
screwyou	NO TRANSLATION	0.260	0.647	0.509
scribble	viết nguệch ngoạc	0.429	0.453	0.358
scribe	người ghi chép	0.541	0.264	0.491
scrimmage	scrimmage	0.367	0.660	0.411
scrip	scrip	0.430	0.462	0.455
script	kịch bản	0.610	0.450	0.527
scriptural	thánh thư	0.551	0.250	0.596
scripture	thánh thư	0.745	0.270	0.630
scroll	cuộn	0.375	0.630	0.409
scrotum	bìu	0.396	0.653	0.361
scrounge	scrounge	0.210	0.565	0.397
scrounger	kẻ lừa đảo	0.323	0.490	0.358
scrub	chà	0.417	0.420	0.500
scruffy	nhăn nhó	0.194	0.435	0.176
scrumptious	hảo hạng	0.959	0.650	0.566
scrupulous	chu đáo	0.545	0.685	0.602
scrutinize	xem xét kỹ lưỡng	0.458	0.587	0.573
scrutiny	sự giám sát	0.500	0.653	0.658
scuba	scuba	0.542	0.494	0.456
scuff	chùi chân	0.165	0.560	0.376
scuffle	xáo trộn	0.146	0.800	0.529
scullery	scullery	0.469	0.337	0.353
sculptor	nhà điêu khắc	0.653	0.431	0.694
sculpture	điêu khắc	0.750	0.346	0.490
sculptured	điêu khắc	0.708	0.373	0.557
scum	cặn bã	0.357	0.380	0.218
scumbag	scumbag	0.240	0.591	0.278
scurry	rùng mình	0.398	0.647	0.509
scurvy	ghê tởm	0.354	0.462	0.312
scuttle	đánh bóng	0.438	0.398	0.430
sea	biển	0.833	0.353	0.589
seaboard	biển	0.663	0.356	0.507
seafood	Hải sản	0.656	0.500	0.328
seagull	chim mòng biển	0.635	0.245	0.314
seal	niêm phong	0.490	0.218	0.518
seals	con dấu	0.412	0.241	0.402
seam	đường may	0.427	0.250	0.414
seaman	seaman	0.520	0.510	0.672
seamless	liền mạch	0.459	0.140	0.302
seamstress	thợ may	0.535	0.288	0.389
seaport	cảng biển	0.594	0.317	0.491
sear	sear	0.490	0.553	0.600
search	Tìm kiếm	0.635	0.580	0.462
searching	đang tìm kiếm	0.534	0.657	0.466
searchlight	tìm kiếm	0.622	0.510	0.552
seared	seared	0.229	0.410	0.398
seashore	bờ biển	0.796	0.310	0.375
seasick	say sóng	0.115	0.683	0.245
seaside	bên bờ biển	0.887	0.520	0.508
season	Mùa	0.792	0.410	0.519
seasonal	theo mùa	0.592	0.273	0.305
seasoned	dày dạn	0.812	0.570	0.509
seasoning	đồ gia vị	0.633	0.388	0.479
seat	ghế	0.542	0.281	0.434
seatbelt	dây an toàn	0.656	0.314	0.726
seating	chỗ ngồi	0.552	0.265	0.286
seawater	nước biển	0.760	0.197	0.491
seaweed	rong biển	0.446	0.286	0.382
sec	giây	0.490	0.385	0.380
secession	ly khai	0.323	0.561	0.509
secluded	hẻo lánh	0.357	0.265	0.240
seclusion	tách biệt	0.230	0.558	0.505
second	thứ hai	0.490	0.210	0.250
second cousin	anh em họ thứ hai	0.698	0.360	0.441
secondary	thứ hai	0.636	0.375	0.260
secondhand	cũ	0.194	0.389	0.283
secrecy	bí mật	0.294	0.549	0.475
secret	bí mật	0.479	0.580	0.509
secretariat	ban thư ký	0.518	0.459	0.597
secretary	Thư ký	0.612	0.426	0.561
secrete	tiết ra	0.427	0.567	0.518
secretion	bài tiết	0.354	0.582	0.529
secretive	bí mật	0.390	0.250	0.538
secretly	bí mật	0.525	0.404	0.479
sect	giáo phái	0.265	0.667	0.526
sectarian	giáo phái	0.260	0.606	0.517
section	phần	0.500	0.269	0.421
sectional	cắt	0.427	0.415	0.464
sector	ngành	0.594	0.190	0.569
secular	thế tục	0.463	0.461	0.520
secularism	chủ nghĩa thế tục	0.367	0.440	0.559
secure	đảm bảo	0.844	0.380	0.914
securities	chứng khoán	0.750	0.304	0.852
security	Bảo vệ	0.837	0.360	0.821
sedan	NO TRANSLATION	0.480	0.423	0.680
sedate	nghiêm trang	0.656	0.157	0.345
sedation	sự an thần	0.510	0.270	0.398
sedative	thuốc an thần	0.314	0.273	0.352
sedentary	ít vận động	0.292	0.185	0.273
sedge	trầm tích	0.406	0.396	0.339
sediment	trầm tích	0.438	0.306	0.372
sedimentary	trầm tích	0.398	0.265	0.500
sedition	sự quyến rũ	0.327	0.557	0.591
seduce	quyến rũ	0.462	0.864	0.689
seducer	quyến rũ	0.704	0.812	0.775
seducing	quyến rũ	0.569	0.794	0.708
seduction	sự quyến rũ	0.510	0.891	0.618
seductive	quyến rũ	0.771	0.821	0.667
see	xem	0.635	0.269	0.312
seed	hạt giống	0.656	0.135	0.306
seedling	cây giống	0.406	0.343	0.423
seeds	hạt giống	0.731	0.269	0.418
seedy	giống	0.229	0.390	0.325
seek	tìm kiếm	0.622	0.429	0.482
seeker	người tìm kiếm	0.646	0.464	0.553
seem	hình như	0.471	0.302	0.298
seemingly	có vẻ	0.490	0.410	0.356
seer	tiên kiến	0.604	0.481	0.740
seesaw	chơi đu	0.570	0.559	0.410
seething	mọc răng	0.312	0.821	0.642
segment	phân đoạn	0.469	0.290	0.440
segregate	tách biệt	0.290	0.627	0.440
segregated	tách biệt	0.164	0.575	0.411
segregation	sự phân biệt	0.302	0.545	0.390
seismic	địa chấn	0.323	0.925	0.578
seize	tịch thu	0.656	0.644	0.673
seizure	co giật	0.177	0.775	0.462
seldom	hiếm khi	0.323	0.379	0.287
select	lựa chọn	0.615	0.406	0.602
selection	lựa chọn	0.594	0.340	0.595
selective	chọn lọc	0.612	0.347	0.706
selectman	người chọn lựa	0.552	0.547	0.609
selenium	selen	0.469	0.408	0.336
self	bản thân	0.704	0.370	0.500
selfharm	NO TRANSLATION	0.350	0.620	0.407
selfish	ích kỷ	0.061	0.637	0.495
selfishness	tính vị kỷ	0.200	0.686	0.453
selfless	vị tha	0.521	0.235	0.396
selflove	NO TRANSLATION	0.854	0.630	0.661
selfworth	NO TRANSLATION	0.704	0.460	0.594
sell	bán	0.618	0.608	0.605
seller	người bán	0.635	0.471	0.635
sellout	bán hết	0.398	0.490	0.465
seltzer	seltzer	0.448	0.452	0.406
semantics	ngữ nghĩa	0.698	0.394	0.569
semaphore	semaphore	0.552	0.374	0.598
semblance	semblance	0.500	0.471	0.442
semen	tinh dịch	0.500	0.755	0.471
semester	học kỳ	0.521	0.327	0.482
semi	bán	0.296	0.345	0.304
semiautomatic	NO TRANSLATION	0.469	0.510	0.522
semicolon	dấu chấm phẩy	0.378	0.255	0.318
seminal	tinh dịch	0.459	0.413	0.566
seminar	hội thảo	0.583	0.360	0.623
seminary	chủng viện	0.594	0.367	0.589
semiotics	semiotics	0.449	0.417	0.596
senate	Thượng nghị viện	0.490	0.349	0.836
senator	thượng nghị sĩ	0.391	0.422	0.821
send	gửi	0.663	0.480	0.537
sender	người gửi	0.542	0.449	0.509
senescence	lão hóa	0.378	0.456	0.394
senile	già yếu	0.280	0.211	0.305
senior	cao cấp	0.561	0.415	0.536
seniority	thâm niên	0.408	0.427	0.602
senor	senor	0.527	0.217	0.630
senorita	senorita	0.765	0.550	0.500
sensation	cảm giác	0.781	0.663	0.673
sensational	giật gân	0.938	0.827	0.858
sense	giác quan	0.781	0.417	0.474
senseless	vô tri	0.125	0.388	0.136
senses	giác quan	0.740	0.461	0.693
sensibility	sự nhạy bén	0.583	0.423	0.448
sensible	hợp lý	0.625	0.454	0.312
sensibly	hợp lý	0.786	0.337	0.396
sensitive	nhạy cảm	0.714	0.426	0.254
sensitivity	nhạy cảm	0.750	0.417	0.395
sensor	cảm biến	0.571	0.377	0.542
sensory	cảm giác	0.583	0.480	0.442
sensual	gợi cảm	0.730	0.790	0.642
sensuality	sự gợi cảm	0.844	0.840	0.632
sensuous	gợi cảm	0.854	0.798	0.625
sentence	kết án	0.625	0.265	0.548
sentencing	kết án	0.120	0.782	0.561
sentient	bệnh nhân	0.583	0.417	0.363
sentiment	tình cảm	0.765	0.451	0.639
sentimental	tình cảm	0.583	0.378	0.312
sentimentality	tình cảm	0.771	0.548	0.319
sentinel	sentinel	0.531	0.602	0.845
sentry	sentry	0.470	0.547	0.684
separable	có thể chia	0.469	0.390	0.368
separate	tách rời	0.240	0.514	0.349
separately	riêng biệt	0.310	0.365	0.368
separation	tách biệt	0.198	0.592	0.409
separatist	người ly khai	0.245	0.627	0.537
sepia	nâu đỏ	0.448	0.270	0.345
sepsis	nhiễm trùng huyết	0.229	0.452	0.327
sept	sept	0.521	0.333	0.361
septic	tự hoại	0.281	0.462	0.425
septum	vách ngăn	0.276	0.423	0.410
sequel	phần tiếp theo	0.650	0.480	0.574
sequence	trình tự	0.543	0.350	0.529
sequent	liên tục	0.531	0.423	0.591
sequestered	cô lập	0.160	0.863	0.427
sequestration	sự cô lập	0.177	0.860	0.500
serenade	serenade	0.875	0.570	0.491
serendipity	sự may mắn	0.677	0.413	0.500
serene	thanh thản	0.802	0.132	0.370
serenity	thanh thản	0.900	0.122	0.557
sergeant	trung sĩ	0.408	0.600	0.833
serial	nối tiếp	0.469	0.350	0.472
serialize	tuần tự hóa	0.500	0.455	0.593
series	loạt	0.622	0.431	0.420
serif	serif	0.531	0.417	0.415
serious	nghiêm trọng	0.500	0.455	0.619
seriousness	sự nghiêm túc	0.439	0.365	0.750
sermon	bài giảng	0.417	0.507	0.615
serpent	con rắn	0.115	0.696	0.679
serpentine	serpentine	0.576	0.646	0.329
serrated	răng cưa	0.388	0.435	0.418
serum	huyết thanh	0.520	0.231	0.443
servant	người hầu	0.340	0.408	0.331
serve	phục vụ	0.622	0.400	0.384
server	máy chủ	0.656	0.356	0.536
service	dịch vụ	0.684	0.408	0.535
serviceable	có thể phục vụ	0.834	0.400	0.684
servile	phục vụ	0.439	0.327	0.415
servitude	sự phục vụ	0.250	0.490	0.250
sesame	mè	0.673	0.250	0.382
sess	NO TRANSLATION	0.418	0.481	0.411
session	phiên	0.510	0.481	0.491
sessions	phiên	0.646	0.578	0.650
set	bộ	0.521	0.482	0.630
setback	thất bại	0.198	0.451	0.250
sett	NO TRANSLATION	0.560	0.413	0.500
setter	setter	0.541	0.455	0.473
settle	dàn xếp	0.833	0.520	0.772
settled	định cư	0.521	0.510	0.473
settlement	giải quyết	0.635	0.412	0.723
settler	người định cư	0.573	0.453	0.519
settlor	settlor	0.531	0.434	0.534
setup	thiết lập	0.667	0.398	0.635
seven	bảy	0.672	0.265	0.373
seventeen	mười bảy	0.585	0.296	0.321
seventh	thứ bảy	0.500	0.245	0.288
seventy	bảy mươi	0.625	0.353	0.446
sever	cắt đứt	0.156	0.635	0.451
severable	có thể cắt	0.406	0.451	0.398
severally	nghiêm trọng	0.719	0.298	0.600
severance	sự cắt giảm	0.396	0.620	0.541
severe	nghiêm trọng	0.164	0.735	0.635
severely	nghiêm khắc	0.219	0.673	0.700
severity	mức độ nghiêm trọng	0.260	0.712	0.661
sew	may	0.510	0.340	0.340
sewage	nước thải	0.255	0.343	0.339
sewer	cống	0.286	0.367	0.282
sewerage	hệ thống thoát nước	0.208	0.450	0.198
sewing	May	0.625	0.337	0.356
sex	tình dục	0.803	0.939	0.704
sexist	người quan hệ tình dục	0.255	0.798	0.411
sexual	tình dục	0.584	0.959	0.640
sexuality	tình dục	0.670	0.898	0.657
sexy	gợi cảm	0.865	0.945	0.802
shabby	tồi tàn	0.235	0.519	0.259
shack	shack	0.396	0.425	0.339
shackle	còng	0.276	0.580	0.414
shade	bóng râm	0.388	0.265	0.278
shades	sắc thái	0.490	0.300	0.380
shading	che nắng	0.420	0.324	0.318
shadow	bóng	0.302	0.343	0.158
shadowy	vong linh	0.135	0.373	0.330
shady	râm	0.323	0.509	0.375
shaft	trục	0.549	0.275	0.472
shag	xù xì	0.417	0.462	0.340
shaggy	xù xì	0.510	0.302	0.321
shake	lắc	0.439	0.689	0.539
shakedown	sự lột xác	0.286	0.692	0.481
shaken	lung lay	0.344	0.657	0.333
shaker	shaker	0.520	0.728	0.518
shaking	lắc lư	0.275	0.849	0.255
shaky	lung lay	0.260	0.734	0.223
shall	sẽ	0.510	0.385	0.412
shallow	nông	0.427	0.298	0.351
shallows	canh	0.388	0.368	0.368
sham	giả	0.354	0.602	0.395
shaman	pháp sư	0.490	0.531	0.604
shambles	vụng về	0.271	0.696	0.287
shame	xấu hổ	0.060	0.670	0.155
shamed	xấu hổ	0.135	0.567	0.218
shameful	đáng xấu hổ	0.040	0.680	0.264
