Word	Kazakh-kk	Valence	Arousal	Dominance
spinner	спинер	0.458	0.593	0.471
spinning	айналдыру	0.594	0.610	0.481
spinster	спинстер	0.357	0.368	0.345
spiny	шірік	0.167	0.639	0.528
spiral	спираль	0.490	0.624	0.361
spire	спираль	0.354	0.358	0.389
spirit	рух	0.786	0.370	0.621
spirited	жанданған	0.854	0.587	0.734
spirits	спирттер	0.583	0.847	0.545
spiritual	рухани	0.938	0.327	0.564
spirituality	руханилық	0.865	0.281	0.667
spit	түкіру	0.149	0.545	0.436
spite	қарамастан	0.080	0.600	0.317
spiteful	жалған	0.073	0.710	0.330
spitfire	спитфайр	0.233	0.623	0.566
spittoon	спитцон	0.276	0.426	0.280
splash	шашырау	0.521	0.412	0.281
splat	спрот	0.510	0.433	0.385
splatter	шашырау	0.312	0.596	0.352
spleen	көкбауыр	0.448	0.255	0.396
splendid	керемет	0.896	0.740	0.810
splendor	әдемілік	0.927	0.612	0.850
splice	бөлік	0.386	0.460	0.377
spline	сплайн	0.490	0.398	0.407
splint	сплинт	0.179	0.400	0.343
splinter	жыртқыш	0.136	0.422	0.325
split	Сызат	0.344	0.618	0.410
splitting	бөлу	0.188	0.598	0.375
splurge	сплайга	0.365	0.481	0.542
spoil	бүлінген	0.146	0.723	0.328
spoiler	спойлер	0.347	0.527	0.380
spoiling	бүлінген	0.135	0.678	0.306
spoils	бүлінген	0.388	0.760	0.481
spoke	сөйледі	0.635	0.433	0.483
spoken	сөйлейтін	0.551	0.363	0.545
spokesman	өкілі	0.720	0.480	0.611
spokesperson	баяндамашы	0.573	0.453	0.615
sponge	губка	0.551	0.192	0.219
spongy	жіңішке	0.469	0.324	0.344
sponsor	демеуші	0.729	0.537	0.800
sponsorship	демеушілік	0.854	0.608	0.696
spontaneity	өздігінен	0.817	0.698	0.655
spontaneous	өздігінен	0.780	0.578	0.655
spoof	шабуыл	0.490	0.594	0.381
spook	қоқан-лоқы	0.327	0.887	0.322
spooky	сұмдық	0.104	0.858	0.380
spool	спул	0.397	0.389	0.312
spoon	қасық	0.479	0.236	0.259
spoonful	қасық	0.582	0.208	0.308
sporadic	спорадический	0.333	0.394	0.500
spore	спор	0.480	0.408	0.231
sport	спорт	0.865	0.700	0.657
sporting	спорт	0.917	0.656	0.675
sports	спорт	0.833	0.683	0.587
sports car	спорттық машина	0.759	0.696	0.669
sportsman	спортшы	0.755	0.735	0.713
sportsmanship	спорт шеберлігі	0.890	0.582	0.694
sportswriter	спортшы	0.760	0.551	0.566
sporty	спорттық	0.735	0.713	0.648
spot	орын	0.510	0.180	0.336
spotless	мінсіз	0.792	0.327	0.726
spotlight	назар аударыңыз	0.688	0.353	0.519
spotted	анықталған	0.354	0.472	0.295
spotter	спекер	0.542	0.491	0.644
spotty	аққу	0.281	0.606	0.241
spousal	жұбайы	0.656	0.582	0.632
spouse	жұбайым	0.750	0.600	0.645
spout	шұңқыр	0.438	0.357	0.309
sprain	сіңіреді	0.063	0.580	0.384
sprawl	кеңейту	0.600	0.596	0.672
spray	спрей	0.438	0.410	0.333
spread	тарату	0.570	0.583	0.651
spreader	таратушы құрал	0.510	0.480	0.500
spree	шпион	0.564	0.663	0.474
spring	көктем	0.837	0.370	0.481
springtime	көктемгі уақытта	0.837	0.439	0.722
sprinkle	себіңіз	0.635	0.404	0.380
sprinkler	спринклер	0.510	0.434	0.473
sprinkling	су шашу	0.677	0.510	0.466
sprint	спринт	0.549	0.649	0.528
sprite	спрайт	0.561	0.438	0.625
sprout	өсімдік	0.582	0.565	0.443
spruce	шырша	0.604	0.288	0.380
spud	спуд	0.403	0.423	0.349
spunk	күлді	0.438	0.632	0.473
spunky	жұлдыру	0.646	0.879	0.755
spur	ынталандыру	0.378	0.545	0.340
spurious	жалған	0.178	0.480	0.343
spurred	күшті болды	0.562	0.684	0.472
spurt	жұлдыру	0.448	0.550	0.475
spy	тыңшы	0.260	0.686	0.530
squabble	соққы	0.173	0.850	0.500
squad	команда	0.552	0.711	0.806
squadron	эскадрон	0.469	0.686	0.787
squall	сквал	0.191	0.833	0.655
squamous	скважиналар	0.344	0.446	0.418
squander	сарқылмас	0.240	0.755	0.529
square	шаршы метр	0.509	0.340	0.291
squash	сквош	0.531	0.667	0.410
squat	шіркеу	0.330	0.550	0.453
squatter	скотер	0.390	0.361	0.565
squaw	қисық	0.428	0.441	0.398
squawk	соққы	0.265	0.480	0.245
squeak	күледі	0.271	0.679	0.300
squeaky	күлкілі	0.229	0.771	0.367
squeal	шірік	0.250	0.731	0.375
squealer	squealer	0.541	0.519	0.330
squeamish	сынған	0.176	0.656	0.453
squeeze	сығымдау	0.458	0.676	0.532
squeezing	қысу	0.260	0.598	0.557
squelch	тоқтату	0.271	0.510	0.462
squid	кальмар	0.497	0.398	0.357
squint	қисық	0.385	0.461	0.452
squire	квадрат	0.479	0.459	0.710
squirm	қысу	0.235	0.824	0.373
squirrel	тұмсық	0.592	0.358	0.333
squirt	фризис	0.406	0.460	0.255
squish	сквош	0.260	0.788	0.481
squishy	сыпайы	0.516	0.333	0.307
stab	стеб	0.167	0.882	0.595
stabbed	соқтығысқан	0.031	0.875	0.431
stability	тұрақтылық	0.812	0.264	0.849
stabilize	тұрақтандыру	0.839	0.427	0.722
stabilizer	тұрақтандырғыш	0.688	0.353	0.767
stable	тұрақты	0.725	0.204	0.735
staccato	стаккато	0.396	0.500	0.427
stack	стек	0.470	0.282	0.427
stadium	стадион	0.635	0.679	0.611
staff	қызметкерлер	0.745	0.274	0.627
stag	саты	0.594	0.250	0.389
stage	сатысы	0.592	0.306	0.473
stagecoach	стагекоак	0.516	0.519	0.627
stagehand	кезеңі	0.420	0.684	0.555
stagger	еріксіз	0.531	0.620	0.458
staggering	таңқаларлық	0.520	0.657	0.683
stagnant	тоқырау	0.300	0.500	0.208
stagnation	тоқырау	0.276	0.324	0.396
staid	тұрақты	0.385	0.290	0.634
stain	дақ	0.453	0.324	0.264
stained	боялған	0.245	0.460	0.209
stainless	баспайтын	0.594	0.329	0.618
stair	баспалдақ	0.375	0.354	0.345
staircase	баспалдақ	0.469	0.347	0.440
stairs	баспалдақтар	0.510	0.439	0.342
stairway	баспалдақ	0.562	0.510	0.407
stairwell	баспалдақ	0.510	0.292	0.333
stake	үлесі	0.406	0.608	0.460
stakeout	мүдделі тарап	0.344	0.546	0.600
stale	ескірген	0.235	0.461	0.286
stalemate	тозуы	0.296	0.354	0.267
stalk	сабақ	0.436	0.272	0.395
stalker	Сталкер	0.177	0.930	0.639
stall	тұрақ	0.370	0.245	0.292
stallion	айғыр	0.628	0.596	0.779
stalls	дүңгіршектер	0.582	0.378	0.451
stalwart	тоқтаусыз	0.812	0.430	0.691
stamina	төзімділік	0.664	0.694	0.877
stamp	мөртабан	0.438	0.327	0.441
stampede	белгісі	0.235	0.875	0.683
stance	ұстаным	0.604	0.333	0.609
stand	тұру	0.600	0.324	0.509
standard	стандартты	0.673	0.143	0.605
standardize	стандарттау	0.684	0.353	0.729
standardized	стандартталған	0.610	0.324	0.607
standby	қал	0.260	0.224	0.386
standing	тұрды	0.604	0.317	0.425
standoff	тұрақсыздық	0.333	0.840	0.558
standpoint	тұрғысынан	0.585	0.388	0.652
standstill	тоқтаусыз	0.441	0.203	0.500
standup	тұру	0.633	0.583	0.550
stanza	лента	0.612	0.343	0.297
staph	staph	0.375	0.480	0.412
staple	қапсырмалар	0.542	0.306	0.438
stapler	степлер	0.370	0.264	0.394
star	жұлдыз	0.833	0.418	0.560
star fruit	жұлдызды жеміс	0.701	0.433	0.427
starboard	бортқа	0.531	0.388	0.558
starch	крахмал	0.507	0.354	0.312
stardom	старом	0.844	0.786	0.689
stardust	қасақана	0.843	0.410	0.549
stare	қарашы	0.541	0.430	0.538
starfish	теңіз жұлдызы	0.680	0.320	0.421
stargazing	ашкөздік	0.802	0.461	0.709
staring	қарайтын	0.542	0.306	0.423
stark	қате	0.330	0.630	0.577
starlet	жұлдызша	0.806	0.471	0.587
starlight	жұлдызды жарық	0.908	0.368	0.611
starling	жарқырау	0.500	0.490	0.514
starry	жұлдызды	0.438	0.643	0.434
stars	жұлдыздар	0.796	0.521	0.484
starship	starship	0.740	0.719	0.704
start	бастау	0.684	0.430	0.589
starter	стартер	0.667	0.461	0.827
startle	сұмдық	0.276	0.817	0.417
startled	таң қалдырды	0.333	0.865	0.526
startling	таңқаларлық	0.750	0.768	0.830
starvation	аштық	0.240	0.592	0.284
starve	Ашық	0.073	0.729	0.402
starved	аштық	0.097	0.689	0.219
starving	аштық	0.163	0.670	0.336
stash	қоқыс	0.344	0.630	0.361
stat	стат	0.479	0.460	0.395
state	жағдайы	0.562	0.320	0.604
stately	әдемі	0.830	0.728	0.915
statement	өтініш	0.688	0.608	0.825
stateroom	жатын бөлмесі	0.653	0.380	0.441
stateside	штаттағы мемлекет	0.643	0.480	0.708
statesman	мемлекеттік қайраткер	0.510	0.490	0.736
static	статикалық	0.297	0.250	0.366
staticky	NO TRANSLATION	0.357	0.278	0.358
statics	статика	0.542	0.290	0.527
station	станция	0.688	0.367	0.519
stationary	стационарлық	0.408	0.240	0.484
stationery	кеңсе тауарлары	0.570	0.120	0.455
statistic	статистика	0.508	0.420	0.609
statistical	статистикалық	0.714	0.353	0.627
statistician	статистик	0.571	0.360	0.703
stator	статор	0.281	0.453	0.557
statuary	мүсін	0.561	0.281	0.500
statue	ескерткіш	0.542	0.153	0.570
statuette	мүсінше	0.677	0.433	0.518
stature	ұзындығы	0.470	0.353	0.664
status	мәртебесі	0.658	0.377	0.588
statute	жарғы	0.592	0.330	0.673
statutory	жарғылық	0.510	0.376	0.539
staunch	тұрақты	0.480	0.363	0.833
stave	стеб	0.417	0.333	0.424
stay	тұру	0.604	0.275	0.516
stayaway	NO TRANSLATION	0.369	0.284	0.526
stayed	қалды	0.497	0.270	0.395
stays	қалады	0.633	0.363	0.564
stead	орнына	0.551	0.214	0.510
steadfast	берік	0.771	0.433	0.800
steady	тұрақты	0.680	0.186	0.763
steak	стейк	0.625	0.359	0.315
steakhouse	стакан	0.802	0.379	0.547
steal	ұрлау	0.021	0.856	0.528
stealing	ұрлау	0.086	0.913	0.455
stealth	жасырын	0.520	0.270	0.452
stealthily	жасырын түрде	0.763	0.294	0.458
stealthy	жасырын	0.380	0.363	0.534
steam	бу	0.469	0.413	0.421
steamboat	бумен қайық	0.708	0.500	0.633
steamer	бумен пісіргіш	0.510	0.442	0.528
steaming	бумен пісіру	0.592	0.553	0.402
steamroller	бумен қозғалтқышы	0.396	0.567	0.667
steamship	бумен қамтамасыз ету	0.469	0.490	0.569
steamy	буды	0.479	0.538	0.445
steel	болат	0.521	0.420	0.714
steep	тіке	0.312	0.612	0.321
steeple	таяқша	0.625	0.519	0.500
steer	басқарыңыз	0.469	0.490	0.527
steering	рульдік басқару	0.580	0.431	0.660
stellar	жұлдызды	0.796	0.580	0.769
stem	сабақ	0.615	0.191	0.336
stench	нәжіс	0.104	0.570	0.298
stencil	трафарет	0.500	0.327	0.421
stenographer	стенограф	0.510	0.408	0.589
step	қадам	0.531	0.321	0.347
stepdaughter	өгей	0.510	0.510	0.432
stepfather	өгей әке	0.396	0.491	0.611
stepmother	өгей анасы	0.427	0.530	0.484
steppe	дала	0.427	0.321	0.379
steps	қадамдар	0.511	0.349	0.373
stepson	ұл бала	0.614	0.406	0.480
stereo	стерео	0.617	0.519	0.500
stereoscopic	стереоскопиялық	0.363	0.417	0.574
stereotype	стереотип	0.151	0.422	0.612
stereotyped	стереотиптер	0.375	0.510	0.436
sterile	стерильді	0.302	0.471	0.291
sterility	стерилділік	0.201	0.519	0.414
sterilize	стерилизациялау	0.406	0.510	0.520
sterling	стерлинг	0.529	0.481	0.615
stern	қатты	0.552	0.394	0.415
sternum	стернум	0.520	0.422	0.436
steroid	стероид	0.360	0.706	0.681
stethoscope	стетоскоп	0.427	0.377	0.490
stew	Бұқтырылған	0.667	0.373	0.250
steward	кемедегі жолсерік	0.633	0.238	0.550
stewardess	стюардесс	0.625	0.491	0.491
stewardship	басқарушы	0.551	0.440	0.617
stfu	stfu	0.292	0.500	0.390
stick	таяқша	0.396	0.364	0.382
sticker	жапсырма	0.583	0.306	0.346
sticking	жабысқақ	0.486	0.425	0.356
stickler	stickler	0.385	0.471	0.417
stickup	шығып тұру	0.453	0.537	0.434
sticky	жабысқақ	0.385	0.569	0.292
stiff	қатаң	0.158	0.459	0.569
stiffen	қаттылық	0.360	0.582	0.719
stiffness	қаттылық	0.323	0.500	0.657
stifle	ұрып-соғу	0.240	0.764	0.427
stifled	ұрланған	0.229	0.731	0.193
stifling	сілкініс	0.163	0.858	0.608
stigma	стигма	0.327	0.500	0.470
stile	NO TRANSLATION	0.750	0.359	0.691
stiletto	stiletto	0.396	0.430	0.427
stillbirth	өлі бала	0.092	0.809	0.291
stillborn	өлі туылған	0.271	0.519	0.337
stillness	тыныштық	0.729	0.125	0.339
stillwaiting	NO TRANSLATION	0.344	0.393	0.420
stilts	стилі	0.439	0.577	0.300
stimulant	стимулятор	0.441	0.794	0.745
stimulate	ынталандыру	0.792	0.798	0.754
stimulating	ынталандыру	0.740	0.804	0.809
stimulation	ынталандыру	0.708	0.821	0.702
stimulus	ынталандыру	0.771	0.779	0.750
sting	стинг	0.163	0.651	0.373
stinger	стингер	0.279	0.625	0.508
stinging	бөртпе	0.260	0.730	0.459
stingy	сыпайы	0.094	0.548	0.283
stink	сықақ	0.042	0.481	0.180
stinker	стакан	0.163	0.567	0.275
stinking	ұят	0.041	0.657	0.264
stinky	нәзік	0.092	0.558	0.176
stint	тоқтап тұрыңыз	0.490	0.326	0.342
stipend	стипендия	0.604	0.546	0.614
stipulate	ескеру қажет	0.570	0.546	0.623
stipulation	шарт	0.469	0.622	0.654
stir	араластырыңыз	0.448	0.773	0.453
stirring	араластыру	0.582	0.702	0.558
stitch	стежка	0.306	0.538	0.357
stitching	тігу	0.510	0.382	0.345
stock	қор	0.594	0.418	0.407
stockade	шатырланған	0.375	0.402	0.500
stockbroker	stockbroker	0.417	0.676	0.802
stockholder	акционер	0.573	0.625	0.716
stocking	stocking	0.594	0.324	0.688
stockings	шұлықтар	0.458	0.365	0.382
stockpile	қорлар	0.542	0.315	0.425
stockroom	stockroom	0.562	0.312	0.406
stocks	қорлар	0.573	0.598	0.586
stoic	stoic	0.427	0.473	0.602
stole	ұрлап кеткен	0.135	0.760	0.384
stolen	ұрланған	0.156	0.646	0.308
stomach	асқазан	0.367	0.402	0.438
stomachache	асқазан ауруы	0.030	0.745	0.316
stomp	тоқырау	0.365	0.565	0.438
stomped	соққыға ұшырады	0.229	0.684	0.406
stone	тас	0.216	0.183	0.561
stoned	тасталған	0.177	0.796	0.375
stonewall	тасбақа	0.337	0.457	0.655
stoneware	тастан жасалған бұйымдар	0.458	0.300	0.443
stony	тасты	0.356	0.494	0.525
stooge	стоиге	0.438	0.406	0.163
stool	табурет	0.448	0.269	0.302
stools	табуреткалар	0.459	0.382	0.327
stoop	стоп	0.490	0.430	0.284
stoopid	stoopid	0.280	0.431	0.382
stop	Тоқта	0.280	0.510	0.490
stopover	аялдама	0.531	0.327	0.575
stoppage	тоқтату	0.224	0.491	0.445
stopper	тоқтатқыш	0.365	0.336	0.390
stopping	тоқтату	0.388	0.382	0.473
stopwatch	секундомер	0.469	0.521	0.482
storage	сақтау	0.698	0.406	0.564
store	дүкен	0.646	0.538	0.407
storefront	дүкенде	0.580	0.217	0.457
storehouse	қойма	0.570	0.250	0.491
storeroom	қойма	0.560	0.217	0.588
storing	сақтау	0.630	0.378	0.548
storm	дауыл	0.188	0.940	0.543
storming	шабуылдау	0.265	0.910	0.669
stormy	дауыл	0.146	0.870	0.562
story	оқиға	0.653	0.406	0.704
storybook	әңгіме кітабы	0.854	0.306	0.383
storyteller	әңгімелесуші	0.730	0.357	0.462
storytelling	әңгіме жазу	0.643	0.375	0.472
stound	стейн	0.490	0.473	0.446
stout	қатты	0.656	0.657	0.817
stove	пеш	0.466	0.391	0.405
stow	қойма	0.615	0.365	0.523
stowaway	жолаушының	0.224	0.481	0.357
straddle	тұрып қалған	0.306	0.550	0.444
straight	Түзу	0.667	0.298	0.669
straighten	түзетіңіз	0.677	0.500	0.685
straightforward	тікелей	0.780	0.150	0.380
straightway	тікелей	0.667	0.444	0.565
strain	штамм	0.190	0.750	0.380
strained	шиеленісті	0.122	0.656	0.580
strait	таяз	0.438	0.433	0.412
straitjacket	борты кескіш	0.224	0.719	0.579
straits	қақтығыстар	0.408	0.269	0.410
strand	жолақ	0.396	0.406	0.538
stranded	қапталған	0.292	0.459	0.219
strange	оғаш	0.314	0.663	0.395
stranger	бейтаныс адам	0.330	0.449	0.302
strangle	шегеді	0.094	0.927	0.527
strangulation	тітіркену	0.040	0.886	0.542
strap	белдемше	0.380	0.417	0.382
strapless	штамм	0.314	0.462	0.273
strapping	штамп	0.552	0.413	0.454
strata	қабаттар	0.500	0.457	0.411
strategic	стратегиялық	0.786	0.708	0.861
strategist	стратег	0.571	0.594	0.810
strategy	стратегиясы	0.704	0.667	0.858
stratification	стратификация	0.531	0.490	0.651
stratosphere	стратосфера	0.604	0.583	0.636
stratum	қабаты	0.365	0.307	0.510
stratus	стратус	0.448	0.520	0.509
straw	сабан	0.480	0.290	0.163
strawberry	құлпынай	0.833	0.270	0.336
stray	қасақана	0.133	0.760	0.281
streak	жолақ	0.440	0.608	0.511
streaked	сызылған	0.458	0.426	0.393
stream	ағым	0.449	0.537	0.559
streamer	ағым	0.615	0.530	0.429
streaming	тасқынды	0.592	0.481	0.582
streamline	ретке келтіру	0.656	0.573	0.618
street	көше	0.594	0.324	0.398
streetcar	трамвай	0.390	0.569	0.566
streetlight	көше шамдары	0.673	0.268	0.390
strength	күші	0.802	0.682	0.858
strengthen	нығайту	0.802	0.796	0.971
strengthening	нығайту	0.913	0.627	0.945
strenuous	шиеленісті	0.104	0.660	0.481
strep	строк	0.365	0.594	0.353
stress	стресс	0.173	0.843	0.317
stressed	деп атап өтті	0.167	0.740	0.502
stresses	кернеулер	0.115	0.817	0.396
stressfree	NO TRANSLATION	0.833	0.080	0.528
stressful	стрессті	0.153	0.873	0.389
stressin	NO TRANSLATION	0.146	0.810	0.367
stressing	стресс	0.163	0.866	0.462
stressrelief	NO TRANSLATION	0.627	0.417	0.475
stretch	созу	0.604	0.578	0.500
stretcher	сорғышы	0.438	0.196	0.295
stricken	қатал	0.163	0.720	0.368
strict	қатаң	0.500	0.646	0.878
stride	қадам	0.490	0.670	0.434
strife	дау-дамай	0.344	0.898	0.630
strike	ереуіл	0.271	0.811	0.571
strikeout	ереуіл	0.316	0.520	0.371
striker	шабуылшы	0.500	0.589	0.696
striking	таңқаларлық	0.357	0.827	0.657
strikingly	таңқаларлық түрде	0.690	0.684	0.811
string	жол	0.385	0.398	0.445
strings	жолдар	0.457	0.292	0.355
stringy	ішекті	0.430	0.510	0.527
strip	жолақ	0.427	0.500	0.436
stripe	жолақ	0.629	0.302	0.361
striped	жолақ	0.344	0.373	0.385
stripped	айырылған	0.255	0.615	0.278
stripper	стриптиз	0.625	0.848	0.453
striptease	стриптизі	0.607	0.918	0.608
strive	ұмтылыңыз	0.582	0.837	0.769
strobe	строб	0.490	0.633	0.537
stroke	инсульт	0.562	0.440	0.570
stroll	серуендеу	0.745	0.415	0.444
stroller	арбалар	0.786	0.398	0.314
strolling	серуендеу	0.755	0.515	0.340
strong	күшті	0.912	0.745	0.895
stronghold	тірек	0.708	0.636	0.954
strongly	қатты	0.630	0.817	0.885
structural	құрылымдық	0.582	0.425	0.690
structure	құрылым	0.562	0.356	0.712
strudel	струдель	0.627	0.417	0.397
struggle	күрес	0.365	0.820	0.741
strut	қаттылық	0.580	0.480	0.464
stub	stub	0.396	0.320	0.367
stubbed	қақталған	0.323	0.642	0.241
stubble	саңырауқұлақ	0.333	0.442	0.264
stubborn	қыңыр	0.157	0.702	0.575
stubbornness	төзімділік	0.156	0.673	0.508
stubby	тегіс	0.417	0.370	0.393
stucco	сылақ	0.439	0.292	0.279
stuck	кептеліп қалды	0.153	0.644	0.285
stuckup	NO TRANSLATION	0.281	0.480	0.363
stud	соққы	0.564	0.531	0.509
studded	шықты	0.396	0.412	0.425
student	студент	0.634	0.318	0.537
studied	оқыды	0.786	0.306	0.806
studio	студия	0.677	0.265	0.620
study	зерттеу	0.653	0.361	0.768
stuff	заттар	0.622	0.367	0.263
stuffed animal	жануарларға толтырылған	0.684	0.255	0.306
stuffing	толтыру	0.417	0.324	0.304
stuffy	тұман	0.323	0.615	0.406
stumble	Мүгедек	0.153	0.716	0.259
stump	қоқыс	0.449	0.510	0.340
stumped	соққыға ұшырады	0.344	0.604	0.392
stun	керемет	0.333	0.710	0.451
stunned	таң қалдырды	0.306	0.663	0.356
stunner	таңқаларлық	0.418	0.780	0.492
stunning	керемет	0.888	0.673	0.858
stunt	стунт	0.387	0.555	0.526
stunted	баяу	0.194	0.472	0.275
stuntman	стунтман	0.490	0.482	0.500
stupefaction	нашарлау	0.294	0.704	0.480
stupefy	қате	0.200	0.740	0.412
stupendous	керемет	0.823	0.690	0.798
stupid	ақылсыз	0.133	0.510	0.200
stupidity	ақылсыздық	0.060	0.418	0.151
stupidpeople	NO TRANSLATION	0.073	0.675	0.196
stupidrain	NO TRANSLATION	0.260	0.520	0.317
stupor	ступор	0.323	0.590	0.330
sturdy	күшті	0.580	0.642	0.824
sturgeon	бекіре балы	0.417	0.473	0.465
stutter	кептеліс	0.250	0.469	0.258
sty	стиль	0.296	0.500	0.225
style	стиль	0.745	0.472	0.586
styling	сәндеу	0.823	0.378	0.652
stylish	стильді	0.885	0.490	0.689
stylist	стилист	0.760	0.445	0.500
suave	суару	0.724	0.265	0.269
sub	суб	0.510	0.370	0.312
subatomic	субатомиялық	0.385	0.538	0.491
subcommittee	кіші комитет	0.396	0.467	0.600
subconscious	подсознание	0.531	0.375	0.415
subcutaneous	тері астынан	0.396	0.444	0.376
subdivide	бөлімшесі	0.538	0.433	0.348
subdivision	бөлімшесі	0.592	0.455	0.430
subduction	субдукция	0.350	0.569	0.445
subdue	бағындыру	0.275	0.640	0.784
subdued	бағындырды	0.236	0.463	0.223
subdural	субдуральді	0.381	0.491	0.425
subito	NO TRANSLATION	0.372	0.627	0.577
subject	пән	0.602	0.344	0.558
subjected	ұшырады	0.286	0.520	0.221
subjection	бағындыру	0.354	0.408	0.539
subjective	субъективті	0.510	0.350	0.432
subjugation	бағындыру	0.280	0.610	0.377
sublet	сублет	0.469	0.551	0.545
sublevel	кіші деңгей	0.365	0.298	0.333
sublimation	сублимация	0.510	0.390	0.538
sublime	ұлы	0.784	0.333	0.585
subliminal	сублиминалдық	0.410	0.528	0.464
submarine	суасты қайықтарында	0.572	0.481	0.549
submerge	кішігірім	0.517	0.643	0.456
submerged	су астында қалды	0.337	0.528	0.357
submersible	су астында қалуы мүмкін	0.406	0.459	0.540
submission	ұсыну	0.531	0.580	0.633
submissive	мұсылман	0.480	0.217	0.173
submit	жіберіңіз	0.635	0.448	0.500
submitting	жіберу	0.667	0.610	0.611
subordinate	бағынышты	0.276	0.392	0.121
subordination	бағындыру	0.270	0.527	0.343
subplot	субплот	0.469	0.413	0.446
subpoena	сот отырысы	0.281	0.634	0.555
subscribe	жазылу	0.660	0.344	0.591
subscriber	абонент	0.562	0.398	0.570
subscription	жазылу	0.583	0.333	0.651
subsequence	кейінгі	0.438	0.510	0.413
subsequent	кейіннен	0.449	0.385	0.400
subsequently	кейіннен	0.380	0.337	0.336
subservient	бағындыру	0.255	0.402	0.339
subset	Ішкі жиын	0.429	0.358	0.404
subside	азайған	0.375	0.308	0.209
subsidence	шөгу	0.320	0.509	0.452
subsidiary	еншілес ұйым	0.541	0.295	0.500
subsidize	субсидиялау	0.604	0.615	0.589
subsidy	субсидиялау	0.573	0.462	0.517
subsist	өмір сүру	0.573	0.418	0.472
subsistence	күнкөріс	0.510	0.404	0.491
subsoil	жер қойнауы	0.429	0.240	0.382
subspace	подпространство	0.470	0.453	0.475
substance	зат	0.615	0.422	0.528
substandard	стандартты емес	0.235	0.333	0.150
substantial	елеулі	0.590	0.490	0.690
substantially	айтарлықтай дәрежеде	0.646	0.471	0.684
substantiate	дәлелдеу	0.531	0.549	0.636
substantive	шынайы	0.500	0.350	0.455
substation	қосалқы станция	0.469	0.461	0.491
substitute	ауыстыру	0.427	0.406	0.398
substituted	алмастырылды	0.271	0.545	0.394
substitution	ауыстыру	0.406	0.480	0.353
substructure	инфрақұрылым	0.441	0.358	0.587
subterranean	жерасты	0.469	0.306	0.432
subtext	ішкі мәтін	0.635	0.276	0.412
subtitle	субтитрлер	0.445	0.202	0.347
subtle	нәзік	0.708	0.167	0.228
subtlety	нәзік	0.615	0.176	0.363
subtract	шегеру	0.208	0.330	0.283
subtraction	алып тастау	0.163	0.382	0.349
subtype	ішкі түрі	0.427	0.296	0.420
suburb	қала маңы	0.354	0.566	0.441
suburban	қала маңы	0.439	0.450	0.453
suburbia	қала маңы	0.438	0.490	0.421
suburbs	қала маңы	0.510	0.571	0.286
subversion	түрлендіру	0.347	0.608	0.415
subversive	диверсиялық	0.198	0.765	0.500
subvert	бұрмалау	0.357	0.557	0.536
subway	метро	0.418	0.300	0.464
succeed	сәттілік	0.926	0.755	0.926
succeeding	табысты	0.867	0.755	0.849
success	жетістік	0.959	0.880	0.981
successful	табысты	0.949	0.724	0.938
succession	мұрагерлік	0.698	0.481	0.587
successive	дәйекті	0.635	0.471	0.518
successor	мұрагері	0.729	0.531	0.648
succinct	қысқа	0.510	0.413	0.566
succubus	сукубус	0.417	0.647	0.509
succulent	шырынды	0.823	0.538	0.556
succumb	қасірет	0.202	0.787	0.292
suck	сорғыш	0.344	0.706	0.377
sucker	сорғыш	0.265	0.393	0.204
sucking	сорып алу	0.227	0.528	0.377
suckling	емізу	0.596	0.558	0.518
sucks	суық	0.115	0.683	0.302
suction	сору	0.460	0.593	0.526
sudden	кенеттен	0.449	0.660	0.435
suddenly	кенеттен	0.670	0.510	0.456
suds	кенттер	0.458	0.365	0.255
sue	sue	0.219	0.731	0.679
suede	сән	0.542	0.259	0.259
suffer	зардап шегеді	0.082	0.910	0.259
sufferer	зардап шеккен	0.156	0.690	0.278
suffering	азап	0.020	0.719	0.235
suffice	жеткілікті	0.643	0.326	0.504
sufficiency	жеткілікті	0.594	0.438	0.576
sufficient	жеткілікті	0.833	0.330	0.588
sufficiently	жеткілікті	0.776	0.367	0.714
suffix	suffix	0.430	0.420	0.364
suffocate	тұншықтыру	0.219	0.764	0.440
suffocating	тұншықтыру	0.133	0.774	0.429
suffocation	тұншығу	0.020	0.830	0.462
sugar	қант	0.896	0.382	0.402
suggest	ұсынамыз	0.573	0.471	0.517
suggestion	ұсыныс	0.646	0.365	0.558
suggestive	ұсыныс	0.552	0.500	0.555
suicidal	өзіне-өзі қол жұмсау	0.021	0.867	0.382
suicide	өзіне-өзі қол жұмсау	0.030	0.873	0.429
suicidebombing	NO TRANSLATION	0.031	0.957	0.627
suit	костюм	0.776	0.282	0.482
suitable	қолайлы	0.792	0.298	0.722
suitcase	чемодан	0.562	0.212	0.318
suite	люкс	0.790	0.420	0.400
suitor	шабуылшы	0.708	0.639	0.546
sulfate	сульфат	0.427	0.352	0.429
sulfur	күкірт	0.173	0.530	0.364
sulk	сулк	0.250	0.580	0.406
sullen	қоңырау	0.250	0.407	0.263
sully	сұлу	0.378	0.550	0.370
sulphur	күкірт	0.260	0.450	0.233
sultan	сұлтан	0.529	0.423	0.821
sultry	әйнек	0.735	0.696	0.627
sum	сомасы	0.792	0.340	0.420
summarily	жалпы	0.469	0.431	0.543
summarize	қорытындылайды	0.590	0.323	0.471
summary	қорытынды	0.729	0.260	0.427
