Word	Cebuano-ceb	Valence	Arousal	Dominance
selflove	NO TRANSLATION	0.854	0.630	0.661
selfworth	NO TRANSLATION	0.704	0.460	0.594
sell	ibaligya	0.618	0.608	0.605
seller	tigbaligya	0.635	0.471	0.635
sellout	ibaligya	0.398	0.490	0.465
seltzer	seltzer	0.448	0.452	0.406
semantics	semantics	0.698	0.394	0.569
semaphore	semaphore	0.552	0.374	0.598
semblance	nindot	0.500	0.471	0.442
semen	semen	0.500	0.755	0.471
semester	semestre	0.521	0.327	0.482
semi	semi	0.296	0.345	0.304
semiautomatic	NO TRANSLATION	0.469	0.510	0.522
semicolon	semicolon	0.378	0.255	0.318
seminal	seminal	0.459	0.413	0.566
seminar	seminar	0.583	0.360	0.623
seminary	seminary	0.594	0.367	0.589
semiotics	semiotics	0.449	0.417	0.596
senate	senado	0.490	0.349	0.836
senator	senador	0.391	0.422	0.821
send	ipadala	0.663	0.480	0.537
sender	nagpadala	0.542	0.449	0.509
senescence	senescence	0.378	0.456	0.394
senile	senile	0.280	0.211	0.305
senior	senior	0.561	0.415	0.536
seniority	katigulangan	0.408	0.427	0.602
senor	senor	0.527	0.217	0.630
senorita	senorita	0.765	0.550	0.500
sensation	pagbati	0.781	0.663	0.673
sensational	kahibulongan	0.938	0.827	0.858
sense	pagbati	0.781	0.417	0.474
senseless	binuang	0.125	0.388	0.136
senses	pagbati	0.740	0.461	0.693
sensibility	pagbati	0.583	0.423	0.448
sensible	maalamon	0.625	0.454	0.312
sensibly	maalamon	0.786	0.337	0.396
sensitive	sensitibo	0.714	0.426	0.254
sensitivity	pagkasensitibo	0.750	0.417	0.395
sensor	sensor	0.571	0.377	0.542
sensory	sensory	0.583	0.480	0.442
sensual	mahilayon	0.730	0.790	0.642
sensuality	kalaw-ayan	0.844	0.840	0.632
sensuous	sensuous	0.854	0.798	0.625
sentence	paghukom	0.625	0.265	0.548
sentencing	pagsentensiya	0.120	0.782	0.561
sentient	gisalikway	0.583	0.417	0.363
sentiment	pagbati	0.765	0.451	0.639
sentimental	sentimental	0.583	0.378	0.312
sentimentality	emosyonal	0.771	0.548	0.319
sentinel	sentinel	0.531	0.602	0.845
sentry	sentry	0.470	0.547	0.684
separable	nahimulag	0.469	0.390	0.368
separate	bulag	0.240	0.514	0.349
separately	gilain	0.310	0.365	0.368
separation	pagbulag	0.198	0.592	0.409
separatist	separatista	0.245	0.627	0.537
sepia	sepia	0.448	0.270	0.345
sepsis	sepsis	0.229	0.452	0.327
sept	sept	0.521	0.333	0.361
septic	septic	0.281	0.462	0.425
septum	septum	0.276	0.423	0.410
sequel	sumpay	0.650	0.480	0.574
sequence	pagkasunodsunod	0.543	0.350	0.529
sequent	sunod	0.531	0.423	0.591
sequestered	gisugdan	0.160	0.863	0.427
sequestration	pagsira	0.177	0.860	0.500
serenade	serenade	0.875	0.570	0.491
serendipity	serendipity	0.677	0.413	0.500
serene	malinawon	0.802	0.132	0.370
serenity	kalinaw	0.900	0.122	0.557
sergeant	sarhento	0.408	0.600	0.833
serial	Serial	0.469	0.350	0.472
serialize	serialize	0.500	0.455	0.593
series	sunod-sunod nga	0.622	0.431	0.420
serif	serif	0.531	0.417	0.415
serious	seryoso	0.500	0.455	0.619
seriousness	seryoso	0.439	0.365	0.750
sermon	sermon	0.417	0.507	0.615
serpent	bitin	0.115	0.696	0.679
serpentine	serpentine	0.576	0.646	0.329
serrated	serrated	0.388	0.435	0.418
serum	serum	0.520	0.231	0.443
servant	alagad	0.340	0.408	0.331
serve	pag-alagad	0.622	0.400	0.384
server	server	0.656	0.356	0.536
service	serbisyo	0.684	0.408	0.535
serviceable	mapuslanon	0.834	0.400	0.684
servile	alagad	0.439	0.327	0.415
servitude	pagkaulipon	0.250	0.490	0.250
sesame	sesame	0.673	0.250	0.382
sess	NO TRANSLATION	0.418	0.481	0.411
session	sesyon	0.510	0.481	0.491
sessions	mga sesyon	0.646	0.578	0.650
set	itakda	0.521	0.482	0.630
setback	kapildihan	0.198	0.451	0.250
sett	NO TRANSLATION	0.560	0.413	0.500
setter	setter	0.541	0.455	0.473
settle	paghusay	0.833	0.520	0.772
settled	nahusay	0.521	0.510	0.473
settlement	pagsulbad	0.635	0.412	0.723
settler	settler	0.573	0.453	0.519
settlor	settlor	0.531	0.434	0.534
setup	pag-setup	0.667	0.398	0.635
seven	pito	0.672	0.265	0.373
seventeen	napulo ug pito	0.585	0.296	0.321
seventh	ikapito	0.500	0.245	0.288
seventy	kapitoan	0.625	0.353	0.446
sever	putol	0.156	0.635	0.451
severable	severable	0.406	0.451	0.398
severally	seryoso	0.719	0.298	0.600
severance	pagpugong	0.396	0.620	0.541
severe	grabe	0.164	0.735	0.635
severely	grabe kaayo	0.219	0.673	0.700
severity	kabangis	0.260	0.712	0.661
sew	pagtahi	0.510	0.340	0.340
sewage	hugaw	0.255	0.343	0.339
sewer	hugaw	0.286	0.367	0.282
sewerage	hugaw	0.208	0.450	0.198
sewing	pagtahi	0.625	0.337	0.356
sex	sex	0.803	0.939	0.704
sexist	sexist	0.255	0.798	0.411
sexual	sekswal	0.584	0.959	0.640
sexuality	sekswalidad	0.670	0.898	0.657
sexy	sexy	0.865	0.945	0.802
shabby	shabby	0.235	0.519	0.259
shack	shack	0.396	0.425	0.339
shackle	pagdako	0.276	0.580	0.414
shade	landong	0.388	0.265	0.278
shades	shades	0.490	0.300	0.380
shading	pagtan-aw	0.420	0.324	0.318
shadow	anino	0.302	0.343	0.158
shadowy	landy	0.135	0.373	0.330
shady	mahimutang	0.323	0.509	0.375
shaft	baras	0.549	0.275	0.472
shag	shag	0.417	0.462	0.340
shaggy	shaggy	0.510	0.302	0.321
shake	Pag-uyog	0.439	0.689	0.539
shakedown	pagkalibog	0.286	0.692	0.481
shaken	matay-og	0.344	0.657	0.333
shaker	shaker	0.520	0.728	0.518
shaking	Pag-uyog	0.275	0.849	0.255
shaky	kahadlok	0.260	0.734	0.223
shall	mao	0.510	0.385	0.412
shallow	mabaw	0.427	0.298	0.351
shallows	mga mabaw	0.388	0.368	0.368
sham	sham	0.354	0.602	0.395
shaman	shaman	0.490	0.531	0.604
shambles	pagkalibog	0.271	0.696	0.287
shame	kaulaw	0.060	0.670	0.155
shamed	gipakaulawan	0.135	0.567	0.218
shameful	makauulaw	0.040	0.680	0.264
shameless	walay kahadlok	0.274	0.713	0.407
shampoo	shampoo	0.604	0.180	0.250
shanghai	shanghai	0.551	0.450	0.509
shank	shank	0.530	0.393	0.286
shanty	shanty	0.427	0.459	0.255
shape	porma	0.592	0.240	0.422
shapely	maayo nga paagi	0.771	0.441	0.830
shard	shard	0.388	0.407	0.426
share	pagpakigbahin	0.759	0.548	0.545
shareholder	shareholder	0.656	0.632	0.915
sharing	pagpakigbahin	0.827	0.462	0.545
shark	iho	0.260	0.845	0.596
sharp	mahait	0.459	0.585	0.585
sharpen	mahait	0.582	0.694	0.611
sharpened	gibaid	0.573	0.647	0.727
sharpener	tigbasa	0.532	0.435	0.327
sharpness	kahigpit	0.729	0.385	0.653
sharpshooter	magbalantay	0.240	0.929	0.764
shatter	maputol	0.108	0.821	0.464
shattered	nahugno	0.097	0.806	0.309
shattering	pagkaguba	0.135	0.760	0.475
shave	magpaupaw	0.521	0.410	0.480
shaver	shaver	0.418	0.450	0.392
shaving	pagpamalbas	0.500	0.469	0.353
shawl	shawl	0.720	0.365	0.230
sheaf	sheaf	0.396	0.387	0.456
shear	pag-alis	0.286	0.647	0.388
shears	mga bangan	0.429	0.527	0.254
sheath	sakuban	0.460	0.314	0.342
sheathing	pag-ipon	0.378	0.480	0.642
shed	ula	0.427	0.402	0.470
sheen	sheen	0.812	0.510	0.712
sheep	mga karnero	0.604	0.206	0.161
sheepdog	sheepdog	0.684	0.442	0.529
sheepish	mabangis	0.326	0.441	0.205
sheer	tinuud	0.604	0.250	0.481
sheet	panid	0.439	0.174	0.302
sheik	sheik	0.521	0.579	0.708
shelf	estante	0.561	0.202	0.366
shell	shell	0.615	0.408	0.391
shellfish	kinhason	0.594	0.412	0.393
shelling	pagsamad	0.337	0.917	0.773
shelter	kapuy-an	0.704	0.229	0.569
sheltered	gipanalipdan	0.590	0.377	0.717
shelters	mga puy-anan	0.582	0.333	0.482
shelved	gipugngan	0.306	0.166	0.321
shepherd	magbalantay	0.656	0.304	0.610
sherbet	sherbet	0.592	0.363	0.348
sheriff	sheriff	0.602	0.541	0.802
sherry	sherry	0.594	0.477	0.315
shield	taming	0.510	0.373	0.663
shift	pagbalhin	0.479	0.610	0.491
shifting	nagbalhin	0.518	0.548	0.546
shifty	pag-usab	0.365	0.687	0.483
shilling	shilling	0.521	0.342	0.430
shimmer	shimmer	0.745	0.562	0.656
shimmering	shimmering	0.844	0.648	0.904
shimmy	shimmy	0.478	0.476	0.462
shin	shin	0.459	0.500	0.231
shindig	shindig	0.552	0.560	0.491
shine	pagsidlak	0.844	0.539	0.741
shiner	shiner	0.740	0.510	0.556
shingle	shingle	0.510	0.200	0.410
shining	nagsidlak	0.885	0.673	0.812
shiny	sinaw	0.885	0.604	0.787
ship	barko	0.646	0.500	0.439
shipment	pagpadala	0.582	0.440	0.452
shipping	pagpadala	0.622	0.327	0.443
shipshape	shiphape	0.594	0.480	0.474
shipwreck	pagkalunod	0.268	0.768	0.373
shipyard	barko	0.398	0.583	0.595
shire	shire	0.479	0.257	0.609
shirt	shirt	0.698	0.186	0.231
shit	shit	0.000	0.678	0.294
shitday	NO TRANSLATION	0.281	0.658	0.390
shitfaced	gihatagan	0.214	0.695	0.380
shithead	utok	0.120	0.645	0.302
shitless	walay kahadlok	0.271	0.545	0.333
shitload	shitload	0.020	0.606	0.161
shittest	NO TRANSLATION	0.076	0.673	0.232
shitty	shitty	0.020	0.679	0.163
shiver	pagkurog	0.260	0.765	0.236
shivering	nangurog	0.122	0.663	0.373
shoals	shoals	0.396	0.408	0.375
shock	shock	0.286	0.821	0.453
shocked	nakurat	0.292	0.773	0.375
shocker	talagsaon	0.235	0.804	0.616
shocking	makapakurat	0.378	0.853	0.833
shockingly	makapakurat	0.510	0.924	0.721
shoddy	dili maayo	0.082	0.463	0.179
shoe	sapatos	0.517	0.225	0.288
shoelace	sapatos	0.396	0.280	0.307
shoemaker	shoemaker	0.396	0.269	0.491
shoes	sapatos	0.729	0.324	0.210
shoeshine	sapatos nga sinaw	0.392	0.387	0.325
shook	nangurog	0.163	0.759	0.509
shoot	shoot	0.092	0.926	0.625
shooter	shooter	0.224	0.814	0.774
shooting	shooting	0.276	0.931	0.602
shootout	shootout	0.080	0.927	0.615
shop	shop	0.725	0.632	0.565
shopkeeper	tindero	0.677	0.510	0.730
shoplifter	shoplifter	0.167	0.830	0.500
shoplifting	pagpangawat sa baligya	0.152	0.833	0.441
shopper	mamaligya	0.646	0.615	0.741
shopping	pagpamalit	0.915	0.445	0.630
shore	baybayon	0.542	0.304	0.204
shoreline	baybayon	0.677	0.296	0.529
shorn	pagkupot	0.396	0.415	0.400
short	mubo	0.184	0.264	0.237
short story	mubo nga istorya	0.697	0.321	0.348
shortage	kakulang	0.094	0.455	0.198
shortcake	shortcake	0.677	0.359	0.398
shortcoming	kakulangan	0.195	0.370	0.258
shortcut	laktoranan	0.594	0.308	0.426
shorten	pahubo	0.302	0.382	0.460
shortening	pagpamubo	0.286	0.333	0.385
shorthand	takus	0.459	0.450	0.461
shortly	wala madugay	0.582	0.310	0.360
shortness	pagkadiutay	0.459	0.280	0.272
shorts	shorts	0.622	0.481	0.287
shortstop	shortstop	0.418	0.529	0.450
shortwave	shortwave	0.460	0.271	0.368
shot	gipusil	0.144	0.750	0.569
shotgun	shotgun	0.200	0.868	0.684
shoulder	abaga	0.562	0.286	0.406
shout	singgit	0.229	0.925	0.444
shove	pagdasig	0.306	0.690	0.602
shovel	pala	0.427	0.308	0.267
shoveling	pagpala	0.265	0.620	0.537
show	ipakita	0.673	0.771	0.719
showbiz	Gawas	0.661	0.713	0.598
showboat	showboat	0.618	0.625	0.509
showcase	ipakita	0.521	0.255	0.415
showdown	showdown	0.302	0.950	0.692
shower	pagpainit	0.669	0.346	0.336
showgirl	showgirl	0.633	0.694	0.481
showing	nagpakita	0.622	0.540	0.491
showoff	showoff	0.344	0.598	0.463
showroom	showroom	0.740	0.441	0.536
showy	showy	0.698	0.657	0.661
shrapnel	shrapnel	0.240	0.740	0.681
shred	guntinga	0.224	0.750	0.627
shrew	gisamok	0.306	0.463	0.390
shrewd	maalamon	0.551	0.673	0.816
shriek	pagsinggit	0.459	0.827	0.491
shrill	Kahadlok	0.312	0.721	0.640
shrimp	pasayan	0.571	0.361	0.425
shrine	shrine	0.802	0.255	0.574
shrink	mobiya	0.385	0.453	0.272
shrinking	pagkunhod	0.190	0.400	0.217
shrivel	pagkawala	0.160	0.409	0.143
shroud	panapton	0.417	0.457	0.389
shrub	shrub	0.531	0.340	0.340
shrubbery	murag	0.490	0.267	0.332
shrug	gubot	0.208	0.296	0.278
shrunk	mikunhod	0.163	0.354	0.218
shrunken	nagyubit	0.500	0.373	0.221
shudder	Mangurog	0.344	0.791	0.559
shuddering	nangurog	0.302	0.802	0.638
shuffle	shuffle	0.459	0.450	0.556
shuffleboard	shuffleboard	0.531	0.459	0.377
shuffling	pagbag-o	0.521	0.408	0.293
shun	likayan	0.418	0.604	0.389
shunned	gilikayan	0.271	0.464	0.367
shunt	shunt	0.312	0.500	0.470
shut	pagsira	0.240	0.352	0.311
shutdown	pagsira	0.173	0.367	0.418
shuteye	NO TRANSLATION	0.521	0.430	0.431
shutit	NO TRANSLATION	0.281	0.442	0.480
shutter	shutter	0.191	0.380	0.482
shuttle	pagsakay	0.531	0.591	0.547
shutup	NO TRANSLATION	0.333	0.560	0.491
shy	maulaw	0.280	0.153	0.132
shyness	pagkamaulawon	0.312	0.265	0.246
shyster	shyster	0.292	0.567	0.424
sib	NO TRANSLATION	0.698	0.298	0.593
sibling	igsoon	0.857	0.340	0.636
sic	sic	0.370	0.459	0.380
sick	masakiton	0.104	0.431	0.136
sickbay	sakitbay	0.296	0.510	0.345
sicken	sicken	0.051	0.500	0.294
sickening	sakit	0.074	0.618	0.259
sickle	galab	0.427	0.585	0.370
sickly	masakiton	0.188	0.550	0.191
sickness	sakit	0.094	0.704	0.288
side	kilid	0.439	0.288	0.395
sidearm	sidearm	0.410	0.474	0.500
sidebar	sidebar	0.469	0.364	0.405
sideboard	gilingkuran	0.590	0.259	0.426
sideburns	mga kilid	0.777	0.327	0.308
sidecar	sidecar	0.552	0.449	0.500
sidekick	malingaw	0.602	0.439	0.509
sideline	sideline	0.440	0.382	0.517
sideshow	sideshow	0.458	0.594	0.658
sidestep	naglihok	0.378	0.559	0.407
sidewalk	sidewalk	0.479	0.192	0.348
sideways	sideways	0.788	0.245	0.291
sidewinder	sidewinder	0.500	0.500	0.439
siege	paglikos	0.271	0.750	0.567
siesta	siesta	0.740	0.046	0.295
sieve	sieve	0.459	0.250	0.333
sift	pag-alig	0.542	0.412	0.461
sifting	pag-ayag	0.571	0.469	0.474
sigh	pagpanghupaw	0.469	0.387	0.273
sight	panan-aw	0.684	0.250	0.528
sighting	makita	0.582	0.560	0.627
sightseeing	paglibot	0.875	0.552	0.697
sigma	sigma	0.490	0.472	0.535
sign	ilhanan	0.620	0.481	0.397
signal	signal	0.615	0.417	0.464
signature	pirma	0.570	0.422	0.657
significance	kahulogan	0.820	0.460	0.644
significant	mahinungdanon	0.827	0.649	0.786
signification	kahulogan	0.583	0.337	0.530
signify	nagpasabot	0.453	0.422	0.634
signpost	signpost	0.510	0.400	0.446
silence	kahilom	0.438	0.200	0.223
silencer	silencer	0.417	0.356	0.482
silent	hilom	0.469	0.125	0.280
silently	sa hilom	0.448	0.185	0.306
silhouette	silhouette	0.582	0.410	0.288
silicon	silicon	0.439	0.448	0.445
silicone	silicone	0.480	0.340	0.333
silk	seda	0.760	0.115	0.300
silken	silken	0.730	0.265	0.394
silky	silky	0.802	0.397	0.271
sill	sill	0.433	0.375	0.324
silliness	kasamok	0.327	0.368	0.192
silly	buang	0.384	0.349	0.161
silo	silo	0.400	0.365	0.357
silt	silt	0.510	0.269	0.200
silver	pilak	0.684	0.451	0.615
silverware	pilak	0.663	0.365	0.409
silvery	Silvery	0.543	0.460	0.517
similar	susama	0.562	0.250	0.423
similarity	pagkapareha	0.729	0.255	0.518
simile	NO TRANSLATION	0.615	0.363	0.464
simmer	simmer	0.650	0.293	0.393
simmering	simmering	0.382	0.613	0.412
simple	yano	0.653	0.130	0.314
simples	NO TRANSLATION	0.724	0.240	0.263
simpleton	bilib	0.429	0.144	0.358
simplicity	kayano	0.667	0.250	0.337
simplify	pasimplehon	0.565	0.347	0.602
simplistic	simple	0.490	0.245	0.391
simply	yano	0.535	0.148	0.393
simulate	simulate	0.551	0.375	0.417
simulated	kuno	0.500	0.461	0.356
simulating	simulating	0.552	0.462	0.481
simulation	pagkalibang	0.552	0.574	0.567
simulator	simulator	0.677	0.559	0.583
simultaneous	dungan	0.691	0.577	0.554
simultaneously	dungan	0.656	0.490	0.609
sin	NO TRANSLATION	0.177	0.712	0.449
sincere	sinsero	0.918	0.265	0.725
sincerity	pagkasinsero	0.908	0.351	0.686
sinful	makasasala	0.143	0.788	0.417
sing	kantaha	0.858	0.606	0.420
singer	singer	0.802	0.735	0.628
singing	pagkanta	0.885	0.594	0.528
single	ulitawo	0.291	0.354	0.259
singly	singles	0.553	0.354	0.466
singular	singular	0.610	0.302	0.482
singularity	singularidad	0.582	0.348	0.654
singularly	singularly	0.571	0.330	0.527
sinister	daotan	0.125	0.896	0.581
sink	lababo	0.375	0.439	0.322
sinker	nahulog	0.302	0.557	0.538
sinking	pagkalunod	0.135	0.439	0.342
sinner	makasasala	0.237	0.667	0.356
sinning	pagpakasala	0.170	0.700	0.422
sinus	sinus	0.531	0.563	0.340
sip	paghangop	0.375	0.380	0.213
siphon	siphon	0.354	0.333	0.435
sipping	pagsupsop	0.469	0.349	0.377
sir	sir	0.622	0.306	0.778
sire	gisul-ob	0.854	0.452	0.808
siren	sirena	0.570	0.627	0.500
sirloin	sirloin	0.546	0.418	0.373
sissy	sissy	0.333	0.562	0.232
sister	igsoon nga babaye	0.916	0.324	0.562
sisterhood	sisterhood	0.837	0.415	0.696
sit	molingkod	0.561	0.230	0.368
sitcom	sitcom	0.562	0.537	0.407
site	site	0.677	0.265	0.452
sith	sith	0.439	0.564	0.373
sitter	sitter	0.656	0.429	0.404
sitting	naglingkod	0.561	0.146	0.353
situate	naglihok	0.510	0.310	0.483
situated	nahimutang	0.542	0.231	0.543
situation	kahimtang	0.531	0.387	0.600
six	unom	0.500	0.154	0.271
sixpence	sixpence	0.469	0.417	0.463
sixteen	napulo ug unom	0.583	0.290	0.324
sixth	ikaunom	0.521	0.275	0.366
sixty	kan-uman	0.694	0.240	0.433
sizable	dako kaayo	0.727	0.337	0.657
size	gidak-on	0.531	0.336	0.569
sizzle	sizzle	0.427	0.704	0.368
ska	NO TRANSLATION	0.458	0.575	0.245
skate	skate	0.740	0.653	0.508
skateboard	skateboard	0.677	0.550	0.353
skater	skater	0.633	0.774	0.652
skating	skating	0.745	0.673	0.435
skedaddle	skedaddle	0.427	0.596	0.422
skeet	skeet	0.469	0.549	0.413
skein	skein	0.449	0.372	0.287
skeletal	kalabera	0.306	0.558	0.318
skeleton	kalabera	0.183	0.464	0.343
skeptic	nagduhaduha	0.135	0.440	0.500
skeptical	nagduhaduha	0.207	0.500	0.452
skepticism	pagduhaduha	0.229	0.480	0.582
sketch	sketch	0.704	0.276	0.420
sketching	paglaragway	0.729	0.327	0.400
sketchy	dili maayo	0.333	0.479	0.241
skewed	skewed	0.340	0.480	0.361
skewer	skewer	0.470	0.365	0.457
ski	ski	0.684	0.670	0.471
skid	skid	0.357	0.640	0.440
skier	skier	0.802	0.788	0.639
skiff	sakayan	0.479	0.375	0.472
skiing	skiing	0.823	0.824	0.620
skijump	NO TRANSLATION	0.635	0.647	0.482
skill	kahanas	0.847	0.701	0.833
skilled	hanas	0.886	0.614	0.929
skillet	kalan-on	0.510	0.296	0.345
skillful	hanas	0.802	0.616	0.908
skim	skim	0.418	0.328	0.322
skimpy	dili maayo	0.302	0.349	0.208
skin	panit	0.569	0.350	0.395
skinny	skinny	0.333	0.333	0.298
skip	skip	0.458	0.804	0.439
skipper	kapitan	0.440	0.577	0.692
skirmish	panaglalis	0.290	0.640	0.474
skirt	sayal	0.602	0.463	0.226
skirting	pagluksok	0.449	0.529	0.386
skirts	siko	0.622	0.538	0.241
skit	skit	0.438	0.434	0.421
skittish	makagusto	0.156	0.815	0.172
skull	kalabera	0.276	0.558	0.574
skunk	skunk	0.284	0.491	0.380
sky	langit	0.958	0.234	0.401
skylight	skylight	0.708	0.314	0.343
skyline	kalangitan	0.592	0.412	0.662
skyscraper	skyscraper	0.622	0.696	0.798
slab	slab	0.398	0.265	0.264
slack	huyang	0.521	0.283	0.446
slag	slag	0.266	0.600	0.254
slam	slam	0.459	0.577	0.480
slammer	slammer	0.417	0.565	0.391
slander	pagbutangbutang	0.184	0.604	0.454
slanderous	mabutangbutangon	0.057	0.800	0.337
slang	slang	0.479	0.418	0.491
slant	slant	0.469	0.396	0.536
slap	sampal	0.100	0.804	0.518
slash	slash	0.260	0.500	0.509
slashes	mga slashes	0.330	0.328	0.410
slate	slate	0.531	0.283	0.431
slates	slates	0.500	0.270	0.342
slaughter	pagpamatay	0.052	0.953	0.602
slaughterhouse	pagpatay	0.146	0.794	0.472
slaughtering	pagpatay	0.133	0.947	0.714
slave	ulipon	0.171	0.795	0.151
slavery	pagkaulipon	0.052	0.783	0.218
slay	sa pagpatay	0.133	0.920	0.585
slayer	slayer	0.041	0.930	0.661
sleaze	pagkawala	0.312	0.538	0.405
sleazy	matulog	0.292	0.674	0.370
sled	NO TRANSLATION	0.635	0.547	0.446
sledding	pag-ehersisyo	0.625	0.547	0.422
sledge	sledge	0.646	0.500	0.361
sledgehammer	sledgehammer	0.449	0.479	0.482
sleek	pagkatulog	0.750	0.484	0.643
sleep	pagkatulog	0.719	0.090	0.339
sleeper	natulog	0.640	0.154	0.254
sleeping	natulog	0.704	0.091	0.312
sleepless	dili makatulog	0.213	0.410	0.207
sleeplessness	pagkatulog	0.104	0.604	0.202
sleepover	pagkatulog	0.815	0.519	0.340
sleepy	katulog	0.604	0.125	0.250
sleepyhead	katulog	0.327	0.350	0.294
sleet	ulan	0.410	0.355	0.395
sleeve	sinina	0.531	0.270	0.273
sleeveless	walay bukton	0.638	0.290	0.200
sleigh	sleigh	0.742	0.551	0.396
sleight	gwapa	0.719	0.677	0.379
slender	hinay	0.812	0.548	0.664
sleuth	pagpatay	0.460	0.633	0.676
slice	ani	0.583	0.375	0.303
slick	mahait	0.388	0.383	0.349
slicker	slicker	0.727	0.387	0.519
slide	slide	0.615	0.435	0.432
slider	slider	0.585	0.491	0.518
sliding	pagdali	0.356	0.730	0.491
slight	gamay	0.521	0.240	0.155
slight anticipation	gamay nga pagpaabut	0.562	0.490	0.445
slight disgust	gamay nga kasuko	0.156	0.578	0.318
slight surprise	gamay nga katingala	0.677	0.746	0.557
slight trust	gamay nga pagsalig	0.306	0.400	0.245
slightly	gamay	0.470	0.274	0.255
slightly negative	medyo negatibo	0.190	0.472	0.259
slightly positive	medyo positibo	0.792	0.480	0.567
slim	slim	0.562	0.180	0.296
slime	slime	0.300	0.370	0.183
slimy	slimy	0.177	0.500	0.309
sling	sling	0.417	0.423	0.404
slingshot	sipilya	0.323	0.654	0.474
slink	pag-agi	0.460	0.546	0.314
slinky	slinky	0.400	0.637	0.603
slip	slip nga	0.316	0.714	0.321
slipper	slipper	0.635	0.298	0.245
slippers	tsinelas	0.573	0.413	0.236
slippery	madanihon	0.219	0.740	0.343
slit	slit	0.406	0.490	0.366
sliver	sliver	0.388	0.347	0.291
slob	pagbaligya	0.275	0.365	0.300
slobber	slobber	0.350	0.375	0.278
slogan	slogan	0.550	0.216	0.564
sloop	sloop	0.480	0.375	0.380
slop	NO TRANSLATION	0.306	0.409	0.325
slope	bakilid	0.347	0.438	0.279
sloppy	sayon	0.303	0.441	0.183
slot	puwesto	0.469	0.337	0.337
sloth	sloth	0.198	0.140	0.125
slouch	yumuko	0.365	0.450	0.328
slough	slough	0.265	0.390	0.200
slow	hinay	0.357	0.073	0.131
slowly	hinay-hinay	0.427	0.185	0.295
slowness	kaluya	0.302	0.212	0.191
sludge	puti	0.354	0.396	0.229
slug	slug	0.276	0.370	0.160
slugger	slugger	0.458	0.500	0.518
sluggish	hinay	0.224	0.124	0.155
sluice	pag-agi	0.427	0.520	0.365
slum	slum	0.292	0.528	0.302
slumber	pagkatulog	0.592	0.191	0.426
slump	pagkunhod	0.194	0.438	0.130
slur	slur	0.115	0.814	0.427
slurp	slurp	0.540	0.528	0.411
slush	slush	0.427	0.283	0.296
slut	pagbaligya	0.071	0.808	0.309
slutty	slutty	0.224	0.810	0.371
sly	malipayon	0.573	0.690	0.750
smack	Pahulay	0.323	0.662	0.381
small	gamay	0.542	0.205	0.120
smaller	gamay	0.300	0.310	0.179
smallest	labing gamay	0.281	0.340	0.129
smallpox	smallpox	0.156	0.583	0.222
smart	maalamon	0.906	0.607	0.923
smartass	smartass	0.364	0.520	0.620
smarten	magmaayo	0.602	0.490	0.551
smarty	smarty	0.673	0.510	0.848
smash	gun-ob	0.195	0.692	0.530
smashed	giputol	0.143	0.660	0.256
smattering	pag-ayo	0.448	0.460	0.500
smear	smear	0.230	0.433	0.400
smell	baho	0.510	0.520	0.330
smelling	kahumot	0.458	0.481	0.349
smelly	baho	0.100	0.528	0.245
smelt	pagtilaw	0.333	0.441	0.345
smidgen	smidgen	0.367	0.385	0.357
smile	pahiyum	0.906	0.598	0.618
smiled	mipahiyom	0.949	0.530	0.536
smiles	nagpahiyom	0.892	0.606	0.607
smiley	smiley	0.865	0.470	0.571
smiling	nagpahiyom	0.981	0.679	0.625
smirk	ngisi	0.792	0.596	0.583
smite	pagbunal	0.303	0.846	0.682
smith	smith	0.677	0.333	0.529
smithereens	pahalipay	0.281	0.561	0.409
smitten	gipatay	0.153	0.760	0.204
smock	pahiyom	0.429	0.250	0.250
smog	smog	0.271	0.480	0.382
smoke	aso	0.188	0.500	0.391
smoker	nanigarilyo	0.208	0.528	0.311
smokey	smokey	0.494	0.462	0.430
smoking	pagpanigarilyo	0.176	0.557	0.384
smoky	salamat	0.459	0.420	0.327
smoldering	nagbaga	0.635	0.781	0.764
smooch	smooch	0.796	0.731	0.491
smooth	hamis nga	0.823	0.127	0.281
smoothie	pag-ayo	0.806	0.333	0.281
smoothly	hapsay	0.821	0.134	0.488
smoothness	pagkamaayo	0.833	0.221	0.412
smother	pahuyang	0.292	0.685	0.420
smudge	hugaw	0.327	0.429	0.245
smug	gikapoy	0.198	0.552	0.587
smuggle	pagpayuhot	0.194	0.775	0.570
smuggler	smuggler	0.062	0.867	0.645
smuggling	pagpayuhot	0.229	0.783	0.510
smut	smut	0.357	0.360	0.349
snack	snack	0.646	0.407	0.345
snacks	snacks	0.781	0.480	0.306
snafu	snafu	0.375	0.549	0.274
snag	snag	0.417	0.250	0.339
snags	snags	0.177	0.721	0.490
snail	snail	0.480	0.104	0.296
snake	bitin	0.276	0.750	0.549
snakes	mga bitin	0.176	0.662	0.606
snakeskin	snakekin	0.276	0.696	0.391
snap	snap	0.344	0.517	0.352
snapper	snapper	0.417	0.429	0.245
snappy	snappy	0.573	0.592	0.418
snapshot	snapshot	0.573	0.578	0.588
snare	lit-ag	0.229	0.850	0.466
snarl	snarl	0.430	0.787	0.455
snarling	snarling	0.312	0.704	0.491
snatch	pagsakmit	0.219	0.861	0.691
snatcher	snatcher	0.122	0.867	0.563
