Word	Slovak-sk	Valence	Arousal	Dominance
supporting	podporujúce	0.634	0.490	0.764
supportive	podporný	0.875	0.420	0.635
suppose	predpokladať	0.551	0.343	0.348
supposed	predpokladaný	0.296	0.378	0.379
supposing	dajme tomu	0.449	0.451	0.357
supposition	domnienka	0.531	0.408	0.526
suppress	potlačiť	0.281	0.559	0.509
suppression	potlačenie	0.267	0.541	0.537
supremacy	nadvláda	0.794	0.706	0.943
supreme	najvyššiu	0.812	0.700	0.974
supremely	vrcholne	0.833	0.725	0.897
surcharge	príplatok	0.375	0.528	0.500
sure	istý	0.724	0.270	0.793
surety	záruka	0.776	0.365	0.750
surf	surfovať	0.847	0.650	0.500
surface	povrch	0.448	0.375	0.604
surfboard	surf	0.729	0.730	0.387
surfer	surfer	0.704	0.701	0.554
surge	príval	0.449	0.684	0.500
surgeon	chirurg	0.500	0.598	0.793
surgery	chirurgia	0.286	0.769	0.600
surgical	chirurgický	0.327	0.696	0.723
surly	nevrlý	0.221	0.469	0.493
surmise	tušiť	0.529	0.400	0.347
surname	priezvisko	0.670	0.250	0.493
surpassing	prekonávať	0.719	0.660	0.720
surplus	prebytok	0.602	0.680	0.630
surprise	prekvapenie	0.875	0.875	0.562
surprised	prekvapený	0.784	0.855	0.539
surprises	prekvapenie	0.875	0.769	0.632
surprising	prekvapujúce	0.888	0.790	0.692
surprisingly	prekvapivo	0.847	0.793	0.819
surreal	neskutočný	0.550	0.529	0.670
surrender	vzdať	0.115	0.396	0.186
surrendering	odovzdanie	0.198	0.411	0.245
surrogate	náhradník	0.406	0.590	0.472
surround	obklopiť	0.542	0.623	0.627
surrounding	okolité	0.531	0.422	0.669
surroundings	okolia	0.600	0.346	0.492
surveillance	dohľad	0.365	0.720	0.718
survey	prehľad	0.580	0.357	0.379
surveying	geodetické	0.488	0.455	0.682
surveyor	zememerač	0.545	0.337	0.648
survival	prežitie	0.541	0.798	0.879
survive	prežiť	0.770	0.824	0.726
surviving	prežívajúce	0.646	0.836	0.721
survivor	pozostalý	0.677	0.750	0.815
susceptibility	vnímavosť	0.458	0.627	0.364
susceptible	vnímavý	0.438	0.449	0.304
sushi	sushi	0.698	0.343	0.394
suspect	podozrivý	0.133	0.750	0.509
suspected	podozrenie	0.173	0.755	0.452
suspend	pozastaviť	0.240	0.320	0.368
suspended	suspendovaný	0.224	0.402	0.368
suspenders	podväzky	0.391	0.333	0.500
suspense	napätie	0.286	0.775	0.402
suspension	zavesenie	0.288	0.530	0.426
suspicion	podozrenie	0.204	0.711	0.377
suspicions	podozrenie	0.208	0.745	0.500
suspicious	podozrivý	0.153	0.745	0.431
sustain	udržiavať	0.635	0.358	0.593
sustained	utrpel	0.649	0.340	0.580
sustenance	výživa	0.820	0.519	0.679
suture	šev	0.240	0.510	0.510
suv	suv	0.552	0.431	0.446
sux	NO TRANSLATION	0.406	0.531	0.331
swab	tampón	0.470	0.364	0.259
swag	mať štýl	0.656	0.676	0.654
swagger	naparovania	0.333	0.731	0.538
swallow	prehltnúť	0.466	0.608	0.436
swami	Svámí	0.510	0.547	0.491
swamp	močiar	0.245	0.425	0.235
swamped	zaplavovaný	0.156	0.480	0.270
swampy	močaristá	0.306	0.390	0.412
swan	labuť	0.781	0.225	0.357
swank	vychvaľovanie	0.490	0.500	0.442
swap	výmena	0.552	0.500	0.509
swarm	roj	0.302	0.735	0.458
swarming	rojenia	0.375	0.600	0.435
swastika	svastika	0.316	0.472	0.491
swat	udrieť	0.380	0.694	0.571
sway	hojdať	0.690	0.596	0.721
swear	prisahať	0.601	0.577	0.658
swearing	nadávanie	0.333	0.559	0.586
sweat	pot	0.388	0.579	0.297
sweater	sveter	0.704	0.245	0.295
sweating	potenie	0.292	0.667	0.265
sweatshirt	mikina	0.510	0.368	0.353
sweatshop	manufaktúra	0.385	0.797	0.602
sweaty	spotený	0.281	0.540	0.304
sweep	zametanie	0.448	0.385	0.383
sweeper	metař	0.470	0.549	0.414
sweeping	zametanie	0.344	0.431	0.355
sweet	sladký	0.668	0.418	0.382
sweeten	osladiť	0.908	0.455	0.423
sweetened	sladené	0.940	0.461	0.398
sweetener	sladidlo	0.670	0.333	0.330
sweetest	najsladšie	0.959	0.500	0.370
sweetheart	miláčik	0.959	0.423	0.509
sweetie	miláčik	0.990	0.549	0.560
sweetness	sladkosť	0.906	0.474	0.528
sweets	cukroví	0.910	0.422	0.321
swell	prima	0.360	0.679	0.348
swelling	opuch	0.323	0.608	0.250
sweltering	sparné	0.204	0.644	0.362
swerve	uhnúť	0.276	0.612	0.357
swift	rýchly	0.760	0.776	0.698
swiftly	rýchlo	0.660	0.885	0.618
swig	lok	0.604	0.481	0.406
swill	chlastat	0.427	0.528	0.322
swim	plávanie	0.688	0.461	0.529
swimmer	plavec	0.657	0.698	0.610
swimming	plávanie	0.760	0.559	0.524
swimsuit	plavky	0.740	0.373	0.269
swindle	podvod	0.122	0.740	0.439
swindler	podvodník	0.125	0.721	0.575
swine	sviňa	0.340	0.519	0.277
swing	hojdačka	0.602	0.510	0.481
swinger	kto hojdá	0.459	0.778	0.482
swinging	kolísavý	0.656	0.510	0.312
swipe	výpad	0.573	0.450	0.266
swirl	vír	0.490	0.726	0.639
swish	svišťanie	0.562	0.510	0.474
switch	prepínač	0.500	0.538	0.509
switchblade	vyskakovacie nôž	0.357	0.596	0.528
switchboard	rozvádzač	0.571	0.519	0.558
swivel	otočný čap	0.562	0.480	0.500
swollen	opuchnutý	0.236	0.510	0.277
swoon	omdlieť	0.292	0.510	0.160
swoop	prepadnúť	0.479	0.618	0.446
sword	meč	0.438	0.653	0.713
swordfish	mečúň	0.564	0.520	0.442
swordplay	šerm	0.616	0.750	0.528
swordsman	šermiar	0.395	0.857	0.696
sycamore	klenie	0.500	0.401	0.527
syllable	slabika	0.448	0.250	0.417
syllabus	osnova	0.736	0.370	0.643
symbiotic	symbiotické	0.832	0.425	0.406
symbol	symbol	0.643	0.388	0.527
symbolic	symbolický	0.670	0.385	0.574
symbolically	symbolicky	0.582	0.385	0.648
symbolism	symbolizmus	0.688	0.347	0.640
symbolize	symbolizovať	0.633	0.327	0.673
symmetric	symetrický	0.745	0.212	0.588
symmetrical	symetrický	0.542	0.263	0.569
symmetry	symetria	0.604	0.274	0.500
sympathetic	súcitný	0.796	0.434	0.609
sympathize	sympatizovať	0.770	0.627	0.644
sympathy	súcit	0.827	0.497	0.634
symphonic	symfonický	0.775	0.545	0.566
symphony	symfónia	0.765	0.490	0.600
symposium	sympózium	0.573	0.394	0.644
symptom	symptóm	0.380	0.529	0.434
symptomatic	symptomatický	0.367	0.434	0.491
synagogue	synagóga	0.531	0.300	0.544
synapse	synapsie	0.660	0.471	0.491
synaptic	synaptická	0.573	0.553	0.622
sync	synchronizovať	0.802	0.440	0.670
synchronize	synchronizovať	0.781	0.361	0.654
synchronous	synchrónne	0.600	0.538	0.545
syncope	synkopa	0.245	0.538	0.398
syndicate	syndikát	0.439	0.491	0.673
syndrome	syndróm	0.229	0.510	0.246
synergistic	synergický	0.571	0.550	0.547
synergy	synergia	0.667	0.510	0.720
synod	synoda	0.469	0.377	0.574
synonym	synonymum	0.615	0.210	0.433
synonymous	synonymické	0.480	0.323	0.400
synopsis	synopse	0.541	0.390	0.482
synoptic	prehľadný	0.561	0.510	0.596
syntax	syntax	0.531	0.346	0.559
synthesis	syntéza	0.604	0.315	0.377
synthesizer	syntezátor	0.500	0.410	0.592
synthetic	syntetický	0.396	0.350	0.519
syphilis	syfilis	0.071	0.606	0.245
syringe	striekačka	0.250	0.680	0.330
syrup	sirup	0.620	0.223	0.318
system	systém	0.615	0.346	0.764
systematic	systematický	0.617	0.444	0.594
systematically	systematický	0.690	0.390	0.651
t-shirt	tričko	0.815	0.286	0.284
tab	pútko	0.594	0.208	0.308
tabasco	tabasco	0.375	0.546	0.404
tabby	mourek	0.510	0.426	0.387
tabernacle	svätostánok	0.408	0.480	0.605
table	stôl	0.551	0.170	0.284
tableau	NO TRANSLATION	0.531	0.302	0.321
tablecloth	obrus	0.480	0.165	0.215
tablespoon	lyžice	0.490	0.353	0.245
tablet	tableta	0.562	0.330	0.438
tableware	riadu	0.677	0.250	0.276
tabloid	tabloid	0.438	0.365	0.444
taboo	tabu	0.198	0.794	0.482
tabular	tabuľkový	0.438	0.330	0.462
tabulate	sploštiť	0.480	0.403	0.598
tabulation	tabulation	0.396	0.346	0.526
tachometer	tachometer	0.398	0.394	0.518
tacit	tichý	0.459	0.340	0.473
tack	pripináčika	0.365	0.431	0.431
tackle	vysporiadať sa	0.365	0.686	0.569
tackled	riešiť	0.438	0.612	0.569
tackling	sklon	0.480	0.694	0.613
tacky	lepkavý	0.245	0.490	0.373
taco	taco	0.561	0.353	0.277
tact	takt	0.550	0.417	0.417
tactful	taktný	0.704	0.292	0.537
tactic	taktika	0.531	0.434	0.798
tactical	taktický	0.594	0.481	0.684
tactics	taktika	0.583	0.676	0.774
tactile	taktilnej	0.573	0.410	0.491
tad	NO TRANSLATION	0.459	0.240	0.250
tadpole	pulec	0.350	0.434	0.218
taffeta	taft	0.604	0.279	0.405
taffy	karamel	0.448	0.431	0.204
tag	štítok	0.612	0.353	0.375
tail	chvost	0.480	0.272	0.293
tailed	tailed	0.438	0.358	0.351
tailgate	zadné dvere	0.323	0.340	0.398
tailings	hlušina	0.439	0.311	0.446
taillight	zadné svetlo	0.479	0.367	0.283
tailor	krajčír	0.573	0.206	0.450
tailoring	krajčírstvo	0.673	0.540	0.566
tailpipe	koncovka výfuku	0.460	0.429	0.409
taint	poškvrniť	0.141	0.425	0.226
take	trvať	0.828	0.537	0.348
takeoff	vzlietnuť	0.755	0.884	0.626
takeout	takeout	0.736	0.392	0.368
takeover	prevzatia	0.663	0.531	0.861
taker	záujemcov	0.375	0.521	0.618
talcum	mastenec	0.500	0.196	0.291
tale	príbeh	0.663	0.300	0.336
talent	talent	0.959	0.607	0.811
talented	talentovaný	0.939	0.635	0.938
talisman	talizman	0.704	0.542	0.642
talk	rozprávanie	0.833	0.346	0.594
talkative	ukecaný	0.562	0.673	0.535
talker	táraj	0.500	0.604	0.552
tall	vysoký	0.725	0.591	0.538
tallies	tallies	0.551	0.290	0.402
tallow	loj	0.344	0.283	0.290
tally	záznam	0.542	0.420	0.518
talon	pazúr	0.344	0.569	0.475
talons	NO TRANSLATION	0.320	0.698	0.525
tambourine	tamburína	0.622	0.548	0.348
tame	NO TRANSLATION	0.560	0.604	0.642
tamer	krotiteľ	0.385	0.783	0.815
taming	krotenie	0.569	0.514	0.575
tamper	falšovať	0.184	0.802	0.545
tampon	tampón	0.396	0.394	0.345
tan	opálenie	0.643	0.460	0.444
tandem	tandem	0.552	0.406	0.485
tang	říz	0.594	0.383	0.340
tangent	tangenta	0.573	0.373	0.454
tangerine	mandarínka	0.571	0.271	0.395
tangible	hmatateľný	0.646	0.350	0.679
tangle	spleť	0.354	0.545	0.254
tangled	spletený	0.260	0.539	0.316
tango	tango	0.622	0.560	0.430
tank	tank	0.431	0.454	0.634
tank top	tielko	0.610	0.371	0.371
tanker	tanker	0.520	0.647	0.713
tanned	vyčinené	0.615	0.550	0.491
tantalizing	vzrušujúce	0.525	0.788	0.625
tantamount	rovnalo	0.633	0.288	0.670
tantrum	rapl	0.219	0.817	0.404
taoism	taoizmus	0.490	0.250	0.456
tap	kohútik	0.461	0.370	0.349
tape	páska	0.531	0.277	0.254
tape measure	páska	0.406	0.250	0.360
taper	kužeľ	0.541	0.410	0.415
tapering	zužujúci sa	0.344	0.380	0.237
tapestry	gobelín	0.520	0.176	0.362
tapeworm	pásomnice	0.357	0.334	0.331
tapioca	NO TRANSLATION	0.594	0.297	0.324
taps	kohúty	0.448	0.378	0.409
tar	NO TRANSLATION	0.438	0.440	0.570
tarantula	Tarantula	0.260	0.718	0.544
tardiness	pomalosť	0.296	0.452	0.260
tardy	oneskorený	0.204	0.592	0.293
target	terč	0.633	0.573	0.798
targeted	cielená	0.573	0.537	0.573
targeting	zacielenia	0.510	0.420	0.580
tariff	tarifa	0.459	0.402	0.491
tarmac	asfaltové	0.357	0.302	0.398
tarnish	pošpiniť	0.204	0.441	0.342
tarot	tarot	0.479	0.422	0.430
tarp	NO TRANSLATION	0.479	0.210	0.364
tarry	dechtový	0.392	0.413	0.388
tart	torta	0.719	0.380	0.219
tartan	tartan	0.448	0.423	0.389
tartar	zubný kameň	0.214	0.351	0.212
task	úloha	0.550	0.353	0.500
tassel	strapec	0.552	0.330	0.307
taste	príchuť	0.802	0.406	0.465
tasteful	vkusný	0.918	0.458	0.625
tasteless	bez chuti	0.146	0.196	0.148
tasting	degustácie	0.781	0.603	0.600
tasty	chutný	0.959	0.786	0.555
tat	tat	0.429	0.380	0.404
tattler	tattler	0.417	0.530	0.434
tattletale	donáška	0.633	0.406	0.317
tattoo	tetovanie	0.490	0.602	0.525
taught	učil	0.814	0.481	0.642
taunt	posmech	0.083	0.696	0.355
taupe	tmavošedý	0.406	0.340	0.386
taut	napätý	0.432	0.704	0.457
tavern	krčmička	0.516	0.577	0.475
tawdry	nevkusný	0.375	0.510	0.398
tawny	zlatohnedý	0.551	0.398	0.400
tax	daň	0.260	0.481	0.534
taxed	zdanené	0.255	0.456	0.500
taxi	taxi	0.542	0.362	0.430
taxicab	taxík	0.479	0.430	0.355
taxonomy	taxonómie	0.370	0.410	0.630
taxpayer	poplatník	0.592	0.528	0.647
tea	čaj	0.698	0.163	0.370
teach	vyučovať	0.840	0.510	0.852
teacher	učiteľ	0.760	0.404	0.885
teaching	vyučovanie	0.822	0.444	0.736
teacup	čaša na čaj	0.633	0.135	0.277
teahouse	čajovňa	0.802	0.314	0.288
teal	modrozelený	0.540	0.293	0.321
team	tím	0.708	0.461	0.688
teamjesus	NO TRANSLATION	0.673	0.453	0.536
teammate	spoluhráč	0.865	0.449	0.660
teamwork	tímová práca	0.918	0.490	0.773
teapot	kanvica na čaj	0.479	0.110	0.309
tear	roztrhnutiu	0.404	0.620	0.327
tearful	uplakaný	0.208	0.500	0.184
tearsofjoy	NO TRANSLATION	0.926	0.740	0.455
teary	uslzené	0.167	0.473	0.216
tease	vtipálek	0.317	0.790	0.432
teaser	upútavka	0.510	0.558	0.534
teasing	doberať si	0.235	0.725	0.352
teaspoon	čajová lyžička	0.521	0.330	0.221
teat	cumlík	0.612	0.469	0.328
teatime	čas na čaj	0.847	0.159	0.339
tech	technológie	0.684	0.491	0.732
technical	technický	0.510	0.490	0.736
technicality	odborný výraz	0.632	0.471	0.661
technician	technik	0.592	0.510	0.713
technique	technika	0.760	0.414	0.593
techno	techno	0.561	0.539	0.500
technological	technologický	0.680	0.452	0.815
technology	technológie	0.776	0.490	0.825
ted	ted	0.712	0.453	0.336
teddy bear	plyšový macko	0.890	0.170	0.192
tedious	zdĺhavý	0.104	0.406	0.241
tedium	nuda	0.224	0.331	0.298
tee	tee	0.459	0.373	0.377
teeming	hemžiace	0.582	0.550	0.727
teen	dospievajúci	0.729	0.531	0.568
teenage	dospievajúci	0.667	0.673	0.558
teenager	teenager	0.781	0.593	0.527
teens	dospievajúci	0.653	0.660	0.440
teensy	teens	0.520	0.427	0.347
teeny	malinký	0.427	0.418	0.216
teeth	zuby	0.520	0.388	0.427
teething	hryzenie	0.396	0.471	0.474
teflon	teflón	0.354	0.245	0.434
telegram	telegram	0.561	0.542	0.550
telegraph	telegraf	0.594	0.423	0.400
telekinesis	telekinéza	0.582	0.646	0.667
telemetry	telemetria	0.460	0.382	0.611
telepathic	telepatický	0.602	0.490	0.642
telepathy	telepatia	0.594	0.510	0.588
telephone	telefónne	0.694	0.520	0.425
telescope	teleskop	0.531	0.340	0.500
telescopic	teleskopický	0.490	0.290	0.660
telethon	telethon	0.643	0.641	0.473
teletype	ďalekopis	0.532	0.392	0.455
televised	vysielaný	0.625	0.519	0.518
television	televízia	0.633	0.391	0.547
tell	oznámiť	0.551	0.350	0.457
teller	pokladník	0.500	0.395	0.443
telling	rozprávanie	0.719	0.441	0.527
telltale	prezrádzajúce	0.240	0.663	0.426
temp	temp	0.490	0.440	0.314
temper	zlosť	0.633	0.623	0.818
tempera	tempera	0.458	0.318	0.245
temperament	temperament	0.420	0.625	0.703
temperamental	náladový	0.316	0.774	0.608
temperance	striedmosť	0.500	0.294	0.639
temperate	striedmy	0.469	0.394	0.593
temperature	teplota	0.521	0.559	0.473
tempered	tvrdeného	0.583	0.437	0.667
tempest	búrka	0.245	0.843	0.653
template	šablóna	0.479	0.311	0.411
temple	chrám	0.612	0.269	0.660
tempo	NO TRANSLATION	0.582	0.337	0.500
temporal	temporálnej	0.500	0.413	0.360
temporarily	dočasne	0.500	0.365	0.373
temporary	dočasný	0.458	0.415	0.324
tempt	zvádzať	0.210	0.677	0.500
temptation	pokušenie	0.365	0.817	0.560
tempting	zvodný	0.615	0.740	0.519
temptress	zvodkyne	0.427	0.787	0.667
ten	desať	0.562	0.260	0.406
tenable	udržateľný	0.741	0.412	0.636
tenacious	húževnatý	0.724	0.658	0.692
tenacity	húževnatosť	0.740	0.657	0.889
tenancy	nájom	0.500	0.458	0.605
tenant	nájomník	0.385	0.360	0.398
tend	sklon	0.604	0.398	0.412
tendency	sklon	0.684	0.500	0.675
tender	nežný	0.630	0.520	0.509
tenderfoot	nováčik	0.469	0.421	0.438
tenderness	neha	0.949	0.276	0.367
tending	tendenciu	0.622	0.556	0.594
tendon	šľacha	0.341	0.271	0.463
tenement	nájomný dom	0.470	0.384	0.550
tenet	zásada	0.667	0.333	0.636
tenets	princípy	0.734	0.357	0.667
tenfold	desateronásobný	0.469	0.418	0.500
tennis	tenis	0.622	0.519	0.431
tenor	tenor	0.587	0.451	0.500
tense	nervózny	0.396	0.439	0.655
tensile	ťahu	0.458	0.510	0.618
tension	napätie	0.304	0.810	0.529
tent	stan	0.510	0.275	0.333
tentacle	tykadlo	0.370	0.559	0.398
tentative	predbežný	0.582	0.657	0.534
tenth	desiaty	0.510	0.349	0.382
tenths	desatiny	0.406	0.294	0.284
tenuous	riedky	0.398	0.263	0.276
tenure	držba	0.615	0.472	0.611
tepee	típí	0.500	0.337	0.373
tepid	vlažný	0.337	0.327	0.237
tequila	tequila	0.612	0.710	0.536
teriyaki	teriyaki	0.646	0.449	0.431
term	termín	0.450	0.255	0.598
terminal	terminál	0.316	0.434	0.483
terminate	vypovedať	0.171	0.410	0.441
termination	ukončenie	0.344	0.472	0.545
terminator	terminátor	0.370	0.663	0.737
terminology	terminológie	0.612	0.284	0.566
terminus	konečná	0.281	0.382	0.615
termite	termit	0.265	0.480	0.408
terms	podmienky	0.490	0.362	0.645
tern	Čorík	0.573	0.365	0.309
ternary	trojica	0.550	0.406	0.480
terrace	terasa	0.615	0.269	0.411
terrain	terén	0.540	0.300	0.472
terrestrial	pozemné	0.542	0.413	0.582
terrible	príšerný	0.061	0.849	0.604
terribly	príšerne	0.061	0.731	0.430
terrier	teriér	0.562	0.540	0.431
terrific	senzačný	0.859	0.650	0.821
terrified	vydesený	0.090	0.902	0.387
terrifies	desí	0.083	0.923	0.500
terrify	vydesiť	0.052	0.889	0.509
terrifying	desivé	0.031	0.836	0.602
territorial	územnú	0.405	0.600	0.766
territory	územie	0.625	0.469	0.676
terror	hrôza	0.069	0.902	0.415
terrorism	terorizmus	0.060	0.971	0.673
terrorist	terorista	0.019	0.930	0.679
terrorists	teroristi	0.062	0.967	0.688
terrorize	terorizovať	0.041	0.907	0.577
terse	hutný	0.542	0.393	0.409
tertiary	terciárne	0.500	0.350	0.431
test	test	0.449	0.500	0.509
testament	testament	0.594	0.420	0.806
testicle	semenník	0.458	0.651	0.410
testicular	testikulárne	0.388	0.680	0.453
testify	svedčiť	0.521	0.650	0.741
testimonial	svedectvo	0.541	0.538	0.750
testimony	svedectvo	0.615	0.578	0.643
testosterone	testosterón	0.573	0.840	0.775
testy	NO TRANSLATION	0.135	0.640	0.357
tetanus	tetanus	0.133	0.577	0.368
tether	priviazať	0.323	0.620	0.407
tethered	pripútané	0.260	0.472	0.351
tetrahedral	štvorboká	0.595	0.468	0.423
text	text	0.604	0.157	0.402
textbook	učebnice	0.622	0.235	0.526
textile	textilné	0.604	0.235	0.395
textural	texturní	0.660	0.296	0.445
texture	textúra	0.615	0.215	0.412
tgif	TGIF	0.542	0.471	0.436
thank	poďakovať	0.958	0.353	0.526
thankful	vďačný	0.969	0.344	0.714
thankgod	vďaka Bohu	0.823	0.451	0.466
thanking	poďakovanie	0.917	0.538	0.658
thankless	nevďačný	0.146	0.500	0.497
thanks	Vďaka	0.918	0.472	0.461
thanksalot	NO TRANSLATION	0.908	0.428	0.525
thanksgiving	vďakyvzdania	0.927	0.449	0.637
thankyougod	NO TRANSLATION	0.900	0.446	0.651
thankyoujesus	NO TRANSLATION	0.878	0.406	0.604
thankyoulord	NO TRANSLATION	0.809	0.388	0.466
thatch	štice	0.337	0.245	0.161
thatmoment	NO TRANSLATION	0.667	0.389	0.340
thaumaturgy	Taumaturgos	0.510	0.546	0.618
thaw	odmäk	0.438	0.321	0.327
theater	divadlo	0.760	0.635	0.516
theatrical	divadelné	0.720	0.690	0.546
theatrics	theatrics	0.694	0.539	0.486
thebest	najlepší	0.760	0.596	0.719
theft	krádež	0.135	0.867	0.394
theism	theismus	0.460	0.431	0.481
theistic	theistic	0.397	0.365	0.509
thelife	život	0.688	0.566	0.629
thelittlethings	NO TRANSLATION	0.571	0.240	0.324
theme	téma	0.541	0.176	0.427
theocracy	teokracie	0.490	0.427	0.722
theocratic	teokratický	0.380	0.480	0.605
theologian	teológ	0.521	0.304	0.759
theological	teologický	0.480	0.363	0.683
theology	teológia	0.448	0.330	0.711
theorem	teorém	0.500	0.296	0.615
theoretical	teoretický	0.615	0.270	0.546
theory	teória	0.583	0.314	0.529
therapeutic	liečebný	0.625	0.275	0.680
therapeutics	Therapeutics	0.552	0.343	0.625
therapist	terapeut	0.468	0.430	0.679
therapy	terapia	0.490	0.353	0.607
thereabouts	tam niekde	0.427	0.365	0.285
thereof	z toho	0.542	0.265	0.281
therewith	ním	0.462	0.317	0.398
thermal	termálne	0.480	0.360	0.509
thermocouple	termoelektrický článok	0.406	0.406	0.422
thermodynamics	termodynamika	0.510	0.594	0.678
thermometer	teplomer	0.400	0.327	0.473
thermos	termoska	0.582	0.255	0.328
thermostat	termostat	0.439	0.480	0.321
thesaurus	tezaurus	0.520	0.480	0.509
thesis	tézy	0.583	0.582	0.552
thick	tučný	0.449	0.433	0.596
thicken	zahustiť	0.406	0.398	0.509
thickening	zahusťovanie	0.448	0.355	0.434
thicket	húšti	0.385	0.373	0.324
thickness	hrúbka	0.552	0.370	0.443
thief	zlodej	0.088	0.888	0.443
thigh	stehno	0.469	0.433	0.588
thimble	náprstok	0.490	0.192	0.218
thin	tenký	0.469	0.337	0.356
thing	vec	0.449	0.222	0.260
things	veci	0.519	0.250	0.368
thingy	vecička	0.458	0.312	0.158
think	premýšľať	0.786	0.408	0.618
thinker	mysliteľ	0.706	0.386	0.764
thinking	premýšľanie	0.720	0.308	0.595
third	tretina	0.551	0.187	0.304
thirds	tretiny	0.402	0.327	0.345
thirst	smäd	0.298	0.519	0.307
thirsty	smädný	0.281	0.660	0.310
thirteen	trinásť	0.459	0.385	0.331
thirteenth	trinásty	0.408	0.330	0.425
thirty	tridsať	0.562	0.349	0.316
thistle	bodliak	0.427	0.423	0.357
thither	tam	0.500	0.270	0.316
thong	remeň	0.467	0.596	0.269
thorn	tŕň	0.296	0.541	0.427
thorny	pichľavý	0.177	0.690	0.500
thorough	dôkladný	0.467	0.350	0.558
thoroughbred	plnokrvník	0.669	0.740	0.716
thoroughfare	dopravná tepna	0.582	0.481	0.490
thought	myšlienka	0.780	0.315	0.571
thoughtful	premýšľavý	0.667	0.290	0.527
thoughtfulness	ohľaduplnosť	0.867	0.269	0.667
thoughtless	bezohľadný	0.194	0.580	0.452
thoughts	myšlienky	0.745	0.382	0.691
thousand	tisíc	0.663	0.355	0.480
thrash	mlátiť	0.260	0.510	0.472
thread	závit	0.646	0.184	0.209
threat	hrozba	0.135	0.865	0.667
threaten	hroziť	0.104	0.958	0.590
threatened	ohrozená	0.052	0.928	0.354
threatening	hrozivý	0.071	0.875	0.652
three	tri	0.653	0.225	0.377
threefold	trojnásobný	0.521	0.400	0.534
threesome	trojica	0.490	0.676	0.560
thresh	mlátiť	0.490	0.417	0.500
threshold	prah	0.531	0.519	0.575
thrice	trikrát	0.469	0.442	0.462
thrift	sporivosť	0.760	0.217	0.649
thrifty	sporivý	0.604	0.380	0.676
thrill	vzrušenie	0.888	0.837	0.711
thrilled	nadšený	0.898	0.818	0.807
thriller	detektívka	0.490	0.796	0.645
thrilling	vzrušujúce	0.930	0.827	0.782
thrive	prospievať	0.948	0.529	0.772
thriving	prosperujúce	0.865	0.521	0.779
throat	hrdlo	0.350	0.538	0.346
throb	pulzovanie	0.500	0.673	0.556
throbbing	pulzujúca	0.645	0.808	0.491
throes	pôrodné bolesti	0.146	0.760	0.235
throne	trón	0.724	0.606	0.887
throng	dav	0.480	0.810	0.706
throttle	škrtiacej ventil	0.562	0.804	0.750
throw	hodiť	0.344	0.770	0.623
throwback	návrat	0.280	0.454	0.356
thrower	vrhač	0.470	0.690	0.717
thrown	hodená	0.500	0.550	0.619
thrush	drozd	0.306	0.490	0.454
thrust	ťah	0.510	0.647	0.663
thruster	raketa	0.698	0.812	0.719
thud	buchnutie	0.255	0.686	0.620
thug	násilník	0.240	0.882	0.667
thumb	palec	0.673	0.271	0.361
thumbprint	odtlačok palca	0.510	0.347	0.451
thump	buchnutie	0.280	0.792	0.608
thumper	Thumper	0.354	0.623	0.457
thumping	búšenie	0.214	0.755	0.566
thunder	hrom	0.296	0.916	0.526
thunderbolt	blesk	0.418	0.719	0.642
thunderclap	hromov	0.390	0.833	0.607
thundering	hromový	0.337	0.778	0.700
thunderstorm	búrka	0.135	0.860	0.784
thunderstruck	ohromený	0.194	0.716	0.509
thwart	zmariť	0.281	0.684	0.409
thx	Vďaka	0.562	0.425	0.461
thyme	tymián	0.561	0.255	0.325
thyroid	štítna	0.234	0.455	0.373
tiara	diadém	0.719	0.300	0.472
tibia	holenná kosť	0.450	0.302	0.425
tic	tic	0.271	0.438	0.250
tick	kliešť	0.521	0.386	0.412
ticked	zaškrtnuté	0.469	0.386	0.455
ticker	ticker	0.479	0.471	0.509
ticket	vstupenka	0.684	0.387	0.434
tickle	šteklenie	0.760	0.727	0.342
tickled	šteklil	0.755	0.707	0.364
ticklish	šteklivý	0.823	0.814	0.345
tidal	prílivu	0.592	0.539	0.519
tidal wave	prílivová vlna	0.240	0.894	0.736
tidbit	pamlsok	0.552	0.382	0.385
tide	príliv	0.541	0.556	0.420
tidings	posolstvo	0.610	0.510	0.694
tidy	uprataný	0.760	0.208	0.647
tie	rozhodujuca	0.663	0.464	0.431
tier	stupeň	0.520	0.245	0.560
tiff	hašterenie	0.531	0.415	0.343
tiger	tiger	0.479	0.765	0.664
tighten	napnúť	0.388	0.487	0.627
tightness	tesnosť	0.344	0.606	0.759
tightrope	lano	0.354	0.653	0.279
tights	pančucháče	0.583	0.343	0.269
tilde	vlnovka	0.520	0.314	0.321
tile	dlaždice	0.429	0.245	0.348
tiling	obklady	0.600	0.330	0.315
till	NO TRANSLATION	0.490	0.327	0.319
tillage	orba	0.552	0.591	0.540
tiller	oráč	0.448	0.410	0.290
tilt	náklon	0.365	0.549	0.463
tilting	naklápacie	0.459	0.384	0.340
timber	drevo	0.332	0.202	0.386
timberland	timberland	0.550	0.415	0.571
timbre	vyzerá úplne inak	0.460	0.480	0.296
time	čas	0.604	0.288	0.609
timeless	nadčasový	0.408	0.468	0.583
timeliness	včasnosť	0.760	0.404	0.582
timely	príhodný	0.865	0.387	0.591
