Word	German-de	Valence	Arousal	Dominance
serialize	serialisieren	0.500	0.455	0.593
series	Serie	0.622	0.431	0.420
serif	Serif	0.531	0.417	0.415
serious	ernst	0.500	0.455	0.619
seriousness	Schwere	0.439	0.365	0.750
sermon	Predigt	0.417	0.507	0.615
serpent	Schlange	0.115	0.696	0.679
serpentine	Serpentin	0.576	0.646	0.329
serrated	gezähnt	0.388	0.435	0.418
serum	Serum	0.520	0.231	0.443
servant	Diener	0.340	0.408	0.331
serve	Dienen	0.622	0.400	0.384
server	Server	0.656	0.356	0.536
service	Bedienung	0.684	0.408	0.535
serviceable	brauchbar	0.834	0.400	0.684
servile	servile	0.439	0.327	0.415
servitude	Knechtschaft	0.250	0.490	0.250
sesame	Sesam	0.673	0.250	0.382
sess	NO TRANSLATION	0.418	0.481	0.411
session	Session	0.510	0.481	0.491
sessions	Sitzungen	0.646	0.578	0.650
set	einstellen	0.521	0.482	0.630
setback	Rückschlag	0.198	0.451	0.250
sett	NO TRANSLATION	0.560	0.413	0.500
setter	Setter	0.541	0.455	0.473
settle	sich niederlassen	0.833	0.520	0.772
settled	erledigt	0.521	0.510	0.473
settlement	Siedlung	0.635	0.412	0.723
settler	Siedler	0.573	0.453	0.519
settlor	Settlor	0.531	0.434	0.534
setup	Konfiguration	0.667	0.398	0.635
seven	Sieben	0.672	0.265	0.373
seventeen	siebzehn	0.585	0.296	0.321
seventh	siebte	0.500	0.245	0.288
seventy	siebzig	0.625	0.353	0.446
sever	trennen	0.156	0.635	0.451
severable	abtrennbar	0.406	0.451	0.398
severally	einzeln	0.719	0.298	0.600
severance	Abfindung	0.396	0.620	0.541
severe	schwer	0.164	0.735	0.635
severely	stark	0.219	0.673	0.700
severity	Schwere	0.260	0.712	0.661
sew	nähen	0.510	0.340	0.340
sewage	Abwasser	0.255	0.343	0.339
sewer	Kanal	0.286	0.367	0.282
sewerage	Kanalisation	0.208	0.450	0.198
sewing	Nähen	0.625	0.337	0.356
sex	Sex	0.803	0.939	0.704
sexist	Sexist	0.255	0.798	0.411
sexual	sexuell	0.584	0.959	0.640
sexuality	Sexualität	0.670	0.898	0.657
sexy	sexy	0.865	0.945	0.802
shabby	schäbig	0.235	0.519	0.259
shack	Hütte	0.396	0.425	0.339
shackle	Schäkel	0.276	0.580	0.414
shade	Schatten	0.388	0.265	0.278
shades	Schattierungen	0.490	0.300	0.380
shading	Schattierung	0.420	0.324	0.318
shadow	Schatten	0.302	0.343	0.158
shadowy	schattenhaft	0.135	0.373	0.330
shady	schattig	0.323	0.509	0.375
shaft	Welle	0.549	0.275	0.472
shag	Shag	0.417	0.462	0.340
shaggy	zottelig	0.510	0.302	0.321
shake	Shake	0.439	0.689	0.539
shakedown	Shakedown	0.286	0.692	0.481
shaken	erschüttert	0.344	0.657	0.333
shaker	Shaker	0.520	0.728	0.518
shaking	Schütteln	0.275	0.849	0.255
shaky	wackelig	0.260	0.734	0.223
shall	soll	0.510	0.385	0.412
shallow	flach	0.427	0.298	0.351
shallows	Untiefen	0.388	0.368	0.368
sham	Schein	0.354	0.602	0.395
shaman	Schamane	0.490	0.531	0.604
shambles	Trümmer	0.271	0.696	0.287
shame	Schande	0.060	0.670	0.155
shamed	Schande, d	0.135	0.567	0.218
shameful	beschämend	0.040	0.680	0.264
shameless	schamlos	0.274	0.713	0.407
shampoo	Shampoo	0.604	0.180	0.250
shanghai	Shanghai	0.551	0.450	0.509
shank	Schaft	0.530	0.393	0.286
shanty	Shanty	0.427	0.459	0.255
shape	gestalten	0.592	0.240	0.422
shapely	formschön	0.771	0.441	0.830
shard	Scherbe	0.388	0.407	0.426
share	Aktie	0.759	0.548	0.545
shareholder	Aktionär	0.656	0.632	0.915
sharing	teilen	0.827	0.462	0.545
shark	Hai	0.260	0.845	0.596
sharp	Scharf	0.459	0.585	0.585
sharpen	schärfen	0.582	0.694	0.611
sharpened	geschärft	0.573	0.647	0.727
sharpener	Anspitzer	0.532	0.435	0.327
sharpness	Schärfe	0.729	0.385	0.653
sharpshooter	Scharfschütze	0.240	0.929	0.764
shatter	zerschmettern	0.108	0.821	0.464
shattered	zerschlagen	0.097	0.806	0.309
shattering	erschütternd	0.135	0.760	0.475
shave	rasieren	0.521	0.410	0.480
shaver	Rasierapparat	0.418	0.450	0.392
shaving	Rasieren	0.500	0.469	0.353
shawl	Schal	0.720	0.365	0.230
sheaf	Garbe	0.396	0.387	0.456
shear	scheren	0.286	0.647	0.388
shears	Schere	0.429	0.527	0.254
sheath	Mantel	0.460	0.314	0.342
sheathing	Ummantelung	0.378	0.480	0.642
shed	Schuppen	0.427	0.402	0.470
sheen	Glanz	0.812	0.510	0.712
sheep	Schaf	0.604	0.206	0.161
sheepdog	Schäferhund	0.684	0.442	0.529
sheepish	verlegen	0.326	0.441	0.205
sheer	schier	0.604	0.250	0.481
sheet	Blatt	0.439	0.174	0.302
sheik	Scheich	0.521	0.579	0.708
shelf	Regal	0.561	0.202	0.366
shell	Schale	0.615	0.408	0.391
shellfish	Schaltier	0.594	0.412	0.393
shelling	Beschuss	0.337	0.917	0.773
shelter	Schutz	0.704	0.229	0.569
sheltered	geschützt	0.590	0.377	0.717
shelters	Schutzhütten	0.582	0.333	0.482
shelved	auf Eis gelegt	0.306	0.166	0.321
shepherd	Schäfer	0.656	0.304	0.610
sherbet	Sorbett	0.592	0.363	0.348
sheriff	Sheriff	0.602	0.541	0.802
sherry	Sherry	0.594	0.477	0.315
shield	Schild	0.510	0.373	0.663
shift	Verschiebung	0.479	0.610	0.491
shifting	Verschiebung	0.518	0.548	0.546
shifty	verschlagen	0.365	0.687	0.483
shilling	Schilling	0.521	0.342	0.430
shimmer	schimmern	0.745	0.562	0.656
shimmering	schimmernd	0.844	0.648	0.904
shimmy	shimmy	0.478	0.476	0.462
shin	Schienbein	0.459	0.500	0.231
shindig	schief	0.552	0.560	0.491
shine	scheinen	0.844	0.539	0.741
shiner	Veilchen	0.740	0.510	0.556
shingle	Schindel	0.510	0.200	0.410
shining	leuchtenden	0.885	0.673	0.812
shiny	glänzend	0.885	0.604	0.787
ship	Schiff	0.646	0.500	0.439
shipment	Sendung	0.582	0.440	0.452
shipping	Versand	0.622	0.327	0.443
shipshape	Schiffsform	0.594	0.480	0.474
shipwreck	Schiffswrack	0.268	0.768	0.373
shipyard	Werft	0.398	0.583	0.595
shire	Grafschaft	0.479	0.257	0.609
shirt	Hemd	0.698	0.186	0.231
shit	Scheisse	0.000	0.678	0.294
shitday	NO TRANSLATION	0.281	0.658	0.390
shitfaced	Scheiße	0.214	0.695	0.380
shithead	Arschloch	0.120	0.645	0.302
shitless	Scheiß	0.271	0.545	0.333
shitload	Scheiße	0.020	0.606	0.161
shittest	NO TRANSLATION	0.076	0.673	0.232
shitty	beschissen	0.020	0.679	0.163
shiver	Schauer	0.260	0.765	0.236
shivering	Zittern	0.122	0.663	0.373
shoals	Untiefen	0.396	0.408	0.375
shock	Schock	0.286	0.821	0.453
shocked	schockiert	0.292	0.773	0.375
shocker	Schocker	0.235	0.804	0.616
shocking	schockierend	0.378	0.853	0.833
shockingly	erschreckend	0.510	0.924	0.721
shoddy	Shoddy	0.082	0.463	0.179
shoe	Schuh	0.517	0.225	0.288
shoelace	Schnürsenkel	0.396	0.280	0.307
shoemaker	Schuster	0.396	0.269	0.491
shoes	Schuhe	0.729	0.324	0.210
shoeshine	Schuheputzen	0.392	0.387	0.325
shook	schüttelte	0.163	0.759	0.509
shoot	schießen	0.092	0.926	0.625
shooter	Schütze	0.224	0.814	0.774
shooting	Schießen	0.276	0.931	0.602
shootout	Schießerei	0.080	0.927	0.615
shop	Geschäft	0.725	0.632	0.565
shopkeeper	Ladenbesitzer	0.677	0.510	0.730
shoplifter	Ladendieb	0.167	0.830	0.500
shoplifting	Ladendiebstahl	0.152	0.833	0.441
shopper	Käufer	0.646	0.615	0.741
shopping	Einkaufen	0.915	0.445	0.630
shore	Ufer	0.542	0.304	0.204
shoreline	Küstenlinie	0.677	0.296	0.529
shorn	geschoren	0.396	0.415	0.400
short	kurz	0.184	0.264	0.237
short story	Kurzgeschichte	0.697	0.321	0.348
shortage	Mangel	0.094	0.455	0.198
shortcake	Shortcake	0.677	0.359	0.398
shortcoming	Mangel	0.195	0.370	0.258
shortcut	Abkürzung	0.594	0.308	0.426
shorten	verkürzen	0.302	0.382	0.460
shortening	Verkürzung	0.286	0.333	0.385
shorthand	Kurzschrift	0.459	0.450	0.461
shortly	kurz	0.582	0.310	0.360
shortness	Kürze	0.459	0.280	0.272
shorts	kurze Hose	0.622	0.481	0.287
shortstop	Shortstop	0.418	0.529	0.450
shortwave	Kurzwelle	0.460	0.271	0.368
shot	Schuss	0.144	0.750	0.569
shotgun	Schrotflinte	0.200	0.868	0.684
shoulder	Schulter	0.562	0.286	0.406
shout	schreien	0.229	0.925	0.444
shove	schieben	0.306	0.690	0.602
shovel	Schaufel	0.427	0.308	0.267
shoveling	Schaufeln	0.265	0.620	0.537
show	Show	0.673	0.771	0.719
showbiz	Showgeschäft	0.661	0.713	0.598
showboat	Showboot	0.618	0.625	0.509
showcase	Vitrine	0.521	0.255	0.415
showdown	Showdown	0.302	0.950	0.692
shower	Dusche	0.669	0.346	0.336
showgirl	Showgirl	0.633	0.694	0.481
showing	zeigt	0.622	0.540	0.491
showoff	angeben	0.344	0.598	0.463
showroom	Ausstellungsraum	0.740	0.441	0.536
showy	auffällig	0.698	0.657	0.661
shrapnel	Schrapnell	0.240	0.740	0.681
shred	Fetzen	0.224	0.750	0.627
shrew	Spitzmaus	0.306	0.463	0.390
shrewd	klug	0.551	0.673	0.816
shriek	Schrei	0.459	0.827	0.491
shrill	schrillen	0.312	0.721	0.640
shrimp	Garnele	0.571	0.361	0.425
shrine	Schrein	0.802	0.255	0.574
shrink	schrumpfen	0.385	0.453	0.272
shrinking	Schrumpfung	0.190	0.400	0.217
shrivel	schrumpfen	0.160	0.409	0.143
shroud	Leichentuch	0.417	0.457	0.389
shrub	Strauch	0.531	0.340	0.340
shrubbery	Gebüsch	0.490	0.267	0.332
shrug	zucken	0.208	0.296	0.278
shrunk	geschrumpft	0.163	0.354	0.218
shrunken	geschrumpft	0.500	0.373	0.221
shudder	schaudern	0.344	0.791	0.559
shuddering	schaudernd	0.302	0.802	0.638
shuffle	Mischen	0.459	0.450	0.556
shuffleboard	Shuffleboard	0.531	0.459	0.377
shuffling	schlurfend	0.521	0.408	0.293
shun	meiden	0.418	0.604	0.389
shunned	gemieden	0.271	0.464	0.367
shunt	Shunt	0.312	0.500	0.470
shut	geschlossen	0.240	0.352	0.311
shutdown	Herunterfahren	0.173	0.367	0.418
shuteye	NO TRANSLATION	0.521	0.430	0.431
shutit	NO TRANSLATION	0.281	0.442	0.480
shutter	Verschluss	0.191	0.380	0.482
shuttle	pendeln	0.531	0.591	0.547
shutup	NO TRANSLATION	0.333	0.560	0.491
shy	schüchtern	0.280	0.153	0.132
shyness	Schüchternheit	0.312	0.265	0.246
shyster	Rechtsverdreher	0.292	0.567	0.424
sib	NO TRANSLATION	0.698	0.298	0.593
sibling	Geschwister	0.857	0.340	0.636
sic	sic	0.370	0.459	0.380
sick	krank	0.104	0.431	0.136
sickbay	Krankenstation	0.296	0.510	0.345
sicken	erkranken	0.051	0.500	0.294
sickening	widerlich	0.074	0.618	0.259
sickle	Sichel	0.427	0.585	0.370
sickly	kränklich	0.188	0.550	0.191
sickness	Krankheit	0.094	0.704	0.288
side	Seite	0.439	0.288	0.395
sidearm	Seitenwaffe	0.410	0.474	0.500
sidebar	Seitenleiste	0.469	0.364	0.405
sideboard	Anrichte	0.590	0.259	0.426
sideburns	Koteletten	0.777	0.327	0.308
sidecar	Beiwagen	0.552	0.449	0.500
sidekick	Kumpel	0.602	0.439	0.509
sideline	Nebensache	0.440	0.382	0.517
sideshow	Nebenschau	0.458	0.594	0.658
sidestep	Umgehen	0.378	0.559	0.407
sidewalk	Bürgersteig	0.479	0.192	0.348
sideways	seitwärts	0.788	0.245	0.291
sidewinder	Sidewinder	0.500	0.500	0.439
siege	Belagerung	0.271	0.750	0.567
siesta	Siesta	0.740	0.046	0.295
sieve	Sieb	0.459	0.250	0.333
sift	sieben	0.542	0.412	0.461
sifting	Sichtung	0.571	0.469	0.474
sigh	Seufzer	0.469	0.387	0.273
sight	Sicht	0.684	0.250	0.528
sighting	Sichtung	0.582	0.560	0.627
sightseeing	Besichtigung	0.875	0.552	0.697
sigma	Sigma	0.490	0.472	0.535
sign	Schild	0.620	0.481	0.397
signal	Signal	0.615	0.417	0.464
signature	Unterschrift	0.570	0.422	0.657
significance	Bedeutung	0.820	0.460	0.644
significant	von Bedeutung	0.827	0.649	0.786
signification	Bedeutung	0.583	0.337	0.530
signify	bedeuten	0.453	0.422	0.634
signpost	Wegweiser	0.510	0.400	0.446
silence	Schweigen	0.438	0.200	0.223
silencer	Schalldämpfer	0.417	0.356	0.482
silent	Leise	0.469	0.125	0.280
silently	schweigend	0.448	0.185	0.306
silhouette	Silhouette	0.582	0.410	0.288
silicon	Silizium	0.439	0.448	0.445
silicone	Silikon	0.480	0.340	0.333
silk	Seide	0.760	0.115	0.300
silken	seiden	0.730	0.265	0.394
silky	seidig	0.802	0.397	0.271
sill	Schwelle	0.433	0.375	0.324
silliness	Albernheit	0.327	0.368	0.192
silly	dumm	0.384	0.349	0.161
silo	Silo	0.400	0.365	0.357
silt	Schlick	0.510	0.269	0.200
silver	Silber-	0.684	0.451	0.615
silverware	Besteck	0.663	0.365	0.409
silvery	silbrig	0.543	0.460	0.517
similar	ähnlich	0.562	0.250	0.423
similarity	Ähnlichkeit	0.729	0.255	0.518
simile	NO TRANSLATION	0.615	0.363	0.464
simmer	kochen	0.650	0.293	0.393
simmering	köchelnd	0.382	0.613	0.412
simple	einfach	0.653	0.130	0.314
simples	NO TRANSLATION	0.724	0.240	0.263
simpleton	Einfaltspinsel	0.429	0.144	0.358
simplicity	Einfachheit	0.667	0.250	0.337
simplify	vereinfachen	0.565	0.347	0.602
simplistic	simpel	0.490	0.245	0.391
simply	einfach	0.535	0.148	0.393
simulate	simulieren	0.551	0.375	0.417
simulated	simuliert	0.500	0.461	0.356
simulating	simulierend	0.552	0.462	0.481
simulation	Simulation	0.552	0.574	0.567
simulator	Simulator	0.677	0.559	0.583
simultaneous	gleichzeitig	0.691	0.577	0.554
simultaneously	gleichzeitig	0.656	0.490	0.609
sin	NO TRANSLATION	0.177	0.712	0.449
sincere	aufrichtig	0.918	0.265	0.725
sincerity	Aufrichtigkeit	0.908	0.351	0.686
sinful	sündig	0.143	0.788	0.417
sing	singen	0.858	0.606	0.420
singer	Sänger	0.802	0.735	0.628
singing	Singen	0.885	0.594	0.528
single	Single	0.291	0.354	0.259
singly	einzeln	0.553	0.354	0.466
singular	Singular	0.610	0.302	0.482
singularity	Singularität	0.582	0.348	0.654
singularly	einzigartig	0.571	0.330	0.527
sinister	unheimlich	0.125	0.896	0.581
sink	sinken	0.375	0.439	0.322
sinker	Senker	0.302	0.557	0.538
sinking	Untergang	0.135	0.439	0.342
sinner	Sünder	0.237	0.667	0.356
sinning	sündigen	0.170	0.700	0.422
sinus	Sinus	0.531	0.563	0.340
sip	Schluck	0.375	0.380	0.213
siphon	Siphon	0.354	0.333	0.435
sipping	nippen	0.469	0.349	0.377
sir	Herr	0.622	0.306	0.778
sire	Vater	0.854	0.452	0.808
siren	Sirene	0.570	0.627	0.500
sirloin	Lendenstück	0.546	0.418	0.373
sissy	Weichei	0.333	0.562	0.232
sister	Schwester	0.916	0.324	0.562
sisterhood	Schwesternschaft	0.837	0.415	0.696
sit	sitzen	0.561	0.230	0.368
sitcom	Sitcom	0.562	0.537	0.407
site	Seite? ˅	0.677	0.265	0.452
sith	Sith	0.439	0.564	0.373
sitter	Sitter	0.656	0.429	0.404
sitting	Sitzung	0.561	0.146	0.353
situate	situieren	0.510	0.310	0.483
situated	gelegen	0.542	0.231	0.543
situation	Lage	0.531	0.387	0.600
six	sechs	0.500	0.154	0.271
sixpence	Sixpence	0.469	0.417	0.463
sixteen	Sechszehn	0.583	0.290	0.324
sixth	sechste	0.521	0.275	0.366
sixty	sechzig	0.694	0.240	0.433
sizable	ansehnlich	0.727	0.337	0.657
size	Größe	0.531	0.336	0.569
sizzle	brutzeln	0.427	0.704	0.368
ska	NO TRANSLATION	0.458	0.575	0.245
skate	Schlittschuh	0.740	0.653	0.508
skateboard	Skateboard	0.677	0.550	0.353
skater	Skater	0.633	0.774	0.652
skating	Skaten	0.745	0.673	0.435
skedaddle	türmen	0.427	0.596	0.422
skeet	Skeet	0.469	0.549	0.413
skein	Strang	0.449	0.372	0.287
skeletal	Skelett-	0.306	0.558	0.318
skeleton	Skelett	0.183	0.464	0.343
skeptic	Skeptiker	0.135	0.440	0.500
skeptical	skeptisch	0.207	0.500	0.452
skepticism	Skepsis	0.229	0.480	0.582
sketch	skizzieren	0.704	0.276	0.420
sketching	Skizzierung	0.729	0.327	0.400
sketchy	skizzenhaft	0.333	0.479	0.241
skewed	verzerrt	0.340	0.480	0.361
skewer	Spieß	0.470	0.365	0.457
ski	Ski	0.684	0.670	0.471
skid	Schleudern	0.357	0.640	0.440
skier	Skifahrer	0.802	0.788	0.639
skiff	Skiff	0.479	0.375	0.472
skiing	Skifahren	0.823	0.824	0.620
skijump	NO TRANSLATION	0.635	0.647	0.482
skill	Fertigkeit	0.847	0.701	0.833
skilled	geschickt	0.886	0.614	0.929
skillet	Bratpfanne	0.510	0.296	0.345
skillful	geschickt	0.802	0.616	0.908
skim	überfliegen	0.418	0.328	0.322
skimpy	dürftig	0.302	0.349	0.208
skin	Haut	0.569	0.350	0.395
skinny	dünn	0.333	0.333	0.298
skip	überspringen	0.458	0.804	0.439
skipper	Kapitän	0.440	0.577	0.692
skirmish	Scharmützel	0.290	0.640	0.474
skirt	Rock	0.602	0.463	0.226
skirting	Sockelleiste	0.449	0.529	0.386
skirts	die Röcke	0.622	0.538	0.241
skit	Sketch	0.438	0.434	0.421
skittish	schwankend	0.156	0.815	0.172
skull	Schädel	0.276	0.558	0.574
skunk	Skunk	0.284	0.491	0.380
sky	Himmel	0.958	0.234	0.401
skylight	Dachfenster	0.708	0.314	0.343
skyline	Horizont	0.592	0.412	0.662
skyscraper	Wolkenkratzer	0.622	0.696	0.798
slab	Platte	0.398	0.265	0.264
slack	locker	0.521	0.283	0.446
slag	Schlacke	0.266	0.600	0.254
slam	zuschlagen	0.459	0.577	0.480
slammer	Knast	0.417	0.565	0.391
slander	Verleumdung	0.184	0.604	0.454
slanderous	verleumderisch	0.057	0.800	0.337
slang	Slang	0.479	0.418	0.491
slant	schräg	0.469	0.396	0.536
slap	schlagen	0.100	0.804	0.518
slash	Schrägstrich	0.260	0.500	0.509
slashes	Schrägstriche	0.330	0.328	0.410
slate	Schiefer	0.531	0.283	0.431
slates	Schiefer	0.500	0.270	0.342
slaughter	schlachten	0.052	0.953	0.602
slaughterhouse	Schlachthof	0.146	0.794	0.472
slaughtering	Schlachtung	0.133	0.947	0.714
slave	Sklave	0.171	0.795	0.151
slavery	Sklaverei	0.052	0.783	0.218
slay	erschlagen	0.133	0.920	0.585
slayer	Jägerin	0.041	0.930	0.661
sleaze	Sleaze	0.312	0.538	0.405
sleazy	sleazy	0.292	0.674	0.370
sled	NO TRANSLATION	0.635	0.547	0.446
sledding	Rodeln	0.625	0.547	0.422
sledge	Schlitten	0.646	0.500	0.361
sledgehammer	Vorschlaghammer	0.449	0.479	0.482
sleek	glatt	0.750	0.484	0.643
sleep	Schlaf	0.719	0.090	0.339
sleeper	Schläfer	0.640	0.154	0.254
sleeping	Schlafen	0.704	0.091	0.312
sleepless	schlaflos	0.213	0.410	0.207
sleeplessness	Schlaflosigkeit	0.104	0.604	0.202
sleepover	übernachten	0.815	0.519	0.340
sleepy	schläfrig	0.604	0.125	0.250
sleepyhead	Schlafmütze	0.327	0.350	0.294
sleet	Schneeregen	0.410	0.355	0.395
sleeve	Ärmel	0.531	0.270	0.273
sleeveless	ärmellos	0.638	0.290	0.200
sleigh	Schlitten	0.742	0.551	0.396
sleight	Geschicklichkeit	0.719	0.677	0.379
slender	schlank	0.812	0.548	0.664
sleuth	Detektiv	0.460	0.633	0.676
slice	Scheibe	0.583	0.375	0.303
slick	glatt	0.388	0.383	0.349
slicker	Slicker	0.727	0.387	0.519
slide	rutschen	0.615	0.435	0.432
slider	Schieberegler	0.585	0.491	0.518
sliding	gleiten	0.356	0.730	0.491
slight	leicht	0.521	0.240	0.155
slight anticipation	leichte Vorfreude	0.562	0.490	0.445
slight disgust	leichter Ekel	0.156	0.578	0.318
slight surprise	leichte Überraschung	0.677	0.746	0.557
slight trust	geringes Vertrauen	0.306	0.400	0.245
slightly	leicht	0.470	0.274	0.255
slightly negative	leicht negativ	0.190	0.472	0.259
slightly positive	leicht positiv	0.792	0.480	0.567
slim	schlank	0.562	0.180	0.296
slime	Schleim	0.300	0.370	0.183
slimy	schleimig	0.177	0.500	0.309
sling	Schlinge	0.417	0.423	0.404
slingshot	Schleuder	0.323	0.654	0.474
slink	schleichen	0.460	0.546	0.314
slinky	aufreizend	0.400	0.637	0.603
slip	Unterhose	0.316	0.714	0.321
slipper	Slipper	0.635	0.298	0.245
slippers	Hausschuhe	0.573	0.413	0.236
slippery	rutschig	0.219	0.740	0.343
slit	Schlitz	0.406	0.490	0.366
sliver	Splitter	0.388	0.347	0.291
slob	Schlampe	0.275	0.365	0.300
slobber	sabbern	0.350	0.375	0.278
slogan	Slogan	0.550	0.216	0.564
sloop	Schaluppe	0.480	0.375	0.380
slop	NO TRANSLATION	0.306	0.409	0.325
slope	Steigung	0.347	0.438	0.279
sloppy	schlampig	0.303	0.441	0.183
slot	Slot	0.469	0.337	0.337
sloth	Faultier	0.198	0.140	0.125
slouch	schlummern	0.365	0.450	0.328
slough	Sumpf	0.265	0.390	0.200
slow	langsam	0.357	0.073	0.131
slowly	langsam	0.427	0.185	0.295
slowness	Langsamkeit	0.302	0.212	0.191
sludge	Schlamm	0.354	0.396	0.229
slug	Schnecke	0.276	0.370	0.160
slugger	Schläger	0.458	0.500	0.518
sluggish	träge	0.224	0.124	0.155
sluice	Schleuse	0.427	0.520	0.365
slum	Slum	0.292	0.528	0.302
slumber	schlummern	0.592	0.191	0.426
slump	Einbruch	0.194	0.438	0.130
slur	Bogen	0.115	0.814	0.427
slurp	schlürfen	0.540	0.528	0.411
slush	Matsch	0.427	0.283	0.296
slut	Schlampe	0.071	0.808	0.309
slutty	schlampig	0.224	0.810	0.371
sly	schlau	0.573	0.690	0.750
smack	klatschen	0.323	0.662	0.381
small	klein	0.542	0.205	0.120
smaller	kleiner	0.300	0.310	0.179
smallest	kleinste	0.281	0.340	0.129
smallpox	Pocken	0.156	0.583	0.222
smart	Clever	0.906	0.607	0.923
smartass	Klugscheißer	0.364	0.520	0.620
smarten	smarten	0.602	0.490	0.551
smarty	Klugscheißer	0.673	0.510	0.848
smash	Smash	0.195	0.692	0.530
smashed	zerschlagen	0.143	0.660	0.256
smattering	schmatzend	0.448	0.460	0.500
smear	Abstrich	0.230	0.433	0.400
smell	Geruch	0.510	0.520	0.330
smelling	riechend	0.458	0.481	0.349
smelly	stinkend	0.100	0.528	0.245
smelt	Stint	0.333	0.441	0.345
smidgen	klein	0.367	0.385	0.357
smile	Lächeln	0.906	0.598	0.618
smiled	lächelte	0.949	0.530	0.536
smiles	lächelt	0.892	0.606	0.607
smiley	Smiley	0.865	0.470	0.571
smiling	lächelnd	0.981	0.679	0.625
smirk	Grinsen	0.792	0.596	0.583
smite	schlagen	0.303	0.846	0.682
smith	Schmied	0.677	0.333	0.529
smithereens	kleine Stücke	0.281	0.561	0.409
smitten	geschlagen	0.153	0.760	0.204
smock	Kittel	0.429	0.250	0.250
smog	SMOG	0.271	0.480	0.382
smoke	Rauch	0.188	0.500	0.391
smoker	Raucher	0.208	0.528	0.311
smokey	rauchig	0.494	0.462	0.430
smoking	Rauchen	0.176	0.557	0.384
smoky	rauchig	0.459	0.420	0.327
smoldering	schwelend	0.635	0.781	0.764
smooch	knutschen	0.796	0.731	0.491
smooth	glatt	0.823	0.127	0.281
smoothie	Smoothie	0.806	0.333	0.281
smoothly	glatt	0.821	0.134	0.488
smoothness	Glätte	0.833	0.221	0.412
smother	ersticken	0.292	0.685	0.420
smudge	verschmieren	0.327	0.429	0.245
smug	selbstgefällig	0.198	0.552	0.587
smuggle	schmuggeln	0.194	0.775	0.570
smuggler	Schmuggler	0.062	0.867	0.645
smuggling	Schmuggel	0.229	0.783	0.510
smut	Schmutz	0.357	0.360	0.349
snack	Snack	0.646	0.407	0.345
snacks	Snacks	0.781	0.480	0.306
snafu	Snafu	0.375	0.549	0.274
snag	Haken	0.417	0.250	0.339
snags	Haken	0.177	0.721	0.490
snail	Schnecke	0.480	0.104	0.296
snake	Schlange	0.276	0.750	0.549
snakes	Schlangen	0.176	0.662	0.606
snakeskin	Schlangenhaut	0.276	0.696	0.391
snap	schnappen	0.344	0.517	0.352
snapper	Schnapper	0.417	0.429	0.245
snappy	bissig	0.573	0.592	0.418
snapshot	Schnappschuss	0.573	0.578	0.588
snare	Schlinge	0.229	0.850	0.466
snarl	Knurren	0.430	0.787	0.455
snarling	knurrend	0.312	0.704	0.491
snatch	schnappen	0.219	0.861	0.691
snatcher	Schnapper	0.122	0.867	0.563
snazzy	schlau	0.735	0.370	0.660
sneak	schleichen	0.281	0.745	0.449
sneaker	Sneaker	0.794	0.479	0.389
sneakers	Turnschuhe	0.604	0.548	0.349
sneaking	schleichend	0.203	0.755	0.545
sneaky	hinterhältig	0.240	0.740	0.560
sneer	spotten	0.133	0.755	0.345
sneeze	niesen	0.271	0.442	0.336
sneezing	Niesen	0.434	0.570	0.345
snicker	kichern	0.708	0.693	0.409
snide	schnippisch	0.186	0.723	0.455
sniff	schnüffeln	0.396	0.500	0.318
snip	Schnipsel	0.417	0.327	0.268
snipe	Schnepfe	0.198	0.915	0.491
sniper	Scharfschütze	0.167	0.870	0.853
snippet	Schnipsel	0.612	0.410	0.368
snippy	schnippisch	0.418	0.491	0.481
snitch	Verräter	0.300	0.598	0.333
snob	Snob	0.296	0.520	0.309
snoop	Schnüffler	0.134	0.740	0.434
snoopy	schnüffeln	0.573	0.534	0.291
snooty	hochnäsig	0.390	0.455	0.446
snooze	schlummern	0.235	0.357	0.282
snore	schnarchen	0.245	0.610	0.481
snorkel	Schnorchel	0.510	0.470	0.327
snort	Schnauben	0.469	0.531	0.413
snot	Rotz	0.214	0.340	0.269
snotty	rotzig	0.180	0.382	0.200
snout	Schnauze	0.276	0.385	0.241
snow	Schnee	0.667	0.363	0.309
snowball	Schneeball	0.717	0.444	0.321
snowboard	Snowboard	0.663	0.680	0.511
snowboarder	Snowboarder	0.719	0.754	0.545
snowday	Schneetag	0.602	0.500	0.440
snowfall	Schneefall	0.675	0.280	0.455
snowflake	Schneeflocke	0.748	0.192	0.260
snowing	schneit	0.586	0.490	0.387
snowmageddon	Schneemageddon	0.375	0.575	0.472
snowman	Schneemann	0.776	0.291	0.323
snowplow	Schneepflug	0.449	0.480	0.493
snowstorm	Schneesturm	0.204	0.833	0.629
snowy	schneebedeckt	0.656	0.304	0.357
snub	Brüskierung	0.229	0.412	0.228
snubbed	brüskiert	0.265	0.528	0.279
snuff	Schnupftabak	0.357	0.470	0.377
snug	gemütlich	0.867	0.173	0.500
snuggle	kuscheln	0.781	0.390	0.350
snuggled	gekuschelt	0.552	0.439	0.314
snuggles	schmiegt sich an	0.670	0.340	0.287
snuggling	kuscheln	0.683	0.585	0.373
soak	einweichen	0.480	0.370	0.240
soaked	getränkt	0.365	0.462	0.358
soaking	Einweichen	0.438	0.324	0.375
