"label","text","googleScore","VADER"
"Neutral","hahaha emma dat lachje :p",0.6,0.681
"Positive","this is very good.",0.6,0.493
"Neutral","October 29th. Venus Inferior Conjunction. Weird things happen on or within a couple days of these events. ",-0.2,-0.527
"Neutral","I even hear LRAD go off once in my neighborhood. I'm cranking the speakers up and shooting the shit out of anything dish and speaker shaped. Lot's of people have gasoline and Humvee's make nice ovens. If you can get ahold of a bunch of mercury. Put it in big containers that can break on impact and it'll eat right through aluminum armor.What I'm watching is comex options expirations monday. If they can't keep gold below 1300 then it's max pain for the bullion banks and america is broke.",-0.1,-0.785
"Positive","awesome!!!!!!!!",0.8,0.741
"Neutral","@orangebluemango dude.... Its a song about color because the lead singer of counting crows is of ethnicity",0,0
"Positive","It was a good game. Most Canucks fans are cool with me and the ones that made it to the Honda Center were pretty classy. I sat close to this group of Canucks fans and one them had a poster that read, ""you wish you had swedish twins"" lol",0.6,0.946
"Neutral","why dun they have this in cantonese version?",-0.4,0
"Neutral","wtf game of love O.o",-0.5,-0.077
"Positive","Great fuckin video bro killed it man nicee.",0.3,-0.169
"Negative","You got good grades in music? I hope you're kidding and not really trying to say that taking a guitar and piano class means you've studied music. I have a bachelor's in music and even after years of analyzing compositions by many of the greats, I don't feel I've even scratched the surface. That's the difference between you and I; you've settled and are easy, like the rest of the simples that buy into what they're force fed. I'm discerning and actually pay attention. Creed is terrible.",0,0.796
"Positive","Thank you so much! For the first time I managed to do a stitch after watching the video less than a hundred times :)",0.7,0.7
"Neutral","Can you use the steering wheel controls to change songs and such on the Zune?",0,0
"Neutral","Doesn't matter...Richard Nixon/Spiro Agnew would have still won the White House and did a better job in my view of history back then.",0,0.765
"Negative","was it necessary to use the word ""shitty?""and hunny , if you dont to hear their voices , might as well search up another video and stop trying to be a badass with all these comebacks :)",-0.2,0.649
"Neutral","holy shit that guy swung that club hard",0,-0.612
"Positive","I love San Fransisco, spots everywere",0.1,0.637
"Neutral","it doesnt matter if dada goes to 0..only matter is HIS tram won today by his rules...",-0.2,0.576
"Positive","Cool video guys! Bodybuilding Warehouse is top! Bought all my stuff from you lot recently, cant thank you guys enough!",0.6,0.434
"Positive","very cool and i dont smoke",0.6,0.38
"Positive","Hahahaha Mallory talking to that chicken XD she makes me laugh",0.6,0.844
"Neutral","uhh why does youtube allow this big of a video? no way this is 15minutes XD",-0.3,0.635
"Positive","ASIAN! I'm going to start buying some MAC makeup because of this video! And also since I just started out in makeup you better help me when I have questions ;). lol! Love you from other ASian. (and if your confused PGS. lol)",0.4,0.944
"Positive","Wow...that's impressive!",0.7,0.556
"Neutral","y puro mexico desde dallas tx",0.2,0.361
"Neutral","yes bone boys is back",0.1,0.402
"Negative","@FaithNoMore1977 What does that even mean? If you're going to get short with your keyboard, you might as well make sure everyone know's what your talking about.",0,0.527
"Neutral","future looks bright",0.3,0.44
"Positive","i'm making sugar cookies MYSELF withouth setting the house on fire",0.1,-0.34
"Neutral","hey she was in tank girl",0.2,0
"Neutral","@APLUSVIDEOS I know! Whats up with that? Isnt he a water/flying now?",-0.2,0
"Negative","Downie ALWAYS gets his ass kicked. He's lucky he never had to square up with guys like Stu Grimson, McSorley, Tony Twist, or Bob Probert. He'd be dead right now.",0,-0.542
"Neutral","blaga bla bla bigidy bigidy i sOund nothin like john travolta",-0.1,0.361
"Positive","Lobo-Awesome XD",0.6,0.669
"Positive","Thanks.",0.6,0.44
"Neutral","@drecklia: Well, there is all that pr0n to surf, I suppose. Yeah. Pr0n, beer and parties, right? Hahahaha... we had that, but you had to get playboy and hustler and beer was whatever you could afford. Me? I was too much of a nerd to go in for a lot of tha",0.1,0.143
"Neutral","Here we go. Censorship. So long first amendment!",-0.1,0
"Neutral","thank you. like the first thirty seconds helped me with my problem lol. do u think u can make one on how to make npcs' move one or two steps at a time? that would really help me.",0.4,0.824
"Neutral","And didn't Capp rather crudely put the moves on her?",-0.4,0.223
"Neutral","Ehhhh... I think you're misusing corpus delicti. The corpus delicti is a test to determine if the crime being charged has actually occurred. For example, if we want to charge someone with murder, we have to show there has been a murder first. To do this we use the corpus delicti. You're trying to use it as a means of defining which actions are crimes. That's really outside the scope of what the corpus delicti is meant to do. I don't think any court has actually applied it this way.",-0.3,-0.937
"Negative","@daymyth tell me you are joking. Oh no, u are serious.OMG, you actually believe what you are saying. well. Good luck to you.",-0.1,0.772
"Positive","WRYYYYYY!!!",0.2,0
"Neutral","I know how you feel, sadly my fathers funeral was on 14th Jan.",-0.4,-0.649
"Negative","what a fucking pusssssssyyyyyy",-0.3,0
"Positive","I love this video.",0.7,0.637
"Neutral","shes old nw.",0,0
"Positive","I love ouiser....""A bunch of my friends would dress up as Nuns and go bar hoppin'"" ROTFLMFAO",0.5,0.911
"Positive","SOMADALA WITH A HOT LAFIDI.",0.2,0
"Positive","Yep, pretty much, lol! It adds to the overall appeal of the game IMO! :D",0.5,0.912
"Neutral","Yeah this one has a lot better video quality than the other one.",0.2,0.625
"Negative","@gaiusscholasticus; I don't assume any rights, my friend, because I wasn't there.",-0.5,0.494
"Negative","no madaras brother is definately dead, madara took both of his brothers eyes and danzo only has the sharingan because when itachi killed shisui it was under danzos orders because danzo wanted a sharingan himself.",0,-0.9
"Positive","I have listened to many subliminal tapes, but this is certainly beyond anything I have ever experienced in this kind of genre. and, the art is incredible!",0.5,0.525
"Neutral","zack for the hallowen zombie theme can you make weapons like a jason style machete please i tried many tutorials and none of them work please indymogul and zack? your my only hope",0,0.727
"Positive","GREAT VID WALT! As Always! Walt i'm so sorry i havent made your show in a while. I have been working on new tricks and my show but im hoping to make your show asap. I think im meeting up with ustream on someday next week and i think they said it might be on monday. Walt i am truely sorry i cant make your show but your the man walt! Keep the music going!-Cameron",0.1,0.777
"Positive","Wow, lots of cool things about UNT that I didn't know, and I went there! :)",0.7,0.855
"Neutral","im glad to see some 1 got they eyes open",0.4,0.459
"Positive","There is no better Punk Rock band than the Ramones! And thats my opinion.",0.4,-0.402
"Negative","it's not really fair. everyone except Terra, Ven, and Aqua, the three HEROES of the story, got a happy ending.",-0.1,0.762
"Neutral","if you collect all of them in every story you get 1 achievement. so basically no.",0,-0.357
"Neutral","Daug La Salle :)",0.7,0.459
"Neutral","Review vegetarianism, please.",0,0.318
"Negative","Police Academy was his last movie, He should have left it at that.Horrible movie,,,",-0.8,0
"Positive","i love the flow of this song and its just a couple of words but thats what makes it catchy.i really like this song.",0.7,0.742
"Positive","Amazing. Cela m'a beaucoup plu. Top stuff.",0,0.681
"Neutral","my love new york viva estados unidops cabrones yheaa",0.7,0.637
"Neutral","@Cheatman97 you ever heard a GOD rapping?",-0.2,0.428
"Negative","that wasn't blue meanie you jerk.",-0.5,-0.34
"Neutral","this two old timers seen it all ,real brave guys coming forward",0.7,0.527
"Negative","What the heck? Why is this flagged? Err... now i see that others are also wondering what idiot reported it... Sheesh. Just coz you hate j-pop from the 80s...",-0.4,-0.811
"Positive","Very cool view of the inside of MMA, love Shields and his crew, looks like the real deal.",0.9,0.852
"Neutral","looks fun, i might go there next year. what dorms are those? and how nice are they compared to like brandt( if that isn't brandt)?",0.2,0.839
"Neutral","I saw the theatrical version in the theater and the opening credits were very erotic. I know...for those who don't recall it had Buck and various women mackin on the Buck Rogers logo. If I recall correctly.",0.3,0.361
"Neutral","I saw Pepsi without High Fructose Corn Syrup, I was really surprised.",0.3,0.294
"Negative","fuck u i ment the video dumbass",-0.7,-0.796
"Neutral","With that being said all galactus would have to do is convert the yellow suns energy into any matter he wants to strip superman of his powers or restructure the molecules in supermans body into kryptonite or simply teleport him to a different galaxy where there is no yellow sun.",0.1,0
"Negative","wait, so, remind me again what he would know about anything? he fucked up countless albums(surfer rosa, in utero), and has his head way up his own ass.",-0.8,-0.836
"Positive","This is such a powerful video. It is amazing to see what you guys are doing for these beautiful women and children. Dave",0.5,0.889
"Negative","thats shocking!",-0.3,-0.457
"Negative","She is ok. but song sucks.",-0.6,-0.372
"Positive","lol, imagine being the drummer :D",0.6,0.768
"Neutral","i kinda wish clay aiken ((unicef ambassador)) was in that commercial more than once...:((",0,0.341
"Positive","I love it",0.7,0.637
"Neutral","Stacey's so much better than the new blonde girl.",0.3,0.49
"Positive","dope as usual! rare finds...",0.4,0
"Positive","Loved this video :)",0.7,0.785
"Positive","Big Meaty and Bouncy! And that organ ROCKS. Maybe a little Wolfmother would be a good choice for the band.This is my idea of what a rock band sounds like.",0.5,0.69
"Neutral","ethier of those would be acceptable too",0,0.318
"Neutral","This guy remeinds me of a chubby Doug Henning!",0.3,0
"Neutral","... i mean the lions were 0-16 last year... i imaging one of their guys are available... haha",0,0.459
"Positive","i love u more 2",0.6,0.637
"Neutral","@Rodzhila its not as funny as MXC cuz they lack lil Asians and the funny characters",-0.5,-0.204
"Negative","oh Michael shut up! Quality",0.1,0
"Neutral","@joeisacutie my brother's",0.4,0
"Positive","thankyou! this helped me soo much!",0.9,0
"Positive","Hey, this is a really awesome quote mix! And, of course, we all know Sarge is an amazing singer after the third part of the Reach special with the Forge song...",0.8,0.906
"Neutral","PI MU....the Polo Madness KHAPTER BABY",0.4,-0.44
"Neutral","hahah mayo u wild cuzzo",0,0
"Positive","demasiado preciosa i will love to know you",0.7,0.637
"Negative","Who is to say that they have not invaded....subversely creating a race of ingnoant, consuming slaves! Remember perception is reality....our collective eyes are being opened to things that are not from this world....and so we must ask the question... Are ""we"" from this world? We have step by step been leaving the earth the day we put shoes on. Think about it....deeply.",0,-0.291
"Neutral","I used to play mandolin and sing in a band with some girls who played bluegrass. I was a bit wild for them. They were sheltered. I chose the band name ""Pickin' on Molly"". They loved it. They thought the banjo's name was Molly. I thought it was funny. It was really just a variation on Flogging Molly.",0.1,0.891
"Positive","omg that is awesome.",0.7,0.625
"Neutral","Please look & listen to this spiritually stimulating Youtube video*September 19Th*Mark Lakeman of City Repair is coming to LA & will be teaching a very groovy hands on workshop @ HM157*",0.8,0.637
"Neutral","if you pause then clicj past themit only works sometimes",0,0
"Negative","no your not!",-0.2,-0.359
"Neutral","Yes, but in reality (especially at that time) he certainly would have incurred the displeasure of the tennis club members by turning up on court wearing casual trousers, shoes and long sleeve shirt!",-0.3,0.754
"Neutral","sounds abit like richard dreyfuss",0.4,0.361
"Positive","How very beautiful, CC. I would certainly love to walk there among such lovely landscapes.",0.4,0.939
"Negative","I aggree, that kinda police brutality is detremental to the confidence the public has. Thoes arse wipes should be fired and arrested however much like politicians, they will 'get away with it'.",0,-0.683
"Negative","@MultiUncensored You're the one who's pissed because a crtic gave thumbs down to some movie you like. Faggot.",-0.2,-0.796
"Neutral","Good stuff, and the parting shot hit with unexpected force. Shut 'em down. Shut 'em down.",0.5,0.44
"Negative","the big dick rail. LOL.",0.1,0.198
"Negative","sports game suck aSS",-0.5,-0.751
"Neutral","oh, and i got to see her live outdoors this summer at Fraze Pavillion in dayton ohio",0.4,0
"Neutral","The Maghreb Union Countries ""place of sunset"" or ""the west""The Maghreb Union Countries ""place of sunset"" or ""the west""The Maghreb Union Countries ""place of sunset"" or ""the west""The Maghreb Union Countries ""place of sunset"" or ""the west""The Maghreb Union Countries ""place of sunset"" or ""the west""Wiki put Conrad Black in Jail",0,0
"Positive","one of my faves :P",0.3,0.25
"Positive","my favorite NOIR DESIR song. SEXY!!!!",0.6,0.852
"Neutral","Hey Pal,",0.3,0
"Positive","exelent explanation",0.8,0
"Negative","You misinterpreted my post. I was not taking potshots at athe NO. Yes, I do like the Extraordinary Form but a NO Mass can be for me ,just as beautiful when the Ars Celebrandi is the forte' of a Priest. Just because I would have like to see both forms of Mass featured in the series does not warrant your assumption of my zeal. If a Priest celebrates either form badly it speaks for itself and I need not take potshots at 1 form or the other. Your zeal towards my comment is the only thing misguided.",-0.2,0.691
"Positive","the little gangster rapper jesus! - Priceless!",0.5,0
"Positive","A great video. *****:-)",0.8,0.625
"Neutral","500 bucks was almost six grand back then",0,0.406
"Neutral","den kommentar hab ich doch schonmal gelesen^^",0,0
"Neutral","They totally copied Metallica. Listen to the beginning of Creeping Death after watching the beginning of this.",-0.4,-0.599
"Neutral","Ano itong performance na ito? Details please.",0,0.318
"Neutral","might want to add on a smaller one to lead the big one",0.1,0.077
"Neutral","I can never understand how an anime eyeball can be round..... isn't it supposed to be huge, and possibly SQUARE? I mean, the whites in anime eyes are huge and not round at all!",-0.7,0.598
"Neutral","who are the wingmakers?",-0.1,0
"Neutral","looks like fun",0.3,0.7
"Neutral","549 gradjana +1 :D",0.5,0.511
"Positive","lol - that is funny. I know sainsburys staff get stick, but i love it, not many managers make themselves look a tit.",0.6,0.873
"Neutral","ankward to watch",0.1,0
"Positive","my youth showed this sermon video to us today at church and i just LOVED this song! most christian songs aren't harsh enough (in a positive way) and really send out the message, but this one did and i think God REALLY spoke to Kendall bout this one!!! thanx for this AWESOME powerful song!",0.5,0.969
"Neutral","where you at alaska??? this has to be old footage.",-0.4,0
"Neutral","@gwargwar1981 I just realized they did something to the webcam software on youtube, when I heard my dog lapping up water, I dont think I'll have to hold the mic up anymore, after I painted it black and everything. Mike said it looked like a tampon.hahahah",-0.2,0.361
"Positive","This is the best cover of anything I've ever heard",0.8,0.637
"Positive","What matters is the sound of the song and not how he looks.Thank god stephen hawking in wheelchair all his last two decades would not have had the chance to do his doctorate in physics but also regarded as the living einstein,he would have no chance in some people's world.",-0.2,-0.003
"Positive","... Having Sora In Brawl Would Be",0.2,0
"Neutral","Can anyone tell me which fugue it is at the beginning???",-0.4,0
"Negative","How can you type with a PENIS in your mouth?? That's a skill...make a video of that.",0,0
"Positive","Lol, a drive shaft in the car is only an annoyance? Sounds pretty dangerous to me. Anyway, very nice video!",0.1,0.674
"Positive","Ilove your video rollin!!! and ballin!!!",0.9,0
"Positive","Brilliant song, and who better to deliver it than Jesse Dixon. AWESOME!",0.8,0.916
"Positive","love pete",0.4,0.637
"Neutral","ki lo gba instruction lowo daddy..iwaju yin ni ma...daddy..Mr Latin funny yo..lmao",0,0.44
"Negative","Sit In My Lap...Hold On!! Stop Moving!! It Pose To Hurt!!",-0.2,-0.776
"Negative","Get a grip! I have already given you my views.NOW just accept them!",0.3,0.491
"Negative","yeah your gonna look a bit weird arnt you, you one day randomly turn up at a neighbour's door and ask to check all their rooms",-0.3,0.128
"Positive","smartest talk ever",0.5,0.612
"Positive","@lunabianca22 That was well said point taken.",0.2,0.273
"Neutral","@soldier14E Sierra from VersaEmerge",0.3,0
"Neutral","@MsMrii Cotton, Wool, Linen, ect.",0.4,0
"Neutral","@mrtrkdlite i didn't know you can speak australian....",-0.3,0
"Neutral","Mio nonno ? de Basilicata",0,0
"Positive","Thank you so much for posting!! I taped this in 1990!! I was 14yrs old and watched it every day!! I let someone borrow the tape about 6 years later, and I never saw it again.. But thanks to your posting, I can hear/see it again!! Thanks again!!",0.3,0.891
"Positive","I feel that if this video were entered in the Grammys, it would win for best music video.",0.5,0.84
"Neutral","@McAngelo24 ",0.1,0
"Positive","i love this song",0.7,0.637
"Positive","Thanks Jamenjoe, I've found the song! Nye Nindu by Agricantus",0.7,0.493
"Negative","God dammit Chu, I thought that you were above wobbling :(",-0.4,-0.202
"Neutral","yep real film",0.2,0.296
"Neutral","Thanks? ",0.2,0.44
"Negative","Glen Beck is prime example of republican greed. It?s always me, me, me, I, I, I. Caring for no one but himself.",-0.3,-0.09
"Neutral","thaT's what you called pro sniper!good day ..:G*sorrOW<3 FroM PSF",0.4,0
"Positive","Nice! I was hoping you would upload this show. It's one of my favorites.",0.3,0.827
"Neutral","i like dark crusade alot next time pls play as imperial gaurd",0.5,0.637
"Negative","so madd i voted for her in 2005glad shes gone!",-0.5,0
"Neutral","this is sum mad talent take time to look for a track called im sorry ,reaching for me ,you are my everything on my channel im from the uk so wud sound like different rap to u but plz comment rate n send out to friends ty",-0.4,0.873
"Neutral","Hahaha. This compiles some of the only good parts of this movie.",0.1,0.758
"Negative","fucking posh cunts, alright for them to pollute the air with there V8 tractors........suck my ol' bill you toffy nosed cunts",-0.8,-0.878
"Positive","2 people missed the ""Like"" button. Awesome song!",0.5,0.69
"Negative","This kid is cute..can't get credit for a phone, a car or a house. Maybe he can scrape up some money somewhere to buy some shampoo and wash his hair. As they go on, his hair is getting greasier and nasty...",-0.4,-0.699
"Positive","Awesome Video.",0.8,0.625
"Negative","You really are an idiot aren't you? It is hyper saline, and part of the ecosystem of the area. Go look at a global map... you can clearly see that Salton Sea was once the top end of the Sea of Cortez... and through years of sedimentary deposits, became a land-locked inland sea.The summers make the edges more saline, and have less oxygen available... the stronger healthier fish travel to the deeper sections of the lake and are fine. You really are an idiot....",0,-0.059
"Neutral","Is it necessary to own a large white tunic to be a cult leader? If so I have been going about this all wrong with my jogging suit!",-0.5,-0.525
"Neutral","Never give In!",-0.3,0
"Neutral","I choose to celebrate his life, not question his death!",0.3,0.799
"Positive","Very nice video. And such a beautiful song. Thank God we have people like Nichole Nordeman to help put words to the praise that our hearts feel toward our Lord. What a blessing her music has been to me and my walk with the Lord.",0.7,0.971
"Positive","yeah it is b/c how else could they make lip gloss ! I still luv yah Jory!",0.3,0.418
"Negative","fags :}",0,0.477
"Negative","the food channel thinks that good bbq comes from new york city....lol...lame....",-0.3,0.44
"Negative","@iMartger he is a nazi. Get your mind out of the gutter and start thinking.",0,0
"Neutral","lol its ok",0.4,0.696
"Neutral","what the fuck is the name of the song",-0.3,-0.542
"Negative","Europeans thought they could import muzzies to use as cheap labor, and that decision was the beginning of your collective cultural suicide. You did not understand the nature? of those you brought into your midst. And whenever one of your own stands up for your culture and heritage, you denounce them and call them racist. Your only hope for survival as a people is mass deportation.",-0.5,-0.84
"Positive","brilliant free runing",0.6,0.796
"Neutral","thanks for posting",0.3,0.44
"Neutral","Nice",0.6,0.421
"Neutral","I swallow it every tuesdayNow that is funny.",0.1,0.44
"Neutral","Does anyone know what year the scenes on the Rapid City, SD line were shot?",-0.1,0
"Neutral","does it cost money?",-0.3,0
"Neutral","I only see two modes in Darkmount...kinda sick of the lame third modes...i would rather have them focus just on two modes and keep them solid...but i do have to wonder what is so hard in designing a tank that can also turn into convincing looking turret",-0.3,-0.624
"Neutral","nigahiga, way better 'cause nigahiga has his own idea, makes it realistic, and doesn't say bad words or do inappropriate things",0.2,0.696
"Neutral","I've noticed that you, Paul, wear sunglasses a lot. I'm guessing you guys are always so stoned that eye drops don't work. lol.",0,-0.41
"Positive","@ZeroTechSkilz Thank you and thank you!",0.8,0.648
"Neutral","jajajaja me muero de la risa con giovanni 5:08 jajajajajaja ......",0.4,0
"Positive","'I got number 6 7/8!''6 7/8 is my HAT SIZE!'Genius!",0.3,0.291
"Neutral","me luv go even of om, just a neginner",0.6,0
"Neutral","any more",0.1,0
"Positive","ther was only one Michael Jackson and only one Frank Sinatra!! I miss them both!!",0.2,-0.415
"Neutral","firestorm must have pretty good armor... razer had a hard time piercing it. or maybe it was damaged when dead metal got a hold of it.",0.2,-0.361
"Positive","when this game comes out,its gonna be packed with people. I SOOOO WANT THIS.",0.1,0.258
"Neutral","yay madtown!",0.5,0.571
"Neutral","i miss home man YIZO YIZO proudly south african",0.4,0.459
"Negative","@Tobsy1981 not much a sense of humor eh?",-0.1,0.273
"Positive","i absolutley love this song.",0.8,0.637
"Negative","@AquaticTide pac got him on lyricism but on a real level no one fucks with guccis except for boosie",0,0.516
"Positive","This spared us many tears this morning. Thank you so much for making and posting this.",0.4,0.153
"Positive","I hadn't heard this for over 50 years. Simply marvelous! Thank you.",0.4,0.771
"Neutral","Treyarch wins",0.1,0.572
"Positive","Your videos are really great. Enjoyable to watch and listen to when vibin.",0.8,0.821
"Positive","I have to ask you...have you ever been bitten....and are you always barefoot in the swamp??....by the way..this video is amazing......very good..I have some vids on here of a black snake and some other things along the susquehanna river where I live in Pa...",0.6,0
"Neutral","how did u get the ui theme",0.2,0
"Neutral","@23eirish well let's see what the new album 'Black Magic' is like...by the way Tupac had songs like Keep ya Head Up ,I Get Around ect..Biggie & Jay each made too many songs for the ladies to even count so you probably really hate all those guys' music .",0,-0.101
"Negative","@somersetforever you just dont appreciate motorsports, dont be mad because you dont have what it takes to build one of these trucks capable of doing so much. just get back in your eco friendly fag mobile and ride.",-0.3,0.471
"Positive","this is funny asss shit",0.1,-0.178
"Neutral","Google Gary Boaz. That is this instructors name.",0.1,0
"Positive","I was there, expensive and worth the whole hun. ;D",0.2,0.402
"Neutral","What was that song that Jeremy was recording at 1:27? It was like, ""No longer can i live a life of no control!""",-0.4,-0.294
"Positive","martin lawerence is the best",0.5,0.637
"Positive","Love how Worf patches his fucking spacesuit with a dead borgs hand. What a badass...",0.4,0.67
"Positive","hahahaaaaaaaaaaaaaa myyyyyyy spaghettttttttttttttttttiiiiii!!!!!!!!!!!!!!!",0.2,0
"Positive","Two words: Bad Ass!!!",-0.1,0.523
"Neutral","must be on e ;)",0.4,0.226
"Positive","What a few great goals so many memories there. Stuart greay's barmy army he is a quality manager !!!! come on town!!",0.8,0.741
"Positive","We have got to get ya'll down to South MS this spring for a blowout ride!",0.1,0
"Positive","Oh I'd love a plushie of Adam, so kiwaii!",0.5,0.67
"Positive","lennox Lewis... in my opinion 1 of the best boxers of all time... such a great personality such dedicationamazing boxer :)",0.9,0.906
"Neutral","Pino is just ridiculously tall. He makes that bass look smaller than John's guitar!",-0.2,-0.4
"Positive","gotta love those neck veins in the last one",0.3,0.637
"Negative","lmfao fucking retard you cant drop trade more than like 60k so shut the fuck up cock knocking bitch",-0.5,-0.697
"Positive","@thorris11 oh yea baybe nice big jugs",0.3,0.421
"Positive","Mighty nice! Bravo",0.7,0.475
"Negative","Well as long as you set Emerl's fight pose to Gamma's, you'll be able to explode when you die.",0.3,-0.66
"Neutral","Damn - that's one young Stevie Goodman - when was this recorded?",-0.4,-0.402
"Neutral","nice run in description did replay really mess up ur vid?",-0.6,0.002
"Positive","My friend and I also were on this cruise. Your video captures what a beautiful sight Hubbard was.",0.6,0.796
"Negative","thats cool photos are easily saved online some people even steal them and pose as that person the main thing with myspace is to eb wary of random people adding you remembering they may be adding you and your whole friedns list,,,",0.2,0.511
"Positive","thank you:) to the beautiful wise women and to you who posts. these words will carry on through the universe, releasing more love. im watching all these videos im addicted.-Dez",0.6,0.932
"Neutral","no music",-0.1,-0.296
"Neutral","my horse is relatively grounded.",0.2,0
"Neutral","cool",0.4,0.318
"Positive","@lTOPMODELl i dont know whats going on with me or what had happened to me, but i do know that i love you and im going crazy over you. i worry myself and get anxious for you. i swear im dying for u. u tell me that u know the meaning of this feeling. and a",0.1,-0.296
"Neutral","Variation is key to muscle growth - you need to make your body ""guess"" on what the next exercise in the workout will be.When comparing incline dumbbell to barbell press - the barbell press is more isolated and even though it makes your stabilising muscles work - the amount that those smaller muscle groups get is much lower. Also incline dumbbell press can involve a tiny amount of shoulder work.Personally I like the dumbbell press :)",0.1,-0.024
"Neutral","please check out my first animation .... :D",0.4,0.681
"Positive","I love this video. So important to remember the bodies needs and compliment our vibrations of being.",0.6,0.855
"Positive","Wow you guys make me smile... Speedy can you speed talk while making love?",0.6,0.889
"Positive","Wicked mix and a sexy DJ!!!!",0.9,0
"Positive","God made them to understand He is always in control and He tells how He want His people to worship Him. He changed their usual meeting router and made himself strong... God is great.",0.5,0.92
"Positive","This is an amazing song. My mother is dedicating this to my Dad at his suprise 60th birthday party for their 1st dance. They've been married for 37 years. So fitting",0.5,0.758
"Neutral","this song is called la mar(the ocean) by the beautiful girls",0.4,0.599
"Neutral","Political Propaganda.",-0.6,-0.25
"Positive","omg this video is so cool!",0.6,0.438
"Positive","AWEOMSE I was hoping you were gonna make a video of this BEAUTIFUL machine! ",0.6,0.828
"Neutral","FIRE THE TORPEDOES",0.1,-0.34
"Positive","thanks fro posting, all of my trevino faves, and some i'm just now being introdued to.",0.7,0.44
"Positive","Thank you Madukwu. You're a genius in your own, so I really appreciate that coming from you. I love this song. I can relate to the lyrics. :)",0.8,0.918
"Positive","You got to love Bo at the 3:26 mark. ""Lets Go Blue""",0.5,0.637
"Neutral","The one was 0.5 cm bigger , i read that somewhere.",-0.3,0
"Positive","awsome song and I love this movie...I have the DVD at home hehe",0.9,0.637
"Positive","at 03:00 ""love is a donut"" LOL",0.5,0.851
"Positive","Awesome",0.7,0.625
"Positive","@CincyCNote513 hahah good look i got u on that hat.",0.2,0.44
"Negative","@prankstertwins It's not going to be ""fun, happy go lucky"". Graphic style does not a happy go lucky game make. TWW wasn't like that, was it? Would you say the entire destruction of Hyrule is ""happy go lucky""?",-0.2,0.892
"Positive","@vampire112098 i know the whole dance too i love this song!!!",0.7,0.725
"Neutral","i have foxfire but im watch episodes on my ps3",0.3,0
"Neutral","hey since kojak's gone who's flying number six at pearl harbor",-0.2,0.077
"Positive","Beautiful - like you! Your talent is never ending.. I LOVE your home.. B.T.W. My home is calling for you, ""Maryam, please help me.. I need a make over.."" ha ha ha.. But, if you ever need another project, please be my guest :).. Love you lots! Keep me posted on the fabulous home updates... xoxo MM",0.5,0.983
"Positive","Go to? BeyondPhenom. com... It? is Soon to be the Best place to watch Personal Sports Highlights. Hurry and Create an account and upload a video to? show? your talent to the world!!",0.1,0.892
"Positive","Amanda Tapping is one helluva sexy lady.",0.2,0.527
"Positive","7:45 - ""You can't win. You just can't win!""",-0.7,-0.753
"Positive","I'm writing to tell you that your system is definitely the best system for Forex traders that I've ever used. I tried various programs with little effect but the signal method is what I always wanted. This way I can do other things instead of worrying about market analysis and other complicated stuff. I'm absolutely satisfied with this system. Learn how to make easy money at [ MakeMoney8Xcom ](replace X with a dot",0.5,0.853
"Negative","fuck you. you fucking bastard",-0.4,-0.807
"Positive","Les Carlson is awsome. Love the raspy voice. And the prancing? When you have Love for GOD..I'd be prancing too. Ahh..the joy in your heart..what a feeling. So dance all you want Les cause I'm right there with you buddy. Rock on!!",0.5,0.939
"Positive","this is just sssoooooo epicly awesome!! just lloovvee~ it! X3",0.6,0.716
"Neutral","To be fair, I don't think Mat grew up playing basketball, so he was fighting an uphill battle from the start. Hopefully he took advantage of the free schooling and got his degree from a premier school in the U.S. He had his fair share of distractions...multitudes of hot women threw themselves into his bed reportedly...so who could blame him for falling victim to 'Neil Reed Syndrome'? (What 19 yr. old could resist that?) Play a Sade song & tell them they are the most beautiful woman ever! ;^))",0.1,0.908
"Positive","Possibly my favorite album.",0.8,0.459
"Negative","WHERE ARE THE OTHER PARTS",-0.2,0
"Positive","lol awesome",0.7,0.815
"Negative","O_O",0.2,-0.128
"Neutral","man, the only bad thing about this interview is geoff's mic imo, mabye its his uber-manly breath.",0.2,-0.542
"Positive","Augustana- Twenty years, Love this song, makes me cry all the time.",0.9,0.273
"Positive","@supermant11 Thanks, glad it helped!",0.9,0.735
"Positive","i got my daith pierced a few months ago. lol i wanted my rook done but they said my ears were too small but suggested the daith instead and i LOVe it. talk about pain though... nearly passed out. but its worth it i think.",0.3,0.707
"Positive","@darkalemanbr nice!!!",0.7,0.568
"Positive","dang that woman can sing!",0.1,0
"Positive","i love the song at the very end",0.6,0.637
"Positive","@xxxilsexxx yes it is :)",0.6,0.691
"Neutral","@jamesjr934 yeah I think it's lame german house / rave music.",-0.1,-0.153
"Neutral","lol its almost chrismas right now...december 12",0.5,0.519
"Neutral","why are you reading this comment u should be looking at jess",0,0
"Neutral","He covered a lot of stuff in a short time... Which part did you not understand?",0,0
"Negative","@8LiGhTs8 Very true, but mankind has grown power hungry. This ""hunger"" has caused massive destruction, and it has caused many people to suffer in this world. Quite frankly, none of us are happy, unless someone else is suffering. It doesn't have to involve",0,-0.885
"Negative","who flagged this shit?",-0.7,-0.557
"Positive","this is my song I <3 you minica",0.7,0.44
"Positive","Nice.",0.6,0.421
"Positive","Beastly rambo.. my money is on you.",0.4,0
"Positive","Love It :D",0.8,0.818
"Neutral","man, ferio eats more than goku",0.1,0
