English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Turkish Word
revolution	1	1	0	1	0	1	1	1	1	0	devrim
revolutionary	0	0	0	0	0	0	1	0	0	0	devrimci
revolutionize	0	0	0	0	0	0	0	0	0	0	devrim yapmak
revolve	0	0	0	0	0	0	0	0	0	0	dönmek
revolver	1	0	0	1	0	1	0	1	0	0	revolver
revulsion	1	0	1	1	0	1	0	0	0	0	tiksinti
reward	0	1	0	0	1	0	1	0	1	1	ödül
rhetoric	0	0	0	0	0	0	0	0	0	0	retorik
rhetorical	0	0	0	0	0	0	0	0	0	0	retorik
rheumatism	1	0	0	1	0	1	0	1	0	0	romatizma
rhyme	0	0	0	0	0	0	0	0	0	0	kafiye
rhyming	0	0	0	0	0	0	0	0	0	0	kafiye
rhythm	0	0	0	0	0	0	1	0	0	0	ritim
rhythmical	0	0	0	0	1	0	1	0	1	0	ritmik
rib	0	0	0	0	0	0	0	0	0	0	kaburga
ribbed	0	0	0	0	0	0	0	0	0	0	nervürlü
ribbon	1	1	0	0	1	0	1	0	0	0	kurdele
rice	0	0	0	0	0	0	0	0	0	0	pilav
riches	0	0	0	0	0	0	0	0	0	0	zenginlik
richness	0	0	0	0	0	0	1	0	0	0	zenginlik
rick	0	0	0	0	0	0	0	0	0	0	rick
rickety	0	0	0	0	0	1	0	0	0	0	cılız
rid	0	0	0	0	0	0	0	0	0	0	kurtulmak
riddance	0	0	0	0	0	0	0	0	0	0	kurtulma
riddle	0	0	0	0	0	0	0	0	1	0	bilmece
riddled	0	0	0	0	0	1	0	0	0	0	bilmece
ride	0	0	0	0	0	0	0	0	0	0	sürmek
rider	0	0	0	0	0	0	1	0	0	0	binici
ridge	0	0	0	0	0	0	0	0	0	0	çıkıntı
ridicule	1	0	1	0	0	1	0	1	0	0	alay
ridiculous	1	0	1	0	0	1	0	0	0	0	gülünç
riding	0	0	0	0	0	0	0	0	0	0	binme
rife	0	0	0	0	0	1	0	0	0	0	yaygın
rifle	1	0	0	1	0	1	0	0	0	0	tüfek
rifles	0	0	0	0	0	0	0	0	0	0	tüfekler
rift	0	0	0	0	0	1	0	0	0	0	yarık
rig	0	0	0	0	0	0	0	0	0	0	teçhizat
rigging	0	0	0	0	0	0	0	0	0	0	arma
righteous	0	0	0	0	0	0	1	0	0	0	doğru
rightful	0	0	0	0	0	0	1	0	0	0	haklı
rightly	0	0	0	0	0	0	1	0	0	0	haklı olarak
rigid	0	0	0	0	0	1	0	0	0	0	katı
rigidity	0	0	0	0	0	1	0	0	0	0	sertlik
rigor	0	0	1	1	0	1	0	0	0	0	titizlik
rigorous	0	0	0	0	0	1	0	0	0	0	titiz
rim	0	0	0	0	0	0	0	0	0	0	jant
rind	0	0	0	0	0	0	0	0	0	0	kabuk
ring	0	0	0	0	0	0	0	0	0	0	yüzük
ringer	1	0	0	0	0	1	0	0	0	0	zil sesi
ringing	0	0	0	0	0	0	0	0	0	0	çalıyor
rink	0	0	0	0	0	0	0	0	0	0	pist
rinse	0	0	0	0	0	0	0	0	0	0	durulmak
riot	1	0	0	1	0	1	0	0	0	0	isyan
riotous	1	0	0	1	0	1	0	0	1	0	isyankar
riparian	0	0	0	0	0	0	0	0	0	0	kıyıdaş
ripe	0	0	0	0	0	0	1	0	0	0	olgun
ripen	0	1	0	0	0	0	1	0	0	0	olgunlaşmak
ripening	0	0	0	0	0	0	0	0	0	0	olgunlaşma
ripple	0	0	0	0	0	0	0	0	0	0	dalgalanma
rise	0	0	0	0	0	0	0	0	0	0	yükselmek
rising	0	1	0	0	1	0	1	0	0	0	yükselen
risk	0	1	0	1	0	1	0	0	0	0	risk
risky	0	1	0	1	0	1	0	0	0	0	riskli
rite	0	0	0	0	0	0	0	0	0	0	ayin
ritual	0	0	0	0	0	0	0	0	0	0	ritüel
ritualistic	0	0	0	0	0	0	0	0	0	0	ritüelistik
rival	0	0	0	0	0	0	0	0	0	0	rakip
rivalry	1	0	0	0	0	1	0	0	0	0	rekabet
river	0	0	0	0	0	0	0	0	0	0	nehir
riverbank	0	0	0	0	0	0	0	0	0	0	nehir kıyısı
rivet	0	0	0	0	0	0	0	0	0	0	perçin
riveted	0	0	0	0	0	0	0	0	0	0	perçinli
riveting	0	0	0	0	0	0	1	0	0	0	perçinleme
road	0	0	0	0	0	0	0	0	0	0	yol
roads	0	0	0	0	0	0	0	0	0	0	yollar
roadster	0	0	0	0	1	0	1	0	0	1	yolcu
roadway	0	0	0	0	0	0	0	0	0	0	karayolu
roam	0	0	0	0	0	0	0	0	0	0	dolaşmak
roar	0	0	0	0	0	0	0	0	0	0	kükreme
roast	0	0	0	0	0	0	0	0	0	0	fırında kızartmak
rob	1	0	1	1	0	1	0	1	0	0	soymak
robber	0	0	1	1	0	1	0	0	0	0	soyguncu
robbery	1	0	1	1	0	1	0	1	0	0	soygun
robe	0	0	0	0	0	0	0	0	0	0	elbise
robot	0	0	0	0	0	0	0	0	0	0	robot
robotics	0	0	0	0	0	0	0	0	0	0	robotik
robust	0	0	0	0	0	0	1	0	0	0	güçlü
roc	0	0	0	0	0	0	0	0	0	0	kaya
rock	0	0	0	0	0	0	1	0	0	0	kaynak
rocket	1	0	0	0	0	0	0	0	0	0	roket
rocks	0	0	0	0	0	0	0	0	0	0	kayalar
rod	0	0	0	1	0	0	1	0	0	1	kamış
roe	0	0	0	0	0	0	0	0	0	0	karaca
rogue	0	0	1	0	0	1	0	0	0	0	haydut
role	0	0	0	0	0	0	0	0	0	0	rol
roll	0	0	0	0	0	0	0	0	0	0	rulo
roller	0	0	0	0	0	0	0	0	0	0	rulman
rollers	0	0	0	0	0	0	0	0	0	0	silindirler
rollicking	0	0	0	0	1	0	1	0	0	0	yuvarlanma
rolling	0	0	0	0	0	0	0	0	0	0	yuvarlanma
romance	0	1	0	1	1	0	1	1	1	1	romantik
romantic	0	1	0	0	1	0	1	0	0	1	romantik
romanticism	0	0	0	0	1	0	1	0	0	0	romantizm
romp	0	0	0	0	1	0	1	0	0	0	boğuşmak
roof	0	0	0	0	0	0	0	0	0	0	çatı
rook	1	0	1	0	0	1	0	0	0	0	kale
room	0	0	0	0	0	0	0	0	0	0	oda
roomy	0	0	0	0	0	0	0	0	0	0	ferah
roost	0	0	0	0	0	0	0	0	0	0	tünek
rooster	0	0	0	0	0	0	0	0	0	0	horoz
root	0	0	0	0	0	0	0	0	0	0	kök
rooted	0	0	0	0	0	0	1	0	0	1	köklü
rope	0	0	0	0	0	0	0	0	0	0	halat
rosary	0	0	0	0	0	0	0	0	0	0	tespih
rose	0	0	0	0	0	0	0	0	0	0	gül
rosemary	0	0	0	0	0	0	0	0	0	0	Biberiye
rosette	0	0	0	0	0	0	0	0	0	0	rozet
roster	0	0	0	0	0	0	0	0	0	0	liste
rosy	0	0	0	0	0	0	1	0	0	0	pembe
rot	0	0	1	1	0	1	0	1	0	0	çürümek
rota	0	0	0	0	0	0	1	0	0	1	rota
rotary	0	0	0	0	0	0	0	0	0	0	döner
rotate	0	0	0	0	0	0	0	0	0	0	döndürmek
rotation	0	0	0	0	0	0	0	0	0	0	rotasyon
rote	0	0	0	0	0	0	0	0	0	0	ezberlemek
rotor	0	0	0	0	0	0	0	0	0	0	rotor
rotting	0	0	1	0	0	1	0	0	0	0	çürüyen
rouge	0	0	0	0	0	0	0	0	0	0	allık
rough	0	0	0	0	0	0	0	0	0	0	kaba
roughly	0	0	0	0	0	0	0	0	0	0	kabaca
roughness	0	0	0	0	0	1	0	0	0	0	pürüzlülük
roulette	0	1	0	0	0	0	0	0	0	0	rulet
round	0	0	0	0	0	0	0	0	0	0	yuvarlak
roundabout	0	0	0	0	0	0	0	0	0	0	dönel kavşak
rounded	0	0	0	0	0	0	0	0	0	0	yuvarlak
roundup	0	0	0	0	0	0	0	0	0	0	hesabı yuvarlamak
rouse	0	0	0	0	0	0	0	0	0	0	uyandırmak
rouser	0	0	0	0	0	0	0	0	0	0	uyarıcı
rousing	0	0	0	0	0	0	0	0	0	0	heyecan verici
rout	0	0	0	0	0	1	0	0	0	0	bozgun
route	0	0	0	0	0	0	0	0	0	0	güzergah
routine	0	0	0	0	0	0	1	0	0	1	rutin
rover	0	0	0	0	0	0	0	0	0	0	gezici
roving	0	0	0	0	0	0	0	0	0	0	fitil
row	1	0	0	0	0	1	0	0	0	0	sıra
rowdy	0	0	0	0	0	1	0	0	0	0	kabadayı
royal	0	0	0	0	0	0	0	0	0	0	Kraliyet
royalty	0	0	0	0	0	0	1	0	0	0	telif
rub	0	0	0	0	0	0	0	0	0	0	ovmak
rubber	0	0	0	0	0	0	0	0	0	0	lastik
rubbers	0	0	0	0	0	0	0	0	0	0	kauçuklar
rubbing	0	0	0	0	0	0	0	0	0	0	sürtünme
rubbish	0	0	1	0	0	1	0	0	0	0	çöp
rubble	0	0	0	1	0	1	0	1	0	0	moloz
rubric	0	0	0	0	0	0	1	0	0	0	değerlendirme listesi
ruby	0	0	0	0	0	0	0	0	0	0	yakut
rudder	0	0	0	0	0	0	0	0	0	0	dümen
ruddy	0	0	0	0	0	0	0	0	0	0	kırmızı
rudimentary	0	0	0	0	0	0	0	0	0	0	ilkel
rudiments	0	0	0	0	0	0	0	0	0	0	ilkeler
rue	0	0	0	0	0	1	0	1	0	0	rue
ruff	0	0	0	0	0	0	0	0	0	0	fırfır
ruffle	0	0	0	0	0	1	0	0	0	0	fırfır
rug	0	0	0	0	0	0	0	0	0	0	kilim
rugged	0	0	0	0	0	1	0	0	0	0	sağlam
ruin	0	0	0	1	0	1	0	1	0	0	mahvetmek
ruined	1	0	1	1	0	1	0	1	0	0	harap
ruinous	1	0	1	1	0	1	0	1	0	0	yıkıcı
ruins	0	0	0	0	0	0	0	0	0	0	kalıntılar
rule	0	0	0	1	0	0	0	0	0	1	kural
ruler	0	0	0	0	0	0	0	0	0	0	cetvel
ruling	0	0	0	0	0	0	0	0	0	0	yonetmek
rum	0	0	0	0	0	0	0	0	0	0	ROM
rumble	0	0	0	0	0	0	0	0	0	0	gürlemek
rummage	0	0	0	0	0	0	0	0	0	0	ortalığı karıştırmak
rumor	0	0	0	0	0	1	0	1	0	0	söylenti
rumored	0	0	0	0	0	0	0	0	0	0	dedikodu
rump	0	0	0	0	0	0	0	0	0	0	kıç
runaway	0	0	0	0	0	1	0	1	0	0	Kaçmak
runes	0	0	0	0	0	0	0	0	0	0	rünler
rung	0	0	0	0	0	0	0	0	0	0	basamak
runner	0	0	0	0	0	0	0	0	0	0	koşucu
running	0	0	0	0	0	0	0	0	0	0	koşma
runway	0	0	0	0	0	0	0	0	0	0	koşu yolu
rupture	0	0	0	1	0	1	0	1	1	0	yırtılma
rural	0	0	0	0	0	0	0	0	0	0	kırsal
ruse	0	0	0	0	0	1	0	0	0	0	hile
rush	0	0	0	0	0	0	0	0	0	0	acele etmek
rust	0	0	0	0	0	1	0	0	0	0	pas
rustic	0	0	0	0	0	0	0	0	0	0	kırsal
rustle	0	0	0	0	0	0	0	0	0	0	hışırtı
rusty	0	0	0	0	0	1	0	0	0	0	paslı
rut	0	0	0	0	0	0	0	0	0	0	tekerlek izi
ruth	0	0	0	0	0	0	1	0	0	0	Ruth
ruthless	1	0	1	1	0	1	0	0	0	0	acımasız
rye	0	0	0	0	0	0	0	0	0	0	Çavdar
saber	1	0	0	1	0	1	0	0	0	0	kılıç
sable	0	0	0	0	0	0	0	0	0	0	samur
sabotage	1	0	1	1	0	1	0	1	1	0	sabotaj
sac	0	0	0	0	0	0	0	0	0	0	kese
sack	0	0	0	0	0	0	0	0	0	0	çuval
sacrament	0	0	0	0	0	0	0	0	0	0	kutsallık
sacred	0	0	0	0	0	0	0	0	0	0	kutsal
sacrifices	0	0	1	1	0	1	0	1	0	0	fedakarlıklar
saddle	0	0	0	0	0	0	0	0	0	0	sele
sadly	0	0	0	0	0	1	0	1	0	0	ne yazık ki
sadness	0	0	0	0	0	1	0	1	0	1	üzüntü
safe	0	0	0	0	1	0	1	0	0	1	güvenli
safeguard	0	0	0	0	0	0	1	0	0	1	korumak
safekeeping	0	0	0	0	0	0	0	0	0	1	koruma
safety	0	0	0	0	0	0	0	0	0	0	Emniyet
saffron	0	0	0	0	0	0	0	0	0	0	Safran
sag	0	0	0	1	0	1	0	0	0	0	sarkma
saga	0	0	0	0	0	0	0	0	0	0	efsane
sage	0	0	0	0	0	0	1	0	0	1	adaçayı
sail	0	0	0	0	0	0	0	0	0	0	denize açılmak
sailing	0	0	0	0	0	0	0	0	0	0	yelken
sailor	0	0	0	0	0	0	0	0	0	0	denizci
saint	0	1	0	0	1	0	1	0	1	1	aziz
saintly	0	1	0	0	1	0	1	0	1	1	aziz
salad	0	0	0	0	0	0	0	0	0	0	salata
salamander	0	0	0	0	0	0	0	0	0	0	semender
salary	0	1	0	0	1	0	1	0	0	1	aylık maaş
sale	0	0	0	0	0	0	0	0	0	0	satış
salesman	0	0	0	0	0	0	0	0	0	0	satış elemanı
salient	0	0	0	0	0	0	1	0	0	0	göze çarpan
saline	0	0	0	0	0	0	0	0	0	0	tuzlu su
saliva	0	1	0	0	0	0	0	0	0	0	tükürük
sally	0	0	0	0	0	0	0	0	1	0	salla
salon	0	0	0	0	0	0	0	0	0	0	salon
saloon	1	0	0	0	0	0	0	0	0	0	salon
salt	0	0	0	0	0	0	0	0	0	0	tuz
salty	0	0	0	0	0	0	0	0	0	0	tuzlu
salutary	0	0	0	0	1	0	1	0	0	1	sıhhatli
salutation	0	0	0	0	0	0	0	0	0	0	selamlama
salute	0	0	0	0	1	0	1	0	0	0	selamlamak
salvage	0	0	0	0	0	0	0	0	0	0	kurtarma
salvation	0	1	0	0	1	0	1	0	0	1	kurtuluş
salve	0	0	0	0	0	0	1	0	0	0	merhem
samba	0	0	0	0	0	0	0	0	0	0	samba
sameness	0	0	0	0	0	0	0	0	0	0	aynılık
samurai	0	0	0	1	0	0	1	0	0	0	samuray
sanctification	0	0	0	0	1	0	1	0	0	1	kutsallaştırma
sanctified	0	0	0	0	0	0	0	0	0	0	kutsallaştırılmış
sanctify	0	1	0	0	1	0	1	1	1	1	kutsallaştırmak
sanction	0	0	0	0	0	0	0	0	0	0	yaptırım
sanctioned	0	0	0	0	0	0	0	0	0	0	onaylanmış
sanctity	0	0	0	0	0	0	0	0	0	0	kutsallık
sanctuary	0	1	0	0	1	0	1	0	0	1	barınak
sand	0	0	0	0	0	0	0	0	0	0	kum
sandal	0	0	0	0	0	0	0	0	0	0	sandalet
sander	0	0	0	0	0	0	0	0	0	0	zımpara
sands	0	0	0	0	0	0	0	0	0	0	kumlar
sandy	0	0	0	0	0	0	0	0	0	0	kumlu
sane	0	0	0	0	0	0	0	0	0	0	aklı başında
sanguine	0	0	0	0	0	0	1	0	0	0	iyimser
sanitary	0	0	0	0	0	0	1	0	0	0	sıhhi
sanity	0	0	0	0	0	0	0	0	0	0	akıl sağlığı
sans	0	0	0	0	0	0	0	0	0	0	sans
sap	0	0	0	0	0	1	0	1	0	0	özsu
sapphire	0	0	0	0	0	0	0	0	0	0	safir
sappy	0	0	0	0	0	0	0	0	0	1	özlü
sarcasm	1	0	1	0	0	1	0	1	0	0	iğneleyici söz
sarcoma	0	0	0	1	0	1	0	1	0	0	sarkom
sardonic	0	0	0	0	0	1	0	0	0	0	alaycı
sash	0	0	0	0	0	0	0	0	0	0	kanat
satanic	1	0	0	0	0	1	0	0	0	0	şeytani
satchel	0	0	0	0	0	0	0	0	0	0	el çantası
sate	0	0	0	0	0	0	0	0	0	0	doyurmak
satellite	0	0	0	0	0	0	0	0	0	0	uydu
satin	0	0	0	0	0	0	1	0	0	0	saten
satire	0	0	0	0	0	0	0	0	0	0	hiciv
satirical	0	0	0	0	0	0	0	0	0	0	satirik
satisfaction	0	0	0	0	0	0	0	0	0	0	memnuniyet
satisfactorily	0	0	0	0	0	0	1	0	0	0	tatmin edici biçimde
satisfied	0	0	0	0	1	0	1	0	0	0	memnun
saturate	0	0	0	0	0	0	0	0	0	0	doyurmak
saturated	0	0	1	0	0	1	0	0	0	0	doymuş
saturation	0	0	0	0	0	0	0	0	0	0	doyma
sauce	0	0	0	0	0	0	0	0	0	0	Sos
saucepan	0	0	0	0	0	0	0	0	0	0	tencere
saucer	0	0	0	0	0	0	0	0	0	0	fincan tabağı
saucy	0	0	0	0	0	0	0	0	0	0	şımarık
sauerkraut	0	0	0	0	0	0	0	0	0	0	lâhana turşusu
sauna	0	0	0	0	0	0	0	0	0	0	sauna
savage	1	0	0	1	0	1	0	0	0	0	vahşi
savagery	1	0	0	1	0	1	0	0	0	0	vahşet
savanna	0	0	0	0	0	0	0	0	0	0	savana
save	0	0	0	0	1	0	1	0	0	1	kaydetmek
saving	0	0	0	0	0	0	0	0	0	0	tasarruf
savings	0	0	0	0	0	0	1	0	0	0	tasarruf
savor	0	1	1	0	1	0	1	1	0	1	tadı
savory	0	0	0	0	0	0	1	0	0	0	tuzlu
savvy	0	0	0	0	0	0	1	0	0	0	kıvraklık
sawdust	0	0	0	0	0	0	0	0	0	0	talaş
sax	0	0	0	0	0	0	0	0	0	0	saksafon
saxophone	0	0	0	0	0	0	0	0	0	0	saksafon
scab	0	0	0	0	0	1	0	0	0	0	kabuk
scabbard	0	0	0	0	0	0	0	0	0	0	kın
scaffold	0	0	0	1	0	1	0	0	0	0	iskele
scaffolding	0	0	0	0	0	0	0	0	0	0	iskele
scale	0	0	0	0	0	0	0	0	0	0	ölçek
scales	0	0	0	0	0	0	0	0	0	0	terazi
scallop	0	0	0	0	0	0	0	0	0	0	tarak kabuğu
scalp	0	0	0	0	0	0	0	0	0	0	kafa derisi
scalpel	0	0	0	1	0	1	0	0	0	0	neşter
scaly	0	0	0	0	0	1	0	0	0	0	pullu
scan	0	0	0	0	0	0	0	0	0	0	tarama
scandal	0	0	0	1	0	1	0	0	0	0	skandal
scandalous	1	0	0	0	0	1	0	0	0	0	skandal
scanty	0	0	0	0	0	1	0	0	0	0	yetersiz
scape	0	0	0	0	0	0	0	0	0	0	scape
scapegoat	1	0	0	1	0	1	0	0	0	0	günah keçisi
scar	1	0	1	1	0	1	0	1	0	0	yara izi
scarab	0	0	0	0	0	0	0	0	0	0	bok böceği
scarce	0	0	0	1	0	1	0	1	0	0	kıt
scarcely	0	0	0	0	0	1	0	1	0	0	hemen hemen
scarcity	1	0	0	1	0	1	0	1	0	0	kıtlık
scare	1	1	0	1	0	1	0	0	1	0	Korkmak
scarecrow	0	0	0	1	0	1	1	0	0	0	korkuluk
scarf	0	0	0	0	0	0	0	0	0	0	atkı
scarlet	0	0	0	0	0	0	0	0	0	0	kızıl
scatter	0	0	0	0	0	0	0	0	0	0	saçılma
scattered	0	0	0	0	0	0	0	0	0	0	dağınık
scattering	0	0	0	0	0	0	0	0	0	0	saçılma
scavenger	0	0	0	0	0	1	0	0	0	0	çöpçü
scene	0	0	0	0	0	0	0	0	0	0	faliyet alani, sahne
scenery	0	0	0	0	0	0	0	0	0	0	manzara
scenic	0	0	0	0	0	0	0	0	0	0	manzaralı
scent	0	0	0	0	0	0	0	0	0	0	koku
sceptical	0	0	0	0	0	0	0	0	0	1	şüpheci
scepticism	0	0	0	0	0	0	0	0	0	0	şüphecilik
schematic	0	0	0	0	0	0	0	0	0	0	şematik
scheme	0	0	0	0	0	1	0	0	0	0	şema
schism	1	0	0	0	0	1	0	0	0	0	ayrılık
schizophrenia	1	0	1	1	0	1	0	1	0	0	şizofreni
scholar	0	0	0	0	0	0	1	0	0	0	akademisyen
scholarly	0	0	0	0	0	0	0	0	0	0	bilimsel
scholarship	0	0	0	0	1	0	1	0	0	0	burs
school	0	0	0	0	0	0	0	0	0	1	okul
schoolboy	0	0	0	0	0	0	0	0	0	0	okul çocuğu
schooling	0	0	0	0	0	0	0	0	0	0	okullaşma
schoolmaster	0	0	0	0	0	0	0	0	0	0	okul müdürü
schooner	0	0	0	0	0	0	0	0	0	0	yelkenli
sciatica	0	0	0	0	0	1	0	0	0	0	siyatik
science	0	0	0	0	0	0	0	0	0	0	Bilim
scientific	0	0	0	0	0	0	1	0	0	1	ilmi
scientist	0	1	0	0	0	0	1	0	0	1	Bilim insanı
scintilla	0	0	0	0	0	0	1	0	0	0	kıvılcım
scintillation	0	0	0	0	0	0	0	0	0	0	parıldama
scintillator	0	0	0	0	0	0	0	0	0	0	sintilatör
scion	0	0	0	0	0	0	0	0	0	0	filiz
scissors	0	0	0	0	0	0	0	0	0	0	makas
scoff	1	0	1	0	0	1	0	0	0	0	alay etmek
scold	1	0	1	1	0	1	0	1	0	0	azarlamak
scolding	1	0	0	0	0	1	0	0	0	0	azarlama
scoop	0	0	0	0	0	0	0	0	0	0	kepçe
scope	0	0	0	0	0	0	0	0	0	0	dürbün
scorching	1	0	0	0	0	1	0	0	0	0	kavurucu
score	0	1	0	0	1	0	1	0	1	0	Puan
scores	0	0	0	0	0	0	0	0	0	0	puanlar
scorn	1	0	0	0	0	1	0	0	0	0	aşağılamak
scorpion	1	0	1	1	0	1	0	0	1	0	akrep
scotch	0	0	0	0	0	1	0	0	0	0	İskoç
scoundrel	1	0	1	1	0	1	0	0	0	1	alçak
scour	0	0	0	0	0	0	0	0	0	0	ovmak
scourge	1	0	0	1	0	1	0	1	0	0	bela
scout	0	0	0	0	0	0	0	0	0	0	izci
scrabble	0	0	0	0	0	0	0	0	0	0	karalamak
scramble	0	0	0	0	0	0	0	0	0	0	karıştırmak
scrambling	0	0	0	0	0	1	0	0	0	0	karıştırma
scrape	0	0	0	0	0	0	0	0	0	0	Kazımak
scrapie	1	0	0	1	0	1	0	1	0	0	karalama
scraping	0	0	0	0	0	0	0	0	0	0	kazıma
scratch	0	0	0	0	0	0	0	0	0	0	kaşımak
scream	1	0	1	1	0	1	0	0	1	0	çığlık
screaming	1	0	1	1	0	1	0	0	0	0	bağıran
screech	0	0	0	1	0	1	0	0	1	0	çığlık
screen	0	0	0	0	0	0	0	0	0	0	ekran
screwdriver	0	0	0	0	0	0	0	0	0	0	Tornavida
screwed	1	0	0	0	0	1	0	0	0	0	berbat
scribble	0	0	0	0	0	0	0	0	0	0	karalamak
scribe	0	0	0	0	0	0	1	0	0	0	yazmak
scrimmage	0	0	0	0	0	1	0	0	1	0	hücum
scrip	0	0	0	0	0	0	0	0	0	0	komut dosyası
script	0	0	0	0	0	0	1	0	0	0	senaryo
scriptural	0	0	0	0	0	0	0	0	0	0	yazı ile ilgili
scripture	0	0	0	0	0	0	0	0	0	1	kutsal kitap
scroll	0	0	0	0	0	0	0	0	0	0	taslak
scrub	0	0	1	0	0	1	0	0	0	0	fırçalamak
scrumptious	0	0	0	0	0	0	1	0	0	0	şahane
scrupulous	0	0	0	0	0	0	0	0	0	0	titiz
scrutinize	0	1	0	0	0	1	0	0	0	0	incelemek
scrutiny	0	0	0	0	0	1	0	0	0	0	inceleme
sculptor	0	0	0	0	0	0	0	0	0	0	heykeltıraş
sculpture	0	0	0	0	0	0	1	0	0	0	heykel
sculptured	0	0	0	0	0	0	0	0	0	0	heykel
scum	0	0	1	0	0	1	0	0	0	0	pislik
sea	0	0	0	0	0	0	1	0	0	0	deniz
seaboard	0	0	0	0	0	0	0	0	0	0	deniz kıyısı
seal	0	0	0	0	0	0	1	0	0	1	fok
seals	0	0	0	0	0	0	0	0	0	1	mühürler
seam	0	0	0	0	0	0	0	0	0	0	dikiş
seaman	0	0	0	0	0	0	0	0	0	0	denizci
seamless	0	0	0	0	0	0	0	0	0	0	sorunsuz
seamstress	0	0	0	0	0	0	0	0	0	0	terzi
seaport	0	0	0	0	0	0	0	0	0	0	liman
sear	0	0	0	0	0	1	0	0	0	0	sararmak
search	0	0	0	0	0	0	0	0	0	0	arama
searching	0	0	0	0	0	0	0	0	0	0	Aranıyor
seared	0	0	0	0	0	0	0	0	0	0	katılaşmış
seaside	0	0	0	0	0	0	0	0	0	0	sahil
season	0	0	0	0	0	0	0	0	0	0	mevsim
seasoned	0	0	0	0	0	0	1	0	0	0	terbiyeli
seasoning	0	0	0	0	0	0	0	0	0	0	Baharat
seat	0	0	0	0	0	0	0	0	0	0	koltuk
secession	0	0	0	0	0	1	0	0	0	0	ayrılma
secluded	0	0	0	0	0	1	0	1	0	0	tenha
seclusion	0	0	0	1	0	1	1	0	0	0	inziva
secondary	0	0	0	0	0	0	0	0	0	0	ikincil
secondhand	0	0	0	0	0	1	0	0	0	0	ikinci el
secrecy	0	0	0	0	0	0	0	0	1	1	gizlilik
secret	0	0	0	0	0	0	0	0	0	1	gizli
secretariat	0	0	0	0	0	0	1	0	0	0	sekreterlik
secretary	0	0	0	0	0	0	0	0	0	0	Sekreter
secrete	0	0	1	0	0	0	0	0	0	0	salgılamak
secretion	0	0	1	0	0	1	0	0	0	0	salgı
secretive	0	0	0	0	0	1	0	0	0	0	gizli
secretly	0	0	0	0	0	0	0	0	0	0	gizlice
sect	0	0	0	0	0	0	0	0	0	0	mezhep
sectarian	1	0	0	1	0	1	0	0	0	0	mezhepçi
sectional	0	0	0	0	0	0	0	0	0	0	kesit
sector	0	0	0	0	0	0	0	0	0	0	sektör
secular	0	1	0	0	0	0	0	0	0	0	laik
secularism	0	0	0	0	0	0	0	0	0	0	laiklik
securities	0	0	0	0	0	0	0	0	0	1	menkul kıymetler
security	0	0	0	0	0	0	0	0	0	0	güvenlik
sedan	0	0	0	0	0	0	0	0	0	0	sedan
sedate	0	0	0	0	0	0	0	0	0	0	yatıştırıcı
sedative	0	0	0	0	0	0	0	0	0	0	yatıştırıcı
sedentary	0	0	0	0	0	0	0	0	0	0	yerleşik
sedge	0	0	0	0	0	0	0	0	0	0	saz
sediment	0	0	0	0	0	0	0	0	0	0	tortu
sedimentary	0	0	0	0	0	0	0	0	0	0	tortul
sedition	1	0	0	0	0	1	0	1	0	0	ayaklanma
seduce	0	0	0	0	0	1	0	0	0	0	baştan çıkartmak
seducing	0	0	0	0	0	0	0	0	0	0	baştan çıkarmak
seduction	0	0	0	0	0	1	0	0	0	0	baştan çıkarma
seductive	0	1	0	0	0	0	0	0	0	0	baştan çıkarıcı
seed	0	0	0	0	0	0	0	0	0	0	tohum
seedling	0	0	0	0	0	0	0	0	0	0	fide
seek	0	1	0	0	0	0	0	0	0	0	aramak
seeker	0	0	0	0	0	0	0	0	0	0	arayan
seemingly	0	0	0	0	0	0	0	0	0	0	görünüşte
seer	0	0	0	0	0	0	0	0	0	0	kahin
seething	0	0	0	0	0	0	0	0	0	0	kaynayan
segment	0	0	0	0	0	0	0	0	0	0	segment
segregate	1	0	1	0	0	1	0	1	0	0	ayrım yapmak
segregated	0	0	0	0	0	1	0	0	0	0	ayrılmış
segregation	0	0	0	0	0	0	0	0	0	0	segregasyon
seize	0	0	0	1	0	1	0	0	0	0	kapmak
seizure	0	0	0	1	0	0	0	0	0	0	nöbet
seldom	0	0	0	0	0	0	0	0	0	0	nadiren
select	0	0	0	0	0	0	0	0	0	0	seçme
selection	0	0	0	0	0	0	0	0	0	0	seçim
selfish	1	0	1	0	0	1	0	0	0	0	bencil
selfishness	0	0	0	0	0	1	0	0	0	0	bencillik
sell	0	0	0	0	0	0	0	0	0	0	satmak
seller	0	0	0	0	0	0	0	0	0	0	satıcı
semaphore	0	0	0	0	0	0	0	0	0	0	semafor
semblance	0	0	0	0	0	0	0	0	0	0	benzerlik
semen	0	0	0	0	0	0	0	0	0	0	meni
semicolon	0	0	0	0	0	0	0	0	0	0	noktalı virgül
seminal	0	0	0	0	0	0	0	0	0	0	seminal
seminar	0	0	0	0	0	0	0	0	0	0	seminer
seminary	0	0	0	0	0	0	0	0	0	0	seminer
semiotics	0	0	0	0	0	0	0	0	0	0	göstergebilim
senate	0	0	0	0	0	0	0	0	0	1	senato
senator	0	0	0	0	0	0	0	0	0	0	senatör
