English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Welsh Word
scar	1	0	1	1	0	1	0	1	0	0	craith
scarab	0	0	0	0	0	0	0	0	0	0	sgarab
scarce	0	0	0	1	0	1	0	1	0	0	prin
scarcely	0	0	0	0	0	1	0	1	0	0	prin
scarcity	1	0	0	1	0	1	0	1	0	0	prinder
scare	1	1	0	1	0	1	0	0	1	0	dychryn
scarecrow	0	0	0	1	0	1	1	0	0	0	bwgan brain
scarf	0	0	0	0	0	0	0	0	0	0	sgarff
scarlet	0	0	0	0	0	0	0	0	0	0	ysgarlad
scatter	0	0	0	0	0	0	0	0	0	0	gwasgariad
scattered	0	0	0	0	0	0	0	0	0	0	gwasgaredig
scattering	0	0	0	0	0	0	0	0	0	0	gwasgariad
scavenger	0	0	0	0	0	1	0	0	0	0	sborionwr
scene	0	0	0	0	0	0	0	0	0	0	golygfa
scenery	0	0	0	0	0	0	0	0	0	0	golygfeydd
scenic	0	0	0	0	0	0	0	0	0	0	golygfaol
scent	0	0	0	0	0	0	0	0	0	0	arogl
sceptical	0	0	0	0	0	0	0	0	0	1	amheus
scepticism	0	0	0	0	0	0	0	0	0	0	amheuaeth
schematic	0	0	0	0	0	0	0	0	0	0	sgematig
scheme	0	0	0	0	0	1	0	0	0	0	cynllun
schism	1	0	0	0	0	1	0	0	0	0	sgism
schizophrenia	1	0	1	1	0	1	0	1	0	0	sgitsoffrenia
scholar	0	0	0	0	0	0	1	0	0	0	ysgolhaig
scholarly	0	0	0	0	0	0	0	0	0	0	ysgolheigaidd
scholarship	0	0	0	0	1	0	1	0	0	0	ysgoloriaeth
school	0	0	0	0	0	0	0	0	0	1	ysgol
schoolboy	0	0	0	0	0	0	0	0	0	0	bachgen ysgol
schooling	0	0	0	0	0	0	0	0	0	0	addysg
schoolmaster	0	0	0	0	0	0	0	0	0	0	ysgolfeistr
schooner	0	0	0	0	0	0	0	0	0	0	sgwner
sciatica	0	0	0	0	0	1	0	0	0	0	sciatica
science	0	0	0	0	0	0	0	0	0	0	gwyddoniaeth
scientific	0	0	0	0	0	0	1	0	0	1	gwyddonol
scientist	0	1	0	0	0	0	1	0	0	1	gwyddonydd
scintilla	0	0	0	0	0	0	1	0	0	0	scintilla
scintillation	0	0	0	0	0	0	0	0	0	0	pefriiad
scintillator	0	0	0	0	0	0	0	0	0	0	pefriwr
scion	0	0	0	0	0	0	0	0	0	0	sgion
scissors	0	0	0	0	0	0	0	0	0	0	siswrn
scoff	1	0	1	0	0	1	0	0	0	0	gwatwar
scold	1	0	1	1	0	1	0	1	0	0	ysgarth
scolding	1	0	0	0	0	1	0	0	0	0	scolding
scoop	0	0	0	0	0	0	0	0	0	0	sgŵp
scope	0	0	0	0	0	0	0	0	0	0	cwmpas
scorching	1	0	0	0	0	1	0	0	0	0	crasboeth
score	0	1	0	0	1	0	1	0	1	0	sgôr
scores	0	0	0	0	0	0	0	0	0	0	sgorau
scorn	1	0	0	0	0	1	0	0	0	0	gwatwar
scorpion	1	0	1	1	0	1	0	0	1	0	sgorpion
scotch	0	0	0	0	0	1	0	0	0	0	scotch
scoundrel	1	0	1	1	0	1	0	0	0	1	gwarchae
scour	0	0	0	0	0	0	0	0	0	0	sgwr
scourge	1	0	0	1	0	1	0	1	0	0	ffrewyll
scout	0	0	0	0	0	0	0	0	0	0	sgowt
scrabble	0	0	0	0	0	0	0	0	0	0	sgrabl
scramble	0	0	0	0	0	0	0	0	0	0	sgrialu
scrambling	0	0	0	0	0	1	0	0	0	0	sgramblo
scrape	0	0	0	0	0	0	0	0	0	0	crafu
scrapie	1	0	0	1	0	1	0	1	0	0	clefyd y crafu
scraping	0	0	0	0	0	0	0	0	0	0	sgrapio
scratch	0	0	0	0	0	0	0	0	0	0	crafu
scream	1	0	1	1	0	1	0	0	1	0	sgrechian
screaming	1	0	1	1	0	1	0	0	0	0	sgrechian
screech	0	0	0	1	0	1	0	0	1	0	sgrech
screen	0	0	0	0	0	0	0	0	0	0	sgrin
screwdriver	0	0	0	0	0	0	0	0	0	0	sgriwdreifer
screwed	1	0	0	0	0	1	0	0	0	0	sgriwio
scribble	0	0	0	0	0	0	0	0	0	0	sgribl
scribe	0	0	0	0	0	0	1	0	0	0	ysgrifennydd
scrimmage	0	0	0	0	0	1	0	0	1	0	sgrim
scrip	0	0	0	0	0	0	0	0	0	0	sgrip
script	0	0	0	0	0	0	1	0	0	0	sgript
scriptural	0	0	0	0	0	0	0	0	0	0	ysgrythurol
scripture	0	0	0	0	0	0	0	0	0	1	ysgrythur
scroll	0	0	0	0	0	0	0	0	0	0	sgrolio
scrub	0	0	1	0	0	1	0	0	0	0	prysgwydd
scrumptious	0	0	0	0	0	0	1	0	0	0	blasus
scrupulous	0	0	0	0	0	0	0	0	0	0	chwilfrydig
scrutinize	0	1	0	0	0	1	0	0	0	0	craffu
scrutiny	0	0	0	0	0	1	0	0	0	0	craffu
sculptor	0	0	0	0	0	0	0	0	0	0	cerflunydd
sculpture	0	0	0	0	0	0	1	0	0	0	cerflun
sculptured	0	0	0	0	0	0	0	0	0	0	cerfiedig
scum	0	0	1	0	0	1	0	0	0	0	llysnafedd
sea	0	0	0	0	0	0	1	0	0	0	môr
seaboard	0	0	0	0	0	0	0	0	0	0	arfor
seal	0	0	0	0	0	0	1	0	0	1	sêl
seals	0	0	0	0	0	0	0	0	0	1	morloi
seam	0	0	0	0	0	0	0	0	0	0	seam
seaman	0	0	0	0	0	0	0	0	0	0	morwr
seamless	0	0	0	0	0	0	0	0	0	0	di-dor
seamstress	0	0	0	0	0	0	0	0	0	0	gwniadwraig
seaport	0	0	0	0	0	0	0	0	0	0	porthladd
sear	0	0	0	0	0	1	0	0	0	0	ser
search	0	0	0	0	0	0	0	0	0	0	chwilio
searching	0	0	0	0	0	0	0	0	0	0	chwilio
seared	0	0	0	0	0	0	0	0	0	0	serio
seaside	0	0	0	0	0	0	0	0	0	0	glan y mor
season	0	0	0	0	0	0	0	0	0	0	tymor
seasoned	0	0	0	0	0	0	1	0	0	0	profiadol
seasoning	0	0	0	0	0	0	0	0	0	0	sesnin
seat	0	0	0	0	0	0	0	0	0	0	sedd
secession	0	0	0	0	0	1	0	0	0	0	ymwahaniad
secluded	0	0	0	0	0	1	0	1	0	0	diarffordd
seclusion	0	0	0	1	0	1	1	0	0	0	neilltuaeth
secondary	0	0	0	0	0	0	0	0	0	0	eilradd
secondhand	0	0	0	0	0	1	0	0	0	0	ail law
secrecy	0	0	0	0	0	0	0	0	1	1	cyfrinachedd
secret	0	0	0	0	0	0	0	0	0	1	cyfrinach
secretariat	0	0	0	0	0	0	1	0	0	0	ysgrifenyddiaeth
secretary	0	0	0	0	0	0	0	0	0	0	ysgrifenydd
secrete	0	0	1	0	0	0	0	0	0	0	cyfrinach
secretion	0	0	1	0	0	1	0	0	0	0	secretion
secretive	0	0	0	0	0	1	0	0	0	0	cyfrinachol
secretly	0	0	0	0	0	0	0	0	0	0	yn ddirgel
sect	0	0	0	0	0	0	0	0	0	0	sect
sectarian	1	0	0	1	0	1	0	0	0	0	sectyddol
sectional	0	0	0	0	0	0	0	0	0	0	adrannol
sector	0	0	0	0	0	0	0	0	0	0	sector
secular	0	1	0	0	0	0	0	0	0	0	seciwlar
secularism	0	0	0	0	0	0	0	0	0	0	seciwlariaeth
securities	0	0	0	0	0	0	0	0	0	1	gwarantau
security	0	0	0	0	0	0	0	0	0	0	diogelwch
sedan	0	0	0	0	0	0	0	0	0	0	sedan
sedate	0	0	0	0	0	0	0	0	0	0	tawelydd
sedative	0	0	0	0	0	0	0	0	0	0	tawelydd
sedentary	0	0	0	0	0	0	0	0	0	0	eisteddog
sedge	0	0	0	0	0	0	0	0	0	0	hesg
sediment	0	0	0	0	0	0	0	0	0	0	gwaddod
sedimentary	0	0	0	0	0	0	0	0	0	0	gwaddodol
sedition	1	0	0	0	0	1	0	1	0	0	gofid
seduce	0	0	0	0	0	1	0	0	0	0	hudo
seducing	0	0	0	0	0	0	0	0	0	0	hudo
seduction	0	0	0	0	0	1	0	0	0	0	seduction
seductive	0	1	0	0	0	0	0	0	0	0	deniadol
seed	0	0	0	0	0	0	0	0	0	0	Hedyn
seedling	0	0	0	0	0	0	0	0	0	0	eginblanhigyn
seek	0	1	0	0	0	0	0	0	0	0	ceisio
seeker	0	0	0	0	0	0	0	0	0	0	ceisiwr
seemingly	0	0	0	0	0	0	0	0	0	0	mae'n debyg
seer	0	0	0	0	0	0	0	0	0	0	gweledydd
seething	0	0	0	0	0	0	0	0	0	0	bechu
segment	0	0	0	0	0	0	0	0	0	0	segment
segregate	1	0	1	0	0	1	0	1	0	0	gwahanu
segregated	0	0	0	0	0	1	0	0	0	0	ar wahân
segregation	0	0	0	0	0	0	0	0	0	0	arwahanu
seize	0	0	0	1	0	1	0	0	0	0	atafaelu
seizure	0	0	0	1	0	0	0	0	0	0	trawiad
seldom	0	0	0	0	0	0	0	0	0	0	anaml
select	0	0	0	0	0	0	0	0	0	0	dewis
selection	0	0	0	0	0	0	0	0	0	0	dethol
selfish	1	0	1	0	0	1	0	0	0	0	hunanol
selfishness	0	0	0	0	0	1	0	0	0	0	hunanoldeb
sell	0	0	0	0	0	0	0	0	0	0	gwerthu
seller	0	0	0	0	0	0	0	0	0	0	gwerthwr
semaphore	0	0	0	0	0	0	0	0	0	0	semaffor
semblance	0	0	0	0	0	0	0	0	0	0	sebliad
semen	0	0	0	0	0	0	0	0	0	0	semen
semicolon	0	0	0	0	0	0	0	0	0	0	hanner colon
seminal	0	0	0	0	0	0	0	0	0	0	arloesol
seminar	0	0	0	0	0	0	0	0	0	0	seminar
seminary	0	0	0	0	0	0	0	0	0	0	seminari
semiotics	0	0	0	0	0	0	0	0	0	0	semioteg
senate	0	0	0	0	0	0	0	0	0	1	senedd
senator	0	0	0	0	0	0	0	0	0	0	seneddwr
send	0	0	0	0	0	0	0	0	0	0	anfon
senescence	0	0	0	0	0	0	0	0	0	0	heneiddrwydd
senile	0	0	0	1	0	1	0	1	0	0	henaint
senior	0	0	0	0	0	0	0	0	0	0	uwch
seniority	0	0	0	0	0	0	1	0	0	1	hynafedd
sensation	0	0	0	0	0	0	0	0	0	0	teimlad
sensational	0	0	0	0	1	0	1	0	0	0	synhwyrus
sense	0	0	0	0	0	0	1	0	0	0	synnwyr
senseless	1	0	1	1	0	1	0	1	1	0	disynnwyr
senses	0	0	0	0	0	0	0	0	0	0	synhwyrau
sensibility	0	0	0	0	0	0	1	0	0	0	synwyrusrwydd
sensibly	0	0	0	0	0	0	1	0	0	0	yn synhwyrol
sensitive	0	0	0	0	0	0	0	0	0	0	sensitif
sensory	0	0	0	0	0	0	0	0	0	0	synhwyraidd
sensual	0	1	0	0	1	1	1	0	1	1	synhwyrus
sensuality	0	1	0	0	1	0	1	0	0	0	cnawdolrwydd
sensuous	0	0	0	0	1	0	1	0	0	0	synhwyrus
sentence	1	1	1	1	0	1	0	1	0	0	brawddeg
sentient	0	0	0	0	0	0	0	0	0	0	teimladwy
sentiment	0	0	0	0	0	0	0	0	0	0	teimlad
sentimental	0	0	0	0	0	0	1	0	0	0	sentimental
sentimentality	0	0	0	0	0	0	1	0	0	0	sentimentaliaeth
sentinel	0	0	0	0	0	0	1	0	0	1	gwarchodwr
sentry	0	0	0	0	0	0	0	0	0	1	sentry
separable	0	0	0	0	0	0	0	0	0	0	gwahanadwy
separate	0	0	0	0	0	0	0	0	0	0	gwahanu
separately	0	0	0	0	0	0	0	0	0	0	ar wahân
separation	0	0	0	0	0	0	0	0	0	0	gwahaniad
separatist	1	0	1	0	0	1	0	0	0	0	ymwahanydd
sepia	0	0	0	0	0	0	0	0	0	0	sepia
sepsis	0	0	0	1	0	1	0	1	0	0	sepsis
sept	0	0	0	0	0	0	0	0	0	0	sept
septic	0	0	1	0	0	1	0	0	0	0	septig
septum	0	0	0	0	0	0	0	0	0	0	septwm
sequel	0	1	0	0	0	0	0	0	0	0	dilyniant
sequence	0	0	0	0	0	0	0	0	0	0	dilyniant
sequent	0	0	0	0	0	0	0	0	0	0	dilyniant
sequestered	0	0	0	0	0	0	0	0	0	0	atafaelu
sequestration	0	0	0	0	0	1	0	1	0	0	atafaelu
serene	0	0	0	0	0	1	0	0	0	1	tangnefedd
serenity	0	1	0	0	1	0	1	0	0	1	tangnefedd
sergeant	0	0	0	0	0	0	0	0	0	0	rhingyll
serial	0	1	0	0	0	0	0	0	0	0	cyfresol
series	0	0	0	0	0	0	0	0	0	1	cyfres
serif	0	0	0	0	0	0	0	0	0	0	serif
seriousness	0	0	0	1	0	0	0	1	0	0	difrifoldeb
sermon	0	0	0	0	0	0	1	0	0	1	pregeth
serpent	0	0	1	1	0	1	0	0	0	0	sarff
serpentine	0	0	0	0	0	0	0	0	0	0	serpentine
serrated	0	0	0	0	0	0	0	0	0	0	danheddog
serum	0	0	0	0	0	0	1	0	0	0	serwm
servant	0	0	0	0	0	1	0	0	0	1	gwas
serve	0	0	0	0	0	1	0	0	0	1	gwasanaethu
service	0	0	0	0	0	0	0	0	0	0	gwasanaeth
serviceable	0	0	0	0	0	0	0	0	0	0	gwasanaethgar
servile	0	0	1	1	0	1	0	1	0	0	gwasaidd
servitude	0	0	0	0	0	1	0	0	0	0	caethwasanaeth
sess	0	0	0	0	0	0	0	0	0	0	ses
session	0	0	0	0	0	0	0	0	0	0	sesiwn
sessions	0	0	0	0	0	0	0	0	0	0	sesiynau
set	0	0	0	0	0	0	0	0	0	0	set
setback	0	0	0	0	0	1	0	1	0	0	rhwystr
sett	0	0	0	0	0	0	0	0	0	0	set
setter	0	0	0	0	0	0	0	0	0	0	gosodwr
settle	0	0	0	0	0	0	0	0	0	0	setlo
settled	0	0	0	0	0	0	0	0	0	0	sefydlog
settler	0	0	0	0	0	0	0	0	0	0	ymsefydlwr
settlor	0	0	0	1	0	0	1	0	0	0	setlwr
seventh	0	0	0	0	0	0	0	0	0	0	seithfed
seventy	0	0	0	0	0	0	0	0	0	0	saith deg
sever	0	0	0	0	0	1	0	0	0	0	torrwr
severable	0	0	0	0	0	0	0	0	0	0	goradwy
severally	0	0	0	0	0	0	0	0	0	0	yn unigol
severance	0	0	0	0	0	0	0	1	0	0	diswyddo
severely	0	0	0	0	0	0	0	0	0	0	yn ddifrifol
severity	0	0	0	0	0	0	0	0	0	0	difrifoldeb
sew	0	0	0	0	0	0	0	0	0	0	gwnio
sewage	0	0	1	0	0	1	0	0	0	0	carthion
sewer	0	0	1	0	0	0	0	0	0	0	carthffos
sewerage	0	0	1	0	0	1	0	0	0	0	carthffosiaeth
sex	0	1	0	0	1	0	1	0	0	1	rhyw
sexuality	0	0	0	0	0	0	0	0	0	0	rhywioldeb
sexy	0	0	0	0	0	0	0	0	0	0	rhywiog
shabby	0	0	1	0	0	1	0	0	0	0	di-raen
shack	0	0	1	0	0	1	0	1	0	0	shack
shackle	1	1	1	1	0	1	0	1	0	0	hualau
shade	0	0	0	0	0	0	0	0	0	0	cysgod
shades	0	0	0	0	0	0	0	0	0	0	arlliwiau
shading	0	0	0	0	0	0	0	0	0	0	cysgodi
shadow	0	0	0	0	0	0	0	0	0	0	cysgod
shadowy	0	0	0	0	0	0	0	0	0	0	cysgodol
shady	0	0	0	1	0	1	0	0	0	0	cysgodol
shaft	0	0	0	0	0	0	0	0	0	0	siafft
shag	0	0	0	0	0	0	0	0	0	0	ysgaw
shaggy	0	0	0	0	0	0	0	0	0	0	shaggy
shake	0	0	0	0	0	0	0	0	0	0	ysgwyd
shaken	0	0	0	0	0	0	0	0	0	0	ysgwyd
shaking	0	0	0	1	0	1	0	0	0	0	crynu
shaky	1	1	0	1	0	1	0	0	0	0	sigledig
sham	1	0	1	0	0	1	0	0	0	0	ffug
shaman	0	0	0	0	0	0	0	0	0	0	siaman
shambles	0	0	0	0	0	1	0	0	0	0	draed moch
shame	0	0	1	1	0	1	0	1	0	0	cywilydd
shameful	0	0	0	0	0	1	0	1	0	0	gywilyddus
shameless	0	0	1	0	0	1	0	0	0	0	digywilydd
shanghai	0	0	1	1	0	1	0	0	0	0	shanghai
shank	0	0	0	1	0	0	0	0	0	0	shank
shanty	0	0	0	0	0	0	0	0	0	0	sianti
shape	0	0	0	0	0	0	1	0	0	0	siâp
shapely	0	0	0	0	0	0	1	0	0	0	siapaidd
share	0	1	0	0	1	0	1	0	0	1	rhannu
shareholder	0	0	0	0	0	0	0	0	0	0	cyfranddaliwr
shark	0	0	0	0	0	1	0	0	0	0	siarc
sharpen	1	1	0	0	0	0	0	0	0	0	hogi
sharpened	0	0	0	0	0	0	0	0	0	0	hogi
sharpener	0	0	0	0	0	0	0	0	0	0	miniwr
sharpness	0	0	0	0	0	0	0	0	0	0	miniogrwydd
shatter	1	0	0	1	0	1	0	1	1	0	chwalu
shattered	0	0	0	0	0	1	0	1	0	0	chwalu
shave	0	0	0	0	0	0	0	0	0	0	eillio
shaving	0	0	0	0	0	0	0	0	0	0	eillio
shawl	0	0	0	0	0	0	0	0	0	0	siôl
sheaf	0	0	0	0	0	0	0	0	0	0	ysgub
shear	0	0	0	0	0	0	0	0	0	0	cneifiwch
shears	0	0	0	0	0	0	0	0	0	0	gwellaif
sheath	0	0	0	0	0	0	0	0	0	0	gwain
sheathing	0	0	0	0	0	0	0	0	0	0	gorchuddio
shed	0	0	0	0	0	1	0	0	0	0	sied
sheen	0	0	0	0	0	0	0	0	0	0	sglein
sheep	0	0	0	0	0	0	0	0	0	0	defaid
sheer	0	0	0	0	0	0	0	0	0	0	serth
sheet	0	0	0	0	0	0	0	0	0	0	cynfas
shelf	0	0	0	0	0	0	0	0	0	0	silff
shell	1	0	0	1	0	1	0	1	1	0	plisgyn
shellfish	0	0	0	0	0	0	0	0	0	0	pysgod cregyn
shelter	0	0	0	0	0	0	1	0	0	1	lloches
shelved	0	0	0	0	0	1	0	0	0	0	silff
shepherd	0	0	0	0	0	0	1	0	0	1	bugail
sheriff	0	0	0	0	0	0	0	0	0	1	siryf
sherry	0	0	0	0	0	0	0	0	0	0	sieri
shield	0	0	0	0	0	0	0	0	0	0	tarian
shift	0	0	0	0	0	0	0	0	0	0	sifft
shifting	0	0	0	0	0	0	0	0	0	0	symud
shilling	0	0	0	0	0	0	0	0	0	0	swllt
shimmer	0	0	0	0	0	0	0	0	0	0	sglein
shin	0	0	0	0	0	0	0	0	0	0	shin
shine	0	0	0	0	0	0	1	0	0	0	disgleirio
shingle	0	0	0	0	0	0	0	0	0	0	graean
shining	0	1	0	0	1	0	1	0	0	0	disgleirio
shiny	0	0	0	0	0	0	0	0	0	0	sgleiniog
ship	0	1	0	0	0	0	0	0	0	0	llong
shipment	0	0	0	0	0	0	0	0	0	0	cludo
shipping	0	0	0	0	0	0	0	0	0	0	llongau
shipwreck	0	0	0	1	0	1	0	1	0	0	llongddrylliad
shire	0	0	0	0	0	0	0	0	0	0	sir
shirt	0	0	0	0	0	0	0	0	0	0	crys
shit	1	0	1	0	0	1	0	0	0	0	cachu
shiver	1	1	0	1	0	1	0	1	0	0	crynu
shivering	0	0	0	0	0	0	0	0	0	0	crynu
shoals	0	0	0	0	0	0	0	0	0	0	heigiau
shock	1	0	0	1	0	1	0	0	1	0	sioc
shockingly	0	0	0	0	0	0	0	0	1	0	yn syfrdanol
shoddy	1	0	1	0	0	1	0	0	0	0	shoddy
shoe	0	0	0	0	0	0	0	0	0	0	esgid
shoemaker	0	0	0	0	0	0	0	0	0	0	crydd
shoot	1	0	0	1	0	1	0	0	0	0	saethu
shooter	0	0	0	1	0	0	0	0	0	0	saethwr
shooting	1	0	0	1	0	1	0	0	0	0	saethu
shop	0	0	0	0	0	0	0	0	0	0	siop
shopkeeper	0	0	0	0	0	0	0	0	0	1	siopwr
shoplifting	1	0	1	0	0	1	0	0	0	0	dwyn o siopau
shopping	0	1	0	0	1	0	1	0	1	1	siopa
shore	0	0	0	0	0	0	0	0	0	0	lan
shorn	0	0	0	0	0	0	0	0	0	0	cneifio
short	0	0	0	0	0	0	0	0	0	0	byr
shortage	1	0	0	1	0	1	0	1	0	0	prinder
shortcoming	0	0	0	0	0	1	0	0	0	0	diffyg
shorten	0	0	0	0	0	0	0	0	0	0	byrhau
shortening	0	0	0	0	0	0	0	0	0	0	byrhau
shorthand	0	0	0	0	0	0	0	0	0	0	llaw-fer
shortly	0	1	0	0	0	0	0	0	0	0	yn fuan
shortness	0	0	0	0	0	0	0	0	0	0	byrder
shorts	0	0	0	0	0	0	0	0	0	0	siorts
shot	1	0	0	1	0	1	0	1	1	0	ergyd
shotgun	0	0	0	0	0	0	0	0	0	0	dryll
shoulder	0	0	0	0	0	0	1	0	0	1	ysgwydd
shout	1	0	0	0	0	0	0	0	1	0	gweiddi
shove	1	0	0	0	0	1	0	0	0	0	gwthio
shovel	0	0	0	0	0	0	0	0	0	0	rhaw
shoveling	0	0	0	0	0	0	0	0	0	0	rhawio
show	0	0	0	0	0	0	0	0	0	1	dangos
shower	0	0	0	0	0	0	0	0	0	0	cawod
showing	0	0	0	0	0	0	0	0	0	0	yn dangos
showy	0	0	0	0	0	1	0	0	0	0	dangosus
shrapnel	0	0	0	1	0	0	0	0	0	0	shrapnel
shred	0	0	0	0	0	0	0	0	0	0	rhwyg
shrewd	0	0	0	0	0	0	1	0	0	0	craff
shriek	1	0	0	1	0	1	0	1	1	0	shriec
shrill	1	0	0	1	0	1	0	0	1	0	creislen
shrimp	0	0	0	0	0	0	0	0	0	0	berdys
shrine	0	0	0	0	0	0	0	0	0	0	cysegr
shrink	0	0	0	1	0	1	0	1	0	0	crebachu
shrinking	0	0	0	0	0	0	0	0	0	0	crebachu
shroud	0	0	0	0	0	0	0	1	0	0	amdo
shrub	0	0	0	0	0	0	0	0	0	0	llwyn
shrubbery	0	0	0	0	0	0	0	0	0	0	llwyni
shrug	0	0	0	0	0	0	0	0	0	0	shrug
shrunk	0	0	0	0	0	1	0	0	0	0	crebachu
shudder	0	0	0	1	0	1	0	0	0	0	cryndod
shuffle	0	0	0	0	0	0	0	0	0	0	siffrwd
shuffling	0	0	0	0	0	0	0	0	0	0	siffrwd
shun	1	0	1	0	0	1	0	1	0	0	shun
shunt	0	0	0	0	0	0	0	0	0	0	siyntio
shut	0	0	0	0	0	0	0	0	0	0	gau
shutter	0	0	0	0	0	0	0	0	0	0	caead
shuttle	0	0	0	0	0	0	0	0	0	0	gwennol
sib	0	0	0	0	0	0	0	0	0	1	sib
sic	0	0	0	0	0	0	0	0	0	0	sic
sick	0	0	1	0	0	1	0	1	0	0	sâl
sickening	1	0	1	1	0	1	0	1	0	0	yn sâl
sickle	0	0	0	0	0	0	0	0	0	0	cryman
sickly	0	0	1	0	0	1	0	1	0	0	yn sâl
sickness	0	0	1	1	0	1	0	1	0	0	salwch
side	0	0	0	0	0	0	0	0	0	0	ochr
sideboard	0	0	0	0	0	0	0	0	0	0	bwrdd ochr
sidestep	0	0	0	0	0	0	0	0	0	0	ochrgam
sideways	0	0	0	0	0	0	0	0	0	0	ochr
siege	0	0	0	0	0	0	0	0	0	0	gwarchae
siesta	0	0	0	0	0	0	0	0	0	0	siesta
sieve	0	0	0	0	0	0	0	0	0	0	rhidyll
sifting	0	0	0	0	0	0	0	0	0	0	rhidyllu
sigh	0	0	0	0	0	0	0	0	0	0	ochenaid
sight	0	0	0	0	0	0	0	0	0	0	golwg
sign	0	0	0	0	0	0	0	0	0	0	arwydd
signal	0	0	0	0	0	0	0	0	0	0	signal
signature	0	0	0	0	0	0	0	0	0	1	llofnod
significance	0	0	0	0	0	0	0	0	0	0	arwyddocâd
significant	0	0	0	0	0	0	0	0	0	0	arwyddocaol
signification	0	0	0	0	0	0	0	0	0	0	arwydd
signify	0	1	0	0	0	0	0	0	0	0	arwydd
signpost	0	0	0	0	0	0	0	0	0	0	arwyddbost
silent	0	0	0	0	0	0	0	0	0	0	distaw
silently	0	0	0	0	0	0	0	0	0	0	yn ddistaw
silhouette	0	0	0	0	0	0	0	0	0	0	silwét
silk	0	0	0	0	0	0	1	0	0	0	sidan
silken	0	0	0	0	0	0	0	0	0	0	sidanaidd
silky	0	0	0	0	0	0	0	0	0	0	sidanaidd
sill	0	0	0	0	0	0	0	0	0	0	sill
silliness	0	0	0	0	0	0	0	0	0	0	ffolineb
silly	0	0	0	0	1	1	0	0	0	0	gwirion
silt	0	0	0	0	0	0	0	0	0	0	silt
silver	0	0	0	0	0	0	0	0	0	0	arian
silvery	0	0	0	0	0	0	0	0	0	0	ariannog
similar	0	0	0	0	0	0	0	0	0	0	cyffelyb
similarity	0	0	0	0	0	0	0	0	0	0	tebygrwydd
simile	0	0	0	0	0	0	0	0	0	0	cyffelybiaeth
simmer	1	1	0	0	0	0	0	0	0	0	mudferwi
simmering	0	1	0	0	0	0	0	0	0	0	mudferwi
simple	0	0	0	0	0	0	0	0	0	0	syml
simples	0	0	0	0	0	0	0	0	0	0	syml
simplify	0	1	0	0	1	0	1	0	1	1	symleiddio
simply	0	0	0	0	0	0	0	0	0	0	yn syml
simulate	0	0	0	0	0	0	0	0	0	0	efelychu
simulated	0	0	0	0	0	0	0	0	0	0	efelychiad
simulating	0	0	0	0	0	0	0	0	0	0	efelychu
simulation	0	0	0	0	0	0	0	0	0	0	efelychiad
simultaneous	0	0	0	0	0	0	0	0	0	0	cydamserol
simultaneously	0	0	0	0	0	0	0	0	0	0	yr un pryd
sin	1	0	1	1	0	1	0	1	0	0	pechod
sincere	0	0	0	0	0	0	1	0	0	1	diffuant
sincerity	0	0	0	0	0	0	1	0	0	0	didwylledd
sinful	1	0	1	1	0	1	0	1	0	0	pechadurus
sing	0	1	0	0	1	0	1	1	0	1	canu
singer	0	0	0	0	0	0	0	0	0	0	canwr
single	0	0	0	0	0	0	0	0	0	0	sengl
singly	0	0	0	0	0	0	1	0	0	0	yn unigol
singular	0	0	0	0	0	0	0	0	0	0	unigol
singularity	0	0	0	0	0	0	0	0	0	0	hynodrwydd
singularly	0	0	0	0	0	0	0	0	1	0	yn unigol
sinister	1	0	1	1	0	1	0	0	0	0	sinistr
sink	0	0	0	0	0	0	0	0	0	0	suddo
sinner	1	0	1	1	0	1	0	1	0	0	pechadur
sinning	0	0	1	0	0	1	0	0	0	0	pechu
sinus	0	0	0	0	0	0	0	0	0	0	sinws
sip	0	0	0	0	0	0	0	0	0	0	sipian
siphon	0	0	0	0	0	0	0	0	0	0	seiffon
sir	0	0	0	0	0	0	1	0	0	1	syr
sire	0	0	0	0	0	0	0	0	0	0	siri
siren	0	0	0	1	0	1	0	0	0	0	seiren
sissy	0	0	0	0	0	1	0	0	0	0	sissy
sister	0	0	0	0	0	0	0	0	0	0	chwaer
sisterhood	1	0	0	0	0	0	1	1	1	1	chwaeroliaeth
site	0	0	0	0	0	0	0	0	0	0	safle
sith	0	0	0	0	0	0	0	0	0	0	sith
sitting	0	0	0	0	0	0	0	0	0	0	eistedd
situate	0	0	0	0	0	0	0	0	0	0	sefyllfa
situated	0	0	0	0	0	0	0	0	0	0	lleoli
situation	0	0	0	0	0	0	0	0	0	0	sefyllfa
sixth	0	0	0	0	0	0	0	0	0	0	chweched
sixty	0	0	0	0	0	0	0	0	0	0	trigain
size	0	0	0	0	0	0	0	0	0	0	maint
sizzle	1	0	0	0	0	0	0	0	0	0	sizzle
skate	0	0	0	0	0	0	0	0	0	0	sglefrio
skating	0	0	0	0	0	0	0	0	0	0	sglefrio
skein	0	0	0	0	0	0	0	0	0	0	skein
skeleton	0	0	0	0	0	0	0	0	0	0	sgerbwd
skeptic	0	0	0	0	0	0	0	0	0	0	sgeptig
skeptical	0	0	0	0	0	1	0	0	0	0	amheus
skepticism	0	0	0	0	0	0	0	0	0	0	amheuaeth
sketch	0	0	0	0	0	0	0	0	0	0	braslun
