English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	French Word
temperature	0	0	0	0	0	0	0	0	0	0	Température
tempered	0	0	0	0	0	0	1	0	0	0	tempéré
tempest	1	1	0	1	0	1	0	1	1	0	tempête
temple	0	0	0	0	0	0	0	0	0	0	temple
temporal	0	0	0	0	0	0	0	0	0	0	temporel
temporarily	0	0	0	0	0	0	0	0	0	0	temporairement
temporary	0	0	0	0	0	0	0	0	0	0	temporaire
tempt	0	0	0	0	0	0	0	0	0	0	tenter
temptation	0	0	0	0	0	1	0	0	0	0	tentation
tempting	0	0	0	0	0	0	0	0	0	0	tentant
ten	0	0	0	0	0	0	0	0	0	0	Dix
tenable	0	0	0	0	0	0	1	0	0	0	défendable
tenacious	0	0	0	0	0	0	1	0	0	0	tenace
tenacity	0	0	0	0	0	0	1	0	0	0	ténacité
tenancy	0	0	0	0	0	0	1	0	0	0	location
tenant	0	0	0	0	0	0	1	0	0	0	locataire
tendency	0	0	0	0	0	0	0	0	0	0	tendance
tender	0	0	0	0	1	0	1	0	0	1	offre
tenderness	0	0	0	0	1	0	1	0	0	0	tendresse
tending	0	0	0	0	0	0	0	0	0	0	s'occuper
tendon	0	0	0	0	0	0	0	0	0	0	tendon
tenement	0	0	0	0	0	1	0	0	0	0	immeuble
tenet	0	0	0	0	0	0	0	0	0	0	principe
tenets	0	0	0	0	0	0	0	0	0	0	principes
tenfold	0	0	0	0	0	0	0	0	0	0	décuple
tennis	0	0	0	0	0	0	0	0	0	0	tennis
tense	0	0	0	0	0	0	0	0	0	0	tendu
tensile	0	0	0	0	0	0	0	0	0	0	traction
tension	1	0	0	0	0	0	0	0	0	0	tension
tent	0	0	0	0	0	0	0	0	0	0	tente
tentacle	0	0	0	0	0	0	0	0	0	0	tentacule
tentative	0	0	0	0	0	0	0	0	0	0	provisoire
tenth	0	0	0	0	0	0	0	0	0	0	dixième
tenths	0	0	0	0	0	0	0	0	0	0	dixièmes
tenuous	0	0	0	0	0	0	0	0	0	0	ténu
tenure	0	0	0	0	0	0	0	0	0	0	mandat
tepid	0	0	0	0	0	0	0	0	0	0	tiède
term	0	0	0	0	0	0	0	0	0	0	terme
terminal	0	0	0	1	0	1	0	1	0	0	Terminal
terminate	0	0	0	0	0	0	0	1	0	0	mettre fin
termination	0	0	0	0	0	1	0	1	0	0	Résiliation
terminus	0	0	0	0	0	0	0	0	0	0	terminus
termite	0	0	1	0	0	1	0	0	0	0	termite
terms	0	0	0	0	0	0	0	0	0	0	termes
tern	0	0	0	0	0	0	0	0	0	0	sterne
ternary	0	0	0	0	0	0	0	0	0	0	ternaire
terrace	0	0	0	0	0	0	0	0	0	0	terrasse
terrestrial	0	0	0	0	0	0	0	0	0	0	terrestre
terrible	1	0	1	1	0	1	0	1	0	0	terrible
terribly	0	0	0	0	0	0	0	1	0	0	terriblement
terrier	0	0	0	0	0	0	0	0	0	0	terrier
terrific	0	0	0	0	0	0	0	1	0	0	formidable
territorial	0	0	0	0	0	0	0	0	0	0	territorial
territory	0	0	0	0	0	0	0	0	0	0	territoire
terror	0	0	0	1	0	1	0	0	0	0	la terreur
terrorism	1	0	1	1	0	1	0	1	0	0	terrorisme
terrorist	1	0	1	1	0	1	0	1	1	0	terroriste
terrorize	1	0	0	1	0	1	0	1	0	0	terroriser
terse	0	0	0	0	0	0	0	0	0	0	laconique
tertiary	0	0	0	0	0	0	0	0	0	0	tertiaire
test	0	0	0	0	0	0	0	0	0	0	test
testament	0	1	0	0	0	0	0	0	0	1	testament
testify	0	0	0	0	0	0	0	0	0	0	témoigner
testimonial	0	0	0	0	0	0	0	0	0	0	témoignage
testimony	0	0	0	0	0	0	0	0	0	1	témoignage
tetanus	0	0	1	0	0	1	0	0	0	0	tétanos
tether	0	0	0	0	0	1	0	0	0	0	attache
tethered	0	0	0	0	0	0	0	0	0	0	attaché
tetrahedral	0	0	0	0	0	0	0	0	0	0	tétraédrique
text	0	0	0	0	0	0	0	0	0	0	texte
textbook	0	0	0	0	0	0	0	0	0	0	cahier de texte
textile	0	0	0	0	0	0	0	0	0	0	textile
textural	0	0	0	0	0	0	0	0	0	0	texturé
texture	0	0	0	0	0	0	0	0	0	0	texture
thankful	0	0	0	0	1	0	1	0	0	0	reconnaissant
thanksgiving	0	0	0	0	1	0	1	0	0	0	action de grâces
thatch	0	0	0	0	0	0	0	0	0	0	chaume
thaw	0	0	0	0	0	0	0	0	0	0	dégel
theater	0	0	0	0	0	0	0	0	0	0	théâtre
theatrical	0	0	0	0	0	0	0	0	0	0	théâtral
theft	1	0	1	1	0	1	0	1	0	0	vol
theism	0	0	1	0	0	1	0	0	0	0	théisme
theistic	0	0	0	0	0	0	0	0	0	0	théiste
theme	0	0	0	0	0	0	0	0	0	0	thème
theocracy	0	0	0	0	0	0	0	0	0	0	théocratie
theocratic	1	0	0	1	0	1	0	1	0	1	théocratique
theologian	0	0	0	0	0	0	0	0	0	0	théologien
theological	0	0	0	0	0	0	0	0	0	1	théologique
theology	0	1	0	0	0	0	0	0	0	0	théologie
theorem	0	0	0	0	0	0	0	0	0	1	théorème
theoretical	0	0	0	0	0	0	1	0	0	0	théorique
theory	0	1	0	0	0	0	0	0	0	1	la théorie
therapeutic	0	0	0	0	1	0	1	0	0	1	thérapeutique
therapeutics	0	0	0	0	0	0	1	0	0	0	thérapeutique
thereabouts	0	0	0	0	0	0	0	0	0	0	environ
thereof	0	0	0	0	0	0	0	0	0	0	dont
therewith	0	0	0	0	0	0	0	0	0	0	avec cela
thermal	0	0	0	0	0	0	0	0	0	0	thermique
thermocouple	0	1	0	0	0	0	0	0	0	0	thermocouple
thermodynamics	0	0	0	0	0	0	0	0	0	0	thermodynamique
thermometer	0	0	0	0	0	0	0	0	0	1	thermomètre
thermostat	0	0	0	0	0	0	0	0	0	0	thermostat
thesaurus	0	0	0	0	0	0	0	0	0	0	thésaurus
thesis	0	0	0	0	0	0	0	0	0	0	thèse
thick	0	0	0	0	0	0	0	0	0	0	épais
thicken	0	0	0	0	0	0	0	0	0	0	épaissir
thickening	0	0	0	0	0	0	0	0	0	0	épaississant
thicket	0	0	0	0	0	0	0	0	0	0	fourré
thickness	0	0	0	0	0	0	0	0	0	0	épaisseur
thief	1	0	1	1	0	1	0	1	1	0	voleur
thimble	0	0	0	0	0	0	0	0	0	0	dé
thin	0	0	0	0	0	0	0	0	0	0	mince
thing	0	0	0	0	0	0	0	0	0	0	chose
things	0	0	0	0	0	0	0	0	0	0	des choses
thinker	0	0	0	0	0	0	1	0	0	0	penseur
thinking	0	0	0	0	0	0	0	0	0	0	en pensant
thirds	0	0	0	0	0	0	0	0	0	0	tiers
thirst	0	1	0	0	0	0	0	1	1	0	la soif
thirsty	0	0	0	0	0	1	0	0	0	0	assoiffé
thirteen	0	0	0	0	0	0	0	0	0	0	treize
thirteenth	0	0	0	1	0	0	0	0	0	0	treizième
thistle	0	0	0	0	0	0	0	0	0	0	chardon
thither	0	0	0	0	0	0	0	0	0	0	là
thong	0	0	0	0	0	0	0	0	0	0	lanière
thorn	0	0	0	0	0	1	0	0	0	0	épine
thorny	0	0	0	1	0	1	0	0	0	0	épineux
thoroughbred	0	0	0	0	0	0	1	0	0	0	de race
thoroughfare	0	0	0	0	0	0	0	0	0	0	rue
thought	0	1	0	0	0	0	0	0	0	0	pensait
thoughtful	0	0	0	0	0	0	1	0	0	1	réfléchi
thoughtfulness	0	0	0	0	0	0	1	0	0	0	prévenance
thoughtless	1	0	1	0	0	1	0	0	0	0	irréfléchi
thoughts	0	0	0	0	0	0	0	0	0	0	les pensées
thousand	0	0	0	0	0	0	0	0	0	0	mille
thrash	1	0	1	1	0	1	0	1	0	0	débattre
thread	0	0	0	0	0	0	0	0	0	0	fil de discussion
threat	1	0	0	1	0	1	0	0	0	0	menace
threaten	1	1	0	1	0	1	0	0	0	0	menacer
threatening	1	0	1	1	0	1	0	0	0	0	menaçant
threefold	0	0	0	0	0	0	0	0	0	0	triple
thresh	1	0	0	1	0	1	0	1	0	0	battre
threshold	0	0	0	0	0	0	0	0	0	0	au seuil
thrice	0	0	0	0	0	0	0	0	0	0	trois fois
thrift	0	0	1	0	0	0	1	0	0	1	épargne
thrifty	0	0	0	0	0	0	0	0	0	0	économe
thrill	0	1	0	1	1	0	1	0	1	0	frisson
thrilling	0	1	0	0	1	0	1	0	1	0	palpitant
thriving	0	1	0	0	1	0	1	0	0	0	prospère
throat	0	0	0	0	0	0	0	0	0	0	gorge
throb	0	0	0	1	0	1	0	1	0	0	palpiter
throbbing	0	0	0	0	0	0	0	0	0	0	battement
throne	0	0	0	0	0	0	1	0	0	1	trône
throng	0	0	0	0	0	0	0	0	0	0	foule
throttle	1	0	0	0	0	1	0	0	0	0	Manette de Gaz
throw	0	0	0	0	0	0	0	0	0	0	jeter
thrush	0	0	0	0	0	0	0	0	0	0	muguet
thrust	0	0	0	0	0	0	0	0	0	0	poussée
thud	0	0	0	0	0	0	0	0	0	0	bruit sourd
thug	1	0	1	1	0	1	0	0	0	0	voyou
thumb	0	0	0	0	0	0	0	0	0	0	pouce
thump	1	0	0	0	0	1	0	0	0	0	cogner
thumping	0	0	0	1	0	0	0	0	0	0	battant
thunder	0	0	0	0	0	0	0	0	0	0	tonnerre
thunderbolt	0	0	0	0	0	0	0	0	0	0	coup de tonnerre
thundering	1	0	0	1	0	1	0	0	0	0	tonitruant
thunderstorm	0	0	0	0	0	0	0	0	0	0	orage
thwart	0	0	0	0	0	1	0	0	1	0	contrecarrer
thyme	0	0	0	0	0	0	0	0	0	0	thym
tiara	0	0	0	0	0	0	0	0	0	0	tiare
tick	0	0	0	0	0	0	0	0	0	0	cocher
ticker	0	0	0	0	0	0	0	0	0	0	téléscripteur
ticket	0	0	0	0	0	0	0	0	0	0	billet
tickle	0	1	0	0	1	0	1	0	1	1	chatouiller
ticklish	0	0	0	0	0	0	0	0	0	0	chatouilleux
tidal	0	0	0	0	0	0	0	0	0	0	marée
tidbit	0	0	0	0	0	0	0	0	0	0	friandise
tide	0	0	0	0	0	0	0	0	0	0	marée
tidings	0	0	0	0	0	0	0	0	0	0	nouvelles
tie	0	0	0	0	0	0	0	0	0	0	cravate
tier	0	0	0	0	0	0	0	0	0	0	étage
tiff	1	0	0	0	0	1	0	0	0	0	tiff
tiger	0	0	0	0	0	0	0	0	0	0	tigre
tighten	1	0	0	0	0	0	0	0	0	0	serrer
tightness	0	0	0	0	0	0	0	0	0	0	étanchéité
tights	0	0	0	0	0	0	0	0	0	0	collants
tilde	0	0	0	0	0	0	0	0	0	0	tilde
tile	0	0	0	0	0	0	0	0	0	0	tuile
tiling	0	0	0	0	0	0	1	0	0	0	carrelage
till	0	0	0	0	0	0	0	0	0	0	jusqu'à
tillage	0	0	0	0	0	0	0	0	0	0	labour
tiller	0	0	0	0	0	0	0	0	0	0	taller
tilt	0	0	0	0	0	0	0	0	0	0	inclinaison
tilting	0	0	0	0	0	0	0	0	0	0	inclinaison
timber	0	0	0	0	0	0	0	0	0	0	Charpente
timberland	0	0	0	0	0	0	0	0	0	0	terrain forestier
timbre	0	0	0	0	0	0	0	0	0	0	timbre
time	0	1	0	0	0	0	0	0	0	0	temps
timeliness	0	0	0	0	0	0	0	0	0	0	opportunité
timely	0	0	0	0	0	0	1	0	0	0	opportun
timepiece	0	0	0	0	0	0	0	0	0	0	montre
timid	0	0	0	1	0	1	0	1	0	0	timide
timidity	0	1	0	1	0	1	0	0	0	0	timidité
tin	0	0	0	0	0	0	0	0	0	0	étain
tincture	0	0	0	0	0	0	0	0	0	0	teinture
tine	0	0	0	0	0	0	0	0	0	0	dent
tinge	0	0	0	0	0	0	0	0	0	0	teinte
tingle	0	0	0	0	0	0	0	0	0	0	picotement
tingling	0	0	0	0	0	0	0	0	0	0	picotements
tinker	0	0	0	0	0	0	0	0	0	0	bricoler
tinkering	0	0	0	0	0	0	0	0	0	0	bricoler
tinnitus	0	0	0	0	0	0	0	0	0	0	acouphène
tinsel	0	0	0	0	1	0	1	0	0	0	clinquant
tint	0	0	0	0	0	0	0	0	0	0	teinte
tiny	0	0	0	0	0	0	0	0	0	0	minuscule
tip	0	0	0	0	0	0	0	0	0	0	pointe
tipsy	0	0	0	0	0	1	0	0	0	0	pompette
tirade	1	0	1	0	0	1	0	0	0	0	tirade
tire	0	0	0	0	0	0	0	0	0	0	pneu
tired	0	0	0	0	0	1	0	0	0	0	fatigué
tiredness	0	0	0	0	0	1	0	0	0	0	fatigue
tiresome	0	0	0	0	0	1	0	0	0	0	fatigant
tissue	0	0	0	0	0	0	0	0	0	0	tissu
tit	0	0	0	0	0	1	0	0	0	0	mésange
titanic	0	0	0	0	0	0	0	0	0	0	titanesque
tithe	0	0	0	0	0	0	0	0	0	0	dîme
title	0	0	0	0	0	0	1	0	0	1	Titre
titled	0	0	0	0	0	0	0	0	0	0	titré
titty	0	0	0	0	0	0	0	0	0	0	seins
titular	0	0	0	0	0	0	0	0	0	0	titulaire
toad	0	0	1	0	0	1	0	0	0	0	crapaud
toast	0	0	0	0	1	0	1	0	0	0	pain grillé
tobacco	0	0	0	0	0	1	0	0	0	0	le tabac
toby	0	0	0	0	0	0	0	0	0	0	toby
tod	0	0	0	0	0	0	0	0	0	0	tod
today	0	0	0	0	0	0	0	0	0	0	aujourd'hui
toe	0	0	0	0	0	0	0	0	0	0	doigt de pied
toga	0	0	0	0	0	0	0	0	0	0	toge
toil	0	0	0	0	0	0	0	0	0	0	labeur
toilet	0	0	1	0	0	1	0	0	0	0	toilette
toils	0	0	0	0	0	1	0	0	0	0	rets
token	0	0	0	0	0	0	0	0	0	0	jeton
tolerance	0	0	0	0	0	0	0	0	0	0	tolérance
tolerant	0	0	0	0	0	0	1	0	0	0	tolérant
tolerate	1	0	0	0	0	1	0	1	0	0	tolérer
toleration	0	0	0	0	0	0	1	0	0	0	tolérance
toll	0	0	0	0	0	0	0	0	0	0	sonner
tomahawk	0	0	0	0	0	0	0	0	0	0	tomahawk
tomb	0	0	0	0	0	0	0	1	0	0	tombeau
tomcat	0	0	0	0	0	0	0	0	0	0	matou
tome	0	0	0	0	0	0	0	0	0	0	tome
tomorrow	0	1	0	0	0	0	0	0	0	0	demain
ton	0	0	0	0	0	0	0	0	0	0	tonne
tone	0	0	0	0	0	0	0	0	0	0	Ton
tong	0	0	0	0	0	0	0	0	0	0	pince
tongs	0	0	0	0	0	0	0	0	0	0	pinces
tongue	0	0	0	0	0	0	0	0	0	0	langue
tonic	0	0	0	0	0	0	0	0	0	0	Tonique
tonnage	0	0	0	0	0	0	0	0	0	0	tonnage
tonsils	0	0	0	0	0	0	0	0	0	0	les amygdales
tooling	0	0	0	0	0	0	0	0	0	0	outillage
tooth	0	0	0	0	0	0	0	0	0	0	dent
toothache	0	0	0	1	0	1	0	0	0	0	mal aux dents
toothed	0	0	0	0	0	0	0	0	0	0	denté
toothless	0	0	0	0	0	0	0	0	0	0	édenté
top	0	1	0	0	0	0	1	0	0	1	Haut
topaz	0	0	0	0	0	0	0	0	0	0	topaze
topic	0	0	0	0	0	0	0	0	0	0	sujet
topical	0	0	0	0	0	0	0	0	0	0	topique
topographic	0	0	0	0	0	0	0	0	0	0	topographique
topographical	0	0	0	0	0	0	0	0	0	0	topographique
topography	0	0	0	0	0	0	0	0	0	0	topographie
topple	0	0	0	0	0	0	0	0	1	0	renverser
tor	0	0	0	0	0	0	0	0	0	0	tor
torch	0	0	0	0	0	0	0	0	0	0	torche
torment	1	0	0	1	0	1	0	1	0	0	tourmenter
torn	0	0	0	0	0	1	0	0	0	0	déchiré
tornado	0	0	0	1	0	0	0	0	0	0	tornade
torpedo	1	0	0	0	0	1	0	0	0	0	torpille
torrent	0	0	0	1	0	0	0	0	0	0	torrent
torrid	0	0	0	0	0	1	0	0	0	0	torride
torsion	0	0	0	0	0	0	0	0	0	0	torsion
torso	0	0	0	0	0	0	0	0	0	0	torse
tort	0	0	0	0	0	1	0	0	0	0	délit
tortious	1	0	1	0	0	1	0	0	0	0	tortueux
tortoise	0	0	0	0	0	0	0	0	0	0	tortue
tortuous	0	0	0	0	0	0	0	0	0	0	tortueux
torture	1	1	1	1	0	1	0	1	0	0	torture
toss	0	0	0	0	0	0	0	0	0	0	lancer
total	0	0	0	0	0	0	0	0	0	0	total
totality	0	0	0	0	0	0	0	0	0	0	totalité
totally	0	0	0	0	0	0	0	0	0	0	totalement
tote	0	0	0	0	0	0	0	0	0	0	fourre-tout
totem	0	0	0	0	0	0	0	0	0	0	totem
touch	0	0	0	0	0	0	0	0	0	0	toucher
touched	0	0	0	0	0	1	0	0	0	0	touché
touching	0	0	0	0	0	0	0	0	0	0	émouvant
touchy	1	0	0	0	0	1	0	1	0	0	suceptible
tough	0	0	0	0	0	1	0	1	0	0	dure
toughness	1	0	0	1	0	0	1	0	0	1	dureté
tour	0	0	0	0	0	0	0	0	0	0	tour
tourist	0	0	0	0	0	0	0	0	0	0	touristique
tourmaline	0	0	0	0	0	0	0	0	0	0	tourmaline
tournament	0	0	0	0	0	0	0	0	0	0	tournoi
tourniquet	0	0	0	0	0	0	0	0	0	0	tourniquet
tout	0	0	0	0	0	0	0	0	0	0	tout
tow	0	0	0	0	0	0	0	0	0	0	remorquer
towel	0	0	0	0	0	0	0	0	0	0	serviette
tower	0	0	0	0	0	0	1	0	0	0	la tour
towering	0	1	0	1	0	0	1	0	0	0	imposant
town	0	0	0	0	0	0	0	0	0	0	ville
townhouse	0	0	0	0	0	0	0	0	0	0	maison de ville
toxic	0	0	1	0	0	1	0	0	0	0	toxique
toxicology	0	0	0	0	0	0	0	0	0	0	toxicologie
toxin	0	0	0	1	0	1	0	0	0	0	toxine
toy	0	0	0	0	0	0	0	0	0	0	jouet
trace	0	0	0	0	0	0	0	0	0	0	trace
traces	0	0	0	0	0	0	0	0	0	0	traces
trachea	0	0	0	0	0	0	0	0	0	0	trachée
tracing	0	0	0	0	0	0	0	0	0	0	tracé
track	0	1	0	0	0	0	0	0	0	0	Piste
tract	0	0	0	1	0	0	0	0	0	0	tract
tractable	0	0	0	0	0	0	0	0	0	0	docile
traction	0	0	0	0	0	0	0	0	0	0	traction
tractor	0	0	0	0	0	0	0	0	0	0	tracteur
trade	0	0	0	0	0	0	0	0	0	1	Commerce
trader	0	0	0	0	0	0	0	0	0	0	Commerçant
tradesman	0	0	0	0	0	0	0	0	0	0	commerçant
trading	0	0	0	0	0	0	0	0	0	0	commerce
tradition	0	0	0	0	0	0	0	0	0	0	tradition
traditional	0	0	0	0	0	0	1	0	0	0	traditionnel
traffic	0	0	0	0	0	0	0	0	0	0	Circulation
tragedy	0	0	0	1	0	1	0	1	0	0	la tragédie
tragic	0	0	0	0	0	1	0	0	0	0	tragique
trail	0	0	0	0	0	0	0	0	0	0	Piste
train	0	0	0	0	0	0	0	0	0	0	former
trained	0	0	0	0	0	0	0	0	0	0	qualifié
trainer	0	0	0	0	0	0	0	0	0	1	entraîneur
training	0	0	0	0	0	0	0	0	0	0	entraînement
trait	0	0	0	0	0	0	0	0	0	0	caractéristique
traitor	1	0	1	1	0	1	0	1	0	0	traitre
trajectory	0	0	0	0	0	0	0	0	0	0	trajectoire
tram	0	0	0	0	0	0	0	0	0	0	tram
tramp	0	0	1	1	0	1	0	1	0	0	clochard
tramway	0	0	0	0	0	0	0	0	0	0	tramway
trance	0	0	0	0	0	1	0	0	0	0	transe
tranquil	0	0	0	0	1	0	1	0	0	0	tranquille
tranquility	0	0	0	0	1	0	1	0	0	1	tranquillité
transact	0	0	0	0	0	0	0	0	0	0	traiter
transaction	0	0	0	0	0	0	0	0	0	1	transaction
transatlantic	0	0	0	0	0	0	0	0	0	0	transatlantique
transcendence	0	1	0	0	1	0	1	0	1	1	transcendance
transcendent	0	0	0	0	0	0	0	0	0	0	transcendant
transcendental	0	0	0	0	0	0	1	0	0	0	transcendantal
transcribe	0	0	0	0	0	0	0	0	0	0	transcrire
transcriber	0	0	0	0	0	0	0	0	0	0	transcripteur
transcript	0	0	0	0	0	0	0	0	0	1	transcription
transcription	0	0	0	0	0	0	0	0	0	0	transcription
transfer	0	0	0	0	0	0	0	0	0	0	transférer
transference	0	0	0	0	0	0	0	0	0	0	transfert
transferred	0	0	0	0	0	0	0	0	0	0	transféré
transfixed	0	0	0	0	0	0	0	0	0	0	transpercé
transform	0	0	0	0	0	0	0	0	0	0	transformer
transformation	0	0	0	0	0	0	0	0	0	0	transformation
transfusion	0	0	0	0	0	0	0	0	0	0	transfusion
transgression	0	0	0	0	0	1	0	0	0	0	transgression
transient	0	0	0	0	0	0	0	0	0	0	transitoire
transit	0	0	0	0	0	0	0	0	0	0	transit
transition	0	0	0	0	0	0	0	0	0	0	transition
transitional	0	1	0	0	0	0	0	0	0	0	de transition
transitive	0	0	0	0	0	0	0	0	0	0	transitif
transitory	0	0	0	0	0	0	0	0	0	0	transitoire
translate	0	0	0	0	0	0	0	0	0	0	Traduire
translation	0	0	0	0	0	0	0	0	0	1	Traduction
translocation	0	0	0	0	0	0	0	0	0	0	translocation
translucent	0	0	0	0	0	0	0	0	0	0	translucide
transmission	0	0	0	0	0	0	0	0	0	0	transmission
transmit	0	0	0	0	0	0	0	0	0	0	transmettre
transmutation	0	0	0	0	0	0	0	0	0	0	transmutation
transom	0	0	0	0	0	0	0	0	0	0	traverse
transparency	0	0	0	0	0	0	0	0	0	0	transparence
transparent	0	0	0	0	0	0	0	0	0	0	transparent
transplant	0	0	0	0	0	0	0	0	0	0	une greffe
transplantation	0	0	0	0	0	0	0	0	0	0	transplantation
transport	0	0	0	0	0	0	0	0	0	0	le transport
transportation	0	0	0	0	0	0	0	0	0	0	transport
transpose	0	0	0	0	0	0	0	0	0	0	transposer
transposition	0	0	0	0	0	0	0	0	0	0	transposition
transverse	0	0	0	0	0	0	0	0	0	0	transversal
trap	0	0	0	0	0	0	0	0	0	0	piège
trapping	0	0	0	0	0	0	0	0	0	0	piégeage
trappings	0	0	0	0	0	1	0	0	0	0	ornements
traps	0	0	0	0	0	1	0	0	0	0	pièges
trash	0	0	1	0	0	1	0	1	0	0	déchets
trashy	0	0	1	0	0	1	0	0	0	0	vulgaire
traumatic	1	0	0	1	0	1	0	1	0	0	traumatique
travail	0	0	0	0	0	1	0	0	0	0	travailler
travel	0	0	0	0	0	0	0	0	0	0	voyager
traveler	0	0	0	0	0	0	0	0	0	0	voyageur
traveling	0	0	0	0	0	0	1	0	0	0	en voyageant
traverse	0	0	0	0	0	0	0	0	0	0	traverser
travesty	0	0	1	1	0	1	0	1	0	0	travestir
trawl	0	0	0	0	0	0	0	0	0	0	chalut
trawler	0	0	0	0	0	0	0	0	0	0	chalutier
tray	0	0	0	0	0	0	0	0	0	0	plateau
treacherous	1	0	1	1	0	1	0	0	0	0	perfide
treachery	1	0	0	1	0	1	0	1	1	0	traîtrise
tread	0	0	0	0	0	0	0	0	0	0	bande de roulement
treadmill	0	1	0	0	0	0	0	0	0	0	tapis roulant
treason	1	0	1	1	0	1	0	0	1	0	trahison
treasure	0	1	0	0	1	0	1	0	0	1	trésor
treasurer	0	0	0	0	0	0	0	0	0	1	trésorier
treasury	0	0	0	0	0	0	0	0	0	0	Trésorerie
treat	1	1	1	1	1	1	1	1	1	1	traiter
treatise	0	0	0	0	0	0	0	0	0	0	traité
treatment	0	0	0	0	0	0	0	0	0	0	traitement
treaty	0	0	0	0	0	0	0	0	0	0	traité
treble	0	0	0	0	0	0	0	0	0	0	tripler
tree	1	1	1	0	1	0	1	0	1	1	arbre
trek	0	0	0	0	0	0	0	0	0	0	randonnée
trellis	0	0	0	0	0	0	0	0	0	0	treillis
tremble	0	0	0	0	0	0	0	0	0	0	trembler
trembling	0	0	0	1	0	1	0	0	0	0	tremblant
tremendous	0	0	0	0	0	0	0	0	0	0	énorme
tremendously	0	0	0	0	0	0	1	0	0	0	énormément
tremor	1	1	0	1	0	1	0	1	0	0	tremblement
trench	0	0	0	0	0	0	0	0	0	0	tranchée
trend	0	0	0	0	0	0	1	0	0	0	s'orienter
trending	0	0	0	0	0	0	0	0	0	0	tendance
trendy	0	0	0	0	0	0	1	0	0	0	branché
trepidation	0	1	0	1	0	1	0	0	1	0	inquiétude
trespass	1	0	0	0	0	1	0	0	0	0	intrusion
triad	0	0	0	0	0	0	0	0	0	0	triade
triangle	0	0	0	0	0	0	0	0	0	0	Triangle
triangular	0	0	0	0	0	0	0	0	0	0	triangulaire
tribe	0	0	0	0	0	0	0	0	0	1	tribu
tribulation	0	0	0	1	0	1	0	1	0	0	tribulations
tribunal	0	1	1	1	0	1	0	0	0	1	tribunal
tribune	0	0	0	0	0	0	0	0	0	1	tribune
tributary	0	1	0	0	0	0	1	0	0	0	affluent
tribute	0	0	0	0	0	0	1	0	0	0	hommage
trick	0	0	0	0	0	1	0	0	1	0	tour
trickery	1	0	1	1	0	1	0	1	1	0	tromperie
trickle	0	0	0	0	0	0	0	0	0	0	goutte à goutte
tricky	0	0	0	0	0	0	0	0	0	0	difficile
tricycle	0	0	0	0	0	0	0	0	0	0	tricycle
trident	0	0	0	0	0	0	0	0	0	0	trident
trifle	0	0	0	0	0	1	0	0	0	0	bagatelle
trig	0	0	0	0	0	0	1	0	0	0	trigonométrie
trigger	0	0	0	0	0	0	0	0	0	0	gâchette
trigonometry	0	0	0	0	0	0	0	0	0	0	trigonométrie
trillion	0	0	0	0	0	0	0	0	0	0	mille milliards
trim	0	0	0	0	0	0	0	0	0	0	garniture
trimmer	0	0	0	0	0	0	0	0	0	0	tondeuse
trimming	0	0	0	0	0	0	0	0	0	0	garniture
trine	0	0	0	0	0	0	0	0	0	0	trigone
trinity	0	0	0	0	0	0	0	0	0	0	trinité
trio	0	0	0	0	0	0	0	0	0	0	trio
trip	0	0	0	0	0	0	0	0	1	0	voyage
tripartite	0	0	0	0	0	0	0	0	0	0	tripartite
triple	0	0	0	0	0	0	0	0	0	0	tripler
triplet	0	0	0	0	0	0	0	0	0	0	triolet
triplicate	0	0	0	0	0	0	0	0	0	0	triplicata
tripod	0	0	0	0	0	0	0	0	0	0	trépied
tripping	1	0	0	0	0	1	0	1	0	0	trébucher
trite	0	0	0	0	0	0	0	0	0	0	banal
tritium	0	0	0	0	0	0	0	0	0	0	tritium
triumph	0	1	0	0	1	0	1	0	0	0	triomphe
triumphant	0	1	0	0	1	0	1	0	0	1	triomphant
troll	1	0	0	1	0	1	0	0	0	0	troll
trolley	0	0	0	0	0	0	0	0	0	0	chariot
trombone	0	0	0	0	0	0	0	0	0	0	trombone
troop	0	0	0	0	0	0	0	0	0	0	troupe
trooper	0	0	0	0	0	0	0	0	0	0	soldat
troops	0	0	0	0	0	0	0	0	0	0	troupes
trophy	0	1	0	0	1	0	1	0	1	1	trophée
tropical	0	0	0	0	0	0	0	0	0	0	tropical
trot	0	0	0	0	0	0	0	0	0	0	trot
troublesome	1	0	0	1	0	1	0	0	0	0	gênant
trough	0	0	0	0	0	0	0	0	0	0	creux
troupe	0	0	0	0	0	0	0	0	0	0	troupe
trousers	0	0	0	0	0	0	0	0	0	0	des pantalons
trout	0	0	0	0	0	0	0	0	0	0	truite
trowel	0	0	0	0	0	0	0	0	0	0	truelle
truce	0	0	0	0	1	0	1	0	0	1	trêve
truck	0	0	0	0	0	0	0	0	0	1	un camion
true	0	0	0	0	1	0	1	0	0	1	vrai
truism	0	0	0	0	0	0	0	0	0	0	truisme
trump	0	0	0	0	0	0	0	0	1	0	atout
trumpet	0	0	0	0	0	1	0	0	0	0	trompette
trumpeter	0	0	0	0	0	0	0	0	0	0	trompette
truncate	0	0	0	0	0	0	0	0	0	0	tronquer
truncated	0	0	0	0	0	0	0	0	0	0	tronqué
trundle	0	0	0	0	0	0	0	0	0	0	gigogne
trunk	0	0	0	0	0	0	0	0	0	0	tronc
