English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Marathi Word
testimony	0	0	0	0	0	0	0	0	0	1	साक्ष
tetanus	0	0	1	0	0	1	0	0	0	0	धनुर्वात
tether	0	0	0	0	0	1	0	0	0	0	टिथर
tethered	0	0	0	0	0	0	0	0	0	0	टेथर्ड
tetrahedral	0	0	0	0	0	0	0	0	0	0	टेट्राहेड्रल
text	0	0	0	0	0	0	0	0	0	0	मजकूर
textbook	0	0	0	0	0	0	0	0	0	0	पाठ्यपुस्तक
textile	0	0	0	0	0	0	0	0	0	0	कापड
textural	0	0	0	0	0	0	0	0	0	0	मजकूर
texture	0	0	0	0	0	0	0	0	0	0	पोत
thankful	0	0	0	0	1	0	1	0	0	0	आभारी
thanksgiving	0	0	0	0	1	0	1	0	0	0	धन्यवाद
thatch	0	0	0	0	0	0	0	0	0	0	खाज
thaw	0	0	0	0	0	0	0	0	0	0	वितळणे
theater	0	0	0	0	0	0	0	0	0	0	थिएटर
theatrical	0	0	0	0	0	0	0	0	0	0	नाट्यमय
theft	1	0	1	1	0	1	0	1	0	0	चोरी
theism	0	0	1	0	0	1	0	0	0	0	आस्तिकता
theistic	0	0	0	0	0	0	0	0	0	0	आस्तिक
theme	0	0	0	0	0	0	0	0	0	0	थीम
theocracy	0	0	0	0	0	0	0	0	0	0	धर्मशास्त्र
theocratic	1	0	0	1	0	1	0	1	0	1	ईश्वरशासित
theologian	0	0	0	0	0	0	0	0	0	0	धर्मशास्त्रज्ञ
theological	0	0	0	0	0	0	0	0	0	1	धर्मशास्त्रीय
theology	0	1	0	0	0	0	0	0	0	0	धर्मशास्त्र
theorem	0	0	0	0	0	0	0	0	0	1	प्रमेय
theoretical	0	0	0	0	0	0	1	0	0	0	सैद्धांतिक
theory	0	1	0	0	0	0	0	0	0	1	सिद्धांत
therapeutic	0	0	0	0	1	0	1	0	0	1	उपचारात्मक
therapeutics	0	0	0	0	0	0	1	0	0	0	उपचारशास्त्र
thereabouts	0	0	0	0	0	0	0	0	0	0	सुमारे
thereof	0	0	0	0	0	0	0	0	0	0	त्याचा
therewith	0	0	0	0	0	0	0	0	0	0	त्यासह
thermal	0	0	0	0	0	0	0	0	0	0	थर्मल
thermocouple	0	1	0	0	0	0	0	0	0	0	थर्मोकूपल
thermodynamics	0	0	0	0	0	0	0	0	0	0	थर्मोडायनामिक्स
thermometer	0	0	0	0	0	0	0	0	0	1	थर्मामीटर
thermostat	0	0	0	0	0	0	0	0	0	0	थर्मोस्टॅट
thesaurus	0	0	0	0	0	0	0	0	0	0	कोश
thesis	0	0	0	0	0	0	0	0	0	0	प्रबंध
thick	0	0	0	0	0	0	0	0	0	0	जाड
thicken	0	0	0	0	0	0	0	0	0	0	जाड होणे
thickening	0	0	0	0	0	0	0	0	0	0	घट्ट होणे
thicket	0	0	0	0	0	0	0	0	0	0	झाडी
thickness	0	0	0	0	0	0	0	0	0	0	जाडी
thief	1	0	1	1	0	1	0	1	1	0	चोर
thimble	0	0	0	0	0	0	0	0	0	0	अंगठा
thin	0	0	0	0	0	0	0	0	0	0	पातळ
thing	0	0	0	0	0	0	0	0	0	0	गोष्ट
things	0	0	0	0	0	0	0	0	0	0	गोष्टी
thinker	0	0	0	0	0	0	1	0	0	0	विचारवंत
thinking	0	0	0	0	0	0	0	0	0	0	विचार
thirds	0	0	0	0	0	0	0	0	0	0	तृतीयांश
thirst	0	1	0	0	0	0	0	1	1	0	तहान
thirsty	0	0	0	0	0	1	0	0	0	0	तहानलेला
thirteen	0	0	0	0	0	0	0	0	0	0	तेरा
thirteenth	0	0	0	1	0	0	0	0	0	0	तेरावा
thistle	0	0	0	0	0	0	0	0	0	0	काटेरी पाने असलेले एक रानटी रोप
thither	0	0	0	0	0	0	0	0	0	0	तिकडे
thong	0	0	0	0	0	0	0	0	0	0	थांग
thorn	0	0	0	0	0	1	0	0	0	0	काटा
thorny	0	0	0	1	0	1	0	0	0	0	काटेरी
thoroughbred	0	0	0	0	0	0	1	0	0	0	चांगल्या जातीचे
thoroughfare	0	0	0	0	0	0	0	0	0	0	रस्ता
thought	0	1	0	0	0	0	0	0	0	0	विचार
thoughtful	0	0	0	0	0	0	1	0	0	1	विचारशील
thoughtfulness	0	0	0	0	0	0	1	0	0	0	विचारशीलता
thoughtless	1	0	1	0	0	1	0	0	0	0	विचारहीन
thoughts	0	0	0	0	0	0	0	0	0	0	विचार
thousand	0	0	0	0	0	0	0	0	0	0	हजार
thrash	1	0	1	1	0	1	0	1	0	0	मारणे
thread	0	0	0	0	0	0	0	0	0	0	धागा
threat	1	0	0	1	0	1	0	0	0	0	धमकी
threaten	1	1	0	1	0	1	0	0	0	0	धमकी देणे
threatening	1	0	1	1	0	1	0	0	0	0	धमकी देणे
threefold	0	0	0	0	0	0	0	0	0	0	तिप्पट
thresh	1	0	0	1	0	1	0	1	0	0	मळणी
threshold	0	0	0	0	0	0	0	0	0	0	उंबरठा
thrice	0	0	0	0	0	0	0	0	0	0	तीनदा
thrift	0	0	1	0	0	0	1	0	0	1	काटकसर
thrifty	0	0	0	0	0	0	0	0	0	0	काटकसरी
thrill	0	1	0	1	1	0	1	0	1	0	रोमांच
thrilling	0	1	0	0	1	0	1	0	1	0	थरारक
thriving	0	1	0	0	1	0	1	0	0	0	भरभराट
throat	0	0	0	0	0	0	0	0	0	0	घसा
throb	0	0	0	1	0	1	0	1	0	0	धडधडणे
throbbing	0	0	0	0	0	0	0	0	0	0	धडधडणे
throne	0	0	0	0	0	0	1	0	0	1	सिंहासन
throng	0	0	0	0	0	0	0	0	0	0	गर्दी
throttle	1	0	0	0	0	1	0	0	0	0	थ्रोटल
throw	0	0	0	0	0	0	0	0	0	0	फेकणे
thrush	0	0	0	0	0	0	0	0	0	0	थ्रश
thrust	0	0	0	0	0	0	0	0	0	0	जोर
thud	0	0	0	0	0	0	0	0	0	0	गडगडणे
thug	1	0	1	1	0	1	0	0	0	0	ठग
thumb	0	0	0	0	0	0	0	0	0	0	अंगठा
thump	1	0	0	0	0	1	0	0	0	0	ठोका
thumping	0	0	0	1	0	0	0	0	0	0	थम्पिंग
thunder	0	0	0	0	0	0	0	0	0	0	मेघगर्जना
thunderbolt	0	0	0	0	0	0	0	0	0	0	गडगडाट
thundering	1	0	0	1	0	1	0	0	0	0	गडगडाट
thunderstorm	0	0	0	0	0	0	0	0	0	0	वादळ
thwart	0	0	0	0	0	1	0	0	1	0	निकामी करणे
thyme	0	0	0	0	0	0	0	0	0	0	थायम
tiara	0	0	0	0	0	0	0	0	0	0	मुकुट
tick	0	0	0	0	0	0	0	0	0	0	टिक
ticker	0	0	0	0	0	0	0	0	0	0	टिकर
ticket	0	0	0	0	0	0	0	0	0	0	तिकीट
tickle	0	1	0	0	1	0	1	0	1	1	गुदगुल्या
ticklish	0	0	0	0	0	0	0	0	0	0	गुदगुल्या
tidal	0	0	0	0	0	0	0	0	0	0	भरती
tidbit	0	0	0	0	0	0	0	0	0	0	tidbit
tide	0	0	0	0	0	0	0	0	0	0	समुद्राची भरतीओहोटी
tidings	0	0	0	0	0	0	0	0	0	0	बातमी
tie	0	0	0	0	0	0	0	0	0	0	बांधणे
tier	0	0	0	0	0	0	0	0	0	0	स्तर
tiff	1	0	0	0	0	1	0	0	0	0	झगडा
tiger	0	0	0	0	0	0	0	0	0	0	वाघ
tighten	1	0	0	0	0	0	0	0	0	0	घट्ट करणे
tightness	0	0	0	0	0	0	0	0	0	0	घट्टपणा
tights	0	0	0	0	0	0	0	0	0	0	चड्डी
tilde	0	0	0	0	0	0	0	0	0	0	टिल्ड
tile	0	0	0	0	0	0	0	0	0	0	टाइल
tiling	0	0	0	0	0	0	1	0	0	0	टाइलिंग
till	0	0	0	0	0	0	0	0	0	0	पर्यंत
tillage	0	0	0	0	0	0	0	0	0	0	मशागत
tiller	0	0	0	0	0	0	0	0	0	0	मशागत
tilt	0	0	0	0	0	0	0	0	0	0	तिरपा
tilting	0	0	0	0	0	0	0	0	0	0	झुकणे
timber	0	0	0	0	0	0	0	0	0	0	लाकूड
timberland	0	0	0	0	0	0	0	0	0	0	इमारती लाकूड
timbre	0	0	0	0	0	0	0	0	0	0	लाकूड
time	0	1	0	0	0	0	0	0	0	0	वेळ
timeliness	0	0	0	0	0	0	0	0	0	0	समयसूचकता
timely	0	0	0	0	0	0	1	0	0	0	वेळेवर
timepiece	0	0	0	0	0	0	0	0	0	0	घडी
timid	0	0	0	1	0	1	0	1	0	0	भित्रा
timidity	0	1	0	1	0	1	0	0	0	0	भित्रापणा
tin	0	0	0	0	0	0	0	0	0	0	कथील
tincture	0	0	0	0	0	0	0	0	0	0	मद्याकरिता काही पदार्थ विरघळवून तयार केलेले औषध
tine	0	0	0	0	0	0	0	0	0	0	टाईन
tinge	0	0	0	0	0	0	0	0	0	0	रंग
tingle	0	0	0	0	0	0	0	0	0	0	मुंग्या येणे
tingling	0	0	0	0	0	0	0	0	0	0	मुंग्या येणे
tinker	0	0	0	0	0	0	0	0	0	0	टिंकर
tinkering	0	0	0	0	0	0	0	0	0	0	टिंकरिंग
tinnitus	0	0	0	0	0	0	0	0	0	0	टिनिटस
tinsel	0	0	0	0	1	0	1	0	0	0	टिनसेल
tint	0	0	0	0	0	0	0	0	0	0	रंगछटा
tiny	0	0	0	0	0	0	0	0	0	0	लहान
tip	0	0	0	0	0	0	0	0	0	0	टीप
tipsy	0	0	0	0	0	1	0	0	0	0	टिप्सी
tirade	1	0	1	0	0	1	0	0	0	0	tirade
tire	0	0	0	0	0	0	0	0	0	0	टायर
tired	0	0	0	0	0	1	0	0	0	0	थकलेले
tiredness	0	0	0	0	0	1	0	0	0	0	थकवा
tiresome	0	0	0	0	0	1	0	0	0	0	कंटाळवाणे
tissue	0	0	0	0	0	0	0	0	0	0	मेदयुक्त
tit	0	0	0	0	0	1	0	0	0	0	स्तन
titanic	0	0	0	0	0	0	0	0	0	0	टायटॅनिक
tithe	0	0	0	0	0	0	0	0	0	0	दशमांश
title	0	0	0	0	0	0	1	0	0	1	शीर्षक
titled	0	0	0	0	0	0	0	0	0	0	शीर्षक
titty	0	0	0	0	0	0	0	0	0	0	titty
titular	0	0	0	0	0	0	0	0	0	0	शीर्षक
toad	0	0	1	0	0	1	0	0	0	0	तिरस्करणीय व्यक्ती
toast	0	0	0	0	1	0	1	0	0	0	टोस्ट
tobacco	0	0	0	0	0	1	0	0	0	0	तंबाखू
toby	0	0	0	0	0	0	0	0	0	0	toby
tod	0	0	0	0	0	0	0	0	0	0	टॉड
today	0	0	0	0	0	0	0	0	0	0	आज
toe	0	0	0	0	0	0	0	0	0	0	पायाचे बोट
toga	0	0	0	0	0	0	0	0	0	0	टोगा
toil	0	0	0	0	0	0	0	0	0	0	परिश्रम
toilet	0	0	1	0	0	1	0	0	0	0	शौचालय
toils	0	0	0	0	0	1	0	0	0	0	परिश्रम
token	0	0	0	0	0	0	0	0	0	0	टोकन
tolerance	0	0	0	0	0	0	0	0	0	0	सहिष्णुता
tolerant	0	0	0	0	0	0	1	0	0	0	सहनशील
tolerate	1	0	0	0	0	1	0	1	0	0	सहन करणे
toleration	0	0	0	0	0	0	1	0	0	0	सहनशीलता
toll	0	0	0	0	0	0	0	0	0	0	टोल
tomahawk	0	0	0	0	0	0	0	0	0	0	टॉमहॉक
tomb	0	0	0	0	0	0	0	1	0	0	थडगे
tomcat	0	0	0	0	0	0	0	0	0	0	टोमकॅट
tome	0	0	0	0	0	0	0	0	0	0	मला
tomorrow	0	1	0	0	0	0	0	0	0	0	उद्या
ton	0	0	0	0	0	0	0	0	0	0	टन
tone	0	0	0	0	0	0	0	0	0	0	टोन
tong	0	0	0	0	0	0	0	0	0	0	चिमटा
tongs	0	0	0	0	0	0	0	0	0	0	चिमटे
tongue	0	0	0	0	0	0	0	0	0	0	जीभ
tonic	0	0	0	0	0	0	0	0	0	0	टॉनिक
tonnage	0	0	0	0	0	0	0	0	0	0	टनेज
tonsils	0	0	0	0	0	0	0	0	0	0	टॉन्सिल
tooling	0	0	0	0	0	0	0	0	0	0	टूलिंग
tooth	0	0	0	0	0	0	0	0	0	0	दात
toothache	0	0	0	1	0	1	0	0	0	0	दातदुखी
toothed	0	0	0	0	0	0	0	0	0	0	दातेरी
toothless	0	0	0	0	0	0	0	0	0	0	दातहीन
top	0	1	0	0	0	0	1	0	0	1	शीर्ष
topaz	0	0	0	0	0	0	0	0	0	0	पुष्कराज
topic	0	0	0	0	0	0	0	0	0	0	विषय
topical	0	0	0	0	0	0	0	0	0	0	स्थानिक
topographic	0	0	0	0	0	0	0	0	0	0	टोपोग्राफिक
topographical	0	0	0	0	0	0	0	0	0	0	स्थलाकृतिक
topography	0	0	0	0	0	0	0	0	0	0	स्थलाकृति
topple	0	0	0	0	0	0	0	0	1	0	पाडणे
tor	0	0	0	0	0	0	0	0	0	0	टॉर
torch	0	0	0	0	0	0	0	0	0	0	टॉर्च
torment	1	0	0	1	0	1	0	1	0	0	यातना
torn	0	0	0	0	0	1	0	0	0	0	फाटलेले
tornado	0	0	0	1	0	0	0	0	0	0	चक्रीवादळ
torpedo	1	0	0	0	0	1	0	0	0	0	टॉर्पेडो
torrent	0	0	0	1	0	0	0	0	0	0	जोराचा प्रवाह
torrid	0	0	0	0	0	1	0	0	0	0	उष्ण
torsion	0	0	0	0	0	0	0	0	0	0	टॉर्शन
torso	0	0	0	0	0	0	0	0	0	0	धड
tort	0	0	0	0	0	1	0	0	0	0	टोर्ट
tortious	1	0	1	0	0	1	0	0	0	0	त्रासदायक
tortoise	0	0	0	0	0	0	0	0	0	0	कासव
tortuous	0	0	0	0	0	0	0	0	0	0	त्रासदायक
torture	1	1	1	1	0	1	0	1	0	0	छळ
toss	0	0	0	0	0	0	0	0	0	0	नाणेफेक
total	0	0	0	0	0	0	0	0	0	0	एकूण
totality	0	0	0	0	0	0	0	0	0	0	संपूर्णता
totally	0	0	0	0	0	0	0	0	0	0	पूर्णपणे
tote	0	0	0	0	0	0	0	0	0	0	टोट
totem	0	0	0	0	0	0	0	0	0	0	टोटेम
touch	0	0	0	0	0	0	0	0	0	0	स्पर्श
touched	0	0	0	0	0	1	0	0	0	0	स्पर्श केला
touching	0	0	0	0	0	0	0	0	0	0	स्पर्श
touchy	1	0	0	0	0	1	0	1	0	0	हळवे
tough	0	0	0	0	0	1	0	1	0	0	कठीण
toughness	1	0	0	1	0	0	1	0	0	1	कणखरपणा
tour	0	0	0	0	0	0	0	0	0	0	फेरफटका
tourist	0	0	0	0	0	0	0	0	0	0	पर्यटक
tourmaline	0	0	0	0	0	0	0	0	0	0	टूमलाइन
tournament	0	0	0	0	0	0	0	0	0	0	स्पर्धा
tourniquet	0	0	0	0	0	0	0	0	0	0	tourniquet
tout	0	0	0	0	0	0	0	0	0	0	दलाल
tow	0	0	0	0	0	0	0	0	0	0	दोरीने ओढणे
towel	0	0	0	0	0	0	0	0	0	0	टॉवेल
tower	0	0	0	0	0	0	1	0	0	0	टॉवर
towering	0	1	0	1	0	0	1	0	0	0	उंच
town	0	0	0	0	0	0	0	0	0	0	शहर
townhouse	0	0	0	0	0	0	0	0	0	0	टाउनहाऊस
toxic	0	0	1	0	0	1	0	0	0	0	विषारी
toxicology	0	0	0	0	0	0	0	0	0	0	विषशास्त्र
toxin	0	0	0	1	0	1	0	0	0	0	विष
toy	0	0	0	0	0	0	0	0	0	0	खेळणी
trace	0	0	0	0	0	0	0	0	0	0	ट्रेस
traces	0	0	0	0	0	0	0	0	0	0	ट्रेस
trachea	0	0	0	0	0	0	0	0	0	0	श्वासनलिका
tracing	0	0	0	0	0	0	0	0	0	0	ट्रेसिंग
track	0	1	0	0	0	0	0	0	0	0	ट्रॅक
tract	0	0	0	1	0	0	0	0	0	0	पत्रिका
tractable	0	0	0	0	0	0	0	0	0	0	ट्रॅक्ट करण्यायोग्य
traction	0	0	0	0	0	0	0	0	0	0	कर्षण
tractor	0	0	0	0	0	0	0	0	0	0	ट्रॅक्टर
trade	0	0	0	0	0	0	0	0	0	1	व्यापार
trader	0	0	0	0	0	0	0	0	0	0	व्यापारी
tradesman	0	0	0	0	0	0	0	0	0	0	व्यापारी
trading	0	0	0	0	0	0	0	0	0	0	व्यापार
tradition	0	0	0	0	0	0	0	0	0	0	परंपरा
traditional	0	0	0	0	0	0	1	0	0	0	पारंपारिक
traffic	0	0	0	0	0	0	0	0	0	0	रहदारी
tragedy	0	0	0	1	0	1	0	1	0	0	शोकांतिका
tragic	0	0	0	0	0	1	0	0	0	0	दुःखद
trail	0	0	0	0	0	0	0	0	0	0	माग
train	0	0	0	0	0	0	0	0	0	0	ट्रेन
trained	0	0	0	0	0	0	0	0	0	0	प्रशिक्षित
trainer	0	0	0	0	0	0	0	0	0	1	प्रशिक्षक
training	0	0	0	0	0	0	0	0	0	0	प्रशिक्षण
trait	0	0	0	0	0	0	0	0	0	0	वैशिष्ट्य
traitor	1	0	1	1	0	1	0	1	0	0	देशद्रोही
trajectory	0	0	0	0	0	0	0	0	0	0	मार्गक्रमण
tram	0	0	0	0	0	0	0	0	0	0	ट्राम
tramp	0	0	1	1	0	1	0	1	0	0	भटक्या
tramway	0	0	0	0	0	0	0	0	0	0	ट्रामवे
trance	0	0	0	0	0	1	0	0	0	0	ट्रान्स
tranquil	0	0	0	0	1	0	1	0	0	0	निश्चल
tranquility	0	0	0	0	1	0	1	0	0	1	शांतता
transact	0	0	0	0	0	0	0	0	0	0	व्यवहार
transaction	0	0	0	0	0	0	0	0	0	1	व्यवहार
transatlantic	0	0	0	0	0	0	0	0	0	0	अटलांटिक
transcendence	0	1	0	0	1	0	1	0	1	1	अतिक्रमण
transcendent	0	0	0	0	0	0	0	0	0	0	पलीकडे
transcendental	0	0	0	0	0	0	1	0	0	0	अतींद्रिय
transcribe	0	0	0	0	0	0	0	0	0	0	नक्कल करा
transcriber	0	0	0	0	0	0	0	0	0	0	ट्रान्सक्रिबर
transcript	0	0	0	0	0	0	0	0	0	1	उतारा
transcription	0	0	0	0	0	0	0	0	0	0	प्रतिलेखन
transfer	0	0	0	0	0	0	0	0	0	0	हस्तांतरण
transference	0	0	0	0	0	0	0	0	0	0	हस्तांतरण
transferred	0	0	0	0	0	0	0	0	0	0	हस्तांतरित
transfixed	0	0	0	0	0	0	0	0	0	0	बदललेले
transform	0	0	0	0	0	0	0	0	0	0	रूपांतर
transformation	0	0	0	0	0	0	0	0	0	0	परिवर्तन
transfusion	0	0	0	0	0	0	0	0	0	0	रक्तसंक्रमण
transgression	0	0	0	0	0	1	0	0	0	0	उल्लंघन
transient	0	0	0	0	0	0	0	0	0	0	क्षणिक
transit	0	0	0	0	0	0	0	0	0	0	संक्रमण
transition	0	0	0	0	0	0	0	0	0	0	संक्रमण
transitional	0	1	0	0	0	0	0	0	0	0	संक्रमणकालीन
transitive	0	0	0	0	0	0	0	0	0	0	सकर्मक
transitory	0	0	0	0	0	0	0	0	0	0	क्षणभंगुर
translate	0	0	0	0	0	0	0	0	0	0	भाषांतर करा
translation	0	0	0	0	0	0	0	0	0	1	भाषांतर
translocation	0	0	0	0	0	0	0	0	0	0	स्थानांतर
translucent	0	0	0	0	0	0	0	0	0	0	अर्धपारदर्शक
transmission	0	0	0	0	0	0	0	0	0	0	संसर्ग
transmit	0	0	0	0	0	0	0	0	0	0	प्रसारित करणे
transmutation	0	0	0	0	0	0	0	0	0	0	परिवर्तन
transom	0	0	0	0	0	0	0	0	0	0	ट्रान्सम
transparency	0	0	0	0	0	0	0	0	0	0	पारदर्शकता
transparent	0	0	0	0	0	0	0	0	0	0	पारदर्शक
transplant	0	0	0	0	0	0	0	0	0	0	प्रत्यारोपण
transplantation	0	0	0	0	0	0	0	0	0	0	प्रत्यारोपण
transport	0	0	0	0	0	0	0	0	0	0	वाहतूक
transportation	0	0	0	0	0	0	0	0	0	0	वाहतूक
transpose	0	0	0	0	0	0	0	0	0	0	हस्तांतरित करणे
transposition	0	0	0	0	0	0	0	0	0	0	हस्तांतरण
transverse	0	0	0	0	0	0	0	0	0	0	आडवा
trap	0	0	0	0	0	0	0	0	0	0	सापळा
trapping	0	0	0	0	0	0	0	0	0	0	सापळा
trappings	0	0	0	0	0	1	0	0	0	0	ट्रॅपिंग
traps	0	0	0	0	0	1	0	0	0	0	सापळे
trash	0	0	1	0	0	1	0	1	0	0	कचरा
trashy	0	0	1	0	0	1	0	0	0	0	कचरा
traumatic	1	0	0	1	0	1	0	1	0	0	अत्यंत क्लेशकारक
travail	0	0	0	0	0	1	0	0	0	0	त्रास
travel	0	0	0	0	0	0	0	0	0	0	प्रवास
traveler	0	0	0	0	0	0	0	0	0	0	प्रवासी
traveling	0	0	0	0	0	0	1	0	0	0	प्रवास
traverse	0	0	0	0	0	0	0	0	0	0	मार्गक्रमण
travesty	0	0	1	1	0	1	0	1	0	0	फसवणूक
trawl	0	0	0	0	0	0	0	0	0	0	ट्रॉल
trawler	0	0	0	0	0	0	0	0	0	0	ट्रॉलर
tray	0	0	0	0	0	0	0	0	0	0	ट्रे
treacherous	1	0	1	1	0	1	0	0	0	0	विश्वासघातकी
treachery	1	0	0	1	0	1	0	1	1	0	विश्वासघात
tread	0	0	0	0	0	0	0	0	0	0	चालणे
treadmill	0	1	0	0	0	0	0	0	0	0	ट्रेडमिल
treason	1	0	1	1	0	1	0	0	1	0	देशद्रोह
treasure	0	1	0	0	1	0	1	0	0	1	खजिना
treasurer	0	0	0	0	0	0	0	0	0	1	खजिनदार
treasury	0	0	0	0	0	0	0	0	0	0	खजिना
treat	1	1	1	1	1	1	1	1	1	1	उपचार
treatise	0	0	0	0	0	0	0	0	0	0	ग्रंथ
treatment	0	0	0	0	0	0	0	0	0	0	उपचार
treaty	0	0	0	0	0	0	0	0	0	0	करार
treble	0	0	0	0	0	0	0	0	0	0	तिप्पट
tree	1	1	1	0	1	0	1	0	1	1	झाड
trek	0	0	0	0	0	0	0	0	0	0	ट्रेक
trellis	0	0	0	0	0	0	0	0	0	0	ट्रेली
tremble	0	0	0	0	0	0	0	0	0	0	भीतीने थरथर
trembling	0	0	0	1	0	1	0	0	0	0	थरथरत
tremendous	0	0	0	0	0	0	0	0	0	0	जबरदस्त
tremendously	0	0	0	0	0	0	1	0	0	0	प्रचंड
tremor	1	1	0	1	0	1	0	1	0	0	हादरा
trench	0	0	0	0	0	0	0	0	0	0	खंदक
trend	0	0	0	0	0	0	1	0	0	0	कल
trending	0	0	0	0	0	0	0	0	0	0	चर्चेत असलेला विषय
trendy	0	0	0	0	0	0	1	0	0	0	कालानुरुप
trepidation	0	1	0	1	0	1	0	0	1	0	भीती
trespass	1	0	0	0	0	1	0	0	0	0	अतिक्रमण
triad	0	0	0	0	0	0	0	0	0	0	त्रिकूट
triangle	0	0	0	0	0	0	0	0	0	0	त्रिकोण
triangular	0	0	0	0	0	0	0	0	0	0	त्रिकोणी
tribe	0	0	0	0	0	0	0	0	0	1	टोळी
tribulation	0	0	0	1	0	1	0	1	0	0	क्लेश
tribunal	0	1	1	1	0	1	0	0	0	1	न्यायाधिकरण
tribune	0	0	0	0	0	0	0	0	0	1	ट्रिब्यून
tributary	0	1	0	0	0	0	1	0	0	0	उपनदी
tribute	0	0	0	0	0	0	1	0	0	0	श्रद्धांजली
trick	0	0	0	0	0	1	0	0	1	0	युक्ती
trickery	1	0	1	1	0	1	0	1	1	0	फसवणूक
trickle	0	0	0	0	0	0	0	0	0	0	चालणे
tricky	0	0	0	0	0	0	0	0	0	0	अवघड
tricycle	0	0	0	0	0	0	0	0	0	0	ट्रायसायकल
trident	0	0	0	0	0	0	0	0	0	0	त्रिशूल
trifle	0	0	0	0	0	1	0	0	0	0	क्षुल्लक
trig	0	0	0	0	0	0	1	0	0	0	trig
trigger	0	0	0	0	0	0	0	0	0	0	ट्रिगर
trigonometry	0	0	0	0	0	0	0	0	0	0	त्रिकोणमिती
trillion	0	0	0	0	0	0	0	0	0	0	ट्रिलियन
trim	0	0	0	0	0	0	0	0	0	0	ट्रिम
trimmer	0	0	0	0	0	0	0	0	0	0	ट्रिमर
trimming	0	0	0	0	0	0	0	0	0	0	ट्रिमिंग
trine	0	0	0	0	0	0	0	0	0	0	trine
trinity	0	0	0	0	0	0	0	0	0	0	त्रिमूर्ती
trio	0	0	0	0	0	0	0	0	0	0	त्रिकूट
trip	0	0	0	0	0	0	0	0	1	0	सहल
tripartite	0	0	0	0	0	0	0	0	0	0	त्रिपक्षीय
triple	0	0	0	0	0	0	0	0	0	0	तिप्पट
triplet	0	0	0	0	0	0	0	0	0	0	तिहेरी
triplicate	0	0	0	0	0	0	0	0	0	0	त्रिगुण
tripod	0	0	0	0	0	0	0	0	0	0	ट्रायपॉड
tripping	1	0	0	0	0	1	0	1	0	0	ट्रिपिंग
trite	0	0	0	0	0	0	0	0	0	0	trite
tritium	0	0	0	0	0	0	0	0	0	0	ट्रिटियम
triumph	0	1	0	0	1	0	1	0	0	0	विजय
triumphant	0	1	0	0	1	0	1	0	0	1	विजयी
troll	1	0	0	1	0	1	0	0	0	0	ट्रोल
trolley	0	0	0	0	0	0	0	0	0	0	ट्रॉली
trombone	0	0	0	0	0	0	0	0	0	0	ट्रॉम्बोन
troop	0	0	0	0	0	0	0	0	0	0	दल
trooper	0	0	0	0	0	0	0	0	0	0	सैनिक
troops	0	0	0	0	0	0	0	0	0	0	सैनिक
trophy	0	1	0	0	1	0	1	0	1	1	ट्रॉफी
tropical	0	0	0	0	0	0	0	0	0	0	उष्णकटिबंधीय
trot	0	0	0	0	0	0	0	0	0	0	ट्रॉट
troublesome	1	0	0	1	0	1	0	0	0	0	त्रासदायक
trough	0	0	0	0	0	0	0	0	0	0	कुंड
troupe	0	0	0	0	0	0	0	0	0	0	गट
trousers	0	0	0	0	0	0	0	0	0	0	पायघोळ
trout	0	0	0	0	0	0	0	0	0	0	ट्राउट
trowel	0	0	0	0	0	0	0	0	0	0	ट्रॉवेल
truce	0	0	0	0	1	0	1	0	0	1	युद्धविराम
truck	0	0	0	0	0	0	0	0	0	1	ट्रक
true	0	0	0	0	1	0	1	0	0	1	खरे
truism	0	0	0	0	0	0	0	0	0	0	सत्यवाद
trump	0	0	0	0	0	0	0	0	1	0	ट्रम्प
trumpet	0	0	0	0	0	1	0	0	0	0	कर्णा
trumpeter	0	0	0	0	0	0	0	0	0	0	तुतारी
truncate	0	0	0	0	0	0	0	0	0	0	छाटणे
truncated	0	0	0	0	0	0	0	0	0	0	कापलेले
trundle	0	0	0	0	0	0	0	0	0	0	ट्रंडल
trunk	0	0	0	0	0	0	0	0	0	0	खोड
truss	0	0	0	0	0	0	0	0	0	1	ट्रस
trust	0	0	0	0	0	0	0	0	0	1	विश्वास
trustee	0	0	0	0	0	0	0	0	0	1	विश्वस्त
trusty	0	0	0	0	0	0	1	0	0	0	विश्वासू
truth	0	0	0	0	0	0	1	0	0	1	सत्य
truthful	0	0	0	0	0	0	0	0	0	1	सत्यवादी
truthfulness	0	0	0	0	0	0	1	0	0	1	सत्यता
tryout	0	0	0	0	0	0	0	0	0	0	प्रयत्न करा
tub	0	0	0	0	0	0	0	0	0	0	टब
tube	0	0	0	0	0	0	0	0	0	0	ट्यूब
tubular	0	0	0	0	0	0	0	0	0	0	ट्यूबलर
tubule	0	0	0	0	0	0	0	0	0	0	नलिका
tuck	0	0	0	0	0	0	0	0	0	0	टक
tucker	0	0	0	0	0	0	0	0	0	0	टकर
tufted	0	0	0	0	0	0	0	0	0	0	गुंडाळलेला
tug	0	0	0	0	0	0	0	0	0	0	टग
tuition	0	0	0	0	0	0	0	0	0	0	शिकवणी
tulip	0	0	0	0	0	0	0	0	0	0	ट्यूलिप
tumble	0	0	0	0	0	1	0	0	0	0	तुंबणे
tumbler	0	0	0	0	0	0	0	0	0	0	टंबलर
