English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Sindhi Word
sissy	0	0	0	0	0	1	0	0	0	0	سيسي
sister	0	0	0	0	0	0	0	0	0	0	ڀيڻ
sisterhood	1	0	0	0	0	0	1	1	1	1	ڀيڻ
site	0	0	0	0	0	0	0	0	0	0	سائيٽ
sith	0	0	0	0	0	0	0	0	0	0	سٿ
sitting	0	0	0	0	0	0	0	0	0	0	ويٺي
situate	0	0	0	0	0	0	0	0	0	0	واقع
situated	0	0	0	0	0	0	0	0	0	0	واقع
situation	0	0	0	0	0	0	0	0	0	0	صورتحال
sixth	0	0	0	0	0	0	0	0	0	0	ڇهون
sixty	0	0	0	0	0	0	0	0	0	0	سٺ
size	0	0	0	0	0	0	0	0	0	0	ماپ
sizzle	1	0	0	0	0	0	0	0	0	0	ٻرڻ
skate	0	0	0	0	0	0	0	0	0	0	اسڪيٽ
skating	0	0	0	0	0	0	0	0	0	0	اسڪيٽنگ
skein	0	0	0	0	0	0	0	0	0	0	خارش
skeleton	0	0	0	0	0	0	0	0	0	0	کنڊر
skeptic	0	0	0	0	0	0	0	0	0	0	شڪي
skeptical	0	0	0	0	0	1	0	0	0	0	شڪي
skepticism	0	0	0	0	0	0	0	0	0	0	شڪ
sketch	0	0	0	0	0	0	0	0	0	0	خاڪو
sketchy	0	0	0	0	0	1	0	0	0	0	خاڪو
skewed	1	1	0	0	0	1	0	0	0	0	ڇڪيل
skewer	0	0	0	0	0	0	0	0	0	0	سڪيور
ski	0	0	0	0	0	0	0	0	0	0	اسڪي
skid	1	0	0	1	0	1	0	1	0	0	ڇڪڻ
skiff	0	0	0	0	0	0	0	0	0	0	اسڪيف
skill	0	0	0	0	0	0	0	0	0	0	مهارت
skilled	0	0	0	0	0	0	1	0	0	0	ماهر
skillet	0	0	0	0	0	0	0	0	0	0	ڪپڙو
skillful	0	0	0	0	0	0	1	0	0	1	مهارت وارو
skim	0	0	0	0	0	0	0	0	0	0	اسڪيم
skin	0	0	0	0	0	0	0	0	0	0	جلد
skinny	0	0	0	0	0	0	0	0	0	0	پتلي
skip	0	0	0	0	0	1	0	0	0	0	ڇڏڻ
skipper	0	0	0	0	0	0	0	0	0	0	ڪپتان
skirmish	1	0	0	0	0	1	0	0	0	0	لڙائي
skirt	0	0	0	0	0	0	0	0	0	0	سکرٽ
skirting	0	0	0	0	0	0	0	0	0	0	ڇڪڻ
skirts	0	0	0	0	0	0	0	0	0	0	ڪپڙا
skit	0	0	0	0	0	0	0	0	0	0	خاڪو
skull	0	0	0	0	0	0	0	0	0	0	کوپڙي
skunk	0	0	0	0	0	0	0	0	0	0	سکن
sky	0	0	0	0	0	0	1	0	0	0	آسمان
skyscraper	0	0	0	0	0	0	0	0	0	0	اسڪائي اسڪراپر
slab	0	0	0	0	0	0	0	0	0	0	سليب
slack	0	0	0	0	0	1	0	0	0	0	سست
slag	0	0	0	0	0	1	0	0	0	0	سليگ
slam	1	0	0	1	0	1	0	0	1	0	سلم
slander	1	0	1	0	0	1	0	0	0	0	بدگماني
slanderous	0	0	0	0	0	1	0	0	0	0	بدمعاش
slang	0	0	0	0	0	0	0	0	0	0	ٻول
slant	0	0	0	0	0	0	0	0	0	0	ترڪي
slap	1	0	0	0	0	1	0	0	1	0	چماٽ
slash	1	0	0	0	0	0	0	0	0	0	سليش
slashes	0	0	0	0	0	0	0	0	0	0	سليش
slate	0	0	0	0	0	0	1	0	0	0	سليٽ
slates	0	0	0	0	0	0	0	0	0	0	سليٽ
slaughter	1	0	1	1	0	1	0	1	1	0	ذبح ڪرڻ
slaughterhouse	1	0	1	1	0	1	0	1	0	0	ذبح خانو
slaughtering	1	0	1	1	0	1	0	1	1	0	ذبح ڪرڻ
slave	1	0	0	1	0	1	0	1	0	0	غلام
slavery	1	0	1	1	0	1	0	1	0	0	غلامي
slay	1	0	0	0	0	1	0	0	0	0	مارڻ
slayer	1	0	1	1	0	1	0	1	1	0	قتل ڪندڙ
sledge	0	0	0	0	0	0	0	0	0	0	سليج
sleek	0	0	0	0	0	0	1	0	0	0	سهڻو
sleep	0	0	0	0	0	0	0	0	0	0	سمهڻ
sleeper	0	0	0	0	0	0	0	0	0	0	سمهڻ وارو
sleeping	0	0	0	0	0	0	0	0	0	0	سمهڻ
sleeplessness	0	0	0	0	0	0	0	0	0	0	بي خوابي
sleepy	0	0	0	0	0	0	0	0	0	0	ننڊ ۾
sleet	0	0	0	0	0	1	0	0	0	0	sleet
sleeve	0	0	0	0	0	0	0	0	0	0	بازو
sleeveless	0	0	0	0	0	0	0	0	0	0	بغير بازو
sleigh	0	0	0	0	0	0	0	0	0	0	sleigh
sleight	0	0	0	0	0	0	0	0	0	0	ٿلهو
slender	0	0	0	0	0	0	1	0	0	0	ٿلهو
sleuth	0	0	0	0	0	0	0	0	0	0	sleuth
slice	0	0	0	0	0	0	0	0	0	0	ٽڪرو
slick	0	0	0	0	0	0	0	0	0	0	چالاڪ
slide	0	0	0	0	0	0	0	0	0	0	سلائيڊ
sliding	0	0	0	0	0	0	0	0	0	0	سلائيڊنگ
slight	0	0	0	0	0	0	0	0	0	0	ٿورڙو
slightly	0	0	0	0	0	0	0	0	0	0	ٿورڙو
slim	0	0	0	0	0	0	1	0	0	0	پتلي
slime	0	0	1	0	0	0	0	0	0	0	سلم
slimy	0	0	1	0	0	1	0	0	0	0	پتلي
sling	0	0	0	0	0	0	0	0	0	0	ڦل
slink	0	0	0	0	0	1	0	0	0	0	لڙڪ
slip	0	0	0	0	0	1	0	0	1	0	پرچي
slipper	0	0	0	0	0	0	0	0	0	0	چپل
slippers	0	0	0	0	0	0	0	0	0	0	چپل
slit	0	0	0	0	0	0	0	0	0	0	ڦاٽو
sliver	0	0	0	0	0	0	0	0	0	0	sliver
slogan	0	0	0	0	0	0	0	0	0	0	نعرو
sloop	0	0	0	0	0	0	0	0	0	0	ٻڪري
slop	0	0	1	0	0	1	0	0	0	0	سلپ
slope	0	0	0	0	0	0	0	0	0	0	ڍلو
sloppy	0	0	1	0	0	1	0	0	0	0	ڍلو
slot	0	0	0	0	0	0	0	0	0	0	سلاٽ
sloth	0	0	1	0	0	1	0	0	0	0	سست
slouch	0	0	0	0	0	1	0	0	0	0	ٻڏي وڃڻ
slough	0	0	0	0	0	1	0	0	0	0	سلوڪ
slow	0	0	0	0	0	0	0	0	0	0	آهستي
slowly	0	0	0	0	0	0	0	0	0	0	آهستي آهستي
slowness	0	0	0	0	0	1	0	0	0	0	سستي
sludge	0	0	1	0	0	1	0	0	0	0	ڪچرو
slug	0	0	1	0	0	1	0	0	0	0	slug
sluggish	0	0	0	0	0	1	0	1	0	0	سست
sluice	0	0	0	0	0	0	0	0	0	0	سلائيس
slum	0	0	1	0	0	1	0	0	0	0	ڪچي آبادي
slumber	0	0	0	0	0	0	0	0	0	0	ننڊ
slump	0	0	0	0	0	1	0	1	0	0	زوال
slur	1	0	1	0	0	1	0	1	0	0	گندگي
slush	0	0	1	0	0	1	0	0	1	0	ڪچرو
slut	1	0	1	0	0	1	0	0	0	0	ٻلي
sly	1	0	1	1	0	1	0	0	0	0	چالاڪ
smack	1	0	0	0	0	1	0	0	0	0	ڌڪ
small	0	0	0	0	0	1	0	0	0	0	ننڍو
smaller	0	0	0	0	0	0	0	0	0	0	ننڍو
smallest	0	0	0	0	0	0	0	0	0	0	ننڍو
smash	1	0	0	1	0	1	0	0	0	0	ٽوڙڻ
smashed	0	0	0	0	0	1	0	0	0	0	ٽوڙيو ويو
smattering	0	0	0	0	0	1	0	0	0	0	ڇڪڻ
smear	0	0	0	0	0	0	0	0	0	0	سمير
smell	1	0	1	0	0	1	0	0	0	0	بو
smelling	0	0	1	0	0	1	0	0	0	0	بوءِ
smelt	0	0	0	0	0	0	0	0	0	0	ڳرڻ
smile	0	0	0	0	1	0	1	0	1	1	مرڪ
smiling	0	0	0	0	1	0	1	0	0	0	مسڪرائيندي
smirk	0	0	0	0	0	1	0	0	0	0	مسڪرائڻ
smite	1	0	0	1	0	1	0	1	0	0	مارڻ
smith	0	0	0	0	0	0	0	0	0	1	سمٿ
smitten	0	0	0	0	0	0	1	0	0	0	ماريل
smoker	0	0	0	0	0	1	0	0	0	0	تماڪ ڇڪڻ وارو
smokey	0	0	0	0	0	0	0	0	0	0	تماڪ
smoking	0	0	0	0	0	0	0	0	0	0	سگريٽ نوشي
smoky	0	0	0	0	0	0	0	0	0	0	تماڪ وارو
smoldering	0	0	0	0	0	0	0	0	0	0	ٻرندڙ
smoothly	0	0	0	0	0	0	0	0	0	0	آسانيءَ سان
smoothness	0	0	0	0	0	0	1	0	0	0	نرمي
smother	1	0	0	0	0	1	0	0	0	0	ڌمڪائڻ
smudge	0	0	0	0	0	1	0	0	0	0	داغ
smug	0	0	0	0	0	1	0	0	0	0	بدمعاش
smuggle	0	0	0	1	0	1	0	0	0	0	اسمگل ڪرڻ
smuggler	1	0	1	1	0	1	0	0	0	0	سمگلر
smuggling	0	0	0	0	0	1	0	0	0	0	اسمگلنگ
smut	0	0	1	1	0	1	0	0	0	0	ڌاڙيل
snack	0	0	0	0	0	0	0	0	0	0	ناشتو
snacks	0	0	0	0	0	0	0	0	0	0	ناشتو
snag	0	0	0	0	0	1	0	0	1	0	ڇڪڻ
snags	0	0	0	0	0	1	0	0	0	0	ڇڪيون
snail	0	0	0	0	0	0	0	0	0	0	snail
snake	0	0	1	1	0	1	0	0	0	0	نانگ
snap	0	0	0	0	0	0	0	0	0	0	ڦوٽو
snapshot	0	0	0	0	0	0	0	0	0	0	تصوير
snare	0	0	0	1	0	1	0	0	0	0	ڦاسي
snarl	1	0	1	0	0	1	0	0	0	0	ڇڪڻ
snarling	1	0	0	0	0	1	0	0	0	0	ڇڪڻ
snatch	0	0	0	0	0	0	0	0	0	0	ڇڪڻ
sneak	1	0	0	1	0	1	0	0	1	0	چپ ڪرڻ
sneakers	0	0	0	0	0	0	0	0	0	0	ڪپڙا
sneaking	0	1	0	1	0	1	0	0	0	1	چپ ڪرڻ
sneer	1	0	1	0	0	1	0	0	0	0	مسخري
sneeze	0	0	1	0	0	1	0	0	1	0	ڇڪڻ
sneezing	0	0	0	0	0	0	0	0	0	0	ڇڪڻ
snicker	0	0	0	0	0	0	1	0	0	0	مسڪرائيندڙ
snide	0	0	0	0	0	1	0	0	0	0	چوري
sniff	0	0	0	0	0	0	0	0	0	0	سونگھڻ
snip	0	0	0	0	0	0	0	0	0	0	ڇڪڻ
snipe	0	0	0	0	0	0	0	0	0	0	ڇڪڻ
snippet	0	0	0	0	0	0	0	0	0	0	ٽڪرو
snob	0	0	0	0	0	1	0	0	0	0	سنوب
snoopy	0	0	0	0	0	0	0	0	0	0	سنوپي
snooze	0	0	0	0	0	0	0	0	0	0	اسنوز ڪرڻ
snore	0	0	0	0	0	0	0	0	0	0	خراڙ
snort	0	0	0	0	0	0	0	1	0	0	ڳرڻ
snout	0	0	0	0	0	0	0	0	0	0	ٿلهو
snow	0	0	0	0	0	0	0	0	0	0	برف
snowball	0	0	0	0	0	0	0	0	0	0	سنوبال
snowflake	0	0	0	0	0	0	0	0	0	0	برف جو ٽڪر
snowy	0	0	0	0	0	0	0	0	0	0	برفاني
snuff	0	0	0	0	0	0	0	0	0	0	snuff
soak	0	0	0	0	0	1	0	0	0	0	ترڻ
soaking	0	0	0	0	0	0	0	0	0	0	ٻرڻ
soap	0	0	0	0	0	0	0	0	0	0	صابڻ
soapy	0	0	0	0	0	0	0	0	0	0	صابڻ
soaring	0	0	0	0	0	0	0	0	0	0	اڀرندڙ
sob	0	0	0	0	0	1	0	1	0	0	روئڻ
sobriety	0	0	0	0	0	0	1	0	0	1	نرمي
soc	0	0	0	0	0	0	0	0	0	0	سماج
soccer	0	0	0	0	0	0	0	0	0	0	ساڪر
sociable	0	0	0	0	0	0	1	0	0	0	ملنسار
social	0	0	0	0	0	0	0	0	0	0	سماجي
socialism	0	0	1	1	0	0	0	0	0	0	سوشلزم
socialist	1	0	1	1	0	1	0	1	0	0	سوشلسٽ
society	0	0	0	0	0	0	0	0	0	0	سماج
sock	0	0	0	0	0	0	0	0	0	0	جراب
socket	0	0	0	0	0	0	0	0	0	0	ساکٽ
sod	0	0	0	0	0	0	0	0	0	0	سوڊ
sofa	0	0	0	0	0	0	0	0	0	0	سوفا
softening	0	0	0	0	0	0	0	0	0	0	نرم ڪرڻ
softness	0	0	0	0	0	0	0	0	0	0	نرمي
soggy	0	0	0	0	0	0	0	0	0	0	گندو
soil	0	0	1	0	0	1	0	0	0	0	مٽي
soiled	0	0	1	0	0	1	0	0	0	0	مٽي ٿيل
sojourn	0	0	0	0	0	0	0	0	0	0	رهڻ
solace	0	0	0	0	0	0	1	0	0	0	آرام
solar	0	0	0	0	0	0	0	0	0	0	شمسي
solder	0	0	0	0	0	0	0	0	0	0	سولر
soldering	0	0	0	0	0	0	0	0	0	0	سولڊرنگ
soldier	1	0	0	0	0	0	1	1	0	0	سپاهي
sole	0	0	0	0	0	0	0	0	0	0	اڪيلو
solicit	0	0	0	0	0	0	0	0	0	0	طلب ڪرڻ
solicitation	0	0	0	0	0	0	0	0	0	0	درخواست
solicitor	0	0	0	0	0	0	0	0	0	0	وڪيل
solid	0	0	0	0	0	0	1	0	0	0	مضبوط
solidarity	0	0	0	0	0	0	0	0	0	1	ايڪتا
solidification	0	0	0	0	0	0	0	0	0	0	مضبوط ڪرڻ
solidified	0	0	0	0	0	0	0	0	0	0	مضبوط ٿيل
solidify	0	0	0	0	0	0	0	0	0	0	مضبوط ڪرڻ
solidity	0	0	0	0	0	0	1	0	0	1	استحڪام
solitaire	0	0	0	0	0	0	0	0	0	0	سولٽيئر
solitary	0	0	0	0	0	0	0	0	0	0	اڪيلائي
solitude	0	0	0	0	0	0	0	0	0	0	اڪيلائي
solo	0	0	0	0	0	0	0	0	0	0	اڪيلو
solubility	0	0	0	0	0	0	0	0	0	0	حل ڪرڻ
soluble	0	0	0	0	0	0	0	0	0	0	حل ٿيندڙ
solution	0	0	0	0	0	0	1	0	0	0	حل
solve	0	0	0	0	0	0	0	0	0	0	حل ڪرڻ
solvency	0	0	0	0	0	0	1	0	0	0	حل ڪرڻ
solvent	0	0	0	0	0	0	0	0	0	0	محلول
somatic	0	0	0	0	0	1	0	0	1	0	صومياتي
somber	0	0	0	0	0	1	0	1	0	0	گندو
son	0	0	0	0	0	0	0	0	0	0	پُٽ
sonar	0	1	0	0	0	0	1	0	0	0	سونار
sonata	0	0	0	0	0	0	1	0	0	0	سونٽا
song	0	0	0	0	0	0	0	0	0	0	گيت
sonnet	0	0	0	0	1	0	1	1	0	0	سونٽ
sonorous	0	0	0	0	1	0	1	0	0	0	سونهن وارو
soot	0	0	1	0	0	1	0	0	0	0	سوٽ
soothe	0	0	0	0	0	0	1	0	0	0	آرام ڪرڻ
soothing	0	0	0	0	1	0	1	0	0	1	آرام ڪرڻ وارو
sophomore	0	0	0	0	0	0	0	0	0	0	سوفومور
soprano	0	0	0	0	0	0	0	0	0	0	سوپرانو
sorcerer	0	0	0	0	0	0	0	0	0	0	جادوگر
sorcery	0	1	0	1	0	1	0	0	1	0	جادوگري
sordid	1	0	1	1	0	1	0	1	0	0	خراب
sore	1	0	0	0	0	1	0	1	0	0	زخم
sorely	0	0	0	0	0	1	0	1	0	0	سخت
soreness	0	0	1	0	0	1	0	1	0	0	تڪليف
sorghum	0	0	0	0	0	0	0	0	0	0	جوار
sorority	0	0	0	0	0	0	0	0	0	0	سماج
sorrow	0	0	0	1	0	1	0	1	0	0	ڏک
sorrowful	0	0	0	0	0	1	0	1	0	0	ڏکوئيندڙ
sort	0	0	0	0	0	0	0	0	0	0	ترتيب ڏيڻ
sorter	0	0	0	0	0	0	1	0	0	0	ترتيب ڏيڻ وارو
sortie	0	0	0	1	0	1	0	0	0	0	سواري
sorting	0	0	0	0	0	0	0	0	0	0	ترتيب ڏيڻ
sou	0	0	0	0	0	0	0	0	0	0	سو
soulless	0	0	1	1	0	1	0	1	0	0	بي جان
soulmate	0	0	0	1	0	1	0	0	0	0	ساٿي
sound	0	0	0	0	0	0	0	0	0	0	آواز
sounding	0	0	0	0	0	0	0	0	0	0	آواز ڏيڻ
soundness	0	1	0	0	1	0	1	0	0	1	تندرستي
soup	0	0	0	0	0	0	1	0	0	0	سوپ
sour	0	0	1	0	0	1	0	0	0	0	خشڪ
source	0	0	0	0	0	0	0	0	0	0	ذريعو
souvenir	0	0	0	0	0	0	0	0	0	0	يادگار
sovereign	0	0	0	0	0	0	0	0	0	1	خودمختيار
sovereignty	0	0	0	0	0	0	0	0	0	0	خودمختياري
sow	0	0	0	0	0	0	0	0	0	0	پوکڻ
spa	0	1	0	0	1	0	1	0	1	1	اسپا
space	0	0	0	0	0	0	0	0	0	0	خلا
spacious	0	0	0	0	0	0	1	0	0	0	وسيع
spade	0	0	0	0	0	0	0	0	0	0	اسپيڊ
span	0	0	0	0	0	0	0	0	0	0	مدت
spaniel	0	0	0	0	1	0	1	0	0	1	اسپينيئل
spank	1	0	0	1	0	1	0	1	0	0	ڌڪ
spanking	1	0	0	0	0	0	0	0	0	0	ڇڪڻ
spar	0	0	0	0	0	0	0	0	0	0	اسپار
spare	0	0	0	0	0	0	0	0	0	0	اضافي
sparingly	0	0	0	0	0	0	0	0	0	0	ٿورو
spark	0	0	0	0	0	0	0	0	0	0	چمڪ
sparkle	0	1	0	0	1	0	1	0	1	0	چمڪ
sparring	0	0	0	0	0	0	0	0	0	0	وڙهڻ
sparse	0	0	0	0	0	0	0	0	0	0	ٿلهو
spasm	0	0	0	1	0	1	0	0	0	0	اسپرم
spat	1	0	0	0	0	1	0	0	0	0	ٿڪ
spatula	0	0	0	0	0	0	0	0	0	0	اسپاتولا
spawn	0	0	0	0	0	0	0	0	0	0	ڄمڻ
speaker	0	0	0	0	0	0	0	0	0	0	اسپيڪر
speaking	0	0	0	0	0	0	0	0	0	0	ڳالهائڻ
spear	1	1	0	1	0	1	0	0	0	0	ٻاجهه
special	0	0	0	0	1	0	1	0	0	0	خاص
specialist	0	0	0	0	0	0	0	0	0	1	ماهر
speciality	0	0	0	0	0	0	0	0	0	0	خاصيت
specialize	0	0	0	0	0	0	0	0	0	1	ماهر ڪرڻ
specially	0	0	0	0	0	0	0	0	0	0	خاص طور تي
specie	0	0	0	0	0	0	1	0	0	0	قسم
species	0	0	0	0	0	0	0	0	0	0	نسل
specific	0	0	0	0	0	0	0	0	0	0	مخصوص
specification	0	0	0	0	0	0	0	0	0	0	وضاحت
specimen	0	0	0	0	0	0	0	0	0	0	نمونو
speck	0	0	1	0	0	1	0	0	0	0	دڳ
speckled	0	0	0	0	0	0	0	0	0	0	داغدار
specs	0	0	0	0	0	0	0	0	0	0	چشمو
spectacle	0	0	0	0	0	1	1	0	0	0	تماشو
spectacles	0	0	0	0	0	0	0	0	0	0	چشما
spectacular	0	1	0	0	0	0	0	0	1	0	شاندار
spectator	0	0	0	0	0	0	0	0	0	0	تماشائي
specter	0	0	0	1	0	1	0	1	0	0	تماشو
spectral	0	0	0	0	0	1	0	0	0	0	چشمي
spectrometer	0	0	0	0	0	0	0	0	0	0	اسپيڪٽرو ميٽر
spectrophotometer	0	0	0	0	0	0	0	0	0	0	spectrophotometer
spectroscopy	0	0	0	0	0	0	0	0	0	0	spectroscopy
spectrum	0	0	0	0	0	0	0	0	0	0	اسپيڪٽرم
speculate	0	0	0	0	0	0	0	0	0	0	اندازو لڳائڻ
speculation	0	0	0	1	0	1	0	1	0	0	قياس
speculative	0	1	0	0	0	0	0	0	0	0	اندازو لڳائڻ وارو
speculum	0	0	0	0	0	0	0	0	0	0	چشمو
speech	0	0	0	0	0	0	1	0	0	0	تقرير
speechless	0	0	0	0	0	0	0	0	0	0	بي زبان
speed	0	0	0	0	0	0	0	0	0	0	رفتار
speedily	0	0	0	0	0	0	0	0	0	0	تيزي سان
speedometer	0	0	0	0	0	0	0	0	0	0	اسپيڊ ميٽر
speedway	0	0	0	0	0	0	0	0	0	0	اسپيڊ وي
speedy	0	0	0	0	0	0	1	0	0	0	تيز
spellbound	0	0	0	0	0	0	0	0	0	0	جادوگر
spelling	0	0	0	0	0	0	1	0	0	0	اسپيلنگ
spencer	0	0	0	0	0	0	0	0	0	0	اسپينسر
spend	0	0	0	0	0	0	0	0	0	0	خرچ ڪرڻ
spent	0	0	0	0	0	1	0	0	0	0	خرچ
sperm	0	0	0	0	0	0	0	0	0	0	سپرم
spew	0	0	1	0	0	0	0	0	0	0	وجھڻ
sphere	0	0	0	0	0	0	0	0	0	0	دائرو
spherical	0	0	0	0	0	0	0	0	0	0	گولي وارو
sphinx	0	0	0	0	0	0	0	0	0	0	اسفنڪس
spice	0	0	0	0	0	0	1	0	0	0	مصالحو
spicy	0	0	0	0	0	0	0	0	0	0	مصالحو
spider	0	0	1	1	0	0	0	0	0	0	مکڙي
spigot	0	0	0	0	0	0	0	0	0	0	ٿلهو
spike	0	0	0	1	0	0	0	0	0	0	اسپيڪ
spiked	0	0	0	0	0	0	0	0	0	0	چمڪندڙ
spiky	0	0	0	0	0	0	0	0	0	0	چمڪدار
spill	0	0	0	0	0	0	0	0	0	0	ڦٽڻ
spin	0	0	0	0	0	0	0	0	0	0	گھمڻ
spinal	0	0	0	0	0	0	0	0	0	0	اسپينل
spindle	0	0	0	0	0	0	0	0	0	0	اسپنڊل
spine	1	0	0	0	0	1	1	0	0	0	اسپائن
spinning	0	0	0	0	0	0	0	0	0	0	گھمڻ
spinster	0	0	0	1	0	1	0	1	0	0	اسپنٽر
spiny	0	0	0	0	0	0	0	0	0	0	چمڪدار
spiral	0	0	0	0	0	0	0	0	0	0	سرپل
spire	0	0	0	0	0	0	0	0	0	0	اسپائر
spirit	0	0	0	0	0	0	1	0	0	0	روح
spirits	0	1	0	0	1	0	1	0	1	0	روح
spiritual	0	0	0	0	0	0	0	0	0	0	روحاني
spirituality	0	0	0	0	0	0	0	0	0	0	روحانيت
spit	0	0	1	0	0	0	0	0	0	0	ٿڪڻ
spite	1	0	0	0	0	1	0	0	0	0	باوجود
spiteful	1	0	0	0	0	1	0	0	0	0	ڪاوڙيل
splash	0	0	0	0	0	0	0	0	1	0	ڦاٽڻ
spleen	0	0	0	0	0	0	0	0	0	0	تِلي
splendid	0	0	0	0	1	0	1	0	1	0	شاندار
splendor	0	1	0	0	1	0	1	0	1	0	شان
splice	0	0	0	0	0	0	0	0	0	0	ورهائڻ
spline	0	0	0	0	0	0	0	0	0	0	اسپلائن
splint	0	0	0	0	0	0	0	0	0	0	ڦاٽڻ
splinter	0	0	0	0	0	1	0	0	0	0	ڦاٽڻ
split	0	0	0	0	0	1	0	0	0	0	ورهائڻ
splitting	0	0	0	0	0	1	0	1	0	0	ورهائڻ
splurge	0	0	0	0	0	0	0	0	0	0	ڦاٽڻ
spoil	0	0	1	0	0	1	0	0	0	0	خراب ڪرڻ
spoiler	0	0	0	0	0	1	0	1	0	0	خراب ڪندڙ
spoiling	0	0	0	0	0	0	0	0	0	0	خراب ڪرڻ
spoke	0	0	0	0	0	1	0	0	0	0	ڳالهايو
spoken	0	0	0	0	0	0	0	0	0	0	ڳالهايو
spokesman	0	0	0	0	0	0	0	0	0	1	ترجمان
sponge	0	0	0	0	0	1	0	0	0	0	اسپنج
spongy	0	0	0	0	0	0	0	0	0	0	اسپنج
sponsor	0	0	0	0	0	0	1	0	0	1	اسپانسر
sponsorship	0	0	0	0	0	0	0	0	0	0	اسپانسرشپ
spoof	0	0	0	0	0	0	0	0	0	0	ٺڳي
spook	0	0	0	1	0	1	0	0	0	0	خوفناڪ
spoon	0	0	0	0	0	0	0	0	0	0	چمچو
spoonful	0	0	0	0	0	0	0	0	0	0	چمچو
sporadic	0	0	0	0	0	0	0	0	0	0	ڦورو
spore	0	0	0	0	0	0	0	0	0	0	بيضو
sport	0	0	0	0	0	0	0	0	0	0	راند
sporting	0	0	0	0	0	0	0	0	0	0	راندين
sports	0	0	0	0	0	0	0	0	0	0	راندين
sportsman	0	0	0	0	0	0	0	0	0	0	رانديگر
spot	0	0	0	0	0	0	0	0	0	0	جڳهه
spotless	0	0	0	0	0	0	1	0	0	1	بي داغ
spotted	0	0	0	0	0	0	0	0	0	0	ڏٺو ويو
spotty	0	0	0	0	0	0	0	0	0	0	داغدار
spousal	0	0	0	0	0	0	0	0	0	0	زال مڙس
spouse	0	0	0	0	1	0	1	0	0	1	زال
spout	0	0	0	0	0	0	0	0	0	0	ٿلهو
sprain	0	0	0	0	0	1	0	1	0	0	موچ
sprawl	0	0	0	0	0	0	0	0	0	0	پکيڙڻ
spray	0	0	0	0	0	0	0	0	0	0	اسپري
spread	0	0	0	0	0	0	0	0	0	0	ڦهلڻ
spree	0	0	0	0	0	1	0	0	0	0	جهيڙو
sprinkling	0	0	0	0	0	0	0	0	0	0	ڇاڻڻ
sprite	0	0	0	1	0	1	0	0	0	0	سپرائٽ
sprout	0	0	0	0	0	0	0	0	0	0	ٻوٽو
spruce	0	0	0	0	0	0	1	0	0	0	سپروس
spur	0	0	0	1	0	0	0	0	0	0	زور ڏيڻ
spurious	0	0	1	0	0	1	0	0	0	0	ڪوڙو
spurred	0	0	0	0	0	0	0	0	0	0	حوصلہ افزائي
spurt	0	0	0	0	0	0	0	0	0	0	تيز ٿيڻ
spy	0	0	0	0	0	0	0	0	0	0	جاسوس
squad	0	0	0	0	0	0	0	0	0	0	اسڪواڊ
squadron	0	0	0	0	0	0	0	0	0	0	اسڪواڊرن
squall	0	0	0	1	0	1	0	1	0	0	ڪڪر
squamous	0	0	0	0	0	0	0	0	0	0	اسڪواموس
square	0	0	0	0	0	0	0	0	0	0	چورس
squat	0	0	0	0	0	0	0	0	0	0	اسڪواٽ
squatter	0	0	0	0	0	1	0	0	0	0	اسڪواٽر
squeak	0	0	0	0	0	0	0	0	0	0	چيخ
squeal	0	0	0	0	0	0	0	0	0	0	گوڙ
squeamish	0	0	1	1	0	1	0	0	0	0	ٻرندڙ
squeeze	0	0	0	0	0	0	0	0	0	0	دٻائڻ
squeezing	0	0	0	0	0	0	0	0	0	0	نچوض ڪرڻ
squelch	1	0	1	0	0	1	0	0	0	0	ڇڪڻ
squint	0	0	0	0	0	0	0	0	0	0	چوڪيدار
squire	0	0	0	0	0	0	0	0	0	0	اسڪوائر
squirm	0	0	1	0	0	1	0	0	0	0	ڪڪر
squirrel	0	0	0	0	0	0	0	0	0	0	گليري
squirt	0	0	0	0	0	0	0	0	0	0	ٺڪر
stab	1	0	0	1	0	1	0	1	1	0	ڇڪڻ
stability	0	0	0	0	0	0	0	0	0	0	استحڪام
stable	0	0	0	0	0	0	1	0	0	1	مستحڪم
staccato	0	0	0	0	0	0	1	0	0	0	staccato
stack	0	0	0	0	0	0	0	0	0	0	اسٽيڪ
staff	0	0	0	0	0	0	0	0	0	0	عملو
stag	0	0	0	0	0	0	0	0	0	0	هرڻ
stage	0	0	0	0	0	0	0	0	0	0	اسٽيج
stagger	0	0	0	0	0	0	0	0	1	0	ڇڪڻ
staggering	0	0	0	0	0	1	0	0	0	0	حيران ڪندڙ
stagnant	0	0	0	0	0	1	0	1	0	0	جمود
stagnation	0	0	0	0	0	0	0	0	0	0	جمود
staid	0	0	0	0	0	0	0	0	0	0	بيٺو
stain	0	0	1	0	0	1	0	0	0	0	داغ
stainless	0	0	0	0	0	0	1	0	0	0	بي داغ
stair	0	0	0	0	0	0	0	0	0	0	ڏاڪڻ
staircase	0	0	0	0	0	0	0	0	0	0	ڏاڪڻ
stairway	0	0	0	0	0	0	0	0	0	0	ڏاڪڻ
stake	0	0	0	0	0	0	0	0	0	0	داغ
stale	0	0	0	0	0	1	0	0	0	0	باسي
stalemate	1	0	1	0	0	0	0	0	0	0	تعطل
