English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Hebrew Word
stateroom	0	0	0	0	0	0	0	0	0	0	תָא
statesman	0	0	0	0	0	0	0	0	0	0	מְדִינָאִי
static	0	0	0	0	0	0	0	0	0	0	סטָטִי
statics	0	0	0	0	0	0	0	0	0	0	סטטיסטיקות
station	0	0	0	0	0	0	0	0	0	0	תַחֲנָה
stationary	0	0	0	0	0	1	0	0	0	0	יַצִיב
stationery	0	0	0	0	0	0	0	0	0	0	מַכשִׁירֵי כְּתִיבָה
statistical	0	0	0	0	0	0	0	0	0	1	סטָטִיסטִי
statistician	0	0	0	0	0	0	0	0	0	0	סטָטִיסטִיקָן
stator	0	0	0	0	0	0	0	0	0	0	גַלגַל מְכַוֵן
statuary	0	0	0	0	0	0	0	0	0	0	פֶּסֶל
statue	0	0	0	0	0	0	1	0	0	0	פסל
statuette	0	0	0	0	0	0	0	0	0	0	פִּסלוֹן
stature	0	0	0	0	0	0	0	0	0	0	קוֹמָה
status	0	0	0	0	0	0	1	0	0	0	סטָטוּס
statute	0	0	0	0	0	0	0	0	0	0	חוֹק
statutory	0	0	0	0	0	0	0	0	0	0	מְעוּגָן בַּחוֹק
staunch	0	0	0	0	0	0	1	0	0	0	נֶאֱמָן
stave	0	0	0	0	0	1	0	0	0	0	מִשׁעֶנֶת
stay	0	0	0	0	0	0	0	0	0	0	שָׁהוּת
stayed	0	0	0	0	0	0	0	0	0	0	נשאר
stays	0	0	0	0	0	0	0	0	0	0	נשאר
stead	0	0	0	0	0	0	0	0	0	0	במקום
steadfast	0	0	0	0	0	0	1	0	0	1	איתן
steady	0	0	0	0	0	0	0	0	1	1	יַצִיב
steal	1	0	0	1	0	1	0	1	0	0	לִגנוֹב
stealing	0	0	1	1	0	1	0	0	0	0	גניבה
stealth	0	0	0	0	0	0	0	0	1	0	הִתגַנְבוּת
stealthily	0	0	0	0	0	0	0	0	1	0	בגניבה
stealthy	0	1	0	1	0	1	0	0	1	0	חֲשָׁאִי
steamboat	0	0	0	0	0	0	0	0	0	0	סירת מנוע
steamer	0	0	0	0	0	0	0	0	0	0	אֳנִיַת קִיטוֹר
steamroller	0	0	0	0	0	0	0	0	0	0	גלגלת קיטור
steamship	0	0	0	0	0	0	0	0	0	0	אֳנִיַת קִיטוֹר
steamy	0	0	0	0	0	0	0	0	0	0	מְאוּדֶה
steel	0	0	0	0	0	0	0	0	0	0	פְּלָדָה
steep	0	0	0	0	0	0	0	0	0	0	תָלוּל
steeple	0	0	0	0	0	0	0	0	0	0	צָרִיחַ
steer	0	0	0	0	0	0	0	0	0	0	לְהַטוֹת
stellar	0	0	0	0	0	0	1	0	0	0	כּוֹכָבִי
stem	0	0	0	0	0	0	0	0	0	0	גֶזַע
stench	0	0	0	0	0	0	0	0	0	0	צַחֲנָה
stencil	0	0	0	0	0	0	0	0	0	0	סטֶנסִיל
step	0	0	0	0	0	0	0	0	0	0	שלב
steppe	0	0	0	0	0	0	0	0	0	0	עֲרָבָה
steps	0	0	0	0	0	0	0	0	0	0	צעדים
stereoscopic	0	0	0	0	0	0	0	0	0	0	סטריאוסקופית
stereotype	0	0	0	0	0	1	0	0	0	0	סטֵרֵאוֹטִיפּ
stereotyped	0	0	0	0	0	1	0	0	0	0	סטריאוטיפי
sterile	0	0	0	0	0	1	0	1	0	0	סטֵרִילִי
sterility	0	0	0	0	0	1	0	0	0	0	עֲקָרוּת
sterling	1	1	0	0	1	1	1	0	0	1	שׁטֶרלִינג
stern	0	0	0	0	0	1	0	0	0	0	ירכתי ספינה
stethoscope	0	0	0	0	0	0	0	0	0	0	מַסכֵּת
stew	0	0	0	0	0	0	0	0	0	0	נזיד
steward	0	0	0	0	0	0	1	0	0	1	מֶלְצַר
stewardship	0	0	0	0	0	0	0	0	0	0	סַדרָנוּת
stick	0	0	0	0	0	0	0	0	0	0	מקל
sticking	0	0	0	0	0	0	0	0	0	0	דִבּוּק
sticky	0	0	1	0	0	0	0	0	0	0	דָבִיק
stiff	0	0	0	0	0	1	0	0	0	0	נוּקשֶׁה
stiffen	0	0	0	0	0	0	0	0	0	0	לְהַקְשִׁיחַ
stiffness	0	0	0	0	0	1	0	0	0	0	נוּקְשׁוּת
stifle	0	0	0	0	0	1	0	0	0	0	לְהַחנִיק
stifled	1	0	0	1	0	1	0	1	0	0	חָנוּק
stifling	0	0	0	0	0	0	0	0	0	0	מַחֲנִיק
stigma	1	0	1	1	0	1	0	1	0	0	סטִיגמָה
stile	0	0	0	0	0	0	0	0	0	0	מַדרֵגוֹת
stiletto	0	0	0	0	0	0	0	0	0	0	פִּגיוֹן
stillborn	0	0	0	0	0	1	0	1	0	0	נוֹלָד מֵת
stillness	0	0	0	1	0	0	1	1	0	0	דוּמִיָה
stilts	0	0	0	0	0	0	0	0	0	0	קַבַּיִם
stimulant	0	0	0	0	0	0	0	0	0	0	מַמרִיץ
stimulation	0	0	0	0	0	0	0	0	0	0	גְרִיָה
stimulus	0	0	0	0	0	0	0	0	0	0	גירוי
sting	1	0	0	1	0	1	0	0	0	0	לַעֲקוֹץ
stinging	0	0	0	0	0	1	0	0	0	0	עוקץ
stingy	1	0	1	1	0	1	0	1	0	0	קַמצָן
stink	0	0	1	0	0	1	0	0	0	0	לְהַסרִיחַ
stinking	0	0	1	0	0	1	0	0	0	0	מַסרִיחַ
stint	0	0	0	1	0	1	0	1	0	0	לְקַמֵץ
stipulate	0	0	0	0	0	0	0	0	0	0	לְהַתְנוֹת
stipulation	0	0	0	0	0	0	0	0	0	0	תְנָיָה
stir	0	0	0	0	0	0	0	0	0	0	לְרַגֵשׁ
stirring	0	0	0	0	0	0	0	0	0	0	בְּחִישָׁה
stitch	0	0	0	0	0	0	0	0	0	0	תפר
stock	0	0	0	0	0	0	0	0	0	0	המניה
stockbroker	0	0	0	0	0	0	0	0	0	0	בְּרוֹקֶר
stocking	0	0	0	0	0	0	0	0	0	0	גֶרֶב
stocks	0	0	0	0	0	1	0	0	0	0	מניות
stole	0	0	0	0	0	0	0	0	0	0	צָעִיף
stolen	1	0	0	0	0	1	0	0	0	0	גָנוּב
stomach	0	0	1	0	0	0	0	0	0	0	בֶּטֶן
stone	1	0	0	0	0	1	0	0	0	0	אֶבֶן
stoned	0	0	0	0	0	1	0	0	0	0	מַסטוּל
stoneware	0	0	0	0	0	0	0	0	0	0	כְּלֵי חֶרֶס
stony	0	0	0	0	0	0	0	0	0	0	סַלעִי
stool	0	0	0	0	0	0	0	0	0	0	שְׁרַפרַף
stools	0	0	1	0	0	1	0	0	0	0	צואה
stoop	0	0	0	0	0	0	0	0	0	0	לְהִתְכּוֹפֵף
stop	0	0	0	0	0	0	0	0	0	0	תפסיק
stoppage	0	0	0	0	0	1	0	0	0	0	עֲצִירָה
stopper	0	0	0	0	0	0	0	0	0	0	פְּקָק
stopping	0	0	0	0	0	0	0	0	0	0	סְתִימָה
stopwatch	0	0	0	0	0	0	0	0	0	0	סטוֹפֶּר
storage	0	0	0	0	0	0	0	0	0	0	אִחסוּן
store	0	1	0	0	0	0	1	0	0	0	חנות
storehouse	0	0	0	0	0	0	0	0	0	0	מַחסָן
storing	0	0	0	0	0	0	0	0	0	0	אחסון
storm	1	0	0	0	0	1	0	0	0	0	סערה
storming	1	0	0	0	0	0	0	0	0	0	גוֹעֵשׁ
stormy	0	0	0	1	0	1	0	0	0	0	סוֹעֵר
story	0	0	0	0	0	0	0	0	0	0	כַּתָבָה
stout	0	0	0	0	0	0	0	0	0	0	סטָאוּט
stove	0	0	0	0	0	0	0	0	0	0	תַנוּר
stow	0	0	0	0	0	0	0	0	0	0	לְאַחסֵן
straddle	0	0	0	0	0	0	0	0	0	0	לְפַשֵׂק
straighten	0	0	0	0	0	0	0	0	0	0	לְסַדֵר
straightforward	0	0	0	0	0	0	1	0	0	1	פָּשׁוּט
straightway	0	0	0	0	0	0	0	0	0	0	לְאַלתַר
strained	1	0	0	0	0	1	0	0	0	0	מָתוּחַ
strait	0	0	0	0	0	0	0	0	0	0	מֵצַר
straits	0	0	0	1	0	1	0	0	0	0	מְצוּקָה
strand	0	0	0	0	0	0	0	0	0	0	גָדִיל
stranded	0	0	0	0	0	1	0	0	0	0	נָטוּשׁ
stranger	0	0	0	1	0	1	0	0	0	0	זָר
strangle	1	0	1	1	0	1	0	1	1	0	לַחֲנוֹק
strap	0	0	0	0	0	0	0	0	0	0	רצועה
strapping	0	0	0	0	0	0	0	0	0	0	חָסוּן וְגָבוֹהָ
strata	0	0	0	0	0	0	0	0	0	0	רְבָדִים
strategic	0	0	0	0	0	0	1	0	0	0	אסטרטגי
strategist	0	1	0	0	0	0	1	0	0	1	תַכסִיסָן
strategy	0	0	0	0	0	0	0	0	0	0	אִסטרָטֶגִיָה
stratification	0	0	0	0	0	0	0	0	0	0	רִבּוּד
stratum	0	0	0	0	0	0	0	0	0	0	שִׁכבָה
stratus	0	0	0	0	0	0	0	0	0	0	שכבה
straw	0	0	0	0	0	0	0	0	0	0	קש
stray	0	0	0	0	0	1	0	0	0	0	לִסְטוֹת
streak	0	0	0	0	0	0	0	0	0	0	פַּס
streaked	0	0	0	0	0	0	0	0	0	0	מפוספס
stream	0	0	0	0	0	0	0	0	0	0	זרם
streamer	0	0	0	0	0	0	0	0	0	0	דִגלוֹן
streaming	0	0	0	0	0	0	0	0	0	0	נְהִירָה
street	0	0	0	0	0	0	0	0	0	0	רְחוֹב
strength	0	0	0	0	0	0	1	0	0	1	כוח
strengthen	0	0	0	0	0	0	1	0	0	0	לְחַזֵק
strengthening	0	0	0	0	1	0	1	0	0	1	הִתחַזְקוּת
strenuous	0	0	0	0	0	0	0	0	0	0	מְאוּמָץ
stress	0	0	0	0	0	1	0	0	0	0	לחץ
stretch	0	0	0	0	0	0	0	0	0	0	לִמְתוֹחַ
stretcher	0	0	0	1	0	0	0	1	0	0	אֲלוּנקָה
stricken	0	0	0	0	0	0	0	1	0	0	מוּכֶּה
stride	0	0	0	0	0	0	0	0	0	0	לִצְעוֹד
strife	1	0	0	0	0	1	0	0	0	0	מְרִיבָה
strike	1	0	0	0	0	1	0	0	0	0	לְהַכּוֹת
striking	0	0	0	0	0	0	1	0	0	0	מהמם
strikingly	0	0	0	0	0	0	1	0	0	0	באופן מדהים
string	0	0	0	0	0	0	0	0	0	0	חוּט
stringy	0	0	0	0	0	0	0	0	0	0	חוּטִי
strip	0	0	0	0	0	1	0	1	0	0	לְהִתְפַּשֵׁט
stripe	0	0	0	0	0	1	0	0	0	0	פס
stripped	1	1	1	1	0	1	0	1	0	0	חָשׂוּף
strive	0	1	0	0	0	0	0	0	0	0	לִשְׁאוֹף
strobe	0	0	0	0	0	0	0	0	0	0	strobe
stroke	0	0	0	1	0	1	0	1	0	0	שבץ
stroll	0	0	0	0	0	0	0	0	0	0	לְהִתְהַלֵך
stronghold	0	0	0	0	0	0	0	0	0	0	מָעוֹז
strongly	0	0	0	0	0	0	1	0	0	0	בְּתוֹקֶף
structural	0	0	0	0	0	0	0	0	0	1	מִבנִי
structure	0	0	0	0	0	0	1	0	0	1	מִבְנֶה
struggle	1	0	0	1	0	1	0	1	0	0	מַאֲבָק
strut	0	0	0	0	0	1	0	0	0	0	יָתֵד
stubble	0	0	0	0	0	0	0	0	0	0	זִיפֵי זָקָן
stubbornness	0	0	0	0	0	0	0	0	0	0	עקשנות
stubby	0	0	0	0	0	0	0	0	0	0	קָצָר וְעָבֶה
stucco	0	0	0	0	0	0	0	0	0	0	טִיחַ הַתָזָה
stuck	0	0	0	0	0	0	0	0	0	0	תָקוּעַ
stud	0	0	0	0	0	0	1	0	0	0	סוּס הַרבָּעָה
studded	0	0	0	0	0	0	0	0	0	0	משובץ
student	0	0	0	0	0	0	0	0	0	0	סטוּדֶנט
studied	0	0	0	0	0	0	0	0	0	0	מְחוֹשָׁב
studio	0	0	0	0	0	0	0	0	0	0	סטוּדִיוֹ
study	0	0	0	0	0	0	1	0	0	0	לימוד
stuff	0	0	0	0	0	0	0	0	0	0	דברים
stuffing	0	0	0	0	0	0	0	0	0	0	מְלִית
stuffy	0	0	0	0	0	1	0	0	0	0	מַחֲנִיק
stumble	0	0	0	0	0	1	0	0	0	0	לִמְעוֹד
stump	0	0	0	0	0	0	0	0	0	0	גֶדֶם
stunned	0	0	0	1	0	1	0	0	1	0	הָמוּם
stunt	0	0	0	0	0	0	0	0	0	0	לְעַכֵּב
stunted	0	0	0	0	0	1	0	0	0	0	נבדל
stupendous	0	0	0	0	0	0	0	0	0	0	כַּבִּיר
stupid	0	0	0	0	0	1	0	0	0	0	מְטוּפָּשׁ
stupidity	0	0	0	0	0	1	0	0	0	0	טִפּשׁוּת
stupor	0	0	0	0	0	1	0	0	0	0	קֵהוּת
sturdy	0	0	0	0	0	0	1	0	0	0	חָסוֹן
sturgeon	0	0	0	0	0	0	0	0	0	0	חִדקָן
stutter	0	0	0	0	0	0	0	0	0	0	לְגַמגֵם
sty	0	0	1	0	0	1	0	0	0	0	דִיר חֲזִירִים
style	0	0	0	0	0	0	0	0	0	0	סִגְנוֹן
stylish	0	0	0	0	0	0	0	0	0	0	מסוגנן
subatomic	0	0	0	0	0	0	0	0	0	0	תת-אטומי
subcommittee	0	0	0	0	0	0	0	0	0	0	וַעֲדַת מִשׁנֶה
subconscious	0	0	0	0	0	0	0	0	0	0	תַת הַכָּרָתִי
subcutaneous	0	0	0	0	0	0	0	0	0	0	תַת עוֹרִי
subdivide	0	0	0	0	0	0	0	0	0	0	לְסַעֵף
subdivision	0	0	0	0	0	0	0	0	0	0	תַת מַחלָקָה
subduction	0	0	0	0	0	0	0	0	0	0	הנפה
subdue	0	0	0	0	0	1	0	0	0	0	לְהַכנִיעַ
subdued	0	0	0	0	0	0	0	0	0	0	מאופק
subito	0	0	0	0	0	0	0	0	1	0	subito
subject	0	0	0	0	0	1	0	0	0	0	נושא
subjected	0	0	0	0	0	1	0	1	0	0	נתון
subjection	0	0	0	0	0	1	0	0	0	0	הִשׁתַעבְּדוּת
subjective	0	0	0	0	0	0	0	0	0	0	סובייקטיבי
subjugation	1	0	1	1	0	1	0	1	0	0	שִׁעבּוּד
sublimation	0	0	0	0	1	0	1	0	0	0	הַאֲצָלָה
subliminal	0	0	0	0	0	0	0	0	0	0	תַת הַכָּרָתִי
submarine	0	0	0	0	0	0	0	0	0	0	צוֹלֶלֶת
submerged	0	0	0	0	0	0	0	0	0	0	שָׁקוּעַ
submersible	0	0	0	0	0	0	0	0	0	0	צוללת
submission	0	0	0	0	0	0	0	0	0	0	כניעה
submit	0	1	0	0	0	0	0	0	0	0	שלח
subordinate	0	0	0	1	0	1	0	0	0	0	כָּפוּף
subordination	0	0	0	0	0	0	0	0	0	0	כְּפִיפוּת
subplot	0	0	0	0	0	0	0	0	0	0	עלילת משנה
subpoena	0	0	0	0	0	1	0	0	0	0	הַזמָנָה
subscribe	0	1	0	0	0	0	0	0	0	0	להירשם
subscription	0	0	0	0	0	0	0	0	0	0	מִנוּי
subsequence	0	0	0	0	0	0	0	0	0	0	המשך
subsequent	0	0	0	0	0	0	0	0	0	0	לאחר מכן
subsequently	0	0	0	0	0	0	0	0	0	0	כתוצאה מכך
subset	0	0	0	0	0	0	0	0	0	0	תת-קבוצה
subside	0	0	0	0	0	0	0	0	0	0	לִשְׁקוֹעַ
subsidence	0	0	0	0	0	1	0	1	0	0	שְׁקִיעָה
subsidiary	0	0	0	0	0	0	0	0	0	0	חברה בת
subsidize	0	0	0	0	0	0	0	0	0	0	לְסַבְּסֵד
subsidy	1	0	1	0	0	1	0	0	0	0	סוּבּסִידִיָה
subsist	0	0	0	0	0	1	0	0	0	0	להתקיים
subsistence	0	0	0	0	0	0	0	0	0	0	קִיוּם
subsoil	0	0	0	0	0	0	0	0	0	0	תַשׁתִית
substance	0	0	0	0	0	0	1	0	0	0	חומר
substantially	0	0	0	0	0	0	0	0	0	0	באופן מהותי
substantiate	0	0	0	0	0	0	0	0	0	1	לְהוֹכִיחַ
substantive	0	0	0	0	0	0	1	0	0	0	מַמָשִׁי
substitute	0	0	0	0	0	0	0	0	0	0	תחליף
substituted	0	0	0	0	0	0	0	0	0	0	מוחלף
substitution	0	0	0	0	0	0	0	0	0	0	החלפה
substructure	0	0	0	0	0	0	0	0	0	0	מַסָד
subterranean	0	0	0	0	0	0	0	0	0	0	תַת קַרקַעִי
subtle	0	0	0	0	0	0	0	0	0	0	עָדִין
subtlety	0	0	0	0	0	0	0	0	0	0	עֲדִינוּת
subtract	0	0	0	0	0	1	0	0	0	0	להחסיר
subtraction	0	0	0	0	0	0	0	0	0	0	חִסוּר
subtype	0	0	0	0	0	0	0	0	0	0	תת סוג
suburb	0	0	0	0	0	0	0	0	0	0	פרבר
suburban	0	0	0	0	0	0	0	0	0	0	פַּרבַרִי
suburbs	0	0	0	0	0	0	0	0	0	0	פרברים
subversion	1	0	0	1	0	1	0	0	0	0	חַתרָנוּת
subversive	1	0	0	0	0	1	0	0	1	0	חַתרָנִי
subvert	0	0	1	1	0	1	0	1	0	0	לְעַרְעֵר
subway	0	0	0	0	0	0	0	0	0	0	רכבת תחתית
succeed	0	1	0	0	1	0	1	0	1	1	מצליח
succeeding	0	1	0	0	1	0	1	0	0	1	מצליחים
success	0	1	0	0	1	0	1	0	0	0	הַצלָחָה
successful	0	1	0	0	1	0	1	0	0	1	מוּצלָח
succession	0	0	0	0	0	0	0	0	0	0	יְרוּשָׁה
successive	0	0	0	0	0	0	0	0	0	0	רצוף
successor	0	0	0	0	0	0	0	0	0	0	יוֹרֵשׁ
succinct	0	0	0	0	0	0	1	0	0	0	תַמצִיתִי
succulent	0	0	0	0	0	1	1	0	0	0	עֲסִיסִי
succumb	0	0	0	0	0	1	0	0	0	0	לְהִכָּנֵעַ
suck	0	0	0	0	0	1	0	0	0	0	לִמְצוֹץ
sucker	1	0	0	0	0	1	0	0	0	0	פֶּתִי
sucking	0	0	0	0	0	0	0	0	0	0	יְנִיקָה
suckling	0	0	0	0	0	0	0	0	0	0	יְנִיקָה
suction	0	0	0	0	0	0	0	0	0	0	יְנִיקָה
sudden	0	0	0	0	0	0	0	0	1	0	פִּתְאוֹמִי
suddenly	0	0	0	0	0	0	0	0	1	0	פִּתְאוֹם
sue	1	0	0	0	0	1	0	1	0	0	לתבוע
suffer	0	0	0	0	0	1	0	0	0	0	סובל
sufferer	0	0	0	1	0	1	0	1	0	0	סובל
suffering	0	0	1	1	0	1	0	1	0	0	סֵבֶל
suffice	0	0	0	0	0	0	0	0	0	0	לְהַספִּיק
sufficiency	0	0	0	0	0	0	1	0	0	0	הִסתַפְּקוּת
sufficient	0	0	0	0	0	0	0	0	0	0	מַסְפִּיק
sufficiently	0	0	0	0	0	0	0	0	0	0	מספיק
suffix	0	0	0	0	0	0	0	0	0	0	סִיוֹמֶת
suffocating	0	0	1	1	0	1	0	1	0	0	מחנק
suffocation	1	0	0	1	0	1	0	0	0	0	חֶנֶק
sugar	0	0	0	0	0	0	1	0	0	0	סוכר
suggest	0	0	0	0	0	0	0	0	0	1	לְהַצִיעַ
suggestion	0	0	0	0	0	0	0	0	0	0	הַצָעָה
suggestive	0	0	0	0	0	0	0	0	0	0	מְרַמֵז
suicidal	1	0	1	1	0	1	0	1	0	0	הִתאַבְּדוּתִי
suicide	1	0	0	1	0	1	0	1	0	0	הִתאַבְּדוּת
suit	0	0	0	0	0	0	0	0	0	0	חליפה
suitable	0	0	0	0	0	0	1	0	0	0	מַתְאִים
suite	0	0	0	0	0	0	0	0	0	0	סְוִיטָה
suitor	0	0	0	0	0	0	0	0	0	0	מְחַזֵר
sullen	1	0	0	0	0	1	0	1	0	0	קוֹדֵר
sulphur	0	0	0	0	0	0	0	0	0	0	גוֹפרִית
sultan	0	0	0	1	0	0	0	0	0	0	סולטן
sultry	0	0	0	0	0	0	1	0	0	0	מַחֲנִיק
sum	0	0	0	0	0	0	0	0	0	0	סְכוּם
summarily	0	0	0	0	0	0	0	0	0	0	לסיכום
summarize	0	0	0	0	0	0	0	0	0	0	לְסַכֵּם
summary	0	0	0	0	0	0	0	0	0	0	סיכום
summation	0	0	0	0	0	0	0	0	0	0	סיכום
summer	0	0	0	0	0	0	0	0	0	0	קַיִץ
summit	0	0	0	0	0	0	0	0	0	0	פִּסגָה
summon	0	0	0	0	0	0	0	0	0	0	לְזַמֵן
summons	0	0	0	0	0	1	0	0	0	0	הַזמָנָה
sumo	0	0	0	0	0	0	0	0	0	0	סומו
sump	0	0	1	0	0	0	0	0	0	0	עוּקָה
sumptuous	0	0	0	0	0	0	0	0	0	0	מְפוֹאָר
sun	0	1	0	0	1	0	1	0	1	1	שמש
sunbeam	0	0	0	0	0	0	0	0	0	0	קֶרֶן שֶׁמֶשׁ
sundial	0	1	0	0	0	0	0	0	0	1	שָׁעוֹן שֶׁמֶשׁ
sundown	0	0	0	0	0	0	0	0	0	0	שקיעה
sundry	0	0	0	0	0	0	0	0	0	0	שונות
sunglass	0	0	0	0	0	0	0	0	0	0	משקפי שמש
sunglasses	0	0	0	0	0	0	0	0	0	0	מישקפי שמש
sunk	0	0	1	1	0	1	0	1	0	0	שקוע
sunless	0	0	0	0	0	0	0	0	0	0	ללא שמש
sunlight	0	0	0	0	0	0	0	0	0	0	אוֹר שֶׁמֶשׁ
sunny	0	1	0	0	1	0	1	0	1	0	שִׁמשִׁי
sunrise	0	0	0	0	0	0	0	0	0	0	זריחה
sunset	0	1	0	0	0	0	1	0	0	0	שקיעת השמש
sunshine	0	0	0	0	1	0	1	0	0	0	אוֹר שֶׁמֶשׁ
superannuation	0	0	0	0	0	0	0	0	0	0	פנסיה
superb	0	0	0	0	0	0	1	0	0	0	מְצוּיָן
superficial	0	0	0	0	0	1	0	0	0	0	שטחי
superfluous	0	0	0	0	0	1	0	0	0	0	מְיוּתָר
superhuman	0	0	0	0	0	0	1	0	0	0	על אנושי
superimposed	0	0	0	0	0	0	0	0	0	0	מוטל מעל
superintendent	0	0	0	0	0	0	0	0	0	0	מְפַקֵחַ
superior	0	0	0	0	0	0	1	0	0	0	עליון
superiority	0	0	0	0	0	0	1	0	0	0	עֶליוֹנוּת
superlative	0	0	0	0	0	0	0	0	0	0	מוּפלָג
superman	0	0	0	0	1	0	1	0	0	1	סוּפֶּרמֶן
supermarket	0	0	0	0	0	0	0	0	0	0	סוּפֶּרמַרקֶט
supernatant	0	0	0	0	0	0	0	0	0	0	סופרנטנט
supernatural	0	0	0	0	0	0	0	0	0	0	עַל טִבעִי
superposition	0	0	0	0	0	0	0	0	0	0	חֲפִיפָה
supersede	0	0	0	0	0	0	0	0	0	0	מחליף
superstar	0	0	0	0	1	0	1	0	0	1	כוכב על
superstition	0	0	0	1	0	1	1	0	0	0	אֱמוּנָה טְפֵלָה
superstitious	0	1	0	1	0	1	0	0	0	0	אמונות טפלות
supervise	0	0	0	0	0	0	0	0	0	0	לְפַקֵחַ
supervision	0	0	0	0	0	0	0	0	0	0	הַשׁגָחָה
supervisor	0	0	0	0	0	0	0	0	0	0	מְפַקֵחַ
supper	0	0	0	0	0	0	0	0	0	0	אֲרוּחַת עֶרֶב
supplant	0	0	0	0	0	0	0	0	0	0	להחליף
supple	0	0	0	0	0	0	0	0	0	0	גָמִישׁ
supplement	0	0	0	0	0	0	0	0	0	0	לְהַשְׁלִים
supplemental	0	0	0	0	0	0	0	0	0	0	משלים
supplementary	0	0	0	0	0	0	0	0	0	0	מַשׁלִים
supplication	0	0	0	0	0	0	1	0	0	1	תַחֲנוּן
supplies	0	0	0	0	0	0	1	0	0	0	אספקה
supply	0	0	0	0	0	0	1	0	0	0	לְסַפֵּק
supported	0	0	0	0	0	0	1	0	0	0	נתמך
supporter	0	0	0	0	1	0	1	0	0	1	תוֹמֵך
supporters	0	0	0	0	0	0	0	0	0	0	תומכים
supporting	0	0	0	0	0	0	1	0	0	1	תומך
suppose	0	0	0	0	0	0	0	0	0	0	לְהַנִיחַ
supposing	0	0	0	0	0	0	0	0	0	0	מניחה
supposition	0	0	0	0	0	0	0	0	0	0	הַנָחָה
suppress	1	0	0	1	0	1	0	1	0	0	לדכא
suppression	1	0	1	1	0	1	0	0	0	0	הַדחָקָה
supremacy	1	1	0	1	1	1	1	0	1	1	עֶליוֹנוּת
supreme	0	0	0	0	0	0	1	0	0	0	עֶלִיוֹן
supremely	0	0	0	0	0	0	1	0	0	0	בצורה עילאית
surcharge	1	0	0	0	0	1	0	0	0	0	תַשׁלוּם נוֹסָף
surety	0	0	0	0	0	0	1	0	0	1	עֲרֵבוּת
surf	0	0	0	0	0	0	0	0	0	0	לִגלוֹשׁ
surface	0	0	0	0	0	0	0	0	0	0	משטח
surge	0	0	0	0	0	0	0	0	1	0	לְהִתְנַחְשֵׁל
surgeon	0	0	0	0	0	0	0	0	0	0	מְנַתֵחַ
surgery	0	0	0	1	0	0	0	1	0	0	כִּירוּרגִיָה
surly	1	0	1	0	0	1	0	0	0	0	זָעוּף
surmise	0	0	0	0	0	0	1	0	0	0	לְשַׁעֵר
surname	0	0	0	0	0	0	0	0	0	0	שֵׁם מִשׁפָּחָה
surpassing	0	0	0	0	0	0	1	0	0	0	מְצוּיָן
surplus	0	0	0	0	0	0	0	0	0	0	עוֹדֵף
surprise	0	0	0	1	1	0	1	0	1	0	הַפתָעָה
surprised	0	0	0	0	0	0	0	0	1	0	מוּפתָע
surprising	0	0	0	0	0	0	0	0	1	0	מַפתִיעַ
surprisingly	0	1	0	0	0	0	0	0	1	0	למרבה ההפתעה
surrender	0	0	0	1	0	1	0	1	0	0	כְּנִיעָה
surrendering	0	0	0	0	0	1	0	1	0	0	נכנע
surrogate	0	0	0	0	0	0	0	0	0	1	תַחֲלִיף
surround	0	1	0	0	0	1	1	0	0	0	לְהַקִיף
surrounding	0	0	0	0	0	0	0	0	0	0	מַקִיף
surroundings	0	0	0	0	0	0	0	0	0	0	הסביבה
surveillance	0	0	0	1	0	0	0	0	0	0	הַשׁגָחָה
survey	0	0	0	0	0	0	0	0	0	0	סֶקֶר
surveying	0	0	0	0	0	0	1	0	0	0	מדידות
surveyor	0	0	0	0	0	0	0	0	0	0	מוֹדֵד
survival	0	0	0	0	0	0	0	0	0	0	הישרדות
survive	0	0	0	0	0	0	1	0	0	0	לִשְׂרוֹד
surviving	0	0	0	0	0	0	0	0	0	0	לשרוד
susceptibility	0	0	0	0	0	0	0	0	0	0	רְגִישׁוּת
susceptible	0	0	0	0	0	1	0	0	0	0	רָגִישׁ
suspect	0	0	0	1	0	1	0	0	0	0	חָשׁוּד
suspected	0	0	0	0	0	0	0	0	0	0	חשוד
suspend	0	0	0	0	0	0	0	0	0	0	לְהַשְׁעוֹת
suspended	0	0	0	0	0	0	0	0	0	0	מוּשׁהֶה
suspenders	0	0	0	0	0	0	0	0	0	0	בִּירִיוֹת
suspense	0	1	0	1	0	0	0	0	1	0	מֶתַח
suspension	0	0	0	1	0	1	0	0	0	0	הַשׁעָיָה
suspicion	0	0	0	1	0	1	0	0	0	0	חֲשָׁד
suspicions	0	0	0	0	0	0	0	0	0	0	חשדות
suspicious	1	1	0	0	0	1	0	0	0	0	חָשׁוּד
sustained	0	0	0	0	0	0	0	0	0	0	ממושך
sustenance	0	0	0	0	0	0	0	0	0	0	מִחיָה
suture	0	0	0	0	0	0	0	0	0	0	תֶפֶר
swab	0	0	0	0	0	1	0	0	0	0	סְפוֹגִית
swag	0	0	0	0	0	0	0	0	0	0	הִתנוֹעֲעוּת
swagger	0	0	0	0	0	0	0	0	0	0	יְהִירוּת
swallow	0	0	0	0	0	0	0	0	0	0	לִבלוֹעַ
swamp	0	0	1	1	0	1	0	0	0	0	לְהַצִיף
swamped	0	0	0	0	0	0	0	0	0	0	מוצף
