English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Kyrgyz Word
recruit	0	0	0	0	0	0	0	0	0	0	жумушка алуу
recruiting	0	0	0	0	0	0	0	0	0	0	жалдоо
recruits	0	0	0	0	0	0	0	0	0	1	жалдоочулар
rectangle	0	0	0	0	0	0	0	0	0	0	тик бурчтук
rectangular	0	0	0	0	0	0	0	0	0	0	тик бурчтуу
rectification	0	0	0	0	0	0	0	0	0	0	оңдоо
rectify	0	0	0	0	0	0	1	0	0	0	оңдоо
rector	0	0	0	0	0	0	0	0	0	0	ректор
rectory	0	0	0	0	0	0	0	0	0	0	ректор
recumbent	0	0	0	0	0	0	0	0	0	0	жаткан
recuperation	0	0	0	0	0	0	0	0	0	0	калыбына келтирүү
recur	0	0	0	0	0	0	0	0	0	0	кайталануу
recurrence	0	0	0	0	0	0	0	0	0	0	кайталануу
recurrent	0	1	0	0	0	0	0	0	0	0	кайталануучу
recurring	0	0	0	0	0	0	0	0	0	0	кайталануучу
recursion	0	0	0	0	0	0	0	0	0	0	рекурсия
recursive	0	0	0	0	0	0	0	0	0	0	рекурсивдүү
recursively	0	0	0	0	0	0	0	0	0	0	рекурсивдүү
red	0	0	0	0	0	0	0	0	0	0	кызыл
reddish	0	0	0	0	0	0	0	0	0	0	кызгылт
redemption	0	0	0	0	0	0	1	0	0	0	кун
redness	0	0	0	0	0	0	0	0	0	0	кызаруу
redress	0	0	0	0	0	0	1	0	0	0	оңдоо
reduced	0	0	0	0	0	0	0	0	0	0	кыскартылган
reduction	0	0	0	0	0	0	0	0	0	0	кыскартуу
redundancy	0	0	0	0	0	0	0	0	0	0	ашыкчалык
redundant	0	0	0	0	0	1	0	0	0	0	ашыкча
reed	0	0	0	0	0	0	0	0	0	0	камыш
reef	0	0	0	0	0	0	0	0	0	0	риф
reefs	0	0	0	0	0	0	0	0	0	0	рифтер
reel	0	0	0	0	0	0	0	0	0	0	ролик
reestablish	0	0	0	0	0	0	0	0	0	0	кайра түзүү
referee	0	0	0	0	0	0	0	0	0	1	калыс
reference	0	0	0	0	0	0	0	0	0	0	шилтеме
referendum	0	0	0	0	0	0	0	0	0	0	референдум
refine	0	0	0	0	0	0	1	0	0	0	тактоо
refinement	0	0	0	0	0	0	1	0	0	0	тактоо
refinery	0	0	0	0	0	0	0	0	0	0	мунай иштетүүчү завод
refining	0	0	0	0	0	0	0	0	0	0	тазалоо
refit	0	0	0	0	0	0	0	0	0	0	калыбына келтирүү
reflect	0	0	0	0	0	0	0	0	0	0	чагылдыруу
reflecting	0	0	0	0	0	0	0	0	0	0	чагылдыруу
reflection	0	0	0	0	0	0	0	0	0	0	чагылдыруу
reflective	0	0	0	0	0	0	0	0	0	0	чагылдыруучу
reflector	0	0	0	0	0	0	0	0	0	0	рефлектор
reflex	0	0	0	0	0	0	0	0	1	0	рефлекс
reflux	0	0	1	0	0	1	0	0	0	0	рефлюкс
reform	0	0	0	0	0	0	1	0	0	0	реформа
reformation	0	0	0	0	0	0	1	0	0	0	реформалоо
reformer	0	0	0	0	0	0	1	0	0	0	реформатор
refraction	0	0	0	0	0	0	0	0	0	0	сынуу
refractor	0	0	0	0	0	0	0	0	0	0	рефрактор
refractory	0	0	0	0	0	1	0	0	0	0	отко чыдамдуу
refrain	0	0	0	0	0	0	0	0	0	0	кармануу
refraining	0	0	0	0	0	0	0	0	0	0	кармануу
refreshing	0	0	0	0	0	0	1	0	0	0	сергитүү
refrigerate	0	0	0	0	0	0	0	0	0	0	муздатуу
refrigeration	0	0	0	0	0	0	0	0	0	0	муздаткыч
refrigerator	0	0	0	0	0	0	0	0	0	0	муздаткыч
refuge	0	0	0	0	0	0	0	0	0	0	баш калкалоо
refugee	0	0	0	0	0	0	0	1	0	0	качкын
refund	0	0	0	0	0	0	0	0	0	0	кайтаруу
refurbish	0	0	0	0	0	0	1	0	0	0	жаңылоо
refusal	0	0	0	0	0	1	0	0	0	0	баш тартуу
refuse	0	0	0	0	0	1	0	0	0	0	баш тартуу
refused	0	0	0	0	0	1	0	1	0	0	баш тартты
refusing	0	0	0	0	0	0	0	0	0	0	баш тартуу
refutation	0	0	0	1	0	0	0	0	0	0	четке кагуу
refute	0	0	0	0	0	0	0	0	0	0	четке кагуу
regain	0	0	0	0	0	0	0	0	0	0	кайра алуу
regal	0	0	0	0	0	0	1	0	0	1	падышалык
regalia	0	0	0	0	0	0	0	0	0	0	регалия
regatta	0	1	0	0	0	0	0	0	0	0	регата
regency	0	0	0	0	0	0	0	0	0	0	регенсия
regenerate	0	0	0	0	0	0	0	0	0	0	кайра жаратуу
regeneration	0	0	0	0	0	0	0	0	0	0	регенерация
regent	0	0	0	0	0	0	1	0	0	1	регент
regime	0	0	0	0	0	0	0	0	0	0	режим
regimen	0	0	0	0	0	0	0	0	0	0	режим
regiment	0	0	0	1	0	0	0	0	0	0	полк
region	0	0	0	0	0	0	0	0	0	0	аймак
regional	0	0	0	0	0	0	0	0	0	0	аймактык
regionalism	0	0	0	0	0	0	0	0	0	0	регионализм
register	0	0	0	0	0	0	0	0	0	0	катталуу
registrar	0	0	0	0	0	0	0	0	0	0	каттоочу
registration	0	0	0	0	0	0	0	0	0	0	каттоо
registry	0	0	0	0	0	0	0	0	0	1	реестр
regress	0	0	0	0	0	1	0	0	0	0	регресс
regression	0	0	0	0	0	1	0	0	0	0	регрессия
regressive	0	0	0	0	0	1	1	0	0	0	регрессивдүү
regret	0	0	0	0	0	1	0	1	0	0	өкүнүү
regrettable	0	0	0	0	0	1	0	1	0	0	өкүнүчтүү
regretted	0	0	0	0	0	1	0	1	0	0	өкүндү
regretting	0	0	0	0	0	1	0	1	0	0	өкүнүү
regular	0	0	0	0	0	0	0	0	0	0	үзгүлтүксүз
regularity	0	1	0	0	0	0	1	0	0	1	мыйзамдуулук
regulars	0	0	0	0	0	0	0	0	0	0	үзгүлтүксүз
regulate	0	0	0	0	0	0	1	0	0	0	жөнгө салуу
regulated	0	0	0	0	0	0	0	0	0	0	жөнгө салынган
regulation	0	0	0	0	0	0	0	0	0	0	жөнгө салуу
regulatory	0	0	0	1	0	1	0	0	0	0	жөнгө салуучу
regurgitation	0	0	1	0	0	0	0	0	0	0	регургитация
rehabilitate	0	0	0	0	0	0	1	0	0	0	реабилитациялоо
rehabilitation	0	1	0	0	0	0	1	0	0	0	реабилитация
rehearsal	0	0	0	0	0	0	0	0	0	0	репетиция
reign	0	0	0	0	0	0	0	0	0	0	падышалык кылуу
reimburse	0	0	0	0	0	0	1	0	0	0	кайтарып берүү
reimbursement	0	0	0	0	0	0	1	0	0	1	ордун толтуруу
rein	0	0	0	0	0	1	0	0	0	0	тизгин
reindeer	0	0	0	0	0	0	0	0	0	0	түндүк бугу
reinforce	0	0	0	0	0	0	0	0	0	0	бекемдөө
reinforcement	0	0	0	0	0	0	1	0	0	1	бекемдөө
reinforcements	0	0	0	0	0	0	0	0	0	1	арматуралар
reins	0	0	0	0	0	0	0	0	0	0	тизгин
reinstall	0	0	0	0	0	0	0	0	0	0	кайра орнотуу
reinstate	0	0	0	0	0	0	1	0	0	0	калыбына келтирүү
reinstatement	0	0	0	0	0	0	0	0	0	0	калыбына келтирүү
reinvest	0	0	0	0	0	0	0	0	0	0	кайра инвестициялоо
reinvestment	0	0	0	0	0	0	0	0	0	0	кайра инвестициялоо
reiterate	0	0	0	0	0	0	0	0	0	0	кайталоо
reject	1	0	0	1	0	1	0	1	0	0	четке кагуу
rejected	0	0	0	0	0	1	0	0	0	0	четке кагылды
rejection	1	0	1	1	0	1	0	1	0	0	четке кагуу
rejects	1	0	0	1	0	1	0	1	0	0	четке кагат
rejoice	0	1	0	0	1	0	1	0	1	1	кубангыла
rejoicing	0	1	0	0	1	0	1	0	1	0	кубануу
rejoin	0	0	0	0	0	0	0	0	0	0	кайра кошулуу
rejuvenate	0	0	0	0	0	0	1	0	0	0	жашартуу
rejuvenated	0	0	0	0	0	0	1	0	0	0	жашарды
rekindle	0	1	0	1	1	1	1	0	1	0	кайра жандыруу
relapse	0	0	0	1	0	1	0	1	0	0	рецидив
relate	0	0	0	0	0	0	0	0	0	0	байланыштуу
related	0	0	0	0	0	0	0	0	0	1	байланыштуу
relation	0	0	0	0	0	0	0	0	0	0	мамиле
relationship	0	0	0	0	0	0	0	0	0	0	мамиле
relative	0	0	0	0	0	0	0	0	0	1	тууган
relativity	0	0	0	0	0	0	0	0	0	0	салыштырмалуулук
relaxant	0	0	0	0	0	0	0	0	0	0	релаксант
relaxation	0	0	0	0	0	0	1	0	0	0	эс алуу
relaxed	0	0	0	0	0	0	0	0	0	0	эс алды
relay	0	0	0	0	0	0	0	0	0	0	реле
release	0	0	0	0	0	0	0	0	0	0	бошотуу
released	0	0	0	0	0	0	0	0	0	0	бошотулду
relegation	0	0	0	0	0	1	0	0	0	0	төмөндөтүү
relevancy	0	0	0	0	0	0	0	0	0	0	актуалдуулук
relevant	0	0	0	0	0	0	1	0	0	1	тиешелүү
reliability	0	0	0	0	0	0	1	0	0	1	ишенимдүүлүк
reliable	0	0	0	0	0	0	1	0	0	1	ишенимдүү
reliance	0	0	0	0	0	0	1	0	0	1	таянуу
relic	0	0	0	0	0	0	0	0	0	0	реликт
relics	0	0	0	0	0	0	0	1	0	0	реликтер
relief	0	0	0	0	0	0	1	0	0	0	рельеф
relieving	0	0	0	0	0	0	1	0	0	0	жеңилдетүү
religion	0	0	0	0	0	0	0	0	0	1	дин
religious	0	0	0	0	0	0	0	0	0	0	диний
relinquish	0	0	0	0	0	1	0	0	0	0	баш тартуу
relish	0	0	0	0	0	0	0	0	0	0	ырахат алуу
reluctance	0	0	0	0	0	0	0	0	0	0	каалабастык
reluctant	0	0	0	1	0	1	0	0	0	0	каалабаган
remainder	0	0	0	0	0	0	0	0	0	0	калган
remaining	0	0	0	0	0	0	0	0	0	0	калган
remains	0	0	1	1	0	1	1	0	0	1	калат
remake	0	0	0	0	0	0	1	0	0	0	ремейк
remand	1	0	0	0	0	1	0	0	0	0	камоо
remark	0	0	0	0	0	0	0	0	0	0	эскертүү
remarkable	0	0	0	0	1	0	1	0	1	1	көрүнүктүү
remarkably	0	0	0	0	0	0	1	0	0	0	укмуштуудай
remedial	0	0	0	0	0	1	0	0	0	0	оңдоочу
remedy	0	1	0	0	1	0	1	0	0	1	чара
remember	0	0	0	0	0	0	0	0	0	0	эсте
remembered	0	0	0	0	0	0	0	0	0	0	эстеди
remembering	0	0	0	0	0	0	0	0	0	0	эстеп
remembrance	0	0	0	0	0	0	0	0	0	0	эскерүү
remind	0	0	0	0	0	0	0	0	0	0	эскерт
reminder	0	0	0	0	0	0	0	0	0	0	эскертүү
remiss	1	0	1	0	0	1	0	1	0	0	кечирүү
remission	0	0	0	0	0	0	1	0	0	0	ремиссия
remit	0	0	0	0	0	0	0	0	0	0	өткөрүп берүү
remittance	0	0	0	0	0	0	0	0	0	0	акча которуу
remnant	0	0	0	0	0	0	0	0	0	0	калдык
remodel	0	0	0	0	0	0	1	0	0	0	кайра куруу
remorse	0	0	0	0	0	1	0	1	0	0	өкүнүү
remote	0	0	0	0	0	0	0	0	0	0	алыскы
remoteness	0	0	0	0	0	0	0	0	0	0	алыстык
removal	0	0	0	0	0	1	0	0	0	0	алып салуу
remove	1	0	0	1	0	1	0	1	0	0	алып салуу
remuneration	0	0	0	0	0	0	0	0	0	0	сый акы
renaissance	0	0	0	0	0	0	1	0	0	0	кайра жаралуу
rencontre	0	0	0	0	0	1	0	0	0	0	recontre
rend	0	0	0	0	0	1	0	0	0	0	ренд
render	0	0	0	0	0	0	1	0	0	0	көрсөтүү
rendering	0	0	0	0	0	0	0	0	0	0	көрсөтүү
rendezvous	0	0	0	0	0	0	0	0	0	0	жолугушуу
rendition	0	0	0	0	0	0	0	0	0	0	аткаруу
renegade	1	0	0	0	0	1	0	0	0	0	ренегат
renewal	0	0	0	0	0	0	1	0	0	0	жаңылануу
renounce	1	0	0	0	0	1	0	0	0	0	баш тартуу
renovate	0	1	0	0	0	0	1	0	0	0	жаңылоо
renovated	0	0	0	0	0	0	0	0	0	0	ремонттолгон
renovation	0	1	0	0	1	0	1	0	0	0	оңдоо
renown	0	0	0	0	0	0	1	0	0	0	атактуу
renowned	0	0	0	0	0	0	1	0	0	0	атактуу
rent	0	0	0	0	0	0	0	0	0	0	ижарага алуу
rental	0	0	0	0	0	0	0	0	0	0	ижара
renter	0	0	0	0	0	0	0	0	0	0	ижарачы
renunciation	0	0	0	0	0	1	0	0	0	0	баш тартуу
reorganization	0	0	0	0	0	0	0	0	0	0	кайра уюштуруу
reorganize	0	0	0	0	0	0	1	0	0	0	кайра уюштуруу
repair	0	0	0	0	0	0	0	0	0	0	оңдоо
reparation	0	0	0	0	0	0	1	0	0	1	репарация
repay	1	1	0	0	1	0	1	0	0	1	төлөө
repayment	0	0	0	0	0	0	0	0	0	0	төлөө
repeal	0	0	0	0	0	0	0	0	0	0	жокко чыгаруу
repeat	0	0	0	0	0	0	0	0	0	0	кайталоо
repeated	0	0	0	0	0	0	0	0	0	0	кайталанды
repeatedly	0	0	0	0	0	0	0	0	0	0	кайра-кайра
repeater	0	0	0	0	0	0	0	0	0	0	кайталоочу
repellant	0	0	1	1	0	1	0	0	0	0	репеллент
repellent	1	0	1	1	0	1	0	0	0	0	репеллент
repelling	0	0	1	0	0	1	0	0	0	0	кайтаруучу
repent	0	0	0	1	0	0	1	0	0	0	тообо кыл
repentance	0	0	0	0	0	0	0	0	0	0	тообо
repertoire	0	0	0	0	0	0	0	0	0	0	репертуар
repertory	0	0	0	0	0	0	0	0	0	0	репертуар
repetition	0	0	0	0	0	0	0	0	0	0	кайталоо
replace	0	0	0	0	0	0	0	0	0	0	алмаштыруу
replacement	0	0	0	0	0	0	0	0	0	0	алмаштыруу
replenish	0	0	0	0	0	0	1	0	0	0	толуктоо
replete	0	0	0	0	0	0	1	0	0	0	толгон
replication	0	0	0	0	0	0	0	0	0	0	репликация
reply	0	0	0	0	0	0	0	0	0	0	жооп бер
report	0	0	0	0	0	0	0	0	0	0	отчет
reported	0	0	0	0	0	0	0	0	0	0	билдирди
reporter	0	0	0	0	0	0	1	0	0	1	кабарчы
repose	0	0	0	0	0	0	1	0	0	0	эс алуу
reposition	0	0	0	0	0	0	0	0	0	0	орун алмаштыруу
repository	0	0	0	0	0	0	0	0	0	0	репозиторий
representation	0	0	0	0	0	0	0	0	0	0	өкүлчүлүк
representative	0	0	0	0	0	0	0	0	0	0	өкүлү
represented	0	0	0	0	0	0	1	0	0	0	өкүлү
representing	0	1	0	0	0	0	0	0	0	0	өкүлү
repress	0	0	0	0	0	1	0	1	0	0	репрессия
repressed	0	0	0	0	0	0	0	0	0	0	репрессияланган
repression	0	0	0	1	0	1	0	0	0	0	репрессия
reprieve	0	0	0	0	0	0	0	0	0	0	кайтаруу
reprimand	1	0	0	0	0	1	0	0	0	0	сөгүш
reprint	0	0	0	0	0	1	0	0	0	0	кайра басып чыгаруу
reprisal	1	0	0	1	0	1	0	1	0	0	репрессия
reprise	0	0	0	0	0	0	0	0	0	0	кайталоо
reproach	1	0	1	0	0	1	0	1	0	0	жемелөө
reproduce	0	0	0	0	0	0	0	0	0	0	көбөйүү
reproduction	0	0	0	0	0	0	0	0	0	0	репродукция
reproductive	0	0	0	0	1	0	1	0	0	0	репродуктивдүү
reptile	0	0	0	0	0	0	0	0	0	0	сойлоочу
republic	0	0	0	0	0	1	0	0	0	0	республика
republican	0	0	0	0	0	0	0	0	0	0	республикалык
repudiation	1	0	1	0	0	1	0	0	0	0	баш тартуу
repulsion	0	0	1	1	0	1	0	0	0	0	түртүү
repurchase	0	0	0	0	0	0	0	0	0	0	кайра сатып алуу
reputable	0	0	0	0	0	0	1	0	0	1	кадыр-барктуу
reputation	0	0	0	0	0	0	0	0	0	0	репутация
repute	0	0	0	0	0	0	0	0	0	0	кадыр-барк
request	0	0	0	0	0	0	0	0	0	0	өтүнүч
requiem	0	0	0	0	0	0	0	1	0	0	реквием
required	0	0	0	0	0	0	0	0	0	0	талап кылынат
requirement	0	0	0	0	0	0	0	0	0	0	талап
requisite	0	0	0	0	0	0	0	0	0	0	зарыл
requisition	0	0	0	0	0	0	0	0	0	0	реквизиция
rescind	0	0	0	0	0	1	0	0	0	0	жокко чыгаруу
rescission	0	0	0	0	0	1	0	0	0	0	жокко чыгаруу
rescue	0	1	0	0	1	0	1	0	1	1	куткаруу
research	0	0	0	0	0	0	0	0	0	0	изилдөө
resection	0	0	0	1	0	0	0	0	0	0	резекция
resemblance	0	0	0	0	0	0	0	0	0	0	окшоштук
resemble	0	0	0	0	0	0	0	0	0	0	окшоштуруу
resembling	0	0	0	0	0	0	0	0	0	0	окшош
resent	1	0	0	0	0	1	0	0	0	0	таарынуу
resentful	1	0	0	0	0	1	0	0	0	0	таарынган
resentment	1	0	1	0	0	1	0	1	0	0	таарыныч
reservation	0	0	0	0	0	0	0	0	0	0	резервация
reserve	0	0	0	0	0	0	1	0	0	0	резерв
reserved	0	0	0	0	0	0	0	0	0	0	сакталган
reserves	0	0	0	0	0	0	0	0	0	0	резервдер
reservoir	0	0	0	0	0	0	0	0	0	0	суу сактагыч
reside	0	0	0	0	0	0	0	0	0	0	жашашат
residence	0	0	0	0	0	0	0	0	0	0	резиденция
residences	0	0	0	0	0	0	0	0	0	0	резиденциялар
resident	0	0	0	0	0	0	1	0	0	0	тургуну
residual	0	0	0	0	0	0	0	0	0	0	калдык
residue	0	0	0	0	0	0	0	0	0	0	калдык
resign	1	0	1	1	0	1	0	1	0	0	отставкага кетүү
resignation	0	0	0	0	0	1	0	1	1	0	отставкага кетүү
resigned	0	0	0	0	0	1	0	1	0	0	отставкага кетти
resilience	0	0	0	0	0	0	0	0	0	0	туруктуулук
resilient	0	0	0	0	0	0	1	0	0	0	туруктуу
resin	0	0	0	0	0	0	0	0	0	0	чайыр
resist	0	0	0	0	0	1	0	0	0	0	каршы туруу
resistance	1	0	0	0	0	1	0	0	0	0	каршылык
resistant	0	0	0	1	0	1	0	0	0	0	чыдамдуу
resisting	1	0	0	1	0	1	0	1	0	0	каршылык көрсөтүү
resistive	0	0	0	0	0	0	1	0	0	0	каршылык
resolute	0	0	0	0	0	0	0	0	0	0	чечкиндүү
resolutely	0	0	0	0	0	0	1	0	0	0	чечкиндуу
resolution	0	0	0	0	0	0	0	0	0	0	резолюция
resolve	0	0	0	0	0	0	0	0	0	0	чечүү
resolved	0	0	0	0	0	0	0	0	0	0	чечилди
resonance	0	0	0	0	0	0	0	0	0	0	резонанс
resonant	0	0	0	0	0	0	0	0	0	0	резонанстуу
resonate	0	0	0	0	0	0	0	0	0	0	резонанс жаратат
resonator	0	0	0	0	0	0	0	0	0	0	резонатор
resort	0	0	0	0	0	0	0	0	0	0	курорт
resounding	0	0	0	0	0	0	0	0	0	0	угулган
resources	0	0	0	0	1	0	1	0	0	1	ресурстар
respect	0	1	0	0	1	0	1	0	0	1	урматтоо
respectability	0	0	0	0	0	0	1	0	0	0	урматтуулук
respectable	0	0	0	0	0	0	1	0	0	1	урматтуу
respected	0	0	0	0	0	0	0	0	0	0	урматтуу
respectful	0	0	0	0	0	0	1	0	0	1	урматтуу
respecting	0	0	0	0	0	0	1	0	0	0	урматтоо
respective	0	0	0	0	0	0	0	0	0	0	тиешелүү
respects	0	0	0	0	0	0	1	0	0	1	урматтайт
respiration	0	0	0	0	0	0	0	0	0	0	дем алуу
respirator	0	0	0	0	0	0	0	0	0	0	респиратор
respite	0	0	0	0	1	0	1	0	0	1	тыныгуу
resplendent	0	0	0	0	1	0	1	0	0	0	жаркыраган
respond	0	0	0	0	0	0	0	0	0	0	жооп бер
respondent	0	0	0	0	0	0	0	0	0	0	респондент
response	0	0	0	0	0	0	0	0	0	0	жооп
responsibility	0	0	0	0	0	0	0	0	0	0	жоопкерчилик
responsible	0	0	0	0	0	0	1	0	0	1	жооптуу
responsive	0	1	0	0	0	0	1	0	0	1	жооп берүүчү
rest	0	0	0	0	0	0	1	0	0	0	эс алуу
restaurant	0	0	0	0	0	0	0	0	0	0	ресторан
restful	0	0	0	0	0	0	1	0	0	0	эс алуу
restitution	1	0	0	0	0	0	1	0	0	0	кайтаруу
restlessness	0	1	0	0	0	0	0	0	0	0	тынчы жоктук
restoration	0	0	0	0	0	0	0	0	0	0	калыбына келтирүү
restorative	0	1	0	0	1	0	1	0	0	1	калыбына келтирүүчү
restored	0	0	0	0	0	0	0	0	0	0	калыбына келтирилген
restoring	0	0	0	0	0	0	1	0	0	0	калыбына келтирүү
restrain	1	0	0	1	0	1	0	0	0	0	тыйуу
restrained	0	0	0	1	0	0	0	0	0	0	токтоо
restraint	0	0	0	0	0	0	1	0	0	0	чектөө
restrict	0	0	0	0	0	1	0	1	0	0	чектөө
restricted	0	0	0	0	0	0	0	0	0	0	чектелген
restriction	1	0	0	1	0	1	0	1	0	0	чектөө
restrictive	0	0	0	0	0	1	0	0	0	0	чектөөчү
result	0	1	0	0	0	0	0	0	0	0	натыйжа
resultant	0	1	0	0	0	0	0	0	0	0	натыйжасы
resumption	0	0	0	0	0	0	1	0	0	0	кайра баштоо
resurrection	0	0	0	0	0	0	0	0	0	0	тирилүү
resuscitation	0	0	0	0	0	0	0	0	0	0	реанимация
retail	0	0	0	0	0	0	0	0	0	0	чекене
retailer	0	0	0	0	0	0	0	0	0	0	чекене сатуучу
retain	0	0	0	0	0	0	0	0	0	1	сактоо
retaining	0	0	0	0	0	0	0	0	0	0	сактоо
retake	0	0	0	0	0	0	0	0	0	0	кайра алуу
retaliate	1	0	0	0	0	1	0	0	0	0	өч алуу
retaliation	1	0	0	1	0	1	0	0	0	0	өч алуу
retaliatory	1	0	0	0	0	1	0	0	0	0	өч алуу
retard	0	0	1	1	0	1	0	1	0	0	артта калуу
retardation	0	0	0	0	0	1	0	0	0	0	артта калуу
retention	0	0	0	0	0	0	1	0	0	0	кармоо
retentive	0	0	0	0	0	0	0	0	0	0	сактоочу
reticent	0	0	0	1	0	1	0	0	0	0	токтоо
retina	0	0	0	0	0	0	0	0	0	0	торчо
retired	0	0	0	0	0	0	0	0	0	0	пенсионер
retirement	0	1	0	1	1	1	1	1	0	1	пенсия
retiring	0	0	0	0	0	0	0	0	0	0	пенсияга чыгуу
retold	0	0	0	0	0	0	0	0	0	0	кайра айтып берди
retort	0	0	0	0	0	1	0	0	0	0	жооп кайтаруу
retrace	0	0	0	0	0	0	0	0	0	0	кайра издөө
retract	1	0	0	0	0	1	0	0	0	0	артка тартуу
retraction	0	0	0	0	0	1	0	0	0	0	артка тартуу
retrenchment	0	0	0	1	0	1	0	0	0	0	кыскартуу
retribution	1	0	0	1	0	1	0	1	0	0	жаза
retrieval	0	0	0	0	0	0	0	0	0	0	алуу
retrieve	0	0	0	0	0	0	0	0	0	0	алуу
retriever	0	0	0	0	0	0	0	0	0	0	мергенчи ит
retroactive	0	0	0	0	0	0	0	0	0	0	ретроактивдүү
retrograde	0	0	0	0	0	1	0	0	0	0	ретроград
retrospect	0	0	0	0	0	0	0	0	0	0	ретроспект
retrospective	0	0	0	0	0	0	0	0	0	0	ретроспективдүү
retrospectively	0	0	0	0	0	0	0	0	0	0	ретроспективдүү түрдө
return	0	0	0	0	0	0	0	0	0	0	кайтуу
reunion	0	1	0	0	0	0	1	0	0	1	жолугушуу
reveal	0	0	0	0	0	0	0	0	0	0	ачып
revel	0	0	0	0	1	0	1	0	0	0	көңүл ачуу
revelation	0	0	0	0	0	0	0	0	0	0	ачылыш
revels	0	0	0	0	1	0	1	0	0	0	жыргайт
revenge	1	1	0	1	0	1	0	0	1	0	өч алуу
revenue	0	0	0	0	0	0	0	0	0	0	киреше
reverberation	0	0	0	0	0	0	0	0	0	0	Жаңырык
revere	0	1	0	0	1	0	1	0	0	1	урматтоо
reverence	0	0	0	0	1	0	1	0	0	1	урматтоо
reverend	0	0	0	0	1	0	1	0	0	0	урматтуу
reverent	0	0	0	0	0	0	0	0	0	0	урматтуу
reverie	0	0	0	0	1	0	1	0	0	1	кыялдануу
reversal	1	0	1	0	0	1	0	0	1	0	тескери
reverse	0	0	0	0	0	0	0	0	0	0	тескери
reversion	0	0	0	0	0	0	0	0	0	0	реверсия
revert	0	0	0	0	0	0	0	0	0	0	кайтуу
reverting	0	0	0	0	0	0	0	0	0	0	кайтаруу
review	0	0	0	0	0	0	0	0	0	0	карап чыгуу
reviewer	0	0	0	0	0	0	0	0	0	0	сынчы
revise	0	0	0	0	0	0	1	0	0	0	кайра карап чыгуу
revision	0	0	0	0	0	0	0	0	0	0	кайра карап чыгуу
revisit	0	0	0	0	0	0	0	0	0	0	кайра карап чыгуу
revival	0	1	0	0	1	0	1	0	0	1	кайра жаралуу
revive	0	1	0	0	0	1	1	0	0	0	жандандыруу
revocation	0	0	0	0	0	1	0	0	0	0	жокко чыгаруу
revoke	1	0	1	1	0	1	0	1	0	0	жокко чыгаруу
revolt	1	0	0	0	0	1	0	0	1	0	көтөрүлүш
revolting	1	0	1	1	0	1	0	0	0	0	козголоңчу
revolution	1	1	0	1	0	1	1	1	1	0	революция
revolutionary	0	0	0	0	0	0	1	0	0	0	революциячыл
revolutionize	0	0	0	0	0	0	0	0	0	0	революция кылуу
revolve	0	0	0	0	0	0	0	0	0	0	айлануу
revolver	1	0	0	1	0	1	0	1	0	0	мылтык
revulsion	1	0	1	1	0	1	0	0	0	0	жек көрүү
reward	0	1	0	0	1	0	1	0	1	1	сыйлык
rhetoric	0	0	0	0	0	0	0	0	0	0	риторика
rhetorical	0	0	0	0	0	0	0	0	0	0	риторикалык
rheumatism	1	0	0	1	0	1	0	1	0	0	ревматизм
rhyme	0	0	0	0	0	0	0	0	0	0	рифма
rhyming	0	0	0	0	0	0	0	0	0	0	рифмалоо
rhythm	0	0	0	0	0	0	1	0	0	0	ритм
rhythmical	0	0	0	0	1	0	1	0	1	0	ритмикалык
rib	0	0	0	0	0	0	0	0	0	0	кабырга
ribbed	0	0	0	0	0	0	0	0	0	0	кабыргалуу
ribbon	1	1	0	0	1	0	1	0	0	0	лента
rice	0	0	0	0	0	0	0	0	0	0	күрүч
riches	0	0	0	0	0	0	0	0	0	0	байлыктар
richness	0	0	0	0	0	0	1	0	0	0	байлык
rick	0	0	0	0	0	0	0	0	0	0	рик
rickety	0	0	0	0	0	1	0	0	0	0	ырайымсыз
rid	0	0	0	0	0	0	0	0	0	0	кутулуу
riddance	0	0	0	0	0	0	0	0	0	0	арылуу
riddle	0	0	0	0	0	0	0	0	1	0	табышмак
riddled	0	0	0	0	0	1	0	0	0	0	табышмак
ride	0	0	0	0	0	0	0	0	0	0	минүү
rider	0	0	0	0	0	0	1	0	0	0	атчан
ridge	0	0	0	0	0	0	0	0	0	0	кырка
ridicule	1	0	1	0	0	1	0	1	0	0	шылдыңдоо
ridiculous	1	0	1	0	0	1	0	0	0	0	күлкүлүү
riding	0	0	0	0	0	0	0	0	0	0	минүү
rife	0	0	0	0	0	1	0	0	0	0	көп
rifle	1	0	0	1	0	1	0	0	0	0	мылтык
rifles	0	0	0	0	0	0	0	0	0	0	мылтыктар
rift	0	0	0	0	0	1	0	0	0	0	жарака
rig	0	0	0	0	0	0	0	0	0	0	бургулоо
rigging	0	0	0	0	0	0	0	0	0	0	бурмалоо
righteous	0	0	0	0	0	0	1	0	0	0	адил
rightful	0	0	0	0	0	0	1	0	0	0	туура
rightly	0	0	0	0	0	0	1	0	0	0	туура
rigid	0	0	0	0	0	1	0	0	0	0	катуу
rigidity	0	0	0	0	0	1	0	0	0	0	катуулугу
rigor	0	0	1	1	0	1	0	0	0	0	катуулук
rigorous	0	0	0	0	0	1	0	0	0	0	катуу
rim	0	0	0	0	0	0	0	0	0	0	rim
