English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Sundanese Word
railway	0	0	0	0	0	0	0	0	0	0	karéta api
raiment	0	0	0	0	0	0	0	0	0	0	pakean
rain	0	0	0	0	0	0	0	0	0	0	hujan
raincoat	0	0	0	0	0	0	0	0	0	0	jas hujan
rainfall	0	0	0	0	0	0	0	0	0	0	curah hujan
rainy	0	0	0	0	0	0	0	1	0	0	hujan
raise	0	0	0	0	0	0	0	0	0	0	ngangkat
raised	0	0	0	0	0	0	0	0	0	0	diangkat
raising	0	0	0	0	0	0	0	0	0	0	ngangkat
rake	0	0	0	0	0	0	0	0	0	0	ngagaru
rally	0	0	0	0	0	0	0	0	0	0	rally
ram	1	1	0	0	0	1	0	0	0	0	Ram
ramble	0	0	0	0	0	0	0	0	0	0	rame-rame
rambling	0	0	0	0	0	1	0	0	0	0	rambling
ramp	0	0	0	0	0	0	0	0	0	0	tanjakan
rampage	1	0	0	1	0	1	0	0	0	0	ngamuk
ranch	0	0	0	0	0	0	0	0	0	0	peternakan
rancid	0	0	1	0	0	1	0	0	0	0	rancid
randomly	0	0	0	0	0	0	0	0	1	0	sacara acak
randomness	0	0	0	0	0	0	0	0	0	0	acak-acakan
randy	0	0	0	0	0	0	0	0	0	0	randy
ranger	0	0	0	0	0	0	0	0	0	1	ranger
rank	0	0	0	0	0	0	0	0	0	0	pangkat
ransom	1	0	0	1	0	1	0	0	0	0	tebusan
rant	0	0	0	0	0	0	0	0	0	0	gogorowokan
rap	0	0	0	0	0	0	0	0	0	0	rap
rape	1	0	1	1	0	1	0	1	0	0	perkosa
rapid	0	0	0	0	0	0	0	0	1	0	gancang
rapidity	0	0	0	0	0	0	0	0	0	0	kagancangan
rapids	0	0	0	0	0	0	0	0	0	0	gancang
rapping	1	0	0	0	0	0	0	0	0	0	nge-rap
rapt	0	0	0	0	1	0	1	0	1	1	rapet
raptors	0	0	0	1	0	1	0	0	0	0	raptors
rapture	0	1	0	0	1	0	1	0	0	0	suka bungah
rarely	0	0	0	0	0	0	0	0	0	0	jarang
rarity	0	0	0	0	0	0	0	0	1	0	langka
rascal	1	0	1	1	0	1	0	0	0	0	bajingan
rash	0	0	1	0	0	1	0	0	0	0	baruntus
rat	0	0	1	1	0	1	0	0	0	0	beurit
ratchet	0	0	0	0	0	0	0	0	0	0	ratchet
rate	0	0	0	0	0	0	0	0	0	0	meunteun
ratification	0	0	0	0	0	0	0	0	0	0	ratifikasi
ratify	0	0	0	0	0	0	0	0	0	1	ngaratifikasi
rating	1	0	0	1	0	1	0	1	0	0	meunteun
ratio	0	0	0	0	0	0	0	0	0	0	babandingan
ration	0	0	0	0	0	0	0	0	0	0	jatah
rational	0	0	0	0	0	0	1	0	0	1	rasional
rationale	0	0	0	0	0	0	0	0	0	0	alesan
rationalism	0	0	0	0	0	0	0	0	0	0	rasionalisme
rationality	0	0	0	0	0	0	0	0	0	0	rasionalitas
rattan	0	0	0	0	0	0	0	0	0	0	rotan
rattle	0	0	0	0	0	0	0	0	0	0	gubrak
rattlesnake	0	0	0	1	0	0	0	0	0	0	oray rattle
raucous	0	0	0	0	0	1	0	0	0	0	heureuy
rave	1	0	1	0	1	1	1	0	1	1	ngareuah-reuah
raven	0	0	0	0	0	0	0	0	0	0	gagak
ravenous	1	0	0	1	0	1	0	1	0	0	rarasaan
ravine	0	0	0	1	0	0	0	0	0	0	jurang
raving	1	1	0	1	1	1	0	0	1	0	ngagorowok
rawhide	0	0	0	0	0	0	0	0	0	0	kulit atah
ray	0	0	0	0	0	0	0	0	0	0	ray
razor	0	0	0	1	0	0	0	0	0	0	agul
reach	0	0	0	0	0	0	0	0	0	0	ngahontal
react	1	0	0	1	0	0	0	0	0	0	ngaréaksikeun
reactionary	0	0	0	0	0	1	0	0	0	0	reaksioner
read	0	0	0	0	0	0	0	0	0	0	maca
reader	0	0	0	0	0	0	1	0	0	0	pamaca
readership	0	0	0	0	0	0	0	0	0	0	pamaca
readily	0	0	0	0	0	0	1	0	0	0	gampil
readiness	0	1	0	0	1	0	1	0	0	1	kasiapan
reading	0	0	0	0	0	0	1	0	0	0	bacaan
readjustment	0	0	0	0	0	0	0	0	0	0	pangaluyuan deui
ready	0	1	0	0	0	0	0	0	0	0	siap
reaffirm	0	0	0	0	0	0	1	0	0	0	negeskeun deui
reagent	0	0	0	0	0	0	0	0	0	0	réagen
real	0	0	0	0	0	0	1	0	0	1	nyata
realism	0	0	0	0	0	0	0	0	0	0	réalisme
realistic	0	0	0	0	0	0	0	0	0	0	realistis
reality	0	0	0	0	0	0	0	0	0	0	kanyataanana
realm	0	0	0	0	0	0	0	0	0	0	karajaan
realty	0	0	0	0	0	0	0	0	0	0	realitas
ream	0	0	0	0	0	0	0	0	0	0	ream
reap	0	0	0	0	0	0	0	0	0	0	metik
reappear	0	0	0	0	0	0	0	0	1	0	muncul deui
rear	0	0	0	0	0	1	0	0	0	0	tukangeun
rearrange	0	0	0	0	0	0	0	0	0	0	nyusun ulang
rearrangement	0	0	0	0	0	0	0	0	0	0	susunan ulang
reason	0	0	0	0	0	0	1	0	0	0	alesan
reasonableness	0	0	0	0	0	0	0	0	0	0	kawajaran
reasoning	0	0	0	0	0	0	0	0	0	0	nalar
reasons	0	0	0	0	0	0	0	0	0	0	alesan
reassemble	0	0	0	0	0	0	0	0	0	0	ngumpul deui
reassurance	0	0	0	0	0	0	1	0	0	1	ngayakinkeun
reassure	0	0	0	0	0	0	1	0	0	1	ngayakinkeun
reassured	0	0	0	0	0	0	0	0	0	0	reassured
reassuring	0	0	0	0	0	0	0	0	0	0	ngayakinkeun
rebate	0	0	0	0	0	0	1	0	0	0	potongan harga
rebel	1	0	0	1	0	1	0	0	0	0	barontak
rebellion	1	0	1	1	0	0	0	0	0	0	barontak
reborn	0	0	0	0	0	0	0	0	0	0	dilahirkeun deui
rebound	0	0	0	0	0	0	0	0	0	0	rebound
rebuild	0	0	0	0	0	0	0	0	0	0	ngawangun deui
rebuke	0	0	0	0	0	1	0	0	0	0	ngawadahan
rebut	0	0	0	0	0	1	0	0	0	0	ngabantah
recalcitrant	1	0	1	0	0	1	0	0	0	0	recalcitrant
recall	0	0	0	0	0	0	0	0	0	0	ngelingan
recast	0	0	0	0	0	0	1	0	0	0	ulang
recede	0	0	0	0	0	0	0	0	0	0	mundur
receding	0	0	0	0	0	0	0	0	0	0	surut
receipt	0	0	0	0	0	0	0	0	0	0	resi
receipts	0	0	0	0	0	0	0	0	0	0	kuitansi
received	0	0	0	0	0	0	1	0	0	0	nampi
receiver	0	0	0	0	0	0	0	0	0	0	panarima
receiving	0	1	0	0	1	0	1	0	1	0	narima
recent	0	0	0	0	0	0	0	0	0	0	panganyarna
receptacle	0	0	0	0	0	0	0	0	0	0	wadahna
reception	0	0	0	0	0	0	0	0	0	0	panarimaan
recess	0	0	0	0	0	0	0	0	0	0	reureuh
recesses	0	0	0	1	0	0	0	0	0	0	recesses
recession	1	0	1	1	0	1	0	1	0	0	resesi
recherche	0	0	0	0	0	0	1	0	0	0	recherche
recidivism	1	0	1	0	0	1	0	1	0	0	residivisme
recipe	0	0	0	0	0	0	0	0	0	0	resep
recipient	0	1	0	0	0	0	0	0	0	0	panarima
reciprocal	0	0	0	0	0	0	0	0	0	0	timbal balik
reciprocate	0	0	0	0	0	0	1	0	0	0	ngabales
reciprocity	0	0	0	0	0	0	0	0	0	0	timbal balik
recital	0	0	0	0	0	0	0	0	0	0	resital
recitation	0	0	0	0	0	0	0	0	0	0	bacaan
recite	0	0	0	0	0	0	0	0	0	0	ngadugikeun
reckless	1	0	0	1	0	1	0	0	0	0	gagabah
recklessness	1	0	1	1	0	1	0	0	1	0	kagagabahan
reckoning	0	0	0	0	0	0	0	0	0	0	itungan
reclamation	0	0	0	0	0	0	1	0	0	0	reklamasi
recline	0	0	0	0	0	0	1	0	0	1	ngagoler
recluse	0	0	0	0	0	0	0	0	0	0	ngumbara
recognition	0	0	0	0	0	0	0	0	0	0	pangakuan
recognizable	0	1	0	0	0	0	1	0	0	0	bisa dipikawanoh
recognized	0	0	0	0	0	0	0	0	0	0	diaku
recoil	0	0	0	0	0	0	0	0	0	0	mundur
recollect	0	0	0	0	0	0	0	0	0	0	nginget-nginget
recollection	0	0	0	0	0	0	0	0	0	0	ingetan
recombinant	0	0	0	0	0	0	0	0	0	0	rékombinan
recombination	0	1	0	0	0	0	0	0	0	0	rekombinasi
recommend	0	0	0	0	0	0	1	0	0	1	nyarankeun
recommendation	0	0	0	0	0	0	0	0	0	0	rekomendasi
recompense	0	0	0	0	0	0	0	0	0	0	imbalan
reconcile	0	0	0	0	0	0	0	0	0	0	reconcile
reconciliation	0	1	0	0	1	0	1	0	0	1	rekonsiliasi
reconnaissance	0	0	0	0	0	0	0	0	0	0	pangintipan
reconsider	0	0	0	0	0	0	0	0	0	0	nimbang-nimbang deui
reconsideration	0	0	0	0	0	0	1	0	0	1	reconsideration
reconstitution	0	0	0	0	0	0	0	0	0	0	rekonstitusi
reconstruct	0	1	0	0	0	0	1	0	0	0	ngarekonstruksikeun
reconstruction	0	1	0	0	0	0	1	0	0	0	rekonstruksi
record	0	0	0	0	0	0	0	0	0	0	rékaman
recorder	0	0	0	0	0	0	1	0	0	0	pangrékam
recording	0	0	0	0	0	0	0	0	0	0	ngarékam
recount	0	0	0	0	0	0	0	0	0	0	nyaritakeun
recoup	0	0	0	0	0	0	1	0	0	0	pamulihan
recourse	0	0	0	0	0	0	0	0	0	0	recourse
recoverable	0	0	0	0	0	0	0	0	0	0	bisa pulih
recovery	0	0	0	0	0	0	1	0	0	0	pamulihan
recreation	0	1	0	0	1	0	1	0	0	0	rekreasi
recreational	0	1	0	0	1	0	1	0	0	0	rekreasi
recruit	0	0	0	0	0	0	0	0	0	0	ngarekrut
recruiting	0	0	0	0	0	0	0	0	0	0	recruiting
recruits	0	0	0	0	0	0	0	0	0	1	recruits
rectangle	0	0	0	0	0	0	0	0	0	0	sagi opat
rectangular	0	0	0	0	0	0	0	0	0	0	sagi opat
rectification	0	0	0	0	0	0	0	0	0	0	ngabenerkeun
rectify	0	0	0	0	0	0	1	0	0	0	ngabenerkeun
rector	0	0	0	0	0	0	0	0	0	0	rektor
rectory	0	0	0	0	0	0	0	0	0	0	rektor
recumbent	0	0	0	0	0	0	0	0	0	0	recumbent
recuperation	0	0	0	0	0	0	0	0	0	0	pamulihan
recur	0	0	0	0	0	0	0	0	0	0	ngulang deui
recurrence	0	0	0	0	0	0	0	0	0	0	kambuh deui
recurrent	0	1	0	0	0	0	0	0	0	0	kumbuh
recurring	0	0	0	0	0	0	0	0	0	0	ngulang deui
recursion	0	0	0	0	0	0	0	0	0	0	rekursi
recursive	0	0	0	0	0	0	0	0	0	0	rekursif
recursively	0	0	0	0	0	0	0	0	0	0	sacara rekursif
red	0	0	0	0	0	0	0	0	0	0	beureum
reddish	0	0	0	0	0	0	0	0	0	0	semu beureum
redemption	0	0	0	0	0	0	1	0	0	0	panebusan
redness	0	0	0	0	0	0	0	0	0	0	kabeureum-beureum
redress	0	0	0	0	0	0	1	0	0	0	ngalereskeun
reduced	0	0	0	0	0	0	0	0	0	0	ngurangan
reduction	0	0	0	0	0	0	0	0	0	0	pangurangan
redundancy	0	0	0	0	0	0	0	0	0	0	redundansi
redundant	0	0	0	0	0	1	0	0	0	0	kaleuleuwihi
reed	0	0	0	0	0	0	0	0	0	0	reed
reef	0	0	0	0	0	0	0	0	0	0	karang
reefs	0	0	0	0	0	0	0	0	0	0	karang
reel	0	0	0	0	0	0	0	0	0	0	reel
reestablish	0	0	0	0	0	0	0	0	0	0	ngadegkeun deui
referee	0	0	0	0	0	0	0	0	0	1	wasit
reference	0	0	0	0	0	0	0	0	0	0	rujukan
referendum	0	0	0	0	0	0	0	0	0	0	referendum
refine	0	0	0	0	0	0	1	0	0	0	nyaring
refinement	0	0	0	0	0	0	1	0	0	0	pemurnian
refinery	0	0	0	0	0	0	0	0	0	0	kilang minyak
refining	0	0	0	0	0	0	0	0	0	0	pemurnian
refit	0	0	0	0	0	0	0	0	0	0	ngabereskeun
reflect	0	0	0	0	0	0	0	0	0	0	ngeunteung
reflecting	0	0	0	0	0	0	0	0	0	0	ngeunteung
reflection	0	0	0	0	0	0	0	0	0	0	réfléksi
reflective	0	0	0	0	0	0	0	0	0	0	réfléktif
reflector	0	0	0	0	0	0	0	0	0	0	pemantul
reflex	0	0	0	0	0	0	0	0	1	0	refleks
reflux	0	0	1	0	0	1	0	0	0	0	réfluks
reform	0	0	0	0	0	0	1	0	0	0	reformasi
reformation	0	0	0	0	0	0	1	0	0	0	reformasi
reformer	0	0	0	0	0	0	1	0	0	0	pembaharu
refraction	0	0	0	0	0	0	0	0	0	0	réfraksi
refractor	0	0	0	0	0	0	0	0	0	0	réfraktor
refractory	0	0	0	0	0	1	0	0	0	0	refractory
refrain	0	0	0	0	0	0	0	0	0	0	nahan
refraining	0	0	0	0	0	0	0	0	0	0	nahan diri
refreshing	0	0	0	0	0	0	1	0	0	0	nyegerkeun
refrigerate	0	0	0	0	0	0	0	0	0	0	refrigerate
refrigeration	0	0	0	0	0	0	0	0	0	0	kulkasan
refrigerator	0	0	0	0	0	0	0	0	0	0	kulkas
refuge	0	0	0	0	0	0	0	0	0	0	pangungsian
refugee	0	0	0	0	0	0	0	1	0	0	pangungsian
refund	0	0	0	0	0	0	0	0	0	0	ngabalikeun duit
refurbish	0	0	0	0	0	0	1	0	0	0	refurbish
refusal	0	0	0	0	0	1	0	0	0	0	panolakan
refuse	0	0	0	0	0	1	0	0	0	0	nolak
refused	0	0	0	0	0	1	0	1	0	0	nampik
refusing	0	0	0	0	0	0	0	0	0	0	nolak
refutation	0	0	0	1	0	0	0	0	0	0	bantahan
refute	0	0	0	0	0	0	0	0	0	0	ngabantah
regain	0	0	0	0	0	0	0	0	0	0	meunangkeun deui
regal	0	0	0	0	0	0	1	0	0	1	agung
regalia	0	0	0	0	0	0	0	0	0	0	regalia
regatta	0	1	0	0	0	0	0	0	0	0	regatta
regency	0	0	0	0	0	0	0	0	0	0	kabupatén
regenerate	0	0	0	0	0	0	0	0	0	0	baranahan
regeneration	0	0	0	0	0	0	0	0	0	0	regenerasi
regent	0	0	0	0	0	0	1	0	0	1	bupati
regime	0	0	0	0	0	0	0	0	0	0	réjim
regimen	0	0	0	0	0	0	0	0	0	0	regimen
regiment	0	0	0	1	0	0	0	0	0	0	resimen
region	0	0	0	0	0	0	0	0	0	0	wewengkon
regional	0	0	0	0	0	0	0	0	0	0	régional
regionalism	0	0	0	0	0	0	0	0	0	0	régionalisme
register	0	0	0	0	0	0	0	0	0	0	ngadaptar
registrar	0	0	0	0	0	0	0	0	0	0	pendaptaran
registration	0	0	0	0	0	0	0	0	0	0	pendaptaran
registry	0	0	0	0	0	0	0	0	0	1	pendaptaran
regress	0	0	0	0	0	1	0	0	0	0	regress
regression	0	0	0	0	0	1	0	0	0	0	régrési
regressive	0	0	0	0	0	1	1	0	0	0	régrésif
regret	0	0	0	0	0	1	0	1	0	0	kaduhung
regrettable	0	0	0	0	0	1	0	1	0	0	kaduhung
regretted	0	0	0	0	0	1	0	1	0	0	kaduhung
regretting	0	0	0	0	0	1	0	1	0	0	kaduhung
regular	0	0	0	0	0	0	0	0	0	0	biasa
regularity	0	1	0	0	0	0	1	0	0	1	kateraturan
regulars	0	0	0	0	0	0	0	0	0	0	biasa
regulate	0	0	0	0	0	0	1	0	0	0	ngatur
regulated	0	0	0	0	0	0	0	0	0	0	diatur
regulation	0	0	0	0	0	0	0	0	0	0	aturan
regulatory	0	0	0	1	0	1	0	0	0	0	pangaturan
regurgitation	0	0	1	0	0	0	0	0	0	0	regurgitation
rehabilitate	0	0	0	0	0	0	1	0	0	0	rehabilitasi
rehabilitation	0	1	0	0	0	0	1	0	0	0	rehabilitasi
rehearsal	0	0	0	0	0	0	0	0	0	0	pangulinan
reign	0	0	0	0	0	0	0	0	0	0	ngawasa
reimburse	0	0	0	0	0	0	1	0	0	0	reimburse
reimbursement	0	0	0	0	0	0	1	0	0	1	reimbursement
rein	0	0	0	0	0	1	0	0	0	0	rein
reindeer	0	0	0	0	0	0	0	0	0	0	rusa kutub
reinforce	0	0	0	0	0	0	0	0	0	0	nguatkeun
reinforcement	0	0	0	0	0	0	1	0	0	1	tulangan
reinforcements	0	0	0	0	0	0	0	0	0	1	balaan
reins	0	0	0	0	0	0	0	0	0	0	reins
reinstall	0	0	0	0	0	0	0	0	0	0	install deui
reinstate	0	0	0	0	0	0	1	0	0	0	mulangkeun deui
reinstatement	0	0	0	0	0	0	0	0	0	0	reinstatement
reinvest	0	0	0	0	0	0	0	0	0	0	investasi deui
reinvestment	0	0	0	0	0	0	0	0	0	0	reinvestasi
reiterate	0	0	0	0	0	0	0	0	0	0	negeskeun deui
reject	1	0	0	1	0	1	0	1	0	0	nolak
rejected	0	0	0	0	0	1	0	0	0	0	ditolak
rejection	1	0	1	1	0	1	0	1	0	0	tampikan
rejects	1	0	0	1	0	1	0	1	0	0	nolak
rejoice	0	1	0	0	1	0	1	0	1	1	girang
rejoicing	0	1	0	0	1	0	1	0	1	0	girang
rejoin	0	0	0	0	0	0	0	0	0	0	gabung deui
rejuvenate	0	0	0	0	0	0	1	0	0	0	rejuvenate
rejuvenated	0	0	0	0	0	0	1	0	0	0	rejuvenated
rekindle	0	1	0	1	1	1	1	0	1	0	hurung deui
relapse	0	0	0	1	0	1	0	1	0	0	kambuh
relate	0	0	0	0	0	0	0	0	0	0	nyaritakeun
related	0	0	0	0	0	0	0	0	0	1	patali
relation	0	0	0	0	0	0	0	0	0	0	hubungan
relationship	0	0	0	0	0	0	0	0	0	0	hubungan
relative	0	0	0	0	0	0	0	0	0	1	baraya
relativity	0	0	0	0	0	0	0	0	0	0	rélativitas
relaxant	0	0	0	0	0	0	0	0	0	0	relaxant
relaxation	0	0	0	0	0	0	1	0	0	0	rélaxasi
relaxed	0	0	0	0	0	0	0	0	0	0	anteng
relay	0	0	0	0	0	0	0	0	0	0	relay
release	0	0	0	0	0	0	0	0	0	0	ngaleupaskeun
released	0	0	0	0	0	0	0	0	0	0	dileupaskeun
relegation	0	0	0	0	0	1	0	0	0	0	degradasi
relevancy	0	0	0	0	0	0	0	0	0	0	relevansi
relevant	0	0	0	0	0	0	1	0	0	1	relevan
reliability	0	0	0	0	0	0	1	0	0	1	reliabiliti
reliable	0	0	0	0	0	0	1	0	0	1	bisa dipercaya
reliance	0	0	0	0	0	0	1	0	0	1	ngandelkeun
relic	0	0	0	0	0	0	0	0	0	0	titilar
relics	0	0	0	0	0	0	0	1	0	0	titilar
relief	0	0	0	0	0	0	1	0	0	0	relief
relieving	0	0	0	0	0	0	1	0	0	0	ngagentos
religion	0	0	0	0	0	0	0	0	0	1	agama
religious	0	0	0	0	0	0	0	0	0	0	religius
relinquish	0	0	0	0	0	1	0	0	0	0	nyerahkeun
relish	0	0	0	0	0	0	0	0	0	0	mikaresep
reluctance	0	0	0	0	0	0	0	0	0	0	hoream
reluctant	0	0	0	1	0	1	0	0	0	0	horéam
remainder	0	0	0	0	0	0	0	0	0	0	sésana
remaining	0	0	0	0	0	0	0	0	0	0	sésana
remains	0	0	1	1	0	1	1	0	0	1	tetep
remake	0	0	0	0	0	0	1	0	0	0	nyieun deui
remand	1	0	0	0	0	1	0	0	0	0	reman
remark	0	0	0	0	0	0	0	0	0	0	cariosan
remarkable	0	0	0	0	1	0	1	0	1	1	luar biasa
remarkably	0	0	0	0	0	0	1	0	0	0	luar biasa
remedial	0	0	0	0	0	1	0	0	0	0	rémédial
remedy	0	1	0	0	1	0	1	0	0	1	ubar
remember	0	0	0	0	0	0	0	0	0	0	ngelingan
remembered	0	0	0	0	0	0	0	0	0	0	diinget-inget
remembering	0	0	0	0	0	0	0	0	0	0	nginget-nginget
remembrance	0	0	0	0	0	0	0	0	0	0	pangeling-eling
remind	0	0	0	0	0	0	0	0	0	0	ngingetan
reminder	0	0	0	0	0	0	0	0	0	0	pangeling-eling
remiss	1	0	1	0	0	1	0	1	0	0	ngalalaworakeun
remission	0	0	0	0	0	0	1	0	0	0	remisi
remit	0	0	0	0	0	0	0	0	0	0	ngirimkeun
remittance	0	0	0	0	0	0	0	0	0	0	kiriman duit
remnant	0	0	0	0	0	0	0	0	0	0	sésa-sésa
remodel	0	0	0	0	0	0	1	0	0	0	remodel
remorse	0	0	0	0	0	1	0	1	0	0	kaduhung
remote	0	0	0	0	0	0	0	0	0	0	jauh
remoteness	0	0	0	0	0	0	0	0	0	0	kajauhan
removal	0	0	0	0	0	1	0	0	0	0	panyabutan
remove	1	0	0	1	0	1	0	1	0	0	miceun
remuneration	0	0	0	0	0	0	0	0	0	0	imbuhan
renaissance	0	0	0	0	0	0	1	0	0	0	renaissance
rencontre	0	0	0	0	0	1	0	0	0	0	recontre
rend	0	0	0	0	0	1	0	0	0	0	ngarecah
render	0	0	0	0	0	0	1	0	0	0	render
rendering	0	0	0	0	0	0	0	0	0	0	rendering
rendezvous	0	0	0	0	0	0	0	0	0	0	rendezvous
rendition	0	0	0	0	0	0	0	0	0	0	rendition
renegade	1	0	0	0	0	1	0	0	0	0	murtad
renewal	0	0	0	0	0	0	1	0	0	0	pembaharuan
renounce	1	0	0	0	0	1	0	0	0	0	nyingkirkeun
renovate	0	1	0	0	0	0	1	0	0	0	ngarenovasi
renovated	0	0	0	0	0	0	0	0	0	0	direnovasi
renovation	0	1	0	0	1	0	1	0	0	0	renovasi
renown	0	0	0	0	0	0	1	0	0	0	kawentar
renowned	0	0	0	0	0	0	1	0	0	0	kawentar
rent	0	0	0	0	0	0	0	0	0	0	nyéwa
rental	0	0	0	0	0	0	0	0	0	0	nyéwa
renter	0	0	0	0	0	0	0	0	0	0	panyewa
renunciation	0	0	0	0	0	1	0	0	0	0	renunciation
reorganization	0	0	0	0	0	0	0	0	0	0	reorganisasi
reorganize	0	0	0	0	0	0	1	0	0	0	ngatur deui
repair	0	0	0	0	0	0	0	0	0	0	ngalereskeun
reparation	0	0	0	0	0	0	1	0	0	1	reparasi
repay	1	1	0	0	1	0	1	0	0	1	males deui
repayment	0	0	0	0	0	0	0	0	0	0	pangmayaran
repeal	0	0	0	0	0	0	0	0	0	0	pancabutan
repeat	0	0	0	0	0	0	0	0	0	0	malikan deui
repeated	0	0	0	0	0	0	0	0	0	0	diulang
repeatedly	0	0	0	0	0	0	0	0	0	0	sababaraha kali
repeater	0	0	0	0	0	0	0	0	0	0	repeater
repellant	0	0	1	1	0	1	0	0	0	0	panolak
repellent	1	0	1	1	0	1	0	0	0	0	panolak
repelling	0	0	1	0	0	1	0	0	0	0	ngusir
repent	0	0	0	1	0	0	1	0	0	0	tobat
repentance	0	0	0	0	0	0	0	0	0	0	tobat
repertoire	0	0	0	0	0	0	0	0	0	0	repertoire
repertory	0	0	0	0	0	0	0	0	0	0	repertory
repetition	0	0	0	0	0	0	0	0	0	0	pangulangan
replace	0	0	0	0	0	0	0	0	0	0	ngagantikeun
replacement	0	0	0	0	0	0	0	0	0	0	ngagantian
replenish	0	0	0	0	0	0	1	0	0	0	ngeusian deui
replete	0	0	0	0	0	0	1	0	0	0	pinuh
replication	0	0	0	0	0	0	0	0	0	0	réplikasi
reply	0	0	0	0	0	0	0	0	0	0	walon
report	0	0	0	0	0	0	0	0	0	0	laporan
reported	0	0	0	0	0	0	0	0	0	0	dilaporkeun
reporter	0	0	0	0	0	0	1	0	0	1	wartawan
repose	0	0	0	0	0	0	1	0	0	0	reureuhan
reposition	0	0	0	0	0	0	0	0	0	0	reposisi
repository	0	0	0	0	0	0	0	0	0	0	gudang
representation	0	0	0	0	0	0	0	0	0	0	ngagambarkeun
representative	0	0	0	0	0	0	0	0	0	0	wawakil
represented	0	0	0	0	0	0	1	0	0	0	diwakilan
representing	0	1	0	0	0	0	0	0	0	0	ngawakilan
repress	0	0	0	0	0	1	0	1	0	0	represi
repressed	0	0	0	0	0	0	0	0	0	0	repressed
repression	0	0	0	1	0	1	0	0	0	0	represi
reprieve	0	0	0	0	0	0	0	0	0	0	reprive
reprimand	1	0	0	0	0	1	0	0	0	0	teguran
reprint	0	0	0	0	0	1	0	0	0	0	nyitak deui
reprisal	1	0	0	1	0	1	0	1	0	0	pamalesan
reprise	0	0	0	0	0	0	0	0	0	0	reprise
reproach	1	0	1	0	0	1	0	1	0	0	panghina
reproduce	0	0	0	0	0	0	0	0	0	0	baranahan
reproduction	0	0	0	0	0	0	0	0	0	0	baranahan
reproductive	0	0	0	0	1	0	1	0	0	0	réproduktif
reptile	0	0	0	0	0	0	0	0	0	0	reptil
republic	0	0	0	0	0	1	0	0	0	0	républik
republican	0	0	0	0	0	0	0	0	0	0	républik
repudiation	1	0	1	0	0	1	0	0	0	0	repudiation
repulsion	0	0	1	1	0	1	0	0	0	0	panolakan
repurchase	0	0	0	0	0	0	0	0	0	0	meuli deui
reputable	0	0	0	0	0	0	1	0	0	1	reputable
reputation	0	0	0	0	0	0	0	0	0	0	reputasi
repute	0	0	0	0	0	0	0	0	0	0	reputation
request	0	0	0	0	0	0	0	0	0	0	kahoyong
requiem	0	0	0	0	0	0	0	1	0	0	requiem
required	0	0	0	0	0	0	0	0	0	0	diperlukeun
requirement	0	0	0	0	0	0	0	0	0	0	sarat
requisite	0	0	0	0	0	0	0	0	0	0	requisite
requisition	0	0	0	0	0	0	0	0	0	0	requisition
rescind	0	0	0	0	0	1	0	0	0	0	ngabatalkeun
rescission	0	0	0	0	0	1	0	0	0	0	rescission
rescue	0	1	0	0	1	0	1	0	1	1	nyalametkeun
research	0	0	0	0	0	0	0	0	0	0	panalungtikan
resection	0	0	0	1	0	0	0	0	0	0	reseksi
resemblance	0	0	0	0	0	0	0	0	0	0	sasaruaan
resemble	0	0	0	0	0	0	0	0	0	0	nyarupaan
resembling	0	0	0	0	0	0	0	0	0	0	nyarupaan
resent	1	0	0	0	0	1	0	0	0	0	ambek-ambekan
resentful	1	0	0	0	0	1	0	0	0	0	ambek-ambekan
resentment	1	0	1	0	0	1	0	1	0	0	ambek-ambekan
reservation	0	0	0	0	0	0	0	0	0	0	reservasi
reserve	0	0	0	0	0	0	1	0	0	0	cadangan
reserved	0	0	0	0	0	0	0	0	0	0	ditangtayungan
reserves	0	0	0	0	0	0	0	0	0	0	cadangan
reservoir	0	0	0	0	0	0	0	0	0	0	waduk
reside	0	0	0	0	0	0	0	0	0	0	cicing
residence	0	0	0	0	0	0	0	0	0	0	padumukan
residences	0	0	0	0	0	0	0	0	0	0	padumukan
resident	0	0	0	0	0	0	1	0	0	0	nyicingan
residual	0	0	0	0	0	0	0	0	0	0	sesa
residue	0	0	0	0	0	0	0	0	0	0	sesana
resign	1	0	1	1	0	1	0	1	0	0	ngundurkeun diri
resignation	0	0	0	0	0	1	0	1	1	0	pengunduran diri
resigned	0	0	0	0	0	1	0	1	0	0	pasrah
resilience	0	0	0	0	0	0	0	0	0	0	katahanan
resilient	0	0	0	0	0	0	1	0	0	0	tahan banting
resin	0	0	0	0	0	0	0	0	0	0	résin
resist	0	0	0	0	0	1	0	0	0	0	nolak
resistance	1	0	0	0	0	1	0	0	0	0	lalawanan
resistant	0	0	0	1	0	1	0	0	0	0	tahan
resisting	1	0	0	1	0	1	0	1	0	0	nolak
resistive	0	0	0	0	0	0	1	0	0	0	résistif
resolute	0	0	0	0	0	0	0	0	0	0	tekad
resolutely	0	0	0	0	0	0	1	0	0	0	teguh
resolution	0	0	0	0	0	0	0	0	0	0	resolusi
resolve	0	0	0	0	0	0	0	0	0	0	ngabéréskeun
resolved	0	0	0	0	0	0	0	0	0	0	ngumbar
resonance	0	0	0	0	0	0	0	0	0	0	résonansi
resonant	0	0	0	0	0	0	0	0	0	0	résonansi
