English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Luxembourgish Word
steamy	0	0	0	0	0	0	0	0	0	0	steamy
steel	0	0	0	0	0	0	0	0	0	0	Stol
steep	0	0	0	0	0	0	0	0	0	0	géi
steeple	0	0	0	0	0	0	0	0	0	0	steier
steer	0	0	0	0	0	0	0	0	0	0	steieren
stellar	0	0	0	0	0	0	1	0	0	0	stellar
stem	0	0	0	0	0	0	0	0	0	0	staamt
stench	0	0	0	0	0	0	0	0	0	0	Gestank
stencil	0	0	0	0	0	0	0	0	0	0	stencil
step	0	0	0	0	0	0	0	0	0	0	Schrëtt
steppe	0	0	0	0	0	0	0	0	0	0	stepp
steps	0	0	0	0	0	0	0	0	0	0	Schrëtt
stereoscopic	0	0	0	0	0	0	0	0	0	0	stereoskopesch
stereotype	0	0	0	0	0	1	0	0	0	0	Stereotyp
stereotyped	0	0	0	0	0	1	0	0	0	0	stereotypéiert
sterile	0	0	0	0	0	1	0	1	0	0	steril
sterility	0	0	0	0	0	1	0	0	0	0	Sterilitéit
sterling	1	1	0	0	1	1	1	0	0	1	Sterling
stern	0	0	0	0	0	1	0	0	0	0	streng
stethoscope	0	0	0	0	0	0	0	0	0	0	stethoskop
stew	0	0	0	0	0	0	0	0	0	0	stew
steward	0	0	0	0	0	0	1	0	0	1	Steward
stewardship	0	0	0	0	0	0	0	0	0	0	Stewardship
stick	0	0	0	0	0	0	0	0	0	0	stieche
sticking	0	0	0	0	0	0	0	0	0	0	stécht
sticky	0	0	1	0	0	0	0	0	0	0	pëscheg
stiff	0	0	0	0	0	1	0	0	0	0	steif
stiffen	0	0	0	0	0	0	0	0	0	0	versteifen
stiffness	0	0	0	0	0	1	0	0	0	0	Steifheit
stifle	0	0	0	0	0	1	0	0	0	0	stierwen
stifled	1	0	0	1	0	1	0	1	0	0	gestéiert
stifling	0	0	0	0	0	0	0	0	0	0	stéierend
stigma	1	0	1	1	0	1	0	1	0	0	Stigma
stile	0	0	0	0	0	0	0	0	0	0	stil
stiletto	0	0	0	0	0	0	0	0	0	0	stiletto
stillborn	0	0	0	0	0	1	0	1	0	0	dout gebuer
stillness	0	0	0	1	0	0	1	1	0	0	Stillheet
stilts	0	0	0	0	0	0	0	0	0	0	stilzen
stimulant	0	0	0	0	0	0	0	0	0	0	stimulant
stimulation	0	0	0	0	0	0	0	0	0	0	Stimulatioun
stimulus	0	0	0	0	0	0	0	0	0	0	stimulus
sting	1	0	0	1	0	1	0	0	0	0	sting
stinging	0	0	0	0	0	1	0	0	0	0	stéieren
stingy	1	0	1	1	0	1	0	1	0	0	schaarf
stink	0	0	1	0	0	1	0	0	0	0	sténkt
stinking	0	0	1	0	0	1	0	0	0	0	sténkt
stint	0	0	0	1	0	1	0	1	0	0	stinn
stipulate	0	0	0	0	0	0	0	0	0	0	festleeën
stipulation	0	0	0	0	0	0	0	0	0	0	Bestëmmung
stir	0	0	0	0	0	0	0	0	0	0	réieren
stirring	0	0	0	0	0	0	0	0	0	0	réieren
stitch	0	0	0	0	0	0	0	0	0	0	stitch
stock	0	0	0	0	0	0	0	0	0	0	Stock
stockbroker	0	0	0	0	0	0	0	0	0	0	Stockbroker
stocking	0	0	0	0	0	0	0	0	0	0	Strëmp
stocks	0	0	0	0	0	1	0	0	0	0	Aktien
stole	0	0	0	0	0	0	0	0	0	0	geklaut
stolen	1	0	0	0	0	1	0	0	0	0	geklaut
stomach	0	0	1	0	0	0	0	0	0	0	Mo
stone	1	0	0	0	0	1	0	0	0	0	steen
stoned	0	0	0	0	0	1	0	0	0	0	gesteng
stoneware	0	0	0	0	0	0	0	0	0	0	Steng
stony	0	0	0	0	0	0	0	0	0	0	steng
stool	0	0	0	0	0	0	0	0	0	0	Hocker
stools	0	0	1	0	0	1	0	0	0	0	Hocker
stoop	0	0	0	0	0	0	0	0	0	0	stoen
stop	0	0	0	0	0	0	0	0	0	0	ophalen
stoppage	0	0	0	0	0	1	0	0	0	0	stoppen
stopper	0	0	0	0	0	0	0	0	0	0	stopper
stopping	0	0	0	0	0	0	0	0	0	0	ophalen
stopwatch	0	0	0	0	0	0	0	0	0	0	Stoppuer
storage	0	0	0	0	0	0	0	0	0	0	Stockage
store	0	1	0	0	0	0	1	0	0	0	Buttek
storehouse	0	0	0	0	0	0	0	0	0	0	Lagerhaus
storing	0	0	0	0	0	0	0	0	0	0	späicheren
storm	1	0	0	0	0	1	0	0	0	0	Stuerm
storming	1	0	0	0	0	0	0	0	0	0	gestiermt
stormy	0	0	0	1	0	1	0	0	0	0	stiermesch
story	0	0	0	0	0	0	0	0	0	0	Geschicht
stout	0	0	0	0	0	0	0	0	0	0	stout
stove	0	0	0	0	0	0	0	0	0	0	Uewen
stow	0	0	0	0	0	0	0	0	0	0	stoen
straddle	0	0	0	0	0	0	0	0	0	0	streiden
straighten	0	0	0	0	0	0	0	0	0	0	riichten
straightforward	0	0	0	0	0	0	1	0	0	1	riichtaus
straightway	0	0	0	0	0	0	0	0	0	0	direkt
strained	1	0	0	0	0	1	0	0	0	0	ugestrach
strait	0	0	0	0	0	0	0	0	0	0	Strooss
straits	0	0	0	1	0	1	0	0	0	0	Stroossen
strand	0	0	0	0	0	0	0	0	0	0	streng
stranded	0	0	0	0	0	1	0	0	0	0	gestrand
stranger	0	0	0	1	0	1	0	0	0	0	Friemen
strangle	1	0	1	1	0	1	0	1	1	0	erstécken
strap	0	0	0	0	0	0	0	0	0	0	band
strapping	0	0	0	0	0	0	0	0	0	0	strapping
strata	0	0	0	0	0	0	0	0	0	0	Schichten
strategic	0	0	0	0	0	0	1	0	0	0	strategesch
strategist	0	1	0	0	0	0	1	0	0	1	strategesch
strategy	0	0	0	0	0	0	0	0	0	0	Strategie
stratification	0	0	0	0	0	0	0	0	0	0	stratifikatioun
stratum	0	0	0	0	0	0	0	0	0	0	stratum
stratus	0	0	0	0	0	0	0	0	0	0	stratus
straw	0	0	0	0	0	0	0	0	0	0	Stréi
stray	0	0	0	0	0	1	0	0	0	0	streiden
streak	0	0	0	0	0	0	0	0	0	0	streck
streaked	0	0	0	0	0	0	0	0	0	0	gesträift
stream	0	0	0	0	0	0	0	0	0	0	stream
streamer	0	0	0	0	0	0	0	0	0	0	streamer
streaming	0	0	0	0	0	0	0	0	0	0	streaming
street	0	0	0	0	0	0	0	0	0	0	Strooss
strength	0	0	0	0	0	0	1	0	0	1	Kraaft
strengthen	0	0	0	0	0	0	1	0	0	0	stäerken
strengthening	0	0	0	0	1	0	1	0	0	1	Stäerkung
strenuous	0	0	0	0	0	0	0	0	0	0	ustrengend
stress	0	0	0	0	0	1	0	0	0	0	Stress
stretch	0	0	0	0	0	0	0	0	0	0	strecken
stretcher	0	0	0	1	0	0	0	1	0	0	Stretcher
stricken	0	0	0	0	0	0	0	1	0	0	getraff
stride	0	0	0	0	0	0	0	0	0	0	schratt
strife	1	0	0	0	0	1	0	0	0	0	Sträit
strike	1	0	0	0	0	1	0	0	0	0	streiken
striking	0	0	0	0	0	0	1	0	0	0	opfälleg
strikingly	0	0	0	0	0	0	1	0	0	0	opfälleg
string	0	0	0	0	0	0	0	0	0	0	String
stringy	0	0	0	0	0	0	0	0	0	0	streng
strip	0	0	0	0	0	1	0	1	0	0	Sträif
stripe	0	0	0	0	0	1	0	0	0	0	Sträif
stripped	1	1	1	1	0	1	0	1	0	0	ofgerappt
strive	0	1	0	0	0	0	0	0	0	0	ustriewen
strobe	0	0	0	0	0	0	0	0	0	0	Strobe
stroke	0	0	0	1	0	1	0	1	0	0	Schlaag
stroll	0	0	0	0	0	0	0	0	0	0	spadséieren
stronghold	0	0	0	0	0	0	0	0	0	0	Festung
strongly	0	0	0	0	0	0	1	0	0	0	staark
structural	0	0	0	0	0	0	0	0	0	1	strukturell
structure	0	0	0	0	0	0	1	0	0	1	Struktur
struggle	1	0	0	1	0	1	0	1	0	0	kämpfen
strut	0	0	0	0	0	1	0	0	0	0	strécken
stubble	0	0	0	0	0	0	0	0	0	0	stub
stubbornness	0	0	0	0	0	0	0	0	0	0	haartnäckege
stubby	0	0	0	0	0	0	0	0	0	0	stuff
stucco	0	0	0	0	0	0	0	0	0	0	stucco
stuck	0	0	0	0	0	0	0	0	0	0	festgehalen
stud	0	0	0	0	0	0	1	0	0	0	stud
studded	0	0	0	0	0	0	0	0	0	0	studéiert
student	0	0	0	0	0	0	0	0	0	0	Schüler
studied	0	0	0	0	0	0	0	0	0	0	studéiert
studio	0	0	0	0	0	0	0	0	0	0	studio
study	0	0	0	0	0	0	1	0	0	0	studéieren
stuff	0	0	0	0	0	0	0	0	0	0	Saachen
stuffing	0	0	0	0	0	0	0	0	0	0	ausfëllen
stuffy	0	0	0	0	0	1	0	0	0	0	stuffy
stumble	0	0	0	0	0	1	0	0	0	0	stëppelen
stump	0	0	0	0	0	0	0	0	0	0	stomp
stunned	0	0	0	1	0	1	0	0	1	0	erstaunt
stunt	0	0	0	0	0	0	0	0	0	0	stunt
stunted	0	0	0	0	0	1	0	0	0	0	gestéiert
stupendous	0	0	0	0	0	0	0	0	0	0	wonnerbar
stupid	0	0	0	0	0	1	0	0	0	0	domm
stupidity	0	0	0	0	0	1	0	0	0	0	Dommheet
stupor	0	0	0	0	0	1	0	0	0	0	stupor
sturdy	0	0	0	0	0	0	1	0	0	0	robust
sturgeon	0	0	0	0	0	0	0	0	0	0	Stéier
stutter	0	0	0	0	0	0	0	0	0	0	stotteren
sty	0	0	1	0	0	1	0	0	0	0	sty
style	0	0	0	0	0	0	0	0	0	0	Stil
stylish	0	0	0	0	0	0	0	0	0	0	stylesch
subatomic	0	0	0	0	0	0	0	0	0	0	subatomesch
subcommittee	0	0	0	0	0	0	0	0	0	0	Ënnercomité
subconscious	0	0	0	0	0	0	0	0	0	0	Ënnerbewosstsinn
subcutaneous	0	0	0	0	0	0	0	0	0	0	subkutan
subdivide	0	0	0	0	0	0	0	0	0	0	ënnerdeelen
subdivision	0	0	0	0	0	0	0	0	0	0	Ënnerdeelung
subduction	0	0	0	0	0	0	0	0	0	0	subduction
subdue	0	0	0	0	0	1	0	0	0	0	ënnerzegoen
subdued	0	0	0	0	0	0	0	0	0	0	gedämpft
subito	0	0	0	0	0	0	0	0	1	0	subito
subject	0	0	0	0	0	1	0	0	0	0	Sujet
subjected	0	0	0	0	0	1	0	1	0	0	ënnerworf
subjection	0	0	0	0	0	1	0	0	0	0	Sujeten
subjective	0	0	0	0	0	0	0	0	0	0	subjektiv
subjugation	1	0	1	1	0	1	0	1	0	0	Ënneruerdnung
sublimation	0	0	0	0	1	0	1	0	0	0	Sublimatioun
subliminal	0	0	0	0	0	0	0	0	0	0	subliminal
submarine	0	0	0	0	0	0	0	0	0	0	U-Boot
submerged	0	0	0	0	0	0	0	0	0	0	ënnerdaach
submersible	0	0	0	0	0	0	0	0	0	0	submersible
submission	0	0	0	0	0	0	0	0	0	0	Soumissioun
submit	0	1	0	0	0	0	0	0	0	0	ofginn
subordinate	0	0	0	1	0	1	0	0	0	0	ënnergeuerdnet
subordination	0	0	0	0	0	0	0	0	0	0	Ënneruerdnung
subplot	0	0	0	0	0	0	0	0	0	0	subplot
subpoena	0	0	0	0	0	1	0	0	0	0	Uruff
subscribe	0	1	0	0	0	0	0	0	0	0	abonnéieren
subscription	0	0	0	0	0	0	0	0	0	0	Abonnement
subsequence	0	0	0	0	0	0	0	0	0	0	Nofolger
subsequent	0	0	0	0	0	0	0	0	0	0	duerno
subsequently	0	0	0	0	0	0	0	0	0	0	duerno
subset	0	0	0	0	0	0	0	0	0	0	subset
subside	0	0	0	0	0	0	0	0	0	0	ënnerzegoen
subsidence	0	0	0	0	0	1	0	1	0	0	Ënnergang
subsidiary	0	0	0	0	0	0	0	0	0	0	Duechtergesellschaft
subsidize	0	0	0	0	0	0	0	0	0	0	subventionéieren
subsidy	1	0	1	0	0	1	0	0	0	0	Subsid
subsist	0	0	0	0	0	1	0	0	0	0	behalen
subsistence	0	0	0	0	0	0	0	0	0	0	Ënnerhalt
subsoil	0	0	0	0	0	0	0	0	0	0	Ënnergrond
substance	0	0	0	0	0	0	1	0	0	0	Substanz
substantially	0	0	0	0	0	0	0	0	0	0	substantiell
substantiate	0	0	0	0	0	0	0	0	0	1	ënnersträichen
substantive	0	0	0	0	0	0	1	0	0	0	substantiell
substitute	0	0	0	0	0	0	0	0	0	0	ersetzen
substituted	0	0	0	0	0	0	0	0	0	0	ersat
substitution	0	0	0	0	0	0	0	0	0	0	Auswiesselung
substructure	0	0	0	0	0	0	0	0	0	0	Ënnerstruktur
subterranean	0	0	0	0	0	0	0	0	0	0	ënnerierdesch
subtle	0	0	0	0	0	0	0	0	0	0	subtile
subtlety	0	0	0	0	0	0	0	0	0	0	Subtilitéit
subtract	0	0	0	0	0	1	0	0	0	0	ofzéien
subtraction	0	0	0	0	0	0	0	0	0	0	subtraktioun
subtype	0	0	0	0	0	0	0	0	0	0	Ënnertyp
suburb	0	0	0	0	0	0	0	0	0	0	Viruert
suburban	0	0	0	0	0	0	0	0	0	0	Faubourgen
suburbs	0	0	0	0	0	0	0	0	0	0	Banlieue
subversion	1	0	0	1	0	1	0	0	0	0	subversion
subversive	1	0	0	0	0	1	0	0	1	0	subversiv
subvert	0	0	1	1	0	1	0	1	0	0	subvert
subway	0	0	0	0	0	0	0	0	0	0	Metro
succeed	0	1	0	0	1	0	1	0	1	1	gelengt
succeeding	0	1	0	0	1	0	1	0	0	1	gelengt
success	0	1	0	0	1	0	1	0	0	0	Erfolleg
successful	0	1	0	0	1	0	1	0	0	1	erfollegräich
succession	0	0	0	0	0	0	0	0	0	0	Nofolleg
successive	0	0	0	0	0	0	0	0	0	0	successiv
successor	0	0	0	0	0	0	0	0	0	0	Nofolger
succinct	0	0	0	0	0	0	1	0	0	0	präzis
succulent	0	0	0	0	0	1	1	0	0	0	succulent
succumb	0	0	0	0	0	1	0	0	0	0	ënnerzegoen
suck	0	0	0	0	0	1	0	0	0	0	suckelen
sucker	1	0	0	0	0	1	0	0	0	0	suckel
sucking	0	0	0	0	0	0	0	0	0	0	suckelen
suckling	0	0	0	0	0	0	0	0	0	0	suckelen
suction	0	0	0	0	0	0	0	0	0	0	saug
sudden	0	0	0	0	0	0	0	0	1	0	op eemol
suddenly	0	0	0	0	0	0	0	0	1	0	op eemol
sue	1	0	0	0	0	1	0	1	0	0	sue
suffer	0	0	0	0	0	1	0	0	0	0	leiden
sufferer	0	0	0	1	0	1	0	1	0	0	leiden
suffering	0	0	1	1	0	1	0	1	0	0	leiden
suffice	0	0	0	0	0	0	0	0	0	0	genuch
sufficiency	0	0	0	0	0	0	1	0	0	0	genuch
sufficient	0	0	0	0	0	0	0	0	0	0	genuch
sufficiently	0	0	0	0	0	0	0	0	0	0	genuch
suffix	0	0	0	0	0	0	0	0	0	0	suffix
suffocating	0	0	1	1	0	1	0	1	0	0	erstécken
suffocation	1	0	0	1	0	1	0	0	0	0	erstécken
sugar	0	0	0	0	0	0	1	0	0	0	Zocker
suggest	0	0	0	0	0	0	0	0	0	1	proposéieren
suggestion	0	0	0	0	0	0	0	0	0	0	Virschlag
suggestive	0	0	0	0	0	0	0	0	0	0	suggestiv
suicidal	1	0	1	1	0	1	0	1	0	0	Suizid
suicide	1	0	0	1	0	1	0	1	0	0	Suizid
suit	0	0	0	0	0	0	0	0	0	0	Kostüm
suitable	0	0	0	0	0	0	1	0	0	0	gëeegent
suite	0	0	0	0	0	0	0	0	0	0	Suite
suitor	0	0	0	0	0	0	0	0	0	0	Fräier
sullen	1	0	0	0	0	1	0	1	0	0	schwaach
sulphur	0	0	0	0	0	0	0	0	0	0	Schwefel
sultan	0	0	0	1	0	0	0	0	0	0	sultan
sultry	0	0	0	0	0	0	1	0	0	0	schmuel
sum	0	0	0	0	0	0	0	0	0	0	Zomm
summarily	0	0	0	0	0	0	0	0	0	0	resuméiert
summarize	0	0	0	0	0	0	0	0	0	0	zesummefaassen
summary	0	0	0	0	0	0	0	0	0	0	Resumé
summation	0	0	0	0	0	0	0	0	0	0	Zesummefaassung
summer	0	0	0	0	0	0	0	0	0	0	Summer
summit	0	0	0	0	0	0	0	0	0	0	Sommet
summon	0	0	0	0	0	0	0	0	0	0	aberuff
summons	0	0	0	0	0	1	0	0	0	0	Aruff
sumo	0	0	0	0	0	0	0	0	0	0	sumo
sump	0	0	1	0	0	0	0	0	0	0	sump
sumptuous	0	0	0	0	0	0	0	0	0	0	iwwerflësseg
sun	0	1	0	0	1	0	1	0	1	1	Sonn
sunbeam	0	0	0	0	0	0	0	0	0	0	Sonnestrahl
sundial	0	1	0	0	0	0	0	0	0	1	Sonneluucht
sundown	0	0	0	0	0	0	0	0	0	0	Sonnenënnergang
sundry	0	0	0	0	0	0	0	0	0	0	verschidde
sunglass	0	0	0	0	0	0	0	0	0	0	Sonnebrëll
sunglasses	0	0	0	0	0	0	0	0	0	0	Sonnebrëller
sunk	0	0	1	1	0	1	0	1	0	0	gesenkt
sunless	0	0	0	0	0	0	0	0	0	0	sonnelos
sunlight	0	0	0	0	0	0	0	0	0	0	Sonneliicht
sunny	0	1	0	0	1	0	1	0	1	0	sonneg
sunrise	0	0	0	0	0	0	0	0	0	0	Sonnenopgang
sunset	0	1	0	0	0	0	1	0	0	0	Sonnenënnergang
sunshine	0	0	0	0	1	0	1	0	0	0	Sonnenschein
superannuation	0	0	0	0	0	0	0	0	0	0	superannuation
superb	0	0	0	0	0	0	1	0	0	0	super
superficial	0	0	0	0	0	1	0	0	0	0	iwwerflächlech
superfluous	0	0	0	0	0	1	0	0	0	0	iwwerflësseg
superhuman	0	0	0	0	0	0	1	0	0	0	iwwermënschlech
superimposed	0	0	0	0	0	0	0	0	0	0	iwwerlagert
superintendent	0	0	0	0	0	0	0	0	0	0	superintendent
superior	0	0	0	0	0	0	1	0	0	0	superior
superiority	0	0	0	0	0	0	1	0	0	0	Iwwerleeënheet
superlative	0	0	0	0	0	0	0	0	0	0	superlativ
superman	0	0	0	0	1	0	1	0	0	1	superman
supermarket	0	0	0	0	0	0	0	0	0	0	Supermarché
supernatant	0	0	0	0	0	0	0	0	0	0	supernatant
supernatural	0	0	0	0	0	0	0	0	0	0	iwwernatierlech
superposition	0	0	0	0	0	0	0	0	0	0	superposition
supersede	0	0	0	0	0	0	0	0	0	0	ersat
superstar	0	0	0	0	1	0	1	0	0	1	superstar
superstition	0	0	0	1	0	1	1	0	0	0	Iwwergleewen
superstitious	0	1	0	1	0	1	0	0	0	0	superstious
supervise	0	0	0	0	0	0	0	0	0	0	iwwerwaachen
supervision	0	0	0	0	0	0	0	0	0	0	Iwwerwaachung
supervisor	0	0	0	0	0	0	0	0	0	0	Supervisor
supper	0	0	0	0	0	0	0	0	0	0	supper
supplant	0	0	0	0	0	0	0	0	0	0	ersetzen
supple	0	0	0	0	0	0	0	0	0	0	supple
supplement	0	0	0	0	0	0	0	0	0	0	ergänzen
supplemental	0	0	0	0	0	0	0	0	0	0	zousätzlech
supplementary	0	0	0	0	0	0	0	0	0	0	zousätzlech
supplication	0	0	0	0	0	0	1	0	0	1	ubidden
supplies	0	0	0	0	0	0	1	0	0	0	Ëmgeréits
supply	0	0	0	0	0	0	1	0	0	0	Fourniture
supported	0	0	0	0	0	0	1	0	0	0	ënnerstëtzt
supporter	0	0	0	0	1	0	1	0	0	1	Supporter
supporters	0	0	0	0	0	0	0	0	0	0	Supporter
supporting	0	0	0	0	0	0	1	0	0	1	ënnerstëtzen
suppose	0	0	0	0	0	0	0	0	0	0	ugeholl
supposing	0	0	0	0	0	0	0	0	0	0	ugeholl
supposition	0	0	0	0	0	0	0	0	0	0	Viraussetzung
suppress	1	0	0	1	0	1	0	1	0	0	ënnerdrécken
suppression	1	0	1	1	0	1	0	0	0	0	Ënnerdréckung
supremacy	1	1	0	1	1	1	1	0	1	1	Iwwerhand
supreme	0	0	0	0	0	0	1	0	0	0	héchste
supremely	0	0	0	0	0	0	1	0	0	0	iewescht
surcharge	1	0	0	0	0	1	0	0	0	0	Zouschlag
surety	0	0	0	0	0	0	1	0	0	1	sécher
surf	0	0	0	0	0	0	0	0	0	0	surfen
surface	0	0	0	0	0	0	0	0	0	0	Uewerfläch
surge	0	0	0	0	0	0	0	0	1	0	Iwwerschwemmung
surgeon	0	0	0	0	0	0	0	0	0	0	Chirurg
surgery	0	0	0	1	0	0	0	1	0	0	Chirurgie
surly	1	0	1	0	0	1	0	0	0	0	schaarf
surmise	0	0	0	0	0	0	1	0	0	0	iwwerzeegen
surname	0	0	0	0	0	0	0	0	0	0	Familljennumm
surpassing	0	0	0	0	0	0	1	0	0	0	iwwerschratt
surplus	0	0	0	0	0	0	0	0	0	0	iwwerschësseg
surprise	0	0	0	1	1	0	1	0	1	0	Iwwerraschung
surprised	0	0	0	0	0	0	0	0	1	0	iwwerrascht
surprising	0	0	0	0	0	0	0	0	1	0	iwwerraschend
surprisingly	0	1	0	0	0	0	0	0	1	0	iwwerraschend
surrender	0	0	0	1	0	1	0	1	0	0	opginn
surrendering	0	0	0	0	0	1	0	1	0	0	opginn
surrogate	0	0	0	0	0	0	0	0	0	1	surrogat
surround	0	1	0	0	0	1	1	0	0	0	ëmginn
surrounding	0	0	0	0	0	0	0	0	0	0	ronderëm
surroundings	0	0	0	0	0	0	0	0	0	0	Ëmgéigend
surveillance	0	0	0	1	0	0	0	0	0	0	Iwwerwaachung
survey	0	0	0	0	0	0	0	0	0	0	Ëmfro
surveying	0	0	0	0	0	0	1	0	0	0	Ëmfro
surveyor	0	0	0	0	0	0	0	0	0	0	Ëmfro
survival	0	0	0	0	0	0	0	0	0	0	Iwwerliewe
survive	0	0	0	0	0	0	1	0	0	0	iwwerliewen
surviving	0	0	0	0	0	0	0	0	0	0	iwwerlieft
susceptibility	0	0	0	0	0	0	0	0	0	0	Empfindlechkeet
susceptible	0	0	0	0	0	1	0	0	0	0	ufälleg
suspect	0	0	0	1	0	1	0	0	0	0	verdächteg
suspected	0	0	0	0	0	0	0	0	0	0	verdächtegt
suspend	0	0	0	0	0	0	0	0	0	0	suspendéieren
suspended	0	0	0	0	0	0	0	0	0	0	suspendéiert
suspenders	0	0	0	0	0	0	0	0	0	0	suspenders
suspense	0	1	0	1	0	0	0	0	1	0	Spannung
suspension	0	0	0	1	0	1	0	0	0	0	Suspensioun
suspicion	0	0	0	1	0	1	0	0	0	0	Verdacht
suspicions	0	0	0	0	0	0	0	0	0	0	Verdacht
suspicious	1	1	0	0	0	1	0	0	0	0	verdächteg
sustained	0	0	0	0	0	0	0	0	0	0	nohalteg
sustenance	0	0	0	0	0	0	0	0	0	0	Ënnerhalt
suture	0	0	0	0	0	0	0	0	0	0	sutur
swab	0	0	0	0	0	1	0	0	0	0	schwätz
swag	0	0	0	0	0	0	0	0	0	0	Swag
swagger	0	0	0	0	0	0	0	0	0	0	swagger
swallow	0	0	0	0	0	0	0	0	0	0	schlécken
swamp	0	0	1	1	0	1	0	0	0	0	Sumpf
swamped	0	0	0	0	0	0	0	0	0	0	iwwerschwemmt
swampy	0	0	1	1	0	1	0	0	0	0	sumpfeg
swan	0	0	0	0	0	0	0	0	0	0	Schwan
swap	0	0	0	0	0	0	0	0	0	0	tauschen
swarm	0	0	1	0	0	0	0	0	0	0	schwarm
swarming	0	0	0	0	0	0	0	0	0	0	schwarmen
swastika	1	0	0	1	0	1	0	0	0	0	swastika
sway	0	0	0	0	0	0	0	0	0	0	wackelen
swear	0	0	0	0	0	0	1	0	0	1	schwieren
swearing	0	0	0	0	0	0	0	0	0	0	geschwuer
sweat	0	0	0	1	0	0	0	0	0	0	schweessen
sweater	0	0	0	0	0	0	0	0	0	0	Pullover
sweating	0	0	0	0	0	0	0	0	0	0	schweessen
sweep	0	0	0	0	0	0	0	0	0	0	schëdden
sweeping	0	0	0	0	0	0	0	0	0	0	schweier
sweet	0	1	0	0	1	0	1	0	1	1	séiss
sweeten	0	0	0	0	0	0	0	0	0	0	séiss
sweetened	0	0	0	0	0	0	0	0	0	0	séiss
sweetener	0	0	0	0	0	0	0	0	0	0	Séisser
sweetheart	0	1	0	0	1	0	1	1	0	1	Schatz
sweetie	0	0	0	0	0	0	1	0	0	0	séiss
sweetness	0	0	0	0	0	0	1	0	0	0	séiss
sweets	0	1	0	0	1	0	1	0	0	0	Séissegkeeten
swell	0	0	0	0	0	0	0	0	0	0	schwëllen
swelling	0	0	0	1	0	1	0	0	0	0	Schwellung
sweltering	0	0	0	0	0	0	0	0	0	0	schwetzen
swerve	0	0	0	1	0	0	0	0	1	0	verschwannen
swift	0	0	0	0	0	0	1	0	0	0	séier
swiftly	0	0	0	0	0	0	0	0	0	0	séier
swig	0	0	1	0	0	1	0	0	0	0	schwätz
swim	0	1	0	1	1	0	1	0	0	0	schwammen
swimming	0	0	0	0	0	0	0	0	0	0	schwammen
swine	0	0	1	0	0	1	0	0	0	0	Schwäin
swing	0	0	0	0	0	0	0	0	0	0	schwéngen
swinging	0	0	0	0	0	0	0	0	0	0	schwiewend
swish	0	0	0	0	0	0	0	0	0	0	schwätz
switch	0	0	0	0	0	0	0	0	0	0	schalt
swivel	0	0	0	0	0	0	0	0	0	0	dreiwend
swollen	0	0	0	0	0	1	0	0	0	0	geschwollen
swoon	0	0	0	0	0	0	0	0	0	0	schwammen
swoop	0	0	0	0	0	0	0	0	0	0	schlofen
sword	0	0	0	0	0	0	0	0	0	0	Schwäert
syllable	0	0	0	0	0	0	0	0	0	0	Silb
syllabus	0	0	0	0	0	0	0	0	0	0	Stonneplang
symbol	0	0	0	0	0	0	0	0	0	0	Symbol
symbolic	0	0	0	0	0	0	1	0	0	0	symbolesch
symbolically	0	0	0	0	0	0	0	0	0	0	symbolesch
symbolism	0	0	0	0	0	0	0	0	0	0	Symbolik
symbolize	0	0	0	0	0	0	0	0	0	0	symboliséieren
symmetric	0	0	0	0	0	0	0	0	0	0	symmetresch
symmetrical	0	0	0	0	0	0	1	0	0	0	symmetresch
symmetry	0	0	0	0	1	0	1	0	0	1	symmetrie
sympathetic	0	0	0	1	1	0	1	1	0	1	sympathesch
sympathize	0	0	0	0	0	0	0	1	0	0	sympathéieren
sympathy	0	0	0	0	0	0	1	1	0	0	Sympathie
symphony	0	1	0	0	1	0	1	0	0	0	Symphonie
symptom	0	0	0	0	0	1	0	0	0	0	Symptom
symptomatic	0	0	0	0	0	0	0	0	0	0	symptomatesch
synagogue	0	0	0	0	0	0	0	0	0	0	Synagog
synchronize	0	1	0	0	1	0	1	0	1	1	synchroniséieren
synchronous	0	0	0	0	0	0	0	0	0	0	synchron
syncope	0	0	0	1	0	1	0	1	1	0	synkopéieren
syndicate	0	0	0	0	0	0	0	0	0	0	Syndikat
synergistic	0	0	0	0	0	0	1	0	0	1	synergistesch
synergy	0	0	0	0	0	0	0	0	0	0	Synergie
synod	0	0	0	0	0	0	1	0	0	1	synod
synonym	0	0	0	0	0	0	0	0	0	0	synonym
synonymous	0	0	0	1	0	1	1	0	0	1	synonym
synopsis	0	0	0	0	0	0	0	0	0	0	synopsis
synoptic	0	0	0	0	0	0	0	0	0	0	synoptesch
syntax	0	0	0	0	0	0	0	0	0	0	syntax
synthesis	0	0	0	0	0	0	0	0	0	0	Synthese
synthetic	0	0	0	0	0	0	0	0	0	0	syntheteschen
syringe	0	0	0	1	0	0	0	0	0	0	Sprëtz
syrup	0	0	0	0	0	0	0	0	0	0	Sirop
system	0	0	0	0	0	0	0	0	0	1	System
systematic	0	0	0	0	0	0	0	0	0	0	systematesch
systematically	0	0	0	0	0	0	0	0	0	0	systematesch
tabby	0	0	0	0	0	0	0	0	0	0	tabby
tabernacle	0	0	0	0	0	0	0	0	0	0	tabernakel
table	0	0	0	0	0	0	0	0	0	0	Dësch
tableau	0	0	0	0	0	0	0	0	0	0	Tableau
