English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Corsican Word
recurring	0	0	0	0	0	0	0	0	0	0	recurrente
recursion	0	0	0	0	0	0	0	0	0	0	ricursione
recursive	0	0	0	0	0	0	0	0	0	0	recursive
recursively	0	0	0	0	0	0	0	0	0	0	recursivamente
red	0	0	0	0	0	0	0	0	0	0	rossu
reddish	0	0	0	0	0	0	0	0	0	0	rossu
redemption	0	0	0	0	0	0	1	0	0	0	redenzione
redness	0	0	0	0	0	0	0	0	0	0	rossu
redress	0	0	0	0	0	0	1	0	0	0	rimediu
reduced	0	0	0	0	0	0	0	0	0	0	ridutta
reduction	0	0	0	0	0	0	0	0	0	0	riduzzione
redundancy	0	0	0	0	0	0	0	0	0	0	redundanza
redundant	0	0	0	0	0	1	0	0	0	0	redundante
reed	0	0	0	0	0	0	0	0	0	0	canna
reef	0	0	0	0	0	0	0	0	0	0	scogliera
reefs	0	0	0	0	0	0	0	0	0	0	scogliere
reel	0	0	0	0	0	0	0	0	0	0	bobina
reestablish	0	0	0	0	0	0	0	0	0	0	ristabilisce
referee	0	0	0	0	0	0	0	0	0	1	arbitru
reference	0	0	0	0	0	0	0	0	0	0	riferenza
referendum	0	0	0	0	0	0	0	0	0	0	referendum
refine	0	0	0	0	0	0	1	0	0	0	raffinà
refinement	0	0	0	0	0	0	1	0	0	0	raffinamentu
refinery	0	0	0	0	0	0	0	0	0	0	raffineria
refining	0	0	0	0	0	0	0	0	0	0	raffinazione
refit	0	0	0	0	0	0	0	0	0	0	ritruvà
reflect	0	0	0	0	0	0	0	0	0	0	riflette
reflecting	0	0	0	0	0	0	0	0	0	0	riflettendu
reflection	0	0	0	0	0	0	0	0	0	0	riflessione
reflective	0	0	0	0	0	0	0	0	0	0	riflettente
reflector	0	0	0	0	0	0	0	0	0	0	riflettore
reflex	0	0	0	0	0	0	0	0	1	0	riflessu
reflux	0	0	1	0	0	1	0	0	0	0	riflussu
reform	0	0	0	0	0	0	1	0	0	0	riforma
reformation	0	0	0	0	0	0	1	0	0	0	riforma
reformer	0	0	0	0	0	0	1	0	0	0	riformatore
refraction	0	0	0	0	0	0	0	0	0	0	rifrazzione
refractor	0	0	0	0	0	0	0	0	0	0	rifrattore
refractory	0	0	0	0	0	1	0	0	0	0	refrattariu
refrain	0	0	0	0	0	0	0	0	0	0	rinfriscà
refraining	0	0	0	0	0	0	0	0	0	0	fretendu
refreshing	0	0	0	0	0	0	1	0	0	0	rinfrescante
refrigerate	0	0	0	0	0	0	0	0	0	0	rinfriscà
refrigeration	0	0	0	0	0	0	0	0	0	0	friddu
refrigerator	0	0	0	0	0	0	0	0	0	0	frigorifero
refuge	0	0	0	0	0	0	0	0	0	0	rifugiu
refugee	0	0	0	0	0	0	0	1	0	0	rifuggiatu
refund	0	0	0	0	0	0	0	0	0	0	rimborsu
refurbish	0	0	0	0	0	0	1	0	0	0	rinfurzà
refusal	0	0	0	0	0	1	0	0	0	0	rifiutu
refuse	0	0	0	0	0	1	0	0	0	0	ricusà
refused	0	0	0	0	0	1	0	1	0	0	ricusatu
refusing	0	0	0	0	0	0	0	0	0	0	ricusendu
refutation	0	0	0	1	0	0	0	0	0	0	refutazione
refute	0	0	0	0	0	0	0	0	0	0	refute
regain	0	0	0	0	0	0	0	0	0	0	ritruvà
regal	0	0	0	0	0	0	1	0	0	1	regiu
regalia	0	0	0	0	0	0	0	0	0	0	regalia
regatta	0	1	0	0	0	0	0	0	0	0	regata
regency	0	0	0	0	0	0	0	0	0	0	reggenza
regenerate	0	0	0	0	0	0	0	0	0	0	rigenerate
regeneration	0	0	0	0	0	0	0	0	0	0	rigenerazione
regent	0	0	0	0	0	0	1	0	0	1	reggente
regime	0	0	0	0	0	0	0	0	0	0	regime
regimen	0	0	0	0	0	0	0	0	0	0	regimen
regiment	0	0	0	1	0	0	0	0	0	0	regimentu
region	0	0	0	0	0	0	0	0	0	0	regione
regional	0	0	0	0	0	0	0	0	0	0	regiunale
regionalism	0	0	0	0	0	0	0	0	0	0	regionalismu
register	0	0	0	0	0	0	0	0	0	0	iscrizzione
registrar	0	0	0	0	0	0	0	0	0	0	registratu
registration	0	0	0	0	0	0	0	0	0	0	iscrizzione
registry	0	0	0	0	0	0	0	0	0	1	registru
regress	0	0	0	0	0	1	0	0	0	0	rigressu
regression	0	0	0	0	0	1	0	0	0	0	regressione
regressive	0	0	0	0	0	1	1	0	0	0	regressiva
regret	0	0	0	0	0	1	0	1	0	0	dispiaci
regrettable	0	0	0	0	0	1	0	1	0	0	dispiacevule
regretted	0	0	0	0	0	1	0	1	0	0	dispiace
regretting	0	0	0	0	0	1	0	1	0	0	dispiacendu
regular	0	0	0	0	0	0	0	0	0	0	regulare
regularity	0	1	0	0	0	0	1	0	0	1	regularità
regulars	0	0	0	0	0	0	0	0	0	0	abituali
regulate	0	0	0	0	0	0	1	0	0	0	regulà
regulated	0	0	0	0	0	0	0	0	0	0	regulatu
regulation	0	0	0	0	0	0	0	0	0	0	regulamentu
regulatory	0	0	0	1	0	1	0	0	0	0	regulamentaria
regurgitation	0	0	1	0	0	0	0	0	0	0	rigurgitu
rehabilitate	0	0	0	0	0	0	1	0	0	0	riabilitatu
rehabilitation	0	1	0	0	0	0	1	0	0	0	riabilitazione
rehearsal	0	0	0	0	0	0	0	0	0	0	prova
reign	0	0	0	0	0	0	0	0	0	0	regnu
reimburse	0	0	0	0	0	0	1	0	0	0	rimbursà
reimbursement	0	0	0	0	0	0	1	0	0	1	rimborsu
rein	0	0	0	0	0	1	0	0	0	0	rinu
reindeer	0	0	0	0	0	0	0	0	0	0	renna
reinforce	0	0	0	0	0	0	0	0	0	0	rinfurzà
reinforcement	0	0	0	0	0	0	1	0	0	1	rinforzu
reinforcements	0	0	0	0	0	0	0	0	0	1	rinforzi
reins	0	0	0	0	0	0	0	0	0	0	redini
reinstall	0	0	0	0	0	0	0	0	0	0	reinstallà
reinstate	0	0	0	0	0	0	1	0	0	0	ritruvà
reinstatement	0	0	0	0	0	0	0	0	0	0	ripresa
reinvest	0	0	0	0	0	0	0	0	0	0	reinvesti
reinvestment	0	0	0	0	0	0	0	0	0	0	reinvestimentu
reiterate	0	0	0	0	0	0	0	0	0	0	ripete
reject	1	0	0	1	0	1	0	1	0	0	ricusà
rejected	0	0	0	0	0	1	0	0	0	0	rifiutatu
rejection	1	0	1	1	0	1	0	1	0	0	rigettu
rejects	1	0	0	1	0	1	0	1	0	0	rifiuta
rejoice	0	1	0	0	1	0	1	0	1	1	rallegra
rejoicing	0	1	0	0	1	0	1	0	1	0	aligria
rejoin	0	0	0	0	0	0	0	0	0	0	riunite
rejuvenate	0	0	0	0	0	0	1	0	0	0	rejuvenate
rejuvenated	0	0	0	0	0	0	1	0	0	0	rejuvened
rekindle	0	1	0	1	1	1	1	0	1	0	rinasce
relapse	0	0	0	1	0	1	0	1	0	0	ricaduta
relate	0	0	0	0	0	0	0	0	0	0	relatà
related	0	0	0	0	0	0	0	0	0	1	in relazione
relation	0	0	0	0	0	0	0	0	0	0	relazione
relationship	0	0	0	0	0	0	0	0	0	0	relazione
relative	0	0	0	0	0	0	0	0	0	1	parente
relativity	0	0	0	0	0	0	0	0	0	0	relatività
relaxant	0	0	0	0	0	0	0	0	0	0	rilassante
relaxation	0	0	0	0	0	0	1	0	0	0	rilassazione
relaxed	0	0	0	0	0	0	0	0	0	0	rilassatu
relay	0	0	0	0	0	0	0	0	0	0	relé
release	0	0	0	0	0	0	0	0	0	0	liberazione
released	0	0	0	0	0	0	0	0	0	0	liberatu
relegation	0	0	0	0	0	1	0	0	0	0	relegazione
relevancy	0	0	0	0	0	0	0	0	0	0	pertinenza
relevant	0	0	0	0	0	0	1	0	0	1	pertinente
reliability	0	0	0	0	0	0	1	0	0	1	affidabilità
reliable	0	0	0	0	0	0	1	0	0	1	affidabile
reliance	0	0	0	0	0	0	1	0	0	1	fiducia
relic	0	0	0	0	0	0	0	0	0	0	reliquia
relics	0	0	0	0	0	0	0	1	0	0	reliquie
relief	0	0	0	0	0	0	1	0	0	0	sollievu
relieving	0	0	0	0	0	0	1	0	0	0	allevià
religion	0	0	0	0	0	0	0	0	0	1	religione
religious	0	0	0	0	0	0	0	0	0	0	religiosa
relinquish	0	0	0	0	0	1	0	0	0	0	rinunzià
relish	0	0	0	0	0	0	0	0	0	0	piacè
reluctance	0	0	0	0	0	0	0	0	0	0	riluttanza
reluctant	0	0	0	1	0	1	0	0	0	0	riluttante
remainder	0	0	0	0	0	0	0	0	0	0	restu
remaining	0	0	0	0	0	0	0	0	0	0	resta
remains	0	0	1	1	0	1	1	0	0	1	resta
remake	0	0	0	0	0	0	1	0	0	0	remake
remand	1	0	0	0	0	1	0	0	0	0	rinviata
remark	0	0	0	0	0	0	0	0	0	0	rimarca
remarkable	0	0	0	0	1	0	1	0	1	1	rimarchevuli
remarkably	0	0	0	0	0	0	1	0	0	0	notevolmente
remedial	0	0	0	0	0	1	0	0	0	0	rimediu
remedy	0	1	0	0	1	0	1	0	0	1	rimediu
remember	0	0	0	0	0	0	0	0	0	0	ricurdate
remembered	0	0	0	0	0	0	0	0	0	0	ricurdatu
remembering	0	0	0	0	0	0	0	0	0	0	ricurdendu
remembrance	0	0	0	0	0	0	0	0	0	0	ricordu
remind	0	0	0	0	0	0	0	0	0	0	ricurdate
reminder	0	0	0	0	0	0	0	0	0	0	ricordu
remiss	1	0	1	0	0	1	0	1	0	0	rimissu
remission	0	0	0	0	0	0	1	0	0	0	rimissione
remit	0	0	0	0	0	0	0	0	0	0	rimette
remittance	0	0	0	0	0	0	0	0	0	0	rimessa
remnant	0	0	0	0	0	0	0	0	0	0	rimessu
remodel	0	0	0	0	0	0	1	0	0	0	remodelà
remorse	0	0	0	0	0	1	0	1	0	0	rimorso
remote	0	0	0	0	0	0	0	0	0	0	luntani
remoteness	0	0	0	0	0	0	0	0	0	0	luntananza
removal	0	0	0	0	0	1	0	0	0	0	eliminazione
remove	1	0	0	1	0	1	0	1	0	0	caccià
remuneration	0	0	0	0	0	0	0	0	0	0	remunerazione
renaissance	0	0	0	0	0	0	1	0	0	0	rinascimentu
rencontre	0	0	0	0	0	1	0	0	0	0	incontru
rend	0	0	0	0	0	1	0	0	0	0	rinfriscà
render	0	0	0	0	0	0	1	0	0	0	rende
rendering	0	0	0	0	0	0	0	0	0	0	rendendu
rendezvous	0	0	0	0	0	0	0	0	0	0	appuntamentu
rendition	0	0	0	0	0	0	0	0	0	0	rendizione
renegade	1	0	0	0	0	1	0	0	0	0	rinnegatu
renewal	0	0	0	0	0	0	1	0	0	0	rinnuvamentu
renounce	1	0	0	0	0	1	0	0	0	0	rinunzià
renovate	0	1	0	0	0	0	1	0	0	0	rinnuvà
renovated	0	0	0	0	0	0	0	0	0	0	rinnuvatu
renovation	0	1	0	0	1	0	1	0	0	0	rinnuvamentu
renown	0	0	0	0	0	0	1	0	0	0	rinumata
renowned	0	0	0	0	0	0	1	0	0	0	rinumata
rent	0	0	0	0	0	0	0	0	0	0	affittu
rental	0	0	0	0	0	0	0	0	0	0	affittu
renter	0	0	0	0	0	0	0	0	0	0	affittuariu
renunciation	0	0	0	0	0	1	0	0	0	0	rinuncia
reorganization	0	0	0	0	0	0	0	0	0	0	riurganizazione
reorganize	0	0	0	0	0	0	1	0	0	0	riurganizà
repair	0	0	0	0	0	0	0	0	0	0	riparà
reparation	0	0	0	0	0	0	1	0	0	1	riparazioni
repay	1	1	0	0	1	0	1	0	0	1	rimbursà
repayment	0	0	0	0	0	0	0	0	0	0	rimborsu
repeal	0	0	0	0	0	0	0	0	0	0	abrogà
repeat	0	0	0	0	0	0	0	0	0	0	ripetiri
repeated	0	0	0	0	0	0	0	0	0	0	ripetutu
repeatedly	0	0	0	0	0	0	0	0	0	0	ripetutamente
repeater	0	0	0	0	0	0	0	0	0	0	ripetitore
repellant	0	0	1	1	0	1	0	0	0	0	repellent
repellent	1	0	1	1	0	1	0	0	0	0	repellent
repelling	0	0	1	0	0	1	0	0	0	0	repellendu
repent	0	0	0	1	0	0	1	0	0	0	pentite
repentance	0	0	0	0	0	0	0	0	0	0	pentimentu
repertoire	0	0	0	0	0	0	0	0	0	0	repertoriu
repertory	0	0	0	0	0	0	0	0	0	0	repertoriu
repetition	0	0	0	0	0	0	0	0	0	0	ripetizione
replace	0	0	0	0	0	0	0	0	0	0	rimpiazzà
replacement	0	0	0	0	0	0	0	0	0	0	rimpiazzamentu
replenish	0	0	0	0	0	0	1	0	0	0	rinfurzà
replete	0	0	0	0	0	0	1	0	0	0	piena
replication	0	0	0	0	0	0	0	0	0	0	replicazione
reply	0	0	0	0	0	0	0	0	0	0	rispondi
report	0	0	0	0	0	0	0	0	0	0	rapportu
reported	0	0	0	0	0	0	0	0	0	0	rappurtatu
reporter	0	0	0	0	0	0	1	0	0	1	ghjurnalista
repose	0	0	0	0	0	0	1	0	0	0	riposu
reposition	0	0	0	0	0	0	0	0	0	0	riposiziona
repository	0	0	0	0	0	0	0	0	0	0	repository
representation	0	0	0	0	0	0	0	0	0	0	rapprisentazione
representative	0	0	0	0	0	0	0	0	0	0	rappresentante
represented	0	0	0	0	0	0	1	0	0	0	rapprisintatu
representing	0	1	0	0	0	0	0	0	0	0	rapprisentanu
repress	0	0	0	0	0	1	0	1	0	0	riprime
repressed	0	0	0	0	0	0	0	0	0	0	ripressu
repression	0	0	0	1	0	1	0	0	0	0	ripressione
reprieve	0	0	0	0	0	0	0	0	0	0	ripiglià
reprimand	1	0	0	0	0	1	0	0	0	0	rimproveru
reprint	0	0	0	0	0	1	0	0	0	0	ristampa
reprisal	1	0	0	1	0	1	0	1	0	0	ripresali
reprise	0	0	0	0	0	0	0	0	0	0	ripresa
reproach	1	0	1	0	0	1	0	1	0	0	rimproveru
reproduce	0	0	0	0	0	0	0	0	0	0	ripruduce
reproduction	0	0	0	0	0	0	0	0	0	0	ripruduzzione
reproductive	0	0	0	0	1	0	1	0	0	0	riproduttivu
reptile	0	0	0	0	0	0	0	0	0	0	rettile
republic	0	0	0	0	0	1	0	0	0	0	republica
republican	0	0	0	0	0	0	0	0	0	0	republicanu
repudiation	1	0	1	0	0	1	0	0	0	0	repudia
repulsion	0	0	1	1	0	1	0	0	0	0	repulsione
repurchase	0	0	0	0	0	0	0	0	0	0	riacquistà
reputable	0	0	0	0	0	0	1	0	0	1	reputable
reputation	0	0	0	0	0	0	0	0	0	0	reputazione
repute	0	0	0	0	0	0	0	0	0	0	reputazione
request	0	0	0	0	0	0	0	0	0	0	dumanda
requiem	0	0	0	0	0	0	0	1	0	0	requiem
required	0	0	0	0	0	0	0	0	0	0	necessariu
requirement	0	0	0	0	0	0	0	0	0	0	esigenza
requisite	0	0	0	0	0	0	0	0	0	0	necessariu
requisition	0	0	0	0	0	0	0	0	0	0	dumanda
rescind	0	0	0	0	0	1	0	0	0	0	annunzià
rescission	0	0	0	0	0	1	0	0	0	0	rescissioni
rescue	0	1	0	0	1	0	1	0	1	1	salvezza
research	0	0	0	0	0	0	0	0	0	0	ricerca
resection	0	0	0	1	0	0	0	0	0	0	resection
resemblance	0	0	0	0	0	0	0	0	0	0	somiglianza
resemble	0	0	0	0	0	0	0	0	0	0	s'assumiglia
resembling	0	0	0	0	0	0	0	0	0	0	s'assumiglia
resent	1	0	0	0	0	1	0	0	0	0	risentite
resentful	1	0	0	0	0	1	0	0	0	0	risentitu
resentment	1	0	1	0	0	1	0	1	0	0	risentimentu
reservation	0	0	0	0	0	0	0	0	0	0	riservazione
reserve	0	0	0	0	0	0	1	0	0	0	riserva
reserved	0	0	0	0	0	0	0	0	0	0	riservatu
reserves	0	0	0	0	0	0	0	0	0	0	riserve
reservoir	0	0	0	0	0	0	0	0	0	0	reservoir
reside	0	0	0	0	0	0	0	0	0	0	residenza
residence	0	0	0	0	0	0	0	0	0	0	residenza
residences	0	0	0	0	0	0	0	0	0	0	residenze
resident	0	0	0	0	0	0	1	0	0	0	residente
residual	0	0	0	0	0	0	0	0	0	0	residuale
residue	0	0	0	0	0	0	0	0	0	0	residuu
resign	1	0	1	1	0	1	0	1	0	0	dimissioni
resignation	0	0	0	0	0	1	0	1	1	0	dimissioni
resigned	0	0	0	0	0	1	0	1	0	0	dimissioni
resilience	0	0	0	0	0	0	0	0	0	0	resilienza
resilient	0	0	0	0	0	0	1	0	0	0	resistenti
resin	0	0	0	0	0	0	0	0	0	0	resina
resist	0	0	0	0	0	1	0	0	0	0	resisti
resistance	1	0	0	0	0	1	0	0	0	0	resistenza
resistant	0	0	0	1	0	1	0	0	0	0	resistente
resisting	1	0	0	1	0	1	0	1	0	0	resistenti
resistive	0	0	0	0	0	0	1	0	0	0	resistenti
resolute	0	0	0	0	0	0	0	0	0	0	risoluta
resolutely	0	0	0	0	0	0	1	0	0	0	risolutamente
resolution	0	0	0	0	0	0	0	0	0	0	risoluzione
resolve	0	0	0	0	0	0	0	0	0	0	risolve
resolved	0	0	0	0	0	0	0	0	0	0	risolta
resonance	0	0	0	0	0	0	0	0	0	0	risonanza
resonant	0	0	0	0	0	0	0	0	0	0	risonante
resonate	0	0	0	0	0	0	0	0	0	0	risonà
resonator	0	0	0	0	0	0	0	0	0	0	risonatore
resort	0	0	0	0	0	0	0	0	0	0	resort
resounding	0	0	0	0	0	0	0	0	0	0	risonante
resources	0	0	0	0	1	0	1	0	0	1	risorse
respect	0	1	0	0	1	0	1	0	0	1	rispettu
respectability	0	0	0	0	0	0	1	0	0	0	rispettabilità
respectable	0	0	0	0	0	0	1	0	0	1	rispettabile
respected	0	0	0	0	0	0	0	0	0	0	rispettatu
respectful	0	0	0	0	0	0	1	0	0	1	rispettuosu
respecting	0	0	0	0	0	0	1	0	0	0	rispettu
respective	0	0	0	0	0	0	0	0	0	0	rispettivi
respects	0	0	0	0	0	0	1	0	0	1	rispetti
respiration	0	0	0	0	0	0	0	0	0	0	respirazione
respirator	0	0	0	0	0	0	0	0	0	0	respiratore
respite	0	0	0	0	1	0	1	0	0	1	tregua
resplendent	0	0	0	0	1	0	1	0	0	0	splendente
respond	0	0	0	0	0	0	0	0	0	0	rispondi
respondent	0	0	0	0	0	0	0	0	0	0	rispondente
response	0	0	0	0	0	0	0	0	0	0	risposta
responsibility	0	0	0	0	0	0	0	0	0	0	rispunsabilità
responsible	0	0	0	0	0	0	1	0	0	1	rispunsevuli
responsive	0	1	0	0	0	0	1	0	0	1	rispunsevuli
rest	0	0	0	0	0	0	1	0	0	0	riposu
restaurant	0	0	0	0	0	0	0	0	0	0	ristorante
restful	0	0	0	0	0	0	1	0	0	0	riposu
restitution	1	0	0	0	0	0	1	0	0	0	restituzione
restlessness	0	1	0	0	0	0	0	0	0	0	inquietudine
restoration	0	0	0	0	0	0	0	0	0	0	risturazione
restorative	0	1	0	0	1	0	1	0	0	1	risturativu
restored	0	0	0	0	0	0	0	0	0	0	restauratu
restoring	0	0	0	0	0	0	1	0	0	0	ristabilisce
restrain	1	0	0	1	0	1	0	0	0	0	frenà
restrained	0	0	0	1	0	0	0	0	0	0	trattenutu
restraint	0	0	0	0	0	0	1	0	0	0	ristrizzione
restrict	0	0	0	0	0	1	0	1	0	0	limità
restricted	0	0	0	0	0	0	0	0	0	0	ristrettu
restriction	1	0	0	1	0	1	0	1	0	0	restrizzione
restrictive	0	0	0	0	0	1	0	0	0	0	restrittiva
result	0	1	0	0	0	0	0	0	0	0	risultatu
resultant	0	1	0	0	0	0	0	0	0	0	risultatu
resumption	0	0	0	0	0	0	1	0	0	0	ripresa
resurrection	0	0	0	0	0	0	0	0	0	0	risurrezzione
resuscitation	0	0	0	0	0	0	0	0	0	0	risuscitazione
retail	0	0	0	0	0	0	0	0	0	0	retail
retailer	0	0	0	0	0	0	0	0	0	0	retailer
retain	0	0	0	0	0	0	0	0	0	1	mantene
retaining	0	0	0	0	0	0	0	0	0	0	mantenendu
retake	0	0	0	0	0	0	0	0	0	0	ripiglià
retaliate	1	0	0	0	0	1	0	0	0	0	ritruvà
retaliation	1	0	0	1	0	1	0	0	0	0	ripresa
retaliatory	1	0	0	0	0	1	0	0	0	0	ritorsione
retard	0	0	1	1	0	1	0	1	0	0	ritardu
retardation	0	0	0	0	0	1	0	0	0	0	ritardu
retention	0	0	0	0	0	0	1	0	0	0	ritenzione
retentive	0	0	0	0	0	0	0	0	0	0	retentivu
reticent	0	0	0	1	0	1	0	0	0	0	reticenti
retina	0	0	0	0	0	0	0	0	0	0	retina
retired	0	0	0	0	0	0	0	0	0	0	ritirata
retirement	0	1	0	1	1	1	1	1	0	1	ritirata
retiring	0	0	0	0	0	0	0	0	0	0	ritirata
retold	0	0	0	0	0	0	0	0	0	0	ripigliatu
retort	0	0	0	0	0	1	0	0	0	0	ritruvà
retrace	0	0	0	0	0	0	0	0	0	0	ritruvà
retract	1	0	0	0	0	1	0	0	0	0	ritira
retraction	0	0	0	0	0	1	0	0	0	0	ritrazione
retrenchment	0	0	0	1	0	1	0	0	0	0	ritirata
retribution	1	0	0	1	0	1	0	1	0	0	retribuzione
retrieval	0	0	0	0	0	0	0	0	0	0	ricuperazione
retrieve	0	0	0	0	0	0	0	0	0	0	ritruvà
retriever	0	0	0	0	0	0	0	0	0	0	retriever
retroactive	0	0	0	0	0	0	0	0	0	0	retroattivu
retrograde	0	0	0	0	0	1	0	0	0	0	retrogradu
retrospect	0	0	0	0	0	0	0	0	0	0	retrospettiva
retrospective	0	0	0	0	0	0	0	0	0	0	retrospettiva
retrospectively	0	0	0	0	0	0	0	0	0	0	retrospettivamente
return	0	0	0	0	0	0	0	0	0	0	torna
reunion	0	1	0	0	0	0	1	0	0	1	riunione
reveal	0	0	0	0	0	0	0	0	0	0	rivela
revel	0	0	0	0	1	0	1	0	0	0	riva
revelation	0	0	0	0	0	0	0	0	0	0	rivelazione
revels	0	0	0	0	1	0	1	0	0	0	sbuccia
revenge	1	1	0	1	0	1	0	0	1	0	vindetta
revenue	0	0	0	0	0	0	0	0	0	0	ingressu
reverberation	0	0	0	0	0	0	0	0	0	0	riverberazione
revere	0	1	0	0	1	0	1	0	0	1	venere
reverence	0	0	0	0	1	0	1	0	0	1	riverenza
reverend	0	0	0	0	1	0	1	0	0	0	reverendu
reverent	0	0	0	0	0	0	0	0	0	0	riverente
reverie	0	0	0	0	1	0	1	0	0	1	reverie
reversal	1	0	1	0	0	1	0	0	1	0	inversione
reverse	0	0	0	0	0	0	0	0	0	0	reversu
reversion	0	0	0	0	0	0	0	0	0	0	riversione
revert	0	0	0	0	0	0	0	0	0	0	rinvià
reverting	0	0	0	0	0	0	0	0	0	0	riturnendu
review	0	0	0	0	0	0	0	0	0	0	rivista
reviewer	0	0	0	0	0	0	0	0	0	0	revisore
revise	0	0	0	0	0	0	1	0	0	0	rivisà
revision	0	0	0	0	0	0	0	0	0	0	rivisione
revisit	0	0	0	0	0	0	0	0	0	0	rivisite
revival	0	1	0	0	1	0	1	0	0	1	rinascita
revive	0	1	0	0	0	1	1	0	0	0	rinviviscia
revocation	0	0	0	0	0	1	0	0	0	0	revocazione
revoke	1	0	1	1	0	1	0	1	0	0	revocà
revolt	1	0	0	0	0	1	0	0	1	0	rivolta
revolting	1	0	1	1	0	1	0	0	0	0	rivultante
revolution	1	1	0	1	0	1	1	1	1	0	rivuluzione
revolutionary	0	0	0	0	0	0	1	0	0	0	rivuluziunariu
revolutionize	0	0	0	0	0	0	0	0	0	0	rivuluziunà
revolve	0	0	0	0	0	0	0	0	0	0	rivolta
revolver	1	0	0	1	0	1	0	1	0	0	revolver
revulsion	1	0	1	1	0	1	0	0	0	0	repulsione
reward	0	1	0	0	1	0	1	0	1	1	ricumpensa
rhetoric	0	0	0	0	0	0	0	0	0	0	retorica
rhetorical	0	0	0	0	0	0	0	0	0	0	retorica
rheumatism	1	0	0	1	0	1	0	1	0	0	reumatismu
rhyme	0	0	0	0	0	0	0	0	0	0	rima
rhyming	0	0	0	0	0	0	0	0	0	0	rimandu
rhythm	0	0	0	0	0	0	1	0	0	0	ritimu
rhythmical	0	0	0	0	1	0	1	0	1	0	ritmicu
rib	0	0	0	0	0	0	0	0	0	0	rib
ribbed	0	0	0	0	0	0	0	0	0	0	a coste
ribbon	1	1	0	0	1	0	1	0	0	0	nastrinu
rice	0	0	0	0	0	0	0	0	0	0	risu
riches	0	0	0	0	0	0	0	0	0	0	ricchezze
richness	0	0	0	0	0	0	1	0	0	0	ricchezza
rick	0	0	0	0	0	0	0	0	0	0	rick
rickety	0	0	0	0	0	1	0	0	0	0	sciaccatu
rid	0	0	0	0	0	0	0	0	0	0	liberà
riddance	0	0	0	0	0	0	0	0	0	0	liberazione
riddle	0	0	0	0	0	0	0	0	1	0	enigma
riddled	0	0	0	0	0	1	0	0	0	0	arruffatu
ride	0	0	0	0	0	0	0	0	0	0	cavalcà
rider	0	0	0	0	0	0	1	0	0	0	cavaliere
ridge	0	0	0	0	0	0	0	0	0	0	cresta
ridicule	1	0	1	0	0	1	0	1	0	0	ridicule
ridiculous	1	0	1	0	0	1	0	0	0	0	ridiculu
riding	0	0	0	0	0	0	0	0	0	0	cavallu
rife	0	0	0	0	0	1	0	0	0	0	rifa
rifle	1	0	0	1	0	1	0	0	0	0	fucile
rifles	0	0	0	0	0	0	0	0	0	0	fucili
rift	0	0	0	0	0	1	0	0	0	0	spaccatura
rig	0	0	0	0	0	0	0	0	0	0	rig
rigging	0	0	0	0	0	0	0	0	0	0	rigging
righteous	0	0	0	0	0	0	1	0	0	0	ghjustu
rightful	0	0	0	0	0	0	1	0	0	0	dirittu
rightly	0	0	0	0	0	0	1	0	0	0	giustu
rigid	0	0	0	0	0	1	0	0	0	0	rigidu
rigidity	0	0	0	0	0	1	0	0	0	0	rigidità
rigor	0	0	1	1	0	1	0	0	0	0	rigore
rigorous	0	0	0	0	0	1	0	0	0	0	rigurosu
rim	0	0	0	0	0	0	0	0	0	0	rim
rind	0	0	0	0	0	0	0	0	0	0	scorza
ring	0	0	0	0	0	0	0	0	0	0	anellu
ringer	1	0	0	0	0	1	0	0	0	0	sunari
ringing	0	0	0	0	0	0	0	0	0	0	sona
rink	0	0	0	0	0	0	0	0	0	0	pista
rinse	0	0	0	0	0	0	0	0	0	0	sciacquare
riot	1	0	0	1	0	1	0	0	0	0	rivolta
riotous	1	0	0	1	0	1	0	0	1	0	rivuluzione
riparian	0	0	0	0	0	0	0	0	0	0	ripariu
ripe	0	0	0	0	0	0	1	0	0	0	maturu
ripen	0	1	0	0	0	0	1	0	0	0	maturà
ripening	0	0	0	0	0	0	0	0	0	0	maturazione
ripple	0	0	0	0	0	0	0	0	0	0	ondulazione
rise	0	0	0	0	0	0	0	0	0	0	alzà
rising	0	1	0	0	1	0	1	0	0	0	risingendu
risk	0	1	0	1	0	1	0	0	0	0	risicu
risky	0	1	0	1	0	1	0	0	0	0	risicatu
rite	0	0	0	0	0	0	0	0	0	0	ritu
ritual	0	0	0	0	0	0	0	0	0	0	rituali
ritualistic	0	0	0	0	0	0	0	0	0	0	ritualisticu
rival	0	0	0	0	0	0	0	0	0	0	rivale
rivalry	1	0	0	0	0	1	0	0	0	0	rivalità
river	0	0	0	0	0	0	0	0	0	0	fiume
riverbank	0	0	0	0	0	0	0	0	0	0	riva di u fiume
rivet	0	0	0	0	0	0	0	0	0	0	rivet
riveted	0	0	0	0	0	0	0	0	0	0	rivettatu
riveting	0	0	0	0	0	0	1	0	0	0	rivettante
road	0	0	0	0	0	0	0	0	0	0	strada
roads	0	0	0	0	0	0	0	0	0	0	strade
roadster	0	0	0	0	1	0	1	0	0	1	roadster
roadway	0	0	0	0	0	0	0	0	0	0	strada
roam	0	0	0	0	0	0	0	0	0	0	vaghjime
roar	0	0	0	0	0	0	0	0	0	0	ruggiti
