English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Thai Word
suffocating	0	0	1	1	0	1	0	1	0	0	หายใจไม่ออก
suffocation	1	0	0	1	0	1	0	0	0	0	หายใจไม่ออก
sugar	0	0	0	0	0	0	1	0	0	0	น้ำตาล
suggest	0	0	0	0	0	0	0	0	0	1	แนะนำ
suggestion	0	0	0	0	0	0	0	0	0	0	คำแนะนำ
suggestive	0	0	0	0	0	0	0	0	0	0	ชี้นำ
suicidal	1	0	1	1	0	1	0	1	0	0	ฆ่าตัวตาย
suicide	1	0	0	1	0	1	0	1	0	0	ฆ่าตัวตาย
suit	0	0	0	0	0	0	0	0	0	0	สูท
suitable	0	0	0	0	0	0	1	0	0	0	เหมาะสม
suite	0	0	0	0	0	0	0	0	0	0	สวีท
suitor	0	0	0	0	0	0	0	0	0	0	แฟน
sullen	1	0	0	0	0	1	0	1	0	0	บูดบึ้ง
sulphur	0	0	0	0	0	0	0	0	0	0	กำมะถัน
sultan	0	0	0	1	0	0	0	0	0	0	สุลต่าน
sultry	0	0	0	0	0	0	1	0	0	0	ร้อน
sum	0	0	0	0	0	0	0	0	0	0	ผลรวม
summarily	0	0	0	0	0	0	0	0	0	0	สรุป
summarize	0	0	0	0	0	0	0	0	0	0	สรุป
summary	0	0	0	0	0	0	0	0	0	0	สรุป
summation	0	0	0	0	0	0	0	0	0	0	ผลรวม
summer	0	0	0	0	0	0	0	0	0	0	ฤดูร้อน
summit	0	0	0	0	0	0	0	0	0	0	ประชุมสุดยอด
summon	0	0	0	0	0	0	0	0	0	0	เรียก
summons	0	0	0	0	0	1	0	0	0	0	เรียก
sumo	0	0	0	0	0	0	0	0	0	0	ซูโม่
sump	0	0	1	0	0	0	0	0	0	0	บ่อ
sumptuous	0	0	0	0	0	0	0	0	0	0	หรูหรา
sun	0	1	0	0	1	0	1	0	1	1	ดวงอาทิตย์
sunbeam	0	0	0	0	0	0	0	0	0	0	แสงแดด
sundial	0	1	0	0	0	0	0	0	0	1	นาฬิกาแดด
sundown	0	0	0	0	0	0	0	0	0	0	พระอาทิตย์ตก
sundry	0	0	0	0	0	0	0	0	0	0	จิปาถะ
sunglass	0	0	0	0	0	0	0	0	0	0	แว่นกันแดด
sunglasses	0	0	0	0	0	0	0	0	0	0	แว่นกันแดด
sunk	0	0	1	1	0	1	0	1	0	0	จม
sunless	0	0	0	0	0	0	0	0	0	0	ไม่มีแสงแดด
sunlight	0	0	0	0	0	0	0	0	0	0	แสงแดด
sunny	0	1	0	0	1	0	1	0	1	0	แดดจัด
sunrise	0	0	0	0	0	0	0	0	0	0	พระอาทิตย์ขึ้น
sunset	0	1	0	0	0	0	1	0	0	0	พระอาทิตย์ตก
sunshine	0	0	0	0	1	0	1	0	0	0	แสงอาทิตย์
superannuation	0	0	0	0	0	0	0	0	0	0	บำนาญ
superb	0	0	0	0	0	0	1	0	0	0	ยอดเยี่ยม
superficial	0	0	0	0	0	1	0	0	0	0	ผิวเผิน
superfluous	0	0	0	0	0	1	0	0	0	0	ฟุ่มเฟือย
superhuman	0	0	0	0	0	0	1	0	0	0	ยอดมนุษย์
superimposed	0	0	0	0	0	0	0	0	0	0	ซ้อนทับ
superintendent	0	0	0	0	0	0	0	0	0	0	ผกก
superior	0	0	0	0	0	0	1	0	0	0	เหนือกว่า
superiority	0	0	0	0	0	0	1	0	0	0	ความเหนือกว่า
superlative	0	0	0	0	0	0	0	0	0	0	สุดยอด
superman	0	0	0	0	1	0	1	0	0	1	ซูเปอร์แมน
supermarket	0	0	0	0	0	0	0	0	0	0	ซูเปอร์มาร์เก็ต
supernatant	0	0	0	0	0	0	0	0	0	0	supernatant
supernatural	0	0	0	0	0	0	0	0	0	0	เหนือธรรมชาติ
superposition	0	0	0	0	0	0	0	0	0	0	การซ้อนทับ
supersede	0	0	0	0	0	0	0	0	0	0	แทนที่
superstar	0	0	0	0	1	0	1	0	0	1	ซุปเปอร์สตาร์
superstition	0	0	0	1	0	1	1	0	0	0	ไสยศาสตร์
superstitious	0	1	0	1	0	1	0	0	0	0	ไสยศาสตร์
supervise	0	0	0	0	0	0	0	0	0	0	ดูแล
supervision	0	0	0	0	0	0	0	0	0	0	การกำกับดูแล
supervisor	0	0	0	0	0	0	0	0	0	0	หัวหน้างาน
supper	0	0	0	0	0	0	0	0	0	0	อาหารมื้อเย็น
supplant	0	0	0	0	0	0	0	0	0	0	ทดแทน
supple	0	0	0	0	0	0	0	0	0	0	อ่อนนุ่ม
supplement	0	0	0	0	0	0	0	0	0	0	เสริม
supplemental	0	0	0	0	0	0	0	0	0	0	เสริม
supplementary	0	0	0	0	0	0	0	0	0	0	เสริม
supplication	0	0	0	0	0	0	1	0	0	1	วิงวอน
supplies	0	0	0	0	0	0	1	0	0	0	เสบียง
supply	0	0	0	0	0	0	1	0	0	0	จัดหา
supported	0	0	0	0	0	0	1	0	0	0	ได้รับการสนับสนุน
supporter	0	0	0	0	1	0	1	0	0	1	ผู้สนับสนุน
supporters	0	0	0	0	0	0	0	0	0	0	ผู้สนับสนุน
supporting	0	0	0	0	0	0	1	0	0	1	สนับสนุน
suppose	0	0	0	0	0	0	0	0	0	0	สมมติ
supposing	0	0	0	0	0	0	0	0	0	0	สมมุติ
supposition	0	0	0	0	0	0	0	0	0	0	สมมุติฐาน
suppress	1	0	0	1	0	1	0	1	0	0	ปราบปราม
suppression	1	0	1	1	0	1	0	0	0	0	การปราบปราม
supremacy	1	1	0	1	1	1	1	0	1	1	อำนาจสูงสุด
supreme	0	0	0	0	0	0	1	0	0	0	สูงสุด
supremely	0	0	0	0	0	0	1	0	0	0	อย่างยิ่ง
surcharge	1	0	0	0	0	1	0	0	0	0	ค่าธรรมเนียม
surety	0	0	0	0	0	0	1	0	0	1	ค้ำประกัน
surf	0	0	0	0	0	0	0	0	0	0	ท่อง
surface	0	0	0	0	0	0	0	0	0	0	พื้นผิว
surge	0	0	0	0	0	0	0	0	1	0	ไฟกระชาก
surgeon	0	0	0	0	0	0	0	0	0	0	ศัลยแพทย์
surgery	0	0	0	1	0	0	0	1	0	0	การผ่าตัด
surly	1	0	1	0	0	1	0	0	0	0	โกรธ
surmise	0	0	0	0	0	0	1	0	0	0	คาดเดา
surname	0	0	0	0	0	0	0	0	0	0	นามสกุล
surpassing	0	0	0	0	0	0	1	0	0	0	เหนือกว่า
surplus	0	0	0	0	0	0	0	0	0	0	ส่วนเกิน
surprise	0	0	0	1	1	0	1	0	1	0	เซอร์ไพรส์
surprised	0	0	0	0	0	0	0	0	1	0	น่าประหลาดใจ
surprising	0	0	0	0	0	0	0	0	1	0	น่าแปลกใจ
surprisingly	0	1	0	0	0	0	0	0	1	0	แปลกใจ
surrender	0	0	0	1	0	1	0	1	0	0	ยอมแพ้
surrendering	0	0	0	0	0	1	0	1	0	0	ยอมจำนน
surrogate	0	0	0	0	0	0	0	0	0	1	ตัวแทน
surround	0	1	0	0	0	1	1	0	0	0	ล้อมรอบ
surrounding	0	0	0	0	0	0	0	0	0	0	รอบๆ
surroundings	0	0	0	0	0	0	0	0	0	0	สภาพแวดล้อม
surveillance	0	0	0	1	0	0	0	0	0	0	การเฝ้าระวัง
survey	0	0	0	0	0	0	0	0	0	0	สำรวจ
surveying	0	0	0	0	0	0	1	0	0	0	การสำรวจ
surveyor	0	0	0	0	0	0	0	0	0	0	นักรังวัด
survival	0	0	0	0	0	0	0	0	0	0	การอยู่รอด
survive	0	0	0	0	0	0	1	0	0	0	อยู่รอด
surviving	0	0	0	0	0	0	0	0	0	0	รอดตาย
susceptibility	0	0	0	0	0	0	0	0	0	0	ความอ่อนไหว
susceptible	0	0	0	0	0	1	0	0	0	0	อ่อนแอ
suspect	0	0	0	1	0	1	0	0	0	0	สงสัย
suspected	0	0	0	0	0	0	0	0	0	0	สงสัย
suspend	0	0	0	0	0	0	0	0	0	0	ระงับ
suspended	0	0	0	0	0	0	0	0	0	0	ถูกระงับ
suspenders	0	0	0	0	0	0	0	0	0	0	สายแขวน
suspense	0	1	0	1	0	0	0	0	1	0	ใจจดใจจ่อ
suspension	0	0	0	1	0	1	0	0	0	0	ระงับ
suspicion	0	0	0	1	0	1	0	0	0	0	ความสงสัย
suspicions	0	0	0	0	0	0	0	0	0	0	ความสงสัย
suspicious	1	1	0	0	0	1	0	0	0	0	สงสัย
sustained	0	0	0	0	0	0	0	0	0	0	ยั่งยืน
sustenance	0	0	0	0	0	0	0	0	0	0	การยังชีพ
suture	0	0	0	0	0	0	0	0	0	0	เย็บ
swab	0	0	0	0	0	1	0	0	0	0	ไม้กวาด
swag	0	0	0	0	0	0	0	0	0	0	ย้อย
swagger	0	0	0	0	0	0	0	0	0	0	ผยอง
swallow	0	0	0	0	0	0	0	0	0	0	กลืน
swamp	0	0	1	1	0	1	0	0	0	0	บึงหนองทำให้ท่วม
swamped	0	0	0	0	0	0	0	0	0	0	ท่วมท้น
swampy	0	0	1	1	0	1	0	0	0	0	แอ่งน้ำ
swan	0	0	0	0	0	0	0	0	0	0	หงส์
swap	0	0	0	0	0	0	0	0	0	0	แลกเปลี่ยน
swarm	0	0	1	0	0	0	0	0	0	0	ฝูง
swarming	0	0	0	0	0	0	0	0	0	0	ฝูง
swastika	1	0	0	1	0	1	0	0	0	0	สวัสติกะ
sway	0	0	0	0	0	0	0	0	0	0	แกว่งไปแกว่งมา
swear	0	0	0	0	0	0	1	0	0	1	สาบาน
swearing	0	0	0	0	0	0	0	0	0	0	สาบาน
sweat	0	0	0	1	0	0	0	0	0	0	เหงื่อ
sweater	0	0	0	0	0	0	0	0	0	0	เสื้อกันหนาว
sweating	0	0	0	0	0	0	0	0	0	0	เหงื่อออก
sweep	0	0	0	0	0	0	0	0	0	0	กวาด
sweeping	0	0	0	0	0	0	0	0	0	0	กวาด
sweet	0	1	0	0	1	0	1	0	1	1	หวาน
sweeten	0	0	0	0	0	0	0	0	0	0	ทำให้หวาน
sweetened	0	0	0	0	0	0	0	0	0	0	หวาน
sweetener	0	0	0	0	0	0	0	0	0	0	สารให้ความหวาน
sweetheart	0	1	0	0	1	0	1	1	0	1	หวานใจ
sweetie	0	0	0	0	0	0	1	0	0	0	ที่รัก
sweetness	0	0	0	0	0	0	1	0	0	0	ความหวาน
sweets	0	1	0	0	1	0	1	0	0	0	ขนม
swell	0	0	0	0	0	0	0	0	0	0	บวม
swelling	0	0	0	1	0	1	0	0	0	0	บวม
sweltering	0	0	0	0	0	0	0	0	0	0	ที่ร้อนระอุ
swerve	0	0	0	1	0	0	0	0	1	0	หักเลี้ยว
swift	0	0	0	0	0	0	1	0	0	0	รวดเร็ว
swiftly	0	0	0	0	0	0	0	0	0	0	อย่างรวดเร็ว
swig	0	0	1	0	0	1	0	0	0	0	สวิง
swim	0	1	0	1	1	0	1	0	0	0	ว่ายน้ำ
swimming	0	0	0	0	0	0	0	0	0	0	การว่ายน้ำ
swine	0	0	1	0	0	1	0	0	0	0	สุกร
swing	0	0	0	0	0	0	0	0	0	0	แกว่ง
swinging	0	0	0	0	0	0	0	0	0	0	แกว่ง
swish	0	0	0	0	0	0	0	0	0	0	หวด
switch	0	0	0	0	0	0	0	0	0	0	สวิตซ์
swivel	0	0	0	0	0	0	0	0	0	0	หมุน
swollen	0	0	0	0	0	1	0	0	0	0	บวม
swoon	0	0	0	0	0	0	0	0	0	0	หน้ามืดตามัว
swoop	0	0	0	0	0	0	0	0	0	0	โฉบเฉี่ยว
sword	0	0	0	0	0	0	0	0	0	0	ดาบ
syllable	0	0	0	0	0	0	0	0	0	0	พยางค์
syllabus	0	0	0	0	0	0	0	0	0	0	หลักสูตร
symbol	0	0	0	0	0	0	0	0	0	0	เครื่องหมาย
symbolic	0	0	0	0	0	0	1	0	0	0	สัญลักษณ์
symbolically	0	0	0	0	0	0	0	0	0	0	เป็นสัญลักษณ์
symbolism	0	0	0	0	0	0	0	0	0	0	สัญลักษณ์
symbolize	0	0	0	0	0	0	0	0	0	0	เป็นสัญลักษณ์
symmetric	0	0	0	0	0	0	0	0	0	0	สมมาตร
symmetrical	0	0	0	0	0	0	1	0	0	0	สมมาตร
symmetry	0	0	0	0	1	0	1	0	0	1	สมมาตร
sympathetic	0	0	0	1	1	0	1	1	0	1	ขี้สงสาร
sympathize	0	0	0	0	0	0	0	1	0	0	เห็นอกเห็นใจ
sympathy	0	0	0	0	0	0	1	1	0	0	ความเห็นอกเห็นใจ
symphony	0	1	0	0	1	0	1	0	0	0	ซิมโฟนี
symptom	0	0	0	0	0	1	0	0	0	0	อาการ
symptomatic	0	0	0	0	0	0	0	0	0	0	อาการ
synagogue	0	0	0	0	0	0	0	0	0	0	โบสถ์
synchronize	0	1	0	0	1	0	1	0	1	1	ประสาน
synchronous	0	0	0	0	0	0	0	0	0	0	ซิงโครนัส
syncope	0	0	0	1	0	1	0	1	1	0	เป็นลมหมดสติ
syndicate	0	0	0	0	0	0	0	0	0	0	ซินดิเคท
synergistic	0	0	0	0	0	0	1	0	0	1	การทำงานร่วมกัน
synergy	0	0	0	0	0	0	0	0	0	0	การทำงานร่วมกัน
synod	0	0	0	0	0	0	1	0	0	1	สภาเถร
synonym	0	0	0	0	0	0	0	0	0	0	คำพ้องความหมาย
synonymous	0	0	0	1	0	1	1	0	0	1	ตรงกัน
synopsis	0	0	0	0	0	0	0	0	0	0	เรื่องย่อ
synoptic	0	0	0	0	0	0	0	0	0	0	เรื่องย่อ
syntax	0	0	0	0	0	0	0	0	0	0	ไวยากรณ์
synthesis	0	0	0	0	0	0	0	0	0	0	สังเคราะห์
synthetic	0	0	0	0	0	0	0	0	0	0	สังเคราะห์
syringe	0	0	0	1	0	0	0	0	0	0	เข็มฉีดยา
syrup	0	0	0	0	0	0	0	0	0	0	น้ำเชื่อม
system	0	0	0	0	0	0	0	0	0	1	ระบบ
systematic	0	0	0	0	0	0	0	0	0	0	เป็นระบบ
systematically	0	0	0	0	0	0	0	0	0	0	อย่างเป็นระบบ
tabby	0	0	0	0	0	0	0	0	0	0	แมวลาย
tabernacle	0	0	0	0	0	0	0	0	0	0	พลับพลา
table	0	0	0	0	0	0	0	0	0	0	โต๊ะ
tableau	0	0	0	0	0	0	0	0	0	0	ฉาก
tablespoon	0	0	0	0	0	0	0	0	0	0	ช้อนโต๊ะ
tablet	0	0	0	0	0	0	0	0	0	0	ยาเม็ด
tableware	0	0	0	0	0	0	0	0	0	0	เครื่องใช้บนโต๊ะอาหาร
taboo	0	0	1	1	0	1	0	0	0	0	ข้อห้าม
tabular	0	0	0	0	0	0	0	0	0	0	ตาราง
tabulate	0	1	0	0	0	0	0	0	0	0	ตาราง
tabulation	0	0	0	0	0	0	0	0	0	0	ตาราง
tachometer	0	0	0	0	0	0	0	0	0	0	เครื่องวัดวามเร็ว
tacit	0	0	0	0	0	0	0	0	0	0	โดยปริยาย
tack	0	0	0	0	0	0	0	0	0	0	แทค
tackle	1	0	0	0	0	0	0	0	1	0	แท็คเกิล
tackling	0	0	0	0	0	0	0	0	0	0	การแก้ปัญหา
tacky	0	0	0	0	0	0	0	0	0	0	ไม่มีรสนิยมที่ดี
tact	0	0	0	0	0	0	1	0	0	0	ชั้นเชิง
tactics	0	0	0	1	0	0	0	0	0	1	กลยุทธ์
tactile	0	0	0	0	0	0	0	0	0	0	สัมผัส
taffeta	0	0	0	0	0	0	0	0	0	0	ผ้าแพรแข็ง
taffy	0	0	0	0	0	0	0	0	0	0	ทอฟฟี่
tag	0	0	0	0	0	0	0	0	0	0	แท็ก
tail	0	0	0	0	0	0	0	0	0	0	หาง
tailed	0	0	0	0	0	0	0	0	0	0	หาง
tailings	0	0	0	0	0	0	0	0	0	0	หางแร่
tailor	0	0	0	0	0	0	0	0	0	0	ช่างตัดเสื้อ
tailoring	0	0	0	0	0	0	0	0	0	0	ตัดเย็บเสื้อผ้า
taint	0	0	0	0	0	1	0	1	0	0	มลทิน
taker	0	0	0	0	0	0	0	0	0	0	คนรับ
tale	0	0	0	0	0	0	1	0	0	0	เรื่อง
talent	0	0	0	0	0	0	1	0	0	0	ความสามารถพิเศษ
talented	0	0	0	0	0	0	0	0	0	0	เก่ง
talisman	0	0	0	0	0	0	1	0	0	0	ยันต์
talk	0	0	0	0	0	0	1	0	0	0	พูดคุย
talkative	0	0	0	0	0	0	0	0	0	0	ช่างพูด
talker	0	0	0	0	0	0	0	0	0	0	นักพูด
tall	0	0	0	0	0	0	0	0	0	0	สูง
tallies	0	0	0	0	0	0	0	0	0	0	นับ
tallow	0	0	0	0	0	0	0	0	0	0	ไข
tally	0	0	0	0	0	0	0	0	0	0	นับ
talons	1	0	0	1	0	1	0	0	0	0	กรงเล็บ
tambourine	0	0	0	0	0	0	0	0	0	0	กลอง
taming	0	0	0	0	0	0	0	0	0	0	ฝึกให้เชื่อง
tan	0	0	0	0	0	0	0	0	0	0	ตาล
tandem	0	0	0	0	0	0	0	0	0	1	ตีคู่
tang	0	0	0	0	0	0	0	0	0	0	กลิ่นฉุน
tangent	0	0	0	0	0	0	0	0	0	0	แทนเจนต์
tangle	0	0	0	0	0	0	0	0	0	0	ยุ่งเหยิง
tangled	0	0	0	0	0	1	0	0	0	0	พันกัน
tank	0	0	0	0	0	0	0	0	0	0	ถัง
tanned	0	0	0	0	0	0	1	0	0	0	ดำขำ
tantalizing	0	1	0	0	1	1	1	0	1	0	ยั่วเย้า
tantamount	0	0	0	0	0	0	0	0	0	1	เท่ากับ
tap	0	0	0	0	0	0	0	0	0	0	แตะ
tape	0	0	0	0	0	0	0	0	0	0	เทป
taper	0	0	0	0	0	0	0	0	0	0	เรียว
tapering	0	0	0	0	0	0	0	0	0	0	เรียว
tapestry	0	0	0	0	0	0	0	0	0	0	พรม
tar	0	0	0	0	0	0	0	0	0	0	ทาร์
tardiness	0	0	0	0	0	1	0	0	0	0	มาช้า
tardy	0	0	0	0	0	1	0	0	0	0	อืด
target	0	0	0	0	0	0	0	0	0	0	เป้า
tariff	1	0	1	0	0	1	0	0	0	0	อัตราค่าไฟฟ้า
tarnish	0	0	1	0	0	1	0	1	0	0	ทำให้เสื่อมเสีย
tarry	0	0	0	0	0	1	0	0	0	0	tarry
tart	0	0	0	0	0	0	0	0	0	0	ทาร์ต
tartan	0	0	0	0	0	0	0	0	0	0	ผ้าตาหมากรุก
tartar	0	0	0	0	0	0	0	0	0	0	ตาด
task	0	0	0	0	0	0	1	0	0	0	งาน
tassel	0	0	0	0	0	0	0	0	0	0	พู่
taste	0	0	0	0	0	0	0	0	0	0	รสชาติ
tasteful	0	0	0	0	0	0	1	0	0	0	มีรสนิยม
tasteless	0	0	1	0	0	1	0	0	0	0	รสจืด
tasting	0	0	0	0	0	0	0	0	0	0	ชิม
tasty	0	0	0	0	0	0	1	0	0	0	อร่อย
tat	0	0	0	0	0	0	0	0	0	0	ททท
tattoo	0	0	0	0	0	0	0	0	0	0	สัก
taught	0	0	0	0	0	0	0	0	0	1	สอน
taunt	1	0	0	1	0	1	0	1	0	0	เหน็บแนม
taut	0	0	0	0	0	0	0	0	0	0	ตึง
tavern	0	0	0	0	0	0	0	0	0	0	โรงเตี๊ยม
tawny	0	0	1	0	0	0	0	0	0	0	สีน้ำตาลอ่อน
tax	0	0	0	0	0	1	0	1	0	0	ภาษี
taxicab	0	0	0	0	0	0	0	0	0	0	แท็กซี่
taxonomy	0	0	0	0	0	0	0	0	0	0	อนุกรมวิธาน
tea	0	0	0	0	0	0	0	0	0	0	ชา
teach	0	0	0	0	1	0	1	0	1	1	สอน
teacher	0	0	0	0	0	0	1	0	0	1	ครู
teaching	0	0	0	0	0	0	0	0	0	0	การสอน
team	0	0	0	0	0	0	0	0	0	1	ทีม
tearful	0	0	1	1	0	0	0	1	0	0	น้ำตา
tease	1	1	0	0	0	1	0	1	0	0	หยอกล้อ
teaser	0	0	0	0	0	0	0	0	0	0	ทีเซอร์
teasing	1	0	0	1	0	1	0	0	0	0	ล้อเล่น
teat	0	0	0	0	0	0	0	0	0	0	จุกนม
technical	0	0	0	0	0	0	0	0	0	0	เทคนิค
technicality	0	0	0	0	0	0	0	0	0	0	เทคนิค
technician	0	0	0	0	0	0	0	0	0	0	ช่าง
technology	0	0	0	0	0	0	1	0	0	0	เทคโนโลยี
ted	0	0	0	0	0	0	0	0	0	0	เท็ด
tedious	0	0	0	0	0	1	0	0	0	0	น่าเบื่อ
tedium	0	0	0	0	0	1	0	0	0	0	เบื่อหน่าย
teeming	0	0	1	0	0	0	0	0	0	0	เต็มไปหมด
teens	0	0	0	0	0	1	1	0	0	0	วัยรุ่น
teeth	0	0	0	0	0	0	0	0	0	0	ฟัน
teflon	0	0	0	0	0	0	0	0	0	0	เทฟลอน
telegram	0	0	0	0	0	0	0	0	0	0	โทรเลข
telegraph	0	0	0	0	0	0	0	0	0	0	โทรเลข
telephone	0	0	0	0	0	0	0	0	0	0	โทรศัพท์
telescope	0	0	0	0	0	0	0	0	0	0	กล้องโทรทรรศน์
telescopic	0	0	0	0	0	0	0	0	0	0	กล้องส่องทางไกล
television	0	0	0	0	0	0	0	0	0	0	โทรทัศน์
teller	0	0	0	0	0	0	0	0	0	0	หมอดู
telling	0	0	0	0	0	0	0	0	0	0	บอก
telltale	0	0	0	0	0	0	0	0	0	0	ปากโป้ง
temper	0	0	0	0	0	0	0	0	0	0	อารมณ์โกรธ
tempera	0	0	0	0	0	0	0	0	0	0	อุบาทว์
temperament	0	0	0	0	0	0	0	0	0	0	อารมณ์
temperance	0	0	0	0	0	0	1	0	0	0	ความพอประมาณ
temperate	0	0	0	0	0	0	0	0	0	1	พอสมควร
temperature	0	0	0	0	0	0	0	0	0	0	อุณหภูมิ
tempered	0	0	0	0	0	0	1	0	0	0	อารมณ์
tempest	1	1	0	1	0	1	0	1	1	0	พายุ
temple	0	0	0	0	0	0	0	0	0	0	วัด
temporal	0	0	0	0	0	0	0	0	0	0	ชั่วคราว
temporarily	0	0	0	0	0	0	0	0	0	0	ชั่วคราว
temporary	0	0	0	0	0	0	0	0	0	0	ชั่วคราว
tempt	0	0	0	0	0	0	0	0	0	0	ล่อ
temptation	0	0	0	0	0	1	0	0	0	0	สิ่งล่อใจ
tempting	0	0	0	0	0	0	0	0	0	0	ล่อใจ
ten	0	0	0	0	0	0	0	0	0	0	สิบ
tenable	0	0	0	0	0	0	1	0	0	0	อยู่ได้
tenacious	0	0	0	0	0	0	1	0	0	0	หวงแหน
tenacity	0	0	0	0	0	0	1	0	0	0	ความดื้อรั้น
tenancy	0	0	0	0	0	0	1	0	0	0	การเช่า
tenant	0	0	0	0	0	0	1	0	0	0	ผู้เช่า
tendency	0	0	0	0	0	0	0	0	0	0	แนวโน้ม
tender	0	0	0	0	1	0	1	0	0	1	อ่อนโยน
tenderness	0	0	0	0	1	0	1	0	0	0	ความอ่อนโยน
tending	0	0	0	0	0	0	0	0	0	0	การดูแล
tendon	0	0	0	0	0	0	0	0	0	0	เส้นเอ็น
tenement	0	0	0	0	0	1	0	0	0	0	ตึกแถว
tenet	0	0	0	0	0	0	0	0	0	0	ทฤษฎี
tenets	0	0	0	0	0	0	0	0	0	0	หลักการ
tenfold	0	0	0	0	0	0	0	0	0	0	สิบเท่า
tennis	0	0	0	0	0	0	0	0	0	0	เทนนิส
tense	0	0	0	0	0	0	0	0	0	0	เครียด
tensile	0	0	0	0	0	0	0	0	0	0	แรงดึง
tension	1	0	0	0	0	0	0	0	0	0	ความเครียด
tent	0	0	0	0	0	0	0	0	0	0	เต็นท์
tentacle	0	0	0	0	0	0	0	0	0	0	หนวด
tentative	0	0	0	0	0	0	0	0	0	0	เบื้องต้น
tenth	0	0	0	0	0	0	0	0	0	0	ที่สิบ
tenths	0	0	0	0	0	0	0	0	0	0	สิบ
tenuous	0	0	0	0	0	0	0	0	0	0	ผอมบาง
tenure	0	0	0	0	0	0	0	0	0	0	ดำรงตำแหน่ง
tepid	0	0	0	0	0	0	0	0	0	0	อุ่น
term	0	0	0	0	0	0	0	0	0	0	ภาคเรียน
terminal	0	0	0	1	0	1	0	1	0	0	เทอร์มินัล
terminate	0	0	0	0	0	0	0	1	0	0	ยุติ
termination	0	0	0	0	0	1	0	1	0	0	การเลิกจ้าง
terminus	0	0	0	0	0	0	0	0	0	0	ปลายทาง
termite	0	0	1	0	0	1	0	0	0	0	ปลวก
terms	0	0	0	0	0	0	0	0	0	0	เงื่อนไข
tern	0	0	0	0	0	0	0	0	0	0	เทิร์น
ternary	0	0	0	0	0	0	0	0	0	0	ไตรภาค
terrace	0	0	0	0	0	0	0	0	0	0	ระเบียง
terrestrial	0	0	0	0	0	0	0	0	0	0	ภาคพื้นดิน
terrible	1	0	1	1	0	1	0	1	0	0	ย่ำแย่
terribly	0	0	0	0	0	0	0	1	0	0	ชะมัด
terrier	0	0	0	0	0	0	0	0	0	0	เทอร์เรีย
terrific	0	0	0	0	0	0	0	1	0	0	ยอดเยี่ยม
territorial	0	0	0	0	0	0	0	0	0	0	อาณาเขต
territory	0	0	0	0	0	0	0	0	0	0	อาณาเขต
terror	0	0	0	1	0	1	0	0	0	0	ความหวาดกลัว
terrorism	1	0	1	1	0	1	0	1	0	0	การก่อการร้าย
terrorist	1	0	1	1	0	1	0	1	1	0	ผู้ก่อการร้าย
terrorize	1	0	0	1	0	1	0	1	0	0	ข่มขู่
terse	0	0	0	0	0	0	0	0	0	0	สั้น
tertiary	0	0	0	0	0	0	0	0	0	0	ระดับอุดมศึกษา
test	0	0	0	0	0	0	0	0	0	0	ทดสอบ
testament	0	1	0	0	0	0	0	0	0	1	พินัยกรรม
testify	0	0	0	0	0	0	0	0	0	0	เป็นพยาน
testimonial	0	0	0	0	0	0	0	0	0	0	คำรับรอง
testimony	0	0	0	0	0	0	0	0	0	1	คำให้การ
tetanus	0	0	1	0	0	1	0	0	0	0	บาดทะยัก
tether	0	0	0	0	0	1	0	0	0	0	โยง
tethered	0	0	0	0	0	0	0	0	0	0	ถูกล่ามไว้
tetrahedral	0	0	0	0	0	0	0	0	0	0	จัตุรมุข
text	0	0	0	0	0	0	0	0	0	0	ข้อความ
textbook	0	0	0	0	0	0	0	0	0	0	หนังสือเรียน
textile	0	0	0	0	0	0	0	0	0	0	สิ่งทอ
textural	0	0	0	0	0	0	0	0	0	0	พื้นผิว
texture	0	0	0	0	0	0	0	0	0	0	พื้นผิว
thankful	0	0	0	0	1	0	1	0	0	0	ขอบคุณ
thanksgiving	0	0	0	0	1	0	1	0	0	0	วันขอบคุณพระเจ้า
thatch	0	0	0	0	0	0	0	0	0	0	มุง
thaw	0	0	0	0	0	0	0	0	0	0	thaw
theater	0	0	0	0	0	0	0	0	0	0	โรงภาพยนตร์
theatrical	0	0	0	0	0	0	0	0	0	0	ละคร
theft	1	0	1	1	0	1	0	1	0	0	ขโมย
theism	0	0	1	0	0	1	0	0	0	0	เทวนิยม
theistic	0	0	0	0	0	0	0	0	0	0	เทวนิยม
theme	0	0	0	0	0	0	0	0	0	0	ธีม
theocracy	0	0	0	0	0	0	0	0	0	0	theocracy
theocratic	1	0	0	1	0	1	0	1	0	1	เทววิทยา
theologian	0	0	0	0	0	0	0	0	0	0	นักศาสนศาสตร์
theological	0	0	0	0	0	0	0	0	0	1	เทววิทยา
theology	0	1	0	0	0	0	0	0	0	0	เทววิทยา
theorem	0	0	0	0	0	0	0	0	0	1	ทฤษฎีบท
theoretical	0	0	0	0	0	0	1	0	0	0	ทฤษฎี
theory	0	1	0	0	0	0	0	0	0	1	ทฤษฎี
therapeutic	0	0	0	0	1	0	1	0	0	1	การรักษา
therapeutics	0	0	0	0	0	0	1	0	0	0	การรักษา
thereabouts	0	0	0	0	0	0	0	0	0	0	ประมาณนั้น
thereof	0	0	0	0	0	0	0	0	0	0	ของดังกล่าว
therewith	0	0	0	0	0	0	0	0	0	0	ด้วย
