English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Lithuanian Word
secularism	0	0	0	0	0	0	0	0	0	0	sekuliarizmas
securities	0	0	0	0	0	0	0	0	0	1	vertybiniai popieriai
security	0	0	0	0	0	0	0	0	0	0	saugumo
sedan	0	0	0	0	0	0	0	0	0	0	sedanas
sedate	0	0	0	0	0	0	0	0	0	0	raminantis
sedative	0	0	0	0	0	0	0	0	0	0	raminamieji
sedentary	0	0	0	0	0	0	0	0	0	0	sėdimas
sedge	0	0	0	0	0	0	0	0	0	0	viksvos
sediment	0	0	0	0	0	0	0	0	0	0	nuosėdos
sedimentary	0	0	0	0	0	0	0	0	0	0	nuosėdinės
sedition	1	0	0	0	0	1	0	1	0	0	sukilimas
seduce	0	0	0	0	0	1	0	0	0	0	suvilioti
seducing	0	0	0	0	0	0	0	0	0	0	viliojantis
seduction	0	0	0	0	0	1	0	0	0	0	gundymas
seductive	0	1	0	0	0	0	0	0	0	0	gundantis
seed	0	0	0	0	0	0	0	0	0	0	sėkla
seedling	0	0	0	0	0	0	0	0	0	0	sodinukas
seek	0	1	0	0	0	0	0	0	0	0	Ieškoti
seeker	0	0	0	0	0	0	0	0	0	0	ieškotojas
seemingly	0	0	0	0	0	0	0	0	0	0	iš pažiūros
seer	0	0	0	0	0	0	0	0	0	0	regėtojas
seething	0	0	0	0	0	0	0	0	0	0	šnypščiantis
segment	0	0	0	0	0	0	0	0	0	0	segmentas
segregate	1	0	1	0	0	1	0	1	0	0	atskirti
segregated	0	0	0	0	0	1	0	0	0	0	atskirti
segregation	0	0	0	0	0	0	0	0	0	0	segregacija
seize	0	0	0	1	0	1	0	0	0	0	paimti
seizure	0	0	0	1	0	0	0	0	0	0	priepuolis
seldom	0	0	0	0	0	0	0	0	0	0	retai
select	0	0	0	0	0	0	0	0	0	0	pasirinkite
selection	0	0	0	0	0	0	0	0	0	0	pasirinkimas
selfish	1	0	1	0	0	1	0	0	0	0	savanaudis
selfishness	0	0	0	0	0	1	0	0	0	0	egoizmas
sell	0	0	0	0	0	0	0	0	0	0	parduoti
seller	0	0	0	0	0	0	0	0	0	0	pardavėjas
semaphore	0	0	0	0	0	0	0	0	0	0	semaforas
semblance	0	0	0	0	0	0	0	0	0	0	panašumas
semen	0	0	0	0	0	0	0	0	0	0	sperma
semicolon	0	0	0	0	0	0	0	0	0	0	kabliataškis
seminal	0	0	0	0	0	0	0	0	0	0	sėklinis
seminar	0	0	0	0	0	0	0	0	0	0	seminaras
seminary	0	0	0	0	0	0	0	0	0	0	seminarija
semiotics	0	0	0	0	0	0	0	0	0	0	semiotika
senate	0	0	0	0	0	0	0	0	0	1	senatas
senator	0	0	0	0	0	0	0	0	0	0	senatorius
send	0	0	0	0	0	0	0	0	0	0	siųsti
senescence	0	0	0	0	0	0	0	0	0	0	senėjimas
senile	0	0	0	1	0	1	0	1	0	0	senatvinis
senior	0	0	0	0	0	0	0	0	0	0	vyresnysis
seniority	0	0	0	0	0	0	1	0	0	1	stažas
sensation	0	0	0	0	0	0	0	0	0	0	sensacija
sensational	0	0	0	0	1	0	1	0	0	0	sensacinga
sense	0	0	0	0	0	0	1	0	0	0	jausmas
senseless	1	0	1	1	0	1	0	1	1	0	beprasmis
senses	0	0	0	0	0	0	0	0	0	0	pojūčius
sensibility	0	0	0	0	0	0	1	0	0	0	jautrumas
sensibly	0	0	0	0	0	0	1	0	0	0	protingai
sensitive	0	0	0	0	0	0	0	0	0	0	jautrus
sensory	0	0	0	0	0	0	0	0	0	0	jutiminis
sensual	0	1	0	0	1	1	1	0	1	1	jausmingas
sensuality	0	1	0	0	1	0	1	0	0	0	jausmingumas
sensuous	0	0	0	0	1	0	1	0	0	0	jausmingas
sentence	1	1	1	1	0	1	0	1	0	0	sakinys
sentient	0	0	0	0	0	0	0	0	0	0	jautrus
sentiment	0	0	0	0	0	0	0	0	0	0	sentimentas
sentimental	0	0	0	0	0	0	1	0	0	0	sentimentalus
sentimentality	0	0	0	0	0	0	1	0	0	0	sentimentalumas
sentinel	0	0	0	0	0	0	1	0	0	1	sargybinis
sentry	0	0	0	0	0	0	0	0	0	1	sargybinis
separable	0	0	0	0	0	0	0	0	0	0	atskiriamas
separate	0	0	0	0	0	0	0	0	0	0	atskirti
separately	0	0	0	0	0	0	0	0	0	0	atskirai
separation	0	0	0	0	0	0	0	0	0	0	atskyrimas
separatist	1	0	1	0	0	1	0	0	0	0	separatistas
sepia	0	0	0	0	0	0	0	0	0	0	sepijos
sepsis	0	0	0	1	0	1	0	1	0	0	sepsis
sept	0	0	0	0	0	0	0	0	0	0	rugsėjo mėn
septic	0	0	1	0	0	1	0	0	0	0	septikas
septum	0	0	0	0	0	0	0	0	0	0	pertvara
sequel	0	1	0	0	0	0	0	0	0	0	tęsinys
sequence	0	0	0	0	0	0	0	0	0	0	seka
sequent	0	0	0	0	0	0	0	0	0	0	seka
sequestered	0	0	0	0	0	0	0	0	0	0	sekvestruotas
sequestration	0	0	0	0	0	1	0	1	0	0	sekvestracija
serene	0	0	0	0	0	1	0	0	0	1	ramus
serenity	0	1	0	0	1	0	1	0	0	1	ramybė
sergeant	0	0	0	0	0	0	0	0	0	0	seržantas
serial	0	1	0	0	0	0	0	0	0	0	serijinis
series	0	0	0	0	0	0	0	0	0	1	serija
serif	0	0	0	0	0	0	0	0	0	0	serifas
seriousness	0	0	0	1	0	0	0	1	0	0	rimtumas
sermon	0	0	0	0	0	0	1	0	0	1	pamokslą
serpent	0	0	1	1	0	1	0	0	0	0	gyvatė
serpentine	0	0	0	0	0	0	0	0	0	0	serpantinas
serrated	0	0	0	0	0	0	0	0	0	0	dantytas
serum	0	0	0	0	0	0	1	0	0	0	serumas
servant	0	0	0	0	0	1	0	0	0	1	tarnas
serve	0	0	0	0	0	1	0	0	0	1	tarnauti
service	0	0	0	0	0	0	0	0	0	0	paslauga
serviceable	0	0	0	0	0	0	0	0	0	0	tinkamas naudoti
servile	0	0	1	1	0	1	0	1	0	0	vergiškas
servitude	0	0	0	0	0	1	0	0	0	0	baudžiava
sess	0	0	0	0	0	0	0	0	0	0	sess
session	0	0	0	0	0	0	0	0	0	0	sesija
sessions	0	0	0	0	0	0	0	0	0	0	seansus
set	0	0	0	0	0	0	0	0	0	0	rinkinys
setback	0	0	0	0	0	1	0	1	0	0	nesėkmė
sett	0	0	0	0	0	0	0	0	0	0	sett
setter	0	0	0	0	0	0	0	0	0	0	seteris
settle	0	0	0	0	0	0	0	0	0	0	atsiskaityti
settled	0	0	0	0	0	0	0	0	0	0	apsigyveno
settler	0	0	0	0	0	0	0	0	0	0	naujakuris
settlor	0	0	0	1	0	0	1	0	0	0	naujakuris
seventh	0	0	0	0	0	0	0	0	0	0	septintoji
seventy	0	0	0	0	0	0	0	0	0	0	septyniasdešimt
sever	0	0	0	0	0	1	0	0	0	0	nutraukti
severable	0	0	0	0	0	0	0	0	0	0	atskiriamas
severally	0	0	0	0	0	0	0	0	0	0	kelis kartus
severance	0	0	0	0	0	0	0	1	0	0	išeitinė išmoka
severely	0	0	0	0	0	0	0	0	0	0	smarkiai
severity	0	0	0	0	0	0	0	0	0	0	sunkumo
sew	0	0	0	0	0	0	0	0	0	0	siūti
sewage	0	0	1	0	0	1	0	0	0	0	nuotekų
sewer	0	0	1	0	0	0	0	0	0	0	kanalizacija
sewerage	0	0	1	0	0	1	0	0	0	0	kanalizacija
sex	0	1	0	0	1	0	1	0	0	1	seksas
sexuality	0	0	0	0	0	0	0	0	0	0	seksualumą
sexy	0	0	0	0	0	0	0	0	0	0	seksualus
shabby	0	0	1	0	0	1	0	0	0	0	apdriskęs
shack	0	0	1	0	0	1	0	1	0	0	lūšna
shackle	1	1	1	1	0	1	0	1	0	0	pančius
shade	0	0	0	0	0	0	0	0	0	0	atspalvis
shades	0	0	0	0	0	0	0	0	0	0	atspalvių
shading	0	0	0	0	0	0	0	0	0	0	šešėliavimas
shadow	0	0	0	0	0	0	0	0	0	0	šešėlis
shadowy	0	0	0	0	0	0	0	0	0	0	šešėlinis
shady	0	0	0	1	0	1	0	0	0	0	šešėlinis
shaft	0	0	0	0	0	0	0	0	0	0	velenas
shag	0	0	0	0	0	0	0	0	0	0	šachas
shaggy	0	0	0	0	0	0	0	0	0	0	gauruotas
shake	0	0	0	0	0	0	0	0	0	0	purtyti
shaken	0	0	0	0	0	0	0	0	0	0	supurtytas
shaking	0	0	0	1	0	1	0	0	0	0	purtant
shaky	1	1	0	1	0	1	0	0	0	0	drebantis
sham	1	0	1	0	0	1	0	0	0	0	apgaulė
shaman	0	0	0	0	0	0	0	0	0	0	šamanas
shambles	0	0	0	0	0	1	0	0	0	0	griuvėsiai
shame	0	0	1	1	0	1	0	1	0	0	gėda
shameful	0	0	0	0	0	1	0	1	0	0	gėdinga
shameless	0	0	1	0	0	1	0	0	0	0	begėdiškas
shanghai	0	0	1	1	0	1	0	0	0	0	Šanchajus
shank	0	0	0	1	0	0	0	0	0	0	kotelis
shanty	0	0	0	0	0	0	0	0	0	0	lūšnynas
shape	0	0	0	0	0	0	1	0	0	0	figūra
shapely	0	0	0	0	0	0	1	0	0	0	formos
share	0	1	0	0	1	0	1	0	0	1	Dalintis
shareholder	0	0	0	0	0	0	0	0	0	0	akcininkas
shark	0	0	0	0	0	1	0	0	0	0	ryklys
sharpen	1	1	0	0	0	0	0	0	0	0	aštrinti
sharpened	0	0	0	0	0	0	0	0	0	0	paaštrintas
sharpener	0	0	0	0	0	0	0	0	0	0	galąstuvas
sharpness	0	0	0	0	0	0	0	0	0	0	aštrumas
shatter	1	0	0	1	0	1	0	1	1	0	suskaldyti
shattered	0	0	0	0	0	1	0	1	0	0	sudaužytas
shave	0	0	0	0	0	0	0	0	0	0	skustis
shaving	0	0	0	0	0	0	0	0	0	0	skutimosi
shawl	0	0	0	0	0	0	0	0	0	0	skara
sheaf	0	0	0	0	0	0	0	0	0	0	pjūvis
shear	0	0	0	0	0	0	0	0	0	0	kirpimas
shears	0	0	0	0	0	0	0	0	0	0	žirklės
sheath	0	0	0	0	0	0	0	0	0	0	apvalkalas
sheathing	0	0	0	0	0	0	0	0	0	0	apvalkalas
shed	0	0	0	0	0	1	0	0	0	0	pašiūrė
sheen	0	0	0	0	0	0	0	0	0	0	blizgesį
sheep	0	0	0	0	0	0	0	0	0	0	avis
sheer	0	0	0	0	0	0	0	0	0	0	grynas
sheet	0	0	0	0	0	0	0	0	0	0	lapas
shelf	0	0	0	0	0	0	0	0	0	0	lentyna
shell	1	0	0	1	0	1	0	1	1	0	apvalkalas
shellfish	0	0	0	0	0	0	0	0	0	0	vėžiagyviai
shelter	0	0	0	0	0	0	1	0	0	1	prieglauda
shelved	0	0	0	0	0	1	0	0	0	0	lentynose
shepherd	0	0	0	0	0	0	1	0	0	1	piemuo
sheriff	0	0	0	0	0	0	0	0	0	1	šerifas
sherry	0	0	0	0	0	0	0	0	0	0	cheresas
shield	0	0	0	0	0	0	0	0	0	0	skydas
shift	0	0	0	0	0	0	0	0	0	0	pamaina
shifting	0	0	0	0	0	0	0	0	0	0	perjungimas
shilling	0	0	0	0	0	0	0	0	0	0	šilingas
shimmer	0	0	0	0	0	0	0	0	0	0	mirgėjimas
shin	0	0	0	0	0	0	0	0	0	0	blauzdas
shine	0	0	0	0	0	0	1	0	0	0	šviesti
shingle	0	0	0	0	0	0	0	0	0	0	malksnas
shining	0	1	0	0	1	0	1	0	0	0	šviečianti
shiny	0	0	0	0	0	0	0	0	0	0	blizgantis
ship	0	1	0	0	0	0	0	0	0	0	laivas
shipment	0	0	0	0	0	0	0	0	0	0	siunta
shipping	0	0	0	0	0	0	0	0	0	0	siuntimas
shipwreck	0	0	0	1	0	1	0	1	0	0	laivo avarija
shire	0	0	0	0	0	0	0	0	0	0	kraštas
shirt	0	0	0	0	0	0	0	0	0	0	marškinėliai
shit	1	0	1	0	0	1	0	0	0	0	šūdas
shiver	1	1	0	1	0	1	0	1	0	0	drebulys
shivering	0	0	0	0	0	0	0	0	0	0	drebulys
shoals	0	0	0	0	0	0	0	0	0	0	seklumų
shock	1	0	0	1	0	1	0	0	1	0	šokas
shockingly	0	0	0	0	0	0	0	0	1	0	šokiruojančiai
shoddy	1	0	1	0	0	1	0	0	0	0	menkas
shoe	0	0	0	0	0	0	0	0	0	0	batas
shoemaker	0	0	0	0	0	0	0	0	0	0	batsiuvys
shoot	1	0	0	1	0	1	0	0	0	0	šaudyti
shooter	0	0	0	1	0	0	0	0	0	0	šaulys
shooting	1	0	0	1	0	1	0	0	0	0	Šaudymas
shop	0	0	0	0	0	0	0	0	0	0	parduotuvė
shopkeeper	0	0	0	0	0	0	0	0	0	1	parduotuvės savininkas
shoplifting	1	0	1	0	0	1	0	0	0	0	vagystės iš parduotuvių
shopping	0	1	0	0	1	0	1	0	1	1	apsipirkti
shore	0	0	0	0	0	0	0	0	0	0	Krantas
shorn	0	0	0	0	0	0	0	0	0	0	nukirptas
short	0	0	0	0	0	0	0	0	0	0	trumpas
shortage	1	0	0	1	0	1	0	1	0	0	trūkumas
shortcoming	0	0	0	0	0	1	0	0	0	0	trūkumas
shorten	0	0	0	0	0	0	0	0	0	0	sutrumpinti
shortening	0	0	0	0	0	0	0	0	0	0	trumpinimas
shorthand	0	0	0	0	0	0	0	0	0	0	stenograma
shortly	0	1	0	0	0	0	0	0	0	0	netrukus
shortness	0	0	0	0	0	0	0	0	0	0	trumpumas
shorts	0	0	0	0	0	0	0	0	0	0	šortai
shot	1	0	0	1	0	1	0	1	1	0	nušautas
shotgun	0	0	0	0	0	0	0	0	0	0	šautuvas
shoulder	0	0	0	0	0	0	1	0	0	1	pečių
shout	1	0	0	0	0	0	0	0	1	0	šaukti
shove	1	0	0	0	0	1	0	0	0	0	stumti
shovel	0	0	0	0	0	0	0	0	0	0	kastuvas
shoveling	0	0	0	0	0	0	0	0	0	0	kastuvu
show	0	0	0	0	0	0	0	0	0	1	Rodyti
shower	0	0	0	0	0	0	0	0	0	0	dušas
showing	0	0	0	0	0	0	0	0	0	0	rodantis
showy	0	0	0	0	0	1	0	0	0	0	efektingas
shrapnel	0	0	0	1	0	0	0	0	0	0	skeveldros
shred	0	0	0	0	0	0	0	0	0	0	susmulkinti
shrewd	0	0	0	0	0	0	1	0	0	0	gudrus
shriek	1	0	0	1	0	1	0	1	1	0	rėkti
shrill	1	0	0	1	0	1	0	0	1	0	rėksmingas
shrimp	0	0	0	0	0	0	0	0	0	0	krevetės
shrine	0	0	0	0	0	0	0	0	0	0	šventovė
shrink	0	0	0	1	0	1	0	1	0	0	susitraukti
shrinking	0	0	0	0	0	0	0	0	0	0	mažėja
shroud	0	0	0	0	0	0	0	1	0	0	drobulė
shrub	0	0	0	0	0	0	0	0	0	0	krūmas
shrubbery	0	0	0	0	0	0	0	0	0	0	krūmynas
shrug	0	0	0	0	0	0	0	0	0	0	gūžteli pečiais
shrunk	0	0	0	0	0	1	0	0	0	0	susitraukė
shudder	0	0	0	1	0	1	0	0	0	0	drebėti
shuffle	0	0	0	0	0	0	0	0	0	0	maišyti
shuffling	0	0	0	0	0	0	0	0	0	0	maišymasis
shun	1	0	1	0	0	1	0	1	0	0	vengti
shunt	0	0	0	0	0	0	0	0	0	0	šuntas
shut	0	0	0	0	0	0	0	0	0	0	Uždaryti
shutter	0	0	0	0	0	0	0	0	0	0	sklendė
shuttle	0	0	0	0	0	0	0	0	0	0	vežėjas
sib	0	0	0	0	0	0	0	0	0	1	ses
sic	0	0	0	0	0	0	0	0	0	0	sic
sick	0	0	1	0	0	1	0	1	0	0	serga
sickening	1	0	1	1	0	1	0	1	0	0	liguistas
sickle	0	0	0	0	0	0	0	0	0	0	pjautuvas
sickly	0	0	1	0	0	1	0	1	0	0	liguistas
sickness	0	0	1	1	0	1	0	1	0	0	liga
side	0	0	0	0	0	0	0	0	0	0	pusėje
sideboard	0	0	0	0	0	0	0	0	0	0	bufetas
sidestep	0	0	0	0	0	0	0	0	0	0	šonas
sideways	0	0	0	0	0	0	0	0	0	0	į šoną
siege	0	0	0	0	0	0	0	0	0	0	apgula
siesta	0	0	0	0	0	0	0	0	0	0	siesta
sieve	0	0	0	0	0	0	0	0	0	0	sietelis
sifting	0	0	0	0	0	0	0	0	0	0	sijojimas
sigh	0	0	0	0	0	0	0	0	0	0	atodūsis
sight	0	0	0	0	0	0	0	0	0	0	reginys
sign	0	0	0	0	0	0	0	0	0	0	ženklas
signal	0	0	0	0	0	0	0	0	0	0	signalas
signature	0	0	0	0	0	0	0	0	0	1	parašas
significance	0	0	0	0	0	0	0	0	0	0	reikšmę
significant	0	0	0	0	0	0	0	0	0	0	reikšmingas
signification	0	0	0	0	0	0	0	0	0	0	žymėjimas
signify	0	1	0	0	0	0	0	0	0	0	reikšti
signpost	0	0	0	0	0	0	0	0	0	0	kelrodis
silent	0	0	0	0	0	0	0	0	0	0	tyli
silently	0	0	0	0	0	0	0	0	0	0	tyliai
silhouette	0	0	0	0	0	0	0	0	0	0	siluetas
silk	0	0	0	0	0	0	1	0	0	0	šilko
silken	0	0	0	0	0	0	0	0	0	0	šilkiniai
silky	0	0	0	0	0	0	0	0	0	0	šilkinis
sill	0	0	0	0	0	0	0	0	0	0	slenkstis
silliness	0	0	0	0	0	0	0	0	0	0	kvailumas
silly	0	0	0	0	1	1	0	0	0	0	kvailas
silt	0	0	0	0	0	0	0	0	0	0	dumblas
silver	0	0	0	0	0	0	0	0	0	0	sidabras
silvery	0	0	0	0	0	0	0	0	0	0	sidabrinis
similar	0	0	0	0	0	0	0	0	0	0	panašus
similarity	0	0	0	0	0	0	0	0	0	0	panašumo
simile	0	0	0	0	0	0	0	0	0	0	panašumas
simmer	1	1	0	0	0	0	0	0	0	0	troškinti
simmering	0	1	0	0	0	0	0	0	0	0	kunkuliuojantis
simple	0	0	0	0	0	0	0	0	0	0	paprastas
simples	0	0	0	0	0	0	0	0	0	0	paprastieji
simplify	0	1	0	0	1	0	1	0	1	1	supaprastinti
simply	0	0	0	0	0	0	0	0	0	0	tiesiog
simulate	0	0	0	0	0	0	0	0	0	0	imituoti
simulated	0	0	0	0	0	0	0	0	0	0	imituojamas
simulating	0	0	0	0	0	0	0	0	0	0	imituojant
simulation	0	0	0	0	0	0	0	0	0	0	modeliavimas
simultaneous	0	0	0	0	0	0	0	0	0	0	vienu metu
simultaneously	0	0	0	0	0	0	0	0	0	0	tuo pačiu metu
sin	1	0	1	1	0	1	0	1	0	0	nuodėmė
sincere	0	0	0	0	0	0	1	0	0	1	nuoširdus
sincerity	0	0	0	0	0	0	1	0	0	0	nuoširdumas
sinful	1	0	1	1	0	1	0	1	0	0	nuodėmingas
sing	0	1	0	0	1	0	1	1	0	1	dainuoti
singer	0	0	0	0	0	0	0	0	0	0	dainininkas
single	0	0	0	0	0	0	0	0	0	0	viengungis
singly	0	0	0	0	0	0	1	0	0	0	pavieniui
singular	0	0	0	0	0	0	0	0	0	0	vienaskaita
singularity	0	0	0	0	0	0	0	0	0	0	singuliarumas
singularly	0	0	0	0	0	0	0	0	1	0	pavieniui
sinister	1	0	1	1	0	1	0	0	0	0	grėsmingas
sink	0	0	0	0	0	0	0	0	0	0	kriauklė
sinner	1	0	1	1	0	1	0	1	0	0	nusidėjėlis
sinning	0	0	1	0	0	1	0	0	0	0	nusideda
sinus	0	0	0	0	0	0	0	0	0	0	sinusas
sip	0	0	0	0	0	0	0	0	0	0	gurkšnoti
siphon	0	0	0	0	0	0	0	0	0	0	sifonas
sir	0	0	0	0	0	0	1	0	0	1	pone
sire	0	0	0	0	0	0	0	0	0	0	sere
siren	0	0	0	1	0	1	0	0	0	0	sirena
sissy	0	0	0	0	0	1	0	0	0	0	sesė
sister	0	0	0	0	0	0	0	0	0	0	sesuo
sisterhood	1	0	0	0	0	0	1	1	1	1	seserystė
site	0	0	0	0	0	0	0	0	0	0	svetainę
sith	0	0	0	0	0	0	0	0	0	0	sith
sitting	0	0	0	0	0	0	0	0	0	0	sėdi
situate	0	0	0	0	0	0	0	0	0	0	padėti
situated	0	0	0	0	0	0	0	0	0	0	esantis
situation	0	0	0	0	0	0	0	0	0	0	situacija
sixth	0	0	0	0	0	0	0	0	0	0	šeštas
sixty	0	0	0	0	0	0	0	0	0	0	šešiasdešimt
size	0	0	0	0	0	0	0	0	0	0	dydis
sizzle	1	0	0	0	0	0	0	0	0	0	šnypšti
skate	0	0	0	0	0	0	0	0	0	0	čiuožti
skating	0	0	0	0	0	0	0	0	0	0	čiuožimo
skein	0	0	0	0	0	0	0	0	0	0	sruoga
skeleton	0	0	0	0	0	0	0	0	0	0	skeletas
skeptic	0	0	0	0	0	0	0	0	0	0	skeptikas
skeptical	0	0	0	0	0	1	0	0	0	0	skeptiškai nusiteikęs
skepticism	0	0	0	0	0	0	0	0	0	0	skepticizmas
sketch	0	0	0	0	0	0	0	0	0	0	eskizas
sketchy	0	0	0	0	0	1	0	0	0	0	eskizinis
skewed	1	1	0	0	0	1	0	0	0	0	iškreiptas
skewer	0	0	0	0	0	0	0	0	0	0	iešmo
ski	0	0	0	0	0	0	0	0	0	0	slidinėti
skid	1	0	0	1	0	1	0	1	0	0	slysti
skiff	0	0	0	0	0	0	0	0	0	0	skiff
skill	0	0	0	0	0	0	0	0	0	0	įgūdžių
skilled	0	0	0	0	0	0	1	0	0	0	kvalifikuotas
skillet	0	0	0	0	0	0	0	0	0	0	keptuvė
skillful	0	0	0	0	0	0	1	0	0	1	sumanus
skim	0	0	0	0	0	0	0	0	0	0	nugriebti
skin	0	0	0	0	0	0	0	0	0	0	oda
skinny	0	0	0	0	0	0	0	0	0	0	liesas
skip	0	0	0	0	0	1	0	0	0	0	praleisti
skipper	0	0	0	0	0	0	0	0	0	0	kapitonas
skirmish	1	0	0	0	0	1	0	0	0	0	susirėmimas
skirt	0	0	0	0	0	0	0	0	0	0	sijonas
skirting	0	0	0	0	0	0	0	0	0	0	grindjuostes
skirts	0	0	0	0	0	0	0	0	0	0	sijonai
skit	0	0	0	0	0	0	0	0	0	0	siužetas
skull	0	0	0	0	0	0	0	0	0	0	kaukolė
skunk	0	0	0	0	0	0	0	0	0	0	skunksas
sky	0	0	0	0	0	0	1	0	0	0	dangus
skyscraper	0	0	0	0	0	0	0	0	0	0	dangoraižis
slab	0	0	0	0	0	0	0	0	0	0	plokštė
slack	0	0	0	0	0	1	0	0	0	0	tingus
slag	0	0	0	0	0	1	0	0	0	0	šlakas
slam	1	0	0	1	0	1	0	0	1	0	slemas
slander	1	0	1	0	0	1	0	0	0	0	šmeižtas
slanderous	0	0	0	0	0	1	0	0	0	0	šmeižikiškas
slang	0	0	0	0	0	0	0	0	0	0	slengas
slant	0	0	0	0	0	0	0	0	0	0	pasviręs
slap	1	0	0	0	0	1	0	0	1	0	pliaukštelėti
slash	1	0	0	0	0	0	0	0	0	0	pasvirasis brūkšnys
slashes	0	0	0	0	0	0	0	0	0	0	brūkšniais
slate	0	0	0	0	0	0	1	0	0	0	šiferis
slates	0	0	0	0	0	0	0	0	0	0	skalūnai
slaughter	1	0	1	1	0	1	0	1	1	0	skerdimas
slaughterhouse	1	0	1	1	0	1	0	1	0	0	skerdykla
slaughtering	1	0	1	1	0	1	0	1	1	0	skerdimas
slave	1	0	0	1	0	1	0	1	0	0	vergas
slavery	1	0	1	1	0	1	0	1	0	0	vergija
slay	1	0	0	0	0	1	0	0	0	0	nužudyti
slayer	1	0	1	1	0	1	0	1	1	0	žudikas
sledge	0	0	0	0	0	0	0	0	0	0	rogės
sleek	0	0	0	0	0	0	1	0	0	0	aptakus
sleep	0	0	0	0	0	0	0	0	0	0	miegoti
sleeper	0	0	0	0	0	0	0	0	0	0	miegamasis
sleeping	0	0	0	0	0	0	0	0	0	0	miega
sleeplessness	0	0	0	0	0	0	0	0	0	0	nemiga
sleepy	0	0	0	0	0	0	0	0	0	0	mieguistas
sleet	0	0	0	0	0	1	0	0	0	0	šlapdriba
sleeve	0	0	0	0	0	0	0	0	0	0	rankovė
sleeveless	0	0	0	0	0	0	0	0	0	0	be rankovių
sleigh	0	0	0	0	0	0	0	0	0	0	rogės
sleight	0	0	0	0	0	0	0	0	0	0	rogutėmis
slender	0	0	0	0	0	0	1	0	0	0	lieknas
sleuth	0	0	0	0	0	0	0	0	0	0	žvalgas
slice	0	0	0	0	0	0	0	0	0	0	gabalas
slick	0	0	0	0	0	0	0	0	0	0	slidus
slide	0	0	0	0	0	0	0	0	0	0	skaidrė
sliding	0	0	0	0	0	0	0	0	0	0	stumdomas
slight	0	0	0	0	0	0	0	0	0	0	nežymus
slightly	0	0	0	0	0	0	0	0	0	0	Lengvai
slim	0	0	0	0	0	0	1	0	0	0	lieknas
slime	0	0	1	0	0	0	0	0	0	0	gleivės
slimy	0	0	1	0	0	1	0	0	0	0	gleivėtas
sling	0	0	0	0	0	0	0	0	0	0	stropas
slink	0	0	0	0	0	1	0	0	0	0	slysti
slip	0	0	0	0	0	1	0	0	1	0	paslysti
slipper	0	0	0	0	0	0	0	0	0	0	šlepetė
slippers	0	0	0	0	0	0	0	0	0	0	šlepetės
slit	0	0	0	0	0	0	0	0	0	0	plyšys
sliver	0	0	0	0	0	0	0	0	0	0	šlakelis
slogan	0	0	0	0	0	0	0	0	0	0	šūkis
sloop	0	0	0	0	0	0	0	0	0	0	lėkštė
slop	0	0	1	0	0	1	0	0	0	0	šlaitas
slope	0	0	0	0	0	0	0	0	0	0	nuolydis
sloppy	0	0	1	0	0	1	0	0	0	0	apleistas
slot	0	0	0	0	0	0	0	0	0	0	lizdas
sloth	0	0	1	0	0	1	0	0	0	0	tinginys
slouch	0	0	0	0	0	1	0	0	0	0	slampinėti
slough	0	0	0	0	0	1	0	0	0	0	sloga
slow	0	0	0	0	0	0	0	0	0	0	lėtas
slowly	0	0	0	0	0	0	0	0	0	0	lėtai
slowness	0	0	0	0	0	1	0	0	0	0	lėtumas
sludge	0	0	1	0	0	1	0	0	0	0	dumblas
slug	0	0	1	0	0	1	0	0	0	0	šliužas
sluggish	0	0	0	0	0	1	0	1	0	0	vangus
sluice	0	0	0	0	0	0	0	0	0	0	šliuzas
slum	0	0	1	0	0	1	0	0	0	0	lūšnynas
slumber	0	0	0	0	0	0	0	0	0	0	snaudulys
slump	0	0	0	0	0	1	0	1	0	0	nuosmukis
slur	1	0	1	0	0	1	0	1	0	0	šlamštas
slush	0	0	1	0	0	1	0	0	1	0	purvas
slut	1	0	1	0	0	1	0	0	0	0	apskretėlė
sly	1	0	1	1	0	1	0	0	0	0	gudrus
smack	1	0	0	0	0	1	0	0	0	0	smirdėti
small	0	0	0	0	0	1	0	0	0	0	mažas
smaller	0	0	0	0	0	0	0	0	0	0	mažesnis
smallest	0	0	0	0	0	0	0	0	0	0	mažiausias
smash	1	0	0	1	0	1	0	0	0	0	sutriuškinti
smashed	0	0	0	0	0	1	0	0	0	0	sudaužė
smattering	0	0	0	0	0	1	0	0	0	0	smulkmeniškas
smear	0	0	0	0	0	0	0	0	0	0	tepinėlis
smell	1	0	1	0	0	1	0	0	0	0	kvapas
smelling	0	0	1	0	0	1	0	0	0	0	kvepiantis
smelt	0	0	0	0	0	0	0	0	0	0	stintų
smile	0	0	0	0	1	0	1	0	1	1	šypsokis
smiling	0	0	0	0	1	0	1	0	0	0	šypsodamasis
smirk	0	0	0	0	0	1	0	0	0	0	išsišiepti
smite	1	0	0	1	0	1	0	1	0	0	smogti
smith	0	0	0	0	0	0	0	0	0	1	Kalvis
smitten	0	0	0	0	0	0	1	0	0	0	sumuštas
smoker	0	0	0	0	0	1	0	0	0	0	rūkalius
smokey	0	0	0	0	0	0	0	0	0	0	dūminis
smoking	0	0	0	0	0	0	0	0	0	0	rūkymas
smoky	0	0	0	0	0	0	0	0	0	0	dūminis
