English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Igbo Word
tart	0	0	0	0	0	0	0	0	0	0	tart
tartan	0	0	0	0	0	0	0	0	0	0	tartan
tartar	0	0	0	0	0	0	0	0	0	0	tartar
task	0	0	0	0	0	0	1	0	0	0	ọrụ
tassel	0	0	0	0	0	0	0	0	0	0	tasel
taste	0	0	0	0	0	0	0	0	0	0	atọ ụtọ
tasteful	0	0	0	0	0	0	1	0	0	0	tọrọ ụtọ
tasteless	0	0	1	0	0	1	0	0	0	0	enweghị ụtọ
tasting	0	0	0	0	0	0	0	0	0	0	uto
tasty	0	0	0	0	0	0	1	0	0	0	tọrọ ụtọ
tat	0	0	0	0	0	0	0	0	0	0	tat
tattoo	0	0	0	0	0	0	0	0	0	0	igbu egbugbu
taught	0	0	0	0	0	0	0	0	0	1	kụziiri
taunt	1	0	0	1	0	1	0	1	0	0	ịkwa emo
taut	0	0	0	0	0	0	0	0	0	0	taut
tavern	0	0	0	0	0	0	0	0	0	0	ụlọ oriri na ọṅụṅụ
tawny	0	0	1	0	0	0	0	0	0	0	tawny
tax	0	0	0	0	0	1	0	1	0	0	ụtụ isi
taxicab	0	0	0	0	0	0	0	0	0	0	taxibo
taxonomy	0	0	0	0	0	0	0	0	0	0	taxonomy
tea	0	0	0	0	0	0	0	0	0	0	tii
teach	0	0	0	0	1	0	1	0	1	1	nkuzi
teacher	0	0	0	0	0	0	1	0	0	1	onye nkuzi
teaching	0	0	0	0	0	0	0	0	0	0	nkuzi
team	0	0	0	0	0	0	0	0	0	1	otu
tearful	0	0	1	1	0	0	0	1	0	0	anya mmiri
tease	1	1	0	0	0	1	0	1	0	0	njakịrị
teaser	0	0	0	0	0	0	0	0	0	0	teaser
teasing	1	0	0	1	0	1	0	0	0	0	njakịrị
teat	0	0	0	0	0	0	0	0	0	0	tit
technical	0	0	0	0	0	0	0	0	0	0	oru
technicality	0	0	0	0	0	0	0	0	0	0	nka
technician	0	0	0	0	0	0	0	0	0	0	onye oru nka
technology	0	0	0	0	0	0	1	0	0	0	teknụzụ
ted	0	0	0	0	0	0	0	0	0	0	ted
tedious	0	0	0	0	0	1	0	0	0	0	na-agwụ ike
tedium	0	0	0	0	0	1	0	0	0	0	tedium
teeming	0	0	1	0	0	0	0	0	0	0	na-eju afọ
teens	0	0	0	0	0	1	1	0	0	0	ndị nọ n'afọ iri na ụma
teeth	0	0	0	0	0	0	0	0	0	0	ezé
teflon	0	0	0	0	0	0	0	0	0	0	teflon
telegram	0	0	0	0	0	0	0	0	0	0	telegram
telegraph	0	0	0	0	0	0	0	0	0	0	telifon
telephone	0	0	0	0	0	0	0	0	0	0	ekwentị
telescope	0	0	0	0	0	0	0	0	0	0	teliskop
telescopic	0	0	0	0	0	0	0	0	0	0	telescopic
television	0	0	0	0	0	0	0	0	0	0	igwe onyonyo
teller	0	0	0	0	0	0	0	0	0	0	onye nkwu
telling	0	0	0	0	0	0	0	0	0	0	na-agwa
telltale	0	0	0	0	0	0	0	0	0	0	ịkọ akụkọ
temper	0	0	0	0	0	0	0	0	0	0	iwe iwe
tempera	0	0	0	0	0	0	0	0	0	0	iwe ọkụ
temperament	0	0	0	0	0	0	0	0	0	0	agwa
temperance	0	0	0	0	0	0	1	0	0	0	iwe iwe
temperate	0	0	0	0	0	0	0	0	0	1	ịdị nro
temperature	0	0	0	0	0	0	0	0	0	0	okpomọkụ
tempered	0	0	0	0	0	0	1	0	0	0	iwe iwe
tempest	1	1	0	1	0	1	0	1	1	0	oké ifufe
temple	0	0	0	0	0	0	0	0	0	0	temple
temporal	0	0	0	0	0	0	0	0	0	0	nwa oge
temporarily	0	0	0	0	0	0	0	0	0	0	nwa oge
temporary	0	0	0	0	0	0	0	0	0	0	nwa oge
tempt	0	0	0	0	0	0	0	0	0	0	ọnwụnwa
temptation	0	0	0	0	0	1	0	0	0	0	onwunwa
tempting	0	0	0	0	0	0	0	0	0	0	na-anwa anwa
ten	0	0	0	0	0	0	0	0	0	0	iri
tenable	0	0	0	0	0	0	1	0	0	0	tenable
tenacious	0	0	0	0	0	0	1	0	0	0	siri ike
tenacity	0	0	0	0	0	0	1	0	0	0	obi ike
tenancy	0	0	0	0	0	0	1	0	0	0	mgbazinye
tenant	0	0	0	0	0	0	1	0	0	0	onye nwe ụlọ
tendency	0	0	0	0	0	0	0	0	0	0	ọchịchọ
tender	0	0	0	0	1	0	1	0	0	1	nro
tenderness	0	0	0	0	1	0	1	0	0	0	ịdị nro
tending	0	0	0	0	0	0	0	0	0	0	na-elekọta
tendon	0	0	0	0	0	0	0	0	0	0	akwara
tenement	0	0	0	0	0	1	0	0	0	0	nkwuputa
tenet	0	0	0	0	0	0	0	0	0	0	tenet
tenets	0	0	0	0	0	0	0	0	0	0	atumatu
tenfold	0	0	0	0	0	0	0	0	0	0	okpukpu iri
tennis	0	0	0	0	0	0	0	0	0	0	tenis
tense	0	0	0	0	0	0	0	0	0	0	ike
tensile	0	0	0	0	0	0	0	0	0	0	tensile
tension	1	0	0	0	0	0	0	0	0	0	esemokwu
tent	0	0	0	0	0	0	0	0	0	0	tent
tentacle	0	0	0	0	0	0	0	0	0	0	tentacle
tentative	0	0	0	0	0	0	0	0	0	0	tentative
tenth	0	0	0	0	0	0	0	0	0	0	nke iri
tenths	0	0	0	0	0	0	0	0	0	0	ụzọ iri
tenuous	0	0	0	0	0	0	0	0	0	0	siri ike
tenure	0	0	0	0	0	0	0	0	0	0	oge
tepid	0	0	0	0	0	0	0	0	0	0	obi ụtọ
term	0	0	0	0	0	0	0	0	0	0	okwu
terminal	0	0	0	1	0	1	0	1	0	0	Ọnụ
terminate	0	0	0	0	0	0	0	1	0	0	kwụsị
termination	0	0	0	0	0	1	0	1	0	0	nchupu
terminus	0	0	0	0	0	0	0	0	0	0	njedebe
termite	0	0	1	0	0	1	0	0	0	0	mbo
terms	0	0	0	0	0	0	0	0	0	0	okwu
tern	0	0	0	0	0	0	0	0	0	0	tern
ternary	0	0	0	0	0	0	0	0	0	0	ternary
terrace	0	0	0	0	0	0	0	0	0	0	teres
terrestrial	0	0	0	0	0	0	0	0	0	0	terrestrial
terrible	1	0	1	1	0	1	0	1	0	0	egwu
terribly	0	0	0	0	0	0	0	1	0	0	dị egwu
terrier	0	0	0	0	0	0	0	0	0	0	terier
terrific	0	0	0	0	0	0	0	1	0	0	di egwu
territorial	0	0	0	0	0	0	0	0	0	0	ókèala
territory	0	0	0	0	0	0	0	0	0	0	ókèala
terror	0	0	0	1	0	1	0	0	0	0	egwu
terrorism	1	0	1	1	0	1	0	1	0	0	iyi ọha egwu
terrorist	1	0	1	1	0	1	0	1	1	0	onye na-eyi ọha egwu
terrorize	1	0	0	1	0	1	0	1	0	0	ịtụ ụjọ
terse	0	0	0	0	0	0	0	0	0	0	terse
tertiary	0	0	0	0	0	0	0	0	0	0	nke atọ
test	0	0	0	0	0	0	0	0	0	0	nwale
testament	0	1	0	0	0	0	0	0	0	1	ọgbụgba ndụ
testify	0	0	0	0	0	0	0	0	0	0	gbaa akaebe
testimonial	0	0	0	0	0	0	0	0	0	0	akaebe
testimony	0	0	0	0	0	0	0	0	0	1	akaebe
tetanus	0	0	1	0	0	1	0	0	0	0	tetanus
tether	0	0	0	0	0	1	0	0	0	0	njikota
tethered	0	0	0	0	0	0	0	0	0	0	ejikọtara
tetrahedral	0	0	0	0	0	0	0	0	0	0	tetrahedral
text	0	0	0	0	0	0	0	0	0	0	ederede
textbook	0	0	0	0	0	0	0	0	0	0	akwụkwọ ọgụgụ
textile	0	0	0	0	0	0	0	0	0	0	textile
textural	0	0	0	0	0	0	0	0	0	0	ederede
texture	0	0	0	0	0	0	0	0	0	0	udidi
thankful	0	0	0	0	1	0	1	0	0	0	ekele
thanksgiving	0	0	0	0	1	0	1	0	0	0	ekele
thatch	0	0	0	0	0	0	0	0	0	0	ntachi
thaw	0	0	0	0	0	0	0	0	0	0	gbazee
theater	0	0	0	0	0	0	0	0	0	0	ihe nkiri
theatrical	0	0	0	0	0	0	0	0	0	0	ihe nkiri
theft	1	0	1	1	0	1	0	1	0	0	izu ohi
theism	0	0	1	0	0	1	0	0	0	0	theism
theistic	0	0	0	0	0	0	0	0	0	0	theistic
theme	0	0	0	0	0	0	0	0	0	0	isiokwu
theocracy	0	0	0	0	0	0	0	0	0	0	ọchịchị Chineke
theocratic	1	0	0	1	0	1	0	1	0	1	ọchịchị Chineke
theologian	0	0	0	0	0	0	0	0	0	0	ọkà mmụta okpukpe
theological	0	0	0	0	0	0	0	0	0	1	nkà mmụta okpukpe
theology	0	1	0	0	0	0	0	0	0	0	nkà mmụta okpukpe
theorem	0	0	0	0	0	0	0	0	0	1	theorem
theoretical	0	0	0	0	0	0	1	0	0	0	usoro iwu
theory	0	1	0	0	0	0	0	0	0	1	tiori
therapeutic	0	0	0	0	1	0	1	0	0	1	ọgwụgwọ
therapeutics	0	0	0	0	0	0	1	0	0	0	ọgwụgwọ
thereabouts	0	0	0	0	0	0	0	0	0	0	maka ya
thereof	0	0	0	0	0	0	0	0	0	0	nke ya
therewith	0	0	0	0	0	0	0	0	0	0	ya na ya
thermal	0	0	0	0	0	0	0	0	0	0	thermal
thermocouple	0	1	0	0	0	0	0	0	0	0	thermocouple
thermodynamics	0	0	0	0	0	0	0	0	0	0	thermodynamics
thermometer	0	0	0	0	0	0	0	0	0	1	temometa
thermostat	0	0	0	0	0	0	0	0	0	0	thermostat
thesaurus	0	0	0	0	0	0	0	0	0	0	thesaurus
thesis	0	0	0	0	0	0	0	0	0	0	tesis
thick	0	0	0	0	0	0	0	0	0	0	oké
thicken	0	0	0	0	0	0	0	0	0	0	igbari
thickening	0	0	0	0	0	0	0	0	0	0	ndim
thicket	0	0	0	0	0	0	0	0	0	0	ogbugbo
thickness	0	0	0	0	0	0	0	0	0	0	ọkpụrụkpụ
thief	1	0	1	1	0	1	0	1	1	0	onye ohi
thimble	0	0	0	0	0	0	0	0	0	0	timble
thin	0	0	0	0	0	0	0	0	0	0	mkpa
thing	0	0	0	0	0	0	0	0	0	0	ihe
things	0	0	0	0	0	0	0	0	0	0	ihe
thinker	0	0	0	0	0	0	1	0	0	0	onye na-eche echiche
thinking	0	0	0	0	0	0	0	0	0	0	na-eche echiche
thirds	0	0	0	0	0	0	0	0	0	0	atọ
thirst	0	1	0	0	0	0	0	1	1	0	akpịrị ịkpọ nkụ
thirsty	0	0	0	0	0	1	0	0	0	0	akpịrị ịkpọ nkụ
thirteen	0	0	0	0	0	0	0	0	0	0	iri na ato
thirteenth	0	0	0	1	0	0	0	0	0	0	nke iri na atọ
thistle	0	0	0	0	0	0	0	0	0	0	ogwugwu
thither	0	0	0	0	0	0	0	0	0	0	ebe ahu
thong	0	0	0	0	0	0	0	0	0	0	thong
thorn	0	0	0	0	0	1	0	0	0	0	ogwu
thorny	0	0	0	1	0	1	0	0	0	0	ogwu
thoroughbred	0	0	0	0	0	0	1	0	0	0	nke ọma
thoroughfare	0	0	0	0	0	0	0	0	0	0	ụzọ ụzọ
thought	0	1	0	0	0	0	0	0	0	0	echiche
thoughtful	0	0	0	0	0	0	1	0	0	1	na-eche echiche
thoughtfulness	0	0	0	0	0	0	1	0	0	0	iche echiche
thoughtless	1	0	1	0	0	1	0	0	0	0	enweghị uche
thoughts	0	0	0	0	0	0	0	0	0	0	echiche
thousand	0	0	0	0	0	0	0	0	0	0	puku
thrash	1	0	1	1	0	1	0	1	0	0	ogwugwu
thread	0	0	0	0	0	0	0	0	0	0	eri
threat	1	0	0	1	0	1	0	0	0	0	iyi egwu
threaten	1	1	0	1	0	1	0	0	0	0	iyi egwu
threatening	1	0	1	1	0	1	0	0	0	0	na-eyi egwu
threefold	0	0	0	0	0	0	0	0	0	0	okpukpu atọ
thresh	1	0	0	1	0	1	0	1	0	0	nzọcha mkpụrụ
threshold	0	0	0	0	0	0	0	0	0	0	ọnụ ụzọ
thrice	0	0	0	0	0	0	0	0	0	0	ugboro atọ
thrift	0	0	1	0	0	0	1	0	0	1	ntughari
thrifty	0	0	0	0	0	0	0	0	0	0	nke ukwuu
thrill	0	1	0	1	1	0	1	0	1	0	obi ụtọ
thrilling	0	1	0	0	1	0	1	0	1	0	na-akpali akpali
thriving	0	1	0	0	1	0	1	0	0	0	na-eme nke ọma
throat	0	0	0	0	0	0	0	0	0	0	akpịrị
throb	0	0	0	1	0	1	0	1	0	0	iti aka
throbbing	0	0	0	0	0	0	0	0	0	0	na-akụtu
throne	0	0	0	0	0	0	1	0	0	1	ocheeze
throng	0	0	0	0	0	0	0	0	0	0	igwe mmadu
throttle	1	0	0	0	0	1	0	0	0	0	trotul
throw	0	0	0	0	0	0	0	0	0	0	tufuo
thrush	0	0	0	0	0	0	0	0	0	0	thrush
thrust	0	0	0	0	0	0	0	0	0	0	ịkwanye
thud	0	0	0	0	0	0	0	0	0	0	ntu
thug	1	0	1	1	0	1	0	0	0	0	onye ohi
thumb	0	0	0	0	0	0	0	0	0	0	isi mkpịsị aka
thump	1	0	0	0	0	1	0	0	0	0	mkpu
thumping	0	0	0	1	0	0	0	0	0	0	na-akụtu
thunder	0	0	0	0	0	0	0	0	0	0	égbè eluigwe
thunderbolt	0	0	0	0	0	0	0	0	0	0	égbè eluigwe
thundering	1	0	0	1	0	1	0	0	0	0	égbè eluigwe
thunderstorm	0	0	0	0	0	0	0	0	0	0	égbè eluigwe
thwart	0	0	0	0	0	1	0	0	1	0	mebie
thyme	0	0	0	0	0	0	0	0	0	0	thyme
tiara	0	0	0	0	0	0	0	0	0	0	tiara
tick	0	0	0	0	0	0	0	0	0	0	akàrà
ticker	0	0	0	0	0	0	0	0	0	0	akara
ticket	0	0	0	0	0	0	0	0	0	0	tiketi
tickle	0	1	0	0	1	0	1	0	1	1	tikuo
ticklish	0	0	0	0	0	0	0	0	0	0	ticklish
tidal	0	0	0	0	0	0	0	0	0	0	tidal
tidbit	0	0	0	0	0	0	0	0	0	0	tidbit
tide	0	0	0	0	0	0	0	0	0	0	tide
tidings	0	0	0	0	0	0	0	0	0	0	ozi ọma
tie	0	0	0	0	0	0	0	0	0	0	tie
tier	0	0	0	0	0	0	0	0	0	0	ọkwa
tiff	1	0	0	0	0	1	0	0	0	0	tiff
tiger	0	0	0	0	0	0	0	0	0	0	agu
tighten	1	0	0	0	0	0	0	0	0	0	mesie ike
tightness	0	0	0	0	0	0	0	0	0	0	njiko
tights	0	0	0	0	0	0	0	0	0	0	tights
tilde	0	0	0	0	0	0	0	0	0	0	tilde
tile	0	0	0	0	0	0	0	0	0	0	tile
tiling	0	0	0	0	0	0	1	0	0	0	tiling
till	0	0	0	0	0	0	0	0	0	0	ruo
tillage	0	0	0	0	0	0	0	0	0	0	ugbo ala
tiller	0	0	0	0	0	0	0	0	0	0	tiller
tilt	0	0	0	0	0	0	0	0	0	0	tit
tilting	0	0	0	0	0	0	0	0	0	0	tilting
timber	0	0	0	0	0	0	0	0	0	0	osisi
timberland	0	0	0	0	0	0	0	0	0	0	osisi osisi
timbre	0	0	0	0	0	0	0	0	0	0	timbre
time	0	1	0	0	0	0	0	0	0	0	oge
timeliness	0	0	0	0	0	0	0	0	0	0	nke oge
timely	0	0	0	0	0	0	1	0	0	0	n'oge
timepiece	0	0	0	0	0	0	0	0	0	0	nkeji oge
timid	0	0	0	1	0	1	0	1	0	0	ihere
timidity	0	1	0	1	0	1	0	0	0	0	ihere
tin	0	0	0	0	0	0	0	0	0	0	tin
tincture	0	0	0	0	0	0	0	0	0	0	tincture
tine	0	0	0	0	0	0	0	0	0	0	tine
tinge	0	0	0	0	0	0	0	0	0	0	tinge
tingle	0	0	0	0	0	0	0	0	0	0	tingle
tingling	0	0	0	0	0	0	0	0	0	0	tingling
tinker	0	0	0	0	0	0	0	0	0	0	tinker
tinkering	0	0	0	0	0	0	0	0	0	0	tinkering
tinnitus	0	0	0	0	0	0	0	0	0	0	tinnitus
tinsel	0	0	0	0	1	0	1	0	0	0	tinsel
tint	0	0	0	0	0	0	0	0	0	0	tint
tiny	0	0	0	0	0	0	0	0	0	0	obere
tip	0	0	0	0	0	0	0	0	0	0	n'ọnụ
tipsy	0	0	0	0	0	1	0	0	0	0	tipsy
tirade	1	0	1	0	0	1	0	0	0	0	tirade
tire	0	0	0	0	0	0	0	0	0	0	taya
tired	0	0	0	0	0	1	0	0	0	0	ike gwụrụ
tiredness	0	0	0	0	0	1	0	0	0	0	ike ọgwụgwụ
tiresome	0	0	0	0	0	1	0	0	0	0	ike ọgwụgwụ
tissue	0	0	0	0	0	0	0	0	0	0	anụ ahụ
tit	0	0	0	0	0	1	0	0	0	0	tit
titanic	0	0	0	0	0	0	0	0	0	0	titanic
tithe	0	0	0	0	0	0	0	0	0	0	otu ụzọ n'ụzọ iri
title	0	0	0	0	0	0	1	0	0	1	aha
titled	0	0	0	0	0	0	0	0	0	0	aha
titty	0	0	0	0	0	0	0	0	0	0	titty
titular	0	0	0	0	0	0	0	0	0	0	titular
toad	0	0	1	0	0	1	0	0	0	0	toad
toast	0	0	0	0	1	0	1	0	0	0	toast
tobacco	0	0	0	0	0	1	0	0	0	0	ụtaba
toby	0	0	0	0	0	0	0	0	0	0	toby
tod	0	0	0	0	0	0	0	0	0	0	tod
today	0	0	0	0	0	0	0	0	0	0	taa
toe	0	0	0	0	0	0	0	0	0	0	mkpịsị ụkwụ
toga	0	0	0	0	0	0	0	0	0	0	toga
toil	0	0	0	0	0	0	0	0	0	0	ịrụ ọrụ
toilet	0	0	1	0	0	1	0	0	0	0	ụlọ mposi
toils	0	0	0	0	0	1	0	0	0	0	na-adọgbu onwe ya n'ọrụ
token	0	0	0	0	0	0	0	0	0	0	akara
tolerance	0	0	0	0	0	0	0	0	0	0	ndidi
tolerant	0	0	0	0	0	0	1	0	0	0	nnabata
tolerate	1	0	0	0	0	1	0	1	0	0	anabata
toleration	0	0	0	0	0	0	1	0	0	0	nnabata
toll	0	0	0	0	0	0	0	0	0	0	Ụtụ okporo ụzọ
tomahawk	0	0	0	0	0	0	0	0	0	0	tomahawk
tomb	0	0	0	0	0	0	0	1	0	0	ili
tomcat	0	0	0	0	0	0	0	0	0	0	tomcat
tome	0	0	0	0	0	0	0	0	0	0	tome
tomorrow	0	1	0	0	0	0	0	0	0	0	echi
ton	0	0	0	0	0	0	0	0	0	0	ton
tone	0	0	0	0	0	0	0	0	0	0	ụda
tong	0	0	0	0	0	0	0	0	0	0	tong
tongs	0	0	0	0	0	0	0	0	0	0	mkpịsị aka
tongue	0	0	0	0	0	0	0	0	0	0	ire
tonic	0	0	0	0	0	0	0	0	0	0	tonic
tonnage	0	0	0	0	0	0	0	0	0	0	tonna
tonsils	0	0	0	0	0	0	0	0	0	0	tonsils
tooling	0	0	0	0	0	0	0	0	0	0	ngwá ọrụ
tooth	0	0	0	0	0	0	0	0	0	0	eze
toothache	0	0	0	1	0	1	0	0	0	0	eze mgbu
toothed	0	0	0	0	0	0	0	0	0	0	eze nwere eze
toothless	0	0	0	0	0	0	0	0	0	0	enweghị eze
top	0	1	0	0	0	0	1	0	0	1	n'elu
topaz	0	0	0	0	0	0	0	0	0	0	topaz
topic	0	0	0	0	0	0	0	0	0	0	isiokwu
topical	0	0	0	0	0	0	0	0	0	0	isiokwu
topographic	0	0	0	0	0	0	0	0	0	0	topographic
topographical	0	0	0	0	0	0	0	0	0	0	topographical
topography	0	0	0	0	0	0	0	0	0	0	topography
topple	0	0	0	0	0	0	0	0	1	0	tufuo
tor	0	0	0	0	0	0	0	0	0	0	tor
torch	0	0	0	0	0	0	0	0	0	0	ọkụ
torment	1	0	0	1	0	1	0	1	0	0	ahụhụ
torn	0	0	0	0	0	1	0	0	0	0	dọwara
tornado	0	0	0	1	0	0	0	0	0	0	tonado
torpedo	1	0	0	0	0	1	0	0	0	0	topedo
torrent	0	0	0	1	0	0	0	0	0	0	iyi
torrid	0	0	0	0	0	1	0	0	0	0	torid
torsion	0	0	0	0	0	0	0	0	0	0	torsion
torso	0	0	0	0	0	0	0	0	0	0	toso
tort	0	0	0	0	0	1	0	0	0	0	ahụhụ
tortious	1	0	1	0	0	1	0	0	0	0	na-ata ahụhụ
tortoise	0	0	0	0	0	0	0	0	0	0	mbe
tortuous	0	0	0	0	0	0	0	0	0	0	na-ata ahụhụ
torture	1	1	1	1	0	1	0	1	0	0	ịta ahụhụ
toss	0	0	0	0	0	0	0	0	0	0	tufuo
total	0	0	0	0	0	0	0	0	0	0	ngụkọta
totality	0	0	0	0	0	0	0	0	0	0	mkpokọta
totally	0	0	0	0	0	0	0	0	0	0	kpam kpam
tote	0	0	0	0	0	0	0	0	0	0	tote
totem	0	0	0	0	0	0	0	0	0	0	totem
touch	0	0	0	0	0	0	0	0	0	0	imetụ aka
touched	0	0	0	0	0	1	0	0	0	0	metụrụ aka
touching	0	0	0	0	0	0	0	0	0	0	imetụ aka
touchy	1	0	0	0	0	1	0	1	0	0	mmetụ aka
tough	0	0	0	0	0	1	0	1	0	0	siri ike
toughness	1	0	0	1	0	0	1	0	0	1	ike
tour	0	0	0	0	0	0	0	0	0	0	njegharị
tourist	0	0	0	0	0	0	0	0	0	0	njem nlegharị anya
tourmaline	0	0	0	0	0	0	0	0	0	0	tourmaline
tournament	0	0	0	0	0	0	0	0	0	0	asọmpi
tourniquet	0	0	0	0	0	0	0	0	0	0	njem nleta
tout	0	0	0	0	0	0	0	0	0	0	tout
tow	0	0	0	0	0	0	0	0	0	0	tow
towel	0	0	0	0	0	0	0	0	0	0	akwa nhicha
tower	0	0	0	0	0	0	1	0	0	0	ụlọ elu
towering	0	1	0	1	0	0	1	0	0	0	elu
town	0	0	0	0	0	0	0	0	0	0	obodo
townhouse	0	0	0	0	0	0	0	0	0	0	ụlọ obodo
toxic	0	0	1	0	0	1	0	0	0	0	nsi
toxicology	0	0	0	0	0	0	0	0	0	0	toxicology
toxin	0	0	0	1	0	1	0	0	0	0	nsi
toy	0	0	0	0	0	0	0	0	0	0	ihe egwuregwu ụmụaka
trace	0	0	0	0	0	0	0	0	0	0	Chọpụta
traces	0	0	0	0	0	0	0	0	0	0	akara
trachea	0	0	0	0	0	0	0	0	0	0	trachea
tracing	0	0	0	0	0	0	0	0	0	0	ịchụ nta
track	0	1	0	0	0	0	0	0	0	0	egwu
tract	0	0	0	1	0	0	0	0	0	0	traktị
tractable	0	0	0	0	0	0	0	0	0	0	traktị
traction	0	0	0	0	0	0	0	0	0	0	traction
tractor	0	0	0	0	0	0	0	0	0	0	traktọ
trade	0	0	0	0	0	0	0	0	0	1	ahia
trader	0	0	0	0	0	0	0	0	0	0	onye ahia
tradesman	0	0	0	0	0	0	0	0	0	0	onye ahia
trading	0	0	0	0	0	0	0	0	0	0	ahia ahia
tradition	0	0	0	0	0	0	0	0	0	0	omenala
traditional	0	0	0	0	0	0	1	0	0	0	omenala
traffic	0	0	0	0	0	0	0	0	0	0	okporo ụzọ
tragedy	0	0	0	1	0	1	0	1	0	0	ọdachi
tragic	0	0	0	0	0	1	0	0	0	0	dị mwute
trail	0	0	0	0	0	0	0	0	0	0	nzọ ụkwụ
train	0	0	0	0	0	0	0	0	0	0	ụgbọ oloko
trained	0	0	0	0	0	0	0	0	0	0	zụrụ
trainer	0	0	0	0	0	0	0	0	0	1	onye nkuzi
training	0	0	0	0	0	0	0	0	0	0	ọzụzụ
trait	0	0	0	0	0	0	0	0	0	0	àgwà
traitor	1	0	1	1	0	1	0	1	0	0	onye sabo
trajectory	0	0	0	0	0	0	0	0	0	0	trajectory
tram	0	0	0	0	0	0	0	0	0	0	tram
tramp	0	0	1	1	0	1	0	1	0	0	tramp
tramway	0	0	0	0	0	0	0	0	0	0	tramway
trance	0	0	0	0	0	1	0	0	0	0	trance
tranquil	0	0	0	0	1	0	1	0	0	0	udo
tranquility	0	0	0	0	1	0	1	0	0	1	udo
transact	0	0	0	0	0	0	0	0	0	0	imekọrịta ihe
transaction	0	0	0	0	0	0	0	0	0	1	azụmahịa
transatlantic	0	0	0	0	0	0	0	0	0	0	transatlantic
transcendence	0	1	0	0	1	0	1	0	1	1	transcendence
transcendent	0	0	0	0	0	0	0	0	0	0	transcendent
transcendental	0	0	0	0	0	0	1	0	0	0	transcendental
transcribe	0	0	0	0	0	0	0	0	0	0	dee ya
transcriber	0	0	0	0	0	0	0	0	0	0	onye ntụgharị
transcript	0	0	0	0	0	0	0	0	0	1	transcript
transcription	0	0	0	0	0	0	0	0	0	0	ederede
transfer	0	0	0	0	0	0	0	0	0	0	nyefe
transference	0	0	0	0	0	0	0	0	0	0	mbufe
transferred	0	0	0	0	0	0	0	0	0	0	bufere
transfixed	0	0	0	0	0	0	0	0	0	0	transfixed
transform	0	0	0	0	0	0	0	0	0	0	mgbanwe
transformation	0	0	0	0	0	0	0	0	0	0	mgbanwe
transfusion	0	0	0	0	0	0	0	0	0	0	mmịnye ọbara
transgression	0	0	0	0	0	1	0	0	0	0	mmebi iwu
transient	0	0	0	0	0	0	0	0	0	0	na-adịru nwa oge
transit	0	0	0	0	0	0	0	0	0	0	ngafe
transition	0	0	0	0	0	0	0	0	0	0	mgbanwe
transitional	0	1	0	0	0	0	0	0	0	0	mgbanwe
transitive	0	0	0	0	0	0	0	0	0	0	transitive
transitory	0	0	0	0	0	0	0	0	0	0	transitory
translate	0	0	0	0	0	0	0	0	0	0	sụgharịa
translation	0	0	0	0	0	0	0	0	0	1	ntụgharị asụsụ
translocation	0	0	0	0	0	0	0	0	0	0	ntụgharị asụsụ
translucent	0	0	0	0	0	0	0	0	0	0	translucent
transmission	0	0	0	0	0	0	0	0	0	0	nnyefe
transmit	0	0	0	0	0	0	0	0	0	0	nyefee
transmutation	0	0	0	0	0	0	0	0	0	0	transmutation
transom	0	0	0	0	0	0	0	0	0	0	transom
transparency	0	0	0	0	0	0	0	0	0	0	nghọta
transparent	0	0	0	0	0	0	0	0	0	0	uzo
transplant	0	0	0	0	0	0	0	0	0	0	transplant
transplantation	0	0	0	0	0	0	0	0	0	0	transplantation
transport	0	0	0	0	0	0	0	0	0	0	njem
transportation	0	0	0	0	0	0	0	0	0	0	njem njem
transpose	0	0	0	0	0	0	0	0	0	0	transpose
transposition	0	0	0	0	0	0	0	0	0	0	transposition
transverse	0	0	0	0	0	0	0	0	0	0	transverse
trap	0	0	0	0	0	0	0	0	0	0	ọnyà
trapping	0	0	0	0	0	0	0	0	0	0	ọnyà
trappings	0	0	0	0	0	1	0	0	0	0	ọnyà
traps	0	0	0	0	0	1	0	0	0	0	ọnyà
trash	0	0	1	0	0	1	0	1	0	0	ahịhịa
trashy	0	0	1	0	0	1	0	0	0	0	ihe mkpofu
traumatic	1	0	0	1	0	1	0	1	0	0	traumatic
travail	0	0	0	0	0	1	0	0	0	0	ime ime
travel	0	0	0	0	0	0	0	0	0	0	njem
traveler	0	0	0	0	0	0	0	0	0	0	onye njem
traveling	0	0	0	0	0	0	1	0	0	0	njem
traverse	0	0	0	0	0	0	0	0	0	0	gafere
travesty	0	0	1	1	0	1	0	1	0	0	travesty
trawl	0	0	0	0	0	0	0	0	0	0	trawl
trawler	0	0	0	0	0	0	0	0	0	0	trawler
tray	0	0	0	0	0	0	0	0	0	0	tray
treacherous	1	0	1	1	0	1	0	0	0	0	aghụghọ
treachery	1	0	0	1	0	1	0	1	1	0	aghụghọ
tread	0	0	0	0	0	0	0	0	0	0	zọọ ụkwụ
treadmill	0	1	0	0	0	0	0	0	0	0	igwe kwụ otu ebe
treason	1	0	1	1	0	1	0	0	1	0	aghụghọ
treasure	0	1	0	0	1	0	1	0	0	1	akụ
treasurer	0	0	0	0	0	0	0	0	0	1	onye na-echekwa ego
treasury	0	0	0	0	0	0	0	0	0	0	akụ
treat	1	1	1	1	1	1	1	1	1	1	na-emeso
