English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	German Word
thatch	0	0	0	0	0	0	0	0	0	0	Stroh
thaw	0	0	0	0	0	0	0	0	0	0	auftauen
theater	0	0	0	0	0	0	0	0	0	0	Theater
theatrical	0	0	0	0	0	0	0	0	0	0	theatralisch
theft	1	0	1	1	0	1	0	1	0	0	der Diebstahl
theism	0	0	1	0	0	1	0	0	0	0	Theismus
theistic	0	0	0	0	0	0	0	0	0	0	theistisch
theme	0	0	0	0	0	0	0	0	0	0	Thema
theocracy	0	0	0	0	0	0	0	0	0	0	Theokratie
theocratic	1	0	0	1	0	1	0	1	0	1	theokratisch
theologian	0	0	0	0	0	0	0	0	0	0	Theologe
theological	0	0	0	0	0	0	0	0	0	1	theologisch
theology	0	1	0	0	0	0	0	0	0	0	Theologie
theorem	0	0	0	0	0	0	0	0	0	1	Satz
theoretical	0	0	0	0	0	0	1	0	0	0	theoretisch
theory	0	1	0	0	0	0	0	0	0	1	Theorie
therapeutic	0	0	0	0	1	0	1	0	0	1	therapeutisch
therapeutics	0	0	0	0	0	0	1	0	0	0	Therapeutika
thereabouts	0	0	0	0	0	0	0	0	0	0	darum
thereof	0	0	0	0	0	0	0	0	0	0	davon
therewith	0	0	0	0	0	0	0	0	0	0	damit
thermal	0	0	0	0	0	0	0	0	0	0	Thermal-
thermocouple	0	1	0	0	0	0	0	0	0	0	Thermoelement
thermodynamics	0	0	0	0	0	0	0	0	0	0	Thermodynamik
thermometer	0	0	0	0	0	0	0	0	0	1	Thermometer
thermostat	0	0	0	0	0	0	0	0	0	0	Thermostat
thesaurus	0	0	0	0	0	0	0	0	0	0	Thesaurus
thesis	0	0	0	0	0	0	0	0	0	0	These
thick	0	0	0	0	0	0	0	0	0	0	dick
thicken	0	0	0	0	0	0	0	0	0	0	verdicken
thickening	0	0	0	0	0	0	0	0	0	0	Verdickung
thicket	0	0	0	0	0	0	0	0	0	0	Dickicht
thickness	0	0	0	0	0	0	0	0	0	0	Dicke
thief	1	0	1	1	0	1	0	1	1	0	Dieb
thimble	0	0	0	0	0	0	0	0	0	0	Fingerhut
thin	0	0	0	0	0	0	0	0	0	0	dünn
thing	0	0	0	0	0	0	0	0	0	0	Ding
things	0	0	0	0	0	0	0	0	0	0	Dinge
thinker	0	0	0	0	0	0	1	0	0	0	Denker
thinking	0	0	0	0	0	0	0	0	0	0	Denken
thirds	0	0	0	0	0	0	0	0	0	0	Drittel
thirst	0	1	0	0	0	0	0	1	1	0	Durst
thirsty	0	0	0	0	0	1	0	0	0	0	durstig
thirteen	0	0	0	0	0	0	0	0	0	0	dreizehn
thirteenth	0	0	0	1	0	0	0	0	0	0	dreizehnte
thistle	0	0	0	0	0	0	0	0	0	0	Distel
thither	0	0	0	0	0	0	0	0	0	0	dorthin
thong	0	0	0	0	0	0	0	0	0	0	Tanga
thorn	0	0	0	0	0	1	0	0	0	0	Dorn
thorny	0	0	0	1	0	1	0	0	0	0	dornig
thoroughbred	0	0	0	0	0	0	1	0	0	0	Vollblut-
thoroughfare	0	0	0	0	0	0	0	0	0	0	Durchgangsstraße
thought	0	1	0	0	0	0	0	0	0	0	Gedanke
thoughtful	0	0	0	0	0	0	1	0	0	1	nachdenklich
thoughtfulness	0	0	0	0	0	0	1	0	0	0	Nachdenklichkeit
thoughtless	1	0	1	0	0	1	0	0	0	0	gedankenlos
thoughts	0	0	0	0	0	0	0	0	0	0	Gedanken
thousand	0	0	0	0	0	0	0	0	0	0	tausend
thrash	1	0	1	1	0	1	0	1	0	0	Prügeln
thread	0	0	0	0	0	0	0	0	0	0	Faden
threat	1	0	0	1	0	1	0	0	0	0	Drohung
threaten	1	1	0	1	0	1	0	0	0	0	drohen
threatening	1	0	1	1	0	1	0	0	0	0	bedrohlich
threefold	0	0	0	0	0	0	0	0	0	0	dreifach
thresh	1	0	0	1	0	1	0	1	0	0	dreschen
threshold	0	0	0	0	0	0	0	0	0	0	Schwelle
thrice	0	0	0	0	0	0	0	0	0	0	dreimal
thrift	0	0	1	0	0	0	1	0	0	1	Sparsamkeit
thrifty	0	0	0	0	0	0	0	0	0	0	sparsam
thrill	0	1	0	1	1	0	1	0	1	0	Nervenkitzel
thrilling	0	1	0	0	1	0	1	0	1	0	spannend
thriving	0	1	0	0	1	0	1	0	0	0	gedeihen
throat	0	0	0	0	0	0	0	0	0	0	Kehle
throb	0	0	0	1	0	1	0	1	0	0	pochen
throbbing	0	0	0	0	0	0	0	0	0	0	pochend
throne	0	0	0	0	0	0	1	0	0	1	Thron
throng	0	0	0	0	0	0	0	0	0	0	Menge
throttle	1	0	0	0	0	1	0	0	0	0	Gaspedal
throw	0	0	0	0	0	0	0	0	0	0	Wurf
thrush	0	0	0	0	0	0	0	0	0	0	Soor
thrust	0	0	0	0	0	0	0	0	0	0	Schub
thud	0	0	0	0	0	0	0	0	0	0	Schlag
thug	1	0	1	1	0	1	0	0	0	0	Schurke
thumb	0	0	0	0	0	0	0	0	0	0	Daumen
thump	1	0	0	0	0	1	0	0	0	0	Schlag
thumping	0	0	0	1	0	0	0	0	0	0	pochen
thunder	0	0	0	0	0	0	0	0	0	0	Donner
thunderbolt	0	0	0	0	0	0	0	0	0	0	Blitz
thundering	1	0	0	1	0	1	0	0	0	0	donnernd
thunderstorm	0	0	0	0	0	0	0	0	0	0	Gewitter
thwart	0	0	0	0	0	1	0	0	1	0	vereiteln
thyme	0	0	0	0	0	0	0	0	0	0	Thymian
tiara	0	0	0	0	0	0	0	0	0	0	Tiara
tick	0	0	0	0	0	0	0	0	0	0	Tick
ticker	0	0	0	0	0	0	0	0	0	0	Ticker
ticket	0	0	0	0	0	0	0	0	0	0	Fahrkarte
tickle	0	1	0	0	1	0	1	0	1	1	kitzeln
ticklish	0	0	0	0	0	0	0	0	0	0	kitzlig
tidal	0	0	0	0	0	0	0	0	0	0	Gezeiten
tidbit	0	0	0	0	0	0	0	0	0	0	Leckerbissen
tide	0	0	0	0	0	0	0	0	0	0	Tide
tidings	0	0	0	0	0	0	0	0	0	0	Botschaft
tie	0	0	0	0	0	0	0	0	0	0	binden
tier	0	0	0	0	0	0	0	0	0	0	Ebene
tiff	1	0	0	0	0	1	0	0	0	0	tiff
tiger	0	0	0	0	0	0	0	0	0	0	Tiger
tighten	1	0	0	0	0	0	0	0	0	0	spannen
tightness	0	0	0	0	0	0	0	0	0	0	Dichtheit
tights	0	0	0	0	0	0	0	0	0	0	Strumpfhose
tilde	0	0	0	0	0	0	0	0	0	0	Tilde
tile	0	0	0	0	0	0	0	0	0	0	Fliese
tiling	0	0	0	0	0	0	1	0	0	0	Fliesen
till	0	0	0	0	0	0	0	0	0	0	bis
tillage	0	0	0	0	0	0	0	0	0	0	Bodenbearbeitung
tiller	0	0	0	0	0	0	0	0	0	0	Pinne
tilt	0	0	0	0	0	0	0	0	0	0	Neigung
tilting	0	0	0	0	0	0	0	0	0	0	kippen
timber	0	0	0	0	0	0	0	0	0	0	Holz
timberland	0	0	0	0	0	0	0	0	0	0	Waldland
timbre	0	0	0	0	0	0	0	0	0	0	Timbre
time	0	1	0	0	0	0	0	0	0	0	Zeit
timeliness	0	0	0	0	0	0	0	0	0	0	Aktualität
timely	0	0	0	0	0	0	1	0	0	0	rechtzeitig
timepiece	0	0	0	0	0	0	0	0	0	0	Uhr
timid	0	0	0	1	0	1	0	1	0	0	schüchtern
timidity	0	1	0	1	0	1	0	0	0	0	Schüchternheit
tin	0	0	0	0	0	0	0	0	0	0	Zinn
tincture	0	0	0	0	0	0	0	0	0	0	Tinktur
tine	0	0	0	0	0	0	0	0	0	0	Zinke
tinge	0	0	0	0	0	0	0	0	0	0	Tönung
tingle	0	0	0	0	0	0	0	0	0	0	kribbeln
tingling	0	0	0	0	0	0	0	0	0	0	Kribbeln
tinker	0	0	0	0	0	0	0	0	0	0	basteln
tinkering	0	0	0	0	0	0	0	0	0	0	basteln
tinnitus	0	0	0	0	0	0	0	0	0	0	Ohrgeräusche
tinsel	0	0	0	0	1	0	1	0	0	0	Lametta
tint	0	0	0	0	0	0	0	0	0	0	Farbton
tiny	0	0	0	0	0	0	0	0	0	0	sehr klein
tip	0	0	0	0	0	0	0	0	0	0	Tipp
tipsy	0	0	0	0	0	1	0	0	0	0	beschwipst
tirade	1	0	1	0	0	1	0	0	0	0	Tirade
tire	0	0	0	0	0	0	0	0	0	0	Reifen
tired	0	0	0	0	0	1	0	0	0	0	müde
tiredness	0	0	0	0	0	1	0	0	0	0	Müdigkeit
tiresome	0	0	0	0	0	1	0	0	0	0	ermüdend
tissue	0	0	0	0	0	0	0	0	0	0	Gewebe
tit	0	0	0	0	0	1	0	0	0	0	Titte
titanic	0	0	0	0	0	0	0	0	0	0	titanisch
tithe	0	0	0	0	0	0	0	0	0	0	Zehnt
title	0	0	0	0	0	0	1	0	0	1	Titel
titled	0	0	0	0	0	0	0	0	0	0	betitelt
titty	0	0	0	0	0	0	0	0	0	0	tittchen
titular	0	0	0	0	0	0	0	0	0	0	Titular-
toad	0	0	1	0	0	1	0	0	0	0	Kröte
toast	0	0	0	0	1	0	1	0	0	0	Toast
tobacco	0	0	0	0	0	1	0	0	0	0	Tabak
toby	0	0	0	0	0	0	0	0	0	0	tobi
tod	0	0	0	0	0	0	0	0	0	0	Tod
today	0	0	0	0	0	0	0	0	0	0	heute
toe	0	0	0	0	0	0	0	0	0	0	Zehe
toga	0	0	0	0	0	0	0	0	0	0	Toga
toil	0	0	0	0	0	0	0	0	0	0	Mühsal
toilet	0	0	1	0	0	1	0	0	0	0	Toilette
toils	0	0	0	0	0	1	0	0	0	0	Mühen
token	0	0	0	0	0	0	0	0	0	0	Zeichen
tolerance	0	0	0	0	0	0	0	0	0	0	Toleranz
tolerant	0	0	0	0	0	0	1	0	0	0	tolerant
tolerate	1	0	0	0	0	1	0	1	0	0	tolerieren
toleration	0	0	0	0	0	0	1	0	0	0	Duldung
toll	0	0	0	0	0	0	0	0	0	0	Maut
tomahawk	0	0	0	0	0	0	0	0	0	0	Tomahawk
tomb	0	0	0	0	0	0	0	1	0	0	Grab
tomcat	0	0	0	0	0	0	0	0	0	0	Kater
tome	0	0	0	0	0	0	0	0	0	0	mir
tomorrow	0	1	0	0	0	0	0	0	0	0	Morgen
ton	0	0	0	0	0	0	0	0	0	0	Tonne
tone	0	0	0	0	0	0	0	0	0	0	Ton
tong	0	0	0	0	0	0	0	0	0	0	Zange
tongs	0	0	0	0	0	0	0	0	0	0	Zange
tongue	0	0	0	0	0	0	0	0	0	0	Zunge
tonic	0	0	0	0	0	0	0	0	0	0	Tonic
tonnage	0	0	0	0	0	0	0	0	0	0	Tonnage
tonsils	0	0	0	0	0	0	0	0	0	0	Mandeln
tooling	0	0	0	0	0	0	0	0	0	0	Werkzeuge
tooth	0	0	0	0	0	0	0	0	0	0	Zahn
toothache	0	0	0	1	0	1	0	0	0	0	Zahnschmerzen
toothed	0	0	0	0	0	0	0	0	0	0	gezahnt
toothless	0	0	0	0	0	0	0	0	0	0	zahnlos
top	0	1	0	0	0	0	1	0	0	1	oben
topaz	0	0	0	0	0	0	0	0	0	0	Topas
topic	0	0	0	0	0	0	0	0	0	0	Thema
topical	0	0	0	0	0	0	0	0	0	0	aktuell
topographic	0	0	0	0	0	0	0	0	0	0	topographisch
topographical	0	0	0	0	0	0	0	0	0	0	topographisch
topography	0	0	0	0	0	0	0	0	0	0	Topographie
topple	0	0	0	0	0	0	0	0	1	0	stürzen
tor	0	0	0	0	0	0	0	0	0	0	tor
torch	0	0	0	0	0	0	0	0	0	0	Fackel
torment	1	0	0	1	0	1	0	1	0	0	quälen
torn	0	0	0	0	0	1	0	0	0	0	zerrissen
tornado	0	0	0	1	0	0	0	0	0	0	Tornado
torpedo	1	0	0	0	0	1	0	0	0	0	Torpedo
torrent	0	0	0	1	0	0	0	0	0	0	Strom
torrid	0	0	0	0	0	1	0	0	0	0	heiß
torsion	0	0	0	0	0	0	0	0	0	0	Drehung
torso	0	0	0	0	0	0	0	0	0	0	Torso
tort	0	0	0	0	0	1	0	0	0	0	unerlaubte Handlung
tortious	1	0	1	0	0	1	0	0	0	0	gewunden
tortoise	0	0	0	0	0	0	0	0	0	0	Schildkröte
tortuous	0	0	0	0	0	0	0	0	0	0	gewunden
torture	1	1	1	1	0	1	0	1	0	0	Folter
toss	0	0	0	0	0	0	0	0	0	0	werfen
total	0	0	0	0	0	0	0	0	0	0	gesamt
totality	0	0	0	0	0	0	0	0	0	0	Gesamtheit
totally	0	0	0	0	0	0	0	0	0	0	total
tote	0	0	0	0	0	0	0	0	0	0	Tasche
totem	0	0	0	0	0	0	0	0	0	0	Totem
touch	0	0	0	0	0	0	0	0	0	0	berühren
touched	0	0	0	0	0	1	0	0	0	0	berührt
touching	0	0	0	0	0	0	0	0	0	0	berühren
touchy	1	0	0	0	0	1	0	1	0	0	empfindlich
tough	0	0	0	0	0	1	0	1	0	0	hart
toughness	1	0	0	1	0	0	1	0	0	1	Zähigkeit
tour	0	0	0	0	0	0	0	0	0	0	Tour
tourist	0	0	0	0	0	0	0	0	0	0	Tourist
tourmaline	0	0	0	0	0	0	0	0	0	0	Turmalin
tournament	0	0	0	0	0	0	0	0	0	0	Turnier
tourniquet	0	0	0	0	0	0	0	0	0	0	Tourniquet
tout	0	0	0	0	0	0	0	0	0	0	Schlepper
tow	0	0	0	0	0	0	0	0	0	0	Abschleppen
towel	0	0	0	0	0	0	0	0	0	0	Handtuch
tower	0	0	0	0	0	0	1	0	0	0	Turm
towering	0	1	0	1	0	0	1	0	0	0	hoch aufragend
town	0	0	0	0	0	0	0	0	0	0	Stadt, Dorf
townhouse	0	0	0	0	0	0	0	0	0	0	Stadthaus
toxic	0	0	1	0	0	1	0	0	0	0	giftig
toxicology	0	0	0	0	0	0	0	0	0	0	Toxikologie
toxin	0	0	0	1	0	1	0	0	0	0	Toxin
toy	0	0	0	0	0	0	0	0	0	0	Spielzeug
trace	0	0	0	0	0	0	0	0	0	0	verfolgen
traces	0	0	0	0	0	0	0	0	0	0	Spuren
trachea	0	0	0	0	0	0	0	0	0	0	Luftröhre
tracing	0	0	0	0	0	0	0	0	0	0	Verfolgung
track	0	1	0	0	0	0	0	0	0	0	Spur
tract	0	0	0	1	0	0	0	0	0	0	Trakt
tractable	0	0	0	0	0	0	0	0	0	0	handhabbar
traction	0	0	0	0	0	0	0	0	0	0	Traktion
tractor	0	0	0	0	0	0	0	0	0	0	Traktor
trade	0	0	0	0	0	0	0	0	0	1	handeln
trader	0	0	0	0	0	0	0	0	0	0	Händler
tradesman	0	0	0	0	0	0	0	0	0	0	Händler
trading	0	0	0	0	0	0	0	0	0	0	Handel
tradition	0	0	0	0	0	0	0	0	0	0	Tradition
traditional	0	0	0	0	0	0	1	0	0	0	traditionell
traffic	0	0	0	0	0	0	0	0	0	0	Verkehr
tragedy	0	0	0	1	0	1	0	1	0	0	Tragödie
tragic	0	0	0	0	0	1	0	0	0	0	tragisch
trail	0	0	0	0	0	0	0	0	0	0	Pfad
train	0	0	0	0	0	0	0	0	0	0	Zug
trained	0	0	0	0	0	0	0	0	0	0	ausgebildet
trainer	0	0	0	0	0	0	0	0	0	1	Trainer
training	0	0	0	0	0	0	0	0	0	0	Ausbildung
trait	0	0	0	0	0	0	0	0	0	0	Merkmal
traitor	1	0	1	1	0	1	0	1	0	0	Verräter
trajectory	0	0	0	0	0	0	0	0	0	0	Flugbahn
tram	0	0	0	0	0	0	0	0	0	0	Straßenbahn
tramp	0	0	1	1	0	1	0	1	0	0	Tramp
tramway	0	0	0	0	0	0	0	0	0	0	Straßenbahn
trance	0	0	0	0	0	1	0	0	0	0	Trance
tranquil	0	0	0	0	1	0	1	0	0	0	still
tranquility	0	0	0	0	1	0	1	0	0	1	Ruhe
transact	0	0	0	0	0	0	0	0	0	0	tätigen
transaction	0	0	0	0	0	0	0	0	0	1	Transaktion
transatlantic	0	0	0	0	0	0	0	0	0	0	transatlantisch
transcendence	0	1	0	0	1	0	1	0	1	1	Transzendenz
transcendent	0	0	0	0	0	0	0	0	0	0	transzendent
transcendental	0	0	0	0	0	0	1	0	0	0	transzendental
transcribe	0	0	0	0	0	0	0	0	0	0	transkribieren
transcriber	0	0	0	0	0	0	0	0	0	0	Schreiber
transcript	0	0	0	0	0	0	0	0	0	1	Abschrift
transcription	0	0	0	0	0	0	0	0	0	0	Transkription
transfer	0	0	0	0	0	0	0	0	0	0	Transfer
transference	0	0	0	0	0	0	0	0	0	0	Übertragung
transferred	0	0	0	0	0	0	0	0	0	0	übertragen
transfixed	0	0	0	0	0	0	0	0	0	0	gebannt
transform	0	0	0	0	0	0	0	0	0	0	verwandeln
transformation	0	0	0	0	0	0	0	0	0	0	Transformation
transfusion	0	0	0	0	0	0	0	0	0	0	Transfusion
transgression	0	0	0	0	0	1	0	0	0	0	Überschreitung
transient	0	0	0	0	0	0	0	0	0	0	vorübergehend
transit	0	0	0	0	0	0	0	0	0	0	Transit
transition	0	0	0	0	0	0	0	0	0	0	Überleitung
transitional	0	1	0	0	0	0	0	0	0	0	Übergangs
transitive	0	0	0	0	0	0	0	0	0	0	transitiv
transitory	0	0	0	0	0	0	0	0	0	0	vergänglich
translate	0	0	0	0	0	0	0	0	0	0	Übersetzen
translation	0	0	0	0	0	0	0	0	0	1	Übersetzung
translocation	0	0	0	0	0	0	0	0	0	0	Translokation
translucent	0	0	0	0	0	0	0	0	0	0	durchscheinend
transmission	0	0	0	0	0	0	0	0	0	0	Übertragung
transmit	0	0	0	0	0	0	0	0	0	0	übertragen
transmutation	0	0	0	0	0	0	0	0	0	0	Transmutation
transom	0	0	0	0	0	0	0	0	0	0	Querbalken
transparency	0	0	0	0	0	0	0	0	0	0	Transparenz
transparent	0	0	0	0	0	0	0	0	0	0	transparent
transplant	0	0	0	0	0	0	0	0	0	0	Transplantation
transplantation	0	0	0	0	0	0	0	0	0	0	Transplantation
transport	0	0	0	0	0	0	0	0	0	0	Transport
transportation	0	0	0	0	0	0	0	0	0	0	Transport
transpose	0	0	0	0	0	0	0	0	0	0	transponieren
transposition	0	0	0	0	0	0	0	0	0	0	Umsetzung
transverse	0	0	0	0	0	0	0	0	0	0	quer
trap	0	0	0	0	0	0	0	0	0	0	fangen
trapping	0	0	0	0	0	0	0	0	0	0	Fangen
trappings	0	0	0	0	0	1	0	0	0	0	Drumherum
traps	0	0	0	0	0	1	0	0	0	0	Fallen
trash	0	0	1	0	0	1	0	1	0	0	Müll
trashy	0	0	1	0	0	1	0	0	0	0	trashig
traumatic	1	0	0	1	0	1	0	1	0	0	traumatisch
travail	0	0	0	0	0	1	0	0	0	0	Mühe
travel	0	0	0	0	0	0	0	0	0	0	reisen
traveler	0	0	0	0	0	0	0	0	0	0	Reisender
traveling	0	0	0	0	0	0	1	0	0	0	reisen
traverse	0	0	0	0	0	0	0	0	0	0	Traverse
travesty	0	0	1	1	0	1	0	1	0	0	Travestie
trawl	0	0	0	0	0	0	0	0	0	0	Schleppnetz
trawler	0	0	0	0	0	0	0	0	0	0	Trawler
tray	0	0	0	0	0	0	0	0	0	0	Tablett
treacherous	1	0	1	1	0	1	0	0	0	0	heimtückisch
treachery	1	0	0	1	0	1	0	1	1	0	Verrat
tread	0	0	0	0	0	0	0	0	0	0	treten
treadmill	0	1	0	0	0	0	0	0	0	0	Laufband
treason	1	0	1	1	0	1	0	0	1	0	Verrat
treasure	0	1	0	0	1	0	1	0	0	1	Schatz
treasurer	0	0	0	0	0	0	0	0	0	1	Schatzmeister
treasury	0	0	0	0	0	0	0	0	0	0	Schatzkammer
treat	1	1	1	1	1	1	1	1	1	1	behandeln
treatise	0	0	0	0	0	0	0	0	0	0	Abhandlung
treatment	0	0	0	0	0	0	0	0	0	0	Behandlung
treaty	0	0	0	0	0	0	0	0	0	0	Vertrag
treble	0	0	0	0	0	0	0	0	0	0	verdreifachen
tree	1	1	1	0	1	0	1	0	1	1	Baum
trek	0	0	0	0	0	0	0	0	0	0	Wanderung
trellis	0	0	0	0	0	0	0	0	0	0	Gitter
tremble	0	0	0	0	0	0	0	0	0	0	zittern
trembling	0	0	0	1	0	1	0	0	0	0	Zittern
tremendous	0	0	0	0	0	0	0	0	0	0	enorm
tremendously	0	0	0	0	0	0	1	0	0	0	enorm
tremor	1	1	0	1	0	1	0	1	0	0	Tremor
trench	0	0	0	0	0	0	0	0	0	0	Graben
trend	0	0	0	0	0	0	1	0	0	0	Trend
trending	0	0	0	0	0	0	0	0	0	0	im Trend
trendy	0	0	0	0	0	0	1	0	0	0	modisch
trepidation	0	1	0	1	0	1	0	0	1	0	Angst
trespass	1	0	0	0	0	1	0	0	0	0	Hausfriedensbruch
triad	0	0	0	0	0	0	0	0	0	0	Dreiklang
triangle	0	0	0	0	0	0	0	0	0	0	Dreieck
triangular	0	0	0	0	0	0	0	0	0	0	dreieckig
tribe	0	0	0	0	0	0	0	0	0	1	Stamm
tribulation	0	0	0	1	0	1	0	1	0	0	Drangsal
tribunal	0	1	1	1	0	1	0	0	0	1	Gericht
tribune	0	0	0	0	0	0	0	0	0	1	Tribun
tributary	0	1	0	0	0	0	1	0	0	0	Nebenfluss
tribute	0	0	0	0	0	0	1	0	0	0	Tribut
trick	0	0	0	0	0	1	0	0	1	0	Trick
trickery	1	0	1	1	0	1	0	1	1	0	Trickserei
trickle	0	0	0	0	0	0	0	0	0	0	Rinnsal
tricky	0	0	0	0	0	0	0	0	0	0	knifflig
tricycle	0	0	0	0	0	0	0	0	0	0	Dreirad
trident	0	0	0	0	0	0	0	0	0	0	Dreizack
trifle	0	0	0	0	0	1	0	0	0	0	Kleinigkeit
trig	0	0	0	0	0	0	1	0	0	0	auslösen
trigger	0	0	0	0	0	0	0	0	0	0	Abzug
trigonometry	0	0	0	0	0	0	0	0	0	0	Trigonometrie
trillion	0	0	0	0	0	0	0	0	0	0	Billion
trim	0	0	0	0	0	0	0	0	0	0	trimmen
trimmer	0	0	0	0	0	0	0	0	0	0	Trimmer
trimming	0	0	0	0	0	0	0	0	0	0	Trimmen
trine	0	0	0	0	0	0	0	0	0	0	Trigon
trinity	0	0	0	0	0	0	0	0	0	0	Dreieinigkeit
trio	0	0	0	0	0	0	0	0	0	0	Trio
trip	0	0	0	0	0	0	0	0	1	0	Reise
tripartite	0	0	0	0	0	0	0	0	0	0	dreigliedrig
triple	0	0	0	0	0	0	0	0	0	0	verdreifachen
triplet	0	0	0	0	0	0	0	0	0	0	Triplett
triplicate	0	0	0	0	0	0	0	0	0	0	dreifach
tripod	0	0	0	0	0	0	0	0	0	0	Stativ
tripping	1	0	0	0	0	1	0	1	0	0	stolpern
trite	0	0	0	0	0	0	0	0	0	0	banal
tritium	0	0	0	0	0	0	0	0	0	0	Tritium
triumph	0	1	0	0	1	0	1	0	0	0	Triumph
triumphant	0	1	0	0	1	0	1	0	0	1	triumphierend
troll	1	0	0	1	0	1	0	0	0	0	Troll
trolley	0	0	0	0	0	0	0	0	0	0	Wagen
trombone	0	0	0	0	0	0	0	0	0	0	Posaune
troop	0	0	0	0	0	0	0	0	0	0	Trupp
trooper	0	0	0	0	0	0	0	0	0	0	Soldat
troops	0	0	0	0	0	0	0	0	0	0	Truppen
trophy	0	1	0	0	1	0	1	0	1	1	Trophäe
tropical	0	0	0	0	0	0	0	0	0	0	tropisch
trot	0	0	0	0	0	0	0	0	0	0	Trab
troublesome	1	0	0	1	0	1	0	0	0	0	lästig
trough	0	0	0	0	0	0	0	0	0	0	Trog
troupe	0	0	0	0	0	0	0	0	0	0	Truppe
trousers	0	0	0	0	0	0	0	0	0	0	Hose
trout	0	0	0	0	0	0	0	0	0	0	Forelle
trowel	0	0	0	0	0	0	0	0	0	0	Kelle
truce	0	0	0	0	1	0	1	0	0	1	Waffenstillstand
truck	0	0	0	0	0	0	0	0	0	1	LKW
true	0	0	0	0	1	0	1	0	0	1	Stimmt
truism	0	0	0	0	0	0	0	0	0	0	Binsenweisheit
trump	0	0	0	0	0	0	0	0	1	0	Trumpf
trumpet	0	0	0	0	0	1	0	0	0	0	Trompete
trumpeter	0	0	0	0	0	0	0	0	0	0	Trompeter
truncate	0	0	0	0	0	0	0	0	0	0	kürzen
truncated	0	0	0	0	0	0	0	0	0	0	gekürzt
trundle	0	0	0	0	0	0	0	0	0	0	rollen
trunk	0	0	0	0	0	0	0	0	0	0	Rüssel
truss	0	0	0	0	0	0	0	0	0	1	Fachwerk
trust	0	0	0	0	0	0	0	0	0	1	vertrauen
trustee	0	0	0	0	0	0	0	0	0	1	Treuhänder
trusty	0	0	0	0	0	0	1	0	0	0	treu
truth	0	0	0	0	0	0	1	0	0	1	Wahrheit
truthful	0	0	0	0	0	0	0	0	0	1	wahrheitsgemäß
truthfulness	0	0	0	0	0	0	1	0	0	1	Wahrhaftigkeit
tryout	0	0	0	0	0	0	0	0	0	0	ausprobieren
tub	0	0	0	0	0	0	0	0	0	0	Wanne
tube	0	0	0	0	0	0	0	0	0	0	Rohr
tubular	0	0	0	0	0	0	0	0	0	0	röhrenförmig
tubule	0	0	0	0	0	0	0	0	0	0	Tubulus
tuck	0	0	0	0	0	0	0	0	0	0	stecken
tucker	0	0	0	0	0	0	0	0	0	0	Tucker
tufted	0	0	0	0	0	0	0	0	0	0	getuftet
tug	0	0	0	0	0	0	0	0	0	0	Schlepper
tuition	0	0	0	0	0	0	0	0	0	0	Unterricht
tulip	0	0	0	0	0	0	0	0	0	0	Tulpe
tumble	0	0	0	0	0	1	0	0	0	0	stürzen
tumbler	0	0	0	0	0	0	0	0	0	0	Becher
tumor	0	0	0	1	0	1	0	0	0	0	Tumor
tumour	0	0	0	1	0	1	0	1	0	0	Tumor
tumult	1	0	0	1	0	1	0	0	1	0	Tumult
tumultuous	1	0	0	1	0	1	0	0	0	0	turbulent
tun	0	0	0	0	0	0	0	0	0	0	tun
tuna	0	0	0	0	0	0	0	0	0	0	Thunfisch
tunable	0	0	0	0	0	0	0	0	0	0	abstimmbar
tune	0	0	0	0	0	0	0	0	0	0	Melodie
tunic	0	0	0	0	0	0	0	0	0	0	Tunika
tuning	0	0	0	0	0	0	0	0	0	0	stimmen
tunnel	0	0	0	0	0	0	0	0	0	0	Tunnel
turban	0	0	0	0	0	0	0	0	0	0	Turban
turbidity	0	0	0	0	0	0	0	0	0	0	Trübung
turbine	0	0	0	0	0	0	0	0	0	0	Turbine
turbulence	1	0	0	1	0	1	0	0	0	0	Turbulenz
turbulent	0	0	0	1	0	1	0	0	0	0	turbulent
turf	0	0	0	0	0	0	0	0	0	0	Rasen
turmeric	0	0	0	0	0	0	0	0	0	0	Kurkuma
turmoil	1	0	0	1	0	1	0	1	0	0	Aufruhr
turn	0	0	0	0	0	0	0	0	0	0	drehen
turning	0	0	0	0	0	0	0	0	0	0	drehen
turnkey	0	0	0	0	0	0	0	0	0	0	schlüsselfertig
turnpike	0	0	0	0	0	0	0	0	0	0	Schlagbaum
turntable	0	0	0	0	0	0	0	0	0	0	Drehscheibe
turquoise	0	0	0	0	0	0	0	0	0	0	Türkis
turret	0	0	0	0	0	0	0	0	0	0	Turm
turtleneck	0	0	0	0	0	0	0	0	0	0	Rollkragen
tussle	1	0	0	0	0	0	0	0	0	0	Kampf
tutelage	0	0	0	0	0	0	1	0	0	1	Vormundschaft
tutor	0	0	0	0	0	0	1	0	0	0	Tutor
tweak	0	0	0	0	0	0	0	0	0	0	zwicken
twelfth	0	0	0	0	0	0	0	0	0	0	Zwölftel
twelve	0	0	0	0	0	0	0	0	0	0	zwölf
twentieth	0	0	0	0	0	0	0	0	0	0	zwanzigsten
twenty	0	0	0	0	0	0	0	0	0	0	zwanzig
twig	0	0	0	0	0	0	0	0	0	0	Zweig
twilight	0	0	0	0	0	0	0	0	0	0	Dämmerung
