English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Icelandic Word
smiling	0	0	0	0	1	0	1	0	0	0	brosandi
smirk	0	0	0	0	0	1	0	0	0	0	glott
smite	1	0	0	1	0	1	0	1	0	0	slá
smith	0	0	0	0	0	0	0	0	0	1	smiður
smitten	0	0	0	0	0	0	1	0	0	0	sleginn
smoker	0	0	0	0	0	1	0	0	0	0	reykingamaður
smokey	0	0	0	0	0	0	0	0	0	0	reykt
smoking	0	0	0	0	0	0	0	0	0	0	reykingar
smoky	0	0	0	0	0	0	0	0	0	0	rjúkandi
smoldering	0	0	0	0	0	0	0	0	0	0	rjúkandi
smoothly	0	0	0	0	0	0	0	0	0	0	hnökralaust
smoothness	0	0	0	0	0	0	1	0	0	0	sléttleiki
smother	1	0	0	0	0	1	0	0	0	0	kæfa
smudge	0	0	0	0	0	1	0	0	0	0	blettur
smug	0	0	0	0	0	1	0	0	0	0	smeykur
smuggle	0	0	0	1	0	1	0	0	0	0	smygla
smuggler	1	0	1	1	0	1	0	0	0	0	smyglari
smuggling	0	0	0	0	0	1	0	0	0	0	smygla
smut	0	0	1	1	0	1	0	0	0	0	skítkast
snack	0	0	0	0	0	0	0	0	0	0	snakk
snacks	0	0	0	0	0	0	0	0	0	0	snakk
snag	0	0	0	0	0	1	0	0	1	0	hængur
snags	0	0	0	0	0	1	0	0	0	0	hnökrar
snail	0	0	0	0	0	0	0	0	0	0	snigil
snake	0	0	1	1	0	1	0	0	0	0	snákur
snap	0	0	0	0	0	0	0	0	0	0	smella
snapshot	0	0	0	0	0	0	0	0	0	0	skyndimynd
snare	0	0	0	1	0	1	0	0	0	0	snara
snarl	1	0	1	0	0	1	0	0	0	0	nöldur
snarling	1	0	0	0	0	1	0	0	0	0	nöldur
snatch	0	0	0	0	0	0	0	0	0	0	hrifsa
sneak	1	0	0	1	0	1	0	0	1	0	laumast
sneakers	0	0	0	0	0	0	0	0	0	0	strigaskór
sneaking	0	1	0	1	0	1	0	0	0	1	laumast
sneer	1	0	1	0	0	1	0	0	0	0	hláturskast
sneeze	0	0	1	0	0	1	0	0	1	0	hnerra
sneezing	0	0	0	0	0	0	0	0	0	0	hnerra
snicker	0	0	0	0	0	0	1	0	0	0	hláturmildi
snide	0	0	0	0	0	1	0	0	0	0	snild
sniff	0	0	0	0	0	0	0	0	0	0	þefa
snip	0	0	0	0	0	0	0	0	0	0	klippa
snipe	0	0	0	0	0	0	0	0	0	0	snipa
snippet	0	0	0	0	0	0	0	0	0	0	brot
snob	0	0	0	0	0	1	0	0	0	0	snobb
snoopy	0	0	0	0	0	0	0	0	0	0	snobbaður
snooze	0	0	0	0	0	0	0	0	0	0	blunda
snore	0	0	0	0	0	0	0	0	0	0	hrjóta
snort	0	0	0	0	0	0	0	1	0	0	hrjóta
snout	0	0	0	0	0	0	0	0	0	0	trýni
snow	0	0	0	0	0	0	0	0	0	0	snjór
snowball	0	0	0	0	0	0	0	0	0	0	snjóbolti
snowflake	0	0	0	0	0	0	0	0	0	0	snjókorn
snowy	0	0	0	0	0	0	0	0	0	0	snjólétt
snuff	0	0	0	0	0	0	0	0	0	0	neftóbak
soak	0	0	0	0	0	1	0	0	0	0	drekka
soaking	0	0	0	0	0	0	0	0	0	0	liggja í bleyti
soap	0	0	0	0	0	0	0	0	0	0	sápu
soapy	0	0	0	0	0	0	0	0	0	0	sápandi
soaring	0	0	0	0	0	0	0	0	0	0	svífa
sob	0	0	0	0	0	1	0	1	0	0	gráta
sobriety	0	0	0	0	0	0	1	0	0	1	edrú
soc	0	0	0	0	0	0	0	0	0	0	soc
soccer	0	0	0	0	0	0	0	0	0	0	fótbolta
sociable	0	0	0	0	0	0	1	0	0	0	félagslyndur
social	0	0	0	0	0	0	0	0	0	0	félagslegt
socialism	0	0	1	1	0	0	0	0	0	0	sósíalismi
socialist	1	0	1	1	0	1	0	1	0	0	sósíalista
society	0	0	0	0	0	0	0	0	0	0	samfélag
sock	0	0	0	0	0	0	0	0	0	0	sokka
socket	0	0	0	0	0	0	0	0	0	0	innstunga
sod	0	0	0	0	0	0	0	0	0	0	soð
sofa	0	0	0	0	0	0	0	0	0	0	sófi
softening	0	0	0	0	0	0	0	0	0	0	mýking
softness	0	0	0	0	0	0	0	0	0	0	mýkt
soggy	0	0	0	0	0	0	0	0	0	0	blautur
soil	0	0	1	0	0	1	0	0	0	0	jarðvegur
soiled	0	0	1	0	0	1	0	0	0	0	óhreint
sojourn	0	0	0	0	0	0	0	0	0	0	dvöl
solace	0	0	0	0	0	0	1	0	0	0	huggun
solar	0	0	0	0	0	0	0	0	0	0	sólarorku
solder	0	0	0	0	0	0	0	0	0	0	lóðmálmur
soldering	0	0	0	0	0	0	0	0	0	0	lóðun
soldier	1	0	0	0	0	0	1	1	0	0	hermaður
sole	0	0	0	0	0	0	0	0	0	0	sóla
solicit	0	0	0	0	0	0	0	0	0	0	biðja um
solicitation	0	0	0	0	0	0	0	0	0	0	beiðni
solicitor	0	0	0	0	0	0	0	0	0	0	lögmaður
solid	0	0	0	0	0	0	1	0	0	0	solid
solidarity	0	0	0	0	0	0	0	0	0	1	samstöðu
solidification	0	0	0	0	0	0	0	0	0	0	storknun
solidified	0	0	0	0	0	0	0	0	0	0	storknað
solidify	0	0	0	0	0	0	0	0	0	0	storkna
solidity	0	0	0	0	0	0	1	0	0	1	traustleika
solitaire	0	0	0	0	0	0	0	0	0	0	eingreypingur
solitary	0	0	0	0	0	0	0	0	0	0	einmana
solitude	0	0	0	0	0	0	0	0	0	0	einsemd
solo	0	0	0	0	0	0	0	0	0	0	einleikur
solubility	0	0	0	0	0	0	0	0	0	0	leysni
soluble	0	0	0	0	0	0	0	0	0	0	leysanlegt
solution	0	0	0	0	0	0	1	0	0	0	lausn
solve	0	0	0	0	0	0	0	0	0	0	leysa
solvency	0	0	0	0	0	0	1	0	0	0	gjaldþol
solvent	0	0	0	0	0	0	0	0	0	0	leysir
somatic	0	0	0	0	0	1	0	0	1	0	sómatísk
somber	0	0	0	0	0	1	0	1	0	0	dapurlegt
son	0	0	0	0	0	0	0	0	0	0	sonur
sonar	0	1	0	0	0	0	1	0	0	0	sónar
sonata	0	0	0	0	0	0	1	0	0	0	sónata
song	0	0	0	0	0	0	0	0	0	0	lag
sonnet	0	0	0	0	1	0	1	1	0	0	sonnettu
sonorous	0	0	0	0	1	0	1	0	0	0	hljómmikill
soot	0	0	1	0	0	1	0	0	0	0	sót
soothe	0	0	0	0	0	0	1	0	0	0	róa
soothing	0	0	0	0	1	0	1	0	0	1	róandi
sophomore	0	0	0	0	0	0	0	0	0	0	annar
soprano	0	0	0	0	0	0	0	0	0	0	sópran
sorcerer	0	0	0	0	0	0	0	0	0	0	galdramaður
sorcery	0	1	0	1	0	1	0	0	1	0	galdrar
sordid	1	0	1	1	0	1	0	1	0	0	asnalegt
sore	1	0	0	0	0	1	0	1	0	0	sár
sorely	0	0	0	0	0	1	0	1	0	0	sárt
soreness	0	0	1	0	0	1	0	1	0	0	eymsli
sorghum	0	0	0	0	0	0	0	0	0	0	sorghum
sorority	0	0	0	0	0	0	0	0	0	0	kvenfélag
sorrow	0	0	0	1	0	1	0	1	0	0	sorg
sorrowful	0	0	0	0	0	1	0	1	0	0	sorglegt
sort	0	0	0	0	0	0	0	0	0	0	flokka
sorter	0	0	0	0	0	0	1	0	0	0	flokkari
sortie	0	0	0	1	0	1	0	0	0	0	sortie
sorting	0	0	0	0	0	0	0	0	0	0	flokkun
sou	0	0	0	0	0	0	0	0	0	0	sou
soulless	0	0	1	1	0	1	0	1	0	0	andlaus
soulmate	0	0	0	1	0	1	0	0	0	0	sálufélagi
sound	0	0	0	0	0	0	0	0	0	0	hljóð
sounding	0	0	0	0	0	0	0	0	0	0	hljómandi
soundness	0	1	0	0	1	0	1	0	0	1	hollustu
soup	0	0	0	0	0	0	1	0	0	0	súpu
sour	0	0	1	0	0	1	0	0	0	0	súr
source	0	0	0	0	0	0	0	0	0	0	heimild
souvenir	0	0	0	0	0	0	0	0	0	0	minjagripur
sovereign	0	0	0	0	0	0	0	0	0	1	fullvalda
sovereignty	0	0	0	0	0	0	0	0	0	0	fullveldi
sow	0	0	0	0	0	0	0	0	0	0	sá
spa	0	1	0	0	1	0	1	0	1	1	spa
space	0	0	0	0	0	0	0	0	0	0	pláss
spacious	0	0	0	0	0	0	1	0	0	0	rúmgóð
spade	0	0	0	0	0	0	0	0	0	0	spaði
span	0	0	0	0	0	0	0	0	0	0	span
spaniel	0	0	0	0	1	0	1	0	0	1	spaniel
spank	1	0	0	1	0	1	0	1	0	0	spann
spanking	1	0	0	0	0	0	0	0	0	0	rassskellur
spar	0	0	0	0	0	0	0	0	0	0	spar
spare	0	0	0	0	0	0	0	0	0	0	vara
sparingly	0	0	0	0	0	0	0	0	0	0	sparlega
spark	0	0	0	0	0	0	0	0	0	0	Neisti
sparkle	0	1	0	0	1	0	1	0	1	0	glitra
sparring	0	0	0	0	0	0	0	0	0	0	sparring
sparse	0	0	0	0	0	0	0	0	0	0	dreifður
spasm	0	0	0	1	0	1	0	0	0	0	krampi
spat	1	0	0	0	0	1	0	0	0	0	hrækti
spatula	0	0	0	0	0	0	0	0	0	0	spaða
spawn	0	0	0	0	0	0	0	0	0	0	hrygna
speaker	0	0	0	0	0	0	0	0	0	0	hátalara
speaking	0	0	0	0	0	0	0	0	0	0	talandi
spear	1	1	0	1	0	1	0	0	0	0	spjót
special	0	0	0	0	1	0	1	0	0	0	sérstakt
specialist	0	0	0	0	0	0	0	0	0	1	sérfræðing
speciality	0	0	0	0	0	0	0	0	0	0	sérgrein
specialize	0	0	0	0	0	0	0	0	0	1	sérhæfa sig
specially	0	0	0	0	0	0	0	0	0	0	sérstaklega
specie	0	0	0	0	0	0	1	0	0	0	tegund
species	0	0	0	0	0	0	0	0	0	0	tegundir
specific	0	0	0	0	0	0	0	0	0	0	sérstakur
specification	0	0	0	0	0	0	0	0	0	0	forskrift
specimen	0	0	0	0	0	0	0	0	0	0	eintak
speck	0	0	1	0	0	1	0	0	0	0	flekki
speckled	0	0	0	0	0	0	0	0	0	0	flekkótt
specs	0	0	0	0	0	0	0	0	0	0	sérstakur
spectacle	0	0	0	0	0	1	1	0	0	0	sjónarspil
spectacles	0	0	0	0	0	0	0	0	0	0	gleraugu
spectacular	0	1	0	0	0	0	0	0	1	0	stórbrotið
spectator	0	0	0	0	0	0	0	0	0	0	áhorfandi
specter	0	0	0	1	0	1	0	1	0	0	Vofa
spectral	0	0	0	0	0	1	0	0	0	0	litróf
spectrometer	0	0	0	0	0	0	0	0	0	0	litrófsmælir
spectrophotometer	0	0	0	0	0	0	0	0	0	0	litrófsmælir
spectroscopy	0	0	0	0	0	0	0	0	0	0	litrófsgreiningu
spectrum	0	0	0	0	0	0	0	0	0	0	litróf
speculate	0	0	0	0	0	0	0	0	0	0	spekúlera
speculation	0	0	0	1	0	1	0	1	0	0	vangaveltur
speculative	0	1	0	0	0	0	0	0	0	0	íhugandi
speculum	0	0	0	0	0	0	0	0	0	0	spákaupmennska
speech	0	0	0	0	0	0	1	0	0	0	ræðu
speechless	0	0	0	0	0	0	0	0	0	0	orðlaus
speed	0	0	0	0	0	0	0	0	0	0	hraða
speedily	0	0	0	0	0	0	0	0	0	0	skjótt
speedometer	0	0	0	0	0	0	0	0	0	0	hraðamælir
speedway	0	0	0	0	0	0	0	0	0	0	hraðbraut
speedy	0	0	0	0	0	0	1	0	0	0	skjótur
spellbound	0	0	0	0	0	0	0	0	0	0	töfrandi
spelling	0	0	0	0	0	0	1	0	0	0	Stafsetning
spencer	0	0	0	0	0	0	0	0	0	0	spencer
spend	0	0	0	0	0	0	0	0	0	0	eyða
spent	0	0	0	0	0	1	0	0	0	0	eytt
sperm	0	0	0	0	0	0	0	0	0	0	sæði
spew	0	0	1	0	0	0	0	0	0	0	spúa
sphere	0	0	0	0	0	0	0	0	0	0	kúla
spherical	0	0	0	0	0	0	0	0	0	0	kúlulaga
sphinx	0	0	0	0	0	0	0	0	0	0	sfinx
spice	0	0	0	0	0	0	1	0	0	0	krydd
spicy	0	0	0	0	0	0	0	0	0	0	kryddaður
spider	0	0	1	1	0	0	0	0	0	0	kónguló
spigot	0	0	0	0	0	0	0	0	0	0	tappa
spike	0	0	0	1	0	0	0	0	0	0	toppur
spiked	0	0	0	0	0	0	0	0	0	0	toppaður
spiky	0	0	0	0	0	0	0	0	0	0	oddhvass
spill	0	0	0	0	0	0	0	0	0	0	hella niður
spin	0	0	0	0	0	0	0	0	0	0	snúningur
spinal	0	0	0	0	0	0	0	0	0	0	hrygg
spindle	0	0	0	0	0	0	0	0	0	0	snælda
spine	1	0	0	0	0	1	1	0	0	0	hrygg
spinning	0	0	0	0	0	0	0	0	0	0	snúningur
spinster	0	0	0	1	0	1	0	1	0	0	snúningur
spiny	0	0	0	0	0	0	0	0	0	0	hryggjarpur
spiral	0	0	0	0	0	0	0	0	0	0	spíral
spire	0	0	0	0	0	0	0	0	0	0	spíra
spirit	0	0	0	0	0	0	1	0	0	0	anda
spirits	0	1	0	0	1	0	1	0	1	0	andar
spiritual	0	0	0	0	0	0	0	0	0	0	andlegt
spirituality	0	0	0	0	0	0	0	0	0	0	andlega
spit	0	0	1	0	0	0	0	0	0	0	spýta
spite	1	0	0	0	0	1	0	0	0	0	þrátt fyrir
spiteful	1	0	0	0	0	1	0	0	0	0	grimmur
splash	0	0	0	0	0	0	0	0	1	0	skvetta
spleen	0	0	0	0	0	0	0	0	0	0	milta
splendid	0	0	0	0	1	0	1	0	1	0	glæsilegt
splendor	0	1	0	0	1	0	1	0	1	0	prýði
splice	0	0	0	0	0	0	0	0	0	0	skeyta
spline	0	0	0	0	0	0	0	0	0	0	spline
splint	0	0	0	0	0	0	0	0	0	0	spelka
splinter	0	0	0	0	0	1	0	0	0	0	klofna
split	0	0	0	0	0	1	0	0	0	0	skipta
splitting	0	0	0	0	0	1	0	1	0	0	klofning
splurge	0	0	0	0	0	0	0	0	0	0	splæsa
spoil	0	0	1	0	0	1	0	0	0	0	spilla
spoiler	0	0	0	0	0	1	0	1	0	0	Vindskeið
spoiling	0	0	0	0	0	0	0	0	0	0	spillandi
spoke	0	0	0	0	0	1	0	0	0	0	talaði
spoken	0	0	0	0	0	0	0	0	0	0	talað
spokesman	0	0	0	0	0	0	0	0	0	1	talsmaður
sponge	0	0	0	0	0	1	0	0	0	0	svampur
spongy	0	0	0	0	0	0	0	0	0	0	svampur
sponsor	0	0	0	0	0	0	1	0	0	1	bakhjarl
sponsorship	0	0	0	0	0	0	0	0	0	0	kostun
spoof	0	0	0	0	0	0	0	0	0	0	skopstæling
spook	0	0	0	1	0	1	0	0	0	0	spook
spoon	0	0	0	0	0	0	0	0	0	0	skeið
spoonful	0	0	0	0	0	0	0	0	0	0	skeið
sporadic	0	0	0	0	0	0	0	0	0	0	sporadískt
spore	0	0	0	0	0	0	0	0	0	0	gró
sport	0	0	0	0	0	0	0	0	0	0	íþrótt
sporting	0	0	0	0	0	0	0	0	0	0	íþróttir
sports	0	0	0	0	0	0	0	0	0	0	íþróttir
sportsman	0	0	0	0	0	0	0	0	0	0	íþróttamaður
spot	0	0	0	0	0	0	0	0	0	0	blettur
spotless	0	0	0	0	0	0	1	0	0	1	flekklaus
spotted	0	0	0	0	0	0	0	0	0	0	sást
spotty	0	0	0	0	0	0	0	0	0	0	flekkóttur
spousal	0	0	0	0	0	0	0	0	0	0	maka
spouse	0	0	0	0	1	0	1	0	0	1	maka
spout	0	0	0	0	0	0	0	0	0	0	stút
sprain	0	0	0	0	0	1	0	1	0	0	tognun
sprawl	0	0	0	0	0	0	0	0	0	0	útbreiðsla
spray	0	0	0	0	0	0	0	0	0	0	úða
spread	0	0	0	0	0	0	0	0	0	0	dreifing
spree	0	0	0	0	0	1	0	0	0	0	sprell
sprinkling	0	0	0	0	0	0	0	0	0	0	strá
sprite	0	0	0	1	0	1	0	0	0	0	sprite
sprout	0	0	0	0	0	0	0	0	0	0	spíra
spruce	0	0	0	0	0	0	1	0	0	0	greni
spur	0	0	0	1	0	0	0	0	0	0	spora
spurious	0	0	1	0	0	1	0	0	0	0	svikinn
spurred	0	0	0	0	0	0	0	0	0	0	hvatti til
spurt	0	0	0	0	0	0	0	0	0	0	sprunga
spy	0	0	0	0	0	0	0	0	0	0	njósnari
squad	0	0	0	0	0	0	0	0	0	0	sveit
squadron	0	0	0	0	0	0	0	0	0	0	sveit
squall	0	0	0	1	0	1	0	1	0	0	skafrenningur
squamous	0	0	0	0	0	0	0	0	0	0	flögulaga
square	0	0	0	0	0	0	0	0	0	0	ferningur
squat	0	0	0	0	0	0	0	0	0	0	digur
squatter	0	0	0	0	0	1	0	0	0	0	hústökumaður
squeak	0	0	0	0	0	0	0	0	0	0	tíst
squeal	0	0	0	0	0	0	0	0	0	0	öskra
squeamish	0	0	1	1	0	1	0	0	0	0	svekktur
squeeze	0	0	0	0	0	0	0	0	0	0	kreista
squeezing	0	0	0	0	0	0	0	0	0	0	kreista
squelch	1	0	1	0	0	1	0	0	0	0	svelg
squint	0	0	0	0	0	0	0	0	0	0	hnykkja á
squire	0	0	0	0	0	0	0	0	0	0	landbóndi
squirm	0	0	1	0	0	1	0	0	0	0	þvælast
squirrel	0	0	0	0	0	0	0	0	0	0	íkorna
squirt	0	0	0	0	0	0	0	0	0	0	sprauta
stab	1	0	0	1	0	1	0	1	1	0	stinga
stability	0	0	0	0	0	0	0	0	0	0	stöðugleika
stable	0	0	0	0	0	0	1	0	0	1	stöðugt
staccato	0	0	0	0	0	0	1	0	0	0	staccato
stack	0	0	0	0	0	0	0	0	0	0	stafli
staff	0	0	0	0	0	0	0	0	0	0	starfsfólk
stag	0	0	0	0	0	0	0	0	0	0	stag
stage	0	0	0	0	0	0	0	0	0	0	stigi
stagger	0	0	0	0	0	0	0	0	1	0	skjögra
staggering	0	0	0	0	0	1	0	0	0	0	yfirþyrmandi
stagnant	0	0	0	0	0	1	0	1	0	0	stöðnun
stagnation	0	0	0	0	0	0	0	0	0	0	stöðnun
staid	0	0	0	0	0	0	0	0	0	0	staðnæmd
stain	0	0	1	0	0	1	0	0	0	0	blettur
stainless	0	0	0	0	0	0	1	0	0	0	ryðfríu
stair	0	0	0	0	0	0	0	0	0	0	stigi
staircase	0	0	0	0	0	0	0	0	0	0	stiga
stairway	0	0	0	0	0	0	0	0	0	0	stiga
stake	0	0	0	0	0	0	0	0	0	0	hlut
stale	0	0	0	0	0	1	0	0	0	0	gamaldags
stalemate	1	0	1	0	0	0	0	0	0	0	pattstöðu
stalk	0	0	0	1	0	1	0	0	0	0	stöngul
stall	0	0	1	0	0	0	0	0	0	0	stall
stallion	0	0	0	0	0	0	1	0	0	0	stóðhestur
stalls	0	0	0	0	0	0	0	0	0	0	sölubása
stalwart	0	0	0	0	0	0	1	0	0	0	traustur
stamina	0	0	0	0	0	0	1	0	0	1	þrek
stamp	0	0	0	0	0	0	0	0	0	0	Stimpill
stand	0	0	0	0	0	0	0	0	0	0	standa
standard	0	0	0	0	0	0	0	0	0	0	staðall
standardize	0	0	0	0	0	0	0	0	0	0	staðla
standing	0	0	0	0	0	0	1	0	0	0	standandi
standoff	1	0	0	1	0	1	0	0	0	0	uppistand
standpoint	0	0	0	0	0	0	0	0	0	0	afstöðu
standstill	1	0	0	0	0	1	0	0	0	0	kyrrstöðu
stanza	0	0	0	0	0	0	0	0	0	0	erindi
staple	0	0	0	0	0	0	0	0	0	0	hefta
star	0	1	0	0	1	0	1	0	0	1	stjarna
starboard	0	0	0	0	0	0	0	0	0	0	stjórnborða
starch	0	0	0	0	0	0	0	0	0	0	sterkju
stare	0	0	0	0	0	0	0	0	0	0	stara
staring	0	0	0	0	0	1	0	0	0	0	starandi
stark	0	0	0	0	0	1	0	0	0	1	sterkur
starlight	0	0	0	0	0	0	1	0	0	0	stjörnuljós
starry	0	1	0	0	1	0	1	0	0	0	stjörnubjartur
stars	0	0	0	0	0	0	0	0	0	0	stjörnur
start	0	1	0	0	0	0	0	0	0	0	byrja
startle	0	0	0	1	0	1	0	0	1	0	skelfa
startling	0	0	0	0	0	0	0	0	1	0	óvænt
starvation	0	0	0	1	0	1	0	1	0	0	hungursneyð
starved	0	0	0	0	0	1	0	0	0	0	svelti
starving	0	0	0	0	0	1	0	0	0	0	sveltandi
state	0	0	0	0	0	0	0	0	0	0	ríki
stately	0	0	0	0	0	0	1	0	0	0	virðulegur
statement	0	0	0	0	0	0	1	0	0	1	yfirlýsingu
stateroom	0	0	0	0	0	0	0	0	0	0	ríkisstofu
statesman	0	0	0	0	0	0	0	0	0	0	stjórnmálamaður
static	0	0	0	0	0	0	0	0	0	0	kyrrstöðu
statics	0	0	0	0	0	0	0	0	0	0	truflanir
station	0	0	0	0	0	0	0	0	0	0	stöð
stationary	0	0	0	0	0	1	0	0	0	0	kyrrstöðu
stationery	0	0	0	0	0	0	0	0	0	0	ritföng
statistical	0	0	0	0	0	0	0	0	0	1	tölfræðileg
statistician	0	0	0	0	0	0	0	0	0	0	tölfræðingur
stator	0	0	0	0	0	0	0	0	0	0	stator
statuary	0	0	0	0	0	0	0	0	0	0	styttu
statue	0	0	0	0	0	0	1	0	0	0	styttu
statuette	0	0	0	0	0	0	0	0	0	0	styttu
stature	0	0	0	0	0	0	0	0	0	0	vexti
status	0	0	0	0	0	0	1	0	0	0	stöðu
statute	0	0	0	0	0	0	0	0	0	0	lögum
statutory	0	0	0	0	0	0	0	0	0	0	lögbundið
staunch	0	0	0	0	0	0	1	0	0	0	traustur
stave	0	0	0	0	0	1	0	0	0	0	stafur
stay	0	0	0	0	0	0	0	0	0	0	vera
stayed	0	0	0	0	0	0	0	0	0	0	dvaldi
stays	0	0	0	0	0	0	0	0	0	0	dvelur
stead	0	0	0	0	0	0	0	0	0	0	stað
steadfast	0	0	0	0	0	0	1	0	0	1	staðfastur
steady	0	0	0	0	0	0	0	0	1	1	stöðugt
steal	1	0	0	1	0	1	0	1	0	0	stela
stealing	0	0	1	1	0	1	0	0	0	0	stela
stealth	0	0	0	0	0	0	0	0	1	0	laumuspil
stealthily	0	0	0	0	0	0	0	0	1	0	laumulega
stealthy	0	1	0	1	0	1	0	0	1	0	laumuspil
steamboat	0	0	0	0	0	0	0	0	0	0	gufubátur
steamer	0	0	0	0	0	0	0	0	0	0	gufuskip
steamroller	0	0	0	0	0	0	0	0	0	0	gufuvals
steamship	0	0	0	0	0	0	0	0	0	0	gufuskip
steamy	0	0	0	0	0	0	0	0	0	0	gufa
steel	0	0	0	0	0	0	0	0	0	0	stáli
steep	0	0	0	0	0	0	0	0	0	0	bratt
steeple	0	0	0	0	0	0	0	0	0	0	turni
steer	0	0	0	0	0	0	0	0	0	0	stýra
stellar	0	0	0	0	0	0	1	0	0	0	stjörnu
stem	0	0	0	0	0	0	0	0	0	0	stilkur
stench	0	0	0	0	0	0	0	0	0	0	ólykt
stencil	0	0	0	0	0	0	0	0	0	0	stensil
step	0	0	0	0	0	0	0	0	0	0	skref
steppe	0	0	0	0	0	0	0	0	0	0	steppa
steps	0	0	0	0	0	0	0	0	0	0	skrefum
stereoscopic	0	0	0	0	0	0	0	0	0	0	stereoscopic
stereotype	0	0	0	0	0	1	0	0	0	0	staðalímynd
stereotyped	0	0	0	0	0	1	0	0	0	0	staðalímynd
sterile	0	0	0	0	0	1	0	1	0	0	dauðhreinsað
sterility	0	0	0	0	0	1	0	0	0	0	ófrjósemi
sterling	1	1	0	0	1	1	1	0	0	1	sterlingspund
stern	0	0	0	0	0	1	0	0	0	0	skut
stethoscope	0	0	0	0	0	0	0	0	0	0	hlustunartæki
stew	0	0	0	0	0	0	0	0	0	0	plokkfiskur
steward	0	0	0	0	0	0	1	0	0	1	ráðsmaður
stewardship	0	0	0	0	0	0	0	0	0	0	ráðsmennsku
stick	0	0	0	0	0	0	0	0	0	0	stafur
sticking	0	0	0	0	0	0	0	0	0	0	festist
sticky	0	0	1	0	0	0	0	0	0	0	klístur
stiff	0	0	0	0	0	1	0	0	0	0	stífur
stiffen	0	0	0	0	0	0	0	0	0	0	stífna
stiffness	0	0	0	0	0	1	0	0	0	0	stífni
stifle	0	0	0	0	0	1	0	0	0	0	kæfa
stifled	1	0	0	1	0	1	0	1	0	0	kæfður
stifling	0	0	0	0	0	0	0	0	0	0	kæfandi
stigma	1	0	1	1	0	1	0	1	0	0	stigma
stile	0	0	0	0	0	0	0	0	0	0	stíll
stiletto	0	0	0	0	0	0	0	0	0	0	stíll
stillborn	0	0	0	0	0	1	0	1	0	0	andvana fæddur
stillness	0	0	0	1	0	0	1	1	0	0	kyrrð
stilts	0	0	0	0	0	0	0	0	0	0	stöllur
stimulant	0	0	0	0	0	0	0	0	0	0	örvandi efni
stimulation	0	0	0	0	0	0	0	0	0	0	örvun
stimulus	0	0	0	0	0	0	0	0	0	0	örvun
sting	1	0	0	1	0	1	0	0	0	0	stinga
stinging	0	0	0	0	0	1	0	0	0	0	stingandi
stingy	1	0	1	1	0	1	0	1	0	0	snjall
stink	0	0	1	0	0	1	0	0	0	0	lykta
stinking	0	0	1	0	0	1	0	0	0	0	lyktandi
stint	0	0	0	1	0	1	0	1	0	0	ástundun
stipulate	0	0	0	0	0	0	0	0	0	0	kveða á um
stipulation	0	0	0	0	0	0	0	0	0	0	ákvæði
stir	0	0	0	0	0	0	0	0	0	0	hrærið
stirring	0	0	0	0	0	0	0	0	0	0	hræra
stitch	0	0	0	0	0	0	0	0	0	0	sauma
stock	0	0	0	0	0	0	0	0	0	0	lager
stockbroker	0	0	0	0	0	0	0	0	0	0	verðbréfamiðlari
stocking	0	0	0	0	0	0	0	0	0	0	sokkinn
stocks	0	0	0	0	0	1	0	0	0	0	hlutabréf
stole	0	0	0	0	0	0	0	0	0	0	stal
stolen	1	0	0	0	0	1	0	0	0	0	stolið
stomach	0	0	1	0	0	0	0	0	0	0	maga
stone	1	0	0	0	0	1	0	0	0	0	steini
stoned	0	0	0	0	0	1	0	0	0	0	grýtt
stoneware	0	0	0	0	0	0	0	0	0	0	steinleir
stony	0	0	0	0	0	0	0	0	0	0	grýtt
stool	0	0	0	0	0	0	0	0	0	0	kollur
stools	0	0	1	0	0	1	0	0	0	0	hægðir
stoop	0	0	0	0	0	0	0	0	0	0	beygja sig
stop	0	0	0	0	0	0	0	0	0	0	hætta
stoppage	0	0	0	0	0	1	0	0	0	0	stöðvun
stopper	0	0	0	0	0	0	0	0	0	0	tappa
stopping	0	0	0	0	0	0	0	0	0	0	hætta
stopwatch	0	0	0	0	0	0	0	0	0	0	skeiðklukka
storage	0	0	0	0	0	0	0	0	0	0	geymsla
store	0	1	0	0	0	0	1	0	0	0	verslun
storehouse	0	0	0	0	0	0	0	0	0	0	forðabúr
storing	0	0	0	0	0	0	0	0	0	0	geymsla
storm	1	0	0	0	0	1	0	0	0	0	stormur
storming	1	0	0	0	0	0	0	0	0	0	stormur
stormy	0	0	0	1	0	1	0	0	0	0	stormasamt
story	0	0	0	0	0	0	0	0	0	0	sögu
stout	0	0	0	0	0	0	0	0	0	0	sterkur
stove	0	0	0	0	0	0	0	0	0	0	eldavél
stow	0	0	0	0	0	0	0	0	0	0	geyma
straddle	0	0	0	0	0	0	0	0	0	0	þreifa
straighten	0	0	0	0	0	0	0	0	0	0	rétta
straightforward	0	0	0	0	0	0	1	0	0	1	beinlínis
straightway	0	0	0	0	0	0	0	0	0	0	strax
strained	1	0	0	0	0	1	0	0	0	0	þvingaður
strait	0	0	0	0	0	0	0	0	0	0	sundið
straits	0	0	0	1	0	1	0	0	0	0	sund
strand	0	0	0	0	0	0	0	0	0	0	strand
stranded	0	0	0	0	0	1	0	0	0	0	strandaður
stranger	0	0	0	1	0	1	0	0	0	0	ókunnugur
