English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Macedonian Word
radiography	0	0	0	0	0	0	0	0	0	0	радиографија
radiology	0	0	0	0	0	0	0	0	0	0	радиологија
radium	0	0	0	0	0	0	0	0	0	0	радиум
radius	0	0	0	0	0	0	0	0	0	0	радиус
radon	0	0	0	1	0	1	0	0	0	0	радон
raffle	0	1	0	0	0	0	0	0	1	0	томбола
raft	0	0	0	0	0	0	0	0	0	0	сплав
rage	1	0	0	0	0	1	0	0	0	0	бес
ragged	0	0	0	0	0	0	0	0	0	0	парталав
raging	1	0	1	1	0	1	0	0	0	0	беснее
rags	0	0	1	0	0	1	0	0	0	0	партали
raid	1	0	0	1	0	1	0	0	1	0	рација
rail	1	1	0	0	0	1	0	0	0	0	железница
railing	0	0	0	0	0	0	0	0	0	0	оградата
railroad	0	0	0	0	0	0	0	0	0	0	железница
railway	0	0	0	0	0	0	0	0	0	0	железница
raiment	0	0	0	0	0	0	0	0	0	0	облека
rain	0	0	0	0	0	0	0	0	0	0	дожд
raincoat	0	0	0	0	0	0	0	0	0	0	мантил
rainfall	0	0	0	0	0	0	0	0	0	0	врнежи од дожд
rainy	0	0	0	0	0	0	0	1	0	0	дождливо
raise	0	0	0	0	0	0	0	0	0	0	подигнете
raised	0	0	0	0	0	0	0	0	0	0	подигнат
raising	0	0	0	0	0	0	0	0	0	0	подигање
rake	0	0	0	0	0	0	0	0	0	0	гребло
rally	0	0	0	0	0	0	0	0	0	0	митинг
ram	1	1	0	0	0	1	0	0	0	0	овен
ramble	0	0	0	0	0	0	0	0	0	0	шетаат
rambling	0	0	0	0	0	1	0	0	0	0	шетање
ramp	0	0	0	0	0	0	0	0	0	0	рампата
rampage	1	0	0	1	0	1	0	0	0	0	дивеење
ranch	0	0	0	0	0	0	0	0	0	0	ранчот
rancid	0	0	1	0	0	1	0	0	0	0	гранив
randomly	0	0	0	0	0	0	0	0	1	0	по случаен избор
randomness	0	0	0	0	0	0	0	0	0	0	случајност
randy	0	0	0	0	0	0	0	0	0	0	Ренди
ranger	0	0	0	0	0	0	0	0	0	1	ренџер
rank	0	0	0	0	0	0	0	0	0	0	ранг
ransom	1	0	0	1	0	1	0	0	0	0	откупнина
rant	0	0	0	0	0	0	0	0	0	0	скандал
rap	0	0	0	0	0	0	0	0	0	0	рап
rape	1	0	1	1	0	1	0	1	0	0	силување
rapid	0	0	0	0	0	0	0	0	1	0	брза
rapidity	0	0	0	0	0	0	0	0	0	0	брзина
rapids	0	0	0	0	0	0	0	0	0	0	брзаци
rapping	1	0	0	0	0	0	0	0	0	0	рапување
rapt	0	0	0	0	1	0	1	0	1	1	занесуваат
raptors	0	0	0	1	0	1	0	0	0	0	грабливци
rapture	0	1	0	0	1	0	1	0	0	0	занес
rarely	0	0	0	0	0	0	0	0	0	0	ретко
rarity	0	0	0	0	0	0	0	0	1	0	реткост
rascal	1	0	1	1	0	1	0	0	0	0	раскал
rash	0	0	1	0	0	1	0	0	0	0	осип
rat	0	0	1	1	0	1	0	0	0	0	стаорец
ratchet	0	0	0	0	0	0	0	0	0	0	крцкалка
rate	0	0	0	0	0	0	0	0	0	0	стапка
ratification	0	0	0	0	0	0	0	0	0	0	ратификација
ratify	0	0	0	0	0	0	0	0	0	1	ратификуваат
rating	1	0	0	1	0	1	0	1	0	0	рејтинг
ratio	0	0	0	0	0	0	0	0	0	0	сооднос
ration	0	0	0	0	0	0	0	0	0	0	дажба
rational	0	0	0	0	0	0	1	0	0	1	рационален
rationale	0	0	0	0	0	0	0	0	0	0	образложението
rationalism	0	0	0	0	0	0	0	0	0	0	рационализам
rationality	0	0	0	0	0	0	0	0	0	0	рационалност
rattan	0	0	0	0	0	0	0	0	0	0	ратан
rattle	0	0	0	0	0	0	0	0	0	0	штракаат
rattlesnake	0	0	0	1	0	0	0	0	0	0	ѕвечарка
raucous	0	0	0	0	0	1	0	0	0	0	бурно
rave	1	0	1	0	1	1	1	0	1	1	рејв
raven	0	0	0	0	0	0	0	0	0	0	гавран
ravenous	1	0	0	1	0	1	0	1	0	0	грабливи
ravine	0	0	0	1	0	0	0	0	0	0	клисура
raving	1	1	0	1	1	1	0	0	1	0	бесење
rawhide	0	0	0	0	0	0	0	0	0	0	сурова кожа
ray	0	0	0	0	0	0	0	0	0	0	зрак
razor	0	0	0	1	0	0	0	0	0	0	брич
reach	0	0	0	0	0	0	0	0	0	0	дофат
react	1	0	0	1	0	0	0	0	0	0	реагираат
reactionary	0	0	0	0	0	1	0	0	0	0	реакционерен
read	0	0	0	0	0	0	0	0	0	0	читаат
reader	0	0	0	0	0	0	1	0	0	0	читач
readership	0	0	0	0	0	0	0	0	0	0	читателска публика
readily	0	0	0	0	0	0	1	0	0	0	лесно
readiness	0	1	0	0	1	0	1	0	0	1	готовност
reading	0	0	0	0	0	0	1	0	0	0	читање
readjustment	0	0	0	0	0	0	0	0	0	0	повторно прилагодување
ready	0	1	0	0	0	0	0	0	0	0	подготвени
reaffirm	0	0	0	0	0	0	1	0	0	0	уште еднаш потврди
reagent	0	0	0	0	0	0	0	0	0	0	реагенс
real	0	0	0	0	0	0	1	0	0	1	вистински
realism	0	0	0	0	0	0	0	0	0	0	реализам
realistic	0	0	0	0	0	0	0	0	0	0	реално
reality	0	0	0	0	0	0	0	0	0	0	реалноста
realm	0	0	0	0	0	0	0	0	0	0	царството
realty	0	0	0	0	0	0	0	0	0	0	имот
ream	0	0	0	0	0	0	0	0	0	0	копно
reap	0	0	0	0	0	0	0	0	0	0	жнее
reappear	0	0	0	0	0	0	0	0	1	0	повторно се појавуваат
rear	0	0	0	0	0	1	0	0	0	0	задниот дел
rearrange	0	0	0	0	0	0	0	0	0	0	преуреди
rearrangement	0	0	0	0	0	0	0	0	0	0	преуредување
reason	0	0	0	0	0	0	1	0	0	0	причина
reasonableness	0	0	0	0	0	0	0	0	0	0	разумност
reasoning	0	0	0	0	0	0	0	0	0	0	расудување
reasons	0	0	0	0	0	0	0	0	0	0	причини
reassemble	0	0	0	0	0	0	0	0	0	0	повторно составуваат
reassurance	0	0	0	0	0	0	1	0	0	1	уверување
reassure	0	0	0	0	0	0	1	0	0	1	уверува
reassured	0	0	0	0	0	0	0	0	0	0	уверен
reassuring	0	0	0	0	0	0	0	0	0	0	смирувачки
rebate	0	0	0	0	0	0	1	0	0	0	попуст
rebel	1	0	0	1	0	1	0	0	0	0	бунтовник
rebellion	1	0	1	1	0	0	0	0	0	0	бунт
reborn	0	0	0	0	0	0	0	0	0	0	прероден
rebound	0	0	0	0	0	0	0	0	0	0	отскокнување
rebuild	0	0	0	0	0	0	0	0	0	0	обнова
rebuke	0	0	0	0	0	1	0	0	0	0	укор
rebut	0	0	0	0	0	1	0	0	0	0	побиваат
recalcitrant	1	0	1	0	0	1	0	0	0	0	непослушен
recall	0	0	0	0	0	0	0	0	0	0	потсетиме
recast	0	0	0	0	0	0	1	0	0	0	прекројување
recede	0	0	0	0	0	0	0	0	0	0	се повлекуваат
receding	0	0	0	0	0	0	0	0	0	0	се повлекува
receipt	0	0	0	0	0	0	0	0	0	0	прием
receipts	0	0	0	0	0	0	0	0	0	0	сметки
received	0	0	0	0	0	0	1	0	0	0	примени
receiver	0	0	0	0	0	0	0	0	0	0	приемник
receiving	0	1	0	0	1	0	1	0	1	0	примање
recent	0	0	0	0	0	0	0	0	0	0	неодамнешна
receptacle	0	0	0	0	0	0	0	0	0	0	сад
reception	0	0	0	0	0	0	0	0	0	0	прием
recess	0	0	0	0	0	0	0	0	0	0	вдлабнатина
recesses	0	0	0	1	0	0	0	0	0	0	вдлабнатини
recession	1	0	1	1	0	1	0	1	0	0	рецесија
recherche	0	0	0	0	0	0	1	0	0	0	речерче
recidivism	1	0	1	0	0	1	0	1	0	0	рецидивизам
recipe	0	0	0	0	0	0	0	0	0	0	рецепт
recipient	0	1	0	0	0	0	0	0	0	0	примател
reciprocal	0	0	0	0	0	0	0	0	0	0	реципрочно
reciprocate	0	0	0	0	0	0	1	0	0	0	возврати
reciprocity	0	0	0	0	0	0	0	0	0	0	реципроцитет
recital	0	0	0	0	0	0	0	0	0	0	рецитал
recitation	0	0	0	0	0	0	0	0	0	0	рецитирање
recite	0	0	0	0	0	0	0	0	0	0	рецитираат
reckless	1	0	0	1	0	1	0	0	0	0	непромислено
recklessness	1	0	1	1	0	1	0	0	1	0	непромисленост
reckoning	0	0	0	0	0	0	0	0	0	0	пресметување
reclamation	0	0	0	0	0	0	1	0	0	0	мелиорација
recline	0	0	0	0	0	0	1	0	0	1	се потпираат
recluse	0	0	0	0	0	0	0	0	0	0	осаменик
recognition	0	0	0	0	0	0	0	0	0	0	препознавање
recognizable	0	1	0	0	0	0	1	0	0	0	препознатлив
recognized	0	0	0	0	0	0	0	0	0	0	признати
recoil	0	0	0	0	0	0	0	0	0	0	одвраќање
recollect	0	0	0	0	0	0	0	0	0	0	сети се
recollection	0	0	0	0	0	0	0	0	0	0	сеќавање
recombinant	0	0	0	0	0	0	0	0	0	0	рекомбинантен
recombination	0	1	0	0	0	0	0	0	0	0	рекомбинација
recommend	0	0	0	0	0	0	1	0	0	1	препорачуваат
recommendation	0	0	0	0	0	0	0	0	0	0	препорака
recompense	0	0	0	0	0	0	0	0	0	0	надомест
reconcile	0	0	0	0	0	0	0	0	0	0	помири
reconciliation	0	1	0	0	1	0	1	0	0	1	помирување
reconnaissance	0	0	0	0	0	0	0	0	0	0	извидување
reconsider	0	0	0	0	0	0	0	0	0	0	преиспита
reconsideration	0	0	0	0	0	0	1	0	0	1	преиспитување
reconstitution	0	0	0	0	0	0	0	0	0	0	реконституција
reconstruct	0	1	0	0	0	0	1	0	0	0	реконструира
reconstruction	0	1	0	0	0	0	1	0	0	0	реконструкција
record	0	0	0	0	0	0	0	0	0	0	рекорд
recorder	0	0	0	0	0	0	1	0	0	0	рекордер
recording	0	0	0	0	0	0	0	0	0	0	снимање
recount	0	0	0	0	0	0	0	0	0	0	пребројува
recoup	0	0	0	0	0	0	1	0	0	0	поврати
recourse	0	0	0	0	0	0	0	0	0	0	регрес
recoverable	0	0	0	0	0	0	0	0	0	0	обновливи
recovery	0	0	0	0	0	0	1	0	0	0	закрепнување
recreation	0	1	0	0	1	0	1	0	0	0	рекреација
recreational	0	1	0	0	1	0	1	0	0	0	рекреативни
recruit	0	0	0	0	0	0	0	0	0	0	регрутираат
recruiting	0	0	0	0	0	0	0	0	0	0	регрутирање
recruits	0	0	0	0	0	0	0	0	0	1	регрутира
rectangle	0	0	0	0	0	0	0	0	0	0	правоаголник
rectangular	0	0	0	0	0	0	0	0	0	0	правоаголна
rectification	0	0	0	0	0	0	0	0	0	0	исправка
rectify	0	0	0	0	0	0	1	0	0	0	исправи
rector	0	0	0	0	0	0	0	0	0	0	ректорот
rectory	0	0	0	0	0	0	0	0	0	0	ректорат
recumbent	0	0	0	0	0	0	0	0	0	0	легнат
recuperation	0	0	0	0	0	0	0	0	0	0	закрепнување
recur	0	0	0	0	0	0	0	0	0	0	се повторуваат
recurrence	0	0	0	0	0	0	0	0	0	0	повторување
recurrent	0	1	0	0	0	0	0	0	0	0	повторливи
recurring	0	0	0	0	0	0	0	0	0	0	повторливи
recursion	0	0	0	0	0	0	0	0	0	0	рекурзија
recursive	0	0	0	0	0	0	0	0	0	0	рекурзивен
recursively	0	0	0	0	0	0	0	0	0	0	рекурзивно
red	0	0	0	0	0	0	0	0	0	0	црвено
reddish	0	0	0	0	0	0	0	0	0	0	црвеникава
redemption	0	0	0	0	0	0	1	0	0	0	откупување
redness	0	0	0	0	0	0	0	0	0	0	црвенило
redress	0	0	0	0	0	0	1	0	0	0	отштета
reduced	0	0	0	0	0	0	0	0	0	0	намалени
reduction	0	0	0	0	0	0	0	0	0	0	намалување
redundancy	0	0	0	0	0	0	0	0	0	0	технолошки вишок
redundant	0	0	0	0	0	1	0	0	0	0	вишок
reed	0	0	0	0	0	0	0	0	0	0	трска
reef	0	0	0	0	0	0	0	0	0	0	гребен
reefs	0	0	0	0	0	0	0	0	0	0	гребени
reel	0	0	0	0	0	0	0	0	0	0	ролна
reestablish	0	0	0	0	0	0	0	0	0	0	повторно воспостави
referee	0	0	0	0	0	0	0	0	0	1	судија
reference	0	0	0	0	0	0	0	0	0	0	референца
referendum	0	0	0	0	0	0	0	0	0	0	референдум
refine	0	0	0	0	0	0	1	0	0	0	рафинира
refinement	0	0	0	0	0	0	1	0	0	0	префинетост
refinery	0	0	0	0	0	0	0	0	0	0	рафинерија
refining	0	0	0	0	0	0	0	0	0	0	рафинирање
refit	0	0	0	0	0	0	0	0	0	0	поправете
reflect	0	0	0	0	0	0	0	0	0	0	одразуваат
reflecting	0	0	0	0	0	0	0	0	0	0	рефлектирајќи
reflection	0	0	0	0	0	0	0	0	0	0	одраз
reflective	0	0	0	0	0	0	0	0	0	0	рефлектирачки
reflector	0	0	0	0	0	0	0	0	0	0	рефлектор
reflex	0	0	0	0	0	0	0	0	1	0	рефлекс
reflux	0	0	1	0	0	1	0	0	0	0	рефлукс
reform	0	0	0	0	0	0	1	0	0	0	реформи
reformation	0	0	0	0	0	0	1	0	0	0	реформација
reformer	0	0	0	0	0	0	1	0	0	0	реформатор
refraction	0	0	0	0	0	0	0	0	0	0	рефракција
refractor	0	0	0	0	0	0	0	0	0	0	рефрактор
refractory	0	0	0	0	0	1	0	0	0	0	огноотпорни
refrain	0	0	0	0	0	0	0	0	0	0	се воздржуваат
refraining	0	0	0	0	0	0	0	0	0	0	воздржувајќи се
refreshing	0	0	0	0	0	0	1	0	0	0	освежувачки
refrigerate	0	0	0	0	0	0	0	0	0	0	ладилник
refrigeration	0	0	0	0	0	0	0	0	0	0	ладење
refrigerator	0	0	0	0	0	0	0	0	0	0	фрижидер
refuge	0	0	0	0	0	0	0	0	0	0	прибежиште
refugee	0	0	0	0	0	0	0	1	0	0	бегалец
refund	0	0	0	0	0	0	0	0	0	0	рефундирање
refurbish	0	0	0	0	0	0	1	0	0	0	реновира
refusal	0	0	0	0	0	1	0	0	0	0	одбивање
refuse	0	0	0	0	0	1	0	0	0	0	одбие
refused	0	0	0	0	0	1	0	1	0	0	одби
refusing	0	0	0	0	0	0	0	0	0	0	одбивајќи
refutation	0	0	0	1	0	0	0	0	0	0	побивање
refute	0	0	0	0	0	0	0	0	0	0	побие
regain	0	0	0	0	0	0	0	0	0	0	поврати
regal	0	0	0	0	0	0	1	0	0	1	кралски
regalia	0	0	0	0	0	0	0	0	0	0	регалии
regatta	0	1	0	0	0	0	0	0	0	0	регата
regency	0	0	0	0	0	0	0	0	0	0	регентност
regenerate	0	0	0	0	0	0	0	0	0	0	регенерира
regeneration	0	0	0	0	0	0	0	0	0	0	регенерација
regent	0	0	0	0	0	0	1	0	0	1	регент
regime	0	0	0	0	0	0	0	0	0	0	режим
regimen	0	0	0	0	0	0	0	0	0	0	режим
regiment	0	0	0	1	0	0	0	0	0	0	полк
region	0	0	0	0	0	0	0	0	0	0	регион
regional	0	0	0	0	0	0	0	0	0	0	регионални
regionalism	0	0	0	0	0	0	0	0	0	0	регионализам
register	0	0	0	0	0	0	0	0	0	0	регистрираат
registrar	0	0	0	0	0	0	0	0	0	0	регистратор
registration	0	0	0	0	0	0	0	0	0	0	регистрација
registry	0	0	0	0	0	0	0	0	0	1	регистар
regress	0	0	0	0	0	1	0	0	0	0	регресија
regression	0	0	0	0	0	1	0	0	0	0	регресија
regressive	0	0	0	0	0	1	1	0	0	0	регресивен
regret	0	0	0	0	0	1	0	1	0	0	жалење
regrettable	0	0	0	0	0	1	0	1	0	0	за жалење
regretted	0	0	0	0	0	1	0	1	0	0	зажали
regretting	0	0	0	0	0	1	0	1	0	0	жалење
regular	0	0	0	0	0	0	0	0	0	0	редовни
regularity	0	1	0	0	0	0	1	0	0	1	регуларноста
regulars	0	0	0	0	0	0	0	0	0	0	редовните
regulate	0	0	0	0	0	0	1	0	0	0	регулираат
regulated	0	0	0	0	0	0	0	0	0	0	регулирани
regulation	0	0	0	0	0	0	0	0	0	0	регулатива
regulatory	0	0	0	1	0	1	0	0	0	0	регулаторни
regurgitation	0	0	1	0	0	0	0	0	0	0	регургитација
rehabilitate	0	0	0	0	0	0	1	0	0	0	рехабилитираат
rehabilitation	0	1	0	0	0	0	1	0	0	0	рехабилитација
rehearsal	0	0	0	0	0	0	0	0	0	0	проба
reign	0	0	0	0	0	0	0	0	0	0	владее
reimburse	0	0	0	0	0	0	1	0	0	0	надомести
reimbursement	0	0	0	0	0	0	1	0	0	1	рефундирање
rein	0	0	0	0	0	1	0	0	0	0	заузда
reindeer	0	0	0	0	0	0	0	0	0	0	ирваси
reinforce	0	0	0	0	0	0	0	0	0	0	засили
reinforcement	0	0	0	0	0	0	1	0	0	1	засилување
reinforcements	0	0	0	0	0	0	0	0	0	1	засилувања
reins	0	0	0	0	0	0	0	0	0	0	уздите
reinstall	0	0	0	0	0	0	0	0	0	0	повторно инсталирај
reinstate	0	0	0	0	0	0	1	0	0	0	врати на работа
reinstatement	0	0	0	0	0	0	0	0	0	0	враќање на работа
reinvest	0	0	0	0	0	0	0	0	0	0	реинвестираат
reinvestment	0	0	0	0	0	0	0	0	0	0	реинвестирање
reiterate	0	0	0	0	0	0	0	0	0	0	повтори
reject	1	0	0	1	0	1	0	1	0	0	отфрли
rejected	0	0	0	0	0	1	0	0	0	0	одбиено
rejection	1	0	1	1	0	1	0	1	0	0	одбивање
rejects	1	0	0	1	0	1	0	1	0	0	отфрла
rejoice	0	1	0	0	1	0	1	0	1	1	радувај се
rejoicing	0	1	0	0	1	0	1	0	1	0	радувајќи се
rejoin	0	0	0	0	0	0	0	0	0	0	повторно приклучи се
rejuvenate	0	0	0	0	0	0	1	0	0	0	подмладување
rejuvenated	0	0	0	0	0	0	1	0	0	0	подмладена
rekindle	0	1	0	1	1	1	1	0	1	0	повторно разгори
relapse	0	0	0	1	0	1	0	1	0	0	релапс
relate	0	0	0	0	0	0	0	0	0	0	се однесуваат
related	0	0	0	0	0	0	0	0	0	1	поврзани
relation	0	0	0	0	0	0	0	0	0	0	однос
relationship	0	0	0	0	0	0	0	0	0	0	врска
relative	0	0	0	0	0	0	0	0	0	1	роднина
relativity	0	0	0	0	0	0	0	0	0	0	релативноста
relaxant	0	0	0	0	0	0	0	0	0	0	релаксант
relaxation	0	0	0	0	0	0	1	0	0	0	релаксација
relaxed	0	0	0	0	0	0	0	0	0	0	опуштено
relay	0	0	0	0	0	0	0	0	0	0	реле
release	0	0	0	0	0	0	0	0	0	0	ослободување
released	0	0	0	0	0	0	0	0	0	0	ослободен
relegation	0	0	0	0	0	1	0	0	0	0	испаѓање
relevancy	0	0	0	0	0	0	0	0	0	0	релевантност
relevant	0	0	0	0	0	0	1	0	0	1	релевантни
reliability	0	0	0	0	0	0	1	0	0	1	доверливост
reliable	0	0	0	0	0	0	1	0	0	1	сигурен
reliance	0	0	0	0	0	0	1	0	0	1	потпирање
relic	0	0	0	0	0	0	0	0	0	0	реликвија
relics	0	0	0	0	0	0	0	1	0	0	моштите
relief	0	0	0	0	0	0	1	0	0	0	олеснување
relieving	0	0	0	0	0	0	1	0	0	0	олеснување
religion	0	0	0	0	0	0	0	0	0	1	религијата
religious	0	0	0	0	0	0	0	0	0	0	верски
relinquish	0	0	0	0	0	1	0	0	0	0	отстапи
relish	0	0	0	0	0	0	0	0	0	0	насладување
reluctance	0	0	0	0	0	0	0	0	0	0	неподготвеност
reluctant	0	0	0	1	0	1	0	0	0	0	неволно
remainder	0	0	0	0	0	0	0	0	0	0	остаток
remaining	0	0	0	0	0	0	0	0	0	0	преостанати
remains	0	0	1	1	0	1	1	0	0	1	останува
remake	0	0	0	0	0	0	1	0	0	0	римејк
remand	1	0	0	0	0	1	0	0	0	0	притвор
remark	0	0	0	0	0	0	0	0	0	0	забелешка
remarkable	0	0	0	0	1	0	1	0	1	1	извонреден
remarkably	0	0	0	0	0	0	1	0	0	0	извонредно
remedial	0	0	0	0	0	1	0	0	0	0	поправен
remedy	0	1	0	0	1	0	1	0	0	1	лек
remember	0	0	0	0	0	0	0	0	0	0	запомнете
remembered	0	0	0	0	0	0	0	0	0	0	запаметен
remembering	0	0	0	0	0	0	0	0	0	0	сеќавајќи се
remembrance	0	0	0	0	0	0	0	0	0	0	сеќавање
remind	0	0	0	0	0	0	0	0	0	0	потсети
reminder	0	0	0	0	0	0	0	0	0	0	потсетник
remiss	1	0	1	0	0	1	0	1	0	0	пропушти
remission	0	0	0	0	0	0	1	0	0	0	ремисија
remit	0	0	0	0	0	0	0	0	0	0	препрати
remittance	0	0	0	0	0	0	0	0	0	0	дознака
remnant	0	0	0	0	0	0	0	0	0	0	остаток
remodel	0	0	0	0	0	0	1	0	0	0	преуреди
remorse	0	0	0	0	0	1	0	1	0	0	каење
remote	0	0	0	0	0	0	0	0	0	0	Далечински управувач
remoteness	0	0	0	0	0	0	0	0	0	0	оддалеченост
removal	0	0	0	0	0	1	0	0	0	0	отстранување
remove	1	0	0	1	0	1	0	1	0	0	отстрани
remuneration	0	0	0	0	0	0	0	0	0	0	наградување
renaissance	0	0	0	0	0	0	1	0	0	0	ренесанса
rencontre	0	0	0	0	0	1	0	0	0	0	изнајмување
rend	0	0	0	0	0	1	0	0	0	0	рента
render	0	0	0	0	0	0	1	0	0	0	направи
rendering	0	0	0	0	0	0	0	0	0	0	рендерирање
rendezvous	0	0	0	0	0	0	0	0	0	0	рандеву
rendition	0	0	0	0	0	0	0	0	0	0	изведба
renegade	1	0	0	0	0	1	0	0	0	0	отпадник
renewal	0	0	0	0	0	0	1	0	0	0	обновување
renounce	1	0	0	0	0	1	0	0	0	0	одрекуваат
renovate	0	1	0	0	0	0	1	0	0	0	реновира
renovated	0	0	0	0	0	0	0	0	0	0	реновиран
renovation	0	1	0	0	1	0	1	0	0	0	реновирање
renown	0	0	0	0	0	0	1	0	0	0	реноме
renowned	0	0	0	0	0	0	1	0	0	0	познат
rent	0	0	0	0	0	0	0	0	0	0	изнајмување
rental	0	0	0	0	0	0	0	0	0	0	изнајмување
renter	0	0	0	0	0	0	0	0	0	0	изнајмувач
renunciation	0	0	0	0	0	1	0	0	0	0	одрекување
reorganization	0	0	0	0	0	0	0	0	0	0	реорганизација
reorganize	0	0	0	0	0	0	1	0	0	0	реорганизираат
repair	0	0	0	0	0	0	0	0	0	0	поправка
reparation	0	0	0	0	0	0	1	0	0	1	репарација
repay	1	1	0	0	1	0	1	0	0	1	отплати
repayment	0	0	0	0	0	0	0	0	0	0	отплата
repeal	0	0	0	0	0	0	0	0	0	0	укинување
repeat	0	0	0	0	0	0	0	0	0	0	повторете
repeated	0	0	0	0	0	0	0	0	0	0	повтори
repeatedly	0	0	0	0	0	0	0	0	0	0	постојано
repeater	0	0	0	0	0	0	0	0	0	0	повторувач
repellant	0	0	1	1	0	1	0	0	0	0	отвратителен
repellent	1	0	1	1	0	1	0	0	0	0	отвратителен
repelling	0	0	1	0	0	1	0	0	0	0	одбивајќи
repent	0	0	0	1	0	0	1	0	0	0	покај се
repentance	0	0	0	0	0	0	0	0	0	0	покајанието
repertoire	0	0	0	0	0	0	0	0	0	0	репертоар
repertory	0	0	0	0	0	0	0	0	0	0	репертоар
repetition	0	0	0	0	0	0	0	0	0	0	повторување
replace	0	0	0	0	0	0	0	0	0	0	замени
replacement	0	0	0	0	0	0	0	0	0	0	замена
replenish	0	0	0	0	0	0	1	0	0	0	надополнува
replete	0	0	0	0	0	0	1	0	0	0	преполни
replication	0	0	0	0	0	0	0	0	0	0	репликација
reply	0	0	0	0	0	0	0	0	0	0	одговори
report	0	0	0	0	0	0	0	0	0	0	извештај
reported	0	0	0	0	0	0	0	0	0	0	пријавени
reporter	0	0	0	0	0	0	1	0	0	1	известувач
repose	0	0	0	0	0	0	1	0	0	0	упокојување
reposition	0	0	0	0	0	0	0	0	0	0	репозиционира
repository	0	0	0	0	0	0	0	0	0	0	складиште
representation	0	0	0	0	0	0	0	0	0	0	застапеност
representative	0	0	0	0	0	0	0	0	0	0	претставник
represented	0	0	0	0	0	0	1	0	0	0	застапени
representing	0	1	0	0	0	0	0	0	0	0	претставувајќи
repress	0	0	0	0	0	1	0	1	0	0	потиснуваат
repressed	0	0	0	0	0	0	0	0	0	0	потиснати
repression	0	0	0	1	0	1	0	0	0	0	репресија
reprieve	0	0	0	0	0	0	0	0	0	0	одложување
reprimand	1	0	0	0	0	1	0	0	0	0	опомена
reprint	0	0	0	0	0	1	0	0	0	0	препечатување
reprisal	1	0	0	1	0	1	0	1	0	0	одмазда
reprise	0	0	0	0	0	0	0	0	0	0	реприза
reproach	1	0	1	0	0	1	0	1	0	0	прекор
reproduce	0	0	0	0	0	0	0	0	0	0	репродуцираат
reproduction	0	0	0	0	0	0	0	0	0	0	репродукција
reproductive	0	0	0	0	1	0	1	0	0	0	репродуктивен
reptile	0	0	0	0	0	0	0	0	0	0	рептил
republic	0	0	0	0	0	1	0	0	0	0	република
republican	0	0	0	0	0	0	0	0	0	0	републикански
repudiation	1	0	1	0	0	1	0	0	0	0	отфрлање
repulsion	0	0	1	1	0	1	0	0	0	0	одбивност
repurchase	0	0	0	0	0	0	0	0	0	0	откуп
reputable	0	0	0	0	0	0	1	0	0	1	реномирана
reputation	0	0	0	0	0	0	0	0	0	0	угледот
repute	0	0	0	0	0	0	0	0	0	0	угледот
request	0	0	0	0	0	0	0	0	0	0	барање
requiem	0	0	0	0	0	0	0	1	0	0	реквием
required	0	0	0	0	0	0	0	0	0	0	се бара
requirement	0	0	0	0	0	0	0	0	0	0	барање
requisite	0	0	0	0	0	0	0	0	0	0	задолжителен
requisition	0	0	0	0	0	0	0	0	0	0	реквизиција
rescind	0	0	0	0	0	1	0	0	0	0	поништи
rescission	0	0	0	0	0	1	0	0	0	0	повлекување
rescue	0	1	0	0	1	0	1	0	1	1	спаси
research	0	0	0	0	0	0	0	0	0	0	истражување
resection	0	0	0	1	0	0	0	0	0	0	ресекција
resemblance	0	0	0	0	0	0	0	0	0	0	сличност
resemble	0	0	0	0	0	0	0	0	0	0	наликуваат
resembling	0	0	0	0	0	0	0	0	0	0	наликува
resent	1	0	0	0	0	1	0	0	0	0	негодуваат
resentful	1	0	0	0	0	1	0	0	0	0	огорчен
resentment	1	0	1	0	0	1	0	1	0	0	незадоволство
reservation	0	0	0	0	0	0	0	0	0	0	резервација
reserve	0	0	0	0	0	0	1	0	0	0	резерва
reserved	0	0	0	0	0	0	0	0	0	0	резервирани
reserves	0	0	0	0	0	0	0	0	0	0	резерви
reservoir	0	0	0	0	0	0	0	0	0	0	резервоар
reside	0	0	0	0	0	0	0	0	0	0	престојуваат
residence	0	0	0	0	0	0	0	0	0	0	престојувалиште
residences	0	0	0	0	0	0	0	0	0	0	резиденции
resident	0	0	0	0	0	0	1	0	0	0	жител
residual	0	0	0	0	0	0	0	0	0	0	остаток
residue	0	0	0	0	0	0	0	0	0	0	остаток
resign	1	0	1	1	0	1	0	1	0	0	оставка
resignation	0	0	0	0	0	1	0	1	1	0	оставка
resigned	0	0	0	0	0	1	0	1	0	0	поднесе оставка
resilience	0	0	0	0	0	0	0	0	0	0	отпорност
resilient	0	0	0	0	0	0	1	0	0	0	еластични
resin	0	0	0	0	0	0	0	0	0	0	смола
resist	0	0	0	0	0	1	0	0	0	0	се спротивстави
resistance	1	0	0	0	0	1	0	0	0	0	отпор
resistant	0	0	0	1	0	1	0	0	0	0	отпорни
resisting	1	0	0	1	0	1	0	1	0	0	пружајќи отпор
resistive	0	0	0	0	0	0	1	0	0	0	резистивни
resolute	0	0	0	0	0	0	0	0	0	0	решителен
resolutely	0	0	0	0	0	0	1	0	0	0	одлучно
resolution	0	0	0	0	0	0	0	0	0	0	резолуција
resolve	0	0	0	0	0	0	0	0	0	0	реши
