English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Zulu Word
steamship	0	0	0	0	0	0	0	0	0	0	umkhumbi
steamy	0	0	0	0	0	0	0	0	0	0	umusi
steel	0	0	0	0	0	0	0	0	0	0	insimbi
steep	0	0	0	0	0	0	0	0	0	0	emaweni
steeple	0	0	0	0	0	0	0	0	0	0	ummango
steer	0	0	0	0	0	0	0	0	0	0	qondisa
stellar	0	0	0	0	0	0	1	0	0	0	inkanyezi
stem	0	0	0	0	0	0	0	0	0	0	isiqu
stench	0	0	0	0	0	0	0	0	0	0	ukunuka
stencil	0	0	0	0	0	0	0	0	0	0	i-stencil
step	0	0	0	0	0	0	0	0	0	0	isinyathelo
steppe	0	0	0	0	0	0	0	0	0	0	i-steppe
steps	0	0	0	0	0	0	0	0	0	0	izinyathelo
stereoscopic	0	0	0	0	0	0	0	0	0	0	i-stereoscopic
stereotype	0	0	0	0	0	1	0	0	0	0	stereotype
stereotyped	0	0	0	0	0	1	0	0	0	0	stereotyped
sterile	0	0	0	0	0	1	0	1	0	0	oyinyumba
sterility	0	0	0	0	0	1	0	0	0	0	ubunyumba
sterling	1	1	0	0	1	1	1	0	0	1	sterling
stern	0	0	0	0	0	1	0	0	0	0	lukhuni
stethoscope	0	0	0	0	0	0	0	0	0	0	i-stethoscope
stew	0	0	0	0	0	0	0	0	0	0	isitshulu
steward	0	0	0	0	0	0	1	0	0	1	umphathi
stewardship	0	0	0	0	0	0	0	0	0	0	ubuphathi
stick	0	0	0	0	0	0	0	0	0	0	induku
sticking	0	0	0	0	0	0	0	0	0	0	ukunamathela
sticky	0	0	1	0	0	0	0	0	0	0	okunamathelayo
stiff	0	0	0	0	0	1	0	0	0	0	lukhuni
stiffen	0	0	0	0	0	0	0	0	0	0	qinisa
stiffness	0	0	0	0	0	1	0	0	0	0	ukuqina
stifle	0	0	0	0	0	1	0	0	0	0	cindezela
stifled	1	0	0	1	0	1	0	1	0	0	ikhubaziwe
stifling	0	0	0	0	0	0	0	0	0	0	ukukhubaza
stigma	1	0	1	1	0	1	0	1	0	0	ukucwaswa
stile	0	0	0	0	0	0	0	0	0	0	isitile
stiletto	0	0	0	0	0	0	0	0	0	0	i-stiletto
stillborn	0	0	0	0	0	1	0	1	0	0	ozelwe engasekho
stillness	0	0	0	1	0	0	1	1	0	0	ukuthula
stilts	0	0	0	0	0	0	0	0	0	0	izinti
stimulant	0	0	0	0	0	0	0	0	0	0	isikhuthazi
stimulation	0	0	0	0	0	0	0	0	0	0	ukuvuselela
stimulus	0	0	0	0	0	0	0	0	0	0	isikhuthazo
sting	1	0	0	1	0	1	0	0	0	0	luma
stinging	0	0	0	0	0	1	0	0	0	0	ukuhlaba
stingy	1	0	1	1	0	1	0	1	0	0	oncishanayo
stink	0	0	1	0	0	1	0	0	0	0	ukunuka
stinking	0	0	1	0	0	1	0	0	0	0	ezinukayo
stint	0	0	0	1	0	1	0	1	0	0	isithunzi
stipulate	0	0	0	0	0	0	0	0	0	0	chaza
stipulation	0	0	0	0	0	0	0	0	0	0	umgomo
stir	0	0	0	0	0	0	0	0	0	0	gudluza
stirring	0	0	0	0	0	0	0	0	0	0	ukunyakazisa
stitch	0	0	0	0	0	0	0	0	0	0	mthungo
stock	0	0	0	0	0	0	0	0	0	0	isitoko
stockbroker	0	0	0	0	0	0	0	0	0	0	umthengisi wamasheya
stocking	0	0	0	0	0	0	0	0	0	0	stocking
stocks	0	0	0	0	0	1	0	0	0	0	amasheya
stole	0	0	0	0	0	0	0	0	0	0	weba
stolen	1	0	0	0	0	1	0	0	0	0	eyebiwe
stomach	0	0	1	0	0	0	0	0	0	0	isisu
stone	1	0	0	0	0	1	0	0	0	0	itshe
stoned	0	0	0	0	0	1	0	0	0	0	ikhandwe ngamatshe
stoneware	0	0	0	0	0	0	0	0	0	0	izinto zamatshe
stony	0	0	0	0	0	0	0	0	0	0	enamatshe
stool	0	0	0	0	0	0	0	0	0	0	indle
stools	0	0	1	0	0	1	0	0	0	0	indle
stoop	0	0	0	0	0	0	0	0	0	0	thoba
stop	0	0	0	0	0	0	0	0	0	0	Ima
stoppage	0	0	0	0	0	1	0	0	0	0	ukumisa
stopper	0	0	0	0	0	0	0	0	0	0	isivimbeli
stopping	0	0	0	0	0	0	0	0	0	0	ukuma
stopwatch	0	0	0	0	0	0	0	0	0	0	isitophuwashi
storage	0	0	0	0	0	0	0	0	0	0	isitoreji
store	0	1	0	0	0	0	1	0	0	0	isitolo
storehouse	0	0	0	0	0	0	0	0	0	0	inqolobane
storing	0	0	0	0	0	0	0	0	0	0	ukugcina
storm	1	0	0	0	0	1	0	0	0	0	isiphepho
storming	1	0	0	0	0	0	0	0	0	0	ukuvunguza
stormy	0	0	0	1	0	1	0	0	0	0	kunesiphepho
story	0	0	0	0	0	0	0	0	0	0	indaba
stout	0	0	0	0	0	0	0	0	0	0	qinile
stove	0	0	0	0	0	0	0	0	0	0	isitofu
stow	0	0	0	0	0	0	0	0	0	0	stow
straddle	0	0	0	0	0	0	0	0	0	0	hamba
straighten	0	0	0	0	0	0	0	0	0	0	qondisa
straightforward	0	0	0	0	0	0	1	0	0	1	ngqo
straightway	0	0	0	0	0	0	0	0	0	0	ngokushesha
strained	1	0	0	0	0	1	0	0	0	0	kanzima
strait	0	0	0	0	0	0	0	0	0	0	strait
straits	0	0	0	1	0	1	0	0	0	0	amaqhinga
strand	0	0	0	0	0	0	0	0	0	0	umucu
stranded	0	0	0	0	0	1	0	0	0	0	eboshiwe
stranger	0	0	0	1	0	1	0	0	0	0	isihambi
strangle	1	0	1	1	0	1	0	1	1	0	klinya
strap	0	0	0	0	0	0	0	0	0	0	ibhande
strapping	0	0	0	0	0	0	0	0	0	0	ukubopha
strata	0	0	0	0	0	0	0	0	0	0	izigaba
strategic	0	0	0	0	0	0	1	0	0	0	amasu
strategist	0	1	0	0	0	0	1	0	0	1	usomaqhinga
strategy	0	0	0	0	0	0	0	0	0	0	isu
stratification	0	0	0	0	0	0	0	0	0	0	i-stratification
stratum	0	0	0	0	0	0	0	0	0	0	i-stratum
stratus	0	0	0	0	0	0	0	0	0	0	i-stratus
straw	0	0	0	0	0	0	0	0	0	0	utshani
stray	0	0	0	0	0	1	0	0	0	0	nhlanhlatha
streak	0	0	0	0	0	0	0	0	0	0	streak
streaked	0	0	0	0	0	0	0	0	0	0	ezinemithende
stream	0	0	0	0	0	0	0	0	0	0	ukusakaza
streamer	0	0	0	0	0	0	0	0	0	0	umsakazi
streaming	0	0	0	0	0	0	0	0	0	0	ukusakaza
street	0	0	0	0	0	0	0	0	0	0	umgwaqo
strength	0	0	0	0	0	0	1	0	0	1	amandla
strengthen	0	0	0	0	0	0	1	0	0	0	qinisa
strengthening	0	0	0	0	1	0	1	0	0	1	ukuqinisa
strenuous	0	0	0	0	0	0	0	0	0	0	ekhandlayo
stress	0	0	0	0	0	1	0	0	0	0	ukucindezeleka
stretch	0	0	0	0	0	0	0	0	0	0	ukwelula
stretcher	0	0	0	1	0	0	0	1	0	0	uhlaka
stricken	0	0	0	0	0	0	0	1	0	0	eshayiwe
stride	0	0	0	0	0	0	0	0	0	0	igxathu
strife	1	0	0	0	0	1	0	0	0	0	ingxabano
strike	1	0	0	0	0	1	0	0	0	0	shaya
striking	0	0	0	0	0	0	1	0	0	0	eshayayo
strikingly	0	0	0	0	0	0	1	0	0	0	ngokumangalisayo
string	0	0	0	0	0	0	0	0	0	0	umucu
stringy	0	0	0	0	0	0	0	0	0	0	stringy
strip	0	0	0	0	0	1	0	1	0	0	hlubula
stripe	0	0	0	0	0	1	0	0	0	0	umugqa
stripped	1	1	1	1	0	1	0	1	0	0	khunyuliwe
strive	0	1	0	0	0	0	0	0	0	0	phokophela
strobe	0	0	0	0	0	0	0	0	0	0	strobe
stroke	0	0	0	1	0	1	0	1	0	0	unhlangothi
stroll	0	0	0	0	0	0	0	0	0	0	hamba
stronghold	0	0	0	0	0	0	0	0	0	0	inqaba
strongly	0	0	0	0	0	0	1	0	0	0	ngamandla
structural	0	0	0	0	0	0	0	0	0	1	yesakhiwo
structure	0	0	0	0	0	0	1	0	0	1	isakhiwo
struggle	1	0	0	1	0	1	0	1	0	0	umzabalazo
strut	0	0	0	0	0	1	0	0	0	0	strut
stubble	0	0	0	0	0	0	0	0	0	0	izinhlanga
stubbornness	0	0	0	0	0	0	0	0	0	0	inkani
stubby	0	0	0	0	0	0	0	0	0	0	lukhuni
stucco	0	0	0	0	0	0	0	0	0	0	i-stucco
stuck	0	0	0	0	0	0	0	0	0	0	wanamathela
stud	0	0	0	0	0	0	1	0	0	0	stud
studded	0	0	0	0	0	0	0	0	0	0	igcwele
student	0	0	0	0	0	0	0	0	0	0	umfundi
studied	0	0	0	0	0	0	0	0	0	0	wafunda
studio	0	0	0	0	0	0	0	0	0	0	isitudiyo
study	0	0	0	0	0	0	1	0	0	0	funda
stuff	0	0	0	0	0	0	0	0	0	0	izinto
stuffing	0	0	0	0	0	0	0	0	0	0	ukugxusha
stuffy	0	0	0	0	0	1	0	0	0	0	igcwele
stumble	0	0	0	0	0	1	0	0	0	0	khubeka
stump	0	0	0	0	0	0	0	0	0	0	isiphunzi
stunned	0	0	0	1	0	1	0	0	1	0	emangele
stunt	0	0	0	0	0	0	0	0	0	0	ukuganga
stunted	0	0	0	0	0	1	0	0	0	0	imile
stupendous	0	0	0	0	0	0	0	0	0	0	emangalisayo
stupid	0	0	0	0	0	1	0	0	0	0	isiphukuphuku
stupidity	0	0	0	0	0	1	0	0	0	0	ubulima
stupor	0	0	0	0	0	1	0	0	0	0	isithukuthezi
sturdy	0	0	0	0	0	0	1	0	0	0	iqinile
sturgeon	0	0	0	0	0	0	0	0	0	0	i-sturgeon
stutter	0	0	0	0	0	0	0	0	0	0	ukungingiza
sty	0	0	1	0	0	1	0	0	0	0	sty
style	0	0	0	0	0	0	0	0	0	0	isitayela
stylish	0	0	0	0	0	0	0	0	0	0	isitayela
subatomic	0	0	0	0	0	0	0	0	0	0	i-subatomic
subcommittee	0	0	0	0	0	0	0	0	0	0	ikomidi elincane
subconscious	0	0	0	0	0	0	0	0	0	0	ukungazi lutho
subcutaneous	0	0	0	0	0	0	0	0	0	0	ngaphansi kwesikhumba
subdivide	0	0	0	0	0	0	0	0	0	0	hlukanisa
subdivision	0	0	0	0	0	0	0	0	0	0	ukuhlukaniswa iziqephu
subduction	0	0	0	0	0	0	0	0	0	0	ukwehliswa
subdue	0	0	0	0	0	1	0	0	0	0	thoba
subdued	0	0	0	0	0	0	0	0	0	0	kwehlisiwe
subito	0	0	0	0	0	0	0	0	1	0	subito
subject	0	0	0	0	0	1	0	0	0	0	isihloko
subjected	0	0	0	0	0	1	0	1	0	0	ngaphansi
subjection	0	0	0	0	0	1	0	0	0	0	ukuzithoba
subjective	0	0	0	0	0	0	0	0	0	0	subjective
subjugation	1	0	1	1	0	1	0	1	0	0	ukuzithoba
sublimation	0	0	0	0	1	0	1	0	0	0	i-sublimation
subliminal	0	0	0	0	0	0	0	0	0	0	i-subliminal
submarine	0	0	0	0	0	0	0	0	0	0	umkhumbi-ngwenya
submerged	0	0	0	0	0	0	0	0	0	0	icwile emanzini
submersible	0	0	0	0	0	0	0	0	0	0	submersible
submission	0	0	0	0	0	0	0	0	0	0	ukuzithoba
submit	0	1	0	0	0	0	0	0	0	0	hambisa
subordinate	0	0	0	1	0	1	0	0	0	0	ngaphansi
subordination	0	0	0	0	0	0	0	0	0	0	ukuzithoba
subplot	0	0	0	0	0	0	0	0	0	0	ingxenye
subpoena	0	0	0	0	0	1	0	0	0	0	ukubizelwa
subscribe	0	1	0	0	0	0	0	0	0	0	bhalisa
subscription	0	0	0	0	0	0	0	0	0	0	ukubhalisa
subsequence	0	0	0	0	0	0	0	0	0	0	okulandelayo
subsequent	0	0	0	0	0	0	0	0	0	0	okulandelayo
subsequently	0	0	0	0	0	0	0	0	0	0	kamuva
subset	0	0	0	0	0	0	0	0	0	0	isethi engaphansi
subside	0	0	0	0	0	0	0	0	0	0	yancipha
subsidence	0	0	0	0	0	1	0	1	0	0	ukuncipha
subsidiary	0	0	0	0	0	0	0	0	0	0	inkampani engaphansi
subsidize	0	0	0	0	0	0	0	0	0	0	xhasa
subsidy	1	0	1	0	0	1	0	0	0	0	uxhaso
subsist	0	0	0	0	0	1	0	0	0	0	phila
subsistence	0	0	0	0	0	0	0	0	0	0	ukuziphilisa
subsoil	0	0	0	0	0	0	0	0	0	0	umhlabathi ongaphansi
substance	0	0	0	0	0	0	1	0	0	0	into
substantially	0	0	0	0	0	0	0	0	0	0	kakhulu
substantiate	0	0	0	0	0	0	0	0	0	1	fakazela
substantive	0	0	0	0	0	0	1	0	0	0	okuphathekayo
substitute	0	0	0	0	0	0	0	0	0	0	esikhundleni
substituted	0	0	0	0	0	0	0	0	0	0	esikhundleni
substitution	0	0	0	0	0	0	0	0	0	0	esikhundleni
substructure	0	0	0	0	0	0	0	0	0	0	isakhiwo esingaphansi
subterranean	0	0	0	0	0	0	0	0	0	0	ngaphansi komhlaba
subtle	0	0	0	0	0	0	0	0	0	0	ezicashile
subtlety	0	0	0	0	0	0	0	0	0	0	ubuqili
subtract	0	0	0	0	0	1	0	0	0	0	khipha
subtraction	0	0	0	0	0	0	0	0	0	0	ukususa
subtype	0	0	0	0	0	0	0	0	0	0	uhlobo oluncane
suburb	0	0	0	0	0	0	0	0	0	0	indawo engaphansi kwedolobha
suburban	0	0	0	0	0	0	0	0	0	0	idolobha
suburbs	0	0	0	0	0	0	0	0	0	0	amadolobha
subversion	1	0	0	1	0	1	0	0	0	0	ukuketula
subversive	1	0	0	0	0	1	0	0	1	0	ovukela umbuso
subvert	0	0	1	1	0	1	0	1	0	0	chitha
subway	0	0	0	0	0	0	0	0	0	0	umzila ongaphansi komhlaba
succeed	0	1	0	0	1	0	1	0	1	1	phumelela
succeeding	0	1	0	0	1	0	1	0	0	1	bayaphumelela
success	0	1	0	0	1	0	1	0	0	0	impumelelo
successful	0	1	0	0	1	0	1	0	0	1	ngempumelelo
succession	0	0	0	0	0	0	0	0	0	0	ukulandelana
successive	0	0	0	0	0	0	0	0	0	0	ngokulandelana
successor	0	0	0	0	0	0	0	0	0	0	owalandela
succinct	0	0	0	0	0	0	1	0	0	0	kafushane
succulent	0	0	0	0	0	1	1	0	0	0	okumnandi
succumb	0	0	0	0	0	1	0	0	0	0	nqotshwa
suck	0	0	0	0	0	1	0	0	0	0	ncela
sucker	1	0	0	0	0	1	0	0	0	0	umncela
sucking	0	0	0	0	0	0	0	0	0	0	ukuncela
suckling	0	0	0	0	0	0	0	0	0	0	abancela
suction	0	0	0	0	0	0	0	0	0	0	ukuncela
sudden	0	0	0	0	0	0	0	0	1	0	ngokuzumayo
suddenly	0	0	0	0	0	0	0	0	1	0	kungazelelwe
sue	1	0	0	0	0	1	0	1	0	0	icala
suffer	0	0	0	0	0	1	0	0	0	0	hlupheka
sufferer	0	0	0	1	0	1	0	1	0	0	ogulayo
suffering	0	0	1	1	0	1	0	1	0	0	ukuhlupheka
suffice	0	0	0	0	0	0	0	0	0	0	kwanele
sufficiency	0	0	0	0	0	0	1	0	0	0	ukwanela
sufficient	0	0	0	0	0	0	0	0	0	0	ezanele
sufficiently	0	0	0	0	0	0	0	0	0	0	ngokwanele
suffix	0	0	0	0	0	0	0	0	0	0	isijobelelo
suffocating	0	0	1	1	0	1	0	1	0	0	ukuminyanisa
suffocation	1	0	0	1	0	1	0	0	0	0	ukufuthelana
sugar	0	0	0	0	0	0	1	0	0	0	ushukela
suggest	0	0	0	0	0	0	0	0	0	1	phakamisa
suggestion	0	0	0	0	0	0	0	0	0	0	isiphakamiso
suggestive	0	0	0	0	0	0	0	0	0	0	okusikiselayo
suicidal	1	0	1	1	0	1	0	1	0	0	zokuzibulala
suicide	1	0	0	1	0	1	0	1	0	0	ukuzibulala
suit	0	0	0	0	0	0	0	0	0	0	isudi
suitable	0	0	0	0	0	0	1	0	0	0	ezifanele
suite	0	0	0	0	0	0	0	0	0	0	suite
suitor	0	0	0	0	0	0	0	0	0	0	umkhongi
sullen	1	0	0	0	0	1	0	1	0	0	edangele
sulphur	0	0	0	0	0	0	0	0	0	0	isibabule
sultan	0	0	0	1	0	0	0	0	0	0	sultan
sultry	0	0	0	0	0	0	1	0	0	0	sultry
sum	0	0	0	0	0	0	0	0	0	0	isamba
summarily	0	0	0	0	0	0	0	0	0	0	ngokufingqiwe
summarize	0	0	0	0	0	0	0	0	0	0	finyeza
summary	0	0	0	0	0	0	0	0	0	0	isifinyezo
summation	0	0	0	0	0	0	0	0	0	0	ukufinyezwa
summer	0	0	0	0	0	0	0	0	0	0	ihlobo
summit	0	0	0	0	0	0	0	0	0	0	isiqongo
summon	0	0	0	0	0	0	0	0	0	0	biza
summons	0	0	0	0	0	1	0	0	0	0	amasamanisi
sumo	0	0	0	0	0	0	0	0	0	0	sumo
sump	0	0	1	0	0	0	0	0	0	0	sump
sumptuous	0	0	0	0	0	0	0	0	0	0	zikanokusho
sun	0	1	0	0	1	0	1	0	1	1	ilanga
sunbeam	0	0	0	0	0	0	0	0	0	0	ukukhanya kwelanga
sundial	0	1	0	0	0	0	0	0	0	1	sundial
sundown	0	0	0	0	0	0	0	0	0	0	ukushona kwelanga
sundry	0	0	0	0	0	0	0	0	0	0	nokunye
sunglass	0	0	0	0	0	0	0	0	0	0	ingilazi yelanga
sunglasses	0	0	0	0	0	0	0	0	0	0	izibuko zelanga
sunk	0	0	1	1	0	1	0	1	0	0	wacwila
sunless	0	0	0	0	0	0	0	0	0	0	ngaphandle kwelanga
sunlight	0	0	0	0	0	0	0	0	0	0	ukukhanya kwelanga
sunny	0	1	0	0	1	0	1	0	1	0	libalele
sunrise	0	0	0	0	0	0	0	0	0	0	ukuphuma kwelanga
sunset	0	1	0	0	0	0	1	0	0	0	ukushona kwelanga
sunshine	0	0	0	0	1	0	1	0	0	0	ukukhanya kwelanga
superannuation	0	0	0	0	0	0	0	0	0	0	imali yempesheni
superb	0	0	0	0	0	0	1	0	0	0	kuhle kakhulu
superficial	0	0	0	0	0	1	0	0	0	0	okukha phezulu
superfluous	0	0	0	0	0	1	0	0	0	0	okungadingekile
superhuman	0	0	0	0	0	0	1	0	0	0	amandla angaphezu kwawomuntu
superimposed	0	0	0	0	0	0	0	0	0	0	okubekwe phezulu
superintendent	0	0	0	0	0	0	0	0	0	0	unsumpa
superior	0	0	0	0	0	0	1	0	0	0	eliphezulu
superiority	0	0	0	0	0	0	1	0	0	0	ukuphakama
superlative	0	0	0	0	0	0	0	0	0	0	eliphezulu kakhulu
superman	0	0	0	0	1	0	1	0	0	1	superman
supermarket	0	0	0	0	0	0	0	0	0	0	Isuphamakethe
supernatant	0	0	0	0	0	0	0	0	0	0	amandla angaphezu kwavamile
supernatural	0	0	0	0	0	0	0	0	0	0	okungaphezu kwemvelo
superposition	0	0	0	0	0	0	0	0	0	0	isikhundla esiphezulu
supersede	0	0	0	0	0	0	0	0	0	0	esikhundleni
superstar	0	0	0	0	1	0	1	0	0	1	inkanyezi
superstition	0	0	0	1	0	1	1	0	0	0	inkolelo-ze
superstitious	0	1	0	1	0	1	0	0	0	0	ekholelwa ezeni
supervise	0	0	0	0	0	0	0	0	0	0	qondisa
supervision	0	0	0	0	0	0	0	0	0	0	ukugadwa
supervisor	0	0	0	0	0	0	0	0	0	0	umphathi
supper	0	0	0	0	0	0	0	0	0	0	isidlo sakusihlwa
supplant	0	0	0	0	0	0	0	0	0	0	esikhundleni
supple	0	0	0	0	0	0	0	0	0	0	thambile
supplement	0	0	0	0	0	0	0	0	0	0	engeza
supplemental	0	0	0	0	0	0	0	0	0	0	okungezelela
supplementary	0	0	0	0	0	0	0	0	0	0	okungezelela
supplication	0	0	0	0	0	0	1	0	0	1	ukunxusa
supplies	0	0	0	0	0	0	1	0	0	0	izimpahla
supply	0	0	0	0	0	0	1	0	0	0	hlinzeka
supported	0	0	0	0	0	0	1	0	0	0	isekelwe
supporter	0	0	0	0	1	0	1	0	0	1	umsekeli
supporters	0	0	0	0	0	0	0	0	0	0	abalandeli
supporting	0	0	0	0	0	0	1	0	0	1	ukusekela
suppose	0	0	0	0	0	0	0	0	0	0	ake sithi
supposing	0	0	0	0	0	0	0	0	0	0	ecabanga
supposition	0	0	0	0	0	0	0	0	0	0	ukusikisela
suppress	1	0	0	1	0	1	0	1	0	0	cindezela
suppression	1	0	1	1	0	1	0	0	0	0	ukucindezelwa
supremacy	1	1	0	1	1	1	1	0	1	1	ubukhulu
supreme	0	0	0	0	0	0	1	0	0	0	eliphakeme
supremely	0	0	0	0	0	0	1	0	0	0	ngokuphakeme
surcharge	1	0	0	0	0	1	0	0	0	0	inhlawulo eyengeziwe
surety	0	0	0	0	0	0	1	0	0	1	isiqiniseko
surf	0	0	0	0	0	0	0	0	0	0	ukuntweza
surface	0	0	0	0	0	0	0	0	0	0	phezulu
surge	0	0	0	0	0	0	0	0	1	0	ukuqubuka
surgeon	0	0	0	0	0	0	0	0	0	0	udokotela ohlinzayo
surgery	0	0	0	1	0	0	0	1	0	0	ukuhlinzwa
surly	1	0	1	0	0	1	0	0	0	0	i-surly
surmise	0	0	0	0	0	0	1	0	0	0	cabanga
surname	0	0	0	0	0	0	0	0	0	0	isibongo
surpassing	0	0	0	0	0	0	1	0	0	0	edlulayo
surplus	0	0	0	0	0	0	0	0	0	0	insalela
surprise	0	0	0	1	1	0	1	0	1	0	ukumangala
surprised	0	0	0	0	0	0	0	0	1	0	emangele
surprising	0	0	0	0	0	0	0	0	1	0	emangazayo
surprisingly	0	1	0	0	0	0	0	0	1	0	ngokumangalisayo
surrender	0	0	0	1	0	1	0	1	0	0	nikela
surrendering	0	0	0	0	0	1	0	1	0	0	ukuzinikela
surrogate	0	0	0	0	0	0	0	0	0	1	omunye umuntu
surround	0	1	0	0	0	1	1	0	0	0	zungeza
surrounding	0	0	0	0	0	0	0	0	0	0	ezizungezile
surroundings	0	0	0	0	0	0	0	0	0	0	ezizungezile
surveillance	0	0	0	1	0	0	0	0	0	0	ukugadwa
survey	0	0	0	0	0	0	0	0	0	0	inhlolovo
surveying	0	0	0	0	0	0	1	0	0	0	ukuhlola
surveyor	0	0	0	0	0	0	0	0	0	0	umhloli
survival	0	0	0	0	0	0	0	0	0	0	ukusinda
survive	0	0	0	0	0	0	1	0	0	0	sinda
surviving	0	0	0	0	0	0	0	0	0	0	esindile
susceptibility	0	0	0	0	0	0	0	0	0	0	ukuba sengozini
susceptible	0	0	0	0	0	1	0	0	0	0	sengozini
suspect	0	0	0	1	0	1	0	0	0	0	umsolwa
suspected	0	0	0	0	0	0	0	0	0	0	kusolwa
suspend	0	0	0	0	0	0	0	0	0	0	misa okwesikhashana
suspended	0	0	0	0	0	0	0	0	0	0	imisiwe
suspenders	0	0	0	0	0	0	0	0	0	0	ama-suspenders
suspense	0	1	0	1	0	0	0	0	1	0	ukungabaza
suspension	0	0	0	1	0	1	0	0	0	0	ukumiswa
suspicion	0	0	0	1	0	1	0	0	0	0	ukusola
suspicions	0	0	0	0	0	0	0	0	0	0	izinsolo
suspicious	1	1	0	0	0	1	0	0	0	0	okusolisayo
sustained	0	0	0	0	0	0	0	0	0	0	isekelwe
sustenance	0	0	0	0	0	0	0	0	0	0	okokuziphilisa
suture	0	0	0	0	0	0	0	0	0	0	umthungo
swab	0	0	0	0	0	1	0	0	0	0	swab
swag	0	0	0	0	0	0	0	0	0	0	i-swag
swagger	0	0	0	0	0	0	0	0	0	0	i-swagger
swallow	0	0	0	0	0	0	0	0	0	0	gwinya
swamp	0	0	1	1	0	1	0	0	0	0	ixhaphozi
swamped	0	0	0	0	0	0	0	0	0	0	ixhaphozi
swampy	0	0	1	1	0	1	0	0	0	0	ixhaphozi
swan	0	0	0	0	0	0	0	0	0	0	idada
swap	0	0	0	0	0	0	0	0	0	0	shintsha
swarm	0	0	1	0	0	0	0	0	0	0	uswebezane
swarming	0	0	0	0	0	0	0	0	0	0	enyakazayo
swastika	1	0	0	1	0	1	0	0	0	0	i-swastika
sway	0	0	0	0	0	0	0	0	0	0	nyakaza
swear	0	0	0	0	0	0	1	0	0	1	inhlamba
swearing	0	0	0	0	0	0	0	0	0	0	inhlamba
sweat	0	0	0	1	0	0	0	0	0	0	umjuluko
sweater	0	0	0	0	0	0	0	0	0	0	ijezi
sweating	0	0	0	0	0	0	0	0	0	0	ukujuluka
sweep	0	0	0	0	0	0	0	0	0	0	shanela
sweeping	0	0	0	0	0	0	0	0	0	0	eshanela
sweet	0	1	0	0	1	0	1	0	1	1	emnandi
sweeten	0	0	0	0	0	0	0	0	0	0	mnandi
sweetened	0	0	0	0	0	0	0	0	0	0	kumnandi
sweetener	0	0	0	0	0	0	0	0	0	0	i-sweetener
sweetheart	0	1	0	0	1	0	1	1	0	1	isithandwa
sweetie	0	0	0	0	0	0	1	0	0	0	umnandi
sweetness	0	0	0	0	0	0	1	0	0	0	ubumnandi
sweets	0	1	0	0	1	0	1	0	0	0	amaswidi
swell	0	0	0	0	0	0	0	0	0	0	khukhumala
swelling	0	0	0	1	0	1	0	0	0	0	ukuvuvukala
sweltering	0	0	0	0	0	0	0	0	0	0	ukujuluka
swerve	0	0	0	1	0	0	0	0	1	0	phambuka
swift	0	0	0	0	0	0	1	0	0	0	ngokushesha
swiftly	0	0	0	0	0	0	0	0	0	0	ngokushesha
swig	0	0	1	0	0	1	0	0	0	0	shwiba
swim	0	1	0	1	1	0	1	0	0	0	bhukuda
swimming	0	0	0	0	0	0	0	0	0	0	ukubhukuda
swine	0	0	1	0	0	1	0	0	0	0	izingulube
swing	0	0	0	0	0	0	0	0	0	0	shwiba
swinging	0	0	0	0	0	0	0	0	0	0	ukushwiba
swish	0	0	0	0	0	0	0	0	0	0	swish
switch	0	0	0	0	0	0	0	0	0	0	shintsha
swivel	0	0	0	0	0	0	0	0	0	0	swivel
swollen	0	0	0	0	0	1	0	0	0	0	avuvukele
swoon	0	0	0	0	0	0	0	0	0	0	waquleka
swoop	0	0	0	0	0	0	0	0	0	0	gxuma
sword	0	0	0	0	0	0	0	0	0	0	inkemba
syllable	0	0	0	0	0	0	0	0	0	0	uhlamvu lwezinhlamvu
syllabus	0	0	0	0	0	0	0	0	0	0	isilabhasi
symbol	0	0	0	0	0	0	0	0	0	0	uphawu
symbolic	0	0	0	0	0	0	1	0	0	0	okungokomfanekiso
symbolically	0	0	0	0	0	0	0	0	0	0	ngokomfanekiso
symbolism	0	0	0	0	0	0	0	0	0	0	uphawu
symbolize	0	0	0	0	0	0	0	0	0	0	zifanekisela
symmetric	0	0	0	0	0	0	0	0	0	0	symmetric
symmetrical	0	0	0	0	0	0	1	0	0	0	i-symmetrical
symmetry	0	0	0	0	1	0	1	0	0	1	i-symmetry
sympathetic	0	0	0	1	1	0	1	1	0	1	onozwela
sympathize	0	0	0	0	0	0	0	1	0	0	hawukela
sympathy	0	0	0	0	0	0	1	1	0	0	uzwelo
symphony	0	1	0	0	1	0	1	0	0	0	i-symphony
symptom	0	0	0	0	0	1	0	0	0	0	uphawu
symptomatic	0	0	0	0	0	0	0	0	0	0	uphawu
synagogue	0	0	0	0	0	0	0	0	0	0	isinagoge
synchronize	0	1	0	0	1	0	1	0	1	1	vumelanisa
synchronous	0	0	0	0	0	0	0	0	0	0	ehambisanayo
syncope	0	0	0	1	0	1	0	1	1	0	i-syncope
syndicate	0	0	0	0	0	0	0	0	0	0	inhlangano
synergistic	0	0	0	0	0	0	1	0	0	1	i-synergistic
synergy	0	0	0	0	0	0	0	0	0	0	synergy
synod	0	0	0	0	0	0	1	0	0	1	sinodi
synonym	0	0	0	0	0	0	0	0	0	0	igama elifanayo
