English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Indonesian Word
proprietor	0	0	0	0	0	0	0	0	0	0	pemilik
proprietorship	0	0	0	0	0	0	0	0	0	0	milik
propriety	0	0	0	0	0	0	0	0	0	0	kesopanan
propulsion	0	0	0	0	0	0	0	0	0	0	tenaga penggerak
prose	0	0	0	0	0	0	0	0	0	0	prosa
prosecute	1	0	0	1	0	1	0	1	0	0	menuntut
prosecution	0	0	1	0	0	1	0	0	0	0	penuntutan
prosecutor	0	0	0	0	0	0	0	0	0	0	jaksa
prospect	0	0	0	0	0	0	1	0	0	0	prospek
prospective	0	0	0	0	0	0	0	0	0	0	prospektif
prospectively	0	1	0	0	0	0	0	0	0	0	secara prospektif
prospectus	0	0	0	0	0	0	0	0	0	0	prospektus
prosper	0	1	0	0	1	0	1	0	0	0	makmur
prosperity	0	0	0	0	0	0	1	0	0	0	kemakmuran
prosperous	0	0	0	0	1	0	1	0	0	0	makmur
prostitute	0	0	1	0	0	1	0	0	0	0	pelacur
prostitution	0	0	1	0	0	1	0	1	0	0	pelacuran
prostrate	0	0	0	0	0	0	0	0	0	0	bersujud
protagonist	0	0	0	0	0	0	0	0	0	0	tokoh utama
protect	0	0	0	0	0	0	1	0	0	0	melindungi
protected	0	0	0	0	0	0	0	0	0	1	terlindung
protecting	0	0	0	0	0	0	1	0	0	1	melindungi
protection	0	0	0	0	0	0	0	0	0	0	perlindungan
protective	0	0	0	0	0	0	1	0	0	0	pelindung
protector	0	0	0	0	0	0	1	0	0	1	pelindung
protein	0	0	0	0	0	0	0	0	0	0	protein
protest	0	0	0	0	0	0	0	0	0	0	protes
protocol	0	0	0	0	0	0	0	0	0	0	protokol
prototype	0	0	0	0	0	0	0	0	0	0	prototipe
protozoa	0	0	0	0	0	0	0	0	0	0	protozoa
protracted	0	0	0	0	0	0	0	0	0	0	larut
protrude	0	0	0	0	0	0	0	0	0	0	menonjol
protrusion	0	0	0	0	0	0	0	0	0	0	tonjolan
proud	0	1	0	0	1	0	1	0	0	1	bangga
prove	0	0	0	0	0	0	1	0	0	0	membuktikan
proven	0	0	0	0	0	0	0	0	0	1	terbukti
proverb	0	0	0	0	0	0	0	0	0	0	pepatah
proverbial	0	0	0	0	0	0	1	0	0	0	terkenal
provide	0	0	0	0	0	0	1	0	0	1	menyediakan
provided	0	0	0	0	0	0	0	0	0	0	asalkan
providence	0	0	0	0	0	0	0	0	0	0	penyediaan
providing	0	1	0	0	1	0	1	0	0	1	menyediakan
province	0	0	0	0	0	0	0	0	0	0	propinsi
provincial	0	0	0	0	0	0	0	0	0	0	provinsi
provision	0	0	0	0	0	0	0	0	0	0	persediaan
provisionally	0	0	0	0	0	0	0	0	0	0	untuk sementara waktu
provisions	0	0	0	0	0	0	0	0	0	0	ketentuan
proviso	0	0	0	0	0	0	0	0	0	1	syarat
provocation	1	0	0	0	0	1	0	0	0	0	provokasi
provocative	0	0	0	0	0	0	0	0	0	0	provokatif
provoking	1	0	1	0	0	1	0	0	0	0	memprovokasi
provost	0	0	0	0	0	0	0	0	0	0	rektor
prowess	0	0	0	0	0	0	0	0	0	0	kecakapan
prowl	0	0	0	1	0	0	0	0	1	0	berkeliaran mencari mangsa
proximal	0	0	0	0	0	0	0	0	0	0	proksimal
proximate	0	0	0	0	0	0	0	0	0	0	terdekat
proximity	0	0	0	0	0	0	0	0	0	0	kedekatan
proxy	0	0	0	0	0	0	0	0	0	1	proxy
prudence	0	0	0	0	0	0	1	0	0	0	kebijaksanaan
prudent	0	0	0	0	0	0	1	0	0	1	bijaksana
prune	0	0	0	0	0	0	0	0	0	0	memangkas
pry	1	1	0	0	0	1	0	0	0	1	membongkar
prying	0	0	0	0	0	1	0	0	0	0	mencongkel
psalm	0	0	0	0	0	0	1	0	0	0	mazmur
pseudo	0	0	0	0	0	0	0	0	0	0	semu
pseudonym	0	0	0	0	0	0	0	0	0	0	nama samaran
psyche	0	0	0	0	0	0	0	0	0	0	jiwa
psychical	0	0	0	0	0	0	0	0	0	0	psikis
psychics	0	0	0	0	0	0	0	0	0	0	psikologi
psychological	0	0	0	0	0	0	0	0	0	0	psikologis
psychologist	0	0	0	0	0	0	0	0	0	0	psikolog
psychology	0	0	0	0	0	0	0	0	0	0	psikologi
psychosis	1	0	0	1	0	1	0	1	0	0	psikosis
pub	0	0	0	0	0	0	0	0	0	0	pub
puberty	0	0	0	0	0	0	0	0	0	0	masa pubertas
pubescent	0	0	0	0	0	0	0	0	0	0	puber
public	0	1	0	0	0	0	1	0	0	0	publik
publication	0	0	0	0	0	0	0	0	0	0	publikasi
publicist	0	0	0	0	0	1	0	0	0	0	wartawan
publicity	0	0	0	0	0	0	0	0	0	0	publisitas
publicly	0	0	0	0	0	0	0	0	0	0	di depan umum
publish	0	0	0	0	0	0	0	0	0	0	menerbitkan
published	0	0	0	0	0	0	0	0	0	0	diterbitkan
publisher	0	0	0	0	0	0	0	0	0	0	penerbit
pudding	0	0	0	0	0	0	0	0	0	0	puding
puddle	0	0	0	0	0	0	0	0	0	0	genangan air
puff	0	0	0	0	0	0	0	0	0	0	engah
puffy	0	0	0	0	0	1	0	0	0	0	bengkak
pug	0	0	0	0	0	0	0	0	0	0	pesek
puke	0	0	1	0	0	0	0	0	0	0	muntah
pull	0	0	0	0	0	0	1	0	0	0	menarik
pulley	0	0	0	0	0	0	0	0	0	0	katrol
pullover	0	0	0	0	0	0	0	0	0	0	menarik
pulmonary	0	0	0	0	0	0	0	0	0	0	paru-paru
pulp	0	0	0	0	0	0	0	0	0	0	bubur
pulpit	0	0	0	0	0	0	1	0	0	0	mimbar
pulsation	0	0	0	0	0	0	0	0	0	0	denyut
pulse	0	0	0	0	0	0	0	0	0	0	detak
puma	0	0	0	1	0	0	0	0	1	0	puma
pump	0	0	0	0	0	0	0	0	0	0	pompa
pun	0	0	0	0	0	0	0	0	0	0	permainan kata-kata
punch	1	0	0	1	0	1	0	1	1	0	memukul
punctual	0	1	0	0	0	0	1	0	0	1	tepat waktu
punctuality	0	0	0	0	0	0	1	0	0	0	ketepatan waktu
punctually	0	0	0	0	0	0	0	0	0	0	tepat waktu
punctuation	0	0	0	0	0	0	0	0	0	0	tanda baca
puncture	0	0	0	0	0	0	0	0	0	0	tusukan
pundit	0	0	0	0	0	0	0	0	0	0	cendekiawan
pungent	0	0	1	0	0	1	0	0	0	0	tajam
punish	0	0	0	1	0	1	0	0	0	0	menghukum
punished	1	1	1	1	0	1	0	1	0	0	dihukum
punishing	1	0	0	1	0	1	0	1	0	0	menghukum
punishment	1	0	1	1	0	1	0	0	0	0	hukuman
punitive	1	0	0	1	0	1	0	1	0	0	hukuman
punk	0	0	0	0	0	0	0	0	0	0	punk
punt	0	1	0	0	0	0	0	0	0	0	menyepak bola
puny	0	0	0	0	0	0	0	0	0	0	lemah
pup	0	0	0	0	0	0	0	0	0	0	anak anjing
pupil	0	0	0	0	0	0	0	0	0	0	murid
puppet	0	0	0	0	0	0	0	0	0	0	wayang
puppy	0	1	0	0	0	0	1	0	0	1	anak anjing
purchase	0	0	0	0	0	0	0	0	0	0	pembelian
purchaser	0	0	0	0	0	0	0	0	0	0	pembeli
purchasing	0	0	0	0	0	0	0	0	0	0	pembelian
puree	0	0	0	0	0	0	0	0	0	0	bubur
purely	0	0	0	0	0	0	1	0	0	1	murni
purgatory	0	0	1	1	0	1	0	0	0	0	api penyucian
purge	0	0	0	1	0	1	0	0	0	0	membersihkan
purification	0	0	0	0	0	0	1	0	0	1	pemurnian
purify	0	0	0	0	1	0	1	0	0	1	memurnikan
purist	0	0	0	0	0	0	1	0	0	0	murni
purity	0	0	0	0	0	0	1	0	1	0	kemurnian
purple	0	0	0	0	0	0	0	0	0	0	ungu
purport	0	0	0	0	0	0	0	0	0	0	mengaku
purpose	0	0	0	0	0	0	0	0	0	0	tujuan
purposely	0	0	0	0	0	0	0	0	0	0	dengan sengaja
purr	0	0	0	0	1	0	1	0	0	1	dengung
purse	0	0	0	0	0	0	0	0	0	0	tas kecil
pursuance	0	0	0	0	0	0	0	0	0	0	hal melakukan
pursuing	0	0	0	0	0	0	0	0	0	0	mengejar
pursuit	0	0	0	0	0	0	0	0	0	0	pengejaran
purveyor	0	0	0	0	0	0	0	0	0	0	penyetor
purview	0	0	0	0	0	0	0	0	0	0	bidang
pus	0	0	1	0	0	1	0	0	0	0	nanah
push	0	0	0	0	0	0	0	0	0	0	dorongan
pushing	0	0	0	0	0	0	0	0	0	0	mendorong
puss	0	0	0	0	0	0	0	0	0	0	kucing
pussy	0	0	0	0	0	0	0	0	0	0	cat
pussycat	0	0	0	0	0	0	0	0	0	0	kucing
put	0	0	0	0	0	0	0	0	0	0	taruh
putative	0	0	0	0	0	0	0	0	0	1	diduga
puts	0	0	0	0	0	0	0	0	0	0	menempatkan
putty	0	0	0	0	0	0	0	0	0	0	dempul
puzzled	0	0	0	0	0	0	0	0	0	0	bingung
puzzling	0	0	0	0	0	0	0	0	0	0	membingungkan
pygmy	0	0	0	0	0	0	0	0	0	0	kerdil
pyramid	0	0	0	0	0	0	0	0	0	0	piramida
pyramidal	0	0	0	0	0	0	0	0	0	0	berbentuk piramide
pyrotechnics	0	0	0	0	0	0	0	0	0	0	kembang api
quack	0	0	1	0	0	1	0	0	0	0	dukun
quad	0	0	0	0	0	0	0	0	0	0	segi empat
quadrangle	0	0	0	0	0	0	0	0	0	0	segi empat
quadrant	0	0	0	0	0	0	0	0	0	0	kuadran
quadratic	0	0	0	0	0	0	0	0	0	0	kuadrat
quadrature	0	0	0	0	0	0	0	0	0	0	kuadratur
quadruple	0	0	0	0	0	0	0	0	0	0	melipatempatkan
quadrupole	0	0	0	0	0	0	0	0	0	0	segi empat
quagmire	0	0	1	0	0	1	0	0	0	0	rawa
quail	0	0	0	1	0	1	0	0	0	0	Burung puyuh
quaint	0	0	0	0	1	0	1	0	0	1	aneh
quake	0	0	0	1	0	0	0	0	0	0	gempa
qualified	0	0	0	0	0	0	1	0	0	1	memenuhi syarat
qualify	0	0	0	0	0	0	0	0	0	0	memenuhi syarat
qualifying	0	0	0	0	0	0	1	0	0	0	kualifikasi
qualities	0	0	0	0	0	0	0	0	0	0	kualitas
quality	0	0	0	0	0	0	0	0	0	0	kualitas
quandary	1	0	0	1	0	1	0	0	0	0	kebingungan
quantify	0	0	0	0	0	0	0	0	0	0	mengukur
quantitative	0	0	0	0	0	0	0	0	0	0	kuantitatif
quantitatively	0	0	0	0	0	0	0	0	0	0	secara kuantitatif
quantity	0	0	0	0	0	0	0	0	0	0	kuantitas
quantum	0	0	0	0	0	0	0	0	0	0	kuantum
quarantine	0	0	0	1	0	0	0	0	0	0	karantina
quarrel	1	0	0	0	0	1	0	0	0	0	pertengkaran
quarry	0	0	0	0	0	0	0	0	0	0	tambang
quart	0	0	0	0	0	0	0	0	0	0	kuart
quarter	0	0	0	0	0	0	0	0	0	0	seperempat
quartered	0	0	0	0	0	0	0	0	0	0	berempat
quarters	0	0	0	0	0	0	0	0	0	0	perempat
quartet	0	0	0	0	0	0	0	0	0	0	kuartet
quartile	0	0	0	0	0	0	0	0	0	0	kuartil
quarto	0	0	0	0	0	0	0	0	0	0	kuarto
quartz	0	0	0	0	0	0	0	0	0	0	kuarsa
quash	0	0	0	1	0	1	0	0	0	0	membatalkan
quasi	0	0	0	0	0	0	0	0	0	0	sok
quaternary	0	0	0	0	0	0	0	0	0	0	kuaterner
quay	0	0	0	0	0	0	0	0	0	0	dermaga
queen	0	0	0	0	0	0	0	0	0	0	ratu
quell	0	0	0	0	0	1	0	0	0	0	menumpas
quench	0	0	0	0	0	0	0	0	0	0	memuaskan
query	0	0	0	0	0	0	0	0	0	0	pertanyaan
quest	0	1	0	0	0	0	1	0	0	0	pencarian
question	0	0	0	0	0	0	1	0	0	0	pertanyaan
questionable	0	0	1	0	0	1	0	0	0	0	dipertanyakan
questioning	0	0	0	0	0	0	0	0	0	0	mempertanyakan
queue	0	0	0	0	0	0	0	0	0	0	antre
quicken	0	1	0	0	0	0	0	0	0	0	mempercepat
quickly	0	0	0	0	0	0	0	0	0	0	dengan cepat
quickness	0	0	0	0	0	0	1	0	1	0	kecepatan
quicksilver	0	0	0	0	0	1	0	0	1	0	air raksa
quid	0	0	0	0	0	0	0	0	0	0	uang
quiescent	0	0	0	0	0	0	1	0	0	0	diam
quiet	0	0	0	0	0	0	1	1	0	0	diam
quietly	0	0	0	0	0	0	0	0	0	0	diam-diam
quill	0	0	0	0	0	0	0	0	0	0	bulu ayam
quilt	0	0	0	0	0	0	0	0	0	0	selimut
quinine	0	0	0	0	0	0	1	0	0	0	kina
quit	0	0	0	0	0	1	0	0	0	0	berhenti
quits	0	0	0	0	0	0	0	0	0	0	seri
quiver	0	0	0	1	0	1	0	0	0	0	gemetar
quivering	0	0	0	1	0	1	0	0	0	0	gemetaran
quiz	0	0	0	0	0	1	0	0	0	0	ulangan
quorum	0	0	0	0	0	0	0	0	0	0	jumlah anggota minimum
quota	0	0	0	0	0	0	0	0	0	0	kuota
quotation	0	0	0	0	0	0	0	0	0	0	kutipan
quote	0	1	0	0	0	1	1	0	1	0	mengutip
quotient	0	0	0	0	0	0	0	0	0	0	hasil bagi
rabbit	0	0	0	0	0	0	0	0	0	0	kelinci
rabble	1	0	0	1	0	1	0	0	0	0	rakyat jelata
rabid	1	1	1	1	0	1	0	1	0	0	fanatik
rabies	0	0	0	0	0	1	0	0	0	0	rabies
race	0	0	0	0	0	0	0	0	0	0	balapan
racehorse	0	0	0	0	0	0	0	0	0	0	kuda pacu
racer	0	0	0	0	0	0	0	0	0	0	pembalap
rack	0	0	0	0	0	1	0	1	0	0	rak
racket	0	0	0	0	0	1	0	0	0	0	raket
racking	0	0	0	0	0	0	0	0	0	0	memeras
racy	0	0	0	0	0	0	0	0	0	0	bersemangat
radar	0	0	0	0	0	0	0	0	0	1	radar
radiance	0	1	0	0	1	0	1	0	0	1	cahaya
radiant	0	0	0	0	1	0	1	0	0	0	berseri
radiate	0	0	0	0	0	0	1	0	0	0	memancarkan
radiation	0	0	0	1	0	1	0	0	0	0	radiasi
radically	0	0	0	0	0	0	0	0	0	0	secara radikal
radio	0	0	0	0	0	0	1	0	0	0	radio
radioactive	0	0	0	1	0	1	0	0	0	0	radioaktif
radioactivity	0	0	0	0	0	0	0	0	0	0	radioaktivitas
radiograph	0	0	0	0	0	0	0	0	0	0	radiografi
radiography	0	0	0	0	0	0	0	0	0	0	radiografi
radiology	0	0	0	0	0	0	0	0	0	0	radiologi
radium	0	0	0	0	0	0	0	0	0	0	radium
radius	0	0	0	0	0	0	0	0	0	0	radius
radon	0	0	0	1	0	1	0	0	0	0	radon
raffle	0	1	0	0	0	0	0	0	1	0	mengundi
raft	0	0	0	0	0	0	0	0	0	0	rakit
rage	1	0	0	0	0	1	0	0	0	0	kemarahan
ragged	0	0	0	0	0	0	0	0	0	0	kasar
raging	1	0	1	1	0	1	0	0	0	0	hebat
rags	0	0	1	0	0	1	0	0	0	0	kain
raid	1	0	0	1	0	1	0	0	1	0	serangan
rail	1	1	0	0	0	1	0	0	0	0	rel
railing	0	0	0	0	0	0	0	0	0	0	pagar
railroad	0	0	0	0	0	0	0	0	0	0	jalan kereta api
railway	0	0	0	0	0	0	0	0	0	0	kereta api
raiment	0	0	0	0	0	0	0	0	0	0	pakaian
rain	0	0	0	0	0	0	0	0	0	0	hujan
raincoat	0	0	0	0	0	0	0	0	0	0	jas hujan
rainfall	0	0	0	0	0	0	0	0	0	0	curah hujan
rainy	0	0	0	0	0	0	0	1	0	0	hujan
raise	0	0	0	0	0	0	0	0	0	0	menaikkan
raised	0	0	0	0	0	0	0	0	0	0	dinaikkan
raising	0	0	0	0	0	0	0	0	0	0	pemeliharaan
rake	0	0	0	0	0	0	0	0	0	0	menyapu
rally	0	0	0	0	0	0	0	0	0	0	rapat umum
ram	1	1	0	0	0	1	0	0	0	0	ram
ramble	0	0	0	0	0	0	0	0	0	0	pelancongan
rambling	0	0	0	0	0	1	0	0	0	0	bertele-tele
ramp	0	0	0	0	0	0	0	0	0	0	lereng
rampage	1	0	0	1	0	1	0	0	0	0	mengamuk
ranch	0	0	0	0	0	0	0	0	0	0	peternakan
rancid	0	0	1	0	0	1	0	0	0	0	tengik
randomly	0	0	0	0	0	0	0	0	1	0	secara acak
randomness	0	0	0	0	0	0	0	0	0	0	keserampangan
randy	0	0	0	0	0	0	0	0	0	0	randy
ranger	0	0	0	0	0	0	0	0	0	1	penjaga hutan
rank	0	0	0	0	0	0	0	0	0	0	pangkat
ransom	1	0	0	1	0	1	0	0	0	0	tebusan
rant	0	0	0	0	0	0	0	0	0	0	mengoceh
rap	0	0	0	0	0	0	0	0	0	0	rap
rape	1	0	1	1	0	1	0	1	0	0	memperkosa
rapid	0	0	0	0	0	0	0	0	1	0	cepat
rapidity	0	0	0	0	0	0	0	0	0	0	kecepatan
rapids	0	0	0	0	0	0	0	0	0	0	jeram
rapping	1	0	0	0	0	0	0	0	0	0	nge-rap
rapt	0	0	0	0	1	0	1	0	1	1	penuh
raptors	0	0	0	1	0	1	0	0	0	0	burung raptor
rapture	0	1	0	0	1	0	1	0	0	0	kegairahan
rarely	0	0	0	0	0	0	0	0	0	0	jarang
rarity	0	0	0	0	0	0	0	0	1	0	keanehan
rascal	1	0	1	1	0	1	0	0	0	0	bajingan
rash	0	0	1	0	0	1	0	0	0	0	ruam
rat	0	0	1	1	0	1	0	0	0	0	tikus
ratchet	0	0	0	0	0	0	0	0	0	0	roda bergigi searah
rate	0	0	0	0	0	0	0	0	0	0	kecepatan
ratification	0	0	0	0	0	0	0	0	0	0	ratifikasi
ratify	0	0	0	0	0	0	0	0	0	1	mengesahkan
rating	1	0	0	1	0	1	0	1	0	0	peringkat
ratio	0	0	0	0	0	0	0	0	0	0	perbandingan
ration	0	0	0	0	0	0	0	0	0	0	jatah
rational	0	0	0	0	0	0	1	0	0	1	rasional
rationale	0	0	0	0	0	0	0	0	0	0	alasan
rationalism	0	0	0	0	0	0	0	0	0	0	rasionalisme
rationality	0	0	0	0	0	0	0	0	0	0	rasionalitas
rattan	0	0	0	0	0	0	0	0	0	0	rotan
rattle	0	0	0	0	0	0	0	0	0	0	berdetak
rattlesnake	0	0	0	1	0	0	0	0	0	0	ular derik
raucous	0	0	0	0	0	1	0	0	0	0	parau
rave	1	0	1	0	1	1	1	0	1	1	sambutan hangat
raven	0	0	0	0	0	0	0	0	0	0	gagak
ravenous	1	0	0	1	0	1	0	1	0	0	sangat lapar
ravine	0	0	0	1	0	0	0	0	0	0	jurang
raving	1	1	0	1	1	1	0	0	1	0	ocehan
rawhide	0	0	0	0	0	0	0	0	0	0	kulit mentah
ray	0	0	0	0	0	0	0	0	0	0	sinar
razor	0	0	0	1	0	0	0	0	0	0	pisau cukur
reach	0	0	0	0	0	0	0	0	0	0	mencapai
react	1	0	0	1	0	0	0	0	0	0	reaksi
reactionary	0	0	0	0	0	1	0	0	0	0	reaksioner
read	0	0	0	0	0	0	0	0	0	0	Baca
reader	0	0	0	0	0	0	1	0	0	0	pembaca
readership	0	0	0	0	0	0	0	0	0	0	jumlah pembaca
readily	0	0	0	0	0	0	1	0	0	0	segera
readiness	0	1	0	0	1	0	1	0	0	1	kesiapan
reading	0	0	0	0	0	0	1	0	0	0	membaca
readjustment	0	0	0	0	0	0	0	0	0	0	penyesuaian kembali
ready	0	1	0	0	0	0	0	0	0	0	siap
reaffirm	0	0	0	0	0	0	1	0	0	0	menegaskan kembali
reagent	0	0	0	0	0	0	0	0	0	0	reagen
real	0	0	0	0	0	0	1	0	0	1	nyata
realism	0	0	0	0	0	0	0	0	0	0	realisme
realistic	0	0	0	0	0	0	0	0	0	0	realistis
reality	0	0	0	0	0	0	0	0	0	0	realitas
realm	0	0	0	0	0	0	0	0	0	0	dunia
realty	0	0	0	0	0	0	0	0	0	0	realti
ream	0	0	0	0	0	0	0	0	0	0	rim
reap	0	0	0	0	0	0	0	0	0	0	menuai
reappear	0	0	0	0	0	0	0	0	1	0	muncul lagi
rear	0	0	0	0	0	1	0	0	0	0	belakang
rearrange	0	0	0	0	0	0	0	0	0	0	mengatur kembali
rearrangement	0	0	0	0	0	0	0	0	0	0	penyusunan kembali
reason	0	0	0	0	0	0	1	0	0	0	alasan
reasonableness	0	0	0	0	0	0	0	0	0	0	kelayakan
reasoning	0	0	0	0	0	0	0	0	0	0	pemikiran
reasons	0	0	0	0	0	0	0	0	0	0	alasan
reassemble	0	0	0	0	0	0	0	0	0	0	berkumpul kembali
reassurance	0	0	0	0	0	0	1	0	0	1	kepastian
reassure	0	0	0	0	0	0	1	0	0	1	meyakinkan
reassured	0	0	0	0	0	0	0	0	0	0	diyakinkan
reassuring	0	0	0	0	0	0	0	0	0	0	meyakinkan
rebate	0	0	0	0	0	0	1	0	0	0	potongan harga
rebel	1	0	0	1	0	1	0	0	0	0	pemberontak
rebellion	1	0	1	1	0	0	0	0	0	0	pemberontakan
reborn	0	0	0	0	0	0	0	0	0	0	lahir baru
rebound	0	0	0	0	0	0	0	0	0	0	memantul
rebuild	0	0	0	0	0	0	0	0	0	0	membangun kembali
rebuke	0	0	0	0	0	1	0	0	0	0	menegur
rebut	0	0	0	0	0	1	0	0	0	0	membantah
recalcitrant	1	0	1	0	0	1	0	0	0	0	bandel
recall	0	0	0	0	0	0	0	0	0	0	mengingat
recast	0	0	0	0	0	0	1	0	0	0	perombakan
recede	0	0	0	0	0	0	0	0	0	0	surut
receding	0	0	0	0	0	0	0	0	0	0	surut
receipt	0	0	0	0	0	0	0	0	0	0	resi
receipts	0	0	0	0	0	0	0	0	0	0	kuitansi
received	0	0	0	0	0	0	1	0	0	0	diterima
receiver	0	0	0	0	0	0	0	0	0	0	penerima
receiving	0	1	0	0	1	0	1	0	1	0	menerima
recent	0	0	0	0	0	0	0	0	0	0	terkini
receptacle	0	0	0	0	0	0	0	0	0	0	wadah
reception	0	0	0	0	0	0	0	0	0	0	penerimaan
recess	0	0	0	0	0	0	0	0	0	0	reses
recesses	0	0	0	1	0	0	0	0	0	0	relung
recession	1	0	1	1	0	1	0	1	0	0	resesi
recherche	0	0	0	0	0	0	1	0	0	0	halus
recidivism	1	0	1	0	0	1	0	1	0	0	kepulangan sakit
recipe	0	0	0	0	0	0	0	0	0	0	resep
recipient	0	1	0	0	0	0	0	0	0	0	penerima
reciprocal	0	0	0	0	0	0	0	0	0	0	timbal-balik
reciprocate	0	0	0	0	0	0	1	0	0	0	membalas
reciprocity	0	0	0	0	0	0	0	0	0	0	timbal balik
recital	0	0	0	0	0	0	0	0	0	0	pertunjukan
recitation	0	0	0	0	0	0	0	0	0	0	pembacaan
recite	0	0	0	0	0	0	0	0	0	0	membaca
reckless	1	0	0	1	0	1	0	0	0	0	ceroboh
recklessness	1	0	1	1	0	1	0	0	1	0	kenekatan
reckoning	0	0	0	0	0	0	0	0	0	0	perhitungan
reclamation	0	0	0	0	0	0	1	0	0	0	reklamasi
recline	0	0	0	0	0	0	1	0	0	1	berbaring
recluse	0	0	0	0	0	0	0	0	0	0	pertapa
recognition	0	0	0	0	0	0	0	0	0	0	pengakuan
recognizable	0	1	0	0	0	0	1	0	0	0	dikenali
recognized	0	0	0	0	0	0	0	0	0	0	dikenali
recoil	0	0	0	0	0	0	0	0	0	0	mundur
recollect	0	0	0	0	0	0	0	0	0	0	mengingat kembali
recollection	0	0	0	0	0	0	0	0	0	0	ingatan
recombinant	0	0	0	0	0	0	0	0	0	0	rekombinan
recombination	0	1	0	0	0	0	0	0	0	0	rekombinasi
recommend	0	0	0	0	0	0	1	0	0	1	menyarankan
recommendation	0	0	0	0	0	0	0	0	0	0	rekomendasi
recompense	0	0	0	0	0	0	0	0	0	0	pembalasan
reconcile	0	0	0	0	0	0	0	0	0	0	mendamaikan
reconciliation	0	1	0	0	1	0	1	0	0	1	rekonsiliasi
reconnaissance	0	0	0	0	0	0	0	0	0	0	pengintaian
reconsider	0	0	0	0	0	0	0	0	0	0	mempertimbangkan kembali
reconsideration	0	0	0	0	0	0	1	0	0	1	pertimbangan kembali
reconstitution	0	0	0	0	0	0	0	0	0	0	rekonstitusi
reconstruct	0	1	0	0	0	0	1	0	0	0	merekonstruksi
reconstruction	0	1	0	0	0	0	1	0	0	0	rekonstruksi
record	0	0	0	0	0	0	0	0	0	0	catatan
recorder	0	0	0	0	0	0	1	0	0	0	perekam
recording	0	0	0	0	0	0	0	0	0	0	rekaman
recount	0	0	0	0	0	0	0	0	0	0	mengingat
recoup	0	0	0	0	0	0	1	0	0	0	menghitung
recourse	0	0	0	0	0	0	0	0	0	0	jalan lain
recoverable	0	0	0	0	0	0	0	0	0	0	dapat dipulihkan
recovery	0	0	0	0	0	0	1	0	0	0	pemulihan
recreation	0	1	0	0	1	0	1	0	0	0	rekreasi
recreational	0	1	0	0	1	0	1	0	0	0	rekreasi
recruit	0	0	0	0	0	0	0	0	0	0	rekrut
recruiting	0	0	0	0	0	0	0	0	0	0	merekrut
recruits	0	0	0	0	0	0	0	0	0	1	merekrut
rectangle	0	0	0	0	0	0	0	0	0	0	persegi panjang
rectangular	0	0	0	0	0	0	0	0	0	0	persegi panjang
rectification	0	0	0	0	0	0	0	0	0	0	pembetulan
rectify	0	0	0	0	0	0	1	0	0	0	memperbaiki
rector	0	0	0	0	0	0	0	0	0	0	rektor
rectory	0	0	0	0	0	0	0	0	0	0	pastoran
recumbent	0	0	0	0	0	0	0	0	0	0	telentang
recuperation	0	0	0	0	0	0	0	0	0	0	penyembuhan
recur	0	0	0	0	0	0	0	0	0	0	terulang
recurrence	0	0	0	0	0	0	0	0	0	0	kambuh
recurrent	0	1	0	0	0	0	0	0	0	0	berulang
recurring	0	0	0	0	0	0	0	0	0	0	berulang
recursion	0	0	0	0	0	0	0	0	0	0	pengulangan
recursive	0	0	0	0	0	0	0	0	0	0	rekursif
recursively	0	0	0	0	0	0	0	0	0	0	secara rekursif
red	0	0	0	0	0	0	0	0	0	0	merah
reddish	0	0	0	0	0	0	0	0	0	0	kemerahan
redemption	0	0	0	0	0	0	1	0	0	0	penebusan
redness	0	0	0	0	0	0	0	0	0	0	kemerahan
redress	0	0	0	0	0	0	1	0	0	0	memperbaiki
reduced	0	0	0	0	0	0	0	0	0	0	dikurangi
reduction	0	0	0	0	0	0	0	0	0	0	pengurangan
redundancy	0	0	0	0	0	0	0	0	0	0	redundansi
redundant	0	0	0	0	0	1	0	0	0	0	berulang
reed	0	0	0	0	0	0	0	0	0	0	buluh
reef	0	0	0	0	0	0	0	0	0	0	karang
reefs	0	0	0	0	0	0	0	0	0	0	terumbu karang
reel	0	0	0	0	0	0	0	0	0	0	kumparan
reestablish	0	0	0	0	0	0	0	0	0	0	membangun kembali
referee	0	0	0	0	0	0	0	0	0	1	wasit
reference	0	0	0	0	0	0	0	0	0	0	referensi
referendum	0	0	0	0	0	0	0	0	0	0	referendum
refine	0	0	0	0	0	0	1	0	0	0	menyaring
refinement	0	0	0	0	0	0	1	0	0	0	perbaikan
refinery	0	0	0	0	0	0	0	0	0	0	kilang minyak
refining	0	0	0	0	0	0	0	0	0	0	pengilangan
refit	0	0	0	0	0	0	0	0	0	0	mereparasi
reflect	0	0	0	0	0	0	0	0	0	0	mencerminkan
reflecting	0	0	0	0	0	0	0	0	0	0	mencerminkan
reflection	0	0	0	0	0	0	0	0	0	0	cerminan
reflective	0	0	0	0	0	0	0	0	0	0	reflektif
reflector	0	0	0	0	0	0	0	0	0	0	reflektor
reflex	0	0	0	0	0	0	0	0	1	0	refleks
reflux	0	0	1	0	0	1	0	0	0	0	surutnya
reform	0	0	0	0	0	0	1	0	0	0	pembaruan
reformation	0	0	0	0	0	0	1	0	0	0	reformasi
