English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Nepali Word
transitory	0	0	0	0	0	0	0	0	0	0	अस्थायी
translate	0	0	0	0	0	0	0	0	0	0	अनुवाद गर्नुहोस्
translation	0	0	0	0	0	0	0	0	0	1	अनुवाद
translocation	0	0	0	0	0	0	0	0	0	0	स्थानान्तरण
translucent	0	0	0	0	0	0	0	0	0	0	पारदर्शी
transmission	0	0	0	0	0	0	0	0	0	0	ट्रान्समिसन
transmit	0	0	0	0	0	0	0	0	0	0	प्रसारण
transmutation	0	0	0	0	0	0	0	0	0	0	रूपान्तरण
transom	0	0	0	0	0	0	0	0	0	0	ट्रान्सम
transparency	0	0	0	0	0	0	0	0	0	0	पारदर्शिता
transparent	0	0	0	0	0	0	0	0	0	0	पारदर्शी
transplant	0	0	0	0	0	0	0	0	0	0	प्रत्यारोपण
transplantation	0	0	0	0	0	0	0	0	0	0	प्रत्यारोपण
transport	0	0	0	0	0	0	0	0	0	0	यातायात
transportation	0	0	0	0	0	0	0	0	0	0	यातायात
transpose	0	0	0	0	0	0	0	0	0	0	स्थानान्तरण
transposition	0	0	0	0	0	0	0	0	0	0	स्थानान्तरण
transverse	0	0	0	0	0	0	0	0	0	0	अनुप्रस्थ
trap	0	0	0	0	0	0	0	0	0	0	जाल
trapping	0	0	0	0	0	0	0	0	0	0	जाल
trappings	0	0	0	0	0	1	0	0	0	0	जालहरू
traps	0	0	0	0	0	1	0	0	0	0	जालहरू
trash	0	0	1	0	0	1	0	1	0	0	रद्दीटोकरी
trashy	0	0	1	0	0	1	0	0	0	0	रद्दीटोकरी
traumatic	1	0	0	1	0	1	0	1	0	0	दर्दनाक
travail	0	0	0	0	0	1	0	0	0	0	कष्ट
travel	0	0	0	0	0	0	0	0	0	0	यात्रा
traveler	0	0	0	0	0	0	0	0	0	0	यात्री
traveling	0	0	0	0	0	0	1	0	0	0	यात्रा गर्दै
traverse	0	0	0	0	0	0	0	0	0	0	पार गर्ने
travesty	0	0	1	1	0	1	0	1	0	0	ट्र्यास्टी
trawl	0	0	0	0	0	0	0	0	0	0	ट्रोल
trawler	0	0	0	0	0	0	0	0	0	0	ट्रलर
tray	0	0	0	0	0	0	0	0	0	0	ट्रे
treacherous	1	0	1	1	0	1	0	0	0	0	विश्वासघाती
treachery	1	0	0	1	0	1	0	1	1	0	विश्वासघात
tread	0	0	0	0	0	0	0	0	0	0	चाल
treadmill	0	1	0	0	0	0	0	0	0	0	ट्रेडमिल
treason	1	0	1	1	0	1	0	0	1	0	देशद्रोह
treasure	0	1	0	0	1	0	1	0	0	1	खजाना
treasurer	0	0	0	0	0	0	0	0	0	1	कोषाध्यक्ष
treasury	0	0	0	0	0	0	0	0	0	0	खजाना
treat	1	1	1	1	1	1	1	1	1	1	उपचार
treatise	0	0	0	0	0	0	0	0	0	0	ग्रन्थ
treatment	0	0	0	0	0	0	0	0	0	0	उपचार
treaty	0	0	0	0	0	0	0	0	0	0	सन्धि
treble	0	0	0	0	0	0	0	0	0	0	ट्रेबल
tree	1	1	1	0	1	0	1	0	1	1	रूख
trek	0	0	0	0	0	0	0	0	0	0	ट्रेक
trellis	0	0	0	0	0	0	0	0	0	0	ट्रेलिस
tremble	0	0	0	0	0	0	0	0	0	0	थरथर
trembling	0	0	0	1	0	1	0	0	0	0	थरथर
tremendous	0	0	0	0	0	0	0	0	0	0	अथाह
tremendously	0	0	0	0	0	0	1	0	0	0	अत्यन्तै
tremor	1	1	0	1	0	1	0	1	0	0	कम्पन
trench	0	0	0	0	0	0	0	0	0	0	खाडल
trend	0	0	0	0	0	0	1	0	0	0	प्रवृत्ति
trending	0	0	0	0	0	0	0	0	0	0	ट्रेन्डिङ
trendy	0	0	0	0	0	0	1	0	0	0	चलनशील
trepidation	0	1	0	1	0	1	0	0	1	0	आतंक
trespass	1	0	0	0	0	1	0	0	0	0	अतिक्रमण
triad	0	0	0	0	0	0	0	0	0	0	triad
triangle	0	0	0	0	0	0	0	0	0	0	त्रिकोण
triangular	0	0	0	0	0	0	0	0	0	0	त्रिकोणीय
tribe	0	0	0	0	0	0	0	0	0	1	जनजाति
tribulation	0	0	0	1	0	1	0	1	0	0	क्लेश
tribunal	0	1	1	1	0	1	0	0	0	1	न्यायाधिकरण
tribune	0	0	0	0	0	0	0	0	0	1	tribune
tributary	0	1	0	0	0	0	1	0	0	0	सहायक नदी
tribute	0	0	0	0	0	0	1	0	0	0	श्रद्धाञ्जली
trick	0	0	0	0	0	1	0	0	1	0	चाल
trickery	1	0	1	1	0	1	0	1	1	0	छल
trickle	0	0	0	0	0	0	0	0	0	0	चाल
tricky	0	0	0	0	0	0	0	0	0	0	मुश्किल
tricycle	0	0	0	0	0	0	0	0	0	0	tricycle
trident	0	0	0	0	0	0	0	0	0	0	त्रिशूल
trifle	0	0	0	0	0	1	0	0	0	0	तुच्छ
trig	0	0	0	0	0	0	1	0	0	0	trig
trigger	0	0	0	0	0	0	0	0	0	0	ट्रिगर
trigonometry	0	0	0	0	0	0	0	0	0	0	त्रिकोणमिति
trillion	0	0	0	0	0	0	0	0	0	0	ट्रिलियन
trim	0	0	0	0	0	0	0	0	0	0	ट्रिम
trimmer	0	0	0	0	0	0	0	0	0	0	ट्रिमर
trimming	0	0	0	0	0	0	0	0	0	0	ट्रिमिङ
trine	0	0	0	0	0	0	0	0	0	0	trine
trinity	0	0	0	0	0	0	0	0	0	0	ट्रिनिटी
trio	0	0	0	0	0	0	0	0	0	0	trio
trip	0	0	0	0	0	0	0	0	1	0	यात्रा
tripartite	0	0	0	0	0	0	0	0	0	0	त्रिपक्षीय
triple	0	0	0	0	0	0	0	0	0	0	ट्रिपल
triplet	0	0	0	0	0	0	0	0	0	0	triplet
triplicate	0	0	0	0	0	0	0	0	0	0	triplicate
tripod	0	0	0	0	0	0	0	0	0	0	तिपाई
tripping	1	0	0	0	0	1	0	1	0	0	ट्रिपिङ
trite	0	0	0	0	0	0	0	0	0	0	trite
tritium	0	0	0	0	0	0	0	0	0	0	ट्रिटियम
triumph	0	1	0	0	1	0	1	0	0	0	विजय
triumphant	0	1	0	0	1	0	1	0	0	1	विजयी
troll	1	0	0	1	0	1	0	0	0	0	ट्रोल
trolley	0	0	0	0	0	0	0	0	0	0	ट्रली
trombone	0	0	0	0	0	0	0	0	0	0	ट्रोम्बोन
troop	0	0	0	0	0	0	0	0	0	0	सेना
trooper	0	0	0	0	0	0	0	0	0	0	फौजी
troops	0	0	0	0	0	0	0	0	0	0	सेनाहरू
trophy	0	1	0	0	1	0	1	0	1	1	ट्रफी
tropical	0	0	0	0	0	0	0	0	0	0	उष्णकटिबंधीय
trot	0	0	0	0	0	0	0	0	0	0	ट्रट
troublesome	1	0	0	1	0	1	0	0	0	0	अप्ठ्यारो
trough	0	0	0	0	0	0	0	0	0	0	कुण्ड
troupe	0	0	0	0	0	0	0	0	0	0	समूह
trousers	0	0	0	0	0	0	0	0	0	0	पतलून
trout	0	0	0	0	0	0	0	0	0	0	ट्राउट
trowel	0	0	0	0	0	0	0	0	0	0	ट्रोवेल
truce	0	0	0	0	1	0	1	0	0	1	युद्धविराम
truck	0	0	0	0	0	0	0	0	0	1	ट्रक
true	0	0	0	0	1	0	1	0	0	1	सत्य
truism	0	0	0	0	0	0	0	0	0	0	सत्यवाद
trump	0	0	0	0	0	0	0	0	1	0	ट्रम्प
trumpet	0	0	0	0	0	1	0	0	0	0	तुरही
trumpeter	0	0	0	0	0	0	0	0	0	0	तुरही
truncate	0	0	0	0	0	0	0	0	0	0	काट्नु
truncated	0	0	0	0	0	0	0	0	0	0	काटिएको
trundle	0	0	0	0	0	0	0	0	0	0	ट्रन्डल
trunk	0	0	0	0	0	0	0	0	0	0	ट्रंक
truss	0	0	0	0	0	0	0	0	0	1	ट्रस
trust	0	0	0	0	0	0	0	0	0	1	भरोसा
trustee	0	0	0	0	0	0	0	0	0	1	ट्रस्टी
trusty	0	0	0	0	0	0	1	0	0	0	भरपर्दो
truth	0	0	0	0	0	0	1	0	0	1	सत्य
truthful	0	0	0	0	0	0	0	0	0	1	सत्यवादी
truthfulness	0	0	0	0	0	0	1	0	0	1	सत्यता
tryout	0	0	0	0	0	0	0	0	0	0	चलाएर हेर्नु
tub	0	0	0	0	0	0	0	0	0	0	टब
tube	0	0	0	0	0	0	0	0	0	0	ट्यूब
tubular	0	0	0	0	0	0	0	0	0	0	ट्यूबलर
tubule	0	0	0	0	0	0	0	0	0	0	ट्यूब्युल
tuck	0	0	0	0	0	0	0	0	0	0	टक
tucker	0	0	0	0	0	0	0	0	0	0	टकर
tufted	0	0	0	0	0	0	0	0	0	0	टफ्ट गरिएको
tug	0	0	0	0	0	0	0	0	0	0	टग
tuition	0	0	0	0	0	0	0	0	0	0	ट्युसन
tulip	0	0	0	0	0	0	0	0	0	0	ट्युलिप
tumble	0	0	0	0	0	1	0	0	0	0	गडबड
tumbler	0	0	0	0	0	0	0	0	0	0	टम्बलर
tumor	0	0	0	1	0	1	0	0	0	0	ट्यूमर
tumour	0	0	0	1	0	1	0	1	0	0	ट्यूमर
tumult	1	0	0	1	0	1	0	0	1	0	कोलाहल
tumultuous	1	0	0	1	0	1	0	0	0	0	अशान्त
tun	0	0	0	0	0	0	0	0	0	0	ट्युन
tuna	0	0	0	0	0	0	0	0	0	0	टुना
tunable	0	0	0	0	0	0	0	0	0	0	ट्युन गर्न मिल्ने
tune	0	0	0	0	0	0	0	0	0	0	धुन
tunic	0	0	0	0	0	0	0	0	0	0	अंगरखा
tuning	0	0	0	0	0	0	0	0	0	0	ट्युनिङ
tunnel	0	0	0	0	0	0	0	0	0	0	सुरुङ
turban	0	0	0	0	0	0	0	0	0	0	पगडी
turbidity	0	0	0	0	0	0	0	0	0	0	टर्बिडिटी
turbine	0	0	0	0	0	0	0	0	0	0	टर्बाइन
turbulence	1	0	0	1	0	1	0	0	0	0	अशान्ति
turbulent	0	0	0	1	0	1	0	0	0	0	अशान्त
turf	0	0	0	0	0	0	0	0	0	0	टर्फ
turmeric	0	0	0	0	0	0	0	0	0	0	बेसार
turmoil	1	0	0	1	0	1	0	1	0	0	अशान्ति
turn	0	0	0	0	0	0	0	0	0	0	घुमाउनुहोस्
turning	0	0	0	0	0	0	0	0	0	0	घुमाउँदै
turnkey	0	0	0	0	0	0	0	0	0	0	टर्नकी
turnpike	0	0	0	0	0	0	0	0	0	0	टर्नपाइक
turntable	0	0	0	0	0	0	0	0	0	0	टर्नटेबल
turquoise	0	0	0	0	0	0	0	0	0	0	फिरोजा
turret	0	0	0	0	0	0	0	0	0	0	बुर्ज
turtleneck	0	0	0	0	0	0	0	0	0	0	टर्टलनेक
tussle	1	0	0	0	0	0	0	0	0	0	झगडा
tutelage	0	0	0	0	0	0	1	0	0	1	संरक्षण
tutor	0	0	0	0	0	0	1	0	0	0	शिक्षक
tweak	0	0	0	0	0	0	0	0	0	0	ट्वीक
twelfth	0	0	0	0	0	0	0	0	0	0	बाह्रौं
twelve	0	0	0	0	0	0	0	0	0	0	बाह्र
twentieth	0	0	0	0	0	0	0	0	0	0	बीसौं
twenty	0	0	0	0	0	0	0	0	0	0	बीस
twig	0	0	0	0	0	0	0	0	0	0	टहनी
twilight	0	0	0	0	0	0	0	0	0	0	गोधूलि
twill	0	0	0	0	0	0	0	0	0	0	टवील
twin	0	0	0	0	0	0	1	0	0	0	जुम्ल्याहा
twine	0	0	0	0	0	0	0	0	0	0	सुतली
twinkle	0	1	0	0	1	0	1	0	0	0	झिम्काउनु
twins	0	0	0	0	0	0	0	0	0	0	जुम्ल्याहा
twist	0	0	0	0	0	0	0	0	0	0	ट्विस्ट
twisted	0	0	0	0	0	0	0	0	0	0	घुमाइएको
twitch	0	0	0	0	0	1	0	0	0	0	हल्लाउनु
twofold	0	0	0	0	0	0	0	0	0	0	दुई गुणा
tycoon	0	0	0	0	0	0	0	0	0	0	टाइकुन
type	0	0	0	0	0	0	0	0	0	0	प्रकार
typewriter	0	0	0	0	0	0	0	0	0	0	टाइपराइटर
typhoon	0	0	0	1	0	1	0	0	0	0	आँधी
typically	0	0	0	0	0	0	0	0	0	0	सामान्यतया
typist	0	0	0	0	0	0	0	0	0	0	टाइपिस्ट
typography	0	0	0	0	0	0	0	0	0	0	टाइपोग्राफी
tyrannical	1	0	1	1	0	1	0	0	0	0	अत्याचारी
tyranny	0	0	0	1	0	1	0	1	0	0	अत्याचार
tyrant	1	0	1	1	0	1	0	1	0	0	तानाशाह
tyre	0	0	0	0	0	0	0	0	0	0	टायर
ubiquitous	0	0	0	0	0	0	0	0	0	0	सर्वव्यापी
ubiquity	0	0	0	0	0	0	0	0	0	0	सर्वव्यापीता
ugliness	0	0	1	1	0	1	0	1	0	0	कुरूपता
ugly	0	0	1	0	0	1	0	0	0	0	कुरूप
ulcer	1	0	1	1	0	1	0	1	0	0	अल्सर
ulterior	0	0	0	0	0	1	0	0	0	0	भित्री
ultimate	0	1	0	0	0	0	0	1	0	0	अन्तिम
ultimately	0	1	0	0	0	0	1	0	0	0	अन्ततः
ultimatum	1	0	0	1	0	1	0	0	0	0	अल्टिमेटम
ultimo	0	0	0	0	0	0	0	0	0	0	अल्टिमो
ultraviolet	0	0	0	0	0	0	0	0	0	0	पराबैंगनी
umbilical	0	0	0	0	0	0	0	0	0	0	नाभि
umbra	0	0	0	0	0	0	0	0	0	0	umbra
umbrella	0	0	0	0	0	0	0	0	0	0	छाता
umpire	0	0	0	0	0	0	1	0	0	1	अम्पायर
unabashed	0	0	0	0	0	0	0	0	0	0	अविचलित
unabated	0	0	0	0	0	0	0	0	0	0	निर्बाध
unable	0	0	0	0	0	1	0	1	0	0	असक्षम
unacceptable	0	0	0	0	0	1	0	1	0	0	अस्वीकार्य
unaccompanied	0	0	0	0	0	0	0	0	0	0	साथविहीन
unaccountable	0	1	1	0	0	1	0	1	0	1	अनुत्तरित
unacknowledged	0	0	0	0	0	0	0	1	0	0	अस्वीकृत
unadulterated	0	0	0	0	0	0	0	0	0	0	मिसावट नगरिएको
unaided	0	0	0	0	0	0	0	0	0	0	सहयोग नगरिएको
unaltered	0	0	0	0	0	0	0	0	0	0	अपरिवर्तित
unambiguous	0	0	0	0	0	0	0	0	0	0	अस्पष्ट
unanimity	0	0	0	0	0	0	1	0	0	0	सर्वसम्मति
unanimous	0	0	0	0	0	0	1	0	0	0	सर्वसम्मत
unanimously	0	0	0	0	0	0	0	0	0	0	सर्वसम्मतिले
unanticipated	0	0	0	0	0	0	0	0	1	0	अप्रत्याशित
unapproved	0	0	0	0	0	1	0	0	0	0	अस्वीकृत
unarmed	0	0	0	0	0	0	0	0	0	0	निशस्त्र
unassisted	0	0	0	0	0	0	0	0	0	0	सहयोग नगरिएको
unassuming	0	0	0	0	0	0	1	0	0	0	नम्र
unattached	0	0	0	0	0	1	0	0	0	0	संलग्न नगरिएको
unattainable	1	0	0	0	0	1	0	1	0	0	अप्राप्य
unattended	0	0	0	0	0	0	0	0	0	0	अनुपयुक्त
unattractive	0	0	1	0	0	1	0	1	0	0	अनाकर्षक
unauthorized	0	0	0	0	0	1	0	0	0	0	अनाधिकृत
unavoidable	0	0	0	0	0	1	0	0	0	0	अपरिहार्य
unaware	0	0	0	0	0	1	0	0	0	0	अनजान
unbalanced	0	0	0	0	0	0	0	0	0	0	असंतुलित
unbearable	0	0	1	0	0	1	0	1	0	0	असह्य
unbeaten	0	1	0	0	1	1	1	1	1	0	अपराजित
unbelief	0	0	0	0	0	1	0	0	0	0	अविश्वास
unbelievable	0	0	0	0	0	1	0	0	0	0	अविश्वसनीय
unbiased	0	0	0	0	0	0	1	0	0	0	निष्पक्ष
unborn	0	0	0	0	0	1	0	0	0	0	अजन्मे
unbound	0	0	0	0	0	0	0	0	0	0	अनबाउन्ड
unbounded	0	0	0	0	0	0	0	0	0	0	असीमित
unbreakable	0	0	0	0	0	0	1	0	0	0	अटूट
unbridled	1	1	0	1	0	1	1	0	1	0	बेलगाम
unbroken	0	0	0	0	0	0	1	0	0	1	अभंग
uncanny	0	0	0	1	0	1	0	0	1	0	अनौठो
uncaring	1	0	1	0	0	1	0	1	0	0	बेवास्ता गर्ने
uncertain	1	0	1	1	0	1	0	0	1	0	अनिश्चित
uncertainty	0	0	0	0	0	0	0	0	0	0	अनिश्चितता
unchallenged	0	0	0	0	0	0	0	0	0	0	चुनौतीरहित
unchangeable	0	0	0	0	0	1	0	0	0	0	अपरिवर्तनीय
unchanged	0	0	0	0	0	0	0	0	0	0	अपरिवर्तित
unclaimed	0	0	0	0	0	0	0	0	0	0	दाबी नगरिएको
uncle	0	0	0	0	0	0	0	0	0	0	काका
unclean	0	0	1	0	0	1	0	0	0	0	अशुद्ध
uncomfortable	0	0	0	0	0	1	0	0	0	0	असहज
uncommon	0	0	0	0	0	0	0	0	0	0	असामान्य
uncommonly	0	0	0	0	0	0	0	0	0	0	असामान्य रूपमा
uncompromising	0	0	0	0	0	0	0	0	0	0	असहज
unconcerned	0	0	0	0	0	0	0	0	0	0	चिन्तित
unconfirmed	0	0	0	0	0	0	0	0	0	0	अपुष्ट
unconnected	0	0	0	0	0	0	0	0	0	0	जडान नभएको
unconscionable	0	0	1	0	0	1	0	0	0	0	अनुचित
unconscious	0	0	0	0	0	1	0	0	0	0	अचेत
unconsciousness	0	0	0	0	0	0	0	0	0	0	बेहोशी
unconstitutional	0	0	0	0	0	1	0	0	0	0	असंवैधानिक
unconstrained	0	0	0	0	1	0	1	0	0	0	अनियन्त्रित
uncontested	0	0	0	0	0	0	0	0	0	0	निर्विरोध
uncontrollable	1	1	0	0	0	1	0	0	1	0	अनियन्त्रित
uncontrolled	0	0	0	0	0	1	0	0	0	0	अनियन्त्रित
unconventional	0	0	0	0	0	0	0	0	0	0	अपारंपरिक
unconvinced	0	0	0	0	0	0	0	0	0	0	अनिश्चित
uncooked	0	0	0	0	0	0	0	0	0	0	न पकाएको
uncorrelated	0	0	0	0	0	0	0	0	0	0	असम्बन्धित
uncover	0	0	0	0	0	0	0	0	1	0	खोल्नुहोस्
uncritical	0	0	0	0	0	0	0	0	0	0	आलोचनात्मक
uncut	0	0	0	0	0	0	0	0	0	0	काटिएको
undecided	0	1	0	1	0	1	0	0	0	0	अनिर्णित
undefined	0	0	0	0	0	0	0	0	0	0	अपरिभाषित
undeniable	0	0	0	0	0	0	0	0	0	0	निर्विवाद
undercover	0	0	0	0	0	0	0	0	0	0	गुप्त
undercurrent	0	0	0	0	0	0	0	0	0	0	undercurrent
underestimate	0	0	0	0	0	0	0	0	1	0	कम आकलन
undergo	0	0	0	0	0	0	0	0	0	0	गुजर्नु
undergraduate	0	0	0	0	0	0	0	0	0	0	स्नातक
underground	0	0	0	0	0	0	0	0	0	0	भूमिगत
underlie	0	0	0	0	0	0	0	0	0	0	अन्डरली
underline	0	0	0	0	0	0	1	0	0	0	रेखाचित्र
undermined	0	0	0	0	0	1	0	0	0	0	कमजोर
underneath	0	0	0	0	0	0	0	0	0	0	तल
underpaid	1	0	0	0	0	1	0	1	0	0	कम भुक्तान गरिएको
underpants	0	0	0	0	0	0	0	0	0	0	अन्डरप्यान्ट
underscore	0	0	0	0	0	0	0	0	0	0	अन्डरस्कोर
undersized	0	0	0	0	0	1	0	0	0	0	सानो आकारको
understanding	0	0	0	0	0	0	1	0	0	1	बुझाइ
understood	0	0	0	0	0	0	0	0	0	0	बुझियो
undertake	0	0	0	0	0	0	0	0	0	0	लिने
undertaker	0	0	0	0	0	0	0	1	0	0	उपक्रमकर्ता
undertaking	0	1	0	0	0	0	0	0	0	0	उपक्रम
underwood	0	0	0	0	0	0	0	0	0	0	अन्डरवुड
underwrite	0	0	0	0	0	0	1	0	0	1	अन्डरराइट
underwriter	0	0	0	0	0	0	0	0	0	0	अन्डरराइटर
undeserved	0	0	0	0	0	0	0	0	0	0	अयोग्य
undesirable	1	0	1	1	0	1	0	1	0	0	अवांछनीय
undesired	0	0	0	0	0	1	0	1	0	0	अवांछित
undeveloped	0	0	0	0	0	0	0	0	0	0	अविकसित
undirected	0	0	0	0	0	0	0	0	0	0	अनिर्देशित
undisclosed	0	1	0	0	0	0	0	0	0	0	खुलासा नगरिएको
undiscovered	0	0	0	0	0	0	0	0	1	0	पत्ता नलागेको
undisputed	0	0	0	0	0	0	0	0	0	0	निर्विवाद
undisturbed	0	0	0	0	0	0	0	0	0	0	अव्यवस्थित
undivided	0	0	0	0	0	0	1	0	0	0	अविभाजित
undo	0	0	0	0	0	1	0	0	0	0	पूर्ववत गर्नुहोस्
undoing	0	0	0	0	0	0	0	0	0	0	पूर्ववत गर्दै
undoubted	0	1	1	0	0	0	0	0	0	0	निस्सन्देह
undress	0	0	0	0	0	0	0	0	0	0	लुगा खोल्नुहोस्
undressed	0	0	0	0	0	0	0	0	0	0	लुगा नलगाएको
undue	0	0	0	0	0	0	0	0	0	0	अनुचित
undying	0	1	0	0	1	0	1	1	0	1	अमर
unearned	0	0	0	0	0	0	0	0	0	0	अनर्जित
unearth	0	0	0	0	0	0	0	0	0	0	पत्ता लगाउनुहोस्
uneasiness	0	1	0	0	0	1	0	1	0	0	असहजता
uneasy	0	0	1	1	0	1	0	0	0	0	असहज
uneducated	0	0	0	0	0	1	0	1	0	0	अशिक्षित
unemployed	0	0	0	1	0	1	0	1	0	0	बेरोजगार
unencumbered	0	0	0	0	0	0	0	0	0	0	भाररहित
unending	0	0	0	0	0	0	0	0	0	0	अनन्त
unequal	1	0	1	1	0	1	0	1	0	0	असमान
unequalled	0	0	0	0	0	0	0	0	0	0	असमान
unequivocal	0	0	0	0	0	0	0	0	0	1	स्पष्ट
unequivocally	0	0	0	0	0	0	1	0	0	0	स्पष्ट रूपमा
uneven	0	0	0	0	0	1	0	0	0	0	असमान
uneventful	0	0	0	0	0	0	0	0	0	0	असहज
unexpected	0	1	0	1	1	1	1	0	1	0	अप्रत्याशित
unexpectedly	0	0	0	0	0	0	0	0	1	0	अप्रत्याशित रूपमा
unexplained	0	1	0	0	0	1	0	1	0	0	अस्पष्ट
unexplored	0	0	0	0	0	0	0	0	0	0	अन्वेषण नगरिएको
unfailing	0	0	0	0	0	0	0	0	0	0	असफल
unfair	1	0	1	0	0	1	0	1	0	0	अनुचित
unfairness	1	0	0	0	0	1	0	1	0	0	अन्याय
unfaithful	0	0	1	0	0	1	0	0	0	0	अविश्वासी
unfamiliar	0	0	0	0	0	0	0	0	0	0	अपरिचित
unfavorable	0	0	1	0	0	1	0	1	0	0	प्रतिकूल
unfettered	0	0	0	0	0	0	0	0	0	0	निरंकुश
unfinished	0	0	0	0	0	1	0	0	0	0	अधूरो
unflinching	0	0	0	0	0	0	0	0	0	0	अटल
unfold	0	1	0	0	0	0	1	0	0	0	खोल्नुहोस्
unforeseen	0	0	0	0	0	0	0	0	1	0	अप्रत्याशित
unforgiving	1	0	0	0	0	1	0	1	0	0	क्षमा नगर्ने
unfortunate	0	0	0	0	0	1	0	1	0	0	दुर्भाग्यपूर्ण
unfriendly	1	0	1	1	0	1	0	1	0	0	अमित्र
unfulfilled	1	1	0	0	0	1	0	1	1	0	अपूर्ण
unfurnished	0	0	0	0	0	1	0	0	0	0	असंगत
ungodly	0	0	0	0	0	1	0	1	0	0	अधर्मी
ungrateful	1	0	1	0	0	1	0	0	0	0	कृतघ्न
unguarded	0	0	0	0	0	0	0	0	1	0	असुरक्षित
unhappiness	0	0	0	0	0	1	0	1	0	0	दुख
unhappy	1	0	1	0	0	1	0	1	0	0	दुखी
unharmed	0	0	0	0	0	0	0	0	0	0	अहानिकर
unhealthy	0	0	1	1	0	1	0	1	0	0	अस्वस्थ
unhindered	0	0	0	0	0	0	0	0	0	0	निर्बाध
unholy	0	0	0	1	0	1	0	0	0	0	अपवित्र
unicorn	0	0	0	0	0	0	0	0	0	0	युनिकर्न
unification	0	1	0	0	1	0	1	0	0	1	एकीकरण
uniform	0	0	0	0	0	0	0	0	0	0	वर्दी
uniformity	0	0	0	0	0	0	0	0	0	0	एकरूपता
uniformly	0	0	0	0	0	0	1	0	0	0	समान रूपमा
unimaginable	0	0	0	0	0	1	1	0	1	0	अकल्पनीय
unimportant	0	0	0	0	0	1	0	1	0	0	महत्वहीन
unimpressed	0	0	0	0	0	1	0	0	0	0	अप्रभावित
unimproved	0	0	0	0	0	1	0	0	0	0	सुधार नगरिएको
uninfected	0	0	0	0	0	0	1	0	0	0	असंक्रमित
uninformed	0	0	0	0	0	1	0	0	0	0	अनभिज्ञ
uninhabited	0	0	0	0	0	0	0	0	0	0	बसोबास नभएको
uninitiated	0	0	0	0	0	1	0	0	0	0	असुरक्षित
uninspired	0	0	0	0	0	1	0	1	0	0	निरुत्साहित
unintelligible	0	0	0	0	0	1	0	0	0	0	बुझ्न नसकिने
unintended	0	0	0	0	0	0	0	0	1	0	अप्रत्याशित
unintentional	0	0	0	0	0	0	0	0	1	0	नजानेको
unintentionally	0	0	0	0	0	1	0	0	1	0	नजानेर
uninterested	0	0	0	0	0	1	0	1	0	0	चासो नभएको
uninteresting	0	0	0	0	0	1	0	1	0	0	चाखलाग्दो
uninterrupted	0	0	0	0	0	0	0	0	0	0	निर्बाध
uninvited	0	0	0	0	0	0	0	1	0	0	निमन्त्रणा नगरिएको
union	0	0	0	0	0	0	0	0	0	0	संघ
unique	0	0	0	0	0	0	1	0	1	0	अद्वितीय
unison	0	0	0	0	0	0	1	0	0	0	एकता
unit	0	0	0	0	0	0	0	0	0	0	एकाइ
unitary	0	0	0	0	0	0	1	0	0	0	एकात्मक
unite	0	0	0	0	0	0	0	0	0	0	एकताबद्ध
united	0	0	0	0	0	0	1	0	0	1	संयुक्त
unity	0	0	0	0	0	0	1	0	0	1	एकता
universal	0	0	0	0	0	0	0	0	0	0	विश्वव्यापी
universality	0	0	0	0	0	0	0	0	0	0	सार्वभौमिकता
universe	0	0	0	0	0	0	0	0	0	0	ब्रह्माण्ड
university	0	1	0	0	0	0	1	0	0	0	विश्वविद्यालय
unjust	1	0	0	0	0	1	0	0	0	0	अन्यायपूर्ण
unjustifiable	1	0	1	1	0	1	0	0	0	0	अनुचित
unjustified	0	0	0	0	0	1	0	0	0	0	अनुचित
unkind	1	0	1	1	0	1	0	1	0	0	निर्दयी
unknowable	0	0	0	0	0	0	0	0	0	0	अज्ञात
unknown	0	1	0	1	0	1	0	0	0	0	अज्ञात
unlawful	1	0	1	1	0	1	0	1	0	0	गैरकानूनी
unleash	0	0	0	0	0	0	0	0	0	0	खोल्नुहोस्
unlicensed	0	0	0	0	0	1	0	0	0	0	लाइसेन्स बिना
unlike	0	0	0	0	0	0	0	0	0	0	विपरीत
unlimited	0	0	0	0	0	0	1	0	0	0	असीमित
unload	0	0	0	0	0	0	0	0	0	0	अनलोड
unloaded	0	0	0	0	0	0	0	0	0	0	अनलोड गरियो
unlock	0	0	0	0	0	0	0	0	0	0	अनलक गर्नुहोस्
unlucky	1	0	1	1	0	1	0	1	0	0	अशुभ
unmanageable	0	0	1	0	0	1	0	0	0	0	अव्यवस्थित
unmarked	0	0	0	0	0	0	0	0	0	0	अचिह्नित
unmarried	0	0	0	0	0	0	0	0	0	0	अविवाहित
unmask	0	0	0	0	0	0	0	0	0	0	मास्क खोल्नुहोस्
unmatched	0	0	0	0	0	0	0	0	0	0	बेजोड
unmistakable	0	0	0	0	0	0	0	0	0	0	अस्पष्ट
unmitigated	0	0	0	0	0	0	0	0	0	0	असीमित
unmoved	0	0	0	0	0	0	0	0	0	0	अचल
unnamed	0	0	0	0	0	0	0	0	0	0	बेनामी
unnatural	0	0	1	1	0	1	0	0	0	0	अप्राकृतिक
unnecessary	0	0	0	0	0	0	0	0	0	0	अनावश्यक
unneeded	0	0	0	0	0	0	0	0	0	0	अनावश्यक
