English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Portuguese Word
straighten	0	0	0	0	0	0	0	0	0	0	endireitar
straightforward	0	0	0	0	0	0	1	0	0	1	para a frente
straightway	0	0	0	0	0	0	0	0	0	0	imediatamente
strained	1	0	0	0	0	1	0	0	0	0	tenso
strait	0	0	0	0	0	0	0	0	0	0	estreito
straits	0	0	0	1	0	1	0	0	0	0	estreito
strand	0	0	0	0	0	0	0	0	0	0	fio
stranded	0	0	0	0	0	1	0	0	0	0	encalhado
stranger	0	0	0	1	0	1	0	0	0	0	desconhecido
strangle	1	0	1	1	0	1	0	1	1	0	estrangular
strap	0	0	0	0	0	0	0	0	0	0	alça
strapping	0	0	0	0	0	0	0	0	0	0	amarrar
strata	0	0	0	0	0	0	0	0	0	0	estratos
strategic	0	0	0	0	0	0	1	0	0	0	estratégico
strategist	0	1	0	0	0	0	1	0	0	1	estrategista
strategy	0	0	0	0	0	0	0	0	0	0	estratégia
stratification	0	0	0	0	0	0	0	0	0	0	estratificação
stratum	0	0	0	0	0	0	0	0	0	0	estrato
stratus	0	0	0	0	0	0	0	0	0	0	estrato
straw	0	0	0	0	0	0	0	0	0	0	Palha
stray	0	0	0	0	0	1	0	0	0	0	disperso
streak	0	0	0	0	0	0	0	0	0	0	à risca
streaked	0	0	0	0	0	0	0	0	0	0	listrado
stream	0	0	0	0	0	0	0	0	0	0	fluxo
streamer	0	0	0	0	0	0	0	0	0	0	flâmula
streaming	0	0	0	0	0	0	0	0	0	0	transmissão
street	0	0	0	0	0	0	0	0	0	0	rua
strength	0	0	0	0	0	0	1	0	0	1	força
strengthen	0	0	0	0	0	0	1	0	0	0	fortalecer
strengthening	0	0	0	0	1	0	1	0	0	1	Reforço
strenuous	0	0	0	0	0	0	0	0	0	0	extenuante
stress	0	0	0	0	0	1	0	0	0	0	estresse
stretch	0	0	0	0	0	0	0	0	0	0	esticar
stretcher	0	0	0	1	0	0	0	1	0	0	maca
stricken	0	0	0	0	0	0	0	1	0	0	acometido
stride	0	0	0	0	0	0	0	0	0	0	passo largo
strife	1	0	0	0	0	1	0	0	0	0	contenda
strike	1	0	0	0	0	1	0	0	0	0	ataque
striking	0	0	0	0	0	0	1	0	0	0	impressionante
strikingly	0	0	0	0	0	0	1	0	0	0	surpreendentemente
string	0	0	0	0	0	0	0	0	0	0	corda
stringy	0	0	0	0	0	0	0	0	0	0	fibroso
strip	0	0	0	0	0	1	0	1	0	0	faixa
stripe	0	0	0	0	0	1	0	0	0	0	listra
stripped	1	1	1	1	0	1	0	1	0	0	despojado
strive	0	1	0	0	0	0	0	0	0	0	esforço
strobe	0	0	0	0	0	0	0	0	0	0	estroboscópio
stroke	0	0	0	1	0	1	0	1	0	0	derrame
stroll	0	0	0	0	0	0	0	0	0	0	passeio
stronghold	0	0	0	0	0	0	0	0	0	0	fortaleza
strongly	0	0	0	0	0	0	1	0	0	0	fortemente
structural	0	0	0	0	0	0	0	0	0	1	estrutural
structure	0	0	0	0	0	0	1	0	0	1	estrutura
struggle	1	0	0	1	0	1	0	1	0	0	luta
strut	0	0	0	0	0	1	0	0	0	0	pavonear
stubble	0	0	0	0	0	0	0	0	0	0	restolho
stubbornness	0	0	0	0	0	0	0	0	0	0	teimosia
stubby	0	0	0	0	0	0	0	0	0	0	atarracado
stucco	0	0	0	0	0	0	0	0	0	0	reboco
stuck	0	0	0	0	0	0	0	0	0	0	grudou
stud	0	0	0	0	0	0	1	0	0	0	viga
studded	0	0	0	0	0	0	0	0	0	0	estudado
student	0	0	0	0	0	0	0	0	0	0	aluna
studied	0	0	0	0	0	0	0	0	0	0	estudado
studio	0	0	0	0	0	0	0	0	0	0	estúdio
study	0	0	0	0	0	0	1	0	0	0	estudar
stuff	0	0	0	0	0	0	0	0	0	0	material
stuffing	0	0	0	0	0	0	0	0	0	0	estofamento
stuffy	0	0	0	0	0	1	0	0	0	0	abafado
stumble	0	0	0	0	0	1	0	0	0	0	tropeçar
stump	0	0	0	0	0	0	0	0	0	0	toco
stunned	0	0	0	1	0	1	0	0	1	0	atordoado
stunt	0	0	0	0	0	0	0	0	0	0	façanha
stunted	0	0	0	0	0	1	0	0	0	0	atrofiado
stupendous	0	0	0	0	0	0	0	0	0	0	estupendo
stupid	0	0	0	0	0	1	0	0	0	0	estúpido
stupidity	0	0	0	0	0	1	0	0	0	0	estupidez
stupor	0	0	0	0	0	1	0	0	0	0	estupor
sturdy	0	0	0	0	0	0	1	0	0	0	resistente
sturgeon	0	0	0	0	0	0	0	0	0	0	esturjão
stutter	0	0	0	0	0	0	0	0	0	0	gaguejar
sty	0	0	1	0	0	1	0	0	0	0	chiqueiro
style	0	0	0	0	0	0	0	0	0	0	estilo
stylish	0	0	0	0	0	0	0	0	0	0	à moda
subatomic	0	0	0	0	0	0	0	0	0	0	subatômico
subcommittee	0	0	0	0	0	0	0	0	0	0	subcomissão
subconscious	0	0	0	0	0	0	0	0	0	0	subconsciente
subcutaneous	0	0	0	0	0	0	0	0	0	0	subcutâneo
subdivide	0	0	0	0	0	0	0	0	0	0	subdividir
subdivision	0	0	0	0	0	0	0	0	0	0	subdivisão
subduction	0	0	0	0	0	0	0	0	0	0	subducção
subdue	0	0	0	0	0	1	0	0	0	0	subjugar
subdued	0	0	0	0	0	0	0	0	0	0	subjugado
subito	0	0	0	0	0	0	0	0	1	0	subito
subject	0	0	0	0	0	1	0	0	0	0	sujeito
subjected	0	0	0	0	0	1	0	1	0	0	submetido
subjection	0	0	0	0	0	1	0	0	0	0	sujeição
subjective	0	0	0	0	0	0	0	0	0	0	subjetivo
subjugation	1	0	1	1	0	1	0	1	0	0	subjugação
sublimation	0	0	0	0	1	0	1	0	0	0	sublimação
subliminal	0	0	0	0	0	0	0	0	0	0	subliminar
submarine	0	0	0	0	0	0	0	0	0	0	submarino
submerged	0	0	0	0	0	0	0	0	0	0	submerso
submersible	0	0	0	0	0	0	0	0	0	0	submersível
submission	0	0	0	0	0	0	0	0	0	0	submissão
submit	0	1	0	0	0	0	0	0	0	0	enviar
subordinate	0	0	0	1	0	1	0	0	0	0	subordinar
subordination	0	0	0	0	0	0	0	0	0	0	subordinação
subplot	0	0	0	0	0	0	0	0	0	0	subtrama
subpoena	0	0	0	0	0	1	0	0	0	0	intimação
subscribe	0	1	0	0	0	0	0	0	0	0	se inscrever
subscription	0	0	0	0	0	0	0	0	0	0	inscrição
subsequence	0	0	0	0	0	0	0	0	0	0	subsequência
subsequent	0	0	0	0	0	0	0	0	0	0	subseqüente
subsequently	0	0	0	0	0	0	0	0	0	0	subseqüentemente
subset	0	0	0	0	0	0	0	0	0	0	subconjunto
subside	0	0	0	0	0	0	0	0	0	0	diminuir
subsidence	0	0	0	0	0	1	0	1	0	0	subsidência
subsidiary	0	0	0	0	0	0	0	0	0	0	subsidiária
subsidize	0	0	0	0	0	0	0	0	0	0	subsidiar
subsidy	1	0	1	0	0	1	0	0	0	0	subvenção
subsist	0	0	0	0	0	1	0	0	0	0	subsistir
subsistence	0	0	0	0	0	0	0	0	0	0	subsistência
subsoil	0	0	0	0	0	0	0	0	0	0	subsolo
substance	0	0	0	0	0	0	1	0	0	0	substância
substantially	0	0	0	0	0	0	0	0	0	0	substancialmente
substantiate	0	0	0	0	0	0	0	0	0	1	fundamentar
substantive	0	0	0	0	0	0	1	0	0	0	substantivo
substitute	0	0	0	0	0	0	0	0	0	0	substituto
substituted	0	0	0	0	0	0	0	0	0	0	substituído
substitution	0	0	0	0	0	0	0	0	0	0	substituição
substructure	0	0	0	0	0	0	0	0	0	0	subestrutura
subterranean	0	0	0	0	0	0	0	0	0	0	subterrâneo
subtle	0	0	0	0	0	0	0	0	0	0	sutil
subtlety	0	0	0	0	0	0	0	0	0	0	sutileza
subtract	0	0	0	0	0	1	0	0	0	0	subtrair
subtraction	0	0	0	0	0	0	0	0	0	0	subtração
subtype	0	0	0	0	0	0	0	0	0	0	subtipo
suburb	0	0	0	0	0	0	0	0	0	0	subúrbio
suburban	0	0	0	0	0	0	0	0	0	0	suburbano
suburbs	0	0	0	0	0	0	0	0	0	0	subúrbios
subversion	1	0	0	1	0	1	0	0	0	0	subversão
subversive	1	0	0	0	0	1	0	0	1	0	subversivo
subvert	0	0	1	1	0	1	0	1	0	0	subverter
subway	0	0	0	0	0	0	0	0	0	0	metrô
succeed	0	1	0	0	1	0	1	0	1	1	ter sucesso
succeeding	0	1	0	0	1	0	1	0	0	1	tendo sucesso
success	0	1	0	0	1	0	1	0	0	0	sucesso
successful	0	1	0	0	1	0	1	0	0	1	bem sucedido
succession	0	0	0	0	0	0	0	0	0	0	sucessão
successive	0	0	0	0	0	0	0	0	0	0	sucessivo
successor	0	0	0	0	0	0	0	0	0	0	sucessor
succinct	0	0	0	0	0	0	1	0	0	0	sucinto
succulent	0	0	0	0	0	1	1	0	0	0	suculento
succumb	0	0	0	0	0	1	0	0	0	0	sucumbir
suck	0	0	0	0	0	1	0	0	0	0	chupar
sucker	1	0	0	0	0	1	0	0	0	0	otário
sucking	0	0	0	0	0	0	0	0	0	0	sucção
suckling	0	0	0	0	0	0	0	0	0	0	mamando
suction	0	0	0	0	0	0	0	0	0	0	sucção
sudden	0	0	0	0	0	0	0	0	1	0	repentino
suddenly	0	0	0	0	0	0	0	0	1	0	De repente
sue	1	0	0	0	0	1	0	1	0	0	processar
suffer	0	0	0	0	0	1	0	0	0	0	Sofra
sufferer	0	0	0	1	0	1	0	1	0	0	sofredor
suffering	0	0	1	1	0	1	0	1	0	0	Sofrimento
suffice	0	0	0	0	0	0	0	0	0	0	satisfazer
sufficiency	0	0	0	0	0	0	1	0	0	0	suficiência
sufficient	0	0	0	0	0	0	0	0	0	0	suficiente
sufficiently	0	0	0	0	0	0	0	0	0	0	suficientemente
suffix	0	0	0	0	0	0	0	0	0	0	sufixo
suffocating	0	0	1	1	0	1	0	1	0	0	sufocante
suffocation	1	0	0	1	0	1	0	0	0	0	asfixia
sugar	0	0	0	0	0	0	1	0	0	0	açúcar
suggest	0	0	0	0	0	0	0	0	0	1	sugerir
suggestion	0	0	0	0	0	0	0	0	0	0	sugestão
suggestive	0	0	0	0	0	0	0	0	0	0	sugestivo
suicidal	1	0	1	1	0	1	0	1	0	0	suicida
suicide	1	0	0	1	0	1	0	1	0	0	suicídio
suit	0	0	0	0	0	0	0	0	0	0	Traje
suitable	0	0	0	0	0	0	1	0	0	0	adequado
suite	0	0	0	0	0	0	0	0	0	0	suíte
suitor	0	0	0	0	0	0	0	0	0	0	pretendente
sullen	1	0	0	0	0	1	0	1	0	0	taciturno
sulphur	0	0	0	0	0	0	0	0	0	0	enxofre
sultan	0	0	0	1	0	0	0	0	0	0	sultão
sultry	0	0	0	0	0	0	1	0	0	0	abafado
sum	0	0	0	0	0	0	0	0	0	0	soma
summarily	0	0	0	0	0	0	0	0	0	0	sumariamente
summarize	0	0	0	0	0	0	0	0	0	0	resumir
summary	0	0	0	0	0	0	0	0	0	0	resumo
summation	0	0	0	0	0	0	0	0	0	0	soma
summer	0	0	0	0	0	0	0	0	0	0	verão
summit	0	0	0	0	0	0	0	0	0	0	cume
summon	0	0	0	0	0	0	0	0	0	0	convocar
summons	0	0	0	0	0	1	0	0	0	0	convocação
sumo	0	0	0	0	0	0	0	0	0	0	sumô
sump	0	0	1	0	0	0	0	0	0	0	cárter
sumptuous	0	0	0	0	0	0	0	0	0	0	suntuoso
sun	0	1	0	0	1	0	1	0	1	1	Sol
sunbeam	0	0	0	0	0	0	0	0	0	0	raio de Sol
sundial	0	1	0	0	0	0	0	0	0	1	relógio de sol
sundown	0	0	0	0	0	0	0	0	0	0	pôr do sol
sundry	0	0	0	0	0	0	0	0	0	0	diversos
sunglass	0	0	0	0	0	0	0	0	0	0	oculos de sol
sunglasses	0	0	0	0	0	0	0	0	0	0	oculos escuros
sunk	0	0	1	1	0	1	0	1	0	0	afundado
sunless	0	0	0	0	0	0	0	0	0	0	sem sol
sunlight	0	0	0	0	0	0	0	0	0	0	luz solar
sunny	0	1	0	0	1	0	1	0	1	0	ensolarado
sunrise	0	0	0	0	0	0	0	0	0	0	nascer do sol
sunset	0	1	0	0	0	0	1	0	0	0	pôr do sol
sunshine	0	0	0	0	1	0	1	0	0	0	brilho do sol
superannuation	0	0	0	0	0	0	0	0	0	0	aposentadoria
superb	0	0	0	0	0	0	1	0	0	0	soberbo
superficial	0	0	0	0	0	1	0	0	0	0	superficial
superfluous	0	0	0	0	0	1	0	0	0	0	supérfluo
superhuman	0	0	0	0	0	0	1	0	0	0	sobre-humano
superimposed	0	0	0	0	0	0	0	0	0	0	sobreposto
superintendent	0	0	0	0	0	0	0	0	0	0	superintendente
superior	0	0	0	0	0	0	1	0	0	0	superior
superiority	0	0	0	0	0	0	1	0	0	0	superioridade
superlative	0	0	0	0	0	0	0	0	0	0	superlativo
superman	0	0	0	0	1	0	1	0	0	1	Super homen
supermarket	0	0	0	0	0	0	0	0	0	0	supermercado
supernatant	0	0	0	0	0	0	0	0	0	0	sobrenadante
supernatural	0	0	0	0	0	0	0	0	0	0	sobrenatural
superposition	0	0	0	0	0	0	0	0	0	0	sobreposição
supersede	0	0	0	0	0	0	0	0	0	0	substituir
superstar	0	0	0	0	1	0	1	0	0	1	Super estrela
superstition	0	0	0	1	0	1	1	0	0	0	superstição
superstitious	0	1	0	1	0	1	0	0	0	0	supersticioso
supervise	0	0	0	0	0	0	0	0	0	0	supervisionar
supervision	0	0	0	0	0	0	0	0	0	0	supervisão
supervisor	0	0	0	0	0	0	0	0	0	0	Supervisor
supper	0	0	0	0	0	0	0	0	0	0	jantar
supplant	0	0	0	0	0	0	0	0	0	0	suplantar
supple	0	0	0	0	0	0	0	0	0	0	flexível
supplement	0	0	0	0	0	0	0	0	0	0	suplemento
supplemental	0	0	0	0	0	0	0	0	0	0	suplementar
supplementary	0	0	0	0	0	0	0	0	0	0	suplementar
supplication	0	0	0	0	0	0	1	0	0	1	súplica
supplies	0	0	0	0	0	0	1	0	0	0	suprimentos
supply	0	0	0	0	0	0	1	0	0	0	fornecer
supported	0	0	0	0	0	0	1	0	0	0	suportado
supporter	0	0	0	0	1	0	1	0	0	1	torcedor
supporters	0	0	0	0	0	0	0	0	0	0	simpatizantes
supporting	0	0	0	0	0	0	1	0	0	1	apoiando
suppose	0	0	0	0	0	0	0	0	0	0	suponha
supposing	0	0	0	0	0	0	0	0	0	0	supondo
supposition	0	0	0	0	0	0	0	0	0	0	suposição
suppress	1	0	0	1	0	1	0	1	0	0	suprimir
suppression	1	0	1	1	0	1	0	0	0	0	supressão
supremacy	1	1	0	1	1	1	1	0	1	1	supremacia
supreme	0	0	0	0	0	0	1	0	0	0	supremo
supremely	0	0	0	0	0	0	1	0	0	0	supremamente
surcharge	1	0	0	0	0	1	0	0	0	0	sobretaxa
surety	0	0	0	0	0	0	1	0	0	1	fiador
surf	0	0	0	0	0	0	0	0	0	0	surfar
surface	0	0	0	0	0	0	0	0	0	0	superfície
surge	0	0	0	0	0	0	0	0	1	0	surto
surgeon	0	0	0	0	0	0	0	0	0	0	cirurgião
surgery	0	0	0	1	0	0	0	1	0	0	cirurgia
surly	1	0	1	0	0	1	0	0	0	0	grosseiro
surmise	0	0	0	0	0	0	1	0	0	0	supor
surname	0	0	0	0	0	0	0	0	0	0	sobrenome
surpassing	0	0	0	0	0	0	1	0	0	0	superando
surplus	0	0	0	0	0	0	0	0	0	0	excedente
surprise	0	0	0	1	1	0	1	0	1	0	surpresa
surprised	0	0	0	0	0	0	0	0	1	0	surpreso
surprising	0	0	0	0	0	0	0	0	1	0	surpreendente
surprisingly	0	1	0	0	0	0	0	0	1	0	surpreendentemente
surrender	0	0	0	1	0	1	0	1	0	0	render
surrendering	0	0	0	0	0	1	0	1	0	0	entregando-se
surrogate	0	0	0	0	0	0	0	0	0	1	substituto
surround	0	1	0	0	0	1	1	0	0	0	cercar
surrounding	0	0	0	0	0	0	0	0	0	0	em torno da
surroundings	0	0	0	0	0	0	0	0	0	0	arredores
surveillance	0	0	0	1	0	0	0	0	0	0	vigilância
survey	0	0	0	0	0	0	0	0	0	0	pesquisa
surveying	0	0	0	0	0	0	1	0	0	0	levantamento
surveyor	0	0	0	0	0	0	0	0	0	0	agrimensor
survival	0	0	0	0	0	0	0	0	0	0	sobrevivência
survive	0	0	0	0	0	0	1	0	0	0	sobreviver
surviving	0	0	0	0	0	0	0	0	0	0	sobrevivendo
susceptibility	0	0	0	0	0	0	0	0	0	0	suscetibilidade
susceptible	0	0	0	0	0	1	0	0	0	0	suscetível
suspect	0	0	0	1	0	1	0	0	0	0	suspeito
suspected	0	0	0	0	0	0	0	0	0	0	suspeito
suspend	0	0	0	0	0	0	0	0	0	0	suspender
suspended	0	0	0	0	0	0	0	0	0	0	suspenso
suspenders	0	0	0	0	0	0	0	0	0	0	suspensórios
suspense	0	1	0	1	0	0	0	0	1	0	suspense
suspension	0	0	0	1	0	1	0	0	0	0	suspensão
suspicion	0	0	0	1	0	1	0	0	0	0	suspeita
suspicions	0	0	0	0	0	0	0	0	0	0	suspeitas
suspicious	1	1	0	0	0	1	0	0	0	0	suspeito
sustained	0	0	0	0	0	0	0	0	0	0	sustentado
sustenance	0	0	0	0	0	0	0	0	0	0	sustento
suture	0	0	0	0	0	0	0	0	0	0	sutura
swab	0	0	0	0	0	1	0	0	0	0	cotonete
swag	0	0	0	0	0	0	0	0	0	0	Swag
swagger	0	0	0	0	0	0	0	0	0	0	arrogância
swallow	0	0	0	0	0	0	0	0	0	0	engolir
swamp	0	0	1	1	0	1	0	0	0	0	pântano
swamped	0	0	0	0	0	0	0	0	0	0	inundado
swampy	0	0	1	1	0	1	0	0	0	0	pantanoso
swan	0	0	0	0	0	0	0	0	0	0	cisne
swap	0	0	0	0	0	0	0	0	0	0	troca
swarm	0	0	1	0	0	0	0	0	0	0	enxame
swarming	0	0	0	0	0	0	0	0	0	0	pululante
swastika	1	0	0	1	0	1	0	0	0	0	suástica
sway	0	0	0	0	0	0	0	0	0	0	balançar
swear	0	0	0	0	0	0	1	0	0	1	jurar
swearing	0	0	0	0	0	0	0	0	0	0	palavrões
sweat	0	0	0	1	0	0	0	0	0	0	suor
sweater	0	0	0	0	0	0	0	0	0	0	suéter
sweating	0	0	0	0	0	0	0	0	0	0	sudorese
sweep	0	0	0	0	0	0	0	0	0	0	varrer
sweeping	0	0	0	0	0	0	0	0	0	0	varrendo
sweet	0	1	0	0	1	0	1	0	1	1	doce
sweeten	0	0	0	0	0	0	0	0	0	0	adoçar
sweetened	0	0	0	0	0	0	0	0	0	0	adoçado
sweetener	0	0	0	0	0	0	0	0	0	0	adoçante
sweetheart	0	1	0	0	1	0	1	1	0	1	amada
sweetie	0	0	0	0	0	0	1	0	0	0	querida
sweetness	0	0	0	0	0	0	1	0	0	0	Doçura
sweets	0	1	0	0	1	0	1	0	0	0	doces
swell	0	0	0	0	0	0	0	0	0	0	inchar
swelling	0	0	0	1	0	1	0	0	0	0	inchaço
sweltering	0	0	0	0	0	0	0	0	0	0	sufocante
swerve	0	0	0	1	0	0	0	0	1	0	desviar
swift	0	0	0	0	0	0	1	0	0	0	rápido
swiftly	0	0	0	0	0	0	0	0	0	0	rapidamente
swig	0	0	1	0	0	1	0	0	0	0	gole
swim	0	1	0	1	1	0	1	0	0	0	nadar
swimming	0	0	0	0	0	0	0	0	0	0	natação
swine	0	0	1	0	0	1	0	0	0	0	porco
swing	0	0	0	0	0	0	0	0	0	0	balanço
swinging	0	0	0	0	0	0	0	0	0	0	oscilante
swish	0	0	0	0	0	0	0	0	0	0	swish
switch	0	0	0	0	0	0	0	0	0	0	trocar
swivel	0	0	0	0	0	0	0	0	0	0	girar
swollen	0	0	0	0	0	1	0	0	0	0	inchado
swoon	0	0	0	0	0	0	0	0	0	0	desmaio
swoop	0	0	0	0	0	0	0	0	0	0	swoop
sword	0	0	0	0	0	0	0	0	0	0	espada
syllable	0	0	0	0	0	0	0	0	0	0	sílaba
syllabus	0	0	0	0	0	0	0	0	0	0	programa de Estudos
symbol	0	0	0	0	0	0	0	0	0	0	símbolo
symbolic	0	0	0	0	0	0	1	0	0	0	simbólico
symbolically	0	0	0	0	0	0	0	0	0	0	simbolicamente
symbolism	0	0	0	0	0	0	0	0	0	0	simbolismo
symbolize	0	0	0	0	0	0	0	0	0	0	simbolizar
symmetric	0	0	0	0	0	0	0	0	0	0	simétrico
symmetrical	0	0	0	0	0	0	1	0	0	0	simétrico
symmetry	0	0	0	0	1	0	1	0	0	1	simetria
sympathetic	0	0	0	1	1	0	1	1	0	1	simpático
sympathize	0	0	0	0	0	0	0	1	0	0	simpatizar
sympathy	0	0	0	0	0	0	1	1	0	0	simpatia
symphony	0	1	0	0	1	0	1	0	0	0	sinfonia
symptom	0	0	0	0	0	1	0	0	0	0	sintoma
symptomatic	0	0	0	0	0	0	0	0	0	0	sintomático
synagogue	0	0	0	0	0	0	0	0	0	0	sinagoga
synchronize	0	1	0	0	1	0	1	0	1	1	sincronizar
synchronous	0	0	0	0	0	0	0	0	0	0	síncrono
syncope	0	0	0	1	0	1	0	1	1	0	síncope
syndicate	0	0	0	0	0	0	0	0	0	0	sindicato
synergistic	0	0	0	0	0	0	1	0	0	1	sinérgico
synergy	0	0	0	0	0	0	0	0	0	0	sinergia
synod	0	0	0	0	0	0	1	0	0	1	sínodo
synonym	0	0	0	0	0	0	0	0	0	0	sinônimo
synonymous	0	0	0	1	0	1	1	0	0	1	sinônimo
synopsis	0	0	0	0	0	0	0	0	0	0	sinopse
synoptic	0	0	0	0	0	0	0	0	0	0	sinótico
syntax	0	0	0	0	0	0	0	0	0	0	sintaxe
synthesis	0	0	0	0	0	0	0	0	0	0	síntese
synthetic	0	0	0	0	0	0	0	0	0	0	sintético
syringe	0	0	0	1	0	0	0	0	0	0	seringa
syrup	0	0	0	0	0	0	0	0	0	0	xarope
system	0	0	0	0	0	0	0	0	0	1	sistema
systematic	0	0	0	0	0	0	0	0	0	0	sistemático
systematically	0	0	0	0	0	0	0	0	0	0	sistematicamente
tabby	0	0	0	0	0	0	0	0	0	0	malhado
tabernacle	0	0	0	0	0	0	0	0	0	0	tabernáculo
table	0	0	0	0	0	0	0	0	0	0	tabela
tableau	0	0	0	0	0	0	0	0	0	0	quadro
tablespoon	0	0	0	0	0	0	0	0	0	0	colher de sopa
tablet	0	0	0	0	0	0	0	0	0	0	tábua
tableware	0	0	0	0	0	0	0	0	0	0	talheres
taboo	0	0	1	1	0	1	0	0	0	0	tabu
tabular	0	0	0	0	0	0	0	0	0	0	tabular
tabulate	0	1	0	0	0	0	0	0	0	0	tabular
tabulation	0	0	0	0	0	0	0	0	0	0	tabulação
tachometer	0	0	0	0	0	0	0	0	0	0	tacômetro
tacit	0	0	0	0	0	0	0	0	0	0	tácito
tack	0	0	0	0	0	0	0	0	0	0	aderência
tackle	1	0	0	0	0	0	0	0	1	0	enfrentar
tackling	0	0	0	0	0	0	0	0	0	0	combatendo
tacky	0	0	0	0	0	0	0	0	0	0	brega
tact	0	0	0	0	0	0	1	0	0	0	tato
tactics	0	0	0	1	0	0	0	0	0	1	táticas
tactile	0	0	0	0	0	0	0	0	0	0	tátil
taffeta	0	0	0	0	0	0	0	0	0	0	tafetá
taffy	0	0	0	0	0	0	0	0	0	0	caramelo
tag	0	0	0	0	0	0	0	0	0	0	marcação
tail	0	0	0	0	0	0	0	0	0	0	rabo
tailed	0	0	0	0	0	0	0	0	0	0	cauda
tailings	0	0	0	0	0	0	0	0	0	0	rejeitos
tailor	0	0	0	0	0	0	0	0	0	0	alfaiate
tailoring	0	0	0	0	0	0	0	0	0	0	alfaiataria
taint	0	0	0	0	0	1	0	1	0	0	manchar
taker	0	0	0	0	0	0	0	0	0	0	tomador
tale	0	0	0	0	0	0	1	0	0	0	conto
talent	0	0	0	0	0	0	1	0	0	0	talento
talented	0	0	0	0	0	0	0	0	0	0	talentoso
talisman	0	0	0	0	0	0	1	0	0	0	talismã
talk	0	0	0	0	0	0	1	0	0	0	conversa
talkative	0	0	0	0	0	0	0	0	0	0	falante
talker	0	0	0	0	0	0	0	0	0	0	falador
tall	0	0	0	0	0	0	0	0	0	0	alta
tallies	0	0	0	0	0	0	0	0	0	0	conta
tallow	0	0	0	0	0	0	0	0	0	0	sebo
tally	0	0	0	0	0	0	0	0	0	0	contar
talons	1	0	0	1	0	1	0	0	0	0	garras
tambourine	0	0	0	0	0	0	0	0	0	0	pandeiro
taming	0	0	0	0	0	0	0	0	0	0	domar
tan	0	0	0	0	0	0	0	0	0	0	bronzeado
tandem	0	0	0	0	0	0	0	0	0	1	tandem
tang	0	0	0	0	0	0	0	0	0	0	Espiga
tangent	0	0	0	0	0	0	0	0	0	0	tangente
tangle	0	0	0	0	0	0	0	0	0	0	emaranhado
tangled	0	0	0	0	0	1	0	0	0	0	emaranhado
tank	0	0	0	0	0	0	0	0	0	0	tanque
tanned	0	0	0	0	0	0	1	0	0	0	bronzeada
tantalizing	0	1	0	0	1	1	1	0	1	0	tentador
tantamount	0	0	0	0	0	0	0	0	0	1	equivalente
tap	0	0	0	0	0	0	0	0	0	0	toque
tape	0	0	0	0	0	0	0	0	0	0	fita
taper	0	0	0	0	0	0	0	0	0	0	afunilar
tapering	0	0	0	0	0	0	0	0	0	0	afilando
tapestry	0	0	0	0	0	0	0	0	0	0	tapeçaria
tar	0	0	0	0	0	0	0	0	0	0	alcatrão
tardiness	0	0	0	0	0	1	0	0	0	0	atraso
tardy	0	0	0	0	0	1	0	0	0	0	atrasado
target	0	0	0	0	0	0	0	0	0	0	alvo
tariff	1	0	1	0	0	1	0	0	0	0	tarifa
tarnish	0	0	1	0	0	1	0	1	0	0	manchar
tarry	0	0	0	0	0	1	0	0	0	0	demorar
tart	0	0	0	0	0	0	0	0	0	0	azedo
tartan	0	0	0	0	0	0	0	0	0	0	tartan
tartar	0	0	0	0	0	0	0	0	0	0	tártaro
task	0	0	0	0	0	0	1	0	0	0	tarefa
tassel	0	0	0	0	0	0	0	0	0	0	pendão
taste	0	0	0	0	0	0	0	0	0	0	gosto
tasteful	0	0	0	0	0	0	1	0	0	0	de bom gosto
tasteless	0	0	1	0	0	1	0	0	0	0	insípido
tasting	0	0	0	0	0	0	0	0	0	0	degustação
tasty	0	0	0	0	0	0	1	0	0	0	gostoso
tat	0	0	0	0	0	0	0	0	0	0	tatuagem
tattoo	0	0	0	0	0	0	0	0	0	0	tatuagem
taught	0	0	0	0	0	0	0	0	0	1	ensinado
taunt	1	0	0	1	0	1	0	1	0	0	insultar
taut	0	0	0	0	0	0	0	0	0	0	tenso
tavern	0	0	0	0	0	0	0	0	0	0	taberna
tawny	0	0	1	0	0	0	0	0	0	0	Pardo
tax	0	0	0	0	0	1	0	1	0	0	imposto
taxicab	0	0	0	0	0	0	0	0	0	0	táxi
taxonomy	0	0	0	0	0	0	0	0	0	0	taxonomia
tea	0	0	0	0	0	0	0	0	0	0	chá
teach	0	0	0	0	1	0	1	0	1	1	Ensinar
teacher	0	0	0	0	0	0	1	0	0	1	professora
teaching	0	0	0	0	0	0	0	0	0	0	ensino
team	0	0	0	0	0	0	0	0	0	1	equipe
tearful	0	0	1	1	0	0	0	1	0	0	choroso
tease	1	1	0	0	0	1	0	1	0	0	provocação
teaser	0	0	0	0	0	0	0	0	0	0	provocação
teasing	1	0	0	1	0	1	0	0	0	0	provocando
teat	0	0	0	0	0	0	0	0	0	0	teta
technical	0	0	0	0	0	0	0	0	0	0	técnico
technicality	0	0	0	0	0	0	0	0	0	0	tecnicidade
technician	0	0	0	0	0	0	0	0	0	0	técnico
technology	0	0	0	0	0	0	1	0	0	0	tecnologia
ted	0	0	0	0	0	0	0	0	0	0	ted
