English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Latvian Word
pudding	0	0	0	0	0	0	0	0	0	0	pudiņš
puddle	0	0	0	0	0	0	0	0	0	0	peļķe
puff	0	0	0	0	0	0	0	0	0	0	dvesma
puffy	0	0	0	0	0	1	0	0	0	0	pufīgs
pug	0	0	0	0	0	0	0	0	0	0	mopsis
puke	0	0	1	0	0	0	0	0	0	0	vemšana
pull	0	0	0	0	0	0	1	0	0	0	velciet
pulley	0	0	0	0	0	0	0	0	0	0	skriemelis
pullover	0	0	0	0	0	0	0	0	0	0	pulovers
pulmonary	0	0	0	0	0	0	0	0	0	0	plaušu
pulp	0	0	0	0	0	0	0	0	0	0	mīkstums
pulpit	0	0	0	0	0	0	1	0	0	0	kancele
pulsation	0	0	0	0	0	0	0	0	0	0	pulsācija
pulse	0	0	0	0	0	0	0	0	0	0	pulss
puma	0	0	0	1	0	0	0	0	1	0	puma
pump	0	0	0	0	0	0	0	0	0	0	sūknis
pun	0	0	0	0	0	0	0	0	0	0	vārdu spēle
punch	1	0	0	1	0	1	0	1	1	0	sitiens
punctual	0	1	0	0	0	0	1	0	0	1	punktuāls
punctuality	0	0	0	0	0	0	1	0	0	0	punktualitāte
punctually	0	0	0	0	0	0	0	0	0	0	punktuāli
punctuation	0	0	0	0	0	0	0	0	0	0	pieturzīmes
puncture	0	0	0	0	0	0	0	0	0	0	punkcija
pundit	0	0	0	0	0	0	0	0	0	0	zinātājs
pungent	0	0	1	0	0	1	0	0	0	0	asa
punish	0	0	0	1	0	1	0	0	0	0	sodīt
punished	1	1	1	1	0	1	0	1	0	0	sodīts
punishing	1	0	0	1	0	1	0	1	0	0	sodot
punishment	1	0	1	1	0	1	0	0	0	0	sods
punitive	1	0	0	1	0	1	0	1	0	0	sodošs
punk	0	0	0	0	0	0	0	0	0	0	panks
punt	0	1	0	0	0	0	0	0	0	0	punt
puny	0	0	0	0	0	0	0	0	0	0	niecīgs
pup	0	0	0	0	0	0	0	0	0	0	kucēns
pupil	0	0	0	0	0	0	0	0	0	0	skolēns
puppet	0	0	0	0	0	0	0	0	0	0	marionete
puppy	0	1	0	0	0	0	1	0	0	1	kucēns
purchase	0	0	0	0	0	0	0	0	0	0	pirkums
purchaser	0	0	0	0	0	0	0	0	0	0	pircējs
purchasing	0	0	0	0	0	0	0	0	0	0	pirkšana
puree	0	0	0	0	0	0	0	0	0	0	biezenis
purely	0	0	0	0	0	0	1	0	0	1	tīri
purgatory	0	0	1	1	0	1	0	0	0	0	šķīstītavā
purge	0	0	0	1	0	1	0	0	0	0	attīrīšana
purification	0	0	0	0	0	0	1	0	0	1	attīrīšana
purify	0	0	0	0	1	0	1	0	0	1	attīrīt
purist	0	0	0	0	0	0	1	0	0	0	pūrists
purity	0	0	0	0	0	0	1	0	1	0	tīrība
purple	0	0	0	0	0	0	0	0	0	0	violets
purport	0	0	0	0	0	0	0	0	0	0	mērķis
purpose	0	0	0	0	0	0	0	0	0	0	mērķis
purposely	0	0	0	0	0	0	0	0	0	0	apzināti
purr	0	0	0	0	1	0	1	0	0	1	murrāt
purse	0	0	0	0	0	0	0	0	0	0	maku
pursuance	0	0	0	0	0	0	0	0	0	0	izpildi
pursuing	0	0	0	0	0	0	0	0	0	0	dzenoties
pursuit	0	0	0	0	0	0	0	0	0	0	vajāšana
purveyor	0	0	0	0	0	0	0	0	0	0	piegādātājs
purview	0	0	0	0	0	0	0	0	0	0	kompetencē
pus	0	0	1	0	0	1	0	0	0	0	strutas
push	0	0	0	0	0	0	0	0	0	0	spiediet
pushing	0	0	0	0	0	0	0	0	0	0	spiežot
puss	0	0	0	0	0	0	0	0	0	0	puncis
pussy	0	0	0	0	0	0	0	0	0	0	incītis
pussycat	0	0	0	0	0	0	0	0	0	0	incītis
put	0	0	0	0	0	0	0	0	0	0	ielieciet
putative	0	0	0	0	0	0	0	0	0	1	domājams
puts	0	0	0	0	0	0	0	0	0	0	liek
putty	0	0	0	0	0	0	0	0	0	0	tepe
puzzled	0	0	0	0	0	0	0	0	0	0	neizpratnē
puzzling	0	0	0	0	0	0	0	0	0	0	mulsinoši
pygmy	0	0	0	0	0	0	0	0	0	0	pigmejs
pyramid	0	0	0	0	0	0	0	0	0	0	piramīda
pyramidal	0	0	0	0	0	0	0	0	0	0	piramīdveida
pyrotechnics	0	0	0	0	0	0	0	0	0	0	pirotehnika
quack	0	0	1	0	0	1	0	0	0	0	čīkstēt
quad	0	0	0	0	0	0	0	0	0	0	četrinieks
quadrangle	0	0	0	0	0	0	0	0	0	0	četrstūris
quadrant	0	0	0	0	0	0	0	0	0	0	kvadrants
quadratic	0	0	0	0	0	0	0	0	0	0	kvadrātveida
quadrature	0	0	0	0	0	0	0	0	0	0	kvadratūra
quadruple	0	0	0	0	0	0	0	0	0	0	četrkāršs
quadrupole	0	0	0	0	0	0	0	0	0	0	kvadrupole
quagmire	0	0	1	0	0	1	0	0	0	0	purvs
quail	0	0	0	1	0	1	0	0	0	0	paipalas
quaint	0	0	0	0	1	0	1	0	0	1	savāds
quake	0	0	0	1	0	0	0	0	0	0	zemestrīce
qualified	0	0	0	0	0	0	1	0	0	1	kvalificēts
qualify	0	0	0	0	0	0	0	0	0	0	kvalificēties
qualifying	0	0	0	0	0	0	1	0	0	0	kvalifikācijas
qualities	0	0	0	0	0	0	0	0	0	0	īpašības
quality	0	0	0	0	0	0	0	0	0	0	kvalitāti
quandary	1	0	0	1	0	1	0	0	0	0	ķibeles
quantify	0	0	0	0	0	0	0	0	0	0	kvantificēt
quantitative	0	0	0	0	0	0	0	0	0	0	kvantitatīvi
quantitatively	0	0	0	0	0	0	0	0	0	0	kvantitatīvi
quantity	0	0	0	0	0	0	0	0	0	0	daudzums
quantum	0	0	0	0	0	0	0	0	0	0	kvantu
quarantine	0	0	0	1	0	0	0	0	0	0	karantīna
quarrel	1	0	0	0	0	1	0	0	0	0	strīdēties
quarry	0	0	0	0	0	0	0	0	0	0	karjers
quart	0	0	0	0	0	0	0	0	0	0	kvarts
quarter	0	0	0	0	0	0	0	0	0	0	ceturksnis
quartered	0	0	0	0	0	0	0	0	0	0	ceturtdaļas
quarters	0	0	0	0	0	0	0	0	0	0	ceturtdaļas
quartet	0	0	0	0	0	0	0	0	0	0	kvartets
quartile	0	0	0	0	0	0	0	0	0	0	kvartile
quarto	0	0	0	0	0	0	0	0	0	0	kvarto
quartz	0	0	0	0	0	0	0	0	0	0	kvarca
quash	0	0	0	1	0	1	0	0	0	0	dzēst
quasi	0	0	0	0	0	0	0	0	0	0	gandrīz
quaternary	0	0	0	0	0	0	0	0	0	0	kvartārs
quay	0	0	0	0	0	0	0	0	0	0	piestātne
queen	0	0	0	0	0	0	0	0	0	0	karaliene
quell	0	0	0	0	0	1	0	0	0	0	apslāpēt
quench	0	0	0	0	0	0	0	0	0	0	dzēst
query	0	0	0	0	0	0	0	0	0	0	vaicājums
quest	0	1	0	0	0	0	1	0	0	0	meklējumi
question	0	0	0	0	0	0	1	0	0	0	jautājums
questionable	0	0	1	0	0	1	0	0	0	0	apšaubāms
questioning	0	0	0	0	0	0	0	0	0	0	nopratināšana
queue	0	0	0	0	0	0	0	0	0	0	rindā
quicken	0	1	0	0	0	0	0	0	0	0	paātrināt
quickly	0	0	0	0	0	0	0	0	0	0	ātri
quickness	0	0	0	0	0	0	1	0	1	0	ātrdarbība
quicksilver	0	0	0	0	0	1	0	0	1	0	ātrais sudrabs
quid	0	0	0	0	0	0	0	0	0	0	mārciņa
quiescent	0	0	0	0	0	0	1	0	0	0	kluss
quiet	0	0	0	0	0	0	1	1	0	0	kluss
quietly	0	0	0	0	0	0	0	0	0	0	klusi
quill	0	0	0	0	0	0	0	0	0	0	spalviņa
quilt	0	0	0	0	0	0	0	0	0	0	sega
quinine	0	0	0	0	0	0	1	0	0	0	hinīns
quit	0	0	0	0	0	1	0	0	0	0	atmest
quits	0	0	0	0	0	0	0	0	0	0	pamet
quiver	0	0	0	1	0	1	0	0	0	0	drebēt
quivering	0	0	0	1	0	1	0	0	0	0	trīcēšana
quiz	0	0	0	0	0	1	0	0	0	0	viktorīna
quorum	0	0	0	0	0	0	0	0	0	0	kvorums
quota	0	0	0	0	0	0	0	0	0	0	kvota
quotation	0	0	0	0	0	0	0	0	0	0	citāts
quote	0	1	0	0	0	1	1	0	1	0	citāts
quotient	0	0	0	0	0	0	0	0	0	0	koeficients
rabbit	0	0	0	0	0	0	0	0	0	0	trusis
rabble	1	0	0	1	0	1	0	0	0	0	trakulīgs
rabid	1	1	1	1	0	1	0	1	0	0	nikns
rabies	0	0	0	0	0	1	0	0	0	0	trakumsērga
race	0	0	0	0	0	0	0	0	0	0	rase
racehorse	0	0	0	0	0	0	0	0	0	0	sacīkšu zirgs
racer	0	0	0	0	0	0	0	0	0	0	sacīkšu braucējs
rack	0	0	0	0	0	1	0	1	0	0	plaukts
racket	0	0	0	0	0	1	0	0	0	0	rakete
racking	0	0	0	0	0	0	0	0	0	0	plaukts
racy	0	0	0	0	0	0	0	0	0	0	steidzīgs
radar	0	0	0	0	0	0	0	0	0	1	radars
radiance	0	1	0	0	1	0	1	0	0	1	spožums
radiant	0	0	0	0	1	0	1	0	0	0	starojošs
radiate	0	0	0	0	0	0	1	0	0	0	izstarot
radiation	0	0	0	1	0	1	0	0	0	0	starojums
radically	0	0	0	0	0	0	0	0	0	0	radikāli
radio	0	0	0	0	0	0	1	0	0	0	radio
radioactive	0	0	0	1	0	1	0	0	0	0	radioaktīvs
radioactivity	0	0	0	0	0	0	0	0	0	0	radioaktivitāte
radiograph	0	0	0	0	0	0	0	0	0	0	rentgenogramma
radiography	0	0	0	0	0	0	0	0	0	0	radiogrāfija
radiology	0	0	0	0	0	0	0	0	0	0	radioloģija
radium	0	0	0	0	0	0	0	0	0	0	rādijs
radius	0	0	0	0	0	0	0	0	0	0	rādiuss
radon	0	0	0	1	0	1	0	0	0	0	radons
raffle	0	1	0	0	0	0	0	0	1	0	izloze
raft	0	0	0	0	0	0	0	0	0	0	plosts
rage	1	0	0	0	0	1	0	0	0	0	niknums
ragged	0	0	0	0	0	0	0	0	0	0	nodriskāts
raging	1	0	1	1	0	1	0	0	0	0	nikns
rags	0	0	1	0	0	1	0	0	0	0	lupatas
raid	1	0	0	1	0	1	0	0	1	0	reids
rail	1	1	0	0	0	1	0	0	0	0	dzelzceļš
railing	0	0	0	0	0	0	0	0	0	0	margas
railroad	0	0	0	0	0	0	0	0	0	0	dzelzceļš
railway	0	0	0	0	0	0	0	0	0	0	dzelzceļš
raiment	0	0	0	0	0	0	0	0	0	0	apģērbs
rain	0	0	0	0	0	0	0	0	0	0	lietus
raincoat	0	0	0	0	0	0	0	0	0	0	lietusmētelis
rainfall	0	0	0	0	0	0	0	0	0	0	nokrišņu daudzums
rainy	0	0	0	0	0	0	0	1	0	0	lietains
raise	0	0	0	0	0	0	0	0	0	0	paaugstināt
raised	0	0	0	0	0	0	0	0	0	0	paaugstināts
raising	0	0	0	0	0	0	0	0	0	0	paaugstinot
rake	0	0	0	0	0	0	0	0	0	0	grābeklis
rally	0	0	0	0	0	0	0	0	0	0	mītiņš
ram	1	1	0	0	0	1	0	0	0	0	auns
ramble	0	0	0	0	0	0	0	0	0	0	klīst
rambling	0	0	0	0	0	1	0	0	0	0	klīst
ramp	0	0	0	0	0	0	0	0	0	0	rampa
rampage	1	0	0	1	0	1	0	0	0	0	trakot
ranch	0	0	0	0	0	0	0	0	0	0	rančo
rancid	0	0	1	0	0	1	0	0	0	0	sasmacis
randomly	0	0	0	0	0	0	0	0	1	0	nejauši
randomness	0	0	0	0	0	0	0	0	0	0	nejaušība
randy	0	0	0	0	0	0	0	0	0	0	randijs
ranger	0	0	0	0	0	0	0	0	0	1	mežsargs
rank	0	0	0	0	0	0	0	0	0	0	rangs
ransom	1	0	0	1	0	1	0	0	0	0	izpirkuma maksa
rant	0	0	0	0	0	0	0	0	0	0	rēcināt
rap	0	0	0	0	0	0	0	0	0	0	rep
rape	1	0	1	1	0	1	0	1	0	0	izvarošanu
rapid	0	0	0	0	0	0	0	0	1	0	straujš
rapidity	0	0	0	0	0	0	0	0	0	0	ātrums
rapids	0	0	0	0	0	0	0	0	0	0	krāces
rapping	1	0	0	0	0	0	0	0	0	0	repošana
rapt	0	0	0	0	1	0	1	0	1	1	aizrautīgs
raptors	0	0	0	1	0	1	0	0	0	0	plēsēji
rapture	0	1	0	0	1	0	1	0	0	0	aizraušanās
rarely	0	0	0	0	0	0	0	0	0	0	reti
rarity	0	0	0	0	0	0	0	0	1	0	retums
rascal	1	0	1	1	0	1	0	0	0	0	nelietis
rash	0	0	1	0	0	1	0	0	0	0	izsitumi
rat	0	0	1	1	0	1	0	0	0	0	žurka
ratchet	0	0	0	0	0	0	0	0	0	0	sprūdrata
rate	0	0	0	0	0	0	0	0	0	0	likme
ratification	0	0	0	0	0	0	0	0	0	0	ratifikācija
ratify	0	0	0	0	0	0	0	0	0	1	ratificēt
rating	1	0	0	1	0	1	0	1	0	0	reitings
ratio	0	0	0	0	0	0	0	0	0	0	attiecība
ration	0	0	0	0	0	0	0	0	0	0	devu
rational	0	0	0	0	0	0	1	0	0	1	racionāls
rationale	0	0	0	0	0	0	0	0	0	0	pamatojums
rationalism	0	0	0	0	0	0	0	0	0	0	racionālisms
rationality	0	0	0	0	0	0	0	0	0	0	racionalitāte
rattan	0	0	0	0	0	0	0	0	0	0	rotangpalmas
rattle	0	0	0	0	0	0	0	0	0	0	grabēt
rattlesnake	0	0	0	1	0	0	0	0	0	0	klaburčūska
raucous	0	0	0	0	0	1	0	0	0	0	trakulīgs
rave	1	0	1	0	1	1	1	0	1	1	trakot
raven	0	0	0	0	0	0	0	0	0	0	krauklis
ravenous	1	0	0	1	0	1	0	1	0	0	alkatīgs
ravine	0	0	0	1	0	0	0	0	0	0	grava
raving	1	1	0	1	1	1	0	0	1	0	trakojošs
rawhide	0	0	0	0	0	0	0	0	0	0	jēlāda
ray	0	0	0	0	0	0	0	0	0	0	stars
razor	0	0	0	1	0	0	0	0	0	0	skuveklis
reach	0	0	0	0	0	0	0	0	0	0	sasniegt
react	1	0	0	1	0	0	0	0	0	0	reaģēt
reactionary	0	0	0	0	0	1	0	0	0	0	reakcionārs
read	0	0	0	0	0	0	0	0	0	0	lasīt
reader	0	0	0	0	0	0	1	0	0	0	lasītājs
readership	0	0	0	0	0	0	0	0	0	0	lasītāju pulks
readily	0	0	0	0	0	0	1	0	0	0	viegli
readiness	0	1	0	0	1	0	1	0	0	1	gatavību
reading	0	0	0	0	0	0	1	0	0	0	lasīšana
readjustment	0	0	0	0	0	0	0	0	0	0	pārregulēšana
ready	0	1	0	0	0	0	0	0	0	0	gatavs
reaffirm	0	0	0	0	0	0	1	0	0	0	atkārtoti apstiprināt
reagent	0	0	0	0	0	0	0	0	0	0	reaģents
real	0	0	0	0	0	0	1	0	0	1	īsts
realism	0	0	0	0	0	0	0	0	0	0	reālisms
realistic	0	0	0	0	0	0	0	0	0	0	reālistisks
reality	0	0	0	0	0	0	0	0	0	0	realitāte
realm	0	0	0	0	0	0	0	0	0	0	valstība
realty	0	0	0	0	0	0	0	0	0	0	nekustamo īpašumu
ream	0	0	0	0	0	0	0	0	0	0	rīs
reap	0	0	0	0	0	0	0	0	0	0	pļaut
reappear	0	0	0	0	0	0	0	0	1	0	atkal parādīties
rear	0	0	0	0	0	1	0	0	0	0	aizmugure
rearrange	0	0	0	0	0	0	0	0	0	0	pārkārtot
rearrangement	0	0	0	0	0	0	0	0	0	0	pārkārtošanās
reason	0	0	0	0	0	0	1	0	0	0	iemesls
reasonableness	0	0	0	0	0	0	0	0	0	0	saprātīgums
reasoning	0	0	0	0	0	0	0	0	0	0	argumentācija
reasons	0	0	0	0	0	0	0	0	0	0	iemeslus
reassemble	0	0	0	0	0	0	0	0	0	0	salikt no jauna
reassurance	0	0	0	0	0	0	1	0	0	1	pārliecību
reassure	0	0	0	0	0	0	1	0	0	1	nomierināt
reassured	0	0	0	0	0	0	0	0	0	0	nomierināja
reassuring	0	0	0	0	0	0	0	0	0	0	nomierinošs
rebate	0	0	0	0	0	0	1	0	0	0	atlaidi
rebel	1	0	0	1	0	1	0	0	0	0	dumpinieks
rebellion	1	0	1	1	0	0	0	0	0	0	sacelšanās
reborn	0	0	0	0	0	0	0	0	0	0	atdzimis
rebound	0	0	0	0	0	0	0	0	0	0	atsitiens
rebuild	0	0	0	0	0	0	0	0	0	0	pārbūvēt
rebuke	0	0	0	0	0	1	0	0	0	0	aizrādīt
rebut	0	0	0	0	0	1	0	0	0	0	atspēkot
recalcitrant	1	0	1	0	0	1	0	0	0	0	nepaklausīgs
recall	0	0	0	0	0	0	0	0	0	0	atgādināt
recast	0	0	0	0	0	0	1	0	0	0	pārstrādāt
recede	0	0	0	0	0	0	0	0	0	0	atkāpties
receding	0	0	0	0	0	0	0	0	0	0	atkāpjoties
receipt	0	0	0	0	0	0	0	0	0	0	kvīts
receipts	0	0	0	0	0	0	0	0	0	0	kvītis
received	0	0	0	0	0	0	1	0	0	0	saņemts
receiver	0	0	0	0	0	0	0	0	0	0	uztvērējs
receiving	0	1	0	0	1	0	1	0	1	0	saņemšana
recent	0	0	0	0	0	0	0	0	0	0	nesen
receptacle	0	0	0	0	0	0	0	0	0	0	tvertne
reception	0	0	0	0	0	0	0	0	0	0	uzņemšana
recess	0	0	0	0	0	0	0	0	0	0	padziļinājums
recesses	0	0	0	1	0	0	0	0	0	0	padziļinājumi
recession	1	0	1	1	0	1	0	1	0	0	recesija
recherche	0	0	0	0	0	0	1	0	0	0	recherche
recidivism	1	0	1	0	0	1	0	1	0	0	recidīvs
recipe	0	0	0	0	0	0	0	0	0	0	recepte
recipient	0	1	0	0	0	0	0	0	0	0	saņēmējs
reciprocal	0	0	0	0	0	0	0	0	0	0	abpusēja
reciprocate	0	0	0	0	0	0	1	0	0	0	atbildēt
reciprocity	0	0	0	0	0	0	0	0	0	0	savstarpīgums
recital	0	0	0	0	0	0	0	0	0	0	apsvērums
recitation	0	0	0	0	0	0	0	0	0	0	deklamēšana
recite	0	0	0	0	0	0	0	0	0	0	deklamēt
reckless	1	0	0	1	0	1	0	0	0	0	neapdomīgs
recklessness	1	0	1	1	0	1	0	0	1	0	neapdomība
reckoning	0	0	0	0	0	0	0	0	0	0	rēķināšana
reclamation	0	0	0	0	0	0	1	0	0	0	meliorācija
recline	0	0	0	0	0	0	1	0	0	1	atgulties
recluse	0	0	0	0	0	0	0	0	0	0	vientuļnieks
recognition	0	0	0	0	0	0	0	0	0	0	atzīšanu
recognizable	0	1	0	0	0	0	1	0	0	0	atpazīstams
recognized	0	0	0	0	0	0	0	0	0	0	atzīts
recoil	0	0	0	0	0	0	0	0	0	0	atsitiens
recollect	0	0	0	0	0	0	0	0	0	0	atcerēties
recollection	0	0	0	0	0	0	0	0	0	0	atmiņa
recombinant	0	0	0	0	0	0	0	0	0	0	rekombinants
recombination	0	1	0	0	0	0	0	0	0	0	rekombinācija
recommend	0	0	0	0	0	0	1	0	0	1	ieteikt
recommendation	0	0	0	0	0	0	0	0	0	0	ieteikums
recompense	0	0	0	0	0	0	0	0	0	0	atlīdzināt
reconcile	0	0	0	0	0	0	0	0	0	0	samierināties
reconciliation	0	1	0	0	1	0	1	0	0	1	samierināšanās
reconnaissance	0	0	0	0	0	0	0	0	0	0	izlūkošana
reconsider	0	0	0	0	0	0	0	0	0	0	pārdomāt
reconsideration	0	0	0	0	0	0	1	0	0	1	pārskatīšana
reconstitution	0	0	0	0	0	0	0	0	0	0	atjaunošana
reconstruct	0	1	0	0	0	0	1	0	0	0	rekonstruēt
reconstruction	0	1	0	0	0	0	1	0	0	0	rekonstrukcija
record	0	0	0	0	0	0	0	0	0	0	ieraksts
recorder	0	0	0	0	0	0	1	0	0	0	ierakstītājs
recording	0	0	0	0	0	0	0	0	0	0	ierakstu
recount	0	0	0	0	0	0	0	0	0	0	pārskaitīt
recoup	0	0	0	0	0	0	1	0	0	0	atgūt
recourse	0	0	0	0	0	0	0	0	0	0	regresu
recoverable	0	0	0	0	0	0	0	0	0	0	atgūstams
recovery	0	0	0	0	0	0	1	0	0	0	atveseļošanās
recreation	0	1	0	0	1	0	1	0	0	0	atpūta
recreational	0	1	0	0	1	0	1	0	0	0	atpūtas
recruit	0	0	0	0	0	0	0	0	0	0	pieņemt darbā
recruiting	0	0	0	0	0	0	0	0	0	0	darbā pieņemšana
recruits	0	0	0	0	0	0	0	0	0	1	savervē
rectangle	0	0	0	0	0	0	0	0	0	0	taisnstūris
rectangular	0	0	0	0	0	0	0	0	0	0	taisnstūrveida
rectification	0	0	0	0	0	0	0	0	0	0	labošana
rectify	0	0	0	0	0	0	1	0	0	0	izlabot
rector	0	0	0	0	0	0	0	0	0	0	rektors
rectory	0	0	0	0	0	0	0	0	0	0	mācītājmuiža
recumbent	0	0	0	0	0	0	0	0	0	0	guļus
recuperation	0	0	0	0	0	0	0	0	0	0	atveseļošanās
recur	0	0	0	0	0	0	0	0	0	0	atkārtojas
recurrence	0	0	0	0	0	0	0	0	0	0	atkārtošanās
recurrent	0	1	0	0	0	0	0	0	0	0	atkārtojas
recurring	0	0	0	0	0	0	0	0	0	0	atkārtojas
recursion	0	0	0	0	0	0	0	0	0	0	rekursija
recursive	0	0	0	0	0	0	0	0	0	0	rekursīvs
recursively	0	0	0	0	0	0	0	0	0	0	rekursīvi
red	0	0	0	0	0	0	0	0	0	0	sarkans
reddish	0	0	0	0	0	0	0	0	0	0	sarkanīgi
redemption	0	0	0	0	0	0	1	0	0	0	izpirkšana
redness	0	0	0	0	0	0	0	0	0	0	apsārtums
redress	0	0	0	0	0	0	1	0	0	0	kompensācija
reduced	0	0	0	0	0	0	0	0	0	0	samazināts
reduction	0	0	0	0	0	0	0	0	0	0	samazināšana
redundancy	0	0	0	0	0	0	0	0	0	0	atlaišana
redundant	0	0	0	0	0	1	0	0	0	0	lieks
reed	0	0	0	0	0	0	0	0	0	0	niedre
reef	0	0	0	0	0	0	0	0	0	0	rifs
reefs	0	0	0	0	0	0	0	0	0	0	rifi
reel	0	0	0	0	0	0	0	0	0	0	spole
reestablish	0	0	0	0	0	0	0	0	0	0	atjaunot
referee	0	0	0	0	0	0	0	0	0	1	tiesnesis
reference	0	0	0	0	0	0	0	0	0	0	atsauce
referendum	0	0	0	0	0	0	0	0	0	0	referendums
refine	0	0	0	0	0	0	1	0	0	0	precizēt
refinement	0	0	0	0	0	0	1	0	0	0	pilnveidošana
refinery	0	0	0	0	0	0	0	0	0	0	naftas pārstrādes rūpnīca
refining	0	0	0	0	0	0	0	0	0	0	rafinēšana
refit	0	0	0	0	0	0	0	0	0	0	pārtaisīt
reflect	0	0	0	0	0	0	0	0	0	0	atspoguļot
reflecting	0	0	0	0	0	0	0	0	0	0	atspoguļojot
reflection	0	0	0	0	0	0	0	0	0	0	pārdomas
reflective	0	0	0	0	0	0	0	0	0	0	atstarojošs
reflector	0	0	0	0	0	0	0	0	0	0	atstarotājs
reflex	0	0	0	0	0	0	0	0	1	0	reflekss
reflux	0	0	1	0	0	1	0	0	0	0	reflukss
reform	0	0	0	0	0	0	1	0	0	0	reforma
reformation	0	0	0	0	0	0	1	0	0	0	reformācija
reformer	0	0	0	0	0	0	1	0	0	0	reformators
refraction	0	0	0	0	0	0	0	0	0	0	refrakcija
refractor	0	0	0	0	0	0	0	0	0	0	refraktors
refractory	0	0	0	0	0	1	0	0	0	0	ugunsizturīgs
refrain	0	0	0	0	0	0	0	0	0	0	atturēties
refraining	0	0	0	0	0	0	0	0	0	0	atturoties
refreshing	0	0	0	0	0	0	1	0	0	0	atsvaidzinošs
refrigerate	0	0	0	0	0	0	0	0	0	0	atdzesēt
refrigeration	0	0	0	0	0	0	0	0	0	0	saldēšana
refrigerator	0	0	0	0	0	0	0	0	0	0	ledusskapis
refuge	0	0	0	0	0	0	0	0	0	0	patvērums
refugee	0	0	0	0	0	0	0	1	0	0	bēglis
refund	0	0	0	0	0	0	0	0	0	0	atmaksa
refurbish	0	0	0	0	0	0	1	0	0	0	atjaunot
refusal	0	0	0	0	0	1	0	0	0	0	atteikums
refuse	0	0	0	0	0	1	0	0	0	0	atteikties
refused	0	0	0	0	0	1	0	1	0	0	atteicās
refusing	0	0	0	0	0	0	0	0	0	0	atsakoties
refutation	0	0	0	1	0	0	0	0	0	0	atspēkošana
refute	0	0	0	0	0	0	0	0	0	0	atspēkot
regain	0	0	0	0	0	0	0	0	0	0	atgūt
regal	0	0	0	0	0	0	1	0	0	1	karaliski
regalia	0	0	0	0	0	0	0	0	0	0	regālijas
regatta	0	1	0	0	0	0	0	0	0	0	regate
regency	0	0	0	0	0	0	0	0	0	0	regents
regenerate	0	0	0	0	0	0	0	0	0	0	atjaunoties
regeneration	0	0	0	0	0	0	0	0	0	0	reģenerācija
regent	0	0	0	0	0	0	1	0	0	1	reģents
regime	0	0	0	0	0	0	0	0	0	0	režīms
regimen	0	0	0	0	0	0	0	0	0	0	režīms
regiment	0	0	0	1	0	0	0	0	0	0	pulks
region	0	0	0	0	0	0	0	0	0	0	novads
regional	0	0	0	0	0	0	0	0	0	0	reģionālā
regionalism	0	0	0	0	0	0	0	0	0	0	reģionālisms
register	0	0	0	0	0	0	0	0	0	0	reģistrēties
registrar	0	0	0	0	0	0	0	0	0	0	reģistrators
registration	0	0	0	0	0	0	0	0	0	0	reģistrācija
registry	0	0	0	0	0	0	0	0	0	1	reģistrs
regress	0	0	0	0	0	1	0	0	0	0	regresu
regression	0	0	0	0	0	1	0	0	0	0	regresija
regressive	0	0	0	0	0	1	1	0	0	0	regresīvs
regret	0	0	0	0	0	1	0	1	0	0	nožēlu
regrettable	0	0	0	0	0	1	0	1	0	0	nožēlojami
regretted	0	0	0	0	0	1	0	1	0	0	nožēloju
regretting	0	0	0	0	0	1	0	1	0	0	nožēlojot
regular	0	0	0	0	0	0	0	0	0	0	regulāri
regularity	0	1	0	0	0	0	1	0	0	1	regularitāte
regulars	0	0	0	0	0	0	0	0	0	0	regulārie
regulate	0	0	0	0	0	0	1	0	0	0	regulēt
regulated	0	0	0	0	0	0	0	0	0	0	regulēta
regulation	0	0	0	0	0	0	0	0	0	0	regulējumu
regulatory	0	0	0	1	0	1	0	0	0	0	regulējošas
regurgitation	0	0	1	0	0	0	0	0	0	0	regurgitācija
rehabilitate	0	0	0	0	0	0	1	0	0	0	reabilitēt
rehabilitation	0	1	0	0	0	0	1	0	0	0	rehabilitācija
rehearsal	0	0	0	0	0	0	0	0	0	0	mēģinājums
reign	0	0	0	0	0	0	0	0	0	0	valdīt
reimburse	0	0	0	0	0	0	1	0	0	0	atlīdzināt
reimbursement	0	0	0	0	0	0	1	0	0	1	atlīdzību
rein	0	0	0	0	0	1	0	0	0	0	groži
reindeer	0	0	0	0	0	0	0	0	0	0	ziemeļbrieži
reinforce	0	0	0	0	0	0	0	0	0	0	pastiprināt
reinforcement	0	0	0	0	0	0	1	0	0	1	pastiprinājums
reinforcements	0	0	0	0	0	0	0	0	0	1	pastiprinājumi
reins	0	0	0	0	0	0	0	0	0	0	groži
reinstall	0	0	0	0	0	0	0	0	0	0	pārinstalēt
reinstate	0	0	0	0	0	0	1	0	0	0	atjaunot
reinstatement	0	0	0	0	0	0	0	0	0	0	atjaunošana amatā
reinvest	0	0	0	0	0	0	0	0	0	0	reinvestēt
reinvestment	0	0	0	0	0	0	0	0	0	0	reinvestīcijas
reiterate	0	0	0	0	0	0	0	0	0	0	atkārtot
reject	1	0	0	1	0	1	0	1	0	0	noraidīt
rejected	0	0	0	0	0	1	0	0	0	0	noraidīts
rejection	1	0	1	1	0	1	0	1	0	0	noraidījums
rejects	1	0	0	1	0	1	0	1	0	0	noraida
