English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Haitian-Creole Word
speculative	0	1	0	0	0	0	0	0	0	0	spéculatif
speculum	0	0	0	0	0	0	0	0	0	0	spéculum
speech	0	0	0	0	0	0	1	0	0	0	diskou
speechless	0	0	0	0	0	0	0	0	0	0	san mo
speed	0	0	0	0	0	0	0	0	0	0	vitès
speedily	0	0	0	0	0	0	0	0	0	0	byen vit
speedometer	0	0	0	0	0	0	0	0	0	0	kontè vitès
speedway	0	0	0	0	0	0	0	0	0	0	otowout
speedy	0	0	0	0	0	0	1	0	0	0	rapid
spellbound	0	0	0	0	0	0	0	0	0	0	eple
spelling	0	0	0	0	0	0	1	0	0	0	òtograf
spencer	0	0	0	0	0	0	0	0	0	0	spencer
spend	0	0	0	0	0	0	0	0	0	0	depanse
spent	0	0	0	0	0	1	0	0	0	0	depanse
sperm	0	0	0	0	0	0	0	0	0	0	espèm
spew	0	0	1	0	0	0	0	0	0	0	krache
sphere	0	0	0	0	0	0	0	0	0	0	esfè
spherical	0	0	0	0	0	0	0	0	0	0	esferik
sphinx	0	0	0	0	0	0	0	0	0	0	sfenks
spice	0	0	0	0	0	0	1	0	0	0	epis
spicy	0	0	0	0	0	0	0	0	0	0	pikant
spider	0	0	1	1	0	0	0	0	0	0	arenyen
spigot	0	0	0	0	0	0	0	0	0	0	pikèt
spike	0	0	0	1	0	0	0	0	0	0	spike
spiked	0	0	0	0	0	0	0	0	0	0	pike
spiky	0	0	0	0	0	0	0	0	0	0	pike
spill	0	0	0	0	0	0	0	0	0	0	devèsman
spin	0	0	0	0	0	0	0	0	0	0	vire
spinal	0	0	0	0	0	0	0	0	0	0	epinyè
spindle	0	0	0	0	0	0	0	0	0	0	filet
spine	1	0	0	0	0	1	1	0	0	0	kolòn vètebral
spinning	0	0	0	0	0	0	0	0	0	0	k ap vire
spinster	0	0	0	1	0	1	0	1	0	0	jennès
spiny	0	0	0	0	0	0	0	0	0	0	epin
spiral	0	0	0	0	0	0	0	0	0	0	espiral
spire	0	0	0	0	0	0	0	0	0	0	spire
spirit	0	0	0	0	0	0	1	0	0	0	lespri
spirits	0	1	0	0	1	0	1	0	1	0	lespri
spiritual	0	0	0	0	0	0	0	0	0	0	espirityèl
spirituality	0	0	0	0	0	0	0	0	0	0	espirityalite
spit	0	0	1	0	0	0	0	0	0	0	krache
spite	1	0	0	0	0	1	0	0	0	0	malgre
spiteful	1	0	0	0	0	1	0	0	0	0	mechan
splash	0	0	0	0	0	0	0	0	1	0	pwojeksyon
spleen	0	0	0	0	0	0	0	0	0	0	larat
splendid	0	0	0	0	1	0	1	0	1	0	sipè
splendor	0	1	0	0	1	0	1	0	1	0	bèl
splice	0	0	0	0	0	0	0	0	0	0	épissure
spline	0	0	0	0	0	0	0	0	0	0	spline
splint	0	0	0	0	0	0	0	0	0	0	atèl
splinter	0	0	0	0	0	1	0	0	0	0	eklatman
split	0	0	0	0	0	1	0	0	0	0	fann
splitting	0	0	0	0	0	1	0	1	0	0	fann
splurge	0	0	0	0	0	0	0	0	0	0	tralala
spoil	0	0	1	0	0	1	0	0	0	0	gate
spoiler	0	0	0	0	0	1	0	1	0	0	spoiler
spoiling	0	0	0	0	0	0	0	0	0	0	gate
spoke	0	0	0	0	0	1	0	0	0	0	pale
spoken	0	0	0	0	0	0	0	0	0	0	pale
spokesman	0	0	0	0	0	0	0	0	0	1	pòtpawòl
sponge	0	0	0	0	0	1	0	0	0	0	eponge
spongy	0	0	0	0	0	0	0	0	0	0	eponj
sponsor	0	0	0	0	0	0	1	0	0	1	patwone
sponsorship	0	0	0	0	0	0	0	0	0	0	parennaj
spoof	0	0	0	0	0	0	0	0	0	0	parodye
spook	0	0	0	1	0	1	0	0	0	0	pè
spoon	0	0	0	0	0	0	0	0	0	0	kiyè
spoonful	0	0	0	0	0	0	0	0	0	0	kiyè
sporadic	0	0	0	0	0	0	0	0	0	0	sporadik
spore	0	0	0	0	0	0	0	0	0	0	spor
sport	0	0	0	0	0	0	0	0	0	0	espò
sporting	0	0	0	0	0	0	0	0	0	0	espòtif
sports	0	0	0	0	0	0	0	0	0	0	espò
sportsman	0	0	0	0	0	0	0	0	0	0	spòtif
spot	0	0	0	0	0	0	0	0	0	0	plas
spotless	0	0	0	0	0	0	1	0	0	1	san tach
spotted	0	0	0	0	0	0	0	0	0	0	takte
spotty	0	0	0	0	0	0	0	0	0	0	tach
spousal	0	0	0	0	0	0	0	0	0	0	mari oswa madanm
spouse	0	0	0	0	1	0	1	0	0	1	mari oswa madanm
spout	0	0	0	0	0	0	0	0	0	0	bezwen
sprain	0	0	0	0	0	1	0	1	0	0	lukse
sprawl	0	0	0	0	0	0	0	0	0	0	gaye
spray	0	0	0	0	0	0	0	0	0	0	espre
spread	0	0	0	0	0	0	0	0	0	0	gaye
spree	0	0	0	0	0	1	0	0	0	0	boure
sprinkling	0	0	0	0	0	0	0	0	0	0	awozwa
sprite	0	0	0	1	0	1	0	0	0	0	luten
sprout	0	0	0	0	0	0	0	0	0	0	boujonnen
spruce	0	0	0	0	0	0	1	0	0	0	Spruce
spur	0	0	0	1	0	0	0	0	0	0	espyon
spurious	0	0	1	0	0	1	0	0	0	0	espwè
spurred	0	0	0	0	0	0	0	0	0	0	ankouraje
spurt	0	0	0	0	0	0	0	0	0	0	boure
spy	0	0	0	0	0	0	0	0	0	0	espyon
squad	0	0	0	0	0	0	0	0	0	0	eskwadwon
squadron	0	0	0	0	0	0	0	0	0	0	eskwadwon
squall	0	0	0	1	0	1	0	1	0	0	gwo lapenn
squamous	0	0	0	0	0	0	0	0	0	0	squamous
square	0	0	0	0	0	0	0	0	0	0	kare
squat	0	0	0	0	0	0	0	0	0	0	koupi byen
squatter	0	0	0	0	0	1	0	0	0	0	squatter
squeak	0	0	0	0	0	0	0	0	0	0	kriye
squeal	0	0	0	0	0	0	0	0	0	0	kriye
squeamish	0	0	1	1	0	1	0	0	0	0	sweamish
squeeze	0	0	0	0	0	0	0	0	0	0	peze
squeezing	0	0	0	0	0	0	0	0	0	0	peze
squelch	1	0	1	0	0	1	0	0	0	0	squelch
squint	0	0	0	0	0	0	0	0	0	0	strabi
squire	0	0	0	0	0	0	0	0	0	0	squire
squirm	0	0	1	0	0	1	0	0	0	0	tòde
squirrel	0	0	0	0	0	0	0	0	0	0	ekirèy
squirt	0	0	0	0	0	0	0	0	0	0	squirt
stab	1	0	0	1	0	1	0	1	1	0	kout kouto
stability	0	0	0	0	0	0	0	0	0	0	estabilite
stable	0	0	0	0	0	0	1	0	0	1	ki estab
staccato	0	0	0	0	0	0	1	0	0	0	staccato
stack	0	0	0	0	0	0	0	0	0	0	pile
staff	0	0	0	0	0	0	0	0	0	0	anplwaye yo
stag	0	0	0	0	0	0	0	0	0	0	sèf
stage	0	0	0	0	0	0	0	0	0	0	etap
stagger	0	0	0	0	0	0	0	0	1	0	echeye
staggering	0	0	0	0	0	1	0	0	0	0	stupéfiants
stagnant	0	0	0	0	0	1	0	1	0	0	kowonpi
stagnation	0	0	0	0	0	0	0	0	0	0	stagnation
staid	0	0	0	0	0	0	0	0	0	0	rete
stain	0	0	1	0	0	1	0	0	0	0	tach
stainless	0	0	0	0	0	0	1	0	0	0	en
stair	0	0	0	0	0	0	0	0	0	0	eskalye
staircase	0	0	0	0	0	0	0	0	0	0	eskalye
stairway	0	0	0	0	0	0	0	0	0	0	eskalye
stake	0	0	0	0	0	0	0	0	0	0	poto
stale	0	0	0	0	0	1	0	0	0	0	rasi
stalemate	1	0	1	0	0	0	0	0	0	0	enpas
stalk	0	0	0	1	0	1	0	0	0	0	pye ble
stall	0	0	1	0	0	0	0	0	0	0	depale
stallion	0	0	0	0	0	0	1	0	0	0	étalyon
stalls	0	0	0	0	0	0	0	0	0	0	depa yo
stalwart	0	0	0	0	0	0	1	0	0	0	vanyan
stamina	0	0	0	0	0	0	1	0	0	1	andirans
stamp	0	0	0	0	0	0	0	0	0	0	koupon pou achte
stand	0	0	0	0	0	0	0	0	0	0	kanpe
standard	0	0	0	0	0	0	0	0	0	0	estanda
standardize	0	0	0	0	0	0	0	0	0	0	estandadize
standing	0	0	0	0	0	0	1	0	0	0	kanpe
standoff	1	0	0	1	0	1	0	0	0	0	kanpe
standpoint	0	0	0	0	0	0	0	0	0	0	pwendvi
standstill	1	0	0	0	0	1	0	0	0	0	kanpe
stanza	0	0	0	0	0	0	0	0	0	0	strof
staple	0	0	0	0	0	0	0	0	0	0	diskontinu
star	0	1	0	0	1	0	1	0	0	1	zetwal
starboard	0	0	0	0	0	0	0	0	0	0	tribord
starch	0	0	0	0	0	0	0	0	0	0	lanmidon
stare	0	0	0	0	0	0	0	0	0	0	fikse
staring	0	0	0	0	0	1	0	0	0	0	fikse
stark	0	0	0	0	0	1	0	0	0	1	sevè
starlight	0	0	0	0	0	0	1	0	0	0	limyè zetwal
starry	0	1	0	0	1	0	1	0	0	0	zetwal
stars	0	0	0	0	0	0	0	0	0	0	zetwal
start	0	1	0	0	0	0	0	0	0	0	kòmanse
startle	0	0	0	1	0	1	0	0	1	0	sezi
startling	0	0	0	0	0	0	0	0	1	0	sezisman
starvation	0	0	0	1	0	1	0	1	0	0	grangou
starved	0	0	0	0	0	1	0	0	0	0	mouri grangou
starving	0	0	0	0	0	1	0	0	0	0	mouri grangou
state	0	0	0	0	0	0	0	0	0	0	eta
stately	0	0	0	0	0	0	1	0	0	0	majestueux
statement	0	0	0	0	0	0	1	0	0	1	deklarasyon
stateroom	0	0	0	0	0	0	0	0	0	0	kabin
statesman	0	0	0	0	0	0	0	0	0	0	moun leta
static	0	0	0	0	0	0	0	0	0	0	estatik
statics	0	0	0	0	0	0	0	0	0	0	estatik
station	0	0	0	0	0	0	0	0	0	0	estasyon
stationary	0	0	0	0	0	1	0	0	0	0	estasyonè
stationery	0	0	0	0	0	0	0	0	0	0	papye
statistical	0	0	0	0	0	0	0	0	0	1	statistik
statistician	0	0	0	0	0	0	0	0	0	0	statistik
stator	0	0	0	0	0	0	0	0	0	0	stator
statuary	0	0	0	0	0	0	0	0	0	0	estati
statue	0	0	0	0	0	0	1	0	0	0	estati
statuette	0	0	0	0	0	0	0	0	0	0	estatèt
stature	0	0	0	0	0	0	0	0	0	0	wo
status	0	0	0	0	0	0	1	0	0	0	estati
statute	0	0	0	0	0	0	0	0	0	0	lwa
statutory	0	0	0	0	0	0	0	0	0	0	legal
staunch	0	0	0	0	0	0	1	0	0	0	fèb
stave	0	0	0	0	0	1	0	0	0	0	baton
stay	0	0	0	0	0	0	0	0	0	0	rete
stayed	0	0	0	0	0	0	0	0	0	0	rete
stays	0	0	0	0	0	0	0	0	0	0	rete
stead	0	0	0	0	0	0	0	0	0	0	plas
steadfast	0	0	0	0	0	0	1	0	0	1	fèm
steady	0	0	0	0	0	0	0	0	1	1	fiks
steal	1	0	0	1	0	1	0	1	0	0	vòlè
stealing	0	0	1	1	0	1	0	0	0	0	vòlè
stealth	0	0	0	0	0	0	0	0	1	0	enfiltrasyon
stealthily	0	0	0	0	0	0	0	0	1	0	enfiltrasyon
stealthy	0	1	0	1	0	1	0	0	1	0	furtif
steamboat	0	0	0	0	0	0	0	0	0	0	bato a vapè
steamer	0	0	0	0	0	0	0	0	0	0	vapè
steamroller	0	0	0	0	0	0	0	0	0	0	steamroller
steamship	0	0	0	0	0	0	0	0	0	0	bato a vapè
steamy	0	0	0	0	0	0	0	0	0	0	vapè
steel	0	0	0	0	0	0	0	0	0	0	asye
steep	0	0	0	0	0	0	0	0	0	0	apik
steeple	0	0	0	0	0	0	0	0	0	0	clochwa
steer	0	0	0	0	0	0	0	0	0	0	dirije
stellar	0	0	0	0	0	0	1	0	0	0	gwan distribisyon
stem	0	0	0	0	0	0	0	0	0	0	tij
stench	0	0	0	0	0	0	0	0	0	0	fetidite
stencil	0	0	0	0	0	0	0	0	0	0	stencil
step	0	0	0	0	0	0	0	0	0	0	etap
steppe	0	0	0	0	0	0	0	0	0	0	stepik
steps	0	0	0	0	0	0	0	0	0	0	etap
stereoscopic	0	0	0	0	0	0	0	0	0	0	stereoskopik
stereotype	0	0	0	0	0	1	0	0	0	0	estereyotip
stereotyped	0	0	0	0	0	1	0	0	0	0	estereyotip
sterile	0	0	0	0	0	1	0	1	0	0	esteril
sterility	0	0	0	0	0	1	0	0	0	0	esterilite
sterling	1	1	0	0	1	1	1	0	0	1	sterling
stern	0	0	0	0	0	1	0	0	0	0	sevè
stethoscope	0	0	0	0	0	0	0	0	0	0	estetoskop
stew	0	0	0	0	0	0	0	0	0	0	bouyon
steward	0	0	0	0	0	0	1	0	0	1	jeran
stewardship	0	0	0	0	0	0	0	0	0	0	intandans
stick	0	0	0	0	0	0	0	0	0	0	baton
sticking	0	0	0	0	0	0	0	0	0	0	kole
sticky	0	0	1	0	0	0	0	0	0	0	kolan
stiff	0	0	0	0	0	1	0	0	0	0	rèd
stiffen	0	0	0	0	0	0	0	0	0	0	vin rèd
stiffness	0	0	0	0	0	1	0	0	0	0	rèd
stifle	0	0	0	0	0	1	0	0	0	0	toufe
stifled	1	0	0	1	0	1	0	1	0	0	toufe
stifling	0	0	0	0	0	0	0	0	0	0	toufe
stigma	1	0	1	1	0	1	0	1	0	0	stigma
stile	0	0	0	0	0	0	0	0	0	0	stil
stiletto	0	0	0	0	0	0	0	0	0	0	stiletto
stillborn	0	0	0	0	0	1	0	1	0	0	mouri fèt
stillness	0	0	0	1	0	0	1	1	0	0	silans
stilts	0	0	0	0	0	0	0	0	0	0	echach
stimulant	0	0	0	0	0	0	0	0	0	0	estimilan
stimulation	0	0	0	0	0	0	0	0	0	0	eksitasyon
stimulus	0	0	0	0	0	0	0	0	0	0	estimilis
sting	1	0	0	1	0	1	0	0	0	0	pike
stinging	0	0	0	0	0	1	0	0	0	0	pike
stingy	1	0	1	1	0	1	0	1	0	0	chich
stink	0	0	1	0	0	1	0	0	0	0	santi
stinking	0	0	1	0	0	1	0	0	0	0	stinking
stint	0	0	0	1	0	1	0	1	0	0	ti tan
stipulate	0	0	0	0	0	0	0	0	0	0	presize
stipulation	0	0	0	0	0	0	0	0	0	0	estipilasyon
stir	0	0	0	0	0	0	0	0	0	0	brase
stirring	0	0	0	0	0	0	0	0	0	0	brase
stitch	0	0	0	0	0	0	0	0	0	0	koud
stock	0	0	0	0	0	0	0	0	0	0	stock
stockbroker	0	0	0	0	0	0	0	0	0	0	stockbroker
stocking	0	0	0	0	0	0	0	0	0	0	chosèt
stocks	0	0	0	0	0	1	0	0	0	0	aksyon
stole	0	0	0	0	0	0	0	0	0	0	vòlè
stolen	1	0	0	0	0	1	0	0	0	0	vòlè
stomach	0	0	1	0	0	0	0	0	0	0	lestomak
stone	1	0	0	0	0	1	0	0	0	0	wòch
stoned	0	0	0	0	0	1	0	0	0	0	kalonnen
stoneware	0	0	0	0	0	0	0	0	0	0	grès
stony	0	0	0	0	0	0	0	0	0	0	wòch
stool	0	0	0	0	0	0	0	0	0	0	poupou
stools	0	0	1	0	0	1	0	0	0	0	poupou
stoop	0	0	0	0	0	0	0	0	0	0	bese
stop	0	0	0	0	0	0	0	0	0	0	sispann
stoppage	0	0	0	0	0	1	0	0	0	0	arè
stopper	0	0	0	0	0	0	0	0	0	0	bouchon
stopping	0	0	0	0	0	0	0	0	0	0	kanpe
stopwatch	0	0	0	0	0	0	0	0	0	0	kronomètr
storage	0	0	0	0	0	0	0	0	0	0	depo
store	0	1	0	0	0	0	1	0	0	0	magazen
storehouse	0	0	0	0	0	0	0	0	0	0	depo
storing	0	0	0	0	0	0	0	0	0	0	estoke
storm	1	0	0	0	0	1	0	0	0	0	tanpèt
storming	1	0	0	0	0	0	0	0	0	0	tanpèt
stormy	0	0	0	1	0	1	0	0	0	0	tanpèt
story	0	0	0	0	0	0	0	0	0	0	istwa
stout	0	0	0	0	0	0	0	0	0	0	stout
stove	0	0	0	0	0	0	0	0	0	0	recho
stow	0	0	0	0	0	0	0	0	0	0	stow
straddle	0	0	0	0	0	0	0	0	0	0	cheval
straighten	0	0	0	0	0	0	0	0	0	0	dwat
straightforward	0	0	0	0	0	0	1	0	0	1	senp
straightway	0	0	0	0	0	0	0	0	0	0	imedyatman
strained	1	0	0	0	0	1	0	0	0	0	tension
strait	0	0	0	0	0	0	0	0	0	0	etwat
straits	0	0	0	1	0	1	0	0	0	0	etwat
strand	0	0	0	0	0	0	0	0	0	0	strand
stranded	0	0	0	0	0	1	0	0	0	0	bloke
stranger	0	0	0	1	0	1	0	0	0	0	etranje
strangle	1	0	1	1	0	1	0	1	1	0	trangle
strap	0	0	0	0	0	0	0	0	0	0	braslè
strapping	0	0	0	0	0	0	0	0	0	0	atache
strata	0	0	0	0	0	0	0	0	0	0	kouch
strategic	0	0	0	0	0	0	1	0	0	0	estratejik
strategist	0	1	0	0	0	0	1	0	0	1	stratèj
strategy	0	0	0	0	0	0	0	0	0	0	estrateji
stratification	0	0	0	0	0	0	0	0	0	0	stratifikasyon
stratum	0	0	0	0	0	0	0	0	0	0	strat
stratus	0	0	0	0	0	0	0	0	0	0	stratus
straw	0	0	0	0	0	0	0	0	0	0	pay
stray	0	0	0	0	0	1	0	0	0	0	pèdi
streak	0	0	0	0	0	0	0	0	0	0	tras
streaked	0	0	0	0	0	0	0	0	0	0	trase
stream	0	0	0	0	0	0	0	0	0	0	kouran
streamer	0	0	0	0	0	0	0	0	0	0	streamer
streaming	0	0	0	0	0	0	0	0	0	0	difizyon
street	0	0	0	0	0	0	0	0	0	0	lari
strength	0	0	0	0	0	0	1	0	0	1	fòs
strengthen	0	0	0	0	0	0	1	0	0	0	ranfòse
strengthening	0	0	0	0	1	0	1	0	0	1	ranfòse
strenuous	0	0	0	0	0	0	0	0	0	0	difisil
stress	0	0	0	0	0	1	0	0	0	0	estrès
stretch	0	0	0	0	0	0	0	0	0	0	detire
stretcher	0	0	0	1	0	0	0	1	0	0	brankè
stricken	0	0	0	0	0	0	0	1	0	0	frape
stride	0	0	0	0	0	0	0	0	0	0	stride
strife	1	0	0	0	0	1	0	0	0	0	diskisyon
strike	1	0	0	0	0	1	0	0	0	0	grèv
striking	0	0	0	0	0	0	1	0	0	0	frape
strikingly	0	0	0	0	0	0	1	0	0	0	frapan
string	0	0	0	0	0	0	0	0	0	0	fisèl
stringy	0	0	0	0	0	0	0	0	0	0	stringy
strip	0	0	0	0	0	1	0	1	0	0	retire rad sou ou
stripe	0	0	0	0	0	1	0	0	0	0	bann
stripped	1	1	1	1	0	1	0	1	0	0	dezabiye
strive	0	1	0	0	0	0	0	0	0	0	fè efò
strobe	0	0	0	0	0	0	0	0	0	0	strobe
stroke	0	0	0	1	0	1	0	1	0	0	konjesyon serebral
stroll	0	0	0	0	0	0	0	0	0	0	toune
stronghold	0	0	0	0	0	0	0	0	0	0	fò
strongly	0	0	0	0	0	0	1	0	0	0	fòtman
structural	0	0	0	0	0	0	0	0	0	1	estriktirèl
structure	0	0	0	0	0	0	1	0	0	1	estrikti
struggle	1	0	0	1	0	1	0	1	0	0	lite
strut	0	0	0	0	0	1	0	0	0	0	strut
stubble	0	0	0	0	0	0	0	0	0	0	pay
stubbornness	0	0	0	0	0	0	0	0	0	0	fè tèt di
stubby	0	0	0	0	0	0	0	0	0	0	boudi
stucco	0	0	0	0	0	0	0	0	0	0	boudine
stuck	0	0	0	0	0	0	0	0	0	0	kole
stud	0	0	0	0	0	0	1	0	0	0	stud
studded	0	0	0	0	0	0	0	0	0	0	kloure
student	0	0	0	0	0	0	0	0	0	0	etidyan
studied	0	0	0	0	0	0	0	0	0	0	etidye
studio	0	0	0	0	0	0	0	0	0	0	estidyo
study	0	0	0	0	0	0	1	0	0	0	etid
stuff	0	0	0	0	0	0	0	0	0	0	bagay
stuffing	0	0	0	0	0	0	0	0	0	0	fars
stuffy	0	0	0	0	0	1	0	0	0	0	bouche
stumble	0	0	0	0	0	1	0	0	0	0	bite
stump	0	0	0	0	0	0	0	0	0	0	kòd lonbrik
stunned	0	0	0	1	0	1	0	0	1	0	etoudi
stunt	0	0	0	0	0	0	0	0	0	0	kaskad
stunted	0	0	0	0	0	1	0	0	0	0	rachitik
stupendous	0	0	0	0	0	0	0	0	0	0	estrawòdinè
stupid	0	0	0	0	0	1	0	0	0	0	estipid
stupidity	0	0	0	0	0	1	0	0	0	0	sòt
stupor	0	0	0	0	0	1	0	0	0	0	stupèr
sturdy	0	0	0	0	0	0	1	0	0	0	solid
sturgeon	0	0	0	0	0	0	0	0	0	0	esturjyon
stutter	0	0	0	0	0	0	0	0	0	0	bege
sty	0	0	1	0	0	1	0	0	0	0	sty
style	0	0	0	0	0	0	0	0	0	0	style
stylish	0	0	0	0	0	0	0	0	0	0	élégance
subatomic	0	0	0	0	0	0	0	0	0	0	subatomik
subcommittee	0	0	0	0	0	0	0	0	0	0	soukomite
subconscious	0	0	0	0	0	0	0	0	0	0	enkonsyan
subcutaneous	0	0	0	0	0	0	0	0	0	0	anba lar
subdivide	0	0	0	0	0	0	0	0	0	0	sibdivize
subdivision	0	0	0	0	0	0	0	0	0	0	sibdivizyon
subduction	0	0	0	0	0	0	0	0	0	0	sibdiksyon
subdue	0	0	0	0	0	1	0	0	0	0	soumèt
subdued	0	0	0	0	0	0	0	0	0	0	soumèt
subito	0	0	0	0	0	0	0	0	1	0	imedyatman
subject	0	0	0	0	0	1	0	0	0	0	sijè
subjected	0	0	0	0	0	1	0	1	0	0	sibi
subjection	0	0	0	0	0	1	0	0	0	0	soumisyon
subjective	0	0	0	0	0	0	0	0	0	0	subjectif
subjugation	1	0	1	1	0	1	0	1	0	0	soumisyon
sublimation	0	0	0	0	1	0	1	0	0	0	sublimasyon
subliminal	0	0	0	0	0	0	0	0	0	0	subliminal
submarine	0	0	0	0	0	0	0	0	0	0	soumaren
submerged	0	0	0	0	0	0	0	0	0	0	submerged
submersible	0	0	0	0	0	0	0	0	0	0	submersible
submission	0	0	0	0	0	0	0	0	0	0	soumèt
submit	0	1	0	0	0	0	0	0	0	0	soumèt
subordinate	0	0	0	1	0	1	0	0	0	0	sibòdone
subordination	0	0	0	0	0	0	0	0	0	0	sibòdone
subplot	0	0	0	0	0	0	0	0	0	0	subplot
subpoena	0	0	0	0	0	1	0	0	0	0	citation
subscribe	0	1	0	0	0	0	0	0	0	0	abònman
subscription	0	0	0	0	0	0	0	0	0	0	abònman
subsequence	0	0	0	0	0	0	0	0	0	0	konsekans
subsequent	0	0	0	0	0	0	0	0	0	0	ki vin apre
subsequently	0	0	0	0	0	0	0	0	0	0	answit
subset	0	0	0	0	0	0	0	0	0	0	sou-ansanm
subside	0	0	0	0	0	0	0	0	0	0	bese
subsidence	0	0	0	0	0	1	0	1	0	0	sibsidasyon
subsidiary	0	0	0	0	0	0	0	0	0	0	sipòtè
subsidize	0	0	0	0	0	0	0	0	0	0	sibvansyone
subsidy	1	0	1	0	0	1	0	0	0	0	sibvansyon
subsist	0	0	0	0	0	1	0	0	0	0	subsiste
subsistence	0	0	0	0	0	0	0	0	0	0	sibzistans
subsoil	0	0	0	0	0	0	0	0	0	0	soutè
substance	0	0	0	0	0	0	1	0	0	0	sibstans
substantially	0	0	0	0	0	0	0	0	0	0	anpil
substantiate	0	0	0	0	0	0	0	0	0	1	pwouve
substantive	0	0	0	0	0	0	1	0	0	0	solid
substitute	0	0	0	0	0	0	0	0	0	0	ranplasan
substituted	0	0	0	0	0	0	0	0	0	0	ranplase
substitution	0	0	0	0	0	0	0	0	0	0	sibstitisyon
substructure	0	0	0	0	0	0	0	0	0	0	soustrikti
subterranean	0	0	0	0	0	0	0	0	0	0	soutèren
subtle	0	0	0	0	0	0	0	0	0	0	sibtil
subtlety	0	0	0	0	0	0	0	0	0	0	sibtilite
subtract	0	0	0	0	0	1	0	0	0	0	soustraksyon
subtraction	0	0	0	0	0	0	0	0	0	0	soustraksyon
subtype	0	0	0	0	0	0	0	0	0	0	subtip
suburb	0	0	0	0	0	0	0	0	0	0	katye
suburban	0	0	0	0	0	0	0	0	0	0	banlye
suburbs	0	0	0	0	0	0	0	0	0	0	tout savann pou bèt yo
subversion	1	0	0	1	0	1	0	0	0	0	sibvèsyon
subversive	1	0	0	0	0	1	0	0	1	0	sibvèsif
subvert	0	0	1	1	0	1	0	1	0	0	subverti
subway	0	0	0	0	0	0	0	0	0	0	tren
succeed	0	1	0	0	1	0	1	0	1	1	reyisi
succeeding	0	1	0	0	1	0	1	0	0	1	reyisi
success	0	1	0	0	1	0	1	0	0	0	siksè
successful	0	1	0	0	1	0	1	0	0	1	siksè
succession	0	0	0	0	0	0	0	0	0	0	siksesyon
successive	0	0	0	0	0	0	0	0	0	0	siksesif
successor	0	0	0	0	0	0	0	0	0	0	siksesè
succinct	0	0	0	0	0	0	1	0	0	0	kout
succulent	0	0	0	0	0	1	1	0	0	0	délisyeu
succumb	0	0	0	0	0	1	0	0	0	0	sikonbe
suck	0	0	0	0	0	1	0	0	0	0	souse
sucker	1	0	0	0	0	1	0	0	0	0	vantouz
sucking	0	0	0	0	0	0	0	0	0	0	souse
suckling	0	0	0	0	0	0	0	0	0	0	tete
suction	0	0	0	0	0	0	0	0	0	0	aspirasyon
sudden	0	0	0	0	0	0	0	0	1	0	toudenkou
suddenly	0	0	0	0	0	0	0	0	1	0	toudenkou
sue	1	0	0	0	0	1	0	1	0	0	lajistis
suffer	0	0	0	0	0	1	0	0	0	0	soufri
sufferer	0	0	0	1	0	1	0	1	0	0	soufri
suffering	0	0	1	1	0	1	0	1	0	0	soufrans
suffice	0	0	0	0	0	0	0	0	0	0	ase
sufficiency	0	0	0	0	0	0	1	0	0	0	sifizans
sufficient	0	0	0	0	0	0	0	0	0	0	ase
sufficiently	0	0	0	0	0	0	0	0	0	0	ase
suffix	0	0	0	0	0	0	0	0	0	0	sifiks
suffocating	0	0	1	1	0	1	0	1	0	0	toufe
suffocation	1	0	0	1	0	1	0	0	0	0	toufe
sugar	0	0	0	0	0	0	1	0	0	0	sik
suggest	0	0	0	0	0	0	0	0	0	1	sijere
suggestion	0	0	0	0	0	0	0	0	0	0	sijesyon
suggestive	0	0	0	0	0	0	0	0	0	0	sijesyon
suicidal	1	0	1	1	0	1	0	1	0	0	swisid
suicide	1	0	0	1	0	1	0	1	0	0	swisid
suit	0	0	0	0	0	0	0	0	0	0	kostim
suitable	0	0	0	0	0	0	1	0	0	0	apwopriye
suite	0	0	0	0	0	0	0	0	0	0	suite
suitor	0	0	0	0	0	0	0	0	0	0	pretandan
sullen	1	0	0	0	0	1	0	1	0	0	mòso
sulphur	0	0	0	0	0	0	0	0	0	0	souf
sultan	0	0	0	1	0	0	0	0	0	0	sultan
sultry	0	0	0	0	0	0	1	0	0	0	bouyan
sum	0	0	0	0	0	0	0	0	0	0	sòm
summarily	0	0	0	0	0	0	0	0	0	0	rezimeman
summarize	0	0	0	0	0	0	0	0	0	0	rezime
summary	0	0	0	0	0	0	0	0	0	0	rezime
summation	0	0	0	0	0	0	0	0	0	0	somasyon
summer	0	0	0	0	0	0	0	0	0	0	ete
summit	0	0	0	0	0	0	0	0	0	0	somè
summon	0	0	0	0	0	0	0	0	0	0	konvoke
summons	0	0	0	0	0	1	0	0	0	0	sitasyon
sumo	0	0	0	0	0	0	0	0	0	0	sumo
sump	0	0	1	0	0	0	0	0	0	0	pisan
sumptuous	0	0	0	0	0	0	0	0	0	0	abondan
sun	0	1	0	0	1	0	1	0	1	1	solèy
sunbeam	0	0	0	0	0	0	0	0	0	0	reyon solèy la
sundial	0	1	0	0	0	0	0	0	0	1	epòk solèy
sundown	0	0	0	0	0	0	0	0	0	0	solèy kouche
sundry	0	0	0	0	0	0	0	0	0	0	divès
sunglass	0	0	0	0	0	0	0	0	0	0	linèt solèy
