English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Finnish Word
sigh	0	0	0	0	0	0	0	0	0	0	huokaus
sight	0	0	0	0	0	0	0	0	0	0	näky
sign	0	0	0	0	0	0	0	0	0	0	merkki
signal	0	0	0	0	0	0	0	0	0	0	signaali
signature	0	0	0	0	0	0	0	0	0	1	allekirjoitus
significance	0	0	0	0	0	0	0	0	0	0	merkitys
significant	0	0	0	0	0	0	0	0	0	0	merkittävä
signification	0	0	0	0	0	0	0	0	0	0	merkitseminen
signify	0	1	0	0	0	0	0	0	0	0	merkitse
signpost	0	0	0	0	0	0	0	0	0	0	tienviitta
silent	0	0	0	0	0	0	0	0	0	0	hiljainen
silently	0	0	0	0	0	0	0	0	0	0	hiljaa
silhouette	0	0	0	0	0	0	0	0	0	0	siluetti
silk	0	0	0	0	0	0	1	0	0	0	silkki
silken	0	0	0	0	0	0	0	0	0	0	silkkiä
silky	0	0	0	0	0	0	0	0	0	0	silkkinen
sill	0	0	0	0	0	0	0	0	0	0	kynnys
silliness	0	0	0	0	0	0	0	0	0	0	typeryys
silly	0	0	0	0	1	1	0	0	0	0	typerä
silt	0	0	0	0	0	0	0	0	0	0	lietettä
silver	0	0	0	0	0	0	0	0	0	0	hopea
silvery	0	0	0	0	0	0	0	0	0	0	hopeanhohtoinen
similar	0	0	0	0	0	0	0	0	0	0	samanlainen
similarity	0	0	0	0	0	0	0	0	0	0	samankaltaisuus
simile	0	0	0	0	0	0	0	0	0	0	vertaus
simmer	1	1	0	0	0	0	0	0	0	0	kiehua
simmering	0	1	0	0	0	0	0	0	0	0	kiehuvaa
simple	0	0	0	0	0	0	0	0	0	0	yksinkertainen
simples	0	0	0	0	0	0	0	0	0	0	yksinkertaisia
simplify	0	1	0	0	1	0	1	0	1	1	yksinkertaistaa
simply	0	0	0	0	0	0	0	0	0	0	yksinkertaisesti
simulate	0	0	0	0	0	0	0	0	0	0	simuloida
simulated	0	0	0	0	0	0	0	0	0	0	simuloitu
simulating	0	0	0	0	0	0	0	0	0	0	simuloimalla
simulation	0	0	0	0	0	0	0	0	0	0	simulointi
simultaneous	0	0	0	0	0	0	0	0	0	0	samanaikaisesti
simultaneously	0	0	0	0	0	0	0	0	0	0	samanaikaisesti
sin	1	0	1	1	0	1	0	1	0	0	synti
sincere	0	0	0	0	0	0	1	0	0	1	vilpitön
sincerity	0	0	0	0	0	0	1	0	0	0	vilpittömyys
sinful	1	0	1	1	0	1	0	1	0	0	syntinen
sing	0	1	0	0	1	0	1	1	0	1	laulaa
singer	0	0	0	0	0	0	0	0	0	0	laulaja
single	0	0	0	0	0	0	0	0	0	0	yksittäinen
singly	0	0	0	0	0	0	1	0	0	0	yksittäin
singular	0	0	0	0	0	0	0	0	0	0	yksikkö
singularity	0	0	0	0	0	0	0	0	0	0	singulariteetti
singularly	0	0	0	0	0	0	0	0	1	0	yksittäin
sinister	1	0	1	1	0	1	0	0	0	0	synkkä
sink	0	0	0	0	0	0	0	0	0	0	pesuallas
sinner	1	0	1	1	0	1	0	1	0	0	syntinen
sinning	0	0	1	0	0	1	0	0	0	0	syntiä
sinus	0	0	0	0	0	0	0	0	0	0	sinus
sip	0	0	0	0	0	0	0	0	0	0	siemailla
siphon	0	0	0	0	0	0	0	0	0	0	lappo
sir	0	0	0	0	0	0	1	0	0	1	hyvä herra
sire	0	0	0	0	0	0	0	0	0	0	isä
siren	0	0	0	1	0	1	0	0	0	0	sireeni
sissy	0	0	0	0	0	1	0	0	0	0	sissy
sister	0	0	0	0	0	0	0	0	0	0	sisko
sisterhood	1	0	0	0	0	0	1	1	1	1	sisaruus
site	0	0	0	0	0	0	0	0	0	0	sivusto
sith	0	0	0	0	0	0	0	0	0	0	sith
sitting	0	0	0	0	0	0	0	0	0	0	istuu
situate	0	0	0	0	0	0	0	0	0	0	sijoittaa
situated	0	0	0	0	0	0	0	0	0	0	sijaitsee
situation	0	0	0	0	0	0	0	0	0	0	tilanne
sixth	0	0	0	0	0	0	0	0	0	0	kuudes
sixty	0	0	0	0	0	0	0	0	0	0	kuusikymmentä
size	0	0	0	0	0	0	0	0	0	0	koko
sizzle	1	0	0	0	0	0	0	0	0	0	hellepäivä
skate	0	0	0	0	0	0	0	0	0	0	luistella
skating	0	0	0	0	0	0	0	0	0	0	luistelu
skein	0	0	0	0	0	0	0	0	0	0	vyyhti
skeleton	0	0	0	0	0	0	0	0	0	0	luuranko-
skeptic	0	0	0	0	0	0	0	0	0	0	skeptikko
skeptical	0	0	0	0	0	1	0	0	0	0	skeptinen
skepticism	0	0	0	0	0	0	0	0	0	0	skeptisyyttä
sketch	0	0	0	0	0	0	0	0	0	0	luonnos
sketchy	0	0	0	0	0	1	0	0	0	0	luonnollinen
skewed	1	1	0	0	0	1	0	0	0	0	vinossa
skewer	0	0	0	0	0	0	0	0	0	0	vartaassa
ski	0	0	0	0	0	0	0	0	0	0	hiihtää
skid	1	0	0	1	0	1	0	1	0	0	liukua
skiff	0	0	0	0	0	0	0	0	0	0	skiff
skill	0	0	0	0	0	0	0	0	0	0	taito
skilled	0	0	0	0	0	0	1	0	0	0	taitava
skillet	0	0	0	0	0	0	0	0	0	0	paistinpannu
skillful	0	0	0	0	0	0	1	0	0	1	taitava
skim	0	0	0	0	0	0	0	0	0	0	kuoria
skin	0	0	0	0	0	0	0	0	0	0	iho
skinny	0	0	0	0	0	0	0	0	0	0	laiha
skip	0	0	0	0	0	1	0	0	0	0	ohita
skipper	0	0	0	0	0	0	0	0	0	0	kippari
skirmish	1	0	0	0	0	1	0	0	0	0	kahakka
skirt	0	0	0	0	0	0	0	0	0	0	hame
skirting	0	0	0	0	0	0	0	0	0	0	jalkalista
skirts	0	0	0	0	0	0	0	0	0	0	hameet
skit	0	0	0	0	0	0	0	0	0	0	sketsi
skull	0	0	0	0	0	0	0	0	0	0	kallo
skunk	0	0	0	0	0	0	0	0	0	0	haisunäätä
sky	0	0	0	0	0	0	1	0	0	0	taivas
skyscraper	0	0	0	0	0	0	0	0	0	0	pilvenpiirtäjä
slab	0	0	0	0	0	0	0	0	0	0	laatta
slack	0	0	0	0	0	1	0	0	0	0	löysä
slag	0	0	0	0	0	1	0	0	0	0	kuona
slam	1	0	0	1	0	1	0	0	1	0	slam
slander	1	0	1	0	0	1	0	0	0	0	herjata
slanderous	0	0	0	0	0	1	0	0	0	0	herjaavaa
slang	0	0	0	0	0	0	0	0	0	0	slangi
slant	0	0	0	0	0	0	0	0	0	0	vino
slap	1	0	0	0	0	1	0	0	1	0	isku
slash	1	0	0	0	0	0	0	0	0	0	kauttaviiva
slashes	0	0	0	0	0	0	0	0	0	0	viiltoja
slate	0	0	0	0	0	0	1	0	0	0	liuskekivi
slates	0	0	0	0	0	0	0	0	0	0	liuskekivet
slaughter	1	0	1	1	0	1	0	1	1	0	teurastus
slaughterhouse	1	0	1	1	0	1	0	1	0	0	teurastamo
slaughtering	1	0	1	1	0	1	0	1	1	0	teurastus
slave	1	0	0	1	0	1	0	1	0	0	orja
slavery	1	0	1	1	0	1	0	1	0	0	orjuutta
slay	1	0	0	0	0	1	0	0	0	0	surmata
slayer	1	0	1	1	0	1	0	1	1	0	tappaja
sledge	0	0	0	0	0	0	0	0	0	0	kelkka
sleek	0	0	0	0	0	0	1	0	0	0	tyylikäs
sleep	0	0	0	0	0	0	0	0	0	0	nukkua
sleeper	0	0	0	0	0	0	0	0	0	0	nukkuja
sleeping	0	0	0	0	0	0	0	0	0	0	nukkumassa
sleeplessness	0	0	0	0	0	0	0	0	0	0	unettomuus
sleepy	0	0	0	0	0	0	0	0	0	0	unelias
sleet	0	0	0	0	0	1	0	0	0	0	räntää
sleeve	0	0	0	0	0	0	0	0	0	0	hiha
sleeveless	0	0	0	0	0	0	0	0	0	0	hihaton
sleigh	0	0	0	0	0	0	0	0	0	0	reki
sleight	0	0	0	0	0	0	0	0	0	0	rekka
slender	0	0	0	0	0	0	1	0	0	0	hoikka
sleuth	0	0	0	0	0	0	0	0	0	0	salapoliisi
slice	0	0	0	0	0	0	0	0	0	0	viipale
slick	0	0	0	0	0	0	0	0	0	0	liukas
slide	0	0	0	0	0	0	0	0	0	0	liukumäki
sliding	0	0	0	0	0	0	0	0	0	0	liukuvat
slight	0	0	0	0	0	0	0	0	0	0	lievä
slightly	0	0	0	0	0	0	0	0	0	0	hieman
slim	0	0	0	0	0	0	1	0	0	0	hoikka
slime	0	0	1	0	0	0	0	0	0	0	lima
slimy	0	0	1	0	0	1	0	0	0	0	limainen
sling	0	0	0	0	0	0	0	0	0	0	rintareppu
slink	0	0	0	0	0	1	0	0	0	0	luistaa
slip	0	0	0	0	0	1	0	0	1	0	lipsahdus
slipper	0	0	0	0	0	0	0	0	0	0	tohveli
slippers	0	0	0	0	0	0	0	0	0	0	tossut
slit	0	0	0	0	0	0	0	0	0	0	rako
sliver	0	0	0	0	0	0	0	0	0	0	suikale
slogan	0	0	0	0	0	0	0	0	0	0	iskulause
sloop	0	0	0	0	0	0	0	0	0	0	sluuppi
slop	0	0	1	0	0	1	0	0	0	0	litku
slope	0	0	0	0	0	0	0	0	0	0	kaltevuus
sloppy	0	0	1	0	0	1	0	0	0	0	huolimaton
slot	0	0	0	0	0	0	0	0	0	0	aukko
sloth	0	0	1	0	0	1	0	0	0	0	laiskiainen
slouch	0	0	0	0	0	1	0	0	0	0	laahustaa
slough	0	0	0	0	0	1	0	0	0	0	slough
slow	0	0	0	0	0	0	0	0	0	0	hidas
slowly	0	0	0	0	0	0	0	0	0	0	hitaasti
slowness	0	0	0	0	0	1	0	0	0	0	hitaus
sludge	0	0	1	0	0	1	0	0	0	0	lietettä
slug	0	0	1	0	0	1	0	0	0	0	etana
sluggish	0	0	0	0	0	1	0	1	0	0	hidas
sluice	0	0	0	0	0	0	0	0	0	0	sulku
slum	0	0	1	0	0	1	0	0	0	0	slummi
slumber	0	0	0	0	0	0	0	0	0	0	uinua
slump	0	0	0	0	0	1	0	1	0	0	lysähtää
slur	1	0	1	0	0	1	0	1	0	0	sotkua
slush	0	0	1	0	0	1	0	0	1	0	sohjoa
slut	1	0	1	0	0	1	0	0	0	0	lutka
sly	1	0	1	1	0	1	0	0	0	0	ovela
smack	1	0	0	0	0	1	0	0	0	0	maiskuttaa
small	0	0	0	0	0	1	0	0	0	0	pieni
smaller	0	0	0	0	0	0	0	0	0	0	pienempi
smallest	0	0	0	0	0	0	0	0	0	0	pienin
smash	1	0	0	1	0	1	0	0	0	0	murskata
smashed	0	0	0	0	0	1	0	0	0	0	kännissä
smattering	0	0	0	0	0	1	0	0	0	0	haikea
smear	0	0	0	0	0	0	0	0	0	0	tahraa
smell	1	0	1	0	0	1	0	0	0	0	haju
smelling	0	0	1	0	0	1	0	0	0	0	haiseva
smelt	0	0	0	0	0	0	0	0	0	0	kuore
smile	0	0	0	0	1	0	1	0	1	1	hymy
smiling	0	0	0	0	1	0	1	0	0	0	hymyilevä
smirk	0	0	0	0	0	1	0	0	0	0	virnistää
smite	1	0	0	1	0	1	0	1	0	0	lyödä
smith	0	0	0	0	0	0	0	0	0	1	smith
smitten	0	0	0	0	0	0	1	0	0	0	lyöty
smoker	0	0	0	0	0	1	0	0	0	0	tupakoitsija
smokey	0	0	0	0	0	0	0	0	0	0	savuinen
smoking	0	0	0	0	0	0	0	0	0	0	tupakointi-
smoky	0	0	0	0	0	0	0	0	0	0	savuinen
smoldering	0	0	0	0	0	0	0	0	0	0	kytevä
smoothly	0	0	0	0	0	0	0	0	0	0	sujuvasti
smoothness	0	0	0	0	0	0	1	0	0	0	sileys
smother	1	0	0	0	0	1	0	0	0	0	tukahduttaa
smudge	0	0	0	0	0	1	0	0	0	0	tuhrata
smug	0	0	0	0	0	1	0	0	0	0	omahyväinen
smuggle	0	0	0	1	0	1	0	0	0	0	salakuljettaa
smuggler	1	0	1	1	0	1	0	0	0	0	salakuljettaja
smuggling	0	0	0	0	0	1	0	0	0	0	salakuljetus
smut	0	0	1	1	0	1	0	0	0	0	sommi
snack	0	0	0	0	0	0	0	0	0	0	välipala
snacks	0	0	0	0	0	0	0	0	0	0	välipalat
snag	0	0	0	0	0	1	0	0	1	0	repiä
snags	0	0	0	0	0	1	0	0	0	0	hankaluuksia
snail	0	0	0	0	0	0	0	0	0	0	etana
snake	0	0	1	1	0	1	0	0	0	0	käärme
snap	0	0	0	0	0	0	0	0	0	0	napsahtaa
snapshot	0	0	0	0	0	0	0	0	0	0	tilannekuva
snare	0	0	0	1	0	1	0	0	0	0	ansa
snarl	1	0	1	0	0	1	0	0	0	0	sotkea
snarling	1	0	0	0	0	1	0	0	0	0	murisee
snatch	0	0	0	0	0	0	0	0	0	0	siepata
sneak	1	0	0	1	0	1	0	0	1	0	hiipiä
sneakers	0	0	0	0	0	0	0	0	0	0	lenkkarit
sneaking	0	1	0	1	0	1	0	0	0	1	salainen
sneer	1	0	1	0	0	1	0	0	0	0	ivata
sneeze	0	0	1	0	0	1	0	0	1	0	aivastaa
sneezing	0	0	0	0	0	0	0	0	0	0	aivastelu
snicker	0	0	0	0	0	0	1	0	0	0	hihittää
snide	0	0	0	0	0	1	0	0	0	0	piikittelevä
sniff	0	0	0	0	0	0	0	0	0	0	haistella
snip	0	0	0	0	0	0	0	0	0	0	leikata
snipe	0	0	0	0	0	0	0	0	0	0	taivaanvuohi
snippet	0	0	0	0	0	0	0	0	0	0	katkelma
snob	0	0	0	0	0	1	0	0	0	0	snobi
snoopy	0	0	0	0	0	0	0	0	0	0	snoopy
snooze	0	0	0	0	0	0	0	0	0	0	torkku
snore	0	0	0	0	0	0	0	0	0	0	kuorsata
snort	0	0	0	0	0	0	0	1	0	0	haukkua
snout	0	0	0	0	0	0	0	0	0	0	kuono
snow	0	0	0	0	0	0	0	0	0	0	lumi
snowball	0	0	0	0	0	0	0	0	0	0	lumipallo
snowflake	0	0	0	0	0	0	0	0	0	0	lumihiutale
snowy	0	0	0	0	0	0	0	0	0	0	luminen
snuff	0	0	0	0	0	0	0	0	0	0	nuuska
soak	0	0	0	0	0	1	0	0	0	0	liota
soaking	0	0	0	0	0	0	0	0	0	0	liotus
soap	0	0	0	0	0	0	0	0	0	0	saippua
soapy	0	0	0	0	0	0	0	0	0	0	saippuamainen
soaring	0	0	0	0	0	0	0	0	0	0	huiman
sob	0	0	0	0	0	1	0	1	0	0	nyyhkyttää
sobriety	0	0	0	0	0	0	1	0	0	1	raittiutta
soc	0	0	0	0	0	0	0	0	0	0	soc
soccer	0	0	0	0	0	0	0	0	0	0	jalkapallo
sociable	0	0	0	0	0	0	1	0	0	0	seurallinen
social	0	0	0	0	0	0	0	0	0	0	sosiaalinen
socialism	0	0	1	1	0	0	0	0	0	0	sosialismi
socialist	1	0	1	1	0	1	0	1	0	0	sosialisti
society	0	0	0	0	0	0	0	0	0	0	yhteiskuntaan
sock	0	0	0	0	0	0	0	0	0	0	sukka
socket	0	0	0	0	0	0	0	0	0	0	pistorasia
sod	0	0	0	0	0	0	0	0	0	0	sod
sofa	0	0	0	0	0	0	0	0	0	0	sohva
softening	0	0	0	0	0	0	0	0	0	0	pehmeneminen
softness	0	0	0	0	0	0	0	0	0	0	pehmeys
soggy	0	0	0	0	0	0	0	0	0	0	märkä
soil	0	0	1	0	0	1	0	0	0	0	maaperää
soiled	0	0	1	0	0	1	0	0	0	0	likainen
sojourn	0	0	0	0	0	0	0	0	0	0	oleskelu
solace	0	0	0	0	0	0	1	0	0	0	lohtua
solar	0	0	0	0	0	0	0	0	0	0	aurinko-
solder	0	0	0	0	0	0	0	0	0	0	juottaa
soldering	0	0	0	0	0	0	0	0	0	0	juottaminen
soldier	1	0	0	0	0	0	1	1	0	0	sotilas
sole	0	0	0	0	0	0	0	0	0	0	pohja
solicit	0	0	0	0	0	0	0	0	0	0	pyytää
solicitation	0	0	0	0	0	0	0	0	0	0	tarjouspyyntö
solicitor	0	0	0	0	0	0	0	0	0	0	asianajaja
solid	0	0	0	0	0	0	1	0	0	0	kiinteä
solidarity	0	0	0	0	0	0	0	0	0	1	solidaarisuutta
solidification	0	0	0	0	0	0	0	0	0	0	jähmettyminen
solidified	0	0	0	0	0	0	0	0	0	0	jähmettynyt
solidify	0	0	0	0	0	0	0	0	0	0	kiinteytyä
solidity	0	0	0	0	0	0	1	0	0	1	lujuus
solitaire	0	0	0	0	0	0	0	0	0	0	solitaire
solitary	0	0	0	0	0	0	0	0	0	0	yksinäinen
solitude	0	0	0	0	0	0	0	0	0	0	eristäytyneisyys
solo	0	0	0	0	0	0	0	0	0	0	yksin
solubility	0	0	0	0	0	0	0	0	0	0	liukoisuus
soluble	0	0	0	0	0	0	0	0	0	0	liukeneva
solution	0	0	0	0	0	0	1	0	0	0	ratkaisu
solve	0	0	0	0	0	0	0	0	0	0	ratkaista
solvency	0	0	0	0	0	0	1	0	0	0	vakavaraisuus
solvent	0	0	0	0	0	0	0	0	0	0	liuotin
somatic	0	0	0	0	0	1	0	0	1	0	somaattinen
somber	0	0	0	0	0	1	0	1	0	0	synkkä
son	0	0	0	0	0	0	0	0	0	0	poika
sonar	0	1	0	0	0	0	1	0	0	0	luotain
sonata	0	0	0	0	0	0	1	0	0	0	sonaatti
song	0	0	0	0	0	0	0	0	0	0	laulu
sonnet	0	0	0	0	1	0	1	1	0	0	sonetti
sonorous	0	0	0	0	1	0	1	0	0	0	äänekäs
soot	0	0	1	0	0	1	0	0	0	0	noki
soothe	0	0	0	0	0	0	1	0	0	0	rauhoittaa
soothing	0	0	0	0	1	0	1	0	0	1	rauhoittava
sophomore	0	0	0	0	0	0	0	0	0	0	toisen vuoden opiskelija
soprano	0	0	0	0	0	0	0	0	0	0	sopraano
sorcerer	0	0	0	0	0	0	0	0	0	0	velho
sorcery	0	1	0	1	0	1	0	0	1	0	noituus
sordid	1	0	1	1	0	1	0	1	0	0	surkea
sore	1	0	0	0	0	1	0	1	0	0	kipeä
sorely	0	0	0	0	0	1	0	1	0	0	kipeästi
soreness	0	0	1	0	0	1	0	1	0	0	arkuus
sorghum	0	0	0	0	0	0	0	0	0	0	durra
sorority	0	0	0	0	0	0	0	0	0	0	naisopiskelijayhdistys
sorrow	0	0	0	1	0	1	0	1	0	0	surua
sorrowful	0	0	0	0	0	1	0	1	0	0	surullinen
sort	0	0	0	0	0	0	0	0	0	0	järjestellä
sorter	0	0	0	0	0	0	1	0	0	0	lajittelija
sortie	0	0	0	1	0	1	0	0	0	0	sortie
sorting	0	0	0	0	0	0	0	0	0	0	lajittelu
sou	0	0	0	0	0	0	0	0	0	0	sou
soulless	0	0	1	1	0	1	0	1	0	0	sieluton
soulmate	0	0	0	1	0	1	0	0	0	0	sielunkumppani
sound	0	0	0	0	0	0	0	0	0	0	ääni
sounding	0	0	0	0	0	0	0	0	0	0	kuulostava
soundness	0	1	0	0	1	0	1	0	0	1	tervettä
soup	0	0	0	0	0	0	1	0	0	0	keitto
sour	0	0	1	0	0	1	0	0	0	0	hapan
source	0	0	0	0	0	0	0	0	0	0	lähde
souvenir	0	0	0	0	0	0	0	0	0	0	matkamuisto
sovereign	0	0	0	0	0	0	0	0	0	1	suvereeni
sovereignty	0	0	0	0	0	0	0	0	0	0	suvereniteettia
sow	0	0	0	0	0	0	0	0	0	0	kylvää
spa	0	1	0	0	1	0	1	0	1	1	kylpylä
space	0	0	0	0	0	0	0	0	0	0	tilaa
spacious	0	0	0	0	0	0	1	0	0	0	tilava
spade	0	0	0	0	0	0	0	0	0	0	lapio
span	0	0	0	0	0	0	0	0	0	0	jänneväli
spaniel	0	0	0	0	1	0	1	0	0	1	spanieli
spank	1	0	0	1	0	1	0	1	0	0	piiskaa
spanking	1	0	0	0	0	0	0	0	0	0	selkäsauna
spar	0	0	0	0	0	0	0	0	0	0	sparrata
spare	0	0	0	0	0	0	0	0	0	0	varaa
sparingly	0	0	0	0	0	0	0	0	0	0	säästeliäästi
spark	0	0	0	0	0	0	0	0	0	0	kipinä
sparkle	0	1	0	0	1	0	1	0	1	0	kimallus
sparring	0	0	0	0	0	0	0	0	0	0	sparraus
sparse	0	0	0	0	0	0	0	0	0	0	harva
spasm	0	0	0	1	0	1	0	0	0	0	kouristus
spat	1	0	0	0	0	1	0	0	0	0	sylki
spatula	0	0	0	0	0	0	0	0	0	0	lastalla
spawn	0	0	0	0	0	0	0	0	0	0	saada aikaan
speaker	0	0	0	0	0	0	0	0	0	0	puhuja
speaking	0	0	0	0	0	0	0	0	0	0	puhuminen
spear	1	1	0	1	0	1	0	0	0	0	keihäs
special	0	0	0	0	1	0	1	0	0	0	erityistä
specialist	0	0	0	0	0	0	0	0	0	1	asiantuntija
speciality	0	0	0	0	0	0	0	0	0	0	erikoisuus
specialize	0	0	0	0	0	0	0	0	0	1	erikoistua
specially	0	0	0	0	0	0	0	0	0	0	erityisesti
specie	0	0	0	0	0	0	1	0	0	0	laji
species	0	0	0	0	0	0	0	0	0	0	lajit
specific	0	0	0	0	0	0	0	0	0	0	erityisiä
specification	0	0	0	0	0	0	0	0	0	0	erittely
specimen	0	0	0	0	0	0	0	0	0	0	näyte
speck	0	0	1	0	0	1	0	0	0	0	pilkku
speckled	0	0	0	0	0	0	0	0	0	0	pilkullinen
specs	0	0	0	0	0	0	0	0	0	0	tiedot
spectacle	0	0	0	0	0	1	1	0	0	0	spektaakkeli
spectacles	0	0	0	0	0	0	0	0	0	0	silmälasit
spectacular	0	1	0	0	0	0	0	0	1	0	näyttävä
spectator	0	0	0	0	0	0	0	0	0	0	katsoja
specter	0	0	0	1	0	1	0	1	0	0	peikko
spectral	0	0	0	0	0	1	0	0	0	0	spektrinen
spectrometer	0	0	0	0	0	0	0	0	0	0	spektrometri
spectrophotometer	0	0	0	0	0	0	0	0	0	0	spektrofotometri
spectroscopy	0	0	0	0	0	0	0	0	0	0	spektroskopia
spectrum	0	0	0	0	0	0	0	0	0	0	spektri
speculate	0	0	0	0	0	0	0	0	0	0	spekuloida
speculation	0	0	0	1	0	1	0	1	0	0	spekulaatiota
speculative	0	1	0	0	0	0	0	0	0	0	spekulatiivista
speculum	0	0	0	0	0	0	0	0	0	0	tähystys
speech	0	0	0	0	0	0	1	0	0	0	puhetta
speechless	0	0	0	0	0	0	0	0	0	0	sanaton
speed	0	0	0	0	0	0	0	0	0	0	nopeus
speedily	0	0	0	0	0	0	0	0	0	0	nopeasti
speedometer	0	0	0	0	0	0	0	0	0	0	nopeusmittari
speedway	0	0	0	0	0	0	0	0	0	0	speedway
speedy	0	0	0	0	0	0	1	0	0	0	nopea
spellbound	0	0	0	0	0	0	0	0	0	0	haltioissaan
spelling	0	0	0	0	0	0	1	0	0	0	oikeinkirjoitus
spencer	0	0	0	0	0	0	0	0	0	0	spencer
spend	0	0	0	0	0	0	0	0	0	0	viettää
spent	0	0	0	0	0	1	0	0	0	0	käytetty
sperm	0	0	0	0	0	0	0	0	0	0	siittiöitä
spew	0	0	1	0	0	0	0	0	0	0	oksentaa
sphere	0	0	0	0	0	0	0	0	0	0	pallo
spherical	0	0	0	0	0	0	0	0	0	0	pallomainen
sphinx	0	0	0	0	0	0	0	0	0	0	sfinksi
spice	0	0	0	0	0	0	1	0	0	0	mauste
spicy	0	0	0	0	0	0	0	0	0	0	mausteinen
spider	0	0	1	1	0	0	0	0	0	0	hämähäkki
spigot	0	0	0	0	0	0	0	0	0	0	tappi
spike	0	0	0	1	0	0	0	0	0	0	piikki
spiked	0	0	0	0	0	0	0	0	0	0	piikki-
spiky	0	0	0	0	0	0	0	0	0	0	kiukkuinen
spill	0	0	0	0	0	0	0	0	0	0	läikkyminen
spin	0	0	0	0	0	0	0	0	0	0	pyöritä
spinal	0	0	0	0	0	0	0	0	0	0	selkärangan
spindle	0	0	0	0	0	0	0	0	0	0	kara
spine	1	0	0	0	0	1	1	0	0	0	selkärangan
spinning	0	0	0	0	0	0	0	0	0	0	pyöriä
spinster	0	0	0	1	0	1	0	1	0	0	vanhapiika
spiny	0	0	0	0	0	0	0	0	0	0	piikkinen
spiral	0	0	0	0	0	0	0	0	0	0	kierre-
spire	0	0	0	0	0	0	0	0	0	0	torni
spirit	0	0	0	0	0	0	1	0	0	0	henki
spirits	0	1	0	0	1	0	1	0	1	0	henget
spiritual	0	0	0	0	0	0	0	0	0	0	henkistä
spirituality	0	0	0	0	0	0	0	0	0	0	hengellisyys
spit	0	0	1	0	0	0	0	0	0	0	sylkeä
spite	1	0	0	0	0	1	0	0	0	0	paheksuntaa
spiteful	1	0	0	0	0	1	0	0	0	0	ilkeä
splash	0	0	0	0	0	0	0	0	1	0	roiskua
spleen	0	0	0	0	0	0	0	0	0	0	perna
splendid	0	0	0	0	1	0	1	0	1	0	loistava
splendor	0	1	0	0	1	0	1	0	1	0	loistoa
splice	0	0	0	0	0	0	0	0	0	0	liitos
spline	0	0	0	0	0	0	0	0	0	0	spline
splint	0	0	0	0	0	0	0	0	0	0	lasta
splinter	0	0	0	0	0	1	0	0	0	0	sirpale
split	0	0	0	0	0	1	0	0	0	0	jakaa
splitting	0	0	0	0	0	1	0	1	0	0	jakaminen
splurge	0	0	0	0	0	0	0	0	0	0	törsätä
spoil	0	0	1	0	0	1	0	0	0	0	pilata
spoiler	0	0	0	0	0	1	0	1	0	0	spoileri
spoiling	0	0	0	0	0	0	0	0	0	0	pilaamista
spoke	0	0	0	0	0	1	0	0	0	0	puhui
spoken	0	0	0	0	0	0	0	0	0	0	puhuttu
spokesman	0	0	0	0	0	0	0	0	0	1	tiedottaja
sponge	0	0	0	0	0	1	0	0	0	0	sieni
spongy	0	0	0	0	0	0	0	0	0	0	huokoinen
sponsor	0	0	0	0	0	0	1	0	0	1	sponsori
sponsorship	0	0	0	0	0	0	0	0	0	0	sponsorointi
spoof	0	0	0	0	0	0	0	0	0	0	huijata
spook	0	0	0	1	0	1	0	0	0	0	kauhistus
spoon	0	0	0	0	0	0	0	0	0	0	lusikka
spoonful	0	0	0	0	0	0	0	0	0	0	lusikallinen
sporadic	0	0	0	0	0	0	0	0	0	0	satunnaista
spore	0	0	0	0	0	0	0	0	0	0	itiö
sport	0	0	0	0	0	0	0	0	0	0	Urheilu
sporting	0	0	0	0	0	0	0	0	0	0	urheilu-
sports	0	0	0	0	0	0	0	0	0	0	Urheilu
sportsman	0	0	0	0	0	0	0	0	0	0	urheilija
spot	0	0	0	0	0	0	0	0	0	0	paikalla
spotless	0	0	0	0	0	0	1	0	0	1	tahraton
spotted	0	0	0	0	0	0	0	0	0	0	täplikäs
spotty	0	0	0	0	0	0	0	0	0	0	täplikäs
spousal	0	0	0	0	0	0	0	0	0	0	puoliso
spouse	0	0	0	0	1	0	1	0	0	1	puoliso
spout	0	0	0	0	0	0	0	0	0	0	nokka
sprain	0	0	0	0	0	1	0	1	0	0	nyrjähdys
sprawl	0	0	0	0	0	0	0	0	0	0	hajallaan
spray	0	0	0	0	0	0	0	0	0	0	spray
spread	0	0	0	0	0	0	0	0	0	0	levitän
spree	0	0	0	0	0	1	0	0	0	0	juhlia
sprinkling	0	0	0	0	0	0	0	0	0	0	kastelu
sprite	0	0	0	1	0	1	0	0	0	0	sprite
sprout	0	0	0	0	0	0	0	0	0	0	versoa
spruce	0	0	0	0	0	0	1	0	0	0	kuusi
spur	0	0	0	1	0	0	0	0	0	0	kannustaa
spurious	0	0	1	0	0	1	0	0	0	0	harhaanjohtava
spurred	0	0	0	0	0	0	0	0	0	0	kannusti
spurt	0	0	0	0	0	0	0	0	0	0	spurtti
spy	0	0	0	0	0	0	0	0	0	0	vakooja
squad	0	0	0	0	0	0	0	0	0	0	joukkue
squadron	0	0	0	0	0	0	0	0	0	0	laivue
squall	0	0	0	1	0	1	0	1	0	0	myrsky
squamous	0	0	0	0	0	0	0	0	0	0	levymäinen
square	0	0	0	0	0	0	0	0	0	0	neliö-
