English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Hawaiian Word
slit	0	0	0	0	0	0	0	0	0	0	māwae
sliver	0	0	0	0	0	0	0	0	0	0	ʻāʻī
slogan	0	0	0	0	0	0	0	0	0	0	ʻōlelo ʻōlelo
sloop	0	0	0	0	0	0	0	0	0	0	sloop
slop	0	0	1	0	0	1	0	0	0	0	slop
slope	0	0	0	0	0	0	0	0	0	0	pali
sloppy	0	0	1	0	0	1	0	0	0	0	hūpō
slot	0	0	0	0	0	0	0	0	0	0	slot
sloth	0	0	1	0	0	1	0	0	0	0	palaualelo
slouch	0	0	0	0	0	1	0	0	0	0	hoʻomoe
slough	0	0	0	0	0	1	0	0	0	0	slough
slow	0	0	0	0	0	0	0	0	0	0	lohi
slowly	0	0	0	0	0	0	0	0	0	0	mālie
slowness	0	0	0	0	0	1	0	0	0	0	lohi
sludge	0	0	1	0	0	1	0	0	0	0	lepo lepo
slug	0	0	1	0	0	1	0	0	0	0	slug
sluggish	0	0	0	0	0	1	0	1	0	0	molowa
sluice	0	0	0	0	0	0	0	0	0	0	punawai
slum	0	0	1	0	0	1	0	0	0	0	slum
slumber	0	0	0	0	0	0	0	0	0	0	hiamoe
slump	0	0	0	0	0	1	0	1	0	0	hāʻule
slur	1	0	1	0	0	1	0	1	0	0	hoʻomāʻewaʻewa
slush	0	0	1	0	0	1	0	0	1	0	slush
slut	1	0	1	0	0	1	0	0	0	0	wahine hoʻokamakama
sly	1	0	1	1	0	1	0	0	0	0	maalea
smack	1	0	0	0	0	1	0	0	0	0	paʻi
small	0	0	0	0	0	1	0	0	0	0	liʻiliʻi
smaller	0	0	0	0	0	0	0	0	0	0	liʻiliʻi
smallest	0	0	0	0	0	0	0	0	0	0	liʻiliʻi loa
smash	1	0	0	1	0	1	0	0	0	0	wawahi
smashed	0	0	0	0	0	1	0	0	0	0	wawahiia
smattering	0	0	0	0	0	1	0	0	0	0	paʻipaʻi
smear	0	0	0	0	0	0	0	0	0	0	hamo
smell	1	0	1	0	0	1	0	0	0	0	honi
smelling	0	0	1	0	0	1	0	0	0	0	honi
smelt	0	0	0	0	0	0	0	0	0	0	honi
smile	0	0	0	0	1	0	1	0	1	1	minoʻaka
smiling	0	0	0	0	1	0	1	0	0	0	ʻakaʻaka
smirk	0	0	0	0	0	1	0	0	0	0	ʻakaʻaka
smite	1	0	0	1	0	1	0	1	0	0	hahau
smith	0	0	0	0	0	0	0	0	0	1	smith
smitten	0	0	0	0	0	0	1	0	0	0	hahauia
smoker	0	0	0	0	0	1	0	0	0	0	mea puhi paka
smokey	0	0	0	0	0	0	0	0	0	0	uahi
smoking	0	0	0	0	0	0	0	0	0	0	puhi paka
smoky	0	0	0	0	0	0	0	0	0	0	uahi
smoldering	0	0	0	0	0	0	0	0	0	0	e puhi ana
smoothly	0	0	0	0	0	0	0	0	0	0	mālie
smoothness	0	0	0	0	0	0	1	0	0	0	ʻoluʻolu
smother	1	0	0	0	0	1	0	0	0	0	hoʻopaʻa
smudge	0	0	0	0	0	1	0	0	0	0	pulupulu
smug	0	0	0	0	0	1	0	0	0	0	ʻakaʻaka
smuggle	0	0	0	1	0	1	0	0	0	0	hoʻopio
smuggler	1	0	1	1	0	1	0	0	0	0	mea hoʻopio
smuggling	0	0	0	0	0	1	0	0	0	0	hoʻopio ʻana
smut	0	0	1	1	0	1	0	0	0	0	smut
snack	0	0	0	0	0	0	0	0	0	0	meaʻai meaʻai
snacks	0	0	0	0	0	0	0	0	0	0	meaʻai ʻai
snag	0	0	0	0	0	1	0	0	1	0	paʻa
snags	0	0	0	0	0	1	0	0	0	0	snags
snail	0	0	0	0	0	0	0	0	0	0	snail
snake	0	0	1	1	0	1	0	0	0	0	nahesa
snap	0	0	0	0	0	0	0	0	0	0	paʻi
snapshot	0	0	0	0	0	0	0	0	0	0	kiʻi kiʻi
snare	0	0	0	1	0	1	0	0	0	0	pahele
snarl	1	0	1	0	0	1	0	0	0	0	ʻūhū
snarling	1	0	0	0	0	1	0	0	0	0	ʻūhū
snatch	0	0	0	0	0	0	0	0	0	0	kāʻili
sneak	1	0	0	1	0	1	0	0	1	0	hoʻohenehene
sneakers	0	0	0	0	0	0	0	0	0	0	nā sneakers
sneaking	0	1	0	1	0	1	0	0	0	1	hoʻohuehue
sneer	1	0	1	0	0	1	0	0	0	0	hoʻomāʻewaʻewa
sneeze	0	0	1	0	0	1	0	0	1	0	kihe
sneezing	0	0	0	0	0	0	0	0	0	0	kihe ʻana
snicker	0	0	0	0	0	0	1	0	0	0	ʻakaʻaka
snide	0	0	0	0	0	1	0	0	0	0	hoʻohenehene
sniff	0	0	0	0	0	0	0	0	0	0	honi
snip	0	0	0	0	0	0	0	0	0	0	snip
snipe	0	0	0	0	0	0	0	0	0	0	ʻōpuʻu
snippet	0	0	0	0	0	0	0	0	0	0	snippet
snob	0	0	0	0	0	1	0	0	0	0	snob
snoopy	0	0	0	0	0	0	0	0	0	0	snoopy
snooze	0	0	0	0	0	0	0	0	0	0	snooze
snore	0	0	0	0	0	0	0	0	0	0	honi
snort	0	0	0	0	0	0	0	1	0	0	ʻūhū
snout	0	0	0	0	0	0	0	0	0	0	ihu
snow	0	0	0	0	0	0	0	0	0	0	hau
snowball	0	0	0	0	0	0	0	0	0	0	pōpō hau
snowflake	0	0	0	0	0	0	0	0	0	0	hau hau
snowy	0	0	0	0	0	0	0	0	0	0	hau
snuff	0	0	0	0	0	0	0	0	0	0	puhi
soak	0	0	0	0	0	1	0	0	0	0	pulu
soaking	0	0	0	0	0	0	0	0	0	0	pulu ana
soap	0	0	0	0	0	0	0	0	0	0	kopa
soapy	0	0	0	0	0	0	0	0	0	0	kopa
soaring	0	0	0	0	0	0	0	0	0	0	e lele ana
sob	0	0	0	0	0	1	0	1	0	0	kanikau
sobriety	0	0	0	0	0	0	1	0	0	1	kūoʻo
soc	0	0	0	0	0	0	0	0	0	0	soc
soccer	0	0	0	0	0	0	0	0	0	0	pōpeku
sociable	0	0	0	0	0	0	1	0	0	0	launa
social	0	0	0	0	0	0	0	0	0	0	pilikanaka
socialism	0	0	1	1	0	0	0	0	0	0	pilikanaka
socialist	1	0	1	1	0	1	0	1	0	0	pilikanaka
society	0	0	0	0	0	0	0	0	0	0	kaiaulu
sock	0	0	0	0	0	0	0	0	0	0	sock
socket	0	0	0	0	0	0	0	0	0	0	kumu
sod	0	0	0	0	0	0	0	0	0	0	sod
sofa	0	0	0	0	0	0	0	0	0	0	sofa
softening	0	0	0	0	0	0	0	0	0	0	hooluolu
softness	0	0	0	0	0	0	0	0	0	0	palupalu
soggy	0	0	0	0	0	0	0	0	0	0	pulupulu
soil	0	0	1	0	0	1	0	0	0	0	lepo
soiled	0	0	1	0	0	1	0	0	0	0	haumia
sojourn	0	0	0	0	0	0	0	0	0	0	noho malihini
solace	0	0	0	0	0	0	1	0	0	0	hooluolu
solar	0	0	0	0	0	0	0	0	0	0	lā
solder	0	0	0	0	0	0	0	0	0	0	solder
soldering	0	0	0	0	0	0	0	0	0	0	kūʻai ʻana
soldier	1	0	0	0	0	0	1	1	0	0	koa
sole	0	0	0	0	0	0	0	0	0	0	hoʻokahi
solicit	0	0	0	0	0	0	0	0	0	0	noi aku
solicitation	0	0	0	0	0	0	0	0	0	0	noiʻi
solicitor	0	0	0	0	0	0	0	0	0	0	loio
solid	0	0	0	0	0	0	1	0	0	0	paa
solidarity	0	0	0	0	0	0	0	0	0	1	ka lokahi
solidification	0	0	0	0	0	0	0	0	0	0	hoʻopaʻa paʻa
solidified	0	0	0	0	0	0	0	0	0	0	hoʻopaʻa ʻia
solidify	0	0	0	0	0	0	0	0	0	0	paʻa
solidity	0	0	0	0	0	0	1	0	0	1	paʻa
solitaire	0	0	0	0	0	0	0	0	0	0	solitaire
solitary	0	0	0	0	0	0	0	0	0	0	mehameha
solitude	0	0	0	0	0	0	0	0	0	0	mehameha
solo	0	0	0	0	0	0	0	0	0	0	hoʻokahi
solubility	0	0	0	0	0	0	0	0	0	0	hikiwawe
soluble	0	0	0	0	0	0	0	0	0	0	hikiwawe
solution	0	0	0	0	0	0	1	0	0	0	hoʻonā
solve	0	0	0	0	0	0	0	0	0	0	hoʻoholo
solvency	0	0	0	0	0	0	1	0	0	0	ʻoluʻolu
solvent	0	0	0	0	0	0	0	0	0	0	mea hoʻoheheʻe
somatic	0	0	0	0	0	1	0	0	1	0	somatic
somber	0	0	0	0	0	1	0	1	0	0	kaumaha
son	0	0	0	0	0	0	0	0	0	0	keikikāne
sonar	0	1	0	0	0	0	1	0	0	0	sonar
sonata	0	0	0	0	0	0	1	0	0	0	sonata
song	0	0	0	0	0	0	0	0	0	0	mele
sonnet	0	0	0	0	1	0	1	1	0	0	sonnet
sonorous	0	0	0	0	1	0	1	0	0	0	kani kani
soot	0	0	1	0	0	1	0	0	0	0	ʻūhū
soothe	0	0	0	0	0	0	1	0	0	0	hooluolu
soothing	0	0	0	0	1	0	1	0	0	1	hooluolu
sophomore	0	0	0	0	0	0	0	0	0	0	lua lua
soprano	0	0	0	0	0	0	0	0	0	0	soprano
sorcerer	0	0	0	0	0	0	0	0	0	0	kilokilo
sorcery	0	1	0	1	0	1	0	0	1	0	kilokilo
sordid	1	0	1	1	0	1	0	1	0	0	ʻinoʻino
sore	1	0	0	0	0	1	0	1	0	0	ʻeha
sorely	0	0	0	0	0	1	0	1	0	0	ehaeha
soreness	0	0	1	0	0	1	0	1	0	0	ʻehaʻeha
sorghum	0	0	0	0	0	0	0	0	0	0	sorghum
sorority	0	0	0	0	0	0	0	0	0	0	ʻahaʻaina wahine
sorrow	0	0	0	1	0	1	0	1	0	0	kaumaha
sorrowful	0	0	0	0	0	1	0	1	0	0	kaumaha
sort	0	0	0	0	0	0	0	0	0	0	ʻano ʻano
sorter	0	0	0	0	0	0	1	0	0	0	mea hoʻokaʻawale
sortie	0	0	0	1	0	1	0	0	0	0	huikau
sorting	0	0	0	0	0	0	0	0	0	0	hoʻokaʻawale
sou	0	0	0	0	0	0	0	0	0	0	sou
soulless	0	0	1	1	0	1	0	1	0	0	ʻuhane ʻole
soulmate	0	0	0	1	0	1	0	0	0	0	hoa ʻuhane
sound	0	0	0	0	0	0	0	0	0	0	kani
sounding	0	0	0	0	0	0	0	0	0	0	kani ana
soundness	0	1	0	0	1	0	1	0	0	1	maikaʻi
soup	0	0	0	0	0	0	1	0	0	0	sopa
sour	0	0	1	0	0	1	0	0	0	0	ʻawaʻawa
source	0	0	0	0	0	0	0	0	0	0	kumu
souvenir	0	0	0	0	0	0	0	0	0	0	mea hoʻomanaʻo
sovereign	0	0	0	0	0	0	0	0	0	1	mōʻī
sovereignty	0	0	0	0	0	0	0	0	0	0	mana aupuni
sow	0	0	0	0	0	0	0	0	0	0	lulu
spa	0	1	0	0	1	0	1	0	1	1	spa
space	0	0	0	0	0	0	0	0	0	0	ākea
spacious	0	0	0	0	0	0	1	0	0	0	akea
spade	0	0	0	0	0	0	0	0	0	0	ʻōpae
span	0	0	0	0	0	0	0	0	0	0	ka lōʻihi
spaniel	0	0	0	0	1	0	1	0	0	1	spaniel
spank	1	0	0	1	0	1	0	1	0	0	hahau
spanking	1	0	0	0	0	0	0	0	0	0	hahau ana
spar	0	0	0	0	0	0	0	0	0	0	spar
spare	0	0	0	0	0	0	0	0	0	0	hoʻokoe
sparingly	0	0	0	0	0	0	0	0	0	0	kakaikahi
spark	0	0	0	0	0	0	0	0	0	0	lamalama
sparkle	0	1	0	0	1	0	1	0	1	0	ʻōlinolino
sparring	0	0	0	0	0	0	0	0	0	0	hoʻopaʻapaʻa
sparse	0	0	0	0	0	0	0	0	0	0	kākaʻikahi
spasm	0	0	0	1	0	1	0	0	0	0	ʻūhā
spat	1	0	0	0	0	1	0	0	0	0	kuha aku
spatula	0	0	0	0	0	0	0	0	0	0	spatula
spawn	0	0	0	0	0	0	0	0	0	0	hānai
speaker	0	0	0	0	0	0	0	0	0	0	haʻiʻōlelo
speaking	0	0	0	0	0	0	0	0	0	0	olelo ana
spear	1	1	0	1	0	1	0	0	0	0	ihe
special	0	0	0	0	1	0	1	0	0	0	kūikawā
specialist	0	0	0	0	0	0	0	0	0	1	loea
speciality	0	0	0	0	0	0	0	0	0	0	kūikawā
specialize	0	0	0	0	0	0	0	0	0	1	loea
specially	0	0	0	0	0	0	0	0	0	0	kūikawā
specie	0	0	0	0	0	0	1	0	0	0	specie
species	0	0	0	0	0	0	0	0	0	0	ʻano ʻano
specific	0	0	0	0	0	0	0	0	0	0	kikoʻī
specification	0	0	0	0	0	0	0	0	0	0	kikoʻī
specimen	0	0	0	0	0	0	0	0	0	0	mea hoʻohālike
speck	0	0	1	0	0	1	0	0	0	0	kikoʻī
speckled	0	0	0	0	0	0	0	0	0	0	kikoʻī
specs	0	0	0	0	0	0	0	0	0	0	specs
spectacle	0	0	0	0	0	1	1	0	0	0	makaʻala
spectacles	0	0	0	0	0	0	0	0	0	0	makaaniani
spectacular	0	1	0	0	0	0	0	0	1	0	kupanaha
spectator	0	0	0	0	0	0	0	0	0	0	mea nānā
specter	0	0	0	1	0	1	0	1	0	0	hiʻohiʻona
spectral	0	0	0	0	0	1	0	0	0	0	spectral
spectrometer	0	0	0	0	0	0	0	0	0	0	spectrometer
spectrophotometer	0	0	0	0	0	0	0	0	0	0	spectrophotometer
spectroscopy	0	0	0	0	0	0	0	0	0	0	kiʻi kiʻi kiʻi
spectrum	0	0	0	0	0	0	0	0	0	0	spectrum
speculate	0	0	0	0	0	0	0	0	0	0	e kuhi ana
speculation	0	0	0	1	0	1	0	1	0	0	manao manao
speculative	0	1	0	0	0	0	0	0	0	0	manao manao
speculum	0	0	0	0	0	0	0	0	0	0	speculum
speech	0	0	0	0	0	0	1	0	0	0	haiolelo
speechless	0	0	0	0	0	0	0	0	0	0	ʻōlelo ʻole
speed	0	0	0	0	0	0	0	0	0	0	ka māmā holo
speedily	0	0	0	0	0	0	0	0	0	0	wikiwiki
speedometer	0	0	0	0	0	0	0	0	0	0	ka mīkini kilo māmā
speedway	0	0	0	0	0	0	0	0	0	0	ala māmā
speedy	0	0	0	0	0	0	1	0	0	0	wikiwiki
spellbound	0	0	0	0	0	0	0	0	0	0	kahaha
spelling	0	0	0	0	0	0	1	0	0	0	ka ʻōlelo ʻana
spencer	0	0	0	0	0	0	0	0	0	0	spencer
spend	0	0	0	0	0	0	0	0	0	0	lilo
spent	0	0	0	0	0	1	0	0	0	0	lilo
sperm	0	0	0	0	0	0	0	0	0	0	sperm
spew	0	0	1	0	0	0	0	0	0	0	luaʻi
sphere	0	0	0	0	0	0	0	0	0	0	pōʻai
spherical	0	0	0	0	0	0	0	0	0	0	poepoe
sphinx	0	0	0	0	0	0	0	0	0	0	sphinx
spice	0	0	0	0	0	0	1	0	0	0	mea ʻala
spicy	0	0	0	0	0	0	0	0	0	0	mea ʻala
spider	0	0	1	1	0	0	0	0	0	0	spider
spigot	0	0	0	0	0	0	0	0	0	0	spigot
spike	0	0	0	1	0	0	0	0	0	0	spike
spiked	0	0	0	0	0	0	0	0	0	0	wiliwili
spiky	0	0	0	0	0	0	0	0	0	0	spiky
spill	0	0	0	0	0	0	0	0	0	0	kahe
spin	0	0	0	0	0	0	0	0	0	0	milo
spinal	0	0	0	0	0	0	0	0	0	0	iwi kuamoʻo
spindle	0	0	0	0	0	0	0	0	0	0	wiliwili
spine	1	0	0	0	0	1	1	0	0	0	iwi kuamoʻo
spinning	0	0	0	0	0	0	0	0	0	0	wiliwili
spinster	0	0	0	1	0	1	0	1	0	0	wiliwili
spiny	0	0	0	0	0	0	0	0	0	0	spiny
spiral	0	0	0	0	0	0	0	0	0	0	wiliwili
spire	0	0	0	0	0	0	0	0	0	0	spre
spirit	0	0	0	0	0	0	1	0	0	0	ʻuhane
spirits	0	1	0	0	1	0	1	0	1	0	ʻuhane
spiritual	0	0	0	0	0	0	0	0	0	0	uhane
spirituality	0	0	0	0	0	0	0	0	0	0	uhane
spit	0	0	1	0	0	0	0	0	0	0	kuha
spite	1	0	0	0	0	1	0	0	0	0	hoʻomāʻewaʻewa
spiteful	1	0	0	0	0	1	0	0	0	0	inaina
splash	0	0	0	0	0	0	0	0	1	0	paʻipaʻi
spleen	0	0	0	0	0	0	0	0	0	0	ʻōpū
splendid	0	0	0	0	1	0	1	0	1	0	nani loa
splendor	0	1	0	0	1	0	1	0	1	0	ka nani
splice	0	0	0	0	0	0	0	0	0	0	hoʻopili
spline	0	0	0	0	0	0	0	0	0	0	spline
splint	0	0	0	0	0	0	0	0	0	0	māʻaʻa
splinter	0	0	0	0	0	1	0	0	0	0	mamala
split	0	0	0	0	0	1	0	0	0	0	mokuahana
splitting	0	0	0	0	0	1	0	1	0	0	ka mahele ana
splurge	0	0	0	0	0	0	0	0	0	0	hoʻomāʻewaʻewa
spoil	0	0	1	0	0	1	0	0	0	0	hao wale
spoiler	0	0	0	0	0	1	0	1	0	0	mea hao
spoiling	0	0	0	0	0	0	0	0	0	0	hao wale
spoke	0	0	0	0	0	1	0	0	0	0	olelo
spoken	0	0	0	0	0	0	0	0	0	0	ʻōlelo ʻia
spokesman	0	0	0	0	0	0	0	0	0	1	haiolelo
sponge	0	0	0	0	0	1	0	0	0	0	ʻōhuʻu
spongy	0	0	0	0	0	0	0	0	0	0	spongy
sponsor	0	0	0	0	0	0	1	0	0	1	kākoʻo
sponsorship	0	0	0	0	0	0	0	0	0	0	kākoʻo
spoof	0	0	0	0	0	0	0	0	0	0	hoʻopunipuni
spook	0	0	0	1	0	1	0	0	0	0	makaʻu
spoon	0	0	0	0	0	0	0	0	0	0	puna
spoonful	0	0	0	0	0	0	0	0	0	0	puna
sporadic	0	0	0	0	0	0	0	0	0	0	kakaikahi
spore	0	0	0	0	0	0	0	0	0	0	spore
sport	0	0	0	0	0	0	0	0	0	0	haʻuki
sporting	0	0	0	0	0	0	0	0	0	0	pāʻani
sports	0	0	0	0	0	0	0	0	0	0	haʻuki
sportsman	0	0	0	0	0	0	0	0	0	0	mea pāʻani
spot	0	0	0	0	0	0	0	0	0	0	kiko
spotless	0	0	0	0	0	0	1	0	0	1	kina ole
spotted	0	0	0	0	0	0	0	0	0	0	kikoʻī
spotty	0	0	0	0	0	0	0	0	0	0	kikoʻī
spousal	0	0	0	0	0	0	0	0	0	0	male kāne
spouse	0	0	0	0	1	0	1	0	0	1	kane
spout	0	0	0	0	0	0	0	0	0	0	puuwai
sprain	0	0	0	0	0	1	0	1	0	0	ʻāwīwī
sprawl	0	0	0	0	0	0	0	0	0	0	hoʻopololei
spray	0	0	0	0	0	0	0	0	0	0	kāpīpī
spread	0	0	0	0	0	0	0	0	0	0	laha
spree	0	0	0	0	0	1	0	0	0	0	leʻaleʻa
sprinkling	0	0	0	0	0	0	0	0	0	0	kāpīpī
sprite	0	0	0	1	0	1	0	0	0	0	sprite
sprout	0	0	0	0	0	0	0	0	0	0	ʻōpuʻu
spruce	0	0	0	0	0	0	1	0	0	0	spruce
spur	0	0	0	1	0	0	0	0	0	0	hoʻoulu
spurious	0	0	1	0	0	1	0	0	0	0	hoopunipuni
spurred	0	0	0	0	0	0	0	0	0	0	hoʻoulu ʻia
spurt	0	0	0	0	0	0	0	0	0	0	spurt
spy	0	0	0	0	0	0	0	0	0	0	kiu
squad	0	0	0	0	0	0	0	0	0	0	pūʻali koa
squadron	0	0	0	0	0	0	0	0	0	0	pūʻali koa
squall	0	0	0	1	0	1	0	1	0	0	ʻinoʻino
squamous	0	0	0	0	0	0	0	0	0	0	ʻāwīwī
square	0	0	0	0	0	0	0	0	0	0	huinaha
squat	0	0	0	0	0	0	0	0	0	0	kuʻekuʻe
squatter	0	0	0	0	0	1	0	0	0	0	squatter
squeak	0	0	0	0	0	0	0	0	0	0	ʻōniʻoniʻo
squeal	0	0	0	0	0	0	0	0	0	0	uē
squeamish	0	0	1	1	0	1	0	0	0	0	ʻōniʻoniʻo
squeeze	0	0	0	0	0	0	0	0	0	0	ʻomi
squeezing	0	0	0	0	0	0	0	0	0	0	ʻomi ʻana
squelch	1	0	1	0	0	1	0	0	0	0	kinai
squint	0	0	0	0	0	0	0	0	0	0	makaʻu
squire	0	0	0	0	0	0	0	0	0	0	squire
squirm	0	0	1	0	0	1	0	0	0	0	ʻōniʻoniʻo
squirrel	0	0	0	0	0	0	0	0	0	0	squirrel
squirt	0	0	0	0	0	0	0	0	0	0	squirt
stab	1	0	0	1	0	1	0	1	1	0	houʻa
stability	0	0	0	0	0	0	0	0	0	0	kūpaʻa
stable	0	0	0	0	0	0	1	0	0	1	hale paʻa
staccato	0	0	0	0	0	0	1	0	0	0	staccato
stack	0	0	0	0	0	0	0	0	0	0	ahu
staff	0	0	0	0	0	0	0	0	0	0	limahana
stag	0	0	0	0	0	0	0	0	0	0	stag
stage	0	0	0	0	0	0	0	0	0	0	kahua
stagger	0	0	0	0	0	0	0	0	1	0	haʻalulu
staggering	0	0	0	0	0	1	0	0	0	0	kahaha
stagnant	0	0	0	0	0	1	0	1	0	0	kūpaʻa
stagnation	0	0	0	0	0	0	0	0	0	0	kū ʻana
staid	0	0	0	0	0	0	0	0	0	0	noho mālie
stain	0	0	1	0	0	1	0	0	0	0	lepo
stainless	0	0	0	0	0	0	1	0	0	0	kuhiliʻole
stair	0	0	0	0	0	0	0	0	0	0	alapiʻi
staircase	0	0	0	0	0	0	0	0	0	0	alapiʻi
stairway	0	0	0	0	0	0	0	0	0	0	alapiʻi
stake	0	0	0	0	0	0	0	0	0	0	pili
stale	0	0	0	0	0	1	0	0	0	0	palahu
stalemate	1	0	1	0	0	0	0	0	0	0	paakiki
stalk	0	0	0	1	0	1	0	0	0	0	kāʻei
stall	0	0	1	0	0	0	0	0	0	0	hale kūʻai
stallion	0	0	0	0	0	0	1	0	0	0	lio lio
stalls	0	0	0	0	0	0	0	0	0	0	hale kūʻai
stalwart	0	0	0	0	0	0	1	0	0	0	kūpaʻa
stamina	0	0	0	0	0	0	1	0	0	1	hoʻoikaika kino
stamp	0	0	0	0	0	0	0	0	0	0	hoailona
stand	0	0	0	0	0	0	0	0	0	0	kū
standard	0	0	0	0	0	0	0	0	0	0	maʻamau
standardize	0	0	0	0	0	0	0	0	0	0	hoʻohālikelike
standing	0	0	0	0	0	0	1	0	0	0	ku ana
standoff	1	0	0	1	0	1	0	0	0	0	kūʻokoʻa
standpoint	0	0	0	0	0	0	0	0	0	0	ku ana
standstill	1	0	0	0	0	1	0	0	0	0	kū mālie
stanza	0	0	0	0	0	0	0	0	0	0	stanza
staple	0	0	0	0	0	0	0	0	0	0	mea nui
star	0	1	0	0	1	0	1	0	0	1	hoku
starboard	0	0	0	0	0	0	0	0	0	0	starboard
starch	0	0	0	0	0	0	0	0	0	0	mākū
stare	0	0	0	0	0	0	0	0	0	0	nana aku
staring	0	0	0	0	0	1	0	0	0	0	e nana ana
stark	0	0	0	0	0	1	0	0	0	1	paakiki
starlight	0	0	0	0	0	0	1	0	0	0	kukui hōkū
starry	0	1	0	0	1	0	1	0	0	0	hoku
stars	0	0	0	0	0	0	0	0	0	0	hoku
start	0	1	0	0	0	0	0	0	0	0	hoʻomaka
startle	0	0	0	1	0	1	0	0	1	0	hoʻopūʻiwa
startling	0	0	0	0	0	0	0	0	1	0	kahaha
starvation	0	0	0	1	0	1	0	1	0	0	pololi
starved	0	0	0	0	0	1	0	0	0	0	pololi
starving	0	0	0	0	0	1	0	0	0	0	pololi
state	0	0	0	0	0	0	0	0	0	0	mokuʻāina
stately	0	0	0	0	0	0	1	0	0	0	hanohano
statement	0	0	0	0	0	0	1	0	0	1	ʻōlelo
stateroom	0	0	0	0	0	0	0	0	0	0	lumi noho
statesman	0	0	0	0	0	0	0	0	0	0	mokuʻāina
static	0	0	0	0	0	0	0	0	0	0	kūʻokoʻa
statics	0	0	0	0	0	0	0	0	0	0	statics
station	0	0	0	0	0	0	0	0	0	0	hale kūʻai
stationary	0	0	0	0	0	1	0	0	0	0	kūmau
stationery	0	0	0	0	0	0	0	0	0	0	mea kakau
statistical	0	0	0	0	0	0	0	0	0	1	helu helu
statistician	0	0	0	0	0	0	0	0	0	0	mea helu
stator	0	0	0	0	0	0	0	0	0	0	stator
statuary	0	0	0	0	0	0	0	0	0	0	statuary
statue	0	0	0	0	0	0	1	0	0	0	kiʻi kiʻi
statuette	0	0	0	0	0	0	0	0	0	0	kiʻi kiʻi
stature	0	0	0	0	0	0	0	0	0	0	kiʻekiʻe
status	0	0	0	0	0	0	1	0	0	0	kūlana
statute	0	0	0	0	0	0	0	0	0	0	kanawai
statutory	0	0	0	0	0	0	0	0	0	0	kānāwai
staunch	0	0	0	0	0	0	1	0	0	0	kūpaʻa
stave	0	0	0	0	0	1	0	0	0	0	hoʻopaʻa
stay	0	0	0	0	0	0	0	0	0	0	noho
stayed	0	0	0	0	0	0	0	0	0	0	noho
stays	0	0	0	0	0	0	0	0	0	0	noho
stead	0	0	0	0	0	0	0	0	0	0	kū
steadfast	0	0	0	0	0	0	1	0	0	1	kūpaʻa
steady	0	0	0	0	0	0	0	0	1	1	kūpaʻa
steal	1	0	0	1	0	1	0	1	0	0	ʻaihue
stealing	0	0	1	1	0	1	0	0	0	0	ʻaihue
stealth	0	0	0	0	0	0	0	0	1	0	malū
stealthily	0	0	0	0	0	0	0	0	1	0	malū
stealthy	0	1	0	1	0	1	0	0	1	0	malū
steamboat	0	0	0	0	0	0	0	0	0	0	mokuahi
steamer	0	0	0	0	0	0	0	0	0	0	mokuahi
steamroller	0	0	0	0	0	0	0	0	0	0	mokuahi
steamship	0	0	0	0	0	0	0	0	0	0	mokuahi
steamy	0	0	0	0	0	0	0	0	0	0	mahu
steel	0	0	0	0	0	0	0	0	0	0	kila
steep	0	0	0	0	0	0	0	0	0	0	pali
steeple	0	0	0	0	0	0	0	0	0	0	hale kiaʻi
steer	0	0	0	0	0	0	0	0	0	0	hoʻokele
stellar	0	0	0	0	0	0	1	0	0	0	hōkū
stem	0	0	0	0	0	0	0	0	0	0	kumu
stench	0	0	0	0	0	0	0	0	0	0	pilau
stencil	0	0	0	0	0	0	0	0	0	0	stencil
step	0	0	0	0	0	0	0	0	0	0	ʻanuʻu
steppe	0	0	0	0	0	0	0	0	0	0	steppe
steps	0	0	0	0	0	0	0	0	0	0	ʻanuʻu
stereoscopic	0	0	0	0	0	0	0	0	0	0	stereoscopic
stereotype	0	0	0	0	0	1	0	0	0	0	kūʻokoʻa
stereotyped	0	0	0	0	0	1	0	0	0	0	kūʻokoʻa
sterile	0	0	0	0	0	1	0	1	0	0	sterile
sterility	0	0	0	0	0	1	0	0	0	0	sterility
sterling	1	1	0	0	1	1	1	0	0	1	sterling
stern	0	0	0	0	0	1	0	0	0	0	hope
stethoscope	0	0	0	0	0	0	0	0	0	0	stethoscope
stew	0	0	0	0	0	0	0	0	0	0	kohu
steward	0	0	0	0	0	0	1	0	0	1	puuku
stewardship	0	0	0	0	0	0	0	0	0	0	ka mālama ʻana
stick	0	0	0	0	0	0	0	0	0	0	lāʻau lāʻau
sticking	0	0	0	0	0	0	0	0	0	0	pipili
sticky	0	0	1	0	0	0	0	0	0	0	pipili
stiff	0	0	0	0	0	1	0	0	0	0	ʻoʻoleʻa
stiffen	0	0	0	0	0	0	0	0	0	0	ʻoʻoleʻa
stiffness	0	0	0	0	0	1	0	0	0	0	ʻoʻoleʻa
stifle	0	0	0	0	0	1	0	0	0	0	hoʻopaʻa
stifled	1	0	0	1	0	1	0	1	0	0	hoʻopaʻa ʻia
stifling	0	0	0	0	0	0	0	0	0	0	hoʻopiʻi
stigma	1	0	1	1	0	1	0	1	0	0	hōʻino
stile	0	0	0	0	0	0	0	0	0	0	stile
stiletto	0	0	0	0	0	0	0	0	0	0	stiletto
