English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Kannada Word
resilience	0	0	0	0	0	0	0	0	0	0	ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ
resilient	0	0	0	0	0	0	1	0	0	0	ಚೇತರಿಸಿಕೊಳ್ಳುವ
resin	0	0	0	0	0	0	0	0	0	0	ರಾಳ
resist	0	0	0	0	0	1	0	0	0	0	ವಿರೋಧಿಸುತ್ತಾರೆ
resistance	1	0	0	0	0	1	0	0	0	0	ಪ್ರತಿರೋಧ
resistant	0	0	0	1	0	1	0	0	0	0	ನಿರೋಧಕ
resisting	1	0	0	1	0	1	0	1	0	0	ವಿರೋಧಿಸುತ್ತಿದ್ದಾರೆ
resistive	0	0	0	0	0	0	1	0	0	0	ಪ್ರತಿರೋಧಕ
resolute	0	0	0	0	0	0	0	0	0	0	ದೃಢನಿಶ್ಚಯ
resolutely	0	0	0	0	0	0	1	0	0	0	ದೃಢನಿಶ್ಚಯದಿಂದ
resolution	0	0	0	0	0	0	0	0	0	0	ನಿರ್ಣಯ
resolve	0	0	0	0	0	0	0	0	0	0	ಪರಿಹರಿಸಲು
resolved	0	0	0	0	0	0	0	0	0	0	ಪರಿಹರಿಸಲಾಗಿದೆ
resonance	0	0	0	0	0	0	0	0	0	0	ಅನುರಣನ
resonant	0	0	0	0	0	0	0	0	0	0	ಪ್ರತಿಧ್ವನಿಸುವ
resonate	0	0	0	0	0	0	0	0	0	0	ಪ್ರತಿಧ್ವನಿಸುತ್ತದೆ
resonator	0	0	0	0	0	0	0	0	0	0	ಅನುರಣಕ
resort	0	0	0	0	0	0	0	0	0	0	ರೆಸಾರ್ಟ್
resounding	0	0	0	0	0	0	0	0	0	0	ಪ್ರತಿಧ್ವನಿಸುತ್ತಿದೆ
resources	0	0	0	0	1	0	1	0	0	1	ಸಂಪನ್ಮೂಲಗಳು
respect	0	1	0	0	1	0	1	0	0	1	ಗೌರವ
respectability	0	0	0	0	0	0	1	0	0	0	ಗೌರವಾನ್ವಿತತೆ
respectable	0	0	0	0	0	0	1	0	0	1	ಗೌರವಾನ್ವಿತ
respected	0	0	0	0	0	0	0	0	0	0	ಗೌರವಿಸಲಾಗಿದೆ
respectful	0	0	0	0	0	0	1	0	0	1	ಗೌರವಾನ್ವಿತ
respecting	0	0	0	0	0	0	1	0	0	0	ಗೌರವಿಸುವುದು
respective	0	0	0	0	0	0	0	0	0	0	ಆಯಾ
respects	0	0	0	0	0	0	1	0	0	1	ಗೌರವಿಸುತ್ತದೆ
respiration	0	0	0	0	0	0	0	0	0	0	ಉಸಿರಾಟ
respirator	0	0	0	0	0	0	0	0	0	0	ಉಸಿರಾಟಕಾರಕ
respite	0	0	0	0	1	0	1	0	0	1	ಬಿಡುವು
resplendent	0	0	0	0	1	0	1	0	0	0	ಕಾಂತಿಯುತ
respond	0	0	0	0	0	0	0	0	0	0	ಪ್ರತಿಕ್ರಿಯಿಸಿ
respondent	0	0	0	0	0	0	0	0	0	0	ಪ್ರತಿಕ್ರಿಯಿಸಿದ
response	0	0	0	0	0	0	0	0	0	0	ಪ್ರತಿಕ್ರಿಯೆ
responsibility	0	0	0	0	0	0	0	0	0	0	ಜವಾಬ್ದಾರಿ
responsible	0	0	0	0	0	0	1	0	0	1	ಜವಾಬ್ದಾರಿಯುತ
responsive	0	1	0	0	0	0	1	0	0	1	ಸ್ಪಂದಿಸುವ
rest	0	0	0	0	0	0	1	0	0	0	ಉಳಿದ
restaurant	0	0	0	0	0	0	0	0	0	0	ಉಪಹಾರ ಗೃಹ
restful	0	0	0	0	0	0	1	0	0	0	ವಿಶ್ರಾಂತಿ
restitution	1	0	0	0	0	0	1	0	0	0	ಮರುಪಾವತಿ
restlessness	0	1	0	0	0	0	0	0	0	0	ಚಡಪಡಿಕೆ
restoration	0	0	0	0	0	0	0	0	0	0	ಪುನಃಸ್ಥಾಪನೆ
restorative	0	1	0	0	1	0	1	0	0	1	ಪುನಶ್ಚೈತನ್ಯಕಾರಿ
restored	0	0	0	0	0	0	0	0	0	0	ಪುನಃಸ್ಥಾಪಿಸಲಾಗಿದೆ
restoring	0	0	0	0	0	0	1	0	0	0	ಮರುಸ್ಥಾಪಿಸಲಾಗುತ್ತಿದೆ
restrain	1	0	0	1	0	1	0	0	0	0	ನಿಗ್ರಹಿಸಿ
restrained	0	0	0	1	0	0	0	0	0	0	ತಡೆದರು
restraint	0	0	0	0	0	0	1	0	0	0	ಸಂಯಮ
restrict	0	0	0	0	0	1	0	1	0	0	ನಿರ್ಬಂಧಿಸಿ
restricted	0	0	0	0	0	0	0	0	0	0	ನಿರ್ಬಂಧಿಸಲಾಗಿದೆ
restriction	1	0	0	1	0	1	0	1	0	0	ನಿರ್ಬಂಧ
restrictive	0	0	0	0	0	1	0	0	0	0	ನಿರ್ಬಂಧಿತ
result	0	1	0	0	0	0	0	0	0	0	ಫಲಿತಾಂಶ
resultant	0	1	0	0	0	0	0	0	0	0	ಪರಿಣಾಮವಾಗಿ
resumption	0	0	0	0	0	0	1	0	0	0	ಪುನರಾರಂಭ
resurrection	0	0	0	0	0	0	0	0	0	0	ಪುನರುತ್ಥಾನ
resuscitation	0	0	0	0	0	0	0	0	0	0	ಪುನರುಜ್ಜೀವನ
retail	0	0	0	0	0	0	0	0	0	0	ಚಿಲ್ಲರೆ
retailer	0	0	0	0	0	0	0	0	0	0	ಚಿಲ್ಲರೆ ವ್ಯಾಪಾರಿ
retain	0	0	0	0	0	0	0	0	0	1	ಉಳಿಸಿಕೊಳ್ಳಲು
retaining	0	0	0	0	0	0	0	0	0	0	ಉಳಿಸಿಕೊಳ್ಳುವುದು
retake	0	0	0	0	0	0	0	0	0	0	ಮರುಪಡೆಯಿರಿ
retaliate	1	0	0	0	0	1	0	0	0	0	ಸೇಡು ತೀರಿಸಿಕೊಳ್ಳುತ್ತಾರೆ
retaliation	1	0	0	1	0	1	0	0	0	0	ಪ್ರತೀಕಾರ
retaliatory	1	0	0	0	0	1	0	0	0	0	ಪ್ರತೀಕಾರದ
retard	0	0	1	1	0	1	0	1	0	0	ಹಿಂದುಳಿದ
retardation	0	0	0	0	0	1	0	0	0	0	ಮಂದಗತಿ
retention	0	0	0	0	0	0	1	0	0	0	ಧಾರಣ
retentive	0	0	0	0	0	0	0	0	0	0	ಉಳಿಸಿಕೊಳ್ಳುವ
reticent	0	0	0	1	0	1	0	0	0	0	ಹಿಂಜರಿಯುವ
retina	0	0	0	0	0	0	0	0	0	0	ರೆಟಿನಾ
retired	0	0	0	0	0	0	0	0	0	0	ನಿವೃತ್ತರಾದರು
retirement	0	1	0	1	1	1	1	1	0	1	ನಿವೃತ್ತಿ
retiring	0	0	0	0	0	0	0	0	0	0	ನಿವೃತ್ತರಾಗುತ್ತಿದ್ದಾರೆ
retold	0	0	0	0	0	0	0	0	0	0	ಪುನಃ ಹೇಳಿದರು
retort	0	0	0	0	0	1	0	0	0	0	ಮರುಪ್ರಶ್ನೆ
retrace	0	0	0	0	0	0	0	0	0	0	ಹಿಂಪಡೆಯಿರಿ
retract	1	0	0	0	0	1	0	0	0	0	ಹಿಂತೆಗೆದುಕೊಳ್ಳಿ
retraction	0	0	0	0	0	1	0	0	0	0	ಹಿಂತೆಗೆದುಕೊಳ್ಳುವಿಕೆ
retrenchment	0	0	0	1	0	1	0	0	0	0	ಹಿಂಬಡ್ತಿ
retribution	1	0	0	1	0	1	0	1	0	0	ಪ್ರತೀಕಾರ
retrieval	0	0	0	0	0	0	0	0	0	0	ಮರುಪಡೆಯುವಿಕೆ
retrieve	0	0	0	0	0	0	0	0	0	0	ಹಿಂಪಡೆಯಲು
retriever	0	0	0	0	0	0	0	0	0	0	ರಿಟ್ರೈವರ್
retroactive	0	0	0	0	0	0	0	0	0	0	ಹಿಮ್ಮೆಟ್ಟಿಸುವ
retrograde	0	0	0	0	0	1	0	0	0	0	ಹಿಮ್ಮೆಟ್ಟುವಿಕೆ
retrospect	0	0	0	0	0	0	0	0	0	0	ಹಿನ್ನೋಟ
retrospective	0	0	0	0	0	0	0	0	0	0	ಹಿನ್ನೋಟ
retrospectively	0	0	0	0	0	0	0	0	0	0	ಹಿಮ್ಮುಖವಾಗಿ
return	0	0	0	0	0	0	0	0	0	0	ಹಿಂತಿರುಗಿ
reunion	0	1	0	0	0	0	1	0	0	1	ಪುನರ್ಮಿಲನ
reveal	0	0	0	0	0	0	0	0	0	0	ಬಹಿರಂಗಪಡಿಸಿ
revel	0	0	0	0	1	0	1	0	0	0	ಖುಷಿಪಡುತ್ತಾರೆ
revelation	0	0	0	0	0	0	0	0	0	0	ಬಹಿರಂಗ
revels	0	0	0	0	1	0	1	0	0	0	ಖುಷಿಪಡುತ್ತಾನೆ
revenge	1	1	0	1	0	1	0	0	1	0	ಸೇಡು ತೀರಿಸಿಕೊಳ್ಳುತ್ತಾರೆ
revenue	0	0	0	0	0	0	0	0	0	0	ಆದಾಯ
reverberation	0	0	0	0	0	0	0	0	0	0	ಪ್ರತಿಧ್ವನಿ
revere	0	1	0	0	1	0	1	0	0	1	ಪೂಜ್ಯ
reverence	0	0	0	0	1	0	1	0	0	1	ಗೌರವ
reverend	0	0	0	0	1	0	1	0	0	0	ಪೂಜ್ಯ
reverent	0	0	0	0	0	0	0	0	0	0	ಪೂಜ್ಯ
reverie	0	0	0	0	1	0	1	0	0	1	ಪ್ರತಿಷ್ಠೆ
reversal	1	0	1	0	0	1	0	0	1	0	ಹಿಮ್ಮುಖ
reverse	0	0	0	0	0	0	0	0	0	0	ಹಿಮ್ಮುಖ
reversion	0	0	0	0	0	0	0	0	0	0	ಹಿಮ್ಮೆಟ್ಟುವಿಕೆ
revert	0	0	0	0	0	0	0	0	0	0	ಹಿಂತಿರುಗಿ
reverting	0	0	0	0	0	0	0	0	0	0	ಹಿಂತಿರುಗಿಸುತ್ತಿದೆ
review	0	0	0	0	0	0	0	0	0	0	ಸಮೀಕ್ಷೆ
reviewer	0	0	0	0	0	0	0	0	0	0	ವಿಮರ್ಶಕ
revise	0	0	0	0	0	0	1	0	0	0	ಪರಿಷ್ಕರಿಸಿ
revision	0	0	0	0	0	0	0	0	0	0	ಪರಿಷ್ಕರಣೆ
revisit	0	0	0	0	0	0	0	0	0	0	ಮರುಭೇಟಿ
revival	0	1	0	0	1	0	1	0	0	1	ಪುನರುಜ್ಜೀವನ
revive	0	1	0	0	0	1	1	0	0	0	ಪುನರುಜ್ಜೀವನಗೊಳಿಸು
revocation	0	0	0	0	0	1	0	0	0	0	ರದ್ದತಿ
revoke	1	0	1	1	0	1	0	1	0	0	ರದ್ದು
revolt	1	0	0	0	0	1	0	0	1	0	ದಂಗೆ
revolting	1	0	1	1	0	1	0	0	0	0	ದಂಗೆಯೆದ್ದ
revolution	1	1	0	1	0	1	1	1	1	0	ಕ್ರಾಂತಿ
revolutionary	0	0	0	0	0	0	1	0	0	0	ಕ್ರಾಂತಿಕಾರಿ
revolutionize	0	0	0	0	0	0	0	0	0	0	ಕ್ರಾಂತಿಕಾರಿ
revolve	0	0	0	0	0	0	0	0	0	0	ಸುತ್ತುತ್ತವೆ
revolver	1	0	0	1	0	1	0	1	0	0	ರಿವಾಲ್ವರ್
revulsion	1	0	1	1	0	1	0	0	0	0	ನಿರಾಶೆ
reward	0	1	0	0	1	0	1	0	1	1	ಬಹುಮಾನ
rhetoric	0	0	0	0	0	0	0	0	0	0	ವಾಕ್ಚಾತುರ್ಯ
rhetorical	0	0	0	0	0	0	0	0	0	0	ವಾಕ್ಚಾತುರ್ಯ
rheumatism	1	0	0	1	0	1	0	1	0	0	ಸಂಧಿವಾತ
rhyme	0	0	0	0	0	0	0	0	0	0	ಪ್ರಾಸ
rhyming	0	0	0	0	0	0	0	0	0	0	ಪ್ರಾಸಬದ್ಧ
rhythm	0	0	0	0	0	0	1	0	0	0	ಲಯ
rhythmical	0	0	0	0	1	0	1	0	1	0	ಲಯಬದ್ಧ
rib	0	0	0	0	0	0	0	0	0	0	ಪಕ್ಕೆಲುಬು
ribbed	0	0	0	0	0	0	0	0	0	0	ಪಕ್ಕೆಲುಬಿನ
ribbon	1	1	0	0	1	0	1	0	0	0	ರಿಬ್ಬನ್
rice	0	0	0	0	0	0	0	0	0	0	ಅಕ್ಕಿ
riches	0	0	0	0	0	0	0	0	0	0	ಸಂಪತ್ತು
richness	0	0	0	0	0	0	1	0	0	0	ಶ್ರೀಮಂತಿಕೆ
rick	0	0	0	0	0	0	0	0	0	0	ರಿಕ್
rickety	0	0	0	0	0	1	0	0	0	0	ಅವ್ಯವಸ್ಥೆಯ
rid	0	0	0	0	0	0	0	0	0	0	ತೊಡೆದುಹಾಕಲು
riddance	0	0	0	0	0	0	0	0	0	0	ವಿಡಂಬನೆ
riddle	0	0	0	0	0	0	0	0	1	0	ಒಗಟು
riddled	0	0	0	0	0	1	0	0	0	0	ಒಗಟಾಗಿ
ride	0	0	0	0	0	0	0	0	0	0	ಸವಾರಿ
rider	0	0	0	0	0	0	1	0	0	0	ಸವಾರ
ridge	0	0	0	0	0	0	0	0	0	0	ಪರ್ವತಶ್ರೇಣಿ
ridicule	1	0	1	0	0	1	0	1	0	0	ಅಪಹಾಸ್ಯ
ridiculous	1	0	1	0	0	1	0	0	0	0	ಹಾಸ್ಯಾಸ್ಪದ
riding	0	0	0	0	0	0	0	0	0	0	ಸವಾರಿ
rife	0	0	0	0	0	1	0	0	0	0	ತುಂಬಿದೆ
rifle	1	0	0	1	0	1	0	0	0	0	ರೈಫಲ್
rifles	0	0	0	0	0	0	0	0	0	0	ಬಂದೂಕುಗಳು
rift	0	0	0	0	0	1	0	0	0	0	ಬಿರುಕು
rig	0	0	0	0	0	0	0	0	0	0	ಸಜ್ಜು
rigging	0	0	0	0	0	0	0	0	0	0	ರಿಗ್ಗಿಂಗ್
righteous	0	0	0	0	0	0	1	0	0	0	ನೀತಿವಂತ
rightful	0	0	0	0	0	0	1	0	0	0	ನ್ಯಾಯಸಮ್ಮತ
rightly	0	0	0	0	0	0	1	0	0	0	ಸರಿಯಾಗಿ
rigid	0	0	0	0	0	1	0	0	0	0	ಗಟ್ಟಿಯಾದ
rigidity	0	0	0	0	0	1	0	0	0	0	ಬಿಗಿತ
rigor	0	0	1	1	0	1	0	0	0	0	ಕಠಿಣತೆ
rigorous	0	0	0	0	0	1	0	0	0	0	ಕಠಿಣ
rim	0	0	0	0	0	0	0	0	0	0	ರಿಮ್
rind	0	0	0	0	0	0	0	0	0	0	ಸಿಪ್ಪೆ
ring	0	0	0	0	0	0	0	0	0	0	ಉಂಗುರ
ringer	1	0	0	0	0	1	0	0	0	0	ರಿಂಗರ್
ringing	0	0	0	0	0	0	0	0	0	0	ರಿಂಗಣಿಸುತ್ತಿದೆ
rink	0	0	0	0	0	0	0	0	0	0	ರಿಂಕ್
rinse	0	0	0	0	0	0	0	0	0	0	ಜಾಲಾಡುವಿಕೆಯ
riot	1	0	0	1	0	1	0	0	0	0	ಗಲಭೆ
riotous	1	0	0	1	0	1	0	0	1	0	ಗಲಭೆಯ
riparian	0	0	0	0	0	0	0	0	0	0	ನದಿ ತೀರದ
ripe	0	0	0	0	0	0	1	0	0	0	ಮಾಗಿದ
ripen	0	1	0	0	0	0	1	0	0	0	ಹಣ್ಣಾಗುತ್ತವೆ
ripening	0	0	0	0	0	0	0	0	0	0	ಹಣ್ಣಾಗುತ್ತಿದೆ
ripple	0	0	0	0	0	0	0	0	0	0	ಏರಿಳಿತ
rise	0	0	0	0	0	0	0	0	0	0	ಏರಿಕೆ
rising	0	1	0	0	1	0	1	0	0	0	ಏರುತ್ತಿದೆ
risk	0	1	0	1	0	1	0	0	0	0	ಅಪಾಯ
risky	0	1	0	1	0	1	0	0	0	0	ಅಪಾಯಕಾರಿ
rite	0	0	0	0	0	0	0	0	0	0	ಸಂಸ್ಕಾರ
ritual	0	0	0	0	0	0	0	0	0	0	ಆಚರಣೆ
ritualistic	0	0	0	0	0	0	0	0	0	0	ಶಾಸ್ತ್ರೋಕ್ತ
rival	0	0	0	0	0	0	0	0	0	0	ಪ್ರತಿಸ್ಪರ್ಧಿ
rivalry	1	0	0	0	0	1	0	0	0	0	ಪೈಪೋಟಿ
river	0	0	0	0	0	0	0	0	0	0	ನದಿ
riverbank	0	0	0	0	0	0	0	0	0	0	ನದಿ ದಂಡೆ
rivet	0	0	0	0	0	0	0	0	0	0	ರಿವೆಟ್
riveted	0	0	0	0	0	0	0	0	0	0	ರಿವೆಟೆಡ್
riveting	0	0	0	0	0	0	1	0	0	0	ರಿವರ್ಟಿಂಗ್
road	0	0	0	0	0	0	0	0	0	0	ರಸ್ತೆ
roads	0	0	0	0	0	0	0	0	0	0	ರಸ್ತೆಗಳು
roadster	0	0	0	0	1	0	1	0	0	1	ರೋಡ್ಸ್ಟರ್
roadway	0	0	0	0	0	0	0	0	0	0	ರಸ್ತೆಮಾರ್ಗ
roam	0	0	0	0	0	0	0	0	0	0	ತಿರುಗಾಡುತ್ತಾರೆ
roar	0	0	0	0	0	0	0	0	0	0	ಘರ್ಜಿಸು
roast	0	0	0	0	0	0	0	0	0	0	ಹುರಿದ
rob	1	0	1	1	0	1	0	1	0	0	ದೋಚುತ್ತಾರೆ
robber	0	0	1	1	0	1	0	0	0	0	ದರೋಡೆಕೋರ
robbery	1	0	1	1	0	1	0	1	0	0	ದರೋಡೆ
robe	0	0	0	0	0	0	0	0	0	0	ನಿಲುವಂಗಿ
robot	0	0	0	0	0	0	0	0	0	0	ರೋಬೋಟ್
robotics	0	0	0	0	0	0	0	0	0	0	ರೊಬೊಟಿಕ್ಸ್
robust	0	0	0	0	0	0	1	0	0	0	ದೃಢವಾದ
roc	0	0	0	0	0	0	0	0	0	0	ರಾಕ್
rock	0	0	0	0	0	0	1	0	0	0	ಬಂಡೆ
rocket	1	0	0	0	0	0	0	0	0	0	ರಾಕೆಟ್
rocks	0	0	0	0	0	0	0	0	0	0	ಬಂಡೆಗಳು
rod	0	0	0	1	0	0	1	0	0	1	ರಾಡ್
roe	0	0	0	0	0	0	0	0	0	0	ರೋಯ್
rogue	0	0	1	0	0	1	0	0	0	0	ರಾಕ್ಷಸ
role	0	0	0	0	0	0	0	0	0	0	ಪಾತ್ರ
roll	0	0	0	0	0	0	0	0	0	0	ರೋಲ್
roller	0	0	0	0	0	0	0	0	0	0	ರೋಲರ್
rollers	0	0	0	0	0	0	0	0	0	0	ರೋಲರುಗಳು
rollicking	0	0	0	0	1	0	1	0	0	0	ಉರುಳುವುದು
rolling	0	0	0	0	0	0	0	0	0	0	ರೋಲಿಂಗ್
romance	0	1	0	1	1	0	1	1	1	1	ಪ್ರಣಯ
romantic	0	1	0	0	1	0	1	0	0	1	ಪ್ರಣಯ
romanticism	0	0	0	0	1	0	1	0	0	0	ಭಾವಪ್ರಧಾನತೆ
romp	0	0	0	0	1	0	1	0	0	0	ತಿರುಗಾಟ
roof	0	0	0	0	0	0	0	0	0	0	ಛಾವಣಿ
rook	1	0	1	0	0	1	0	0	0	0	ರೂಕ್
room	0	0	0	0	0	0	0	0	0	0	ಕೊಠಡಿ
roomy	0	0	0	0	0	0	0	0	0	0	ವಿಶಾಲವಾದ
roost	0	0	0	0	0	0	0	0	0	0	ರೋಸ್ಟ್
rooster	0	0	0	0	0	0	0	0	0	0	ಹುಂಜ
root	0	0	0	0	0	0	0	0	0	0	ಬೇರು
rooted	0	0	0	0	0	0	1	0	0	1	ಬೇರೂರಿದೆ
rope	0	0	0	0	0	0	0	0	0	0	ಹಗ್ಗ
rosary	0	0	0	0	0	0	0	0	0	0	ಜಪಮಾಲೆ
rose	0	0	0	0	0	0	0	0	0	0	ಗುಲಾಬಿ
rosemary	0	0	0	0	0	0	0	0	0	0	ರೋಸ್ಮರಿ
rosette	0	0	0	0	0	0	0	0	0	0	ರೋಸೆಟ್
roster	0	0	0	0	0	0	0	0	0	0	ರೋಸ್ಟರ್
rosy	0	0	0	0	0	0	1	0	0	0	ಗುಲಾಬಿ ಬಣ್ಣದ
rot	0	0	1	1	0	1	0	1	0	0	ಕೊಳೆತ
rota	0	0	0	0	0	0	1	0	0	1	ರೋಟಾ
rotary	0	0	0	0	0	0	0	0	0	0	ರೋಟರಿ
rotate	0	0	0	0	0	0	0	0	0	0	ತಿರುಗಿಸಿ
rotation	0	0	0	0	0	0	0	0	0	0	ಸುತ್ತುವುದು
rote	0	0	0	0	0	0	0	0	0	0	ತಿರುಗು
rotor	0	0	0	0	0	0	0	0	0	0	ರೋಟರ್
rotting	0	0	1	0	0	1	0	0	0	0	ಕೊಳೆಯುತ್ತಿದೆ
rouge	0	0	0	0	0	0	0	0	0	0	ರೂಜ್
rough	0	0	0	0	0	0	0	0	0	0	ಒರಟು
roughly	0	0	0	0	0	0	0	0	0	0	ಸ್ಥೂಲವಾಗಿ
roughness	0	0	0	0	0	1	0	0	0	0	ಒರಟುತನ
roulette	0	1	0	0	0	0	0	0	0	0	ರೂಲೆಟ್
round	0	0	0	0	0	0	0	0	0	0	ಸುತ್ತಿನಲ್ಲಿ
roundabout	0	0	0	0	0	0	0	0	0	0	ಸುತ್ತಿನಲ್ಲಿ
rounded	0	0	0	0	0	0	0	0	0	0	ದುಂಡಾದ
roundup	0	0	0	0	0	0	0	0	0	0	ರೌಂಡಪ್
rouse	0	0	0	0	0	0	0	0	0	0	ಎಬ್ಬಿಸಿ
rouser	0	0	0	0	0	0	0	0	0	0	ರೋಸರ್
rousing	0	0	0	0	0	0	0	0	0	0	ಪ್ರಚೋದಿಸುವ
rout	0	0	0	0	0	1	0	0	0	0	ಮಾರ್ಗ
route	0	0	0	0	0	0	0	0	0	0	ಮಾರ್ಗ
routine	0	0	0	0	0	0	1	0	0	1	ದಿನಚರಿ
rover	0	0	0	0	0	0	0	0	0	0	ರೋವರ್
roving	0	0	0	0	0	0	0	0	0	0	ತಿರುಗಾಟ
row	1	0	0	0	0	1	0	0	0	0	ಸಾಲು
rowdy	0	0	0	0	0	1	0	0	0	0	ರೌಡಿ
royal	0	0	0	0	0	0	0	0	0	0	ರಾಯಲ್
royalty	0	0	0	0	0	0	1	0	0	0	ರಾಯಧನ
rub	0	0	0	0	0	0	0	0	0	0	ರಬ್
rubber	0	0	0	0	0	0	0	0	0	0	ರಬ್ಬರ್
rubbers	0	0	0	0	0	0	0	0	0	0	ರಬ್ಬರ್ಗಳು
rubbing	0	0	0	0	0	0	0	0	0	0	ಉಜ್ಜುವುದು
rubbish	0	0	1	0	0	1	0	0	0	0	ಕಸ
rubble	0	0	0	1	0	1	0	1	0	0	ಅವಶೇಷಗಳು
rubric	0	0	0	0	0	0	1	0	0	0	ರೂಬ್ರಿಕ್
ruby	0	0	0	0	0	0	0	0	0	0	ಮಾಣಿಕ್ಯ
rudder	0	0	0	0	0	0	0	0	0	0	ಚುಕ್ಕಾಣಿ
ruddy	0	0	0	0	0	0	0	0	0	0	ರಡ್ಡಿ
rudimentary	0	0	0	0	0	0	0	0	0	0	ಮೂಲಭೂತವಾದ
rudiments	0	0	0	0	0	0	0	0	0	0	ಮೂಲಗಳು
rue	0	0	0	0	0	1	0	1	0	0	ರೂ
ruff	0	0	0	0	0	0	0	0	0	0	ರಫ್
ruffle	0	0	0	0	0	1	0	0	0	0	ರಫಲ್
rug	0	0	0	0	0	0	0	0	0	0	ಕಂಬಳಿ
rugged	0	0	0	0	0	1	0	0	0	0	ಒರಟಾದ
ruin	0	0	0	1	0	1	0	1	0	0	ಹಾಳು
ruined	1	0	1	1	0	1	0	1	0	0	ಹಾಳಾಗಿದೆ
ruinous	1	0	1	1	0	1	0	1	0	0	ಹಾಳುಮಾಡುವ
ruins	0	0	0	0	0	0	0	0	0	0	ಅವಶೇಷಗಳು
rule	0	0	0	1	0	0	0	0	0	1	ನಿಯಮ
ruler	0	0	0	0	0	0	0	0	0	0	ಆಡಳಿತಗಾರ
ruling	0	0	0	0	0	0	0	0	0	0	ಆಡಳಿತ
rum	0	0	0	0	0	0	0	0	0	0	ರಮ್
rumble	0	0	0	0	0	0	0	0	0	0	ರಂಬಲ್
rummage	0	0	0	0	0	0	0	0	0	0	ಗುಜರಿಸು
rumor	0	0	0	0	0	1	0	1	0	0	ವದಂತಿ
rumored	0	0	0	0	0	0	0	0	0	0	ಕಿವಿಮಾತು ಹೇಳಿದರು
rump	0	0	0	0	0	0	0	0	0	0	ರಂಪ್
runaway	0	0	0	0	0	1	0	1	0	0	ಓಡಿಹೋದ
runes	0	0	0	0	0	0	0	0	0	0	ರೂನ್ಗಳು
rung	0	0	0	0	0	0	0	0	0	0	ಮೆಟ್ಟಿಲು
runner	0	0	0	0	0	0	0	0	0	0	ಓಟಗಾರ
running	0	0	0	0	0	0	0	0	0	0	ಓಡುತ್ತಿದೆ
runway	0	0	0	0	0	0	0	0	0	0	ವಿಮಾನ ಏರುದಾರಿ
rupture	0	0	0	1	0	1	0	1	1	0	ಛಿದ್ರ
rural	0	0	0	0	0	0	0	0	0	0	ಗ್ರಾಮೀಣ
ruse	0	0	0	0	0	1	0	0	0	0	ಉಪಾಯ
rush	0	0	0	0	0	0	0	0	0	0	ವಿಪರೀತ
rust	0	0	0	0	0	1	0	0	0	0	ತುಕ್ಕು
rustic	0	0	0	0	0	0	0	0	0	0	ಹಳ್ಳಿಗಾಡಿನ
rustle	0	0	0	0	0	0	0	0	0	0	ರಸ್ಟಲ್
rusty	0	0	0	0	0	1	0	0	0	0	ತುಕ್ಕು ಹಿಡಿದ
rut	0	0	0	0	0	0	0	0	0	0	ಹಳಿ
ruth	0	0	0	0	0	0	1	0	0	0	ರೂತ್
ruthless	1	0	1	1	0	1	0	0	0	0	ನಿರ್ದಯ
rye	0	0	0	0	0	0	0	0	0	0	ರೈ
saber	1	0	0	1	0	1	0	0	0	0	ಸೇಬರ್
sable	0	0	0	0	0	0	0	0	0	0	ಸೇಬಲ್
sabotage	1	0	1	1	0	1	0	1	1	0	ವಿಧ್ವಂಸಕ
sac	0	0	0	0	0	0	0	0	0	0	ಚೀಲ
sack	0	0	0	0	0	0	0	0	0	0	ಗೋಣಿಚೀಲ
sacrament	0	0	0	0	0	0	0	0	0	0	ಸಂಸ್ಕಾರ
sacred	0	0	0	0	0	0	0	0	0	0	ಪವಿತ್ರ
sacrifices	0	0	1	1	0	1	0	1	0	0	ತ್ಯಾಗಗಳು
saddle	0	0	0	0	0	0	0	0	0	0	ತಡಿ
sadly	0	0	0	0	0	1	0	1	0	0	ದುಃಖದಿಂದ
sadness	0	0	0	0	0	1	0	1	0	1	ದುಃಖ
safe	0	0	0	0	1	0	1	0	0	1	ಸುರಕ್ಷಿತ
safeguard	0	0	0	0	0	0	1	0	0	1	ರಕ್ಷಿಸಲು
safekeeping	0	0	0	0	0	0	0	0	0	1	ಸುರಕ್ಷಿತವಾಗಿರಿಸುವುದು
safety	0	0	0	0	0	0	0	0	0	0	ಸುರಕ್ಷತೆ
saffron	0	0	0	0	0	0	0	0	0	0	ಕೇಸರಿ
sag	0	0	0	1	0	1	0	0	0	0	ಕುಗ್ಗುತ್ತವೆ
saga	0	0	0	0	0	0	0	0	0	0	ಸಾಹಸಗಾಥೆ
sage	0	0	0	0	0	0	1	0	0	1	ಋಷಿ
sail	0	0	0	0	0	0	0	0	0	0	ನೌಕಾಯಾನ
sailing	0	0	0	0	0	0	0	0	0	0	ನೌಕಾಯಾನ
sailor	0	0	0	0	0	0	0	0	0	0	ನಾವಿಕ
saint	0	1	0	0	1	0	1	0	1	1	ಸಂತ
saintly	0	1	0	0	1	0	1	0	1	1	ಸಂತ
salad	0	0	0	0	0	0	0	0	0	0	ಸಲಾಡ್
salamander	0	0	0	0	0	0	0	0	0	0	ಸಲಾಮಾಂಡರ್
