English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Maori Word
training	0	0	0	0	0	0	0	0	0	0	whakangungu
trait	0	0	0	0	0	0	0	0	0	0	huru
traitor	1	0	1	1	0	1	0	1	0	0	kaitukino
trajectory	0	0	0	0	0	0	0	0	0	0	takahanga
tram	0	0	0	0	0	0	0	0	0	0	tereina
tramp	0	0	1	1	0	1	0	1	0	0	takahanga
tramway	0	0	0	0	0	0	0	0	0	0	tereina
trance	0	0	0	0	0	1	0	0	0	0	whakapouri
tranquil	0	0	0	0	1	0	1	0	0	0	marie
tranquility	0	0	0	0	1	0	1	0	0	1	te ata noho
transact	0	0	0	0	0	0	0	0	0	0	hokohoko
transaction	0	0	0	0	0	0	0	0	0	1	hokohoko
transatlantic	0	0	0	0	0	0	0	0	0	0	transatlantic
transcendence	0	1	0	0	1	0	1	0	1	1	whakawhiti
transcendent	0	0	0	0	0	0	0	0	0	0	teitei
transcendental	0	0	0	0	0	0	1	0	0	0	huri noa
transcribe	0	0	0	0	0	0	0	0	0	0	tuhi
transcriber	0	0	0	0	0	0	0	0	0	0	kaituhituhi
transcript	0	0	0	0	0	0	0	0	0	1	tuhi
transcription	0	0	0	0	0	0	0	0	0	0	whakamaoritanga
transfer	0	0	0	0	0	0	0	0	0	0	whakawhiti
transference	0	0	0	0	0	0	0	0	0	0	whakawhitinga
transferred	0	0	0	0	0	0	0	0	0	0	whakawhitia
transfixed	0	0	0	0	0	0	0	0	0	0	whakamau
transform	0	0	0	0	0	0	0	0	0	0	huri
transformation	0	0	0	0	0	0	0	0	0	0	hurihanga
transfusion	0	0	0	0	0	0	0	0	0	0	whakawhitinga
transgression	0	0	0	0	0	1	0	0	0	0	mahi tutu
transient	0	0	0	0	0	0	0	0	0	0	rangitahi
transit	0	0	0	0	0	0	0	0	0	0	whakawhiti
transition	0	0	0	0	0	0	0	0	0	0	whakawhiti
transitional	0	1	0	0	0	0	0	0	0	0	whakawhiti
transitive	0	0	0	0	0	0	0	0	0	0	tauwhiro
transitory	0	0	0	0	0	0	0	0	0	0	tauwhiro
translate	0	0	0	0	0	0	0	0	0	0	whakamaori
translation	0	0	0	0	0	0	0	0	0	1	whakamaoritanga
translocation	0	0	0	0	0	0	0	0	0	0	whakawhiti
translucent	0	0	0	0	0	0	0	0	0	0	whitiwhiti
transmission	0	0	0	0	0	0	0	0	0	0	tukunga
transmit	0	0	0	0	0	0	0	0	0	0	tuku
transmutation	0	0	0	0	0	0	0	0	0	0	whakawhitinga
transom	0	0	0	0	0	0	0	0	0	0	whakawhiti
transparency	0	0	0	0	0	0	0	0	0	0	mārama
transparent	0	0	0	0	0	0	0	0	0	0	mārama
transplant	0	0	0	0	0	0	0	0	0	0	whakawhitinga
transplantation	0	0	0	0	0	0	0	0	0	0	whakawhitinga
transport	0	0	0	0	0	0	0	0	0	0	kawe waka
transportation	0	0	0	0	0	0	0	0	0	0	kawe waka
transpose	0	0	0	0	0	0	0	0	0	0	whakawhiti
transposition	0	0	0	0	0	0	0	0	0	0	whakawhiti
transverse	0	0	0	0	0	0	0	0	0	0	whakawhiti
trap	0	0	0	0	0	0	0	0	0	0	mahanga
trapping	0	0	0	0	0	0	0	0	0	0	mahanga
trappings	0	0	0	0	0	1	0	0	0	0	mahanga
traps	0	0	0	0	0	1	0	0	0	0	mahanga
trash	0	0	1	0	0	1	0	1	0	0	paru
trashy	0	0	1	0	0	1	0	0	0	0	paru
traumatic	1	0	0	1	0	1	0	1	0	0	mamae
travail	0	0	0	0	0	1	0	0	0	0	mauiui
travel	0	0	0	0	0	0	0	0	0	0	haere
traveler	0	0	0	0	0	0	0	0	0	0	tangata haere
traveling	0	0	0	0	0	0	1	0	0	0	haere
traverse	0	0	0	0	0	0	0	0	0	0	whakawhiti
travesty	0	0	1	1	0	1	0	1	0	0	whakakino
trawl	0	0	0	0	0	0	0	0	0	0	toka
trawler	0	0	0	0	0	0	0	0	0	0	potiki
tray	0	0	0	0	0	0	0	0	0	0	paepae
treacherous	1	0	1	1	0	1	0	0	0	0	tinihanga
treachery	1	0	0	1	0	1	0	1	1	0	tinihanga
tread	0	0	0	0	0	0	0	0	0	0	takahia
treadmill	0	1	0	0	0	0	0	0	0	0	takawaenga
treason	1	0	1	1	0	1	0	0	1	0	te tinihanga
treasure	0	1	0	0	1	0	1	0	0	1	taonga
treasurer	0	0	0	0	0	0	0	0	0	1	kaitiaki pūtea
treasury	0	0	0	0	0	0	0	0	0	0	taonga
treat	1	1	1	1	1	1	1	1	1	1	maimoatanga
treatise	0	0	0	0	0	0	0	0	0	0	tuku korero
treatment	0	0	0	0	0	0	0	0	0	0	maimoatanga
treaty	0	0	0	0	0	0	0	0	0	0	tiriti
treble	0	0	0	0	0	0	0	0	0	0	takitoru
tree	1	1	1	0	1	0	1	0	1	1	rakau
trek	0	0	0	0	0	0	0	0	0	0	haereere
trellis	0	0	0	0	0	0	0	0	0	0	tītara
tremble	0	0	0	0	0	0	0	0	0	0	wiri
trembling	0	0	0	1	0	1	0	0	0	0	te wiri
tremendous	0	0	0	0	0	0	0	0	0	0	tino nui
tremendously	0	0	0	0	0	0	1	0	0	0	tino nui
tremor	1	1	0	1	0	1	0	1	0	0	wiri
trench	0	0	0	0	0	0	0	0	0	0	waikeri
trend	0	0	0	0	0	0	1	0	0	0	ahua
trending	0	0	0	0	0	0	0	0	0	0	te ahua
trendy	0	0	0	0	0	0	1	0	0	0	huatau
trepidation	0	1	0	1	0	1	0	0	1	0	te wehi
trespass	1	0	0	0	0	1	0	0	0	0	poka noa
triad	0	0	0	0	0	0	0	0	0	0	tapatoru
triangle	0	0	0	0	0	0	0	0	0	0	tapatoru
triangular	0	0	0	0	0	0	0	0	0	0	tapatoru
tribe	0	0	0	0	0	0	0	0	0	1	iwi
tribulation	0	0	0	1	0	1	0	1	0	0	whakapawerawera
tribunal	0	1	1	1	0	1	0	0	0	1	taraipiunara
tribune	0	0	0	0	0	0	0	0	0	1	tribune
tributary	0	1	0	0	0	0	1	0	0	0	awa
tribute	0	0	0	0	0	0	1	0	0	0	takoha
trick	0	0	0	0	0	1	0	0	1	0	tinihanga
trickery	1	0	1	1	0	1	0	1	1	0	hianga
trickle	0	0	0	0	0	0	0	0	0	0	whakahekeheke
tricky	0	0	0	0	0	0	0	0	0	0	hianga
tricycle	0	0	0	0	0	0	0	0	0	0	paihikara toru
trident	0	0	0	0	0	0	0	0	0	0	taratoru
trifle	0	0	0	0	0	1	0	0	0	0	mea iti
trig	0	0	0	0	0	0	1	0	0	0	trig
trigger	0	0	0	0	0	0	0	0	0	0	keu
trigonometry	0	0	0	0	0	0	0	0	0	0	pākoki
trillion	0	0	0	0	0	0	0	0	0	0	piriona
trim	0	0	0	0	0	0	0	0	0	0	kuti
trimmer	0	0	0	0	0	0	0	0	0	0	kuti kuti
trimming	0	0	0	0	0	0	0	0	0	0	kuti
trine	0	0	0	0	0	0	0	0	0	0	tokotoru
trinity	0	0	0	0	0	0	0	0	0	0	tokotoru
trio	0	0	0	0	0	0	0	0	0	0	tokotoru
trip	0	0	0	0	0	0	0	0	1	0	haerenga
tripartite	0	0	0	0	0	0	0	0	0	0	takitoru
triple	0	0	0	0	0	0	0	0	0	0	takitoru
triplet	0	0	0	0	0	0	0	0	0	0	takitoru
triplicate	0	0	0	0	0	0	0	0	0	0	takitoru
tripod	0	0	0	0	0	0	0	0	0	0	waetoru
tripping	1	0	0	0	0	1	0	1	0	0	takahanga
trite	0	0	0	0	0	0	0	0	0	0	toha
tritium	0	0	0	0	0	0	0	0	0	0	tritium
triumph	0	1	0	0	1	0	1	0	0	0	wikitoria
triumphant	0	1	0	0	1	0	1	0	0	1	wikitoria
troll	1	0	0	1	0	1	0	0	0	0	troll
trolley	0	0	0	0	0	0	0	0	0	0	trolley
trombone	0	0	0	0	0	0	0	0	0	0	trombone
troop	0	0	0	0	0	0	0	0	0	0	hoia
trooper	0	0	0	0	0	0	0	0	0	0	hoia
troops	0	0	0	0	0	0	0	0	0	0	nga hoia
trophy	0	1	0	0	1	0	1	0	1	1	taonga
tropical	0	0	0	0	0	0	0	0	0	0	pārūrū
trot	0	0	0	0	0	0	0	0	0	0	takakau
troublesome	1	0	0	1	0	1	0	0	0	0	raruraru
trough	0	0	0	0	0	0	0	0	0	0	waka
troupe	0	0	0	0	0	0	0	0	0	0	roopu
trousers	0	0	0	0	0	0	0	0	0	0	tarau tarau
trout	0	0	0	0	0	0	0	0	0	0	taraute
trowel	0	0	0	0	0	0	0	0	0	0	poroporo
truce	0	0	0	0	1	0	1	0	0	1	whakatakariri
truck	0	0	0	0	0	0	0	0	0	1	taraka
true	0	0	0	0	1	0	1	0	0	1	pono
truism	0	0	0	0	0	0	0	0	0	0	pono
trump	0	0	0	0	0	0	0	0	1	0	tetere
trumpet	0	0	0	0	0	1	0	0	0	0	tetere
trumpeter	0	0	0	0	0	0	0	0	0	0	teteretere
truncate	0	0	0	0	0	0	0	0	0	0	poroporoaki
truncated	0	0	0	0	0	0	0	0	0	0	kua poroa
trundle	0	0	0	0	0	0	0	0	0	0	taraka
trunk	0	0	0	0	0	0	0	0	0	0	kātua
truss	0	0	0	0	0	0	0	0	0	1	taraka
trust	0	0	0	0	0	0	0	0	0	1	whakawhirinaki
trustee	0	0	0	0	0	0	0	0	0	1	kaitiaki
trusty	0	0	0	0	0	0	1	0	0	0	pono
truth	0	0	0	0	0	0	1	0	0	1	pono
truthful	0	0	0	0	0	0	0	0	0	1	pono
truthfulness	0	0	0	0	0	0	1	0	0	1	pono
tryout	0	0	0	0	0	0	0	0	0	0	whakamātautau
tub	0	0	0	0	0	0	0	0	0	0	tāpu
tube	0	0	0	0	0	0	0	0	0	0	ngongo
tubular	0	0	0	0	0	0	0	0	0	0	ngongo
tubule	0	0	0	0	0	0	0	0	0	0	ngongo
tuck	0	0	0	0	0	0	0	0	0	0	tuke
tucker	0	0	0	0	0	0	0	0	0	0	tukeri
tufted	0	0	0	0	0	0	0	0	0	0	karekau
tug	0	0	0	0	0	0	0	0	0	0	kume
tuition	0	0	0	0	0	0	0	0	0	0	akoranga
tulip	0	0	0	0	0	0	0	0	0	0	tulip
tumble	0	0	0	0	0	1	0	0	0	0	takahurihuri
tumbler	0	0	0	0	0	0	0	0	0	0	tumbler
tumor	0	0	0	1	0	1	0	0	0	0	puku
tumour	0	0	0	1	0	1	0	1	0	0	puku
tumult	1	0	0	1	0	1	0	0	1	0	ngangau
tumultuous	1	0	0	1	0	1	0	0	0	0	ngangau
tun	0	0	0	0	0	0	0	0	0	0	tun
tuna	0	0	0	0	0	0	0	0	0	0	tuna
tunable	0	0	0	0	0	0	0	0	0	0	tangi
tune	0	0	0	0	0	0	0	0	0	0	rangi
tunic	0	0	0	0	0	0	0	0	0	0	koti
tuning	0	0	0	0	0	0	0	0	0	0	hangai
tunnel	0	0	0	0	0	0	0	0	0	0	kauhanga
turban	0	0	0	0	0	0	0	0	0	0	potae
turbidity	0	0	0	0	0	0	0	0	0	0	kopouri
turbine	0	0	0	0	0	0	0	0	0	0	hikohiko
turbulence	1	0	0	1	0	1	0	0	0	0	pororaruraru
turbulent	0	0	0	1	0	1	0	0	0	0	karekau
turf	0	0	0	0	0	0	0	0	0	0	karekau
turmeric	0	0	0	0	0	0	0	0	0	0	tuririki
turmoil	1	0	0	1	0	1	0	1	0	0	raruraru
turn	0	0	0	0	0	0	0	0	0	0	huri
turning	0	0	0	0	0	0	0	0	0	0	tahuri
turnkey	0	0	0	0	0	0	0	0	0	0	turnkey
turnpike	0	0	0	0	0	0	0	0	0	0	takahurihuri
turntable	0	0	0	0	0	0	0	0	0	0	takahurihuri
turquoise	0	0	0	0	0	0	0	0	0	0	karekau
turret	0	0	0	0	0	0	0	0	0	0	taumarumaru
turtleneck	0	0	0	0	0	0	0	0	0	0	turtleneck
tussle	1	0	0	0	0	0	0	0	0	0	taupatupatu
tutelage	0	0	0	0	0	0	1	0	0	1	whakangungu
tutor	0	0	0	0	0	0	1	0	0	0	kaiako
tweak	0	0	0	0	0	0	0	0	0	0	takawiri
twelfth	0	0	0	0	0	0	0	0	0	0	te tekau ma rua
twelve	0	0	0	0	0	0	0	0	0	0	tekau ma rua
twentieth	0	0	0	0	0	0	0	0	0	0	rua tekau
twenty	0	0	0	0	0	0	0	0	0	0	rua tekau
twig	0	0	0	0	0	0	0	0	0	0	manga
twilight	0	0	0	0	0	0	0	0	0	0	ahiahi
twill	0	0	0	0	0	0	0	0	0	0	tiwi
twin	0	0	0	0	0	0	1	0	0	0	māhanga
twine	0	0	0	0	0	0	0	0	0	0	miro
twinkle	0	1	0	0	1	0	1	0	0	0	whitiwhiti
twins	0	0	0	0	0	0	0	0	0	0	māhanga
twist	0	0	0	0	0	0	0	0	0	0	takahurihuri
twisted	0	0	0	0	0	0	0	0	0	0	kopikopiko
twitch	0	0	0	0	0	1	0	0	0	0	whakakorikori
twofold	0	0	0	0	0	0	0	0	0	0	kia rua
tycoon	0	0	0	0	0	0	0	0	0	0	toa
type	0	0	0	0	0	0	0	0	0	0	momo
typewriter	0	0	0	0	0	0	0	0	0	0	patopato
typhoon	0	0	0	1	0	1	0	0	0	0	awhiowhio
typically	0	0	0	0	0	0	0	0	0	0	te tikanga
typist	0	0	0	0	0	0	0	0	0	0	kaituhituhi
typography	0	0	0	0	0	0	0	0	0	0	tuhi tuhi
tyrannical	1	0	1	1	0	1	0	0	0	0	nanakia
tyranny	0	0	0	1	0	1	0	1	0	0	mahi nanakia
tyrant	1	0	1	1	0	1	0	1	0	0	nanakia
tyre	0	0	0	0	0	0	0	0	0	0	potae
ubiquitous	0	0	0	0	0	0	0	0	0	0	puta noa
ubiquity	0	0	0	0	0	0	0	0	0	0	ubiquity
ugliness	0	0	1	1	0	1	0	1	0	0	kino
ugly	0	0	1	0	0	1	0	0	0	0	kino
ulcer	1	0	1	1	0	1	0	1	0	0	whewhe
ulterior	0	0	0	0	0	1	0	0	0	0	o waho
ultimate	0	1	0	0	0	0	0	1	0	0	mutunga
ultimately	0	1	0	0	0	0	1	0	0	0	te mutunga
ultimatum	1	0	0	1	0	1	0	0	0	0	ultimatum
ultimo	0	0	0	0	0	0	0	0	0	0	ultimo
ultraviolet	0	0	0	0	0	0	0	0	0	0	ultraviolet
umbilical	0	0	0	0	0	0	0	0	0	0	umbilical
umbra	0	0	0	0	0	0	0	0	0	0	umbra
umbrella	0	0	0	0	0	0	0	0	0	0	marara
umpire	0	0	0	0	0	0	1	0	0	1	kaiwhakawā
unabashed	0	0	0	0	0	0	0	0	0	0	kore whakama
unabated	0	0	0	0	0	0	0	0	0	0	karekau
unable	0	0	0	0	0	1	0	1	0	0	kore e taea
unacceptable	0	0	0	0	0	1	0	1	0	0	e kore e whakaaetia
unaccompanied	0	0	0	0	0	0	0	0	0	0	karekau
unaccountable	0	1	1	0	0	1	0	1	0	1	kore e taea te korero
unacknowledged	0	0	0	0	0	0	0	1	0	0	kare i mohiotia
unadulterated	0	0	0	0	0	0	0	0	0	0	kahore i poke
unaided	0	0	0	0	0	0	0	0	0	0	kore awhina
unaltered	0	0	0	0	0	0	0	0	0	0	kaore i whakarereketia
unambiguous	0	0	0	0	0	0	0	0	0	0	maramara
unanimity	0	0	0	0	0	0	1	0	0	0	kotahitanga
unanimous	0	0	0	0	0	0	1	0	0	0	kotahitanga
unanimously	0	0	0	0	0	0	0	0	0	0	kotahitanga
unanticipated	0	0	0	0	0	0	0	0	1	0	ohorere
unapproved	0	0	0	0	0	1	0	0	0	0	kaore i whakaaetia
unarmed	0	0	0	0	0	0	0	0	0	0	kore patu
unassisted	0	0	0	0	0	0	0	0	0	0	kore awhina
unassuming	0	0	0	0	0	0	1	0	0	0	whakaarokore
unattached	0	0	0	0	0	1	0	0	0	0	kore i piri
unattainable	1	0	0	0	0	1	0	1	0	0	e kore e taea
unattended	0	0	0	0	0	0	0	0	0	0	kore tiaki
unattractive	0	0	1	0	0	1	0	1	0	0	karekau
unauthorized	0	0	0	0	0	1	0	0	0	0	kore mana
unavoidable	0	0	0	0	0	1	0	0	0	0	e kore e taea te karo
unaware	0	0	0	0	0	1	0	0	0	0	kore mohio
unbalanced	0	0	0	0	0	0	0	0	0	0	kore taurite
unbearable	0	0	1	0	0	1	0	1	0	0	kore e mau
unbeaten	0	1	0	0	1	1	1	1	1	0	kaore i hinga
unbelief	0	0	0	0	0	1	0	0	0	0	whakaponokore
unbelievable	0	0	0	0	0	1	0	0	0	0	whakaponokore
unbiased	0	0	0	0	0	0	1	0	0	0	kore whakaaro
unborn	0	0	0	0	0	1	0	0	0	0	kahore i whanau
unbound	0	0	0	0	0	0	0	0	0	0	kore herea
unbounded	0	0	0	0	0	0	0	0	0	0	kore rohe
unbreakable	0	0	0	0	0	0	1	0	0	0	e kore e pakaru
unbridled	1	1	0	1	0	1	1	0	1	0	korekore
unbroken	0	0	0	0	0	0	1	0	0	1	kore pakaru
uncanny	0	0	0	1	0	1	0	0	1	0	whakapouri
uncaring	1	0	1	0	0	1	0	1	0	0	kāre e manaaki
uncertain	1	0	1	1	0	1	0	0	1	0	pahekeheke
uncertainty	0	0	0	0	0	0	0	0	0	0	rangirua
unchallenged	0	0	0	0	0	0	0	0	0	0	kare i werohia
unchangeable	0	0	0	0	0	1	0	0	0	0	kore e taea te huri
unchanged	0	0	0	0	0	0	0	0	0	0	kare i huri
unclaimed	0	0	0	0	0	0	0	0	0	0	kore kereme
uncle	0	0	0	0	0	0	0	0	0	0	matua keke
unclean	0	0	1	0	0	1	0	0	0	0	poke
uncomfortable	0	0	0	0	0	1	0	0	0	0	horekau
uncommon	0	0	0	0	0	0	0	0	0	0	nohinohi
uncommonly	0	0	0	0	0	0	0	0	0	0	nohinohi
uncompromising	0	0	0	0	0	0	0	0	0	0	kore e taupatupatu
unconcerned	0	0	0	0	0	0	0	0	0	0	kore whakaaro
unconfirmed	0	0	0	0	0	0	0	0	0	0	kare i whakau
unconnected	0	0	0	0	0	0	0	0	0	0	kore hono
unconscionable	0	0	1	0	0	1	0	0	0	0	kore whakaaro
unconscious	0	0	0	0	0	1	0	0	0	0	kore mohio
unconsciousness	0	0	0	0	0	0	0	0	0	0	kore mohio
unconstitutional	0	0	0	0	0	1	0	0	0	0	kore ture
unconstrained	0	0	0	0	1	0	1	0	0	0	kore herea
uncontested	0	0	0	0	0	0	0	0	0	0	karekau i tautohetia
uncontrollable	1	1	0	0	0	1	0	0	1	0	kore e taea te whakahaere
uncontrolled	0	0	0	0	0	1	0	0	0	0	kore whakahaere
unconventional	0	0	0	0	0	0	0	0	0	0	kore tikanga
unconvinced	0	0	0	0	0	0	0	0	0	0	kore i whakapono
uncooked	0	0	0	0	0	0	0	0	0	0	kare i maoa
uncorrelated	0	0	0	0	0	0	0	0	0	0	korekore
uncover	0	0	0	0	0	0	0	0	1	0	hurahia
uncritical	0	0	0	0	0	0	0	0	0	0	karekau
uncut	0	0	0	0	0	0	0	0	0	0	kahore i tapahia
undecided	0	1	0	1	0	1	0	0	0	0	pohehe
undefined	0	0	0	0	0	0	0	0	0	0	kore tautuhi
undeniable	0	0	0	0	0	0	0	0	0	0	e kore e taea te whakakahore
undercover	0	0	0	0	0	0	0	0	0	0	huna
undercurrent	0	0	0	0	0	0	0	0	0	0	raro
underestimate	0	0	0	0	0	0	0	0	1	0	whakaiti
undergo	0	0	0	0	0	0	0	0	0	0	mamae
undergraduate	0	0	0	0	0	0	0	0	0	0	paetahi
underground	0	0	0	0	0	0	0	0	0	0	raro whenua
underlie	0	0	0	0	0	0	0	0	0	0	raro
underline	0	0	0	0	0	0	1	0	0	0	tāraro
undermined	0	0	0	0	0	1	0	0	0	0	whakakino
underneath	0	0	0	0	0	0	0	0	0	0	i raro
underpaid	1	0	0	0	0	1	0	1	0	0	iti te utu
underpants	0	0	0	0	0	0	0	0	0	0	tarau tarau
underscore	0	0	0	0	0	0	0	0	0	0	poupou
undersized	0	0	0	0	0	1	0	0	0	0	iti te rahi
understanding	0	0	0	0	0	0	1	0	0	1	māramatanga
understood	0	0	0	0	0	0	0	0	0	0	i mohio
undertake	0	0	0	0	0	0	0	0	0	0	whakahaere
undertaker	0	0	0	0	0	0	0	1	0	0	kaipahua
undertaking	0	1	0	0	0	0	0	0	0	0	mahi
underwood	0	0	0	0	0	0	0	0	0	0	raro rakau
underwrite	0	0	0	0	0	0	1	0	0	1	tuhi i raro
underwriter	0	0	0	0	0	0	0	0	0	0	kaituhituhi
undeserved	0	0	0	0	0	0	0	0	0	0	kore utu
undesirable	1	0	1	1	0	1	0	1	0	0	kore e pai
undesired	0	0	0	0	0	1	0	1	0	0	kore e hiahiatia
undeveloped	0	0	0	0	0	0	0	0	0	0	kahore i whakawhanakehia
undirected	0	0	0	0	0	0	0	0	0	0	kore whakahaere
undisclosed	0	1	0	0	0	0	0	0	0	0	kare i whakaaturia
undiscovered	0	0	0	0	0	0	0	0	1	0	kaore i kitea
undisputed	0	0	0	0	0	0	0	0	0	0	kare e tautohetia
undisturbed	0	0	0	0	0	0	0	0	0	0	kore whakararu
undivided	0	0	0	0	0	0	1	0	0	0	kore wehewehe
undo	0	0	0	0	0	1	0	0	0	0	wetewete
undoing	0	0	0	0	0	0	0	0	0	0	te whakakore
undoubted	0	1	1	0	0	0	0	0	0	0	korekore
undress	0	0	0	0	0	0	0	0	0	0	wetewete kakahu
undressed	0	0	0	0	0	0	0	0	0	0	kore kakahu
undue	0	0	0	0	0	0	0	0	0	0	kore e tika
undying	0	1	0	0	1	0	1	1	0	1	matekore
unearned	0	0	0	0	0	0	0	0	0	0	kore utu
unearth	0	0	0	0	0	0	0	0	0	0	kerekere
uneasiness	0	1	0	0	0	1	0	1	0	0	ohorere
uneasy	0	0	1	1	0	1	0	0	0	0	pouri
uneducated	0	0	0	0	0	1	0	1	0	0	kore matauranga
unemployed	0	0	0	1	0	1	0	1	0	0	kore mahi
unencumbered	0	0	0	0	0	0	0	0	0	0	karekau
unending	0	0	0	0	0	0	0	0	0	0	mutunga kore
unequal	1	0	1	1	0	1	0	1	0	0	taurite
unequalled	0	0	0	0	0	0	0	0	0	0	kore rite
unequivocal	0	0	0	0	0	0	0	0	0	1	kore noa
unequivocally	0	0	0	0	0	0	1	0	0	0	tino kore
uneven	0	0	0	0	0	1	0	0	0	0	kārekau
uneventful	0	0	0	0	0	0	0	0	0	0	koretake
unexpected	0	1	0	1	1	1	1	0	1	0	ohorere
unexpectedly	0	0	0	0	0	0	0	0	1	0	ohorere
unexplained	0	1	0	0	0	1	0	1	0	0	kore i whakamaramatia
unexplored	0	0	0	0	0	0	0	0	0	0	kahore i tuhurahia
unfailing	0	0	0	0	0	0	0	0	0	0	korekore
unfair	1	0	1	0	0	1	0	1	0	0	hē
unfairness	1	0	0	0	0	1	0	1	0	0	he kore tika
unfaithful	0	0	1	0	0	1	0	0	0	0	whakaponokore
unfamiliar	0	0	0	0	0	0	0	0	0	0	tauhou
unfavorable	0	0	1	0	0	1	0	1	0	0	kino
unfettered	0	0	0	0	0	0	0	0	0	0	kore herea
unfinished	0	0	0	0	0	1	0	0	0	0	kaore i oti
unflinching	0	0	0	0	0	0	0	0	0	0	korekore
unfold	0	1	0	0	0	0	1	0	0	0	horahia
unforeseen	0	0	0	0	0	0	0	0	1	0	ohorere
unforgiving	1	0	0	0	0	1	0	1	0	0	kare e murua
unfortunate	0	0	0	0	0	1	0	1	0	0	mea kino
unfriendly	1	0	1	1	0	1	0	1	0	0	whakahoa
unfulfilled	1	1	0	0	0	1	0	1	1	0	kaore i tutuki
unfurnished	0	0	0	0	0	1	0	0	0	0	kore rawa
ungodly	0	0	0	0	0	1	0	1	0	0	karakiakore
ungrateful	1	0	1	0	0	1	0	0	0	0	kare e mihi
unguarded	0	0	0	0	0	0	0	0	1	0	kore tiaki
unhappiness	0	0	0	0	0	1	0	1	0	0	pouri
unhappy	1	0	1	0	0	1	0	1	0	0	pouri
unharmed	0	0	0	0	0	0	0	0	0	0	kaore i whara
unhealthy	0	0	1	1	0	1	0	1	0	0	kino
unhindered	0	0	0	0	0	0	0	0	0	0	kore e araia
unholy	0	0	0	1	0	1	0	0	0	0	he tapu
unicorn	0	0	0	0	0	0	0	0	0	0	unicorn
unification	0	1	0	0	1	0	1	0	0	1	whakakotahitanga
uniform	0	0	0	0	0	0	0	0	0	0	kākahu
uniformity	0	0	0	0	0	0	0	0	0	0	ōritetanga
uniformly	0	0	0	0	0	0	1	0	0	0	riterite
unimaginable	0	0	0	0	0	1	1	0	1	0	e kore e taea te whakaaro
unimportant	0	0	0	0	0	1	0	1	0	0	koretake
unimpressed	0	0	0	0	0	1	0	0	0	0	kore whakamihi
unimproved	0	0	0	0	0	1	0	0	0	0	kahore i whakapai ake
uninfected	0	0	0	0	0	0	1	0	0	0	kaore i pangia
uninformed	0	0	0	0	0	1	0	0	0	0	kore mohio
uninhabited	0	0	0	0	0	0	0	0	0	0	kore tangata
uninitiated	0	0	0	0	0	1	0	0	0	0	kare i mohio
uninspired	0	0	0	0	0	1	0	1	0	0	karekau
unintelligible	0	0	0	0	0	1	0	0	0	0	kore e marama
unintended	0	0	0	0	0	0	0	0	1	0	pohehe
unintentional	0	0	0	0	0	0	0	0	1	0	pohehe
unintentionally	0	0	0	0	0	1	0	0	1	0	pohehe
uninterested	0	0	0	0	0	1	0	1	0	0	kore hiahia
uninteresting	0	0	0	0	0	1	0	1	0	0	whakahihiri
uninterrupted	0	0	0	0	0	0	0	0	0	0	haukotia
uninvited	0	0	0	0	0	0	0	1	0	0	kare i karangatia
union	0	0	0	0	0	0	0	0	0	0	uniana
unique	0	0	0	0	0	0	1	0	1	0	ahurei
unison	0	0	0	0	0	0	1	0	0	0	kotahitanga
unit	0	0	0	0	0	0	0	0	0	0	wae
unitary	0	0	0	0	0	0	1	0	0	0	kotahitanga
unite	0	0	0	0	0	0	0	0	0	0	whakakotahi
united	0	0	0	0	0	0	1	0	0	1	whakakotahi
unity	0	0	0	0	0	0	1	0	0	1	kotahitanga
universal	0	0	0	0	0	0	0	0	0	0	ao whānui
universality	0	0	0	0	0	0	0	0	0	0	ao whānui
universe	0	0	0	0	0	0	0	0	0	0	aorangi
university	0	1	0	0	0	0	1	0	0	0	whare wananga
unjust	1	0	0	0	0	1	0	0	0	0	hē
unjustifiable	1	0	1	1	0	1	0	0	0	0	e kore e tika
unjustified	0	0	0	0	0	1	0	0	0	0	kore tika
unkind	1	0	1	1	0	1	0	1	0	0	kino
unknowable	0	0	0	0	0	0	0	0	0	0	kore mohio
unknown	0	1	0	1	0	1	0	0	0	0	tē mōhiotia
unlawful	1	0	1	1	0	1	0	1	0	0	kore ture
unleash	0	0	0	0	0	0	0	0	0	0	tuku
unlicensed	0	0	0	0	0	1	0	0	0	0	kore raihana
unlike	0	0	0	0	0	0	0	0	0	0	kore rite
unlimited	0	0	0	0	0	0	1	0	0	0	mutunga kore
unload	0	0	0	0	0	0	0	0	0	0	wetewete
unloaded	0	0	0	0	0	0	0	0	0	0	wetekina
unlock	0	0	0	0	0	0	0	0	0	0	iriti
unlucky	1	0	1	1	0	1	0	1	0	0	waimarie
unmanageable	0	0	1	0	0	1	0	0	0	0	kore e taea te whakahaere
unmarked	0	0	0	0	0	0	0	0	0	0	kore tohu
unmarried	0	0	0	0	0	0	0	0	0	0	takakau
unmask	0	0	0	0	0	0	0	0	0	0	wetewete
unmatched	0	0	0	0	0	0	0	0	0	0	kore taurite
unmistakable	0	0	0	0	0	0	0	0	0	0	e kore e pohehe
unmitigated	0	0	0	0	0	0	0	0	0	0	korekore
unmoved	0	0	0	0	0	0	0	0	0	0	kore whakakorikoria
unnamed	0	0	0	0	0	0	0	0	0	0	kore ingoa
