English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Spanish Word
today	0	0	0	0	0	0	0	0	0	0	Este Dia
toe	0	0	0	0	0	0	0	0	0	0	dedo del pie
toga	0	0	0	0	0	0	0	0	0	0	toga
toil	0	0	0	0	0	0	0	0	0	0	esfuerzo
toilet	0	0	1	0	0	1	0	0	0	0	inodoro
toils	0	0	0	0	0	1	0	0	0	0	fatigas
token	0	0	0	0	0	0	0	0	0	0	simbólico
tolerance	0	0	0	0	0	0	0	0	0	0	tolerancia
tolerant	0	0	0	0	0	0	1	0	0	0	tolerante
tolerate	1	0	0	0	0	1	0	1	0	0	tolerar
toleration	0	0	0	0	0	0	1	0	0	0	tolerancia
toll	0	0	0	0	0	0	0	0	0	0	peaje
tomahawk	0	0	0	0	0	0	0	0	0	0	tomahawk
tomb	0	0	0	0	0	0	0	1	0	0	tumba
tomcat	0	0	0	0	0	0	0	0	0	0	gato
tome	0	0	0	0	0	0	0	0	0	0	a mi
tomorrow	0	1	0	0	0	0	0	0	0	0	mañana
ton	0	0	0	0	0	0	0	0	0	0	tonelada
tone	0	0	0	0	0	0	0	0	0	0	tono
tong	0	0	0	0	0	0	0	0	0	0	lengua
tongs	0	0	0	0	0	0	0	0	0	0	tenazas
tongue	0	0	0	0	0	0	0	0	0	0	lengua
tonic	0	0	0	0	0	0	0	0	0	0	tónico
tonnage	0	0	0	0	0	0	0	0	0	0	tonelaje
tonsils	0	0	0	0	0	0	0	0	0	0	anginas
tooling	0	0	0	0	0	0	0	0	0	0	estampación
tooth	0	0	0	0	0	0	0	0	0	0	diente
toothache	0	0	0	1	0	1	0	0	0	0	dolor de muelas
toothed	0	0	0	0	0	0	0	0	0	0	dentado
toothless	0	0	0	0	0	0	0	0	0	0	sin dientes
top	0	1	0	0	0	0	1	0	0	1	parte superior
topaz	0	0	0	0	0	0	0	0	0	0	topacio
topic	0	0	0	0	0	0	0	0	0	0	tema
topical	0	0	0	0	0	0	0	0	0	0	actual
topographic	0	0	0	0	0	0	0	0	0	0	topográfico
topographical	0	0	0	0	0	0	0	0	0	0	topográfico
topography	0	0	0	0	0	0	0	0	0	0	topografía
topple	0	0	0	0	0	0	0	0	1	0	derrocar
tor	0	0	0	0	0	0	0	0	0	0	colina
torch	0	0	0	0	0	0	0	0	0	0	antorcha
torment	1	0	0	1	0	1	0	1	0	0	tormento
torn	0	0	0	0	0	1	0	0	0	0	Rasgado
tornado	0	0	0	1	0	0	0	0	0	0	tornado
torpedo	1	0	0	0	0	1	0	0	0	0	torpedo
torrent	0	0	0	1	0	0	0	0	0	0	torrente
torrid	0	0	0	0	0	1	0	0	0	0	tórrido
torsion	0	0	0	0	0	0	0	0	0	0	torsión
torso	0	0	0	0	0	0	0	0	0	0	torso
tort	0	0	0	0	0	1	0	0	0	0	agravio
tortious	1	0	1	0	0	1	0	0	0	0	tortuoso
tortoise	0	0	0	0	0	0	0	0	0	0	tortuga
tortuous	0	0	0	0	0	0	0	0	0	0	tortuoso
torture	1	1	1	1	0	1	0	1	0	0	tortura
toss	0	0	0	0	0	0	0	0	0	0	sacudida
total	0	0	0	0	0	0	0	0	0	0	total
totality	0	0	0	0	0	0	0	0	0	0	totalidad
totally	0	0	0	0	0	0	0	0	0	0	totalmente
tote	0	0	0	0	0	0	0	0	0	0	totalizador
totem	0	0	0	0	0	0	0	0	0	0	tótem
touch	0	0	0	0	0	0	0	0	0	0	tocar
touched	0	0	0	0	0	1	0	0	0	0	tocado
touching	0	0	0	0	0	0	0	0	0	0	conmovedor
touchy	1	0	0	0	0	1	0	1	0	0	quisquilloso
tough	0	0	0	0	0	1	0	1	0	0	pese
toughness	1	0	0	1	0	0	1	0	0	1	tenacidad
tour	0	0	0	0	0	0	0	0	0	0	recorrido
tourist	0	0	0	0	0	0	0	0	0	0	turista
tourmaline	0	0	0	0	0	0	0	0	0	0	turmalina
tournament	0	0	0	0	0	0	0	0	0	0	torneo
tourniquet	0	0	0	0	0	0	0	0	0	0	torniquete
tout	0	0	0	0	0	0	0	0	0	0	revendedor
tow	0	0	0	0	0	0	0	0	0	0	remolcar
towel	0	0	0	0	0	0	0	0	0	0	toalla
tower	0	0	0	0	0	0	1	0	0	0	torre
towering	0	1	0	1	0	0	1	0	0	0	imponente
town	0	0	0	0	0	0	0	0	0	0	pueblo
townhouse	0	0	0	0	0	0	0	0	0	0	casa adosada
toxic	0	0	1	0	0	1	0	0	0	0	tóxico
toxicology	0	0	0	0	0	0	0	0	0	0	toxicología
toxin	0	0	0	1	0	1	0	0	0	0	toxina
toy	0	0	0	0	0	0	0	0	0	0	juguete
trace	0	0	0	0	0	0	0	0	0	0	rastro
traces	0	0	0	0	0	0	0	0	0	0	huellas
trachea	0	0	0	0	0	0	0	0	0	0	tráquea
tracing	0	0	0	0	0	0	0	0	0	0	rastreo
track	0	1	0	0	0	0	0	0	0	0	pista
tract	0	0	0	1	0	0	0	0	0	0	tracto
tractable	0	0	0	0	0	0	0	0	0	0	manejable
traction	0	0	0	0	0	0	0	0	0	0	tracción
tractor	0	0	0	0	0	0	0	0	0	0	tractor
trade	0	0	0	0	0	0	0	0	0	1	comercio
trader	0	0	0	0	0	0	0	0	0	0	comerciante
tradesman	0	0	0	0	0	0	0	0	0	0	artesano
trading	0	0	0	0	0	0	0	0	0	0	comercio
tradition	0	0	0	0	0	0	0	0	0	0	tradicion
traditional	0	0	0	0	0	0	1	0	0	0	tradicional
traffic	0	0	0	0	0	0	0	0	0	0	tráfico
tragedy	0	0	0	1	0	1	0	1	0	0	tragedia
tragic	0	0	0	0	0	1	0	0	0	0	trágico
trail	0	0	0	0	0	0	0	0	0	0	sendero
train	0	0	0	0	0	0	0	0	0	0	tren
trained	0	0	0	0	0	0	0	0	0	0	entrenado
trainer	0	0	0	0	0	0	0	0	0	1	entrenador
training	0	0	0	0	0	0	0	0	0	0	capacitación
trait	0	0	0	0	0	0	0	0	0	0	rasgo
traitor	1	0	1	1	0	1	0	1	0	0	traidor
trajectory	0	0	0	0	0	0	0	0	0	0	trayectoria
tram	0	0	0	0	0	0	0	0	0	0	tranvía
tramp	0	0	1	1	0	1	0	1	0	0	vagabundo
tramway	0	0	0	0	0	0	0	0	0	0	tranvía
trance	0	0	0	0	0	1	0	0	0	0	trance
tranquil	0	0	0	0	1	0	1	0	0	0	tranquilo
tranquility	0	0	0	0	1	0	1	0	0	1	tranquilidad
transact	0	0	0	0	0	0	0	0	0	0	tramitar
transaction	0	0	0	0	0	0	0	0	0	1	transacción
transatlantic	0	0	0	0	0	0	0	0	0	0	transatlántico
transcendence	0	1	0	0	1	0	1	0	1	1	trascendencia
transcendent	0	0	0	0	0	0	0	0	0	0	trascendente
transcendental	0	0	0	0	0	0	1	0	0	0	trascendental
transcribe	0	0	0	0	0	0	0	0	0	0	transcribir
transcriber	0	0	0	0	0	0	0	0	0	0	transcriptor
transcript	0	0	0	0	0	0	0	0	0	1	transcripción
transcription	0	0	0	0	0	0	0	0	0	0	transcripción
transfer	0	0	0	0	0	0	0	0	0	0	transferir
transference	0	0	0	0	0	0	0	0	0	0	transferencia
transferred	0	0	0	0	0	0	0	0	0	0	transferido
transfixed	0	0	0	0	0	0	0	0	0	0	paralizado
transform	0	0	0	0	0	0	0	0	0	0	transformar
transformation	0	0	0	0	0	0	0	0	0	0	transformación
transfusion	0	0	0	0	0	0	0	0	0	0	transfusión
transgression	0	0	0	0	0	1	0	0	0	0	transgresión
transient	0	0	0	0	0	0	0	0	0	0	transitorio
transit	0	0	0	0	0	0	0	0	0	0	tránsito
transition	0	0	0	0	0	0	0	0	0	0	transición
transitional	0	1	0	0	0	0	0	0	0	0	transicional
transitive	0	0	0	0	0	0	0	0	0	0	transitivo
transitory	0	0	0	0	0	0	0	0	0	0	transitorio
translate	0	0	0	0	0	0	0	0	0	0	traducir
translation	0	0	0	0	0	0	0	0	0	1	traducción
translocation	0	0	0	0	0	0	0	0	0	0	translocación
translucent	0	0	0	0	0	0	0	0	0	0	translúcido
transmission	0	0	0	0	0	0	0	0	0	0	transmisión
transmit	0	0	0	0	0	0	0	0	0	0	transmitir
transmutation	0	0	0	0	0	0	0	0	0	0	transmutación
transom	0	0	0	0	0	0	0	0	0	0	travesaño
transparency	0	0	0	0	0	0	0	0	0	0	transparencia
transparent	0	0	0	0	0	0	0	0	0	0	transparente
transplant	0	0	0	0	0	0	0	0	0	0	trasplante
transplantation	0	0	0	0	0	0	0	0	0	0	trasplante
transport	0	0	0	0	0	0	0	0	0	0	transporte
transportation	0	0	0	0	0	0	0	0	0	0	transportación
transpose	0	0	0	0	0	0	0	0	0	0	transponer
transposition	0	0	0	0	0	0	0	0	0	0	transposición
transverse	0	0	0	0	0	0	0	0	0	0	transverso
trap	0	0	0	0	0	0	0	0	0	0	trampa
trapping	0	0	0	0	0	0	0	0	0	0	captura
trappings	0	0	0	0	0	1	0	0	0	0	adornos
traps	0	0	0	0	0	1	0	0	0	0	trampas
trash	0	0	1	0	0	1	0	1	0	0	basura
trashy	0	0	1	0	0	1	0	0	0	0	baja calidad
traumatic	1	0	0	1	0	1	0	1	0	0	traumático
travail	0	0	0	0	0	1	0	0	0	0	dolores del parto
travel	0	0	0	0	0	0	0	0	0	0	viajar
traveler	0	0	0	0	0	0	0	0	0	0	viajero
traveling	0	0	0	0	0	0	1	0	0	0	de viaje
traverse	0	0	0	0	0	0	0	0	0	0	atravesar
travesty	0	0	1	1	0	1	0	1	0	0	parodia
trawl	0	0	0	0	0	0	0	0	0	0	red barredera
trawler	0	0	0	0	0	0	0	0	0	0	barco de jabeguero
tray	0	0	0	0	0	0	0	0	0	0	bandeja
treacherous	1	0	1	1	0	1	0	0	0	0	traicionero
treachery	1	0	0	1	0	1	0	1	1	0	traición
tread	0	0	0	0	0	0	0	0	0	0	huella
treadmill	0	1	0	0	0	0	0	0	0	0	rueda de andar
treason	1	0	1	1	0	1	0	0	1	0	traición
treasure	0	1	0	0	1	0	1	0	0	1	tesoro
treasurer	0	0	0	0	0	0	0	0	0	1	tesorero
treasury	0	0	0	0	0	0	0	0	0	0	tesorería
treat	1	1	1	1	1	1	1	1	1	1	tratar
treatise	0	0	0	0	0	0	0	0	0	0	tratado
treatment	0	0	0	0	0	0	0	0	0	0	tratamiento
treaty	0	0	0	0	0	0	0	0	0	0	tratado
treble	0	0	0	0	0	0	0	0	0	0	triplicar
tree	1	1	1	0	1	0	1	0	1	1	árbol
trek	0	0	0	0	0	0	0	0	0	0	emigrar
trellis	0	0	0	0	0	0	0	0	0	0	conducción
tremble	0	0	0	0	0	0	0	0	0	0	temblar
trembling	0	0	0	1	0	1	0	0	0	0	temblor
tremendous	0	0	0	0	0	0	0	0	0	0	enorme
tremendously	0	0	0	0	0	0	1	0	0	0	tremendamente
tremor	1	1	0	1	0	1	0	1	0	0	temblor
trench	0	0	0	0	0	0	0	0	0	0	zanja
trend	0	0	0	0	0	0	1	0	0	0	tendencia
trending	0	0	0	0	0	0	0	0	0	0	tendencias
trendy	0	0	0	0	0	0	1	0	0	0	de moda
trepidation	0	1	0	1	0	1	0	0	1	0	miedo
trespass	1	0	0	0	0	1	0	0	0	0	pecado
triad	0	0	0	0	0	0	0	0	0	0	tríada
triangle	0	0	0	0	0	0	0	0	0	0	triángulo
triangular	0	0	0	0	0	0	0	0	0	0	triangular
tribe	0	0	0	0	0	0	0	0	0	1	tribu
tribulation	0	0	0	1	0	1	0	1	0	0	tribulación
tribunal	0	1	1	1	0	1	0	0	0	1	tribunal
tribune	0	0	0	0	0	0	0	0	0	1	tribuna
tributary	0	1	0	0	0	0	1	0	0	0	afluente
tribute	0	0	0	0	0	0	1	0	0	0	tributo
trick	0	0	0	0	0	1	0	0	1	0	truco
trickery	1	0	1	1	0	1	0	1	1	0	astucia
trickle	0	0	0	0	0	0	0	0	0	0	chorrito
tricky	0	0	0	0	0	0	0	0	0	0	difícil
tricycle	0	0	0	0	0	0	0	0	0	0	triciclo
trident	0	0	0	0	0	0	0	0	0	0	tridente
trifle	0	0	0	0	0	1	0	0	0	0	nimiedad
trig	0	0	0	0	0	0	1	0	0	0	trigonometría
trigger	0	0	0	0	0	0	0	0	0	0	generar
trigonometry	0	0	0	0	0	0	0	0	0	0	trigonometría
trillion	0	0	0	0	0	0	0	0	0	0	billones
trim	0	0	0	0	0	0	0	0	0	0	recortar
trimmer	0	0	0	0	0	0	0	0	0	0	recortadora
trimming	0	0	0	0	0	0	0	0	0	0	guarnición
trine	0	0	0	0	0	0	0	0	0	0	trígono
trinity	0	0	0	0	0	0	0	0	0	0	trinidad
trio	0	0	0	0	0	0	0	0	0	0	trío
trip	0	0	0	0	0	0	0	0	1	0	viaje
tripartite	0	0	0	0	0	0	0	0	0	0	tripartito
triple	0	0	0	0	0	0	0	0	0	0	triple
triplet	0	0	0	0	0	0	0	0	0	0	trillizo
triplicate	0	0	0	0	0	0	0	0	0	0	triplicado
tripod	0	0	0	0	0	0	0	0	0	0	trípode
tripping	1	0	0	0	0	1	0	1	0	0	tropezando
trite	0	0	0	0	0	0	0	0	0	0	trillado
tritium	0	0	0	0	0	0	0	0	0	0	tritio
triumph	0	1	0	0	1	0	1	0	0	0	triunfo
triumphant	0	1	0	0	1	0	1	0	0	1	triunfante
troll	1	0	0	1	0	1	0	0	0	0	Troll
trolley	0	0	0	0	0	0	0	0	0	0	carretilla
trombone	0	0	0	0	0	0	0	0	0	0	trombón
troop	0	0	0	0	0	0	0	0	0	0	tropa
trooper	0	0	0	0	0	0	0	0	0	0	soldado
troops	0	0	0	0	0	0	0	0	0	0	tropas
trophy	0	1	0	0	1	0	1	0	1	1	trofeo
tropical	0	0	0	0	0	0	0	0	0	0	tropical
trot	0	0	0	0	0	0	0	0	0	0	trote
troublesome	1	0	0	1	0	1	0	0	0	0	molesto
trough	0	0	0	0	0	0	0	0	0	0	canal
troupe	0	0	0	0	0	0	0	0	0	0	compañía
trousers	0	0	0	0	0	0	0	0	0	0	pantalones
trout	0	0	0	0	0	0	0	0	0	0	trucha
trowel	0	0	0	0	0	0	0	0	0	0	paleta
truce	0	0	0	0	1	0	1	0	0	1	tregua
truck	0	0	0	0	0	0	0	0	0	1	camión
true	0	0	0	0	1	0	1	0	0	1	verdadero
truism	0	0	0	0	0	0	0	0	0	0	perogrullada
trump	0	0	0	0	0	0	0	0	1	0	triunfo
trumpet	0	0	0	0	0	1	0	0	0	0	trompeta
trumpeter	0	0	0	0	0	0	0	0	0	0	trompetista
truncate	0	0	0	0	0	0	0	0	0	0	truncar
truncated	0	0	0	0	0	0	0	0	0	0	truncado
trundle	0	0	0	0	0	0	0	0	0	0	rodar
trunk	0	0	0	0	0	0	0	0	0	0	tronco
truss	0	0	0	0	0	0	0	0	0	1	braguero
trust	0	0	0	0	0	0	0	0	0	1	confianza
trustee	0	0	0	0	0	0	0	0	0	1	fideicomisario
trusty	0	0	0	0	0	0	1	0	0	0	fiel
truth	0	0	0	0	0	0	1	0	0	1	verdad
truthful	0	0	0	0	0	0	0	0	0	1	veraz
truthfulness	0	0	0	0	0	0	1	0	0	1	veracidad
tryout	0	0	0	0	0	0	0	0	0	0	probar
tub	0	0	0	0	0	0	0	0	0	0	tina
tube	0	0	0	0	0	0	0	0	0	0	tubo
tubular	0	0	0	0	0	0	0	0	0	0	tubular
tubule	0	0	0	0	0	0	0	0	0	0	tubito
tuck	0	0	0	0	0	0	0	0	0	0	pliegue
tucker	0	0	0	0	0	0	0	0	0	0	fatigar
tufted	0	0	0	0	0	0	0	0	0	0	copetudo
tug	0	0	0	0	0	0	0	0	0	0	tirón
tuition	0	0	0	0	0	0	0	0	0	0	matrícula
tulip	0	0	0	0	0	0	0	0	0	0	tulipán
tumble	0	0	0	0	0	1	0	0	0	0	caída
tumbler	0	0	0	0	0	0	0	0	0	0	vaso
tumor	0	0	0	1	0	1	0	0	0	0	tumor
tumour	0	0	0	1	0	1	0	1	0	0	tumor
tumult	1	0	0	1	0	1	0	0	1	0	tumulto
tumultuous	1	0	0	1	0	1	0	0	0	0	tumultuoso
tun	0	0	0	0	0	0	0	0	0	0	tonel
tuna	0	0	0	0	0	0	0	0	0	0	atún
tunable	0	0	0	0	0	0	0	0	0	0	ajustable
tune	0	0	0	0	0	0	0	0	0	0	melodía
tunic	0	0	0	0	0	0	0	0	0	0	sayo
tuning	0	0	0	0	0	0	0	0	0	0	Afinación
tunnel	0	0	0	0	0	0	0	0	0	0	túnel
turban	0	0	0	0	0	0	0	0	0	0	turbante
turbidity	0	0	0	0	0	0	0	0	0	0	turbiedad
turbine	0	0	0	0	0	0	0	0	0	0	turbina
turbulence	1	0	0	1	0	1	0	0	0	0	turbulencia
turbulent	0	0	0	1	0	1	0	0	0	0	turbulento
turf	0	0	0	0	0	0	0	0	0	0	césped
turmeric	0	0	0	0	0	0	0	0	0	0	cúrcuma
turmoil	1	0	0	1	0	1	0	1	0	0	confusión
turn	0	0	0	0	0	0	0	0	0	0	giro
turning	0	0	0	0	0	0	0	0	0	0	torneado
turnkey	0	0	0	0	0	0	0	0	0	0	llavero
turnpike	0	0	0	0	0	0	0	0	0	0	autopista
turntable	0	0	0	0	0	0	0	0	0	0	placa giratoria
turquoise	0	0	0	0	0	0	0	0	0	0	turquesa
turret	0	0	0	0	0	0	0	0	0	0	torreta
turtleneck	0	0	0	0	0	0	0	0	0	0	suéter tipo con cuello de tortuga
tussle	1	0	0	0	0	0	0	0	0	0	pelea
tutelage	0	0	0	0	0	0	1	0	0	1	tutela
tutor	0	0	0	0	0	0	1	0	0	0	tutor
tweak	0	0	0	0	0	0	0	0	0	0	retocar
twelfth	0	0	0	0	0	0	0	0	0	0	duodécimo
twelve	0	0	0	0	0	0	0	0	0	0	doce
twentieth	0	0	0	0	0	0	0	0	0	0	vigésimo
twenty	0	0	0	0	0	0	0	0	0	0	veinte
twig	0	0	0	0	0	0	0	0	0	0	ramita
twilight	0	0	0	0	0	0	0	0	0	0	crepúsculo
twill	0	0	0	0	0	0	0	0	0	0	tela asargada
twin	0	0	0	0	0	0	1	0	0	0	mellizo
twine	0	0	0	0	0	0	0	0	0	0	enroscarse
twinkle	0	1	0	0	1	0	1	0	0	0	centelleo
twins	0	0	0	0	0	0	0	0	0	0	mellizos
twist	0	0	0	0	0	0	0	0	0	0	giro
twisted	0	0	0	0	0	0	0	0	0	0	retorcido
twitch	0	0	0	0	0	1	0	0	0	0	contracción nerviosa
twofold	0	0	0	0	0	0	0	0	0	0	doble
tycoon	0	0	0	0	0	0	0	0	0	0	magnate
type	0	0	0	0	0	0	0	0	0	0	escribe
typewriter	0	0	0	0	0	0	0	0	0	0	máquina de escribir
typhoon	0	0	0	1	0	1	0	0	0	0	tifón
typically	0	0	0	0	0	0	0	0	0	0	típicamente
typist	0	0	0	0	0	0	0	0	0	0	mecanógrafo
typography	0	0	0	0	0	0	0	0	0	0	tipografía
tyrannical	1	0	1	1	0	1	0	0	0	0	tiránico
tyranny	0	0	0	1	0	1	0	1	0	0	tiranía
tyrant	1	0	1	1	0	1	0	1	0	0	tirano
tyre	0	0	0	0	0	0	0	0	0	0	neumático
ubiquitous	0	0	0	0	0	0	0	0	0	0	ubicuo
ubiquity	0	0	0	0	0	0	0	0	0	0	ubicuidad
ugliness	0	0	1	1	0	1	0	1	0	0	fealdad
ugly	0	0	1	0	0	1	0	0	0	0	feo
ulcer	1	0	1	1	0	1	0	1	0	0	úlcera
ulterior	0	0	0	0	0	1	0	0	0	0	ulterior
ultimate	0	1	0	0	0	0	0	1	0	0	último
ultimately	0	1	0	0	0	0	1	0	0	0	por último
ultimatum	1	0	0	1	0	1	0	0	0	0	ultimátum
ultimo	0	0	0	0	0	0	0	0	0	0	del mes pasado
ultraviolet	0	0	0	0	0	0	0	0	0	0	ultravioleta
umbilical	0	0	0	0	0	0	0	0	0	0	umbilical
umbra	0	0	0	0	0	0	0	0	0	0	umbría
umbrella	0	0	0	0	0	0	0	0	0	0	sombrilla
umpire	0	0	0	0	0	0	1	0	0	1	árbitro
unabashed	0	0	0	0	0	0	0	0	0	0	desvergonzado
unabated	0	0	0	0	0	0	0	0	0	0	sin disminución
unable	0	0	0	0	0	1	0	1	0	0	incapaz
unacceptable	0	0	0	0	0	1	0	1	0	0	inaceptable
unaccompanied	0	0	0	0	0	0	0	0	0	0	no acompañado
unaccountable	0	1	1	0	0	1	0	1	0	1	inexplicable
unacknowledged	0	0	0	0	0	0	0	1	0	0	no reconocido
unadulterated	0	0	0	0	0	0	0	0	0	0	puro
unaided	0	0	0	0	0	0	0	0	0	0	sin ayuda
unaltered	0	0	0	0	0	0	0	0	0	0	inalterado
unambiguous	0	0	0	0	0	0	0	0	0	0	inequívoco
unanimity	0	0	0	0	0	0	1	0	0	0	unanimidad
unanimous	0	0	0	0	0	0	1	0	0	0	unánime
unanimously	0	0	0	0	0	0	0	0	0	0	por unanimidad
unanticipated	0	0	0	0	0	0	0	0	1	0	inesperado
unapproved	0	0	0	0	0	1	0	0	0	0	no aprobado
unarmed	0	0	0	0	0	0	0	0	0	0	desarmado
unassisted	0	0	0	0	0	0	0	0	0	0	sin ayuda
unassuming	0	0	0	0	0	0	1	0	0	0	modesto
unattached	0	0	0	0	0	1	0	0	0	0	Sin adjuntar
unattainable	1	0	0	0	0	1	0	1	0	0	inalcanzable
unattended	0	0	0	0	0	0	0	0	0	0	desesperado
unattractive	0	0	1	0	0	1	0	1	0	0	no atractivo
unauthorized	0	0	0	0	0	1	0	0	0	0	no autorizado
unavoidable	0	0	0	0	0	1	0	0	0	0	inevitable
unaware	0	0	0	0	0	1	0	0	0	0	inconsciente
unbalanced	0	0	0	0	0	0	0	0	0	0	desequilibrado
unbearable	0	0	1	0	0	1	0	1	0	0	inaguantable
unbeaten	0	1	0	0	1	1	1	1	1	0	invicto
unbelief	0	0	0	0	0	1	0	0	0	0	incredulidad
unbelievable	0	0	0	0	0	1	0	0	0	0	increíble
unbiased	0	0	0	0	0	0	1	0	0	0	imparcial
unborn	0	0	0	0	0	1	0	0	0	0	no nacido
unbound	0	0	0	0	0	0	0	0	0	0	sin consolidar
unbounded	0	0	0	0	0	0	0	0	0	0	ilimitado
unbreakable	0	0	0	0	0	0	1	0	0	0	irrompible
unbridled	1	1	0	1	0	1	1	0	1	0	desenfrenado
unbroken	0	0	0	0	0	0	1	0	0	1	intacto
uncanny	0	0	0	1	0	1	0	0	1	0	misterioso
uncaring	1	0	1	0	0	1	0	1	0	0	indiferente
uncertain	1	0	1	1	0	1	0	0	1	0	incierto
uncertainty	0	0	0	0	0	0	0	0	0	0	incertidumbre
unchallenged	0	0	0	0	0	0	0	0	0	0	indiscutible
unchangeable	0	0	0	0	0	1	0	0	0	0	inmutable
unchanged	0	0	0	0	0	0	0	0	0	0	sin alterar
unclaimed	0	0	0	0	0	0	0	0	0	0	no reclamado
uncle	0	0	0	0	0	0	0	0	0	0	tío
unclean	0	0	1	0	0	1	0	0	0	0	inmundo
uncomfortable	0	0	0	0	0	1	0	0	0	0	incómodo
uncommon	0	0	0	0	0	0	0	0	0	0	poco común
uncommonly	0	0	0	0	0	0	0	0	0	0	extraordinariamente
uncompromising	0	0	0	0	0	0	0	0	0	0	intransigente
unconcerned	0	0	0	0	0	0	0	0	0	0	despreocupado
unconfirmed	0	0	0	0	0	0	0	0	0	0	inconfirmado
unconnected	0	0	0	0	0	0	0	0	0	0	desconectado
unconscionable	0	0	1	0	0	1	0	0	0	0	excesivo
unconscious	0	0	0	0	0	1	0	0	0	0	inconsciente
unconsciousness	0	0	0	0	0	0	0	0	0	0	inconsciencia
unconstitutional	0	0	0	0	0	1	0	0	0	0	inconstitucional
unconstrained	0	0	0	0	1	0	1	0	0	0	sin restricciones
uncontested	0	0	0	0	0	0	0	0	0	0	incontestado
uncontrollable	1	1	0	0	0	1	0	0	1	0	incontrolable
uncontrolled	0	0	0	0	0	1	0	0	0	0	sin control
unconventional	0	0	0	0	0	0	0	0	0	0	poco convencional
unconvinced	0	0	0	0	0	0	0	0	0	0	poco convencido
uncooked	0	0	0	0	0	0	0	0	0	0	crudo
uncorrelated	0	0	0	0	0	0	0	0	0	0	no correlacionado
uncover	0	0	0	0	0	0	0	0	1	0	descubrir
uncritical	0	0	0	0	0	0	0	0	0	0	no crítico
uncut	0	0	0	0	0	0	0	0	0	0	sin cortar
undecided	0	1	0	1	0	1	0	0	0	0	indeciso
undefined	0	0	0	0	0	0	0	0	0	0	indefinido
undeniable	0	0	0	0	0	0	0	0	0	0	innegable
undercover	0	0	0	0	0	0	0	0	0	0	clandestino
undercurrent	0	0	0	0	0	0	0	0	0	0	tendencia subyacente
underestimate	0	0	0	0	0	0	0	0	1	0	subestimar
undergo	0	0	0	0	0	0	0	0	0	0	someterse
undergraduate	0	0	0	0	0	0	0	0	0	0	de licenciatura
underground	0	0	0	0	0	0	0	0	0	0	bajo tierra
underlie	0	0	0	0	0	0	0	0	0	0	estar debajo de
underline	0	0	0	0	0	0	1	0	0	0	subrayar
undermined	0	0	0	0	0	1	0	0	0	0	socavado
underneath	0	0	0	0	0	0	0	0	0	0	debajo
underpaid	1	0	0	0	0	1	0	1	0	0	poco pagado
underpants	0	0	0	0	0	0	0	0	0	0	calzoncillos
underscore	0	0	0	0	0	0	0	0	0	0	guion bajo
undersized	0	0	0	0	0	1	0	0	0	0	sietemesino
understanding	0	0	0	0	0	0	1	0	0	1	comprensión
understood	0	0	0	0	0	0	0	0	0	0	comprendido
undertake	0	0	0	0	0	0	0	0	0	0	emprender
undertaker	0	0	0	0	0	0	0	1	0	0	enterrador
undertaking	0	1	0	0	0	0	0	0	0	0	empresa
underwood	0	0	0	0	0	0	0	0	0	0	sotobosque
underwrite	0	0	0	0	0	0	1	0	0	1	suscribir
underwriter	0	0	0	0	0	0	0	0	0	0	asegurador
undeserved	0	0	0	0	0	0	0	0	0	0	inmerecido
undesirable	1	0	1	1	0	1	0	1	0	0	indeseable
undesired	0	0	0	0	0	1	0	1	0	0	no deseado
undeveloped	0	0	0	0	0	0	0	0	0	0	subdesarrollado
undirected	0	0	0	0	0	0	0	0	0	0	no dirigido
undisclosed	0	1	0	0	0	0	0	0	0	0	no revelado
undiscovered	0	0	0	0	0	0	0	0	1	0	sin descubrir
undisputed	0	0	0	0	0	0	0	0	0	0	indiscutible
undisturbed	0	0	0	0	0	0	0	0	0	0	imperturbable
undivided	0	0	0	0	0	0	1	0	0	0	indiviso
undo	0	0	0	0	0	1	0	0	0	0	deshacer
undoing	0	0	0	0	0	0	0	0	0	0	ruina
undoubted	0	1	1	0	0	0	0	0	0	0	sin alguna duda
undress	0	0	0	0	0	0	0	0	0	0	desnudo
undressed	0	0	0	0	0	0	0	0	0	0	sin curtir
undue	0	0	0	0	0	0	0	0	0	0	indebido
undying	0	1	0	0	1	0	1	1	0	1	eterno
unearned	0	0	0	0	0	0	0	0	0	0	no ganado
unearth	0	0	0	0	0	0	0	0	0	0	desenterrar
uneasiness	0	1	0	0	0	1	0	1	0	0	inquietud
uneasy	0	0	1	1	0	1	0	0	0	0	difícil
uneducated	0	0	0	0	0	1	0	1	0	0	deseducado
unemployed	0	0	0	1	0	1	0	1	0	0	desempleados
unencumbered	0	0	0	0	0	0	0	0	0	0	sin trabas
unending	0	0	0	0	0	0	0	0	0	0	interminable
unequal	1	0	1	1	0	1	0	1	0	0	desigual
unequalled	0	0	0	0	0	0	0	0	0	0	inigualable
unequivocal	0	0	0	0	0	0	0	0	0	1	inequívoco
unequivocally	0	0	0	0	0	0	1	0	0	0	inequívocamente
uneven	0	0	0	0	0	1	0	0	0	0	desigual
uneventful	0	0	0	0	0	0	0	0	0	0	sin acontecimientos notables
unexpected	0	1	0	1	1	1	1	0	1	0	inesperado
