English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Hausa Word
seniority	0	0	0	0	0	0	1	0	0	1	babba
sensation	0	0	0	0	0	0	0	0	0	0	abin mamaki
sensational	0	0	0	0	1	0	1	0	0	0	m
sense	0	0	0	0	0	0	1	0	0	0	hankali
senseless	1	0	1	1	0	1	0	1	1	0	rashin hankali
senses	0	0	0	0	0	0	0	0	0	0	hankali
sensibility	0	0	0	0	0	0	1	0	0	0	hankali
sensibly	0	0	0	0	0	0	1	0	0	0	a hankali
sensitive	0	0	0	0	0	0	0	0	0	0	m
sensory	0	0	0	0	0	0	0	0	0	0	hankali
sensual	0	1	0	0	1	1	1	0	1	1	na sha'awa
sensuality	0	1	0	0	1	0	1	0	0	0	son zuciya
sensuous	0	0	0	0	1	0	1	0	0	0	m
sentence	1	1	1	1	0	1	0	1	0	0	magana
sentient	0	0	0	0	0	0	0	0	0	0	m
sentiment	0	0	0	0	0	0	0	0	0	0	jin dadi
sentimental	0	0	0	0	0	0	1	0	0	0	m
sentimentality	0	0	0	0	0	0	1	0	0	0	jin dadi
sentinel	0	0	0	0	0	0	1	0	0	1	sentinel
sentry	0	0	0	0	0	0	0	0	0	1	jami'in tsaro
separable	0	0	0	0	0	0	0	0	0	0	m
separate	0	0	0	0	0	0	0	0	0	0	ware
separately	0	0	0	0	0	0	0	0	0	0	daban
separation	0	0	0	0	0	0	0	0	0	0	rabuwa
separatist	1	0	1	0	0	1	0	0	0	0	'yan aware
sepia	0	0	0	0	0	0	0	0	0	0	sepia
sepsis	0	0	0	1	0	1	0	1	0	0	sepsis
sept	0	0	0	0	0	0	0	0	0	0	Satumba
septic	0	0	1	0	0	1	0	0	0	0	najasa
septum	0	0	0	0	0	0	0	0	0	0	septum
sequel	0	1	0	0	0	0	0	0	0	0	mabiyi
sequence	0	0	0	0	0	0	0	0	0	0	jeri
sequent	0	0	0	0	0	0	0	0	0	0	bi da bi
sequestered	0	0	0	0	0	0	0	0	0	0	sequestered
sequestration	0	0	0	0	0	1	0	1	0	0	sequestration
serene	0	0	0	0	0	1	0	0	0	1	nutsuwa
serenity	0	1	0	0	1	0	1	0	0	1	nutsuwa
sergeant	0	0	0	0	0	0	0	0	0	0	sajan
serial	0	1	0	0	0	0	0	0	0	0	serial
series	0	0	0	0	0	0	0	0	0	1	jerin
serif	0	0	0	0	0	0	0	0	0	0	serif
seriousness	0	0	0	1	0	0	0	1	0	0	tsanani
sermon	0	0	0	0	0	0	1	0	0	1	huduba
serpent	0	0	1	1	0	1	0	0	0	0	maciji
serpentine	0	0	0	0	0	0	0	0	0	0	maciji
serrated	0	0	0	0	0	0	0	0	0	0	serrated
serum	0	0	0	0	0	0	1	0	0	0	magani
servant	0	0	0	0	0	1	0	0	0	1	bawa
serve	0	0	0	0	0	1	0	0	0	1	bauta
service	0	0	0	0	0	0	0	0	0	0	hidima
serviceable	0	0	0	0	0	0	0	0	0	0	mai hidima
servile	0	0	1	1	0	1	0	1	0	0	mai hidima
servitude	0	0	0	0	0	1	0	0	0	0	bauta
sess	0	0	0	0	0	0	0	0	0	0	ses
session	0	0	0	0	0	0	0	0	0	0	zaman
sessions	0	0	0	0	0	0	0	0	0	0	zaman
set	0	0	0	0	0	0	0	0	0	0	saita
setback	0	0	0	0	0	1	0	1	0	0	koma baya
sett	0	0	0	0	0	0	0	0	0	0	saitin
setter	0	0	0	0	0	0	0	0	0	0	mai saita
settle	0	0	0	0	0	0	0	0	0	0	daidaita
settled	0	0	0	0	0	0	0	0	0	0	zauna
settler	0	0	0	0	0	0	0	0	0	0	mazauni
settlor	0	0	0	1	0	0	1	0	0	0	mazauni
seventh	0	0	0	0	0	0	0	0	0	0	na bakwai
seventy	0	0	0	0	0	0	0	0	0	0	saba'in
sever	0	0	0	0	0	1	0	0	0	0	sever
severable	0	0	0	0	0	0	0	0	0	0	m
severally	0	0	0	0	0	0	0	0	0	0	da yawa
severance	0	0	0	0	0	0	0	1	0	0	rabuwa
severely	0	0	0	0	0	0	0	0	0	0	mai tsanani
severity	0	0	0	0	0	0	0	0	0	0	tsanani
sew	0	0	0	0	0	0	0	0	0	0	dinka
sewage	0	0	1	0	0	1	0	0	0	0	najasa
sewer	0	0	1	0	0	0	0	0	0	0	magudanar ruwa
sewerage	0	0	1	0	0	1	0	0	0	0	magudanar ruwa
sex	0	1	0	0	1	0	1	0	0	1	jima'i
sexuality	0	0	0	0	0	0	0	0	0	0	jima'i
sexy	0	0	0	0	0	0	0	0	0	0	m
shabby	0	0	1	0	0	1	0	0	0	0	shabby
shack	0	0	1	0	0	1	0	1	0	0	shake
shackle	1	1	1	1	0	1	0	1	0	0	dauri
shade	0	0	0	0	0	0	0	0	0	0	inuwa
shades	0	0	0	0	0	0	0	0	0	0	inuwa
shading	0	0	0	0	0	0	0	0	0	0	shading
shadow	0	0	0	0	0	0	0	0	0	0	inuwa
shadowy	0	0	0	0	0	0	0	0	0	0	inuwa
shady	0	0	0	1	0	1	0	0	0	0	inuwa
shaft	0	0	0	0	0	0	0	0	0	0	shaft
shag	0	0	0	0	0	0	0	0	0	0	shago
shaggy	0	0	0	0	0	0	0	0	0	0	shaggy
shake	0	0	0	0	0	0	0	0	0	0	girgiza
shaken	0	0	0	0	0	0	0	0	0	0	girgiza
shaking	0	0	0	1	0	1	0	0	0	0	girgiza
shaky	1	1	0	1	0	1	0	0	0	0	girgiza
sham	1	0	1	0	0	1	0	0	0	0	sham
shaman	0	0	0	0	0	0	0	0	0	0	shaman
shambles	0	0	0	0	0	1	0	0	0	0	girgiza
shame	0	0	1	1	0	1	0	1	0	0	kunya
shameful	0	0	0	0	0	1	0	1	0	0	abin kunya
shameless	0	0	1	0	0	1	0	0	0	0	mara kunya
shanghai	0	0	1	1	0	1	0	0	0	0	shanghai
shank	0	0	0	1	0	0	0	0	0	0	shank
shanty	0	0	0	0	0	0	0	0	0	0	shanty
shape	0	0	0	0	0	0	1	0	0	0	siffa
shapely	0	0	0	0	0	0	1	0	0	0	siffa
share	0	1	0	0	1	0	1	0	0	1	raba
shareholder	0	0	0	0	0	0	0	0	0	0	mai hannun jari
shark	0	0	0	0	0	1	0	0	0	0	shark
sharpen	1	1	0	0	0	0	0	0	0	0	kaifafa
sharpened	0	0	0	0	0	0	0	0	0	0	kaifi
sharpener	0	0	0	0	0	0	0	0	0	0	mai kaifi
sharpness	0	0	0	0	0	0	0	0	0	0	kaifi
shatter	1	0	0	1	0	1	0	1	1	0	farfasa
shattered	0	0	0	0	0	1	0	1	0	0	karye
shave	0	0	0	0	0	0	0	0	0	0	aski
shaving	0	0	0	0	0	0	0	0	0	0	aski
shawl	0	0	0	0	0	0	0	0	0	0	shawl
sheaf	0	0	0	0	0	0	0	0	0	0	sheaf
shear	0	0	0	0	0	0	0	0	0	0	karfi
shears	0	0	0	0	0	0	0	0	0	0	shears
sheath	0	0	0	0	0	0	0	0	0	0	kumfa
sheathing	0	0	0	0	0	0	0	0	0	0	sheathing
shed	0	0	0	0	0	1	0	0	0	0	zubar
sheen	0	0	0	0	0	0	0	0	0	0	sheen
sheep	0	0	0	0	0	0	0	0	0	0	tumaki
sheer	0	0	0	0	0	0	0	0	0	0	shedar
sheet	0	0	0	0	0	0	0	0	0	0	takarda
shelf	0	0	0	0	0	0	0	0	0	0	shiryayye
shell	1	0	0	1	0	1	0	1	1	0	harsashi
shellfish	0	0	0	0	0	0	0	0	0	0	kifi kifi
shelter	0	0	0	0	0	0	1	0	0	1	tsari
shelved	0	0	0	0	0	1	0	0	0	0	shiryayye
shepherd	0	0	0	0	0	0	1	0	0	1	makiyayi
sheriff	0	0	0	0	0	0	0	0	0	1	sheriff
sherry	0	0	0	0	0	0	0	0	0	0	sherry
shield	0	0	0	0	0	0	0	0	0	0	garkuwa
shift	0	0	0	0	0	0	0	0	0	0	motsi
shifting	0	0	0	0	0	0	0	0	0	0	motsi
shilling	0	0	0	0	0	0	0	0	0	0	shilling
shimmer	0	0	0	0	0	0	0	0	0	0	shirme
shin	0	0	0	0	0	0	0	0	0	0	shin
shine	0	0	0	0	0	0	1	0	0	0	haske
shingle	0	0	0	0	0	0	0	0	0	0	shingle
shining	0	1	0	0	1	0	1	0	0	0	haskakawa
shiny	0	0	0	0	0	0	0	0	0	0	mai sheki
ship	0	1	0	0	0	0	0	0	0	0	jirgi
shipment	0	0	0	0	0	0	0	0	0	0	kaya
shipping	0	0	0	0	0	0	0	0	0	0	jigilar kaya
shipwreck	0	0	0	1	0	1	0	1	0	0	rushewar jirgin
shire	0	0	0	0	0	0	0	0	0	0	shire
shirt	0	0	0	0	0	0	0	0	0	0	riga
shit	1	0	1	0	0	1	0	0	0	0	shirme
shiver	1	1	0	1	0	1	0	1	0	0	rawar jiki
shivering	0	0	0	0	0	0	0	0	0	0	rawar jiki
shoals	0	0	0	0	0	0	0	0	0	0	zage-zage
shock	1	0	0	1	0	1	0	0	1	0	gigice
shockingly	0	0	0	0	0	0	0	0	1	0	ban mamaki
shoddy	1	0	1	0	0	1	0	0	0	0	m
shoe	0	0	0	0	0	0	0	0	0	0	takalma
shoemaker	0	0	0	0	0	0	0	0	0	0	mai yin takalma
shoot	1	0	0	1	0	1	0	0	0	0	harba
shooter	0	0	0	1	0	0	0	0	0	0	mai harbi
shooting	1	0	0	1	0	1	0	0	0	0	harbi
shop	0	0	0	0	0	0	0	0	0	0	shago
shopkeeper	0	0	0	0	0	0	0	0	0	1	mai shago
shoplifting	1	0	1	0	0	1	0	0	0	0	satar kaya
shopping	0	1	0	0	1	0	1	0	1	1	cin kasuwa
shore	0	0	0	0	0	0	0	0	0	0	gabar ruwa
shorn	0	0	0	0	0	0	0	0	0	0	yanke
short	0	0	0	0	0	0	0	0	0	0	gajere
shortage	1	0	0	1	0	1	0	1	0	0	karanci
shortcoming	0	0	0	0	0	1	0	0	0	0	gazawa
shorten	0	0	0	0	0	0	0	0	0	0	gajarta
shortening	0	0	0	0	0	0	0	0	0	0	ragewa
shorthand	0	0	0	0	0	0	0	0	0	0	gajeren hannu
shortly	0	1	0	0	0	0	0	0	0	0	ba da jimawa ba
shortness	0	0	0	0	0	0	0	0	0	0	gajere
shorts	0	0	0	0	0	0	0	0	0	0	gajeren wando
shot	1	0	0	1	0	1	0	1	1	0	harbi
shotgun	0	0	0	0	0	0	0	0	0	0	bindiga
shoulder	0	0	0	0	0	0	1	0	0	1	kafada
shout	1	0	0	0	0	0	0	0	1	0	ihu
shove	1	0	0	0	0	1	0	0	0	0	tura
shovel	0	0	0	0	0	0	0	0	0	0	shebur
shoveling	0	0	0	0	0	0	0	0	0	0	shebur
show	0	0	0	0	0	0	0	0	0	1	nuna
shower	0	0	0	0	0	0	0	0	0	0	shawa
showing	0	0	0	0	0	0	0	0	0	0	nunawa
showy	0	0	0	0	0	1	0	0	0	0	nuni
shrapnel	0	0	0	1	0	0	0	0	0	0	shrapnel
shred	0	0	0	0	0	0	0	0	0	0	shred
shrewd	0	0	0	0	0	0	1	0	0	0	wayo
shriek	1	0	0	1	0	1	0	1	1	0	ihu
shrill	1	0	0	1	0	1	0	0	1	0	girgiza
shrimp	0	0	0	0	0	0	0	0	0	0	shrimp
shrine	0	0	0	0	0	0	0	0	0	0	gidan ibada
shrink	0	0	0	1	0	1	0	1	0	0	raguwa
shrinking	0	0	0	0	0	0	0	0	0	0	raguwa
shroud	0	0	0	0	0	0	0	1	0	0	mayafi
shrub	0	0	0	0	0	0	0	0	0	0	shrub
shrubbery	0	0	0	0	0	0	0	0	0	0	shrubbery
shrug	0	0	0	0	0	0	0	0	0	0	shuru
shrunk	0	0	0	0	0	1	0	0	0	0	runtse
shudder	0	0	0	1	0	1	0	0	0	0	rawar jiki
shuffle	0	0	0	0	0	0	0	0	0	0	shuɗe
shuffling	0	0	0	0	0	0	0	0	0	0	shuffling
shun	1	0	1	0	0	1	0	1	0	0	guje
shunt	0	0	0	0	0	0	0	0	0	0	shunt
shut	0	0	0	0	0	0	0	0	0	0	rufe
shutter	0	0	0	0	0	0	0	0	0	0	rufe
shuttle	0	0	0	0	0	0	0	0	0	0	jirgin ruwa
sib	0	0	0	0	0	0	0	0	0	1	sib
sic	0	0	0	0	0	0	0	0	0	0	haka
sick	0	0	1	0	0	1	0	1	0	0	mara lafiya
sickening	1	0	1	1	0	1	0	1	0	0	rashin lafiya
sickle	0	0	0	0	0	0	0	0	0	0	sikila
sickly	0	0	1	0	0	1	0	1	0	0	mara lafiya
sickness	0	0	1	1	0	1	0	1	0	0	rashin lafiya
side	0	0	0	0	0	0	0	0	0	0	gefe
sideboard	0	0	0	0	0	0	0	0	0	0	allon gefe
sidestep	0	0	0	0	0	0	0	0	0	0	gefe
sideways	0	0	0	0	0	0	0	0	0	0	a gefe
siege	0	0	0	0	0	0	0	0	0	0	kewaye
siesta	0	0	0	0	0	0	0	0	0	0	sista
sieve	0	0	0	0	0	0	0	0	0	0	sieve
sifting	0	0	0	0	0	0	0	0	0	0	tacewa
sigh	0	0	0	0	0	0	0	0	0	0	huci
sight	0	0	0	0	0	0	0	0	0	0	gani
sign	0	0	0	0	0	0	0	0	0	0	alamar
signal	0	0	0	0	0	0	0	0	0	0	sigina
signature	0	0	0	0	0	0	0	0	0	1	sa hannu
significance	0	0	0	0	0	0	0	0	0	0	mahimmanci
significant	0	0	0	0	0	0	0	0	0	0	muhimmanci
signification	0	0	0	0	0	0	0	0	0	0	alama
signify	0	1	0	0	0	0	0	0	0	0	nuna
signpost	0	0	0	0	0	0	0	0	0	0	alamar alama
silent	0	0	0	0	0	0	0	0	0	0	shiru
silently	0	0	0	0	0	0	0	0	0	0	shiru
silhouette	0	0	0	0	0	0	0	0	0	0	silhouette
silk	0	0	0	0	0	0	1	0	0	0	siliki
silken	0	0	0	0	0	0	0	0	0	0	siliki
silky	0	0	0	0	0	0	0	0	0	0	siliki
sill	0	0	0	0	0	0	0	0	0	0	sill
silliness	0	0	0	0	0	0	0	0	0	0	wauta
silly	0	0	0	0	1	1	0	0	0	0	wauta
silt	0	0	0	0	0	0	0	0	0	0	zurfafa
silver	0	0	0	0	0	0	0	0	0	0	azurfa
silvery	0	0	0	0	0	0	0	0	0	0	azurfa
similar	0	0	0	0	0	0	0	0	0	0	kama
similarity	0	0	0	0	0	0	0	0	0	0	kamanceceniya
simile	0	0	0	0	0	0	0	0	0	0	kamanni
simmer	1	1	0	0	0	0	0	0	0	0	suturta
simmering	0	1	0	0	0	0	0	0	0	0	tsutsa
simple	0	0	0	0	0	0	0	0	0	0	sauki
simples	0	0	0	0	0	0	0	0	0	0	masu sauki
simplify	0	1	0	0	1	0	1	0	1	1	sauƙaƙa
simply	0	0	0	0	0	0	0	0	0	0	a sauƙaƙe
simulate	0	0	0	0	0	0	0	0	0	0	kwaikwayi
simulated	0	0	0	0	0	0	0	0	0	0	simulated
simulating	0	0	0	0	0	0	0	0	0	0	kwaikwayo
simulation	0	0	0	0	0	0	0	0	0	0	kwaikwayo
simultaneous	0	0	0	0	0	0	0	0	0	0	lokaci guda
simultaneously	0	0	0	0	0	0	0	0	0	0	lokaci guda
sin	1	0	1	1	0	1	0	1	0	0	zunubi
sincere	0	0	0	0	0	0	1	0	0	1	na gaskiya
sincerity	0	0	0	0	0	0	1	0	0	0	gaskiya
sinful	1	0	1	1	0	1	0	1	0	0	mai zunubi
sing	0	1	0	0	1	0	1	1	0	1	raira waƙa
singer	0	0	0	0	0	0	0	0	0	0	mawaki
single	0	0	0	0	0	0	0	0	0	0	guda ɗaya
singly	0	0	0	0	0	0	1	0	0	0	guda ɗaya
singular	0	0	0	0	0	0	0	0	0	0	guda ɗaya
singularity	0	0	0	0	0	0	0	0	0	0	kadaitaka
singularly	0	0	0	0	0	0	0	0	1	0	guda ɗaya
sinister	1	0	1	1	0	1	0	0	0	0	m
sink	0	0	0	0	0	0	0	0	0	0	nutse
sinner	1	0	1	1	0	1	0	1	0	0	mai zunubi
sinning	0	0	1	0	0	1	0	0	0	0	zunubi
sinus	0	0	0	0	0	0	0	0	0	0	sinus
sip	0	0	0	0	0	0	0	0	0	0	sip
siphon	0	0	0	0	0	0	0	0	0	0	siphon
sir	0	0	0	0	0	0	1	0	0	1	yallabai
sire	0	0	0	0	0	0	0	0	0	0	sir
siren	0	0	0	1	0	1	0	0	0	0	sirin
sissy	0	0	0	0	0	1	0	0	0	0	sissy
sister	0	0	0	0	0	0	0	0	0	0	'yar'uwa
sisterhood	1	0	0	0	0	0	1	1	1	1	'yar'uwarta
site	0	0	0	0	0	0	0	0	0	0	site
sith	0	0	0	0	0	0	0	0	0	0	sit
sitting	0	0	0	0	0	0	0	0	0	0	zaune
situate	0	0	0	0	0	0	0	0	0	0	wuri
situated	0	0	0	0	0	0	0	0	0	0	wuri
situation	0	0	0	0	0	0	0	0	0	0	halin da ake ciki
sixth	0	0	0	0	0	0	0	0	0	0	na shida
sixty	0	0	0	0	0	0	0	0	0	0	sittin
size	0	0	0	0	0	0	0	0	0	0	girman
sizzle	1	0	0	0	0	0	0	0	0	0	sizzuri
skate	0	0	0	0	0	0	0	0	0	0	skate
skating	0	0	0	0	0	0	0	0	0	0	wasan kankara
skein	0	0	0	0	0	0	0	0	0	0	skein
skeleton	0	0	0	0	0	0	0	0	0	0	kwarangwal
skeptic	0	0	0	0	0	0	0	0	0	0	mai shakka
skeptical	0	0	0	0	0	1	0	0	0	0	mai shakka
skepticism	0	0	0	0	0	0	0	0	0	0	shakku
sketch	0	0	0	0	0	0	0	0	0	0	zane
sketchy	0	0	0	0	0	1	0	0	0	0	zane
skewed	1	1	0	0	0	1	0	0	0	0	karkace
skewer	0	0	0	0	0	0	0	0	0	0	skewer
ski	0	0	0	0	0	0	0	0	0	0	ski
skid	1	0	0	1	0	1	0	1	0	0	skid
skiff	0	0	0	0	0	0	0	0	0	0	skiff
skill	0	0	0	0	0	0	0	0	0	0	gwaninta
skilled	0	0	0	0	0	0	1	0	0	0	gwaninta
skillet	0	0	0	0	0	0	0	0	0	0	kwanon rufi
skillful	0	0	0	0	0	0	1	0	0	1	gwaninta
skim	0	0	0	0	0	0	0	0	0	0	skim
skin	0	0	0	0	0	0	0	0	0	0	fata
skinny	0	0	0	0	0	0	0	0	0	0	na fata
skip	0	0	0	0	0	1	0	0	0	0	tsallake
skipper	0	0	0	0	0	0	0	0	0	0	shugaba
skirmish	1	0	0	0	0	1	0	0	0	0	fada
skirt	0	0	0	0	0	0	0	0	0	0	siket
skirting	0	0	0	0	0	0	0	0	0	0	sutura
skirts	0	0	0	0	0	0	0	0	0	0	siket
skit	0	0	0	0	0	0	0	0	0	0	tsit
skull	0	0	0	0	0	0	0	0	0	0	kwanyar kai
skunk	0	0	0	0	0	0	0	0	0	0	skunk
sky	0	0	0	0	0	0	1	0	0	0	sama
skyscraper	0	0	0	0	0	0	0	0	0	0	babban gini
slab	0	0	0	0	0	0	0	0	0	0	slab
slack	0	0	0	0	0	1	0	0	0	0	kasala
slag	0	0	0	0	0	1	0	0	0	0	slag
slam	1	0	0	1	0	1	0	0	1	0	slam
slander	1	0	1	0	0	1	0	0	0	0	batanci
slanderous	0	0	0	0	0	1	0	0	0	0	batanci
slang	0	0	0	0	0	0	0	0	0	0	zare
slant	0	0	0	0	0	0	0	0	0	0	santsi
slap	1	0	0	0	0	1	0	0	1	0	mari
slash	1	0	0	0	0	0	0	0	0	0	yanke
slashes	0	0	0	0	0	0	0	0	0	0	tsinke
slate	0	0	0	0	0	0	1	0	0	0	slate
slates	0	0	0	0	0	0	0	0	0	0	slates
slaughter	1	0	1	1	0	1	0	1	1	0	yanka
slaughterhouse	1	0	1	1	0	1	0	1	0	0	gidan yanka
slaughtering	1	0	1	1	0	1	0	1	1	0	yanka
slave	1	0	0	1	0	1	0	1	0	0	bawa
slavery	1	0	1	1	0	1	0	1	0	0	bauta
slay	1	0	0	0	0	1	0	0	0	0	kashe
slayer	1	0	1	1	0	1	0	1	1	0	kisa
sledge	0	0	0	0	0	0	0	0	0	0	sledge
sleek	0	0	0	0	0	0	1	0	0	0	sumul
sleep	0	0	0	0	0	0	0	0	0	0	barci
sleeper	0	0	0	0	0	0	0	0	0	0	mai barci
sleeping	0	0	0	0	0	0	0	0	0	0	barci
sleeplessness	0	0	0	0	0	0	0	0	0	0	rashin barci
sleepy	0	0	0	0	0	0	0	0	0	0	barci
sleet	0	0	0	0	0	1	0	0	0	0	sleet
sleeve	0	0	0	0	0	0	0	0	0	0	hannun riga
sleeveless	0	0	0	0	0	0	0	0	0	0	mara hannu
sleigh	0	0	0	0	0	0	0	0	0	0	sleigh
sleight	0	0	0	0	0	0	0	0	0	0	sleight
slender	0	0	0	0	0	0	1	0	0	0	siririya
sleuth	0	0	0	0	0	0	0	0	0	0	sleuth
slice	0	0	0	0	0	0	0	0	0	0	yanki
slick	0	0	0	0	0	0	0	0	0	0	slick
slide	0	0	0	0	0	0	0	0	0	0	zamewa
sliding	0	0	0	0	0	0	0	0	0	0	zamiya
slight	0	0	0	0	0	0	0	0	0	0	kadan
slightly	0	0	0	0	0	0	0	0	0	0	dan kadan
slim	0	0	0	0	0	0	1	0	0	0	siriri
slime	0	0	1	0	0	0	0	0	0	0	slime
slimy	0	0	1	0	0	1	0	0	0	0	siriri
sling	0	0	0	0	0	0	0	0	0	0	majajjawa
slink	0	0	0	0	0	1	0	0	0	0	slink
slip	0	0	0	0	0	1	0	0	1	0	zamewa
slipper	0	0	0	0	0	0	0	0	0	0	siliki
slippers	0	0	0	0	0	0	0	0	0	0	slippers
slit	0	0	0	0	0	0	0	0	0	0	tsaga
sliver	0	0	0	0	0	0	0	0	0	0	lebur
slogan	0	0	0	0	0	0	0	0	0	0	taken
sloop	0	0	0	0	0	0	0	0	0	0	zube
slop	0	0	1	0	0	1	0	0	0	0	gangara
slope	0	0	0	0	0	0	0	0	0	0	gangara
sloppy	0	0	1	0	0	1	0	0	0	0	m
slot	0	0	0	0	0	0	0	0	0	0	ramin
sloth	0	0	1	0	0	1	0	0	0	0	rashi
slouch	0	0	0	0	0	1	0	0	0	0	rudu
slough	0	0	0	0	0	1	0	0	0	0	lallashi
slow	0	0	0	0	0	0	0	0	0	0	a hankali
slowly	0	0	0	0	0	0	0	0	0	0	sannu a hankali
slowness	0	0	0	0	0	1	0	0	0	0	jinkirin
sludge	0	0	1	0	0	1	0	0	0	0	sludge
slug	0	0	1	0	0	1	0	0	0	0	slug
sluggish	0	0	0	0	0	1	0	1	0	0	sluggish
sluice	0	0	0	0	0	0	0	0	0	0	sulusi
slum	0	0	1	0	0	1	0	0	0	0	slum
slumber	0	0	0	0	0	0	0	0	0	0	barci
slump	0	0	0	0	0	1	0	1	0	0	rugujewa
slur	1	0	1	0	0	1	0	1	0	0	slur
slush	0	0	1	0	0	1	0	0	1	0	sulusi
slut	1	0	1	0	0	1	0	0	0	0	zalla
sly	1	0	1	1	0	1	0	0	0	0	wayo
smack	1	0	0	0	0	1	0	0	0	0	bugu
small	0	0	0	0	0	1	0	0	0	0	karami
smaller	0	0	0	0	0	0	0	0	0	0	karami
smallest	0	0	0	0	0	0	0	0	0	0	mafi ƙanƙanta
smash	1	0	0	1	0	1	0	0	0	0	fasa
smashed	0	0	0	0	0	1	0	0	0	0	fasa
smattering	0	0	0	0	0	1	0	0	0	0	tsinke
smear	0	0	0	0	0	0	0	0	0	0	shafa
smell	1	0	1	0	0	1	0	0	0	0	wari
smelling	0	0	1	0	0	1	0	0	0	0	wari
smelt	0	0	0	0	0	0	0	0	0	0	narke
smile	0	0	0	0	1	0	1	0	1	1	murmushi
smiling	0	0	0	0	1	0	1	0	0	0	murmushi
smirk	0	0	0	0	0	1	0	0	0	0	murmushi
smite	1	0	0	1	0	1	0	1	0	0	buge
smith	0	0	0	0	0	0	0	0	0	1	smith
smitten	0	0	0	0	0	0	1	0	0	0	duka
smoker	0	0	0	0	0	1	0	0	0	0	mai shan taba
smokey	0	0	0	0	0	0	0	0	0	0	shan taba
smoking	0	0	0	0	0	0	0	0	0	0	shan taba
smoky	0	0	0	0	0	0	0	0	0	0	hayaki
smoldering	0	0	0	0	0	0	0	0	0	0	hayaki
smoothly	0	0	0	0	0	0	0	0	0	0	a hankali
smoothness	0	0	0	0	0	0	1	0	0	0	santsi
smother	1	0	0	0	0	1	0	0	0	0	bugu
smudge	0	0	0	0	0	1	0	0	0	0	zagi
smug	0	0	0	0	0	1	0	0	0	0	smug
smuggle	0	0	0	1	0	1	0	0	0	0	fasa kwauri
smuggler	1	0	1	1	0	1	0	0	0	0	dan fasa kwauri
smuggling	0	0	0	0	0	1	0	0	0	0	fasa kwauri
smut	0	0	1	1	0	1	0	0	0	0	sumutu
snack	0	0	0	0	0	0	0	0	0	0	abun ciye-ciye
snacks	0	0	0	0	0	0	0	0	0	0	abun ciye-ciye
snag	0	0	0	0	0	1	0	0	1	0	snag
snags	0	0	0	0	0	1	0	0	0	0	snags
snail	0	0	0	0	0	0	0	0	0	0	katantanwa
snake	0	0	1	1	0	1	0	0	0	0	maciji
snap	0	0	0	0	0	0	0	0	0	0	karye
snapshot	0	0	0	0	0	0	0	0	0	0	hoto
snare	0	0	0	1	0	1	0	0	0	0	tarko
snarl	1	0	1	0	0	1	0	0	0	0	zage-zage
snarling	1	0	0	0	0	1	0	0	0	0	zage-zage
snatch	0	0	0	0	0	0	0	0	0	0	kwace
sneak	1	0	0	1	0	1	0	0	1	0	latsa
sneakers	0	0	0	0	0	0	0	0	0	0	sneakers
sneaking	0	1	0	1	0	1	0	0	0	1	latsawa
sneer	1	0	1	0	0	1	0	0	0	0	ba'a
sneeze	0	0	1	0	0	1	0	0	1	0	atishawa
sneezing	0	0	0	0	0	0	0	0	0	0	atishawa
snicker	0	0	0	0	0	0	1	0	0	0	snicker
snide	0	0	0	0	0	1	0	0	0	0	snide
sniff	0	0	0	0	0	0	0	0	0	0	hanci
snip	0	0	0	0	0	0	0	0	0	0	snip
snipe	0	0	0	0	0	0	0	0	0	0	snipe
snippet	0	0	0	0	0	0	0	0	0	0	snippet
snob	0	0	0	0	0	1	0	0	0	0	snob
snoopy	0	0	0	0	0	0	0	0	0	0	snoopy
snooze	0	0	0	0	0	0	0	0	0	0	shiru
snore	0	0	0	0	0	0	0	0	0	0	kururuwa
snort	0	0	0	0	0	0	0	1	0	0	kunci
snout	0	0	0	0	0	0	0	0	0	0	hanci
snow	0	0	0	0	0	0	0	0	0	0	dusar ƙanƙara
snowball	0	0	0	0	0	0	0	0	0	0	ƙwallon ƙanƙara
snowflake	0	0	0	0	0	0	0	0	0	0	dusar ƙanƙara
snowy	0	0	0	0	0	0	0	0	0	0	dusar ƙanƙara
snuff	0	0	0	0	0	0	0	0	0	0	hanci
soak	0	0	0	0	0	1	0	0	0	0	jika
soaking	0	0	0	0	0	0	0	0	0	0	jikewa
soap	0	0	0	0	0	0	0	0	0	0	sabulu
soapy	0	0	0	0	0	0	0	0	0	0	sabulu
soaring	0	0	0	0	0	0	0	0	0	0	tashin hankali
sob	0	0	0	0	0	1	0	1	0	0	sob
sobriety	0	0	0	0	0	0	1	0	0	1	hankali
soc	0	0	0	0	0	0	0	0	0	0	soc
soccer	0	0	0	0	0	0	0	0	0	0	ƙwallon ƙafa
sociable	0	0	0	0	0	0	1	0	0	0	m
social	0	0	0	0	0	0	0	0	0	0	zamantakewa
socialism	0	0	1	1	0	0	0	0	0	0	zamantakewa
socialist	1	0	1	1	0	1	0	1	0	0	gurguzu
society	0	0	0	0	0	0	0	0	0	0	al'umma
sock	0	0	0	0	0	0	0	0	0	0	safa
socket	0	0	0	0	0	0	0	0	0	0	soket
sod	0	0	0	0	0	0	0	0	0	0	sod
sofa	0	0	0	0	0	0	0	0	0	0	sofa
softening	0	0	0	0	0	0	0	0	0	0	taushi
