English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Kurdish-Kurmanji Word
smuggle	0	0	0	1	0	1	0	0	0	0	reşderbaskirin
smuggler	1	0	1	1	0	1	0	0	0	0	qaçaxçî
smuggling	0	0	0	0	0	1	0	0	0	0	qaçaxçîtî
smut	0	0	1	1	0	1	0	0	0	0	smut
snack	0	0	0	0	0	0	0	0	0	0	xûrekxane
snacks	0	0	0	0	0	0	0	0	0	0	snacks
snag	0	0	0	0	0	1	0	0	1	0	snag
snags	0	0	0	0	0	1	0	0	0	0	snags
snail	0	0	0	0	0	0	0	0	0	0	şeytanok
snake	0	0	1	1	0	1	0	0	0	0	mar
snap	0	0	0	0	0	0	0	0	0	0	snap
snapshot	0	0	0	0	0	0	0	0	0	0	snapshot
snare	0	0	0	1	0	1	0	0	0	0	xefik
snarl	1	0	1	0	0	1	0	0	0	0	snarl
snarling	1	0	0	0	0	1	0	0	0	0	qîrîn
snatch	0	0	0	0	0	0	0	0	0	0	rijandin
sneak	1	0	0	1	0	1	0	0	1	0	bixwarvekişîn
sneakers	0	0	0	0	0	0	0	0	0	0	sneakers
sneaking	0	1	0	1	0	1	0	0	0	1	bi dizî
sneer	1	0	1	0	0	1	0	0	0	0	kenîn
sneeze	0	0	1	0	0	1	0	0	1	0	pişkîn
sneezing	0	0	0	0	0	0	0	0	0	0	pişikandin
snicker	0	0	0	0	0	0	1	0	0	0	snicker
snide	0	0	0	0	0	1	0	0	0	0	snide
sniff	0	0	0	0	0	0	0	0	0	0	bêhnkirin
snip	0	0	0	0	0	0	0	0	0	0	snip
snipe	0	0	0	0	0	0	0	0	0	0	snipe
snippet	0	0	0	0	0	0	0	0	0	0	snippet
snob	0	0	0	0	0	1	0	0	0	0	snob
snoopy	0	0	0	0	0	0	0	0	0	0	snoopy
snooze	0	0	0	0	0	0	0	0	0	0	snooze
snore	0	0	0	0	0	0	0	0	0	0	xûrxûrkirin
snort	0	0	0	0	0	0	0	1	0	0	snort
snout	0	0	0	0	0	0	0	0	0	0	snout
snow	0	0	0	0	0	0	0	0	0	0	berf
snowball	0	0	0	0	0	0	0	0	0	0	berfê
snowflake	0	0	0	0	0	0	0	0	0	0	berfê
snowy	0	0	0	0	0	0	0	0	0	0	berfê
snuff	0	0	0	0	0	0	0	0	0	0	snuff
soak	0	0	0	0	0	1	0	0	0	0	nermkirin
soaking	0	0	0	0	0	0	0	0	0	0	şilkirin
soap	0	0	0	0	0	0	0	0	0	0	sabûn
soapy	0	0	0	0	0	0	0	0	0	0	sabûn
soaring	0	0	0	0	0	0	0	0	0	0	bilind dibin
sob	0	0	0	0	0	1	0	1	0	0	sob
sobriety	0	0	0	0	0	0	1	0	0	1	soberity
soc	0	0	0	0	0	0	0	0	0	0	soc
soccer	0	0	0	0	0	0	0	0	0	0	gog
sociable	0	0	0	0	0	0	1	0	0	0	civatşên
social	0	0	0	0	0	0	0	0	0	0	civatî
socialism	0	0	1	1	0	0	0	0	0	0	sosyalîzm
socialist	1	0	1	1	0	1	0	1	0	0	sosyalîst
society	0	0	0	0	0	0	0	0	0	0	civat
sock	0	0	0	0	0	0	0	0	0	0	sock
socket	0	0	0	0	0	0	0	0	0	0	çarçowe
sod	0	0	0	0	0	0	0	0	0	0	sod
sofa	0	0	0	0	0	0	0	0	0	0	qenepe
softening	0	0	0	0	0	0	0	0	0	0	nermkirin
softness	0	0	0	0	0	0	0	0	0	0	nermbûn
soggy	0	0	0	0	0	0	0	0	0	0	soggy
soil	0	0	1	0	0	1	0	0	0	0	erd
soiled	0	0	1	0	0	1	0	0	0	0	ax kirin
sojourn	0	0	0	0	0	0	0	0	0	0	rûniştin
solace	0	0	0	0	0	0	1	0	0	0	teselî
solar	0	0	0	0	0	0	0	0	0	0	solar
solder	0	0	0	0	0	0	0	0	0	0	solder
soldering	0	0	0	0	0	0	0	0	0	0	soldering
soldier	1	0	0	0	0	0	1	1	0	0	leşker
sole	0	0	0	0	0	0	0	0	0	0	binpê
solicit	0	0	0	0	0	0	0	0	0	0	solicit
solicitation	0	0	0	0	0	0	0	0	0	0	solicitation
solicitor	0	0	0	0	0	0	0	0	0	0	parêzkar
solid	0	0	0	0	0	0	1	0	0	0	liserxwe
solidarity	0	0	0	0	0	0	0	0	0	1	hevgirtinê
solidification	0	0	0	0	0	0	0	0	0	0	solidification
solidified	0	0	0	0	0	0	0	0	0	0	qayîm kirin
solidify	0	0	0	0	0	0	0	0	0	0	qayîm kirin
solidity	0	0	0	0	0	0	1	0	0	1	solidity
solitaire	0	0	0	0	0	0	0	0	0	0	solitaire
solitary	0	0	0	0	0	0	0	0	0	0	tenê
solitude	0	0	0	0	0	0	0	0	0	0	tenêbûnî
solo	0	0	0	0	0	0	0	0	0	0	solo
solubility	0	0	0	0	0	0	0	0	0	0	solubility
soluble	0	0	0	0	0	0	0	0	0	0	soluble
solution	0	0	0	0	0	0	1	0	0	0	çare
solve	0	0	0	0	0	0	0	0	0	0	çareserkirin
solvency	0	0	0	0	0	0	1	0	0	0	solvency
solvent	0	0	0	0	0	0	0	0	0	0	solvent
somatic	0	0	0	0	0	1	0	0	1	0	somatic
somber	0	0	0	0	0	1	0	1	0	0	somber
son	0	0	0	0	0	0	0	0	0	0	kur
sonar	0	1	0	0	0	0	1	0	0	0	sonar
sonata	0	0	0	0	0	0	1	0	0	0	sonata
song	0	0	0	0	0	0	0	0	0	0	Stran
sonnet	0	0	0	0	1	0	1	1	0	0	sonnet
sonorous	0	0	0	0	1	0	1	0	0	0	sonorous
soot	0	0	1	0	0	1	0	0	0	0	soot
soothe	0	0	0	0	0	0	1	0	0	0	soothe
soothing	0	0	0	0	1	0	1	0	0	1	aramker
sophomore	0	0	0	0	0	0	0	0	0	0	sophomore
soprano	0	0	0	0	0	0	0	0	0	0	soprano
sorcerer	0	0	0	0	0	0	0	0	0	0	sêrbaz
sorcery	0	1	0	1	0	1	0	0	1	0	sêrbaziyê
sordid	1	0	1	1	0	1	0	1	0	0	sordid
sore	1	0	0	0	0	1	0	1	0	0	birîn
sorely	0	0	0	0	0	1	0	1	0	0	sorely
soreness	0	0	1	0	0	1	0	1	0	0	soreness
sorghum	0	0	0	0	0	0	0	0	0	0	sorgul
sorority	0	0	0	0	0	0	0	0	0	0	soranî
sorrow	0	0	0	1	0	1	0	1	0	0	kûl
sorrowful	0	0	0	0	0	1	0	1	0	0	xemgîn
sort	0	0	0	0	0	0	0	0	0	0	jiberhevxistin
sorter	0	0	0	0	0	0	1	0	0	0	sorter
sortie	0	0	0	1	0	1	0	0	0	0	sortie
sorting	0	0	0	0	0	0	0	0	0	0	sorkirin
sou	0	0	0	0	0	0	0	0	0	0	sou
soulless	0	0	1	1	0	1	0	1	0	0	bê ruh
soulmate	0	0	0	1	0	1	0	0	0	0	hevala ruh
sound	0	0	0	0	0	0	0	0	0	0	rengdan
sounding	0	0	0	0	0	0	0	0	0	0	dengbêjî
soundness	0	1	0	0	1	0	1	0	0	1	dengbêjî
soup	0	0	0	0	0	0	1	0	0	0	şorbe
sour	0	0	1	0	0	1	0	0	0	0	tirş
source	0	0	0	0	0	0	0	0	0	0	kanî
souvenir	0	0	0	0	0	0	0	0	0	0	dîyarî
sovereign	0	0	0	0	0	0	0	0	0	1	serwer
sovereignty	0	0	0	0	0	0	0	0	0	0	serwerî
sow	0	0	0	0	0	0	0	0	0	0	biçîne
spa	0	1	0	0	1	0	1	0	1	1	spa
space	0	0	0	0	0	0	0	0	0	0	dem
spacious	0	0	0	0	0	0	1	0	0	0	fireh
spade	0	0	0	0	0	0	0	0	0	0	spade
span	0	0	0	0	0	0	0	0	0	0	span
spaniel	0	0	0	0	1	0	1	0	0	1	spaniel
spank	1	0	0	1	0	1	0	1	0	0	spank
spanking	1	0	0	0	0	0	0	0	0	0	spanking
spar	0	0	0	0	0	0	0	0	0	0	spar
spare	0	0	0	0	0	0	0	0	0	0	yedek
sparingly	0	0	0	0	0	0	0	0	0	0	bi kêmasî
spark	0	0	0	0	0	0	0	0	0	0	çirûsk
sparkle	0	1	0	0	1	0	1	0	1	0	sparkle
sparring	0	0	0	0	0	0	0	0	0	0	sparring
sparse	0	0	0	0	0	0	0	0	0	0	sparse
spasm	0	0	0	1	0	1	0	0	0	0	spasm
spat	1	0	0	0	0	1	0	0	0	0	tif kirin
spatula	0	0	0	0	0	0	0	0	0	0	spatula
spawn	0	0	0	0	0	0	0	0	0	0	rijandin
speaker	0	0	0	0	0	0	0	0	0	0	hoparlo
speaking	0	0	0	0	0	0	0	0	0	0	axaftin
spear	1	1	0	1	0	1	0	0	0	0	tîr
special	0	0	0	0	1	0	1	0	0	0	taybetî
specialist	0	0	0	0	0	0	0	0	0	1	taybetzana
speciality	0	0	0	0	0	0	0	0	0	0	xûreka taybetî
specialize	0	0	0	0	0	0	0	0	0	1	taybetkirin
specially	0	0	0	0	0	0	0	0	0	0	bi taybetî
specie	0	0	0	0	0	0	1	0	0	0	cure
species	0	0	0	0	0	0	0	0	0	0	cureyên
specific	0	0	0	0	0	0	0	0	0	0	taybetî
specification	0	0	0	0	0	0	0	0	0	0	specification
specimen	0	0	0	0	0	0	0	0	0	0	perçê ceribandinê
speck	0	0	1	0	0	1	0	0	0	0	speck
speckled	0	0	0	0	0	0	0	0	0	0	qijkirî
specs	0	0	0	0	0	0	0	0	0	0	specs
spectacle	0	0	0	0	0	1	1	0	0	0	spectacle
spectacles	0	0	0	0	0	0	0	0	0	0	spectacles
spectacular	0	1	0	0	0	0	0	0	1	0	balkêş
spectator	0	0	0	0	0	0	0	0	0	0	temaşevan
specter	0	0	0	1	0	1	0	1	0	0	specter
spectral	0	0	0	0	0	1	0	0	0	0	spektral
spectrometer	0	0	0	0	0	0	0	0	0	0	spectrometer
spectrophotometer	0	0	0	0	0	0	0	0	0	0	spectrophotometer
spectroscopy	0	0	0	0	0	0	0	0	0	0	spectroscopy
spectrum	0	0	0	0	0	0	0	0	0	0	spectrum
speculate	0	0	0	0	0	0	0	0	0	0	fêdedîtin
speculation	0	0	0	1	0	1	0	1	0	0	fêdedîtinî
speculative	0	1	0	0	0	0	0	0	0	0	spekulatîf
speculum	0	0	0	0	0	0	0	0	0	0	spekulum
speech	0	0	0	0	0	0	1	0	0	0	axaftin
speechless	0	0	0	0	0	0	0	0	0	0	bêziman
speed	0	0	0	0	0	0	0	0	0	0	zûbûnî
speedily	0	0	0	0	0	0	0	0	0	0	bi lez
speedometer	0	0	0	0	0	0	0	0	0	0	rêpîv
speedway	0	0	0	0	0	0	0	0	0	0	speedway
speedy	0	0	0	0	0	0	1	0	0	0	bilez
spellbound	0	0	0	0	0	0	0	0	0	0	spellbound
spelling	0	0	0	0	0	0	1	0	0	0	rastnivîs
spencer	0	0	0	0	0	0	0	0	0	0	spencer
spend	0	0	0	0	0	0	0	0	0	0	xerckirin
spent	0	0	0	0	0	1	0	0	0	0	xerc kirin
sperm	0	0	0	0	0	0	0	0	0	0	sperm
spew	0	0	1	0	0	0	0	0	0	0	spew
sphere	0	0	0	0	0	0	0	0	0	0	qada
spherical	0	0	0	0	0	0	0	0	0	0	spherical
sphinx	0	0	0	0	0	0	0	0	0	0	sfenks
spice	0	0	0	0	0	0	1	0	0	0	biharat
spicy	0	0	0	0	0	0	0	0	0	0	biharatî
spider	0	0	1	1	0	0	0	0	0	0	pîrê
spigot	0	0	0	0	0	0	0	0	0	0	spigot
spike	0	0	0	1	0	0	0	0	0	0	spike
spiked	0	0	0	0	0	0	0	0	0	0	spiked
spiky	0	0	0	0	0	0	0	0	0	0	spiky
spill	0	0	0	0	0	0	0	0	0	0	rijandin
spin	0	0	0	0	0	0	0	0	0	0	hûnîn
spinal	0	0	0	0	0	0	0	0	0	0	spinal
spindle	0	0	0	0	0	0	0	0	0	0	spindle
spine	1	0	0	0	0	1	1	0	0	0	movik
spinning	0	0	0	0	0	0	0	0	0	0	spinning
spinster	0	0	0	1	0	1	0	1	0	0	spinster
spiny	0	0	0	0	0	0	0	0	0	0	spiny
spiral	0	0	0	0	0	0	0	0	0	0	lihevgerya
spire	0	0	0	0	0	0	0	0	0	0	spire
spirit	0	0	0	0	0	0	1	0	0	0	rewş
spirits	0	1	0	0	1	0	1	0	1	0	ruhên
spiritual	0	0	0	0	0	0	0	0	0	0	fikrî
spirituality	0	0	0	0	0	0	0	0	0	0	giyanî
spit	0	0	1	0	0	0	0	0	0	0	tûkirin
spite	1	0	0	0	0	1	0	0	0	0	spite
spiteful	1	0	0	0	0	1	0	0	0	0	direş
splash	0	0	0	0	0	0	0	0	1	0	derzşkirin
spleen	0	0	0	0	0	0	0	0	0	0	telaq
splendid	0	0	0	0	1	0	1	0	1	0	birqok
splendor	0	1	0	0	1	0	1	0	1	0	spehî
splice	0	0	0	0	0	0	0	0	0	0	splice
spline	0	0	0	0	0	0	0	0	0	0	spline
splint	0	0	0	0	0	0	0	0	0	0	hesinê tirênê
splinter	0	0	0	0	0	1	0	0	0	0	kûrtal
split	0	0	0	0	0	1	0	0	0	0	qelişandin
splitting	0	0	0	0	0	1	0	1	0	0	parçekirin
splurge	0	0	0	0	0	0	0	0	0	0	spluge
spoil	0	0	1	0	0	1	0	0	0	0	delalîkirin
spoiler	0	0	0	0	0	1	0	1	0	0	spoiler
spoiling	0	0	0	0	0	0	0	0	0	0	xerakirin
spoke	0	0	0	0	0	1	0	0	0	0	axivî
spoken	0	0	0	0	0	0	0	0	0	0	axaftin
spokesman	0	0	0	0	0	0	0	0	0	1	berdevkê
sponge	0	0	0	0	0	1	0	0	0	0	singer
spongy	0	0	0	0	0	0	0	0	0	0	spongy
sponsor	0	0	0	0	0	0	1	0	0	1	alîkar
sponsorship	0	0	0	0	0	0	0	0	0	0	sponsorgeriyê
spoof	0	0	0	0	0	0	0	0	0	0	spoof
spook	0	0	0	1	0	1	0	0	0	0	spook
spoon	0	0	0	0	0	0	0	0	0	0	kevçî
spoonful	0	0	0	0	0	0	0	0	0	0	spoonful
sporadic	0	0	0	0	0	0	0	0	0	0	hemane
spore	0	0	0	0	0	0	0	0	0	0	spore
sport	0	0	0	0	0	0	0	0	0	0	sîpor
sporting	0	0	0	0	0	0	0	0	0	0	werzişê
sports	0	0	0	0	0	0	0	0	0	0	sporê
sportsman	0	0	0	0	0	0	0	0	0	0	bedenparêz
spot	0	0	0	0	0	0	0	0	0	0	leke
spotless	0	0	0	0	0	0	1	0	0	1	bêleke
spotted	0	0	0	0	0	0	0	0	0	0	dîtin
spotty	0	0	0	0	0	0	0	0	0	0	lekyî
spousal	0	0	0	0	0	0	0	0	0	0	hevjîn
spouse	0	0	0	0	1	0	1	0	0	1	jin
spout	0	0	0	0	0	0	0	0	0	0	spout
sprain	0	0	0	0	0	1	0	1	0	0	velistî
sprawl	0	0	0	0	0	0	0	0	0	0	belav kirin
spray	0	0	0	0	0	0	0	0	0	0	pejiqandin
spread	0	0	0	0	0	0	0	0	0	0	belavbûn
spree	0	0	0	0	0	1	0	0	0	0	spree
sprinkling	0	0	0	0	0	0	0	0	0	0	sprinkling
sprite	0	0	0	1	0	1	0	0	0	0	sprite
sprout	0	0	0	0	0	0	0	0	0	0	şîn kirin
spruce	0	0	0	0	0	0	1	0	0	0	spruce
spur	0	0	0	1	0	0	0	0	0	0	spur
spurious	0	0	1	0	0	1	0	0	0	0	sexte
spurred	0	0	0	0	0	0	0	0	0	0	teşwîq kirin
spurt	0	0	0	0	0	0	0	0	0	0	spurt
spy	0	0	0	0	0	0	0	0	0	0	xefî
squad	0	0	0	0	0	0	0	0	0	0	squad
squadron	0	0	0	0	0	0	0	0	0	0	hêz
squall	0	0	0	1	0	1	0	1	0	0	squall
squamous	0	0	0	0	0	0	0	0	0	0	squamous
square	0	0	0	0	0	0	0	0	0	0	meydan
squat	0	0	0	0	0	0	0	0	0	0	squat
squatter	0	0	0	0	0	1	0	0	0	0	squatter
squeak	0	0	0	0	0	0	0	0	0	0	qirçîn
squeal	0	0	0	0	0	0	0	0	0	0	qîrîn
squeamish	0	0	1	1	0	1	0	0	0	0	squeamish
squeeze	0	0	0	0	0	0	0	0	0	0	pêlêkirin
squeezing	0	0	0	0	0	0	0	0	0	0	şilandin
squelch	1	0	1	0	0	1	0	0	0	0	squelch
squint	0	0	0	0	0	0	0	0	0	0	squint
squire	0	0	0	0	0	0	0	0	0	0	squire
squirm	0	0	1	0	0	1	0	0	0	0	squirm
squirrel	0	0	0	0	0	0	0	0	0	0	sihorîk
squirt	0	0	0	0	0	0	0	0	0	0	squirt
stab	1	0	0	1	0	1	0	1	1	0	têrekirin
stability	0	0	0	0	0	0	0	0	0	0	nehejî
stable	0	0	0	0	0	0	1	0	0	1	stewr
staccato	0	0	0	0	0	0	1	0	0	0	staccato
stack	0	0	0	0	0	0	0	0	0	0	lod
staff	0	0	0	0	0	0	0	0	0	0	darik
stag	0	0	0	0	0	0	0	0	0	0	stag
stage	0	0	0	0	0	0	0	0	0	0	şanocî
stagger	0	0	0	0	0	0	0	0	1	0	lerzîn
staggering	0	0	0	0	0	1	0	0	0	0	hejandin
stagnant	0	0	0	0	0	1	0	1	0	0	sekinî
stagnation	0	0	0	0	0	0	0	0	0	0	stagnation
staid	0	0	0	0	0	0	0	0	0	0	sekinî
stain	0	0	1	0	0	1	0	0	0	0	leke
stainless	0	0	0	0	0	0	1	0	0	0	stainless
stair	0	0	0	0	0	0	0	0	0	0	stair
staircase	0	0	0	0	0	0	0	0	0	0	staircase
stairway	0	0	0	0	0	0	0	0	0	0	stairway
stake	0	0	0	0	0	0	0	0	0	0	stake
stale	0	0	0	0	0	1	0	0	0	0	westiyaye
stalemate	1	0	1	0	0	0	0	0	0	0	sekinî
stalk	0	0	0	1	0	1	0	0	0	0	stalk
stall	0	0	1	0	0	0	0	0	0	0	axûr
stallion	0	0	0	0	0	0	1	0	0	0	stallion
stalls	0	0	0	0	0	0	0	0	0	0	stalls
stalwart	0	0	0	0	0	0	1	0	0	0	stalwart
stamina	0	0	0	0	0	0	1	0	0	1	berxwedanî
stamp	0	0	0	0	0	0	0	0	0	0	mor
stand	0	0	0	0	0	0	0	0	0	0	serpêsekinîn
standard	0	0	0	0	0	0	0	0	0	0	wek herdem
standardize	0	0	0	0	0	0	0	0	0	0	yekkirin
standing	0	0	0	0	0	0	1	0	0	0	standing
standoff	1	0	0	1	0	1	0	0	0	0	standoff
standpoint	0	0	0	0	0	0	0	0	0	0	helwesta
standstill	1	0	0	0	0	1	0	0	0	0	rawestandin
stanza	0	0	0	0	0	0	0	0	0	0	stanza
staple	0	0	0	0	0	0	0	0	0	0	staple
star	0	1	0	0	1	0	1	0	0	1	stêrk
starboard	0	0	0	0	0	0	0	0	0	0	pêşîya gemîyê
starch	0	0	0	0	0	0	0	0	0	0	qawet
stare	0	0	0	0	0	0	0	0	0	0	ziqnerrîn
staring	0	0	0	0	0	1	0	0	0	0	nêrî
stark	0	0	0	0	0	1	0	0	0	1	stark
starlight	0	0	0	0	0	0	1	0	0	0	starlight
starry	0	1	0	0	1	0	1	0	0	0	starry
stars	0	0	0	0	0	0	0	0	0	0	stars
start	0	1	0	0	0	0	0	0	0	0	destpêkirin
startle	0	0	0	1	0	1	0	0	1	0	tirsîn
startling	0	0	0	0	0	0	0	0	1	0	matmayî
starvation	0	0	0	1	0	1	0	1	0	0	ji naza mirin
starved	0	0	0	0	0	1	0	0	0	0	birçî man
starving	0	0	0	0	0	1	0	0	0	0	birçîbûn
state	0	0	0	0	0	0	0	0	0	0	rewş
stately	0	0	0	0	0	0	1	0	0	0	dewletdar
statement	0	0	0	0	0	0	1	0	0	1	îfade
stateroom	0	0	0	0	0	0	0	0	0	0	odeya dewletê
statesman	0	0	0	0	0	0	0	0	0	0	dewletparêz
static	0	0	0	0	0	0	0	0	0	0	statîk
statics	0	0	0	0	0	0	0	0	0	0	statîk
station	0	0	0	0	0	0	0	0	0	0	meydan
stationary	0	0	0	0	0	1	0	0	0	0	çikandî
stationery	0	0	0	0	0	0	0	0	0	0	pirtûkxane
statistical	0	0	0	0	0	0	0	0	0	1	statîstîkî
statistician	0	0	0	0	0	0	0	0	0	0	statîstîkvan
stator	0	0	0	0	0	0	0	0	0	0	stator
statuary	0	0	0	0	0	0	0	0	0	0	statuyarî
statue	0	0	0	0	0	0	1	0	0	0	pût
statuette	0	0	0	0	0	0	0	0	0	0	statuette
stature	0	0	0	0	0	0	0	0	0	0	sture
status	0	0	0	0	0	0	1	0	0	0	cî
statute	0	0	0	0	0	0	0	0	0	0	statut
statutory	0	0	0	0	0	0	0	0	0	0	yasayî
staunch	0	0	0	0	0	0	1	0	0	0	staunch
stave	0	0	0	0	0	1	0	0	0	0	stave
stay	0	0	0	0	0	0	0	0	0	0	mayin
stayed	0	0	0	0	0	0	0	0	0	0	man
stays	0	0	0	0	0	0	0	0	0	0	dimîne
stead	0	0	0	0	0	0	0	0	0	0	şûna
steadfast	0	0	0	0	0	0	1	0	0	1	steafast
steady	0	0	0	0	0	0	0	0	1	1	steady
steal	1	0	0	1	0	1	0	1	0	0	dizîn
stealing	0	0	1	1	0	1	0	0	0	0	dizî
stealth	0	0	0	0	0	0	0	0	1	0	dizî
stealthily	0	0	0	0	0	0	0	0	1	0	bi dizî
stealthy	0	1	0	1	0	1	0	0	1	0	dizî
steamboat	0	0	0	0	0	0	0	0	0	0	vaporê
steamer	0	0	0	0	0	0	0	0	0	0	vapor
steamroller	0	0	0	0	0	0	0	0	0	0	steamroller
steamship	0	0	0	0	0	0	0	0	0	0	vaporê
steamy	0	0	0	0	0	0	0	0	0	0	bixarî
steel	0	0	0	0	0	0	0	0	0	0	pola
steep	0	0	0	0	0	0	0	0	0	0	tûj
steeple	0	0	0	0	0	0	0	0	0	0	steeple
steer	0	0	0	0	0	0	0	0	0	0	hefsarkirin
stellar	0	0	0	0	0	0	1	0	0	0	stêrkî
stem	0	0	0	0	0	0	0	0	0	0	qam
stench	0	0	0	0	0	0	0	0	0	0	bîhnxweş
stencil	0	0	0	0	0	0	0	0	0	0	stencil
step	0	0	0	0	0	0	0	0	0	0	gav
steppe	0	0	0	0	0	0	0	0	0	0	steppe
steps	0	0	0	0	0	0	0	0	0	0	gavên
stereoscopic	0	0	0	0	0	0	0	0	0	0	stereoskopî
stereotype	0	0	0	0	0	1	0	0	0	0	stereotip
stereotyped	0	0	0	0	0	1	0	0	0	0	stereotip kirin
sterile	0	0	0	0	0	1	0	1	0	0	paqij
sterility	0	0	0	0	0	1	0	0	0	0	sterility
sterling	1	1	0	0	1	1	1	0	0	1	sterlîn
stern	0	0	0	0	0	1	0	0	0	0	pêşî
stethoscope	0	0	0	0	0	0	0	0	0	0	stetoskop
stew	0	0	0	0	0	0	0	0	0	0	stew
steward	0	0	0	0	0	0	1	0	0	1	karkerê balafirê
stewardship	0	0	0	0	0	0	0	0	0	0	stewardship
stick	0	0	0	0	0	0	0	0	0	0	dar
sticking	0	0	0	0	0	0	0	0	0	0	zeliqandin
sticky	0	0	1	0	0	0	0	0	0	0	lezeqî
stiff	0	0	0	0	0	1	0	0	0	0	hişk
stiffen	0	0	0	0	0	0	0	0	0	0	stiffen
stiffness	0	0	0	0	0	1	0	0	0	0	hişkbûn
stifle	0	0	0	0	0	1	0	0	0	0	xeniqandin
stifled	1	0	0	1	0	1	0	1	0	0	xeniqîn
stifling	0	0	0	0	0	0	0	0	0	0	stifling
stigma	1	0	1	1	0	1	0	1	0	0	stigma
stile	0	0	0	0	0	0	0	0	0	0	stile
stiletto	0	0	0	0	0	0	0	0	0	0	stiletto
stillborn	0	0	0	0	0	1	0	1	0	0	mirî
stillness	0	0	0	1	0	0	1	1	0	0	bêdengî
stilts	0	0	0	0	0	0	0	0	0	0	stilts
stimulant	0	0	0	0	0	0	0	0	0	0	stimulant
stimulation	0	0	0	0	0	0	0	0	0	0	bicankirinî
stimulus	0	0	0	0	0	0	0	0	0	0	stimulus
sting	1	0	0	1	0	1	0	0	0	0	pêvedan
stinging	0	0	0	0	0	1	0	0	0	0	stinging
stingy	1	0	1	1	0	1	0	1	0	0	stûr
stink	0	0	1	0	0	1	0	0	0	0	bînbed
stinking	0	0	1	0	0	1	0	0	0	0	bîhnxweş
stint	0	0	0	1	0	1	0	1	0	0	stint
stipulate	0	0	0	0	0	0	0	0	0	0	destnîşan kirin
stipulation	0	0	0	0	0	0	0	0	0	0	şert
stir	0	0	0	0	0	0	0	0	0	0	lihevxistin
stirring	0	0	0	0	0	0	0	0	0	0	hejandin
stitch	0	0	0	0	0	0	0	0	0	0	dirûtin
stock	0	0	0	0	0	0	0	0	0	0	embar
stockbroker	0	0	0	0	0	0	0	0	0	0	stockbroker
stocking	0	0	0	0	0	0	0	0	0	0	stocking
stocks	0	0	0	0	0	1	0	0	0	0	stocks
stole	0	0	0	0	0	0	0	0	0	0	dizî
stolen	1	0	0	0	0	1	0	0	0	0	dizîn
stomach	0	0	1	0	0	0	0	0	0	0	made
stone	1	0	0	0	0	1	0	0	0	0	kevir
stoned	0	0	0	0	0	1	0	0	0	0	kevir kirin
stoneware	0	0	0	0	0	0	0	0	0	0	stoneware
stony	0	0	0	0	0	0	0	0	0	0	kevirî
stool	0	0	0	0	0	0	0	0	0	0	stool
stools	0	0	1	0	0	1	0	0	0	0	stools
stoop	0	0	0	0	0	0	0	0	0	0	stoop
stop	0	0	0	0	0	0	0	0	0	0	rawestan
stoppage	0	0	0	0	0	1	0	0	0	0	rawestandin
stopper	0	0	0	0	0	0	0	0	0	0	girtok
stopping	0	0	0	0	0	0	0	0	0	0	rawestandin
stopwatch	0	0	0	0	0	0	0	0	0	0	kronometre
storage	0	0	0	0	0	0	0	0	0	0	embarkirinî
store	0	1	0	0	0	0	1	0	0	0	dikan
storehouse	0	0	0	0	0	0	0	0	0	0	depoxane
storing	0	0	0	0	0	0	0	0	0	0	depokirin
storm	1	0	0	0	0	1	0	0	0	0	bahoz
storming	1	0	0	0	0	0	0	0	0	0	storming
stormy	0	0	0	1	0	1	0	0	0	0	bahozane
story	0	0	0	0	0	0	0	0	0	0	Çîrok
stout	0	0	0	0	0	0	0	0	0	0	stout
stove	0	0	0	0	0	0	0	0	0	0	sobe
stow	0	0	0	0	0	0	0	0	0	0	stow
straddle	0	0	0	0	0	0	0	0	0	0	straddle
straighten	0	0	0	0	0	0	0	0	0	0	rastkirin
straightforward	0	0	0	0	0	0	1	0	0	1	yekser
straightway	0	0	0	0	0	0	0	0	0	0	yekser
strained	1	0	0	0	0	1	0	0	0	0	teng kirin
strait	0	0	0	0	0	0	0	0	0	0	deryateng
straits	0	0	0	1	0	1	0	0	0	0	tengava
strand	0	0	0	0	0	0	0	0	0	0	strand
stranded	0	0	0	0	0	1	0	0	0	0	asê kirin
stranger	0	0	0	1	0	1	0	0	0	0	xerîb
strangle	1	0	1	1	0	1	0	1	1	0	xeniqandin
strap	0	0	0	0	0	0	0	0	0	0	strap
strapping	0	0	0	0	0	0	0	0	0	0	xêzkirin
strata	0	0	0	0	0	0	0	0	0	0	tebeqeyên
strategic	0	0	0	0	0	0	1	0	0	0	stratejîk
strategist	0	1	0	0	0	0	1	0	0	1	stratejîst
strategy	0	0	0	0	0	0	0	0	0	0	stratejîk
stratification	0	0	0	0	0	0	0	0	0	0	stratification
stratum	0	0	0	0	0	0	0	0	0	0	stratum
stratus	0	0	0	0	0	0	0	0	0	0	stratus
straw	0	0	0	0	0	0	0	0	0	0	sap
stray	0	0	0	0	0	1	0	0	0	0	stray
streak	0	0	0	0	0	0	0	0	0	0	streak
streaked	0	0	0	0	0	0	0	0	0	0	xêz kirin
stream	0	0	0	0	0	0	0	0	0	0	herrok
streamer	0	0	0	0	0	0	0	0	0	0	streamer
streaming	0	0	0	0	0	0	0	0	0	0	streaming
street	0	0	0	0	0	0	0	0	0	0	rêgah
