English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Persian Word
tiger	0	0	0	0	0	0	0	0	0	0	ببر
tighten	1	0	0	0	0	0	0	0	0	0	سفت کردن
tightness	0	0	0	0	0	0	0	0	0	0	تنگی
tights	0	0	0	0	0	0	0	0	0	0	لباس تنگ
tilde	0	0	0	0	0	0	0	0	0	0	جزر و مد
tile	0	0	0	0	0	0	0	0	0	0	کاشی
tiling	0	0	0	0	0	0	1	0	0	0	کاشی کاری
till	0	0	0	0	0	0	0	0	0	0	تا
tillage	0	0	0	0	0	0	0	0	0	0	خاک ورزی
tiller	0	0	0	0	0	0	0	0	0	0	پنجه زن
tilt	0	0	0	0	0	0	0	0	0	0	کج کردن
tilting	0	0	0	0	0	0	0	0	0	0	کج شدن
timber	0	0	0	0	0	0	0	0	0	0	چوب
timberland	0	0	0	0	0	0	0	0	0	0	سرزمین چوبی
timbre	0	0	0	0	0	0	0	0	0	0	تن صدا
time	0	1	0	0	0	0	0	0	0	0	زمان
timeliness	0	0	0	0	0	0	0	0	0	0	به موقع بودن
timely	0	0	0	0	0	0	1	0	0	0	به موقع
timepiece	0	0	0	0	0	0	0	0	0	0	ساعت
timid	0	0	0	1	0	1	0	1	0	0	ترسو
timidity	0	1	0	1	0	1	0	0	0	0	ترسو بودن
tin	0	0	0	0	0	0	0	0	0	0	قلع
tincture	0	0	0	0	0	0	0	0	0	0	تنتور
tine	0	0	0	0	0	0	0	0	0	0	تین
tinge	0	0	0	0	0	0	0	0	0	0	ته رنگ
tingle	0	0	0	0	0	0	0	0	0	0	سوزن سوزن شدن
tingling	0	0	0	0	0	0	0	0	0	0	مور مور
tinker	0	0	0	0	0	0	0	0	0	0	قلع و قمع
tinkering	0	0	0	0	0	0	0	0	0	0	سرهم بندی کردن
tinnitus	0	0	0	0	0	0	0	0	0	0	وزوز گوش
tinsel	0	0	0	0	1	0	1	0	0	0	قلوه سنگ
tint	0	0	0	0	0	0	0	0	0	0	رنگ
tiny	0	0	0	0	0	0	0	0	0	0	کوچک
tip	0	0	0	0	0	0	0	0	0	0	نکته
tipsy	0	0	0	0	0	1	0	0	0	0	بامزه
tirade	1	0	1	0	0	1	0	0	0	0	نطق غرا
tire	0	0	0	0	0	0	0	0	0	0	لاستیک
tired	0	0	0	0	0	1	0	0	0	0	خسته
tiredness	0	0	0	0	0	1	0	0	0	0	خستگی
tiresome	0	0	0	0	0	1	0	0	0	0	کلافه کننده
tissue	0	0	0	0	0	0	0	0	0	0	بافت
tit	0	0	0	0	0	1	0	0	0	0	دختر
titanic	0	0	0	0	0	0	0	0	0	0	تایتانیک
tithe	0	0	0	0	0	0	0	0	0	0	ده
title	0	0	0	0	0	0	1	0	0	1	عنوان
titled	0	0	0	0	0	0	0	0	0	0	عنوان شده است
titty	0	0	0	0	0	0	0	0	0	0	دختر جوان
titular	0	0	0	0	0	0	0	0	0	0	عنوان دار
toad	0	0	1	0	0	1	0	0	0	0	غوک
toast	0	0	0	0	1	0	1	0	0	0	نان تست
tobacco	0	0	0	0	0	1	0	0	0	0	تنباکو
toby	0	0	0	0	0	0	0	0	0	0	توبی
tod	0	0	0	0	0	0	0	0	0	0	تاد
today	0	0	0	0	0	0	0	0	0	0	امروز
toe	0	0	0	0	0	0	0	0	0	0	انگشت پا
toga	0	0	0	0	0	0	0	0	0	0	توگا
toil	0	0	0	0	0	0	0	0	0	0	زحمت کشیدن
toilet	0	0	1	0	0	1	0	0	0	0	توالت
toils	0	0	0	0	0	1	0	0	0	0	زحمت می کشد
token	0	0	0	0	0	0	0	0	0	0	نشانه
tolerance	0	0	0	0	0	0	0	0	0	0	تحمل
tolerant	0	0	0	0	0	0	1	0	0	0	متحمل
tolerate	1	0	0	0	0	1	0	1	0	0	تحمل كردن
toleration	0	0	0	0	0	0	1	0	0	0	تحمل
toll	0	0	0	0	0	0	0	0	0	0	عوارض
tomahawk	0	0	0	0	0	0	0	0	0	0	تاماهاوک
tomb	0	0	0	0	0	0	0	1	0	0	مقبره
tomcat	0	0	0	0	0	0	0	0	0	0	گربه تام
tome	0	0	0	0	0	0	0	0	0	0	تام
tomorrow	0	1	0	0	0	0	0	0	0	0	فردا
ton	0	0	0	0	0	0	0	0	0	0	تن
tone	0	0	0	0	0	0	0	0	0	0	لحن
tong	0	0	0	0	0	0	0	0	0	0	انبر
tongs	0	0	0	0	0	0	0	0	0	0	انبر
tongue	0	0	0	0	0	0	0	0	0	0	زبان
tonic	0	0	0	0	0	0	0	0	0	0	مقوی
tonnage	0	0	0	0	0	0	0	0	0	0	تناژ
tonsils	0	0	0	0	0	0	0	0	0	0	لوزه ها
tooling	0	0	0	0	0	0	0	0	0	0	ابزار سازی
tooth	0	0	0	0	0	0	0	0	0	0	دندان
toothache	0	0	0	1	0	1	0	0	0	0	دندان درد
toothed	0	0	0	0	0	0	0	0	0	0	دندانه دار
toothless	0	0	0	0	0	0	0	0	0	0	بی دندان
top	0	1	0	0	0	0	1	0	0	1	بالا
topaz	0	0	0	0	0	0	0	0	0	0	توپاز
topic	0	0	0	0	0	0	0	0	0	0	موضوع
topical	0	0	0	0	0	0	0	0	0	0	موضعی
topographic	0	0	0	0	0	0	0	0	0	0	توپوگرافی
topographical	0	0	0	0	0	0	0	0	0	0	توپوگرافی
topography	0	0	0	0	0	0	0	0	0	0	توپوگرافی
topple	0	0	0	0	0	0	0	0	1	0	سرنگون کردن
tor	0	0	0	0	0	0	0	0	0	0	tor
torch	0	0	0	0	0	0	0	0	0	0	مشعل
torment	1	0	0	1	0	1	0	1	0	0	عذاب
torn	0	0	0	0	0	1	0	0	0	0	پاره شده
tornado	0	0	0	1	0	0	0	0	0	0	گردباد
torpedo	1	0	0	0	0	1	0	0	0	0	اژدر
torrent	0	0	0	1	0	0	0	0	0	0	تورنت
torrid	0	0	0	0	0	1	0	0	0	0	سوزناک
torsion	0	0	0	0	0	0	0	0	0	0	پیچ خوردگی
torso	0	0	0	0	0	0	0	0	0	0	بالاتنه
tort	0	0	0	0	0	1	0	0	0	0	جرم
tortious	1	0	1	0	0	1	0	0	0	0	عذاب آور
tortoise	0	0	0	0	0	0	0	0	0	0	لاک پشت
tortuous	0	0	0	0	0	0	0	0	0	0	پر پیچ و خم
torture	1	1	1	1	0	1	0	1	0	0	شکنجه
toss	0	0	0	0	0	0	0	0	0	0	پرتاب کردن
total	0	0	0	0	0	0	0	0	0	0	جمع
totality	0	0	0	0	0	0	0	0	0	0	کلیت
totally	0	0	0	0	0	0	0	0	0	0	کاملا
tote	0	0	0	0	0	0	0	0	0	0	حمل و نقل
totem	0	0	0	0	0	0	0	0	0	0	توتم
touch	0	0	0	0	0	0	0	0	0	0	دست زدن به
touched	0	0	0	0	0	1	0	0	0	0	لمس کرد
touching	0	0	0	0	0	0	0	0	0	0	لمس کردن
touchy	1	0	0	0	0	1	0	1	0	0	دل نازک
tough	0	0	0	0	0	1	0	1	0	0	سخت است
toughness	1	0	0	1	0	0	1	0	0	1	سختی
tour	0	0	0	0	0	0	0	0	0	0	تور
tourist	0	0	0	0	0	0	0	0	0	0	توریست
tourmaline	0	0	0	0	0	0	0	0	0	0	تورمالین
tournament	0	0	0	0	0	0	0	0	0	0	مسابقات
tourniquet	0	0	0	0	0	0	0	0	0	0	تورنیکه
tout	0	0	0	0	0	0	0	0	0	0	توت
tow	0	0	0	0	0	0	0	0	0	0	دویدن
towel	0	0	0	0	0	0	0	0	0	0	حوله
tower	0	0	0	0	0	0	1	0	0	0	برج
towering	0	1	0	1	0	0	1	0	0	0	سر به فلک کشیده
town	0	0	0	0	0	0	0	0	0	0	شهر
townhouse	0	0	0	0	0	0	0	0	0	0	خانه شهری
toxic	0	0	1	0	0	1	0	0	0	0	سمی
toxicology	0	0	0	0	0	0	0	0	0	0	سم شناسی
toxin	0	0	0	1	0	1	0	0	0	0	سم
toy	0	0	0	0	0	0	0	0	0	0	اسباب بازی
trace	0	0	0	0	0	0	0	0	0	0	پی گیری
traces	0	0	0	0	0	0	0	0	0	0	آثار
trachea	0	0	0	0	0	0	0	0	0	0	نای
tracing	0	0	0	0	0	0	0	0	0	0	ردیابی
track	0	1	0	0	0	0	0	0	0	0	مسیر
tract	0	0	0	1	0	0	0	0	0	0	تراکت
tractable	0	0	0	0	0	0	0	0	0	0	قابل تحمل
traction	0	0	0	0	0	0	0	0	0	0	کشش
tractor	0	0	0	0	0	0	0	0	0	0	تراکتور
trade	0	0	0	0	0	0	0	0	0	1	تجارت
trader	0	0	0	0	0	0	0	0	0	0	معامله گر
tradesman	0	0	0	0	0	0	0	0	0	0	تاجر
trading	0	0	0	0	0	0	0	0	0	0	تجارت
tradition	0	0	0	0	0	0	0	0	0	0	سنت
traditional	0	0	0	0	0	0	1	0	0	0	سنتی
traffic	0	0	0	0	0	0	0	0	0	0	ترافیک
tragedy	0	0	0	1	0	1	0	1	0	0	تراژدی
tragic	0	0	0	0	0	1	0	0	0	0	غم انگیز
trail	0	0	0	0	0	0	0	0	0	0	دنباله
train	0	0	0	0	0	0	0	0	0	0	قطار - تعلیم دادن
trained	0	0	0	0	0	0	0	0	0	0	آموزش دیده
trainer	0	0	0	0	0	0	0	0	0	1	مربی
training	0	0	0	0	0	0	0	0	0	0	آموزش
trait	0	0	0	0	0	0	0	0	0	0	صفت
traitor	1	0	1	1	0	1	0	1	0	0	خائن
trajectory	0	0	0	0	0	0	0	0	0	0	خط سیر
tram	0	0	0	0	0	0	0	0	0	0	تراموا
tramp	0	0	1	1	0	1	0	1	0	0	با صدا راه رفتن
tramway	0	0	0	0	0	0	0	0	0	0	تراموا
trance	0	0	0	0	0	1	0	0	0	0	ترنس
tranquil	0	0	0	0	1	0	1	0	0	0	آرام
tranquility	0	0	0	0	1	0	1	0	0	1	آرامش
transact	0	0	0	0	0	0	0	0	0	0	معامله کردن
transaction	0	0	0	0	0	0	0	0	0	1	معامله
transatlantic	0	0	0	0	0	0	0	0	0	0	فرا اقیانوس اطلس
transcendence	0	1	0	0	1	0	1	0	1	1	تعالی
transcendent	0	0	0	0	0	0	0	0	0	0	متعالی
transcendental	0	0	0	0	0	0	1	0	0	0	ماورایی
transcribe	0	0	0	0	0	0	0	0	0	0	رونویسی کنید
transcriber	0	0	0	0	0	0	0	0	0	0	رونویس کننده
transcript	0	0	0	0	0	0	0	0	0	1	رونوشت
transcription	0	0	0	0	0	0	0	0	0	0	رونویسی
transfer	0	0	0	0	0	0	0	0	0	0	منتقل کردن
transference	0	0	0	0	0	0	0	0	0	0	انتقال
transferred	0	0	0	0	0	0	0	0	0	0	منتقل شده
transfixed	0	0	0	0	0	0	0	0	0	0	تبدیل شده است
transform	0	0	0	0	0	0	0	0	0	0	تبدیل
transformation	0	0	0	0	0	0	0	0	0	0	دگرگونی
transfusion	0	0	0	0	0	0	0	0	0	0	انتقال خون
transgression	0	0	0	0	0	1	0	0	0	0	تخلف
transient	0	0	0	0	0	0	0	0	0	0	گذرا
transit	0	0	0	0	0	0	0	0	0	0	ترانزیت
transition	0	0	0	0	0	0	0	0	0	0	انتقال
transitional	0	1	0	0	0	0	0	0	0	0	انتقالی
transitive	0	0	0	0	0	0	0	0	0	0	متعدی
transitory	0	0	0	0	0	0	0	0	0	0	گذرا
translate	0	0	0	0	0	0	0	0	0	0	ترجمه کردن
translation	0	0	0	0	0	0	0	0	0	1	ترجمه
translocation	0	0	0	0	0	0	0	0	0	0	جابجایی
translucent	0	0	0	0	0	0	0	0	0	0	نیمه شفاف
transmission	0	0	0	0	0	0	0	0	0	0	انتقال
transmit	0	0	0	0	0	0	0	0	0	0	انتقال. رساندن
transmutation	0	0	0	0	0	0	0	0	0	0	تغییر شکل
transom	0	0	0	0	0	0	0	0	0	0	گذرگاه
transparency	0	0	0	0	0	0	0	0	0	0	شفافیت
transparent	0	0	0	0	0	0	0	0	0	0	شفاف
transplant	0	0	0	0	0	0	0	0	0	0	پیوند
transplantation	0	0	0	0	0	0	0	0	0	0	پیوند
transport	0	0	0	0	0	0	0	0	0	0	حمل و نقل
transportation	0	0	0	0	0	0	0	0	0	0	حمل و نقل
transpose	0	0	0	0	0	0	0	0	0	0	جابجا کردن
transposition	0	0	0	0	0	0	0	0	0	0	جابجایی
transverse	0	0	0	0	0	0	0	0	0	0	عرضی
trap	0	0	0	0	0	0	0	0	0	0	تله
trapping	0	0	0	0	0	0	0	0	0	0	به دام انداختن
trappings	0	0	0	0	0	1	0	0	0	0	تله
traps	0	0	0	0	0	1	0	0	0	0	تله ها
trash	0	0	1	0	0	1	0	1	0	0	زباله ها
trashy	0	0	1	0	0	1	0	0	0	0	زباله
traumatic	1	0	0	1	0	1	0	1	0	0	پس از سانحه
travail	0	0	0	0	0	1	0	0	0	0	درد و رنج
travel	0	0	0	0	0	0	0	0	0	0	مسافرت رفتن
traveler	0	0	0	0	0	0	0	0	0	0	رهگذر
traveling	0	0	0	0	0	0	1	0	0	0	مسافرت
traverse	0	0	0	0	0	0	0	0	0	0	پس و پیش رفتن
travesty	0	0	1	1	0	1	0	1	0	0	حماقت
trawl	0	0	0	0	0	0	0	0	0	0	تراول
trawler	0	0	0	0	0	0	0	0	0	0	کشتی ترال
tray	0	0	0	0	0	0	0	0	0	0	سینی
treacherous	1	0	1	1	0	1	0	0	0	0	خائنانه
treachery	1	0	0	1	0	1	0	1	1	0	خیانت
tread	0	0	0	0	0	0	0	0	0	0	آج
treadmill	0	1	0	0	0	0	0	0	0	0	تردمیل
treason	1	0	1	1	0	1	0	0	1	0	خیانت
treasure	0	1	0	0	1	0	1	0	0	1	گنج
treasurer	0	0	0	0	0	0	0	0	0	1	خزانه دار
treasury	0	0	0	0	0	0	0	0	0	0	خزانه داری
treat	1	1	1	1	1	1	1	1	1	1	درمان شود
treatise	0	0	0	0	0	0	0	0	0	0	رساله
treatment	0	0	0	0	0	0	0	0	0	0	رفتار
treaty	0	0	0	0	0	0	0	0	0	0	معاهده
treble	0	0	0	0	0	0	0	0	0	0	سه برابر شدن
tree	1	1	1	0	1	0	1	0	1	1	درخت
trek	0	0	0	0	0	0	0	0	0	0	پیاده روی طولانی
trellis	0	0	0	0	0	0	0	0	0	0	داربست
tremble	0	0	0	0	0	0	0	0	0	0	لرزیدن
trembling	0	0	0	1	0	1	0	0	0	0	لرزیدن
tremendous	0	0	0	0	0	0	0	0	0	0	عظیم
tremendously	0	0	0	0	0	0	1	0	0	0	فوق العاده
tremor	1	1	0	1	0	1	0	1	0	0	لرزش
trench	0	0	0	0	0	0	0	0	0	0	سنگر
trend	0	0	0	0	0	0	1	0	0	0	روند
trending	0	0	0	0	0	0	0	0	0	0	روند
trendy	0	0	0	0	0	0	1	0	0	0	مرسوم، مد روز
trepidation	0	1	0	1	0	1	0	0	1	0	دلهره
trespass	1	0	0	0	0	1	0	0	0	0	تجاوز
triad	0	0	0	0	0	0	0	0	0	0	سه گانه
triangle	0	0	0	0	0	0	0	0	0	0	مثلث
triangular	0	0	0	0	0	0	0	0	0	0	مثلثی
tribe	0	0	0	0	0	0	0	0	0	1	قبیله
tribulation	0	0	0	1	0	1	0	1	0	0	مصیبت
tribunal	0	1	1	1	0	1	0	0	0	1	دادگاه
tribune	0	0	0	0	0	0	0	0	0	1	تریبون
tributary	0	1	0	0	0	0	1	0	0	0	خراجی
tribute	0	0	0	0	0	0	1	0	0	0	احترام
trick	0	0	0	0	0	1	0	0	1	0	فوت و فن
trickery	1	0	1	1	0	1	0	1	1	0	حیله گری
trickle	0	0	0	0	0	0	0	0	0	0	سرماخوردگی
tricky	0	0	0	0	0	0	0	0	0	0	روی حیله و تزویر
tricycle	0	0	0	0	0	0	0	0	0	0	سه چرخه
trident	0	0	0	0	0	0	0	0	0	0	سه گانه
trifle	0	0	0	0	0	1	0	0	0	0	چیز جزیی
trig	0	0	0	0	0	0	1	0	0	0	ماشه
trigger	0	0	0	0	0	0	0	0	0	0	ماشه
trigonometry	0	0	0	0	0	0	0	0	0	0	مثلثات
trillion	0	0	0	0	0	0	0	0	0	0	تریلیون
trim	0	0	0	0	0	0	0	0	0	0	کوتاه کردن
trimmer	0	0	0	0	0	0	0	0	0	0	صاف کننده
trimming	0	0	0	0	0	0	0	0	0	0	پیرایش
trine	0	0	0	0	0	0	0	0	0	0	سه تایی
trinity	0	0	0	0	0	0	0	0	0	0	تثلیث
trio	0	0	0	0	0	0	0	0	0	0	سه نفر
trip	0	0	0	0	0	0	0	0	1	0	سفر
tripartite	0	0	0	0	0	0	0	0	0	0	سه جانبه
triple	0	0	0	0	0	0	0	0	0	0	سه گانه
triplet	0	0	0	0	0	0	0	0	0	0	سه قلو
triplicate	0	0	0	0	0	0	0	0	0	0	سه تکراری
tripod	0	0	0	0	0	0	0	0	0	0	سه پایه
tripping	1	0	0	0	0	1	0	1	0	0	سکندری خوردن
trite	0	0	0	0	0	0	0	0	0	0	پیش پا افتاده
tritium	0	0	0	0	0	0	0	0	0	0	تریتیوم
triumph	0	1	0	0	1	0	1	0	0	0	پیروزی
triumphant	0	1	0	0	1	0	1	0	0	1	پیروز
troll	1	0	0	1	0	1	0	0	0	0	ترول
trolley	0	0	0	0	0	0	0	0	0	0	چرخ دستی
trombone	0	0	0	0	0	0	0	0	0	0	ترومبون
troop	0	0	0	0	0	0	0	0	0	0	گروه
trooper	0	0	0	0	0	0	0	0	0	0	سرباز
troops	0	0	0	0	0	0	0	0	0	0	نیروهای
trophy	0	1	0	0	1	0	1	0	1	1	جام
tropical	0	0	0	0	0	0	0	0	0	0	گرمسیری
trot	0	0	0	0	0	0	0	0	0	0	یورتمه سواری
troublesome	1	0	0	1	0	1	0	0	0	0	دردسر ساز
trough	0	0	0	0	0	0	0	0	0	0	از طریق
troupe	0	0	0	0	0	0	0	0	0	0	گروه
trousers	0	0	0	0	0	0	0	0	0	0	شلوار
trout	0	0	0	0	0	0	0	0	0	0	ماهی قزل آلا
trowel	0	0	0	0	0	0	0	0	0	0	ماله
truce	0	0	0	0	1	0	1	0	0	1	آتش بس
truck	0	0	0	0	0	0	0	0	0	1	کامیون
true	0	0	0	0	1	0	1	0	0	1	درست است، واقعی
truism	0	0	0	0	0	0	0	0	0	0	حقیقت گرایی
trump	0	0	0	0	0	0	0	0	1	0	ترامپ
trumpet	0	0	0	0	0	1	0	0	0	0	شیپور
trumpeter	0	0	0	0	0	0	0	0	0	0	ترومپتوز
truncate	0	0	0	0	0	0	0	0	0	0	کوتاه کردن
truncated	0	0	0	0	0	0	0	0	0	0	کوتاه شده
trundle	0	0	0	0	0	0	0	0	0	0	چرخیدن
trunk	0	0	0	0	0	0	0	0	0	0	تنه
truss	0	0	0	0	0	0	0	0	0	1	خرپا
trust	0	0	0	0	0	0	0	0	0	1	اعتماد
trustee	0	0	0	0	0	0	0	0	0	1	متولی
trusty	0	0	0	0	0	0	1	0	0	0	قابل اعتماد
truth	0	0	0	0	0	0	1	0	0	1	حقیقت
truthful	0	0	0	0	0	0	0	0	0	1	راستگو
truthfulness	0	0	0	0	0	0	1	0	0	1	صداقت
tryout	0	0	0	0	0	0	0	0	0	0	امتحان کنید
tub	0	0	0	0	0	0	0	0	0	0	وان
tube	0	0	0	0	0	0	0	0	0	0	لوله
tubular	0	0	0	0	0	0	0	0	0	0	لوله ای
tubule	0	0	0	0	0	0	0	0	0	0	لوله
tuck	0	0	0	0	0	0	0	0	0	0	چفت کردن
tucker	0	0	0	0	0	0	0	0	0	0	تاکر
tufted	0	0	0	0	0	0	0	0	0	0	پرزدار
tug	0	0	0	0	0	0	0	0	0	0	کشیدن
tuition	0	0	0	0	0	0	0	0	0	0	شهریه
tulip	0	0	0	0	0	0	0	0	0	0	گل لاله
tumble	0	0	0	0	0	1	0	0	0	0	غلت زدن
tumbler	0	0	0	0	0	0	0	0	0	0	لیوان
tumor	0	0	0	1	0	1	0	0	0	0	تومور
tumour	0	0	0	1	0	1	0	1	0	0	تومور
tumult	1	0	0	1	0	1	0	0	1	0	غوغا
tumultuous	1	0	0	1	0	1	0	0	0	0	پر آشوب
tun	0	0	0	0	0	0	0	0	0	0	تن
tuna	0	0	0	0	0	0	0	0	0	0	ماهی تن
tunable	0	0	0	0	0	0	0	0	0	0	قابل تنظیم
tune	0	0	0	0	0	0	0	0	0	0	اهنگ
tunic	0	0	0	0	0	0	0	0	0	0	تونیک
tuning	0	0	0	0	0	0	0	0	0	0	تنظیم
tunnel	0	0	0	0	0	0	0	0	0	0	تونل
turban	0	0	0	0	0	0	0	0	0	0	دستار
turbidity	0	0	0	0	0	0	0	0	0	0	کدورت
turbine	0	0	0	0	0	0	0	0	0	0	توربین
turbulence	1	0	0	1	0	1	0	0	0	0	تلاطم
turbulent	0	0	0	1	0	1	0	0	0	0	آشفته
turf	0	0	0	0	0	0	0	0	0	0	چمن
turmeric	0	0	0	0	0	0	0	0	0	0	زردچوبه
turmoil	1	0	0	1	0	1	0	1	0	0	آشفتگی
turn	0	0	0	0	0	0	0	0	0	0	دور زدن
turning	0	0	0	0	0	0	0	0	0	0	پیچ
turnkey	0	0	0	0	0	0	0	0	0	0	کلید در دست
turnpike	0	0	0	0	0	0	0	0	0	0	چرخش
turntable	0	0	0	0	0	0	0	0	0	0	صفحه گردان
turquoise	0	0	0	0	0	0	0	0	0	0	فیروزه
turret	0	0	0	0	0	0	0	0	0	0	برجک
turtleneck	0	0	0	0	0	0	0	0	0	0	یقه یقه اس
tussle	1	0	0	0	0	0	0	0	0	0	کشمکش
tutelage	0	0	0	0	0	0	1	0	0	1	سرپرستی
tutor	0	0	0	0	0	0	1	0	0	0	معلم خصوصی
tweak	0	0	0	0	0	0	0	0	0	0	نیشگون گرفتن و کشیدن
twelfth	0	0	0	0	0	0	0	0	0	0	دوازدهم
twelve	0	0	0	0	0	0	0	0	0	0	دوازده
twentieth	0	0	0	0	0	0	0	0	0	0	بیستم
twenty	0	0	0	0	0	0	0	0	0	0	بیست
twig	0	0	0	0	0	0	0	0	0	0	شاخه
twilight	0	0	0	0	0	0	0	0	0	0	گرگ و میش
twill	0	0	0	0	0	0	0	0	0	0	جناغ
twin	0	0	0	0	0	0	1	0	0	0	دوقلو
twine	0	0	0	0	0	0	0	0	0	0	ریسمان
twinkle	0	1	0	0	1	0	1	0	0	0	چشمک زدن
twins	0	0	0	0	0	0	0	0	0	0	دوقلوها
twist	0	0	0	0	0	0	0	0	0	0	پیچ - پیچیدن
twisted	0	0	0	0	0	0	0	0	0	0	پیچ خورده
twitch	0	0	0	0	0	1	0	0	0	0	تکان دادن
twofold	0	0	0	0	0	0	0	0	0	0	دو برابر
tycoon	0	0	0	0	0	0	0	0	0	0	سرمایه دار
type	0	0	0	0	0	0	0	0	0	0	نوع
typewriter	0	0	0	0	0	0	0	0	0	0	ماشین تحریر
typhoon	0	0	0	1	0	1	0	0	0	0	طوفان
typically	0	0	0	0	0	0	0	0	0	0	معمولا
typist	0	0	0	0	0	0	0	0	0	0	تایپیست
typography	0	0	0	0	0	0	0	0	0	0	تایپوگرافی
tyrannical	1	0	1	1	0	1	0	0	0	0	ظالم
tyranny	0	0	0	1	0	1	0	1	0	0	ستم
tyrant	1	0	1	1	0	1	0	1	0	0	ظالم
tyre	0	0	0	0	0	0	0	0	0	0	لاستیک
ubiquitous	0	0	0	0	0	0	0	0	0	0	همه جا
ubiquity	0	0	0	0	0	0	0	0	0	0	همه جا حاضر بودن
ugliness	0	0	1	1	0	1	0	1	0	0	زشتی
ugly	0	0	1	0	0	1	0	0	0	0	زشت
ulcer	1	0	1	1	0	1	0	1	0	0	زخم
ulterior	0	0	0	0	0	1	0	0	0	0	باطن
ultimate	0	1	0	0	0	0	0	1	0	0	نهایی
ultimately	0	1	0	0	0	0	1	0	0	0	در نهایت
ultimatum	1	0	0	1	0	1	0	0	0	0	اولتیماتوم
ultimo	0	0	0	0	0	0	0	0	0	0	نهایی
ultraviolet	0	0	0	0	0	0	0	0	0	0	ماوراء بنفش
umbilical	0	0	0	0	0	0	0	0	0	0	نافی
umbra	0	0	0	0	0	0	0	0	0	0	چتر
umbrella	0	0	0	0	0	0	0	0	0	0	چتر
umpire	0	0	0	0	0	0	1	0	0	1	داور
unabashed	0	0	0	0	0	0	0	0	0	0	بی شرم
unabated	0	0	0	0	0	0	0	0	0	0	بی وقفه
unable	0	0	0	0	0	1	0	1	0	0	قادر نیست
unacceptable	0	0	0	0	0	1	0	1	0	0	غیر قابل قبول
unaccompanied	0	0	0	0	0	0	0	0	0	0	بدون همراه
unaccountable	0	1	1	0	0	1	0	1	0	1	غیر قابل پاسخگویی
unacknowledged	0	0	0	0	0	0	0	1	0	0	تایید نشده
unadulterated	0	0	0	0	0	0	0	0	0	0	بدون تقلب
unaided	0	0	0	0	0	0	0	0	0	0	بدون کمک
unaltered	0	0	0	0	0	0	0	0	0	0	بدون تغییر
unambiguous	0	0	0	0	0	0	0	0	0	0	بدون ابهام
unanimity	0	0	0	0	0	0	1	0	0	0	اتفاق آرا
unanimous	0	0	0	0	0	0	1	0	0	0	به اتفاق آرا
unanimously	0	0	0	0	0	0	0	0	0	0	به اتفاق آرا
unanticipated	0	0	0	0	0	0	0	0	1	0	غیر منتظره
unapproved	0	0	0	0	0	1	0	0	0	0	تایید نشده
unarmed	0	0	0	0	0	0	0	0	0	0	غیر مسلح
unassisted	0	0	0	0	0	0	0	0	0	0	بدون کمک
unassuming	0	0	0	0	0	0	1	0	0	0	بی ادعا
unattached	0	0	0	0	0	1	0	0	0	0	غیر متصل
unattainable	1	0	0	0	0	1	0	1	0	0	دست نیافتنی
unattended	0	0	0	0	0	0	0	0	0	0	بدون مراقبت
unattractive	0	0	1	0	0	1	0	1	0	0	غیر جذاب
unauthorized	0	0	0	0	0	1	0	0	0	0	غیرمجاز
unavoidable	0	0	0	0	0	1	0	0	0	0	اجتناب ناپذیر
unaware	0	0	0	0	0	1	0	0	0	0	غافل
unbalanced	0	0	0	0	0	0	0	0	0	0	نامتعادل
unbearable	0	0	1	0	0	1	0	1	0	0	غیر قابل تحمل
unbeaten	0	1	0	0	1	1	1	1	1	0	شکست ناپذیر
unbelief	0	0	0	0	0	1	0	0	0	0	بی ایمانی
unbelievable	0	0	0	0	0	1	0	0	0	0	باور نکردنی
unbiased	0	0	0	0	0	0	1	0	0	0	بی طرفانه
unborn	0	0	0	0	0	1	0	0	0	0	متولد نشده
unbound	0	0	0	0	0	0	0	0	0	0	بی قید
unbounded	0	0	0	0	0	0	0	0	0	0	نامحدود
unbreakable	0	0	0	0	0	0	1	0	0	0	نشکن، شکست ناپذیر
unbridled	1	1	0	1	0	1	1	0	1	0	افسار گسیخته
unbroken	0	0	0	0	0	0	1	0	0	1	ناشکسته
uncanny	0	0	0	1	0	1	0	0	1	0	غیر طبیعی
uncaring	1	0	1	0	0	1	0	1	0	0	بی توجه
uncertain	1	0	1	1	0	1	0	0	1	0	نا معلوم
uncertainty	0	0	0	0	0	0	0	0	0	0	عدم قطعیت
unchallenged	0	0	0	0	0	0	0	0	0	0	بدون چالش
unchangeable	0	0	0	0	0	1	0	0	0	0	غیر قابل تغییر
unchanged	0	0	0	0	0	0	0	0	0	0	بدون تغییر
unclaimed	0	0	0	0	0	0	0	0	0	0	بی ادعا
uncle	0	0	0	0	0	0	0	0	0	0	عمو یا دایی
unclean	0	0	1	0	0	1	0	0	0	0	ناپاک
uncomfortable	0	0	0	0	0	1	0	0	0	0	ناراحت
uncommon	0	0	0	0	0	0	0	0	0	0	غیر معمول
uncommonly	0	0	0	0	0	0	0	0	0	0	غیر معمول
uncompromising	0	0	0	0	0	0	0	0	0	0	سازش ناپذیر
unconcerned	0	0	0	0	0	0	0	0	0	0	بی دغدغه
unconfirmed	0	0	0	0	0	0	0	0	0	0	تایید نشده
unconnected	0	0	0	0	0	0	0	0	0	0	غیر مرتبط
