English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Filipino Word
sect	0	0	0	0	0	0	0	0	0	0	sekta
sectarian	1	0	0	1	0	1	0	0	0	0	sektaryan
sectional	0	0	0	0	0	0	0	0	0	0	sectional
sector	0	0	0	0	0	0	0	0	0	0	sektor
secular	0	1	0	0	0	0	0	0	0	0	sekular
secularism	0	0	0	0	0	0	0	0	0	0	sekularismo
securities	0	0	0	0	0	0	0	0	0	1	mga seguridad
security	0	0	0	0	0	0	0	0	0	0	seguridad
sedan	0	0	0	0	0	0	0	0	0	0	sedan
sedate	0	0	0	0	0	0	0	0	0	0	nagpapatahimik
sedative	0	0	0	0	0	0	0	0	0	0	pampakalma
sedentary	0	0	0	0	0	0	0	0	0	0	laging nakaupo
sedge	0	0	0	0	0	0	0	0	0	0	sedge
sediment	0	0	0	0	0	0	0	0	0	0	latak
sedimentary	0	0	0	0	0	0	0	0	0	0	nalatak
sedition	1	0	0	0	0	1	0	1	0	0	sedisyon
seduce	0	0	0	0	0	1	0	0	0	0	akitin
seducing	0	0	0	0	0	0	0	0	0	0	nang-aakit
seduction	0	0	0	0	0	1	0	0	0	0	pang-aakit
seductive	0	1	0	0	0	0	0	0	0	0	mapang-akit
seed	0	0	0	0	0	0	0	0	0	0	buto
seedling	0	0	0	0	0	0	0	0	0	0	punla
seek	0	1	0	0	0	0	0	0	0	0	Humanap
seeker	0	0	0	0	0	0	0	0	0	0	naghahanap
seemingly	0	0	0	0	0	0	0	0	0	0	parang
seer	0	0	0	0	0	0	0	0	0	0	tagakita
seething	0	0	0	0	0	0	0	0	0	0	kumukulo
segment	0	0	0	0	0	0	0	0	0	0	segment
segregate	1	0	1	0	0	1	0	1	0	0	paghiwalayin
segregated	0	0	0	0	0	1	0	0	0	0	pinaghiwalay
segregation	0	0	0	0	0	0	0	0	0	0	paghihiwalay
seize	0	0	0	1	0	1	0	0	0	0	sakupin
seizure	0	0	0	1	0	0	0	0	0	0	kombulsyon
seldom	0	0	0	0	0	0	0	0	0	0	bihira
select	0	0	0	0	0	0	0	0	0	0	pumili
selection	0	0	0	0	0	0	0	0	0	0	pagpili
selfish	1	0	1	0	0	1	0	0	0	0	makasarili
selfishness	0	0	0	0	0	1	0	0	0	0	pagiging makasarili
sell	0	0	0	0	0	0	0	0	0	0	magbenta
seller	0	0	0	0	0	0	0	0	0	0	nagbebenta
semaphore	0	0	0	0	0	0	0	0	0	0	semapora
semblance	0	0	0	0	0	0	0	0	0	0	pagkakahawig
semen	0	0	0	0	0	0	0	0	0	0	semilya
semicolon	0	0	0	0	0	0	0	0	0	0	tuldok-kuwit
seminal	0	0	0	0	0	0	0	0	0	0	semilya
seminar	0	0	0	0	0	0	0	0	0	0	seminar
seminary	0	0	0	0	0	0	0	0	0	0	seminaryo
semiotics	0	0	0	0	0	0	0	0	0	0	semiotics
senate	0	0	0	0	0	0	0	0	0	1	senado
senator	0	0	0	0	0	0	0	0	0	0	senador
send	0	0	0	0	0	0	0	0	0	0	ipadala
senescence	0	0	0	0	0	0	0	0	0	0	senescence
senile	0	0	0	1	0	1	0	1	0	0	may edad na
senior	0	0	0	0	0	0	0	0	0	0	nakatatanda
seniority	0	0	0	0	0	0	1	0	0	1	seniority
sensation	0	0	0	0	0	0	0	0	0	0	pandamdam
sensational	0	0	0	0	1	0	1	0	0	0	kahindik-hindik
sense	0	0	0	0	0	0	1	0	0	0	kahulugan
senseless	1	0	1	1	0	1	0	1	1	0	walang sense
senses	0	0	0	0	0	0	0	0	0	0	pandama
sensibility	0	0	0	0	0	0	1	0	0	0	sensibilidad
sensibly	0	0	0	0	0	0	1	0	0	0	matino
sensitive	0	0	0	0	0	0	0	0	0	0	sensitibo
sensory	0	0	0	0	0	0	0	0	0	0	pandama
sensual	0	1	0	0	1	1	1	0	1	1	sensual
sensuality	0	1	0	0	1	0	1	0	0	0	kahalayan
sensuous	0	0	0	0	1	0	1	0	0	0	madamdamin
sentence	1	1	1	1	0	1	0	1	0	0	pangungusap
sentient	0	0	0	0	0	0	0	0	0	0	damdamin
sentiment	0	0	0	0	0	0	0	0	0	0	damdamin
sentimental	0	0	0	0	0	0	1	0	0	0	sentimental
sentimentality	0	0	0	0	0	0	1	0	0	0	pagiging sentimental
sentinel	0	0	0	0	0	0	1	0	0	1	sentinel
sentry	0	0	0	0	0	0	0	0	0	1	bantay
separable	0	0	0	0	0	0	0	0	0	0	mapaghihiwalay
separate	0	0	0	0	0	0	0	0	0	0	magkahiwalay
separately	0	0	0	0	0	0	0	0	0	0	magkahiwalay
separation	0	0	0	0	0	0	0	0	0	0	paghihiwalay
separatist	1	0	1	0	0	1	0	0	0	0	separatista
sepia	0	0	0	0	0	0	0	0	0	0	sepya
sepsis	0	0	0	1	0	1	0	1	0	0	sepsis
sept	0	0	0	0	0	0	0	0	0	0	sept
septic	0	0	1	0	0	1	0	0	0	0	septic
septum	0	0	0	0	0	0	0	0	0	0	septum
sequel	0	1	0	0	0	0	0	0	0	0	sumunod na pangyayari
sequence	0	0	0	0	0	0	0	0	0	0	pagkakasunod-sunod
sequent	0	0	0	0	0	0	0	0	0	0	sunod sunod
sequestered	0	0	0	0	0	0	0	0	0	0	sequestered
sequestration	0	0	0	0	0	1	0	1	0	0	pagsamsam
serene	0	0	0	0	0	1	0	0	0	1	matahimik
serenity	0	1	0	0	1	0	1	0	0	1	katahimikan
sergeant	0	0	0	0	0	0	0	0	0	0	sarhento
serial	0	1	0	0	0	0	0	0	0	0	serial
series	0	0	0	0	0	0	0	0	0	1	serye
serif	0	0	0	0	0	0	0	0	0	0	serif
seriousness	0	0	0	1	0	0	0	1	0	0	kaseryosohan
sermon	0	0	0	0	0	0	1	0	0	1	sermon
serpent	0	0	1	1	0	1	0	0	0	0	ahas
serpentine	0	0	0	0	0	0	0	0	0	0	ahas
serrated	0	0	0	0	0	0	0	0	0	0	may ngipin
serum	0	0	0	0	0	0	1	0	0	0	suwero
servant	0	0	0	0	0	1	0	0	0	1	alipin
serve	0	0	0	0	0	1	0	0	0	1	maglingkod
service	0	0	0	0	0	0	0	0	0	0	serbisyo
serviceable	0	0	0	0	0	0	0	0	0	0	mapagsilbihan
servile	0	0	1	1	0	1	0	1	0	0	alipin
servitude	0	0	0	0	0	1	0	0	0	0	pagkaalipin
sess	0	0	0	0	0	0	0	0	0	0	sess
session	0	0	0	0	0	0	0	0	0	0	session
sessions	0	0	0	0	0	0	0	0	0	0	mga session
set	0	0	0	0	0	0	0	0	0	0	itakda
setback	0	0	0	0	0	1	0	1	0	0	pag-urong
sett	0	0	0	0	0	0	0	0	0	0	sett
setter	0	0	0	0	0	0	0	0	0	0	setter
settle	0	0	0	0	0	0	0	0	0	0	tumira
settled	0	0	0	0	0	0	0	0	0	0	naayos na
settler	0	0	0	0	0	0	0	0	0	0	settler
settlor	0	0	0	1	0	0	1	0	0	0	settlor
seventh	0	0	0	0	0	0	0	0	0	0	ikapito
seventy	0	0	0	0	0	0	0	0	0	0	pitumpu
sever	0	0	0	0	0	1	0	0	0	0	maputol
severable	0	0	0	0	0	0	0	0	0	0	maaaring ihiwalay
severally	0	0	0	0	0	0	0	0	0	0	ilang beses
severance	0	0	0	0	0	0	0	1	0	0	pagkahiwalay
severely	0	0	0	0	0	0	0	0	0	0	grabe
severity	0	0	0	0	0	0	0	0	0	0	kalubhaan
sew	0	0	0	0	0	0	0	0	0	0	manahi
sewage	0	0	1	0	0	1	0	0	0	0	dumi sa alkantarilya
sewer	0	0	1	0	0	0	0	0	0	0	imburnal
sewerage	0	0	1	0	0	1	0	0	0	0	imburnal
sex	0	1	0	0	1	0	1	0	0	1	kasarian
sexuality	0	0	0	0	0	0	0	0	0	0	sekswalidad
sexy	0	0	0	0	0	0	0	0	0	0	sexy
shabby	0	0	1	0	0	1	0	0	0	0	malabo
shack	0	0	1	0	0	1	0	1	0	0	kubo
shackle	1	1	1	1	0	1	0	1	0	0	kadena
shade	0	0	0	0	0	0	0	0	0	0	lilim
shades	0	0	0	0	0	0	0	0	0	0	shades
shading	0	0	0	0	0	0	0	0	0	0	pagtatabing
shadow	0	0	0	0	0	0	0	0	0	0	anino
shadowy	0	0	0	0	0	0	0	0	0	0	malabo
shady	0	0	0	1	0	1	0	0	0	0	makulimlim
shaft	0	0	0	0	0	0	0	0	0	0	baras
shag	0	0	0	0	0	0	0	0	0	0	shag
shaggy	0	0	0	0	0	0	0	0	0	0	balbon
shake	0	0	0	0	0	0	0	0	0	0	iling
shaken	0	0	0	0	0	0	0	0	0	0	napailing
shaking	0	0	0	1	0	1	0	0	0	0	pagkakalog
shaky	1	1	0	1	0	1	0	0	0	0	nanginginig
sham	1	0	1	0	0	1	0	0	0	0	pagkukunwari
shaman	0	0	0	0	0	0	0	0	0	0	salamangkero
shambles	0	0	0	0	0	1	0	0	0	0	nagkakagulo
shame	0	0	1	1	0	1	0	1	0	0	kahihiyan
shameful	0	0	0	0	0	1	0	1	0	0	nakakahiya
shameless	0	0	1	0	0	1	0	0	0	0	walanghiya
shanghai	0	0	1	1	0	1	0	0	0	0	shanghai
shank	0	0	0	1	0	0	0	0	0	0	shank
shanty	0	0	0	0	0	0	0	0	0	0	kubo
shape	0	0	0	0	0	0	1	0	0	0	Hugis
shapely	0	0	0	0	0	0	1	0	0	0	may hugis
share	0	1	0	0	1	0	1	0	0	1	ibahagi
shareholder	0	0	0	0	0	0	0	0	0	0	shareholder
shark	0	0	0	0	0	1	0	0	0	0	pating
sharpen	1	1	0	0	0	0	0	0	0	0	patalasin
sharpened	0	0	0	0	0	0	0	0	0	0	pinatalas
sharpener	0	0	0	0	0	0	0	0	0	0	pantasa
sharpness	0	0	0	0	0	0	0	0	0	0	anghang
shatter	1	0	0	1	0	1	0	1	1	0	basagin
shattered	0	0	0	0	0	1	0	1	0	0	nabasag
shave	0	0	0	0	0	0	0	0	0	0	mag-ahit
shaving	0	0	0	0	0	0	0	0	0	0	pag-ahit
shawl	0	0	0	0	0	0	0	0	0	0	alampay
sheaf	0	0	0	0	0	0	0	0	0	0	bigkis
shear	0	0	0	0	0	0	0	0	0	0	gupitin
shears	0	0	0	0	0	0	0	0	0	0	gunting
sheath	0	0	0	0	0	0	0	0	0	0	kaluban
sheathing	0	0	0	0	0	0	0	0	0	0	kaluban
shed	0	0	0	0	0	1	0	0	0	0	malaglag
sheen	0	0	0	0	0	0	0	0	0	0	ningning
sheep	0	0	0	0	0	0	0	0	0	0	tupa
sheer	0	0	0	0	0	0	0	0	0	0	manipis na manipis
sheet	0	0	0	0	0	0	0	0	0	0	sheet
shelf	0	0	0	0	0	0	0	0	0	0	istante
shell	1	0	0	1	0	1	0	1	1	0	kabibi
shellfish	0	0	0	0	0	0	0	0	0	0	shellfish
shelter	0	0	0	0	0	0	1	0	0	1	kanlungan
shelved	0	0	0	0	0	1	0	0	0	0	nakaimbak
shepherd	0	0	0	0	0	0	1	0	0	1	pastol
sheriff	0	0	0	0	0	0	0	0	0	1	sheriff
sherry	0	0	0	0	0	0	0	0	0	0	sherry
shield	0	0	0	0	0	0	0	0	0	0	kalasag
shift	0	0	0	0	0	0	0	0	0	0	shift
shifting	0	0	0	0	0	0	0	0	0	0	paglilipat
shilling	0	0	0	0	0	0	0	0	0	0	shilling
shimmer	0	0	0	0	0	0	0	0	0	0	kumikinang
shin	0	0	0	0	0	0	0	0	0	0	shin
shine	0	0	0	0	0	0	1	0	0	0	sumikat
shingle	0	0	0	0	0	0	0	0	0	0	shingle
shining	0	1	0	0	1	0	1	0	0	0	nagniningning
shiny	0	0	0	0	0	0	0	0	0	0	makintab
ship	0	1	0	0	0	0	0	0	0	0	barko
shipment	0	0	0	0	0	0	0	0	0	0	pagpapadala
shipping	0	0	0	0	0	0	0	0	0	0	Pagpapadala
shipwreck	0	0	0	1	0	1	0	1	0	0	pagkawasak ng barko
shire	0	0	0	0	0	0	0	0	0	0	shire
shirt	0	0	0	0	0	0	0	0	0	0	kamiseta
shit	1	0	1	0	0	1	0	0	0	0	tae
shiver	1	1	0	1	0	1	0	1	0	0	nanginginig
shivering	0	0	0	0	0	0	0	0	0	0	nanginginig
shoals	0	0	0	0	0	0	0	0	0	0	shoals
shock	1	0	0	1	0	1	0	0	1	0	pagkabigla
shockingly	0	0	0	0	0	0	0	0	1	0	nakakabigla
shoddy	1	0	1	0	0	1	0	0	0	0	kawawa
shoe	0	0	0	0	0	0	0	0	0	0	sapatos
shoemaker	0	0	0	0	0	0	0	0	0	0	manggagawa ng sapatos
shoot	1	0	0	1	0	1	0	0	0	0	barilin
shooter	0	0	0	1	0	0	0	0	0	0	tagabaril
shooting	1	0	0	1	0	1	0	0	0	0	pagbaril
shop	0	0	0	0	0	0	0	0	0	0	tindahan
shopkeeper	0	0	0	0	0	0	0	0	0	1	tindera
shoplifting	1	0	1	0	0	1	0	0	0	0	pagnanakaw ng tindahan
shopping	0	1	0	0	1	0	1	0	1	1	pamimili
shore	0	0	0	0	0	0	0	0	0	0	baybayin
shorn	0	0	0	0	0	0	0	0	0	0	ginupit
short	0	0	0	0	0	0	0	0	0	0	maikli
shortage	1	0	0	1	0	1	0	1	0	0	kakapusan
shortcoming	0	0	0	0	0	1	0	0	0	0	pagkukulang
shorten	0	0	0	0	0	0	0	0	0	0	paikliin
shortening	0	0	0	0	0	0	0	0	0	0	pagpapaikli
shorthand	0	0	0	0	0	0	0	0	0	0	shorthand
shortly	0	1	0	0	0	0	0	0	0	0	maya-maya
shortness	0	0	0	0	0	0	0	0	0	0	ikli
shorts	0	0	0	0	0	0	0	0	0	0	shorts
shot	1	0	0	1	0	1	0	1	1	0	binaril
shotgun	0	0	0	0	0	0	0	0	0	0	baril
shoulder	0	0	0	0	0	0	1	0	0	1	balikat
shout	1	0	0	0	0	0	0	0	1	0	sigaw
shove	1	0	0	0	0	1	0	0	0	0	itulak
shovel	0	0	0	0	0	0	0	0	0	0	pala
shoveling	0	0	0	0	0	0	0	0	0	0	pala
show	0	0	0	0	0	0	0	0	0	1	palabas
shower	0	0	0	0	0	0	0	0	0	0	shower
showing	0	0	0	0	0	0	0	0	0	0	nagpapakita
showy	0	0	0	0	0	1	0	0	0	0	pasikat
shrapnel	0	0	0	1	0	0	0	0	0	0	shrapnel
shred	0	0	0	0	0	0	0	0	0	0	gutay-gutay
shrewd	0	0	0	0	0	0	1	0	0	0	matalino
shriek	1	0	0	1	0	1	0	1	1	0	sigaw
shrill	1	0	0	1	0	1	0	0	1	0	matinis
shrimp	0	0	0	0	0	0	0	0	0	0	hipon
shrine	0	0	0	0	0	0	0	0	0	0	dambana
shrink	0	0	0	1	0	1	0	1	0	0	pag-urong
shrinking	0	0	0	0	0	0	0	0	0	0	lumiliit
shroud	0	0	0	0	0	0	0	1	0	0	saplot
shrub	0	0	0	0	0	0	0	0	0	0	palumpong
shrubbery	0	0	0	0	0	0	0	0	0	0	palumpong
shrug	0	0	0	0	0	0	0	0	0	0	kibit balikat
shrunk	0	0	0	0	0	1	0	0	0	0	lumiit
shudder	0	0	0	1	0	1	0	0	0	0	nanginginig
shuffle	0	0	0	0	0	0	0	0	0	0	shuffle
shuffling	0	0	0	0	0	0	0	0	0	0	pagbabalasa
shun	1	0	1	0	0	1	0	1	0	0	umiwas
shunt	0	0	0	0	0	0	0	0	0	0	shunt
shut	0	0	0	0	0	0	0	0	0	0	isara
shutter	0	0	0	0	0	0	0	0	0	0	shutter
shuttle	0	0	0	0	0	0	0	0	0	0	shuttle
sib	0	0	0	0	0	0	0	0	0	1	sib
sic	0	0	0	0	0	0	0	0	0	0	sic
sick	0	0	1	0	0	1	0	1	0	0	may sakit
sickening	1	0	1	1	0	1	0	1	0	0	nakakasakit
sickle	0	0	0	0	0	0	0	0	0	0	karit
sickly	0	0	1	0	0	1	0	1	0	0	may sakit
sickness	0	0	1	1	0	1	0	1	0	0	sakit
side	0	0	0	0	0	0	0	0	0	0	gilid
sideboard	0	0	0	0	0	0	0	0	0	0	sideboard
sidestep	0	0	0	0	0	0	0	0	0	0	sidestep
sideways	0	0	0	0	0	0	0	0	0	0	patagilid
siege	0	0	0	0	0	0	0	0	0	0	pagkubkob
siesta	0	0	0	0	0	0	0	0	0	0	siesta
sieve	0	0	0	0	0	0	0	0	0	0	salaan
sifting	0	0	0	0	0	0	0	0	0	0	pagsala
sigh	0	0	0	0	0	0	0	0	0	0	buntong hininga
sight	0	0	0	0	0	0	0	0	0	0	paningin
sign	0	0	0	0	0	0	0	0	0	0	tanda
signal	0	0	0	0	0	0	0	0	0	0	hudyat
signature	0	0	0	0	0	0	0	0	0	1	pirma
significance	0	0	0	0	0	0	0	0	0	0	kahalagahan
significant	0	0	0	0	0	0	0	0	0	0	makabuluhan
signification	0	0	0	0	0	0	0	0	0	0	kabuluhan
signify	0	1	0	0	0	0	0	0	0	0	magpahiwatig
signpost	0	0	0	0	0	0	0	0	0	0	karatula
silent	0	0	0	0	0	0	0	0	0	0	tahimik
silently	0	0	0	0	0	0	0	0	0	0	tahimik
silhouette	0	0	0	0	0	0	0	0	0	0	silweta
silk	0	0	0	0	0	0	1	0	0	0	sutla
silken	0	0	0	0	0	0	0	0	0	0	seda
silky	0	0	0	0	0	0	0	0	0	0	malasutla
sill	0	0	0	0	0	0	0	0	0	0	pasimano
silliness	0	0	0	0	0	0	0	0	0	0	kalokohan
silly	0	0	0	0	1	1	0	0	0	0	hangal
silt	0	0	0	0	0	0	0	0	0	0	banlik
silver	0	0	0	0	0	0	0	0	0	0	pilak
silvery	0	0	0	0	0	0	0	0	0	0	kulay-pilak
similar	0	0	0	0	0	0	0	0	0	0	katulad
similarity	0	0	0	0	0	0	0	0	0	0	pagkakatulad
simile	0	0	0	0	0	0	0	0	0	0	pagtutulad
simmer	1	1	0	0	0	0	0	0	0	0	kumulo
simmering	0	1	0	0	0	0	0	0	0	0	kumukulo
simple	0	0	0	0	0	0	0	0	0	0	simple lang
simples	0	0	0	0	0	0	0	0	0	0	simples
simplify	0	1	0	0	1	0	1	0	1	1	pasimplehin
simply	0	0	0	0	0	0	0	0	0	0	lamang
simulate	0	0	0	0	0	0	0	0	0	0	gayahin
simulated	0	0	0	0	0	0	0	0	0	0	kunwa
simulating	0	0	0	0	0	0	0	0	0	0	paggaya
simulation	0	0	0	0	0	0	0	0	0	0	simulation
simultaneous	0	0	0	0	0	0	0	0	0	0	sabay-sabay
simultaneously	0	0	0	0	0	0	0	0	0	0	sabay-sabay
sin	1	0	1	1	0	1	0	1	0	0	kasalanan
sincere	0	0	0	0	0	0	1	0	0	1	taos-puso
sincerity	0	0	0	0	0	0	1	0	0	0	sinseridad
sinful	1	0	1	1	0	1	0	1	0	0	makasalanan
sing	0	1	0	0	1	0	1	1	0	1	kumanta
singer	0	0	0	0	0	0	0	0	0	0	mang-aawit
single	0	0	0	0	0	0	0	0	0	0	walang asawa
singly	0	0	0	0	0	0	1	0	0	0	nag-iisa
singular	0	0	0	0	0	0	0	0	0	0	isahan
singularity	0	0	0	0	0	0	0	0	0	0	singularidad
singularly	0	0	0	0	0	0	0	0	1	0	isahan
sinister	1	0	1	1	0	1	0	0	0	0	masama
sink	0	0	0	0	0	0	0	0	0	0	lababo
sinner	1	0	1	1	0	1	0	1	0	0	makasalanan
sinning	0	0	1	0	0	1	0	0	0	0	nagkakasala
sinus	0	0	0	0	0	0	0	0	0	0	sinus
sip	0	0	0	0	0	0	0	0	0	0	humigop
siphon	0	0	0	0	0	0	0	0	0	0	siphon
sir	0	0	0	0	0	0	1	0	0	1	sir
sire	0	0	0	0	0	0	0	0	0	0	ginoo
siren	0	0	0	1	0	1	0	0	0	0	sirena
sissy	0	0	0	0	0	1	0	0	0	0	ate
sister	0	0	0	0	0	0	0	0	0	0	ate
sisterhood	1	0	0	0	0	0	1	1	1	1	kapatid na babae
site	0	0	0	0	0	0	0	0	0	0	lugar
sith	0	0	0	0	0	0	0	0	0	0	sith
sitting	0	0	0	0	0	0	0	0	0	0	nakaupo
situate	0	0	0	0	0	0	0	0	0	0	ilagay
situated	0	0	0	0	0	0	0	0	0	0	nakalagay
situation	0	0	0	0	0	0	0	0	0	0	sitwasyon
sixth	0	0	0	0	0	0	0	0	0	0	pang-anim
sixty	0	0	0	0	0	0	0	0	0	0	animnapu
size	0	0	0	0	0	0	0	0	0	0	laki
sizzle	1	0	0	0	0	0	0	0	0	0	sumirit
skate	0	0	0	0	0	0	0	0	0	0	isketing
skating	0	0	0	0	0	0	0	0	0	0	skating
skein	0	0	0	0	0	0	0	0	0	0	skein
skeleton	0	0	0	0	0	0	0	0	0	0	kalansay
skeptic	0	0	0	0	0	0	0	0	0	0	may pag-aalinlangan
skeptical	0	0	0	0	0	1	0	0	0	0	may pag-aalinlangan
skepticism	0	0	0	0	0	0	0	0	0	0	pag-aalinlangan
sketch	0	0	0	0	0	0	0	0	0	0	sketch
sketchy	0	0	0	0	0	1	0	0	0	0	sketchy
skewed	1	1	0	0	0	1	0	0	0	0	nakahilig
skewer	0	0	0	0	0	0	0	0	0	0	tuhog
ski	0	0	0	0	0	0	0	0	0	0	ski
skid	1	0	0	1	0	1	0	1	0	0	magpadulas
skiff	0	0	0	0	0	0	0	0	0	0	bangka
skill	0	0	0	0	0	0	0	0	0	0	kasanayan
skilled	0	0	0	0	0	0	1	0	0	0	sanay
skillet	0	0	0	0	0	0	0	0	0	0	kawali
skillful	0	0	0	0	0	0	1	0	0	1	magaling
skim	0	0	0	0	0	0	0	0	0	0	skim
skin	0	0	0	0	0	0	0	0	0	0	balat
skinny	0	0	0	0	0	0	0	0	0	0	payat
skip	0	0	0	0	0	1	0	0	0	0	laktawan
skipper	0	0	0	0	0	0	0	0	0	0	kapitan
skirmish	1	0	0	0	0	1	0	0	0	0	labanan
skirt	0	0	0	0	0	0	0	0	0	0	palda
skirting	0	0	0	0	0	0	0	0	0	0	palda
skirts	0	0	0	0	0	0	0	0	0	0	mga palda
skit	0	0	0	0	0	0	0	0	0	0	skit
skull	0	0	0	0	0	0	0	0	0	0	bungo
skunk	0	0	0	0	0	0	0	0	0	0	skunk
sky	0	0	0	0	0	0	1	0	0	0	langit
skyscraper	0	0	0	0	0	0	0	0	0	0	napakataas na gusali
slab	0	0	0	0	0	0	0	0	0	0	tilad
slack	0	0	0	0	0	1	0	0	0	0	matumal
slag	0	0	0	0	0	1	0	0	0	0	mag-abo
slam	1	0	0	1	0	1	0	0	1	0	slam
slander	1	0	1	0	0	1	0	0	0	0	paninirang-puri
slanderous	0	0	0	0	0	1	0	0	0	0	mapanirang-puri
slang	0	0	0	0	0	0	0	0	0	0	balbal
slant	0	0	0	0	0	0	0	0	0	0	pahilig
slap	1	0	0	0	0	1	0	0	1	0	sampal
slash	1	0	0	0	0	0	0	0	0	0	slash
slashes	0	0	0	0	0	0	0	0	0	0	mga slash
slate	0	0	0	0	0	0	1	0	0	0	slate
slates	0	0	0	0	0	0	0	0	0	0	mga slate
slaughter	1	0	1	1	0	1	0	1	1	0	patayan
slaughterhouse	1	0	1	1	0	1	0	1	0	0	bahay-katayan
slaughtering	1	0	1	1	0	1	0	1	1	0	pagkatay
slave	1	0	0	1	0	1	0	1	0	0	alipin
slavery	1	0	1	1	0	1	0	1	0	0	pang-aalipin
slay	1	0	0	0	0	1	0	0	0	0	pumatay
slayer	1	0	1	1	0	1	0	1	1	0	mamamatay tao
sledge	0	0	0	0	0	0	0	0	0	0	paragos
sleek	0	0	0	0	0	0	1	0	0	0	makinis
sleep	0	0	0	0	0	0	0	0	0	0	matulog
sleeper	0	0	0	0	0	0	0	0	0	0	natutulog
sleeping	0	0	0	0	0	0	0	0	0	0	natutulog
sleeplessness	0	0	0	0	0	0	0	0	0	0	kawalan ng tulog
sleepy	0	0	0	0	0	0	0	0	0	0	inaantok
sleet	0	0	0	0	0	1	0	0	0	0	ulan ng yelo
sleeve	0	0	0	0	0	0	0	0	0	0	manggas
sleeveless	0	0	0	0	0	0	0	0	0	0	walang manggas
sleigh	0	0	0	0	0	0	0	0	0	0	paragos
sleight	0	0	0	0	0	0	0	0	0	0	panlilinlang
slender	0	0	0	0	0	0	1	0	0	0	payat
sleuth	0	0	0	0	0	0	0	0	0	0	sleuth
slice	0	0	0	0	0	0	0	0	0	0	hiwain
slick	0	0	0	0	0	0	0	0	0	0	makinis
slide	0	0	0	0	0	0	0	0	0	0	slide
sliding	0	0	0	0	0	0	0	0	0	0	dumudulas
slight	0	0	0	0	0	0	0	0	0	0	bahagya
slightly	0	0	0	0	0	0	0	0	0	0	bahagya
slim	0	0	0	0	0	0	1	0	0	0	slim
slime	0	0	1	0	0	0	0	0	0	0	putik
slimy	0	0	1	0	0	1	0	0	0	0	malansa
sling	0	0	0	0	0	0	0	0	0	0	lambanog
slink	0	0	0	0	0	1	0	0	0	0	slink
slip	0	0	0	0	0	1	0	0	1	0	madulas
slipper	0	0	0	0	0	0	0	0	0	0	tsinelas
slippers	0	0	0	0	0	0	0	0	0	0	tsinelas
slit	0	0	0	0	0	0	0	0	0	0	hiwa
sliver	0	0	0	0	0	0	0	0	0	0	pira-piraso
slogan	0	0	0	0	0	0	0	0	0	0	slogan
sloop	0	0	0	0	0	0	0	0	0	0	sloop
slop	0	0	1	0	0	1	0	0	0	0	slop
slope	0	0	0	0	0	0	0	0	0	0	dalisdis
sloppy	0	0	1	0	0	1	0	0	0	0	palpak
slot	0	0	0	0	0	0	0	0	0	0	puwang
sloth	0	0	1	0	0	1	0	0	0	0	katamaran
slouch	0	0	0	0	0	1	0	0	0	0	yumuko
slough	0	0	0	0	0	1	0	0	0	0	slough
slow	0	0	0	0	0	0	0	0	0	0	mabagal
slowly	0	0	0	0	0	0	0	0	0	0	dahan-dahan
slowness	0	0	0	0	0	1	0	0	0	0	kabagalan
sludge	0	0	1	0	0	1	0	0	0	0	putik
slug	0	0	1	0	0	1	0	0	0	0	banatan
sluggish	0	0	0	0	0	1	0	1	0	0	matamlay
sluice	0	0	0	0	0	0	0	0	0	0	sluice
slum	0	0	1	0	0	1	0	0	0	0	slum
slumber	0	0	0	0	0	0	0	0	0	0	idlip
slump	0	0	0	0	0	1	0	1	0	0	bumagsak
slur	1	0	1	0	0	1	0	1	0	0	slur
slush	0	0	1	0	0	1	0	0	1	0	slush
slut	1	0	1	0	0	1	0	0	0	0	kalapating mababa ang lipad
sly	1	0	1	1	0	1	0	0	0	0	palihim
smack	1	0	0	0	0	1	0	0	0	0	sampal
small	0	0	0	0	0	1	0	0	0	0	maliit
smaller	0	0	0	0	0	0	0	0	0	0	mas maliit
smallest	0	0	0	0	0	0	0	0	0	0	pinakamaliit
smash	1	0	0	1	0	1	0	0	0	0	basagin
smashed	0	0	0	0	0	1	0	0	0	0	nabasag
smattering	0	0	0	0	0	1	0	0	0	0	nakakabusog
smear	0	0	0	0	0	0	0	0	0	0	pahid
smell	1	0	1	0	0	1	0	0	0	0	amoy
smelling	0	0	1	0	0	1	0	0	0	0	mabango
smelt	0	0	0	0	0	0	0	0	0	0	naamoy
smile	0	0	0	0	1	0	1	0	1	1	ngumiti
smiling	0	0	0	0	1	0	1	0	0	0	nakangiti
smirk	0	0	0	0	0	1	0	0	0	0	ngumisi
smite	1	0	0	1	0	1	0	1	0	0	hampasin
smith	0	0	0	0	0	0	0	0	0	1	smith
smitten	0	0	0	0	0	0	1	0	0	0	sinaktan
smoker	0	0	0	0	0	1	0	0	0	0	naninigarilyo
smokey	0	0	0	0	0	0	0	0	0	0	mausok
smoking	0	0	0	0	0	0	0	0	0	0	paninigarilyo
smoky	0	0	0	0	0	0	0	0	0	0	mausok
smoldering	0	0	0	0	0	0	0	0	0	0	umuusok
smoothly	0	0	0	0	0	0	0	0	0	0	maayos
smoothness	0	0	0	0	0	0	1	0	0	0	kinis
