English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Lao Word
underpaid	1	0	0	0	0	1	0	1	0	0	ຈ່າຍຕໍ່າກວ່າ
underpants	0	0	0	0	0	0	0	0	0	0	underpants
underscore	0	0	0	0	0	0	0	0	0	0	ຂີດກ້ອງ
undersized	0	0	0	0	0	1	0	0	0	0	ຂະໜາດນ້ອຍ
understanding	0	0	0	0	0	0	1	0	0	1	ຄວາມເຂົ້າໃຈ
understood	0	0	0	0	0	0	0	0	0	0	ເຂົ້າໃຈ
undertake	0	0	0	0	0	0	0	0	0	0	ປະຕິບັດ
undertaker	0	0	0	0	0	0	0	1	0	0	ຜູ້ຮັບເໝົາ
undertaking	0	1	0	0	0	0	0	0	0	0	ປະຕິບັດ
underwood	0	0	0	0	0	0	0	0	0	0	ໃຕ້ໄມ້
underwrite	0	0	0	0	0	0	1	0	0	1	underwrite
underwriter	0	0	0	0	0	0	0	0	0	0	underwriter
undeserved	0	0	0	0	0	0	0	0	0	0	ບໍ່ສົມຄວນ
undesirable	1	0	1	1	0	1	0	1	0	0	ທີ່ບໍ່ຕ້ອງການ
undesired	0	0	0	0	0	1	0	1	0	0	ບໍ່ຕ້ອງການ
undeveloped	0	0	0	0	0	0	0	0	0	0	ບໍ່ໄດ້ພັດທະນາ
undirected	0	0	0	0	0	0	0	0	0	0	ບໍ່ມີເສັ້ນທາງ
undisclosed	0	1	0	0	0	0	0	0	0	0	ບໍ່ເປີດເຜີຍ
undiscovered	0	0	0	0	0	0	0	0	1	0	ບໍ່ໄດ້ຄົ້ນພົບ
undisputed	0	0	0	0	0	0	0	0	0	0	ບໍ່ມີຂໍ້ຂັດແຍ້ງ
undisturbed	0	0	0	0	0	0	0	0	0	0	ບໍ່ລົບກວນ
undivided	0	0	0	0	0	0	1	0	0	0	ບໍ່ແບ່ງ
undo	0	0	0	0	0	1	0	0	0	0	ຍົກເລີກ
undoing	0	0	0	0	0	0	0	0	0	0	ຍົກເລີກ
undoubted	0	1	1	0	0	0	0	0	0	0	ບໍ່ຕ້ອງສົງໃສ
undress	0	0	0	0	0	0	0	0	0	0	ນຸ່ງສິ້ນ
undressed	0	0	0	0	0	0	0	0	0	0	ນຸ່ງສິ້ນ
undue	0	0	0	0	0	0	0	0	0	0	ເກີນກຳນົດ
undying	0	1	0	0	1	0	1	1	0	1	ບໍ່ຕາຍ
unearned	0	0	0	0	0	0	0	0	0	0	ບໍ່ມີລາຍຮັບ
unearth	0	0	0	0	0	0	0	0	0	0	ຂຸດ​ຄົ້ນ
uneasiness	0	1	0	0	0	1	0	1	0	0	ຄວາມບໍ່ສະບາຍ
uneasy	0	0	1	1	0	1	0	0	0	0	ບໍ່ສະບາຍ
uneducated	0	0	0	0	0	1	0	1	0	0	ບໍ່ມີການສຶກສາ
unemployed	0	0	0	1	0	1	0	1	0	0	ຫວ່າງງານ
unencumbered	0	0	0	0	0	0	0	0	0	0	ບໍ່ມີຕົວເລກ
unending	0	0	0	0	0	0	0	0	0	0	ບໍ່ສິ້ນສຸດ
unequal	1	0	1	1	0	1	0	1	0	0	ບໍ່ເທົ່າທຽມກັນ
unequalled	0	0	0	0	0	0	0	0	0	0	ບໍ່​ເທົ່າ​ທຽມ​ກັນ
unequivocal	0	0	0	0	0	0	0	0	0	1	ບໍ່ຊັດເຈນ
unequivocally	0	0	0	0	0	0	1	0	0	0	ຢ່າງຈະແຈ້ງ
uneven	0	0	0	0	0	1	0	0	0	0	ບໍ່​ສະ​ເໝີ​ພາບ
uneventful	0	0	0	0	0	0	0	0	0	0	ທີ່ບໍ່ຄາດຄິດ
unexpected	0	1	0	1	1	1	1	0	1	0	ບໍ່ຄາດຄິດ
unexpectedly	0	0	0	0	0	0	0	0	1	0	ໂດຍບໍ່ຄາດຄິດ
unexplained	0	1	0	0	0	1	0	1	0	0	ບໍ່ໄດ້ອະທິບາຍ
unexplored	0	0	0	0	0	0	0	0	0	0	ບໍ່ໄດ້ສຳຫຼວດ
unfailing	0	0	0	0	0	0	0	0	0	0	ບໍ່ລົ້ມເຫລວ
unfair	1	0	1	0	0	1	0	1	0	0	ບໍ່ຍຸດຕິທຳ
unfairness	1	0	0	0	0	1	0	1	0	0	ຄວາມບໍ່ຍຸດຕິທໍາ
unfaithful	0	0	1	0	0	1	0	0	0	0	ບໍ່ຊື່ສັດ
unfamiliar	0	0	0	0	0	0	0	0	0	0	ບໍ່ຄຸ້ນເຄີຍ
unfavorable	0	0	1	0	0	1	0	1	0	0	ບໍ່ເອື້ອອໍານວຍ
unfettered	0	0	0	0	0	0	0	0	0	0	unfettered
unfinished	0	0	0	0	0	1	0	0	0	0	ຍັງບໍ່ແລ້ວ
unflinching	0	0	0	0	0	0	0	0	0	0	unflinching
unfold	0	1	0	0	0	0	1	0	0	0	ເປີດເຜີຍ
unforeseen	0	0	0	0	0	0	0	0	1	0	ບໍ່ຄາດຄິດ
unforgiving	1	0	0	0	0	1	0	1	0	0	ບໍ່​ໃຫ້​ອະ​ໄພ
unfortunate	0	0	0	0	0	1	0	1	0	0	ໂຊກບໍ່ດີ
unfriendly	1	0	1	1	0	1	0	1	0	0	ບໍ່ເປັນມິດ
unfulfilled	1	1	0	0	0	1	0	1	1	0	ບໍ່ໄດ້ຜົນ
unfurnished	0	0	0	0	0	1	0	0	0	0	ບໍ່ມີເຟີນີເຈີ
ungodly	0	0	0	0	0	1	0	1	0	0	ຜິດສິນລະທຳ
ungrateful	1	0	1	0	0	1	0	0	0	0	ເນີ້ງ
unguarded	0	0	0	0	0	0	0	0	1	0	ບໍ່ໄດ້ເຝົ້າລະວັງ
unhappiness	0	0	0	0	0	1	0	1	0	0	ຄວາມບໍ່ພໍໃຈ
unhappy	1	0	1	0	0	1	0	1	0	0	ບໍ່ພໍໃຈ
unharmed	0	0	0	0	0	0	0	0	0	0	ບໍ່ເປັນອັນຕະລາຍ
unhealthy	0	0	1	1	0	1	0	1	0	0	ບໍ່​ມີ​ສຸ​ຂະ​ພາບ
unhindered	0	0	0	0	0	0	0	0	0	0	ບໍ່​ມີ​ການ​ຂັດຂວາງ
unholy	0	0	0	1	0	1	0	0	0	0	ບໍ່ບໍລິສຸດ
unicorn	0	0	0	0	0	0	0	0	0	0	ຢູນິຄອນ
unification	0	1	0	0	1	0	1	0	0	1	ສາມັກຄີ
uniform	0	0	0	0	0	0	0	0	0	0	ເອກະພາບ
uniformity	0	0	0	0	0	0	0	0	0	0	ຄວາມເປັນເອກະພາບ
uniformly	0	0	0	0	0	0	1	0	0	0	ເປັນເອກະພາບ
unimaginable	0	0	0	0	0	1	1	0	1	0	ເປັນໄປບໍ່ໄດ້
unimportant	0	0	0	0	0	1	0	1	0	0	ບໍ່ສໍາຄັນ
unimpressed	0	0	0	0	0	1	0	0	0	0	ບໍ່ປະທັບໃຈ
unimproved	0	0	0	0	0	1	0	0	0	0	ບໍ່ໄດ້ຮັບການປັບປຸງ
uninfected	0	0	0	0	0	0	1	0	0	0	ບໍ່ຕິດເຊື້ອ
uninformed	0	0	0	0	0	1	0	0	0	0	ບໍ່ຮູ້
uninhabited	0	0	0	0	0	0	0	0	0	0	ບໍ່ມີຄົນຢູ່
uninitiated	0	0	0	0	0	1	0	0	0	0	ບໍ່ລິເລີ່ມ
uninspired	0	0	0	0	0	1	0	1	0	0	ບໍ່ມີແຮງບັນດານໃຈ
unintelligible	0	0	0	0	0	1	0	0	0	0	ບໍ່ເຂົ້າໃຈ
unintended	0	0	0	0	0	0	0	0	1	0	ບໍ່ໄດ້ຕັ້ງໃຈ
unintentional	0	0	0	0	0	0	0	0	1	0	ໂດຍບໍ່ຕັ້ງໃຈ
unintentionally	0	0	0	0	0	1	0	0	1	0	ໂດຍບໍ່ຕັ້ງໃຈ
uninterested	0	0	0	0	0	1	0	1	0	0	ບໍ່ສົນໃຈ
uninteresting	0	0	0	0	0	1	0	1	0	0	ບໍ່ຫນ້າສົນໃຈ
uninterrupted	0	0	0	0	0	0	0	0	0	0	ບໍ່ຕິດຂັດ
uninvited	0	0	0	0	0	0	0	1	0	0	ບໍ່ໄດ້ເຊີນ
union	0	0	0	0	0	0	0	0	0	0	ສະຫະພັນ
unique	0	0	0	0	0	0	1	0	1	0	ເປັນເອກະລັກ
unison	0	0	0	0	0	0	1	0	0	0	ພ້ອມ​ກັນ
unit	0	0	0	0	0	0	0	0	0	0	ໜ່ວຍ
unitary	0	0	0	0	0	0	1	0	0	0	ເອກະພາບ
unite	0	0	0	0	0	0	0	0	0	0	ສາມັກຄີ
united	0	0	0	0	0	0	1	0	0	1	ສະຫະປະຊາ
unity	0	0	0	0	0	0	1	0	0	1	ສາມັກຄີ
universal	0	0	0	0	0	0	0	0	0	0	ສາກົນ
universality	0	0	0	0	0	0	0	0	0	0	ວິທະຍາໄລ
universe	0	0	0	0	0	0	0	0	0	0	ຈັກກະວານ
university	0	1	0	0	0	0	1	0	0	0	ມະຫາວິທະຍາໄລ
unjust	1	0	0	0	0	1	0	0	0	0	ບໍ່ຍຸດຕິທຳ
unjustifiable	1	0	1	1	0	1	0	0	0	0	ບໍ່ສົມເຫດສົມຜົນ
unjustified	0	0	0	0	0	1	0	0	0	0	ບໍ່ຍຸດຕິທຳ
unkind	1	0	1	1	0	1	0	1	0	0	ບໍ່ມີເມດຕາ
unknowable	0	0	0	0	0	0	0	0	0	0	ບໍ່ຮູ້
unknown	0	1	0	1	0	1	0	0	0	0	ບໍ່ຮູ້ຈັກ
unlawful	1	0	1	1	0	1	0	1	0	0	ຜິດກົດໝາຍ
unleash	0	0	0	0	0	0	0	0	0	0	ປົດປ່ອຍ
unlicensed	0	0	0	0	0	1	0	0	0	0	ບໍ່ມີໃບອະນຸຍາດ
unlike	0	0	0	0	0	0	0	0	0	0	ບໍ່​ມັກ
unlimited	0	0	0	0	0	0	1	0	0	0	ບໍ່ຈໍາກັດ
unload	0	0	0	0	0	0	0	0	0	0	ຖອດອອກ
unloaded	0	0	0	0	0	0	0	0	0	0	ຍົກເລີກການໂຫຼດ
unlock	0	0	0	0	0	0	0	0	0	0	ປົດລັອກ
unlucky	1	0	1	1	0	1	0	1	0	0	ໂຊກບໍ່ດີ
unmanageable	0	0	1	0	0	1	0	0	0	0	ບໍ່ສາມາດຈັດການໄດ້
unmarked	0	0	0	0	0	0	0	0	0	0	ບໍ່ໄດ້ໝາຍ
unmarried	0	0	0	0	0	0	0	0	0	0	ບໍ່ໄດ້ແຕ່ງງານ
unmask	0	0	0	0	0	0	0	0	0	0	ເປີດໜ້າກາກ
unmatched	0	0	0	0	0	0	0	0	0	0	ບໍ່ກົງກັນ
unmistakable	0	0	0	0	0	0	0	0	0	0	ແນ່ນອນ
unmitigated	0	0	0	0	0	0	0	0	0	0	ບໍ່ຫຼຸດໜ້ອຍຖອຍລົງ
unmoved	0	0	0	0	0	0	0	0	0	0	ບໍ່ມີການເຄື່ອນໄຫວ
unnamed	0	0	0	0	0	0	0	0	0	0	ບໍ່ມີຊື່
unnatural	0	0	1	1	0	1	0	0	0	0	ຜິດທໍາມະຊາດ
unnecessary	0	0	0	0	0	0	0	0	0	0	ທີ່ບໍ່ຈໍາເປັນ
unneeded	0	0	0	0	0	0	0	0	0	0	ບໍ່ຈໍາເປັນ
unnoticed	0	0	0	0	0	0	0	0	0	0	ບໍ່ສັງເກດເຫັນ
unnumbered	0	0	0	0	0	0	0	0	0	0	ບໍ່ມີຕົວເລກ
unobserved	0	0	0	0	0	0	0	0	0	0	ບໍ່ໄດ້ສັງເກດ
unobstructed	0	0	0	0	0	0	0	0	0	0	ບໍ່ມີສິ່ງກີດຂວາງ
unobtrusive	0	0	0	0	0	0	0	0	0	0	ບໍ່ລົບກວນ
unoccupied	0	0	0	0	0	0	0	0	0	0	ບໍ່ມີອາຊີບ
unofficial	0	0	0	0	0	1	0	0	0	0	ບໍ່ເປັນທາງການ
unopened	0	0	0	0	0	0	0	0	0	0	ບໍ່ໄດ້ເປີດ
unopposed	0	0	0	0	0	0	0	0	0	0	ຄັດຄ້ານ
unordered	0	0	0	0	0	0	0	0	0	0	ບໍ່ມີຄໍາສັ່ງ
unorganized	0	0	0	0	0	0	0	0	0	0	ບໍ່ເປັນລະບຽບ
unorthodox	0	0	0	0	0	0	0	0	0	0	ຜິດກົດໝາຍ
unpack	0	0	0	0	0	0	0	0	0	0	ຖອດອອກ
unpaid	1	0	0	0	0	1	0	1	0	0	ຍັງບໍ່ໄດ້ຈ່າຍ
unpleasant	0	0	1	0	0	1	0	1	0	0	ບໍ່ພໍໃຈ
unpopular	0	0	1	0	0	1	0	1	0	0	ບໍ່ມີຄວາມນິຍົມ
unprecedented	0	0	0	0	0	0	0	0	1	0	ບໍ່ເຄີຍມີມາກ່ອນ
unpredictable	0	0	0	0	0	1	0	0	1	0	ບໍ່ສາມາດຄາດເດົາໄດ້
unprepared	0	0	0	0	0	1	0	0	0	0	ບໍ່ໄດ້ກະກຽມ
unpretentious	0	0	0	0	0	0	1	0	0	0	unpretentious
unproductive	0	0	0	0	0	1	0	0	0	0	ບໍ່ໄດ້ຜົນ
unprofitable	0	0	0	0	0	1	0	0	0	0	ບໍ່ມີຜົນປະໂຫຍດ
unprotected	0	0	0	0	0	1	0	0	0	0	ບໍ່ມີການປ້ອງກັນ
unproven	0	0	0	0	0	0	0	0	0	0	ບໍ່ໄດ້ຮັບການພິສູດ
unpublished	0	1	0	0	0	1	0	1	0	0	ບໍ່ໄດ້ເຜີຍແຜ່
unquestionable	0	0	0	0	0	0	1	0	0	1	ບໍ່ມີຂໍ້ສົງໄສ
unquestionably	0	0	0	0	0	0	1	0	0	1	ບໍ່ຕ້ອງສົງໄສ
unquestioned	0	0	0	0	0	0	1	0	0	1	ບໍ່ມີຄໍາຖາມ
unread	0	0	0	0	0	0	0	0	0	0	ຍັງບໍ່ໄດ້ອ່ານ
unreal	0	0	0	0	0	0	0	0	0	0	ບໍ່ຈິງ
unrealistic	0	0	0	0	0	0	0	0	0	0	ບໍ່ຈິງ
unrecorded	0	0	0	0	0	0	0	0	0	0	ບໍ່ໄດ້ບັນທຶກ
unregistered	0	0	0	0	0	0	0	0	0	0	ບໍ່ໄດ້ລົງທະບຽນ
unregulated	0	0	0	0	0	0	0	0	0	0	ບໍ່ມີລະບຽບ
unrelated	0	0	0	0	0	0	0	0	0	0	ບໍ່ກ່ຽວຂ້ອງ
unrelenting	0	0	0	0	0	0	0	0	0	0	ບໍ່​ຍອມ​ແພ້
unreliable	0	0	0	0	0	1	0	0	0	1	ບໍ່ຫນ້າເຊື່ອຖື
unrepentant	0	0	0	0	0	0	0	0	0	0	ບໍ່ກັບໃຈ
unrequited	0	0	0	0	0	1	0	1	0	0	ບໍ່​ສົມ​ຫວັງ
unresolved	0	1	0	0	0	0	0	0	0	0	ຍັງບໍ່ໄດ້ແກ້ໄຂ
unrest	0	0	0	1	0	0	0	1	0	0	ຄວາມບໍ່ສະຫງົບ
unrestrained	0	0	0	0	0	0	0	0	0	0	unrestrained
unrestricted	0	0	0	0	0	0	0	0	0	0	ບໍ່ຈຳກັດ
unruly	1	0	1	1	0	1	0	0	0	0	ຂີ້ຄ້ານ
unsafe	0	0	0	1	0	1	0	0	0	0	ບໍ່ປອດໄພ
unsatisfactory	0	0	1	0	0	1	0	0	0	0	ບໍ່ພໍໃຈ
unsatisfied	0	0	1	0	0	1	0	1	0	0	ບໍ່ພໍໃຈ
unsavory	0	0	0	0	0	1	0	0	0	0	unsavory
unscathed	0	0	0	0	0	0	1	0	0	0	ບໍ່​ສະ​ບາຍ
unscientific	0	0	0	0	0	0	0	0	0	0	ບໍ່ມີວິທະຍາສາດ
unscrupulous	0	0	0	0	0	1	0	0	0	0	ໄຮ້ເຫດຜົນ
unseat	0	0	0	0	0	0	0	1	0	0	ບໍ່ມີບ່ອນນັ່ງ
unseen	0	0	0	0	0	0	0	0	0	0	ບໍ່ເຫັນ
unselfish	0	0	0	0	0	0	1	0	0	0	ບໍ່ເຫັນແກ່ຕົວ
unsettled	1	0	1	1	0	1	0	0	0	0	ບໍ່ໄດ້ຕັ້ງຖິ່ນຖານ
unsightly	0	0	1	0	0	1	0	0	0	0	unsightly
unsophisticated	0	0	0	0	0	1	0	0	0	0	unsophisticated
unspeakable	0	0	0	1	0	1	0	0	0	0	ເວົ້າບໍ່ໄດ້
unspecified	0	0	0	0	0	0	0	0	0	0	ບໍ່ໄດ້ລະບຸ
unstable	0	0	0	1	0	1	0	0	1	0	ບໍ່ໝັ້ນຄົງ
unsteady	0	0	0	1	0	0	0	0	0	0	ບໍ່ໝັ້ນຄົງ
unsuccessful	0	0	0	0	0	1	0	1	0	0	ບໍ່​ສໍາ​ເລັດ
unsuitable	0	0	0	0	0	1	0	0	0	0	ບໍ່ເໝາະສົມ
unsung	0	0	0	0	0	1	0	0	0	0	ບໍ່ໄດ້ຮ້ອງ
unsupported	0	0	0	0	0	1	0	0	0	0	ບໍ່ຮອງຮັບ
unsurpassed	0	1	0	1	1	0	1	0	0	1	ບໍ່​ໄດ້​ປຽບ
unsuspecting	0	0	0	0	0	0	0	0	1	0	ບໍ່ສົງໃສ
unsustainable	0	0	0	0	0	1	0	0	0	0	ບໍ່ຍືນຍົງ
unsweetened	0	0	0	0	0	0	0	0	0	0	ບໍ່ຫວານ
unsympathetic	1	0	0	0	0	1	0	0	0	0	ບໍ່​ເຫັນ​ອົກ​ເຫັນ​ໃຈ
untamed	0	0	0	0	0	1	0	0	0	0	untamed
untenable	0	0	0	0	0	1	0	0	0	0	ບໍ່ສາມາດນຳໃຊ້ໄດ້
untested	0	0	0	0	0	0	0	0	0	0	ບໍ່ໄດ້ທົດສອບ
unthinkable	1	0	1	1	0	1	0	0	0	0	ຄິດບໍ່ໄດ້
untidy	0	0	1	0	0	1	0	0	0	0	ບໍ່ເປັນລະບຽບ
untie	0	0	0	0	1	1	1	0	0	0	ແກ້
untimely	0	0	0	0	0	1	0	0	0	0	ບໍ່​ທັນ​ເວ​ລາ
untitled	0	0	0	0	0	1	0	1	0	0	ບໍ່ມີຊື່
untold	0	1	0	0	0	1	0	0	0	0	ບໍ່ໄດ້ບອກ
untouched	0	0	0	0	0	0	0	0	0	0	ບໍ່ໄດ້ແຕະຕ້ອງ
untoward	1	0	1	0	0	1	0	0	0	0	ຕໍ່ກັບ
untrained	0	0	0	0	0	1	0	0	0	0	ບໍ່ໄດ້ຝຶກອົບຮົມ
untranslated	0	0	0	0	0	0	0	0	0	0	ບໍ່ໄດ້ແປ
untrue	0	0	0	0	0	1	0	0	0	0	ບໍ່ຈິງ
untrustworthy	1	0	0	0	0	1	0	0	0	0	ບໍ່ຫນ້າເຊື່ອຖື
unused	0	0	0	0	0	0	0	0	0	0	ບໍ່ໄດ້ໃຊ້
unusual	0	0	0	0	0	0	0	0	0	0	ຜິດປົກກະຕິ
unusually	0	0	0	0	0	0	0	0	0	0	ຜິດປົກກະຕິ
unveil	0	0	0	0	0	0	0	0	0	0	ເປີດເຜີຍ
unveiling	0	0	0	0	0	0	0	0	0	0	ເປີດເຜີຍ
unverified	0	1	0	0	0	0	0	0	0	0	ບໍ່ໄດ້ຢັ້ງຢືນ
unwarranted	0	0	0	0	0	1	0	0	0	0	ບໍ່ຮັບປະກັນ
unwary	0	0	0	0	0	0	0	0	0	0	ບໍ່ລະວັງ
unwashed	0	0	1	0	0	1	0	0	0	0	ບໍ່ໄດ້ລ້າງ
unwavering	0	0	0	0	0	0	1	0	0	1	ບໍ່​ຫວັ່ນ​ໄຫວ
unwelcome	0	0	0	0	0	1	0	1	0	0	ຍິນດີຕ້ອນຮັບ
unwell	0	0	0	0	0	1	0	1	0	0	ບໍ່ສະບາຍ
unwilling	0	0	0	0	0	0	0	0	0	0	ບໍ່ເຕັມໃຈ
unwillingly	0	0	0	0	0	0	0	0	0	0	ໂດຍບໍ່ເຕັມໃຈ
unwillingness	0	0	0	0	0	1	0	0	0	0	ຄວາມ​ບໍ່​ເຕັມ​ໃຈ
unwind	0	0	0	0	0	0	0	0	0	0	ຜ່ອນຄາຍ
unwise	0	0	0	0	0	1	0	0	0	0	ບໍ່ສະຫລາດ
unwitting	0	0	0	0	0	1	0	0	0	0	ໂດຍບໍ່ຕັ້ງໃຈ
unwittingly	0	0	0	0	0	0	0	0	0	0	ໂດຍບໍ່ຕັ້ງໃຈ
unworthy	0	0	1	0	0	1	0	0	0	0	ບໍ່ສົມຄວນ
unwritten	0	0	0	0	0	0	0	0	0	0	ບໍ່ໄດ້ຂຽນ
unyielding	0	0	0	0	0	1	0	0	0	0	ບໍ່ຍອມແພ້
upheaval	1	0	0	1	0	1	0	1	0	0	ຄວາມ​ວຸ້ນວາຍ
uphill	0	1	0	1	0	1	1	0	0	0	ຂຶ້ນຄ້ອຍ
upholstery	0	0	0	0	0	0	0	0	0	0	ຜ້າປູ
upland	0	0	0	0	0	0	0	0	0	0	ພູດອຍ
uplands	0	0	0	0	0	0	0	0	0	0	ພູດອຍ
uplift	0	1	0	0	1	0	1	0	0	1	ຍົກ
upper	0	0	0	0	0	0	0	0	0	0	ເທິງ
upright	0	0	0	0	0	0	1	0	0	1	ຕັ້ງຊື່
uprising	1	1	0	1	0	1	0	0	0	0	ການລຸກຮືຂຶ້ນ
uproar	0	0	0	0	0	1	0	0	0	0	ວຸ້ນວາຍ
upset	1	0	0	0	0	1	0	1	0	0	ເສຍ​ໃຈ
upshot	0	0	0	0	0	0	0	0	0	0	upshot
upstairs	0	0	0	0	0	0	0	0	0	0	ຊັ້ນເທິງ
upstart	0	0	0	0	0	0	0	0	0	0	ຂຶ້ນ
upwards	0	0	0	0	0	0	0	0	0	0	ຂຶ້ນໄປ
uranium	0	0	0	0	0	0	0	0	0	0	ຢູເຣນຽມ
urban	0	0	0	0	0	0	0	0	0	0	ຕົວເມືອງ
urchin	0	0	0	0	0	1	0	0	0	0	urchin
urge	0	0	0	0	0	0	0	0	0	0	ຊຸກຍູ້
urgency	0	1	0	1	0	0	0	0	1	0	ຄວາມຮີບດ່ວນ
urgent	0	1	0	1	0	1	0	0	1	0	ດ່ວນ
urinalysis	0	0	0	0	0	0	0	0	0	0	ກວດປັດສະວະ
urn	0	0	0	0	0	0	0	1	0	0	ໂກນ
usage	0	0	0	0	0	0	0	0	0	0	ການ​ນໍາ​ໃຊ້
usefully	0	0	0	0	0	0	0	0	0	0	ເປັນປະໂຫຍດ
usefulness	0	0	0	0	0	0	1	0	0	0	ປະໂຫຍດ
useless	0	0	0	0	0	1	0	0	0	0	ໄຮ້ປະໂຫຍດ
usher	0	0	0	0	0	0	1	0	0	1	ຜູ້ ນຳ
usual	0	0	0	0	0	0	1	0	0	1	ປົກກະຕິ
usurp	1	0	0	0	0	1	0	0	0	0	ຍຶດຄອງ
usurped	1	0	0	1	0	1	0	0	0	0	ຍຶດຄອງ
usury	0	0	0	0	0	1	0	0	0	0	ດອກເບ້ຍ
utensil	0	0	0	0	0	0	0	0	0	0	ເຄື່ອງໃຊ້
utilitarian	0	0	0	0	0	0	0	0	0	0	ມີປະໂຫຍດ
utility	0	0	0	0	0	0	1	0	0	0	ປະໂຫຍດ
utilization	0	0	0	0	0	0	0	0	0	0	ການ​ນໍາ​ໃຊ້​
utilize	0	0	0	0	0	0	0	0	0	0	ນຳໃຊ້
utmost	0	0	0	0	0	0	0	0	0	0	ທີ່ສຸດ
utopian	0	1	0	0	1	0	1	0	0	1	utopian
utterance	0	0	0	0	0	0	0	0	0	0	ຄຳເວົ້າ
utterly	0	0	0	0	0	0	0	0	0	0	ຢ່າງແທ້ຈິງ
vacancy	0	0	0	0	0	1	0	0	0	0	ຫວ່າງ
vacation	0	1	0	0	1	0	1	0	0	0	ພັກ
vaccination	0	0	0	0	0	0	0	0	0	0	ການສັກຢາປ້ອງກັນ
vaccine	0	0	0	0	0	0	1	0	0	0	ວັກຊີນ
vacuolar	0	0	0	0	0	0	0	0	0	0	vacuolar
vacuole	0	0	0	0	0	0	0	0	0	0	vacuole
vacuous	0	0	1	0	0	1	0	0	0	0	ສູນຍາກາດ
vacuum	0	0	0	0	0	0	0	0	0	0	ສູນຍາກາດ
vague	0	0	0	0	0	1	0	0	0	0	ບໍ່ຈະແຈ້ງ
vagueness	0	0	0	0	0	1	0	0	0	0	ຄວາມບໍ່ຈະແຈ້ງ
vainly	0	0	1	0	0	1	0	1	0	0	ໄຮ້ສາລະ
valance	0	0	0	0	0	0	0	0	0	0	ຫີບ
vale	0	0	0	0	0	0	0	0	0	0	ຮ່ອມ
valet	0	0	0	0	0	0	0	0	0	0	ຜູ້ໂດຍສານ
valiant	0	0	0	0	0	0	1	0	0	0	ກ້າຫານ
validity	0	0	0	1	0	0	0	0	0	0	ຄວາມຖືກຕ້ອງ
valley	0	0	0	0	0	0	0	0	0	0	ຮ່ອມພູ
valor	0	0	0	0	0	0	1	0	0	1	ຄວາມກ້າຫານ
valuable	0	0	0	0	0	0	1	0	0	0	ມີຄ່າ
valuation	0	0	0	0	0	0	0	0	0	0	ການປະເມີນມູນຄ່າ
valve	0	0	0	0	0	0	0	0	0	0	ປ່ຽງ
vamp	0	0	0	0	0	0	0	0	0	0	vamp
vampire	1	0	1	1	0	1	0	0	0	0	vampire
van	0	0	0	0	0	0	0	0	0	0	ລົດຕູ້
vane	0	0	0	0	0	0	0	0	0	0	ລົດຕູ້
vanguard	0	0	0	0	0	0	1	0	0	0	ກອງໜ້າ
vanilla	0	0	0	0	0	0	0	0	0	0	vanilla
vanish	0	0	0	0	0	0	0	0	1	0	ຫາຍ​ໄປ
vanished	0	0	0	1	0	1	0	1	1	0	ຫາຍ​ໄປ
vanity	0	0	0	0	0	1	0	0	0	0	ໄຮ້ສາລະ
vanquish	0	0	0	0	0	0	1	0	0	0	ຊະນະ
vapor	0	0	0	0	0	0	0	0	0	0	ອາຍ
vara	0	0	0	0	0	0	0	0	0	0	ວາຣາ
variable	0	0	0	0	0	0	0	0	1	0	ຕົວແປ
variance	0	0	0	0	0	0	0	0	0	0	ຄວາມແຕກຕ່າງ
variation	0	0	0	0	0	0	0	0	0	0	ການປ່ຽນແປງ
variations	0	0	0	0	0	0	0	0	0	0	ການປ່ຽນແປງ
varicella	0	0	1	1	0	1	0	1	0	0	varicella
varicose	0	0	0	0	0	1	0	0	0	0	varicose
varied	0	0	0	0	0	0	0	0	0	0	ແຕກຕ່າງກັນ
variegated	0	0	0	0	0	0	0	0	0	0	ຫຼາກຫຼາຍຊະນິດ
variety	0	0	0	0	0	0	0	0	0	0	ແນວພັນ
vary	0	0	0	0	0	0	0	0	0	0	ແຕກຕ່າງກັນ
vascular	0	0	0	0	0	0	0	0	0	0	ເສັ້ນເລືອດ
vase	0	0	0	0	0	0	0	0	0	0	ໂຖ
vast	0	0	0	0	0	0	0	0	0	0	ກວ້າງຂວາງ
vat	0	0	0	0	0	0	0	0	0	0	vat
vaudeville	0	0	0	0	0	0	0	0	0	0	ວອດວິວ
vault	0	0	0	0	0	0	0	0	0	0	ຫ້ອງໂຖງ
vaulted	0	0	0	0	0	0	0	0	0	0	ຫ້ອງໂຖງ
vaulting	0	0	0	0	0	0	0	0	0	0	ຫ້ອງໂຖງ
veal	0	0	0	0	0	0	0	1	0	1	ຊີ້ນງົວ
vector	0	0	0	0	0	0	0	0	0	0	vector
veer	0	0	0	1	0	0	0	0	1	0	ເວີ
vega	0	0	0	0	0	0	0	0	0	0	vega
vegetable	0	0	0	0	0	0	0	0	0	0	ຜັກ
vegetarian	0	0	0	0	0	0	0	0	0	0	vegetarian
vegetarianism	0	0	0	0	0	0	0	0	0	0	vegetarianism
vegetation	0	0	0	0	0	0	0	0	0	0	ພືດພັນ
vegetative	0	0	1	0	0	1	0	1	0	0	ພືດ
