English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Irish Word
reticent	0	0	0	1	0	1	0	0	0	0	suarach
retina	0	0	0	0	0	0	0	0	0	0	reitine
retired	0	0	0	0	0	0	0	0	0	0	scortha
retirement	0	1	0	1	1	1	1	1	0	1	scoir
retiring	0	0	0	0	0	0	0	0	0	0	ag dul ar scor
retold	0	0	0	0	0	0	0	0	0	0	athinsint
retort	0	0	0	0	0	1	0	0	0	0	retort
retrace	0	0	0	0	0	0	0	0	0	0	atriall
retract	1	0	0	0	0	1	0	0	0	0	tarraingt siar
retraction	0	0	0	0	0	1	0	0	0	0	tarraingt siar
retrenchment	0	0	0	1	0	1	0	0	0	0	srianadh
retribution	1	0	0	1	0	1	0	1	0	0	retribution
retrieval	0	0	0	0	0	0	0	0	0	0	aisghabháil
retrieve	0	0	0	0	0	0	0	0	0	0	aisghabháil
retriever	0	0	0	0	0	0	0	0	0	0	aisghabhálaí
retroactive	0	0	0	0	0	0	0	0	0	0	aisghníomhach
retrograde	0	0	0	0	0	1	0	0	0	0	aischéimniú
retrospect	0	0	0	0	0	0	0	0	0	0	siar
retrospective	0	0	0	0	0	0	0	0	0	0	siarghabhálach
retrospectively	0	0	0	0	0	0	0	0	0	0	siarghabhálach
return	0	0	0	0	0	0	0	0	0	0	filleadh
reunion	0	1	0	0	0	0	1	0	0	1	teacht le chéile
reveal	0	0	0	0	0	0	0	0	0	0	nocht
revel	0	0	0	0	1	0	1	0	0	0	revel
revelation	0	0	0	0	0	0	0	0	0	0	nochtadh
revels	0	0	0	0	1	0	1	0	0	0	revel
revenge	1	1	0	1	0	1	0	0	1	0	díoltas
revenue	0	0	0	0	0	0	0	0	0	0	ioncam
reverberation	0	0	0	0	0	0	0	0	0	0	reverberation
revere	0	1	0	0	1	0	1	0	0	1	urraim
reverence	0	0	0	0	1	0	1	0	0	1	urraim
reverend	0	0	0	0	1	0	1	0	0	0	urramach
reverent	0	0	0	0	0	0	0	0	0	0	urramach
reverie	0	0	0	0	1	0	1	0	0	1	reverie
reversal	1	0	1	0	0	1	0	0	1	0	aisiompú
reverse	0	0	0	0	0	0	0	0	0	0	droim ar ais
reversion	0	0	0	0	0	0	0	0	0	0	aisiompú
revert	0	0	0	0	0	0	0	0	0	0	ar ais
reverting	0	0	0	0	0	0	0	0	0	0	ag filleadh
review	0	0	0	0	0	0	0	0	0	0	léirmheas
reviewer	0	0	0	0	0	0	0	0	0	0	athbhreithneoir
revise	0	0	0	0	0	0	1	0	0	0	athbhreithnigh
revision	0	0	0	0	0	0	0	0	0	0	athbhreithniú
revisit	0	0	0	0	0	0	0	0	0	0	athchuairt
revival	0	1	0	0	1	0	1	0	0	1	athbheochan
revive	0	1	0	0	0	1	1	0	0	0	athbheochan
revocation	0	0	0	0	0	1	0	0	0	0	cúlghairm
revoke	1	0	1	1	0	1	0	1	0	0	chúlghairm
revolt	1	0	0	0	0	1	0	0	1	0	éirí amach
revolting	1	0	1	1	0	1	0	0	0	0	ag éirí amach
revolution	1	1	0	1	0	1	1	1	1	0	réabhlóid
revolutionary	0	0	0	0	0	0	1	0	0	0	réabhlóideach
revolutionize	0	0	0	0	0	0	0	0	0	0	réabhlóidigh
revolve	0	0	0	0	0	0	0	0	0	0	rothlú
revolver	1	0	0	1	0	1	0	1	0	0	gunnán
revulsion	1	0	1	1	0	1	0	0	0	0	revulsion
reward	0	1	0	0	1	0	1	0	1	1	duais
rhetoric	0	0	0	0	0	0	0	0	0	0	reitric
rhetorical	0	0	0	0	0	0	0	0	0	0	reitriciúil
rheumatism	1	0	0	1	0	1	0	1	0	0	scoilteacha
rhyme	0	0	0	0	0	0	0	0	0	0	rann
rhyming	0	0	0	0	0	0	0	0	0	0	rannta
rhythm	0	0	0	0	0	0	1	0	0	0	rithim
rhythmical	0	0	0	0	1	0	1	0	1	0	rithimeach
rib	0	0	0	0	0	0	0	0	0	0	rib
ribbed	0	0	0	0	0	0	0	0	0	0	iomaireach
ribbon	1	1	0	0	1	0	1	0	0	0	ribín
rice	0	0	0	0	0	0	0	0	0	0	rís
riches	0	0	0	0	0	0	0	0	0	0	saibhreas
richness	0	0	0	0	0	0	1	0	0	0	saibhreas
rick	0	0	0	0	0	0	0	0	0	0	raic
rickety	0	0	0	0	0	1	0	0	0	0	rickety
rid	0	0	0	0	0	0	0	0	0	0	réidh
riddance	0	0	0	0	0	0	0	0	0	0	riddance
riddle	0	0	0	0	0	0	0	0	1	0	riddle
riddled	0	0	0	0	0	1	0	0	0	0	riddled
ride	0	0	0	0	0	0	0	0	0	0	marcaíocht
rider	0	0	0	0	0	0	1	0	0	0	marcach
ridge	0	0	0	0	0	0	0	0	0	0	iomaire
ridicule	1	0	1	0	0	1	0	1	0	0	magadh
ridiculous	1	0	1	0	0	1	0	0	0	0	ridiciúil
riding	0	0	0	0	0	0	0	0	0	0	marcaíocht
rife	0	0	0	0	0	1	0	0	0	0	righin
rifle	1	0	0	1	0	1	0	0	0	0	raidhfil
rifles	0	0	0	0	0	0	0	0	0	0	raidhfilí
rift	0	0	0	0	0	1	0	0	0	0	scoilteadh
rig	0	0	0	0	0	0	0	0	0	0	rig
rigging	0	0	0	0	0	0	0	0	0	0	rigging
righteous	0	0	0	0	0	0	1	0	0	0	ceart
rightful	0	0	0	0	0	0	1	0	0	0	ceart
rightly	0	0	0	0	0	0	1	0	0	0	ceart
rigid	0	0	0	0	0	1	0	0	0	0	docht
rigidity	0	0	0	0	0	1	0	0	0	0	righin
rigor	0	0	1	1	0	1	0	0	0	0	déine
rigorous	0	0	0	0	0	1	0	0	0	0	dian
rim	0	0	0	0	0	0	0	0	0	0	imeall
rind	0	0	0	0	0	0	0	0	0	0	rind
ring	0	0	0	0	0	0	0	0	0	0	fáinne
ringer	1	0	0	0	0	1	0	0	0	0	fáinneoir
ringing	0	0	0	0	0	0	0	0	0	0	ag glaoch
rink	0	0	0	0	0	0	0	0	0	0	rinc
rinse	0	0	0	0	0	0	0	0	0	0	sruthlaigh
riot	1	0	0	1	0	1	0	0	0	0	círéib
riotous	1	0	0	1	0	1	0	0	1	0	círéibeach
riparian	0	0	0	0	0	0	0	0	0	0	bruachánach
ripe	0	0	0	0	0	0	1	0	0	0	aibí
ripen	0	1	0	0	0	0	1	0	0	0	ripen
ripening	0	0	0	0	0	0	0	0	0	0	ag aibiú
ripple	0	0	0	0	0	0	0	0	0	0	ripple
rise	0	0	0	0	0	0	0	0	0	0	ardú
rising	0	1	0	0	1	0	1	0	0	0	ag ardú
risk	0	1	0	1	0	1	0	0	0	0	riosca
risky	0	1	0	1	0	1	0	0	0	0	contúirteach
rite	0	0	0	0	0	0	0	0	0	0	rite
ritual	0	0	0	0	0	0	0	0	0	0	deasghnátha
ritualistic	0	0	0	0	0	0	0	0	0	0	deasghnátha
rival	0	0	0	0	0	0	0	0	0	0	comhraic
rivalry	1	0	0	0	0	1	0	0	0	0	iomaíocht
river	0	0	0	0	0	0	0	0	0	0	abhainn
riverbank	0	0	0	0	0	0	0	0	0	0	Bruach na habhann
rivet	0	0	0	0	0	0	0	0	0	0	seam
riveted	0	0	0	0	0	0	0	0	0	0	seamaithe
riveting	0	0	0	0	0	0	1	0	0	0	ag spréachadh
road	0	0	0	0	0	0	0	0	0	0	bóthar
roads	0	0	0	0	0	0	0	0	0	0	bóithre
roadster	0	0	0	0	1	0	1	0	0	1	ródaire
roadway	0	0	0	0	0	0	0	0	0	0	bóthar
roam	0	0	0	0	0	0	0	0	0	0	fánaíocht
roar	0	0	0	0	0	0	0	0	0	0	roar
roast	0	0	0	0	0	0	0	0	0	0	rósta
rob	1	0	1	1	0	1	0	1	0	0	robáil
robber	0	0	1	1	0	1	0	0	0	0	gadaí
robbery	1	0	1	1	0	1	0	1	0	0	robáil
robe	0	0	0	0	0	0	0	0	0	0	róba
robot	0	0	0	0	0	0	0	0	0	0	róbait
robotics	0	0	0	0	0	0	0	0	0	0	róbataic
robust	0	0	0	0	0	0	1	0	0	0	láidir
roc	0	0	0	0	0	0	0	0	0	0	roc
rock	0	0	0	0	0	0	1	0	0	0	carraig
rocket	1	0	0	0	0	0	0	0	0	0	roicéad
rocks	0	0	0	0	0	0	0	0	0	0	carraigeacha
rod	0	0	0	1	0	0	1	0	0	1	slat
roe	0	0	0	0	0	0	0	0	0	0	pis
rogue	0	0	1	0	0	1	0	0	0	0	bradacha
role	0	0	0	0	0	0	0	0	0	0	ról
roll	0	0	0	0	0	0	0	0	0	0	rolla
roller	0	0	0	0	0	0	0	0	0	0	sorcóir
rollers	0	0	0	0	0	0	0	0	0	0	rollóirí
rollicking	0	0	0	0	1	0	1	0	0	0	ag rolladh
rolling	0	0	0	0	0	0	0	0	0	0	rollta
romance	0	1	0	1	1	0	1	1	1	1	rómáns
romantic	0	1	0	0	1	0	1	0	0	1	rómánsúil
romanticism	0	0	0	0	1	0	1	0	0	0	rómánsachas
romp	0	0	0	0	1	0	1	0	0	0	romp
roof	0	0	0	0	0	0	0	0	0	0	díon
rook	1	0	1	0	0	1	0	0	0	0	roc
room	0	0	0	0	0	0	0	0	0	0	seomra
roomy	0	0	0	0	0	0	0	0	0	0	seomrach
roost	0	0	0	0	0	0	0	0	0	0	fara
rooster	0	0	0	0	0	0	0	0	0	0	rocach
root	0	0	0	0	0	0	0	0	0	0	fréamh
rooted	0	0	0	0	0	0	1	0	0	1	fréamhaithe
rope	0	0	0	0	0	0	0	0	0	0	téad
rosary	0	0	0	0	0	0	0	0	0	0	rosaire
rose	0	0	0	0	0	0	0	0	0	0	rós
rosemary	0	0	0	0	0	0	0	0	0	0	rosemary
rosette	0	0	0	0	0	0	0	0	0	0	rósait
roster	0	0	0	0	0	0	0	0	0	0	uainchlár
rosy	0	0	0	0	0	0	1	0	0	0	rós
rot	0	0	1	1	0	1	0	1	0	0	lobhadh
rota	0	0	0	0	0	0	1	0	0	1	róta
rotary	0	0	0	0	0	0	0	0	0	0	rothlach
rotate	0	0	0	0	0	0	0	0	0	0	rothlú
rotation	0	0	0	0	0	0	0	0	0	0	rothlú
rote	0	0	0	0	0	0	0	0	0	0	de ghlanmheabhair
rotor	0	0	0	0	0	0	0	0	0	0	rótar
rotting	0	0	1	0	0	1	0	0	0	0	ag lobhadh
rouge	0	0	0	0	0	0	0	0	0	0	ruaig
rough	0	0	0	0	0	0	0	0	0	0	garbh
roughly	0	0	0	0	0	0	0	0	0	0	go garbh
roughness	0	0	0	0	0	1	0	0	0	0	gairbhe
roulette	0	1	0	0	0	0	0	0	0	0	roulette
round	0	0	0	0	0	0	0	0	0	0	cruinn
roundabout	0	0	0	0	0	0	0	0	0	0	timpeallán
rounded	0	0	0	0	0	0	0	0	0	0	cruinn
roundup	0	0	0	0	0	0	0	0	0	0	bhabhta suas
rouse	0	0	0	0	0	0	0	0	0	0	dúiseacht
rouser	0	0	0	0	0	0	0	0	0	0	ródaire
rousing	0	0	0	0	0	0	0	0	0	0	ag magadh
rout	0	0	0	0	0	1	0	0	0	0	ruathar
route	0	0	0	0	0	0	0	0	0	0	bealach
routine	0	0	0	0	0	0	1	0	0	1	ghnáthamh
rover	0	0	0	0	0	0	0	0	0	0	rover
roving	0	0	0	0	0	0	0	0	0	0	ag fánaíocht
row	1	0	0	0	0	1	0	0	0	0	as a chéile
rowdy	0	0	0	0	0	1	0	0	0	0	ramhar
royal	0	0	0	0	0	0	0	0	0	0	ríoga
royalty	0	0	0	0	0	0	1	0	0	0	ríchíosa
rub	0	0	0	0	0	0	0	0	0	0	rub
rubber	0	0	0	0	0	0	0	0	0	0	rubair
rubbers	0	0	0	0	0	0	0	0	0	0	rubair
rubbing	0	0	0	0	0	0	0	0	0	0	chuimil
rubbish	0	0	1	0	0	1	0	0	0	0	bruscar
rubble	0	0	0	1	0	1	0	1	0	0	spallaí
rubric	0	0	0	0	0	0	1	0	0	0	rúibric
ruby	0	0	0	0	0	0	0	0	0	0	rubaidh
rudder	0	0	0	0	0	0	0	0	0	0	ruathar
ruddy	0	0	0	0	0	0	0	0	0	0	ruddy
rudimentary	0	0	0	0	0	0	0	0	0	0	bunrang
rudiments	0	0	0	0	0	0	0	0	0	0	rudiments
rue	0	0	0	0	0	1	0	1	0	0	rue
ruff	0	0	0	0	0	0	0	0	0	0	ruff
ruffle	0	0	0	0	0	1	0	0	0	0	ruffle
rug	0	0	0	0	0	0	0	0	0	0	brat
rugged	0	0	0	0	0	1	0	0	0	0	garbh
ruin	0	0	0	1	0	1	0	1	0	0	scrios
ruined	1	0	1	1	0	1	0	1	0	0	scriosta
ruinous	1	0	1	1	0	1	0	1	0	0	fothrach
ruins	0	0	0	0	0	0	0	0	0	0	fothracha
rule	0	0	0	1	0	0	0	0	0	1	riail
ruler	0	0	0	0	0	0	0	0	0	0	rialóir
ruling	0	0	0	0	0	0	0	0	0	0	rialú
rum	0	0	0	0	0	0	0	0	0	0	rum
rumble	0	0	0	0	0	0	0	0	0	0	tormáin
rummage	0	0	0	0	0	0	0	0	0	0	rummage
rumor	0	0	0	0	0	1	0	1	0	0	ráfla
rumored	0	0	0	0	0	0	0	0	0	0	ráflaí
rump	0	0	0	0	0	0	0	0	0	0	rump
runaway	0	0	0	0	0	1	0	1	0	0	teith
runes	0	0	0	0	0	0	0	0	0	0	runes
rung	0	0	0	0	0	0	0	0	0	0	rith
runner	0	0	0	0	0	0	0	0	0	0	rádala
running	0	0	0	0	0	0	0	0	0	0	ag rith
runway	0	0	0	0	0	0	0	0	0	0	rúidbhealach
rupture	0	0	0	1	0	1	0	1	1	0	réabadh
rural	0	0	0	0	0	0	0	0	0	0	tuaithe
ruse	0	0	0	0	0	1	0	0	0	0	rós
rush	0	0	0	0	0	0	0	0	0	0	ruaig
rust	0	0	0	0	0	1	0	0	0	0	meirge
rustic	0	0	0	0	0	0	0	0	0	0	meirgeach
rustle	0	0	0	0	0	0	0	0	0	0	meirgeach
rusty	0	0	0	0	0	1	0	0	0	0	meirgeach
rut	0	0	0	0	0	0	0	0	0	0	rut
ruth	0	0	0	0	0	0	1	0	0	0	ruth
ruthless	1	0	1	1	0	1	0	0	0	0	neamhthrócaireach
rye	0	0	0	0	0	0	0	0	0	0	seagal
saber	1	0	0	1	0	1	0	0	0	0	sabre
sable	0	0	0	0	0	0	0	0	0	0	sable
sabotage	1	0	1	1	0	1	0	1	1	0	sabotage
sac	0	0	0	0	0	0	0	0	0	0	sac
sack	0	0	0	0	0	0	0	0	0	0	saic
sacrament	0	0	0	0	0	0	0	0	0	0	sacraimint
sacred	0	0	0	0	0	0	0	0	0	0	naofa
sacrifices	0	0	1	1	0	1	0	1	0	0	íobairtí
saddle	0	0	0	0	0	0	0	0	0	0	diallait
sadly	0	0	0	0	0	1	0	1	0	0	faraor
sadness	0	0	0	0	0	1	0	1	0	1	brón
safe	0	0	0	0	1	0	1	0	0	1	slán
safeguard	0	0	0	0	0	0	1	0	0	1	coimirce
safekeeping	0	0	0	0	0	0	0	0	0	1	slánchoimeád
safety	0	0	0	0	0	0	0	0	0	0	sábháilteacht
saffron	0	0	0	0	0	0	0	0	0	0	cróch
sag	0	0	0	1	0	1	0	0	0	0	saig
saga	0	0	0	0	0	0	0	0	0	0	saga
sage	0	0	0	0	0	0	1	0	0	1	saoi
sail	0	0	0	0	0	0	0	0	0	0	seol
sailing	0	0	0	0	0	0	0	0	0	0	seoltóireacht
sailor	0	0	0	0	0	0	0	0	0	0	mairnéalach
saint	0	1	0	0	1	0	1	0	1	1	naomh
saintly	0	1	0	0	1	0	1	0	1	1	naofa
salad	0	0	0	0	0	0	0	0	0	0	sailéad
salamander	0	0	0	0	0	0	0	0	0	0	salamandair
salary	0	1	0	0	1	0	1	0	0	1	tuarastal
sale	0	0	0	0	0	0	0	0	0	0	díol
salesman	0	0	0	0	0	0	0	0	0	0	díoltóir
salient	0	0	0	0	0	0	1	0	0	0	suntasach
saline	0	0	0	0	0	0	0	0	0	0	seile
saliva	0	1	0	0	0	0	0	0	0	0	seile
sally	0	0	0	0	0	0	0	0	1	0	salaí
salon	0	0	0	0	0	0	0	0	0	0	salon
saloon	1	0	0	0	0	0	0	0	0	0	salún
salt	0	0	0	0	0	0	0	0	0	0	salann
salty	0	0	0	0	0	0	0	0	0	0	goirt
salutary	0	0	0	0	1	0	1	0	0	1	saoi
salutation	0	0	0	0	0	0	0	0	0	0	beannacht
salute	0	0	0	0	1	0	1	0	0	0	cúirtéis
salvage	0	0	0	0	0	0	0	0	0	0	tarrthála
salvation	0	1	0	0	1	0	1	0	0	1	slánú
salve	0	0	0	0	0	0	1	0	0	0	sábháil
samba	0	0	0	0	0	0	0	0	0	0	samba
sameness	0	0	0	0	0	0	0	0	0	0	céannacht
samurai	0	0	0	1	0	0	1	0	0	0	samurai
sanctification	0	0	0	0	1	0	1	0	0	1	naomhú
sanctified	0	0	0	0	0	0	0	0	0	0	naomhtha
sanctify	0	1	0	0	1	0	1	1	1	1	naomhaigh
sanction	0	0	0	0	0	0	0	0	0	0	smachtbhanna
sanctioned	0	0	0	0	0	0	0	0	0	0	ceadaithe
sanctity	0	0	0	0	0	0	0	0	0	0	naomhthacht
sanctuary	0	1	0	0	1	0	1	0	0	1	tearmann
sand	0	0	0	0	0	0	0	0	0	0	gaineamh
sandal	0	0	0	0	0	0	0	0	0	0	sandal
sander	0	0	0	0	0	0	0	0	0	0	sandair
sands	0	0	0	0	0	0	0	0	0	0	gaineamh
sandy	0	0	0	0	0	0	0	0	0	0	ghainmheach
sane	0	0	0	0	0	0	0	0	0	0	sane
sanguine	0	0	0	0	0	0	1	0	0	0	sanguine
sanitary	0	0	0	0	0	0	1	0	0	0	sláintíochta
sanity	0	0	0	0	0	0	0	0	0	0	santacht
sans	0	0	0	0	0	0	0	0	0	0	sans
sap	0	0	0	0	0	1	0	1	0	0	holc
sapphire	0	0	0	0	0	0	0	0	0	0	saphir
sappy	0	0	0	0	0	0	0	0	0	1	saonta
sarcasm	1	0	1	0	0	1	0	1	0	0	searbhas
sarcoma	0	0	0	1	0	1	0	1	0	0	sarcoma
sardonic	0	0	0	0	0	1	0	0	0	0	sardónach
sash	0	0	0	0	0	0	0	0	0	0	saise
satanic	1	0	0	0	0	1	0	0	0	0	satanach
satchel	0	0	0	0	0	0	0	0	0	0	saitéal
sate	0	0	0	0	0	0	0	0	0	0	sat
satellite	0	0	0	0	0	0	0	0	0	0	satailíte
satin	0	0	0	0	0	0	1	0	0	0	satin
satire	0	0	0	0	0	0	0	0	0	0	aoir
satirical	0	0	0	0	0	0	0	0	0	0	aoir
satisfaction	0	0	0	0	0	0	0	0	0	0	sásamh
satisfactorily	0	0	0	0	0	0	1	0	0	0	go sásúil
satisfied	0	0	0	0	1	0	1	0	0	0	sásta
saturate	0	0	0	0	0	0	0	0	0	0	sáithithe
saturated	0	0	1	0	0	1	0	0	0	0	sáithithe
saturation	0	0	0	0	0	0	0	0	0	0	saturation
sauce	0	0	0	0	0	0	0	0	0	0	anlann
saucepan	0	0	0	0	0	0	0	0	0	0	sáspan
saucer	0	0	0	0	0	0	0	0	0	0	sásar
saucy	0	0	0	0	0	0	0	0	0	0	saoi
sauerkraut	0	0	0	0	0	0	0	0	0	0	sauerkraut
sauna	0	0	0	0	0	0	0	0	0	0	sabhna
savage	1	0	0	1	0	1	0	0	0	0	fiánta
savagery	1	0	0	1	0	1	0	0	0	0	savagery
savanna	0	0	0	0	0	0	0	0	0	0	savanna
save	0	0	0	0	1	0	1	0	0	1	shábháil
saving	0	0	0	0	0	0	0	0	0	0	shábháil
savings	0	0	0	0	0	0	1	0	0	0	coigiltis
savor	0	1	1	0	1	0	1	1	0	1	bhlaiseadh
savory	0	0	0	0	0	0	1	0	0	0	blasta
savvy	0	0	0	0	0	0	1	0	0	0	sabháilte
sawdust	0	0	0	0	0	0	0	0	0	0	min sáibh
sax	0	0	0	0	0	0	0	0	0	0	sax
saxophone	0	0	0	0	0	0	0	0	0	0	sacsafón
scab	0	0	0	0	0	1	0	0	0	0	scab
scabbard	0	0	0	0	0	0	0	0	0	0	sceab
scaffold	0	0	0	1	0	1	0	0	0	0	scafall
scaffolding	0	0	0	0	0	0	0	0	0	0	scafall
scale	0	0	0	0	0	0	0	0	0	0	scála
scales	0	0	0	0	0	0	0	0	0	0	scálaí
scallop	0	0	0	0	0	0	0	0	0	0	muiríní
scalp	0	0	0	0	0	0	0	0	0	0	sceal
scalpel	0	0	0	1	0	1	0	0	0	0	sceall
scaly	0	0	0	0	0	1	0	0	0	0	scagach
scan	0	0	0	0	0	0	0	0	0	0	scan
scandal	0	0	0	1	0	1	0	0	0	0	scannal
scandalous	1	0	0	0	0	1	0	0	0	0	scannalach
scanty	0	0	0	0	0	1	0	0	0	0	scantach
scape	0	0	0	0	0	0	0	0	0	0	scape
scapegoat	1	0	0	1	0	1	0	0	0	0	gabhar scape
scar	1	0	1	1	0	1	0	1	0	0	scar
scarab	0	0	0	0	0	0	0	0	0	0	scarab
scarce	0	0	0	1	0	1	0	1	0	0	gann
scarcely	0	0	0	0	0	1	0	1	0	0	gann
scarcity	1	0	0	1	0	1	0	1	0	0	ganntanas
scare	1	1	0	1	0	1	0	0	1	0	scanradh
scarecrow	0	0	0	1	0	1	1	0	0	0	scarecrow
scarf	0	0	0	0	0	0	0	0	0	0	scairf
scarlet	0	0	0	0	0	0	0	0	0	0	scarlet
scatter	0	0	0	0	0	0	0	0	0	0	scaip
scattered	0	0	0	0	0	0	0	0	0	0	scaipthe
scattering	0	0	0	0	0	0	0	0	0	0	ag scaipeadh
scavenger	0	0	0	0	0	1	0	0	0	0	scavenger
scene	0	0	0	0	0	0	0	0	0	0	radharc
scenery	0	0	0	0	0	0	0	0	0	0	radharcra
scenic	0	0	0	0	0	0	0	0	0	0	radhairc
scent	0	0	0	0	0	0	0	0	0	0	boladh
sceptical	0	0	0	0	0	0	0	0	0	1	skeptical
scepticism	0	0	0	0	0	0	0	0	0	0	amhras
schematic	0	0	0	0	0	0	0	0	0	0	scéimreach
scheme	0	0	0	0	0	1	0	0	0	0	scéim
schism	1	0	0	0	0	1	0	0	0	0	sciste
schizophrenia	1	0	1	1	0	1	0	1	0	0	scitsifréine
scholar	0	0	0	0	0	0	1	0	0	0	scoláire
scholarly	0	0	0	0	0	0	0	0	0	0	léannta
scholarship	0	0	0	0	1	0	1	0	0	0	scoláireacht
school	0	0	0	0	0	0	0	0	0	1	scoil
schoolboy	0	0	0	0	0	0	0	0	0	0	buachaill scoile
schooling	0	0	0	0	0	0	0	0	0	0	scolaíocht
schoolmaster	0	0	0	0	0	0	0	0	0	0	máistir scoile
schooner	0	0	0	0	0	0	0	0	0	0	scúnóir
sciatica	0	0	0	0	0	1	0	0	0	0	sciatica
science	0	0	0	0	0	0	0	0	0	0	eolaíocht
scientific	0	0	0	0	0	0	1	0	0	1	eolaíochta
scientist	0	1	0	0	0	0	1	0	0	1	eolaí
scintilla	0	0	0	0	0	0	1	0	0	0	scintilla
scintillation	0	0	0	0	0	0	0	0	0	0	scintillation
scintillator	0	0	0	0	0	0	0	0	0	0	scintillator
scion	0	0	0	0	0	0	0	0	0	0	scion
scissors	0	0	0	0	0	0	0	0	0	0	siosúr
scoff	1	0	1	0	0	1	0	0	0	0	sceal
scold	1	0	1	1	0	1	0	1	0	0	scold
scolding	1	0	0	0	0	1	0	0	0	0	scolding
scoop	0	0	0	0	0	0	0	0	0	0	scúp
scope	0	0	0	0	0	0	0	0	0	0	scóip
scorching	1	0	0	0	0	1	0	0	0	0	scorching
score	0	1	0	0	1	0	1	0	1	0	scór
scores	0	0	0	0	0	0	0	0	0	0	scóir
scorn	1	0	0	0	0	1	0	0	0	0	scanradh
scorpion	1	0	1	1	0	1	0	0	1	0	scairp
scotch	0	0	0	0	0	1	0	0	0	0	scotch
scoundrel	1	0	1	1	0	1	0	0	0	1	scoundrel
scour	0	0	0	0	0	0	0	0	0	0	sciúradh
scourge	1	0	0	1	0	1	0	1	0	0	sciúirse
scout	0	0	0	0	0	0	0	0	0	0	scabhta
scrabble	0	0	0	0	0	0	0	0	0	0	scrabble
scramble	0	0	0	0	0	0	0	0	0	0	scrofa
scrambling	0	0	0	0	0	1	0	0	0	0	screadach
scrape	0	0	0	0	0	0	0	0	0	0	scread
scrapie	1	0	0	1	0	1	0	1	0	0	scráibeach
scraping	0	0	0	0	0	0	0	0	0	0	scríobadh
scratch	0	0	0	0	0	0	0	0	0	0	scread
scream	1	0	1	1	0	1	0	0	1	0	scread
screaming	1	0	1	1	0	1	0	0	0	0	screadaíl
screech	0	0	0	1	0	1	0	0	1	0	scread
screen	0	0	0	0	0	0	0	0	0	0	scáileán
screwdriver	0	0	0	0	0	0	0	0	0	0	scriúire
screwed	1	0	0	0	0	1	0	0	0	0	screadach
scribble	0	0	0	0	0	0	0	0	0	0	scribble
scribe	0	0	0	0	0	0	1	0	0	0	scríobhaí
scrimmage	0	0	0	0	0	1	0	0	1	0	scrim
scrip	0	0	0	0	0	0	0	0	0	0	scriopt
script	0	0	0	0	0	0	1	0	0	0	script
scriptural	0	0	0	0	0	0	0	0	0	0	scrioptúrtha
scripture	0	0	0	0	0	0	0	0	0	1	scrioptúr
scroll	0	0	0	0	0	0	0	0	0	0	scrollaigh
scrub	0	0	1	0	0	1	0	0	0	0	scrobarnach
scrumptious	0	0	0	0	0	0	1	0	0	0	scrumptious
scrupulous	0	0	0	0	0	0	0	0	0	0	scrupallach
scrutinize	0	1	0	0	0	1	0	0	0	0	grinnscrúdú
scrutiny	0	0	0	0	0	1	0	0	0	0	grinnscrúdú
sculptor	0	0	0	0	0	0	0	0	0	0	dealbhóir
sculpture	0	0	0	0	0	0	1	0	0	0	dealbhóireacht
sculptured	0	0	0	0	0	0	0	0	0	0	dealbhaithe
scum	0	0	1	0	0	1	0	0	0	0	scum
sea	0	0	0	0	0	0	1	0	0	0	farraige
seaboard	0	0	0	0	0	0	0	0	0	0	cladach
seal	0	0	0	0	0	0	1	0	0	1	séala
seals	0	0	0	0	0	0	0	0	0	1	rónta
seam	0	0	0	0	0	0	0	0	0	0	seam
seaman	0	0	0	0	0	0	0	0	0	0	mairnéalach
seamless	0	0	0	0	0	0	0	0	0	0	gan uaim
seamstress	0	0	0	0	0	0	0	0	0	0	seamstress
seaport	0	0	0	0	0	0	0	0	0	0	calafort
sear	0	0	0	0	0	1	0	0	0	0	sear
search	0	0	0	0	0	0	0	0	0	0	cuardaigh
searching	0	0	0	0	0	0	0	0	0	0	ag cuardach
seared	0	0	0	0	0	0	0	0	0	0	seargtha
seaside	0	0	0	0	0	0	0	0	0	0	cois farraige
season	0	0	0	0	0	0	0	0	0	0	séasúr
seasoned	0	0	0	0	0	0	1	0	0	0	slachtmhar
seasoning	0	0	0	0	0	0	0	0	0	0	seasoning
seat	0	0	0	0	0	0	0	0	0	0	suíochán
secession	0	0	0	0	0	1	0	0	0	0	scaradh
secluded	0	0	0	0	0	1	0	1	0	0	scoite
seclusion	0	0	0	1	0	1	1	0	0	0	leithlis
secondary	0	0	0	0	0	0	0	0	0	0	tánaisteach
secondhand	0	0	0	0	0	1	0	0	0	0	dara láimhe
secrecy	0	0	0	0	0	0	0	0	1	1	rúndacht
secret	0	0	0	0	0	0	0	0	0	1	rún
secretariat	0	0	0	0	0	0	1	0	0	0	rúnaíocht
secretary	0	0	0	0	0	0	0	0	0	0	rúnaí
secrete	0	0	1	0	0	0	0	0	0	0	rún
secretion	0	0	1	0	0	1	0	0	0	0	rún
secretive	0	0	0	0	0	1	0	0	0	0	rúnda
secretly	0	0	0	0	0	0	0	0	0	0	rúnda
sect	0	0	0	0	0	0	0	0	0	0	sect
sectarian	1	0	0	1	0	1	0	0	0	0	seicteach
sectional	0	0	0	0	0	0	0	0	0	0	rannta
