English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Dutch Word
related	0	0	0	0	0	0	0	0	0	1	verwant
relation	0	0	0	0	0	0	0	0	0	0	relatie
relationship	0	0	0	0	0	0	0	0	0	0	relatie
relative	0	0	0	0	0	0	0	0	0	1	familielid
relativity	0	0	0	0	0	0	0	0	0	0	relativiteit
relaxant	0	0	0	0	0	0	0	0	0	0	ontspannend
relaxation	0	0	0	0	0	0	1	0	0	0	ontspanning
relaxed	0	0	0	0	0	0	0	0	0	0	ontspannen
relay	0	0	0	0	0	0	0	0	0	0	relais
release	0	0	0	0	0	0	0	0	0	0	laat los
released	0	0	0	0	0	0	0	0	0	0	uitgegeven
relegation	0	0	0	0	0	1	0	0	0	0	degradatie
relevancy	0	0	0	0	0	0	0	0	0	0	relevantie
relevant	0	0	0	0	0	0	1	0	0	1	relevant
reliability	0	0	0	0	0	0	1	0	0	1	betrouwbaarheid
reliable	0	0	0	0	0	0	1	0	0	1	betrouwbaar
reliance	0	0	0	0	0	0	1	0	0	1	vertrouwen
relic	0	0	0	0	0	0	0	0	0	0	relikwie
relics	0	0	0	0	0	0	0	1	0	0	relikwieën
relief	0	0	0	0	0	0	1	0	0	0	Verlichting
relieving	0	0	0	0	0	0	1	0	0	0	verlichtend
religion	0	0	0	0	0	0	0	0	0	1	geloof
religious	0	0	0	0	0	0	0	0	0	0	religieus
relinquish	0	0	0	0	0	1	0	0	0	0	opgeven
relish	0	0	0	0	0	0	0	0	0	0	relish
reluctance	0	0	0	0	0	0	0	0	0	0	tegenzin
reluctant	0	0	0	1	0	1	0	0	0	0	huiverig
remainder	0	0	0	0	0	0	0	0	0	0	rest
remaining	0	0	0	0	0	0	0	0	0	0	overig
remains	0	0	1	1	0	1	1	0	0	1	stoffelijk overschot
remake	0	0	0	0	0	0	1	0	0	0	remake
remand	1	0	0	0	0	1	0	0	0	0	voorarrest
remark	0	0	0	0	0	0	0	0	0	0	opmerking
remarkable	0	0	0	0	1	0	1	0	1	1	opmerkelijk
remarkably	0	0	0	0	0	0	1	0	0	0	opmerkelijk
remedial	0	0	0	0	0	1	0	0	0	0	herstel
remedy	0	1	0	0	1	0	1	0	0	1	remedie
remember	0	0	0	0	0	0	0	0	0	0	herinneren
remembered	0	0	0	0	0	0	0	0	0	0	herinnerde zich
remembering	0	0	0	0	0	0	0	0	0	0	herinneren
remembrance	0	0	0	0	0	0	0	0	0	0	herinnering
remind	0	0	0	0	0	0	0	0	0	0	herinneren
reminder	0	0	0	0	0	0	0	0	0	0	herinnering
remiss	1	0	1	0	0	1	0	1	0	0	nalatig
remission	0	0	0	0	0	0	1	0	0	0	kwijtschelding
remit	0	0	0	0	0	0	0	0	0	0	opdracht geven
remittance	0	0	0	0	0	0	0	0	0	0	overmaking
remnant	0	0	0	0	0	0	0	0	0	0	overblijfsel
remodel	0	0	0	0	0	0	1	0	0	0	verbouwen
remorse	0	0	0	0	0	1	0	1	0	0	berouw
remote	0	0	0	0	0	0	0	0	0	0	op afstand
remoteness	0	0	0	0	0	0	0	0	0	0	afgelegen
removal	0	0	0	0	0	1	0	0	0	0	verwijdering
remove	1	0	0	1	0	1	0	1	0	0	verwijderen
remuneration	0	0	0	0	0	0	0	0	0	0	vergoeding
renaissance	0	0	0	0	0	0	1	0	0	0	Renaissance
rencontre	0	0	0	0	0	1	0	0	0	0	rencontre
rend	0	0	0	0	0	1	0	0	0	0	rend
render	0	0	0	0	0	0	1	0	0	0	veroorzaken
rendering	0	0	0	0	0	0	0	0	0	0	weergave
rendezvous	0	0	0	0	0	0	0	0	0	0	rendez-vous
rendition	0	0	0	0	0	0	0	0	0	0	vertolking
renegade	1	0	0	0	0	1	0	0	0	0	overloper
renewal	0	0	0	0	0	0	1	0	0	0	vernieuwing
renounce	1	0	0	0	0	1	0	0	0	0	afstand doen van
renovate	0	1	0	0	0	0	1	0	0	0	renoveren
renovated	0	0	0	0	0	0	0	0	0	0	gerenoveerd
renovation	0	1	0	0	1	0	1	0	0	0	vernieuwing
renown	0	0	0	0	0	0	1	0	0	0	bekendheid
renowned	0	0	0	0	0	0	1	0	0	0	bekend
rent	0	0	0	0	0	0	0	0	0	0	huur
rental	0	0	0	0	0	0	0	0	0	0	verhuur
renter	0	0	0	0	0	0	0	0	0	0	huurder
renunciation	0	0	0	0	0	1	0	0	0	0	afstand doen
reorganization	0	0	0	0	0	0	0	0	0	0	reorganisatie
reorganize	0	0	0	0	0	0	1	0	0	0	reorganiseren
repair	0	0	0	0	0	0	0	0	0	0	reparatie
reparation	0	0	0	0	0	0	1	0	0	1	herstelbetaling
repay	1	1	0	0	1	0	1	0	0	1	terugbetalen
repayment	0	0	0	0	0	0	0	0	0	0	terugbetaling
repeal	0	0	0	0	0	0	0	0	0	0	intrekking
repeat	0	0	0	0	0	0	0	0	0	0	herhalen
repeated	0	0	0	0	0	0	0	0	0	0	herhaald
repeatedly	0	0	0	0	0	0	0	0	0	0	herhaaldelijk
repeater	0	0	0	0	0	0	0	0	0	0	repeater
repellant	0	0	1	1	0	1	0	0	0	0	afstotend
repellent	1	0	1	1	0	1	0	0	0	0	afstotend
repelling	0	0	1	0	0	1	0	0	0	0	afstotend
repent	0	0	0	1	0	0	1	0	0	0	berouw hebben
repentance	0	0	0	0	0	0	0	0	0	0	berouw
repertoire	0	0	0	0	0	0	0	0	0	0	repertoire
repertory	0	0	0	0	0	0	0	0	0	0	repertoire
repetition	0	0	0	0	0	0	0	0	0	0	herhaling
replace	0	0	0	0	0	0	0	0	0	0	vervangen
replacement	0	0	0	0	0	0	0	0	0	0	vervanging
replenish	0	0	0	0	0	0	1	0	0	0	bijvullen
replete	0	0	0	0	0	0	1	0	0	0	vol
replication	0	0	0	0	0	0	0	0	0	0	replicatie
reply	0	0	0	0	0	0	0	0	0	0	antwoord
report	0	0	0	0	0	0	0	0	0	0	rapport
reported	0	0	0	0	0	0	0	0	0	0	gemeld
reporter	0	0	0	0	0	0	1	0	0	1	verslaggever
repose	0	0	0	0	0	0	1	0	0	0	rust
reposition	0	0	0	0	0	0	0	0	0	0	herpositioneren
repository	0	0	0	0	0	0	0	0	0	0	opslagplaats
representation	0	0	0	0	0	0	0	0	0	0	vertegenwoordiging
representative	0	0	0	0	0	0	0	0	0	0	vertegenwoordiger
represented	0	0	0	0	0	0	1	0	0	0	vertegenwoordigd
representing	0	1	0	0	0	0	0	0	0	0	vertegenwoordigen
repress	0	0	0	0	0	1	0	1	0	0	onderdrukken
repressed	0	0	0	0	0	0	0	0	0	0	onderdrukt
repression	0	0	0	1	0	1	0	0	0	0	repressie
reprieve	0	0	0	0	0	0	0	0	0	0	uitstel
reprimand	1	0	0	0	0	1	0	0	0	0	berisping
reprint	0	0	0	0	0	1	0	0	0	0	herdruk
reprisal	1	0	0	1	0	1	0	1	0	0	wraakactie
reprise	0	0	0	0	0	0	0	0	0	0	reprise
reproach	1	0	1	0	0	1	0	1	0	0	verwijt
reproduce	0	0	0	0	0	0	0	0	0	0	reproduceren
reproduction	0	0	0	0	0	0	0	0	0	0	reproductie
reproductive	0	0	0	0	1	0	1	0	0	0	reproductief
reptile	0	0	0	0	0	0	0	0	0	0	reptiel
republic	0	0	0	0	0	1	0	0	0	0	republiek
republican	0	0	0	0	0	0	0	0	0	0	republikeins
repudiation	1	0	1	0	0	1	0	0	0	0	afwijzing
repulsion	0	0	1	1	0	1	0	0	0	0	afstoting
repurchase	0	0	0	0	0	0	0	0	0	0	terugkopen
reputable	0	0	0	0	0	0	1	0	0	1	gerenommeerd
reputation	0	0	0	0	0	0	0	0	0	0	reputatie
repute	0	0	0	0	0	0	0	0	0	0	reputatie
request	0	0	0	0	0	0	0	0	0	0	verzoek
requiem	0	0	0	0	0	0	0	1	0	0	requiem
required	0	0	0	0	0	0	0	0	0	0	verplicht
requirement	0	0	0	0	0	0	0	0	0	0	vereiste
requisite	0	0	0	0	0	0	0	0	0	0	vereiste
requisition	0	0	0	0	0	0	0	0	0	0	vorderen
rescind	0	0	0	0	0	1	0	0	0	0	intrekken
rescission	0	0	0	0	0	1	0	0	0	0	ontbinding
rescue	0	1	0	0	1	0	1	0	1	1	redden
research	0	0	0	0	0	0	0	0	0	0	Onderzoek
resection	0	0	0	1	0	0	0	0	0	0	resectie
resemblance	0	0	0	0	0	0	0	0	0	0	gelijkenis
resemble	0	0	0	0	0	0	0	0	0	0	lijken op
resembling	0	0	0	0	0	0	0	0	0	0	lijkt op
resent	1	0	0	0	0	1	0	0	0	0	aanstoot nemen
resentful	1	0	0	0	0	1	0	0	0	0	rancuneus
resentment	1	0	1	0	0	1	0	1	0	0	rancune
reservation	0	0	0	0	0	0	0	0	0	0	reservering
reserve	0	0	0	0	0	0	1	0	0	0	reserveren
reserved	0	0	0	0	0	0	0	0	0	0	gereserveerd
reserves	0	0	0	0	0	0	0	0	0	0	reserves
reservoir	0	0	0	0	0	0	0	0	0	0	reservoir
reside	0	0	0	0	0	0	0	0	0	0	wonen
residence	0	0	0	0	0	0	0	0	0	0	residentie
residences	0	0	0	0	0	0	0	0	0	0	woningen
resident	0	0	0	0	0	0	1	0	0	0	inwoner
residual	0	0	0	0	0	0	0	0	0	0	residu
residue	0	0	0	0	0	0	0	0	0	0	residu
resign	1	0	1	1	0	1	0	1	0	0	ontslag nemen
resignation	0	0	0	0	0	1	0	1	1	0	ontslag
resigned	0	0	0	0	0	1	0	1	0	0	ontslag genomen
resilience	0	0	0	0	0	0	0	0	0	0	weerstand
resilient	0	0	0	0	0	0	1	0	0	0	veerkrachtig
resin	0	0	0	0	0	0	0	0	0	0	hars
resist	0	0	0	0	0	1	0	0	0	0	weerstand bieden
resistance	1	0	0	0	0	1	0	0	0	0	weerstand
resistant	0	0	0	1	0	1	0	0	0	0	resistent
resisting	1	0	0	1	0	1	0	1	0	0	weerstand bieden
resistive	0	0	0	0	0	0	1	0	0	0	resistief
resolute	0	0	0	0	0	0	0	0	0	0	vastberaden
resolutely	0	0	0	0	0	0	1	0	0	0	resoluut
resolution	0	0	0	0	0	0	0	0	0	0	oplossing
resolve	0	0	0	0	0	0	0	0	0	0	oplossen
resolved	0	0	0	0	0	0	0	0	0	0	opgelost
resonance	0	0	0	0	0	0	0	0	0	0	resonantie
resonant	0	0	0	0	0	0	0	0	0	0	resonant
resonate	0	0	0	0	0	0	0	0	0	0	resoneren
resonator	0	0	0	0	0	0	0	0	0	0	resonator
resort	0	0	0	0	0	0	0	0	0	0	toevlucht
resounding	0	0	0	0	0	0	0	0	0	0	klinkend
resources	0	0	0	0	1	0	1	0	0	1	bronnen
respect	0	1	0	0	1	0	1	0	0	1	respect
respectability	0	0	0	0	0	0	1	0	0	0	respectabiliteit
respectable	0	0	0	0	0	0	1	0	0	1	respectabel
respected	0	0	0	0	0	0	0	0	0	0	gerespecteerd
respectful	0	0	0	0	0	0	1	0	0	1	respectvol
respecting	0	0	0	0	0	0	1	0	0	0	met inachtneming van
respective	0	0	0	0	0	0	0	0	0	0	respectieve
respects	0	0	0	0	0	0	1	0	0	1	respect
respiration	0	0	0	0	0	0	0	0	0	0	ademhaling
respirator	0	0	0	0	0	0	0	0	0	0	beademingsapparaat
respite	0	0	0	0	1	0	1	0	0	1	uitstel
resplendent	0	0	0	0	1	0	1	0	0	0	schitterend
respond	0	0	0	0	0	0	0	0	0	0	antwoorden
respondent	0	0	0	0	0	0	0	0	0	0	respondent
response	0	0	0	0	0	0	0	0	0	0	antwoord
responsibility	0	0	0	0	0	0	0	0	0	0	verantwoordelijkheid
responsible	0	0	0	0	0	0	1	0	0	1	aansprakelijk
responsive	0	1	0	0	0	0	1	0	0	1	snel reagerend
rest	0	0	0	0	0	0	1	0	0	0	rust uit
restaurant	0	0	0	0	0	0	0	0	0	0	restaurant
restful	0	0	0	0	0	0	1	0	0	0	rustgevend
restitution	1	0	0	0	0	0	1	0	0	0	teruggave
restlessness	0	1	0	0	0	0	0	0	0	0	rusteloosheid
restoration	0	0	0	0	0	0	0	0	0	0	restauratie
restorative	0	1	0	0	1	0	1	0	0	1	herstellend
restored	0	0	0	0	0	0	0	0	0	0	hersteld
restoring	0	0	0	0	0	0	1	0	0	0	herstellen
restrain	1	0	0	1	0	1	0	0	0	0	in toom houden
restrained	0	0	0	1	0	0	0	0	0	0	terughoudend
restraint	0	0	0	0	0	0	1	0	0	0	beheersing
restrict	0	0	0	0	0	1	0	1	0	0	beperken
restricted	0	0	0	0	0	0	0	0	0	0	beperkt
restriction	1	0	0	1	0	1	0	1	0	0	beperking
restrictive	0	0	0	0	0	1	0	0	0	0	beperkend
result	0	1	0	0	0	0	0	0	0	0	resultaat
resultant	0	1	0	0	0	0	0	0	0	0	resultante
resumption	0	0	0	0	0	0	1	0	0	0	hervatting
resurrection	0	0	0	0	0	0	0	0	0	0	opstanding
resuscitation	0	0	0	0	0	0	0	0	0	0	reanimatie
retail	0	0	0	0	0	0	0	0	0	0	kleinhandel
retailer	0	0	0	0	0	0	0	0	0	0	detailhandelaar
retain	0	0	0	0	0	0	0	0	0	1	behouden
retaining	0	0	0	0	0	0	0	0	0	0	behouden
retake	0	0	0	0	0	0	0	0	0	0	hernemen
retaliate	1	0	0	0	0	1	0	0	0	0	wraak nemen
retaliation	1	0	0	1	0	1	0	0	0	0	wraak
retaliatory	1	0	0	0	0	1	0	0	0	0	vergelding
retard	0	0	1	1	0	1	0	1	0	0	vertragen
retardation	0	0	0	0	0	1	0	0	0	0	vertraging
retention	0	0	0	0	0	0	1	0	0	0	behoud
retentive	0	0	0	0	0	0	0	0	0	0	vasthoudend
reticent	0	0	0	1	0	1	0	0	0	0	terughoudend
retina	0	0	0	0	0	0	0	0	0	0	netvlies
retired	0	0	0	0	0	0	0	0	0	0	met pensioen
retirement	0	1	0	1	1	1	1	1	0	1	pensioen
retiring	0	0	0	0	0	0	0	0	0	0	met pensioen gaan
retold	0	0	0	0	0	0	0	0	0	0	naverteld
retort	0	0	0	0	0	1	0	0	0	0	weerwoord
retrace	0	0	0	0	0	0	0	0	0	0	terugzoeken
retract	1	0	0	0	0	1	0	0	0	0	intrekken
retraction	0	0	0	0	0	1	0	0	0	0	terugtrekking
retrenchment	0	0	0	1	0	1	0	0	0	0	bezuinigingen
retribution	1	0	0	1	0	1	0	1	0	0	vergelding
retrieval	0	0	0	0	0	0	0	0	0	0	ophalen
retrieve	0	0	0	0	0	0	0	0	0	0	uittreden
retriever	0	0	0	0	0	0	0	0	0	0	retriever
retroactive	0	0	0	0	0	0	0	0	0	0	met terugwerkende kracht
retrograde	0	0	0	0	0	1	0	0	0	0	retrograde
retrospect	0	0	0	0	0	0	0	0	0	0	terugblik
retrospective	0	0	0	0	0	0	0	0	0	0	retrospectief
retrospectively	0	0	0	0	0	0	0	0	0	0	met terugwerkende kracht
return	0	0	0	0	0	0	0	0	0	0	opbrengst
reunion	0	1	0	0	0	0	1	0	0	1	bijeenkomst
reveal	0	0	0	0	0	0	0	0	0	0	onthullen
revel	0	0	0	0	1	0	1	0	0	0	genieten
revelation	0	0	0	0	0	0	0	0	0	0	openbaring
revels	0	0	0	0	1	0	1	0	0	0	zwelgt
revenge	1	1	0	1	0	1	0	0	1	0	wraak
revenue	0	0	0	0	0	0	0	0	0	0	omzet
reverberation	0	0	0	0	0	0	0	0	0	0	weerkaatsing
revere	0	1	0	0	1	0	1	0	0	1	eerbiedigen
reverence	0	0	0	0	1	0	1	0	0	1	eerbied
reverend	0	0	0	0	1	0	1	0	0	0	dominee
reverent	0	0	0	0	0	0	0	0	0	0	eerbiedig
reverie	0	0	0	0	1	0	1	0	0	1	mijmering
reversal	1	0	1	0	0	1	0	0	1	0	omkering
reverse	0	0	0	0	0	0	0	0	0	0	achteruit
reversion	0	0	0	0	0	0	0	0	0	0	omkering
revert	0	0	0	0	0	0	0	0	0	0	terugdraaien
reverting	0	0	0	0	0	0	0	0	0	0	terugkerend
review	0	0	0	0	0	0	0	0	0	0	opnieuw bekijken
reviewer	0	0	0	0	0	0	0	0	0	0	recensent
revise	0	0	0	0	0	0	1	0	0	0	Herzien
revision	0	0	0	0	0	0	0	0	0	0	herziening
revisit	0	0	0	0	0	0	0	0	0	0	herzien
revival	0	1	0	0	1	0	1	0	0	1	opwekking
revive	0	1	0	0	0	1	1	0	0	0	herleven
revocation	0	0	0	0	0	1	0	0	0	0	herroeping
revoke	1	0	1	1	0	1	0	1	0	0	herroepen
revolt	1	0	0	0	0	1	0	0	1	0	opstand
revolting	1	0	1	1	0	1	0	0	0	0	weerzinwekkend
revolution	1	1	0	1	0	1	1	1	1	0	revolutie
revolutionary	0	0	0	0	0	0	1	0	0	0	revolutionair
revolutionize	0	0	0	0	0	0	0	0	0	0	een revolutie teweegbrengen
revolve	0	0	0	0	0	0	0	0	0	0	draaien
revolver	1	0	0	1	0	1	0	1	0	0	revolver
revulsion	1	0	1	1	0	1	0	0	0	0	afkeer
reward	0	1	0	0	1	0	1	0	1	1	beloning
rhetoric	0	0	0	0	0	0	0	0	0	0	retoriek
rhetorical	0	0	0	0	0	0	0	0	0	0	retorisch
rheumatism	1	0	0	1	0	1	0	1	0	0	reuma
rhyme	0	0	0	0	0	0	0	0	0	0	rijm
rhyming	0	0	0	0	0	0	0	0	0	0	rijmend
rhythm	0	0	0	0	0	0	1	0	0	0	ritme
rhythmical	0	0	0	0	1	0	1	0	1	0	ritmisch
rib	0	0	0	0	0	0	0	0	0	0	rib
ribbed	0	0	0	0	0	0	0	0	0	0	geribbeld
ribbon	1	1	0	0	1	0	1	0	0	0	lintje
rice	0	0	0	0	0	0	0	0	0	0	rijst
riches	0	0	0	0	0	0	0	0	0	0	rijkdom
richness	0	0	0	0	0	0	1	0	0	0	rijkdom
rick	0	0	0	0	0	0	0	0	0	0	rick
rickety	0	0	0	0	0	1	0	0	0	0	gammel
rid	0	0	0	0	0	0	0	0	0	0	ontdoen
riddance	0	0	0	0	0	0	0	0	0	0	verlossing
riddle	0	0	0	0	0	0	0	0	1	0	raadsel
riddled	0	0	0	0	0	1	0	0	0	0	doorzeefd
ride	0	0	0	0	0	0	0	0	0	0	rijden
rider	0	0	0	0	0	0	1	0	0	0	rijder
ridge	0	0	0	0	0	0	0	0	0	0	bergkam
ridicule	1	0	1	0	0	1	0	1	0	0	spot
ridiculous	1	0	1	0	0	1	0	0	0	0	belachelijk
riding	0	0	0	0	0	0	0	0	0	0	rijden
rife	0	0	0	0	0	1	0	0	0	0	wijdverbreid
rifle	1	0	0	1	0	1	0	0	0	0	geweer-
rifles	0	0	0	0	0	0	0	0	0	0	geweren
rift	0	0	0	0	0	1	0	0	0	0	breuk
rig	0	0	0	0	0	0	0	0	0	0	tuig
rigging	0	0	0	0	0	0	0	0	0	0	tuigage
righteous	0	0	0	0	0	0	1	0	0	0	rechtvaardig
rightful	0	0	0	0	0	0	1	0	0	0	rechtmatig
rightly	0	0	0	0	0	0	1	0	0	0	terecht
rigid	0	0	0	0	0	1	0	0	0	0	stijf
rigidity	0	0	0	0	0	1	0	0	0	0	stijfheid
rigor	0	0	1	1	0	1	0	0	0	0	strengheid
rigorous	0	0	0	0	0	1	0	0	0	0	rigoureus
rim	0	0	0	0	0	0	0	0	0	0	rand
rind	0	0	0	0	0	0	0	0	0	0	schil
ring	0	0	0	0	0	0	0	0	0	0	ring
ringer	1	0	0	0	0	1	0	0	0	0	beltoon
ringing	0	0	0	0	0	0	0	0	0	0	rinkelen
rink	0	0	0	0	0	0	0	0	0	0	baan
rinse	0	0	0	0	0	0	0	0	0	0	afspoelen
riot	1	0	0	1	0	1	0	0	0	0	opstand
riotous	1	0	0	1	0	1	0	0	1	0	losbandig
riparian	0	0	0	0	0	0	0	0	0	0	oeverstaten
ripe	0	0	0	0	0	0	1	0	0	0	rijp
ripen	0	1	0	0	0	0	1	0	0	0	rijpen
ripening	0	0	0	0	0	0	0	0	0	0	rijpen
ripple	0	0	0	0	0	0	0	0	0	0	rimpeling
rise	0	0	0	0	0	0	0	0	0	0	opstaan
rising	0	1	0	0	1	0	1	0	0	0	stijgende lijn
risk	0	1	0	1	0	1	0	0	0	0	risico
risky	0	1	0	1	0	1	0	0	0	0	riskant
rite	0	0	0	0	0	0	0	0	0	0	rite
ritual	0	0	0	0	0	0	0	0	0	0	ritueel
ritualistic	0	0	0	0	0	0	0	0	0	0	ritueel
rival	0	0	0	0	0	0	0	0	0	0	rivaal
rivalry	1	0	0	0	0	1	0	0	0	0	rivaliteit
river	0	0	0	0	0	0	0	0	0	0	rivier
riverbank	0	0	0	0	0	0	0	0	0	0	rivierbed
rivet	0	0	0	0	0	0	0	0	0	0	klinknagel
riveted	0	0	0	0	0	0	0	0	0	0	geklonken
riveting	0	0	0	0	0	0	1	0	0	0	meeslepend
road	0	0	0	0	0	0	0	0	0	0	weg
roads	0	0	0	0	0	0	0	0	0	0	wegen
roadster	0	0	0	0	1	0	1	0	0	1	roadster
roadway	0	0	0	0	0	0	0	0	0	0	rijweg
roam	0	0	0	0	0	0	0	0	0	0	zwerven
roar	0	0	0	0	0	0	0	0	0	0	brullen
roast	0	0	0	0	0	0	0	0	0	0	gebraden
rob	1	0	1	1	0	1	0	1	0	0	beroven
robber	0	0	1	1	0	1	0	0	0	0	rover
robbery	1	0	1	1	0	1	0	1	0	0	beroving
robe	0	0	0	0	0	0	0	0	0	0	gewaad
robot	0	0	0	0	0	0	0	0	0	0	robot
robotics	0	0	0	0	0	0	0	0	0	0	robotica
robust	0	0	0	0	0	0	1	0	0	0	robuust
roc	0	0	0	0	0	0	0	0	0	0	roc
rock	0	0	0	0	0	0	1	0	0	0	steen
rocket	1	0	0	0	0	0	0	0	0	0	raket
rocks	0	0	0	0	0	0	0	0	0	0	rotsen
rod	0	0	0	1	0	0	1	0	0	1	hengel
roe	0	0	0	0	0	0	0	0	0	0	ree
rogue	0	0	1	0	0	1	0	0	0	0	schurk
role	0	0	0	0	0	0	0	0	0	0	rol
roll	0	0	0	0	0	0	0	0	0	0	rollen
roller	0	0	0	0	0	0	0	0	0	0	rol
rollers	0	0	0	0	0	0	0	0	0	0	rollen
rollicking	0	0	0	0	1	0	1	0	0	0	onstuimig
rolling	0	0	0	0	0	0	0	0	0	0	rollend
romance	0	1	0	1	1	0	1	1	1	1	romantiek
romantic	0	1	0	0	1	0	1	0	0	1	romantisch
romanticism	0	0	0	0	1	0	1	0	0	0	romantiek
romp	0	0	0	0	1	0	1	0	0	0	ravotten
roof	0	0	0	0	0	0	0	0	0	0	dak
rook	1	0	1	0	0	1	0	0	0	0	toren
room	0	0	0	0	0	0	0	0	0	0	kamer
roomy	0	0	0	0	0	0	0	0	0	0	ruim
roost	0	0	0	0	0	0	0	0	0	0	slaapplaats
rooster	0	0	0	0	0	0	0	0	0	0	haan
root	0	0	0	0	0	0	0	0	0	0	wortel
rooted	0	0	0	0	0	0	1	0	0	1	geworteld
rope	0	0	0	0	0	0	0	0	0	0	touw
rosary	0	0	0	0	0	0	0	0	0	0	rozenkrans
rose	0	0	0	0	0	0	0	0	0	0	roos
rosemary	0	0	0	0	0	0	0	0	0	0	rozemarijn
rosette	0	0	0	0	0	0	0	0	0	0	rozet
roster	0	0	0	0	0	0	0	0	0	0	rooster
rosy	0	0	0	0	0	0	1	0	0	0	rooskleurig
rot	0	0	1	1	0	1	0	1	0	0	rot
rota	0	0	0	0	0	0	1	0	0	1	roteren
rotary	0	0	0	0	0	0	0	0	0	0	roterend
rotate	0	0	0	0	0	0	0	0	0	0	draaien
rotation	0	0	0	0	0	0	0	0	0	0	rotatie
rote	0	0	0	0	0	0	0	0	0	0	herhalen
rotor	0	0	0	0	0	0	0	0	0	0	rotor
rotting	0	0	1	0	0	1	0	0	0	0	rottend
rouge	0	0	0	0	0	0	0	0	0	0	rouge
rough	0	0	0	0	0	0	0	0	0	0	ruw
roughly	0	0	0	0	0	0	0	0	0	0	ongeveer
roughness	0	0	0	0	0	1	0	0	0	0	ruwheid
roulette	0	1	0	0	0	0	0	0	0	0	roulette
round	0	0	0	0	0	0	0	0	0	0	ronde
roundabout	0	0	0	0	0	0	0	0	0	0	rotonde
rounded	0	0	0	0	0	0	0	0	0	0	afgerond
roundup	0	0	0	0	0	0	0	0	0	0	naar boven afronden
rouse	0	0	0	0	0	0	0	0	0	0	wakker maken
rouser	0	0	0	0	0	0	0	0	0	0	opruier
rousing	0	0	0	0	0	0	0	0	0	0	opzwepend
rout	0	0	0	0	0	1	0	0	0	0	route
route	0	0	0	0	0	0	0	0	0	0	route
routine	0	0	0	0	0	0	1	0	0	1	routine-
rover	0	0	0	0	0	0	0	0	0	0	rover
roving	0	0	0	0	0	0	0	0	0	0	rondzwerven
row	1	0	0	0	0	1	0	0	0	0	rij
rowdy	0	0	0	0	0	1	0	0	0	0	rumoerig
royal	0	0	0	0	0	0	0	0	0	0	Koninklijk
royalty	0	0	0	0	0	0	1	0	0	0	royalty
rub	0	0	0	0	0	0	0	0	0	0	wrijven
rubber	0	0	0	0	0	0	0	0	0	0	rubber
rubbers	0	0	0	0	0	0	0	0	0	0	rubbers
rubbing	0	0	0	0	0	0	0	0	0	0	wrijven
rubbish	0	0	1	0	0	1	0	0	0	0	onzin
rubble	0	0	0	1	0	1	0	1	0	0	puin
rubric	0	0	0	0	0	0	1	0	0	0	rubriek
ruby	0	0	0	0	0	0	0	0	0	0	robijn
rudder	0	0	0	0	0	0	0	0	0	0	roer
ruddy	0	0	0	0	0	0	0	0	0	0	rossig
rudimentary	0	0	0	0	0	0	0	0	0	0	rudimentair
rudiments	0	0	0	0	0	0	0	0	0	0	beginselen
rue	0	0	0	0	0	1	0	1	0	0	rue
ruff	0	0	0	0	0	0	0	0	0	0	kemphaan
ruffle	0	0	0	0	0	1	0	0	0	0	ruches
rug	0	0	0	0	0	0	0	0	0	0	tapijt
rugged	0	0	0	0	0	1	0	0	0	0	ruig
ruin	0	0	0	1	0	1	0	1	0	0	ruïneren
ruined	1	0	1	1	0	1	0	1	0	0	geruïneerd
ruinous	1	0	1	1	0	1	0	1	0	0	verwoestend
ruins	0	0	0	0	0	0	0	0	0	0	ruïnes
rule	0	0	0	1	0	0	0	0	0	1	regel
ruler	0	0	0	0	0	0	0	0	0	0	heerser
ruling	0	0	0	0	0	0	0	0	0	0	uitspraak doen
rum	0	0	0	0	0	0	0	0	0	0	rum
rumble	0	0	0	0	0	0	0	0	0	0	gerommel
rummage	0	0	0	0	0	0	0	0	0	0	snuffelen
rumor	0	0	0	0	0	1	0	1	0	0	gerucht
rumored	0	0	0	0	0	0	0	0	0	0	geruchten
rump	0	0	0	0	0	0	0	0	0	0	romp
runaway	0	0	0	0	0	1	0	1	0	0	ren weg
runes	0	0	0	0	0	0	0	0	0	0	runen
rung	0	0	0	0	0	0	0	0	0	0	sport
runner	0	0	0	0	0	0	0	0	0	0	hardloper
running	0	0	0	0	0	0	0	0	0	0	rennen
runway	0	0	0	0	0	0	0	0	0	0	landingsbaan
rupture	0	0	0	1	0	1	0	1	1	0	scheuren
rural	0	0	0	0	0	0	0	0	0	0	landelijk
ruse	0	0	0	0	0	1	0	0	0	0	list
rush	0	0	0	0	0	0	0	0	0	0	stormloop
rust	0	0	0	0	0	1	0	0	0	0	Roest
rustic	0	0	0	0	0	0	0	0	0	0	rustiek
rustle	0	0	0	0	0	0	0	0	0	0	ritselen
rusty	0	0	0	0	0	1	0	0	0	0	roestig
rut	0	0	0	0	0	0	0	0	0	0	sleur
ruth	0	0	0	0	0	0	1	0	0	0	Ruth
ruthless	1	0	1	1	0	1	0	0	0	0	meedogenloos
rye	0	0	0	0	0	0	0	0	0	0	rogge
saber	1	0	0	1	0	1	0	0	0	0	sabel
sable	0	0	0	0	0	0	0	0	0	0	sabelmarter
sabotage	1	0	1	1	0	1	0	1	1	0	sabotage
