English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Malay Word
topographic	0	0	0	0	0	0	0	0	0	0	topografi
topographical	0	0	0	0	0	0	0	0	0	0	topografi
topography	0	0	0	0	0	0	0	0	0	0	topografi
topple	0	0	0	0	0	0	0	0	1	0	tumbang
tor	0	0	0	0	0	0	0	0	0	0	tor
torch	0	0	0	0	0	0	0	0	0	0	obor
torment	1	0	0	1	0	1	0	1	0	0	azab
torn	0	0	0	0	0	1	0	0	0	0	koyak
tornado	0	0	0	1	0	0	0	0	0	0	puting beliung
torpedo	1	0	0	0	0	1	0	0	0	0	torpedo
torrent	0	0	0	1	0	0	0	0	0	0	torrent
torrid	0	0	0	0	0	1	0	0	0	0	panas terik
torsion	0	0	0	0	0	0	0	0	0	0	kilasan
torso	0	0	0	0	0	0	0	0	0	0	batang tubuh badan
tort	0	0	0	0	0	1	0	0	0	0	tort
tortious	1	0	1	0	0	1	0	0	0	0	berliku-liku
tortoise	0	0	0	0	0	0	0	0	0	0	Kura-Kura
tortuous	0	0	0	0	0	0	0	0	0	0	berliku-liku
torture	1	1	1	1	0	1	0	1	0	0	penyeksaan
toss	0	0	0	0	0	0	0	0	0	0	lambung
total	0	0	0	0	0	0	0	0	0	0	jumlah
totality	0	0	0	0	0	0	0	0	0	0	keseluruhan
totally	0	0	0	0	0	0	0	0	0	0	sama sekali
tote	0	0	0	0	0	0	0	0	0	0	tote
totem	0	0	0	0	0	0	0	0	0	0	totem
touch	0	0	0	0	0	0	0	0	0	0	sentuh
touched	0	0	0	0	0	1	0	0	0	0	tersentuh
touching	0	0	0	0	0	0	0	0	0	0	menyentuh hati
touchy	1	0	0	0	0	1	0	1	0	0	sensitif
tough	0	0	0	0	0	1	0	1	0	0	lasak
toughness	1	0	0	1	0	0	1	0	0	1	kekuatan
tour	0	0	0	0	0	0	0	0	0	0	lawatan
tourist	0	0	0	0	0	0	0	0	0	0	pelancong
tourmaline	0	0	0	0	0	0	0	0	0	0	turmalin
tournament	0	0	0	0	0	0	0	0	0	0	kejohanan
tourniquet	0	0	0	0	0	0	0	0	0	0	tourniquet
tout	0	0	0	0	0	0	0	0	0	0	tout
tow	0	0	0	0	0	0	0	0	0	0	tunda
towel	0	0	0	0	0	0	0	0	0	0	tuala
tower	0	0	0	0	0	0	1	0	0	0	menara
towering	0	1	0	1	0	0	1	0	0	0	menjulang tinggi
town	0	0	0	0	0	0	0	0	0	0	bandar
townhouse	0	0	0	0	0	0	0	0	0	0	rumah bandar
toxic	0	0	1	0	0	1	0	0	0	0	toksik
toxicology	0	0	0	0	0	0	0	0	0	0	toksikologi
toxin	0	0	0	1	0	1	0	0	0	0	toksin
toy	0	0	0	0	0	0	0	0	0	0	mainan
trace	0	0	0	0	0	0	0	0	0	0	jejak
traces	0	0	0	0	0	0	0	0	0	0	jejak
trachea	0	0	0	0	0	0	0	0	0	0	trakea
tracing	0	0	0	0	0	0	0	0	0	0	menjejak
track	0	1	0	0	0	0	0	0	0	0	trek
tract	0	0	0	1	0	0	0	0	0	0	saluran
tractable	0	0	0	0	0	0	0	0	0	0	boleh dikendalikan
traction	0	0	0	0	0	0	0	0	0	0	daya tarikan
tractor	0	0	0	0	0	0	0	0	0	0	traktor
trade	0	0	0	0	0	0	0	0	0	1	perdagangan
trader	0	0	0	0	0	0	0	0	0	0	peniaga
tradesman	0	0	0	0	0	0	0	0	0	0	peniaga
trading	0	0	0	0	0	0	0	0	0	0	perdagangan
tradition	0	0	0	0	0	0	0	0	0	0	tradisi
traditional	0	0	0	0	0	0	1	0	0	0	tradisional
traffic	0	0	0	0	0	0	0	0	0	0	lalu lintas
tragedy	0	0	0	1	0	1	0	1	0	0	tragedi
tragic	0	0	0	0	0	1	0	0	0	0	tragik
trail	0	0	0	0	0	0	0	0	0	0	jejak
train	0	0	0	0	0	0	0	0	0	0	kereta api
trained	0	0	0	0	0	0	0	0	0	0	terlatih
trainer	0	0	0	0	0	0	0	0	0	1	jurulatih
training	0	0	0	0	0	0	0	0	0	0	latihan
trait	0	0	0	0	0	0	0	0	0	0	sifat
traitor	1	0	1	1	0	1	0	1	0	0	pengkhianat
trajectory	0	0	0	0	0	0	0	0	0	0	trajektori
tram	0	0	0	0	0	0	0	0	0	0	trem
tramp	0	0	1	1	0	1	0	1	0	0	gelandangan
tramway	0	0	0	0	0	0	0	0	0	0	laluan trem
trance	0	0	0	0	0	1	0	0	0	0	berkhayal
tranquil	0	0	0	0	1	0	1	0	0	0	tenang
tranquility	0	0	0	0	1	0	1	0	0	1	ketenangan
transact	0	0	0	0	0	0	0	0	0	0	berurus niaga
transaction	0	0	0	0	0	0	0	0	0	1	transaksi
transatlantic	0	0	0	0	0	0	0	0	0	0	transatlantik
transcendence	0	1	0	0	1	0	1	0	1	1	transendensi
transcendent	0	0	0	0	0	0	0	0	0	0	transenden
transcendental	0	0	0	0	0	0	1	0	0	0	transendental
transcribe	0	0	0	0	0	0	0	0	0	0	transkripsi
transcriber	0	0	0	0	0	0	0	0	0	0	transkrip
transcript	0	0	0	0	0	0	0	0	0	1	transkrip
transcription	0	0	0	0	0	0	0	0	0	0	transkripsi
transfer	0	0	0	0	0	0	0	0	0	0	pemindahan
transference	0	0	0	0	0	0	0	0	0	0	pemindahan
transferred	0	0	0	0	0	0	0	0	0	0	dipindahkan
transfixed	0	0	0	0	0	0	0	0	0	0	terpaku
transform	0	0	0	0	0	0	0	0	0	0	mengubah
transformation	0	0	0	0	0	0	0	0	0	0	transformasi
transfusion	0	0	0	0	0	0	0	0	0	0	transfusi
transgression	0	0	0	0	0	1	0	0	0	0	pelanggaran
transient	0	0	0	0	0	0	0	0	0	0	sementara
transit	0	0	0	0	0	0	0	0	0	0	transit
transition	0	0	0	0	0	0	0	0	0	0	peralihan
transitional	0	1	0	0	0	0	0	0	0	0	peralihan
transitive	0	0	0	0	0	0	0	0	0	0	transitif
transitory	0	0	0	0	0	0	0	0	0	0	sementara
translate	0	0	0	0	0	0	0	0	0	0	menterjemah
translation	0	0	0	0	0	0	0	0	0	1	terjemahan
translocation	0	0	0	0	0	0	0	0	0	0	translokasi
translucent	0	0	0	0	0	0	0	0	0	0	lut sinar
transmission	0	0	0	0	0	0	0	0	0	0	penularan
transmit	0	0	0	0	0	0	0	0	0	0	menghantar
transmutation	0	0	0	0	0	0	0	0	0	0	transmutasi
transom	0	0	0	0	0	0	0	0	0	0	transom
transparency	0	0	0	0	0	0	0	0	0	0	ketelusan
transparent	0	0	0	0	0	0	0	0	0	0	telus
transplant	0	0	0	0	0	0	0	0	0	0	pemindahan
transplantation	0	0	0	0	0	0	0	0	0	0	pemindahan
transport	0	0	0	0	0	0	0	0	0	0	pengangkutan
transportation	0	0	0	0	0	0	0	0	0	0	pengangkutan
transpose	0	0	0	0	0	0	0	0	0	0	transpose
transposition	0	0	0	0	0	0	0	0	0	0	transposisi
transverse	0	0	0	0	0	0	0	0	0	0	melintang
trap	0	0	0	0	0	0	0	0	0	0	perangkap
trapping	0	0	0	0	0	0	0	0	0	0	memerangkap
trappings	0	0	0	0	0	1	0	0	0	0	perangkap
traps	0	0	0	0	0	1	0	0	0	0	perangkap
trash	0	0	1	0	0	1	0	1	0	0	sampah
trashy	0	0	1	0	0	1	0	0	0	0	menyampah
traumatic	1	0	0	1	0	1	0	1	0	0	traumatik
travail	0	0	0	0	0	1	0	0	0	0	susah payah
travel	0	0	0	0	0	0	0	0	0	0	melancong
traveler	0	0	0	0	0	0	0	0	0	0	pengembara
traveling	0	0	0	0	0	0	1	0	0	0	melancong
traverse	0	0	0	0	0	0	0	0	0	0	merentasi
travesty	0	0	1	1	0	1	0	1	0	0	fitnah
trawl	0	0	0	0	0	0	0	0	0	0	pukat tunda
trawler	0	0	0	0	0	0	0	0	0	0	pukat tunda
tray	0	0	0	0	0	0	0	0	0	0	dulang
treacherous	1	0	1	1	0	1	0	0	0	0	khianat
treachery	1	0	0	1	0	1	0	1	1	0	khianat
tread	0	0	0	0	0	0	0	0	0	0	menapak
treadmill	0	1	0	0	0	0	0	0	0	0	treadmill
treason	1	0	1	1	0	1	0	0	1	0	pengkhianatan
treasure	0	1	0	0	1	0	1	0	0	1	harta karun
treasurer	0	0	0	0	0	0	0	0	0	1	bendahari
treasury	0	0	0	0	0	0	0	0	0	0	perbendaharaan
treat	1	1	1	1	1	1	1	1	1	1	merawat
treatise	0	0	0	0	0	0	0	0	0	0	risalah
treatment	0	0	0	0	0	0	0	0	0	0	rawatan
treaty	0	0	0	0	0	0	0	0	0	0	perjanjian
treble	0	0	0	0	0	0	0	0	0	0	tiga kali ganda
tree	1	1	1	0	1	0	1	0	1	1	pokok
trek	0	0	0	0	0	0	0	0	0	0	mengembara
trellis	0	0	0	0	0	0	0	0	0	0	teralis
tremble	0	0	0	0	0	0	0	0	0	0	menggeletar
trembling	0	0	0	1	0	1	0	0	0	0	menggeletar
tremendous	0	0	0	0	0	0	0	0	0	0	luar biasa
tremendously	0	0	0	0	0	0	1	0	0	0	hebat sekali
tremor	1	1	0	1	0	1	0	1	0	0	gegaran
trench	0	0	0	0	0	0	0	0	0	0	parit
trend	0	0	0	0	0	0	1	0	0	0	trend
trending	0	0	0	0	0	0	0	0	0	0	trending
trendy	0	0	0	0	0	0	1	0	0	0	bergaya
trepidation	0	1	0	1	0	1	0	0	1	0	gementar
trespass	1	0	0	0	0	1	0	0	0	0	menceroboh
triad	0	0	0	0	0	0	0	0	0	0	triad
triangle	0	0	0	0	0	0	0	0	0	0	segi tiga
triangular	0	0	0	0	0	0	0	0	0	0	segi tiga
tribe	0	0	0	0	0	0	0	0	0	1	suku kaum
tribulation	0	0	0	1	0	1	0	1	0	0	tribulasi
tribunal	0	1	1	1	0	1	0	0	0	1	tribunal
tribune	0	0	0	0	0	0	0	0	0	1	tribun
tributary	0	1	0	0	0	0	1	0	0	0	anak sungai
tribute	0	0	0	0	0	0	1	0	0	0	penghormatan
trick	0	0	0	0	0	1	0	0	1	0	tipu helah
trickery	1	0	1	1	0	1	0	1	1	0	tipu helah
trickle	0	0	0	0	0	0	0	0	0	0	meleleh
tricky	0	0	0	0	0	0	0	0	0	0	rumit
tricycle	0	0	0	0	0	0	0	0	0	0	basikal roda tiga
trident	0	0	0	0	0	0	0	0	0	0	trisula
trifle	0	0	0	0	0	1	0	0	0	0	perkara remeh
trig	0	0	0	0	0	0	1	0	0	0	trig
trigger	0	0	0	0	0	0	0	0	0	0	pencetus
trigonometry	0	0	0	0	0	0	0	0	0	0	trigonometri
trillion	0	0	0	0	0	0	0	0	0	0	trilion
trim	0	0	0	0	0	0	0	0	0	0	memangkas
trimmer	0	0	0	0	0	0	0	0	0	0	pemangkas
trimming	0	0	0	0	0	0	0	0	0	0	pemangkasan
trine	0	0	0	0	0	0	0	0	0	0	trine
trinity	0	0	0	0	0	0	0	0	0	0	triniti
trio	0	0	0	0	0	0	0	0	0	0	trio
trip	0	0	0	0	0	0	0	0	1	0	perjalanan
tripartite	0	0	0	0	0	0	0	0	0	0	tiga pihak
triple	0	0	0	0	0	0	0	0	0	0	tiga kali ganda
triplet	0	0	0	0	0	0	0	0	0	0	triplet
triplicate	0	0	0	0	0	0	0	0	0	0	tiga kali ganda
tripod	0	0	0	0	0	0	0	0	0	0	tripod
tripping	1	0	0	0	0	1	0	1	0	0	tersadung
trite	0	0	0	0	0	0	0	0	0	0	basi
tritium	0	0	0	0	0	0	0	0	0	0	tritium
triumph	0	1	0	0	1	0	1	0	0	0	kemenangan
triumphant	0	1	0	0	1	0	1	0	0	1	menang
troll	1	0	0	1	0	1	0	0	0	0	troll
trolley	0	0	0	0	0	0	0	0	0	0	troli
trombone	0	0	0	0	0	0	0	0	0	0	trombon
troop	0	0	0	0	0	0	0	0	0	0	tentera
trooper	0	0	0	0	0	0	0	0	0	0	tentera
troops	0	0	0	0	0	0	0	0	0	0	tentera
trophy	0	1	0	0	1	0	1	0	1	1	trofi
tropical	0	0	0	0	0	0	0	0	0	0	tropika
trot	0	0	0	0	0	0	0	0	0	0	berlari
troublesome	1	0	0	1	0	1	0	0	0	0	menyusahkan
trough	0	0	0	0	0	0	0	0	0	0	palung
troupe	0	0	0	0	0	0	0	0	0	0	rombongan
trousers	0	0	0	0	0	0	0	0	0	0	Seluar panjang
trout	0	0	0	0	0	0	0	0	0	0	ikan trout
trowel	0	0	0	0	0	0	0	0	0	0	kulir
truce	0	0	0	0	1	0	1	0	0	1	gencatan senjata
truck	0	0	0	0	0	0	0	0	0	1	lori
true	0	0	0	0	1	0	1	0	0	1	benar
truism	0	0	0	0	0	0	0	0	0	0	kebenaran
trump	0	0	0	0	0	0	0	0	1	0	trump
trumpet	0	0	0	0	0	1	0	0	0	0	sangkakala
trumpeter	0	0	0	0	0	0	0	0	0	0	peniup sangkakala
truncate	0	0	0	0	0	0	0	0	0	0	memotong
truncated	0	0	0	0	0	0	0	0	0	0	dipenggal
trundle	0	0	0	0	0	0	0	0	0	0	trundle
trunk	0	0	0	0	0	0	0	0	0	0	batang
truss	0	0	0	0	0	0	0	0	0	1	kekuda
trust	0	0	0	0	0	0	0	0	0	1	amanah
trustee	0	0	0	0	0	0	0	0	0	1	pemegang amanah
trusty	0	0	0	0	0	0	1	0	0	0	boleh dipercayai
truth	0	0	0	0	0	0	1	0	0	1	kebenaran
truthful	0	0	0	0	0	0	0	0	0	1	jujur
truthfulness	0	0	0	0	0	0	1	0	0	1	kebenaran
tryout	0	0	0	0	0	0	0	0	0	0	percubaan
tub	0	0	0	0	0	0	0	0	0	0	tab
tube	0	0	0	0	0	0	0	0	0	0	tiub
tubular	0	0	0	0	0	0	0	0	0	0	tiub
tubule	0	0	0	0	0	0	0	0	0	0	tubul
tuck	0	0	0	0	0	0	0	0	0	0	selak
tucker	0	0	0	0	0	0	0	0	0	0	tucker
tufted	0	0	0	0	0	0	0	0	0	0	berumbai
tug	0	0	0	0	0	0	0	0	0	0	tarik tali
tuition	0	0	0	0	0	0	0	0	0	0	tuisyen
tulip	0	0	0	0	0	0	0	0	0	0	bunga tulip
tumble	0	0	0	0	0	1	0	0	0	0	terguling
tumbler	0	0	0	0	0	0	0	0	0	0	tumbler
tumor	0	0	0	1	0	1	0	0	0	0	ketumbuhan
tumour	0	0	0	1	0	1	0	1	0	0	ketumbuhan
tumult	1	0	0	1	0	1	0	0	1	0	kecoh
tumultuous	1	0	0	1	0	1	0	0	0	0	kecoh
tun	0	0	0	0	0	0	0	0	0	0	tun
tuna	0	0	0	0	0	0	0	0	0	0	ikan tuna
tunable	0	0	0	0	0	0	0	0	0	0	boleh merdu
tune	0	0	0	0	0	0	0	0	0	0	lagu
tunic	0	0	0	0	0	0	0	0	0	0	tunik
tuning	0	0	0	0	0	0	0	0	0	0	penalaan
tunnel	0	0	0	0	0	0	0	0	0	0	terowong
turban	0	0	0	0	0	0	0	0	0	0	serban
turbidity	0	0	0	0	0	0	0	0	0	0	kekeruhan
turbine	0	0	0	0	0	0	0	0	0	0	turbin
turbulence	1	0	0	1	0	1	0	0	0	0	gelora
turbulent	0	0	0	1	0	1	0	0	0	0	bergelora
turf	0	0	0	0	0	0	0	0	0	0	rumput
turmeric	0	0	0	0	0	0	0	0	0	0	kunyit
turmoil	1	0	0	1	0	1	0	1	0	0	kegawatan
turn	0	0	0	0	0	0	0	0	0	0	pusing
turning	0	0	0	0	0	0	0	0	0	0	berpusing
turnkey	0	0	0	0	0	0	0	0	0	0	turnkey
turnpike	0	0	0	0	0	0	0	0	0	0	jalan selekoh
turntable	0	0	0	0	0	0	0	0	0	0	meja putar
turquoise	0	0	0	0	0	0	0	0	0	0	pirus
turret	0	0	0	0	0	0	0	0	0	0	turet
turtleneck	0	0	0	0	0	0	0	0	0	0	turtleneck
tussle	1	0	0	0	0	0	0	0	0	0	perebutan
tutelage	0	0	0	0	0	0	1	0	0	1	asuhan
tutor	0	0	0	0	0	0	1	0	0	0	tutor
tweak	0	0	0	0	0	0	0	0	0	0	tweak
twelfth	0	0	0	0	0	0	0	0	0	0	kedua belas
twelve	0	0	0	0	0	0	0	0	0	0	dua belas
twentieth	0	0	0	0	0	0	0	0	0	0	kedua puluh
twenty	0	0	0	0	0	0	0	0	0	0	dua puluh
twig	0	0	0	0	0	0	0	0	0	0	ranting
twilight	0	0	0	0	0	0	0	0	0	0	senja
twill	0	0	0	0	0	0	0	0	0	0	kepar
twin	0	0	0	0	0	0	1	0	0	0	kembar
twine	0	0	0	0	0	0	0	0	0	0	benang
twinkle	0	1	0	0	1	0	1	0	0	0	kejap
twins	0	0	0	0	0	0	0	0	0	0	kembar
twist	0	0	0	0	0	0	0	0	0	0	putar belit
twisted	0	0	0	0	0	0	0	0	0	0	berpusing
twitch	0	0	0	0	0	1	0	0	0	0	berkedut
twofold	0	0	0	0	0	0	0	0	0	0	dua lipatan
tycoon	0	0	0	0	0	0	0	0	0	0	hartawan
type	0	0	0	0	0	0	0	0	0	0	menaip
typewriter	0	0	0	0	0	0	0	0	0	0	mesin taip
typhoon	0	0	0	1	0	1	0	0	0	0	taufan
typically	0	0	0	0	0	0	0	0	0	0	biasanya
typist	0	0	0	0	0	0	0	0	0	0	jurutaip
typography	0	0	0	0	0	0	0	0	0	0	tipografi
tyrannical	1	0	1	1	0	1	0	0	0	0	zalim
tyranny	0	0	0	1	0	1	0	1	0	0	kezaliman
tyrant	1	0	1	1	0	1	0	1	0	0	zalim
tyre	0	0	0	0	0	0	0	0	0	0	tayar
ubiquitous	0	0	0	0	0	0	0	0	0	0	merata-rata
ubiquity	0	0	0	0	0	0	0	0	0	0	di mana-mana
ugliness	0	0	1	1	0	1	0	1	0	0	kehodohan
ugly	0	0	1	0	0	1	0	0	0	0	hodoh
ulcer	1	0	1	1	0	1	0	1	0	0	ulser
ulterior	0	0	0	0	0	1	0	0	0	0	tersembunyi
ultimate	0	1	0	0	0	0	0	1	0	0	muktamad
ultimately	0	1	0	0	0	0	1	0	0	0	akhirnya
ultimatum	1	0	0	1	0	1	0	0	0	0	ultimatum
ultimo	0	0	0	0	0	0	0	0	0	0	ultimo
ultraviolet	0	0	0	0	0	0	0	0	0	0	ultraungu
umbilical	0	0	0	0	0	0	0	0	0	0	pusat
umbra	0	0	0	0	0	0	0	0	0	0	umbra
umbrella	0	0	0	0	0	0	0	0	0	0	payung
umpire	0	0	0	0	0	0	1	0	0	1	pengadil
unabashed	0	0	0	0	0	0	0	0	0	0	tanpa segan silu
unabated	0	0	0	0	0	0	0	0	0	0	tanpa henti
unable	0	0	0	0	0	1	0	1	0	0	tak mampu
unacceptable	0	0	0	0	0	1	0	1	0	0	tidak boleh diterima
unaccompanied	0	0	0	0	0	0	0	0	0	0	tanpa ditemani
unaccountable	0	1	1	0	0	1	0	1	0	1	tidak boleh dipertanggungjawabkan
unacknowledged	0	0	0	0	0	0	0	1	0	0	tidak diakui
unadulterated	0	0	0	0	0	0	0	0	0	0	tidak tercemar
unaided	0	0	0	0	0	0	0	0	0	0	tanpa bantuan
unaltered	0	0	0	0	0	0	0	0	0	0	tidak berubah
unambiguous	0	0	0	0	0	0	0	0	0	0	tidak jelas
unanimity	0	0	0	0	0	0	1	0	0	0	sebulat suara
unanimous	0	0	0	0	0	0	1	0	0	0	sebulat suara
unanimously	0	0	0	0	0	0	0	0	0	0	sebulat suara
unanticipated	0	0	0	0	0	0	0	0	1	0	tidak dijangka
unapproved	0	0	0	0	0	1	0	0	0	0	tidak diluluskan
unarmed	0	0	0	0	0	0	0	0	0	0	tidak bersenjata
unassisted	0	0	0	0	0	0	0	0	0	0	tanpa bantuan
unassuming	0	0	0	0	0	0	1	0	0	0	bersahaja
unattached	0	0	0	0	0	1	0	0	0	0	tidak terikat
unattainable	1	0	0	0	0	1	0	1	0	0	tidak dapat dicapai
unattended	0	0	0	0	0	0	0	0	0	0	tanpa pengawasan
unattractive	0	0	1	0	0	1	0	1	0	0	tidak menarik
unauthorized	0	0	0	0	0	1	0	0	0	0	tanpa kebenaran
unavoidable	0	0	0	0	0	1	0	0	0	0	tidak dapat dielakkan
unaware	0	0	0	0	0	1	0	0	0	0	tak sedar
unbalanced	0	0	0	0	0	0	0	0	0	0	tidak seimbang
unbearable	0	0	1	0	0	1	0	1	0	0	tak tertanggung
unbeaten	0	1	0	0	1	1	1	1	1	0	tak terkalahkan
unbelief	0	0	0	0	0	1	0	0	0	0	ketidakpercayaan
unbelievable	0	0	0	0	0	1	0	0	0	0	sukar dipercayai
unbiased	0	0	0	0	0	0	1	0	0	0	tidak berat sebelah
unborn	0	0	0	0	0	1	0	0	0	0	belum lahir
unbound	0	0	0	0	0	0	0	0	0	0	tidak terikat
unbounded	0	0	0	0	0	0	0	0	0	0	tak berbatas
unbreakable	0	0	0	0	0	0	1	0	0	0	tidak boleh dipecahkan
unbridled	1	1	0	1	0	1	1	0	1	0	tidak terkawal
unbroken	0	0	0	0	0	0	1	0	0	1	tidak putus
uncanny	0	0	0	1	0	1	0	0	1	0	luar biasa
uncaring	1	0	1	0	0	1	0	1	0	0	tidak mengambil berat
uncertain	1	0	1	1	0	1	0	0	1	0	tidak pasti
uncertainty	0	0	0	0	0	0	0	0	0	0	ketidakpastian
unchallenged	0	0	0	0	0	0	0	0	0	0	tidak dicabar
unchangeable	0	0	0	0	0	1	0	0	0	0	tidak boleh diubah
unchanged	0	0	0	0	0	0	0	0	0	0	tidak berubah
unclaimed	0	0	0	0	0	0	0	0	0	0	tidak dituntut
uncle	0	0	0	0	0	0	0	0	0	0	pakcik
unclean	0	0	1	0	0	1	0	0	0	0	najis
uncomfortable	0	0	0	0	0	1	0	0	0	0	tak selesa
uncommon	0	0	0	0	0	0	0	0	0	0	tak biasa
uncommonly	0	0	0	0	0	0	0	0	0	0	luar biasa
uncompromising	0	0	0	0	0	0	0	0	0	0	tanpa kompromi
unconcerned	0	0	0	0	0	0	0	0	0	0	tidak prihatin
unconfirmed	0	0	0	0	0	0	0	0	0	0	belum disahkan
unconnected	0	0	0	0	0	0	0	0	0	0	tidak bersambung
unconscionable	0	0	1	0	0	1	0	0	0	0	tidak berakal
unconscious	0	0	0	0	0	1	0	0	0	0	tak sedar diri
unconsciousness	0	0	0	0	0	0	0	0	0	0	tidak sedarkan diri
unconstitutional	0	0	0	0	0	1	0	0	0	0	tidak berperlembagaan
unconstrained	0	0	0	0	1	0	1	0	0	0	tanpa kekangan
uncontested	0	0	0	0	0	0	0	0	0	0	tanpa bertanding
uncontrollable	1	1	0	0	0	1	0	0	1	0	tidak terkawal
uncontrolled	0	0	0	0	0	1	0	0	0	0	tidak terkawal
unconventional	0	0	0	0	0	0	0	0	0	0	tidak konvensional
unconvinced	0	0	0	0	0	0	0	0	0	0	tidak yakin
uncooked	0	0	0	0	0	0	0	0	0	0	belum masak
uncorrelated	0	0	0	0	0	0	0	0	0	0	tidak berkorelasi
uncover	0	0	0	0	0	0	0	0	1	0	mendedahkan
uncritical	0	0	0	0	0	0	0	0	0	0	tidak kritis
uncut	0	0	0	0	0	0	0	0	0	0	tidak dipotong
undecided	0	1	0	1	0	1	0	0	0	0	belum tentu
undefined	0	0	0	0	0	0	0	0	0	0	tidak ditentukan
undeniable	0	0	0	0	0	0	0	0	0	0	tidak dapat dinafikan
undercover	0	0	0	0	0	0	0	0	0	0	menyamar
undercurrent	0	0	0	0	0	0	0	0	0	0	arus bawah
underestimate	0	0	0	0	0	0	0	0	1	0	meremehkan
undergo	0	0	0	0	0	0	0	0	0	0	menjalani
undergraduate	0	0	0	0	0	0	0	0	0	0	sarjana muda
underground	0	0	0	0	0	0	0	0	0	0	bawah tanah
underlie	0	0	0	0	0	0	0	0	0	0	mendasari
underline	0	0	0	0	0	0	1	0	0	0	garis bawah
undermined	0	0	0	0	0	1	0	0	0	0	dilemahkan
underneath	0	0	0	0	0	0	0	0	0	0	di bawah
underpaid	1	0	0	0	0	1	0	1	0	0	kurang bayar
underpants	0	0	0	0	0	0	0	0	0	0	seluar dalam
underscore	0	0	0	0	0	0	0	0	0	0	garis bawah
undersized	0	0	0	0	0	1	0	0	0	0	bersaiz kecil
understanding	0	0	0	0	0	0	1	0	0	1	persefahaman
understood	0	0	0	0	0	0	0	0	0	0	faham
undertake	0	0	0	0	0	0	0	0	0	0	mengusahakan
undertaker	0	0	0	0	0	0	0	1	0	0	pengusaha
undertaking	0	1	0	0	0	0	0	0	0	0	usaha
underwood	0	0	0	0	0	0	0	0	0	0	bawah kayu
underwrite	0	0	0	0	0	0	1	0	0	1	menaja jamin
underwriter	0	0	0	0	0	0	0	0	0	0	penaja jamin
undeserved	0	0	0	0	0	0	0	0	0	0	tidak layak
undesirable	1	0	1	1	0	1	0	1	0	0	tidak diingini
undesired	0	0	0	0	0	1	0	1	0	0	tidak diingini
undeveloped	0	0	0	0	0	0	0	0	0	0	belum dibangunkan
undirected	0	0	0	0	0	0	0	0	0	0	tidak terarah
undisclosed	0	1	0	0	0	0	0	0	0	0	tidak didedahkan
undiscovered	0	0	0	0	0	0	0	0	1	0	belum ditemui
undisputed	0	0	0	0	0	0	0	0	0	0	tidak dipertikaikan
undisturbed	0	0	0	0	0	0	0	0	0	0	tidak terganggu
undivided	0	0	0	0	0	0	1	0	0	0	tidak berbelah bahagi
undo	0	0	0	0	0	1	0	0	0	0	buat asal
undoing	0	0	0	0	0	0	0	0	0	0	membuat asal
undoubted	0	1	1	0	0	0	0	0	0	0	tidak diragukan lagi
undress	0	0	0	0	0	0	0	0	0	0	buka baju
undressed	0	0	0	0	0	0	0	0	0	0	tidak berpakaian
undue	0	0	0	0	0	0	0	0	0	0	tidak wajar
undying	0	1	0	0	1	0	1	1	0	1	abadi
unearned	0	0	0	0	0	0	0	0	0	0	belum diperolehi
unearth	0	0	0	0	0	0	0	0	0	0	menggali
uneasiness	0	1	0	0	0	1	0	1	0	0	kegelisahan
uneasy	0	0	1	1	0	1	0	0	0	0	gelisah
uneducated	0	0	0	0	0	1	0	1	0	0	tidak berpendidikan
unemployed	0	0	0	1	0	1	0	1	0	0	menganggur
unencumbered	0	0	0	0	0	0	0	0	0	0	tanpa beban
unending	0	0	0	0	0	0	0	0	0	0	tidak berkesudahan
unequal	1	0	1	1	0	1	0	1	0	0	tidak sama rata
unequalled	0	0	0	0	0	0	0	0	0	0	tiada tandingannya
unequivocal	0	0	0	0	0	0	0	0	0	1	tidak berbelah bahagi
unequivocally	0	0	0	0	0	0	1	0	0	0	secara tidak berbelah bahagi
uneven	0	0	0	0	0	1	0	0	0	0	tidak sekata
uneventful	0	0	0	0	0	0	0	0	0	0	tidak lancar
unexpected	0	1	0	1	1	1	1	0	1	0	tidak dijangka
unexpectedly	0	0	0	0	0	0	0	0	1	0	tanpa diduga
unexplained	0	1	0	0	0	1	0	1	0	0	tidak dapat dijelaskan
unexplored	0	0	0	0	0	0	0	0	0	0	belum diterokai
unfailing	0	0	0	0	0	0	0	0	0	0	tidak gagal
unfair	1	0	1	0	0	1	0	1	0	0	tidak adil
unfairness	1	0	0	0	0	1	0	1	0	0	ketidakadilan
unfaithful	0	0	1	0	0	1	0	0	0	0	tidak setia
unfamiliar	0	0	0	0	0	0	0	0	0	0	tak biasa
unfavorable	0	0	1	0	0	1	0	1	0	0	tidak menguntungkan
unfettered	0	0	0	0	0	0	0	0	0	0	tidak terbelenggu
unfinished	0	0	0	0	0	1	0	0	0	0	belum selesai
unflinching	0	0	0	0	0	0	0	0	0	0	tidak berganjak
unfold	0	1	0	0	0	0	1	0	0	0	terbongkar
unforeseen	0	0	0	0	0	0	0	0	1	0	tak terduga
unforgiving	1	0	0	0	0	1	0	1	0	0	tidak memaafkan
unfortunate	0	0	0	0	0	1	0	1	0	0	malang
unfriendly	1	0	1	1	0	1	0	1	0	0	tidak mesra
