English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Esperanto Word
rider	0	0	0	0	0	0	1	0	0	0	rajdanto
ridge	0	0	0	0	0	0	0	0	0	0	kresto
ridicule	1	0	1	0	0	1	0	1	0	0	ridindigi
ridiculous	1	0	1	0	0	1	0	0	0	0	ridinda
riding	0	0	0	0	0	0	0	0	0	0	rajdante
rife	0	0	0	0	0	1	0	0	0	0	abunda
rifle	1	0	0	1	0	1	0	0	0	0	fusilo
rifles	0	0	0	0	0	0	0	0	0	0	fusiloj
rift	0	0	0	0	0	1	0	0	0	0	rift
rig	0	0	0	0	0	0	0	0	0	0	rig
rigging	0	0	0	0	0	0	0	0	0	0	rigado
righteous	0	0	0	0	0	0	1	0	0	0	justaj
rightful	0	0	0	0	0	0	1	0	0	0	prava
rightly	0	0	0	0	0	0	1	0	0	0	prave
rigid	0	0	0	0	0	1	0	0	0	0	rigida
rigidity	0	0	0	0	0	1	0	0	0	0	rigideco
rigor	0	0	1	1	0	1	0	0	0	0	rigoro
rigorous	0	0	0	0	0	1	0	0	0	0	rigora
rim	0	0	0	0	0	0	0	0	0	0	rim
rind	0	0	0	0	0	0	0	0	0	0	ŝelo
ring	0	0	0	0	0	0	0	0	0	0	ringo
ringer	1	0	0	0	0	1	0	0	0	0	sonorigisto
ringing	0	0	0	0	0	0	0	0	0	0	sonorado
rink	0	0	0	0	0	0	0	0	0	0	vojeto
rinse	0	0	0	0	0	0	0	0	0	0	Rinse
riot	1	0	0	1	0	1	0	0	0	0	tumulto
riotous	1	0	0	1	0	1	0	0	1	0	tumulta
riparian	0	0	0	0	0	0	0	0	0	0	riverborda
ripe	0	0	0	0	0	0	1	0	0	0	matura
ripen	0	1	0	0	0	0	1	0	0	0	maturiĝi
ripening	0	0	0	0	0	0	0	0	0	0	maturiĝo
ripple	0	0	0	0	0	0	0	0	0	0	ondeto
rise	0	0	0	0	0	0	0	0	0	0	leviĝi
rising	0	1	0	0	1	0	1	0	0	0	leviĝanta
risk	0	1	0	1	0	1	0	0	0	0	risko
risky	0	1	0	1	0	1	0	0	0	0	riska
rite	0	0	0	0	0	0	0	0	0	0	rito
ritual	0	0	0	0	0	0	0	0	0	0	rito
ritualistic	0	0	0	0	0	0	0	0	0	0	riteca
rival	0	0	0	0	0	0	0	0	0	0	rivalo
rivalry	1	0	0	0	0	1	0	0	0	0	rivaleco
river	0	0	0	0	0	0	0	0	0	0	rivero
riverbank	0	0	0	0	0	0	0	0	0	0	riverbordo
rivet	0	0	0	0	0	0	0	0	0	0	nito
riveted	0	0	0	0	0	0	0	0	0	0	nititaj
riveting	0	0	0	0	0	0	1	0	0	0	nitado
road	0	0	0	0	0	0	0	0	0	0	vojo
roads	0	0	0	0	0	0	0	0	0	0	vojoj
roadster	0	0	0	0	1	0	1	0	0	1	roadster
roadway	0	0	0	0	0	0	0	0	0	0	vojo
roam	0	0	0	0	0	0	0	0	0	0	vagi
roar	0	0	0	0	0	0	0	0	0	0	muĝi
roast	0	0	0	0	0	0	0	0	0	0	rostita
rob	1	0	1	1	0	1	0	1	0	0	Ŝteli
robber	0	0	1	1	0	1	0	0	0	0	rabisto
robbery	1	0	1	1	0	1	0	1	0	0	rabo
robe	0	0	0	0	0	0	0	0	0	0	robo
robot	0	0	0	0	0	0	0	0	0	0	roboto
robotics	0	0	0	0	0	0	0	0	0	0	robotiko
robust	0	0	0	0	0	0	1	0	0	0	fortikaj
roc	0	0	0	0	0	0	0	0	0	0	roc
rock	0	0	0	0	0	0	1	0	0	0	roko
rocket	1	0	0	0	0	0	0	0	0	0	raketo
rocks	0	0	0	0	0	0	0	0	0	0	rokoj
rod	0	0	0	1	0	0	1	0	0	1	vergo
roe	0	0	0	0	0	0	0	0	0	0	kapreolo
rogue	0	0	1	0	0	1	0	0	0	0	fripono
role	0	0	0	0	0	0	0	0	0	0	rolo
roll	0	0	0	0	0	0	0	0	0	0	rulo
roller	0	0	0	0	0	0	0	0	0	0	rulilo
rollers	0	0	0	0	0	0	0	0	0	0	ruliloj
rollicking	0	0	0	0	1	0	1	0	0	0	ruliĝanta
rolling	0	0	0	0	0	0	0	0	0	0	ruliĝanta
romance	0	1	0	1	1	0	1	1	1	1	enamiĝo
romantic	0	1	0	0	1	0	1	0	0	1	romantika
romanticism	0	0	0	0	1	0	1	0	0	0	romantikismo
romp	0	0	0	0	1	0	1	0	0	0	rompiĝi
roof	0	0	0	0	0	0	0	0	0	0	tegmento
rook	1	0	1	0	0	1	0	0	0	0	turo
room	0	0	0	0	0	0	0	0	0	0	ĉambro
roomy	0	0	0	0	0	0	0	0	0	0	ĉambra
roost	0	0	0	0	0	0	0	0	0	0	ripozejo
rooster	0	0	0	0	0	0	0	0	0	0	koko
root	0	0	0	0	0	0	0	0	0	0	radiko
rooted	0	0	0	0	0	0	1	0	0	1	enradikiĝinta
rope	0	0	0	0	0	0	0	0	0	0	ŝnuro
rosary	0	0	0	0	0	0	0	0	0	0	rozario
rose	0	0	0	0	0	0	0	0	0	0	rozo
rosemary	0	0	0	0	0	0	0	0	0	0	rosmareno
rosette	0	0	0	0	0	0	0	0	0	0	rozeto
roster	0	0	0	0	0	0	0	0	0	0	nomlisto
rosy	0	0	0	0	0	0	1	0	0	0	rozkolora
rot	0	0	1	1	0	1	0	1	0	0	putri
rota	0	0	0	0	0	0	1	0	0	1	rota
rotary	0	0	0	0	0	0	0	0	0	0	rotacia
rotate	0	0	0	0	0	0	0	0	0	0	turni
rotation	0	0	0	0	0	0	0	0	0	0	rotacio
rote	0	0	0	0	0	0	0	0	0	0	memore
rotor	0	0	0	0	0	0	0	0	0	0	rotoro
rotting	0	0	1	0	0	1	0	0	0	0	putriĝanta
rouge	0	0	0	0	0	0	0	0	0	0	ruĝo
rough	0	0	0	0	0	0	0	0	0	0	malglata
roughly	0	0	0	0	0	0	0	0	0	0	proksimume
roughness	0	0	0	0	0	1	0	0	0	0	malglateco
roulette	0	1	0	0	0	0	0	0	0	0	ruleto
round	0	0	0	0	0	0	0	0	0	0	ronda
roundabout	0	0	0	0	0	0	0	0	0	0	ĉirkaŭvojo
rounded	0	0	0	0	0	0	0	0	0	0	rondigita
roundup	0	0	0	0	0	0	0	0	0	0	ĉirkaŭiro
rouse	0	0	0	0	0	0	0	0	0	0	veki
rouser	0	0	0	0	0	0	0	0	0	0	viciganto
rousing	0	0	0	0	0	0	0	0	0	0	vekanta
rout	0	0	0	0	0	1	0	0	0	0	fiasko
route	0	0	0	0	0	0	0	0	0	0	Itinero
routine	0	0	0	0	0	0	1	0	0	1	rutino
rover	0	0	0	0	0	0	0	0	0	0	rover
roving	0	0	0	0	0	0	0	0	0	0	vaganta
row	1	0	0	0	0	1	0	0	0	0	vico
rowdy	0	0	0	0	0	1	0	0	0	0	bruema
royal	0	0	0	0	0	0	0	0	0	0	reĝa
royalty	0	0	0	0	0	0	1	0	0	0	reĝeco
rub	0	0	0	0	0	0	0	0	0	0	froti
rubber	0	0	0	0	0	0	0	0	0	0	kaŭĉuko
rubbers	0	0	0	0	0	0	0	0	0	0	kaŭĉukoj
rubbing	0	0	0	0	0	0	0	0	0	0	frotante
rubbish	0	0	1	0	0	1	0	0	0	0	rubo
rubble	0	0	0	1	0	1	0	1	0	0	rubo
rubric	0	0	0	0	0	0	1	0	0	0	rubriko
ruby	0	0	0	0	0	0	0	0	0	0	rubeno
rudder	0	0	0	0	0	0	0	0	0	0	rudro
ruddy	0	0	0	0	0	0	0	0	0	0	ruĝeca
rudimentary	0	0	0	0	0	0	0	0	0	0	baza
rudiments	0	0	0	0	0	0	0	0	0	0	rudimentoj
rue	0	0	0	0	0	1	0	1	0	0	rue
ruff	0	0	0	0	0	0	0	0	0	0	ruff
ruffle	0	0	0	0	0	1	0	0	0	0	rufo
rug	0	0	0	0	0	0	0	0	0	0	tapiŝo
rugged	0	0	0	0	0	1	0	0	0	0	kruda
ruin	0	0	0	1	0	1	0	1	0	0	ruino
ruined	1	0	1	1	0	1	0	1	0	0	ruinigita
ruinous	1	0	1	1	0	1	0	1	0	0	ruiniga
ruins	0	0	0	0	0	0	0	0	0	0	ruinoj
rule	0	0	0	1	0	0	0	0	0	1	regulo
ruler	0	0	0	0	0	0	0	0	0	0	reganto
ruling	0	0	0	0	0	0	0	0	0	0	reganta
rum	0	0	0	0	0	0	0	0	0	0	rumo
rumble	0	0	0	0	0	0	0	0	0	0	subbrui
rummage	0	0	0	0	0	0	0	0	0	0	furaĝi
rumor	0	0	0	0	0	1	0	1	0	0	onidiro
rumored	0	0	0	0	0	0	0	0	0	0	onidire
rump	0	0	0	0	0	0	0	0	0	0	pugo
runaway	0	0	0	0	0	1	0	1	0	0	forkuri
runes	0	0	0	0	0	0	0	0	0	0	runoj
rung	0	0	0	0	0	0	0	0	0	0	ŝtupo
runner	0	0	0	0	0	0	0	0	0	0	kuristo
running	0	0	0	0	0	0	0	0	0	0	kurante
runway	0	0	0	0	0	0	0	0	0	0	startleno
rupture	0	0	0	1	0	1	0	1	1	0	rompo
rural	0	0	0	0	0	0	0	0	0	0	kampara
ruse	0	0	0	0	0	1	0	0	0	0	ruzo
rush	0	0	0	0	0	0	0	0	0	0	rapidi
rust	0	0	0	0	0	1	0	0	0	0	rusto
rustic	0	0	0	0	0	0	0	0	0	0	rustika
rustle	0	0	0	0	0	0	0	0	0	0	susuro
rusty	0	0	0	0	0	1	0	0	0	0	rusta
rut	0	0	0	0	0	0	0	0	0	0	rut
ruth	0	0	0	0	0	0	1	0	0	0	Ruth
ruthless	1	0	1	1	0	1	0	0	0	0	senkompata
rye	0	0	0	0	0	0	0	0	0	0	sekalo
saber	1	0	0	1	0	1	0	0	0	0	sabro
sable	0	0	0	0	0	0	0	0	0	0	zibelo
sabotage	1	0	1	1	0	1	0	1	1	0	sabotado
sac	0	0	0	0	0	0	0	0	0	0	sac
sack	0	0	0	0	0	0	0	0	0	0	sako
sacrament	0	0	0	0	0	0	0	0	0	0	sakramento
sacred	0	0	0	0	0	0	0	0	0	0	sankta
sacrifices	0	0	1	1	0	1	0	1	0	0	oferoj
saddle	0	0	0	0	0	0	0	0	0	0	selo
sadly	0	0	0	0	0	1	0	1	0	0	bedaŭrinde
sadness	0	0	0	0	0	1	0	1	0	1	malgajo
safe	0	0	0	0	1	0	1	0	0	1	sekura
safeguard	0	0	0	0	0	0	1	0	0	1	sekurigilo
safekeeping	0	0	0	0	0	0	0	0	0	1	konservado
safety	0	0	0	0	0	0	0	0	0	0	sekureco
saffron	0	0	0	0	0	0	0	0	0	0	safrano
sag	0	0	0	1	0	1	0	0	0	0	sag
saga	0	0	0	0	0	0	0	0	0	0	sagao
sage	0	0	0	0	0	0	1	0	0	1	saĝulo
sail	0	0	0	0	0	0	0	0	0	0	veli
sailing	0	0	0	0	0	0	0	0	0	0	velado
sailor	0	0	0	0	0	0	0	0	0	0	maristo
saint	0	1	0	0	1	0	1	0	1	1	sanktulo
saintly	0	1	0	0	1	0	1	0	1	1	sankta
salad	0	0	0	0	0	0	0	0	0	0	salato
salamander	0	0	0	0	0	0	0	0	0	0	salamandro
salary	0	1	0	0	1	0	1	0	0	1	salajro
sale	0	0	0	0	0	0	0	0	0	0	vendo
salesman	0	0	0	0	0	0	0	0	0	0	vendisto
salient	0	0	0	0	0	0	1	0	0	0	elstara
saline	0	0	0	0	0	0	0	0	0	0	salino
saliva	0	1	0	0	0	0	0	0	0	0	salivo
sally	0	0	0	0	0	0	0	0	1	0	sally
salon	0	0	0	0	0	0	0	0	0	0	salono
saloon	1	0	0	0	0	0	0	0	0	0	salono
salt	0	0	0	0	0	0	0	0	0	0	salo
salty	0	0	0	0	0	0	0	0	0	0	sala
salutary	0	0	0	0	1	0	1	0	0	1	saluta
salutation	0	0	0	0	0	0	0	0	0	0	saluton
salute	0	0	0	0	1	0	1	0	0	0	saluton
salvage	0	0	0	0	0	0	0	0	0	0	saviĝo
salvation	0	1	0	0	1	0	1	0	0	1	savo
salve	0	0	0	0	0	0	1	0	0	0	salve
samba	0	0	0	0	0	0	0	0	0	0	sambo
sameness	0	0	0	0	0	0	0	0	0	0	sameco
samurai	0	0	0	1	0	0	1	0	0	0	samurajo
sanctification	0	0	0	0	1	0	1	0	0	1	sanktigo
sanctified	0	0	0	0	0	0	0	0	0	0	sanktigita
sanctify	0	1	0	0	1	0	1	1	1	1	sanktigi
sanction	0	0	0	0	0	0	0	0	0	0	sankcio
sanctioned	0	0	0	0	0	0	0	0	0	0	sankciita
sanctity	0	0	0	0	0	0	0	0	0	0	sankteco
sanctuary	0	1	0	0	1	0	1	0	0	1	sanktejo
sand	0	0	0	0	0	0	0	0	0	0	sablo
sandal	0	0	0	0	0	0	0	0	0	0	sandalo
sander	0	0	0	0	0	0	0	0	0	0	sander
sands	0	0	0	0	0	0	0	0	0	0	sabloj
sandy	0	0	0	0	0	0	0	0	0	0	sabla
sane	0	0	0	0	0	0	0	0	0	0	prudenta
sanguine	0	0	0	0	0	0	1	0	0	0	sanga
sanitary	0	0	0	0	0	0	1	0	0	0	sanitaraj
sanity	0	0	0	0	0	0	0	0	0	0	prudento
sans	0	0	0	0	0	0	0	0	0	0	sans
sap	0	0	0	0	0	1	0	1	0	0	suko
sapphire	0	0	0	0	0	0	0	0	0	0	safiro
sappy	0	0	0	0	0	0	0	0	0	1	sappy
sarcasm	1	0	1	0	0	1	0	1	0	0	sarkasmo
sarcoma	0	0	0	1	0	1	0	1	0	0	sarkomo
sardonic	0	0	0	0	0	1	0	0	0	0	sardona
sash	0	0	0	0	0	0	0	0	0	0	skarpo
satanic	1	0	0	0	0	1	0	0	0	0	satana
satchel	0	0	0	0	0	0	0	0	0	0	sako
sate	0	0	0	0	0	0	0	0	0	0	sate
satellite	0	0	0	0	0	0	0	0	0	0	satelito
satin	0	0	0	0	0	0	1	0	0	0	sateno
satire	0	0	0	0	0	0	0	0	0	0	satiro
satirical	0	0	0	0	0	0	0	0	0	0	satira
satisfaction	0	0	0	0	0	0	0	0	0	0	kontentigo
satisfactorily	0	0	0	0	0	0	1	0	0	0	kontentige
satisfied	0	0	0	0	1	0	1	0	0	0	kontenta
saturate	0	0	0	0	0	0	0	0	0	0	saturi
saturated	0	0	1	0	0	1	0	0	0	0	saturita
saturation	0	0	0	0	0	0	0	0	0	0	saturiĝo
sauce	0	0	0	0	0	0	0	0	0	0	saŭco
saucepan	0	0	0	0	0	0	0	0	0	0	kaserolo
saucer	0	0	0	0	0	0	0	0	0	0	telero
saucy	0	0	0	0	0	0	0	0	0	0	senhava
sauerkraut	0	0	0	0	0	0	0	0	0	0	sauerkraut
sauna	0	0	0	0	0	0	0	0	0	0	saŭno
savage	1	0	0	1	0	1	0	0	0	0	sovaĝa
savagery	1	0	0	1	0	1	0	0	0	0	sovaĝeco
savanna	0	0	0	0	0	0	0	0	0	0	savano
save	0	0	0	0	1	0	1	0	0	1	savi
saving	0	0	0	0	0	0	0	0	0	0	ŝparado
savings	0	0	0	0	0	0	1	0	0	0	ŝparaĵoj
savor	0	1	1	0	1	0	1	1	0	1	gustumi
savory	0	0	0	0	0	0	1	0	0	0	bongusta
savvy	0	0	0	0	0	0	1	0	0	0	sagaca
sawdust	0	0	0	0	0	0	0	0	0	0	segpolvo
sax	0	0	0	0	0	0	0	0	0	0	saksofono
saxophone	0	0	0	0	0	0	0	0	0	0	saksofono
scab	0	0	0	0	0	1	0	0	0	0	krusto
scabbard	0	0	0	0	0	0	0	0	0	0	glavingo
scaffold	0	0	0	1	0	1	0	0	0	0	eŝafodo
scaffolding	0	0	0	0	0	0	0	0	0	0	skafaldo
scale	0	0	0	0	0	0	0	0	0	0	skalo
scales	0	0	0	0	0	0	0	0	0	0	skvamoj
scallop	0	0	0	0	0	0	0	0	0	0	pekteno
scalp	0	0	0	0	0	0	0	0	0	0	skalpo
scalpel	0	0	0	1	0	1	0	0	0	0	skalpelo
scaly	0	0	0	0	0	1	0	0	0	0	skvama
scan	0	0	0	0	0	0	0	0	0	0	skani
scandal	0	0	0	1	0	1	0	0	0	0	skandalo
scandalous	1	0	0	0	0	1	0	0	0	0	skandala
scanty	0	0	0	0	0	1	0	0	0	0	malabunda
scape	0	0	0	0	0	0	0	0	0	0	eskapi
scapegoat	1	0	0	1	0	1	0	0	0	0	propeka kapro
scar	1	0	1	1	0	1	0	1	0	0	cikatro
scarab	0	0	0	0	0	0	0	0	0	0	skarabeo
scarce	0	0	0	1	0	1	0	1	0	0	malabunda
scarcely	0	0	0	0	0	1	0	1	0	0	apenaŭ
scarcity	1	0	0	1	0	1	0	1	0	0	malabundeco
scare	1	1	0	1	0	1	0	0	1	0	timigi
scarecrow	0	0	0	1	0	1	1	0	0	0	birdotimigilo
scarf	0	0	0	0	0	0	0	0	0	0	koltuko
scarlet	0	0	0	0	0	0	0	0	0	0	skarlata
scatter	0	0	0	0	0	0	0	0	0	0	disĵeti
scattered	0	0	0	0	0	0	0	0	0	0	disĵetitaj
scattering	0	0	0	0	0	0	0	0	0	0	disĵetante
scavenger	0	0	0	0	0	1	0	0	0	0	kadavromanĝanto
scene	0	0	0	0	0	0	0	0	0	0	sceno
scenery	0	0	0	0	0	0	0	0	0	0	pejzaĝo
scenic	0	0	0	0	0	0	0	0	0	0	pitoreska
scent	0	0	0	0	0	0	0	0	0	0	odoro
sceptical	0	0	0	0	0	0	0	0	0	1	skeptika
scepticism	0	0	0	0	0	0	0	0	0	0	skeptiko
schematic	0	0	0	0	0	0	0	0	0	0	skemaj
scheme	0	0	0	0	0	1	0	0	0	0	skemo
schism	1	0	0	0	0	1	0	0	0	0	skismo
schizophrenia	1	0	1	1	0	1	0	1	0	0	skizofrenio
scholar	0	0	0	0	0	0	1	0	0	0	klerulo
scholarly	0	0	0	0	0	0	0	0	0	0	klerulo
scholarship	0	0	0	0	1	0	1	0	0	0	stipendio
school	0	0	0	0	0	0	0	0	0	1	lernejo
schoolboy	0	0	0	0	0	0	0	0	0	0	lernejano
schooling	0	0	0	0	0	0	0	0	0	0	instruado
schoolmaster	0	0	0	0	0	0	0	0	0	0	lernejestro
schooner	0	0	0	0	0	0	0	0	0	0	skuno
sciatica	0	0	0	0	0	1	0	0	0	0	kiatiko
science	0	0	0	0	0	0	0	0	0	0	scienco
scientific	0	0	0	0	0	0	1	0	0	1	scienca
scientist	0	1	0	0	0	0	1	0	0	1	sciencisto
scintilla	0	0	0	0	0	0	1	0	0	0	scintilla
scintillation	0	0	0	0	0	0	0	0	0	0	scintilado
scintillator	0	0	0	0	0	0	0	0	0	0	scintilatoro
scion	0	0	0	0	0	0	0	0	0	0	scion
scissors	0	0	0	0	0	0	0	0	0	0	tondilo
scoff	1	0	1	0	0	1	0	0	0	0	moki
scold	1	0	1	1	0	1	0	1	0	0	riproĉi
scolding	1	0	0	0	0	1	0	0	0	0	riproĉado
scoop	0	0	0	0	0	0	0	0	0	0	scoop
scope	0	0	0	0	0	0	0	0	0	0	amplekso
scorching	1	0	0	0	0	1	0	0	0	0	brulanta
score	0	1	0	0	1	0	1	0	1	0	poentaro
scores	0	0	0	0	0	0	0	0	0	0	poentaroj
scorn	1	0	0	0	0	1	0	0	0	0	malestimo
scorpion	1	0	1	1	0	1	0	0	1	0	skorpio
scotch	0	0	0	0	0	1	0	0	0	0	skoto
scoundrel	1	0	1	1	0	1	0	0	0	1	kanajlo
scour	0	0	0	0	0	0	0	0	0	0	skolti
scourge	1	0	0	1	0	1	0	1	0	0	plago
scout	0	0	0	0	0	0	0	0	0	0	skolto
scrabble	0	0	0	0	0	0	0	0	0	0	skrablo
scramble	0	0	0	0	0	0	0	0	0	0	kvereli
scrambling	0	0	0	0	0	1	0	0	0	0	kverelado
scrape	0	0	0	0	0	0	0	0	0	0	skrapi
scrapie	1	0	0	1	0	1	0	1	0	0	skrapio
scraping	0	0	0	0	0	0	0	0	0	0	skrapante
scratch	0	0	0	0	0	0	0	0	0	0	grati
scream	1	0	1	1	0	1	0	0	1	0	krii
screaming	1	0	1	1	0	1	0	0	0	0	kriante
screech	0	0	0	1	0	1	0	0	1	0	krii
screen	0	0	0	0	0	0	0	0	0	0	ekrano
screwdriver	0	0	0	0	0	0	0	0	0	0	ŝraŭbturnilo
screwed	1	0	0	0	0	1	0	0	0	0	ŝraŭbita
scribble	0	0	0	0	0	0	0	0	0	0	skribaĉi
scribe	0	0	0	0	0	0	1	0	0	0	skribisto
scrimmage	0	0	0	0	0	1	0	0	1	0	manbatalo
scrip	0	0	0	0	0	0	0	0	0	0	skripto
script	0	0	0	0	0	0	1	0	0	0	skripto
scriptural	0	0	0	0	0	0	0	0	0	0	skriba
scripture	0	0	0	0	0	0	0	0	0	1	skribo
scroll	0	0	0	0	0	0	0	0	0	0	rulumi
scrub	0	0	1	0	0	1	0	0	0	0	vepro
scrumptious	0	0	0	0	0	0	1	0	0	0	bongusta
scrupulous	0	0	0	0	0	0	0	0	0	0	skrupula
scrutinize	0	1	0	0	0	1	0	0	0	0	ekzameni
scrutiny	0	0	0	0	0	1	0	0	0	0	ekzamenado
sculptor	0	0	0	0	0	0	0	0	0	0	skulptisto
sculpture	0	0	0	0	0	0	1	0	0	0	skulptaĵo
sculptured	0	0	0	0	0	0	0	0	0	0	skulptita
scum	0	0	1	0	0	1	0	0	0	0	ŝaŭmo
sea	0	0	0	0	0	0	1	0	0	0	maro
seaboard	0	0	0	0	0	0	0	0	0	0	marbordo
seal	0	0	0	0	0	0	1	0	0	1	sigelo
seals	0	0	0	0	0	0	0	0	0	1	fokoj
seam	0	0	0	0	0	0	0	0	0	0	kudro
seaman	0	0	0	0	0	0	0	0	0	0	maristo
seamless	0	0	0	0	0	0	0	0	0	0	senjunta
seamstress	0	0	0	0	0	0	0	0	0	0	kudristino
seaport	0	0	0	0	0	0	0	0	0	0	marhaveno
sear	0	0	0	0	0	1	0	0	0	0	sear
search	0	0	0	0	0	0	0	0	0	0	serĉi
searching	0	0	0	0	0	0	0	0	0	0	serĉante
seared	0	0	0	0	0	0	0	0	0	0	bruligita
seaside	0	0	0	0	0	0	0	0	0	0	marbordo
season	0	0	0	0	0	0	0	0	0	0	sezono
seasoned	0	0	0	0	0	0	1	0	0	0	spicita
seasoning	0	0	0	0	0	0	0	0	0	0	spicado
seat	0	0	0	0	0	0	0	0	0	0	sidloko
secession	0	0	0	0	0	1	0	0	0	0	secesio
secluded	0	0	0	0	0	1	0	1	0	0	izolita
seclusion	0	0	0	1	0	1	1	0	0	0	soleco
secondary	0	0	0	0	0	0	0	0	0	0	malĉefa
secondhand	0	0	0	0	0	1	0	0	0	0	dua mano
secrecy	0	0	0	0	0	0	0	0	1	1	sekreteco
secret	0	0	0	0	0	0	0	0	0	1	sekreta
secretariat	0	0	0	0	0	0	1	0	0	0	sekretariejo
secretary	0	0	0	0	0	0	0	0	0	0	sekretario
secrete	0	0	1	0	0	0	0	0	0	0	sekreti
secretion	0	0	1	0	0	1	0	0	0	0	sekrecio
secretive	0	0	0	0	0	1	0	0	0	0	sekretema
secretly	0	0	0	0	0	0	0	0	0	0	sekrete
sect	0	0	0	0	0	0	0	0	0	0	sekto
sectarian	1	0	0	1	0	1	0	0	0	0	sekta
sectional	0	0	0	0	0	0	0	0	0	0	sekcia
sector	0	0	0	0	0	0	0	0	0	0	sektoro
secular	0	1	0	0	0	0	0	0	0	0	sekulara
secularism	0	0	0	0	0	0	0	0	0	0	sekularismo
securities	0	0	0	0	0	0	0	0	0	1	valorpaperojn
security	0	0	0	0	0	0	0	0	0	0	sekureco
sedan	0	0	0	0	0	0	0	0	0	0	kabinaŭto
sedate	0	0	0	0	0	0	0	0	0	0	trankviligi
sedative	0	0	0	0	0	0	0	0	0	0	sedativo
sedentary	0	0	0	0	0	0	0	0	0	0	sidema
sedge	0	0	0	0	0	0	0	0	0	0	karekso
sediment	0	0	0	0	0	0	0	0	0	0	sedimento
sedimentary	0	0	0	0	0	0	0	0	0	0	sedimentaj
sedition	1	0	0	0	0	1	0	1	0	0	ribelo
seduce	0	0	0	0	0	1	0	0	0	0	delogi
seducing	0	0	0	0	0	0	0	0	0	0	allogante
seduction	0	0	0	0	0	1	0	0	0	0	delogo
seductive	0	1	0	0	0	0	0	0	0	0	deloga
seed	0	0	0	0	0	0	0	0	0	0	semo
seedling	0	0	0	0	0	0	0	0	0	0	plantido
seek	0	1	0	0	0	0	0	0	0	0	serĉi
seeker	0	0	0	0	0	0	0	0	0	0	serĉanto
seemingly	0	0	0	0	0	0	0	0	0	0	ŝajne
seer	0	0	0	0	0	0	0	0	0	0	viziulo
seething	0	0	0	0	0	0	0	0	0	0	bolanta
segment	0	0	0	0	0	0	0	0	0	0	segmento
segregate	1	0	1	0	0	1	0	1	0	0	apartigi
segregated	0	0	0	0	0	1	0	0	0	0	apartigita
segregation	0	0	0	0	0	0	0	0	0	0	apartigo
seize	0	0	0	1	0	1	0	0	0	0	kapti
seizure	0	0	0	1	0	0	0	0	0	0	forkapto
seldom	0	0	0	0	0	0	0	0	0	0	malofte
select	0	0	0	0	0	0	0	0	0	0	elektu
selection	0	0	0	0	0	0	0	0	0	0	elekto
selfish	1	0	1	0	0	1	0	0	0	0	egoisma
selfishness	0	0	0	0	0	1	0	0	0	0	egoismo
sell	0	0	0	0	0	0	0	0	0	0	vendi
seller	0	0	0	0	0	0	0	0	0	0	vendisto
semaphore	0	0	0	0	0	0	0	0	0	0	semaforo
semblance	0	0	0	0	0	0	0	0	0	0	ŝajno
semen	0	0	0	0	0	0	0	0	0	0	spermo
semicolon	0	0	0	0	0	0	0	0	0	0	punktokomo
seminal	0	0	0	0	0	0	0	0	0	0	seminal
seminar	0	0	0	0	0	0	0	0	0	0	seminario
seminary	0	0	0	0	0	0	0	0	0	0	seminario
semiotics	0	0	0	0	0	0	0	0	0	0	semiotiko
senate	0	0	0	0	0	0	0	0	0	1	senato
senator	0	0	0	0	0	0	0	0	0	0	senatano
send	0	0	0	0	0	0	0	0	0	0	sendi
senescence	0	0	0	0	0	0	0	0	0	0	maljuniĝo
senile	0	0	0	1	0	1	0	1	0	0	senila
senior	0	0	0	0	0	0	0	0	0	0	altranga
seniority	0	0	0	0	0	0	1	0	0	1	antikva tempo
sensation	0	0	0	0	0	0	0	0	0	0	sento
sensational	0	0	0	0	1	0	1	0	0	0	sensacia
sense	0	0	0	0	0	0	1	0	0	0	senco
senseless	1	0	1	1	0	1	0	1	1	0	sensenca
senses	0	0	0	0	0	0	0	0	0	0	sentoj
sensibility	0	0	0	0	0	0	1	0	0	0	sentemo
sensibly	0	0	0	0	0	0	1	0	0	0	prudente
sensitive	0	0	0	0	0	0	0	0	0	0	sentema
sensory	0	0	0	0	0	0	0	0	0	0	sensa
sensual	0	1	0	0	1	1	1	0	1	1	malĉasta
sensuality	0	1	0	0	1	0	1	0	0	0	sensualeco
sensuous	0	0	0	0	1	0	1	0	0	0	sensuala
sentence	1	1	1	1	0	1	0	1	0	0	frazo
sentient	0	0	0	0	0	0	0	0	0	0	sentema
sentiment	0	0	0	0	0	0	0	0	0	0	sento
sentimental	0	0	0	0	0	0	1	0	0	0	sentimentala
sentimentality	0	0	0	0	0	0	1	0	0	0	sentimentaleco
sentinel	0	0	0	0	0	0	1	0	0	1	sentinel
sentry	0	0	0	0	0	0	0	0	0	1	gardostaranto
separable	0	0	0	0	0	0	0	0	0	0	disigebla
separate	0	0	0	0	0	0	0	0	0	0	aparta
separately	0	0	0	0	0	0	0	0	0	0	aparte
separation	0	0	0	0	0	0	0	0	0	0	disiĝo
separatist	1	0	1	0	0	1	0	0	0	0	separatisto
sepia	0	0	0	0	0	0	0	0	0	0	sepio
sepsis	0	0	0	1	0	1	0	1	0	0	sepsis
sept	0	0	0	0	0	0	0	0	0	0	sept
septic	0	0	1	0	0	1	0	0	0	0	sepsa
