English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Sesotho Word
senseless	1	0	1	1	0	1	0	1	1	0	ya hlokang kelello
senses	0	0	0	0	0	0	0	0	0	0	kutlo
sensibility	0	0	0	0	0	0	1	0	0	0	kutlo
sensibly	0	0	0	0	0	0	1	0	0	0	ka kelello
sensitive	0	0	0	0	0	0	0	0	0	0	nahanela
sensory	0	0	0	0	0	0	0	0	0	0	kutlo
sensual	0	1	0	0	1	1	1	0	1	1	tsa nama
sensuality	0	1	0	0	1	0	1	0	0	0	sensuality
sensuous	0	0	0	0	1	0	1	0	0	0	e tsosang maikutlo
sentence	1	1	1	1	0	1	0	1	0	0	polelo
sentient	0	0	0	0	0	0	0	0	0	0	maikutlo
sentiment	0	0	0	0	0	0	0	0	0	0	maikutlo
sentimental	0	0	0	0	0	0	1	0	0	0	maikutlo
sentimentality	0	0	0	0	0	0	1	0	0	0	maikutlo a maikutlo
sentinel	0	0	0	0	0	0	1	0	0	1	molebeli
sentry	0	0	0	0	0	0	0	0	0	1	molebeli
separable	0	0	0	0	0	0	0	0	0	0	karohano
separate	0	0	0	0	0	0	0	0	0	0	arola
separately	0	0	0	0	0	0	0	0	0	0	ka thoko
separation	0	0	0	0	0	0	0	0	0	0	karohano
separatist	1	0	1	0	0	1	0	0	0	0	motho ya arolang
sepia	0	0	0	0	0	0	0	0	0	0	sepia
sepsis	0	0	0	1	0	1	0	1	0	0	sepsis
sept	0	0	0	0	0	0	0	0	0	0	sep
septic	0	0	1	0	0	1	0	0	0	0	septic
septum	0	0	0	0	0	0	0	0	0	0	septum
sequel	0	1	0	0	0	0	0	0	0	0	sequel
sequence	0	0	0	0	0	0	0	0	0	0	tatelano
sequent	0	0	0	0	0	0	0	0	0	0	hlahlamana
sequestered	0	0	0	0	0	0	0	0	0	0	sequestered
sequestration	0	0	0	0	0	1	0	1	0	0	thotollo
serene	0	0	0	0	0	1	0	0	0	1	khutsitseng
serenity	0	1	0	0	1	0	1	0	0	1	khutso
sergeant	0	0	0	0	0	0	0	0	0	0	sajene
serial	0	1	0	0	0	0	0	0	0	0	serial
series	0	0	0	0	0	0	0	0	0	1	letoto
serif	0	0	0	0	0	0	0	0	0	0	serif
seriousness	0	0	0	1	0	0	0	1	0	0	ho teba
sermon	0	0	0	0	0	0	1	0	0	1	thero
serpent	0	0	1	1	0	1	0	0	0	0	noha
serpentine	0	0	0	0	0	0	0	0	0	0	noha
serrated	0	0	0	0	0	0	0	0	0	0	serrated
serum	0	0	0	0	0	0	1	0	0	0	serum
servant	0	0	0	0	0	1	0	0	0	1	mosebeletsi
serve	0	0	0	0	0	1	0	0	0	1	sebeletsa
service	0	0	0	0	0	0	0	0	0	0	tshebeletso
serviceable	0	0	0	0	0	0	0	0	0	0	e ka sebeletsoang
servile	0	0	1	1	0	1	0	1	0	0	sebeletsa
servitude	0	0	0	0	0	1	0	0	0	0	bohlanka
sess	0	0	0	0	0	0	0	0	0	0	ses
session	0	0	0	0	0	0	0	0	0	0	seboka
sessions	0	0	0	0	0	0	0	0	0	0	mananeo
set	0	0	0	0	0	0	0	0	0	0	beha
setback	0	0	0	0	0	1	0	1	0	0	kgutlela morao
sett	0	0	0	0	0	0	0	0	0	0	beha
setter	0	0	0	0	0	0	0	0	0	0	setha
settle	0	0	0	0	0	0	0	0	0	0	rarolla
settled	0	0	0	0	0	0	0	0	0	0	lula
settler	0	0	0	0	0	0	0	0	0	0	moloki
settlor	0	0	0	1	0	0	1	0	0	0	setulong
seventh	0	0	0	0	0	0	0	0	0	0	ea bosupa
seventy	0	0	0	0	0	0	0	0	0	0	mashome a supileng
sever	0	0	0	0	0	1	0	0	0	0	seroa
severable	0	0	0	0	0	0	0	0	0	0	e kgaohang
severally	0	0	0	0	0	0	0	0	0	0	ka bongata
severance	0	0	0	0	0	0	0	1	0	0	kgaoho
severely	0	0	0	0	0	0	0	0	0	0	ka matla
severity	0	0	0	0	0	0	0	0	0	0	boima
sew	0	0	0	0	0	0	0	0	0	0	roka
sewage	0	0	1	0	0	1	0	0	0	0	likhoerekhoere
sewer	0	0	1	0	0	0	0	0	0	0	likhoerekhoere
sewerage	0	0	1	0	0	1	0	0	0	0	likhoerekhoere
sex	0	1	0	0	1	0	1	0	0	1	thobalano
sexuality	0	0	0	0	0	0	0	0	0	0	thobalano
sexy	0	0	0	0	0	0	0	0	0	0	bohlasoa
shabby	0	0	1	0	0	1	0	0	0	0	bohlasoa
shack	0	0	1	0	0	1	0	1	0	0	mokhukhu
shackle	1	1	1	1	0	1	0	1	0	0	shackle
shade	0	0	0	0	0	0	0	0	0	0	moriti
shades	0	0	0	0	0	0	0	0	0	0	meriti
shading	0	0	0	0	0	0	0	0	0	0	shading
shadow	0	0	0	0	0	0	0	0	0	0	moriti
shadowy	0	0	0	0	0	0	0	0	0	0	moriti
shady	0	0	0	1	0	1	0	0	0	0	moriti
shaft	0	0	0	0	0	0	0	0	0	0	shaft
shag	0	0	0	0	0	0	0	0	0	0	shag
shaggy	0	0	0	0	0	0	0	0	0	0	shaggy
shake	0	0	0	0	0	0	0	0	0	0	sisinya
shaken	0	0	0	0	0	0	0	0	0	0	sisinyeha
shaking	0	0	0	1	0	1	0	0	0	0	tsitsinyeho
shaky	1	1	0	1	0	1	0	0	0	0	tsitsinyehile
sham	1	0	1	0	0	1	0	0	0	0	sham
shaman	0	0	0	0	0	0	0	0	0	0	shaman
shambles	0	0	0	0	0	1	0	0	0	0	shambles
shame	0	0	1	1	0	1	0	1	0	0	lihlong
shameful	0	0	0	0	0	1	0	1	0	0	hlabisang lihlong
shameless	0	0	1	0	0	1	0	0	0	0	e hlokang dihlong
shanghai	0	0	1	1	0	1	0	0	0	0	Shanghai
shank	0	0	0	1	0	0	0	0	0	0	shank
shanty	0	0	0	0	0	0	0	0	0	0	shanty
shape	0	0	0	0	0	0	1	0	0	0	sebopeho
shapely	0	0	0	0	0	0	1	0	0	0	sebopehong
share	0	1	0	0	1	0	1	0	0	1	arolelana
shareholder	0	0	0	0	0	0	0	0	0	0	mong'a kabelo
shark	0	0	0	0	0	1	0	0	0	0	shaka
sharpen	1	1	0	0	0	0	0	0	0	0	leotsa
sharpened	0	0	0	0	0	0	0	0	0	0	leotsa
sharpener	0	0	0	0	0	0	0	0	0	0	sharpener
sharpness	0	0	0	0	0	0	0	0	0	0	bohale
shatter	1	0	0	1	0	1	0	1	1	0	pshatla
shattered	0	0	0	0	0	1	0	1	0	0	robehile
shave	0	0	0	0	0	0	0	0	0	0	kota
shaving	0	0	0	0	0	0	0	0	0	0	ho kuta
shawl	0	0	0	0	0	0	0	0	0	0	shawl
sheaf	0	0	0	0	0	0	0	0	0	0	ngata
shear	0	0	0	0	0	0	0	0	0	0	kuta
shears	0	0	0	0	0	0	0	0	0	0	sekiri
sheath	0	0	0	0	0	0	0	0	0	0	selata
sheathing	0	0	0	0	0	0	0	0	0	0	sheathing
shed	0	0	0	0	0	1	0	0	0	0	tsholotse
sheen	0	0	0	0	0	0	0	0	0	0	sheen
sheep	0	0	0	0	0	0	0	0	0	0	linku
sheer	0	0	0	0	0	0	0	0	0	0	sheer
sheet	0	0	0	0	0	0	0	0	0	0	letlapa
shelf	0	0	0	0	0	0	0	0	0	0	raka
shell	1	0	0	1	0	1	0	1	1	0	kgetla
shellfish	0	0	0	0	0	0	0	0	0	0	likhofu
shelter	0	0	0	0	0	0	1	0	0	1	bodulo
shelved	0	0	0	0	0	1	0	0	0	0	shelved
shepherd	0	0	0	0	0	0	1	0	0	1	molisa
sheriff	0	0	0	0	0	0	0	0	0	1	sheriff
sherry	0	0	0	0	0	0	0	0	0	0	sherry
shield	0	0	0	0	0	0	0	0	0	0	thebe
shift	0	0	0	0	0	0	0	0	0	0	chencha
shifting	0	0	0	0	0	0	0	0	0	0	ho sutha
shilling	0	0	0	0	0	0	0	0	0	0	shiling
shimmer	0	0	0	0	0	0	0	0	0	0	benyang
shin	0	0	0	0	0	0	0	0	0	0	shin
shine	0	0	0	0	0	0	1	0	0	0	kganya
shingle	0	0	0	0	0	0	0	0	0	0	shingle
shining	0	1	0	0	1	0	1	0	0	0	benyang
shiny	0	0	0	0	0	0	0	0	0	0	benyang
ship	0	1	0	0	0	0	0	0	0	0	sekepe
shipment	0	0	0	0	0	0	0	0	0	0	thomello
shipping	0	0	0	0	0	0	0	0	0	0	Ho tsamaisa ka sekepe
shipwreck	0	0	0	1	0	1	0	1	0	0	ho robeha ha sekepe
shire	0	0	0	0	0	0	0	0	0	0	shirele
shirt	0	0	0	0	0	0	0	0	0	0	hempe
shit	1	0	1	0	0	1	0	0	0	0	shit
shiver	1	1	0	1	0	1	0	1	0	0	thothomela
shivering	0	0	0	0	0	0	0	0	0	0	thothomela
shoals	0	0	0	0	0	0	0	0	0	0	mahlapa
shock	1	0	0	1	0	1	0	0	1	0	tshoso
shockingly	0	0	0	0	0	0	0	0	1	0	ka tsela e tshosang
shoddy	1	0	1	0	0	1	0	0	0	0	shoddy
shoe	0	0	0	0	0	0	0	0	0	0	seeta
shoemaker	0	0	0	0	0	0	0	0	0	0	moetsi oa lieta
shoot	1	0	0	1	0	1	0	0	0	0	thunya
shooter	0	0	0	1	0	0	0	0	0	0	sethunyi
shooting	1	0	0	1	0	1	0	0	0	0	ho thunya
shop	0	0	0	0	0	0	0	0	0	0	lebenkele
shopkeeper	0	0	0	0	0	0	0	0	0	1	ralebenkele
shoplifting	1	0	1	0	0	1	0	0	0	0	bosholu ba mabenkeleng
shopping	0	1	0	0	1	0	1	0	1	1	ho reka
shore	0	0	0	0	0	0	0	0	0	0	lebopong
shorn	0	0	0	0	0	0	0	0	0	0	beotsoe
short	0	0	0	0	0	0	0	0	0	0	kgutshoanyane
shortage	1	0	0	1	0	1	0	1	0	0	khaello
shortcoming	0	0	0	0	0	1	0	0	0	0	khaello
shorten	0	0	0	0	0	0	0	0	0	0	khutsufatsa
shortening	0	0	0	0	0	0	0	0	0	0	khutsufatsa
shorthand	0	0	0	0	0	0	0	0	0	0	shorthand/
shortly	0	1	0	0	0	0	0	0	0	0	haufinyane
shortness	0	0	0	0	0	0	0	0	0	0	bokgutshoanyane
shorts	0	0	0	0	0	0	0	0	0	0	marikhoe a makgutshwane
shot	1	0	0	1	0	1	0	1	1	0	thunya
shotgun	0	0	0	0	0	0	0	0	0	0	sethunya
shoulder	0	0	0	0	0	0	1	0	0	1	mahetla
shout	1	0	0	0	0	0	0	0	1	0	hoeletsa
shove	1	0	0	0	0	1	0	0	0	0	sututsa
shovel	0	0	0	0	0	0	0	0	0	0	kharafu
shoveling	0	0	0	0	0	0	0	0	0	0	kharafu
show	0	0	0	0	0	0	0	0	0	1	bontsha
shower	0	0	0	0	0	0	0	0	0	0	shaoara
showing	0	0	0	0	0	0	0	0	0	0	bontsha
showy	0	0	0	0	0	1	0	0	0	0	mponeng
shrapnel	0	0	0	1	0	0	0	0	0	0	liqhomane
shred	0	0	0	0	0	0	0	0	0	0	kgetla
shrewd	0	0	0	0	0	0	1	0	0	0	masene
shriek	1	0	0	1	0	1	0	1	1	0	lla
shrill	1	0	0	1	0	1	0	0	1	0	lla
shrimp	0	0	0	0	0	0	0	0	0	0	shrimp
shrine	0	0	0	0	0	0	0	0	0	0	tempele
shrink	0	0	0	1	0	1	0	1	0	0	honyela
shrinking	0	0	0	0	0	0	0	0	0	0	ho honyela
shroud	0	0	0	0	0	0	0	1	0	0	khurumetsa
shrub	0	0	0	0	0	0	0	0	0	0	sehlahla
shrubbery	0	0	0	0	0	0	0	0	0	0	sehlahla
shrug	0	0	0	0	0	0	0	0	0	0	honyela
shrunk	0	0	0	0	0	1	0	0	0	0	honyela
shudder	0	0	0	1	0	1	0	0	0	0	thothomela
shuffle	0	0	0	0	0	0	0	0	0	0	supha
shuffling	0	0	0	0	0	0	0	0	0	0	ho korotla
shun	1	0	1	0	0	1	0	1	0	0	nyahame
shunt	0	0	0	0	0	0	0	0	0	0	shunt/
shut	0	0	0	0	0	0	0	0	0	0	koala
shutter	0	0	0	0	0	0	0	0	0	0	shutter
shuttle	0	0	0	0	0	0	0	0	0	0	sekepele
sib	0	0	0	0	0	0	0	0	0	1	sib
sic	0	0	0	0	0	0	0	0	0	0	sic
sick	0	0	1	0	0	1	0	1	0	0	kula
sickening	1	0	1	1	0	1	0	1	0	0	ho kula
sickle	0	0	0	0	0	0	0	0	0	0	sekele
sickly	0	0	1	0	0	1	0	1	0	0	kula
sickness	0	0	1	1	0	1	0	1	0	0	ho kula
side	0	0	0	0	0	0	0	0	0	0	lehlakore
sideboard	0	0	0	0	0	0	0	0	0	0	sideboard
sidestep	0	0	0	0	0	0	0	0	0	0	ka thoko
sideways	0	0	0	0	0	0	0	0	0	0	ka mahlakoreng
siege	0	0	0	0	0	0	0	0	0	0	thibella
siesta	0	0	0	0	0	0	0	0	0	0	siesta
sieve	0	0	0	0	0	0	0	0	0	0	sieve
sifting	0	0	0	0	0	0	0	0	0	0	ho sefa
sigh	0	0	0	0	0	0	0	0	0	0	feheloa
sight	0	0	0	0	0	0	0	0	0	0	pono
sign	0	0	0	0	0	0	0	0	0	0	seka
signal	0	0	0	0	0	0	0	0	0	0	sesupo
signature	0	0	0	0	0	0	0	0	0	1	tshaeno
significance	0	0	0	0	0	0	0	0	0	0	bohlokoa
significant	0	0	0	0	0	0	0	0	0	0	bohlokoa
signification	0	0	0	0	0	0	0	0	0	0	tlhaloso
signify	0	1	0	0	0	0	0	0	0	0	bolela
signpost	0	0	0	0	0	0	0	0	0	0	sesupo
silent	0	0	0	0	0	0	0	0	0	0	khutsitseng
silently	0	0	0	0	0	0	0	0	0	0	ka kgutso
silhouette	0	0	0	0	0	0	0	0	0	0	silhouette
silk	0	0	0	0	0	0	1	0	0	0	silika
silken	0	0	0	0	0	0	0	0	0	0	silken
silky	0	0	0	0	0	0	0	0	0	0	silky
sill	0	0	0	0	0	0	0	0	0	0	sill
silliness	0	0	0	0	0	0	0	0	0	0	bohlanya
silly	0	0	0	0	1	1	0	0	0	0	sethoto
silt	0	0	0	0	0	0	0	0	0	0	silt
silver	0	0	0	0	0	0	0	0	0	0	silevera
silvery	0	0	0	0	0	0	0	0	0	0	silevera
similar	0	0	0	0	0	0	0	0	0	0	tshoanang
similarity	0	0	0	0	0	0	0	0	0	0	ho tshoana
simile	0	0	0	0	0	0	0	0	0	0	papiso
simmer	1	1	0	0	0	0	0	0	0	0	boela
simmering	0	1	0	0	0	0	0	0	0	0	ho bobola
simple	0	0	0	0	0	0	0	0	0	0	bonolo
simples	0	0	0	0	0	0	0	0	0	0	tse bonolo
simplify	0	1	0	0	1	0	1	0	1	1	nolofatsa
simply	0	0	0	0	0	0	0	0	0	0	bonolo
simulate	0	0	0	0	0	0	0	0	0	0	etsisa
simulated	0	0	0	0	0	0	0	0	0	0	ketsiso
simulating	0	0	0	0	0	0	0	0	0	0	ketsiso
simulation	0	0	0	0	0	0	0	0	0	0	ketsiso
simultaneous	0	0	0	0	0	0	0	0	0	0	ka nako e le nngwe
simultaneously	0	0	0	0	0	0	0	0	0	0	ka nako e le nngwe
sin	1	0	1	1	0	1	0	1	0	0	sebe
sincere	0	0	0	0	0	0	1	0	0	1	tšepahalang
sincerity	0	0	0	0	0	0	1	0	0	0	botshepehi
sinful	1	0	1	1	0	1	0	1	0	0	moetsadibe
sing	0	1	0	0	1	0	1	1	0	1	bina
singer	0	0	0	0	0	0	0	0	0	0	sebini
single	0	0	0	0	0	0	0	0	0	0	lesoha
singly	0	0	0	0	0	0	1	0	0	0	ka bonngwe
singular	0	0	0	0	0	0	0	0	0	0	bonngwe
singularity	0	0	0	0	0	0	0	0	0	0	bonngwe
singularly	0	0	0	0	0	0	0	0	1	0	ka bonngwe
sinister	1	0	1	1	0	1	0	0	0	0	sebe
sink	0	0	0	0	0	0	0	0	0	0	tebela
sinner	1	0	1	1	0	1	0	1	0	0	moetsadibe
sinning	0	0	1	0	0	1	0	0	0	0	ho etsa sebe
sinus	0	0	0	0	0	0	0	0	0	0	sinus
sip	0	0	0	0	0	0	0	0	0	0	sip
siphon	0	0	0	0	0	0	0	0	0	0	siphon
sir	0	0	0	0	0	0	1	0	0	1	monghadi
sire	0	0	0	0	0	0	0	0	0	0	monghadi
siren	0	0	0	1	0	1	0	0	0	0	hlabahlabane
sissy	0	0	0	0	0	1	0	0	0	0	seseng
sister	0	0	0	0	0	0	0	0	0	0	kgaitsedi
sisterhood	1	0	0	0	0	0	1	1	1	1	bokgaitsedi
site	0	0	0	0	0	0	0	0	0	0	sebaka
sith	0	0	0	0	0	0	0	0	0	0	sith
sitting	0	0	0	0	0	0	0	0	0	0	dutse
situate	0	0	0	0	0	0	0	0	0	0	boemo
situated	0	0	0	0	0	0	0	0	0	0	boemong
situation	0	0	0	0	0	0	0	0	0	0	boemo
sixth	0	0	0	0	0	0	0	0	0	0	ea botšelela
sixty	0	0	0	0	0	0	0	0	0	0	mashome a tsheletseng
size	0	0	0	0	0	0	0	0	0	0	boholo
sizzle	1	0	0	0	0	0	0	0	0	0	sizzle
skate	0	0	0	0	0	0	0	0	0	0	sekeiti
skating	0	0	0	0	0	0	0	0	0	0	skating
skein	0	0	0	0	0	0	0	0	0	0	skein
skeleton	0	0	0	0	0	0	0	0	0	0	skeleton
skeptic	0	0	0	0	0	0	0	0	0	0	motho ea belaelang
skeptical	0	0	0	0	0	1	0	0	0	0	belaela
skepticism	0	0	0	0	0	0	0	0	0	0	pelaelo
sketch	0	0	0	0	0	0	0	0	0	0	sekeke
sketchy	0	0	0	0	0	1	0	0	0	0	sekeke
skewed	1	1	0	0	0	1	0	0	0	0	sothile
skewer	0	0	0	0	0	0	0	0	0	0	skewer
ski	0	0	0	0	0	0	0	0	0	0	ski
skid	1	0	0	1	0	1	0	1	0	0	qhekella
skiff	0	0	0	0	0	0	0	0	0	0	skiff
skill	0	0	0	0	0	0	0	0	0	0	bokgoni
skilled	0	0	0	0	0	0	1	0	0	0	hloahloa
skillet	0	0	0	0	0	0	0	0	0	0	skillet
skillful	0	0	0	0	0	0	1	0	0	1	hloahloa
skim	0	0	0	0	0	0	0	0	0	0	qhekella
skin	0	0	0	0	0	0	0	0	0	0	letlalo
skinny	0	0	0	0	0	0	0	0	0	0	mosesane
skip	0	0	0	0	0	1	0	0	0	0	tlola
skipper	0	0	0	0	0	0	0	0	0	0	seqhobi
skirmish	1	0	0	0	0	1	0	0	0	0	hlabana
skirt	0	0	0	0	0	0	0	0	0	0	mosehla
skirting	0	0	0	0	0	0	0	0	0	0	mosehla
skirts	0	0	0	0	0	0	0	0	0	0	mese
skit	0	0	0	0	0	0	0	0	0	0	skit
skull	0	0	0	0	0	0	0	0	0	0	lehata
skunk	0	0	0	0	0	0	0	0	0	0	skunk
sky	0	0	0	0	0	0	1	0	0	0	leholimo
skyscraper	0	0	0	0	0	0	0	0	0	0	skyscraper
slab	0	0	0	0	0	0	0	0	0	0	letlapa
slack	0	0	0	0	0	1	0	0	0	0	khoehla
slag	0	0	0	0	0	1	0	0	0	0	slag
slam	1	0	0	1	0	1	0	0	1	0	slam
slander	1	0	1	0	0	1	0	0	0	0	ho etselletsa
slanderous	0	0	0	0	0	1	0	0	0	0	ya etselletsang
slang	0	0	0	0	0	0	0	0	0	0	slang
slant	0	0	0	0	0	0	0	0	0	0	letlapa
slap	1	0	0	0	0	1	0	0	1	0	otla
slash	1	0	0	0	0	0	0	0	0	0	hlaba
slashes	0	0	0	0	0	0	0	0	0	0	menyakoe
slate	0	0	0	0	0	0	1	0	0	0	letlapa
slates	0	0	0	0	0	0	0	0	0	0	letlapa
slaughter	1	0	1	1	0	1	0	1	1	0	hlaba
slaughterhouse	1	0	1	1	0	1	0	1	0	0	ntlo ya mahlabelo
slaughtering	1	0	1	1	0	1	0	1	1	0	ho hlaba
slave	1	0	0	1	0	1	0	1	0	0	lekgoba
slavery	1	0	1	1	0	1	0	1	0	0	bokhoba
slay	1	0	0	0	0	1	0	0	0	0	bolaea
slayer	1	0	1	1	0	1	0	1	1	0	mmolai
sledge	0	0	0	0	0	0	0	0	0	0	selei
sleek	0	0	0	0	0	0	1	0	0	0	boreledi
sleep	0	0	0	0	0	0	0	0	0	0	robala
sleeper	0	0	0	0	0	0	0	0	0	0	morobatsi
sleeping	0	0	0	0	0	0	0	0	0	0	robalang
sleeplessness	0	0	0	0	0	0	0	0	0	0	ho hloka boroko
sleepy	0	0	0	0	0	0	0	0	0	0	hlobaela
sleet	0	0	0	0	0	1	0	0	0	0	lelala
sleeve	0	0	0	0	0	0	0	0	0	0	sleeve
sleeveless	0	0	0	0	0	0	0	0	0	0	e se nang matsoho
sleigh	0	0	0	0	0	0	0	0	0	0	selei
sleight	0	0	0	0	0	0	0	0	0	0	robala
slender	0	0	0	0	0	0	1	0	0	0	mosesane
sleuth	0	0	0	0	0	0	0	0	0	0	sleuth
slice	0	0	0	0	0	0	0	0	0	0	selae
slick	0	0	0	0	0	0	0	0	0	0	slick
slide	0	0	0	0	0	0	0	0	0	0	thella
sliding	0	0	0	0	0	0	0	0	0	0	thella
slight	0	0	0	0	0	0	0	0	0	0	hanyane
slightly	0	0	0	0	0	0	0	0	0	0	hanyenyane
slim	0	0	0	0	0	0	1	0	0	0	mosesane
slime	0	0	1	0	0	0	0	0	0	0	slime
slimy	0	0	1	0	0	1	0	0	0	0	slimy
sling	0	0	0	0	0	0	0	0	0	0	letjeketjane
slink	0	0	0	0	0	1	0	0	0	0	nyenyelepa
slip	0	0	0	0	0	1	0	0	1	0	thella
slipper	0	0	0	0	0	0	0	0	0	0	sereledi
slippers	0	0	0	0	0	0	0	0	0	0	li-slippers
slit	0	0	0	0	0	0	0	0	0	0	petso
sliver	0	0	0	0	0	0	0	0	0	0	hlaba
slogan	0	0	0	0	0	0	0	0	0	0	lepetjo
sloop	0	0	0	0	0	0	0	0	0	0	sloop
slop	0	0	1	0	0	1	0	0	0	0	slop
slope	0	0	0	0	0	0	0	0	0	0	letsoapo
sloppy	0	0	1	0	0	1	0	0	0	0	bohlasoa
slot	0	0	0	0	0	0	0	0	0	0	sekotjana
sloth	0	0	1	0	0	1	0	0	0	0	sloth
slouch	0	0	0	0	0	1	0	0	0	0	slouch
slough	0	0	0	0	0	1	0	0	0	0	slough
slow	0	0	0	0	0	0	0	0	0	0	butle
slowly	0	0	0	0	0	0	0	0	0	0	butle-butle
slowness	0	0	0	0	0	1	0	0	0	0	bonyatsi
sludge	0	0	1	0	0	1	0	0	0	0	seretse
slug	0	0	1	0	0	1	0	0	0	0	slug
sluggish	0	0	0	0	0	1	0	1	0	0	botsoa
sluice	0	0	0	0	0	0	0	0	0	0	sluice
slum	0	0	1	0	0	1	0	0	0	0	mekhukhu
slumber	0	0	0	0	0	0	0	0	0	0	ho otsela
slump	0	0	0	0	0	1	0	1	0	0	hlehla
slur	1	0	1	0	0	1	0	1	0	0	nyenyefatsa
slush	0	0	1	0	0	1	0	0	1	0	slush
slut	1	0	1	0	0	1	0	0	0	0	slut/
sly	1	0	1	1	0	1	0	0	0	0	hlanya
smack	1	0	0	0	0	1	0	0	0	0	otla
small	0	0	0	0	0	1	0	0	0	0	nyane
smaller	0	0	0	0	0	0	0	0	0	0	e nyane
smallest	0	0	0	0	0	0	0	0	0	0	e nyane ka ho fetisisa
smash	1	0	0	1	0	1	0	0	0	0	pshatla
smashed	0	0	0	0	0	1	0	0	0	0	robehile
smattering	0	0	0	0	0	1	0	0	0	0	ho hlaba
smear	0	0	0	0	0	0	0	0	0	0	tlotsa
smell	1	0	1	0	0	1	0	0	0	0	monko
smelling	0	0	1	0	0	1	0	0	0	0	monko
smelt	0	0	0	0	0	0	0	0	0	0	folosa
smile	0	0	0	0	1	0	1	0	1	1	pososelo
smiling	0	0	0	0	1	0	1	0	0	0	pososelo
smirk	0	0	0	0	0	1	0	0	0	0	nyenya
smite	1	0	0	1	0	1	0	1	0	0	otla
smith	0	0	0	0	0	0	0	0	0	1	smith
smitten	0	0	0	0	0	0	1	0	0	0	otloa
smoker	0	0	0	0	0	1	0	0	0	0	motsubi
smokey	0	0	0	0	0	0	0	0	0	0	ho tsuba
smoking	0	0	0	0	0	0	0	0	0	0	ho tsuba
smoky	0	0	0	0	0	0	0	0	0	0	ho tsuba
smoldering	0	0	0	0	0	0	0	0	0	0	ho tsuba
smoothly	0	0	0	0	0	0	0	0	0	0	ka thelelo
smoothness	0	0	0	0	0	0	1	0	0	0	boreledi
smother	1	0	0	0	0	1	0	0	0	0	smother
smudge	0	0	0	0	0	1	0	0	0	0	smudge
smug	0	0	0	0	0	1	0	0	0	0	smug
smuggle	0	0	0	1	0	1	0	0	0	0	mokola
smuggler	1	0	1	1	0	1	0	0	0	0	mokgopi
smuggling	0	0	0	0	0	1	0	0	0	0	mokola
smut	0	0	1	1	0	1	0	0	0	0	smut
snack	0	0	0	0	0	0	0	0	0	0	seneke
snacks	0	0	0	0	0	0	0	0	0	0	lijo tse bobebe
snag	0	0	0	0	0	1	0	0	1	0	snag
snags	0	0	0	0	0	1	0	0	0	0	snags
snail	0	0	0	0	0	0	0	0	0	0	kgofu
snake	0	0	1	1	0	1	0	0	0	0	noha
snap	0	0	0	0	0	0	0	0	0	0	phanyeha
snapshot	0	0	0	0	0	0	0	0	0	0	setsoantso
snare	0	0	0	1	0	1	0	0	0	0	leraba
snarl	1	0	1	0	0	1	0	0	0	0	qhetsola
snarling	1	0	0	0	0	1	0	0	0	0	snarling
snatch	0	0	0	0	0	0	0	0	0	0	phamola
sneak	1	0	0	1	0	1	0	0	1	0	nyenyelepa
sneakers	0	0	0	0	0	0	0	0	0	0	liteki
sneaking	0	1	0	1	0	1	0	0	0	1	ho nyenyelepa
sneer	1	0	1	0	0	1	0	0	0	0	soma
sneeze	0	0	1	0	0	1	0	0	1	0	thimola
sneezing	0	0	0	0	0	0	0	0	0	0	thimola
snicker	0	0	0	0	0	0	1	0	0	0	mokgoahlapi
snide	0	0	0	0	0	1	0	0	0	0	tshenyeha
sniff	0	0	0	0	0	0	0	0	0	0	fofonela
snip	0	0	0	0	0	0	0	0	0	0	hlaba
snipe	0	0	0	0	0	0	0	0	0	0	snipe
snippet	0	0	0	0	0	0	0	0	0	0	qotsa
snob	0	0	0	0	0	1	0	0	0	0	hlaba
snoopy	0	0	0	0	0	0	0	0	0	0	bohlasoa
snooze	0	0	0	0	0	0	0	0	0	0	kotsetsa
snore	0	0	0	0	0	0	0	0	0	0	korotla
snort	0	0	0	0	0	0	0	1	0	0	kurutla
snout	0	0	0	0	0	0	0	0	0	0	nko
snow	0	0	0	0	0	0	0	0	0	0	lehloa
snowball	0	0	0	0	0	0	0	0	0	0	bolo ya lehlwa
snowflake	0	0	0	0	0	0	0	0	0	0	lehloa
snowy	0	0	0	0	0	0	0	0	0	0	lehlwa
snuff	0	0	0	0	0	0	0	0	0	0	senefi
soak	0	0	0	0	0	1	0	0	0	0	soak
soaking	0	0	0	0	0	0	0	0	0	0	ho inela
soap	0	0	0	0	0	0	0	0	0	0	sesepa
soapy	0	0	0	0	0	0	0	0	0	0	sesepa
soaring	0	0	0	0	0	0	0	0	0	0	ho phahama
sob	0	0	0	0	0	1	0	1	0	0	lla
sobriety	0	0	0	0	0	0	1	0	0	1	botsoala
soc	0	0	0	0	0	0	0	0	0	0	soc
soccer	0	0	0	0	0	0	0	0	0	0	bolo ea maoto
sociable	0	0	0	0	0	0	1	0	0	0	botsoalle
social	0	0	0	0	0	0	0	0	0	0	sechabeng
socialism	0	0	1	1	0	0	0	0	0	0	socialism
socialist	1	0	1	1	0	1	0	1	0	0	rasososhiale
society	0	0	0	0	0	0	0	0	0	0	sechaba
sock	0	0	0	0	0	0	0	0	0	0	sock
