English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Swedish Word
sorrowful	0	0	0	0	0	1	0	1	0	0	sorgsen
sort	0	0	0	0	0	0	0	0	0	0	sortera
sorter	0	0	0	0	0	0	1	0	0	0	sorterare
sortie	0	0	0	1	0	1	0	0	0	0	utfall
sorting	0	0	0	0	0	0	0	0	0	0	sortering
sou	0	0	0	0	0	0	0	0	0	0	sou
soulless	0	0	1	1	0	1	0	1	0	0	själlös
soulmate	0	0	0	1	0	1	0	0	0	0	själsfrände
sound	0	0	0	0	0	0	0	0	0	0	ljud
sounding	0	0	0	0	0	0	0	0	0	0	lodning
soundness	0	1	0	0	1	0	1	0	0	1	sundhet
soup	0	0	0	0	0	0	1	0	0	0	soppa
sour	0	0	1	0	0	1	0	0	0	0	sur
source	0	0	0	0	0	0	0	0	0	0	källa
souvenir	0	0	0	0	0	0	0	0	0	0	souvenir
sovereign	0	0	0	0	0	0	0	0	0	1	suverän
sovereignty	0	0	0	0	0	0	0	0	0	0	suveränitet
sow	0	0	0	0	0	0	0	0	0	0	sugga
spa	0	1	0	0	1	0	1	0	1	1	spa
space	0	0	0	0	0	0	0	0	0	0	Plats
spacious	0	0	0	0	0	0	1	0	0	0	rymlig
spade	0	0	0	0	0	0	0	0	0	0	spade
span	0	0	0	0	0	0	0	0	0	0	spänna
spaniel	0	0	0	0	1	0	1	0	0	1	spaniel
spank	1	0	0	1	0	1	0	1	0	0	daska
spanking	1	0	0	0	0	0	0	0	0	0	dask
spar	0	0	0	0	0	0	0	0	0	0	mast
spare	0	0	0	0	0	0	0	0	0	0	reserv
sparingly	0	0	0	0	0	0	0	0	0	0	sparsamt
spark	0	0	0	0	0	0	0	0	0	0	gnista
sparkle	0	1	0	0	1	0	1	0	1	0	gnistra
sparring	0	0	0	0	0	0	0	0	0	0	sparring
sparse	0	0	0	0	0	0	0	0	0	0	gles
spasm	0	0	0	1	0	1	0	0	0	0	spasm
spat	1	0	0	0	0	1	0	0	0	0	spottade
spatula	0	0	0	0	0	0	0	0	0	0	spatel
spawn	0	0	0	0	0	0	0	0	0	0	ge upphov till
speaker	0	0	0	0	0	0	0	0	0	0	högtalare
speaking	0	0	0	0	0	0	0	0	0	0	tala
spear	1	1	0	1	0	1	0	0	0	0	spjut
special	0	0	0	0	1	0	1	0	0	0	särskild
specialist	0	0	0	0	0	0	0	0	0	1	specialist
speciality	0	0	0	0	0	0	0	0	0	0	specialitet
specialize	0	0	0	0	0	0	0	0	0	1	specialisera
specially	0	0	0	0	0	0	0	0	0	0	speciellt
specie	0	0	0	0	0	0	1	0	0	0	art
species	0	0	0	0	0	0	0	0	0	0	arter
specific	0	0	0	0	0	0	0	0	0	0	specifik
specification	0	0	0	0	0	0	0	0	0	0	Specifikation
specimen	0	0	0	0	0	0	0	0	0	0	prov
speck	0	0	1	0	0	1	0	0	0	0	fläck
speckled	0	0	0	0	0	0	0	0	0	0	spräcklig
specs	0	0	0	0	0	0	0	0	0	0	specifikationer
spectacle	0	0	0	0	0	1	1	0	0	0	skådespel
spectacles	0	0	0	0	0	0	0	0	0	0	glasögon
spectacular	0	1	0	0	0	0	0	0	1	0	spektakulär
spectator	0	0	0	0	0	0	0	0	0	0	åskådare
specter	0	0	0	1	0	1	0	1	0	0	spöke
spectral	0	0	0	0	0	1	0	0	0	0	spektral-
spectrometer	0	0	0	0	0	0	0	0	0	0	spektrometer
spectrophotometer	0	0	0	0	0	0	0	0	0	0	spektrofotometer
spectroscopy	0	0	0	0	0	0	0	0	0	0	spektroskopi
spectrum	0	0	0	0	0	0	0	0	0	0	spektrum
speculate	0	0	0	0	0	0	0	0	0	0	spekulera
speculation	0	0	0	1	0	1	0	1	0	0	spekulation
speculative	0	1	0	0	0	0	0	0	0	0	spekulativ
speculum	0	0	0	0	0	0	0	0	0	0	spekulum
speech	0	0	0	0	0	0	1	0	0	0	Tal
speechless	0	0	0	0	0	0	0	0	0	0	mållös
speed	0	0	0	0	0	0	0	0	0	0	fart
speedily	0	0	0	0	0	0	0	0	0	0	snabbt
speedometer	0	0	0	0	0	0	0	0	0	0	hastighetsmätare
speedway	0	0	0	0	0	0	0	0	0	0	speedway
speedy	0	0	0	0	0	0	1	0	0	0	snabb
spellbound	0	0	0	0	0	0	0	0	0	0	förtrollad
spelling	0	0	0	0	0	0	1	0	0	0	stavning
spencer	0	0	0	0	0	0	0	0	0	0	spencer
spend	0	0	0	0	0	0	0	0	0	0	spendera
spent	0	0	0	0	0	1	0	0	0	0	tillbringade
sperm	0	0	0	0	0	0	0	0	0	0	sperma
spew	0	0	1	0	0	0	0	0	0	0	spy
sphere	0	0	0	0	0	0	0	0	0	0	sfär
spherical	0	0	0	0	0	0	0	0	0	0	sfärisk
sphinx	0	0	0	0	0	0	0	0	0	0	sfinx
spice	0	0	0	0	0	0	1	0	0	0	krydda
spicy	0	0	0	0	0	0	0	0	0	0	kryddad
spider	0	0	1	1	0	0	0	0	0	0	Spindel
spigot	0	0	0	0	0	0	0	0	0	0	tapp
spike	0	0	0	1	0	0	0	0	0	0	spika
spiked	0	0	0	0	0	0	0	0	0	0	spetsad
spiky	0	0	0	0	0	0	0	0	0	0	taggig
spill	0	0	0	0	0	0	0	0	0	0	spill
spin	0	0	0	0	0	0	0	0	0	0	snurra
spinal	0	0	0	0	0	0	0	0	0	0	ryggrads-
spindle	0	0	0	0	0	0	0	0	0	0	slända
spine	1	0	0	0	0	1	1	0	0	0	ryggrad
spinning	0	0	0	0	0	0	0	0	0	0	spinning
spinster	0	0	0	1	0	1	0	1	0	0	ogift kvinna
spiny	0	0	0	0	0	0	0	0	0	0	taggig
spiral	0	0	0	0	0	0	0	0	0	0	spiral-
spire	0	0	0	0	0	0	0	0	0	0	spira
spirit	0	0	0	0	0	0	1	0	0	0	anda
spirits	0	1	0	0	1	0	1	0	1	0	sprit
spiritual	0	0	0	0	0	0	0	0	0	0	andlig
spirituality	0	0	0	0	0	0	0	0	0	0	andlighet
spit	0	0	1	0	0	0	0	0	0	0	spotta
spite	1	0	0	0	0	1	0	0	0	0	trots
spiteful	1	0	0	0	0	1	0	0	0	0	hätsk
splash	0	0	0	0	0	0	0	0	1	0	stänk
spleen	0	0	0	0	0	0	0	0	0	0	mjälte
splendid	0	0	0	0	1	0	1	0	1	0	utmärkt
splendor	0	1	0	0	1	0	1	0	1	0	prakt
splice	0	0	0	0	0	0	0	0	0	0	splitsa
spline	0	0	0	0	0	0	0	0	0	0	spline
splint	0	0	0	0	0	0	0	0	0	0	skena
splinter	0	0	0	0	0	1	0	0	0	0	splittra
split	0	0	0	0	0	1	0	0	0	0	dela
splitting	0	0	0	0	0	1	0	1	0	0	splittring
splurge	0	0	0	0	0	0	0	0	0	0	betala
spoil	0	0	1	0	0	1	0	0	0	0	skämma bort
spoiler	0	0	0	0	0	1	0	1	0	0	spoiler
spoiling	0	0	0	0	0	0	0	0	0	0	förstöra
spoke	0	0	0	0	0	1	0	0	0	0	eker
spoken	0	0	0	0	0	0	0	0	0	0	talad
spokesman	0	0	0	0	0	0	0	0	0	1	talesman
sponge	0	0	0	0	0	1	0	0	0	0	svamp
spongy	0	0	0	0	0	0	0	0	0	0	svampig
sponsor	0	0	0	0	0	0	1	0	0	1	sponsor
sponsorship	0	0	0	0	0	0	0	0	0	0	sponsorskap
spoof	0	0	0	0	0	0	0	0	0	0	parodi
spook	0	0	0	1	0	1	0	0	0	0	spöke
spoon	0	0	0	0	0	0	0	0	0	0	sked
spoonful	0	0	0	0	0	0	0	0	0	0	sked
sporadic	0	0	0	0	0	0	0	0	0	0	sporadisk
spore	0	0	0	0	0	0	0	0	0	0	spor
sport	0	0	0	0	0	0	0	0	0	0	sport
sporting	0	0	0	0	0	0	0	0	0	0	sportslig
sports	0	0	0	0	0	0	0	0	0	0	sporter
sportsman	0	0	0	0	0	0	0	0	0	0	sportsman
spot	0	0	0	0	0	0	0	0	0	0	fläck
spotless	0	0	0	0	0	0	1	0	0	1	skinande rent
spotted	0	0	0	0	0	0	0	0	0	0	fick syn på
spotty	0	0	0	0	0	0	0	0	0	0	ojämn
spousal	0	0	0	0	0	0	0	0	0	0	maka
spouse	0	0	0	0	1	0	1	0	0	1	make
spout	0	0	0	0	0	0	0	0	0	0	pip
sprain	0	0	0	0	0	1	0	1	0	0	vrickning
sprawl	0	0	0	0	0	0	0	0	0	0	spridning
spray	0	0	0	0	0	0	0	0	0	0	spray
spread	0	0	0	0	0	0	0	0	0	0	spridning
spree	0	0	0	0	0	1	0	0	0	0	spree
sprinkling	0	0	0	0	0	0	0	0	0	0	stänk
sprite	0	0	0	1	0	1	0	0	0	0	sprite
sprout	0	0	0	0	0	0	0	0	0	0	gro
spruce	0	0	0	0	0	0	1	0	0	0	gran
spur	0	0	0	1	0	0	0	0	0	0	sporre
spurious	0	0	1	0	0	1	0	0	0	0	oäkta
spurred	0	0	0	0	0	0	0	0	0	0	sporrade
spurt	0	0	0	0	0	0	0	0	0	0	spurt
spy	0	0	0	0	0	0	0	0	0	0	spionera
squad	0	0	0	0	0	0	0	0	0	0	trupp
squadron	0	0	0	0	0	0	0	0	0	0	skvadron
squall	0	0	0	1	0	1	0	1	0	0	skråla
squamous	0	0	0	0	0	0	0	0	0	0	skivepitelaktig
square	0	0	0	0	0	0	0	0	0	0	fyrkant
squat	0	0	0	0	0	0	0	0	0	0	knäböj
squatter	0	0	0	0	0	1	0	0	0	0	husockupant
squeak	0	0	0	0	0	0	0	0	0	0	gnissla
squeal	0	0	0	0	0	0	0	0	0	0	skrika
squeamish	0	0	1	1	0	1	0	0	0	0	kinkig
squeeze	0	0	0	0	0	0	0	0	0	0	pressa
squeezing	0	0	0	0	0	0	0	0	0	0	klämma
squelch	1	0	1	0	0	1	0	0	0	0	krossa
squint	0	0	0	0	0	0	0	0	0	0	skelning
squire	0	0	0	0	0	0	0	0	0	0	väpnare
squirm	0	0	1	0	0	1	0	0	0	0	våndas
squirrel	0	0	0	0	0	0	0	0	0	0	ekorre
squirt	0	0	0	0	0	0	0	0	0	0	spruta
stab	1	0	0	1	0	1	0	1	1	0	hugg
stability	0	0	0	0	0	0	0	0	0	0	stabilitet
stable	0	0	0	0	0	0	1	0	0	1	stabil
staccato	0	0	0	0	0	0	1	0	0	0	stackato
stack	0	0	0	0	0	0	0	0	0	0	stack
staff	0	0	0	0	0	0	0	0	0	0	personal
stag	0	0	0	0	0	0	0	0	0	0	hjort
stage	0	0	0	0	0	0	0	0	0	0	skede
stagger	0	0	0	0	0	0	0	0	1	0	sprida
staggering	0	0	0	0	0	1	0	0	0	0	förbluffande
stagnant	0	0	0	0	0	1	0	1	0	0	stillastående
stagnation	0	0	0	0	0	0	0	0	0	0	stagnation
staid	0	0	0	0	0	0	0	0	0	0	stadgad
stain	0	0	1	0	0	1	0	0	0	0	fläck
stainless	0	0	0	0	0	0	1	0	0	0	rostfri
stair	0	0	0	0	0	0	0	0	0	0	trappsteg
staircase	0	0	0	0	0	0	0	0	0	0	trappa
stairway	0	0	0	0	0	0	0	0	0	0	trappa
stake	0	0	0	0	0	0	0	0	0	0	insats
stale	0	0	0	0	0	1	0	0	0	0	unken
stalemate	1	0	1	0	0	0	0	0	0	0	dödläge
stalk	0	0	0	1	0	1	0	0	0	0	stjälk
stall	0	0	1	0	0	0	0	0	0	0	bås
stallion	0	0	0	0	0	0	1	0	0	0	hingst
stalls	0	0	0	0	0	0	0	0	0	0	bås
stalwart	0	0	0	0	0	0	1	0	0	0	trogen
stamina	0	0	0	0	0	0	1	0	0	1	uthållighet
stamp	0	0	0	0	0	0	0	0	0	0	stämpel
stand	0	0	0	0	0	0	0	0	0	0	stå
standard	0	0	0	0	0	0	0	0	0	0	standard-
standardize	0	0	0	0	0	0	0	0	0	0	standardisera
standing	0	0	0	0	0	0	1	0	0	0	stående
standoff	1	0	0	1	0	1	0	0	0	0	standoff
standpoint	0	0	0	0	0	0	0	0	0	0	ståndpunkt
standstill	1	0	0	0	0	1	0	0	0	0	stå still
stanza	0	0	0	0	0	0	0	0	0	0	strof
staple	0	0	0	0	0	0	0	0	0	0	häfta
star	0	1	0	0	1	0	1	0	0	1	stjärna
starboard	0	0	0	0	0	0	0	0	0	0	styrbord
starch	0	0	0	0	0	0	0	0	0	0	stärkelse
stare	0	0	0	0	0	0	0	0	0	0	stirra
staring	0	0	0	0	0	1	0	0	0	0	stirrande
stark	0	0	0	0	0	1	0	0	0	1	skarp
starlight	0	0	0	0	0	0	1	0	0	0	stjärnljus
starry	0	1	0	0	1	0	1	0	0	0	stjärnklara
stars	0	0	0	0	0	0	0	0	0	0	stjärnor
start	0	1	0	0	0	0	0	0	0	0	Start
startle	0	0	0	1	0	1	0	0	1	0	skrämma
startling	0	0	0	0	0	0	0	0	1	0	uppseendeväckande
starvation	0	0	0	1	0	1	0	1	0	0	svält
starved	0	0	0	0	0	1	0	0	0	0	utsvulten
starving	0	0	0	0	0	1	0	0	0	0	svältande
state	0	0	0	0	0	0	0	0	0	0	stat
stately	0	0	0	0	0	0	1	0	0	0	ståtlig
statement	0	0	0	0	0	0	1	0	0	1	påstående
stateroom	0	0	0	0	0	0	0	0	0	0	hytt
statesman	0	0	0	0	0	0	0	0	0	0	statsman
static	0	0	0	0	0	0	0	0	0	0	statisk
statics	0	0	0	0	0	0	0	0	0	0	statik
station	0	0	0	0	0	0	0	0	0	0	station
stationary	0	0	0	0	0	1	0	0	0	0	stationär
stationery	0	0	0	0	0	0	0	0	0	0	pappersvaror
statistical	0	0	0	0	0	0	0	0	0	1	statistisk
statistician	0	0	0	0	0	0	0	0	0	0	statistiker
stator	0	0	0	0	0	0	0	0	0	0	stator
statuary	0	0	0	0	0	0	0	0	0	0	skulpturer
statue	0	0	0	0	0	0	1	0	0	0	staty
statuette	0	0	0	0	0	0	0	0	0	0	statyett
stature	0	0	0	0	0	0	0	0	0	0	resning
status	0	0	0	0	0	0	1	0	0	0	status
statute	0	0	0	0	0	0	0	0	0	0	stadga
statutory	0	0	0	0	0	0	0	0	0	0	lagstadgad
staunch	0	0	0	0	0	0	1	0	0	0	pålitlig
stave	0	0	0	0	0	1	0	0	0	0	stav
stay	0	0	0	0	0	0	0	0	0	0	stanna kvar
stayed	0	0	0	0	0	0	0	0	0	0	stannade
stays	0	0	0	0	0	0	0	0	0	0	stannar
stead	0	0	0	0	0	0	0	0	0	0	ställe
steadfast	0	0	0	0	0	0	1	0	0	1	ståndaktig
steady	0	0	0	0	0	0	0	0	1	1	stadig
steal	1	0	0	1	0	1	0	1	0	0	stjäla
stealing	0	0	1	1	0	1	0	0	0	0	stjäla
stealth	0	0	0	0	0	0	0	0	1	0	smygande
stealthily	0	0	0	0	0	0	0	0	1	0	i smyg
stealthy	0	1	0	1	0	1	0	0	1	0	smyg
steamboat	0	0	0	0	0	0	0	0	0	0	ångbåt
steamer	0	0	0	0	0	0	0	0	0	0	ångkokare
steamroller	0	0	0	0	0	0	0	0	0	0	ångvält
steamship	0	0	0	0	0	0	0	0	0	0	ångare
steamy	0	0	0	0	0	0	0	0	0	0	ångande
steel	0	0	0	0	0	0	0	0	0	0	stål
steep	0	0	0	0	0	0	0	0	0	0	brant
steeple	0	0	0	0	0	0	0	0	0	0	torn
steer	0	0	0	0	0	0	0	0	0	0	styra
stellar	0	0	0	0	0	0	1	0	0	0	stjärn-
stem	0	0	0	0	0	0	0	0	0	0	stam
stench	0	0	0	0	0	0	0	0	0	0	stank
stencil	0	0	0	0	0	0	0	0	0	0	stencil
step	0	0	0	0	0	0	0	0	0	0	steg
steppe	0	0	0	0	0	0	0	0	0	0	stäpp
steps	0	0	0	0	0	0	0	0	0	0	steg
stereoscopic	0	0	0	0	0	0	0	0	0	0	stereoskopisk
stereotype	0	0	0	0	0	1	0	0	0	0	stereotyp
stereotyped	0	0	0	0	0	1	0	0	0	0	stereotyp
sterile	0	0	0	0	0	1	0	1	0	0	steril
sterility	0	0	0	0	0	1	0	0	0	0	sterilitet
sterling	1	1	0	0	1	1	1	0	0	1	sterling-
stern	0	0	0	0	0	1	0	0	0	0	akter
stethoscope	0	0	0	0	0	0	0	0	0	0	stetoskop
stew	0	0	0	0	0	0	0	0	0	0	gryta
steward	0	0	0	0	0	0	1	0	0	1	steward
stewardship	0	0	0	0	0	0	0	0	0	0	förvaltarskap
stick	0	0	0	0	0	0	0	0	0	0	pinne
sticking	0	0	0	0	0	0	0	0	0	0	fastnar
sticky	0	0	1	0	0	0	0	0	0	0	klibbig
stiff	0	0	0	0	0	1	0	0	0	0	styv
stiffen	0	0	0	0	0	0	0	0	0	0	stelna
stiffness	0	0	0	0	0	1	0	0	0	0	styvhet
stifle	0	0	0	0	0	1	0	0	0	0	kväva
stifled	1	0	0	1	0	1	0	1	0	0	kvävd
stifling	0	0	0	0	0	0	0	0	0	0	kvalmig
stigma	1	0	1	1	0	1	0	1	0	0	stigma
stile	0	0	0	0	0	0	0	0	0	0	stätta
stiletto	0	0	0	0	0	0	0	0	0	0	stilett
stillborn	0	0	0	0	0	1	0	1	0	0	dödfödd
stillness	0	0	0	1	0	0	1	1	0	0	stillhet
stilts	0	0	0	0	0	0	0	0	0	0	styltor
stimulant	0	0	0	0	0	0	0	0	0	0	stimulerande medel
stimulation	0	0	0	0	0	0	0	0	0	0	stimulering
stimulus	0	0	0	0	0	0	0	0	0	0	stimulans
sting	1	0	0	1	0	1	0	0	0	0	sting
stinging	0	0	0	0	0	1	0	0	0	0	stickande
stingy	1	0	1	1	0	1	0	1	0	0	snål
stink	0	0	1	0	0	1	0	0	0	0	stank
stinking	0	0	1	0	0	1	0	0	0	0	stinkande
stint	0	0	0	1	0	1	0	1	0	0	stint
stipulate	0	0	0	0	0	0	0	0	0	0	föreskriva
stipulation	0	0	0	0	0	0	0	0	0	0	bestämmelse
stir	0	0	0	0	0	0	0	0	0	0	Vispa
stirring	0	0	0	0	0	0	0	0	0	0	omrörning
stitch	0	0	0	0	0	0	0	0	0	0	sy
stock	0	0	0	0	0	0	0	0	0	0	stock
stockbroker	0	0	0	0	0	0	0	0	0	0	fondkommissionär
stocking	0	0	0	0	0	0	0	0	0	0	strumpa
stocks	0	0	0	0	0	1	0	0	0	0	lager
stole	0	0	0	0	0	0	0	0	0	0	stola
stolen	1	0	0	0	0	1	0	0	0	0	stulen
stomach	0	0	1	0	0	0	0	0	0	0	mage
stone	1	0	0	0	0	1	0	0	0	0	sten
stoned	0	0	0	0	0	1	0	0	0	0	urkärnad
stoneware	0	0	0	0	0	0	0	0	0	0	stengods
stony	0	0	0	0	0	0	0	0	0	0	stenig
stool	0	0	0	0	0	0	0	0	0	0	pall
stools	0	0	1	0	0	1	0	0	0	0	avföring
stoop	0	0	0	0	0	0	0	0	0	0	böja sig
stop	0	0	0	0	0	0	0	0	0	0	sluta
stoppage	0	0	0	0	0	1	0	0	0	0	stopp
stopper	0	0	0	0	0	0	0	0	0	0	propp
stopping	0	0	0	0	0	0	0	0	0	0	stoppar
stopwatch	0	0	0	0	0	0	0	0	0	0	stoppur
storage	0	0	0	0	0	0	0	0	0	0	lagring
store	0	1	0	0	0	0	1	0	0	0	Lagra
storehouse	0	0	0	0	0	0	0	0	0	0	magasin
storing	0	0	0	0	0	0	0	0	0	0	lagring
storm	1	0	0	0	0	1	0	0	0	0	storm
storming	1	0	0	0	0	0	0	0	0	0	stormar
stormy	0	0	0	1	0	1	0	0	0	0	stormig
story	0	0	0	0	0	0	0	0	0	0	berättelse
stout	0	0	0	0	0	0	0	0	0	0	stout
stove	0	0	0	0	0	0	0	0	0	0	spis
stow	0	0	0	0	0	0	0	0	0	0	stuva
straddle	0	0	0	0	0	0	0	0	0	0	grensla
straighten	0	0	0	0	0	0	0	0	0	0	räta ut
straightforward	0	0	0	0	0	0	1	0	0	1	enkel
straightway	0	0	0	0	0	0	0	0	0	0	genast
strained	1	0	0	0	0	1	0	0	0	0	spänd
strait	0	0	0	0	0	0	0	0	0	0	sund
straits	0	0	0	1	0	1	0	0	0	0	sund
strand	0	0	0	0	0	0	0	0	0	0	strå
stranded	0	0	0	0	0	1	0	0	0	0	strandsatta
stranger	0	0	0	1	0	1	0	0	0	0	främling
strangle	1	0	1	1	0	1	0	1	1	0	strypa
strap	0	0	0	0	0	0	0	0	0	0	rem
strapping	0	0	0	0	0	0	0	0	0	0	bandning
strata	0	0	0	0	0	0	0	0	0	0	skikt
strategic	0	0	0	0	0	0	1	0	0	0	strategisk
strategist	0	1	0	0	0	0	1	0	0	1	strateg
strategy	0	0	0	0	0	0	0	0	0	0	strategi
stratification	0	0	0	0	0	0	0	0	0	0	stratifiering
stratum	0	0	0	0	0	0	0	0	0	0	skikt
stratus	0	0	0	0	0	0	0	0	0	0	stratus
straw	0	0	0	0	0	0	0	0	0	0	sugrör
stray	0	0	0	0	0	1	0	0	0	0	herrelös
streak	0	0	0	0	0	0	0	0	0	0	strimma
streaked	0	0	0	0	0	0	0	0	0	0	strimmig
stream	0	0	0	0	0	0	0	0	0	0	ström
streamer	0	0	0	0	0	0	0	0	0	0	banderoll
streaming	0	0	0	0	0	0	0	0	0	0	strömning
street	0	0	0	0	0	0	0	0	0	0	gata
strength	0	0	0	0	0	0	1	0	0	1	styrka
strengthen	0	0	0	0	0	0	1	0	0	0	stärka
strengthening	0	0	0	0	1	0	1	0	0	1	förstärkning
strenuous	0	0	0	0	0	0	0	0	0	0	ansträngande
stress	0	0	0	0	0	1	0	0	0	0	påfrestning
stretch	0	0	0	0	0	0	0	0	0	0	sträcka
stretcher	0	0	0	1	0	0	0	1	0	0	bår
stricken	0	0	0	0	0	0	0	1	0	0	drabbad
stride	0	0	0	0	0	0	0	0	0	0	kliva
strife	1	0	0	0	0	1	0	0	0	0	kiv
strike	1	0	0	0	0	1	0	0	0	0	strejk
striking	0	0	0	0	0	0	1	0	0	0	slående
strikingly	0	0	0	0	0	0	1	0	0	0	slående
string	0	0	0	0	0	0	0	0	0	0	sträng
stringy	0	0	0	0	0	0	0	0	0	0	trådig
strip	0	0	0	0	0	1	0	1	0	0	remsa
stripe	0	0	0	0	0	1	0	0	0	0	rand
stripped	1	1	1	1	0	1	0	1	0	0	avskalad
strive	0	1	0	0	0	0	0	0	0	0	sträva
strobe	0	0	0	0	0	0	0	0	0	0	Blixt
stroke	0	0	0	1	0	1	0	1	0	0	stroke
stroll	0	0	0	0	0	0	0	0	0	0	promenad
stronghold	0	0	0	0	0	0	0	0	0	0	fäste
strongly	0	0	0	0	0	0	1	0	0	0	starkt
structural	0	0	0	0	0	0	0	0	0	1	strukturell
structure	0	0	0	0	0	0	1	0	0	1	strukturera
struggle	1	0	0	1	0	1	0	1	0	0	kamp
strut	0	0	0	0	0	1	0	0	0	0	stag
stubble	0	0	0	0	0	0	0	0	0	0	stubb
stubbornness	0	0	0	0	0	0	0	0	0	0	envishet
stubby	0	0	0	0	0	0	0	0	0	0	kort och tjock
stucco	0	0	0	0	0	0	0	0	0	0	stuck
stuck	0	0	0	0	0	0	0	0	0	0	fastnat
stud	0	0	0	0	0	0	1	0	0	0	hingst
studded	0	0	0	0	0	0	0	0	0	0	dubbade
student	0	0	0	0	0	0	0	0	0	0	studerande
studied	0	0	0	0	0	0	0	0	0	0	studerat
studio	0	0	0	0	0	0	0	0	0	0	studio
study	0	0	0	0	0	0	1	0	0	0	studie
stuff	0	0	0	0	0	0	0	0	0	0	grejer
stuffing	0	0	0	0	0	0	0	0	0	0	fyllning
stuffy	0	0	0	0	0	1	0	0	0	0	tilltäppt
stumble	0	0	0	0	0	1	0	0	0	0	snubbla
stump	0	0	0	0	0	0	0	0	0	0	stubbe
stunned	0	0	0	1	0	1	0	0	1	0	bedövad
stunt	0	0	0	0	0	0	0	0	0	0	hämma
stunted	0	0	0	0	0	1	0	0	0	0	förkrympt
stupendous	0	0	0	0	0	0	0	0	0	0	förbluffande
stupid	0	0	0	0	0	1	0	0	0	0	korkad
stupidity	0	0	0	0	0	1	0	0	0	0	dumhet
stupor	0	0	0	0	0	1	0	0	0	0	dvala
sturdy	0	0	0	0	0	0	1	0	0	0	kraftig
sturgeon	0	0	0	0	0	0	0	0	0	0	stör
stutter	0	0	0	0	0	0	0	0	0	0	stamma
sty	0	0	1	0	0	1	0	0	0	0	vagel
style	0	0	0	0	0	0	0	0	0	0	stil
stylish	0	0	0	0	0	0	0	0	0	0	snygg
subatomic	0	0	0	0	0	0	0	0	0	0	subatomär
subcommittee	0	0	0	0	0	0	0	0	0	0	underkommitté
subconscious	0	0	0	0	0	0	0	0	0	0	undermedvetna
subcutaneous	0	0	0	0	0	0	0	0	0	0	subkutan
subdivide	0	0	0	0	0	0	0	0	0	0	dela upp
subdivision	0	0	0	0	0	0	0	0	0	0	underavdelning
subduction	0	0	0	0	0	0	0	0	0	0	subduktion
subdue	0	0	0	0	0	1	0	0	0	0	dämpa
subdued	0	0	0	0	0	0	0	0	0	0	dämpad
subito	0	0	0	0	0	0	0	0	1	0	subito
subject	0	0	0	0	0	1	0	0	0	0	ämne
subjected	0	0	0	0	0	1	0	1	0	0	utsätts
subjection	0	0	0	0	0	1	0	0	0	0	underkastelse
subjective	0	0	0	0	0	0	0	0	0	0	subjektiv
subjugation	1	0	1	1	0	1	0	1	0	0	underkastelse
sublimation	0	0	0	0	1	0	1	0	0	0	sublimering
subliminal	0	0	0	0	0	0	0	0	0	0	subliminal
submarine	0	0	0	0	0	0	0	0	0	0	u-båt
submerged	0	0	0	0	0	0	0	0	0	0	nedsänkt
submersible	0	0	0	0	0	0	0	0	0	0	dränkbar
submission	0	0	0	0	0	0	0	0	0	0	underkastelse
submit	0	1	0	0	0	0	0	0	0	0	Skicka in
subordinate	0	0	0	1	0	1	0	0	0	0	underlydande
subordination	0	0	0	0	0	0	0	0	0	0	underordning
subplot	0	0	0	0	0	0	0	0	0	0	subplot
subpoena	0	0	0	0	0	1	0	0	0	0	stämning
subscribe	0	1	0	0	0	0	0	0	0	0	prenumerera
subscription	0	0	0	0	0	0	0	0	0	0	prenumeration
subsequence	0	0	0	0	0	0	0	0	0	0	efterföljande
subsequent	0	0	0	0	0	0	0	0	0	0	senare
subsequently	0	0	0	0	0	0	0	0	0	0	senare
subset	0	0	0	0	0	0	0	0	0	0	delmängd
subside	0	0	0	0	0	0	0	0	0	0	avta
subsidence	0	0	0	0	0	1	0	1	0	0	sättningar
subsidiary	0	0	0	0	0	0	0	0	0	0	dotterföretag
subsidize	0	0	0	0	0	0	0	0	0	0	subventionera
subsidy	1	0	1	0	0	1	0	0	0	0	bidrag
subsist	0	0	0	0	0	1	0	0	0	0	existera
subsistence	0	0	0	0	0	0	0	0	0	0	uppehälle
subsoil	0	0	0	0	0	0	0	0	0	0	alv
substance	0	0	0	0	0	0	1	0	0	0	ämne
substantially	0	0	0	0	0	0	0	0	0	0	väsentligen
substantiate	0	0	0	0	0	0	0	0	0	1	dokumentera
substantive	0	0	0	0	0	0	1	0	0	0	innehållsmässigt
substitute	0	0	0	0	0	0	0	0	0	0	ersättning
substituted	0	0	0	0	0	0	0	0	0	0	ersatt
substitution	0	0	0	0	0	0	0	0	0	0	utbyte
substructure	0	0	0	0	0	0	0	0	0	0	underbyggnad
subterranean	0	0	0	0	0	0	0	0	0	0	underjordiska
subtle	0	0	0	0	0	0	0	0	0	0	subtil
subtlety	0	0	0	0	0	0	0	0	0	0	subtilitet
subtract	0	0	0	0	0	1	0	0	0	0	subtrahera
subtraction	0	0	0	0	0	0	0	0	0	0	subtraktion
subtype	0	0	0	0	0	0	0	0	0	0	undertyp
suburb	0	0	0	0	0	0	0	0	0	0	förort
suburban	0	0	0	0	0	0	0	0	0	0	förorts
suburbs	0	0	0	0	0	0	0	0	0	0	förorter
subversion	1	0	0	1	0	1	0	0	0	0	omstörtning
