English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Bulgarian Word
rota	0	0	0	0	0	0	1	0	0	1	рота
rotary	0	0	0	0	0	0	0	0	0	0	ротационен
rotate	0	0	0	0	0	0	0	0	0	0	завъртане
rotation	0	0	0	0	0	0	0	0	0	0	завъртане
rote	0	0	0	0	0	0	0	0	0	0	наизуст
rotor	0	0	0	0	0	0	0	0	0	0	ротор
rotting	0	0	1	0	0	1	0	0	0	0	Гниещ
rouge	0	0	0	0	0	0	0	0	0	0	руж
rough	0	0	0	0	0	0	0	0	0	0	груб
roughly	0	0	0	0	0	0	0	0	0	0	приблизително
roughness	0	0	0	0	0	1	0	0	0	0	грапавост
roulette	0	1	0	0	0	0	0	0	0	0	рулетка
round	0	0	0	0	0	0	0	0	0	0	кръгъл
roundabout	0	0	0	0	0	0	0	0	0	0	кръгово кръстовище
rounded	0	0	0	0	0	0	0	0	0	0	заоблени
roundup	0	0	0	0	0	0	0	0	0	0	закръглям
rouse	0	0	0	0	0	0	0	0	0	0	събуждам
rouser	0	0	0	0	0	0	0	0	0	0	будител
rousing	0	0	0	0	0	0	0	0	0	0	възбуждащ
rout	0	0	0	0	0	1	0	0	0	0	разгром
route	0	0	0	0	0	0	0	0	0	0	маршрут
routine	0	0	0	0	0	0	1	0	0	1	рутина
rover	0	0	0	0	0	0	0	0	0	0	марсоход
roving	0	0	0	0	0	0	0	0	0	0	скитане
row	1	0	0	0	0	1	0	0	0	0	ред
rowdy	0	0	0	0	0	1	0	0	0	0	шумен
royal	0	0	0	0	0	0	0	0	0	0	кралски
royalty	0	0	0	0	0	0	1	0	0	0	кралски особи
rub	0	0	0	0	0	0	0	0	0	0	търкайте
rubber	0	0	0	0	0	0	0	0	0	0	каучук
rubbers	0	0	0	0	0	0	0	0	0	0	каучуци
rubbing	0	0	0	0	0	0	0	0	0	0	триене
rubbish	0	0	1	0	0	1	0	0	0	0	боклуци
rubble	0	0	0	1	0	1	0	1	0	0	развалини
rubric	0	0	0	0	0	0	1	0	0	0	рубрика
ruby	0	0	0	0	0	0	0	0	0	0	рубин
rudder	0	0	0	0	0	0	0	0	0	0	кормило
ruddy	0	0	0	0	0	0	0	0	0	0	румен
rudimentary	0	0	0	0	0	0	0	0	0	0	елементарен
rudiments	0	0	0	0	0	0	0	0	0	0	рудименти
rue	0	0	0	0	0	1	0	1	0	0	рута
ruff	0	0	0	0	0	0	0	0	0	0	ръф
ruffle	0	0	0	0	0	1	0	0	0	0	разрошвам
rug	0	0	0	0	0	0	0	0	0	0	килим
rugged	0	0	0	0	0	1	0	0	0	0	здрав
ruin	0	0	0	1	0	1	0	1	0	0	разруха
ruined	1	0	1	1	0	1	0	1	0	0	съсипан
ruinous	1	0	1	1	0	1	0	1	0	0	съсипващ
ruins	0	0	0	0	0	0	0	0	0	0	руини
rule	0	0	0	1	0	0	0	0	0	1	правило
ruler	0	0	0	0	0	0	0	0	0	0	владетел
ruling	0	0	0	0	0	0	0	0	0	0	управляващ
rum	0	0	0	0	0	0	0	0	0	0	ром
rumble	0	0	0	0	0	0	0	0	0	0	тътен
rummage	0	0	0	0	0	0	0	0	0	0	ровя
rumor	0	0	0	0	0	1	0	1	0	0	слух
rumored	0	0	0	0	0	0	0	0	0	0	слухове
rump	0	0	0	0	0	0	0	0	0	0	задница
runaway	0	0	0	0	0	1	0	1	0	0	избягал
runes	0	0	0	0	0	0	0	0	0	0	руни
rung	0	0	0	0	0	0	0	0	0	0	стъпало
runner	0	0	0	0	0	0	0	0	0	0	бегач
running	0	0	0	0	0	0	0	0	0	0	бягане
runway	0	0	0	0	0	0	0	0	0	0	самолетна писта
rupture	0	0	0	1	0	1	0	1	1	0	разкъсване
rural	0	0	0	0	0	0	0	0	0	0	селски
ruse	0	0	0	0	0	1	0	0	0	0	хитрост
rush	0	0	0	0	0	0	0	0	0	0	втурвам се
rust	0	0	0	0	0	1	0	0	0	0	ръжда
rustic	0	0	0	0	0	0	0	0	0	0	селски
rustle	0	0	0	0	0	0	0	0	0	0	шумолене
rusty	0	0	0	0	0	1	0	0	0	0	ръждив
rut	0	0	0	0	0	0	0	0	0	0	коловоз
ruth	0	0	0	0	0	0	1	0	0	0	рут
ruthless	1	0	1	1	0	1	0	0	0	0	безмилостен
rye	0	0	0	0	0	0	0	0	0	0	ръж
saber	1	0	0	1	0	1	0	0	0	0	сабя
sable	0	0	0	0	0	0	0	0	0	0	самур
sabotage	1	0	1	1	0	1	0	1	1	0	саботаж
sac	0	0	0	0	0	0	0	0	0	0	торбичка
sack	0	0	0	0	0	0	0	0	0	0	чувал
sacrament	0	0	0	0	0	0	0	0	0	0	тайнство
sacred	0	0	0	0	0	0	0	0	0	0	свещен
sacrifices	0	0	1	1	0	1	0	1	0	0	жертви
saddle	0	0	0	0	0	0	0	0	0	0	седло
sadly	0	0	0	0	0	1	0	1	0	0	тъжно
sadness	0	0	0	0	0	1	0	1	0	1	тъга
safe	0	0	0	0	1	0	1	0	0	1	безопасно
safeguard	0	0	0	0	0	0	1	0	0	1	запазване
safekeeping	0	0	0	0	0	0	0	0	0	1	съхранение
safety	0	0	0	0	0	0	0	0	0	0	безопасност
saffron	0	0	0	0	0	0	0	0	0	0	шафран
sag	0	0	0	1	0	1	0	0	0	0	провисвам
saga	0	0	0	0	0	0	0	0	0	0	сага
sage	0	0	0	0	0	0	1	0	0	1	мъдрец
sail	0	0	0	0	0	0	0	0	0	0	плавам
sailing	0	0	0	0	0	0	0	0	0	0	ветроходство
sailor	0	0	0	0	0	0	0	0	0	0	моряк
saint	0	1	0	0	1	0	1	0	1	1	светец
saintly	0	1	0	0	1	0	1	0	1	1	светец
salad	0	0	0	0	0	0	0	0	0	0	салата
salamander	0	0	0	0	0	0	0	0	0	0	саламандър
salary	0	1	0	0	1	0	1	0	0	1	заплата
sale	0	0	0	0	0	0	0	0	0	0	продажба
salesman	0	0	0	0	0	0	0	0	0	0	продавач
salient	0	0	0	0	0	0	1	0	0	0	изявен
saline	0	0	0	0	0	0	0	0	0	0	физиологичен разтвор
saliva	0	1	0	0	0	0	0	0	0	0	слюнка
sally	0	0	0	0	0	0	0	0	1	0	сали
salon	0	0	0	0	0	0	0	0	0	0	салон
saloon	1	0	0	0	0	0	0	0	0	0	салон
salt	0	0	0	0	0	0	0	0	0	0	сол
salty	0	0	0	0	0	0	0	0	0	0	солено
salutary	0	0	0	0	1	0	1	0	0	1	оздравително
salutation	0	0	0	0	0	0	0	0	0	0	поздрав
salute	0	0	0	0	1	0	1	0	0	0	поздрав
salvage	0	0	0	0	0	0	0	0	0	0	спасяване
salvation	0	1	0	0	1	0	1	0	0	1	спасение
salve	0	0	0	0	0	0	1	0	0	0	мехлем
samba	0	0	0	0	0	0	0	0	0	0	самба
sameness	0	0	0	0	0	0	0	0	0	0	еднаквост
samurai	0	0	0	1	0	0	1	0	0	0	самурай
sanctification	0	0	0	0	1	0	1	0	0	1	освещаване
sanctified	0	0	0	0	0	0	0	0	0	0	осветени
sanctify	0	1	0	0	1	0	1	1	1	1	освещавам
sanction	0	0	0	0	0	0	0	0	0	0	санкция
sanctioned	0	0	0	0	0	0	0	0	0	0	санкциониран
sanctity	0	0	0	0	0	0	0	0	0	0	святост
sanctuary	0	1	0	0	1	0	1	0	0	1	светилище
sand	0	0	0	0	0	0	0	0	0	0	пясък
sandal	0	0	0	0	0	0	0	0	0	0	сандал
sander	0	0	0	0	0	0	0	0	0	0	шлайфмашина
sands	0	0	0	0	0	0	0	0	0	0	пясъци
sandy	0	0	0	0	0	0	0	0	0	0	пясъчен
sane	0	0	0	0	0	0	0	0	0	0	разумен
sanguine	0	0	0	0	0	0	1	0	0	0	сангвиник
sanitary	0	0	0	0	0	0	1	0	0	0	санитарен
sanity	0	0	0	0	0	0	0	0	0	0	здравия разум
sans	0	0	0	0	0	0	0	0	0	0	без
sap	0	0	0	0	0	1	0	1	0	0	сок
sapphire	0	0	0	0	0	0	0	0	0	0	сапфир
sappy	0	0	0	0	0	0	0	0	0	1	сочен
sarcasm	1	0	1	0	0	1	0	1	0	0	сарказъм
sarcoma	0	0	0	1	0	1	0	1	0	0	саркома
sardonic	0	0	0	0	0	1	0	0	0	0	сардоничен
sash	0	0	0	0	0	0	0	0	0	0	крило
satanic	1	0	0	0	0	1	0	0	0	0	сатанински
satchel	0	0	0	0	0	0	0	0	0	0	чанта
sate	0	0	0	0	0	0	0	0	0	0	засищам
satellite	0	0	0	0	0	0	0	0	0	0	сателит
satin	0	0	0	0	0	0	1	0	0	0	сатен
satire	0	0	0	0	0	0	0	0	0	0	сатира
satirical	0	0	0	0	0	0	0	0	0	0	сатиричен
satisfaction	0	0	0	0	0	0	0	0	0	0	удовлетворение
satisfactorily	0	0	0	0	0	0	1	0	0	0	задоволително
satisfied	0	0	0	0	1	0	1	0	0	0	удовлетворен
saturate	0	0	0	0	0	0	0	0	0	0	насищам
saturated	0	0	1	0	0	1	0	0	0	0	наситен
saturation	0	0	0	0	0	0	0	0	0	0	насищане
sauce	0	0	0	0	0	0	0	0	0	0	сос
saucepan	0	0	0	0	0	0	0	0	0	0	тенджера
saucer	0	0	0	0	0	0	0	0	0	0	чинийка
saucy	0	0	0	0	0	0	0	0	0	0	дързък
sauerkraut	0	0	0	0	0	0	0	0	0	0	кисело зеле
sauna	0	0	0	0	0	0	0	0	0	0	сауна
savage	1	0	0	1	0	1	0	0	0	0	дивак
savagery	1	0	0	1	0	1	0	0	0	0	диващина
savanna	0	0	0	0	0	0	0	0	0	0	савана
save	0	0	0	0	1	0	1	0	0	1	спаси
saving	0	0	0	0	0	0	0	0	0	0	спестяване
savings	0	0	0	0	0	0	1	0	0	0	спестявания
savor	0	1	1	0	1	0	1	1	0	1	вкусвам
savory	0	0	0	0	0	0	1	0	0	0	чубрица
savvy	0	0	0	0	0	0	1	0	0	0	разбираем
sawdust	0	0	0	0	0	0	0	0	0	0	дървени стърготини
sax	0	0	0	0	0	0	0	0	0	0	саксофон
saxophone	0	0	0	0	0	0	0	0	0	0	саксофон
scab	0	0	0	0	0	1	0	0	0	0	краста
scabbard	0	0	0	0	0	0	0	0	0	0	ножница
scaffold	0	0	0	1	0	1	0	0	0	0	скеле
scaffolding	0	0	0	0	0	0	0	0	0	0	скеле
scale	0	0	0	0	0	0	0	0	0	0	мащаб
scales	0	0	0	0	0	0	0	0	0	0	везни
scallop	0	0	0	0	0	0	0	0	0	0	мида
scalp	0	0	0	0	0	0	0	0	0	0	скалп
scalpel	0	0	0	1	0	1	0	0	0	0	скалпел
scaly	0	0	0	0	0	1	0	0	0	0	люспест
scan	0	0	0	0	0	0	0	0	0	0	сканиране
scandal	0	0	0	1	0	1	0	0	0	0	скандал
scandalous	1	0	0	0	0	1	0	0	0	0	скандално
scanty	0	0	0	0	0	1	0	0	0	0	оскъден
scape	0	0	0	0	0	0	0	0	0	0	пейзаж
scapegoat	1	0	0	1	0	1	0	0	0	0	изкупителна жертва
scar	1	0	1	1	0	1	0	1	0	0	белег
scarab	0	0	0	0	0	0	0	0	0	0	скарабей
scarce	0	0	0	1	0	1	0	1	0	0	оскъден
scarcely	0	0	0	0	0	1	0	1	0	0	едва ли
scarcity	1	0	0	1	0	1	0	1	0	0	недостиг
scare	1	1	0	1	0	1	0	0	1	0	плаша
scarecrow	0	0	0	1	0	1	1	0	0	0	плашило
scarf	0	0	0	0	0	0	0	0	0	0	шал
scarlet	0	0	0	0	0	0	0	0	0	0	червен цвят
scatter	0	0	0	0	0	0	0	0	0	0	разпръсквам
scattered	0	0	0	0	0	0	0	0	0	0	разпръснати
scattering	0	0	0	0	0	0	0	0	0	0	разсейване
scavenger	0	0	0	0	0	1	0	0	0	0	чистач
scene	0	0	0	0	0	0	0	0	0	0	сцена
scenery	0	0	0	0	0	0	0	0	0	0	пейзаж
scenic	0	0	0	0	0	0	0	0	0	0	живописен
scent	0	0	0	0	0	0	0	0	0	0	аромат
sceptical	0	0	0	0	0	0	0	0	0	1	скептичен
scepticism	0	0	0	0	0	0	0	0	0	0	скептицизъм
schematic	0	0	0	0	0	0	0	0	0	0	схематичен
scheme	0	0	0	0	0	1	0	0	0	0	схема
schism	1	0	0	0	0	1	0	0	0	0	разкол
schizophrenia	1	0	1	1	0	1	0	1	0	0	шизофрения
scholar	0	0	0	0	0	0	1	0	0	0	учен
scholarly	0	0	0	0	0	0	0	0	0	0	научен
scholarship	0	0	0	0	1	0	1	0	0	0	стипендия
school	0	0	0	0	0	0	0	0	0	1	училище
schoolboy	0	0	0	0	0	0	0	0	0	0	ученик
schooling	0	0	0	0	0	0	0	0	0	0	училищно обучение
schoolmaster	0	0	0	0	0	0	0	0	0	0	учител
schooner	0	0	0	0	0	0	0	0	0	0	шхуна
sciatica	0	0	0	0	0	1	0	0	0	0	ишиас
science	0	0	0	0	0	0	0	0	0	0	наука
scientific	0	0	0	0	0	0	1	0	0	1	научен
scientist	0	1	0	0	0	0	1	0	0	1	учен
scintilla	0	0	0	0	0	0	1	0	0	0	сцинтила
scintillation	0	0	0	0	0	0	0	0	0	0	сцинтилация
scintillator	0	0	0	0	0	0	0	0	0	0	сцинтилатор
scion	0	0	0	0	0	0	0	0	0	0	издънка
scissors	0	0	0	0	0	0	0	0	0	0	ножица
scoff	1	0	1	0	0	1	0	0	0	0	присмивам се
scold	1	0	1	1	0	1	0	1	0	0	карам се
scolding	1	0	0	0	0	1	0	0	0	0	мъмрене
scoop	0	0	0	0	0	0	0	0	0	0	лъжичка
scope	0	0	0	0	0	0	0	0	0	0	обхват
scorching	1	0	0	0	0	1	0	0	0	0	изгарящ
score	0	1	0	0	1	0	1	0	1	0	резултат
scores	0	0	0	0	0	0	0	0	0	0	резултати
scorn	1	0	0	0	0	1	0	0	0	0	презрение
scorpion	1	0	1	1	0	1	0	0	1	0	скорпион
scotch	0	0	0	0	0	1	0	0	0	0	скоч
scoundrel	1	0	1	1	0	1	0	0	0	1	негодник
scour	0	0	0	0	0	0	0	0	0	0	изтърквам
scourge	1	0	0	1	0	1	0	1	0	0	бич
scout	0	0	0	0	0	0	0	0	0	0	разузнавач
scrabble	0	0	0	0	0	0	0	0	0	0	драскане
scramble	0	0	0	0	0	0	0	0	0	0	боричкане
scrambling	0	0	0	0	0	1	0	0	0	0	разбъркване
scrape	0	0	0	0	0	0	0	0	0	0	изстъргвам
scrapie	1	0	0	1	0	1	0	1	0	0	скрейпи
scraping	0	0	0	0	0	0	0	0	0	0	остъргване
scratch	0	0	0	0	0	0	0	0	0	0	драскотина
scream	1	0	1	1	0	1	0	0	1	0	вик
screaming	1	0	1	1	0	1	0	0	0	0	крещене
screech	0	0	0	1	0	1	0	0	1	0	писък
screen	0	0	0	0	0	0	0	0	0	0	екран
screwdriver	0	0	0	0	0	0	0	0	0	0	отвертка
screwed	1	0	0	0	0	1	0	0	0	0	прецакан
scribble	0	0	0	0	0	0	0	0	0	0	драскам
scribe	0	0	0	0	0	0	1	0	0	0	писар
scrimmage	0	0	0	0	0	1	0	0	1	0	битка
scrip	0	0	0	0	0	0	0	0	0	0	скрап
script	0	0	0	0	0	0	1	0	0	0	сценарий
scriptural	0	0	0	0	0	0	0	0	0	0	библейски
scripture	0	0	0	0	0	0	0	0	0	1	писание
scroll	0	0	0	0	0	0	0	0	0	0	превъртане
scrub	0	0	1	0	0	1	0	0	0	0	скраб
scrumptious	0	0	0	0	0	0	1	0	0	0	вкусно
scrupulous	0	0	0	0	0	0	0	0	0	0	скрупулен
scrutinize	0	1	0	0	0	1	0	0	0	0	разглеждам внимателно
scrutiny	0	0	0	0	0	1	0	0	0	0	проверка
sculptor	0	0	0	0	0	0	0	0	0	0	скулптор
sculpture	0	0	0	0	0	0	1	0	0	0	скулптура
sculptured	0	0	0	0	0	0	0	0	0	0	изваян
scum	0	0	1	0	0	1	0	0	0	0	измет
sea	0	0	0	0	0	0	1	0	0	0	море
seaboard	0	0	0	0	0	0	0	0	0	0	морски бряг
seal	0	0	0	0	0	0	1	0	0	1	тюлен
seals	0	0	0	0	0	0	0	0	0	1	уплътнения
seam	0	0	0	0	0	0	0	0	0	0	шев
seaman	0	0	0	0	0	0	0	0	0	0	моряк
seamless	0	0	0	0	0	0	0	0	0	0	безпроблемно
seamstress	0	0	0	0	0	0	0	0	0	0	шивачка
seaport	0	0	0	0	0	0	0	0	0	0	морско пристанище
sear	0	0	0	0	0	1	0	0	0	0	изпържете
search	0	0	0	0	0	0	0	0	0	0	Търсене
searching	0	0	0	0	0	0	0	0	0	0	търсене
seared	0	0	0	0	0	0	0	0	0	0	изпечен
seaside	0	0	0	0	0	0	0	0	0	0	морски бряг
season	0	0	0	0	0	0	0	0	0	0	сезон
seasoned	0	0	0	0	0	0	1	0	0	0	подправено
seasoning	0	0	0	0	0	0	0	0	0	0	подправка
seat	0	0	0	0	0	0	0	0	0	0	седалка
secession	0	0	0	0	0	1	0	0	0	0	отцепване
secluded	0	0	0	0	0	1	0	1	0	0	уединен
seclusion	0	0	0	1	0	1	1	0	0	0	уединение
secondary	0	0	0	0	0	0	0	0	0	0	втори
secondhand	0	0	0	0	0	1	0	0	0	0	втора ръка
secrecy	0	0	0	0	0	0	0	0	1	1	тайна
secret	0	0	0	0	0	0	0	0	0	1	тайна
secretariat	0	0	0	0	0	0	1	0	0	0	секретариат
secretary	0	0	0	0	0	0	0	0	0	0	секретар
secrete	0	0	1	0	0	0	0	0	0	0	секретирам
secretion	0	0	1	0	0	1	0	0	0	0	секреция
secretive	0	0	0	0	0	1	0	0	0	0	потаен
secretly	0	0	0	0	0	0	0	0	0	0	тайно
sect	0	0	0	0	0	0	0	0	0	0	секта
sectarian	1	0	0	1	0	1	0	0	0	0	сектантски
sectional	0	0	0	0	0	0	0	0	0	0	секционен
sector	0	0	0	0	0	0	0	0	0	0	сектор
secular	0	1	0	0	0	0	0	0	0	0	светски
secularism	0	0	0	0	0	0	0	0	0	0	секуларизъм
securities	0	0	0	0	0	0	0	0	0	1	ценни книжа
security	0	0	0	0	0	0	0	0	0	0	сигурност
sedan	0	0	0	0	0	0	0	0	0	0	седан
sedate	0	0	0	0	0	0	0	0	0	0	успокоен
sedative	0	0	0	0	0	0	0	0	0	0	успокоително
sedentary	0	0	0	0	0	0	0	0	0	0	заседнал
sedge	0	0	0	0	0	0	0	0	0	0	острица
sediment	0	0	0	0	0	0	0	0	0	0	утайка
sedimentary	0	0	0	0	0	0	0	0	0	0	седиментен
sedition	1	0	0	0	0	1	0	1	0	0	бунт
seduce	0	0	0	0	0	1	0	0	0	0	съблазнявам
seducing	0	0	0	0	0	0	0	0	0	0	съблазняващ
seduction	0	0	0	0	0	1	0	0	0	0	съблазняване
seductive	0	1	0	0	0	0	0	0	0	0	съблазнителен
seed	0	0	0	0	0	0	0	0	0	0	семе
seedling	0	0	0	0	0	0	0	0	0	0	разсад
seek	0	1	0	0	0	0	0	0	0	0	търси
seeker	0	0	0	0	0	0	0	0	0	0	търсач
seemingly	0	0	0	0	0	0	0	0	0	0	привидно
seer	0	0	0	0	0	0	0	0	0	0	гледач
seething	0	0	0	0	0	0	0	0	0	0	кипящ
segment	0	0	0	0	0	0	0	0	0	0	сегмент
segregate	1	0	1	0	0	1	0	1	0	0	отделят се
segregated	0	0	0	0	0	1	0	0	0	0	сегрегиран
segregation	0	0	0	0	0	0	0	0	0	0	сегрегация
seize	0	0	0	1	0	1	0	0	0	0	изземвам
seizure	0	0	0	1	0	0	0	0	0	0	припадък
seldom	0	0	0	0	0	0	0	0	0	0	рядко
select	0	0	0	0	0	0	0	0	0	0	изберете
selection	0	0	0	0	0	0	0	0	0	0	селекция
selfish	1	0	1	0	0	1	0	0	0	0	егоистичен
selfishness	0	0	0	0	0	1	0	0	0	0	егоизъм
sell	0	0	0	0	0	0	0	0	0	0	продавам
seller	0	0	0	0	0	0	0	0	0	0	продавач
semaphore	0	0	0	0	0	0	0	0	0	0	семафор
semblance	0	0	0	0	0	0	0	0	0	0	подобие
semen	0	0	0	0	0	0	0	0	0	0	сперма
semicolon	0	0	0	0	0	0	0	0	0	0	точка и запетая
seminal	0	0	0	0	0	0	0	0	0	0	семенна
seminar	0	0	0	0	0	0	0	0	0	0	семинар
seminary	0	0	0	0	0	0	0	0	0	0	семинария
semiotics	0	0	0	0	0	0	0	0	0	0	семиотика
senate	0	0	0	0	0	0	0	0	0	1	сенат
senator	0	0	0	0	0	0	0	0	0	0	сенатор
send	0	0	0	0	0	0	0	0	0	0	изпрати
senescence	0	0	0	0	0	0	0	0	0	0	стареене
senile	0	0	0	1	0	1	0	1	0	0	сенилен
senior	0	0	0	0	0	0	0	0	0	0	Старши
seniority	0	0	0	0	0	0	1	0	0	1	старшинство
sensation	0	0	0	0	0	0	0	0	0	0	усещане
sensational	0	0	0	0	1	0	1	0	0	0	сензационно
sense	0	0	0	0	0	0	1	0	0	0	смисъл
senseless	1	0	1	1	0	1	0	1	1	0	безсмислен
senses	0	0	0	0	0	0	0	0	0	0	сетивата
sensibility	0	0	0	0	0	0	1	0	0	0	чувствителност
sensibly	0	0	0	0	0	0	1	0	0	0	разумно
sensitive	0	0	0	0	0	0	0	0	0	0	чувствителен
sensory	0	0	0	0	0	0	0	0	0	0	сензорни
sensual	0	1	0	0	1	1	1	0	1	1	чувствен
sensuality	0	1	0	0	1	0	1	0	0	0	чувственост
sensuous	0	0	0	0	1	0	1	0	0	0	чувствен
sentence	1	1	1	1	0	1	0	1	0	0	изречение
sentient	0	0	0	0	0	0	0	0	0	0	съзнателен
sentiment	0	0	0	0	0	0	0	0	0	0	настроения
sentimental	0	0	0	0	0	0	1	0	0	0	сантиментален
sentimentality	0	0	0	0	0	0	1	0	0	0	сантименталност
sentinel	0	0	0	0	0	0	1	0	0	1	стражник
sentry	0	0	0	0	0	0	0	0	0	1	караул
separable	0	0	0	0	0	0	0	0	0	0	разделим
separate	0	0	0	0	0	0	0	0	0	0	отделно
separately	0	0	0	0	0	0	0	0	0	0	отделно
separation	0	0	0	0	0	0	0	0	0	0	раздяла
separatist	1	0	1	0	0	1	0	0	0	0	сепаратист
sepia	0	0	0	0	0	0	0	0	0	0	сепия
sepsis	0	0	0	1	0	1	0	1	0	0	сепсис
sept	0	0	0	0	0	0	0	0	0	0	септ
septic	0	0	1	0	0	1	0	0	0	0	септичен
septum	0	0	0	0	0	0	0	0	0	0	преграда
sequel	0	1	0	0	0	0	0	0	0	0	продължение
sequence	0	0	0	0	0	0	0	0	0	0	последователност
sequent	0	0	0	0	0	0	0	0	0	0	последователен
sequestered	0	0	0	0	0	0	0	0	0	0	секвестиран
sequestration	0	0	0	0	0	1	0	1	0	0	секвестиране
serene	0	0	0	0	0	1	0	0	0	1	спокоен
serenity	0	1	0	0	1	0	1	0	0	1	спокойствие
sergeant	0	0	0	0	0	0	0	0	0	0	сержант
serial	0	1	0	0	0	0	0	0	0	0	сериен
series	0	0	0	0	0	0	0	0	0	1	серия
serif	0	0	0	0	0	0	0	0	0	0	сериф
seriousness	0	0	0	1	0	0	0	1	0	0	сериозност
sermon	0	0	0	0	0	0	1	0	0	1	проповед
serpent	0	0	1	1	0	1	0	0	0	0	змия
serpentine	0	0	0	0	0	0	0	0	0	0	змиевиден
serrated	0	0	0	0	0	0	0	0	0	0	назъбени
serum	0	0	0	0	0	0	1	0	0	0	серум
servant	0	0	0	0	0	1	0	0	0	1	слуга
serve	0	0	0	0	0	1	0	0	0	1	сервирам
service	0	0	0	0	0	0	0	0	0	0	обслужване
serviceable	0	0	0	0	0	0	0	0	0	0	обслужваем
servile	0	0	1	1	0	1	0	1	0	0	сервилен
servitude	0	0	0	0	0	1	0	0	0	0	сервитут
sess	0	0	0	0	0	0	0	0	0	0	сес
session	0	0	0	0	0	0	0	0	0	0	сесия
sessions	0	0	0	0	0	0	0	0	0	0	сесии
set	0	0	0	0	0	0	0	0	0	0	комплект
setback	0	0	0	0	0	1	0	1	0	0	неуспех
sett	0	0	0	0	0	0	0	0	0	0	настройка
setter	0	0	0	0	0	0	0	0	0	0	сетер
settle	0	0	0	0	0	0	0	0	0	0	установявам се
settled	0	0	0	0	0	0	0	0	0	0	уредени
settler	0	0	0	0	0	0	0	0	0	0	заселник
settlor	0	0	0	1	0	0	1	0	0	0	заселник
seventh	0	0	0	0	0	0	0	0	0	0	седмо
seventy	0	0	0	0	0	0	0	0	0	0	седемдесет
sever	0	0	0	0	0	1	0	0	0	0	прекъсвам
severable	0	0	0	0	0	0	0	0	0	0	разделим
severally	0	0	0	0	0	0	0	0	0	0	поотделно
severance	0	0	0	0	0	0	0	1	0	0	прекъсване
severely	0	0	0	0	0	0	0	0	0	0	тежко
severity	0	0	0	0	0	0	0	0	0	0	тежест
sew	0	0	0	0	0	0	0	0	0	0	шият
sewage	0	0	1	0	0	1	0	0	0	0	канализация
sewer	0	0	1	0	0	0	0	0	0	0	канализация
sewerage	0	0	1	0	0	1	0	0	0	0	канализация
sex	0	1	0	0	1	0	1	0	0	1	секс
sexuality	0	0	0	0	0	0	0	0	0	0	сексуалност
sexy	0	0	0	0	0	0	0	0	0	0	секси
shabby	0	0	1	0	0	1	0	0	0	0	опърпан
shack	0	0	1	0	0	1	0	1	0	0	барака
shackle	1	1	1	1	0	1	0	1	0	0	окови
shade	0	0	0	0	0	0	0	0	0	0	сянка
shades	0	0	0	0	0	0	0	0	0	0	нюанси
shading	0	0	0	0	0	0	0	0	0	0	засенчване
shadow	0	0	0	0	0	0	0	0	0	0	сянка
shadowy	0	0	0	0	0	0	0	0	0	0	сенчест
shady	0	0	0	1	0	1	0	0	0	0	сенчест
shaft	0	0	0	0	0	0	0	0	0	0	вал
shag	0	0	0	0	0	0	0	0	0	0	махала
shaggy	0	0	0	0	0	0	0	0	0	0	рошав
shake	0	0	0	0	0	0	0	0	0	0	клатя
shaken	0	0	0	0	0	0	0	0	0	0	разклатен
shaking	0	0	0	1	0	1	0	0	0	0	разклащане
shaky	1	1	0	1	0	1	0	0	0	0	треперещ
sham	1	0	1	0	0	1	0	0	0	0	фалшив
shaman	0	0	0	0	0	0	0	0	0	0	шаман
shambles	0	0	0	0	0	1	0	0	0	0	бъркотии
shame	0	0	1	1	0	1	0	1	0	0	срам
shameful	0	0	0	0	0	1	0	1	0	0	срамно
shameless	0	0	1	0	0	1	0	0	0	0	безсрамен
shanghai	0	0	1	1	0	1	0	0	0	0	шанхай
shank	0	0	0	1	0	0	0	0	0	0	джолан
shanty	0	0	0	0	0	0	0	0	0	0	барака
shape	0	0	0	0	0	0	1	0	0	0	форма
shapely	0	0	0	0	0	0	1	0	0	0	снажен
share	0	1	0	0	1	0	1	0	0	1	дял
shareholder	0	0	0	0	0	0	0	0	0	0	акционер
shark	0	0	0	0	0	1	0	0	0	0	акула
sharpen	1	1	0	0	0	0	0	0	0	0	изострям
sharpened	0	0	0	0	0	0	0	0	0	0	заострена
sharpener	0	0	0	0	0	0	0	0	0	0	острилка
sharpness	0	0	0	0	0	0	0	0	0	0	острота
shatter	1	0	0	1	0	1	0	1	1	0	разбивам
shattered	0	0	0	0	0	1	0	1	0	0	разбити
shave	0	0	0	0	0	0	0	0	0	0	бръснене
shaving	0	0	0	0	0	0	0	0	0	0	бръснене
shawl	0	0	0	0	0	0	0	0	0	0	шал
sheaf	0	0	0	0	0	0	0	0	0	0	сноп
shear	0	0	0	0	0	0	0	0	0	0	срязване
shears	0	0	0	0	0	0	0	0	0	0	ножици
sheath	0	0	0	0	0	0	0	0	0	0	обвивка
sheathing	0	0	0	0	0	0	0	0	0	0	обшивка
shed	0	0	0	0	0	1	0	0	0	0	навес
sheen	0	0	0	0	0	0	0	0	0	0	блясък
sheep	0	0	0	0	0	0	0	0	0	0	овце
sheer	0	0	0	0	0	0	0	0	0	0	чист
