English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Russian Word
subside	0	0	0	0	0	0	0	0	0	0	стихать
subsidence	0	0	0	0	0	1	0	1	0	0	опускание
subsidiary	0	0	0	0	0	0	0	0	0	0	дочернее предприятие
subsidize	0	0	0	0	0	0	0	0	0	0	субсидировать
subsidy	1	0	1	0	0	1	0	0	0	0	субсидия
subsist	0	0	0	0	0	1	0	0	0	0	существовать
subsistence	0	0	0	0	0	0	0	0	0	0	пропитание
subsoil	0	0	0	0	0	0	0	0	0	0	недра
substance	0	0	0	0	0	0	1	0	0	0	вещество
substantially	0	0	0	0	0	0	0	0	0	0	существенно
substantiate	0	0	0	0	0	0	0	0	0	1	обосновать
substantive	0	0	0	0	0	0	1	0	0	0	существенный
substitute	0	0	0	0	0	0	0	0	0	0	заменять
substituted	0	0	0	0	0	0	0	0	0	0	замененный
substitution	0	0	0	0	0	0	0	0	0	0	замена
substructure	0	0	0	0	0	0	0	0	0	0	подструктура
subterranean	0	0	0	0	0	0	0	0	0	0	подземный
subtle	0	0	0	0	0	0	0	0	0	0	тонкий
subtlety	0	0	0	0	0	0	0	0	0	0	тонкость
subtract	0	0	0	0	0	1	0	0	0	0	вычесть
subtraction	0	0	0	0	0	0	0	0	0	0	вычитание
subtype	0	0	0	0	0	0	0	0	0	0	подтип
suburb	0	0	0	0	0	0	0	0	0	0	пригород
suburban	0	0	0	0	0	0	0	0	0	0	пригородный
suburbs	0	0	0	0	0	0	0	0	0	0	пригород
subversion	1	0	0	1	0	1	0	0	0	0	подрывная деятельность
subversive	1	0	0	0	0	1	0	0	1	0	подрывной
subvert	0	0	1	1	0	1	0	1	0	0	ниспровергать
subway	0	0	0	0	0	0	0	0	0	0	метро
succeed	0	1	0	0	1	0	1	0	1	1	преуспеть
succeeding	0	1	0	0	1	0	1	0	0	1	преуспевающий
success	0	1	0	0	1	0	1	0	0	0	успех
successful	0	1	0	0	1	0	1	0	0	1	успешный
succession	0	0	0	0	0	0	0	0	0	0	правопреемство
successive	0	0	0	0	0	0	0	0	0	0	последовательный
successor	0	0	0	0	0	0	0	0	0	0	преемник
succinct	0	0	0	0	0	0	1	0	0	0	краткий
succulent	0	0	0	0	0	1	1	0	0	0	сочный
succumb	0	0	0	0	0	1	0	0	0	0	поддаваться
suck	0	0	0	0	0	1	0	0	0	0	сосать
sucker	1	0	0	0	0	1	0	0	0	0	лох
sucking	0	0	0	0	0	0	0	0	0	0	сосание
suckling	0	0	0	0	0	0	0	0	0	0	кормление грудью
suction	0	0	0	0	0	0	0	0	0	0	всасывание
sudden	0	0	0	0	0	0	0	0	1	0	внезапный
suddenly	0	0	0	0	0	0	0	0	1	0	вдруг, внезапно
sue	1	0	0	0	0	1	0	1	0	0	Сью
suffer	0	0	0	0	0	1	0	0	0	0	страдать
sufferer	0	0	0	1	0	1	0	1	0	0	страдалец
suffering	0	0	1	1	0	1	0	1	0	0	страдания
suffice	0	0	0	0	0	0	0	0	0	0	достаточно
sufficiency	0	0	0	0	0	0	1	0	0	0	достаточность
sufficient	0	0	0	0	0	0	0	0	0	0	достаточный
sufficiently	0	0	0	0	0	0	0	0	0	0	достаточно
suffix	0	0	0	0	0	0	0	0	0	0	суффикс
suffocating	0	0	1	1	0	1	0	1	0	0	удушающий
suffocation	1	0	0	1	0	1	0	0	0	0	удушье
sugar	0	0	0	0	0	0	1	0	0	0	сахар
suggest	0	0	0	0	0	0	0	0	0	1	предложить
suggestion	0	0	0	0	0	0	0	0	0	0	предложение
suggestive	0	0	0	0	0	0	0	0	0	0	наводящий на размышления
suicidal	1	0	1	1	0	1	0	1	0	0	самоубийственный
suicide	1	0	0	1	0	1	0	1	0	0	самоубийство
suit	0	0	0	0	0	0	0	0	0	0	подходить
suitable	0	0	0	0	0	0	1	0	0	0	подходящее
suite	0	0	0	0	0	0	0	0	0	0	люкс
suitor	0	0	0	0	0	0	0	0	0	0	жених
sullen	1	0	0	0	0	1	0	1	0	0	угрюмый
sulphur	0	0	0	0	0	0	0	0	0	0	сера
sultan	0	0	0	1	0	0	0	0	0	0	султан
sultry	0	0	0	0	0	0	1	0	0	0	знойный
sum	0	0	0	0	0	0	0	0	0	0	сумма
summarily	0	0	0	0	0	0	0	0	0	0	вкратце
summarize	0	0	0	0	0	0	0	0	0	0	подвести итог
summary	0	0	0	0	0	0	0	0	0	0	резюме
summation	0	0	0	0	0	0	0	0	0	0	суммирование
summer	0	0	0	0	0	0	0	0	0	0	лето
summit	0	0	0	0	0	0	0	0	0	0	вершина
summon	0	0	0	0	0	0	0	0	0	0	вызывать
summons	0	0	0	0	0	1	0	0	0	0	вызов
sumo	0	0	0	0	0	0	0	0	0	0	сумо
sump	0	0	1	0	0	0	0	0	0	0	отстойник
sumptuous	0	0	0	0	0	0	0	0	0	0	роскошный
sun	0	1	0	0	1	0	1	0	1	1	солнце
sunbeam	0	0	0	0	0	0	0	0	0	0	Солнечный луч
sundial	0	1	0	0	0	0	0	0	0	1	солнечные часы
sundown	0	0	0	0	0	0	0	0	0	0	закат
sundry	0	0	0	0	0	0	0	0	0	0	всякая всячина
sunglass	0	0	0	0	0	0	0	0	0	0	солнцезащитные очки
sunglasses	0	0	0	0	0	0	0	0	0	0	солнечные очки
sunk	0	0	1	1	0	1	0	1	0	0	затонул
sunless	0	0	0	0	0	0	0	0	0	0	без солнца
sunlight	0	0	0	0	0	0	0	0	0	0	Солнечный лучик
sunny	0	1	0	0	1	0	1	0	1	0	солнечно
sunrise	0	0	0	0	0	0	0	0	0	0	Восход солнца
sunset	0	1	0	0	0	0	1	0	0	0	закат солнца
sunshine	0	0	0	0	1	0	1	0	0	0	Солнечный свет
superannuation	0	0	0	0	0	0	0	0	0	0	пенсионный возраст
superb	0	0	0	0	0	0	1	0	0	0	превосходный
superficial	0	0	0	0	0	1	0	0	0	0	поверхностный
superfluous	0	0	0	0	0	1	0	0	0	0	лишний
superhuman	0	0	0	0	0	0	1	0	0	0	сверхчеловеческий
superimposed	0	0	0	0	0	0	0	0	0	0	наложенный
superintendent	0	0	0	0	0	0	0	0	0	0	суперинтендант
superior	0	0	0	0	0	0	1	0	0	0	начальство
superiority	0	0	0	0	0	0	1	0	0	0	превосходство
superlative	0	0	0	0	0	0	0	0	0	0	превосходная степень
superman	0	0	0	0	1	0	1	0	0	1	супермен
supermarket	0	0	0	0	0	0	0	0	0	0	супермаркет
supernatant	0	0	0	0	0	0	0	0	0	0	супернатант
supernatural	0	0	0	0	0	0	0	0	0	0	сверхъестественное
superposition	0	0	0	0	0	0	0	0	0	0	суперпозиция
supersede	0	0	0	0	0	0	0	0	0	0	заменять
superstar	0	0	0	0	1	0	1	0	0	1	супер звезда
superstition	0	0	0	1	0	1	1	0	0	0	суеверие
superstitious	0	1	0	1	0	1	0	0	0	0	суеверный
supervise	0	0	0	0	0	0	0	0	0	0	контролировать
supervision	0	0	0	0	0	0	0	0	0	0	надзор
supervisor	0	0	0	0	0	0	0	0	0	0	руководитель
supper	0	0	0	0	0	0	0	0	0	0	ужин
supplant	0	0	0	0	0	0	0	0	0	0	вытеснять
supple	0	0	0	0	0	0	0	0	0	0	гибкий
supplement	0	0	0	0	0	0	0	0	0	0	добавка
supplemental	0	0	0	0	0	0	0	0	0	0	дополнительный
supplementary	0	0	0	0	0	0	0	0	0	0	дополнительный
supplication	0	0	0	0	0	0	1	0	0	1	мольба
supplies	0	0	0	0	0	0	1	0	0	0	запасы
supply	0	0	0	0	0	0	1	0	0	0	поставлять
supported	0	0	0	0	0	0	1	0	0	0	поддерживается
supporter	0	0	0	0	1	0	1	0	0	1	сторонник
supporters	0	0	0	0	0	0	0	0	0	0	сторонники
supporting	0	0	0	0	0	0	1	0	0	1	поддержка
suppose	0	0	0	0	0	0	0	0	0	0	предполагать
supposing	0	0	0	0	0	0	0	0	0	0	полагая
supposition	0	0	0	0	0	0	0	0	0	0	предположение
suppress	1	0	0	1	0	1	0	1	0	0	подавлять
suppression	1	0	1	1	0	1	0	0	0	0	подавление
supremacy	1	1	0	1	1	1	1	0	1	1	превосходство
supreme	0	0	0	0	0	0	1	0	0	0	верховный
supremely	0	0	0	0	0	0	1	0	0	0	в высшей степени
surcharge	1	0	0	0	0	1	0	0	0	0	доплата
surety	0	0	0	0	0	0	1	0	0	1	поручительство
surf	0	0	0	0	0	0	0	0	0	0	прибой
surface	0	0	0	0	0	0	0	0	0	0	поверхность
surge	0	0	0	0	0	0	0	0	1	0	всплеск
surgeon	0	0	0	0	0	0	0	0	0	0	хирург
surgery	0	0	0	1	0	0	0	1	0	0	операция
surly	1	0	1	0	0	1	0	0	0	0	угрюмый
surmise	0	0	0	0	0	0	1	0	0	0	догадываться
surname	0	0	0	0	0	0	0	0	0	0	фамилия
surpassing	0	0	0	0	0	0	1	0	0	0	превосходящий
surplus	0	0	0	0	0	0	0	0	0	0	излишек
surprise	0	0	0	1	1	0	1	0	1	0	сюрприз
surprised	0	0	0	0	0	0	0	0	1	0	удивлен
surprising	0	0	0	0	0	0	0	0	1	0	удивительный
surprisingly	0	1	0	0	0	0	0	0	1	0	удивительно
surrender	0	0	0	1	0	1	0	1	0	0	сдаваться
surrendering	0	0	0	0	0	1	0	1	0	0	капитуляция
surrogate	0	0	0	0	0	0	0	0	0	1	суррогат
surround	0	1	0	0	0	1	1	0	0	0	окружать
surrounding	0	0	0	0	0	0	0	0	0	0	окружающий
surroundings	0	0	0	0	0	0	0	0	0	0	окрестности
surveillance	0	0	0	1	0	0	0	0	0	0	наблюдение
survey	0	0	0	0	0	0	0	0	0	0	опрос
surveying	0	0	0	0	0	0	1	0	0	0	геодезия
surveyor	0	0	0	0	0	0	0	0	0	0	геодезист
survival	0	0	0	0	0	0	0	0	0	0	выживание
survive	0	0	0	0	0	0	1	0	0	0	выживать
surviving	0	0	0	0	0	0	0	0	0	0	выживший
susceptibility	0	0	0	0	0	0	0	0	0	0	восприимчивость
susceptible	0	0	0	0	0	1	0	0	0	0	восприимчивый
suspect	0	0	0	1	0	1	0	0	0	0	подозревать
suspected	0	0	0	0	0	0	0	0	0	0	подозреваемый
suspend	0	0	0	0	0	0	0	0	0	0	приостановить
suspended	0	0	0	0	0	0	0	0	0	0	приостановленный
suspenders	0	0	0	0	0	0	0	0	0	0	подтяжки
suspense	0	1	0	1	0	0	0	0	1	0	неизвестность
suspension	0	0	0	1	0	1	0	0	0	0	приостановка
suspicion	0	0	0	1	0	1	0	0	0	0	подозрение
suspicions	0	0	0	0	0	0	0	0	0	0	подозрения
suspicious	1	1	0	0	0	1	0	0	0	0	подозрительный
sustained	0	0	0	0	0	0	0	0	0	0	устойчивый
sustenance	0	0	0	0	0	0	0	0	0	0	пропитание
suture	0	0	0	0	0	0	0	0	0	0	шов
swab	0	0	0	0	0	1	0	0	0	0	тампон
swag	0	0	0	0	0	0	0	0	0	0	раскачиваться
swagger	0	0	0	0	0	0	0	0	0	0	чванство
swallow	0	0	0	0	0	0	0	0	0	0	глотать
swamp	0	0	1	1	0	1	0	0	0	0	болото
swamped	0	0	0	0	0	0	0	0	0	0	заболоченный
swampy	0	0	1	1	0	1	0	0	0	0	болотистый
swan	0	0	0	0	0	0	0	0	0	0	лебедь
swap	0	0	0	0	0	0	0	0	0	0	менять
swarm	0	0	1	0	0	0	0	0	0	0	рой
swarming	0	0	0	0	0	0	0	0	0	0	роящийся
swastika	1	0	0	1	0	1	0	0	0	0	свастика
sway	0	0	0	0	0	0	0	0	0	0	качаться
swear	0	0	0	0	0	0	1	0	0	1	ругаться
swearing	0	0	0	0	0	0	0	0	0	0	клятва
sweat	0	0	0	1	0	0	0	0	0	0	пот
sweater	0	0	0	0	0	0	0	0	0	0	свитер
sweating	0	0	0	0	0	0	0	0	0	0	потливость
sweep	0	0	0	0	0	0	0	0	0	0	подметать
sweeping	0	0	0	0	0	0	0	0	0	0	подметание
sweet	0	1	0	0	1	0	1	0	1	1	сладкий
sweeten	0	0	0	0	0	0	0	0	0	0	подсластить
sweetened	0	0	0	0	0	0	0	0	0	0	подслащенный
sweetener	0	0	0	0	0	0	0	0	0	0	подсластитель
sweetheart	0	1	0	0	1	0	1	1	0	1	дорогой
sweetie	0	0	0	0	0	0	1	0	0	0	милый
sweetness	0	0	0	0	0	0	1	0	0	0	сладость
sweets	0	1	0	0	1	0	1	0	0	0	сладости
swell	0	0	0	0	0	0	0	0	0	0	опухать
swelling	0	0	0	1	0	1	0	0	0	0	припухлость
sweltering	0	0	0	0	0	0	0	0	0	0	душный
swerve	0	0	0	1	0	0	0	0	1	0	отклоняться
swift	0	0	0	0	0	0	1	0	0	0	быстрый
swiftly	0	0	0	0	0	0	0	0	0	0	быстро
swig	0	0	1	0	0	1	0	0	0	0	глоток
swim	0	1	0	1	1	0	1	0	0	0	плавать
swimming	0	0	0	0	0	0	0	0	0	0	плавание
swine	0	0	1	0	0	1	0	0	0	0	свинья
swing	0	0	0	0	0	0	0	0	0	0	качать
swinging	0	0	0	0	0	0	0	0	0	0	качается
swish	0	0	0	0	0	0	0	0	0	0	взмах
switch	0	0	0	0	0	0	0	0	0	0	выключатель
swivel	0	0	0	0	0	0	0	0	0	0	поворотный
swollen	0	0	0	0	0	1	0	0	0	0	вздутый
swoon	0	0	0	0	0	0	0	0	0	0	обморок
swoop	0	0	0	0	0	0	0	0	0	0	налетать
sword	0	0	0	0	0	0	0	0	0	0	меч
syllable	0	0	0	0	0	0	0	0	0	0	слог
syllabus	0	0	0	0	0	0	0	0	0	0	учебный план
symbol	0	0	0	0	0	0	0	0	0	0	символ
symbolic	0	0	0	0	0	0	1	0	0	0	символический
symbolically	0	0	0	0	0	0	0	0	0	0	символически
symbolism	0	0	0	0	0	0	0	0	0	0	символизм
symbolize	0	0	0	0	0	0	0	0	0	0	символизировать
symmetric	0	0	0	0	0	0	0	0	0	0	симметричный
symmetrical	0	0	0	0	0	0	1	0	0	0	симметричный
symmetry	0	0	0	0	1	0	1	0	0	1	симметрия
sympathetic	0	0	0	1	1	0	1	1	0	1	симпатичный
sympathize	0	0	0	0	0	0	0	1	0	0	сочувствовать
sympathy	0	0	0	0	0	0	1	1	0	0	сочувствие
symphony	0	1	0	0	1	0	1	0	0	0	симфония
symptom	0	0	0	0	0	1	0	0	0	0	симптом
symptomatic	0	0	0	0	0	0	0	0	0	0	симптоматический
synagogue	0	0	0	0	0	0	0	0	0	0	синагога
synchronize	0	1	0	0	1	0	1	0	1	1	синхронизировать
synchronous	0	0	0	0	0	0	0	0	0	0	синхронный
syncope	0	0	0	1	0	1	0	1	1	0	обморок
syndicate	0	0	0	0	0	0	0	0	0	0	синдикат
synergistic	0	0	0	0	0	0	1	0	0	1	синергетический
synergy	0	0	0	0	0	0	0	0	0	0	синергия
synod	0	0	0	0	0	0	1	0	0	1	синод
synonym	0	0	0	0	0	0	0	0	0	0	синоним
synonymous	0	0	0	1	0	1	1	0	0	1	синонимичный
synopsis	0	0	0	0	0	0	0	0	0	0	синопсис
synoptic	0	0	0	0	0	0	0	0	0	0	синоптический
syntax	0	0	0	0	0	0	0	0	0	0	синтаксис
synthesis	0	0	0	0	0	0	0	0	0	0	синтез
synthetic	0	0	0	0	0	0	0	0	0	0	синтетический
syringe	0	0	0	1	0	0	0	0	0	0	шприц
syrup	0	0	0	0	0	0	0	0	0	0	сироп
system	0	0	0	0	0	0	0	0	0	1	система
systematic	0	0	0	0	0	0	0	0	0	0	систематический
systematically	0	0	0	0	0	0	0	0	0	0	систематически
tabby	0	0	0	0	0	0	0	0	0	0	полосатый
tabernacle	0	0	0	0	0	0	0	0	0	0	скиния
table	0	0	0	0	0	0	0	0	0	0	стол
tableau	0	0	0	0	0	0	0	0	0	0	картина
tablespoon	0	0	0	0	0	0	0	0	0	0	столовая ложка
tablet	0	0	0	0	0	0	0	0	0	0	планшет
tableware	0	0	0	0	0	0	0	0	0	0	посуда
taboo	0	0	1	1	0	1	0	0	0	0	табу
tabular	0	0	0	0	0	0	0	0	0	0	табличный
tabulate	0	1	0	0	0	0	0	0	0	0	табулировать
tabulation	0	0	0	0	0	0	0	0	0	0	подведение итогов
tachometer	0	0	0	0	0	0	0	0	0	0	тахометр
tacit	0	0	0	0	0	0	0	0	0	0	молчаливый
tack	0	0	0	0	0	0	0	0	0	0	лавировать
tackle	1	0	0	0	0	0	0	0	1	0	снасти
tackling	0	0	0	0	0	0	0	0	0	0	борьба
tacky	0	0	0	0	0	0	0	0	0	0	безвкусный
tact	0	0	0	0	0	0	1	0	0	0	такт
tactics	0	0	0	1	0	0	0	0	0	1	тактика
tactile	0	0	0	0	0	0	0	0	0	0	тактильный
taffeta	0	0	0	0	0	0	0	0	0	0	тафта
taffy	0	0	0	0	0	0	0	0	0	0	ириска
tag	0	0	0	0	0	0	0	0	0	0	ярлык
tail	0	0	0	0	0	0	0	0	0	0	хвост
tailed	0	0	0	0	0	0	0	0	0	0	хвостатый
tailings	0	0	0	0	0	0	0	0	0	0	хвосты
tailor	0	0	0	0	0	0	0	0	0	0	портной
tailoring	0	0	0	0	0	0	0	0	0	0	портняжное дело
taint	0	0	0	0	0	1	0	1	0	0	портить
taker	0	0	0	0	0	0	0	0	0	0	берущий
tale	0	0	0	0	0	0	1	0	0	0	сказка
talent	0	0	0	0	0	0	1	0	0	0	талант
talented	0	0	0	0	0	0	0	0	0	0	талантливый
talisman	0	0	0	0	0	0	1	0	0	0	талисман
talk	0	0	0	0	0	0	1	0	0	0	разговаривать
talkative	0	0	0	0	0	0	0	0	0	0	разговорчивый
talker	0	0	0	0	0	0	0	0	0	0	болтун
tall	0	0	0	0	0	0	0	0	0	0	высокий
tallies	0	0	0	0	0	0	0	0	0	0	подсчеты
tallow	0	0	0	0	0	0	0	0	0	0	жир
tally	0	0	0	0	0	0	0	0	0	0	подсчитывать
talons	1	0	0	1	0	1	0	0	0	0	когти
tambourine	0	0	0	0	0	0	0	0	0	0	бубен
taming	0	0	0	0	0	0	0	0	0	0	укрощение
tan	0	0	0	0	0	0	0	0	0	0	загар
tandem	0	0	0	0	0	0	0	0	0	1	тандем
tang	0	0	0	0	0	0	0	0	0	0	сильный запах
tangent	0	0	0	0	0	0	0	0	0	0	касательная
tangle	0	0	0	0	0	0	0	0	0	0	клубок
tangled	0	0	0	0	0	1	0	0	0	0	запутанный
tank	0	0	0	0	0	0	0	0	0	0	бак
tanned	0	0	0	0	0	0	1	0	0	0	загорелый
tantalizing	0	1	0	0	1	1	1	0	1	0	дразнящий
tantamount	0	0	0	0	0	0	0	0	0	1	равносильно
tap	0	0	0	0	0	0	0	0	0	0	нажмите
tape	0	0	0	0	0	0	0	0	0	0	лента
taper	0	0	0	0	0	0	0	0	0	0	конусность
tapering	0	0	0	0	0	0	0	0	0	0	сужение
tapestry	0	0	0	0	0	0	0	0	0	0	гобелен
tar	0	0	0	0	0	0	0	0	0	0	смола
tardiness	0	0	0	0	0	1	0	0	0	0	опоздание
tardy	0	0	0	0	0	1	0	0	0	0	опоздавший
target	0	0	0	0	0	0	0	0	0	0	цель
tariff	1	0	1	0	0	1	0	0	0	0	тариф
tarnish	0	0	1	0	0	1	0	1	0	0	тускнеть
tarry	0	0	0	0	0	1	0	0	0	0	медлить
tart	0	0	0	0	0	0	0	0	0	0	пирог
tartan	0	0	0	0	0	0	0	0	0	0	шотландка
tartar	0	0	0	0	0	0	0	0	0	0	татарский камень
task	0	0	0	0	0	0	1	0	0	0	задача
tassel	0	0	0	0	0	0	0	0	0	0	кисточка
taste	0	0	0	0	0	0	0	0	0	0	вкус
tasteful	0	0	0	0	0	0	1	0	0	0	со вкусом
tasteless	0	0	1	0	0	1	0	0	0	0	безвкусный
tasting	0	0	0	0	0	0	0	0	0	0	дегустация
tasty	0	0	0	0	0	0	1	0	0	0	вкусно
tat	0	0	0	0	0	0	0	0	0	0	тату
tattoo	0	0	0	0	0	0	0	0	0	0	тату
taught	0	0	0	0	0	0	0	0	0	1	учил
taunt	1	0	0	1	0	1	0	1	0	0	дразнить
taut	0	0	0	0	0	0	0	0	0	0	тугой
tavern	0	0	0	0	0	0	0	0	0	0	таверна
tawny	0	0	1	0	0	0	0	0	0	0	рыжевато-коричневый
tax	0	0	0	0	0	1	0	1	0	0	налог
taxicab	0	0	0	0	0	0	0	0	0	0	такси
taxonomy	0	0	0	0	0	0	0	0	0	0	таксономия
tea	0	0	0	0	0	0	0	0	0	0	чай
teach	0	0	0	0	1	0	1	0	1	1	учить
teacher	0	0	0	0	0	0	1	0	0	1	учитель
teaching	0	0	0	0	0	0	0	0	0	0	обучение
team	0	0	0	0	0	0	0	0	0	1	команда
tearful	0	0	1	1	0	0	0	1	0	0	слезливый
tease	1	1	0	0	0	1	0	1	0	0	дразнить
teaser	0	0	0	0	0	0	0	0	0	0	тизер
teasing	1	0	0	1	0	1	0	0	0	0	поддразнивания
teat	0	0	0	0	0	0	0	0	0	0	сосок
technical	0	0	0	0	0	0	0	0	0	0	технический
technicality	0	0	0	0	0	0	0	0	0	0	техничность
technician	0	0	0	0	0	0	0	0	0	0	техник
technology	0	0	0	0	0	0	1	0	0	0	технологии
ted	0	0	0	0	0	0	0	0	0	0	Тед
tedious	0	0	0	0	0	1	0	0	0	0	скучный
tedium	0	0	0	0	0	1	0	0	0	0	скука
teeming	0	0	1	0	0	0	0	0	0	0	изобилующий
teens	0	0	0	0	0	1	1	0	0	0	тинейджеры
teeth	0	0	0	0	0	0	0	0	0	0	зубы
teflon	0	0	0	0	0	0	0	0	0	0	тефлон
telegram	0	0	0	0	0	0	0	0	0	0	телеграмма
telegraph	0	0	0	0	0	0	0	0	0	0	телеграф
telephone	0	0	0	0	0	0	0	0	0	0	телефон
telescope	0	0	0	0	0	0	0	0	0	0	телескоп
telescopic	0	0	0	0	0	0	0	0	0	0	телескопический
television	0	0	0	0	0	0	0	0	0	0	телевидение
teller	0	0	0	0	0	0	0	0	0	0	кассир
telling	0	0	0	0	0	0	0	0	0	0	говорящий
telltale	0	0	0	0	0	0	0	0	0	0	предатель
temper	0	0	0	0	0	0	0	0	0	0	характер
tempera	0	0	0	0	0	0	0	0	0	0	темпера
temperament	0	0	0	0	0	0	0	0	0	0	темперамент
temperance	0	0	0	0	0	0	1	0	0	0	умеренность
temperate	0	0	0	0	0	0	0	0	0	1	умеренный
temperature	0	0	0	0	0	0	0	0	0	0	температура
tempered	0	0	0	0	0	0	1	0	0	0	закаленный
tempest	1	1	0	1	0	1	0	1	1	0	буря
temple	0	0	0	0	0	0	0	0	0	0	храм
temporal	0	0	0	0	0	0	0	0	0	0	временной
temporarily	0	0	0	0	0	0	0	0	0	0	временно
temporary	0	0	0	0	0	0	0	0	0	0	временный
tempt	0	0	0	0	0	0	0	0	0	0	искушать
temptation	0	0	0	0	0	1	0	0	0	0	искушение
tempting	0	0	0	0	0	0	0	0	0	0	соблазнительный
ten	0	0	0	0	0	0	0	0	0	0	10
tenable	0	0	0	0	0	0	1	0	0	0	разумный
tenacious	0	0	0	0	0	0	1	0	0	0	цепкий
tenacity	0	0	0	0	0	0	1	0	0	0	упорство
tenancy	0	0	0	0	0	0	1	0	0	0	аренда
tenant	0	0	0	0	0	0	1	0	0	0	жилец
tendency	0	0	0	0	0	0	0	0	0	0	тенденция
tender	0	0	0	0	1	0	1	0	0	1	тендер
tenderness	0	0	0	0	1	0	1	0	0	0	нежность
tending	0	0	0	0	0	0	0	0	0	0	уход
tendon	0	0	0	0	0	0	0	0	0	0	сухожилие
tenement	0	0	0	0	0	1	0	0	0	0	многоквартирный дом
tenet	0	0	0	0	0	0	0	0	0	0	догмат
tenets	0	0	0	0	0	0	0	0	0	0	принципы
tenfold	0	0	0	0	0	0	0	0	0	0	десятикратный
tennis	0	0	0	0	0	0	0	0	0	0	большой теннис
tense	0	0	0	0	0	0	0	0	0	0	напряженный
tensile	0	0	0	0	0	0	0	0	0	0	растяжимый
tension	1	0	0	0	0	0	0	0	0	0	напряжение
tent	0	0	0	0	0	0	0	0	0	0	палатка
tentacle	0	0	0	0	0	0	0	0	0	0	щупальце
tentative	0	0	0	0	0	0	0	0	0	0	пробный
tenth	0	0	0	0	0	0	0	0	0	0	десятый
tenths	0	0	0	0	0	0	0	0	0	0	десятые доли
tenuous	0	0	0	0	0	0	0	0	0	0	тонкий
tenure	0	0	0	0	0	0	0	0	0	0	пребывание в должности
tepid	0	0	0	0	0	0	0	0	0	0	прохладный
term	0	0	0	0	0	0	0	0	0	0	срок
terminal	0	0	0	1	0	1	0	1	0	0	Терминал
terminate	0	0	0	0	0	0	0	1	0	0	прекращать
termination	0	0	0	0	0	1	0	1	0	0	прекращение
terminus	0	0	0	0	0	0	0	0	0	0	конечная остановка
termite	0	0	1	0	0	1	0	0	0	0	термит
terms	0	0	0	0	0	0	0	0	0	0	условия
tern	0	0	0	0	0	0	0	0	0	0	крачка
ternary	0	0	0	0	0	0	0	0	0	0	троичный
terrace	0	0	0	0	0	0	0	0	0	0	терраса
terrestrial	0	0	0	0	0	0	0	0	0	0	земной
terrible	1	0	1	1	0	1	0	1	0	0	ужасный
terribly	0	0	0	0	0	0	0	1	0	0	ужасно
terrier	0	0	0	0	0	0	0	0	0	0	терьер
terrific	0	0	0	0	0	0	0	1	0	0	потрясающий
territorial	0	0	0	0	0	0	0	0	0	0	территориальный
territory	0	0	0	0	0	0	0	0	0	0	территория
terror	0	0	0	1	0	1	0	0	0	0	ужас
terrorism	1	0	1	1	0	1	0	1	0	0	терроризм
terrorist	1	0	1	1	0	1	0	1	1	0	террорист
terrorize	1	0	0	1	0	1	0	1	0	0	терроризировать
terse	0	0	0	0	0	0	0	0	0	0	краткий
tertiary	0	0	0	0	0	0	0	0	0	0	третичный
test	0	0	0	0	0	0	0	0	0	0	тест
testament	0	1	0	0	0	0	0	0	0	1	завещание
testify	0	0	0	0	0	0	0	0	0	0	свидетельствовать
testimonial	0	0	0	0	0	0	0	0	0	0	свидетельство
testimony	0	0	0	0	0	0	0	0	0	1	показания
tetanus	0	0	1	0	0	1	0	0	0	0	столбняк
tether	0	0	0	0	0	1	0	0	0	0	привязывать
tethered	0	0	0	0	0	0	0	0	0	0	привязанный
tetrahedral	0	0	0	0	0	0	0	0	0	0	тетраэдрический
text	0	0	0	0	0	0	0	0	0	0	текст
textbook	0	0	0	0	0	0	0	0	0	0	учебник
textile	0	0	0	0	0	0	0	0	0	0	текстиль
textural	0	0	0	0	0	0	0	0	0	0	текстурный
texture	0	0	0	0	0	0	0	0	0	0	текстура
thankful	0	0	0	0	1	0	1	0	0	0	благодарный
thanksgiving	0	0	0	0	1	0	1	0	0	0	благодарение
thatch	0	0	0	0	0	0	0	0	0	0	солома
thaw	0	0	0	0	0	0	0	0	0	0	оттепель
theater	0	0	0	0	0	0	0	0	0	0	театр
theatrical	0	0	0	0	0	0	0	0	0	0	театральный
theft	1	0	1	1	0	1	0	1	0	0	кража
theism	0	0	1	0	0	1	0	0	0	0	теизм
theistic	0	0	0	0	0	0	0	0	0	0	теистический
theme	0	0	0	0	0	0	0	0	0	0	тема
theocracy	0	0	0	0	0	0	0	0	0	0	теократия
theocratic	1	0	0	1	0	1	0	1	0	1	теократический
theologian	0	0	0	0	0	0	0	0	0	0	богослов
theological	0	0	0	0	0	0	0	0	0	1	богословский
theology	0	1	0	0	0	0	0	0	0	0	богословие
theorem	0	0	0	0	0	0	0	0	0	1	теорема
theoretical	0	0	0	0	0	0	1	0	0	0	теоретический
theory	0	1	0	0	0	0	0	0	0	1	теория
therapeutic	0	0	0	0	1	0	1	0	0	1	терапевтический
therapeutics	0	0	0	0	0	0	1	0	0	0	терапия
thereabouts	0	0	0	0	0	0	0	0	0	0	поблизости
thereof	0	0	0	0	0	0	0	0	0	0	из них
therewith	0	0	0	0	0	0	0	0	0	0	при этом
