English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Javanese Word
shout	1	0	0	0	0	0	0	0	1	0	bengok-bengok
shove	1	0	0	0	0	1	0	0	0	0	nyurung
shovel	0	0	0	0	0	0	0	0	0	0	sekop
shoveling	0	0	0	0	0	0	0	0	0	0	shoveling
show	0	0	0	0	0	0	0	0	0	1	nuduhake
shower	0	0	0	0	0	0	0	0	0	0	padusan
showing	0	0	0	0	0	0	0	0	0	0	nuduhake
showy	0	0	0	0	0	1	0	0	0	0	pamer
shrapnel	0	0	0	1	0	0	0	0	0	0	pecahan
shred	0	0	0	0	0	0	0	0	0	0	nyuwek
shrewd	0	0	0	0	0	0	1	0	0	0	pinter
shriek	1	0	0	1	0	1	0	1	1	0	njerit
shrill	1	0	0	1	0	1	0	0	1	0	nyaring
shrimp	0	0	0	0	0	0	0	0	0	0	udang
shrine	0	0	0	0	0	0	0	0	0	0	kuil
shrink	0	0	0	1	0	1	0	1	0	0	nyusut
shrinking	0	0	0	0	0	0	0	0	0	0	nyusut
shroud	0	0	0	0	0	0	0	1	0	0	kain kafan
shrub	0	0	0	0	0	0	0	0	0	0	grumbul
shrubbery	0	0	0	0	0	0	0	0	0	0	shrubbery
shrug	0	0	0	0	0	0	0	0	0	0	ngangkat bahu
shrunk	0	0	0	0	0	1	0	0	0	0	nyusut
shudder	0	0	0	1	0	1	0	0	0	0	ndredheg
shuffle	0	0	0	0	0	0	0	0	0	0	ngacak
shuffling	0	0	0	0	0	0	0	0	0	0	ngacak
shun	1	0	1	0	0	1	0	1	0	0	ngedohi
shunt	0	0	0	0	0	0	0	0	0	0	shunt
shut	0	0	0	0	0	0	0	0	0	0	meneng
shutter	0	0	0	0	0	0	0	0	0	0	rana
shuttle	0	0	0	0	0	0	0	0	0	0	antar jemput
sib	0	0	0	0	0	0	0	0	0	1	sib
sic	0	0	0	0	0	0	0	0	0	0	sic
sick	0	0	1	0	0	1	0	1	0	0	lara
sickening	1	0	1	1	0	1	0	1	0	0	nglarani
sickle	0	0	0	0	0	0	0	0	0	0	arit
sickly	0	0	1	0	0	1	0	1	0	0	sakit-sakitan
sickness	0	0	1	1	0	1	0	1	0	0	penyakit
side	0	0	0	0	0	0	0	0	0	0	sisih
sideboard	0	0	0	0	0	0	0	0	0	0	sideboard
sidestep	0	0	0	0	0	0	0	0	0	0	sisih pinggir
sideways	0	0	0	0	0	0	0	0	0	0	miring
siege	0	0	0	0	0	0	0	0	0	0	ngepung
siesta	0	0	0	0	0	0	0	0	0	0	ngaso
sieve	0	0	0	0	0	0	0	0	0	0	ayakan
sifting	0	0	0	0	0	0	0	0	0	0	nyaring
sigh	0	0	0	0	0	0	0	0	0	0	ambegan
sight	0	0	0	0	0	0	0	0	0	0	pandeleng
sign	0	0	0	0	0	0	0	0	0	0	tandha
signal	0	0	0	0	0	0	0	0	0	0	sinyal
signature	0	0	0	0	0	0	0	0	0	1	teken
significance	0	0	0	0	0	0	0	0	0	0	pinunjul
significant	0	0	0	0	0	0	0	0	0	0	pinunjul
signification	0	0	0	0	0	0	0	0	0	0	tegesipun
signify	0	1	0	0	0	0	0	0	0	0	tegese
signpost	0	0	0	0	0	0	0	0	0	0	pratandha
silent	0	0	0	0	0	0	0	0	0	0	meneng
silently	0	0	0	0	0	0	0	0	0	0	meneng
silhouette	0	0	0	0	0	0	0	0	0	0	siluet
silk	0	0	0	0	0	0	1	0	0	0	sutra
silken	0	0	0	0	0	0	0	0	0	0	sutra
silky	0	0	0	0	0	0	0	0	0	0	sutra
sill	0	0	0	0	0	0	0	0	0	0	sill
silliness	0	0	0	0	0	0	0	0	0	0	kebodohan
silly	0	0	0	0	1	1	0	0	0	0	bodho
silt	0	0	0	0	0	0	0	0	0	0	lumpur
silver	0	0	0	0	0	0	0	0	0	0	salaka
silvery	0	0	0	0	0	0	0	0	0	0	salaka
similar	0	0	0	0	0	0	0	0	0	0	padha
similarity	0	0	0	0	0	0	0	0	0	0	podho
simile	0	0	0	0	0	0	0	0	0	0	simile
simmer	1	1	0	0	0	0	0	0	0	0	nggodhok
simmering	0	1	0	0	0	0	0	0	0	0	simmering
simple	0	0	0	0	0	0	0	0	0	0	prasaja
simples	0	0	0	0	0	0	0	0	0	0	prasaja
simplify	0	1	0	0	1	0	1	0	1	1	nyederhanakake
simply	0	0	0	0	0	0	0	0	0	0	mung
simulate	0	0	0	0	0	0	0	0	0	0	simulasi
simulated	0	0	0	0	0	0	0	0	0	0	simulasi
simulating	0	0	0	0	0	0	0	0	0	0	simulasi
simulation	0	0	0	0	0	0	0	0	0	0	simulasi
simultaneous	0	0	0	0	0	0	0	0	0	0	bebarengan
simultaneously	0	0	0	0	0	0	0	0	0	0	bebarengan
sin	1	0	1	1	0	1	0	1	0	0	dosa
sincere	0	0	0	0	0	0	1	0	0	1	tulus
sincerity	0	0	0	0	0	0	1	0	0	0	ketulusan
sinful	1	0	1	1	0	1	0	1	0	0	dosa
sing	0	1	0	0	1	0	1	1	0	1	sing
singer	0	0	0	0	0	0	0	0	0	0	penyanyi
single	0	0	0	0	0	0	0	0	0	0	tunggal
singly	0	0	0	0	0	0	1	0	0	0	tunggal
singular	0	0	0	0	0	0	0	0	0	0	tunggal
singularity	0	0	0	0	0	0	0	0	0	0	singularitas
singularly	0	0	0	0	0	0	0	0	1	0	tunggal
sinister	1	0	1	1	0	1	0	0	0	0	serem
sink	0	0	0	0	0	0	0	0	0	0	nglelebke
sinner	1	0	1	1	0	1	0	1	0	0	wong dosa
sinning	0	0	1	0	0	1	0	0	0	0	dosa
sinus	0	0	0	0	0	0	0	0	0	0	sinus
sip	0	0	0	0	0	0	0	0	0	0	sip
siphon	0	0	0	0	0	0	0	0	0	0	siphon
sir	0	0	0	0	0	0	1	0	0	1	Pak
sire	0	0	0	0	0	0	0	0	0	0	bapak
siren	0	0	0	1	0	1	0	0	0	0	sirine
sissy	0	0	0	0	0	1	0	0	0	0	banci
sister	0	0	0	0	0	0	0	0	0	0	mbakyu
sisterhood	1	0	0	0	0	0	1	1	1	1	seduluran
site	0	0	0	0	0	0	0	0	0	0	situs
sith	0	0	0	0	0	0	0	0	0	0	sith
sitting	0	0	0	0	0	0	0	0	0	0	lungguh
situate	0	0	0	0	0	0	0	0	0	0	panggonan
situated	0	0	0	0	0	0	0	0	0	0	dumunung
situation	0	0	0	0	0	0	0	0	0	0	kahanan
sixth	0	0	0	0	0	0	0	0	0	0	kaping enem
sixty	0	0	0	0	0	0	0	0	0	0	sewidak
size	0	0	0	0	0	0	0	0	0	0	ukuran
sizzle	1	0	0	0	0	0	0	0	0	0	nyesek
skate	0	0	0	0	0	0	0	0	0	0	skate
skating	0	0	0	0	0	0	0	0	0	0	skating
skein	0	0	0	0	0	0	0	0	0	0	skein
skeleton	0	0	0	0	0	0	0	0	0	0	balung
skeptic	0	0	0	0	0	0	0	0	0	0	mamang
skeptical	0	0	0	0	0	1	0	0	0	0	mamang
skepticism	0	0	0	0	0	0	0	0	0	0	skeptisisme
sketch	0	0	0	0	0	0	0	0	0	0	sketsa
sketchy	0	0	0	0	0	1	0	0	0	0	sketsa
skewed	1	1	0	0	0	1	0	0	0	0	miring
skewer	0	0	0	0	0	0	0	0	0	0	tusuk sate
ski	0	0	0	0	0	0	0	0	0	0	ski
skid	1	0	0	1	0	1	0	1	0	0	nyelip
skiff	0	0	0	0	0	0	0	0	0	0	prau
skill	0	0	0	0	0	0	0	0	0	0	ketrampilan
skilled	0	0	0	0	0	0	1	0	0	0	trampil
skillet	0	0	0	0	0	0	0	0	0	0	wajan
skillful	0	0	0	0	0	0	1	0	0	1	trampil
skim	0	0	0	0	0	0	0	0	0	0	skim
skin	0	0	0	0	0	0	0	0	0	0	kulit
skinny	0	0	0	0	0	0	0	0	0	0	kuru
skip	0	0	0	0	0	1	0	0	0	0	lumpati
skipper	0	0	0	0	0	0	0	0	0	0	juragan
skirmish	1	0	0	0	0	1	0	0	0	0	tawuran
skirt	0	0	0	0	0	0	0	0	0	0	rok
skirting	0	0	0	0	0	0	0	0	0	0	nyekar
skirts	0	0	0	0	0	0	0	0	0	0	rok
skit	0	0	0	0	0	0	0	0	0	0	sandiwara
skull	0	0	0	0	0	0	0	0	0	0	tengkorak
skunk	0	0	0	0	0	0	0	0	0	0	skunk
sky	0	0	0	0	0	0	1	0	0	0	langit
skyscraper	0	0	0	0	0	0	0	0	0	0	gedung pencakar langit
slab	0	0	0	0	0	0	0	0	0	0	slab
slack	0	0	0	0	0	1	0	0	0	0	kendel
slag	0	0	0	0	0	1	0	0	0	0	slag
slam	1	0	0	1	0	1	0	0	1	0	mbanting
slander	1	0	1	0	0	1	0	0	0	0	fitnah
slanderous	0	0	0	0	0	1	0	0	0	0	fitnah
slang	0	0	0	0	0	0	0	0	0	0	slang
slant	0	0	0	0	0	0	0	0	0	0	miring
slap	1	0	0	0	0	1	0	0	1	0	tamparan
slash	1	0	0	0	0	0	0	0	0	0	miring
slashes	0	0	0	0	0	0	0	0	0	0	miring
slate	0	0	0	0	0	0	1	0	0	0	slate
slates	0	0	0	0	0	0	0	0	0	0	slates
slaughter	1	0	1	1	0	1	0	1	1	0	nyembelih
slaughterhouse	1	0	1	1	0	1	0	1	0	0	rumah jagal
slaughtering	1	0	1	1	0	1	0	1	1	0	nyembelih
slave	1	0	0	1	0	1	0	1	0	0	abdi
slavery	1	0	1	1	0	1	0	1	0	0	perbudakan
slay	1	0	0	0	0	1	0	0	0	0	mateni
slayer	1	0	1	1	0	1	0	1	1	0	tukang mateni
sledge	0	0	0	0	0	0	0	0	0	0	sledge
sleek	0	0	0	0	0	0	1	0	0	0	ramping
sleep	0	0	0	0	0	0	0	0	0	0	turu
sleeper	0	0	0	0	0	0	0	0	0	0	wong turu
sleeping	0	0	0	0	0	0	0	0	0	0	turu
sleeplessness	0	0	0	0	0	0	0	0	0	0	ngantuk
sleepy	0	0	0	0	0	0	0	0	0	0	ngantuk
sleet	0	0	0	0	0	1	0	0	0	0	udan es
sleeve	0	0	0	0	0	0	0	0	0	0	lengen
sleeveless	0	0	0	0	0	0	0	0	0	0	tanpa lengan
sleigh	0	0	0	0	0	0	0	0	0	0	giring
sleight	0	0	0	0	0	0	0	0	0	0	licik
slender	0	0	0	0	0	0	1	0	0	0	langsing
sleuth	0	0	0	0	0	0	0	0	0	0	sleuth
slice	0	0	0	0	0	0	0	0	0	0	irisan
slick	0	0	0	0	0	0	0	0	0	0	lunyu
slide	0	0	0	0	0	0	0	0	0	0	geser
sliding	0	0	0	0	0	0	0	0	0	0	ngusapake
slight	0	0	0	0	0	0	0	0	0	0	sithik
slightly	0	0	0	0	0	0	0	0	0	0	rada
slim	0	0	0	0	0	0	1	0	0	0	langsing
slime	0	0	1	0	0	0	0	0	0	0	lendhut
slimy	0	0	1	0	0	1	0	0	0	0	lendhut
sling	0	0	0	0	0	0	0	0	0	0	sling
slink	0	0	0	0	0	1	0	0	0	0	slink
slip	0	0	0	0	0	1	0	0	1	0	klelep
slipper	0	0	0	0	0	0	0	0	0	0	sandal
slippers	0	0	0	0	0	0	0	0	0	0	sandal
slit	0	0	0	0	0	0	0	0	0	0	irisan
sliver	0	0	0	0	0	0	0	0	0	0	irisan
slogan	0	0	0	0	0	0	0	0	0	0	slogan
sloop	0	0	0	0	0	0	0	0	0	0	sloop
slop	0	0	1	0	0	1	0	0	0	0	slop
slope	0	0	0	0	0	0	0	0	0	0	slope
sloppy	0	0	1	0	0	1	0	0	0	0	kesel
slot	0	0	0	0	0	0	0	0	0	0	slot
sloth	0	0	1	0	0	1	0	0	0	0	kemalasan
slouch	0	0	0	0	0	1	0	0	0	0	nglembur
slough	0	0	0	0	0	1	0	0	0	0	slough
slow	0	0	0	0	0	0	0	0	0	0	alon
slowly	0	0	0	0	0	0	0	0	0	0	alon-alon
slowness	0	0	0	0	0	1	0	0	0	0	alon-alon
sludge	0	0	1	0	0	1	0	0	0	0	endhas
slug	0	0	1	0	0	1	0	0	0	0	slug
sluggish	0	0	0	0	0	1	0	1	0	0	lesu
sluice	0	0	0	0	0	0	0	0	0	0	lempitan
slum	0	0	1	0	0	1	0	0	0	0	kumuh
slumber	0	0	0	0	0	0	0	0	0	0	ngantuk
slump	0	0	0	0	0	1	0	1	0	0	slump
slur	1	0	1	0	0	1	0	1	0	0	slur
slush	0	0	1	0	0	1	0	0	1	0	lumpur
slut	1	0	1	0	0	1	0	0	0	0	pelacur
sly	1	0	1	1	0	1	0	0	0	0	licik
smack	1	0	0	0	0	1	0	0	0	0	smack
small	0	0	0	0	0	1	0	0	0	0	cilik
smaller	0	0	0	0	0	0	0	0	0	0	luwih cilik
smallest	0	0	0	0	0	0	0	0	0	0	paling cilik
smash	1	0	0	1	0	1	0	0	0	0	mbanting
smashed	0	0	0	0	0	1	0	0	0	0	dibanting
smattering	0	0	0	0	0	1	0	0	0	0	smattering
smear	0	0	0	0	0	0	0	0	0	0	ngolesi
smell	1	0	1	0	0	1	0	0	0	0	mambu
smelling	0	0	1	0	0	1	0	0	0	0	mambu
smelt	0	0	0	0	0	0	0	0	0	0	mambu
smile	0	0	0	0	1	0	1	0	1	1	mesem
smiling	0	0	0	0	1	0	1	0	0	0	mesem
smirk	0	0	0	0	0	1	0	0	0	0	mesem
smite	1	0	0	1	0	1	0	1	0	0	nggepok
smith	0	0	0	0	0	0	0	0	0	1	smith
smitten	0	0	0	0	0	0	1	0	0	0	disabetake
smoker	0	0	0	0	0	1	0	0	0	0	perokok
smokey	0	0	0	0	0	0	0	0	0	0	smokey
smoking	0	0	0	0	0	0	0	0	0	0	udud
smoky	0	0	0	0	0	0	0	0	0	0	kumelun
smoldering	0	0	0	0	0	0	0	0	0	0	murub
smoothly	0	0	0	0	0	0	0	0	0	0	lancar
smoothness	0	0	0	0	0	0	1	0	0	0	kelancaran
smother	1	0	0	0	0	1	0	0	0	0	ngempet
smudge	0	0	0	0	0	1	0	0	0	0	smud
smug	0	0	0	0	0	1	0	0	0	0	gumun
smuggle	0	0	0	1	0	1	0	0	0	0	penyelundupan
smuggler	1	0	1	1	0	1	0	0	0	0	penyelundup
smuggling	0	0	0	0	0	1	0	0	0	0	penyelundupan
smut	0	0	1	1	0	1	0	0	0	0	smut
snack	0	0	0	0	0	0	0	0	0	0	cemilan
snacks	0	0	0	0	0	0	0	0	0	0	cemilan
snag	0	0	0	0	0	1	0	0	1	0	sregep
snags	0	0	0	0	0	1	0	0	0	0	snags
snail	0	0	0	0	0	0	0	0	0	0	keong
snake	0	0	1	1	0	1	0	0	0	0	ula
snap	0	0	0	0	0	0	0	0	0	0	jepret
snapshot	0	0	0	0	0	0	0	0	0	0	snapshot
snare	0	0	0	1	0	1	0	0	0	0	srare
snarl	1	0	1	0	0	1	0	0	0	0	nggegirisi
snarling	1	0	0	0	0	1	0	0	0	0	nggegirisi
snatch	0	0	0	0	0	0	0	0	0	0	ngrebut
sneak	1	0	0	1	0	1	0	0	1	0	nyelip
sneakers	0	0	0	0	0	0	0	0	0	0	sepatu kets
sneaking	0	1	0	1	0	1	0	0	0	1	nyusup
sneer	1	0	1	0	0	1	0	0	0	0	ngece
sneeze	0	0	1	0	0	1	0	0	1	0	ngiyup
sneezing	0	0	0	0	0	0	0	0	0	0	wahing
snicker	0	0	0	0	0	0	1	0	0	0	ngguyu
snide	0	0	0	0	0	1	0	0	0	0	snide
sniff	0	0	0	0	0	0	0	0	0	0	ngisep
snip	0	0	0	0	0	0	0	0	0	0	snip
snipe	0	0	0	0	0	0	0	0	0	0	snipe
snippet	0	0	0	0	0	0	0	0	0	0	cuplikan
snob	0	0	0	0	0	1	0	0	0	0	snob
snoopy	0	0	0	0	0	0	0	0	0	0	snoopy
snooze	0	0	0	0	0	0	0	0	0	0	ngaso
snore	0	0	0	0	0	0	0	0	0	0	ngorok
snort	0	0	0	0	0	0	0	1	0	0	ngorok
snout	0	0	0	0	0	0	0	0	0	0	moncong
snow	0	0	0	0	0	0	0	0	0	0	salju
snowball	0	0	0	0	0	0	0	0	0	0	bola salju
snowflake	0	0	0	0	0	0	0	0	0	0	kepingan salju
snowy	0	0	0	0	0	0	0	0	0	0	salju
snuff	0	0	0	0	0	0	0	0	0	0	tembak
soak	0	0	0	0	0	1	0	0	0	0	nglembur
soaking	0	0	0	0	0	0	0	0	0	0	ngendhog
soap	0	0	0	0	0	0	0	0	0	0	sabun
soapy	0	0	0	0	0	0	0	0	0	0	sabun
soaring	0	0	0	0	0	0	0	0	0	0	soaring
sob	0	0	0	0	0	1	0	1	0	0	sob
sobriety	0	0	0	0	0	0	1	0	0	1	katentreman
soc	0	0	0	0	0	0	0	0	0	0	soc
soccer	0	0	0	0	0	0	0	0	0	0	bal-balan
sociable	0	0	0	0	0	0	1	0	0	0	srawung
social	0	0	0	0	0	0	0	0	0	0	sosial
socialism	0	0	1	1	0	0	0	0	0	0	sosialisme
socialist	1	0	1	1	0	1	0	1	0	0	sosialis
society	0	0	0	0	0	0	0	0	0	0	masyarakat
sock	0	0	0	0	0	0	0	0	0	0	kaos kaki
socket	0	0	0	0	0	0	0	0	0	0	soket
sod	0	0	0	0	0	0	0	0	0	0	sod
sofa	0	0	0	0	0	0	0	0	0	0	sofa
softening	0	0	0	0	0	0	0	0	0	0	softening
softness	0	0	0	0	0	0	0	0	0	0	kelembutan
soggy	0	0	0	0	0	0	0	0	0	0	lembab
soil	0	0	1	0	0	1	0	0	0	0	lemah
soiled	0	0	1	0	0	1	0	0	0	0	reged
sojourn	0	0	0	0	0	0	0	0	0	0	nginep
solace	0	0	0	0	0	0	1	0	0	0	panglipur
solar	0	0	0	0	0	0	0	0	0	0	surya
solder	0	0	0	0	0	0	0	0	0	0	solder
soldering	0	0	0	0	0	0	0	0	0	0	solder
soldier	1	0	0	0	0	0	1	1	0	0	prajurit
sole	0	0	0	0	0	0	0	0	0	0	tunggal
solicit	0	0	0	0	0	0	0	0	0	0	ngumpulna
solicitation	0	0	0	0	0	0	0	0	0	0	panyuwunan
solicitor	0	0	0	0	0	0	0	0	0	0	pengacara
solid	0	0	0	0	0	0	1	0	0	0	padhet
solidarity	0	0	0	0	0	0	0	0	0	1	solidaritas
solidification	0	0	0	0	0	0	0	0	0	0	solidifikasi
solidified	0	0	0	0	0	0	0	0	0	0	padatan
solidify	0	0	0	0	0	0	0	0	0	0	ngalangi
solidity	0	0	0	0	0	0	1	0	0	1	soliditas
solitaire	0	0	0	0	0	0	0	0	0	0	solitaire
solitary	0	0	0	0	0	0	0	0	0	0	dhewekan
solitude	0	0	0	0	0	0	0	0	0	0	kasepen
solo	0	0	0	0	0	0	0	0	0	0	solo
solubility	0	0	0	0	0	0	0	0	0	0	kelarutan
soluble	0	0	0	0	0	0	0	0	0	0	larut
solution	0	0	0	0	0	0	1	0	0	0	solusi
solve	0	0	0	0	0	0	0	0	0	0	ngatasi
solvency	0	0	0	0	0	0	1	0	0	0	solvency
solvent	0	0	0	0	0	0	0	0	0	0	pelarut
somatic	0	0	0	0	0	1	0	0	1	0	somatik
somber	0	0	0	0	0	1	0	1	0	0	sumelang
son	0	0	0	0	0	0	0	0	0	0	putra
sonar	0	1	0	0	0	0	1	0	0	0	sonar
sonata	0	0	0	0	0	0	1	0	0	0	sonata
song	0	0	0	0	0	0	0	0	0	0	tembang
sonnet	0	0	0	0	1	0	1	1	0	0	soneta
sonorous	0	0	0	0	1	0	1	0	0	0	nyono
soot	0	0	1	0	0	1	0	0	0	0	jelaga
soothe	0	0	0	0	0	0	1	0	0	0	nglipur
soothing	0	0	0	0	1	0	1	0	0	1	nyenengake
sophomore	0	0	0	0	0	0	0	0	0	0	kelas loro
soprano	0	0	0	0	0	0	0	0	0	0	soprano
sorcerer	0	0	0	0	0	0	0	0	0	0	tukang sihir
sorcery	0	1	0	1	0	1	0	0	1	0	sihir
sordid	1	0	1	1	0	1	0	1	0	0	nakal
sore	1	0	0	0	0	1	0	1	0	0	lara
sorely	0	0	0	0	0	1	0	1	0	0	nglarani
soreness	0	0	1	0	0	1	0	1	0	0	perih
sorghum	0	0	0	0	0	0	0	0	0	0	sorgum
sorority	0	0	0	0	0	0	0	0	0	0	sorority
sorrow	0	0	0	1	0	1	0	1	0	0	nelongso
sorrowful	0	0	0	0	0	1	0	1	0	0	sedhih
sort	0	0	0	0	0	0	0	0	0	0	ngurutake
sorter	0	0	0	0	0	0	1	0	0	0	tukang urut
sortie	0	0	0	1	0	1	0	0	0	0	sortie
sorting	0	0	0	0	0	0	0	0	0	0	ngurutake
sou	0	0	0	0	0	0	0	0	0	0	suwe
soulless	0	0	1	1	0	1	0	1	0	0	tanpa nyawa
soulmate	0	0	0	1	0	1	0	0	0	0	jodoh
sound	0	0	0	0	0	0	0	0	0	0	swara
sounding	0	0	0	0	0	0	0	0	0	0	muni
soundness	0	1	0	0	1	0	1	0	0	1	kesarasan
soup	0	0	0	0	0	0	1	0	0	0	sup
sour	0	0	1	0	0	1	0	0	0	0	kecut
source	0	0	0	0	0	0	0	0	0	0	sumber
souvenir	0	0	0	0	0	0	0	0	0	0	souvenir
sovereign	0	0	0	0	0	0	0	0	0	1	kang nata
sovereignty	0	0	0	0	0	0	0	0	0	0	kadhaulatan
sow	0	0	0	0	0	0	0	0	0	0	nyebar
spa	0	1	0	0	1	0	1	0	1	1	spa
space	0	0	0	0	0	0	0	0	0	0	panggonan
spacious	0	0	0	0	0	0	1	0	0	0	wiyar
spade	0	0	0	0	0	0	0	0	0	0	spade
span	0	0	0	0	0	0	0	0	0	0	jengkal
spaniel	0	0	0	0	1	0	1	0	0	1	spaniel
spank	1	0	0	1	0	1	0	1	0	0	ngepel
spanking	1	0	0	0	0	0	0	0	0	0	pukulan
spar	0	0	0	0	0	0	0	0	0	0	spar
spare	0	0	0	0	0	0	0	0	0	0	nyisakke
sparingly	0	0	0	0	0	0	0	0	0	0	sithik-sithik
spark	0	0	0	0	0	0	0	0	0	0	cemlorot
sparkle	0	1	0	0	1	0	1	0	1	0	cemlorot
sparring	0	0	0	0	0	0	0	0	0	0	sparring
sparse	0	0	0	0	0	0	0	0	0	0	jarang
spasm	0	0	0	1	0	1	0	0	0	0	kejang
spat	1	0	0	0	0	1	0	0	0	0	ngidoni
spatula	0	0	0	0	0	0	0	0	0	0	spatula
spawn	0	0	0	0	0	0	0	0	0	0	nuwuhake
speaker	0	0	0	0	0	0	0	0	0	0	speaker
speaking	0	0	0	0	0	0	0	0	0	0	ngomong
spear	1	1	0	1	0	1	0	0	0	0	tumbak
special	0	0	0	0	1	0	1	0	0	0	khusus
specialist	0	0	0	0	0	0	0	0	0	1	spesialis
speciality	0	0	0	0	0	0	0	0	0	0	khusus
specialize	0	0	0	0	0	0	0	0	0	1	spesialisasine
specially	0	0	0	0	0	0	0	0	0	0	khususe
specie	0	0	0	0	0	0	1	0	0	0	spesies
species	0	0	0	0	0	0	0	0	0	0	spesies
specific	0	0	0	0	0	0	0	0	0	0	spesifik
specification	0	0	0	0	0	0	0	0	0	0	spesifikasi
specimen	0	0	0	0	0	0	0	0	0	0	spesimen
speck	0	0	1	0	0	1	0	0	0	0	bintik
speckled	0	0	0	0	0	0	0	0	0	0	bintik-bintik
specs	0	0	0	0	0	0	0	0	0	0	spek
spectacle	0	0	0	0	0	1	1	0	0	0	tontonan
spectacles	0	0	0	0	0	0	0	0	0	0	kacamata
spectacular	0	1	0	0	0	0	0	0	1	0	spektakuler
spectator	0	0	0	0	0	0	0	0	0	0	penonton
specter	0	0	0	1	0	1	0	1	0	0	momok
spectral	0	0	0	0	0	1	0	0	0	0	spektral
spectrometer	0	0	0	0	0	0	0	0	0	0	spektrometer
spectrophotometer	0	0	0	0	0	0	0	0	0	0	spektrofotometer
spectroscopy	0	0	0	0	0	0	0	0	0	0	spektroskopi
spectrum	0	0	0	0	0	0	0	0	0	0	spektrum
speculate	0	0	0	0	0	0	0	0	0	0	spekulasi
speculation	0	0	0	1	0	1	0	1	0	0	spekulasi
speculative	0	1	0	0	0	0	0	0	0	0	spekulatif
speculum	0	0	0	0	0	0	0	0	0	0	spekulum
speech	0	0	0	0	0	0	1	0	0	0	wicara
speechless	0	0	0	0	0	0	0	0	0	0	ora bisa ngomong
speed	0	0	0	0	0	0	0	0	0	0	kacepetan
speedily	0	0	0	0	0	0	0	0	0	0	kanthi cepet
speedometer	0	0	0	0	0	0	0	0	0	0	spedometer
speedway	0	0	0	0	0	0	0	0	0	0	dalan cepet
speedy	0	0	0	0	0	0	1	0	0	0	cepet
spellbound	0	0	0	0	0	0	0	0	0	0	terpesona
spelling	0	0	0	0	0	0	1	0	0	0	ejaan
spencer	0	0	0	0	0	0	0	0	0	0	spencer
spend	0	0	0	0	0	0	0	0	0	0	nglampahi
spent	0	0	0	0	0	1	0	0	0	0	ngginakaken
sperm	0	0	0	0	0	0	0	0	0	0	sperma
spew	0	0	1	0	0	0	0	0	0	0	nyembur
sphere	0	0	0	0	0	0	0	0	0	0	bal
spherical	0	0	0	0	0	0	0	0	0	0	bunder
sphinx	0	0	0	0	0	0	0	0	0	0	sphinx
spice	0	0	0	0	0	0	1	0	0	0	bumbu
spicy	0	0	0	0	0	0	0	0	0	0	pedhes
spider	0	0	1	1	0	0	0	0	0	0	angga
spigot	0	0	0	0	0	0	0	0	0	0	spigot
spike	0	0	0	1	0	0	0	0	0	0	spike
spiked	0	0	0	0	0	0	0	0	0	0	spiked
spiky	0	0	0	0	0	0	0	0	0	0	runcing
spill	0	0	0	0	0	0	0	0	0	0	kuthah
spin	0	0	0	0	0	0	0	0	0	0	muter
spinal	0	0	0	0	0	0	0	0	0	0	balung mburi
spindle	0	0	0	0	0	0	0	0	0	0	kumparan
spine	1	0	0	0	0	1	1	0	0	0	balung mburi
spinning	0	0	0	0	0	0	0	0	0	0	muter
spinster	0	0	0	1	0	1	0	1	0	0	tukang ngibul
spiny	0	0	0	0	0	0	0	0	0	0	duri
spiral	0	0	0	0	0	0	0	0	0	0	spiral
spire	0	0	0	0	0	0	0	0	0	0	spre
spirit	0	0	0	0	0	0	1	0	0	0	semangat
spirits	0	1	0	0	1	0	1	0	1	0	roh-roh
spiritual	0	0	0	0	0	0	0	0	0	0	spiritual
spirituality	0	0	0	0	0	0	0	0	0	0	spiritualitas
spit	0	0	1	0	0	0	0	0	0	0	ngidoni
spite	1	0	0	0	0	1	0	0	0	0	sedhih
spiteful	1	0	0	0	0	1	0	0	0	0	nakal
splash	0	0	0	0	0	0	0	0	1	0	cipratan
spleen	0	0	0	0	0	0	0	0	0	0	limpa
splendid	0	0	0	0	1	0	1	0	1	0	apik tenan
splendor	0	1	0	0	1	0	1	0	1	0	kamulyan
splice	0	0	0	0	0	0	0	0	0	0	sambatan
spline	0	0	0	0	0	0	0	0	0	0	spline
splint	0	0	0	0	0	0	0	0	0	0	splint
splinter	0	0	0	0	0	1	0	0	0	0	serpihan
split	0	0	0	0	0	1	0	0	0	0	pamisah
splitting	0	0	0	0	0	1	0	1	0	0	pisah
splurge	0	0	0	0	0	0	0	0	0	0	splurge
spoil	0	0	1	0	0	1	0	0	0	0	ngrusak
spoiler	0	0	0	0	0	1	0	1	0	0	spoiler
spoiling	0	0	0	0	0	0	0	0	0	0	ngrusak
spoke	0	0	0	0	0	1	0	0	0	0	ngandika
spoken	0	0	0	0	0	0	0	0	0	0	diucapake
spokesman	0	0	0	0	0	0	0	0	0	1	juru wicara
sponge	0	0	0	0	0	1	0	0	0	0	Gabus
spongy	0	0	0	0	0	0	0	0	0	0	spons
sponsor	0	0	0	0	0	0	1	0	0	1	sponsor
sponsorship	0	0	0	0	0	0	0	0	0	0	sponsor
spoof	0	0	0	0	0	0	0	0	0	0	spoof
spook	0	0	0	1	0	1	0	0	0	0	ngeri
spoon	0	0	0	0	0	0	0	0	0	0	sendok
